Orthogroup	DSAN.longest_only	DPSE.longest_only
OG0008381	LOC120449983|XP_039488628.1|DSAN	LOC4817123|XP_001356723.4|DPSE
OG0008383	LOC120446062|XP_039482771.1|DSAN	LOC4816765|XP_033235406.1|DPSE
OG0008384	LOC120452587|XP_039492814.1|DSAN	LOC4817030|XP_033235613.1|DPSE
OG0008385	LOC120458809|XP_039502539.1|DSAN	LOC4817089|XP_015036226.2|DPSE
OG0008386	LOC120456144|XP_039498705.1|DSAN	LOC4814688|XP_001354971.2|DPSE
OG0008387	LOC120451346|XP_039490862.1|DSAN	LOC4800304|XP_033240489.1|DPSE
OG0008388	LOC120443787|XP_039479050.1|DSAN	LOC4817967|XP_001357430.2|DPSE
OG0008389	LOC120445390|XP_039481729.1|DSAN	LOC4816381|XP_001356033.3|DPSE
OG0008391	LOC120458174|XP_039501668.1|DSAN	LOC6902939|XP_002132665.2|DPSE
OG0008392	LOC120450605|XP_039489662.1|DSAN	LOC4813430|XP_001353296.3|DPSE
OG0008393	LOC120450337|XP_039489238.1|DSAN	LOC6900426|XP_033240149.1|DPSE
OG0008394	LOC120448382|XP_039486299.1|DSAN	LOC4812835|XP_001353583.2|DPSE
OG0008395	LOC120455971|XP_039498454.1|DSAN	LOC4815679|XP_001355673.2|DPSE
OG0008396	LOC120456183|XP_039498788.1|DSAN	LOC4815137|XP_001354753.2|DPSE
OG0008397	LOC120456647|XP_039499507.1|DSAN	LOC4814889|XP_033238907.1|DPSE
OG0008398	LOC120455998|XP_039498489.1|DSAN	LOC6901781|XP_002134451.2|DPSE
OG0008399	LOC120457135|XP_039500311.1|DSAN	LOC6902093|XP_033241447.1|DPSE
OG0008400	LOC120450330|XP_039489230.1|DSAN	LOC4813746|XP_001354040.2|DPSE
OG0008401	LOC120458105|XP_039501569.1|DSAN	LOC4817835|XP_001357454.3|DPSE
OG0008402	LOC120454060|XP_039494999.1|DSAN	LOC4800829|XP_001358033.2|DPSE
OG0008403	LOC120455682|XP_039498025.1|DSAN	LOC4815181|XP_001354885.1|DPSE
OG0008404	LOC120454068|XP_039495012.1|DSAN	LOC4802427|XP_015037795.2|DPSE
OG0008405	LOC120457152|XP_039500359.1|DSAN	LOC4815821|XP_001355379.2|DPSE
OG0008406	LOC120457367|XP_039500832.1|DSAN	LOC4815826|XP_001355650.2|DPSE
OG0008407	LOC120452010|XP_039491980.1|DSAN	LOC4802838|XP_033241768.1|DPSE
OG0008408	LOC120454988|XP_039496714.1|DSAN	LOC4815804|XP_015040895.1|DPSE
OG0008409	LOC120448936|XP_039487107.1|DSAN	LOC6900892|XP_015043497.2|DPSE
OG0008410	LOC120454468|XP_039495722.1|DSAN	LOC4802371|XP_001359300.3|DPSE
OG0008411	LOC120453271|XP_039493832.1|DSAN	LOC4803311|XP_001360075.4|DPSE
OG0008412	LOC120456048|XP_039498559.1|DSAN	LOC4814258|XP_015042295.1|DPSE
OG0008413	LOC120448783|XP_039486906.1|DSAN	LOC4812943|XP_015043410.2|DPSE
OG0008414	LOC120456758|XP_039499688.1|DSAN	LOC4816040|XP_001355446.1|DPSE
OG0008415	LOC120456896|XP_039499932.1|DSAN	LOC4815023|XP_001354613.3|DPSE
OG0008416	LOC120455702|XP_039498044.1|DSAN	LOC6901723|XP_002134391.3|DPSE
OG0008417	LOC120455259|XP_039497194.1|DSAN	LOC4815908|XP_001355233.3|DPSE
OG0008418	LOC120455347|XP_039497374.1|DSAN	LOC4814788|XP_001354968.4|DPSE
OG0008419	LOC120455499|XP_039497691.1|DSAN	LOC4815681|XP_033238741.1|DPSE
OG0008420	LOC120456774|XP_039499706.1|DSAN	LOC6899149|XP_002136375.1|DPSE
OG0008421	LOC120455911|XP_039498353.1|DSAN	LOC4814643|XP_001355080.3|DPSE
OG0008422	LOC120456087|XP_039498614.1|DSAN	LOC6901546|XP_002134221.1|DPSE
OG0008423	LOC120446364|XP_039483230.1|DSAN	LOC4803729|XP_001360401.3|DPSE
OG0008424	LOC120455922|XP_039498378.1|DSAN	LOC4815431|XP_015041183.2|DPSE
OG0008425	LOC120452881|XP_039493266.1|DSAN	LOC4802555|XP_001359453.5|DPSE
OG0008426	LOC120444975|XP_039480930.1|DSAN	LOC4804649|XP_001361177.3|DPSE
OG0008427	LOC120457405|XP_039500935.1|DSAN	LOC6901311|XP_002134012.3|DPSE
OG0008428	LOC120456435|XP_039499202.1|DSAN	LOC4814226|XP_001354415.2|DPSE
OG0008429	LOC120454108|XP_039495070.1|DSAN, LOC120454107|XP_039495069.1|DSAN	LOC4802629|XP_001359513.1|DPSE
OG0008430	LOC120455058|XP_039496846.1|DSAN	LOC4815071|XP_001354670.1|DPSE
OG0008431	LOC120447980|XP_039485609.1|DSAN	LOC4811772|XP_001352341.3|DPSE
OG0008432	LOC120453362|XP_039493969.1|DSAN	LOC4800671|XP_001357903.3|DPSE
OG0008433	LOC120448356|XP_039486257.1|DSAN	LOC4812155|XP_001352901.2|DPSE
OG0008434	LOC120452940|XP_039493355.1|DSAN	LOC4800309|XP_001357598.2|DPSE
OG0008435	LOC120458574|XP_039502207.1|DSAN	LOC4817825|XP_001357399.2|DPSE
OG0008436	LOC120445661|XP_039482140.1|DSAN	LOC26533608|XP_015039370.2|DPSE
OG0008438	LOC120452316|XP_039492401.1|DSAN	LOC4803003|XP_001359808.3|DPSE
OG0008439	LOC120446590|XP_039483545.1|DSAN	LOC4804148|XP_001360754.4|DPSE
OG0008440	LOC120454535|XP_039495846.1|DSAN	LOC4802040|XP_015037561.2|DPSE
OG0008441	LOC120449005|XP_039487211.1|DSAN	LOC4813491|XP_001353380.1|DPSE, LOC6900464|XP_002134855.1|DPSE
OG0008442	LOC120446025|XP_039482714.1|DSAN	LOC4805745|XP_001362092.1|DPSE
OG0008443	LOC120448838|XP_039486973.1|DSAN	LOC4812791|XP_015042563.2|DPSE
OG0008444	LOC120450561|XP_039489604.1|DSAN	LOC4813536|XP_001353991.3|DPSE
OG0008445	LOC120456735|XP_039499658.1|DSAN	LOC6901547|XP_002134222.2|DPSE
OG0008446	LOC120455872|XP_039498281.1|DSAN	LOC6901200|XP_033238148.1|DPSE
OG0008447	LOC120456135|XP_039498697.1|DSAN	LOC4814943|XP_001354837.1|DPSE
OG0008448	LOC120457315|XP_039500747.1|DSAN	LOC4815803|XP_033239569.1|DPSE
OG0008449	LOC120455653|XP_039497977.1|DSAN	LOC4815175|XP_001354673.3|DPSE
OG0008450	LOC120457016|XP_039500106.1|DSAN	LOC4814260|XP_003736163.1|DPSE
OG0008451	LOC120451593|XP_039491347.1|DSAN	LOC4803084|XP_001359883.3|DPSE
OG0008452	LOC120458040|XP_039501483.1|DSAN	LOC4816982|XP_001356418.4|DPSE
OG0008453	LOC120445967|XP_039482616.1|DSAN	LOC6898743|XP_002138730.2|DPSE
OG0008454	LOC120455387|XP_039497448.1|DSAN	LOC4815523|XP_001355356.4|DPSE
OG0008455	LOC120450207|XP_039489008.1|DSAN	LOC4812654|XP_033238885.1|DPSE
OG0008456	LOC120454241|XP_039495281.1|DSAN	LOC4802834|XP_015038134.2|DPSE
OG0008457	LOC120451471|XP_039491094.1|DSAN	LOC4802536|XP_001359437.2|DPSE
OG0008458	LOC120445354|XP_039481633.1|DSAN	LOC4805627|XP_001361999.3|DPSE
OG0008459	LOC120456089|XP_039498616.1|DSAN	LOC4814596|XP_001354954.3|DPSE
OG0008460	LOC120443828|XP_039479112.1|DSAN	LOC4817948|XP_001357391.2|DPSE
OG0008461	LOC120446412|XP_039483296.1|DSAN	LOC4816938|XP_033235671.1|DPSE
OG0008462	LOC120454957|XP_039496674.1|DSAN	LOC6902937|XP_002132663.2|DPSE
OG0008463	LOC120454437|XP_039495670.1|DSAN	LOC26534323|XP_015035544.2|DPSE
OG0008464	LOC120447017|XP_039484270.1|DSAN	LOC4803555|XP_001360263.2|DPSE
OG0008465	LOC120444278|XP_039479728.1|DSAN	LOC26533072|XP_015039279.1|DPSE
OG0008466	LOC120444687|XP_039480488.1|DSAN	LOC6898865|XP_002138837.2|DPSE
OG0008467	LOC120446126|XP_039482885.1|DSAN	LOC26531972|XP_015039330.1|DPSE
OG0008468	LOC120458545|XP_039502160.1|DSAN	LOC4817109|XP_001356761.3|DPSE
OG0008469	LOC120457179|XP_039500408.1|DSAN	LOC15382899|XP_033234259.1|DPSE
OG0008470	LOC120444288|XP_039479738.1|DSAN	LOC6898966|XP_002138926.1|DPSE
OG0008472	LOC120446764|XP_039483834.1|DSAN	LOC4803928|XP_001360569.2|DPSE
OG0008473	LOC120455250|XP_039497181.1|DSAN	LOC4814879|XP_015041995.2|DPSE
OG0008474	LOC120453810|XP_039494622.1|DSAN	LOC4802547|XP_033232639.1|DPSE
OG0008475	LOC120453114|XP_039493588.1|DSAN	LOC4816713|XP_001356132.3|DPSE
OG0008476	LOC120454418|XP_039495624.1|DSAN	LOC6897917|XP_002138019.2|DPSE
OG0008477	LOC120445937|XP_039482535.1|DSAN	LOC4803335|XP_015039048.2|DPSE
OG0008478	LOC120453253|XP_039493803.1|DSAN	LOC26532036|XP_033232496.1|DPSE
OG0008479	LOC120445057|XP_039481113.1|DSAN	LOC4805541|XP_001361928.2|DPSE
OG0008480	LOC120447898|XP_039485474.1|DSAN	LOC4812859|XP_015042551.2|DPSE
OG0008481	LOC120456458|XP_039499239.1|DSAN	LOC4815687|XP_001355250.3|DPSE
OG0008482	LOC120448795|XP_039486919.1|DSAN	LOC6900699|XP_002135063.2|DPSE
OG0008483	LOC120454371|XP_039495541.1|DSAN	LOC4817321|XP_033237013.1|DPSE
OG0008484	LOC120450945|XP_039490152.1|DSAN	LOC4802412|XP_001359335.2|DPSE
OG0008485	LOC120458581|XP_039502213.1|DSAN	LOC4817875|XP_001357189.1|DPSE
OG0008486	LOC120454845|XP_039496274.1|DSAN	LOC6899206|XP_033237269.1|DPSE
OG0008487	LOC120454973|XP_039496689.1|DSAN	LOC6901256|XP_002133957.2|DPSE
OG0008488	LOC120453690|XP_039494444.1|DSAN	LOC4803308|XP_001360069.2|DPSE
OG0008489	LOC120451970|XP_039491930.1|DSAN	LOC13036349|XP_003736870.2|DPSE
OG0008490	LOC120454650|XP_039496086.1|DSAN	LOC4803214|XP_001359990.3|DPSE
OG0008491	LOC120453982|XP_039494871.1|DSAN	LOC4801019|XP_001358189.2|DPSE
OG0008492	LOC120446377|XP_039483242.1|DSAN, LOC120446791|XP_039483881.1|DSAN	LOC4817048|XP_001356885.4|DPSE
OG0008493	LOC120458049|XP_039501493.1|DSAN	LOC4816301|XP_001356214.3|DPSE
OG0008494	LOC120446641|XP_039483643.1|DSAN	LOC4803861|XP_001360511.1|DPSE
OG0008495	LOC120447128|XP_039484496.1|DSAN	LOC4803970|XP_001360607.3|DPSE
OG0008496	LOC120444277|XP_039479727.1|DSAN	LOC6898189|XP_002138258.1|DPSE
OG0008497	LOC120446424|XP_039483320.1|DSAN	LOC4804632|XP_001361164.3|DPSE
OG0008498	LOC120444597|XP_039480304.1|DSAN	LOC4803937|XP_015039445.2|DPSE
OG0008499	LOC120446663|XP_039483668.1|DSAN	LOC4804965|XP_001361441.3|DPSE
OG0008500	LOC120448428|XP_039486367.1|DSAN	LOC4805041|XP_033234480.1|DPSE
OG0008501	LOC120449038|XP_039487256.1|DSAN	LOC4813131|XP_001353788.2|DPSE
OG0008502	LOC120455115|XP_039496938.1|DSAN	LOC6902860|XP_002132596.2|DPSE, LOC4815141|XP_033240951.1|DPSE
OG0008503	LOC120455342|XP_039497366.1|DSAN	LOC4815694|XP_001355340.3|DPSE
OG0008504	LOC120450070|XP_039488791.1|DSAN	LOC6903452|XP_002132331.2|DPSE, LOC117184017|XP_033235834.1|DPSE, LOC117184157|XP_033236489.1|DPSE
OG0008505	LOC120448254|XP_039486101.1|DSAN	LOC6900872|XP_002135229.1|DPSE
OG0008506	LOC120448917|XP_039487074.1|DSAN	LOC4812870|XP_001353218.1|DPSE
OG0008507	LOC120449135|XP_039487383.1|DSAN, LOC120449136|XP_039487384.1|DSAN	LOC4813715|XP_001353969.3|DPSE
OG0008508	LOC120456076|XP_039498602.1|DSAN	LOC6901676|XP_033239022.1|DPSE
OG0008509	LOC120456051|XP_039498563.1|DSAN, LOC120452338|XP_039492436.1|DSAN, LOC120455613|XP_039497928.1|DSAN	LOC117184979|XP_033240213.1|DPSE
OG0008510	LOC120455267|XP_039497201.1|DSAN	LOC6901335|XP_002134036.2|DPSE
OG0008512	LOC120458473|XP_039502066.1|DSAN	LOC6902990|XP_033235737.1|DPSE
OG0008513	LOC120458602|XP_039502241.1|DSAN	LOC6901070|XP_002134549.2|DPSE, LOC6901035|XP_002134514.1|DPSE
OG0008514	LOC120446388|XP_039483258.1|DSAN, LOC120446387|XP_039483257.1|DSAN	LOC4817441|XP_001356524.2|DPSE
OG0008515	LOC120453897|XP_039494753.1|DSAN	LOC6900862|XP_002135219.2|DPSE, LOC6901592|XP_002134263.2|DPSE, LOC4816774|XP_001356003.3|DPSE
OG0008516	LOC120450249|XP_039489071.1|DSAN	LOC6900207|XP_002135539.1|DPSE, LOC6902496|XP_002133041.2|DPSE
OG0008518	LOC120448306|XP_039486184.1|DSAN	LOC6900274|XP_002135602.2|DPSE, LOC6898618|XP_002138623.3|DPSE
OG0008519	LOC120446701|XP_039483733.1|DSAN	LOC4805463|XP_001361858.4|DPSE
OG0008520	LOC120454331|XP_039495473.1|DSAN	LOC4803256|XP_033232816.1|DPSE
OG0008523	LOC120453539|XP_039494227.1|DSAN	LOC4816370|XP_001356191.3|DPSE
OG0008524	LOC120456195|XP_039498808.1|DSAN, LOC120456198|XP_039498812.1|DSAN	LOC6901968|XP_002133502.3|DPSE
OG0008525	LOC120458006|XP_039501436.1|DSAN, LOC120458007|XP_039501437.1|DSAN	LOC4816769|XP_001356070.2|DPSE
OG0008527	LOC120457032|XP_039500129.1|DSAN	LOC6901015|XP_033238373.1|DPSE
OG0008529	LOC120457355|XP_039500805.1|DSAN	LOC4816090|XP_001355432.3|DPSE
OG0008530	LOC120456640|XP_039499496.1|DSAN	LOC4814216|XP_001354325.3|DPSE
OG0008531	LOC120455032|XP_039496798.1|DSAN	LOC4815226|XP_001355181.1|DPSE
OG0008532	LOC120456745|XP_039499669.1|DSAN	LOC4815954|XP_001355596.4|DPSE
OG0008534	LOC120456075|XP_039498598.1|DSAN	LOC4814315|XP_033237993.1|DPSE
OG0008535	LOC120455622|XP_039497938.1|DSAN	LOC4814574|XP_001354920.4|DPSE
OG0008536	LOC120455510|XP_039497710.1|DSAN	LOC6902185|XP_033239099.1|DPSE
OG0008537	LOC120451192|XP_039490574.1|DSAN	LOC4801394|XP_033235079.1|DPSE
OG0008538	LOC120455278|XP_039497235.1|DSAN	LOC4814871|XP_001354975.3|DPSE
OG0008540	LOC120453557|XP_039494244.1|DSAN	LOC4800454|XP_001357727.4|DPSE
OG0008541	LOC120443897|XP_039479262.1|DSAN	LOC4804346|XP_033233450.1|DPSE
OG0008542	LOC120449686|XP_039488236.1|DSAN	LOC6900513|XP_002134902.2|DPSE
OG0008544	LOC120443775|XP_039479029.1|DSAN	LOC15382889|XP_004444224.2|DPSE
OG0008545	LOC120444670|XP_039480452.1|DSAN	LOC117183506|XP_033233281.1|DPSE
OG0008546	LOC120450115|XP_039488871.1|DSAN	LOC4813595|XP_001354032.3|DPSE
OG0008547	LOC120457412|XP_039500944.1|DSAN	LOC4815994|XP_001355387.2|DPSE
OG0008549	LOC120454406|XP_039495601.1|DSAN	LOC4800427|XP_001357705.2|DPSE
OG0008550	LOC120455379|XP_039497439.1|DSAN	LOC6902218|XP_033238129.1|DPSE
OG0008551	LOC120448762|XP_039486882.1|DSAN	LOC4813594|XP_033239830.1|DPSE
OG0008552	LOC120449201|XP_039487499.1|DSAN	LOC4812722|XP_001353101.1|DPSE
OG0008553	LOC120458718|XP_039502401.1|DSAN	LOC117184360|XP_033237288.1|DPSE
OG0008554	LOC120455287|XP_039497259.1|DSAN	LOC4815921|XP_001355444.3|DPSE
OG0008555	LOC120456582|XP_039499423.1|DSAN	LOC4815611|XP_001355423.4|DPSE
OG0008557	LOC120452992|XP_039493428.1|DSAN	LOC4800286|XP_001357619.2|DPSE
OG0008558	LOC120443917|XP_039479291.1|DSAN	LOC4816859|XP_033235785.1|DPSE
OG0008560	LOC120447173|XP_039484567.1|DSAN	LOC4816267|XP_015036984.1|DPSE
OG0008561	LOC120445392|XP_039481733.1|DSAN	LOC4816866|XP_001356866.3|DPSE, LOC6903085|XP_002132803.3|DPSE
OG0008562	LOC120452140|XP_039492201.1|DSAN	LOC4816231|XP_001355852.3|DPSE
OG0008563	LOC120451065|XP_039490358.1|DSAN	LOC4800587|XP_001357834.2|DPSE
OG0008564	LOC120450814|XP_039489928.1|DSAN	LOC4815825|XP_033235509.1|DPSE
OG0008565	LOC120450353|XP_039489263.1|DSAN	LOC4811762|XP_001352332.2|DPSE
OG0008566	LOC120458053|XP_039501497.1|DSAN	LOC6902705|XP_002133219.2|DPSE
OG0008567	LOC120444792|XP_039480674.1|DSAN	LOC6903118|XP_002132828.2|DPSE
OG0008569	LOC120455662|XP_039497989.1|DSAN	LOC4814876|XP_001354744.3|DPSE
OG0008570	LOC120455904|XP_039498340.1|DSAN	LOC26533195|XP_015040914.2|DPSE
OG0008571	LOC120449199|XP_039487496.1|DSAN	LOC4812720|XP_001353099.3|DPSE
OG0008572	LOC120453518|XP_039494200.1|DSAN	LOC4802507|XP_001359416.2|DPSE
OG0008573	LOC120455481|XP_039497649.1|DSAN	LOC4815582|XP_001355242.4|DPSE
OG0008575	LOC120450819|XP_039489929.1|DSAN	LOC6896968|XP_015038896.2|DPSE
OG0008576	LOC120455135|XP_039496968.1|DSAN	LOC6901174|XP_033240301.1|DPSE
OG0008577	LOC120448989|XP_039487190.1|DSAN	LOC4812865|XP_001353390.2|DPSE
OG0008578	LOC120453162|XP_039493656.1|DSAN	LOC6897519|XP_002137668.3|DPSE
OG0008579	LOC120448240|XP_039486078.1|DSAN	LOC4814027|XP_001354146.2|DPSE
OG0008581	LOC120450055|XP_039488746.1|DSAN	LOC4812466|XP_001352955.4|DPSE
OG0008582	LOC120457411|XP_039500943.1|DSAN	LOC4816091|XP_001355392.2|DPSE
OG0008583	LOC120455199|XP_039497082.1|DSAN	LOC6901860|XP_002133398.1|DPSE
OG0008584	LOC120455390|XP_039497454.1|DSAN	LOC4816098|XP_001355357.3|DPSE
OG0008585	LOC120454950|XP_039496653.1|DSAN	LOC4814473|XP_001354915.1|DPSE
OG0008586	LOC120454949|XP_039496652.1|DSAN	LOC4815318|XP_001354914.1|DPSE
OG0008587	LOC120451519|XP_039491218.1|DSAN	LOC4803272|XP_015038405.1|DPSE
OG0008588	LOC120453249|XP_039493795.1|DSAN	LOC4803245|XP_001360018.1|DPSE
OG0008589	LOC120457142|XP_039500344.1|DSAN	LOC4815401|XP_001355383.3|DPSE
OG0008590	LOC120451438|XP_039491046.1|DSAN	LOC117183286|XP_033232572.1|DPSE
OG0008592	LOC120445965|XP_039482603.1|DSAN	LOC6898824|XP_002138797.2|DPSE
OG0008593	LOC120450064|XP_039488770.1|DSAN	LOC4813848|XP_001353707.2|DPSE
OG0008594	LOC120453290|XP_039493853.1|DSAN	LOC4800263|XP_001357538.2|DPSE
OG0008595	LOC120446127|XP_039482886.1|DSAN	LOC4805662|XP_001362024.3|DPSE
OG0008596	LOC120446623|XP_039483617.1|DSAN	LOC4805666|XP_001362027.2|DPSE
OG0008597	LOC120451847|XP_039491764.1|DSAN	LOC4802164|XP_001359137.1|DPSE
OG0008598	LOC120456632|XP_039499489.1|DSAN	LOC6902210|XP_033239514.1|DPSE
OG0008599	LOC120455631|XP_039497952.1|DSAN	LOC4815990|XP_001355259.3|DPSE
OG0008600	LOC120452867|XP_039493245.1|DSAN	LOC4802245|XP_015037694.2|DPSE
OG0008601	LOC120458481|XP_039502076.1|DSAN	LOC4817729|XP_001357139.1|DPSE
OG0008602	LOC120453388|XP_039494007.1|DSAN	LOC4800449|XP_001357724.3|DPSE
OG0008603	LOC120453189|XP_039493689.1|DSAN	LOC4801387|XP_001358488.1|DPSE
OG0008604	LOC120447015|XP_039484267.1|DSAN	LOC4803558|XP_001360265.1|DPSE
OG0008605	LOC120446985|XP_039484216.1|DSAN	LOC4816388|XP_015036835.2|DPSE
OG0008606	LOC120450071|XP_039488794.1|DSAN	LOC4817696|XP_001357078.2|DPSE
OG0008607	LOC120453643|XP_039494371.1|DSAN	LOC4802058|XP_001359051.3|DPSE
OG0008608	LOC120456133|XP_039498695.1|DSAN	LOC4814559|XP_001355175.3|DPSE
OG0008609	LOC120452221|XP_039492282.1|DSAN	LOC4803153|XP_001359943.2|DPSE
OG0008610	LOC120446542|XP_039483491.1|DSAN	LOC6898895|XP_002138865.1|DPSE
OG0008612	LOC120458462|XP_039502046.1|DSAN	LOC4805301|XP_001361723.3|DPSE
OG0008613	LOC120454008|XP_039494930.1|DSAN	LOC6896940|XP_002137125.1|DPSE
OG0008614	LOC120457282|XP_039500657.1|DSAN	LOC6896876|XP_002137066.2|DPSE, LOC6901627|XP_002134297.2|DPSE, LOC6901625|XP_033237607.1|DPSE
OG0008615	LOC120452490|XP_039492673.1|DSAN	LOC4802935|XP_001359750.3|DPSE
OG0008616	LOC120452292|XP_039492362.1|DSAN	LOC4800710|XP_033232699.1|DPSE
OG0008617	LOC120452376|XP_039492501.1|DSAN	LOC6896804|XP_002137008.2|DPSE
OG0008619	LOC120458419|XP_039501990.1|DSAN	LOC4816815|XP_001356508.2|DPSE
OG0008620	LOC120457390|XP_039500888.1|DSAN	LOC4804338|XP_001360913.3|DPSE
OG0008621	LOC120451370|XP_039490954.1|DSAN	LOC4801499|XP_001358578.2|DPSE, LOC117184220|XP_033236687.1|DPSE
OG0008622	LOC120445600|XP_039482033.1|DSAN	LOC4804184|XP_001360787.3|DPSE
OG0008623	LOC120446682|XP_039483695.1|DSAN	LOC4805171|XP_001361618.2|DPSE
OG0008624	LOC120446728|XP_039483775.1|DSAN	LOC6898888|XP_002138859.3|DPSE
OG0008625	LOC120446357|XP_039483226.1|DSAN	LOC4804720|XP_001361238.4|DPSE
OG0008626	LOC120449678|XP_039488222.1|DSAN	LOC4811797|XP_015044250.2|DPSE
OG0008627	LOC120449677|XP_039488214.1|DSAN	LOC6903558|XP_002132431.2|DPSE, LOC4812428|XP_015043842.2|DPSE
OG0008629	LOC120444783|XP_039480656.1|DSAN	LOC6903396|XP_015035332.2|DPSE, LOC26533926|XP_033236078.1|DPSE
OG0008630	LOC120454851|XP_039496299.1|DSAN	LOC4811809|XP_033237200.1|DPSE
OG0008631	LOC120453681|XP_039494430.1|DSAN	LOC26533957|XP_015041755.2|DPSE, LOC4800979|XP_001358160.4|DPSE
OG0008632	LOC120454346|XP_039495492.1|DSAN	LOC13036323|XP_033239556.1|DPSE
OG0008633	LOC120446684|XP_039483697.1|DSAN	LOC6898738|XP_033234930.1|DPSE
OG0008634	LOC120446010|XP_039482695.1|DSAN	LOC13036511|XP_033235446.1|DPSE
OG0008635	LOC120443907|XP_039479272.1|DSAN	LOC4804342|XP_001360917.4|DPSE
OG0008636	LOC120453088|XP_039493549.1|DSAN	LOC4802610|XP_001359499.4|DPSE
OG0008637	LOC120449957|XP_039488592.1|DSAN	LOC6900291|XP_002135613.2|DPSE
OG0008638	LOC120453096|XP_039493564.1|DSAN	LOC6897099|XP_002137283.2|DPSE
OG0008639	LOC120454291|XP_039495414.1|DSAN	LOC4801249|XP_001358372.2|DPSE
OG0008640	LOC120451826|XP_039491734.1|DSAN	LOC4801832|XP_001358865.4|DPSE
OG0008641	LOC120453213|XP_039493738.1|DSAN	LOC6901384|XP_033239264.1|DPSE, LOC6901383|XP_033240334.1|DPSE
OG0008642	LOC120453468|XP_039494130.1|DSAN	LOC4800756|XP_001357972.2|DPSE
OG0008643	LOC120454347|XP_039495493.1|DSAN	LOC4801847|XP_001358879.2|DPSE
OG0008644	LOC120452936|XP_039493351.1|DSAN	LOC4800268|XP_001357602.1|DPSE
OG0008645	LOC120446409|XP_039483286.1|DSAN	LOC4817498|XP_001356917.2|DPSE
OG0008646	LOC120446781|XP_039483861.1|DSAN	LOC4816985|XP_001356571.3|DPSE
OG0008647	LOC120458344|XP_039501895.1|DSAN	LOC4817375|XP_001356684.3|DPSE
OG0008648	LOC120446408|XP_039483285.1|DSAN	LOC4817499|XP_001356918.2|DPSE
OG0008649	LOC120446475|XP_039483412.1|DSAN	LOC117183774|XP_033234926.1|DPSE
OG0008650	LOC120454087|XP_039495031.1|DSAN	LOC4803320|XP_001360083.3|DPSE
OG0008651	LOC120446036|XP_039482734.1|DSAN	LOC4803882|XP_001360530.1|DPSE
OG0008652	LOC120444393|XP_039479949.1|DSAN	LOC6898656|XP_002138661.2|DPSE
OG0008653	LOC120445566|XP_039481983.1|DSAN	LOC4804160|XP_001360765.2|DPSE
OG0008654	LOC120446094|XP_039482822.1|DSAN	LOC4803513|XP_001360226.2|DPSE
OG0008655	LOC120458374|XP_039501928.1|DSAN	LOC4803606|XP_001360300.3|DPSE
OG0008656	LOC120455610|XP_039497924.1|DSAN	LOC4815495|XP_001355709.2|DPSE
OG0008657	LOC120455819|XP_039498218.1|DSAN	LOC4816072|XP_001355521.3|DPSE
OG0008658	LOC120455206|XP_039497096.1|DSAN	LOC4815808|XP_001355573.4|DPSE
OG0008659	LOC120449660|XP_039488191.1|DSAN	LOC4811981|XP_001352778.4|DPSE
OG0008661	LOC120449815|XP_039488396.1|DSAN	LOC4811868|XP_033238269.1|DPSE
OG0008662	LOC120448790|XP_039486914.1|DSAN	LOC4813770|XP_033237475.1|DPSE
OG0008663	LOC120449150|XP_039487419.1|DSAN	LOC4811914|XP_001352968.3|DPSE
OG0008664	LOC120447447|XP_039484740.1|DSAN	LOC4812198|XP_001352445.4|DPSE
OG0008665	LOC120444311|XP_039479830.1|DSAN	LOC4816590|XP_015036790.2|DPSE, LOC6902686|XP_033236485.1|DPSE
OG0008666	LOC120448839|XP_039486975.1|DSAN	LOC4812752|XP_001353512.2|DPSE
OG0008667	LOC120447735|XP_039485213.1|DSAN	LOC6900418|XP_033238181.1|DPSE
OG0008668	LOC120449928|XP_039488555.1|DSAN	LOC6897767|XP_002137872.2|DPSE, LOC6897489|XP_002137638.2|DPSE, LOC6896925|XP_002137110.2|DPSE
OG0008669	LOC120458898|XP_039502675.1|DSAN	LOC4816683|XP_001356174.4|DPSE
OG0008670	LOC120451578|XP_039491322.1|DSAN	LOC4801618|XP_001358680.2|DPSE
OG0008671	LOC120454996|XP_039496739.1|DSAN	LOC6903054|XP_002132778.2|DPSE, LOC6903370|XP_002132252.1|DPSE
OG0008672	LOC120445238|XP_039481438.1|DSAN	LOC6902873|XP_002132607.1|DPSE
OG0008673	LOC120458247|XP_039501769.1|DSAN	LOC26533557|XP_015036029.1|DPSE, LOC26533500|XP_015036028.2|DPSE
OG0008675	LOC120448161|XP_039485933.1|DSAN, LOC120448159|XP_039485930.1|DSAN	LOC6900359|XP_002134754.2|DPSE
OG0008677	LOC120452880|XP_039493265.1|DSAN	LOC4800931|XP_001358118.1|DPSE
OG0008679	LOC120456816|XP_039499798.1|DSAN	LOC4814292|XP_033239750.1|DPSE
OG0008680	LOC120455330|XP_039497342.1|DSAN	LOC4814503|XP_001355028.2|DPSE
OG0008681	LOC120455937|XP_039498399.1|DSAN	LOC4814426|XP_001354374.1|DPSE
OG0008682	LOC120457012|XP_039500102.1|DSAN	LOC6901040|XP_033238632.1|DPSE
OG0008683	LOC120457069|XP_039500182.1|DSAN	LOC4814815|XP_001354739.2|DPSE
OG0008684	LOC120457063|XP_039500174.1|DSAN	LOC4814864|XP_015041697.2|DPSE
