Orthogroup	DSAN.longest_only	CPIP.longest_only
OG0006822	LOC120444895|XP_039480816.1|DSAN	LOC120423769|XP_039443617.1|CPIP
OG0006823	LOC120449923|XP_039488550.1|DSAN	LOC120430340|XP_039451376.1|CPIP
OG0006824	LOC120449751|XP_039488319.1|DSAN	LOC120418548|XP_039436914.1|CPIP
OG0006825	LOC120448998|XP_039487200.1|DSAN	LOC120424492|XP_039444573.1|CPIP
OG0006826	LOC120449505|XP_039487940.1|DSAN	LOC120424489|XP_039444566.1|CPIP
OG0006827	LOC120452741|XP_039493051.1|DSAN	LOC120430135|XP_039451156.1|CPIP, LOC120430100|XP_039451121.1|CPIP
OG0006828	LOC120458874|XP_039502645.1|DSAN	LOC120424645|XP_039444748.1|CPIP
OG0006829	LOC120449159|XP_039487433.1|DSAN	LOC120416501|XP_039434151.1|CPIP
OG0006830	LOC120450469|XP_039489442.1|DSAN	LOC120416498|XP_039434149.1|CPIP
OG0006831	LOC120449528|XP_039487979.1|DSAN	LOC120415788|XP_039433351.1|CPIP
OG0006832	LOC120449093|XP_039487334.1|DSAN	LOC120415819|XP_039433377.1|CPIP
OG0006833	LOC120450573|XP_039489623.1|DSAN	LOC120415813|XP_039433373.1|CPIP
OG0006834	LOC120453893|XP_039494744.1|DSAN	LOC120418662|XP_039437043.1|CPIP
OG0006835	LOC120448369|XP_039486272.1|DSAN	LOC120418651|XP_039437028.1|CPIP
OG0006836	LOC120450007|XP_039488655.1|DSAN	LOC120418649|XP_039437027.1|CPIP
OG0006837	LOC120448779|XP_039486902.1|DSAN	LOC120418660|XP_039437041.1|CPIP
OG0006838	LOC120449293|XP_039487616.1|DSAN	LOC120418667|XP_039437052.1|CPIP
OG0006839	LOC120449070|XP_039487302.1|DSAN	LOC120418669|XP_039437053.1|CPIP
OG0006840	LOC120448793|XP_039486921.1|DSAN	LOC120418998|XP_039437500.1|CPIP
OG0006841	LOC120448210|XP_039486022.1|DSAN	LOC120427126|XP_039447912.1|CPIP
OG0006842	LOC120449425|XP_039487820.1|DSAN	LOC120419526|XP_039438172.1|CPIP
OG0006843	LOC120456388|XP_039499149.1|DSAN	LOC120419533|XP_039438178.1|CPIP
OG0006844	LOC120453308|XP_039493898.1|DSAN	LOC120419532|XP_039438177.1|CPIP
OG0006845	LOC120450347|XP_039489256.1|DSAN	LOC120429823|XP_039450814.1|CPIP
OG0006846	LOC120449571|XP_039488059.1|DSAN	LOC120429825|XP_039450819.1|CPIP
OG0006847	LOC120448679|XP_039486752.1|DSAN	LOC120424327|XP_039444357.1|CPIP
OG0006848	LOC120445357|XP_039481636.1|DSAN	LOC120421383|XP_039440513.1|CPIP
OG0006849	LOC120448218|XP_039486042.1|DSAN	LOC120421934|XP_039441174.1|CPIP
OG0006850	LOC120448764|XP_039486884.1|DSAN	LOC120421929|XP_039441162.1|CPIP
OG0006851	LOC120449120|XP_039487364.1|DSAN	LOC120421936|XP_039441176.1|CPIP
OG0006852	LOC120443707|XP_039478880.1|DSAN	LOC120431055|XP_039452143.1|CPIP
OG0006853	LOC120449128|XP_039487375.1|DSAN	LOC120418795|XP_039437211.1|CPIP
OG0006854	LOC120455293|XP_039497310.1|DSAN	LOC120418817|XP_039437262.1|CPIP
OG0006855	LOC120448985|XP_039487185.1|DSAN	LOC120418810|XP_039437254.1|CPIP
OG0006856	LOC120447020|XP_039484273.1|DSAN	LOC120418851|XP_039437308.1|CPIP
OG0006858	LOC120447929|XP_039485521.1|DSAN	LOC120429738|XP_039450726.1|CPIP
OG0006863	LOC120455238|XP_039497149.1|DSAN	LOC120418850|XP_039437307.1|CPIP
OG0006867	LOC120447220|XP_039484673.1|DSAN	LOC120413433|XP_039430178.1|CPIP
OG0006870	LOC120445804|XP_039482351.1|DSAN	LOC120424212|XP_039444200.1|CPIP
OG0006871	LOC120443931|XP_039479311.1|DSAN	LOC120424227|XP_039444218.1|CPIP
OG0006872	LOC120458151|XP_039501631.1|DSAN	LOC120426883|XP_039447654.1|CPIP
OG0006881	LOC120456806|XP_039499781.1|DSAN	LOC120430177|XP_039451192.1|CPIP, LOC120425444|XP_039445911.1|CPIP
OG0006882	LOC120444641|XP_039480399.1|DSAN	LOC120414674|XP_039431893.1|CPIP
OG0006883	LOC120445817|XP_039482364.1|DSAN	LOC120426348|XP_039447044.1|CPIP, LOC120426550|XP_039447252.1|CPIP
OG0006884	LOC120455792|XP_039498187.1|DSAN	LOC120431072|XP_039452160.1|CPIP, LOC120430915|XP_039451968.1|CPIP
OG0006885	LOC120449192|XP_039487484.1|DSAN	LOC120428156|XP_039449074.1|CPIP
OG0006886	LOC120451199|XP_039490584.1|DSAN	LOC120425087|XP_039445413.1|CPIP
OG0006887	LOC120456379|XP_039499134.1|DSAN	LOC120431276|XP_039452342.1|CPIP
OG0006888	LOC120446476|XP_039483416.1|DSAN	LOC120431279|XP_039452350.1|CPIP
OG0006889	LOC120446281|XP_039483101.1|DSAN	LOC120431286|XP_039452360.1|CPIP
OG0006890	LOC120458197|XP_039501704.1|DSAN	LOC120427689|XP_039448511.1|CPIP
OG0006891	LOC120458293|XP_039501826.1|DSAN	LOC120427690|XP_039448513.1|CPIP
OG0006892	LOC120458135|XP_039501612.1|DSAN	LOC120427692|XP_039448523.1|CPIP
OG0006893	LOC120458303|XP_039501837.1|DSAN	LOC120427686|XP_039448509.1|CPIP
OG0006894	LOC120458301|XP_039501834.1|DSAN	LOC120427695|XP_039448525.1|CPIP
OG0006895	LOC120455040|XP_039496822.1|DSAN	LOC120428089|XP_039449008.1|CPIP
OG0006896	LOC120458678|XP_039502349.1|DSAN	LOC120428088|XP_039449007.1|CPIP
OG0006897	LOC120446067|XP_039482780.1|DSAN	LOC120425849|XP_039446402.1|CPIP
OG0006898	LOC120444695|XP_039480495.1|DSAN	LOC120415482|XP_039432982.1|CPIP
OG0006899	LOC120456029|XP_039498535.1|DSAN	LOC120419195|XP_039437801.1|CPIP
OG0006900	LOC120457364|XP_039500829.1|DSAN	LOC120422802|XP_039442277.1|CPIP
OG0006901	LOC120457752|XP_039501188.1|DSAN	LOC120415677|XP_039433198.1|CPIP
OG0006902	LOC120456545|XP_039499358.1|DSAN	LOC120424565|XP_039444668.1|CPIP
OG0006903	LOC120451388|XP_039490985.1|DSAN	LOC120423658|XP_039443474.1|CPIP
OG0006904	LOC120454991|XP_039496725.1|DSAN	LOC120418286|XP_039436547.1|CPIP
OG0006905	LOC120445122|XP_039481203.1|DSAN	LOC120418320|XP_039436583.1|CPIP
OG0006906	LOC120446107|XP_039482835.1|DSAN	LOC120418289|XP_039436550.1|CPIP
OG0006907	LOC120457750|XP_039501183.1|DSAN	LOC120422970|XP_039442491.1|CPIP
OG0006908	LOC120457485|XP_039500974.1|DSAN	LOC120422983|XP_039442527.1|CPIP
OG0006909	LOC120456226|XP_039498849.1|DSAN	LOC120422988|XP_039442532.1|CPIP
OG0006910	LOC120443875|XP_039479193.1|DSAN	LOC120422992|XP_039442537.1|CPIP
OG0006911	LOC120456492|XP_039499291.1|DSAN	LOC120421108|XP_039440197.1|CPIP
OG0006912	LOC120445229|XP_039481421.1|DSAN	LOC120413589|XP_039430424.1|CPIP
OG0006913	LOC120458365|XP_039501914.1|DSAN	LOC120413621|XP_039430462.1|CPIP
OG0006914	LOC120447731|XP_039485209.1|DSAN	LOC120413607|XP_039430445.1|CPIP
OG0006915	LOC120443797|XP_039479061.1|DSAN	LOC120413605|XP_039430443.1|CPIP
OG0006916	LOC120444025|XP_039479460.1|DSAN	LOC120413590|XP_039430432.1|CPIP
OG0006917	LOC120444060|XP_039479500.1|DSAN	LOC120413616|XP_039430455.1|CPIP
OG0006918	LOC120458438|XP_039502015.1|DSAN	LOC120413618|XP_039430459.1|CPIP
OG0006919	LOC120445173|XP_039481305.1|DSAN	LOC120420427|XP_039439384.1|CPIP
OG0006920	LOC120458240|XP_039501762.1|DSAN	LOC120422371|XP_039441716.1|CPIP
OG0006921	LOC120443812|XP_039479086.1|DSAN	LOC120414069|XP_039431024.1|CPIP
OG0006922	LOC120444951|XP_039480894.1|DSAN	LOC120414076|XP_039431031.1|CPIP
OG0006923	LOC120445126|XP_039481212.1|DSAN	LOC120414101|XP_039431058.1|CPIP
OG0006924	LOC120458185|XP_039501687.1|DSAN	LOC120414107|XP_039431065.1|CPIP
OG0006925	LOC120453564|XP_039494251.1|DSAN	LOC120414109|XP_039431068.1|CPIP
OG0006926	LOC120452526|XP_039492726.1|DSAN	LOC120420590|XP_039439600.1|CPIP
OG0006927	LOC120457294|XP_039500704.1|DSAN	LOC120420624|XP_039439631.1|CPIP
OG0006928	LOC120450340|XP_039489250.1|DSAN	LOC120420619|XP_039439626.1|CPIP
OG0006929	LOC120448136|XP_039485892.1|DSAN	LOC120420131|XP_039439015.1|CPIP
OG0006930	LOC120456461|XP_039499244.1|DSAN	LOC120420144|XP_039439037.1|CPIP
OG0006931	LOC120454007|XP_039494933.1|DSAN	LOC120422727|XP_039442193.1|CPIP
OG0006932	LOC120444519|XP_039480194.1|DSAN	LOC120422492|XP_039441885.1|CPIP
OG0006933	LOC120450807|XP_039489915.1|DSAN	LOC120423268|XP_039442941.1|CPIP
OG0006934	LOC120450941|XP_039490143.1|DSAN	LOC120416083|XP_039433700.1|CPIP
OG0006935	LOC120456066|XP_039498592.1|DSAN	LOC120417360|XP_039435305.1|CPIP
OG0006936	LOC120451368|XP_039490953.1|DSAN	LOC120417363|XP_039435308.1|CPIP
OG0006937	LOC120444139|XP_039479639.1|DSAN	LOC120417352|XP_039435288.1|CPIP
OG0006938	LOC120458897|XP_039502674.1|DSAN	LOC120417348|XP_039435284.1|CPIP
OG0006939	LOC120457104|XP_039500243.1|DSAN	LOC120417350|XP_039435286.1|CPIP
OG0006940	LOC120455999|XP_039498493.1|DSAN	LOC120413135|XP_039429773.1|CPIP
OG0006941	LOC120445406|XP_039481758.1|DSAN	LOC120424966|XP_039445256.1|CPIP
OG0006942	LOC120445025|XP_039481032.1|DSAN	LOC120416296|XP_039433947.1|CPIP
OG0006943	LOC120447090|XP_039484427.1|DSAN	LOC120413149|XP_039429788.1|CPIP
OG0006944	LOC120443808|XP_039479083.1|DSAN	LOC120413089|XP_039429729.1|CPIP
OG0006945	LOC120445186|XP_039481334.1|DSAN	LOC120413103|XP_039429743.1|CPIP
OG0006946	LOC120451076|XP_039490370.1|DSAN	LOC120413118|XP_039429761.1|CPIP
OG0006947	LOC120456329|XP_039499034.1|DSAN	LOC120424101|XP_039444048.1|CPIP
OG0006948	LOC120444993|XP_039480962.1|DSAN	LOC120428540|XP_039449506.1|CPIP
OG0006949	LOC120458780|XP_039502494.1|DSAN	LOC120418950|XP_039437422.1|CPIP
OG0006950	LOC120458839|XP_039502598.1|DSAN	LOC120428613|XP_039449594.1|CPIP
OG0006951	LOC120454036|XP_039495003.1|DSAN	LOC120427877|XP_039448747.1|CPIP
OG0006952	LOC120452147|XP_039492171.1|DSAN	LOC120428397|XP_039449347.1|CPIP
OG0006953	LOC120448426|XP_039486362.1|DSAN	LOC120425907|XP_039446460.1|CPIP
OG0006954	LOC120451574|XP_039491359.1|DSAN	LOC120425903|XP_039446457.1|CPIP
OG0006955	LOC120454610|XP_039496006.1|DSAN	LOC120425916|XP_039446470.1|CPIP
OG0006956	LOC120444111|XP_039479575.1|DSAN	LOC120416322|XP_039433978.1|CPIP
OG0006957	LOC120458031|XP_039501473.1|DSAN	LOC120416331|XP_039433995.1|CPIP
OG0006958	LOC120446093|XP_039482820.1|DSAN	LOC120416316|XP_039433973.1|CPIP
OG0006959	LOC120449181|XP_039487460.1|DSAN	LOC120416310|XP_039433965.1|CPIP
OG0006960	LOC120443786|XP_039479049.1|DSAN	LOC120414771|XP_039432019.1|CPIP
OG0006961	LOC120446146|XP_039482907.1|DSAN	LOC120414744|XP_039431990.1|CPIP
OG0006962	LOC120452761|XP_039493083.1|DSAN	LOC120420890|XP_039439945.1|CPIP
OG0006963	LOC120443918|XP_039479293.1|DSAN	LOC120418405|XP_039436715.1|CPIP
OG0006964	LOC120458725|XP_039502409.1|DSAN	LOC120418423|XP_039436735.1|CPIP
OG0006965	LOC120444696|XP_039480496.1|DSAN	LOC120421721|XP_039440904.1|CPIP
OG0006966	LOC120444391|XP_039479947.1|DSAN	LOC120421720|XP_039440902.1|CPIP
OG0006967	LOC120447160|XP_039484545.1|DSAN	LOC120421717|XP_039440898.1|CPIP
OG0006968	LOC120447213|XP_039484660.1|DSAN	LOC120420821|XP_039439875.1|CPIP
OG0006969	LOC120448396|XP_039486320.1|DSAN	LOC120420808|XP_039439864.1|CPIP
OG0006970	LOC120452418|XP_039492571.1|DSAN	LOC120419382|XP_039437987.1|CPIP
OG0006971	LOC120458232|XP_039501751.1|DSAN	LOC120420145|XP_039439041.1|CPIP
OG0006972	LOC120458201|XP_039501746.1|DSAN	LOC120419902|XP_039438706.1|CPIP
OG0006973	LOC120458761|XP_039502469.1|DSAN	LOC120420278|XP_039439214.1|CPIP
OG0006974	LOC120448810|XP_039486942.1|DSAN	LOC120420510|XP_039439501.1|CPIP
OG0006975	LOC120453337|XP_039493940.1|DSAN	LOC120419756|XP_039438518.1|CPIP
OG0006976	LOC120458302|XP_039501840.1|DSAN	LOC120418791|XP_039437207.1|CPIP
OG0006977	LOC120445904|XP_039482490.1|DSAN	LOC120431287|XP_039452361.1|CPIP
OG0006978	LOC120445223|XP_039481412.1|DSAN	LOC120420603|XP_039439615.1|CPIP
OG0006979	LOC120454115|XP_039495085.1|DSAN	LOC120421951|XP_039441195.1|CPIP
OG0006980	LOC120446597|XP_039483565.1|DSAN	LOC120428323|XP_039449254.1|CPIP
OG0006981	LOC120443856|XP_039479152.1|DSAN	LOC120428319|XP_039449249.1|CPIP
OG0006983	LOC120451642|XP_039491441.1|DSAN	LOC120422514|XP_039441904.1|CPIP
OG0006984	LOC120447066|XP_039484390.1|DSAN	LOC120415468|XP_039432961.1|CPIP
OG0006985	LOC120443967|XP_039479371.1|DSAN	LOC120415477|XP_039432974.1|CPIP
OG0006986	LOC120458076|XP_039501523.1|DSAN	LOC120415478|XP_039432975.1|CPIP
OG0006988	LOC120445565|XP_039481982.1|DSAN	LOC120416266|XP_039433904.1|CPIP
OG0006989	LOC120444050|XP_039479492.1|DSAN	LOC120425340|XP_039445766.1|CPIP
OG0006990	LOC120457746|XP_039501179.1|DSAN	LOC120425339|XP_039445765.1|CPIP
OG0006991	LOC120452365|XP_039492488.1|DSAN	LOC120425338|XP_039445764.1|CPIP
OG0006992	LOC120454875|XP_039496380.1|DSAN	LOC120421104|XP_039440187.1|CPIP
OG0006993	LOC120444615|XP_039480333.1|DSAN	LOC120415458|XP_039432935.1|CPIP
OG0006994	LOC120458064|XP_039501513.1|DSAN	LOC120419175|XP_039437762.1|CPIP
OG0006995	LOC120455642|XP_039497969.1|DSAN	LOC120415974|XP_039433559.1|CPIP
OG0006996	LOC120455661|XP_039497992.1|DSAN	LOC120416017|XP_039433608.1|CPIP
OG0006997	LOC120458474|XP_039502065.1|DSAN	LOC120422511|XP_039441903.1|CPIP
OG0006998	LOC120451722|XP_039491558.1|DSAN	LOC120416110|XP_039433727.1|CPIP
OG0006999	LOC120453281|XP_039493881.1|DSAN	LOC120416281|XP_039433929.1|CPIP
OG0007000	LOC120453888|XP_039494741.1|DSAN	LOC120428679|XP_039449668.1|CPIP
OG0007001	LOC120446664|XP_039483669.1|DSAN	LOC120419855|XP_039438626.1|CPIP
OG0007002	LOC120446983|XP_039484211.1|DSAN	LOC120412803|XP_039429333.1|CPIP
OG0007003	LOC120446046|XP_039482753.1|DSAN	LOC120412837|XP_039429380.1|CPIP
OG0007004	LOC120443753|XP_039478950.1|DSAN	LOC120413538|XP_039430347.1|CPIP
OG0007005	LOC120446147|XP_039482908.1|DSAN	LOC120413575|XP_039430397.1|CPIP
OG0007006	LOC120450799|XP_039489903.1|DSAN	LOC120416606|XP_039434334.1|CPIP
OG0007007	LOC120446259|XP_039483070.1|DSAN	LOC120416605|XP_039434333.1|CPIP
OG0007008	LOC120454506|XP_039495797.1|DSAN	LOC120429037|XP_039450108.1|CPIP
OG0007009	LOC120444525|XP_039480206.1|DSAN	LOC120419793|XP_039438563.1|CPIP
OG0007010	LOC120446041|XP_039482738.1|DSAN	LOC120419985|XP_039438801.1|CPIP
OG0007011	LOC120451542|XP_039491258.1|DSAN	LOC120415999|XP_039433588.1|CPIP
OG0007012	LOC120458681|XP_039502352.1|DSAN	LOC120416021|XP_039433611.1|CPIP
OG0007013	LOC120458521|XP_039502127.1|DSAN	LOC120416783|XP_039434585.1|CPIP
OG0007014	LOC120458204|XP_039501715.1|DSAN	LOC120430668|XP_039451703.1|CPIP, LOC120416795|XP_039434602.1|CPIP
OG0007015	LOC120450987|XP_039490265.1|DSAN	LOC120423472|XP_039443233.1|CPIP
OG0007016	LOC120449878|XP_039488491.1|DSAN	LOC120423474|XP_039443238.1|CPIP
OG0007017	LOC120452788|XP_039493118.1|DSAN	LOC120418609|XP_039436984.1|CPIP
OG0007018	LOC120450971|XP_039490200.1|DSAN	LOC120419835|XP_039438603.1|CPIP
OG0007019	LOC120445602|XP_039482035.1|DSAN	LOC120419821|XP_039438593.1|CPIP
OG0007020	LOC120445824|XP_039482375.1|DSAN	LOC120422760|XP_039442239.1|CPIP
OG0007021	LOC120453093|XP_039493561.1|DSAN	LOC120412812|XP_039429348.1|CPIP
OG0007022	LOC120445135|XP_039481224.1|DSAN	LOC120412791|XP_039429314.1|CPIP
OG0007023	LOC120458311|XP_039501852.1|DSAN	LOC120412787|XP_039429311.1|CPIP
OG0007024	LOC120452343|XP_039492448.1|DSAN	LOC120422042|XP_039441301.1|CPIP
OG0007025	LOC120456945|XP_039500018.1|DSAN	LOC120415716|XP_039433245.1|CPIP
OG0007026	LOC120454106|XP_039495072.1|DSAN	LOC120415703|XP_039433230.1|CPIP
OG0007027	LOC120458167|XP_039501657.1|DSAN	LOC120427815|XP_039448673.1|CPIP
OG0007028	LOC120455410|XP_039497490.1|DSAN	LOC120422037|XP_039441296.1|CPIP
OG0007029	LOC120444512|XP_039480164.1|DSAN	LOC120423121|XP_039442734.1|CPIP
OG0007030	LOC120455112|XP_039496934.1|DSAN	LOC120432458|XP_039453609.1|CPIP
OG0007032	LOC120449966|XP_039488603.1|DSAN	LOC120415548|XP_039433052.1|CPIP
OG0007033	LOC120458842|XP_039502604.1|DSAN	LOC120415566|XP_039433075.1|CPIP
OG0007034	LOC120446901|XP_039484061.1|DSAN	LOC120415567|XP_039433078.1|CPIP
OG0007035	LOC120457110|XP_039500252.1|DSAN	LOC120415565|XP_039433074.1|CPIP
OG0007036	LOC120450540|XP_039489575.1|DSAN	LOC120415539|XP_039433039.1|CPIP
OG0007037	LOC120451596|XP_039491350.1|DSAN	LOC120415544|XP_039433049.1|CPIP
OG0007038	LOC120445505|XP_039481888.1|DSAN	LOC120425291|XP_039445676.1|CPIP
OG0007041	LOC120445522|XP_039481915.1|DSAN	LOC120422382|XP_039441725.1|CPIP
OG0007042	LOC120458181|XP_039501678.1|DSAN	LOC120422380|XP_039441722.1|CPIP
OG0007043	LOC120450950|XP_039490164.1|DSAN	LOC120422427|XP_039441777.1|CPIP
OG0007044	LOC120458468|XP_039502055.1|DSAN	LOC120423995|XP_039443938.1|CPIP
OG0007045	LOC120451592|XP_039491345.1|DSAN	LOC120424983|XP_039445285.1|CPIP
OG0007046	LOC120453065|XP_039493524.1|DSAN	LOC120423978|XP_039443903.1|CPIP
OG0007047	LOC120455324|XP_039497338.1|DSAN	LOC120413874|XP_039430780.1|CPIP
OG0007048	LOC120458891|XP_039502667.1|DSAN	LOC120412466|XP_039428875.1|CPIP, LOC120417565|XP_039435598.1|CPIP
OG0007049	LOC120450296|XP_039489169.1|DSAN	LOC120422410|XP_039441761.1|CPIP
OG0007050	LOC120458268|XP_039501795.1|DSAN	LOC120419470|XP_039438090.1|CPIP
OG0007051	LOC120451687|XP_039491513.1|DSAN	LOC120419474|XP_039438094.1|CPIP
OG0007052	LOC120455028|XP_039496793.1|DSAN	LOC120418711|XP_039437113.1|CPIP
OG0007053	LOC120454311|XP_039495443.1|DSAN	LOC120432430|XP_039453582.1|CPIP
OG0007054	LOC120444764|XP_039480628.1|DSAN	LOC120431920|XP_039452987.1|CPIP
OG0007055	LOC120444321|XP_039479802.1|DSAN	LOC120428876|XP_039449936.1|CPIP
OG0007056	LOC120448944|XP_039487124.1|DSAN	LOC120421137|XP_039440252.1|CPIP
OG0007057	LOC120455029|XP_039496794.1|DSAN	LOC120425304|XP_039445709.1|CPIP
OG0007058	LOC120456955|XP_039500033.1|DSAN	LOC120425298|XP_039445696.1|CPIP
OG0007059	LOC120449350|XP_039487698.1|DSAN	LOC120419650|XP_039438341.1|CPIP
OG0007060	LOC120453576|XP_039494272.1|DSAN	LOC120419667|XP_039438365.1|CPIP
OG0007061	LOC120458912|XP_039502691.1|DSAN	LOC120419664|XP_039438361.1|CPIP
OG0007062	LOC120454182|XP_039495198.1|DSAN	LOC120426890|XP_039447628.1|CPIP
OG0007063	LOC120443878|XP_039479195.1|DSAN	LOC120431557|XP_039452599.1|CPIP
OG0007064	LOC120447116|XP_039484475.1|DSAN	LOC120418716|XP_039437124.1|CPIP
OG0007065	LOC120449370|XP_039487735.1|DSAN	LOC120418701|XP_039437100.1|CPIP
OG0007066	LOC120450535|XP_039489560.1|DSAN	LOC120423111|XP_039442723.1|CPIP
OG0007067	LOC120455051|XP_039496841.1|DSAN	LOC120423106|XP_039442719.1|CPIP
OG0007068	LOC120445111|XP_039481193.1|DSAN	LOC120423117|XP_039442729.1|CPIP
OG0007069	LOC120453525|XP_039494246.1|DSAN	LOC120421296|XP_039440421.1|CPIP
OG0007070	LOC120446637|XP_039483638.1|DSAN	LOC120414564|XP_039431718.1|CPIP
OG0007071	LOC120447012|XP_039484262.1|DSAN	LOC120414573|XP_039431744.1|CPIP
OG0007072	LOC120452328|XP_039492415.1|DSAN	LOC120414570|XP_039431740.1|CPIP
OG0007073	LOC120449516|XP_039487959.1|DSAN	LOC120419463|XP_039438081.1|CPIP
OG0007074	LOC120444676|XP_039480470.1|DSAN	LOC120429788|XP_039450782.1|CPIP
OG0007075	LOC120458924|XP_039502709.1|DSAN	LOC120432419|XP_039453553.1|CPIP
OG0007076	LOC120445858|XP_039482433.1|DSAN	LOC120432435|XP_039453587.1|CPIP
OG0007077	LOC120453862|XP_039494704.1|DSAN	LOC120432441|XP_039453593.1|CPIP
OG0007078	LOC120458157|XP_039501645.1|DSAN	LOC120432456|XP_039453607.1|CPIP
OG0007079	LOC120458162|XP_039501651.1|DSAN	LOC120432424|XP_039453561.1|CPIP
OG0007080	LOC120454723|XP_039496195.1|DSAN	LOC120423398|XP_039443125.1|CPIP
OG0007081	LOC120458153|XP_039501637.1|DSAN	LOC120423406|XP_039443141.1|CPIP
OG0007082	LOC120451633|XP_039491429.1|DSAN	LOC120423400|XP_039443133.1|CPIP
OG0007083	LOC120456180|XP_039498789.1|DSAN	LOC120423403|XP_039443135.1|CPIP
OG0007084	LOC120455609|XP_039497923.1|DSAN	LOC120423395|XP_039443120.1|CPIP
OG0007085	LOC120453147|XP_039493676.1|DSAN	LOC120412668|XP_039429164.1|CPIP
OG0007086	LOC120443717|XP_039478899.1|DSAN	LOC120417289|XP_039435174.1|CPIP
OG0007087	LOC120449462|XP_039487868.1|DSAN	LOC120426284|XP_039446967.1|CPIP
OG0007088	LOC120444610|XP_039480321.1|DSAN	LOC120426283|XP_039446962.1|CPIP
OG0007089	LOC120455757|XP_039498132.1|DSAN	LOC120432461|XP_039453617.1|CPIP
OG0007090	LOC120450134|XP_039488899.1|DSAN	LOC120420532|XP_039439539.1|CPIP
OG0007091	LOC120458109|XP_039501573.1|DSAN	LOC120420523|XP_039439526.1|CPIP
OG0007092	LOC120451003|XP_039490249.1|DSAN	LOC120423972|XP_039443898.1|CPIP
OG0007093	LOC120444395|XP_039479954.1|DSAN	LOC120423985|XP_039443916.1|CPIP
OG0007094	LOC120449637|XP_039488166.1|DSAN	LOC120423988|XP_039443919.1|CPIP
OG0007095	LOC120446215|XP_039483003.1|DSAN	LOC120423973|XP_039443899.1|CPIP
OG0007096	LOC120446017|XP_039482705.1|DSAN	LOC120423974|XP_039443900.1|CPIP
OG0007098	LOC120457796|XP_039501227.1|DSAN	LOC120418702|XP_039437101.1|CPIP
OG0007099	LOC120451859|XP_039491792.1|DSAN	LOC120412679|XP_039429188.1|CPIP
OG0007100	LOC120451791|XP_039491682.1|DSAN	LOC120412671|XP_039429166.1|CPIP
OG0007101	LOC120445763|XP_039482293.1|DSAN	LOC120417313|XP_039435210.1|CPIP
OG0007102	LOC120443924|XP_039479298.1|DSAN	LOC120417287|XP_039435171.1|CPIP
OG0007103	LOC120451250|XP_039490710.1|DSAN	LOC120419045|XP_039437545.1|CPIP
OG0007104	LOC120458208|XP_039501719.1|DSAN	LOC120419037|XP_039437535.1|CPIP
OG0007105	LOC120458129|XP_039501605.1|DSAN	LOC120419078|XP_039437597.1|CPIP
OG0007106	LOC120458152|XP_039501633.1|DSAN	LOC120419059|XP_039437566.1|CPIP
OG0007107	LOC120452266|XP_039492356.1|DSAN	LOC120419034|XP_039437528.1|CPIP
OG0007108	LOC120458272|XP_039501799.1|DSAN	LOC120419065|XP_039437578.1|CPIP
OG0007109	LOC120445277|XP_039481510.1|DSAN	LOC120419073|XP_039437591.1|CPIP
OG0007110	LOC120458165|XP_039501656.1|DSAN	LOC120419063|XP_039437577.1|CPIP
OG0007111	LOC120445222|XP_039481416.1|DSAN	LOC120419061|XP_039437568.1|CPIP
OG0007112	LOC120456776|XP_039499720.1|DSAN	LOC120419048|XP_039437547.1|CPIP
OG0007113	LOC120451822|XP_039491724.1|DSAN	LOC120429069|XP_039450148.1|CPIP
OG0007114	LOC120458145|XP_039501625.1|DSAN	LOC120429070|XP_039450149.1|CPIP
OG0007115	LOC120458018|XP_039501454.1|DSAN	LOC120429077|XP_039450166.1|CPIP
OG0007116	LOC120444781|XP_039480658.1|DSAN	LOC120429843|XP_039450851.1|CPIP
OG0007117	LOC120447712|XP_039485181.1|DSAN	LOC120429845|XP_039450854.1|CPIP
OG0007118	LOC120443806|XP_039479081.1|DSAN	LOC120429842|XP_039450845.1|CPIP
OG0007119	LOC120456214|XP_039498829.1|DSAN	LOC120426576|XP_039447295.1|CPIP
OG0007120	LOC120457096|XP_039500218.1|DSAN	LOC120426580|XP_039447298.1|CPIP
OG0007121	LOC120455924|XP_039498385.1|DSAN	LOC120426562|XP_039447268.1|CPIP
OG0007122	LOC120455078|XP_039496871.1|DSAN	LOC120426571|XP_039447286.1|CPIP
OG0007123	LOC120455082|XP_039496880.1|DSAN	LOC120426582|XP_039447305.1|CPIP, LOC120423209|XP_039442847.1|CPIP
OG0007124	LOC120448267|XP_039486123.1|DSAN	LOC120423206|XP_039442845.1|CPIP
OG0007125	LOC120448204|XP_039486006.1|DSAN	LOC120423215|XP_039442855.1|CPIP
OG0007126	LOC120448263|XP_039486120.1|DSAN	LOC120423213|XP_039442853.1|CPIP
OG0007127	LOC120449219|XP_039487521.1|DSAN	LOC120423229|XP_039442871.1|CPIP
OG0007128	LOC120449925|XP_039488552.1|DSAN	LOC120423228|XP_039442870.1|CPIP
OG0007129	LOC120448205|XP_039486010.1|DSAN	LOC120423192|XP_039442825.1|CPIP
OG0007130	LOC120448352|XP_039486252.1|DSAN	LOC120423195|XP_039442829.1|CPIP
OG0007131	LOC120450392|XP_039489321.1|DSAN	LOC120423207|XP_039442846.1|CPIP
OG0007132	LOC120448857|XP_039486998.1|DSAN	LOC120431829|XP_039452887.1|CPIP
OG0007137	LOC120457202|XP_039500491.1|DSAN	LOC120414335|XP_039431410.1|CPIP
