Orthogroup	DSAN.longest_only	BCOP.longest_only
OG0007227	LOC120450031|XP_039488716.1|DSAN	LOC119072072|XP_037033115.1|BCOP
OG0007228	LOC120448895|XP_039487045.1|DSAN	LOC119070998|XP_037031491.1|BCOP
OG0007229	LOC120450972|XP_039490197.1|DSAN	LOC119068418|XP_037027882.1|BCOP
OG0007230	LOC120451534|XP_039491246.1|DSAN	LOC119076160|XP_037038739.1|BCOP
OG0007231	LOC120451047|XP_039490336.1|DSAN	LOC119076022|XP_037038518.1|BCOP
OG0007232	LOC120448174|XP_039485946.1|DSAN	LOC119075142|XP_037037425.1|BCOP
OG0007233	LOC120448177|XP_039485957.1|DSAN	LOC119075013|XP_037037316.1|BCOP
OG0007234	LOC120448333|XP_039486221.1|DSAN	LOC119075004|XP_037037301.1|BCOP
OG0007235	LOC120448533|XP_039486509.1|DSAN	LOC119075005|XP_037037303.1|BCOP
OG0007236	LOC120453816|XP_039494632.1|DSAN	LOC119074694|XP_037036875.1|BCOP
OG0007237	LOC120450924|XP_039490124.1|DSAN	LOC119076872|XP_037039776.1|BCOP
OG0007238	LOC120454902|XP_039496507.1|DSAN	LOC119078641|XP_037042134.1|BCOP
OG0007239	LOC120454633|XP_039496056.1|DSAN	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP
OG0007240	LOC120452770|XP_039493089.1|DSAN	LOC119071746|XP_037032678.1|BCOP
OG0007241	LOC120455025|XP_039496790.1|DSAN	LOC119072238|XP_037033311.1|BCOP
OG0007242	LOC120455021|XP_039496783.1|DSAN	LOC119068101|XP_037027464.1|BCOP
OG0007243	LOC120454939|XP_039496641.1|DSAN	LOC119077856|XP_037041079.1|BCOP
OG0007244	LOC120454090|XP_039495035.1|DSAN	LOC119076676|XP_037039467.1|BCOP
OG0007245	LOC120452922|XP_039493319.1|DSAN	LOC119075786|XP_037038243.1|BCOP
OG0007246	LOC120452284|XP_039492350.1|DSAN	LOC119070456|XP_037030706.1|BCOP
OG0007247	LOC120447132|XP_039484499.1|DSAN	LOC119078952|XP_037042592.1|BCOP
OG0007248	LOC120455749|XP_039498107.1|DSAN	LOC119075918|XP_037038399.1|BCOP
OG0007249	LOC120457271|XP_039500627.1|DSAN	LOC119075865|XP_037038318.1|BCOP
OG0007250	LOC120456369|XP_039499115.1|DSAN	LOC119074647|XP_037036819.1|BCOP
OG0007251	LOC120454574|XP_039495907.1|DSAN	LOC119075237|XP_037037525.1|BCOP
OG0007252	LOC120453132|XP_039493615.1|DSAN	LOC119067761|XP_037026792.1|BCOP
OG0007253	LOC120447981|XP_039485610.1|DSAN	LOC119074853|XP_037037061.1|BCOP
OG0007254	LOC120454519|XP_039495815.1|DSAN	LOC119074409|XP_037036426.1|BCOP
OG0007255	LOC120455299|XP_039497273.1|DSAN	LOC119075801|XP_037038263.1|BCOP
OG0007256	LOC120451035|XP_039490296.1|DSAN	LOC119074644|XP_037036816.1|BCOP
OG0007257	LOC120451485|XP_039491141.1|DSAN	LOC119076664|XP_037039453.1|BCOP
OG0007258	LOC120451488|XP_039491146.1|DSAN	LOC119075956|XP_037038418.1|BCOP
OG0007259	LOC120456371|XP_039499119.1|DSAN	LOC119070980|XP_037031470.1|BCOP
OG0007260	LOC120447897|XP_039485473.1|DSAN	LOC119077909|XP_037041179.1|BCOP
OG0007261	LOC120446253|XP_039483059.1|DSAN	LOC119071692|XP_037032575.1|BCOP
OG0007262	LOC120455394|XP_039497466.1|DSAN	LOC119072050|XP_037033073.1|BCOP
OG0007263	LOC120450439|XP_039489385.1|DSAN	LOC119081014|XP_037045592.1|BCOP
OG0007264	LOC120447626|XP_039485058.1|DSAN	LOC119072239|XP_037033309.1|BCOP
OG0007265	LOC120457414|XP_039500946.1|DSAN	LOC119071975|XP_037033005.1|BCOP
OG0007266	LOC120453995|XP_039494886.1|DSAN	LOC119076016|XP_037038503.1|BCOP
OG0007267	LOC120452346|XP_039492453.1|DSAN	LOC119077917|XP_037041191.1|BCOP
OG0007268	LOC120444350|XP_039479864.1|DSAN	LOC119077055|XP_037040080.1|BCOP
OG0007269	LOC120457159|XP_039500367.1|DSAN	LOC119074596|XP_037036733.1|BCOP
OG0007270	LOC120453233|XP_039493767.1|DSAN	LOC119077655|XP_037040767.1|BCOP
OG0007271	LOC120453930|XP_039494809.1|DSAN	LOC119076826|XP_037039719.1|BCOP
OG0007272	LOC120450039|XP_039488728.1|DSAN	LOC119074957|XP_037037242.1|BCOP
OG0007273	LOC120452995|XP_039493432.1|DSAN	LOC119083981|XP_037049687.1|BCOP
OG0007274	LOC120453407|XP_039494033.1|DSAN	LOC119077929|XP_037041204.1|BCOP
OG0007275	LOC120450624|XP_039489704.1|DSAN	LOC119070337|XP_037030520.1|BCOP
OG0007276	LOC120450623|XP_039489703.1|DSAN	LOC119084115|XP_037049862.1|BCOP
OG0007277	LOC120449963|XP_039488599.1|DSAN	LOC119073573|XP_037035031.1|BCOP
OG0007278	LOC120450577|XP_039489629.1|DSAN	LOC119075229|XP_037037514.1|BCOP
OG0007279	LOC120448034|XP_039485711.1|DSAN	LOC119075223|XP_037037504.1|BCOP
OG0007280	LOC120448724|XP_039486827.1|DSAN	LOC119084184|XP_037049944.1|BCOP
OG0007281	LOC120454659|XP_039496096.1|DSAN	LOC119072767|XP_037033956.1|BCOP
OG0007282	LOC120454656|XP_039496093.1|DSAN	LOC119072751|XP_037033932.1|BCOP
OG0007283	LOC120453566|XP_039494258.1|DSAN	LOC119067049|XP_037025689.1|BCOP
OG0007284	LOC120451317|XP_039490820.1|DSAN	LOC119079433|XP_037043241.1|BCOP
OG0007285	LOC120455083|XP_039496882.1|DSAN	LOC119084474|XP_037050354.1|BCOP
OG0007286	LOC120455076|XP_039496866.1|DSAN	LOC119078057|XP_037041379.1|BCOP
OG0007287	LOC120455761|XP_039498148.1|DSAN	LOC119066214|XP_037024431.1|BCOP
OG0007288	LOC120456457|XP_039499234.1|DSAN	LOC119078063|XP_037041395.1|BCOP
OG0007289	LOC120456686|XP_039499582.1|DSAN	LOC119071306|XP_037032083.1|BCOP
OG0007290	LOC120451631|XP_039491422.1|DSAN	LOC119067847|XP_037026974.1|BCOP
OG0007291	LOC120455577|XP_039497881.1|DSAN	LOC119067254|XP_037026025.1|BCOP
OG0007292	LOC120456573|XP_039499394.1|DSAN	LOC119076467|XP_037039129.1|BCOP
OG0007293	LOC120452357|XP_039492464.1|DSAN	LOC119074334|XP_037036315.1|BCOP
OG0007294	LOC120450995|XP_039490238.1|DSAN	LOC119074199|XP_037036090.1|BCOP
OG0007295	LOC120454040|XP_039494966.1|DSAN	LOC119069103|XP_037028890.1|BCOP
OG0007296	LOC120454349|XP_039495496.1|DSAN	LOC119075851|XP_037038298.1|BCOP
OG0007297	LOC120454039|XP_039494965.1|DSAN	LOC119075722|XP_037038153.1|BCOP
OG0007298	LOC120453343|XP_039493945.1|DSAN	LOC119069432|XP_037029388.1|BCOP
OG0007299	LOC120454528|XP_039495832.1|DSAN	LOC119084033|XP_037049754.1|BCOP
OG0007300	LOC120451487|XP_039491143.1|DSAN	LOC119077672|XP_037040815.1|BCOP
OG0007301	LOC120451998|XP_039491961.1|DSAN	LOC119074952|XP_037037236.1|BCOP
OG0007302	LOC120454543|XP_039495857.1|DSAN	LOC119076809|XP_037039688.1|BCOP
OG0007303	LOC120455488|XP_039497659.1|DSAN	LOC119073664|XP_037035167.1|BCOP
OG0007304	LOC120458221|XP_039501735.1|DSAN	LOC119073767|XP_037035328.1|BCOP
OG0007305	LOC120448462|XP_039486415.1|DSAN	LOC119076147|XP_037038724.1|BCOP
OG0007306	LOC120448460|XP_039486411.1|DSAN	LOC119076105|XP_037038660.1|BCOP
OG0007307	LOC120451469|XP_039491089.1|DSAN	LOC119076679|XP_037039471.1|BCOP
OG0007308	LOC120454229|XP_039495264.1|DSAN	LOC119074645|XP_037036817.1|BCOP
OG0007309	LOC120452571|XP_039492787.1|DSAN	LOC119076640|XP_037039405.1|BCOP
OG0007310	LOC120452888|XP_039493278.1|DSAN	LOC119073520|XP_037034952.1|BCOP
OG0007311	LOC120454148|XP_039495140.1|DSAN	LOC119073432|XP_037034807.1|BCOP
OG0007312	LOC120445812|XP_039482360.1|DSAN	LOC119075778|XP_037038227.1|BCOP
OG0007313	LOC120456191|XP_039498805.1|DSAN	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP
OG0007314	LOC120456324|XP_039499018.1|DSAN	LOC119078072|XP_037041418.1|BCOP
OG0007315	LOC120456053|XP_039498565.1|DSAN	LOC119078050|XP_037041359.1|BCOP
OG0007316	LOC120450867|XP_039490024.1|DSAN	LOC119067660|XP_037026657.1|BCOP
OG0007317	LOC120451210|XP_039490618.1|DSAN	LOC119074785|XP_037036958.1|BCOP
OG0007318	LOC120451207|XP_039490610.1|DSAN	LOC119074335|XP_037036318.1|BCOP
OG0007319	LOC120448988|XP_039487189.1|DSAN	LOC119070085|XP_037030297.1|BCOP
OG0007320	LOC120452824|XP_039493163.1|DSAN	LOC119073773|XP_037035339.1|BCOP
OG0007321	LOC120456602|XP_039499446.1|DSAN	LOC119084259|XP_037050063.1|BCOP
OG0007322	LOC120456376|XP_039499129.1|DSAN	LOC119076710|XP_037039521.1|BCOP
OG0007323	LOC120455754|XP_039498126.1|DSAN	LOC119076704|XP_037039512.1|BCOP
OG0007324	LOC120452259|XP_039492323.1|DSAN	LOC119075174|XP_037037466.1|BCOP
OG0007325	LOC120454695|XP_039496162.1|DSAN	LOC119074432|XP_037036456.1|BCOP
OG0007326	LOC120451739|XP_039491580.1|DSAN	LOC119074431|XP_037036453.1|BCOP
OG0007327	LOC120448018|XP_039485689.1|DSAN	LOC119076089|XP_037038638.1|BCOP
OG0007328	LOC120451260|XP_039490722.1|DSAN	LOC119074438|XP_037036461.1|BCOP
OG0007330	LOC120456523|XP_039499326.1|DSAN	LOC119077726|XP_037040897.1|BCOP
OG0007331	LOC120455409|XP_039497485.1|DSAN	LOC119084248|XP_037050044.1|BCOP
OG0007332	LOC120456162|XP_039498735.1|DSAN	LOC119084258|XP_037050059.1|BCOP
OG0007333	LOC120453812|XP_039494624.1|DSAN	LOC119072914|XP_037034131.1|BCOP
OG0007334	LOC120454697|XP_039496168.1|DSAN	LOC119076125|XP_037038689.1|BCOP
OG0007335	LOC120448235|XP_039486069.1|DSAN	LOC119074881|XP_037037113.1|BCOP
OG0007336	LOC120457151|XP_039500358.1|DSAN	LOC119085958|XP_037052413.1|BCOP
OG0007337	LOC120448980|XP_039487176.1|DSAN	LOC119066592|XP_037025046.1|BCOP
OG0007338	LOC120450190|XP_039488989.1|DSAN	LOC119074316|XP_037036265.1|BCOP
OG0007339	LOC120454529|XP_039495834.1|DSAN	LOC119073627|XP_037035115.1|BCOP
OG0007340	LOC120453600|XP_039494299.1|DSAN	LOC119081886|XP_037047011.1|BCOP
OG0007341	LOC120451275|XP_039490752.1|DSAN	LOC119074838|XP_037037028.1|BCOP
OG0007342	LOC120453495|XP_039494165.1|DSAN	LOC119084433|XP_037050306.1|BCOP
OG0007343	LOC120452548|XP_039492756.1|DSAN	LOC119069687|XP_037029738.1|BCOP
OG0007344	LOC120458281|XP_039501811.1|DSAN	LOC119086023|XP_037052490.1|BCOP
OG0007345	LOC120450746|XP_039489803.1|DSAN	LOC119070348|XP_037030572.1|BCOP
OG0007346	LOC120447538|XP_039484916.1|DSAN	LOC119072885|XP_037034100.1|BCOP
OG0007347	LOC120455828|XP_039498227.1|DSAN	LOC119074885|XP_037037121.1|BCOP
OG0007348	LOC120455824|XP_039498223.1|DSAN	LOC119074872|XP_037037093.1|BCOP
OG0007349	LOC120455816|XP_039498213.1|DSAN	LOC119074867|XP_037037085.1|BCOP
OG0007350	LOC120456834|XP_039499818.1|DSAN	LOC119077907|XP_037041174.1|BCOP
OG0007351	LOC120448172|XP_039485943.1|DSAN	LOC119084418|XP_037050280.1|BCOP
OG0007352	LOC120445703|XP_039482197.1|DSAN	LOC119084447|XP_037050322.1|BCOP
OG0007353	LOC120451960|XP_039491918.1|DSAN	LOC119074397|XP_037036412.1|BCOP
OG0007354	LOC120455027|XP_039496792.1|DSAN	LOC119076103|XP_037038657.1|BCOP
OG0007355	LOC120454668|XP_039496113.1|DSAN	LOC119083976|XP_037049675.1|BCOP
OG0007356	LOC120449647|XP_039488177.1|DSAN	LOC119080145|XP_037044257.1|BCOP
OG0007357	LOC120452107|XP_039492116.1|DSAN	LOC119084023|XP_037049736.1|BCOP
OG0007358	LOC120451750|XP_039491607.1|DSAN	LOC119074813|XP_037036994.1|BCOP
OG0007359	LOC120454289|XP_039495409.1|DSAN	LOC119078118|XP_037041466.1|BCOP
OG0007360	LOC120454099|XP_039495043.1|DSAN	LOC119076115|XP_037038672.1|BCOP
OG0007361	LOC120455751|XP_039498109.1|DSAN	LOC119074385|XP_037036395.1|BCOP
OG0007362	LOC120444443|XP_039480036.1|DSAN	LOC119082624|XP_037048081.1|BCOP
OG0007363	LOC120456675|XP_039499566.1|DSAN	LOC119078086|XP_037041443.1|BCOP
OG0007364	LOC120457398|XP_039500903.1|DSAN	LOC119078058|XP_037041380.1|BCOP
OG0007365	LOC120455307|XP_039497290.1|DSAN	LOC119071859|XP_037032816.1|BCOP
OG0007366	LOC120452071|XP_039492068.1|DSAN	LOC119073277|XP_037034590.1|BCOP
OG0007367	LOC120447639|XP_039485080.1|DSAN	LOC119076606|XP_037039357.1|BCOP
OG0007368	LOC120452901|XP_039493292.1|DSAN	LOC119074060|XP_037035908.1|BCOP
OG0007369	LOC120450816|XP_039489926.1|DSAN	LOC119084247|XP_037050083.1|BCOP
OG0007370	LOC120443921|XP_039479300.1|DSAN	LOC119072415|XP_037033559.1|BCOP
OG0007371	LOC120453514|XP_039494196.1|DSAN	LOC119067799|XP_037026841.1|BCOP
OG0007372	LOC120454219|XP_039495252.1|DSAN	LOC119084032|XP_037049752.1|BCOP
OG0007373	LOC120456362|XP_039499091.1|DSAN	LOC119072047|XP_037033069.1|BCOP
OG0007374	LOC120456452|XP_039499225.1|DSAN	LOC119083299|XP_037048888.1|BCOP
OG0007375	LOC120455562|XP_039497856.1|DSAN	LOC119076404|XP_037039025.1|BCOP
OG0007376	LOC120455796|XP_039498188.1|DSAN	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP
OG0007377	LOC120455772|XP_039498162.1|DSAN	LOC119075818|XP_037038281.1|BCOP
OG0007378	LOC120455435|XP_039497565.1|DSAN	LOC119075775|XP_037038224.1|BCOP
OG0007379	LOC120455313|XP_039497297.1|DSAN	LOC119072858|XP_037034060.1|BCOP
OG0007380	LOC120456755|XP_039499682.1|DSAN	LOC119072271|XP_037033360.1|BCOP
OG0007381	LOC120455235|XP_039497145.1|DSAN	LOC119076792|XP_037039649.1|BCOP
OG0007382	LOC120455660|XP_039497988.1|DSAN	LOC119077898|XP_037041161.1|BCOP
OG0007383	LOC120455535|XP_039497808.1|DSAN	LOC119074915|XP_037037165.1|BCOP
OG0007384	LOC120455665|XP_039497994.1|DSAN	LOC119078651|XP_037042141.1|BCOP
OG0007385	LOC120455977|XP_039498464.1|DSAN	LOC119076512|XP_037039192.1|BCOP
OG0007386	LOC120456512|XP_039499313.1|DSAN	LOC119085707|XP_037052054.1|BCOP
OG0007387	LOC120456981|XP_039500064.1|DSAN	LOC119073667|XP_037035197.1|BCOP
OG0007388	LOC120456098|XP_039498627.1|DSAN	LOC119067006|XP_037025665.1|BCOP
OG0007389	LOC120445555|XP_039481960.1|DSAN	LOC119070825|XP_037031220.1|BCOP
OG0007390	LOC120457396|XP_039500900.1|DSAN	LOC119084484|XP_037050369.1|BCOP
OG0007391	LOC120454648|XP_039496083.1|DSAN	LOC119068974|XP_037028739.1|BCOP
OG0007392	LOC120455197|XP_039497074.1|DSAN	LOC119084487|XP_037050385.1|BCOP
OG0007393	LOC120454696|XP_039496163.1|DSAN	LOC119078129|XP_037041486.1|BCOP
OG0007394	LOC120455388|XP_039497450.1|DSAN, LOC120457860|XP_039501309.1|DSAN	LOC119067163|XP_037025901.1|BCOP
OG0007395	LOC120457327|XP_039500766.1|DSAN	LOC119069864|XP_037029934.1|BCOP
OG0007396	LOC120450951|XP_039490170.1|DSAN	LOC119074324|XP_037036294.1|BCOP
OG0007397	LOC120458027|XP_039501466.1|DSAN	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP
OG0007398	LOC120446761|XP_039483832.1|DSAN	LOC119074463|XP_037036499.1|BCOP
OG0007399	LOC120455563|XP_039497859.1|DSAN	LOC119076410|XP_037039037.1|BCOP
OG0007400	LOC120456965|XP_039500044.1|DSAN	LOC119076127|XP_037038693.1|BCOP
OG0007401	LOC120455441|XP_039497572.1|DSAN	LOC119069444|XP_037029396.1|BCOP
OG0007402	LOC120452143|XP_039492167.1|DSAN	LOC119076218|XP_037038765.1|BCOP
OG0007403	LOC120454330|XP_039495471.1|DSAN	LOC119075732|XP_037038166.1|BCOP
OG0007404	LOC120453246|XP_039493786.1|DSAN	LOC119076172|XP_037038753.1|BCOP
OG0007405	LOC120450733|XP_039489786.1|DSAN	LOC119068034|XP_037027295.1|BCOP
OG0007406	LOC120450760|XP_039489832.1|DSAN	LOC119077654|XP_037040765.1|BCOP
OG0007407	LOC120443871|XP_039479179.1|DSAN	LOC119072566|XP_037033701.1|BCOP
OG0007408	LOC120450482|XP_039489463.1|DSAN	LOC119071265|XP_037032017.1|BCOP
OG0007409	LOC120453820|XP_039494639.1|DSAN	LOC119066706|XP_037025201.1|BCOP
OG0007410	LOC120455248|XP_039497178.1|DSAN	LOC119078713|XP_037042281.1|BCOP
OG0007411	LOC120456848|XP_039499838.1|DSAN	LOC119084302|XP_037050116.1|BCOP
OG0007412	LOC120456163|XP_039498742.1|DSAN	LOC119078243|XP_037041607.1|BCOP
OG0007413	LOC120458324|XP_039501876.1|DSAN	LOC119084430|XP_037050302.1|BCOP
OG0007414	LOC120454964|XP_039496679.1|DSAN	LOC119084877|XP_037050912.1|BCOP
OG0007415	LOC120456661|XP_039499527.1|DSAN	LOC119084031|XP_037049751.1|BCOP
OG0007416	LOC120457137|XP_039500313.1|DSAN	LOC119084021|XP_037049732.1|BCOP
OG0007417	LOC120456768|XP_039499699.1|DSAN	LOC119084059|XP_037049791.1|BCOP
OG0007418	LOC120444456|XP_039480054.1|DSAN	LOC119069801|XP_037029855.1|BCOP
OG0007419	LOC120452200|XP_039492254.1|DSAN	LOC119084217|XP_037050007.1|BCOP
OG0007420	LOC120444470|XP_039480081.1|DSAN	LOC119084226|XP_037050019.1|BCOP
OG0007421	LOC120456999|XP_039500086.1|DSAN	LOC119084982|XP_037051028.1|BCOP
OG0007422	LOC120455871|XP_039498278.1|DSAN	LOC119074898|XP_037037140.1|BCOP
OG0007423	LOC120456406|XP_039499171.1|DSAN	LOC119074890|XP_037037128.1|BCOP
OG0007424	LOC120448099|XP_039485836.1|DSAN	LOC119076479|XP_037039153.1|BCOP
OG0007425	LOC120449762|XP_039488332.1|DSAN	LOC119084483|XP_037050366.1|BCOP
OG0007426	LOC120455743|XP_039498100.1|DSAN	LOC119074754|XP_037036914.1|BCOP
OG0007427	LOC120455718|XP_039498067.1|DSAN	LOC119067101|XP_037025762.1|BCOP
OG0007428	LOC120457256|XP_039500588.1|DSAN	LOC119074862|XP_037037071.1|BCOP
OG0007429	LOC120444705|XP_039480510.1|DSAN	LOC119084450|XP_037050326.1|BCOP
OG0007430	LOC120447602|XP_039485007.1|DSAN	LOC119074255|XP_037036173.1|BCOP
OG0007431	LOC120458202|XP_039501713.1|DSAN	LOC119077706|XP_037040877.1|BCOP
OG0007432	LOC120448735|XP_039486848.1|DSAN	LOC119071769|XP_037032714.1|BCOP
OG0007433	LOC120456202|XP_039498816.1|DSAN	LOC119066577|XP_037025025.1|BCOP
OG0007434	LOC120448932|XP_039487103.1|DSAN	LOC119074227|XP_037036140.1|BCOP
OG0007435	LOC120449359|XP_039487706.1|DSAN	LOC119086032|XP_037052503.1|BCOP
OG0007436	LOC120448632|XP_039486689.1|DSAN	LOC119079089|XP_037042800.1|BCOP
OG0007437	LOC120449123|XP_039487370.1|DSAN	LOC119071629|XP_037032482.1|BCOP
OG0007438	LOC120449614|XP_039488123.1|DSAN	LOC119070958|XP_037031410.1|BCOP
OG0007439	LOC120451835|XP_039491745.1|DSAN	LOC119072277|XP_037033365.1|BCOP
OG0007440	LOC120457341|XP_039500783.1|DSAN	LOC119072243|XP_037033317.1|BCOP
OG0007441	LOC120445281|XP_039481515.1|DSAN	LOC119082821|XP_037048367.1|BCOP
OG0007442	LOC120452344|XP_039492449.1|DSAN	LOC119071171|XP_037031828.1|BCOP
OG0007443	LOC120445433|XP_039481797.1|DSAN	LOC119085199|XP_037051406.1|BCOP
OG0007444	LOC120446504|XP_039483445.1|DSAN	LOC119069717|XP_037029735.1|BCOP
OG0007445	LOC120446503|XP_039483444.1|DSAN	LOC119069716|XP_037029734.1|BCOP
OG0007446	LOC120446580|XP_039483536.1|DSAN	LOC119076949|XP_037039897.1|BCOP
OG0007447	LOC120446319|XP_039483168.1|DSAN	LOC119077049|XP_037040076.1|BCOP
OG0007448	LOC120446219|XP_039483010.1|DSAN	LOC119083476|XP_037049090.1|BCOP
OG0007449	LOC120449888|XP_039488500.1|DSAN	LOC119078232|XP_037041587.1|BCOP
OG0007450	LOC120450569|XP_039489620.1|DSAN	LOC119078266|XP_037041659.1|BCOP
OG0007451	LOC120447476|XP_039484806.1|DSAN	LOC119066944|XP_037025555.1|BCOP
OG0007452	LOC120447475|XP_039484805.1|DSAN	LOC119066943|XP_037025554.1|BCOP
OG0007453	LOC120448759|XP_039486878.1|DSAN	LOC119075408|XP_037037747.1|BCOP
OG0007454	LOC120450251|XP_039489073.1|DSAN	LOC119067953|XP_037027172.1|BCOP
OG0007455	LOC120445873|XP_039482450.1|DSAN	LOC119072385|XP_037033482.1|BCOP
OG0007456	LOC120457338|XP_039500781.1|DSAN	LOC119072380|XP_037033475.1|BCOP
OG0007457	LOC120448347|XP_039486245.1|DSAN	LOC119086065|XP_037052536.1|BCOP
OG0007458	LOC120446065|XP_039482779.1|DSAN	LOC119086067|XP_037052538.1|BCOP
OG0007459	LOC120451462|XP_039491078.1|DSAN	LOC119086063|XP_037052534.1|BCOP
OG0007460	LOC120444727|XP_039480586.1|DSAN	LOC119066912|XP_037025507.1|BCOP
OG0007461	LOC120450601|XP_039489657.1|DSAN	LOC119071711|XP_037032600.1|BCOP
OG0007462	LOC120449477|XP_039487887.1|DSAN	LOC119071789|XP_037032745.1|BCOP
OG0007463	LOC120449476|XP_039487885.1|DSAN	LOC119071716|XP_037032607.1|BCOP
OG0007464	LOC120447485|XP_039484815.1|DSAN	LOC119071713|XP_037032604.1|BCOP
OG0007465	LOC120450073|XP_039488792.1|DSAN	LOC119078308|XP_037041707.1|BCOP
OG0007467	LOC120457656|XP_039501089.1|DSAN	LOC119079618|XP_037043509.1|BCOP
OG0007468	LOC120447138|XP_039484506.1|DSAN	LOC119067341|XP_037026144.1|BCOP
OG0007469	LOC120448423|XP_039486357.1|DSAN	LOC119086024|XP_037052491.1|BCOP
OG0007470	LOC120444722|XP_039480560.1|DSAN	LOC119070867|XP_037031274.1|BCOP
OG0007471	LOC120445854|XP_039482428.1|DSAN	LOC119071259|XP_037032003.1|BCOP
OG0007472	LOC120457311|XP_039500739.1|DSAN	LOC119074207|XP_037036098.1|BCOP
OG0007473	LOC120449663|XP_039488197.1|DSAN	LOC119072342|XP_037033423.1|BCOP
OG0007474	LOC120446221|XP_039483014.1|DSAN	LOC119079075|XP_037042780.1|BCOP
OG0007475	LOC120448355|XP_039486256.1|DSAN	LOC119066931|XP_037025539.1|BCOP
OG0007476	LOC120457145|XP_039500348.1|DSAN	LOC119074279|XP_037036193.1|BCOP
OG0007477	LOC120457138|XP_039500317.1|DSAN	LOC119067543|XP_037026503.1|BCOP
OG0007478	LOC120446979|XP_039484188.1|DSAN	LOC119070975|XP_037031450.1|BCOP
OG0007479	LOC120457072|XP_039500184.1|DSAN	LOC119071206|XP_037031893.1|BCOP
OG0007480	LOC120452952|XP_039493372.1|DSAN	LOC119072669|XP_037033821.1|BCOP
OG0007481	LOC120449791|XP_039488369.1|DSAN	LOC119072652|XP_037033805.1|BCOP
OG0007482	LOC120445757|XP_039482277.1|DSAN	LOC119066885|XP_037025468.1|BCOP
OG0007483	LOC120452735|XP_039493042.1|DSAN	LOC119077046|XP_037040070.1|BCOP
OG0007484	LOC120455611|XP_039497925.1|DSAN	LOC119074625|XP_037036787.1|BCOP
OG0007485	LOC120456150|XP_039498713.1|DSAN	LOC119074670|XP_037036849.1|BCOP
OG0007486	LOC120455847|XP_039498252.1|DSAN	LOC119067566|XP_037026542.1|BCOP
OG0007487	LOC120454820|XP_039496207.1|DSAN	LOC119079490|XP_037043330.1|BCOP
OG0007488	LOC120448131|XP_039485883.1|DSAN	LOC119072343|XP_037033425.1|BCOP
OG0007489	LOC120454531|XP_039495835.1|DSAN	LOC119073636|XP_037035127.1|BCOP
OG0007490	LOC120455737|XP_039498091.1|DSAN	LOC119081326|XP_037046009.1|BCOP
OG0007491	LOC120454987|XP_039496713.1|DSAN	LOC119081970|XP_037047177.1|BCOP
OG0007492	LOC120453014|XP_039493467.1|DSAN	LOC119070970|XP_037031439.1|BCOP
OG0007493	LOC120456453|XP_039499226.1|DSAN	LOC119070078|XP_037030279.1|BCOP
OG0007494	LOC120458166|XP_039501659.1|DSAN	LOC119082708|XP_037048180.1|BCOP
OG0007495	LOC120457196|XP_039500484.1|DSAN	LOC119073489|XP_037034889.1|BCOP
OG0007496	LOC120447971|XP_039485597.1|DSAN	LOC119074213|XP_037036107.1|BCOP
OG0007497	LOC120447713|XP_039485179.1|DSAN	LOC119072087|XP_037033141.1|BCOP
OG0007498	LOC120450641|XP_039489728.1|DSAN	LOC119071056|XP_037031571.1|BCOP
OG0007499	LOC120450446|XP_039489394.1|DSAN	LOC119071055|XP_037031570.1|BCOP
OG0007500	LOC120450447|XP_039489398.1|DSAN	LOC119081287|XP_037045943.1|BCOP
OG0007501	LOC120450507|XP_039489493.1|DSAN	LOC119078987|XP_037042637.1|BCOP
OG0007502	LOC120454677|XP_039496126.1|DSAN	LOC119078319|XP_037041718.1|BCOP
OG0007503	LOC120458075|XP_039501522.1|DSAN	LOC119082367|XP_037047783.1|BCOP
OG0007504	LOC120449962|XP_039488598.1|DSAN	LOC119074976|XP_037037273.1|BCOP
OG0007505	LOC120448991|XP_039487192.1|DSAN	LOC119070687|XP_037031033.1|BCOP
OG0007506	LOC120448214|XP_039486027.1|DSAN	LOC119071762|XP_037032700.1|BCOP
OG0007507	LOC120450854|XP_039490004.1|DSAN	LOC119083294|XP_037048881.1|BCOP
OG0007508	LOC120458637|XP_039502296.1|DSAN	LOC119066927|XP_037025535.1|BCOP
OG0007509	LOC120444957|XP_039480908.1|DSAN	LOC119072452|XP_037033569.1|BCOP
OG0007510	LOC120448440|XP_039486390.1|DSAN	LOC119085380|XP_037051661.1|BCOP
OG0007511	LOC120449221|XP_039487563.1|DSAN, LOC120448984|XP_039487186.1|DSAN	LOC119074635|XP_037036804.1|BCOP
OG0007512	LOC120450871|XP_039490028.1|DSAN	LOC119071057|XP_037031572.1|BCOP
OG0007513	LOC120458337|XP_039501888.1|DSAN	LOC119085669|XP_037052013.1|BCOP
OG0007514	LOC120450466|XP_039489439.1|DSAN	LOC119078245|XP_037041619.1|BCOP
OG0007515	LOC120458480|XP_039502075.1|DSAN	LOC119076999|XP_037040004.1|BCOP
OG0007516	LOC120450524|XP_039489544.1|DSAN	LOC119085627|XP_037051957.1|BCOP
