Orthogroup	DSAN.longest_only	ASTE.longest_only
OG0006632	LOC120447109|XP_039484464.1|DSAN	LOC118512189|XP_035912173.1|ASTE
OG0006633	LOC120450434|XP_039489377.1|DSAN	LOC118512196|XP_035912191.1|ASTE
OG0006634	LOC120453084|XP_039493548.1|DSAN	LOC118512186|XP_035912170.1|ASTE
OG0006635	LOC120452055|XP_039492090.1|DSAN	LOC118512187|XP_035912171.1|ASTE
OG0006636	LOC120456397|XP_039499160.1|DSAN	LOC118512117|XP_035911986.1|ASTE
OG0006638	LOC120447912|XP_039485500.1|DSAN	LOC118512078|XP_035911910.1|ASTE
OG0006639	LOC120443774|XP_039479011.1|DSAN	LOC118512051|XP_035911787.1|ASTE
OG0006640	LOC120445974|XP_039482643.1|DSAN	LOC118512088|XP_035911944.1|ASTE
OG0006641	LOC120443778|XP_039479035.1|DSAN	LOC118512081|XP_035911930.1|ASTE
OG0006642	LOC120446169|XP_039482933.1|DSAN	LOC118512055|XP_035911799.1|ASTE
OG0006643	LOC120446317|XP_039483167.1|DSAN	LOC118512118|XP_035911987.1|ASTE
OG0006644	LOC120448859|XP_039487003.1|DSAN	LOC118504421|XP_035894750.1|ASTE
OG0006645	LOC120444332|XP_039479821.1|DSAN	LOC118513602|XP_035915532.1|ASTE
OG0006646	LOC120444661|XP_039480437.1|DSAN	LOC118513607|XP_035915541.1|ASTE
OG0006647	LOC120445219|XP_039481409.1|DSAN	LOC118508868|XP_035904549.1|ASTE
OG0006648	LOC120448576|XP_039486578.1|DSAN	LOC118512216|XP_035912224.1|ASTE
OG0006649	LOC120444982|XP_039480943.1|DSAN	LOC118508909|XP_035904663.1|ASTE
OG0006650	LOC120458622|XP_039502270.1|DSAN	LOC118514493|XP_035917309.1|ASTE
OG0006651	LOC120450157|XP_039488935.1|DSAN	LOC118509596|XP_035906271.1|ASTE
OG0006652	LOC120449541|XP_039487998.1|DSAN	LOC118509597|XP_035906280.1|ASTE
OG0006653	LOC120450068|XP_039488775.1|DSAN	LOC118513075|XP_035914318.1|ASTE
OG0006654	LOC120449804|XP_039488383.1|DSAN	LOC118513086|XP_035914348.1|ASTE
OG0006655	LOC120449943|XP_039488578.1|DSAN	LOC118509820|XP_035906874.1|ASTE
OG0006656	LOC120448022|XP_039485693.1|DSAN	LOC118509835|XP_035906919.1|ASTE
OG0006657	LOC120444415|XP_039479975.1|DSAN	LOC118509105|XP_035905165.1|ASTE
OG0006658	LOC120450237|XP_039489050.1|DSAN	LOC118513031|XP_035914201.1|ASTE
OG0006659	LOC120448512|XP_039486481.1|DSAN	LOC118513035|XP_035914205.1|ASTE
OG0006660	LOC120448948|XP_039487127.1|DSAN	LOC118514461|XP_035917271.1|ASTE
OG0006661	LOC120449268|XP_039487585.1|DSAN	LOC118513009|XP_035914172.1|ASTE
OG0006662	LOC120458237|XP_039501755.1|DSAN	LOC118504687|XP_035895394.1|ASTE
OG0006663	LOC120448913|XP_039487071.1|DSAN	LOC118510885|XP_035909158.1|ASTE
OG0006664	LOC120453742|XP_039494509.1|DSAN	LOC118511373|XP_035910260.1|ASTE
OG0006665	LOC120450146|XP_039488910.1|DSAN	LOC118511370|XP_035910257.1|ASTE
OG0006666	LOC120444414|XP_039479974.1|DSAN	LOC118512960|XP_035914079.1|ASTE
OG0006667	LOC120448401|XP_039486325.1|DSAN	LOC118512176|XP_035912155.1|ASTE
OG0006668	LOC120458207|XP_039501718.1|DSAN	LOC118512988|XP_035914136.1|ASTE
OG0006669	LOC120450017|XP_039488674.1|DSAN	LOC118512981|XP_035914127.1|ASTE
OG0006670	LOC120449829|XP_039488412.1|DSAN	LOC118512992|XP_035914141.1|ASTE
OG0006671	LOC120447740|XP_039485220.1|DSAN	LOC118512979|XP_035914117.1|ASTE
OG0006672	LOC120449387|XP_039487759.1|DSAN	LOC118512977|XP_035914103.1|ASTE
OG0006673	LOC120449234|XP_039487541.1|DSAN	LOC118513241|XP_035914690.1|ASTE
OG0006674	LOC120448421|XP_039486354.1|DSAN	LOC118516855|XP_035918609.1|ASTE, LOC118510503|XP_035908301.1|ASTE
OG0006675	LOC120447640|XP_039485082.1|DSAN	LOC118513239|XP_035914687.1|ASTE
OG0006676	LOC120449641|XP_039488168.1|DSAN	LOC118510492|XP_035908277.1|ASTE
OG0006677	LOC120448324|XP_039486207.1|DSAN	LOC118510486|XP_035908260.1|ASTE
OG0006678	LOC120450454|XP_039489408.1|DSAN	LOC118503767|XP_035893329.1|ASTE
OG0006679	LOC120449303|XP_039487629.1|DSAN	LOC118514266|XP_035916878.1|ASTE
OG0006680	LOC120451904|XP_039491847.1|DSAN	LOC118514462|XP_035917272.1|ASTE
OG0006681	LOC120447739|XP_039485217.1|DSAN	LOC118510570|XP_035908452.1|ASTE
OG0006682	LOC120448599|XP_039486634.1|DSAN	LOC118510539|XP_035908389.1|ASTE
OG0006683	LOC120447924|XP_039485517.1|DSAN	LOC118510541|XP_035908394.1|ASTE
OG0006684	LOC120448323|XP_039486206.1|DSAN	LOC118512027|XP_035911708.1|ASTE
OG0006685	LOC120447233|XP_039484696.1|DSAN	LOC118510138|XP_035907512.1|ASTE
OG0006686	LOC120450372|XP_039489290.1|DSAN	LOC118514490|XP_035917306.1|ASTE
OG0006687	LOC120456716|XP_039499632.1|DSAN	LOC118512203|XP_035912206.1|ASTE
OG0006688	LOC120448143|XP_039485902.1|DSAN	LOC118510519|XP_035908346.1|ASTE
OG0006689	LOC120450423|XP_039489365.1|DSAN	LOC118510528|XP_035908365.1|ASTE
OG0006690	LOC120451343|XP_039490855.1|DSAN	LOC118512136|XP_035912039.1|ASTE
OG0006691	LOC120447791|XP_039485285.1|DSAN	LOC118512153|XP_035912086.1|ASTE
OG0006692	LOC120450422|XP_039489364.1|DSAN	LOC118512152|XP_035912085.1|ASTE
OG0006693	LOC120450163|XP_039488942.1|DSAN	LOC118512149|XP_035912078.1|ASTE
OG0006694	LOC120455546|XP_039497819.1|DSAN	LOC118512161|XP_035912109.1|ASTE
OG0006695	LOC120449529|XP_039487982.1|DSAN	LOC118514322|XP_035916999.1|ASTE
OG0006696	LOC120444015|XP_039479431.1|DSAN	LOC118509123|XP_035905203.1|ASTE
OG0006697	LOC120449112|XP_039487355.1|DSAN	LOC118510453|XP_035908163.1|ASTE
OG0006698	LOC120448282|XP_039486145.1|DSAN	LOC118510458|XP_035908182.1|ASTE
OG0006699	LOC120449063|XP_039487294.1|DSAN	LOC118512678|XP_035913353.1|ASTE
OG0006700	LOC120448236|XP_039486074.1|DSAN	LOC118512688|XP_035913372.1|ASTE
OG0006701	LOC120446088|XP_039482811.1|DSAN	LOC118513479|XP_035915170.1|ASTE
OG0006702	LOC120449320|XP_039487651.1|DSAN	LOC118512751|XP_035913531.1|ASTE
OG0006703	LOC120448610|XP_039486654.1|DSAN	LOC118513095|XP_035914389.1|ASTE
OG0006704	LOC120448616|XP_039486663.1|DSAN	LOC118513109|XP_035914402.1|ASTE
OG0006705	LOC120444554|XP_039480241.1|DSAN	LOC118513041|XP_035914226.1|ASTE
OG0006706	LOC120445166|XP_039481278.1|DSAN	LOC118513043|XP_035914228.1|ASTE
OG0006707	LOC120445431|XP_039481794.1|DSAN	LOC118510275|XP_035907782.1|ASTE
OG0006708	LOC120455091|XP_039496898.1|DSAN	LOC118510276|XP_035907783.1|ASTE
OG0006709	LOC120457143|XP_039500345.1|DSAN	LOC118509483|XP_035906028.1|ASTE
OG0006710	LOC120448713|XP_039486810.1|DSAN	LOC118509505|XP_035906055.1|ASTE
OG0006711	LOC120448710|XP_039486805.1|DSAN	LOC118509506|XP_035906066.1|ASTE
OG0006712	LOC120450606|XP_039489666.1|DSAN	LOC118509509|XP_035906068.1|ASTE
OG0006713	LOC120449092|XP_039487333.1|DSAN	LOC118509927|XP_035907149.1|ASTE
OG0006714	LOC120449392|XP_039487769.1|DSAN	LOC118509925|XP_035907147.1|ASTE
OG0006715	LOC120448711|XP_039486807.1|DSAN	LOC118509937|XP_035907161.1|ASTE
OG0006716	LOC120458159|XP_039501647.1|DSAN	LOC118509936|XP_035907160.1|ASTE
OG0006717	LOC120448317|XP_039486199.1|DSAN	LOC118509941|XP_035907166.1|ASTE
OG0006718	LOC120448321|XP_039486202.1|DSAN	LOC118509944|XP_035907169.1|ASTE
OG0006719	LOC120450103|XP_039488832.1|DSAN	LOC118509533|XP_035906146.1|ASTE
OG0006720	LOC120448885|XP_039487035.1|DSAN	LOC118509530|XP_035906143.1|ASTE
OG0006721	LOC120448602|XP_039486638.1|DSAN	LOC118510321|XP_035907858.1|ASTE
OG0006722	LOC120449902|XP_039488527.1|DSAN	LOC118514246|XP_035916852.1|ASTE
OG0006723	LOC120458446|XP_039502029.1|DSAN	LOC118511214|XP_035909901.1|ASTE
OG0006724	LOC120452247|XP_039492308.1|DSAN	LOC118510162|XP_035907563.1|ASTE
OG0006725	LOC120454407|XP_039495602.1|DSAN	LOC118510159|XP_035907560.1|ASTE
OG0006726	LOC120452203|XP_039492256.1|DSAN	LOC118510160|XP_035907561.1|ASTE
OG0006727	LOC120454404|XP_039495599.1|DSAN	LOC118510154|XP_035907551.1|ASTE
OG0006728	LOC120453630|XP_039494356.1|DSAN	LOC118511547|XP_035910648.1|ASTE
OG0006729	LOC120444642|XP_039480400.1|DSAN	LOC118509767|XP_035906795.1|ASTE
OG0006730	LOC120444640|XP_039480398.1|DSAN	LOC118509731|XP_035906748.1|ASTE
OG0006731	LOC120444713|XP_039480528.1|DSAN	LOC118510407|XP_035908053.1|ASTE
OG0006732	LOC120448727|XP_039486833.1|DSAN	LOC118509595|XP_035906270.1|ASTE
OG0006733	LOC120449885|XP_039488496.1|DSAN	LOC118510363|XP_035907964.1|ASTE
OG0006734	LOC120448025|XP_039485700.1|DSAN	LOC118510377|XP_035907999.1|ASTE
OG0006735	LOC120448197|XP_039485997.1|DSAN	LOC118510342|XP_035907905.1|ASTE
OG0006736	LOC120449236|XP_039487543.1|DSAN	LOC118510421|XP_035908087.1|ASTE
OG0006737	LOC120449801|XP_039488380.1|DSAN	LOC118509760|XP_035906784.1|ASTE
OG0006738	LOC120444532|XP_039480213.1|DSAN	LOC118509703|XP_035906674.1|ASTE
OG0006739	LOC120450034|XP_039488719.1|DSAN	LOC118509712|XP_035906689.1|ASTE
OG0006740	LOC120450247|XP_039489069.1|DSAN	LOC118509710|XP_035906687.1|ASTE
OG0006741	LOC120450246|XP_039489067.1|DSAN	LOC118512874|XP_035913860.1|ASTE
OG0006742	LOC120454706|XP_039496177.1|DSAN	LOC118511434|XP_035910418.1|ASTE
OG0006743	LOC120451350|XP_039490903.1|DSAN	LOC118512835|XP_035913779.1|ASTE
OG0006744	LOC120450559|XP_039489601.1|DSAN	LOC118512316|XP_035912462.1|ASTE
OG0006745	LOC120450910|XP_039490097.1|DSAN	LOC118512635|XP_035913224.1|ASTE
OG0006746	LOC120448447|XP_039486395.1|DSAN	LOC118509444|XP_035905945.1|ASTE
OG0006747	LOC120448720|XP_039486824.1|DSAN	LOC118510330|XP_035907877.1|ASTE
OG0006748	LOC120457206|XP_039500507.1|DSAN	LOC118509639|XP_035906439.1|ASTE
OG0006749	LOC120448222|XP_039486046.1|DSAN	LOC118512792|XP_035913605.1|ASTE
OG0006750	LOC120457391|XP_039500884.1|DSAN	LOC118512795|XP_035913611.1|ASTE
OG0006752	LOC120448258|XP_039486109.1|DSAN	LOC118509205|XP_035905371.1|ASTE
OG0006753	LOC120448873|XP_039487021.1|DSAN	LOC118509852|XP_035906946.1|ASTE
OG0006754	LOC120450369|XP_039489286.1|DSAN	LOC118514450|XP_035917259.1|ASTE
OG0006755	LOC120449826|XP_039488406.1|DSAN	LOC118512804|XP_035913637.1|ASTE
OG0006756	LOC120449356|XP_039487703.1|DSAN	LOC118514371|XP_035917121.1|ASTE
OG0006757	LOC120449357|XP_039487704.1|DSAN	LOC118514410|XP_035917184.1|ASTE
OG0006758	LOC120447681|XP_039485142.1|DSAN	LOC118514397|XP_035917171.1|ASTE
OG0006759	LOC120447680|XP_039485141.1|DSAN	LOC118514363|XP_035917093.1|ASTE
OG0006760	LOC120448359|XP_039486261.1|DSAN	LOC118514368|XP_035917116.1|ASTE
OG0006761	LOC120451208|XP_039490614.1|DSAN	LOC118512883|XP_035913878.1|ASTE
OG0006762	LOC120455252|XP_039497183.1|DSAN	LOC118514254|XP_035916861.1|ASTE
OG0006763	LOC120444907|XP_039480833.1|DSAN	LOC118510234|XP_035907692.1|ASTE
OG0006764	LOC120445369|XP_039481676.1|DSAN	LOC118510230|XP_035907689.1|ASTE
OG0006765	LOC120444908|XP_039480834.1|DSAN	LOC118510232|XP_035907691.1|ASTE
OG0006766	LOC120447905|XP_039485484.1|DSAN	LOC118510227|XP_035907686.1|ASTE
OG0006767	LOC120448479|XP_039486442.1|DSAN	LOC118514404|XP_035917178.1|ASTE
OG0006768	LOC120448477|XP_039486436.1|DSAN	LOC118514375|XP_035917130.1|ASTE
OG0006769	LOC120448478|XP_039486441.1|DSAN	LOC118514386|XP_035917157.1|ASTE
OG0006770	LOC120447925|XP_039485518.1|DSAN	LOC118511392|XP_035910315.1|ASTE
OG0006771	LOC120457222|XP_039500527.1|DSAN	LOC118509788|XP_035906825.1|ASTE
OG0006772	LOC120458350|XP_039501905.1|DSAN	LOC118513077|XP_035914333.1|ASTE
OG0006773	LOC120450263|XP_039489088.1|DSAN	LOC118509616|XP_035906335.1|ASTE
OG0006774	LOC120450520|XP_039489529.1|DSAN	LOC118509635|XP_035906427.1|ASTE
OG0006775	LOC120450343|XP_039489252.1|DSAN	LOC118513072|XP_035914315.1|ASTE
OG0006776	LOC120448877|XP_039487026.1|DSAN	LOC118513066|XP_035914307.1|ASTE
OG0006777	LOC120450352|XP_039489262.1|DSAN	LOC118513070|XP_035914313.1|ASTE
OG0006778	LOC120449892|XP_039488507.1|DSAN	LOC118513067|XP_035914308.1|ASTE
OG0006779	LOC120449737|XP_039488302.1|DSAN	LOC118513056|XP_035914271.1|ASTE
OG0006780	LOC120448334|XP_039486222.1|DSAN	LOC118513055|XP_035914262.1|ASTE
OG0006781	LOC120448077|XP_039485782.1|DSAN	LOC118513051|XP_035914247.1|ASTE
OG0006782	LOC120450421|XP_039489361.1|DSAN	LOC118513052|XP_035914252.1|ASTE
OG0006783	LOC120447179|XP_039484579.1|DSAN	LOC118512675|XP_035913336.1|ASTE
OG0006784	LOC120447535|XP_039484906.1|DSAN	LOC118513047|XP_035914234.1|ASTE
OG0006785	LOC120445005|XP_039480988.1|DSAN	LOC118513048|XP_035914244.1|ASTE
OG0006786	LOC120445798|XP_039482343.1|DSAN	LOC118511543|XP_035910643.1|ASTE
OG0006787	LOC120448441|XP_039486386.1|DSAN	LOC118509344|XP_035905750.1|ASTE
OG0006788	LOC120448442|XP_039486388.1|DSAN	LOC118509349|XP_035905760.1|ASTE
OG0006789	LOC120455064|XP_039496850.1|DSAN	LOC118509521|XP_035906119.1|ASTE
OG0006790	LOC120448120|XP_039485866.1|DSAN	LOC118509522|XP_035906121.1|ASTE
OG0006791	LOC120448937|XP_039487108.1|DSAN	LOC118514351|XP_035917066.1|ASTE
OG0006792	LOC120447509|XP_039484854.1|DSAN	LOC118512295|XP_035912417.1|ASTE
OG0006793	LOC120448866|XP_039487013.1|DSAN	LOC118512293|XP_035912413.1|ASTE
OG0006794	LOC120443957|XP_039479347.1|DSAN	LOC118512287|XP_035912403.1|ASTE
OG0006795	LOC120447773|XP_039485259.1|DSAN	LOC118512845|XP_035913801.1|ASTE
OG0006796	LOC120449395|XP_039487772.1|DSAN	LOC118512860|XP_035913837.1|ASTE
OG0006797	LOC120444135|XP_039479635.1|DSAN	LOC118512859|XP_035913835.1|ASTE
OG0006798	LOC120450308|XP_039489195.1|DSAN	LOC118512270|XP_035912352.1|ASTE, LOC118517161|XP_035918934.1|ASTE
OG0006799	LOC120450216|XP_039489025.1|DSAN	LOC118512879|XP_035913865.1|ASTE
OG0006800	LOC120447658|XP_039485106.1|DSAN	LOC118512814|XP_035913664.1|ASTE
OG0006801	LOC120456311|XP_039498998.1|DSAN	LOC118510443|XP_035908134.1|ASTE
OG0006802	LOC120445205|XP_039481377.1|DSAN	LOC118510440|XP_035908127.1|ASTE
OG0006803	LOC120457809|XP_039501240.1|DSAN	LOC118509816|XP_035906861.1|ASTE
OG0006804	LOC120447728|XP_039485203.1|DSAN	LOC118509345|XP_035905753.1|ASTE
OG0006805	LOC120445078|XP_039481138.1|DSAN	LOC118509342|XP_035905747.1|ASTE
OG0006806	LOC120447936|XP_039485535.1|DSAN	LOC118511385|XP_035910285.1|ASTE
OG0006807	LOC120449062|XP_039487291.1|DSAN	LOC118514181|XP_035916748.1|ASTE
OG0006808	LOC120445513|XP_039481908.1|DSAN	LOC118514178|XP_035916741.1|ASTE
OG0006809	LOC120448497|XP_039486462.1|DSAN	LOC118513187|XP_035914554.1|ASTE
OG0006810	LOC120447982|XP_039485611.1|DSAN	LOC118513185|XP_035914546.1|ASTE
OG0006811	LOC120454065|XP_039495008.1|DSAN	LOC118513194|XP_035914575.1|ASTE
OG0006812	LOC120448592|XP_039486609.1|DSAN	LOC118509672|XP_035906565.1|ASTE
OG0006813	LOC120454570|XP_039495902.1|DSAN	LOC118509753|XP_035906777.1|ASTE
OG0006814	LOC120447617|XP_039485044.1|DSAN	LOC118510304|XP_035907826.1|ASTE
OG0006815	LOC120448666|XP_039486735.1|DSAN	LOC118512302|XP_035912425.1|ASTE
OG0006816	LOC120448075|XP_039485780.1|DSAN	LOC118512300|XP_035912424.1|ASTE
OG0006817	LOC120447609|XP_039485016.1|DSAN	LOC118509370|XP_035905795.1|ASTE
OG0006818	LOC120449701|XP_039488250.1|DSAN	LOC118509369|XP_035905788.1|ASTE
OG0006819	LOC120448086|XP_039485813.1|DSAN	LOC118516346|XP_035918051.1|ASTE, LOC118511358|XP_035910212.1|ASTE
OG0006820	LOC120450056|XP_039488747.1|DSAN	LOC118516349|XP_035918059.1|ASTE, LOC118511363|XP_035910217.1|ASTE
OG0006821	LOC120447120|XP_039484488.1|DSAN	LOC118517721|XP_035920062.1|ASTE
OG0006822	LOC120444895|XP_039480816.1|DSAN	LOC118517332|XP_035919207.1|ASTE, LOC118509390|XP_035905828.1|ASTE
OG0006823	LOC120449923|XP_039488550.1|DSAN	LOC118514234|XP_035916831.1|ASTE
OG0006824	LOC120449751|XP_039488319.1|DSAN	LOC118514245|XP_035916850.1|ASTE
OG0006825	LOC120448998|XP_039487200.1|DSAN	LOC118509407|XP_035905865.1|ASTE
OG0006826	LOC120449505|XP_039487940.1|DSAN	LOC118509823|XP_035906878.1|ASTE
OG0006827	LOC120452741|XP_039493051.1|DSAN	LOC118511279|XP_035910066.1|ASTE
OG0006828	LOC120458874|XP_039502645.1|DSAN	LOC118511289|XP_035910088.1|ASTE
OG0006829	LOC120449159|XP_039487433.1|DSAN	LOC118514389|XP_035917159.1|ASTE
OG0006830	LOC120450469|XP_039489442.1|DSAN	LOC118514372|XP_035917124.1|ASTE
OG0006831	LOC120449528|XP_039487979.1|DSAN	LOC118508853|XP_035904499.1|ASTE
OG0006832	LOC120449093|XP_039487334.1|DSAN	LOC118509474|XP_035906002.1|ASTE
OG0006833	LOC120450573|XP_039489623.1|DSAN	LOC118509478|XP_035906011.1|ASTE
OG0006834	LOC120453893|XP_039494744.1|DSAN	LOC118510269|XP_035907763.1|ASTE
OG0006835	LOC120448369|XP_039486272.1|DSAN	LOC118510264|XP_035907751.1|ASTE
OG0006836	LOC120450007|XP_039488655.1|DSAN	LOC118510263|XP_035907747.1|ASTE
OG0006837	LOC120448779|XP_039486902.1|DSAN	LOC118509447|XP_035905954.1|ASTE
OG0006838	LOC120449293|XP_039487616.1|DSAN	LOC118509445|XP_035905952.1|ASTE
OG0006839	LOC120449070|XP_039487302.1|DSAN	LOC118509397|XP_035905845.1|ASTE
OG0006840	LOC120448793|XP_039486921.1|DSAN	LOC118510587|XP_035908479.1|ASTE
OG0006841	LOC120448210|XP_039486022.1|DSAN	LOC118509236|XP_035905438.1|ASTE
OG0006842	LOC120449425|XP_039487820.1|DSAN	LOC118511816|XP_035911249.1|ASTE
OG0006843	LOC120456388|XP_039499149.1|DSAN	LOC118511828|XP_035911265.1|ASTE
OG0006844	LOC120453308|XP_039493898.1|DSAN	LOC118511827|XP_035911264.1|ASTE
OG0006845	LOC120450347|XP_039489256.1|DSAN	LOC118510370|XP_035907987.1|ASTE
OG0006846	LOC120449571|XP_039488059.1|DSAN	LOC118510351|XP_035907942.1|ASTE
OG0006847	LOC120448679|XP_039486752.1|DSAN	LOC118510376|XP_035907998.1|ASTE
OG0006848	LOC120445357|XP_039481636.1|DSAN	LOC118511341|XP_035910181.1|ASTE
OG0006849	LOC120448218|XP_039486042.1|DSAN	LOC118513147|XP_035914479.1|ASTE
OG0006850	LOC120448764|XP_039486884.1|DSAN	LOC118513149|XP_035914483.1|ASTE
OG0006851	LOC120449120|XP_039487364.1|DSAN	LOC118513148|XP_035914481.1|ASTE
OG0006852	LOC120443707|XP_039478880.1|DSAN	LOC118513186|XP_035914551.1|ASTE
OG0006853	LOC120449128|XP_039487375.1|DSAN	LOC118511414|XP_035910367.1|ASTE
OG0006854	LOC120455293|XP_039497310.1|DSAN	LOC118512908|XP_035913940.1|ASTE
OG0006855	LOC120448985|XP_039487185.1|DSAN	LOC118509797|XP_035906827.1|ASTE
OG0006856	LOC120447020|XP_039484273.1|DSAN	LOC118509692|XP_035906645.1|ASTE
OG0006857	LOC120458764|XP_039502473.1|DSAN	LOC118509630|XP_035906407.1|ASTE
OG0006858	LOC120447929|XP_039485521.1|DSAN	LOC118509634|XP_035906419.1|ASTE
OG0006859	LOC120446795|XP_039483889.1|DSAN	LOC118511997|XP_035911633.1|ASTE
OG0006860	LOC120445395|XP_039481740.1|DSAN	LOC118512012|XP_035911675.1|ASTE
OG0006861	LOC120444954|XP_039480893.1|DSAN	LOC118511946|XP_035911544.1|ASTE
OG0006862	LOC120449209|XP_039487508.1|DSAN	LOC118509696|XP_035906657.1|ASTE, LOC118509695|XP_035906656.1|ASTE
OG0006863	LOC120455238|XP_039497149.1|DSAN	LOC118513906|XP_035916124.1|ASTE
OG0006864	LOC120445234|XP_039481428.1|DSAN	LOC118512892|XP_035913889.1|ASTE
OG0006865	LOC120452852|XP_039493226.1|DSAN	LOC118511937|XP_035911520.1|ASTE
OG0006866	LOC120445621|XP_039482068.1|DSAN	LOC118511973|XP_035911603.1|ASTE
OG0006867	LOC120447220|XP_039484673.1|DSAN	LOC118511950|XP_035911554.1|ASTE
OG0006868	LOC120447218|XP_039484670.1|DSAN	LOC118511939|XP_035911529.1|ASTE
OG0006869	LOC120446996|XP_039484231.1|DSAN	LOC118511984|XP_035911617.1|ASTE
OG0006870	LOC120445804|XP_039482351.1|DSAN	LOC118512250|XP_035912286.1|ASTE
OG0006871	LOC120443931|XP_039479311.1|DSAN	LOC118512239|XP_035912272.1|ASTE
OG0006872	LOC120458151|XP_039501631.1|DSAN	LOC118512236|XP_035912263.1|ASTE
OG0006873	LOC120445043|XP_039481086.1|DSAN	LOC118511964|XP_035911584.1|ASTE
OG0006874	LOC120444438|XP_039480030.1|DSAN, LOC120457536|XP_039501016.1|DSAN	LOC118505056|XP_035896226.1|ASTE
OG0006875	LOC120446583|XP_039483539.1|DSAN	LOC118504532|XP_035894970.1|ASTE
OG0006876	LOC120446794|XP_039483885.1|DSAN	LOC118505031|XP_035896140.1|ASTE
OG0006877	LOC120453105|XP_039493576.1|DSAN	LOC118505090|XP_035896281.1|ASTE
OG0006878	LOC120443770|XP_039478998.1|DSAN	LOC118512253|XP_035912299.1|ASTE
OG0006879	LOC120445443|XP_039481812.1|DSAN	LOC118512265|XP_035912338.1|ASTE
OG0006880	LOC120445459|XP_039481841.1|DSAN	LOC118517344|XP_035919227.1|ASTE, LOC118511190|XP_035909853.1|ASTE
OG0006882	LOC120444641|XP_039480399.1|DSAN	LOC118508976|XP_035904849.1|ASTE
OG0006883	LOC120445817|XP_039482364.1|DSAN	LOC118511745|XP_035911096.1|ASTE
OG0006884	LOC120455792|XP_039498187.1|DSAN	LOC118511741|XP_035911083.1|ASTE
OG0006885	LOC120449192|XP_039487484.1|DSAN	LOC118511734|XP_035911073.1|ASTE
OG0006886	LOC120451199|XP_039490584.1|DSAN	LOC118511916|XP_035911446.1|ASTE
OG0006887	LOC120456379|XP_039499134.1|DSAN	LOC118513847|XP_035916022.1|ASTE
OG0006888	LOC120446476|XP_039483416.1|DSAN	LOC118513855|XP_035916042.1|ASTE
OG0006889	LOC120446281|XP_039483101.1|DSAN	LOC118513848|XP_035916026.1|ASTE
OG0006890	LOC120458197|XP_039501704.1|DSAN	LOC118512210|XP_035912216.1|ASTE
OG0006891	LOC120458293|XP_039501826.1|DSAN	LOC118511226|XP_035909954.1|ASTE
OG0006892	LOC120458135|XP_039501612.1|DSAN	LOC118512212|XP_035912220.1|ASTE
OG0006893	LOC120458303|XP_039501837.1|DSAN	LOC118511228|XP_035909956.1|ASTE
OG0006894	LOC120458301|XP_039501834.1|DSAN	LOC118511225|XP_035909943.1|ASTE
OG0006895	LOC120455040|XP_039496822.1|DSAN	LOC118513309|XP_035914785.1|ASTE
OG0006896	LOC120458678|XP_039502349.1|DSAN	LOC118512029|XP_035911713.1|ASTE
OG0006897	LOC120446067|XP_039482780.1|DSAN	LOC118510565|XP_035908446.1|ASTE
OG0006898	LOC120444695|XP_039480495.1|DSAN	LOC118508930|XP_035904731.1|ASTE
OG0006899	LOC120456029|XP_039498535.1|DSAN	LOC118511094|XP_035909690.1|ASTE
OG0006900	LOC120457364|XP_039500829.1|DSAN	LOC118511128|XP_035909754.1|ASTE
OG0006901	LOC120457752|XP_039501188.1|DSAN	LOC118511115|XP_035909733.1|ASTE
OG0006902	LOC120456545|XP_039499358.1|DSAN	LOC118511631|XP_035910836.1|ASTE
OG0006903	LOC120451388|XP_039490985.1|DSAN	LOC118510628|XP_035908558.1|ASTE
OG0006904	LOC120454991|XP_039496725.1|DSAN	LOC118511808|XP_035911242.1|ASTE
OG0006905	LOC120445122|XP_039481203.1|DSAN	LOC118511051|XP_035909543.1|ASTE
OG0006906	LOC120446107|XP_039482835.1|DSAN	LOC118511041|XP_035909528.1|ASTE
OG0006907	LOC120457750|XP_039501183.1|DSAN	LOC118514514|XP_035917355.1|ASTE
OG0006908	LOC120457485|XP_039500974.1|DSAN	LOC118513533|XP_035915298.1|ASTE
OG0006909	LOC120456226|XP_039498849.1|DSAN	LOC118513530|XP_035915295.1|ASTE
OG0006910	LOC120443875|XP_039479193.1|DSAN	LOC118509051|XP_035905030.1|ASTE
OG0006911	LOC120456492|XP_039499291.1|DSAN	LOC118513981|XP_035916302.1|ASTE
OG0006912	LOC120445229|XP_039481421.1|DSAN	LOC118513914|XP_035916149.1|ASTE
OG0006913	LOC120458365|XP_039501914.1|DSAN	LOC118513946|XP_035916228.1|ASTE
OG0006914	LOC120447731|XP_039485209.1|DSAN	LOC118513964|XP_035916277.1|ASTE
OG0006915	LOC120443797|XP_039479061.1|DSAN	LOC118513931|XP_035916194.1|ASTE
OG0006916	LOC120444025|XP_039479460.1|DSAN	LOC118513918|XP_035916171.1|ASTE
OG0006917	LOC120444060|XP_039479500.1|DSAN	LOC118513656|XP_035915635.1|ASTE
OG0006918	LOC120458438|XP_039502015.1|DSAN	LOC118510584|XP_035908473.1|ASTE
OG0006919	LOC120445173|XP_039481305.1|DSAN	LOC118508029|XP_035903321.1|ASTE
OG0006920	LOC120458240|XP_039501762.1|DSAN	LOC118513559|XP_035915374.1|ASTE
OG0006921	LOC120443812|XP_039479086.1|DSAN	LOC118513550|XP_035915331.1|ASTE
