Orthogroup	DSAN.longest_only	CQUI.longest_only
OG0006795	LOC120447773|XP_039485259.1|DSAN	LOC6036212|XP_038120747.1|CQUI
OG0006796	LOC120449395|XP_039487772.1|DSAN	LOC6036211|XP_001846286.2|CQUI
OG0006797	LOC120444135|XP_039479635.1|DSAN	LOC6036209|XP_001846284.2|CQUI
OG0006798	LOC120450308|XP_039489195.1|DSAN	LOC119769261|XP_038117132.1|CQUI
OG0006799	LOC120450216|XP_039489025.1|DSAN	LOC6035613|XP_038115050.1|CQUI
OG0006800	LOC120447658|XP_039485106.1|DSAN	LOC6033538|XP_038117693.1|CQUI
OG0006801	LOC120456311|XP_039498998.1|DSAN	LOC6038397|XP_038119107.1|CQUI
OG0006802	LOC120445205|XP_039481377.1|DSAN	LOC6038388|XP_038116244.1|CQUI
OG0006803	LOC120457809|XP_039501240.1|DSAN	LOC6038387|XP_038116242.1|CQUI
OG0006804	LOC120447728|XP_039485203.1|DSAN	LOC6038247|XP_038118230.1|CQUI
OG0006805	LOC120445078|XP_039481138.1|DSAN	LOC6038246|XP_038118197.1|CQUI
OG0006806	LOC120447936|XP_039485535.1|DSAN	LOC6040606|XP_038117802.1|CQUI
OG0006807	LOC120449062|XP_039487291.1|DSAN	LOC6052497|XP_038118841.1|CQUI
OG0006808	LOC120445513|XP_039481908.1|DSAN	LOC6036429|XP_038119231.1|CQUI
OG0006809	LOC120448497|XP_039486462.1|DSAN	LOC6036406|XP_001846459.2|CQUI
OG0006810	LOC120447982|XP_039485611.1|DSAN	LOC6036405|XP_038118039.1|CQUI
OG0006811	LOC120454065|XP_039495008.1|DSAN	LOC6036530|XP_001846575.2|CQUI
OG0006812	LOC120448592|XP_039486609.1|DSAN	LOC6036524|XP_038119194.1|CQUI
OG0006813	LOC120454570|XP_039495902.1|DSAN	LOC6035468|XP_001845653.2|CQUI
OG0006814	LOC120447617|XP_039485044.1|DSAN	LOC6041977|XP_001851152.1|CQUI
OG0006815	LOC120448666|XP_039486735.1|DSAN	LOC6041966|XP_038114777.1|CQUI
OG0006816	LOC120448075|XP_039485780.1|DSAN	LOC6041011|XP_038115599.1|CQUI
OG0006817	LOC120447609|XP_039485016.1|DSAN	LOC6031303|XP_001842122.2|CQUI
OG0006818	LOC120449701|XP_039488250.1|DSAN	LOC6031304|XP_038120070.1|CQUI
OG0006820	LOC120450056|XP_039488747.1|DSAN	LOC6035588|XP_038116117.1|CQUI
OG0006821	LOC120447120|XP_039484488.1|DSAN	LOC6035604|XP_038118721.1|CQUI
OG0006822	LOC120444895|XP_039480816.1|DSAN	LOC6035607|XP_001845756.2|CQUI
OG0006823	LOC120449923|XP_039488550.1|DSAN	LOC6035610|XP_001845759.1|CQUI
OG0006824	LOC120449751|XP_039488319.1|DSAN	LOC6033570|XP_001843999.2|CQUI
OG0006825	LOC120448998|XP_039487200.1|DSAN	LOC6034611|XP_038121872.1|CQUI
OG0006826	LOC120449505|XP_039487940.1|DSAN	LOC6034604|XP_038121045.1|CQUI
OG0006827	LOC120452741|XP_039493051.1|DSAN	LOC119770263|XP_038120734.1|CQUI
OG0006828	LOC120458874|XP_039502645.1|DSAN	LOC6047256|XP_038119758.1|CQUI
OG0006829	LOC120449159|XP_039487433.1|DSAN	LOC6045945|XP_001863195.2|CQUI
OG0006830	LOC120450469|XP_039489442.1|DSAN	LOC6052507|XP_038115302.1|CQUI
OG0006831	LOC120449528|XP_039487979.1|DSAN	LOC6048143|XP_001865106.1|CQUI
OG0006832	LOC120449093|XP_039487334.1|DSAN	LOC6048134|XP_038114534.1|CQUI
OG0006833	LOC120450573|XP_039489623.1|DSAN	LOC6045372|XP_038120771.1|CQUI
OG0006834	LOC120453893|XP_039494744.1|DSAN	LOC6042322|XP_001851454.2|CQUI
OG0006835	LOC120448369|XP_039486272.1|DSAN	LOC6042325|XP_038115814.1|CQUI
OG0006836	LOC120450007|XP_039488655.1|DSAN	LOC6042329|XP_001851460.2|CQUI
OG0006837	LOC120448779|XP_039486902.1|DSAN	LOC6042343|XP_038117971.1|CQUI
OG0006838	LOC120449293|XP_039487616.1|DSAN	LOC6042339|XP_001851467.2|CQUI
OG0006839	LOC120449070|XP_039487302.1|DSAN	LOC6045504|XP_038114838.1|CQUI
OG0006840	LOC120448793|XP_039486921.1|DSAN	LOC6037180|XP_038115990.1|CQUI
OG0006841	LOC120448210|XP_039486022.1|DSAN	LOC6037155|XP_038120304.1|CQUI
OG0006842	LOC120449425|XP_039487820.1|DSAN	LOC6035492|XP_038114629.1|CQUI
OG0006843	LOC120456388|XP_039499149.1|DSAN	LOC119770078|XP_038120207.1|CQUI
OG0006844	LOC120453308|XP_039493898.1|DSAN	LOC6035475|XP_038120206.1|CQUI
OG0006845	LOC120450347|XP_039489256.1|DSAN	LOC6033452|XP_038119091.1|CQUI
OG0006846	LOC120449571|XP_039488059.1|DSAN	LOC6033441|XP_038120457.1|CQUI
OG0006847	LOC120448679|XP_039486752.1|DSAN	LOC6053413|XP_038117538.1|CQUI
OG0006848	LOC120445357|XP_039481636.1|DSAN	LOC6040122|XP_038118810.1|CQUI
OG0006849	LOC120448218|XP_039486042.1|DSAN	LOC6030835|XP_001841689.1|CQUI
OG0006850	LOC120448764|XP_039486884.1|DSAN	LOC6030825|XP_038115996.1|CQUI
OG0006851	LOC120449120|XP_039487364.1|DSAN	LOC119770449|XP_038121308.1|CQUI
OG0006852	LOC120443707|XP_039478880.1|DSAN	LOC6030854|XP_038121168.1|CQUI
OG0006853	LOC120449128|XP_039487375.1|DSAN	LOC6030884|XP_038121562.1|CQUI
OG0006858	LOC120447929|XP_039485521.1|DSAN	LOC119770216|XP_038120582.1|CQUI
OG0006859	LOC120446795|XP_039483889.1|DSAN	LOC6052621|XP_038115397.1|CQUI
OG0006860	LOC120445395|XP_039481740.1|DSAN	LOC6042899|XP_001853751.1|CQUI
OG0006861	LOC120444954|XP_039480893.1|DSAN	LOC6030956|XP_038119122.1|CQUI
OG0006862	LOC120449209|XP_039487508.1|DSAN	LOC6030935|XP_001841798.2|CQUI
OG0006863	LOC120455238|XP_039497149.1|DSAN	LOC6030894|XP_038121676.1|CQUI
OG0006867	LOC120447220|XP_039484673.1|DSAN	LOC6041243|XP_038114615.1|CQUI
OG0006870	LOC120445804|XP_039482351.1|DSAN	LOC6051051|XP_038119515.1|CQUI
OG0006871	LOC120443931|XP_039479311.1|DSAN	LOC119770344|XP_038120954.1|CQUI
OG0006872	LOC120458151|XP_039501631.1|DSAN	LOC6040441|XP_001849831.2|CQUI
OG0006873	LOC120445043|XP_039481086.1|DSAN	LOC6046101|XP_038121819.1|CQUI
OG0006875	LOC120446583|XP_039483539.1|DSAN	LOC6042596|XP_038108009.1|CQUI
OG0006876	LOC120446794|XP_039483885.1|DSAN	LOC6052361|XP_038113421.1|CQUI
OG0006877	LOC120453105|XP_039493576.1|DSAN	LOC6041418|XP_001850680.1|CQUI
OG0006878	LOC120443770|XP_039478998.1|DSAN	LOC6041409|XP_038108999.1|CQUI
OG0006879	LOC120445443|XP_039481812.1|DSAN	LOC6041400|XP_038111481.1|CQUI
OG0006881	LOC120456806|XP_039499781.1|DSAN	LOC6031728|XP_038111585.1|CQUI
OG0006882	LOC120444641|XP_039480399.1|DSAN	LOC6032453|XP_001843049.1|CQUI
OG0006883	LOC120445817|XP_039482364.1|DSAN	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI
OG0006884	LOC120455792|XP_039498187.1|DSAN	LOC6038604|XP_038111434.1|CQUI
OG0006885	LOC120449192|XP_039487484.1|DSAN	LOC6038598|XP_038106822.1|CQUI
OG0006886	LOC120451199|XP_039490584.1|DSAN	LOC6032071|XP_001842737.2|CQUI
OG0006887	LOC120456379|XP_039499134.1|DSAN	LOC6034113|XP_038108628.1|CQUI
OG0006888	LOC120446476|XP_039483416.1|DSAN	LOC6034116|XP_001844484.1|CQUI
OG0006889	LOC120446281|XP_039483101.1|DSAN	LOC6034115|XP_001844483.1|CQUI
OG0006890	LOC120458197|XP_039501704.1|DSAN	LOC6034125|XP_038110469.1|CQUI
OG0006891	LOC120458293|XP_039501826.1|DSAN	LOC6034124|XP_038110470.1|CQUI
OG0006892	LOC120458135|XP_039501612.1|DSAN	LOC6034129|XP_038110760.1|CQUI
OG0006893	LOC120458303|XP_039501837.1|DSAN	LOC6034130|XP_038106685.1|CQUI
OG0006894	LOC120458301|XP_039501834.1|DSAN	LOC6034131|XP_038113511.1|CQUI
OG0006895	LOC120455040|XP_039496822.1|DSAN	LOC6037885|XP_038108826.1|CQUI
OG0006896	LOC120458678|XP_039502349.1|DSAN	LOC6037886|XP_038109922.1|CQUI
OG0006897	LOC120446067|XP_039482780.1|DSAN	LOC6037893|XP_038112379.1|CQUI
OG0006898	LOC120444695|XP_039480495.1|DSAN	LOC6036689|XP_001846695.1|CQUI
OG0006899	LOC120456029|XP_039498535.1|DSAN	LOC6046041|XP_001863299.2|CQUI
OG0006900	LOC120457364|XP_039500829.1|DSAN	LOC6034160|XP_001844516.1|CQUI
OG0006901	LOC120457752|XP_039501188.1|DSAN	LOC6043211|XP_001857580.1|CQUI
OG0006902	LOC120456545|XP_039499358.1|DSAN	LOC6032925|XP_001843445.1|CQUI
OG0006903	LOC120451388|XP_039490985.1|DSAN	LOC6032938|XP_001843458.2|CQUI
OG0006904	LOC120454991|XP_039496725.1|DSAN	LOC6032965|XP_038114363.1|CQUI
OG0006905	LOC120445122|XP_039481203.1|DSAN	LOC6045160|XP_038106430.1|CQUI
OG0006906	LOC120446107|XP_039482835.1|DSAN	LOC6045155|XP_038112307.1|CQUI
OG0006907	LOC120457750|XP_039501183.1|DSAN	LOC6041618|XP_038107142.1|CQUI
OG0006908	LOC120457485|XP_039500974.1|DSAN	LOC6041629|XP_001850859.2|CQUI
OG0006909	LOC120456226|XP_039498849.1|DSAN	LOC6041630|XP_001850860.2|CQUI
OG0006910	LOC120443875|XP_039479193.1|DSAN	LOC6041631|XP_001850861.1|CQUI
OG0006911	LOC120456492|XP_039499291.1|DSAN	LOC6050508|XP_038110868.1|CQUI
OG0006912	LOC120445229|XP_039481421.1|DSAN	LOC6031318|XP_038111414.1|CQUI
OG0006913	LOC120458365|XP_039501914.1|DSAN	LOC6031321|XP_038111422.1|CQUI
OG0006914	LOC120447731|XP_039485209.1|DSAN	LOC6031322|XP_001842137.2|CQUI
OG0006915	LOC120443797|XP_039479061.1|DSAN	LOC6051866|XP_001842141.2|CQUI
OG0006916	LOC120444025|XP_039479460.1|DSAN	LOC6031333|XP_038109253.1|CQUI
OG0006917	LOC120444060|XP_039479500.1|DSAN	LOC6031339|XP_038110075.1|CQUI
OG0006918	LOC120458438|XP_039502015.1|DSAN	LOC6031341|XP_001842154.1|CQUI
OG0006919	LOC120445173|XP_039481305.1|DSAN	LOC6032405|XP_038112655.1|CQUI
OG0006920	LOC120458240|XP_039501762.1|DSAN	LOC6041505|XP_038111324.1|CQUI
OG0006921	LOC120443812|XP_039479086.1|DSAN	LOC6037080|XP_001847031.2|CQUI
OG0006922	LOC120444951|XP_039480894.1|DSAN	LOC6053632|XP_038111298.1|CQUI
OG0006923	LOC120445126|XP_039481212.1|DSAN	LOC6053636|XP_001869685.2|CQUI
OG0006924	LOC120458185|XP_039501687.1|DSAN	LOC6043310|XP_001870925.1|CQUI
OG0006925	LOC120453564|XP_039494251.1|DSAN	LOC6043312|XP_001870927.1|CQUI
OG0006926	LOC120452526|XP_039492726.1|DSAN	LOC6036356|XP_038109987.1|CQUI
OG0006927	LOC120457294|XP_039500704.1|DSAN	LOC6036353|XP_038112666.1|CQUI
OG0006928	LOC120450340|XP_039489250.1|DSAN	LOC6031385|XP_038111938.1|CQUI
OG0006929	LOC120448136|XP_039485892.1|DSAN	LOC6037374|XP_038107872.1|CQUI
OG0006930	LOC120456461|XP_039499244.1|DSAN	LOC6037378|XP_038112499.1|CQUI
OG0006931	LOC120454007|XP_039494933.1|DSAN	LOC6041499|XP_001850750.1|CQUI
OG0006932	LOC120444519|XP_039480194.1|DSAN	LOC6041489|XP_001850740.1|CQUI
OG0006933	LOC120450807|XP_039489915.1|DSAN	LOC6041485|XP_001850737.1|CQUI
OG0006934	LOC120450941|XP_039490143.1|DSAN	LOC6051265|XP_038108272.1|CQUI
OG0006935	LOC120456066|XP_039498592.1|DSAN	LOC6049915|XP_001866599.1|CQUI
OG0006936	LOC120451368|XP_039490953.1|DSAN	LOC6044608|XP_038107243.1|CQUI
OG0006937	LOC120444139|XP_039479639.1|DSAN	LOC6044591|XP_001862082.1|CQUI
OG0006938	LOC120458897|XP_039502674.1|DSAN	LOC6044593|XP_001862084.1|CQUI
OG0006939	LOC120457104|XP_039500243.1|DSAN	LOC6044595|XP_038108152.1|CQUI
OG0006940	LOC120455999|XP_039498493.1|DSAN	LOC6050050|XP_038110124.1|CQUI
OG0006941	LOC120445406|XP_039481758.1|DSAN	LOC6031856|XP_038114214.1|CQUI
OG0006942	LOC120445025|XP_039481032.1|DSAN	LOC6037121|XP_038107650.1|CQUI
OG0006943	LOC120447090|XP_039484427.1|DSAN	LOC6031934|XP_038112746.1|CQUI
OG0006944	LOC120443808|XP_039479083.1|DSAN	LOC6031938|XP_038107535.1|CQUI
OG0006945	LOC120445186|XP_039481334.1|DSAN	LOC6038102|XP_038111511.1|CQUI
OG0006946	LOC120451076|XP_039490370.1|DSAN	LOC6050060|XP_001866727.2|CQUI
OG0006947	LOC120456329|XP_039499034.1|DSAN	LOC6031959|XP_001842635.2|CQUI
OG0006948	LOC120444993|XP_039480962.1|DSAN	LOC6031775|XP_038113613.1|CQUI
OG0006949	LOC120458780|XP_039502494.1|DSAN	LOC6031795|XP_001842503.2|CQUI
OG0006950	LOC120458839|XP_039502598.1|DSAN	LOC6044462|XP_001861976.2|CQUI
OG0006951	LOC120454036|XP_039495003.1|DSAN	LOC119767758|XP_038113115.1|CQUI
OG0006952	LOC120452147|XP_039492171.1|DSAN	LOC6041556|XP_038112759.1|CQUI
OG0006953	LOC120448426|XP_039486362.1|DSAN	LOC6043294|XP_038109236.1|CQUI
OG0006954	LOC120451574|XP_039491359.1|DSAN	LOC6043299|XP_038110803.1|CQUI
OG0006955	LOC120454610|XP_039496006.1|DSAN	LOC119767808|XP_038113275.1|CQUI
OG0006956	LOC120444111|XP_039479575.1|DSAN	LOC6037096|XP_001847046.2|CQUI
OG0006957	LOC120458031|XP_039501473.1|DSAN	LOC6037095|XP_038108761.1|CQUI
OG0006959	LOC120449181|XP_039487460.1|DSAN	LOC6037088|XP_001847041.2|CQUI
OG0006960	LOC120443786|XP_039479049.1|DSAN	LOC6047194|XP_001864281.2|CQUI
OG0006961	LOC120446146|XP_039482907.1|DSAN	LOC6051459|XP_038108557.1|CQUI
OG0006962	LOC120452761|XP_039493083.1|DSAN	LOC6040853|XP_038109055.1|CQUI
OG0006963	LOC120443918|XP_039479293.1|DSAN	LOC6038074|XP_038113591.1|CQUI
OG0006964	LOC120458725|XP_039502409.1|DSAN	LOC6038081|XP_038106826.1|CQUI
OG0006965	LOC120444696|XP_039480496.1|DSAN	LOC6050855|XP_001867381.2|CQUI
OG0006966	LOC120444391|XP_039479947.1|DSAN	LOC6050854|XP_038111582.1|CQUI
OG0006967	LOC120447160|XP_039484545.1|DSAN	LOC6050856|XP_001867382.2|CQUI
OG0006968	LOC120447213|XP_039484660.1|DSAN	LOC6050868|XP_038107253.1|CQUI
OG0006969	LOC120448396|XP_039486320.1|DSAN	LOC6043905|XP_038109111.1|CQUI
OG0006971	LOC120458232|XP_039501751.1|DSAN	LOC6054675|XP_038106115.1|CQUI
OG0006972	LOC120458201|XP_039501746.1|DSAN	LOC6031191|XP_001842032.1|CQUI
OG0006973	LOC120458761|XP_039502469.1|DSAN	LOC6052099|XP_001868427.2|CQUI
OG0006974	LOC120448810|XP_039486942.1|DSAN	LOC6031211|XP_038107169.1|CQUI
OG0006975	LOC120453337|XP_039493940.1|DSAN	LOC6031246|XP_001842076.2|CQUI
OG0006976	LOC120458302|XP_039501840.1|DSAN	LOC6031402|XP_038111178.1|CQUI
OG0006977	LOC120445904|XP_039482490.1|DSAN	LOC6031980|XP_038111736.1|CQUI
OG0006978	LOC120445223|XP_039481412.1|DSAN	LOC6036364|XP_038108913.1|CQUI
OG0006979	LOC120454115|XP_039495085.1|DSAN	LOC6037021|XP_038108422.1|CQUI
OG0006980	LOC120446597|XP_039483565.1|DSAN	LOC6037003|XP_001846967.2|CQUI
OG0006981	LOC120443856|XP_039479152.1|DSAN	LOC6037000|XP_001846965.2|CQUI
OG0006982	LOC120457696|XP_039501125.1|DSAN	LOC6036998|XP_038109525.1|CQUI
OG0006983	LOC120451642|XP_039491441.1|DSAN	LOC6036991|XP_038107681.1|CQUI
OG0006984	LOC120447066|XP_039484390.1|DSAN	LOC6036638|XP_038113736.1|CQUI
OG0006985	LOC120443967|XP_039479371.1|DSAN	LOC6053555|XP_001869617.2|CQUI
OG0006986	LOC120458076|XP_039501523.1|DSAN	LOC6053559|XP_038109265.1|CQUI
OG0006987	LOC120443954|XP_039479345.1|DSAN	LOC119766524|XP_038107060.1|CQUI
OG0006989	LOC120444050|XP_039479492.1|DSAN	LOC6035243|XP_001845469.1|CQUI
OG0006990	LOC120457746|XP_039501179.1|DSAN	LOC6035249|XP_038110781.1|CQUI
OG0006991	LOC120452365|XP_039492488.1|DSAN	LOC6035253|XP_001845478.2|CQUI
OG0006992	LOC120454875|XP_039496380.1|DSAN	LOC6040130|XP_038109033.1|CQUI
OG0006993	LOC120444615|XP_039480333.1|DSAN	LOC6036674|XP_038110723.1|CQUI
OG0006994	LOC120458064|XP_039501513.1|DSAN	LOC6044535|XP_038108392.1|CQUI
OG0006995	LOC120455642|XP_039497969.1|DSAN	LOC6033190|XP_001843670.2|CQUI
OG0006996	LOC120455661|XP_039497992.1|DSAN	LOC6033184|XP_038111623.1|CQUI
OG0006997	LOC120458474|XP_039502065.1|DSAN	LOC6043177|XP_001870896.2|CQUI
OG0006998	LOC120451722|XP_039491558.1|DSAN	LOC6048403|XP_001865327.2|CQUI
OG0007000	LOC120453888|XP_039494741.1|DSAN	LOC6033135|XP_038111147.1|CQUI
OG0007001	LOC120446664|XP_039483669.1|DSAN	LOC6042101|XP_001851252.2|CQUI
OG0007002	LOC120446983|XP_039484211.1|DSAN	LOC6035288|XP_038111011.1|CQUI
OG0007003	LOC120446046|XP_039482753.1|DSAN	LOC6035285|XP_001845506.2|CQUI
OG0007004	LOC120443753|XP_039478950.1|DSAN	LOC6031747|XP_038110674.1|CQUI
OG0007005	LOC120446147|XP_039482908.1|DSAN	LOC6031749|XP_038114231.1|CQUI
OG0007006	LOC120450799|XP_039489903.1|DSAN	LOC6038623|XP_038110198.1|CQUI
OG0007007	LOC120446259|XP_039483070.1|DSAN	LOC6038612|XP_038107376.1|CQUI
OG0007009	LOC120444525|XP_039480206.1|DSAN	LOC6043227|XP_001857723.2|CQUI
OG0007011	LOC120451542|XP_039491258.1|DSAN	LOC6033142|XP_001843632.2|CQUI
OG0007012	LOC120458681|XP_039502352.1|DSAN	LOC6033146|XP_038112596.1|CQUI
OG0007013	LOC120458521|XP_039502127.1|DSAN	LOC6033271|XP_038111470.1|CQUI
OG0007014	LOC120458204|XP_039501715.1|DSAN	LOC6033267|XP_038111815.1|CQUI
OG0007015	LOC120450987|XP_039490265.1|DSAN	LOC6033238|XP_038114415.1|CQUI
OG0007016	LOC120449878|XP_039488491.1|DSAN	LOC6033230|XP_038110512.1|CQUI
OG0007017	LOC120452788|XP_039493118.1|DSAN	LOC6037537|XP_001847437.1|CQUI
OG0007018	LOC120450971|XP_039490200.1|DSAN	LOC6042098|XP_001851245.2|CQUI
OG0007020	LOC120445824|XP_039482375.1|DSAN	LOC6043009|XP_038110800.1|CQUI
OG0007021	LOC120453093|XP_039493561.1|DSAN	LOC6044230|XP_038110163.1|CQUI
OG0007022	LOC120445135|XP_039481224.1|DSAN	LOC119767270|XP_038111458.1|CQUI
OG0007023	LOC120458311|XP_039501852.1|DSAN	LOC6035270|XP_038108737.1|CQUI
OG0007024	LOC120452343|XP_039492448.1|DSAN	LOC6031890|XP_001842586.1|CQUI
OG0007025	LOC120456945|XP_039500018.1|DSAN	LOC6031860|XP_001842561.1|CQUI
OG0007026	LOC120454106|XP_039495072.1|DSAN	LOC6031866|XP_038114187.1|CQUI
OG0007027	LOC120458167|XP_039501657.1|DSAN	LOC6031885|XP_001842582.1|CQUI
OG0007028	LOC120455410|XP_039497490.1|DSAN	LOC6031888|XP_001842584.2|CQUI
OG0007029	LOC120444512|XP_039480164.1|DSAN	LOC6034900|XP_038107068.1|CQUI
OG0007030	LOC120455112|XP_039496934.1|DSAN	LOC6049726|XP_001866437.2|CQUI
OG0007032	LOC120449966|XP_039488603.1|DSAN	LOC6036454|XP_001846504.2|CQUI
OG0007033	LOC120458842|XP_039502604.1|DSAN	LOC6036457|XP_038111019.1|CQUI
OG0007034	LOC120446901|XP_039484061.1|DSAN	LOC6036459|XP_001846509.2|CQUI
OG0007035	LOC120457110|XP_039500252.1|DSAN	LOC6036460|XP_001846510.2|CQUI
OG0007036	LOC120450540|XP_039489575.1|DSAN	LOC6036462|XP_001846512.2|CQUI
OG0007037	LOC120451596|XP_039491350.1|DSAN	LOC6036463|XP_001846513.1|CQUI
OG0007038	LOC120445505|XP_039481888.1|DSAN	LOC6039097|XP_038113092.1|CQUI
OG0007039	LOC120446734|XP_039483792.1|DSAN	LOC6038876|XP_001848575.2|CQUI
OG0007040	LOC120451013|XP_039490274.1|DSAN	LOC6038880|XP_001848579.2|CQUI
OG0007041	LOC120445522|XP_039481915.1|DSAN	LOC6038890|XP_038108243.1|CQUI
OG0007042	LOC120458181|XP_039501678.1|DSAN	LOC6038896|XP_038112982.1|CQUI
OG0007043	LOC120450950|XP_039490164.1|DSAN	LOC6038902|XP_038107320.1|CQUI
OG0007044	LOC120458468|XP_039502055.1|DSAN	LOC6038012|XP_038113729.1|CQUI
OG0007045	LOC120451592|XP_039491345.1|DSAN	LOC6051804|XP_038109256.1|CQUI
OG0007046	LOC120453065|XP_039493524.1|DSAN	LOC6037994|XP_038109624.1|CQUI
OG0007047	LOC120455324|XP_039497338.1|DSAN	LOC6047239|XP_001864322.2|CQUI
OG0007048	LOC120458891|XP_039502667.1|DSAN	LOC6035770|XP_038108828.1|CQUI
OG0007049	LOC120450296|XP_039489169.1|DSAN	LOC6038898|XP_001848597.1|CQUI
OG0007050	LOC120458268|XP_039501795.1|DSAN	LOC6041773|XP_038113548.1|CQUI
OG0007051	LOC120451687|XP_039491513.1|DSAN	LOC6050917|XP_038112235.1|CQUI
OG0007052	LOC120455028|XP_039496793.1|DSAN	LOC6035995|XP_001846101.1|CQUI
OG0007053	LOC120454311|XP_039495443.1|DSAN	LOC6045768|XP_001863071.2|CQUI
OG0007054	LOC120444764|XP_039480628.1|DSAN	LOC6045419|XP_001862797.1|CQUI
OG0007055	LOC120444321|XP_039479802.1|DSAN	LOC6034332|XP_038111558.1|CQUI
OG0007056	LOC120448944|XP_039487124.1|DSAN	LOC6054623|XP_001870509.2|CQUI
OG0007057	LOC120455029|XP_039496794.1|DSAN	LOC6039103|XP_001848770.1|CQUI
OG0007058	LOC120456955|XP_039500033.1|DSAN	LOC6039856|XP_038112576.1|CQUI
OG0007059	LOC120449350|XP_039487698.1|DSAN	LOC6034824|XP_038111447.1|CQUI
OG0007060	LOC120453576|XP_039494272.1|DSAN	LOC6034826|XP_001845097.2|CQUI
OG0007061	LOC120458912|XP_039502691.1|DSAN	LOC6034828|XP_038111902.1|CQUI
OG0007062	LOC120454182|XP_039495198.1|DSAN	LOC6034879|XP_001845148.2|CQUI
OG0007063	LOC120443878|XP_039479195.1|DSAN	LOC6034882|XP_001845150.2|CQUI
OG0007064	LOC120447116|XP_039484475.1|DSAN	LOC6035993|XP_038113058.1|CQUI
OG0007065	LOC120449370|XP_039487735.1|DSAN	LOC6035991|XP_038112060.1|CQUI
OG0007066	LOC120450535|XP_039489560.1|DSAN	LOC6034886|XP_001845154.1|CQUI
OG0007067	LOC120455051|XP_039496841.1|DSAN	LOC6034888|XP_038109585.1|CQUI
OG0007068	LOC120445111|XP_039481193.1|DSAN	LOC6034891|XP_001845159.1|CQUI
OG0007069	LOC120453525|XP_039494246.1|DSAN	LOC6050782|XP_038107247.1|CQUI
OG0007070	LOC120446637|XP_039483638.1|DSAN	LOC119766997|XP_038109938.1|CQUI
OG0007071	LOC120447012|XP_039484262.1|DSAN	LOC6036124|XP_001846217.2|CQUI
OG0007072	LOC120452328|XP_039492415.1|DSAN	LOC6036128|XP_038111387.1|CQUI
OG0007073	LOC120449516|XP_039487959.1|DSAN	LOC6041780|XP_001850997.1|CQUI
OG0007074	LOC120444676|XP_039480470.1|DSAN	LOC6053698|XP_001869742.2|CQUI
OG0007075	LOC120458924|XP_039502709.1|DSAN	LOC6053703|XP_038107404.1|CQUI
OG0007076	LOC120445858|XP_039482433.1|DSAN	LOC6052413|XP_001868692.2|CQUI
OG0007077	LOC120453862|XP_039494704.1|DSAN	LOC6052443|XP_001868714.1|CQUI
OG0007078	LOC120458157|XP_039501645.1|DSAN	LOC6053860|XP_001869875.2|CQUI
OG0007079	LOC120458162|XP_039501651.1|DSAN	LOC6053857|XP_038109203.1|CQUI
OG0007080	LOC120454723|XP_039496195.1|DSAN	LOC6032150|XP_001842803.1|CQUI
OG0007081	LOC120458153|XP_039501637.1|DSAN	LOC6032152|XP_001842805.2|CQUI
OG0007082	LOC120451633|XP_039491429.1|DSAN	LOC6048262|XP_001865206.2|CQUI
OG0007083	LOC120456180|XP_039498789.1|DSAN	LOC6032157|XP_038111918.1|CQUI
OG0007084	LOC120455609|XP_039497923.1|DSAN	LOC6053464|XP_038107339.1|CQUI
OG0007085	LOC120453147|XP_039493676.1|DSAN	LOC6046114|XP_038107016.1|CQUI
OG0007086	LOC120443717|XP_039478899.1|DSAN	LOC6033608|XP_001844036.2|CQUI
OG0007087	LOC120449462|XP_039487868.1|DSAN	LOC6033315|XP_038113355.1|CQUI
OG0007088	LOC120444610|XP_039480321.1|DSAN	LOC6033318|XP_038113349.1|CQUI
OG0007089	LOC120455757|XP_039498132.1|DSAN	LOC6049721|XP_038110756.1|CQUI
OG0007090	LOC120450134|XP_039488899.1|DSAN	LOC6033333|XP_038112141.1|CQUI
OG0007091	LOC120458109|XP_039501573.1|DSAN	LOC6033338|XP_001843802.2|CQUI
OG0007092	LOC120451003|XP_039490249.1|DSAN	LOC6038003|XP_038107774.1|CQUI
OG0007093	LOC120444395|XP_039479954.1|DSAN	LOC6037997|XP_001847844.2|CQUI
OG0007094	LOC120449637|XP_039488166.1|DSAN	LOC6037992|XP_001847839.1|CQUI
OG0007095	LOC120446215|XP_039483003.1|DSAN	LOC6037989|XP_001847836.1|CQUI
OG0007096	LOC120446017|XP_039482705.1|DSAN	LOC6037988|XP_001847835.2|CQUI
OG0007098	LOC120457796|XP_039501227.1|DSAN	LOC119767007|XP_038110083.1|CQUI
OG0007099	LOC120451859|XP_039491792.1|DSAN	LOC6036017|XP_001846121.1|CQUI
OG0007100	LOC120451791|XP_039491682.1|DSAN	LOC6036021|XP_038108094.1|CQUI
OG0007101	LOC120445763|XP_039482293.1|DSAN	LOC6033599|XP_001844027.1|CQUI
OG0007103	LOC120451250|XP_039490710.1|DSAN	LOC6033631|XP_001844058.1|CQUI
OG0007104	LOC120458208|XP_039501719.1|DSAN	LOC6033635|XP_001844062.1|CQUI
OG0007105	LOC120458129|XP_039501605.1|DSAN	LOC6033642|XP_001844069.1|CQUI
OG0007106	LOC120458152|XP_039501633.1|DSAN	LOC6033649|XP_038107083.1|CQUI
