Orthogroup	DSAN.longest_only	DALB.longest_only
OG0010156	LOC120449896|XP_039488513.1|DSAN	LOC117568307|XP_034104745.1|DALB
OG0010157	LOC120447709|XP_039485173.1|DSAN	LOC117571524|XP_034109591.1|DALB
OG0010158	LOC120449141|XP_039487395.1|DSAN	LOC117570855|XP_034108625.1|DALB
OG0010159	LOC120448052|XP_039485735.1|DSAN	LOC117572001|XP_034110407.1|DALB
OG0010160	LOC120448577|XP_039486581.1|DSAN	LOC117571669|XP_034109800.1|DALB
OG0010161	LOC120448509|XP_039486476.1|DSAN	LOC117570499|XP_034108086.1|DALB
OG0010162	LOC120448665|XP_039486734.1|DSAN	LOC117568513|XP_034105106.1|DALB
OG0010163	LOC120450158|XP_039488936.1|DSAN	LOC117572119|XP_034110635.1|DALB
OG0010164	LOC120447849|XP_039485390.1|DSAN	LOC117567660|XP_034103669.1|DALB
OG0010165	LOC120448777|XP_039486898.1|DSAN	LOC117567835|XP_034103974.1|DALB
OG0010166	LOC120447507|XP_039484852.1|DSAN	LOC117569882|XP_034107112.1|DALB
OG0010167	LOC120450085|XP_039488812.1|DSAN	LOC117572322|XP_034110947.1|DALB
OG0010168	LOC120449987|XP_039488630.1|DSAN	LOC117569551|XP_034106649.1|DALB, LOC117566442|XP_034101864.1|DALB
OG0010169	LOC120448501|XP_039486469.1|DSAN	LOC117566458|XP_034101879.1|DALB
OG0010170	LOC120448591|XP_039486608.1|DSAN	LOC117569154|XP_034106105.1|DALB
OG0010171	LOC120448508|XP_039486475.1|DSAN	LOC117568724|XP_034105433.1|DALB
OG0010172	LOC120448807|XP_039486931.1|DSAN	LOC117572809|XP_034111806.1|DALB
OG0010173	LOC120446295|XP_039483124.1|DSAN	LOC117570945|XP_034108770.1|DALB
OG0010174	LOC120444811|XP_039480693.1|DSAN	LOC117571208|XP_034109145.1|DALB
OG0010175	LOC120445759|XP_039482289.1|DSAN	LOC117569902|XP_034107134.1|DALB
OG0010176	LOC120445543|XP_039481949.1|DSAN	LOC117569626|XP_034106754.1|DALB
OG0010177	LOC120449168|XP_039487447.1|DSAN	LOC117567145|XP_034102848.1|DALB
OG0010178	LOC120446356|XP_039483222.1|DSAN	LOC117566498|XP_034101929.1|DALB
OG0010179	LOC120450548|XP_039489587.1|DSAN	LOC117569471|XP_034106530.1|DALB
OG0010180	LOC120449446|XP_039487852.1|DSAN	LOC117569299|XP_034106298.1|DALB
OG0010181	LOC120449833|XP_039488417.1|DSAN	LOC117571043|XP_034108901.1|DALB
OG0010182	LOC120445244|XP_039481453.1|DSAN	LOC117568385|XP_034104887.1|DALB
OG0010183	LOC120445245|XP_039481454.1|DSAN	LOC117568386|XP_034104888.1|DALB
OG0010184	LOC120444928|XP_039480863.1|DSAN	LOC117566576|XP_034102008.1|DALB
OG0010185	LOC120446465|XP_039483401.1|DSAN	LOC117570226|XP_034107617.1|DALB
OG0010186	LOC120449964|XP_039488602.1|DSAN	LOC117568461|XP_034105029.1|DALB
OG0010187	LOC120446799|XP_039483890.1|DSAN	LOC117570071|XP_034107401.1|DALB
OG0010188	LOC120444330|XP_039479817.1|DSAN	LOC117572214|XP_034110781.1|DALB
OG0010189	LOC120445687|XP_039482177.1|DSAN	LOC117569462|XP_034106520.1|DALB
OG0010190	LOC120457725|XP_039501158.1|DSAN	LOC117571083|XP_034108956.1|DALB
OG0010191	LOC120457753|XP_039501185.1|DSAN	LOC117571637|XP_034109753.1|DALB
OG0010192	LOC120446568|XP_039483523.1|DSAN	LOC117569030|XP_034105915.1|DALB
OG0010193	LOC120443963|XP_039479361.1|DSAN	LOC117570473|XP_034108047.1|DALB
OG0010194	LOC120449777|XP_039488350.1|DSAN	LOC117571293|XP_034109254.1|DALB
OG0010195	LOC120448528|XP_039486501.1|DSAN	LOC117569074|XP_034105979.1|DALB
OG0010196	LOC120444289|XP_039479740.1|DSAN	LOC117567467|XP_034103377.1|DALB
OG0010197	LOC120446149|XP_039482911.1|DSAN	LOC117570759|XP_034108477.1|DALB
OG0010198	LOC120444725|XP_039480585.1|DSAN	LOC117571744|XP_034109982.1|DALB
OG0010199	LOC120445065|XP_039481124.1|DSAN	LOC117572248|XP_034110825.1|DALB
OG0010200	LOC120445138|XP_039481227.1|DSAN	LOC117568492|XP_034105072.1|DALB
OG0010201	LOC120445711|XP_039482205.1|DSAN	LOC117567766|XP_034103850.1|DALB
OG0010202	LOC120446715|XP_039483760.1|DSAN	LOC117571117|XP_034109003.1|DALB
OG0010203	LOC120447029|XP_039484299.1|DSAN	LOC117571303|XP_034109264.1|DALB
OG0010204	LOC120445692|XP_039482184.1|DSAN	LOC117569726|XP_034106889.1|DALB
OG0010205	LOC120444295|XP_039479749.1|DSAN	LOC117572133|XP_034110657.1|DALB
OG0010206	LOC120444297|XP_039479751.1|DSAN	LOC117571247|XP_034109192.1|DALB
OG0010207	LOC120445249|XP_039481456.1|DSAN	LOC117571362|XP_034109362.1|DALB
OG0010208	LOC120445815|XP_039482366.1|DSAN	LOC117571490|XP_034109549.1|DALB
OG0010209	LOC120445822|XP_039482379.1|DSAN	LOC117568467|XP_034105041.1|DALB
OG0010210	LOC120447221|XP_039484674.1|DSAN	LOC117569787|XP_034106980.1|DALB
OG0010211	LOC120447137|XP_039484505.1|DSAN	LOC117572081|XP_034110564.1|DALB
OG0010212	LOC120445814|XP_039482362.1|DSAN	LOC117567312|XP_034103091.1|DALB
OG0010213	LOC120445816|XP_039482363.1|DSAN	LOC117567313|XP_034103092.1|DALB
OG0010214	LOC120447191|XP_039484613.1|DSAN	LOC117569500|XP_034106575.1|DALB
OG0010215	LOC120445719|XP_039482222.1|DSAN	LOC117569802|XP_034107006.1|DALB
OG0010216	LOC120444646|XP_039480406.1|DSAN	LOC117571393|XP_034109403.1|DALB
OG0010217	LOC120446789|XP_039483879.1|DSAN	LOC117569768|XP_034106952.1|DALB
OG0010218	LOC120446546|XP_039483496.1|DSAN	LOC117570900|XP_034108696.1|DALB
OG0010219	LOC120446747|XP_039483811.1|DSAN	LOC117571252|XP_034109198.1|DALB
OG0010220	LOC120445855|XP_039482429.1|DSAN	LOC117568728|XP_034105438.1|DALB, LOC117570521|XP_034108113.1|DALB
OG0010221	LOC120445856|XP_039482431.1|DSAN	LOC117570519|XP_034108111.1|DALB
OG0010222	LOC120444429|XP_039480005.1|DSAN	LOC117572798|XP_034111794.1|DALB
OG0010223	LOC120447024|XP_039484280.1|DSAN	LOC117572797|XP_034111793.1|DALB
OG0010224	LOC120446668|XP_039483674.1|DSAN	LOC117569777|XP_034106968.1|DALB
OG0010225	LOC120454025|XP_039494949.1|DSAN	LOC117576184|XP_034116665.1|DALB, LOC117576104|XP_034116552.1|DALB
OG0010226	LOC120452038|XP_039492024.1|DSAN	LOC117574640|XP_034114429.1|DALB
OG0010227	LOC120451029|XP_039490293.1|DSAN	LOC117573863|XP_034113226.1|DALB
OG0010228	LOC120451815|XP_039491711.1|DSAN	LOC117576945|XP_034117993.1|DALB, LOC117576962|XP_034118029.1|DALB, LOC117576955|XP_034118009.1|DALB
OG0010229	LOC120453250|XP_039493796.1|DSAN	LOC117573633|XP_034112832.1|DALB
OG0010230	LOC120451870|XP_039491811.1|DSAN	LOC117576117|XP_034116566.1|DALB
OG0010231	LOC120453274|XP_039493836.1|DSAN	LOC117574496|XP_034114224.1|DALB
OG0010232	LOC120453396|XP_039494018.1|DSAN	LOC117576285|XP_034116823.1|DALB
OG0010233	LOC120453746|XP_039494512.1|DSAN	LOC117574802|XP_034114658.1|DALB
OG0010234	LOC120453480|XP_039494147.1|DSAN	LOC117575785|XP_034116050.1|DALB
OG0010235	LOC120453938|XP_039494817.1|DSAN	LOC117575982|XP_034116360.1|DALB
OG0010236	LOC120453807|XP_039494615.1|DSAN	LOC117573590|XP_034112776.1|DALB
OG0010237	LOC120454190|XP_039495216.1|DSAN	LOC117575474|XP_034115598.1|DALB
OG0010238	LOC120453035|XP_039493488.1|DSAN	LOC117574364|XP_034114089.1|DALB
OG0010239	LOC120452057|XP_039492053.1|DSAN	LOC117575457|XP_034115556.1|DALB
OG0010240	LOC120458069|XP_039501515.1|DSAN	LOC117576761|XP_034117698.1|DALB
OG0010241	LOC120453767|XP_039494537.1|DSAN	LOC117574409|XP_034114137.1|DALB
OG0010242	LOC120453575|XP_039494268.1|DSAN	LOC117573711|XP_034112972.1|DALB
OG0010243	LOC120452584|XP_039492806.1|DSAN	LOC117574227|XP_034113827.1|DALB
OG0010244	LOC120451910|XP_039491852.1|DSAN	LOC117576196|XP_034116680.1|DALB
OG0010245	LOC120452859|XP_039493237.1|DSAN	LOC117574695|XP_034114495.1|DALB, LOC117574775|XP_034114614.1|DALB
OG0010246	LOC120454024|XP_039494948.1|DSAN	LOC117575018|XP_034114988.1|DALB
OG0010247	LOC120453740|XP_039494506.1|DSAN	LOC117573792|XP_034113090.1|DALB
OG0010248	LOC120452763|XP_039493081.1|DSAN	LOC117576030|XP_034116430.1|DALB
OG0010249	LOC120453487|XP_039494155.1|DSAN	LOC117577314|XP_034118171.1|DALB, LOC117577248|XP_034118128.1|DALB
OG0010267	LOC120450113|XP_039488869.1|DSAN	LOC117567727|XP_034103779.1|DALB
OG0010272	LOC120445619|XP_039482065.1|DSAN	LOC117568563|XP_034105182.1|DALB
OG0010275	LOC120451765|XP_039491629.1|DSAN	LOC117574516|XP_034114267.1|DALB
OG0010277	LOC120450833|XP_039489949.1|DSAN	LOC117575978|XP_034116351.1|DALB
OG0010279	LOC120452997|XP_039493436.1|DSAN	LOC117575833|XP_034116129.1|DALB
OG0010280	LOC120456780|XP_039499721.1|DSAN	LOC117578018|XP_034119010.1|DALB
OG0010282	LOC120454293|XP_039495420.1|DSAN	LOC117576710|XP_034117620.1|DALB
OG0010283	LOC120453791|XP_039494596.1|DSAN	LOC117575163|XP_034115156.1|DALB
OG0010285	LOC120451460|XP_039491076.1|DSAN	LOC117573516|XP_034112641.1|DALB
OG0010286	LOC120452098|XP_039492107.1|DSAN	LOC117573578|XP_034112757.1|DALB
OG0010287	LOC120452030|XP_039492012.1|DSAN	LOC117574233|XP_034113834.1|DALB
OG0010290	LOC120453389|XP_039494008.1|DSAN	LOC117574306|XP_034114005.1|DALB
OG0010292	LOC120454176|XP_039495190.1|DSAN	LOC117573820|XP_034113136.1|DALB
OG0010296	LOC120451389|XP_039490990.1|DSAN	LOC117572657|XP_034111542.1|DALB
OG0010299	LOC120445968|XP_039482631.1|DSAN	LOC117571309|XP_034109274.1|DALB
OG0010301	LOC120451711|XP_039491547.1|DSAN	LOC117573831|XP_034113154.1|DALB
OG0010302	LOC120447057|XP_039484380.1|DSAN	LOC117571333|XP_034109317.1|DALB
OG0010304	LOC120455296|XP_039497271.1|DSAN	LOC117567877|XP_034104041.1|DALB
OG0010305	LOC120455228|XP_039497138.1|DSAN	LOC117565412|XP_034100391.1|DALB
OG0010306	LOC120455588|XP_039497895.1|DSAN	LOC117571671|XP_034109806.1|DALB
OG0010307	LOC120457369|XP_039500836.1|DSAN	LOC117573352|XP_034112373.1|DALB
OG0010308	LOC120456820|XP_039499801.1|DSAN	LOC117570025|XP_034107339.1|DALB
OG0010309	LOC120450174|XP_039488967.1|DSAN	LOC117571087|XP_034108962.1|DALB
OG0010310	LOC120457351|XP_039500800.1|DSAN	LOC117566228|XP_034101669.1|DALB
OG0010311	LOC120456868|XP_039499891.1|DSAN	LOC117568480|XP_034105061.1|DALB
OG0010312	LOC120455967|XP_039498446.1|DSAN	LOC117574318|XP_034114023.1|DALB
OG0010313	LOC120449396|XP_039487773.1|DSAN	LOC117566682|XP_034102121.1|DALB
OG0010314	LOC120456645|XP_039499504.1|DSAN	LOC117575236|XP_034115262.1|DALB
OG0010316	LOC120446178|XP_039482947.1|DSAN	LOC117569702|XP_034106855.1|DALB
OG0010317	LOC120456962|XP_039500041.1|DSAN	LOC117569063|XP_034105971.1|DALB, LOC117568960|XP_034105812.1|DALB
OG0010318	LOC120455141|XP_039496980.1|DSAN	LOC117577875|XP_034118724.1|DALB
OG0010319	LOC120455664|XP_039497993.1|DSAN	LOC117577660|XP_034118476.1|DALB
OG0010320	LOC120456989|XP_039500072.1|DSAN	LOC117577987|XP_034118974.1|DALB
OG0010321	LOC120447644|XP_039485089.1|DSAN	LOC117568943|XP_034105772.1|DALB
OG0010322	LOC120450202|XP_039489004.1|DSAN	LOC117572066|XP_034110537.1|DALB
OG0010324	LOC120449652|XP_039488183.1|DSAN	LOC117571614|XP_034109725.1|DALB
OG0010325	LOC120449705|XP_039488256.1|DSAN	LOC117571414|XP_034109444.1|DALB
OG0010326	LOC120449787|XP_039488361.1|DSAN	LOC117572010|XP_034110420.1|DALB
OG0010327	LOC120447656|XP_039485104.1|DSAN	LOC117572150|XP_034110680.1|DALB
OG0010328	LOC120448909|XP_039487067.1|DSAN	LOC117569430|XP_034106481.1|DALB
OG0010330	LOC120448794|XP_039486918.1|DSAN	LOC117569044|XP_034105933.1|DALB
OG0010331	LOC120449304|XP_039487630.1|DSAN	LOC117568061|XP_034104307.1|DALB
OG0010332	LOC120455818|XP_039498217.1|DSAN	LOC117577985|XP_034118973.1|DALB
OG0010334	LOC120458785|XP_039502499.1|DSAN	LOC117565542|XP_034100579.1|DALB
OG0010335	LOC120456524|XP_039499327.1|DSAN	LOC117577715|XP_034118509.1|DALB
OG0010336	LOC120455428|XP_039497541.1|DSAN	LOC117566076|XP_034101471.1|DALB
OG0010337	LOC120457192|XP_039500476.1|DSAN	LOC117565226|XP_034100128.1|DALB
OG0010338	LOC120455962|XP_039498440.1|DSAN	LOC117574360|XP_034114088.1|DALB
OG0010339	LOC120451947|XP_039491902.1|DSAN	LOC117566797|XP_034102234.1|DALB
OG0010340	LOC120455624|XP_039497941.1|DSAN	LOC117564415|XP_034099041.1|DALB
OG0010341	LOC120455623|XP_039497940.1|DSAN	LOC117573390|XP_034112485.1|DALB
OG0010342	LOC120457029|XP_039500125.1|DSAN	LOC117565863|XP_034101091.1|DALB
OG0010343	LOC120452676|XP_039492961.1|DSAN	LOC117577712|XP_034118510.1|DALB
OG0010344	LOC120456128|XP_039498691.1|DSAN	LOC117565943|XP_034101224.1|DALB
OG0010345	LOC120455092|XP_039496899.1|DSAN	LOC117566078|XP_034101453.1|DALB
OG0010346	LOC120457163|XP_039500375.1|DSAN	LOC117568799|XP_034105554.1|DALB
OG0010347	LOC120457052|XP_039500160.1|DSAN	LOC117576350|XP_034116930.1|DALB
OG0010348	LOC120444116|XP_039479583.1|DSAN	LOC117573182|XP_034112056.1|DALB
OG0010349	LOC120455771|XP_039498161.1|DSAN	LOC117576741|XP_034117667.1|DALB
OG0010350	LOC120456904|XP_039499963.1|DSAN	LOC117578039|XP_034119047.1|DALB
OG0010351	LOC120456830|XP_039499813.1|DSAN	LOC117572426|XP_034111143.1|DALB
OG0010352	LOC120456944|XP_039500017.1|DSAN	LOC117577624|XP_034118381.1|DALB
OG0010353	LOC120455531|XP_039497754.1|DSAN	LOC117566775|XP_034102212.1|DALB
OG0010354	LOC120456114|XP_039498675.1|DSAN	LOC117573537|XP_034112708.1|DALB
OG0010355	LOC120456887|XP_039499918.1|DSAN	LOC117576988|XP_034118068.1|DALB
OG0010356	LOC120456103|XP_039498643.1|DSAN	LOC117571745|XP_034109988.1|DALB
OG0010357	LOC120456664|XP_039499538.1|DSAN	LOC117577588|XP_034118323.1|DALB
OG0010358	LOC120457030|XP_039500126.1|DSAN	LOC117571357|XP_034109360.1|DALB
OG0010359	LOC120455597|XP_039497905.1|DSAN	LOC117567069|XP_034102706.1|DALB
OG0010360	LOC120457167|XP_039500381.1|DSAN	LOC117570267|XP_034107676.1|DALB
OG0010361	LOC120457158|XP_039500366.1|DSAN	LOC117567174|XP_034102885.1|DALB
OG0010362	LOC120456373|XP_039499125.1|DSAN	LOC117577656|XP_034118435.1|DALB
OG0010363	LOC120456480|XP_039499278.1|DSAN	LOC117567350|XP_034103178.1|DALB
OG0010364	LOC120455469|XP_039497624.1|DSAN	LOC117563401|XP_034097629.1|DALB
OG0010365	LOC120454978|XP_039496703.1|DSAN	LOC117577799|XP_034118617.1|DALB
OG0010366	LOC120456422|XP_039499187.1|DSAN	LOC117576437|XP_034117089.1|DALB
OG0010367	LOC120456763|XP_039499691.1|DSAN	LOC117567445|XP_034103348.1|DALB
OG0010368	LOC120456442|XP_039499208.1|DSAN	LOC117577960|XP_034118898.1|DALB
OG0010369	LOC120456541|XP_039499354.1|DSAN	LOC117569434|XP_034106491.1|DALB
OG0010370	LOC120456760|XP_039499689.1|DSAN	LOC117577921|XP_034118808.1|DALB
OG0010371	LOC120456785|XP_039499736.1|DSAN	LOC117578078|XP_034119120.1|DALB
OG0010372	LOC120455650|XP_039497975.1|DSAN	LOC117567815|XP_034103946.1|DALB
OG0010373	LOC120455559|XP_039497847.1|DSAN	LOC117576583|XP_034117359.1|DALB
OG0010374	LOC120455232|XP_039497142.1|DSAN	LOC117565403|XP_034100381.1|DALB
OG0010375	LOC120455229|XP_039497139.1|DSAN	LOC117567968|XP_034104171.1|DALB
OG0010376	LOC120455566|XP_039497862.1|DSAN	LOC117564712|XP_034099487.1|DALB
OG0010377	LOC120457343|XP_039500786.1|DSAN	LOC117567974|XP_034104186.1|DALB
OG0010378	LOC120456489|XP_039499288.1|DSAN	LOC117563981|XP_034098467.1|DALB
OG0010379	LOC120456792|XP_039499745.1|DSAN	LOC117577889|XP_034118758.1|DALB
OG0010380	LOC120456807|XP_039499777.1|DSAN	LOC117577763|XP_034118565.1|DALB
OG0010381	LOC120456252|XP_039498906.1|DSAN	LOC117577831|XP_034118662.1|DALB
OG0010382	LOC120456044|XP_039498551.1|DSAN	LOC117570418|XP_034107940.1|DALB
OG0010383	LOC120457004|XP_039500091.1|DSAN	LOC117577934|XP_034118830.1|DALB
OG0010384	LOC120456708|XP_039499616.1|DSAN	LOC117569901|XP_034107173.1|DALB
OG0010385	LOC120443698|XP_039478873.1|DSAN	LOC117563226|XP_034097320.1|DALB
OG0010386	LOC120443900|XP_039479261.1|DSAN	LOC117564670|XP_034099424.1|DALB
OG0010387	LOC120458921|XP_039502703.1|DSAN	LOC117565544|XP_034100581.1|DALB
OG0010388	LOC120454002|XP_039494911.1|DSAN	LOC117564706|XP_034099476.1|DALB
OG0010389	LOC120443794|XP_039479058.1|DSAN	LOC117563676|XP_034097993.1|DALB
OG0010390	LOC120445915|XP_039482507.1|DSAN	LOC117563446|XP_034097676.1|DALB
OG0010391	LOC120445323|XP_039481579.1|DSAN	LOC117565804|XP_034100984.1|DALB
OG0010392	LOC120458537|XP_039502151.1|DSAN	LOC117563584|XP_034097861.1|DALB
OG0010393	LOC120443982|XP_039479390.1|DSAN	LOC117563639|XP_034097939.1|DALB
OG0010394	LOC120448816|XP_039486952.1|DSAN	LOC117563364|XP_034097553.1|DALB
OG0010395	LOC120445441|XP_039481809.1|DSAN	LOC117564642|XP_034099393.1|DALB
OG0010396	LOC120458218|XP_039501733.1|DSAN	LOC117564814|XP_034099627.1|DALB
OG0010397	LOC120446527|XP_039483477.1|DSAN	LOC117563661|XP_034097968.1|DALB
OG0010398	LOC120455218|XP_039497123.1|DSAN	LOC117564561|XP_034099285.1|DALB
OG0010399	LOC120458887|XP_039502660.1|DSAN	LOC117564680|XP_034099441.1|DALB
OG0010400	LOC120444033|XP_039479473.1|DSAN	LOC117563695|XP_034098030.1|DALB
OG0010401	LOC120444029|XP_039479468.1|DSAN	LOC117565822|XP_034101017.1|DALB
OG0010402	LOC120444406|XP_039479965.1|DSAN	LOC117566065|XP_034101412.1|DALB
OG0010403	LOC120443804|XP_039479078.1|DSAN	LOC117566109|XP_034101470.1|DALB
OG0010404	LOC120445571|XP_039481993.1|DSAN	LOC117563387|XP_034097609.1|DALB
OG0010405	LOC120445739|XP_039482247.1|DSAN	LOC117563389|XP_034097612.1|DALB
OG0010406	LOC120445741|XP_039482249.1|DSAN	LOC117563390|XP_034097613.1|DALB
OG0010407	LOC120444009|XP_039479424.1|DSAN	LOC117563770|XP_034098168.1|DALB, LOC117563774|XP_034098172.1|DALB, LOC117563773|XP_034098171.1|DALB
OG0010408	LOC120457690|XP_039501113.1|DSAN	LOC117565232|XP_034100130.1|DALB
OG0010409	LOC120449091|XP_039487336.1|DSAN	LOC117564489|XP_034099187.1|DALB
OG0010410	LOC120458238|XP_039501756.1|DSAN	LOC117565216|XP_034100117.1|DALB
OG0010411	LOC120447574|XP_039484971.1|DSAN	LOC117564134|XP_034098685.1|DALB
OG0010412	LOC120446302|XP_039483143.1|DSAN	LOC117565135|XP_034099996.1|DALB
OG0010413	LOC120450209|XP_039489016.1|DSAN	LOC117566176|XP_034101572.1|DALB
OG0010414	LOC120450243|XP_039489065.1|DSAN	LOC117566178|XP_034101575.1|DALB
OG0010415	LOC120458341|XP_039501891.1|DSAN	LOC117565267|XP_034100183.1|DALB
OG0010416	LOC120453006|XP_039493455.1|DSAN	LOC117565758|XP_034100902.1|DALB
OG0010417	LOC120455192|XP_039497071.1|DSAN	LOC117565750|XP_034100889.1|DALB
OG0010418	LOC120444089|XP_039479550.1|DSAN	LOC117565452|XP_034100442.1|DALB
OG0010419	LOC120443890|XP_039479251.1|DSAN	LOC117563895|XP_034098347.1|DALB
OG0010420	LOC120443712|XP_039478891.1|DSAN	LOC117564916|XP_034099760.1|DALB
OG0010421	LOC120454405|XP_039495603.1|DSAN	LOC117564555|XP_034099279.1|DALB
OG0010422	LOC120443730|XP_039478918.1|DSAN	LOC117564937|XP_034099781.1|DALB
OG0010423	LOC120446712|XP_039483752.1|DSAN	LOC117565971|XP_034101258.1|DALB
OG0010424	LOC120458937|XP_039502726.1|DSAN	LOC117565551|XP_034100608.1|DALB
OG0010425	LOC120447230|XP_039484689.1|DSAN	LOC117564474|XP_034099166.1|DALB
OG0010426	LOC120447235|XP_039484694.1|DSAN	LOC117565492|XP_034100490.1|DALB
OG0010427	LOC120454489|XP_039495772.1|DSAN	LOC117565171|XP_034100053.1|DALB
OG0010428	LOC120457822|XP_039501256.1|DSAN	LOC117564438|XP_034099067.1|DALB
OG0010429	LOC120455591|XP_039497902.1|DSAN	LOC117564592|XP_034099330.1|DALB
OG0010430	LOC120453444|XP_039494129.1|DSAN	LOC117563705|XP_034098043.1|DALB
OG0010431	LOC120458494|XP_039502095.1|DSAN	LOC117565476|XP_034100474.1|DALB
OG0010432	LOC120458343|XP_039501893.1|DSAN	LOC117565323|XP_034100253.1|DALB
OG0010433	LOC120458926|XP_039502712.1|DSAN	LOC117565281|XP_034100199.1|DALB
OG0010434	LOC120458640|XP_039502301.1|DSAN	LOC117564961|XP_034099807.1|DALB
OG0010435	LOC120456906|XP_039499972.1|DSAN	LOC117566129|XP_034101498.1|DALB
OG0010436	LOC120458119|XP_039501586.1|DSAN	LOC117565390|XP_034100361.1|DALB
OG0010437	LOC120458013|XP_039501447.1|DSAN	LOC117563259|XP_034097372.1|DALB
OG0010438	LOC120444782|XP_039480655.1|DSAN	LOC117564475|XP_034099167.1|DALB
OG0010439	LOC120444787|XP_039480664.1|DSAN	LOC117564245|XP_034098830.1|DALB
OG0010440	LOC120445500|XP_039481882.1|DSAN	LOC117565292|XP_034100216.1|DALB
OG0010441	LOC120446246|XP_039483052.1|DSAN	LOC117565291|XP_034100215.1|DALB
OG0010442	LOC120453670|XP_039494414.1|DSAN	LOC117565351|XP_034100300.1|DALB
OG0010443	LOC120452229|XP_039492292.1|DSAN	LOC117564566|XP_034099290.1|DALB
OG0010444	LOC120452983|XP_039493417.1|DSAN	LOC117565642|XP_034100744.1|DALB
OG0010445	LOC120452873|XP_039493258.1|DSAN	LOC117564907|XP_034099751.1|DALB
OG0010446	LOC120454483|XP_039495760.1|DSAN	LOC117563281|XP_034097408.1|DALB
OG0010447	LOC120447623|XP_039485050.1|DSAN	LOC117571481|XP_034109535.1|DALB
OG0010448	LOC120449140|XP_039487394.1|DSAN	LOC117568425|XP_034104972.1|DALB
OG0010449	LOC120448586|XP_039486598.1|DSAN	LOC117569568|XP_034106681.1|DALB
OG0010450	LOC120450046|XP_039488735.1|DSAN	LOC117568313|XP_034104755.1|DALB
OG0010451	LOC120448511|XP_039486480.1|DSAN	LOC117568132|XP_034104431.1|DALB
OG0010452	LOC120448239|XP_039486077.1|DSAN	LOC117568223|XP_034104587.1|DALB
OG0010453	LOC120447494|XP_039484825.1|DSAN	LOC117568220|XP_034104585.1|DALB
OG0010454	LOC120450492|XP_039489473.1|DSAN	LOC117571116|XP_034109002.1|DALB
OG0010455	LOC120450221|XP_039489031.1|DSAN	LOC117571832|XP_034110103.1|DALB
OG0010456	LOC120449151|XP_039487421.1|DSAN	LOC117571872|XP_034110208.1|DALB
OG0010457	LOC120448901|XP_039487057.1|DSAN	LOC117569479|XP_034106539.1|DALB
OG0010458	LOC120447637|XP_039485078.1|DSAN	LOC117571954|XP_034110343.1|DALB
OG0010459	LOC120449239|XP_039487545.1|DSAN	LOC117570464|XP_034108017.1|DALB
OG0010460	LOC120448884|XP_039487034.1|DSAN	LOC117571972|XP_034110365.1|DALB
OG0010461	LOC120448417|XP_039486351.1|DSAN	LOC117566411|XP_034101824.1|DALB
OG0010462	LOC120449339|XP_039487678.1|DSAN	LOC117568553|XP_034105164.1|DALB
OG0010463	LOC120447819|XP_039485330.1|DSAN	LOC117570949|XP_034108774.1|DALB
OG0010464	LOC120447860|XP_039485401.1|DSAN	LOC117570522|XP_034108114.1|DALB
OG0010465	LOC120447871|XP_039485413.1|DSAN	LOC117570723|XP_034108426.1|DALB
OG0010466	LOC120450152|XP_039488922.1|DSAN	LOC117569427|XP_034106477.1|DALB
OG0010467	LOC120449910|XP_039488535.1|DSAN	LOC117569431|XP_034106482.1|DALB
OG0010468	LOC120450594|XP_039489650.1|DSAN	LOC117569701|XP_034106854.1|DALB
OG0010469	LOC120450431|XP_039489375.1|DSAN	LOC117572501|XP_034111243.1|DALB
OG0010470	LOC120447502|XP_039484836.1|DSAN	LOC117569199|XP_034106158.1|DALB
OG0010471	LOC120450488|XP_039489469.1|DSAN	LOC117568996|XP_034105862.1|DALB
OG0010472	LOC120450121|XP_039488877.1|DSAN	LOC117571884|XP_034110234.1|DALB
OG0010473	LOC120448543|XP_039486524.1|DSAN	LOC117568994|XP_034105857.1|DALB
OG0010474	LOC120449337|XP_039487675.1|DSAN	LOC117567837|XP_034103976.1|DALB
OG0010475	LOC120450575|XP_039489628.1|DSAN	LOC117572266|XP_034110856.1|DALB
OG0010476	LOC120448819|XP_039486951.1|DSAN	LOC117571757|XP_034109998.1|DALB
OG0010477	LOC120447593|XP_039484995.1|DSAN	LOC117570926|XP_034108747.1|DALB
OG0010478	LOC120449703|XP_039488255.1|DSAN	LOC117571411|XP_034109440.1|DALB
OG0010479	LOC120449907|XP_039488532.1|DSAN	LOC117570823|XP_034108577.1|DALB
OG0010480	LOC120448504|XP_039486472.1|DSAN	LOC117569578|XP_034106692.1|DALB
OG0010481	LOC120448133|XP_039485885.1|DSAN	LOC117572626|XP_034111473.1|DALB
OG0010482	LOC120448319|XP_039486200.1|DSAN	LOC117567571|XP_034103533.1|DALB
OG0010483	LOC120450384|XP_039489310.1|DSAN	LOC117567481|XP_034103403.1|DALB
OG0010484	LOC120450026|XP_039488702.1|DSAN	LOC117571300|XP_034109261.1|DALB
OG0010485	LOC120449618|XP_039488135.1|DSAN	LOC117566445|XP_034101867.1|DALB, LOC117567032|XP_034102626.1|DALB
OG0010486	LOC120448581|XP_039486590.1|DSAN	LOC117569962|XP_034107226.1|DALB
OG0010487	LOC120450516|XP_039489527.1|DSAN	LOC117572604|XP_034111431.1|DALB
OG0010488	LOC120450598|XP_039489653.1|DSAN	LOC117571266|XP_034109220.1|DALB
