Orthogroup	DSAN.longest_only	AAEG.longest_only
OG0007289	LOC120456686|XP_039499582.1|DSAN	LOC110678485|XP_021707130.1|AAEG, LOC5564862|XP_001649220.1|AAEG
OG0007290	LOC120451631|XP_039491422.1|DSAN	LOC5564872|XP_001649208.2|AAEG
OG0007291	LOC120455577|XP_039497881.1|DSAN	LOC5575417|XP_001661938.2|AAEG
OG0007292	LOC120456573|XP_039499394.1|DSAN	LOC5575410|XP_001661930.2|AAEG
OG0007293	LOC120452357|XP_039492464.1|DSAN	LOC5566932|XP_001651346.2|AAEG
OG0007294	LOC120450995|XP_039490238.1|DSAN	LOC5564353|XP_001648704.1|AAEG
OG0007295	LOC120454040|XP_039494966.1|DSAN	LOC5572146|XP_001660223.2|AAEG
OG0007296	LOC120454349|XP_039495496.1|DSAN	LOC5566886|XP_021709054.1|AAEG
OG0007297	LOC120454039|XP_039494965.1|DSAN	LOC5566884|XP_001651259.2|AAEG
OG0007298	LOC120453343|XP_039493945.1|DSAN	LOC5566843|XP_001651256.1|AAEG
OG0007299	LOC120454528|XP_039495832.1|DSAN	LOC5566842|XP_001651252.1|AAEG
OG0007300	LOC120451487|XP_039491143.1|DSAN	LOC5572552|XP_001654071.1|AAEG
OG0007301	LOC120451998|XP_039491961.1|DSAN	LOC5572565|XP_021710773.1|AAEG
OG0007302	LOC120454543|XP_039495857.1|DSAN	LOC5575776|XP_021704892.1|AAEG
OG0007303	LOC120455488|XP_039497659.1|DSAN	LOC5576103|XP_001662448.1|AAEG
OG0007304	LOC120458221|XP_039501735.1|DSAN	LOC5569943|XP_001658839.2|AAEG
OG0007305	LOC120448462|XP_039486415.1|DSAN	LOC5571079|XP_001659519.2|AAEG
OG0007306	LOC120448460|XP_039486411.1|DSAN	LOC5571078|XP_001659518.1|AAEG
OG0007307	LOC120451469|XP_039491089.1|DSAN	LOC5571066|XP_021707164.1|AAEG
OG0007308	LOC120454229|XP_039495264.1|DSAN	LOC5571058|XP_001659500.2|AAEG
OG0007309	LOC120452571|XP_039492787.1|DSAN	LOC5569636|XP_001658663.1|AAEG
OG0007310	LOC120452888|XP_039493278.1|DSAN	LOC5571454|XP_021709505.1|AAEG
OG0007311	LOC120454148|XP_039495140.1|DSAN	LOC5571458|XP_021706793.1|AAEG
OG0007312	LOC120445812|XP_039482360.1|DSAN	LOC5571463|XP_021711494.1|AAEG
OG0007313	LOC120456191|XP_039498805.1|DSAN	LOC5568750|XP_001658130.2|AAEG
OG0007314	LOC120456324|XP_039499018.1|DSAN	LOC5567262|XP_001651707.1|AAEG
OG0007315	LOC120456053|XP_039498565.1|DSAN	LOC5567265|XP_021705170.1|AAEG
OG0007316	LOC120450867|XP_039490024.1|DSAN	LOC5574663|XP_001655238.1|AAEG
OG0007317	LOC120451210|XP_039490618.1|DSAN	LOC5567592|XP_001651817.1|AAEG
OG0007318	LOC120451207|XP_039490610.1|DSAN	LOC5567591|XP_021707607.1|AAEG
OG0007319	LOC120448988|XP_039487189.1|DSAN	LOC5567585|XP_001651828.2|AAEG
OG0007320	LOC120452824|XP_039493163.1|DSAN	LOC5574867|XP_001655393.1|AAEG
OG0007321	LOC120456602|XP_039499446.1|DSAN	LOC5574868|XP_021707835.1|AAEG
OG0007322	LOC120456376|XP_039499129.1|DSAN	LOC5568504|XP_021705846.1|AAEG
OG0007323	LOC120455754|XP_039498126.1|DSAN	LOC5568507|XP_001652330.2|AAEG
OG0007324	LOC120452259|XP_039492323.1|DSAN	LOC5575718|XP_001655825.1|AAEG
OG0007325	LOC120454695|XP_039496162.1|DSAN	LOC5575717|XP_001655824.1|AAEG
OG0007326	LOC120451739|XP_039491580.1|DSAN	LOC5575715|XP_001655819.1|AAEG
OG0007327	LOC120448018|XP_039485689.1|DSAN	LOC5575716|XP_001655818.2|AAEG
OG0007328	LOC120451260|XP_039490722.1|DSAN	LOC5579222|XP_001664302.1|AAEG
OG0007329	LOC120451582|XP_039491327.1|DSAN	LOC5564429|XP_021704855.1|AAEG
OG0007330	LOC120456523|XP_039499326.1|DSAN	LOC5577945|XP_021704427.1|AAEG
OG0007331	LOC120455409|XP_039497485.1|DSAN	LOC23687919|XP_011493731.1|AAEG
OG0007332	LOC120456162|XP_039498735.1|DSAN	LOC5577947|XP_021704416.1|AAEG
OG0007333	LOC120453812|XP_039494624.1|DSAN	LOC5572309|XP_021705539.1|AAEG
OG0007334	LOC120454697|XP_039496168.1|DSAN	LOC110674004|XP_021705985.1|AAEG, LOC5572313|XP_021712239.1|AAEG
OG0007335	LOC120448235|XP_039486069.1|DSAN	LOC5566725|XP_021709649.1|AAEG
OG0007336	LOC120457151|XP_039500358.1|DSAN	LOC5575800|XP_001662226.1|AAEG
OG0007337	LOC120448980|XP_039487176.1|DSAN	LOC5575804|XP_021705389.1|AAEG
OG0007338	LOC120450190|XP_039488989.1|DSAN	LOC110679216|XP_021709049.1|AAEG
OG0007339	LOC120454529|XP_039495834.1|DSAN	LOC5578457|XP_001656979.1|AAEG
OG0007340	LOC120453600|XP_039494299.1|DSAN	LOC110679566|XP_021710257.1|AAEG
OG0007341	LOC120451275|XP_039490752.1|DSAN	LOC5578440|XP_001656957.2|AAEG
OG0007342	LOC120453495|XP_039494165.1|DSAN	LOC5578435|XP_021705068.1|AAEG
OG0007343	LOC120452548|XP_039492756.1|DSAN	LOC5563970|XP_001648279.1|AAEG
OG0007344	LOC120458281|XP_039501811.1|DSAN	LOC5563952|XP_001648280.1|AAEG
OG0007345	LOC120450746|XP_039489803.1|DSAN	LOC5563989|XP_021708266.1|AAEG
OG0007346	LOC120447538|XP_039484916.1|DSAN	LOC5563984|XP_001648287.1|AAEG
OG0007347	LOC120455828|XP_039498227.1|DSAN	LOC5563951|XP_021710660.1|AAEG
OG0007348	LOC120455824|XP_039498223.1|DSAN	LOC5563966|XP_021710641.1|AAEG
OG0007349	LOC120455816|XP_039498213.1|DSAN	LOC5563975|XP_001648300.1|AAEG
OG0007350	LOC120456834|XP_039499818.1|DSAN	LOC5563967|XP_001648309.2|AAEG
OG0007351	LOC120448172|XP_039485943.1|DSAN	LOC5574129|XP_021709848.1|AAEG
OG0007352	LOC120445703|XP_039482197.1|DSAN	LOC110679294|XP_021709301.1|AAEG
OG0007353	LOC120451960|XP_039491918.1|DSAN	LOC5574138|XP_001661208.1|AAEG
OG0007354	LOC120455027|XP_039496792.1|DSAN	LOC5579952|XP_001652243.1|AAEG
OG0007355	LOC120454668|XP_039496113.1|DSAN	LOC5579950|XP_021710015.1|AAEG
OG0007356	LOC120449647|XP_039488177.1|DSAN	LOC5579945|XP_021704391.1|AAEG
OG0007357	LOC120452107|XP_039492116.1|DSAN	LOC5579940|XP_021707837.1|AAEG
OG0007358	LOC120451750|XP_039491607.1|DSAN	LOC5579939|XP_021706060.1|AAEG
OG0007359	LOC120454289|XP_039495409.1|DSAN	LOC5568668|XP_021708806.1|AAEG
OG0007360	LOC120454099|XP_039495043.1|DSAN	LOC5577818|XP_001663588.1|AAEG
OG0007361	LOC120455751|XP_039498109.1|DSAN	LOC5567168|XP_021709738.1|AAEG
OG0007362	LOC120444443|XP_039480036.1|DSAN	LOC5567166|XP_021707169.1|AAEG
OG0007363	LOC120456675|XP_039499566.1|DSAN	LOC5571591|XP_001659794.1|AAEG
OG0007364	LOC120457398|XP_039500903.1|DSAN	LOC5571586|XP_021704149.1|AAEG
OG0007365	LOC120455307|XP_039497290.1|DSAN	LOC5573608|XP_021706205.1|AAEG
OG0007366	LOC120452071|XP_039492068.1|DSAN	LOC5573601|XP_001654735.1|AAEG
OG0007367	LOC120447639|XP_039485080.1|DSAN	LOC5573599|XP_001654733.2|AAEG
OG0007368	LOC120452901|XP_039493292.1|DSAN	LOC5573578|XP_001654712.2|AAEG
OG0007369	LOC120450816|XP_039489926.1|DSAN	LOC5573569|XP_021707171.1|AAEG
OG0007370	LOC120443921|XP_039479300.1|DSAN	LOC5573565|XP_001654697.2|AAEG
OG0007371	LOC120453514|XP_039494196.1|DSAN	LOC5578548|XP_021706024.1|AAEG
OG0007372	LOC120454219|XP_039495252.1|DSAN	LOC5577339|XP_001656416.2|AAEG
OG0007373	LOC120456362|XP_039499091.1|DSAN	LOC5577341|XP_001656418.2|AAEG
OG0007374	LOC120456452|XP_039499225.1|DSAN	LOC5577355|XP_021707870.1|AAEG
OG0007375	LOC120455562|XP_039497856.1|DSAN	LOC5577374|XP_021711576.1|AAEG
OG0007376	LOC120455796|XP_039498188.1|DSAN	LOC5577380|XP_021704597.1|AAEG
OG0007377	LOC120455772|XP_039498162.1|DSAN	LOC5570989|XP_001659450.1|AAEG
OG0007378	LOC120455435|XP_039497565.1|DSAN	LOC5570991|XP_021706843.1|AAEG
OG0007379	LOC120455313|XP_039497297.1|DSAN	LOC5574167|XP_021709052.1|AAEG
OG0007380	LOC120456755|XP_039499682.1|DSAN	LOC5568845|XP_001652572.1|AAEG
OG0007381	LOC120455235|XP_039497145.1|DSAN	LOC5566951|XP_021705976.1|AAEG
OG0007382	LOC120455660|XP_039497988.1|DSAN	LOC5575048|XP_001655485.2|AAEG
OG0007383	LOC120455535|XP_039497808.1|DSAN	LOC5575043|XP_021705130.1|AAEG
OG0007384	LOC120455665|XP_039497994.1|DSAN	LOC5574429|XP_001661446.1|AAEG
OG0007385	LOC120455977|XP_039498464.1|DSAN	LOC110677883|XP_021705349.1|AAEG, LOC5574443|XP_021711347.1|AAEG
OG0007386	LOC120456512|XP_039499313.1|DSAN	LOC5578298|XP_001656880.1|AAEG
OG0007387	LOC120456981|XP_039500064.1|DSAN	LOC5578294|XP_001656879.1|AAEG
OG0007388	LOC120456098|XP_039498627.1|DSAN	LOC5578293|XP_021710115.1|AAEG
OG0007389	LOC120445555|XP_039481960.1|DSAN	LOC5568516|XP_001652340.2|AAEG
OG0007390	LOC120457396|XP_039500900.1|DSAN	LOC5569012|XP_021705484.1|AAEG
OG0007391	LOC120454648|XP_039496083.1|DSAN	LOC5569009|XP_021712417.1|AAEG, LOC110679381|XP_021709530.1|AAEG
OG0007392	LOC120455197|XP_039497074.1|DSAN	LOC5569017|XP_021704299.1|AAEG
OG0007393	LOC120454696|XP_039496163.1|DSAN	LOC5568995|XP_021704770.1|AAEG
OG0007394	LOC120455388|XP_039497450.1|DSAN, LOC120457860|XP_039501309.1|DSAN	LOC5568986|XP_021708469.1|AAEG
OG0007395	LOC120457327|XP_039500766.1|DSAN	LOC5579528|XP_021709661.1|AAEG
OG0007396	LOC120450951|XP_039490170.1|DSAN	LOC5570800|XP_021705516.1|AAEG
OG0007397	LOC120458027|XP_039501466.1|DSAN	LOC5570798|XP_021705518.1|AAEG
OG0007398	LOC120446761|XP_039483832.1|DSAN	LOC5571749|XP_021705050.1|AAEG
OG0007399	LOC120455563|XP_039497859.1|DSAN	LOC110677735|XP_021704644.1|AAEG
OG0007400	LOC120456965|XP_039500044.1|DSAN	LOC5571753|XP_021705202.1|AAEG
OG0007401	LOC120455441|XP_039497572.1|DSAN	LOC5568207|XP_021709882.1|AAEG
OG0007402	LOC120452143|XP_039492167.1|DSAN	LOC5576157|XP_001662506.1|AAEG
OG0007403	LOC120454330|XP_039495471.1|DSAN	LOC5576158|XP_021709328.1|AAEG
OG0007404	LOC120453246|XP_039493786.1|DSAN	LOC5580158|XP_021706441.1|AAEG
OG0007405	LOC120450733|XP_039489786.1|DSAN	LOC5580157|XP_021709392.1|AAEG
OG0007406	LOC120450760|XP_039489832.1|DSAN	LOC5578821|XP_021705169.1|AAEG
OG0007407	LOC120443871|XP_039479179.1|DSAN	LOC5572473|XP_021705138.1|AAEG
OG0007408	LOC120450482|XP_039489463.1|DSAN	LOC5572474|XP_021706089.1|AAEG
OG0007409	LOC120453820|XP_039494639.1|DSAN	LOC5572472|XP_021706926.1|AAEG
OG0007410	LOC120455248|XP_039497178.1|DSAN	LOC5564766|XP_021710614.1|AAEG
OG0007411	LOC120456848|XP_039499838.1|DSAN	LOC5564791|XP_001649135.1|AAEG
OG0007412	LOC120456163|XP_039498742.1|DSAN	LOC5564792|XP_021704882.1|AAEG
OG0007413	LOC120458324|XP_039501876.1|DSAN	LOC5564786|XP_021707615.1|AAEG
OG0007414	LOC120454964|XP_039496679.1|DSAN	LOC5572854|XP_001660613.1|AAEG
OG0007415	LOC120456661|XP_039499527.1|DSAN	LOC5572248|XP_001653936.2|AAEG
OG0007416	LOC120457137|XP_039500313.1|DSAN	LOC110679171|XP_021708955.1|AAEG
OG0007417	LOC120456768|XP_039499699.1|DSAN	LOC5572250|XP_021705174.1|AAEG
OG0007418	LOC120444456|XP_039480054.1|DSAN	LOC5570007|XP_001658896.1|AAEG
OG0007419	LOC120452200|XP_039492254.1|DSAN	LOC5570016|XP_021708975.1|AAEG
OG0007420	LOC120444470|XP_039480081.1|DSAN	LOC5570019|XP_001658909.2|AAEG
OG0007421	LOC120456999|XP_039500086.1|DSAN	LOC5570029|XP_021707656.1|AAEG
OG0007422	LOC120455871|XP_039498278.1|DSAN	LOC5570057|XP_001658936.1|AAEG
OG0007423	LOC120456406|XP_039499171.1|DSAN	LOC5570048|XP_001658939.1|AAEG
OG0007424	LOC120448099|XP_039485836.1|DSAN	LOC5570052|XP_001658945.1|AAEG
OG0007425	LOC120449762|XP_039488332.1|DSAN	LOC5568012|XP_001657829.2|AAEG
OG0007426	LOC120455743|XP_039498100.1|DSAN	LOC5568030|XP_001657833.1|AAEG
OG0007427	LOC120455718|XP_039498067.1|DSAN	LOC5568014|XP_001657836.1|AAEG
OG0007428	LOC120457256|XP_039500588.1|DSAN	LOC5579847|XP_021709810.1|AAEG
OG0007429	LOC120444705|XP_039480510.1|DSAN	LOC5578185|XP_021705787.1|AAEG, LOC110681215|XP_021712679.1|AAEG
OG0007430	LOC120447602|XP_039485007.1|DSAN	LOC5570804|XP_001653312.1|AAEG
OG0007431	LOC120458202|XP_039501713.1|DSAN	LOC5570809|XP_001653316.2|AAEG
OG0007432	LOC120448735|XP_039486848.1|DSAN	LOC5570812|XP_001653319.2|AAEG
OG0007433	LOC120456202|XP_039498816.1|DSAN	LOC5573030|XP_021707220.1|AAEG
OG0007434	LOC120448932|XP_039487103.1|DSAN	LOC5575487|XP_021709351.1|AAEG
OG0007435	LOC120449359|XP_039487706.1|DSAN	LOC5572120|XP_021710768.1|AAEG
OG0007436	LOC120448632|XP_039486689.1|DSAN	LOC5570577|XP_001653246.2|AAEG
OG0007437	LOC120449123|XP_039487370.1|DSAN	LOC5570560|XP_021704717.1|AAEG
OG0007438	LOC120449614|XP_039488123.1|DSAN	LOC5574448|XP_021704617.1|AAEG
OG0007439	LOC120451835|XP_039491745.1|DSAN	LOC5572991|XP_021705663.1|AAEG
OG0007440	LOC120457341|XP_039500783.1|DSAN	LOC5572987|XP_001654314.2|AAEG
OG0007441	LOC120445281|XP_039481515.1|DSAN	LOC5576234|XP_001656012.2|AAEG
OG0007442	LOC120452344|XP_039492449.1|DSAN	LOC5576227|XP_001656005.2|AAEG
OG0007443	LOC120445433|XP_039481797.1|DSAN	LOC5576226|XP_001656004.2|AAEG
OG0007444	LOC120446504|XP_039483445.1|DSAN	LOC5576223|XP_001656001.1|AAEG
OG0007445	LOC120446503|XP_039483444.1|DSAN	LOC5576222|XP_001656000.1|AAEG
OG0007446	LOC120446580|XP_039483536.1|DSAN	LOC5576219|XP_001655996.2|AAEG
OG0007447	LOC120446319|XP_039483168.1|DSAN	LOC5576215|XP_001655992.1|AAEG
OG0007448	LOC120446219|XP_039483010.1|DSAN	LOC5576211|XP_021706461.1|AAEG
OG0007449	LOC120449888|XP_039488500.1|DSAN	LOC5568381|XP_021708763.1|AAEG
OG0007450	LOC120450569|XP_039489620.1|DSAN	LOC5568395|XP_001658032.1|AAEG
OG0007451	LOC120447476|XP_039484806.1|DSAN	LOC5568388|XP_021711083.1|AAEG
OG0007452	LOC120447475|XP_039484805.1|DSAN	LOC5563848|XP_021705412.1|AAEG
OG0007453	LOC120448759|XP_039486878.1|DSAN	LOC5576407|XP_021710239.1|AAEG
OG0007454	LOC120450251|XP_039489073.1|DSAN	LOC5579298|XP_001647606.2|AAEG
OG0007455	LOC120445873|XP_039482450.1|DSAN	LOC5565230|XP_021705653.1|AAEG
OG0007456	LOC120457338|XP_039500781.1|DSAN	LOC5565229|XP_001649558.1|AAEG
OG0007457	LOC120448347|XP_039486245.1|DSAN	LOC5569534|XP_021705470.1|AAEG
OG0007458	LOC120446065|XP_039482779.1|DSAN	LOC5569531|XP_001652845.1|AAEG
OG0007459	LOC120451462|XP_039491078.1|DSAN	LOC23687424|XP_021706106.1|AAEG
OG0007460	LOC120444727|XP_039480586.1|DSAN	LOC5569547|XP_001652847.2|AAEG
OG0007461	LOC120450601|XP_039489657.1|DSAN	LOC5569538|XP_001652850.2|AAEG
OG0007462	LOC120449477|XP_039487887.1|DSAN	LOC5569543|XP_021704432.1|AAEG
OG0007463	LOC120449476|XP_039487885.1|DSAN	LOC5569542|XP_021704431.1|AAEG
OG0007464	LOC120447485|XP_039484815.1|DSAN	LOC5569544|XP_021704433.1|AAEG
OG0007465	LOC120450073|XP_039488792.1|DSAN	LOC5575316|XP_021706347.1|AAEG
OG0007466	LOC120446602|XP_039483568.1|DSAN	LOC5571124|XP_021711034.1|AAEG
OG0007467	LOC120457656|XP_039501089.1|DSAN	LOC5574779|XP_021709596.1|AAEG
OG0007468	LOC120447138|XP_039484506.1|DSAN	LOC5578344|XP_001656914.2|AAEG
OG0007469	LOC120448423|XP_039486357.1|DSAN	LOC5578338|XP_021706754.1|AAEG
OG0007470	LOC120444722|XP_039480560.1|DSAN	LOC5578331|XP_001656900.2|AAEG
OG0007471	LOC120445854|XP_039482428.1|DSAN	LOC5573759|XP_021705630.1|AAEG
OG0007472	LOC120457311|XP_039500739.1|DSAN	LOC5573754|XP_001654782.2|AAEG
OG0007473	LOC120449663|XP_039488197.1|DSAN	LOC5573742|XP_001654770.1|AAEG
OG0007474	LOC120446221|XP_039483014.1|DSAN	LOC5579663|XP_021707446.1|AAEG
OG0007475	LOC120448355|XP_039486256.1|DSAN	LOC5577237|XP_021710770.1|AAEG
OG0007476	LOC120457145|XP_039500348.1|DSAN	LOC5576932|XP_021704955.1|AAEG
OG0007477	LOC120457138|XP_039500317.1|DSAN	LOC5576935|XP_021710723.1|AAEG, LOC110679644|XP_021710727.1|AAEG
OG0007478	LOC120446979|XP_039484188.1|DSAN	LOC5575774|XP_021705902.1|AAEG
OG0007479	LOC120457072|XP_039500184.1|DSAN	LOC5577486|XP_001663404.1|AAEG
OG0007480	LOC120452952|XP_039493372.1|DSAN	LOC5577485|XP_021707341.1|AAEG
OG0007481	LOC120449791|XP_039488369.1|DSAN	LOC5570994|XP_001653426.2|AAEG
OG0007482	LOC120445757|XP_039482277.1|DSAN	LOC110678790|XP_021707848.1|AAEG
OG0007483	LOC120452735|XP_039493042.1|DSAN	LOC5572358|XP_021705669.1|AAEG
OG0007484	LOC120455611|XP_039497925.1|DSAN	LOC23687567|XP_021708965.1|AAEG
OG0007485	LOC120456150|XP_039498713.1|DSAN	LOC110679177|XP_021708967.1|AAEG
OG0007486	LOC120455847|XP_039498252.1|DSAN	LOC5576707|XP_001656213.1|AAEG
OG0007487	LOC120454820|XP_039496207.1|DSAN	LOC5576709|XP_021704626.1|AAEG
OG0007488	LOC120448131|XP_039485883.1|DSAN	LOC5575270|XP_001661875.1|AAEG
OG0007489	LOC120454531|XP_039495835.1|DSAN	LOC5575274|XP_001661867.1|AAEG
OG0007490	LOC120455737|XP_039498091.1|DSAN	LOC5573621|XP_021710745.1|AAEG
OG0007491	LOC120454987|XP_039496713.1|DSAN	LOC5575220|XP_001655621.1|AAEG
OG0007492	LOC120453014|XP_039493467.1|DSAN	LOC5573627|XP_001660954.2|AAEG
OG0007493	LOC120456453|XP_039499226.1|DSAN	LOC5573832|XP_021708049.1|AAEG
OG0007494	LOC120458166|XP_039501659.1|DSAN	LOC5563992|XP_021709437.1|AAEG
OG0007495	LOC120457196|XP_039500484.1|DSAN	LOC5563763|XP_021706109.1|AAEG
OG0007496	LOC120447971|XP_039485597.1|DSAN	LOC5577094|XP_021709703.1|AAEG
OG0007497	LOC120447713|XP_039485179.1|DSAN	LOC5577092|XP_021710505.1|AAEG
OG0007498	LOC120450641|XP_039489728.1|DSAN	LOC5571875|XP_021709642.1|AAEG
OG0007499	LOC120450446|XP_039489394.1|DSAN	LOC5571877|XP_001659986.2|AAEG
OG0007500	LOC120450447|XP_039489398.1|DSAN	LOC5571876|XP_021706353.1|AAEG
OG0007501	LOC120450507|XP_039489493.1|DSAN	LOC5567298|XP_021704230.1|AAEG
OG0007502	LOC120454677|XP_039496126.1|DSAN	LOC5570178|XP_001658967.2|AAEG
OG0007503	LOC120458075|XP_039501522.1|DSAN	LOC5570176|XP_021707208.1|AAEG
OG0007504	LOC120449962|XP_039488598.1|DSAN	LOC5570175|XP_001658970.1|AAEG
OG0007505	LOC120448991|XP_039487192.1|DSAN	LOC5563829|XP_021705481.1|AAEG
OG0007506	LOC120448214|XP_039486027.1|DSAN	LOC5563826|XP_021706702.1|AAEG
OG0007507	LOC120450854|XP_039490004.1|DSAN	LOC5567448|XP_021710242.1|AAEG
OG0007508	LOC120458637|XP_039502296.1|DSAN	LOC5566305|XP_001650699.1|AAEG
OG0007509	LOC120444957|XP_039480908.1|DSAN	LOC5566303|XP_021710916.1|AAEG
OG0007510	LOC120448440|XP_039486390.1|DSAN	LOC5573473|XP_001660893.2|AAEG
OG0007511	LOC120449221|XP_039487563.1|DSAN, LOC120448984|XP_039487186.1|DSAN	LOC5577174|XP_001663262.1|AAEG
OG0007512	LOC120450871|XP_039490028.1|DSAN	LOC5576819|XP_021707224.1|AAEG
OG0007513	LOC120458337|XP_039501888.1|DSAN	LOC110678186|XP_021706501.1|AAEG
OG0007514	LOC120450466|XP_039489439.1|DSAN	LOC5564092|XP_021704390.1|AAEG
OG0007515	LOC120458480|XP_039502075.1|DSAN	LOC5577979|XP_001663649.1|AAEG
OG0007516	LOC120450524|XP_039489544.1|DSAN	LOC5574963|XP_021711057.1|AAEG
OG0007517	LOC120448130|XP_039485882.1|DSAN	LOC5574961|XP_001655432.1|AAEG
OG0007518	LOC120445353|XP_039481632.1|DSAN	LOC5574955|XP_021710999.1|AAEG
OG0007519	LOC120445016|XP_039481017.1|DSAN	LOC5575183|XP_021709939.1|AAEG
OG0007520	LOC120455188|XP_039497059.1|DSAN	LOC5573356|XP_001660842.2|AAEG
OG0007521	LOC120456023|XP_039498522.1|DSAN	LOC5567361|XP_001657376.2|AAEG
OG0007522	LOC120455501|XP_039497696.1|DSAN	LOC5566415|XP_021710266.1|AAEG
OG0007523	LOC120445317|XP_039481572.1|DSAN	LOC5575516|XP_021710609.1|AAEG
OG0007524	LOC120453826|XP_039494654.1|DSAN	LOC5564364|XP_021706173.1|AAEG
OG0007525	LOC120458401|XP_039501960.1|DSAN	LOC5571035|XP_001659470.1|AAEG
OG0007526	LOC120450957|XP_039490178.1|DSAN	LOC5571024|XP_001659458.2|AAEG
OG0007527	LOC120449088|XP_039487330.1|DSAN	LOC5569796|XP_001653010.1|AAEG
OG0007528	LOC120444061|XP_039479502.1|DSAN	LOC5572184|XP_021710216.1|AAEG
OG0007529	LOC120446045|XP_039482752.1|DSAN	LOC5578347|XP_021704792.1|AAEG
OG0007530	LOC120453679|XP_039494428.1|DSAN	LOC5567240|XP_001651670.2|AAEG
OG0007531	LOC120458693|XP_039502369.1|DSAN	LOC5567238|XP_001651668.2|AAEG
OG0007532	LOC120444744|XP_039480606.1|DSAN	LOC5567221|XP_001651650.2|AAEG
OG0007533	LOC120447959|XP_039485583.1|DSAN	LOC5567219|XP_001651647.2|AAEG
OG0007534	LOC120449606|XP_039488108.1|DSAN	LOC5567216|XP_001651645.1|AAEG
OG0007535	LOC120448443|XP_039486391.1|DSAN	LOC5567210|XP_001651639.2|AAEG
OG0007536	LOC120452352|XP_039492460.1|DSAN	LOC5567207|XP_021710699.1|AAEG
OG0007537	LOC120448185|XP_039485983.1|DSAN	LOC5567198|XP_021709908.1|AAEG
OG0007538	LOC120447463|XP_039484784.1|DSAN	LOC5567190|XP_021710084.1|AAEG
OG0007539	LOC120445211|XP_039481396.1|DSAN	LOC5567180|XP_021709178.1|AAEG
OG0007540	LOC120452691|XP_039492978.1|DSAN	LOC5567179|XP_001651608.1|AAEG
OG0007541	LOC120447163|XP_039484552.1|DSAN	LOC110679261|XP_021709179.1|AAEG
OG0007542	LOC120446285|XP_039483108.1|DSAN	LOC5567178|XP_021706240.1|AAEG
OG0007543	LOC120454883|XP_039496404.1|DSAN	LOC5571202|XP_001659588.2|AAEG
OG0007544	LOC120449842|XP_039488432.1|DSAN	LOC5571904|XP_001660002.1|AAEG
OG0007545	LOC120446018|XP_039482707.1|DSAN	LOC5574817|XP_021711563.1|AAEG
OG0007546	LOC120451437|XP_039491045.1|DSAN	LOC5577750|XP_001663523.2|AAEG
OG0007547	LOC120444354|XP_039479872.1|DSAN	LOC5579104|XP_021707664.1|AAEG
OG0007548	LOC120450529|XP_039489550.1|DSAN	LOC5572083|XP_021707928.1|AAEG
OG0007549	LOC120449499|XP_039487933.1|DSAN	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG
OG0007550	LOC120448357|XP_039486259.1|DSAN	LOC5566064|XP_021711259.1|AAEG
OG0007551	LOC120452849|XP_039493223.1|DSAN	LOC5566044|XP_021711454.1|AAEG
OG0007552	LOC120457942|XP_039501385.1|DSAN	LOC5566045|XP_001650420.1|AAEG
OG0007553	LOC120458164|XP_039501655.1|DSAN	LOC5566061|XP_001650421.1|AAEG
OG0007554	LOC120448867|XP_039487014.1|DSAN	LOC5578125|XP_001656772.1|AAEG
OG0007555	LOC120445747|XP_039482259.1|DSAN	LOC5578084|XP_021710051.1|AAEG
OG0007556	LOC120446207|XP_039482994.1|DSAN	LOC5578086|XP_021706803.1|AAEG
OG0007557	LOC120445570|XP_039481990.1|DSAN	LOC5578088|XP_021710800.1|AAEG
OG0007558	LOC120447082|XP_039484414.1|DSAN	LOC5578097|XP_021706575.1|AAEG
OG0007559	LOC120458572|XP_039502205.1|DSAN	LOC5578100|XP_001656796.2|AAEG
OG0007560	LOC120448674|XP_039486745.1|DSAN	LOC5578115|XP_001656813.2|AAEG
OG0007561	LOC120449405|XP_039487792.1|DSAN	LOC5578903|XP_021708574.1|AAEG
OG0007562	LOC120447548|XP_039484930.1|DSAN	LOC5580212|XP_001662072.2|AAEG
OG0007563	LOC120450597|XP_039489652.1|DSAN	LOC5568521|XP_001652343.2|AAEG
OG0007564	LOC120448500|XP_039486466.1|DSAN	LOC110677853|XP_021705246.1|AAEG
OG0007565	LOC120451914|XP_039491860.1|DSAN	LOC5566872|XP_021705357.1|AAEG
OG0007566	LOC120444342|XP_039479849.1|DSAN	LOC5566867|XP_021710072.1|AAEG
OG0007567	LOC120454562|XP_039495888.1|DSAN	LOC5564584|XP_001648922.2|AAEG
OG0007568	LOC120447144|XP_039484517.1|DSAN	LOC5564591|XP_021707551.1|AAEG
OG0007569	LOC120445181|XP_039481327.1|DSAN	LOC5564588|XP_021704602.1|AAEG
OG0007570	LOC120447142|XP_039484513.1|DSAN	LOC5564593|XP_001648925.2|AAEG
OG0007571	LOC120447143|XP_039484515.1|DSAN	LOC5564598|XP_001648926.2|AAEG
OG0007572	LOC120450552|XP_039489595.1|DSAN	LOC5564582|XP_021705472.1|AAEG
OG0007573	LOC120444758|XP_039480620.1|DSAN	LOC5564589|XP_001648945.2|AAEG
OG0007574	LOC120444284|XP_039479733.1|DSAN	LOC5579923|XP_021705877.1|AAEG
OG0007575	LOC120445083|XP_039481143.1|DSAN	LOC5579925|XP_021705957.1|AAEG
