Orthogroup	DSAN.longest_only	DBUS.longest_only
OG0008090	LOC120456377|XP_039499132.1|DSAN	LOC108604925|XP_017849984.1|DBUS
OG0008091	LOC120452625|XP_039492868.1|DSAN	LOC108604057|XP_017848809.1|DBUS
OG0008092	LOC120450872|XP_039490032.1|DSAN	LOC108603933|XP_033149847.1|DBUS
OG0008093	LOC120455696|XP_039498038.1|DSAN	LOC108605391|XP_017850550.1|DBUS
OG0008094	LOC120452918|XP_039493358.1|DSAN	LOC108608560|XP_017855472.1|DBUS
OG0008095	LOC120451801|XP_039491689.1|DSAN	LOC108604303|XP_017849210.1|DBUS
OG0008096	LOC120456245|XP_039498899.1|DSAN	LOC108606486|XP_017852115.1|DBUS
OG0008097	LOC120456042|XP_039498549.1|DSAN	LOC108605661|XP_017850937.1|DBUS
OG0008098	LOC120448525|XP_039486497.1|DSAN	LOC108598226|XP_017841430.1|DBUS
OG0008099	LOC120447674|XP_039485133.1|DSAN	LOC108599666|XP_017842137.1|DBUS
OG0008100	LOC120451181|XP_039490555.1|DSAN	LOC108603912|XP_017848584.1|DBUS
OG0008101	LOC120455459|XP_039497613.1|DSAN	LOC108606866|XP_017852865.1|DBUS
OG0008103	LOC120456482|XP_039499280.1|DSAN	LOC108605902|XP_017851204.1|DBUS
OG0008105	LOC120454098|XP_039495042.1|DSAN	LOC108603108|XP_017847102.1|DBUS
OG0008106	LOC120449006|XP_039487214.1|DSAN	LOC108599888|XP_017842560.1|DBUS
OG0008107	LOC120453473|XP_039494137.1|DSAN	LOC108603264|XP_017847409.1|DBUS
OG0008108	LOC120455893|XP_039498322.1|DSAN	LOC108606473|XP_017852090.1|DBUS
OG0008109	LOC120455054|XP_039496840.1|DSAN	LOC108605672|XP_017850953.1|DBUS
OG0008110	LOC120455568|XP_039497864.1|DSAN	LOC108605783|XP_017851074.1|DBUS
OG0008111	LOC120456287|XP_039498964.1|DSAN	LOC108605582|XP_017850841.1|DBUS
OG0008112	LOC120455386|XP_039497447.1|DSAN	LOC108606498|XP_017852151.1|DBUS
OG0008113	LOC120455881|XP_039498298.1|DSAN	LOC108606021|XP_017851337.1|DBUS
OG0008114	LOC120455880|XP_039498297.1|DSAN	LOC108605624|XP_017850896.1|DBUS
OG0008115	LOC120456168|XP_039498758.1|DSAN	LOC108605248|XP_033150510.1|DBUS
OG0008116	LOC120456174|XP_039498774.1|DSAN	LOC108605292|XP_017850431.1|DBUS
OG0008117	LOC120456091|XP_039498619.1|DSAN	LOC108605137|XP_017850196.1|DBUS
OG0008118	LOC120456291|XP_039498969.1|DSAN	LOC108606050|XP_017851388.1|DBUS
OG0008119	LOC120455586|XP_039497893.1|DSAN	LOC108607232|XP_017853398.1|DBUS
OG0008120	LOC120455123|XP_039496950.1|DSAN	LOC108605853|XP_017851152.1|DBUS
OG0008121	LOC120445106|XP_039481184.1|DSAN	LOC108594746|XP_017835374.1|DBUS
OG0008122	LOC120455628|XP_039497948.1|DSAN	LOC108607083|XP_017853192.1|DBUS
OG0008123	LOC120456292|XP_039498970.1|DSAN	LOC108607255|XP_017853427.1|DBUS
OG0008124	LOC120455635|XP_039497958.1|DSAN	LOC108607272|XP_017853454.1|DBUS
OG0008125	LOC120455046|XP_039496828.1|DSAN	LOC108606433|XP_017852033.1|DBUS
OG0008126	LOC120456819|XP_039499800.1|DSAN	LOC108605022|XP_017850078.1|DBUS
OG0008127	LOC120457402|XP_039500929.1|DSAN	LOC108605417|XP_017850576.1|DBUS
OG0008128	LOC120455145|XP_039496984.1|DSAN	LOC108605351|XP_017850509.1|DBUS
OG0008129	LOC120457416|XP_039500948.1|DSAN	LOC108607095|XP_017853210.1|DBUS
OG0008130	LOC120455423|XP_039497511.1|DSAN	LOC108605619|XP_017850889.1|DBUS
OG0008131	LOC120455200|XP_039497084.1|DSAN	LOC108605953|XP_017851262.1|DBUS
OG0008132	LOC120452235|XP_039492295.1|DSAN	LOC108602926|XP_017846756.1|DBUS
OG0008133	LOC120454940|XP_039496643.1|DSAN	LOC108605688|XP_017850968.1|DBUS
OG0008134	LOC120455202|XP_039497089.1|DSAN	LOC108605024|XP_017850080.1|DBUS
OG0008135	LOC120451327|XP_039490836.1|DSAN	LOC108603559|XP_017847967.1|DBUS
OG0008136	LOC120453744|XP_039494514.1|DSAN	LOC108597410|XP_017839450.1|DBUS
OG0008137	LOC120456073|XP_039498596.1|DSAN	LOC108607104|XP_033150343.1|DBUS
OG0008138	LOC120448590|XP_039486607.1|DSAN	LOC108598431|XP_017840550.1|DBUS
OG0008139	LOC120444826|XP_039480716.1|DSAN	LOC108605271|XP_017850392.1|DBUS
OG0008140	LOC120455048|XP_039496833.1|DSAN	LOC108605539|XP_017850779.1|DBUS
OG0008141	LOC120455648|XP_039497973.1|DSAN	LOC108606564|XP_017852270.1|DBUS
OG0008142	LOC120455097|XP_039496908.1|DSAN	LOC108606215|XP_017851595.1|DBUS
OG0008143	LOC120455553|XP_039497830.1|DSAN	LOC108606367|XP_017851904.1|DBUS
OG0008144	LOC120444471|XP_039480082.1|DSAN	LOC108597392|XP_017839417.1|DBUS
OG0008145	LOC120457141|XP_039500337.1|DSAN	LOC108605135|XP_017850194.1|DBUS
OG0008146	LOC120454948|XP_039496651.1|DSAN	LOC108605918|XP_017851223.1|DBUS
OG0008147	LOC120454946|XP_039496649.1|DSAN	LOC108606992|XP_017853055.1|DBUS
OG0008148	LOC120456974|XP_039500055.1|DSAN	LOC108606411|XP_017851983.1|DBUS
OG0008149	LOC120457044|XP_039500150.1|DSAN	LOC108606758|XP_017852655.1|DBUS
OG0008150	LOC120457240|XP_039500560.1|DSAN	LOC108605206|XP_017850298.1|DBUS
OG0008151	LOC120457051|XP_039500155.1|DSAN	LOC117134950|XP_033150422.1|DBUS
OG0008152	LOC120455949|XP_039498424.1|DSAN	LOC108606818|XP_033150183.1|DBUS
OG0008154	LOC120447687|XP_039485151.1|DSAN	LOC108600428|XP_017843485.1|DBUS
OG0008155	LOC120449103|XP_039487346.1|DSAN	LOC108600555|XP_017843704.2|DBUS
OG0008156	LOC120451423|XP_039491030.1|DSAN	LOC108602401|XP_017846001.1|DBUS
OG0008157	LOC120453002|XP_039493440.1|DSAN	LOC108601860|XP_017845305.1|DBUS
OG0008158	LOC120455612|XP_039497927.1|DSAN	LOC108606905|XP_017852929.1|DBUS
OG0008159	LOC120450565|XP_039489609.1|DSAN	LOC108600013|XP_017842808.2|DBUS
OG0008160	LOC120445137|XP_039481222.1|DSAN	LOC108597200|XP_017839124.1|DBUS
OG0008161	LOC120450149|XP_039488919.1|DSAN	LOC108605406|XP_017850565.1|DBUS
OG0008162	LOC120455221|XP_039497125.1|DSAN	LOC108606850|XP_017852837.2|DBUS
OG0008163	LOC120447918|XP_039485509.1|DSAN	LOC108600582|XP_017843743.1|DBUS
OG0008164	LOC120456702|XP_039499603.1|DSAN	LOC108607204|XP_017853357.1|DBUS
OG0008165	LOC120456842|XP_039499831.1|DSAN	LOC108606732|XP_017852612.1|DBUS
OG0008166	LOC120455002|XP_039496751.1|DSAN	LOC108606733|XP_017852614.1|DBUS
OG0008167	LOC120457154|XP_039500361.1|DSAN	LOC108606127|XP_017851471.1|DBUS
OG0008168	LOC120457149|XP_039500355.1|DSAN	LOC108607109|XP_017853227.1|DBUS
OG0008169	LOC120457210|XP_039500511.1|DSAN	LOC108605726|XP_017851007.1|DBUS
OG0008170	LOC120445518|XP_039481911.1|DSAN	LOC108596092|XP_017837001.1|DBUS
OG0008171	LOC120456176|XP_039498778.1|DSAN	LOC108607021|XP_017853095.1|DBUS
OG0008172	LOC120450774|XP_039489865.1|DSAN	LOC108601449|XP_017844836.1|DBUS
OG0008173	LOC120457695|XP_039501124.1|DSAN	LOC108608376|XP_017855211.1|DBUS
OG0008174	LOC120446277|XP_039483094.1|DSAN	LOC108596061|XP_017836946.1|DBUS
OG0008175	LOC120456659|XP_039499525.1|DSAN	LOC108606836|XP_017852818.1|DBUS
OG0008176	LOC120456246|XP_039498900.1|DSAN	LOC108606643|XP_017852431.1|DBUS
OG0008177	LOC120455512|XP_039497714.1|DSAN	LOC108606552|XP_017852242.1|DBUS
OG0008178	LOC120456096|XP_039498626.1|DSAN	LOC108607206|XP_017853360.1|DBUS
OG0008179	LOC120455993|XP_039498485.1|DSAN	LOC108605326|XP_033150498.1|DBUS
OG0008180	LOC120456372|XP_039499124.1|DSAN	LOC108606523|XP_017852184.1|DBUS
OG0008181	LOC120456375|XP_039499128.1|DSAN	LOC108606525|XP_017852187.1|DBUS
OG0008182	LOC120458669|XP_039502337.1|DSAN	LOC108595480|XP_017836218.1|DBUS
OG0008183	LOC120445932|XP_039482529.1|DSAN	LOC108597743|XP_017839937.1|DBUS
OG0008184	LOC120450822|XP_039489938.1|DSAN	LOC108600912|XP_017844236.1|DBUS
OG0008186	LOC120445657|XP_039482136.1|DSAN	LOC108597286|XP_017839248.1|DBUS
OG0008187	LOC120445659|XP_039482139.1|DSAN	LOC108597159|XP_017839058.1|DBUS
OG0008188	LOC120458588|XP_039502223.1|DSAN	LOC108607745|XP_017854262.1|DBUS
OG0008189	LOC120448993|XP_039487197.1|DSAN	LOC108607603|XP_017853996.1|DBUS
OG0008190	LOC120449097|XP_039487339.1|DSAN	LOC117134617|XP_033149560.1|DBUS
OG0008191	LOC120457346|XP_039500792.1|DSAN	LOC108605677|XP_017850956.1|DBUS
OG0008192	LOC120456320|XP_039499015.1|DSAN	LOC108607153|XP_017853287.1|DBUS
OG0008193	LOC120456430|XP_039499196.1|DSAN	LOC108604999|XP_033150402.1|DBUS
OG0008194	LOC120456347|XP_039499069.1|DSAN	LOC108599225|XP_017841514.2|DBUS
OG0008195	LOC120446013|XP_039482700.1|DSAN	LOC108594702|XP_017835332.1|DBUS
OG0008197	LOC120449216|XP_039487516.1|DSAN	LOC108598195|XP_033149417.1|DBUS
OG0008198	LOC120457205|XP_039500505.1|DSAN	LOC108606766|XP_017852666.1|DBUS
OG0008199	LOC120455770|XP_039498160.1|DSAN	LOC108605637|XP_017850909.1|DBUS
OG0008200	LOC120445417|XP_039481767.1|DSAN	LOC108595391|XP_017836106.1|DBUS
OG0008201	LOC120449102|XP_039487345.1|DSAN	LOC108600553|XP_017843703.1|DBUS
OG0008202	LOC120448651|XP_039486716.1|DSAN	LOC108600380|XP_033149299.1|DBUS
OG0008203	LOC120450435|XP_039489378.1|DSAN	LOC108598763|XP_017840991.1|DBUS
OG0008204	LOC120455503|XP_039497700.1|DSAN	LOC108606445|XP_017852048.1|DBUS
OG0008205	LOC120456562|XP_039499375.1|DSAN	LOC108607145|XP_017853276.1|DBUS
OG0008206	LOC120447478|XP_039484808.1|DSAN	LOC108599951|XP_017842688.1|DBUS
OG0008207	LOC120449572|XP_039488060.1|DSAN	LOC108598929|XP_017841183.2|DBUS
OG0008208	LOC120446968|XP_039484170.1|DSAN	LOC108597044|XP_017838832.1|DBUS
OG0008209	LOC120448225|XP_039486054.1|DSAN	LOC108599681|XP_017842167.2|DBUS
OG0008210	LOC120449243|XP_039487553.1|DSAN	LOC108594712|XP_017835339.1|DBUS
OG0008211	LOC120458170|XP_039501661.1|DSAN	LOC108608170|XP_017854916.2|DBUS
OG0008213	LOC120455753|XP_039498124.1|DSAN	LOC108607133|XP_017853258.1|DBUS
OG0008214	LOC120448971|XP_039487166.1|DSAN	LOC108600126|XP_017842997.1|DBUS
OG0008215	LOC120456837|XP_039499823.1|DSAN	LOC108606826|XP_017852799.1|DBUS
OG0008216	LOC120450541|XP_039489576.1|DSAN	LOC108599798|XP_017842357.1|DBUS
OG0008217	LOC120457080|XP_039500194.1|DSAN	LOC117134959|XP_033150497.1|DBUS
OG0008218	LOC120445770|XP_039482302.1|DSAN	LOC108597016|XP_017838786.1|DBUS
OG0008219	LOC120457295|XP_039500710.1|DSAN	LOC108606388|XP_017851946.1|DBUS
OG0008220	LOC120455009|XP_039496763.1|DSAN	LOC108606910|XP_017852939.1|DBUS
OG0008221	LOC120444358|XP_039479876.1|DSAN	LOC108595477|XP_033150081.1|DBUS
OG0008222	LOC120448730|XP_039486836.1|DSAN	LOC108600417|XP_017843468.1|DBUS
OG0008223	LOC120450358|XP_039489272.1|DSAN	LOC108600061|XP_033149320.1|DBUS
OG0008224	LOC120450449|XP_039489401.1|DSAN	LOC108599949|XP_017842686.2|DBUS
OG0008225	LOC120457363|XP_039500828.1|DSAN	LOC108606613|XP_017852372.1|DBUS
OG0008226	LOC120455496|XP_039497679.1|DSAN	LOC108605506|XP_017850743.1|DBUS
OG0008227	LOC120454298|XP_039495428.1|DSAN	LOC108601411|XP_017844798.1|DBUS
OG0008228	LOC120451222|XP_039490636.1|DSAN	LOC108603029|XP_017846928.1|DBUS
OG0008229	LOC120454485|XP_039495761.1|DSAN	LOC108602584|XP_017846209.1|DBUS
OG0008230	LOC120451283|XP_039490762.1|DSAN	LOC108604541|XP_017849548.1|DBUS
OG0008232	LOC120450143|XP_039488905.1|DSAN	LOC108600348|XP_017843360.2|DBUS
OG0008233	LOC120444998|XP_039480970.1|DSAN	LOC108600563|XP_033149951.1|DBUS
OG0008234	LOC120447018|XP_039484271.1|DSAN	LOC108595192|XP_017835864.1|DBUS
OG0008235	LOC120455910|XP_039498351.1|DSAN	LOC108606059|XP_017851395.1|DBUS
OG0008236	LOC120458917|XP_039502701.1|DSAN	LOC108596822|XP_017838428.1|DBUS
OG0008237	LOC120458753|XP_039502460.1|DSAN	LOC108596942|XP_017838669.1|DBUS
OG0008238	LOC120448595|XP_039486629.1|DSAN	LOC108600876|XP_017844178.1|DBUS
OG0008239	LOC120449394|XP_039487771.1|DSAN	LOC108599025|XP_017841295.1|DBUS
OG0008240	LOC120445797|XP_039482342.1|DSAN	LOC108594823|XP_017835449.1|DBUS
OG0008243	LOC120445582|XP_039482007.1|DSAN	LOC108596511|XP_017837841.1|DBUS
OG0008244	LOC120452208|XP_039492264.1|DSAN	LOC108602901|XP_017846698.1|DBUS
OG0008245	LOC120444691|XP_039480491.1|DSAN	LOC108596640|XP_017838092.1|DBUS
OG0008246	LOC120446645|XP_039483650.1|DSAN	LOC108595554|XP_017836303.1|DBUS
OG0008247	LOC120455490|XP_039497667.1|DSAN	LOC108604529|XP_017849530.1|DBUS
OG0008248	LOC120453702|XP_039494458.1|DSAN	LOC108603951|XP_017848633.1|DBUS
OG0008249	LOC120452917|XP_039493316.1|DSAN	LOC108596119|XP_017837055.1|DBUS, LOC108602277|XP_017845823.1|DBUS
OG0008250	LOC120446518|XP_039483463.1|DSAN	LOC108596087|XP_017836993.1|DBUS
OG0008251	LOC120458223|XP_039501737.1|DSAN	LOC108595455|XP_017836183.1|DBUS
OG0008252	LOC120443858|XP_039479157.1|DSAN	LOC108595152|XP_017835806.1|DBUS
OG0008253	LOC120458375|XP_039501929.1|DSAN	LOC108596362|XP_017837513.1|DBUS
OG0008254	LOC120449809|XP_039488389.1|DSAN	LOC108598740|XP_017840964.1|DBUS
OG0008255	LOC120448545|XP_039486529.1|DSAN	LOC108599221|XP_017841505.1|DBUS
OG0008256	LOC120443749|XP_039478946.1|DSAN	LOC108596134|XP_017837090.1|DBUS
OG0008257	LOC120457253|XP_039500586.1|DSAN	LOC108604939|XP_017849998.1|DBUS
OG0008258	LOC120446658|XP_039483664.1|DSAN, LOC120457249|XP_039500575.1|DSAN	LOC108601784|XP_017845204.2|DBUS
OG0008259	LOC120458688|XP_039502359.1|DSAN	LOC108594478|XP_017835154.2|DBUS, LOC108608500|XP_017855386.2|DBUS
OG0008260	LOC120450620|XP_039489698.1|DSAN	LOC108595645|XP_017836407.1|DBUS, LOC108602372|XP_017845964.1|DBUS, LOC108600199|XP_017843100.2|DBUS
OG0008262	LOC120453841|XP_039494673.1|DSAN	LOC108594733|XP_017835359.1|DBUS, LOC108595115|XP_033149243.1|DBUS
OG0008263	LOC120446423|XP_039483319.1|DSAN, LOC120446425|XP_039483321.1|DSAN	LOC108595672|XP_017836440.1|DBUS
OG0008264	LOC120445897|XP_039482485.1|DSAN	LOC108595117|XP_017835768.1|DBUS
OG0008265	LOC120452128|XP_039492145.1|DSAN	LOC108603675|XP_033150002.1|DBUS
OG0008266	LOC120452131|XP_039492149.1|DSAN	LOC108603269|XP_017847416.1|DBUS
OG0008267	LOC120454700|XP_039496167.1|DSAN	LOC108603762|XP_017848331.1|DBUS
OG0008268	LOC120457739|XP_039501172.1|DSAN	LOC108608300|XP_017855116.1|DBUS
OG0008269	LOC120446507|XP_039483449.1|DSAN	LOC108594277|XP_017834900.1|DBUS
OG0008270	LOC120456954|XP_039500032.1|DSAN	LOC108605457|XP_017850632.1|DBUS
OG0008271	LOC120450165|XP_039488945.1|DSAN	LOC108599545|XP_017841918.1|DBUS
OG0008272	LOC120455304|XP_039497279.1|DSAN	LOC108606510|XP_017852169.1|DBUS
OG0008273	LOC120454467|XP_039495721.1|DSAN	LOC108603821|XP_017848439.1|DBUS
OG0008274	LOC120456392|XP_039499153.1|DSAN	LOC108605341|XP_017850500.1|DBUS
OG0008275	LOC120455158|XP_039497003.1|DSAN	LOC108605864|XP_033150238.1|DBUS
OG0008276	LOC120455726|XP_039498074.1|DSAN	LOC108606731|XP_017852611.1|DBUS
OG0008277	LOC120456784|XP_039499730.1|DSAN	LOC108607263|XP_017853440.1|DBUS
OG0008278	LOC120458047|XP_039501491.1|DSAN	LOC108597418|XP_017839462.1|DBUS
OG0008279	LOC120455923|XP_039498382.1|DSAN	LOC108606477|XP_017852093.1|DBUS
OG0008280	LOC120456141|XP_039498701.1|DSAN	LOC108605785|XP_017851077.1|DBUS
OG0008281	LOC120455416|XP_039497498.1|DSAN	LOC108605603|XP_017850869.1|DBUS
OG0008282	LOC120456588|XP_039499430.1|DSAN	LOC108605177|XP_017850254.1|DBUS
OG0008283	LOC120456615|XP_039499470.1|DSAN	LOC108606371|XP_017851910.1|DBUS
OG0008284	LOC120454885|XP_039496409.1|DSAN	LOC108607427|XP_017853726.1|DBUS
OG0008285	LOC120456804|XP_039499772.1|DSAN	LOC108606007|XP_017851319.1|DBUS
OG0008286	LOC120456650|XP_039499512.1|DSAN	LOC108606993|XP_017853057.1|DBUS
OG0008287	LOC120457116|XP_039500267.1|DSAN	LOC108605449|XP_017850620.1|DBUS
OG0008288	LOC120454603|XP_039495996.1|DSAN	LOC108602294|XP_017845863.1|DBUS
OG0008289	LOC120451591|XP_039491344.1|DSAN	LOC108602483|XP_017846095.1|DBUS
OG0008290	LOC120456466|XP_039499248.1|DSAN	LOC108605847|XP_017851144.1|DBUS
OG0008291	LOC120455405|XP_039497479.1|DSAN	LOC108606778|XP_017852688.1|DBUS
OG0008292	LOC120456389|XP_039499150.1|DSAN	LOC108606863|XP_017852856.1|DBUS
OG0008293	LOC120454617|XP_039496014.1|DSAN	LOC108602206|XP_017845742.1|DBUS
OG0008294	LOC120450835|XP_039489952.1|DSAN	LOC108603888|XP_017848549.1|DBUS
OG0008295	LOC120456007|XP_039498499.1|DSAN	LOC108606629|XP_017852405.1|DBUS
OG0008296	LOC120455519|XP_039497730.1|DSAN	LOC108606421|XP_017852010.1|DBUS
OG0008297	LOC120457118|XP_039500269.1|DSAN	LOC108605462|XP_017850637.1|DBUS
OG0008298	LOC120455367|XP_039497407.1|DSAN	LOC108605532|XP_017850773.1|DBUS
OG0008299	LOC120452487|XP_039492669.1|DSAN	LOC108604104|XP_017848873.1|DBUS
OG0008300	LOC120455942|XP_039498406.1|DSAN	LOC108607024|XP_017853097.1|DBUS
OG0008301	LOC120453701|XP_039494457.1|DSAN	LOC108604598|XP_017849623.1|DBUS
OG0008302	LOC120454992|XP_039496722.1|DSAN	LOC108606534|XP_017852202.1|DBUS
OG0008303	LOC120455036|XP_039496805.1|DSAN	LOC108607058|XP_017853160.1|DBUS
OG0008304	LOC120456275|XP_039498943.1|DSAN	LOC108607154|XP_017853290.1|DBUS
OG0008305	LOC120455350|XP_039497378.1|DSAN	LOC117134895|XP_033150167.1|DBUS
OG0008307	LOC120451106|XP_039490449.1|DSAN	LOC108601767|XP_017845179.1|DBUS
OG0008310	LOC120449601|XP_039488102.1|DSAN	LOC108600225|XP_017843137.1|DBUS
OG0008312	LOC120451014|XP_039490272.1|DSAN	LOC108603483|XP_033150108.1|DBUS
OG0008313	LOC120456353|XP_039499073.1|DSAN	LOC108606676|XP_017852512.1|DBUS
OG0008314	LOC120446943|XP_039484126.1|DSAN	LOC108596105|XP_017837014.1|DBUS
OG0008315	LOC120449860|XP_039488454.1|DSAN	LOC108598548|XP_017840677.1|DBUS
OG0008317	LOC120453821|XP_039494636.1|DSAN	LOC108602132|XP_017845648.1|DBUS
OG0008318	LOC120457231|XP_039500547.1|DSAN	LOC108605190|XP_017850270.1|DBUS
OG0008319	LOC120446576|XP_039483531.1|DSAN	LOC108596232|XP_017837259.1|DBUS
OG0008320	LOC120456864|XP_039499887.1|DSAN	LOC108606611|XP_017852369.1|DBUS
OG0008321	LOC120452608|XP_039492841.1|DSAN	LOC108604473|XP_017849449.1|DBUS
OG0008322	LOC120444138|XP_039479638.1|DSAN	LOC117134986|XP_033150573.1|DBUS
OG0008323	LOC120453774|XP_039494549.1|DSAN	LOC108603972|XP_017848672.1|DBUS
OG0008324	LOC120455291|XP_039497265.1|DSAN	LOC108605523|XP_017850763.1|DBUS
OG0008325	LOC120456728|XP_039499645.1|DSAN	LOC108606514|XP_017852171.1|DBUS
OG0008326	LOC120452206|XP_039492261.1|DSAN	LOC108604376|XP_017849319.1|DBUS
OG0008327	LOC120445956|XP_039482578.1|DSAN	LOC108596045|XP_017836916.1|DBUS
OG0008328	LOC120456707|XP_039499615.1|DSAN	LOC108606168|XP_017851508.2|DBUS
OG0008329	LOC120457005|XP_039500092.1|DSAN	LOC108606893|XP_017852909.1|DBUS
OG0008330	LOC120446814|XP_039483911.1|DSAN	LOC108595595|XP_017836347.1|DBUS
OG0008331	LOC120447967|XP_039485592.1|DSAN	LOC108598719|XP_017840938.1|DBUS
OG0008332	LOC120449052|XP_039487279.1|DSAN	LOC108600923|XP_017844244.1|DBUS
OG0008333	LOC120448301|XP_039486174.1|DSAN	LOC108600813|XP_017844087.1|DBUS
OG0008334	LOC120448601|XP_039486636.1|DSAN	LOC108600489|XP_017843607.2|DBUS
OG0008335	LOC120450159|XP_039488937.1|DSAN	LOC108599537|XP_017841911.1|DBUS
OG0008336	LOC120449060|XP_039487289.1|DSAN	LOC108598325|XP_017840431.1|DBUS
OG0008337	LOC120444165|XP_039479682.1|DSAN	LOC108597337|XP_017839330.1|DBUS
OG0008338	LOC120450556|XP_039489597.1|DSAN	LOC108600388|XP_017843423.1|DBUS
OG0008339	LOC120456445|XP_039499216.1|DSAN	LOC108605504|XP_017850742.1|DBUS
OG0008340	LOC120445258|XP_039481482.1|DSAN	LOC108596235|XP_017837263.1|DBUS
OG0008341	LOC120448717|XP_039486821.1|DSAN	LOC108598420|XP_017840536.1|DBUS
OG0008343	LOC120454593|XP_039495979.1|DSAN	LOC108603142|XP_017847168.1|DBUS
OG0008344	LOC120450141|XP_039488903.1|DSAN	LOC108600347|XP_033149277.1|DBUS
OG0008345	LOC120450262|XP_039489087.1|DSAN	LOC108599874|XP_017842517.1|DBUS
OG0008346	LOC120455899|XP_039498332.1|DSAN	LOC108607281|XP_017853466.1|DBUS
OG0008348	LOC120448792|XP_039486917.1|DSAN	LOC108599592|XP_017842027.1|DBUS
OG0008349	LOC120448475|XP_039486434.1|DSAN	LOC108599023|XP_017841293.1|DBUS
OG0008350	LOC120455382|XP_039497442.1|DSAN	LOC108607239|XP_017853405.1|DBUS
OG0008351	LOC120450397|XP_039489326.1|DSAN	LOC108600719|XP_017843946.1|DBUS
OG0008352	LOC120447892|XP_039485438.1|DSAN	LOC108601058|XP_017844439.1|DBUS
OG0008353	LOC120450006|XP_039488654.1|DSAN	LOC108599104|XP_017840851.1|DBUS
OG0008354	LOC120455407|XP_039497482.1|DSAN	LOC108606472|XP_017852089.1|DBUS
OG0008355	LOC120444623|XP_039480362.1|DSAN	LOC108597485|XP_017839551.1|DBUS
OG0008356	LOC120448969|XP_039487164.1|DSAN	LOC108607057|XP_017853158.1|DBUS
OG0008357	LOC120453332|XP_039493926.1|DSAN	LOC108604108|XP_017848879.1|DBUS
OG0008358	LOC120453852|XP_039494693.1|DSAN	LOC108600446|XP_017843565.1|DBUS
OG0008359	LOC120446691|XP_039483719.1|DSAN	LOC108597373|XP_017839390.1|DBUS
OG0008360	LOC120445999|XP_039482667.1|DSAN	LOC108597591|XP_017839701.1|DBUS
OG0008361	LOC120456278|XP_039498955.1|DSAN	LOC108607971|XP_017854598.1|DBUS
OG0008362	LOC120455981|XP_039498470.1|DSAN	LOC108607115|XP_017853237.1|DBUS
OG0008363	LOC120446945|XP_039484128.1|DSAN	LOC108597490|XP_017839555.1|DBUS
OG0008364	LOC120450649|XP_039489740.1|DSAN	LOC108598639|XP_017842123.2|DBUS
OG0008365	LOC120444622|XP_039480359.1|DSAN	LOC108596966|XP_017838703.1|DBUS
OG0008366	LOC120452324|XP_039492411.1|DSAN	LOC117134659|XP_033148933.1|DBUS
OG0008367	LOC120454962|XP_039496677.1|DSAN	LOC108605701|XP_017850982.1|DBUS
OG0008368	LOC120450033|XP_039488722.1|DSAN	LOC108608020|XP_017854687.1|DBUS
OG0008369	LOC120455268|XP_039497202.1|DSAN	LOC108605515|XP_017850754.1|DBUS
OG0008370	LOC120453675|XP_039494422.1|DSAN	LOC108602184|XP_017845713.1|DBUS
OG0008371	LOC120450943|XP_039490146.1|DSAN	LOC108603482|XP_017847819.1|DBUS
OG0008372	LOC120457473|XP_039500957.1|DSAN	LOC108600626|XP_017843801.2|DBUS
OG0008373	LOC120456703|XP_039499611.1|DSAN	LOC108608012|XP_017854671.2|DBUS
OG0008375	LOC120457740|XP_039501173.1|DSAN	LOC108608301|XP_017855117.1|DBUS
OG0008376	LOC120453421|XP_039494059.1|DSAN	LOC108594280|XP_017834904.1|DBUS
OG0008377	LOC120444667|XP_039480447.1|DSAN	LOC108607923|XP_017854525.1|DBUS
OG0008378	LOC120444666|XP_039480446.1|DSAN	LOC108607922|XP_017854524.2|DBUS
OG0008379	LOC120457794|XP_039501225.1|DSAN	LOC108599050|XP_017841322.1|DBUS
OG0008380	LOC120446980|XP_039484204.1|DSAN	LOC108607974|XP_017854620.1|DBUS
OG0008383	LOC120446062|XP_039482771.1|DSAN	LOC108605481|XP_017850666.1|DBUS
OG0008384	LOC120452587|XP_039492814.1|DSAN	LOC108594252|XP_017834861.1|DBUS
OG0008385	LOC120458809|XP_039502539.1|DSAN	LOC108600125|XP_017843000.1|DBUS
OG0008386	LOC120456144|XP_039498705.1|DSAN	LOC108606711|XP_017852577.1|DBUS
OG0008387	LOC120451346|XP_039490862.1|DSAN	LOC108603738|XP_033150121.1|DBUS
OG0008389	LOC120445390|XP_039481729.1|DSAN	LOC108602065|XP_017845577.1|DBUS
OG0008391	LOC120458174|XP_039501668.1|DSAN	LOC108604673|XP_017849718.1|DBUS
OG0008392	LOC120450605|XP_039489662.1|DSAN	LOC108606630|XP_017852406.1|DBUS
OG0008393	LOC120450337|XP_039489238.1|DSAN	LOC108601080|XP_033149296.1|DBUS
OG0008394	LOC120448382|XP_039486299.1|DSAN	LOC108599763|XP_017842266.1|DBUS
OG0008395	LOC120455971|XP_039498454.1|DSAN	LOC108606944|XP_017852988.1|DBUS
OG0008396	LOC120456183|XP_039498788.1|DSAN	LOC108607043|XP_017853135.1|DBUS
OG0008397	LOC120456647|XP_039499507.1|DSAN	LOC108605741|XP_017851028.2|DBUS
OG0008398	LOC120455998|XP_039498489.1|DSAN	LOC108606070|XP_017851405.1|DBUS
OG0008399	LOC120457135|XP_039500311.1|DSAN	LOC108606772|XP_017852675.1|DBUS
