Orthogroup	DSAN.longest_only	DFIC.longest_only
OG0008642	LOC120453468|XP_039494130.1|DSAN	LOC108091989|XP_017046903.1|DFIC
OG0008643	LOC120454347|XP_039495493.1|DSAN	LOC108098675|XP_017057259.1|DFIC
OG0008644	LOC120452936|XP_039493351.1|DSAN	LOC108086849|XP_017039389.1|DFIC
OG0008645	LOC120446409|XP_039483286.1|DSAN	LOC108098186|XP_017056410.1|DFIC, LOC108101995|XP_017062078.1|DFIC
OG0008646	LOC120446781|XP_039483861.1|DSAN	LOC108090631|XP_017044899.1|DFIC
OG0008647	LOC120458344|XP_039501895.1|DSAN	LOC108092305|XP_017047328.1|DFIC, LOC108092301|XP_017047325.1|DFIC, LOC108092302|XP_017047326.1|DFIC, LOC108092468|XP_017047546.1|DFIC
OG0008648	LOC120446408|XP_039483285.1|DSAN	LOC108101994|XP_017062077.1|DFIC, LOC108098207|XP_017056436.1|DFIC
OG0008649	LOC120446475|XP_039483412.1|DSAN	LOC108096587|XP_017053775.1|DFIC, LOC108096569|XP_017053754.1|DFIC
OG0008650	LOC120454087|XP_039495031.1|DSAN	LOC108096231|XP_017053117.1|DFIC
OG0008651	LOC120446036|XP_039482734.1|DSAN	LOC108101610|XP_017061513.1|DFIC
OG0008652	LOC120444393|XP_039479949.1|DSAN	LOC108086316|XP_017038705.1|DFIC
OG0008653	LOC120445566|XP_039481983.1|DSAN	LOC108093668|XP_017049335.1|DFIC
OG0008654	LOC120446094|XP_039482822.1|DSAN	LOC108090958|XP_017045391.1|DFIC
OG0008655	LOC120458374|XP_039501928.1|DSAN	LOC108090313|XP_017044414.1|DFIC
OG0008656	LOC120455610|XP_039497924.1|DSAN	LOC108097001|XP_017054478.1|DFIC
OG0008657	LOC120455819|XP_039498218.1|DSAN	LOC108094717|XP_017050946.1|DFIC
OG0008659	LOC120449660|XP_039488191.1|DSAN	LOC108100471|XP_017059891.1|DFIC, LOC108097038|XP_017054556.1|DFIC
OG0008660	LOC120448132|XP_039485884.1|DSAN	LOC108099882|XP_017059025.1|DFIC
OG0008661	LOC120449815|XP_039488396.1|DSAN	LOC108099714|XP_017058826.1|DFIC
OG0008662	LOC120448790|XP_039486914.1|DSAN	LOC108088756|XP_017042192.1|DFIC
OG0008663	LOC120449150|XP_039487419.1|DSAN	LOC108088923|XP_017042428.1|DFIC
OG0008664	LOC120447447|XP_039484740.1|DSAN	LOC108100482|XP_017059905.1|DFIC
OG0008665	LOC120444311|XP_039479830.1|DSAN	LOC108090067|XP_017044067.1|DFIC
OG0008666	LOC120448839|XP_039486975.1|DSAN	LOC108088830|XP_017042286.1|DFIC
OG0008667	LOC120447735|XP_039485213.1|DSAN	LOC108100136|XP_017059377.1|DFIC
OG0008668	LOC120449928|XP_039488555.1|DSAN	LOC108100735|XP_017060261.1|DFIC
OG0008669	LOC120458898|XP_039502675.1|DSAN	LOC108086347|XP_017038737.1|DFIC
OG0008670	LOC120451578|XP_039491322.1|DSAN	LOC108091859|XP_017046728.1|DFIC
OG0008671	LOC120454996|XP_039496739.1|DSAN	LOC108097830|XP_017055843.1|DFIC
OG0008672	LOC120445238|XP_039481438.1|DSAN	LOC108098260|XP_017056549.1|DFIC
OG0008673	LOC120458247|XP_039501769.1|DSAN	LOC108092626|XP_017047752.1|DFIC
OG0008675	LOC120448161|XP_039485933.1|DSAN	LOC108087523|XP_017040416.1|DFIC
OG0008675	LOC120448159|XP_039485930.1|DSAN	LOC108087520|XP_017040413.1|DFIC
OG0008677	LOC120452880|XP_039493265.1|DSAN	LOC108095982|XP_017052815.1|DFIC
OG0008679	LOC120456816|XP_039499798.1|DSAN	LOC108097777|XP_017055793.1|DFIC
OG0008680	LOC120455330|XP_039497342.1|DSAN	LOC108092960|XP_017048332.1|DFIC
OG0008681	LOC120455937|XP_039498399.1|DSAN	LOC108088697|XP_017042127.1|DFIC
OG0008682	LOC120457012|XP_039500102.1|DSAN	LOC108088639|XP_017042046.1|DFIC
OG0008683	LOC120457069|XP_039500182.1|DSAN	LOC108097331|XP_017055049.1|DFIC
OG0008684	LOC120457063|XP_039500174.1|DSAN	LOC108097435|XP_017055194.1|DFIC
OG0008685	LOC120446452|XP_039483379.1|DSAN	LOC108096831|XP_017054225.1|DFIC
OG0008686	LOC120451006|XP_039490254.1|DSAN	LOC108091652|XP_017046446.1|DFIC
OG0008687	LOC120446309|XP_039483157.1|DSAN	LOC108090740|XP_017045052.1|DFIC
OG0008688	LOC120456437|XP_039499204.1|DSAN	LOC108097079|XP_017054610.1|DFIC
OG0008689	LOC120453175|XP_039493669.1|DSAN	LOC108098857|XP_017057513.1|DFIC
OG0008690	LOC120443825|XP_039479107.1|DSAN	LOC108101736|XP_017061677.1|DFIC
OG0008691	LOC120449664|XP_039488198.1|DSAN	LOC108093151|XP_017048586.1|DFIC
OG0008692	LOC120456230|XP_039498850.1|DSAN	LOC108098073|XP_017056254.1|DFIC
OG0008694	LOC120456156|XP_039498728.1|DSAN	LOC108088705|XP_017042136.1|DFIC
OG0008695	LOC120443802|XP_039479077.1|DSAN	LOC108094196|XP_017050138.1|DFIC
OG0008696	LOC120450840|XP_039489961.1|DSAN	LOC108095746|XP_017052415.1|DFIC
OG0008697	LOC120447634|XP_039485071.1|DSAN	LOC108100130|XP_017059372.1|DFIC
OG0008698	LOC120457122|XP_039500273.1|DSAN	LOC108091076|XP_017045567.1|DFIC
OG0008699	LOC120449853|XP_039488446.1|DSAN	LOC108088877|XP_017042360.1|DFIC
OG0008701	LOC120446288|XP_039483114.1|DSAN	LOC108090876|XP_017045259.1|DFIC
OG0008702	LOC120453325|XP_039493919.1|DSAN	LOC108088073|XP_017041212.1|DFIC
OG0008703	LOC120449864|XP_039488458.1|DSAN	LOC108089429|XP_017043125.1|DFIC
OG0008704	LOC120455618|XP_039497937.1|DSAN	LOC108092511|XP_017047618.1|DFIC
OG0008705	LOC120449919|XP_039488548.1|DSAN	LOC108100105|XP_017059340.1|DFIC
OG0008706	LOC120452738|XP_039493044.1|DSAN	LOC108100759|XP_017060282.1|DFIC
OG0008707	LOC120455654|XP_039497978.1|DSAN	LOC108094596|XP_017050732.1|DFIC
OG0008708	LOC120457221|XP_039500525.1|DSAN	LOC108097547|XP_017055391.1|DFIC
OG0008709	LOC120454286|XP_039495406.1|DSAN	LOC108088407|XP_017041653.1|DFIC
OG0008710	LOC120453041|XP_039493495.1|DSAN	LOC108087317|XP_017040133.1|DFIC
OG0008711	LOC120451625|XP_039491412.1|DSAN	LOC108098518|XP_017056972.1|DFIC
OG0008712	LOC120446128|XP_039482887.1|DSAN	LOC108093829|XP_017049648.1|DFIC
OG0008714	LOC120454967|XP_039496686.1|DSAN	LOC108092520|XP_017047631.1|DFIC
OG0008715	LOC120451700|XP_039491529.1|DSAN	LOC108099611|XP_017058723.1|DFIC
OG0008716	LOC120451929|XP_039491884.1|DSAN	LOC108091900|XP_017046773.1|DFIC
OG0008717	LOC120449170|XP_039487446.1|DSAN	LOC108096403|XP_017053463.1|DFIC
OG0008718	LOC120447219|XP_039484672.1|DSAN	LOC108093894|XP_017049739.1|DFIC
OG0008719	LOC120454424|XP_039495643.1|DSAN	LOC108100749|XP_017060266.1|DFIC
OG0008721	LOC120456836|XP_039499822.1|DSAN	LOC108095498|XP_017052094.1|DFIC
OG0008722	LOC120453912|XP_039494780.1|DSAN	LOC108099365|XP_017058346.1|DFIC
OG0008723	LOC120448371|XP_039486274.1|DSAN	LOC108096361|XP_017053399.1|DFIC
OG0008724	LOC120449814|XP_039488399.1|DSAN	LOC108088769|XP_017042615.1|DFIC, LOC108101223|XP_017060961.1|DFIC
OG0008725	LOC120446703|XP_039483735.1|DSAN	LOC108094824|XP_017051083.1|DFIC
OG0008726	LOC120445160|XP_039481269.1|DSAN	LOC108096825|XP_017054217.1|DFIC
OG0008727	LOC120451805|XP_039491694.1|DSAN	LOC108087390|XP_017040221.1|DFIC
OG0008728	LOC120451958|XP_039491914.1|DSAN	LOC108086999|XP_017039624.1|DFIC
OG0008729	LOC120456911|XP_039499975.1|DSAN	LOC108088736|XP_017042176.1|DFIC
OG0008730	LOC120457400|XP_039500913.1|DSAN	LOC108092790|XP_017048044.1|DFIC
OG0008731	LOC120451085|XP_039490388.1|DSAN	LOC108091949|XP_017046835.1|DFIC
OG0008732	LOC120444075|XP_039479527.1|DSAN	LOC108100886|XP_017060485.1|DFIC
OG0008734	LOC120453151|XP_039493641.1|DSAN	LOC108098564|XP_017057066.1|DFIC
OG0008735	LOC120446134|XP_039482892.1|DSAN	LOC108094961|XP_017051313.1|DFIC
OG0008736	LOC120457768|XP_039501199.1|DSAN	LOC108086444|XP_017038851.1|DFIC
OG0008737	LOC120452067|XP_039492064.1|DSAN	LOC108099389|XP_017058376.1|DFIC
OG0008738	LOC120443731|XP_039478919.1|DSAN	LOC108092995|XP_017048381.1|DFIC
OG0008739	LOC120448803|XP_039486927.1|DSAN	LOC108100620|XP_017060102.1|DFIC
OG0008740	LOC120447205|XP_039484645.1|DSAN	LOC108090700|XP_017044980.1|DFIC
OG0008741	LOC120448232|XP_039486070.1|DSAN	LOC108090750|XP_017045070.1|DFIC
OG0008742	LOC120447568|XP_039484962.1|DSAN	LOC108099156|XP_017057989.1|DFIC
OG0008743	LOC120457767|XP_039501198.1|DSAN	LOC108086451|XP_017038858.1|DFIC
OG0008744	LOC120451408|XP_039491014.1|DSAN	LOC108101475|XP_017061310.1|DFIC
OG0008745	LOC120456773|XP_039499704.1|DSAN	LOC108097602|XP_017055498.1|DFIC
OG0008746	LOC120452497|XP_039492681.1|DSAN	LOC108101103|XP_017060802.1|DFIC
OG0008747	LOC120447522|XP_039484888.1|DSAN	LOC108093229|XP_017048688.1|DFIC
OG0008748	LOC120458447|XP_039502026.1|DSAN	LOC108101302|XP_017061092.1|DFIC
OG0008749	LOC120456922|XP_039500029.1|DSAN	LOC108100045|XP_017059265.1|DFIC
OG0008750	LOC120450622|XP_039489707.1|DSAN	LOC108089214|XP_017042853.1|DFIC
OG0008751	LOC120452269|XP_039492332.1|DSAN	LOC108096139|XP_017053008.1|DFIC
OG0008752	LOC120453911|XP_039494779.1|DSAN	LOC108099362|XP_017058337.1|DFIC
OG0008753	LOC120448101|XP_039485838.1|DSAN	LOC108099833|XP_017058953.1|DFIC
OG0008754	LOC120446742|XP_039483800.1|DSAN	LOC108094772|XP_017051034.1|DFIC
OG0008755	LOC120453438|XP_039494080.1|DSAN	LOC108088358|XP_017041593.1|DFIC
OG0008756	LOC120453634|XP_039494360.1|DSAN	LOC108087887|XP_017040954.1|DFIC
OG0008757	LOC120452174|XP_039492216.1|DSAN	LOC108099297|XP_017058180.1|DFIC
OG0008758	LOC120458134|XP_039501611.1|DSAN	LOC108091485|XP_017046195.1|DFIC
OG0008759	LOC120458156|XP_039501641.1|DSAN	LOC108098703|XP_017057305.1|DFIC
OG0008760	LOC120443893|XP_039479254.1|DSAN	LOC108100094|XP_017059327.1|DFIC
OG0008761	LOC120458329|XP_039501880.1|DSAN	LOC108098718|XP_017057326.1|DFIC, LOC108102197|XP_017062392.1|DFIC
OG0008762	LOC120458369|XP_039501923.1|DSAN	LOC108090312|XP_017044413.1|DFIC
OG0008763	LOC120456717|XP_039499637.1|DSAN	LOC108093010|XP_017048402.1|DFIC
OG0008764	LOC120458652|XP_039502316.1|DSAN	LOC108095537|XP_017052156.1|DFIC, LOC108098294|XP_017056592.1|DFIC
OG0008765	LOC120447111|XP_039484466.1|DSAN	LOC108096664|XP_017053926.1|DFIC
OG0008766	LOC120443961|XP_039479357.1|DSAN	LOC108094096|XP_017050009.1|DFIC
OG0008767	LOC120444396|XP_039479951.1|DSAN	LOC108086304|XP_017038685.1|DFIC
OG0008768	LOC120446337|XP_039483187.1|DSAN	LOC108101888|XP_017061932.1|DFIC
OG0008769	LOC120447075|XP_039484400.1|DSAN	LOC108101420|XP_017061235.1|DFIC
OG0008770	LOC120446662|XP_039483711.1|DSAN	LOC108094007|XP_017049923.1|DFIC
OG0008771	LOC120444710|XP_039480521.1|DSAN	LOC108086405|XP_017038796.1|DFIC
OG0008772	LOC120457724|XP_039501157.1|DSAN	LOC108086452|XP_017038859.1|DFIC
OG0008773	LOC120447104|XP_039484449.1|DSAN	LOC108094013|XP_017049929.1|DFIC
OG0008774	LOC120446673|XP_039483680.1|DSAN	LOC108094967|XP_017051319.1|DFIC
OG0008775	LOC120446914|XP_039484086.1|DSAN	LOC108093711|XP_017049398.1|DFIC
OG0008776	LOC120445460|XP_039481838.1|DSAN	LOC108086750|XP_017039279.1|DFIC
OG0008777	LOC120444772|XP_039480638.1|DSAN	LOC108096845|XP_017054247.1|DFIC
OG0008778	LOC120443946|XP_039479328.1|DSAN	LOC108094299|XP_017050304.1|DFIC
OG0008779	LOC120456960|XP_039500039.1|DSAN	LOC108097204|XP_017054839.1|DFIC
OG0008780	LOC120452192|XP_039492237.1|DSAN	LOC108091389|XP_017046059.1|DFIC
OG0008781	LOC120455204|XP_039497094.1|DSAN	LOC108097353|XP_017055078.1|DFIC
OG0008782	LOC120447612|XP_039485019.1|DSAN	LOC108096385|XP_017053434.1|DFIC
OG0008783	LOC120446782|XP_039483862.1|DSAN	LOC108096543|XP_017053719.1|DFIC
OG0008784	LOC120450440|XP_039489386.1|DSAN	LOC108100555|XP_017060016.1|DFIC
OG0008785	LOC120448484|XP_039486447.1|DSAN	LOC108089739|XP_017043610.1|DFIC
OG0008786	LOC120454153|XP_039495151.1|DSAN	LOC108093392|XP_017048901.1|DFIC
OG0008787	LOC120448277|XP_039486140.1|DSAN	LOC108087550|XP_017040460.1|DFIC
OG0008788	LOC120449161|XP_039487435.1|DSAN	LOC108093237|XP_017048700.1|DFIC
OG0008789	LOC120449832|XP_039488416.1|DSAN	LOC108100734|XP_017060260.1|DFIC
OG0008790	LOC120451601|XP_039491369.1|DSAN	LOC108090464|XP_017044651.1|DFIC
OG0008791	LOC120446697|XP_039483729.1|DSAN	LOC108093791|XP_017049561.1|DFIC, LOC108093635|XP_017049282.1|DFIC
OG0008792	LOC120445345|XP_039481616.1|DSAN	LOC108090767|XP_017045095.1|DFIC
OG0008793	LOC120458147|XP_039501627.1|DSAN	LOC108089657|XP_017043517.1|DFIC
OG0008794	LOC120447068|XP_039484391.1|DSAN	LOC108102021|XP_017062114.1|DFIC, LOC108098286|XP_017056582.1|DFIC
OG0008795	LOC120453984|XP_039494873.1|DSAN	LOC108098975|XP_017057680.1|DFIC
OG0008796	LOC120454063|XP_039495006.1|DSAN	LOC108095718|XP_017052382.1|DFIC
OG0008797	LOC120451753|XP_039491612.1|DSAN	LOC108098971|XP_017057676.1|DFIC
OG0008798	LOC120452926|XP_039493326.1|DSAN	LOC108086865|XP_017039415.1|DFIC
OG0008798	LOC120452923|XP_039493321.1|DSAN	LOC108086864|XP_017039414.1|DFIC
OG0008799	LOC120458381|XP_039501937.1|DSAN	LOC108101590|XP_017061491.1|DFIC
OG0008800	LOC120444095|XP_039479556.1|DSAN	LOC108092280|XP_017047304.1|DFIC
OG0008802	LOC120447227|XP_039484685.1|DSAN, LOC120444457|XP_039480055.1|DSAN	LOC108096434|XP_017053514.1|DFIC, LOC108096435|XP_017053515.1|DFIC, LOC108096200|XP_017053073.1|DFIC
OG0008806	LOC120455349|XP_039497377.1|DSAN	LOC108094566|XP_017050667.1|DFIC
OG0008807	LOC120457111|XP_039500253.1|DSAN	LOC108097990|XP_017056114.1|DFIC
OG0008808	LOC120455001|XP_039496750.1|DSAN	LOC108095564|XP_017052201.1|DFIC
OG0008809	LOC120453572|XP_039494263.1|DSAN	LOC108099635|XP_017058754.1|DFIC
OG0008811	LOC120451255|XP_039490714.1|DSAN	LOC108097477|XP_017055245.1|DFIC
OG0008813	LOC120452611|XP_039492844.1|DSAN	LOC108098921|XP_017057614.1|DFIC
OG0008814	LOC120446310|XP_039483158.1|DSAN	LOC108090801|XP_017045143.1|DFIC
OG0008815	LOC120447844|XP_039485384.1|DSAN	LOC108099010|XP_017057733.1|DFIC
OG0008816	LOC120450104|XP_039488833.1|DSAN	LOC108100426|XP_017059820.1|DFIC
OG0008819	LOC120446100|XP_039482826.1|DSAN	LOC108094940|XP_017051290.1|DFIC
OG0008820	LOC120458287|XP_039501819.1|DSAN	LOC108097836|XP_017055848.1|DFIC
OG0008822	LOC120458706|XP_039502384.1|DSAN	LOC108089117|XP_017042718.1|DFIC
OG0008823	LOC120456798|XP_039499766.1|DSAN	LOC108088678|XP_017042106.1|DFIC
OG0008824	LOC120448743|XP_039486856.1|DSAN	LOC108095419|XP_017052014.1|DFIC
OG0008825	LOC120449880|XP_039488488.1|DSAN	LOC108095418|XP_017052013.1|DFIC
OG0008826	LOC120453141|XP_039493628.1|DSAN	LOC108098621|XP_017057177.1|DFIC
OG0008829	LOC120456160|XP_039498733.1|DSAN	LOC108097136|XP_017054722.1|DFIC
OG0008830	LOC120456812|XP_039499789.1|DSAN	LOC108088593|XP_017041929.1|DFIC
OG0008831	LOC120455393|XP_039497464.1|DSAN	LOC108097159|XP_017054778.1|DFIC
OG0008832	LOC120455391|XP_039497455.1|DSAN	LOC108097092|XP_017054638.1|DFIC
OG0008833	LOC120456203|XP_039498817.1|DSAN	LOC108098094|XP_017056289.1|DFIC
OG0008834	LOC120452081|XP_039492078.1|DSAN	LOC108095849|XP_017052636.1|DFIC
OG0008835	LOC120454525|XP_039495824.1|DSAN	LOC108093337|XP_017048822.1|DFIC
OG0008836	LOC120455274|XP_039497232.1|DSAN	LOC108090519|XP_017044727.1|DFIC
OG0008837	LOC120446700|XP_039483732.1|DSAN	LOC108096532|XP_017053706.1|DFIC
OG0008838	LOC120456111|XP_039498676.1|DSAN	LOC108101195|XP_017060928.1|DFIC
OG0008839	LOC120446938|XP_039484122.1|DSAN	LOC108086679|XP_017039161.1|DFIC
OG0008840	LOC120446521|XP_039483467.1|DSAN	LOC108098385|XP_017056742.1|DFIC
OG0008841	LOC120447629|XP_039485062.1|DSAN	LOC108099218|XP_017058087.1|DFIC
OG0008842	LOC120445674|XP_039482160.1|DSAN	LOC108087606|XP_017040534.1|DFIC
OG0008843	LOC120450196|XP_039488998.1|DSAN	LOC108099131|XP_017057958.1|DFIC
OG0008845	LOC120458596|XP_039502233.1|DSAN	LOC108098447|XP_017056840.1|DFIC
OG0008846	LOC120450285|XP_039489136.1|DSAN	LOC108088338|XP_017041571.1|DFIC
OG0008847	LOC120454458|XP_039495707.1|DSAN	LOC108091822|XP_017046689.1|DFIC
OG0008848	LOC120446479|XP_039483415.1|DSAN	LOC108090268|XP_017044366.1|DFIC
OG0008849	LOC120456232|XP_039498852.1|DSAN	LOC108095391|XP_017051960.1|DFIC
OG0008850	LOC120445243|XP_039481449.1|DSAN	LOC108095130|XP_017051559.1|DFIC
OG0008851	LOC120458902|XP_039502682.1|DSAN	LOC108089132|XP_017042737.1|DFIC
OG0008852	LOC120458392|XP_039501945.1|DSAN	LOC108101469|XP_017061303.1|DFIC
OG0008854	LOC120447837|XP_039485379.1|DSAN	LOC108091517|XP_017046264.1|DFIC
OG0008855	LOC120455908|XP_039498349.1|DSAN	LOC108095609|XP_017052262.1|DFIC
OG0008856	LOC120454891|XP_039496465.1|DSAN	LOC108098410|XP_017056793.1|DFIC
OG0008857	LOC120448438|XP_039486384.1|DSAN	LOC108088245|XP_017041450.1|DFIC
OG0008858	LOC120450743|XP_039489799.1|DSAN	LOC108092024|XP_017046951.1|DFIC
OG0008859	LOC120449374|XP_039487740.1|DSAN	LOC108087469|XP_017040334.1|DFIC
OG0008860	LOC120453591|XP_039494287.1|DSAN	LOC108097640|XP_017055559.1|DFIC
OG0008861	LOC120458670|XP_039502339.1|DSAN	LOC108090437|XP_017044603.1|DFIC
OG0008862	LOC120452406|XP_039492558.1|DSAN	LOC108096815|XP_017054199.1|DFIC
OG0008863	LOC120457218|XP_039500526.1|DSAN	LOC108101373|XP_017061176.1|DFIC
OG0008864	LOC120446835|XP_039483954.1|DSAN	LOC108090637|XP_017044903.1|DFIC
OG0008865	LOC120443818|XP_039479094.1|DSAN	LOC108093512|XP_017049092.1|DFIC
OG0008866	LOC120458406|XP_039501969.1|DSAN	LOC108091507|XP_017046239.1|DFIC
OG0008867	LOC120456219|XP_039498835.1|DSAN	LOC108097999|XP_017056125.1|DFIC
OG0008868	LOC120444576|XP_039480274.1|DSAN	LOC108090279|XP_017044379.1|DFIC
OG0008869	LOC120450508|XP_039489495.1|DSAN	LOC108088774|XP_017042217.1|DFIC
OG0008870	LOC120449783|XP_039488358.1|DSAN	LOC108088262|XP_017041469.1|DFIC
OG0008871	LOC120450178|XP_039488971.1|DSAN	LOC108095424|XP_017052021.1|DFIC
OG0008872	LOC120454058|XP_039495004.1|DSAN	LOC108093454|XP_017049022.1|DFIC
OG0008873	LOC120458482|XP_039502077.1|DSAN	LOC108088167|XP_017041328.1|DFIC
OG0008874	LOC120446885|XP_039484030.1|DSAN	LOC108093692|XP_017049360.1|DFIC
OG0008875	LOC120445702|XP_039482195.1|DSAN	LOC108096969|XP_017054435.1|DFIC
OG0008876	LOC120454844|XP_039496272.1|DSAN	LOC108095045|XP_017051434.1|DFIC
OG0008877	LOC120448008|XP_039485657.1|DSAN	LOC108089418|XP_017043111.1|DFIC
OG0008878	LOC120444012|XP_039479429.1|DSAN	LOC108100950|XP_017060583.1|DFIC
OG0008879	LOC120446477|XP_039483413.1|DSAN	LOC108090267|XP_017044365.1|DFIC
OG0008880	LOC120454398|XP_039495584.1|DSAN	LOC108091998|XP_017046913.1|DFIC
OG0008881	LOC120446822|XP_039483933.1|DSAN	LOC108101811|XP_017061776.1|DFIC
OG0008882	LOC120450450|XP_039489405.1|DSAN	LOC108101624|XP_017061528.1|DFIC, LOC108101196|XP_017060929.1|DFIC
OG0008883	LOC120453687|XP_039494441.1|DSAN	LOC108092106|XP_017047090.1|DFIC
OG0008884	LOC120452800|XP_039493133.1|DSAN	LOC108095648|XP_017052302.1|DFIC
OG0008885	LOC120445189|XP_039481339.1|DSAN	LOC108101577|XP_017061516.1|DFIC, LOC108094473|XP_017050546.1|DFIC
OG0008886	LOC120444963|XP_039480913.1|DSAN	LOC108090476|XP_017044661.1|DFIC
OG0008887	LOC120447159|XP_039484544.1|DSAN	LOC108094914|XP_017051249.1|DFIC
OG0008888	LOC120449089|XP_039487331.1|DSAN	LOC108099897|XP_017059044.1|DFIC
OG0008889	LOC120444308|XP_039479783.1|DSAN	LOC108090764|XP_017045093.1|DFIC
OG0008890	LOC120452777|XP_039493100.1|DSAN	LOC108098958|XP_017057659.1|DFIC
OG0008891	LOC120448147|XP_039485912.1|DSAN	LOC108096333|XP_017053357.1|DFIC
OG0008892	LOC120446886|XP_039484031.1|DSAN	LOC108090894|XP_017045289.1|DFIC
OG0008893	LOC120449235|XP_039487542.1|DSAN	LOC108088987|XP_017042518.1|DFIC
OG0008894	LOC120451320|XP_039490825.1|DSAN	LOC108099485|XP_017058534.1|DFIC
OG0008895	LOC120453173|XP_039493668.1|DSAN	LOC108098856|XP_017057512.1|DFIC
OG0008896	LOC120450253|XP_039489074.1|DSAN	LOC108096332|XP_017053355.1|DFIC
OG0008897	LOC120452535|XP_039492735.1|DSAN	LOC108087226|XP_017039998.1|DFIC
OG0008898	LOC120447145|XP_039484518.1|DSAN	LOC108087778|XP_017040795.1|DFIC
OG0008899	LOC120446421|XP_039483315.1|DSAN	LOC108101204|XP_017060940.1|DFIC
OG0008900	LOC120445187|XP_039481335.1|DSAN	LOC108096080|XP_017052930.1|DFIC, LOC108087771|XP_017040829.1|DFIC
OG0008901	LOC120448572|XP_039486567.1|DSAN	LOC108089564|XP_017043397.1|DFIC
OG0008902	LOC120454860|XP_039496335.1|DSAN	LOC108098412|XP_017056796.1|DFIC
OG0008903	LOC120447857|XP_039485402.1|DSAN	LOC108091518|XP_017046266.1|DFIC
OG0008904	LOC120446378|XP_039483243.1|DSAN	LOC108093790|XP_017049560.1|DFIC
OG0008905	LOC120454855|XP_039496319.1|DSAN	LOC108095027|XP_017051386.1|DFIC
OG0008906	LOC120449702|XP_039488252.1|DSAN	LOC108089744|XP_017043616.1|DFIC
OG0008907	LOC120454317|XP_039495454.1|DSAN	LOC108091919|XP_017046794.1|DFIC
OG0008908	LOC120454043|XP_039494971.1|DSAN	LOC108093557|XP_017049140.1|DFIC
OG0008909	LOC120453481|XP_039494148.1|DSAN	LOC108086290|XP_017038668.1|DFIC
OG0008910	LOC120453314|XP_039493904.1|DSAN	LOC108099592|XP_017058688.1|DFIC
OG0008911	LOC120452377|XP_039492502.1|DSAN	LOC108092143|XP_017047143.1|DFIC
OG0008912	LOC120453165|XP_039493658.1|DSAN	LOC108098494|XP_017056903.1|DFIC
OG0008913	LOC120453747|XP_039494513.1|DSAN	LOC108099402|XP_017058397.1|DFIC
OG0008914	LOC120452237|XP_039492296.1|DSAN	LOC108091918|XP_017046793.1|DFIC
OG0008915	LOC120453764|XP_039494532.1|DSAN	LOC108089100|XP_017042704.1|DFIC
OG0008916	LOC120452041|XP_039492031.1|DSAN	LOC108100801|XP_017060348.1|DFIC
OG0008917	LOC120458673|XP_039502343.1|DSAN, LOC120449455|XP_039487865.1|DSAN	LOC108100909|XP_017060512.1|DFIC
OG0008918	LOC120446263|XP_039483071.1|DSAN	LOC108096098|XP_017052962.1|DFIC
OG0008919	LOC120454096|XP_039495044.1|DSAN	LOC108091459|XP_017046150.1|DFIC
OG0008920	LOC120449914|XP_039488540.1|DSAN	LOC108096195|XP_017053068.1|DFIC
OG0008921	LOC120444307|XP_039479780.1|DSAN	LOC108100961|XP_017060601.1|DFIC
OG0008922	LOC120454216|XP_039495289.1|DSAN	LOC108094138|XP_017050053.1|DFIC, LOC108100954|XP_017060592.1|DFIC
OG0008923	LOC120446052|XP_039482761.1|DSAN	LOC108095240|XP_017051757.1|DFIC
OG0008924	LOC120444416|XP_039479976.1|DSAN	LOC108094843|XP_017051135.1|DFIC
OG0008925	LOC120444873|XP_039480787.1|DSAN	LOC108086312|XP_017038702.1|DFIC
OG0008926	LOC120443864|XP_039479162.1|DSAN	LOC108090413|XP_017044557.1|DFIC
OG0008927	LOC120446339|XP_039483190.1|DSAN	LOC108101887|XP_017061931.1|DFIC
OG0008928	LOC120452465|XP_039492634.1|DSAN	LOC108094227|XP_017050173.1|DFIC
OG0008929	LOC120445908|XP_039482498.1|DSAN	LOC108095176|XP_017051630.1|DFIC
OG0008930	LOC120452315|XP_039492400.1|DSAN	LOC108091943|XP_017046820.1|DFIC
OG0008931	LOC120455358|XP_039497441.1|DSAN	LOC108090916|XP_017045328.1|DFIC
OG0008932	LOC120444766|XP_039480629.1|DSAN	LOC108090695|XP_017044967.1|DFIC
OG0008933	LOC120457720|XP_039501153.1|DSAN	LOC108086397|XP_017038788.1|DFIC
OG0008934	LOC120450011|XP_039488662.1|DSAN	LOC108086991|XP_017039617.1|DFIC
OG0008935	LOC120458747|XP_039502442.1|DSAN	LOC108094334|XP_017050372.1|DFIC
OG0008936	LOC120445866|XP_039482442.1|DSAN	LOC108096913|XP_017054352.1|DFIC
OG0008937	LOC120447224|XP_039484677.1|DSAN	LOC108096698|XP_017054019.1|DFIC
OG0008938	LOC120446491|XP_039483432.1|DSAN	LOC108094851|XP_017051147.1|DFIC
OG0008939	LOC120444962|XP_039480912.1|DSAN	LOC108094892|XP_017051221.1|DFIC
OG0008940	LOC120446900|XP_039484052.1|DSAN	LOC108090864|XP_017045241.1|DFIC
OG0008941	LOC120457385|XP_039500869.1|DSAN	LOC108086498|XP_017038913.1|DFIC
OG0008942	LOC120456094|XP_039498624.1|DSAN	LOC108091101|XP_017045610.1|DFIC
OG0008943	LOC120456733|XP_039499654.1|DSAN	LOC108092978|XP_017048359.1|DFIC
