Orthogroup	DSAN.longest_only	DEUG.longest_only
OG0009141	LOC120458490|XP_039502090.1|DSAN	LOC108112283|XP_017077594.1|DEUG
OG0009142	LOC120443750|XP_039478947.1|DSAN	LOC108112647|XP_017078251.1|DEUG
OG0009143	LOC120444540|XP_039480222.1|DSAN	LOC108113142|XP_017079139.1|DEUG
OG0009144	LOC120444545|XP_039480227.1|DSAN	LOC108112295|XP_017077609.1|DEUG
OG0009145	LOC120447193|XP_039484614.1|DSAN	LOC108112331|XP_017077648.1|DEUG
OG0009146	LOC120445579|XP_039482002.1|DSAN	LOC108106644|XP_017069344.1|DEUG
OG0009147	LOC120445562|XP_039481974.1|DSAN	LOC108112885|XP_017078724.1|DEUG
OG0009148	LOC120451590|XP_039491346.1|DSAN	LOC108104500|XP_017066104.1|DEUG
OG0009149	LOC120445535|XP_039481936.1|DSAN	LOC108109025|XP_017072788.1|DEUG
OG0009150	LOC120446490|XP_039483431.1|DSAN	LOC108114899|XP_017081558.1|DEUG
OG0009151	LOC120457774|XP_039501205.1|DSAN	LOC108106501|XP_017069085.1|DEUG
OG0009152	LOC120448244|XP_039486091.1|DSAN	LOC108104813|XP_017066586.1|DEUG
OG0009153	LOC120446312|XP_039483162.1|DSAN	LOC108107264|XP_017070185.1|DEUG
OG0009154	LOC120452473|XP_039492646.1|DSAN	LOC108116013|XP_017083186.1|DEUG
OG0009155	LOC120443898|XP_039479258.1|DSAN	LOC108104497|XP_017066100.1|DEUG
OG0009156	LOC120458907|XP_039502687.1|DSAN	LOC108108061|XP_017071430.1|DEUG
OG0009157	LOC120445796|XP_039482341.1|DSAN	LOC108107131|XP_017070018.1|DEUG
OG0009158	LOC120449433|XP_039487832.1|DSAN	LOC108104705|XP_017066411.1|DEUG
OG0009159	LOC120455455|XP_039497608.1|DSAN	LOC108110067|XP_017074437.1|DEUG
OG0009160	LOC120443943|XP_039479325.1|DSAN	LOC108110787|XP_017075501.1|DEUG
OG0009161	LOC120455344|XP_039497367.1|DSAN	LOC108105466|XP_017067555.1|DEUG
OG0009162	LOC120448412|XP_039486342.1|DSAN	LOC108108431|XP_017071974.1|DEUG
OG0009163	LOC120447688|XP_039485152.1|DSAN	LOC108114551|XP_017081085.1|DEUG
OG0009164	LOC120450140|XP_039488901.1|DSAN	LOC108114181|XP_017080481.1|DEUG
OG0009165	LOC120448580|XP_039486587.1|DSAN	LOC108107528|XP_017070557.1|DEUG
OG0009166	LOC120447741|XP_039485222.1|DSAN	LOC108107643|XP_017070718.1|DEUG
OG0009167	LOC120449340|XP_039487679.1|DSAN	LOC108114596|XP_017081141.1|DEUG
OG0009168	LOC120449344|XP_039487685.1|DSAN	LOC108114597|XP_017081144.1|DEUG
OG0009169	LOC120450220|XP_039489028.1|DSAN	LOC108114164|XP_017080445.1|DEUG
OG0009170	LOC120448588|XP_039486604.1|DSAN	LOC108113997|XP_017080230.1|DEUG
OG0009171	LOC120450354|XP_039489264.1|DSAN	LOC108114210|XP_017080518.1|DEUG
OG0009172	LOC120448167|XP_039485939.1|DSAN	LOC108114641|XP_017081199.1|DEUG
OG0009173	LOC120450096|XP_039488824.1|DSAN	LOC108107836|XP_017071078.1|DEUG
OG0009174	LOC120455845|XP_039498249.1|DSAN	LOC108104312|XP_017065785.1|DEUG
OG0009175	LOC120455538|XP_039497804.1|DSAN	LOC108110952|XP_017075737.1|DEUG
OG0009176	LOC120450644|XP_039489732.1|DSAN	LOC108105990|XP_017068313.1|DEUG
OG0009178	LOC120449365|XP_039487729.1|DSAN	LOC108118233|XP_017086306.1|DEUG
OG0009179	LOC120449194|XP_039487481.1|DSAN	LOC108116738|XP_017084245.1|DEUG
OG0009180	LOC120448837|XP_039486972.1|DSAN	LOC108105917|XP_017068187.1|DEUG
OG0009181	LOC120449598|XP_039488099.1|DSAN	LOC108113932|XP_017080128.1|DEUG
OG0009182	LOC120450355|XP_039489265.1|DSAN	LOC108104286|XP_017065745.1|DEUG
OG0009183	LOC120448408|XP_039486339.1|DSAN	LOC108113862|XP_017080065.1|DEUG
OG0009184	LOC120449668|XP_039488201.1|DSAN	LOC108116754|XP_017084261.1|DEUG
OG0009185	LOC120447442|XP_039484733.1|DSAN	LOC108108806|XP_017072479.1|DEUG
OG0009186	LOC120449955|XP_039488590.1|DSAN	LOC108114699|XP_017081284.1|DEUG
OG0009187	LOC120451242|XP_039490688.1|DSAN	LOC108117047|XP_017084707.1|DEUG, LOC108117279|XP_017085121.1|DEUG
OG0009188	LOC120446577|XP_039483532.1|DSAN	LOC108112256|XP_017077567.1|DEUG
OG0009189	LOC120448208|XP_039486020.1|DSAN	LOC108114256|XP_017080642.1|DEUG
OG0009190	LOC120449893|XP_039488509.1|DSAN	LOC108103586|XP_017064600.1|DEUG
OG0009191	LOC120458636|XP_039502294.1|DSAN	LOC108106263|XP_017068718.1|DEUG
OG0009192	LOC120456655|XP_039499521.1|DSAN	LOC108103141|XP_017064002.1|DEUG
OG0009193	LOC120450962|XP_039490188.1|DSAN	LOC108105842|XP_017068092.1|DEUG
OG0009194	LOC120458933|XP_039502721.1|DSAN	LOC108112503|XP_017077871.1|DEUG
OG0009195	LOC120448699|XP_039486788.1|DSAN	LOC108114042|XP_017080279.1|DEUG
OG0009196	LOC120450074|XP_039488793.1|DSAN	LOC108114742|XP_017081346.1|DEUG
OG0009197	LOC120448114|XP_039485852.1|DSAN	LOC108113953|XP_017080155.1|DEUG
OG0009198	LOC120448850|XP_039486991.1|DSAN	LOC108118232|XP_017086303.1|DEUG
OG0009199	LOC120449106|XP_039487349.1|DSAN	LOC108108407|XP_017071948.1|DEUG
OG0009200	LOC120445698|XP_039482193.1|DSAN	LOC108104830|XP_017066616.1|DEUG
OG0009201	LOC120445288|XP_039481524.1|DSAN	LOC108112261|XP_017077573.1|DEUG
OG0009202	LOC120444747|XP_039480608.1|DSAN	LOC108107237|XP_017070145.1|DEUG
OG0009203	LOC120443789|XP_039479055.1|DSAN	LOC108111613|XP_017076630.1|DEUG
OG0009204	LOC120445728|XP_039482231.1|DSAN	LOC108108927|XP_017072668.1|DEUG
OG0009205	LOC120445899|XP_039482487.1|DSAN	LOC108108933|XP_017072676.1|DEUG
OG0009206	LOC120446048|XP_039482758.1|DSAN	LOC108106258|XP_017068712.1|DEUG
OG0009207	LOC120452250|XP_039492311.1|DSAN	LOC108116311|XP_017083590.1|DEUG, LOC108116306|XP_017083584.1|DEUG
OG0009209	LOC120453990|XP_039494879.1|DSAN	LOC108116264|XP_017083543.1|DEUG
OG0009210	LOC120446567|XP_039483521.1|DSAN	LOC108112369|XP_017077687.1|DEUG
OG0009211	LOC120457778|XP_039501208.1|DSAN	LOC108115412|XP_017082338.1|DEUG
OG0009212	LOC120456043|XP_039498550.1|DSAN, LOC120455958|XP_039498434.1|DSAN, LOC120455914|XP_039498358.1|DSAN	LOC108110018|XP_017074346.1|DEUG
OG0009214	LOC120449951|XP_039488587.1|DSAN	LOC108107647|XP_017070721.1|DEUG
OG0009215	LOC120446077|XP_039482791.1|DSAN	LOC108112084|XP_017077322.1|DEUG
OG0009215	LOC120446693|XP_039483724.1|DSAN	LOC108113380|XP_017079441.1|DEUG
OG0009220	LOC120457246|XP_039500569.1|DSAN	LOC108105359|XP_017067366.1|DEUG
OG0009221	LOC120446249|XP_039483058.1|DSAN	LOC108110879|XP_017075626.1|DEUG
OG0009222	LOC120456526|XP_039499330.1|DSAN	LOC108115200|XP_017082013.1|DEUG
OG0009224	LOC120451957|XP_039491913.1|DSAN	LOC108116569|XP_017083998.1|DEUG
OG0009225	LOC120457349|XP_039500798.1|DSAN	LOC108102461|XP_017062959.1|DEUG
OG0009228	LOC120456205|XP_039498818.1|DSAN	LOC108103457|XP_017064440.1|DEUG
OG0009229	LOC120450778|XP_039489870.1|DSAN	LOC108110168|XP_017074580.1|DEUG
OG0009231	LOC120456982|XP_039500065.1|DSAN	LOC108110050|XP_017074415.1|DEUG
OG0009232	LOC120457289|XP_039500673.1|DSAN	LOC108110273|XP_017074749.1|DEUG
OG0009234	LOC120455042|XP_039496825.1|DSAN	LOC108103242|XP_017064132.1|DEUG
OG0009236	LOC120448444|XP_039486392.1|DSAN	LOC108114497|XP_017081006.1|DEUG
OG0009237	LOC120456204|XP_039498821.1|DSAN	LOC108110830|XP_017075556.1|DEUG
OG0009238	LOC120448927|XP_039487096.1|DSAN	LOC108114681|XP_017081259.1|DEUG
OG0009239	LOC120448384|XP_039486301.1|DSAN	LOC108108808|XP_017072481.1|DEUG
OG0009241	LOC120452831|XP_039493190.1|DSAN	LOC108110764|XP_017075468.1|DEUG
OG0009245	LOC120452347|XP_039492454.1|DSAN	LOC108105303|XP_017067286.1|DEUG
OG0009247	LOC120453830|XP_039494658.1|DSAN	LOC108117071|XP_017084733.1|DEUG
OG0009248	LOC120456881|XP_039499913.1|DSAN	LOC108102999|XP_017063805.1|DEUG
OG0009249	LOC120458441|XP_039502019.1|DSAN	LOC108111096|XP_017075925.1|DEUG
OG0009251	LOC120455137|XP_039496975.1|DSAN	LOC108102418|XP_017062879.1|DEUG
OG0009252	LOC120454963|XP_039496678.1|DSAN	LOC108105461|XP_017067550.1|DEUG
OG0009253	LOC120455861|XP_039498265.1|DSAN	LOC108103128|XP_017063985.1|DEUG
OG0009254	LOC120456268|XP_039498927.1|DSAN	LOC108105521|XP_017067636.1|DEUG
OG0009255	LOC120455012|XP_039496770.1|DSAN	LOC108104422|XP_017065966.1|DEUG
OG0009256	LOC120456151|XP_039498715.1|DSAN	LOC108109951|XP_017074253.1|DEUG
OG0009257	LOC120455065|XP_039496851.1|DSAN	LOC108103480|XP_017064474.1|DEUG
OG0009258	LOC120456063|XP_039498587.1|DSAN	LOC108110076|XP_017074453.1|DEUG
OG0009259	LOC120457120|XP_039500271.1|DSAN	LOC108103430|XP_017064389.1|DEUG
OG0009260	LOC120456149|XP_039498710.1|DSAN	LOC108102422|XP_017062888.1|DEUG
OG0009261	LOC120457128|XP_039500299.1|DSAN	LOC108105084|XP_017066997.1|DEUG
OG0009262	LOC120456984|XP_039500067.1|DSAN	LOC108103938|XP_017065185.1|DEUG
OG0009263	LOC120456481|XP_039499279.1|DSAN	LOC108103779|XP_017064899.1|DEUG
OG0009264	LOC120455791|XP_039498182.1|DSAN	LOC108103777|XP_017064894.1|DEUG
OG0009265	LOC120456829|XP_039499811.1|DSAN	LOC108103555|XP_017064570.1|DEUG
OG0009266	LOC120443960|XP_039479351.1|DSAN	LOC108108145|XP_017071567.1|DEUG
OG0009267	LOC120443686|XP_039478860.1|DSAN	LOC108113431|XP_017079482.1|DEUG
OG0009268	LOC120447200|XP_039484630.1|DSAN	LOC108104884|XP_017066706.1|DEUG
OG0009269	LOC120453160|XP_039493653.1|DSAN	LOC108105290|XP_017067269.1|DEUG
OG0009270	LOC120445988|XP_039482655.1|DSAN	LOC108112236|XP_017077546.1|DEUG
OG0009271	LOC120457245|XP_039500566.1|DSAN	LOC108105358|XP_017067363.1|DEUG
OG0009272	LOC120450083|XP_039488810.1|DSAN	LOC108113970|XP_017080175.1|DEUG
OG0009273	LOC120450407|XP_039489340.1|DSAN	LOC108110506|XP_017075075.1|DEUG
OG0009274	LOC120450260|XP_039489084.1|DSAN	LOC108107738|XP_017070885.1|DEUG
OG0009275	LOC120456771|XP_039499702.1|DSAN	LOC108105454|XP_017067541.1|DEUG
OG0009276	LOC120447007|XP_039484248.1|DSAN	LOC108112286|XP_017077597.1|DEUG
OG0009277	LOC120457165|XP_039500377.1|DSAN	LOC108118502|XP_017086729.1|DEUG
OG0009278	LOC120456756|XP_039499684.1|DSAN	LOC108118513|XP_017086743.1|DEUG
OG0009279	LOC120458542|XP_039502155.1|DSAN	LOC108106911|XP_017069651.1|DEUG
OG0009280	LOC120456683|XP_039499575.1|DSAN	LOC108110320|XP_017074826.1|DEUG
OG0009281	LOC120456832|XP_039499815.1|DSAN	LOC108110122|XP_017074517.1|DEUG
OG0009282	LOC120443884|XP_039479237.1|DSAN	LOC108106099|XP_017068452.1|DEUG
OG0009283	LOC120458872|XP_039502639.1|DSAN	LOC108111071|XP_017075890.1|DEUG
OG0009284	LOC120449552|XP_039488015.1|DSAN	LOC108108625|XP_017072214.1|DEUG
OG0009285	LOC120454878|XP_039496382.1|DSAN	LOC108102345|XP_017062682.1|DEUG
OG0009286	LOC120449274|XP_039487591.1|DSAN	LOC108107815|XP_017071035.1|DEUG
OG0009287	LOC120450374|XP_039489296.1|DSAN	LOC108114111|XP_017080363.1|DEUG
OG0009288	LOC120455433|XP_039497563.1|DSAN	LOC108103258|XP_017064159.1|DEUG
OG0009289	LOC120454837|XP_039496250.1|DSAN	LOC108102359|XP_017062748.1|DEUG
OG0009290	LOC120457766|XP_039501197.1|DSAN	LOC108106344|XP_017068813.1|DEUG
OG0009291	LOC120454840|XP_039496263.1|DSAN	LOC108102360|XP_017062749.1|DEUG
OG0009292	LOC120456206|XP_039498819.1|DSAN	LOC108103464|XP_017064448.1|DEUG
OG0009293	LOC120456197|XP_039498811.1|DSAN	LOC108103434|XP_017064392.1|DEUG
OG0009294	LOC120445943|XP_039482543.1|DSAN	LOC108112449|XP_017077784.1|DEUG
OG0009295	LOC120455676|XP_039498014.1|DSAN	LOC108110038|XP_017074378.1|DEUG
OG0009296	LOC120451392|XP_039490991.1|DSAN	LOC108113599|XP_017079741.1|DEUG
OG0009297	LOC120452457|XP_039492621.1|DSAN	LOC108113533|XP_017079615.1|DEUG
OG0009298	LOC120452082|XP_039492079.1|DSAN	LOC108111710|XP_017076749.1|DEUG
OG0009299	LOC120452439|XP_039492601.1|DSAN	LOC108117282|XP_017085125.1|DEUG
OG0009300	LOC120451386|XP_039490981.1|DSAN	LOC108117243|XP_017085074.1|DEUG
OG0009301	LOC120453456|XP_039494106.1|DSAN	LOC108116605|XP_017084054.1|DEUG
OG0009302	LOC120452173|XP_039492215.1|DSAN	LOC108115094|XP_017081832.1|DEUG, LOC108108588|XP_017072175.1|DEUG
OG0009303	LOC120452747|XP_039493056.1|DSAN	LOC108106928|XP_017069719.1|DEUG
OG0009304	LOC120453983|XP_039494872.1|DSAN	LOC108117059|XP_017084720.1|DEUG
OG0009305	LOC120452307|XP_039492386.1|DSAN	LOC108111475|XP_017076436.1|DEUG
OG0009306	LOC120455836|XP_039498240.1|DSAN	LOC108111845|XP_017076940.1|DEUG
OG0009307	LOC120450942|XP_039490145.1|DSAN	LOC108116424|XP_017083803.1|DEUG
OG0009308	LOC120452116|XP_039492128.1|DSAN	LOC108109625|XP_017073690.1|DEUG
OG0009309	LOC120453731|XP_039494495.1|DSAN	LOC108111495|XP_017076498.1|DEUG
OG0009310	LOC120453030|XP_039493484.1|DSAN	LOC108105306|XP_017067289.1|DEUG
OG0009311	LOC120454029|XP_039494954.1|DSAN	LOC108116275|XP_017083550.1|DEUG
OG0009312	LOC120453955|XP_039494836.1|DSAN	LOC108111458|XP_017076417.1|DEUG
OG0009313	LOC120450911|XP_039490099.1|DSAN	LOC108111505|XP_017076507.1|DEUG
OG0009314	LOC120454628|XP_039496035.1|DSAN	LOC108116368|XP_017083690.1|DEUG
OG0009315	LOC120450826|XP_039489941.1|DSAN	LOC108112912|XP_017078782.1|DEUG
OG0009316	LOC120454573|XP_039495906.1|DSAN	LOC108109503|XP_017073533.1|DEUG
OG0009317	LOC120451903|XP_039491846.1|DSAN	LOC108115770|XP_017082829.1|DEUG
OG0009318	LOC120454664|XP_039496108.1|DSAN	LOC108110193|XP_017074643.1|DEUG
OG0009319	LOC120454613|XP_039496009.1|DSAN	LOC108116412|XP_017083785.1|DEUG
OG0009320	LOC120452499|XP_039492684.1|DSAN	LOC108113559|XP_017079641.1|DEUG
OG0009321	LOC120452097|XP_039492106.1|DSAN	LOC108113551|XP_017079634.1|DEUG
OG0009322	LOC120452550|XP_039492758.1|DSAN	LOC108116179|XP_017083409.1|DEUG
OG0009323	LOC120453489|XP_039494160.1|DSAN	LOC108116117|XP_017083330.1|DEUG
OG0009324	LOC120451775|XP_039491640.1|DSAN	LOC108115074|XP_017081811.1|DEUG
OG0009325	LOC120453258|XP_039493813.1|DSAN	LOC108117319|XP_017085178.1|DEUG
OG0009326	LOC120452424|XP_039492585.1|DSAN	LOC108111659|XP_017076679.1|DEUG
OG0009327	LOC120453650|XP_039494377.1|DSAN	LOC108111349|XP_017076269.1|DEUG
OG0009328	LOC120452990|XP_039493425.1|DSAN	LOC108111299|XP_017076181.1|DEUG
OG0009329	LOC120453949|XP_039494828.1|DSAN	LOC108116613|XP_017084068.1|DEUG
OG0009330	LOC120453903|XP_039494763.1|DSAN	LOC108116979|XP_017084629.1|DEUG
OG0009331	LOC120451684|XP_039491501.1|DSAN	LOC108117065|XP_017084726.1|DEUG
OG0009332	LOC120454368|XP_039495531.1|DSAN	LOC108116868|XP_017084435.1|DEUG
OG0009333	LOC120451439|XP_039491048.1|DSAN	LOC108109562|XP_017073624.1|DEUG
OG0009334	LOC120452666|XP_039492938.1|DSAN	LOC108113496|XP_017079571.1|DEUG
OG0009335	LOC120451001|XP_039490247.1|DSAN	LOC108109531|XP_017073584.1|DEUG
OG0009336	LOC120452583|XP_039492805.1|DSAN	LOC108105216|XP_017067168.1|DEUG
OG0009337	LOC120457317|XP_039500753.1|DSAN	LOC108103783|XP_017064903.1|DEUG
OG0009338	LOC120454088|XP_039495032.1|DSAN	LOC108114934|XP_017081607.1|DEUG
OG0009339	LOC120454165|XP_039495168.1|DSAN	LOC108115041|XP_017081778.1|DEUG
OG0009340	LOC120451982|XP_039491944.1|DSAN	LOC108116959|XP_017084604.1|DEUG
OG0009341	LOC120454401|XP_039495595.1|DSAN	LOC108117261|XP_017085102.1|DEUG
OG0009342	LOC120454140|XP_039495131.1|DSAN	LOC108111723|XP_017076764.1|DEUG
OG0009343	LOC120453309|XP_039493899.1|DSAN	LOC108111823|XP_017076920.1|DEUG
OG0009344	LOC120454212|XP_039495242.1|DSAN	LOC108109411|XP_017073398.1|DEUG
OG0009345	LOC120451324|XP_039490830.1|DSAN	LOC108115799|XP_017082875.1|DEUG
OG0009346	LOC120453491|XP_039494162.1|DSAN	LOC108115776|XP_017082837.1|DEUG
OG0009347	LOC120452636|XP_039492882.1|DSAN	LOC108113532|XP_017079614.1|DEUG
OG0009348	LOC120454683|XP_039496134.1|DSAN	LOC108115694|XP_017082752.1|DEUG
OG0009349	LOC120452752|XP_039493062.1|DSAN	LOC108105252|XP_017067215.1|DEUG, LOC108111532|XP_017076544.1|DEUG, LOC108111534|XP_017076546.1|DEUG
OG0009350	LOC120452938|XP_039493354.1|DSAN	LOC108111473|XP_017076434.1|DEUG
OG0009351	LOC120452925|XP_039493323.1|DSAN	LOC108111306|XP_017076188.1|DEUG
OG0009352	LOC120454078|XP_039495021.1|DSAN	LOC108115269|XP_017082114.1|DEUG
OG0009353	LOC120451891|XP_039491832.1|DSAN	LOC108115576|XP_017082574.1|DEUG
OG0009354	LOC120447822|XP_039485339.1|DSAN	LOC108111177|XP_017076046.1|DEUG
OG0009355	LOC120458277|XP_039501804.1|DSAN	LOC108104102|XP_017065489.1|DEUG
OG0009356	LOC120443798|XP_039479064.1|DSAN	LOC108110486|XP_017075052.1|DEUG
OG0009357	LOC120452999|XP_039493479.1|DSAN	LOC108104092|XP_017065477.1|DEUG
OG0009358	LOC120443814|XP_039479089.1|DSAN	LOC108110690|XP_017075310.1|DEUG
OG0009359	LOC120443813|XP_039479087.1|DSAN	LOC108110689|XP_017075309.1|DEUG
OG0009360	LOC120445013|XP_039481016.1|DSAN	LOC108106077|XP_017068425.1|DEUG
OG0009361	LOC120458460|XP_039502044.1|DSAN	LOC108106204|XP_017068621.1|DEUG
OG0009362	LOC120451609|XP_039491381.1|DSAN	LOC108106195|XP_017068611.1|DEUG
OG0009363	LOC120456928|XP_039500002.1|DSAN	LOC108102685|XP_017063314.1|DEUG
OG0009364	LOC120458507|XP_039502109.1|DSAN	LOC108111236|XP_017076128.1|DEUG
OG0009365	LOC120458199|XP_039501706.1|DSAN	LOC108102581|XP_017063156.1|DEUG
OG0009366	LOC120458879|XP_039502650.1|DSAN	LOC108111378|XP_017076303.1|DEUG
OG0009367	LOC120458589|XP_039502224.1|DSAN	LOC108104120|XP_017065510.1|DEUG
OG0009368	LOC120455458|XP_039497615.1|DSAN	LOC108110685|XP_017075301.1|DEUG
OG0009369	LOC120454189|XP_039495211.1|DSAN	LOC108106122|XP_017068490.1|DEUG
OG0009370	LOC120457691|XP_039501121.1|DSAN	LOC108115458|XP_017082399.1|DEUG
OG0009371	LOC120457802|XP_039501233.1|DSAN	LOC108115430|XP_017082356.1|DEUG
OG0009372	LOC120454245|XP_039495299.1|DSAN	LOC108111008|XP_017075809.1|DEUG
OG0009373	LOC120447229|XP_039484688.1|DSAN	LOC108105643|XP_017067820.1|DEUG
OG0009374	LOC120445528|XP_039481924.1|DSAN	LOC108118490|XP_017086711.1|DEUG
OG0009376	LOC120444112|XP_039479576.1|DSAN	LOC108110548|XP_017075127.1|DEUG
OG0009377	LOC120443901|XP_039479264.1|DSAN	LOC108110199|XP_017075047.1|DEUG
OG0009378	LOC120458560|XP_039502179.1|DSAN	LOC108110564|XP_017075150.1|DEUG
OG0009379	LOC120458292|XP_039501828.1|DSAN	LOC108102489|XP_017062992.1|DEUG
OG0009380	LOC120458515|XP_039502121.1|DSAN	LOC108111188|XP_017076063.1|DEUG
OG0009381	LOC120458686|XP_039502357.1|DSAN	LOC108102471|XP_017062969.1|DEUG
OG0009382	LOC120443831|XP_039479116.1|DSAN	LOC108107037|XP_017069884.1|DEUG
OG0009383	LOC120443732|XP_039478921.1|DSAN	LOC108113456|XP_017079524.1|DEUG
OG0009384	LOC120446098|XP_039482871.1|DSAN	LOC108105798|XP_017068019.1|DEUG
OG0009385	LOC120452865|XP_039493246.1|DSAN	LOC108105773|XP_017067985.1|DEUG
OG0009386	LOC120444159|XP_039479672.1|DSAN	LOC108105789|XP_017068005.1|DEUG
OG0009387	LOC120445209|XP_039481392.1|DSAN	LOC108111927|XP_017077058.1|DEUG
OG0009388	LOC120446255|XP_039483061.1|DSAN	LOC108112021|XP_017077251.1|DEUG
OG0009389	LOC120445840|XP_039482401.1|DSAN	LOC108109268|XP_017073246.1|DEUG
OG0009390	LOC120444441|XP_039480034.1|DSAN	LOC108109120|XP_017073002.1|DEUG
OG0009391	LOC120458295|XP_039501829.1|DSAN	LOC108110846|XP_017075579.1|DEUG
OG0009392	LOC120458485|XP_039502080.1|DSAN	LOC108112889|XP_017078734.1|DEUG
OG0009393	LOC120451948|XP_039491903.1|DSAN	LOC108114940|XP_017081614.1|DEUG
OG0009394	LOC120445164|XP_039481274.1|DSAN	LOC108106273|XP_017068728.1|DEUG
OG0009395	LOC120446132|XP_039482891.1|DSAN	LOC108112138|XP_017077375.1|DEUG
OG0009396	LOC120457795|XP_039501226.1|DSAN	LOC108106428|XP_017068945.1|DEUG
OG0009397	LOC120445072|XP_039481133.1|DSAN	LOC108109157|XP_017073065.1|DEUG
OG0009398	LOC120445466|XP_039481845.1|DSAN	LOC108109044|XP_017072830.1|DEUG
OG0009399	LOC120457811|XP_039501242.1|DSAN	LOC108106621|XP_017069313.1|DEUG
OG0009400	LOC120458475|XP_039502068.1|DSAN	LOC108104581|XP_017066231.1|DEUG
OG0009401	LOC120458920|XP_039502702.1|DSAN	LOC108111519|XP_017076529.1|DEUG
OG0009402	LOC120451919|XP_039491865.1|DSAN	LOC108110242|XP_017074722.1|DEUG
OG0009403	LOC120446381|XP_039483248.1|DSAN	LOC108112991|XP_017078891.1|DEUG
OG0009404	LOC120458940|XP_039502729.1|DSAN	LOC108112859|XP_017078673.1|DEUG
OG0009405	LOC120444567|XP_039480262.1|DSAN	LOC108104534|XP_017066157.1|DEUG
OG0009406	LOC120457693|XP_039501126.1|DSAN	LOC108104468|XP_017066021.1|DEUG
OG0009407	LOC120449305|XP_039487634.1|DSAN	LOC108104598|XP_017066255.1|DEUG
OG0009408	LOC120447016|XP_039484268.1|DSAN	LOC108107413|XP_017070429.1|DEUG
OG0009409	LOC120444838|XP_039480729.1|DSAN	LOC108106331|XP_017068792.1|DEUG
OG0009410	LOC120457801|XP_039501231.1|DSAN	LOC108106754|XP_017069483.1|DEUG
OG0009411	LOC120445558|XP_039481966.1|DSAN	LOC108113181|XP_017079189.1|DEUG
OG0009412	LOC120445206|XP_039481378.1|DSAN	LOC108113107|XP_017079074.1|DEUG
OG0009413	LOC120458488|XP_039502082.1|DSAN	LOC108112328|XP_017077645.1|DEUG
OG0009414	LOC120453034|XP_039493491.1|DSAN	LOC108112275|XP_017077587.1|DEUG
OG0009415	LOC120458798|XP_039502525.1|DSAN	LOC108112129|XP_017077368.1|DEUG
OG0009416	LOC120444542|XP_039480225.1|DSAN	LOC108113141|XP_017079138.1|DEUG
OG0009417	LOC120444544|XP_039480226.1|DSAN	LOC108113143|XP_017079140.1|DEUG
OG0009419	LOC120444546|XP_039480229.1|DSAN	LOC108112426|XP_017077758.1|DEUG
OG0009420	LOC120444547|XP_039480231.1|DSAN	LOC108112297|XP_017077610.1|DEUG
OG0009421	LOC120446341|XP_039483195.1|DSAN	LOC108113354|XP_017079406.1|DEUG
OG0009422	LOC120444635|XP_039480377.1|DSAN	LOC108106578|XP_017069246.1|DEUG
OG0009423	LOC120444340|XP_039479842.1|DSAN	LOC108112855|XP_017078666.1|DEUG
OG0009424	LOC120444273|XP_039479721.1|DSAN	LOC108113276|XP_017079314.1|DEUG
OG0009425	LOC120443779|XP_039479044.1|DSAN	LOC108111626|XP_017076649.1|DEUG
OG0009426	LOC120445217|XP_039481406.1|DSAN	LOC108106237|XP_017068652.1|DEUG
OG0009427	LOC120446958|XP_039484148.1|DSAN	LOC108111976|XP_017077177.1|DEUG
OG0009428	LOC120446800|XP_039483891.1|DSAN	LOC108109026|XP_017072789.1|DEUG
OG0009429	LOC120445163|XP_039481273.1|DSAN	LOC108108913|XP_017072652.1|DEUG
OG0009430	LOC120445750|XP_039482262.1|DSAN	LOC108112748|XP_017078482.1|DEUG
OG0009431	LOC120445213|XP_039481401.1|DSAN	LOC108107399|XP_017070409.1|DEUG
OG0009432	LOC120446092|XP_039482819.1|DSAN	LOC108107373|XP_017070368.1|DEUG
OG0009433	LOC120446298|XP_039483140.1|DSAN	LOC108112198|XP_017077501.1|DEUG
OG0009434	LOC120444262|XP_039479705.1|DSAN	LOC108113034|XP_017078953.1|DEUG
OG0009435	LOC120444261|XP_039479703.1|DSAN	LOC108112966|XP_017078856.1|DEUG
OG0009436	LOC120446493|XP_039483433.1|DSAN	LOC108114903|XP_017081565.1|DEUG
OG0009437	LOC120448296|XP_039486171.1|DSAN	LOC108104815|XP_017066588.1|DEUG
OG0009438	LOC120453527|XP_039494216.1|DSAN	LOC108105395|XP_017067429.1|DEUG
OG0009439	LOC120455601|XP_039497914.1|DSAN	LOC108105406|XP_017067441.1|DEUG
OG0009440	LOC120445515|XP_039481906.1|DSAN	LOC108107442|XP_017070471.1|DEUG
OG0009441	LOC120457318|XP_039500756.1|DSAN	LOC108103915|XP_017065151.1|DEUG
OG0009442	LOC120455543|XP_039497814.1|DSAN	LOC108110112|XP_017074498.1|DEUG
OG0009443	LOC120445638|XP_039482114.1|DSAN	LOC108108948|XP_017072691.1|DEUG
OG0009444	LOC120455708|XP_039498052.1|DSAN	LOC108103993|XP_017065270.1|DEUG
OG0009445	LOC120455929|XP_039498389.1|DSAN	LOC108102895|XP_017063589.1|DEUG
OG0009446	LOC120457393|XP_039500896.1|DSAN	LOC108110311|XP_017074810.1|DEUG
OG0009447	LOC120455690|XP_039498032.1|DSAN	LOC108102978|XP_017063776.1|DEUG
OG0009448	LOC120456924|XP_039499997.1|DSAN	LOC108105387|XP_017067420.1|DEUG
