Orthogroup	DSAN.longest_only	DSUB.longest_only
OG0007966	LOC120443811|XP_039479085.1|DSAN	LOC117901932|XP_034668791.1|DSUB
OG0007967	LOC120457745|XP_039501178.1|DSAN	LOC117900541|XP_034666830.1|DSUB
OG0007968	LOC120454328|XP_039495470.1|DSAN	LOC117900169|XP_034666301.1|DSUB
OG0007969	LOC120444113|XP_039479577.1|DSAN	LOC117901846|XP_034668680.1|DSUB
OG0007970	LOC120445628|XP_039482089.1|DSAN	LOC117891299|XP_034652597.1|DSUB
OG0007971	LOC120455194|XP_039497070.1|DSAN	LOC117894707|XP_034657783.1|DSUB
OG0007972	LOC120446669|XP_039483676.1|DSAN	LOC117892380|XP_034654482.1|DSUB
OG0007973	LOC120458478|XP_039502072.1|DSAN	LOC117900902|XP_034667350.1|DSUB
OG0007974	LOC120455641|XP_039497965.1|DSAN	LOC117896078|XP_034660009.1|DSUB
OG0007975	LOC120453934|XP_039494813.1|DSAN	LOC117899521|XP_034665469.1|DSUB
OG0007976	LOC120456335|XP_039499039.1|DSAN	LOC117891194|XP_034652424.1|DSUB
OG0007977	LOC120444726|XP_039480589.1|DSAN	LOC117901689|XP_034668423.1|DSUB
OG0007978	LOC120458682|XP_039502353.1|DSAN	LOC117902079|XP_034669063.1|DSUB
OG0007979	LOC120445738|XP_039482246.1|DSAN	LOC117901255|XP_034667839.1|DSUB
OG0007980	LOC120446021|XP_039482710.1|DSAN	LOC117901027|XP_034667521.1|DSUB
OG0007981	LOC120455314|XP_039497298.1|DSAN	LOC117889579|XP_034649876.1|DSUB
OG0007982	LOC120458765|XP_039502511.1|DSAN	LOC117902302|XP_034669474.1|DSUB
OG0007983	LOC120445949|XP_039482568.1|DSAN	LOC117900910|XP_034667361.1|DSUB
OG0007984	LOC120445496|XP_039481877.1|DSAN	LOC117900800|XP_034667176.1|DSUB
OG0007985	LOC120457476|XP_039500962.1|DSAN	LOC117900076|XP_034666171.1|DSUB
OG0007986	LOC120451034|XP_039490299.1|DSAN	LOC117901708|XP_034668470.1|DSUB
OG0007987	LOC120446880|XP_039484027.1|DSAN	LOC117900224|XP_034666398.1|DSUB
OG0007988	LOC120446411|XP_039483291.1|DSAN	LOC117902634|XP_034670044.1|DSUB
OG0007989	LOC120457926|XP_039501367.1|DSAN	LOC117901559|XP_034668248.1|DSUB
OG0007990	LOC120458087|XP_039501538.1|DSAN	LOC117901578|XP_034668270.1|DSUB
OG0007991	LOC120455246|XP_039497175.1|DSAN	LOC117902401|XP_034669628.1|DSUB
OG0007992	LOC120444312|XP_039479793.1|DSAN	LOC117900272|XP_034666474.1|DSUB
OG0007993	LOC120451424|XP_039491031.1|DSAN	LOC117899336|XP_034665165.1|DSUB
OG0007994	LOC120445029|XP_039481042.1|DSAN	LOC117900702|XP_034667045.1|DSUB
OG0007995	LOC120446133|XP_039482895.1|DSAN	LOC117900710|XP_034667059.1|DSUB
OG0007996	LOC120455975|XP_039498458.1|DSAN	LOC117903734|XP_034671979.1|DSUB
OG0007997	LOC120449463|XP_039487869.1|DSAN	LOC117894333|XP_034657207.1|DSUB
OG0007998	LOC120445169|XP_039481283.1|DSAN	LOC117900419|XP_034666672.1|DSUB
OG0007999	LOC120457041|XP_039500147.1|DSAN	LOC117901443|XP_034668077.1|DSUB
OG0008000	LOC120453304|XP_039493882.1|DSAN	LOC117900960|XP_034667426.1|DSUB
OG0008001	LOC120443999|XP_039479415.1|DSAN	LOC117901050|XP_034667553.1|DSUB
OG0008002	LOC120447067|XP_039484394.1|DSAN	LOC117902473|XP_034669772.1|DSUB
OG0008003	LOC120444038|XP_039479481.1|DSAN	LOC117900878|XP_034667297.1|DSUB
OG0008004	LOC120455528|XP_039497752.1|DSAN	LOC117903382|XP_034671255.1|DSUB
OG0008005	LOC120457382|XP_039500859.1|DSAN	LOC117903463|XP_034671394.1|DSUB
OG0008006	LOC120457129|XP_039500302.1|DSAN	LOC117903696|XP_034671926.1|DSUB
OG0008007	LOC120455053|XP_039496839.1|DSAN	LOC117900406|XP_034666656.1|DSUB
OG0008008	LOC120449580|XP_039488068.1|DSAN	LOC117894066|XP_034656809.1|DSUB
OG0008009	LOC120455033|XP_039496801.1|DSAN	LOC117895615|XP_034659259.1|DSUB
OG0008010	LOC120457228|XP_039500535.1|DSAN	LOC117892657|XP_034654928.1|DSUB
OG0008011	LOC120444773|XP_039480640.1|DSAN	LOC117892504|XP_034654671.1|DSUB
OG0008012	LOC120445340|XP_039481610.1|DSAN	LOC117892528|XP_034654720.1|DSUB
OG0008013	LOC120446265|XP_039483075.1|DSAN	LOC117891232|XP_034652468.1|DSUB
OG0008014	LOC120452478|XP_039492653.1|DSAN	LOC117896478|XP_034660709.1|DSUB
OG0008015	LOC120448773|XP_039486893.1|DSAN	LOC117893752|XP_034656377.1|DSUB
OG0008016	LOC120448775|XP_039486896.1|DSAN	LOC117893753|XP_034656378.1|DSUB
OG0008017	LOC120457054|XP_039500162.1|DSAN	LOC117890078|XP_034650628.1|DSUB
OG0008018	LOC120455286|XP_039497256.1|DSAN	LOC117894677|XP_034657749.1|DSUB
OG0008019	LOC120456349|XP_039499067.1|DSAN	LOC117903693|XP_034671923.1|DSUB
OG0008020	LOC120454435|XP_039495665.1|DSAN	LOC117896728|XP_034661084.1|DSUB
OG0008021	LOC120455807|XP_039498201.1|DSAN	LOC117890828|XP_034651801.1|DSUB
OG0008022	LOC120453193|XP_039493693.1|DSAN	LOC117899377|XP_034665250.1|DSUB
OG0008023	LOC120457169|XP_039500385.1|DSAN	LOC117889576|XP_034649869.1|DSUB
OG0008024	LOC120457018|XP_039500108.1|DSAN	LOC117894648|XP_034657716.1|DSUB
OG0008025	LOC120455912|XP_039498355.1|DSAN	LOC117903779|XP_034672095.1|DSUB
OG0008026	LOC120455195|XP_039497072.1|DSAN	LOC117890205|XP_034650828.1|DSUB
OG0008027	LOC120457006|XP_039500093.1|DSAN	LOC117902848|XP_034670343.1|DSUB
OG0008028	LOC120453158|XP_039493647.1|DSAN	LOC117898356|XP_034663580.1|DSUB
OG0008029	LOC120454149|XP_039495142.1|DSAN	LOC117897675|XP_034662574.1|DSUB
OG0008030	LOC120452459|XP_039492623.1|DSAN	LOC117897258|XP_034661873.1|DSUB
OG0008031	LOC120452820|XP_039493161.1|DSAN	LOC117900631|XP_034666951.1|DSUB
OG0008032	LOC120451430|XP_039491040.1|DSAN	LOC117899367|XP_034665237.1|DSUB
OG0008033	LOC120451522|XP_039491224.1|DSAN	LOC117896753|XP_034661114.1|DSUB
OG0008034	LOC120451744|XP_039491587.1|DSAN	LOC117896512|XP_034660757.1|DSUB
OG0008035	LOC120457306|XP_039500724.1|DSAN	LOC117896444|XP_034660668.1|DSUB
OG0008036	LOC120453531|XP_039494217.1|DSAN	LOC117899233|XP_034664997.1|DSUB
OG0008037	LOC120453524|XP_039494206.1|DSAN	LOC117899225|XP_034664990.1|DSUB
OG0008038	LOC120456963|XP_039500042.1|DSAN	LOC117894427|XP_034657380.1|DSUB
OG0008039	LOC120453996|XP_039494895.1|DSAN	LOC117897287|XP_034661920.1|DSUB
OG0008040	LOC120452736|XP_039493041.1|DSAN	LOC117899411|XP_034665289.1|DSUB
OG0008041	LOC120457126|XP_039500295.1|DSAN	LOC117899201|XP_034664968.1|DSUB
OG0008042	LOC120454640|XP_039496073.1|DSAN	LOC117897747|XP_034662678.1|DSUB
OG0008043	LOC120455493|XP_039497676.1|DSAN	LOC117903510|XP_034671485.1|DSUB
OG0008044	LOC120456948|XP_039500021.1|DSAN	LOC117902591|XP_034670022.1|DSUB
OG0008045	LOC120455329|XP_039497341.1|DSAN	LOC117899042|XP_034664696.1|DSUB
OG0008046	LOC120454605|XP_039495998.1|DSAN	LOC117897291|XP_034661923.1|DSUB
OG0008047	LOC120450777|XP_039489869.1|DSAN	LOC117899279|XP_034665075.1|DSUB
OG0008048	LOC120453997|XP_039494897.1|DSAN	LOC117897288|XP_034661921.1|DSUB
OG0008049	LOC120450775|XP_039489867.1|DSAN	LOC117899277|XP_034665072.1|DSUB
OG0008050	LOC120451495|XP_039491180.1|DSAN	LOC117896344|XP_034660478.1|DSUB
OG0008051	LOC120450806|XP_039489910.1|DSAN	LOC117898306|XP_034663473.1|DSUB
OG0008052	LOC120451153|XP_039490514.1|DSAN	LOC117895975|XP_034659825.1|DSUB
OG0008053	LOC120448285|XP_039486149.1|DSAN	LOC117899538|XP_034665503.1|DSUB
OG0008054	LOC120455894|XP_039498324.1|DSAN	LOC117903843|XP_034672194.1|DSUB
OG0008055	LOC120456301|XP_039498981.1|DSAN	LOC117903085|XP_034670779.1|DSUB
OG0008056	LOC120457354|XP_039500804.1|DSAN	LOC117901919|XP_034668782.1|DSUB
OG0008057	LOC120453625|XP_039494339.1|DSAN	LOC117898811|XP_034664356.1|DSUB
OG0008058	LOC120452198|XP_039492250.1|DSAN	LOC117898200|XP_034663311.1|DSUB
OG0008059	LOC120453300|XP_039493866.1|DSAN	LOC117898229|XP_034663355.1|DSUB
OG0008060	LOC120452223|XP_039492283.1|DSAN	LOC117897612|XP_034662467.1|DSUB
OG0008061	LOC120456208|XP_039498822.1|DSAN	LOC117897429|XP_034662162.1|DSUB
OG0008062	LOC120456395|XP_039499157.1|DSAN	LOC117898048|XP_034663102.1|DSUB
OG0008063	LOC120454641|XP_039496075.1|DSAN	LOC117897749|XP_034662679.1|DSUB
OG0008064	LOC120456313|XP_039499001.1|DSAN	LOC117903519|XP_034671524.1|DSUB
OG0008065	LOC120457409|XP_039500941.1|DSAN	LOC117897345|XP_034662014.1|DSUB
OG0008066	LOC120457386|XP_039500871.1|DSAN	LOC117901806|XP_034668614.1|DSUB
OG0008067	LOC120455516|XP_039497723.1|DSAN	LOC117903884|XP_034672274.1|DSUB
OG0008068	LOC120456801|XP_039499769.1|DSAN	LOC117903076|XP_034670762.1|DSUB
OG0008069	LOC120451254|XP_039490713.1|DSAN	LOC117898041|XP_034663089.1|DSUB
OG0008070	LOC120453998|XP_039494899.1|DSAN	LOC117897293|XP_034661926.1|DSUB
OG0008071	LOC120455741|XP_039498097.1|DSAN	LOC117903566|XP_034671665.1|DSUB
OG0008072	LOC120455067|XP_039496853.1|DSAN	LOC117889582|XP_034649879.1|DSUB
OG0008073	LOC120456833|XP_039499817.1|DSAN	LOC117902694|XP_034670130.1|DSUB
OG0008074	LOC120455263|XP_039497198.1|DSAN	LOC117898238|XP_034663372.1|DSUB
OG0008075	LOC120445542|XP_039481947.1|DSAN	LOC117890449|XP_034651178.1|DSUB
OG0008076	LOC120455258|XP_039497193.1|DSAN	LOC117903459|XP_034671387.1|DSUB
OG0008077	LOC120453077|XP_039493538.1|DSAN	LOC117898650|XP_034664112.1|DSUB
OG0008078	LOC120455539|XP_039497810.1|DSAN	LOC117903242|XP_034671039.1|DSUB
OG0008079	LOC120457036|XP_039500137.1|DSAN	LOC117891313|XP_034652621.1|DSUB
OG0008080	LOC120455261|XP_039497196.1|DSAN	LOC117903810|XP_034672141.1|DSUB
OG0008081	LOC120456326|XP_039499026.1|DSAN	LOC117903557|XP_034671652.1|DSUB
OG0008082	LOC120453720|XP_039494482.1|DSAN	LOC117896880|XP_034661300.1|DSUB
OG0008083	LOC120454536|XP_039495848.1|DSAN	LOC117899633|XP_034665681.1|DSUB
OG0008084	LOC120453855|XP_039494694.1|DSAN	LOC117896993|XP_034661441.1|DSUB
OG0008085	LOC120452822|XP_039493160.1|DSAN	LOC117896025|XP_034659924.1|DSUB
OG0008086	LOC120454534|XP_039495841.1|DSAN	LOC117898810|XP_034664353.1|DSUB
OG0008087	LOC120456012|XP_039498502.1|DSAN	LOC117903325|XP_034671159.1|DSUB
OG0008088	LOC120456953|XP_039500031.1|DSAN	LOC117903335|XP_034671173.1|DSUB
OG0008089	LOC120450400|XP_039489330.1|DSAN	LOC117894687|XP_034657757.1|DSUB
OG0008090	LOC120456377|XP_039499132.1|DSAN	LOC117903621|XP_034671770.1|DSUB
OG0008091	LOC120452625|XP_039492868.1|DSAN	LOC117897033|XP_034661503.1|DSUB
OG0008092	LOC120450872|XP_039490032.1|DSAN	LOC117896733|XP_034661088.1|DSUB
OG0008093	LOC120455696|XP_039498038.1|DSAN	LOC117889592|XP_034649894.1|DSUB
OG0008094	LOC120452918|XP_039493358.1|DSAN	LOC117902645|XP_034670061.1|DSUB
OG0008095	LOC120451801|XP_039491689.1|DSAN	LOC117899321|XP_034665143.1|DSUB
OG0008096	LOC120456245|XP_039498899.1|DSAN	LOC117903106|XP_034670820.1|DSUB
OG0008097	LOC120456042|XP_039498549.1|DSAN	LOC117892190|XP_034654173.1|DSUB
OG0008098	LOC120448525|XP_039486497.1|DSAN	LOC117894854|XP_034658000.1|DSUB
OG0008099	LOC120447674|XP_039485133.1|DSAN	LOC117894690|XP_034657759.1|DSUB
OG0008100	LOC120451181|XP_039490555.1|DSAN	LOC117896838|XP_034661248.1|DSUB
OG0008101	LOC120455459|XP_039497613.1|DSAN	LOC117891393|XP_034652769.1|DSUB
OG0008103	LOC120456482|XP_039499280.1|DSAN	LOC117891141|XP_034652296.1|DSUB
OG0008104	LOC120449490|XP_039487906.1|DSAN	LOC117895836|XP_034659669.1|DSUB
OG0008105	LOC120454098|XP_039495042.1|DSAN	LOC117899188|XP_034664941.1|DSUB
OG0008106	LOC120449006|XP_039487214.1|DSAN	LOC117894314|XP_034657176.1|DSUB
OG0008107	LOC120453473|XP_039494137.1|DSAN	LOC117898129|XP_034663214.1|DSUB
OG0008108	LOC120455893|XP_039498322.1|DSAN	LOC117903842|XP_034672193.1|DSUB
OG0008109	LOC120455054|XP_039496840.1|DSAN	LOC117903174|XP_034670910.1|DSUB
OG0008110	LOC120455568|XP_039497864.1|DSAN	LOC117901615|XP_034668339.1|DSUB
OG0008111	LOC120456287|XP_039498964.1|DSAN	LOC117900038|XP_034666159.1|DSUB
OG0008112	LOC120455386|XP_039497447.1|DSAN	LOC117903745|XP_034672026.1|DSUB
OG0008113	LOC120455881|XP_039498298.1|DSAN	LOC117903593|XP_034671708.1|DSUB
OG0008114	LOC120455880|XP_039498297.1|DSAN	LOC117903592|XP_034671707.1|DSUB
OG0008115	LOC120456168|XP_039498758.1|DSAN	LOC117903381|XP_034671253.1|DSUB
OG0008116	LOC120456174|XP_039498774.1|DSAN	LOC117896133|XP_034660092.1|DSUB
OG0008117	LOC120456091|XP_039498619.1|DSAN	LOC117903134|XP_034670865.1|DSUB
OG0008118	LOC120456291|XP_039498969.1|DSAN	LOC117901352|XP_034667995.1|DSUB
OG0008119	LOC120455586|XP_039497893.1|DSAN	LOC117897727|XP_034662648.1|DSUB
OG0008120	LOC120455123|XP_039496950.1|DSAN	LOC117903133|XP_034670857.1|DSUB
OG0008121	LOC120445106|XP_039481184.1|DSAN	LOC117890167|XP_034650756.1|DSUB
OG0008122	LOC120455628|XP_039497948.1|DSAN	LOC117893703|XP_034656489.1|DSUB
OG0008123	LOC120456292|XP_039498970.1|DSAN	LOC117903685|XP_034671914.1|DSUB
OG0008124	LOC120455635|XP_039497958.1|DSAN	LOC117890908|XP_034651916.1|DSUB
OG0008125	LOC120455046|XP_039496828.1|DSAN	LOC117889622|XP_034649961.1|DSUB
OG0008126	LOC120456819|XP_039499800.1|DSAN	LOC117903867|XP_034672248.1|DSUB
OG0008127	LOC120457402|XP_039500929.1|DSAN	LOC117903404|XP_034671289.1|DSUB
OG0008128	LOC120455145|XP_039496984.1|DSAN	LOC117900499|XP_034666783.1|DSUB
OG0008129	LOC120457416|XP_039500948.1|DSAN	LOC117890325|XP_034651016.1|DSUB
OG0008130	LOC120455423|XP_039497511.1|DSAN	LOC117903207|XP_034670985.1|DSUB
OG0008131	LOC120455200|XP_039497084.1|DSAN	LOC117897487|XP_034662267.1|DSUB
OG0008132	LOC120452235|XP_039492295.1|DSAN	LOC117897832|XP_034662785.1|DSUB
OG0008133	LOC120454940|XP_039496643.1|DSAN	LOC117892413|XP_034654538.1|DSUB
OG0008134	LOC120455202|XP_039497089.1|DSAN	LOC117903848|XP_034672197.1|DSUB
OG0008135	LOC120451327|XP_039490836.1|DSAN	LOC117898369|XP_034663598.1|DSUB
OG0008136	LOC120453744|XP_039494514.1|DSAN	LOC117902426|XP_034669677.1|DSUB
OG0008137	LOC120456073|XP_039498596.1|DSAN	LOC117896474|XP_034660704.1|DSUB
OG0008138	LOC120448590|XP_039486607.1|DSAN	LOC117894511|XP_034657511.1|DSUB
OG0008139	LOC120444826|XP_039480716.1|DSAN	LOC117889929|XP_034650348.1|DSUB
OG0008140	LOC120455048|XP_039496833.1|DSAN	LOC117889623|XP_034649962.1|DSUB
OG0008141	LOC120455648|XP_039497973.1|DSAN	LOC117889596|XP_034649897.1|DSUB
OG0008142	LOC120455097|XP_039496908.1|DSAN	LOC117898580|XP_034664013.1|DSUB
OG0008143	LOC120455553|XP_039497830.1|DSAN	LOC117893346|XP_034655830.1|DSUB
OG0008144	LOC120444471|XP_039480082.1|DSAN	LOC117890806|XP_034651772.1|DSUB
OG0008145	LOC120457141|XP_039500337.1|DSAN	LOC117898093|XP_034663167.1|DSUB
OG0008146	LOC120454948|XP_039496651.1|DSAN	LOC117903674|XP_034649854.1|DSUB
OG0008147	LOC120454946|XP_039496649.1|DSAN	LOC117889569|XP_034654003.1|DSUB
OG0008148	LOC120456974|XP_039500055.1|DSAN	LOC117903831|XP_034672177.1|DSUB
OG0008149	LOC120457044|XP_039500150.1|DSAN	LOC117903113|XP_034670830.1|DSUB
OG0008150	LOC120457240|XP_039500560.1|DSAN	LOC117898426|XP_034663709.1|DSUB
OG0008151	LOC120457051|XP_039500155.1|DSAN	LOC117903740|XP_034671994.1|DSUB
OG0008152	LOC120455949|XP_039498424.1|DSAN	LOC117903747|XP_034672038.1|DSUB
OG0008153	LOC120445086|XP_039481149.1|DSAN	LOC117891172|XP_034652385.1|DSUB
OG0008154	LOC120447687|XP_039485151.1|DSAN	LOC117895084|XP_034658371.1|DSUB
OG0008155	LOC120449103|XP_039487346.1|DSAN	LOC117895079|XP_034658360.1|DSUB
OG0008156	LOC120451423|XP_039491030.1|DSAN	LOC117899334|XP_034665162.1|DSUB
OG0008157	LOC120453002|XP_039493440.1|DSAN	LOC117896216|XP_034660241.1|DSUB
OG0008158	LOC120455612|XP_039497927.1|DSAN	LOC117903546|XP_034671628.1|DSUB
OG0008159	LOC120450565|XP_039489609.1|DSAN	LOC117895879|XP_034659772.1|DSUB
OG0008160	LOC120445137|XP_039481222.1|DSAN	LOC117890482|XP_034651241.1|DSUB
OG0008161	LOC120450149|XP_039488919.1|DSAN	LOC117903518|XP_034671523.1|DSUB
OG0008162	LOC120455221|XP_039497125.1|DSAN	LOC117903391|XP_034671268.1|DSUB
OG0008163	LOC120447918|XP_039485509.1|DSAN	LOC117895492|XP_034659079.1|DSUB
OG0008164	LOC120456702|XP_039499603.1|DSAN	LOC117903605|XP_034671747.1|DSUB
OG0008165	LOC120456842|XP_039499831.1|DSAN	LOC117903042|XP_034670670.1|DSUB
OG0008166	LOC120455002|XP_039496751.1|DSAN	LOC117903046|XP_034670674.1|DSUB
OG0008167	LOC120457154|XP_039500361.1|DSAN	LOC117903135|XP_034670862.1|DSUB
OG0008168	LOC120457149|XP_039500355.1|DSAN	LOC117903127|XP_034670847.1|DSUB
OG0008169	LOC120457210|XP_039500511.1|DSAN	LOC117903821|XP_034672162.1|DSUB
OG0008170	LOC120445518|XP_039481911.1|DSAN	LOC117891345|XP_034652667.1|DSUB
OG0008171	LOC120456176|XP_039498778.1|DSAN	LOC117903440|XP_034671363.1|DSUB
OG0008172	LOC120450774|XP_039489865.1|DSAN	LOC117896688|XP_034661030.1|DSUB
OG0008173	LOC120457695|XP_039501124.1|DSAN	LOC117901982|XP_034668882.1|DSUB
OG0008174	LOC120446277|XP_039483094.1|DSAN	LOC117891153|XP_034652299.1|DSUB
OG0008175	LOC120456659|XP_039499525.1|DSAN	LOC117893835|XP_034656493.1|DSUB
OG0008176	LOC120456246|XP_039498900.1|DSAN	LOC117903120|XP_034670838.1|DSUB
OG0008177	LOC120455512|XP_039497714.1|DSAN	LOC117903083|XP_034670778.1|DSUB
OG0008178	LOC120456096|XP_039498626.1|DSAN	LOC117892142|XP_034654075.1|DSUB
OG0008179	LOC120455993|XP_039498485.1|DSAN	LOC117900338|XP_034666571.1|DSUB
OG0008180	LOC120456372|XP_039499124.1|DSAN	LOC117903616|XP_034671763.1|DSUB
OG0008181	LOC120456375|XP_039499128.1|DSAN	LOC117903618|XP_034671765.1|DSUB
OG0008182	LOC120458669|XP_039502337.1|DSAN	LOC117892300|XP_034654336.1|DSUB
OG0008183	LOC120445932|XP_039482529.1|DSAN	LOC117890947|XP_034651973.1|DSUB
OG0008184	LOC120450822|XP_039489938.1|DSAN	LOC117899033|XP_034664682.1|DSUB
OG0008185	LOC120451810|XP_039491701.1|DSAN	LOC117896180|XP_034660155.1|DSUB
OG0008186	LOC120445657|XP_039482136.1|DSAN	LOC117892391|XP_034654498.1|DSUB
OG0008187	LOC120445659|XP_039482139.1|DSAN	LOC117892398|XP_034654505.1|DSUB
OG0008188	LOC120458588|XP_039502223.1|DSAN	LOC117902090|XP_034669077.1|DSUB
OG0008189	LOC120448993|XP_039487197.1|DSAN	LOC117901888|XP_034668741.1|DSUB
OG0008190	LOC120449097|XP_039487339.1|DSAN	LOC117895634|XP_034659280.1|DSUB
OG0008191	LOC120457346|XP_039500792.1|DSAN	LOC117903780|XP_034672096.1|DSUB
OG0008192	LOC120456320|XP_039499015.1|DSAN	LOC117897845|XP_034662806.1|DSUB
OG0008193	LOC120456430|XP_039499196.1|DSAN	LOC117903473|XP_034671419.1|DSUB
OG0008194	LOC120456347|XP_039499069.1|DSAN	LOC117900806|XP_034667184.1|DSUB
OG0008195	LOC120446013|XP_039482700.1|DSAN	LOC117892644|XP_034654889.1|DSUB
OG0008196	LOC120446361|XP_039483227.1|DSAN	LOC117892492|XP_034654649.1|DSUB
OG0008197	LOC120449216|XP_039487516.1|DSAN	LOC117894154|XP_034656941.1|DSUB
OG0008198	LOC120457205|XP_039500505.1|DSAN	LOC117903343|XP_034671182.1|DSUB
OG0008199	LOC120455770|XP_039498160.1|DSAN	LOC117893854|XP_034656515.1|DSUB
OG0008200	LOC120445417|XP_039481767.1|DSAN	LOC117890564|XP_034651389.1|DSUB
OG0008201	LOC120449102|XP_039487345.1|DSAN	LOC117895076|XP_034658356.1|DSUB
OG0008202	LOC120448651|XP_039486716.1|DSAN	LOC117894844|XP_034657985.1|DSUB
OG0008203	LOC120450435|XP_039489378.1|DSAN	LOC117895283|XP_034658710.1|DSUB
OG0008204	LOC120455503|XP_039497700.1|DSAN	LOC117903678|XP_034671907.1|DSUB
OG0008205	LOC120456562|XP_039499375.1|DSAN	LOC117903362|XP_034671208.1|DSUB
OG0008206	LOC120447478|XP_039484808.1|DSAN	LOC117895827|XP_034659655.1|DSUB
OG0008207	LOC120449572|XP_039488060.1|DSAN	LOC117893106|XP_034655430.1|DSUB
OG0008208	LOC120446968|XP_039484170.1|DSAN	LOC117890498|XP_034651280.1|DSUB
OG0008209	LOC120448225|XP_039486054.1|DSAN	LOC117894906|XP_034658092.1|DSUB
OG0008210	LOC120449243|XP_039487553.1|DSAN	LOC117900367|XP_034666606.1|DSUB
OG0008211	LOC120458170|XP_039501661.1|DSAN	LOC117901484|XP_034668143.1|DSUB
OG0008212	LOC120450054|XP_039488745.1|DSAN	LOC117893878|XP_034656541.1|DSUB
OG0008213	LOC120455753|XP_039498124.1|DSAN	LOC117897679|XP_034662584.1|DSUB
OG0008214	LOC120448971|XP_039487166.1|DSAN	LOC117895197|XP_034658569.1|DSUB
OG0008215	LOC120456837|XP_039499823.1|DSAN	LOC117894712|XP_034657826.1|DSUB
OG0008216	LOC120450541|XP_039489576.1|DSAN	LOC117894772|XP_034657887.1|DSUB
OG0008217	LOC120457080|XP_039500194.1|DSAN	LOC117903213|XP_034670994.1|DSUB
OG0008218	LOC120445770|XP_039482302.1|DSAN	LOC117891600|XP_034653024.1|DSUB
OG0008219	LOC120457295|XP_039500710.1|DSAN	LOC117903664|XP_034671876.1|DSUB
OG0008220	LOC120455009|XP_039496763.1|DSAN	LOC117903824|XP_034672164.1|DSUB
OG0008221	LOC120444358|XP_039479876.1|DSAN	LOC117902708|XP_034670153.1|DSUB
OG0008222	LOC120448730|XP_039486836.1|DSAN	LOC117893004|XP_034655251.1|DSUB
OG0008223	LOC120450358|XP_039489272.1|DSAN	LOC117893212|XP_034655631.1|DSUB
OG0008224	LOC120450449|XP_039489401.1|DSAN	LOC117894645|XP_034657708.1|DSUB
OG0008225	LOC120457363|XP_039500828.1|DSAN	LOC117903327|XP_034671161.1|DSUB
OG0008226	LOC120455496|XP_039497679.1|DSAN	LOC117898968|XP_034664603.1|DSUB
OG0008227	LOC120454298|XP_039495428.1|DSAN	LOC117898130|XP_034663215.1|DSUB
OG0008228	LOC120451222|XP_039490636.1|DSAN	LOC117897715|XP_034662629.1|DSUB
OG0008229	LOC120454485|XP_039495761.1|DSAN	LOC117896251|XP_034660312.1|DSUB
OG0008230	LOC120451283|XP_039490762.1|DSAN	LOC117896691|XP_034661032.1|DSUB
OG0008232	LOC120450143|XP_039488905.1|DSAN	LOC117895473|XP_034659042.1|DSUB
OG0008233	LOC120444998|XP_039480970.1|DSAN	LOC117902317|XP_034669495.1|DSUB
OG0008234	LOC120447018|XP_039484271.1|DSAN	LOC117891967|XP_034653731.1|DSUB
OG0008235	LOC120455910|XP_039498351.1|DSAN	LOC117890087|XP_034650640.1|DSUB
OG0008236	LOC120458917|XP_039502701.1|DSAN	LOC117892143|XP_034654073.1|DSUB
OG0008237	LOC120458753|XP_039502460.1|DSAN	LOC117892662|XP_034654940.1|DSUB
OG0008238	LOC120448595|XP_039486629.1|DSAN	LOC117895695|XP_034659432.1|DSUB
OG0008239	LOC120449394|XP_039487771.1|DSAN	LOC117893374|XP_034655859.1|DSUB
OG0008240	LOC120445797|XP_039482342.1|DSAN	LOC117891630|XP_034653063.1|DSUB
OG0008243	LOC120445582|XP_039482007.1|DSAN	LOC117892542|XP_034654742.1|DSUB
OG0008244	LOC120452208|XP_039492264.1|DSAN	LOC117899143|XP_034664841.1|DSUB
OG0008245	LOC120444691|XP_039480491.1|DSAN	LOC117890245|XP_034650883.1|DSUB
OG0008246	LOC120446645|XP_039483650.1|DSAN	LOC117890550|XP_034651371.1|DSUB
OG0008247	LOC120455490|XP_039497667.1|DSAN	LOC117896904|XP_034661332.1|DSUB
OG0008248	LOC120453702|XP_039494458.1|DSAN	LOC117898071|XP_034663137.1|DSUB
OG0008249	LOC120452917|XP_039493316.1|DSAN	LOC117897955|XP_034662948.1|DSUB
OG0008250	LOC120446518|XP_039483463.1|DSAN	LOC117891100|XP_034652176.1|DSUB
OG0008251	LOC120458223|XP_039501737.1|DSAN	LOC117890160|XP_034650745.1|DSUB
OG0008252	LOC120443858|XP_039479157.1|DSAN	LOC117892693|XP_034654994.1|DSUB
OG0008253	LOC120458375|XP_039501929.1|DSAN	LOC117890541|XP_034651357.1|DSUB
OG0008254	LOC120449809|XP_039488389.1|DSAN	LOC117892935|XP_034655144.1|DSUB
OG0008255	LOC120448545|XP_039486529.1|DSAN	LOC117895544|XP_034659138.1|DSUB
OG0008256	LOC120443749|XP_039478946.1|DSAN	LOC117889731|XP_034650044.1|DSUB
OG0008257	LOC120457253|XP_039500586.1|DSAN	LOC117897914|XP_034662889.1|DSUB
OG0008258	LOC120446658|XP_039483664.1|DSAN, LOC120457249|XP_039500575.1|DSAN	LOC117900360|XP_034666600.1|DSUB
OG0008259	LOC120458688|XP_039502359.1|DSAN	LOC117900767|XP_034667139.1|DSUB, LOC117900498|XP_034666779.1|DSUB
