Orthogroup	DEUG.longest_only	AALB.longest_only
OG0006327	LOC108115885|XP_017083017.1|DEUG	LOC118468971|XP_035796239.1|AALB
OG0006328	LOC108115605|XP_017082620.1|DEUG	LOC118456195|XP_035772649.1|AALB
OG0006329	LOC108103809|XP_017064979.1|DEUG	LOC118462177|XP_035783999.1|AALB
OG0006330	LOC108113750|XP_017079933.1|DEUG	LOC118464657|XP_035788047.1|AALB
OG0006331	LOC108105374|XP_017067398.1|DEUG	LOC118467416|XP_035793792.1|AALB
OG0006332	LOC108103886|XP_017065106.1|DEUG	LOC118460893|XP_035781531.1|AALB
OG0006333	LOC108118354|XP_017086492.1|DEUG	LOC118460274|XP_035780354.1|AALB
OG0006334	LOC108103688|XP_017064767.1|DEUG	LOC118466496|XP_035791815.1|AALB
OG0006335	LOC108115696|XP_017082755.1|DEUG	LOC118464913|XP_035788577.1|AALB
OG0006336	LOC108110141|XP_017074545.1|DEUG	LOC118459083|XP_035778077.1|AALB
OG0006337	LOC108111883|XP_017077004.1|DEUG	LOC118468488|XP_035795209.1|AALB
OG0006339	LOC108115219|XP_017082062.1|DEUG	LOC118465176|XP_035789031.1|AALB, LOC118465838|XP_035790334.1|AALB
OG0006340	LOC108105057|XP_017066965.1|DEUG	LOC118465869|XP_035790399.1|AALB
OG0006341	LOC108103155|XP_017064022.1|DEUG	LOC118458683|XP_035777292.1|AALB
OG0006342	LOC108103159|XP_017064029.1|DEUG	LOC118456744|XP_035773694.1|AALB
OG0006343	LOC108103113|XP_017063970.1|DEUG	LOC118456724|XP_035773658.1|AALB
OG0006344	LOC108103506|XP_017064506.1|DEUG	LOC118466444|XP_035791657.1|AALB
OG0006345	LOC108115617|XP_017082652.1|DEUG	LOC118460464|XP_035780681.1|AALB
OG0006346	LOC108116039|XP_017083225.1|DEUG	LOC118468323|XP_035794960.1|AALB
OG0006347	LOC108116665|XP_017084145.1|DEUG	LOC118461583|XP_035782971.1|AALB
OG0006348	LOC108103332|XP_017064257.1|DEUG	LOC118461309|XP_035782428.1|AALB
OG0006349	LOC108104407|XP_017065943.1|DEUG	LOC118461711|XP_035783261.1|AALB
OG0006350	LOC108111377|XP_017076298.1|DEUG	LOC118461925|XP_035783695.1|AALB
OG0006351	LOC108105090|XP_017067006.1|DEUG	LOC118462622|XP_035784357.1|AALB
OG0006352	LOC108106614|XP_017069303.1|DEUG	LOC118465168|XP_035789021.1|AALB
OG0006353	LOC108111300|XP_017076183.1|DEUG	LOC118457074|XP_035774249.1|AALB
OG0006354	LOC108115655|XP_017082701.1|DEUG	LOC118457280|XP_035774615.1|AALB
OG0006355	LOC108103149|XP_017064011.1|DEUG	LOC118457027|XP_035774157.1|AALB
OG0006356	LOC108104417|XP_017065961.1|DEUG	LOC118461829|XP_035783483.1|AALB
OG0006357	LOC108105348|XP_017067343.1|DEUG	LOC118461140|XP_035782002.1|AALB
OG0006358	LOC108102818|XP_017063489.1|DEUG	LOC118458510|XP_035776975.1|AALB
OG0006359	LOC108105598|XP_017067762.1|DEUG	LOC118462581|XP_035784285.1|AALB
OG0006360	LOC108103217|XP_017064101.1|DEUG	LOC118462588|XP_035784298.1|AALB
OG0006361	LOC108116148|XP_017083373.1|DEUG	LOC118461356|XP_035782476.1|AALB
OG0006362	LOC108105497|XP_017067603.1|DEUG	LOC118466392|XP_035791528.1|AALB
OG0006364	LOC108104134|XP_017065525.1|DEUG	LOC118457719|XP_035775402.1|AALB
OG0006365	LOC108109633|XP_017073697.1|DEUG	LOC118458954|XP_035777833.1|AALB
OG0006366	LOC108109707|XP_017073826.1|DEUG	LOC118459652|XP_035779131.1|AALB
OG0006367	LOC108103190|XP_017064066.1|DEUG	LOC118458817|XP_035777581.1|AALB
OG0006368	LOC108111331|XP_017076240.1|DEUG	LOC118464099|XP_035787068.1|AALB
OG0006369	LOC108111325|XP_017076224.1|DEUG	LOC118463930|XP_035786786.1|AALB
OG0006370	LOC108106059|XP_017068406.1|DEUG	LOC118460029|XP_035779865.1|AALB
OG0006371	LOC108113508|XP_017079589.1|DEUG	LOC118460706|XP_035781116.1|AALB
OG0006372	LOC108115888|XP_017083021.1|DEUG	LOC118465530|XP_035789751.1|AALB
OG0006373	LOC108118084|XP_017086120.1|DEUG	LOC118457618|XP_035775268.1|AALB
OG0006374	LOC108103447|XP_017064417.1|DEUG	LOC118463184|XP_035785496.1|AALB
OG0006375	LOC108110083|XP_017074461.1|DEUG	LOC118464653|XP_035788012.1|AALB
OG0006376	LOC108103156|XP_017064026.1|DEUG	LOC118465134|XP_035788968.1|AALB
OG0006377	LOC108109963|XP_017074268.1|DEUG	LOC118460677|XP_035781051.1|AALB, LOC118466437|XP_035791628.1|AALB
OG0006378	LOC108111410|XP_017076353.1|DEUG	LOC118468810|XP_035795922.1|AALB
OG0006379	LOC108110031|XP_017074369.1|DEUG	LOC118467580|XP_035794122.1|AALB
OG0006381	LOC108102925|XP_017063671.1|DEUG	LOC118465272|XP_035789197.1|AALB
OG0006382	LOC108103900|XP_017065132.1|DEUG	LOC118463072|XP_035785227.1|AALB
OG0006383	LOC108103810|XP_017064985.1|DEUG	LOC118468712|XP_035795738.1|AALB
OG0006384	LOC108103816|XP_017064992.1|DEUG	LOC118465637|XP_035789940.1|AALB
OG0006385	LOC108115653|XP_017082697.1|DEUG	LOC118460171|XP_035780167.1|AALB
OG0006386	LOC108106932|XP_017069686.1|DEUG	LOC118457589|XP_035775172.1|AALB
OG0006387	LOC108111394|XP_017076318.1|DEUG	LOC118468994|XP_035796316.1|AALB
OG0006388	LOC108103686|XP_017064764.1|DEUG	LOC118465098|XP_035788921.1|AALB
OG0006389	LOC108103687|XP_017064766.1|DEUG	LOC118465560|XP_035789847.1|AALB
OG0006392	LOC108103711|XP_017064797.1|DEUG	LOC118466535|XP_035791936.1|AALB
OG0006393	LOC108102974|XP_017063810.1|DEUG	LOC118459940|XP_035779712.1|AALB
OG0006394	LOC108107375|XP_017070413.1|DEUG	LOC118458395|XP_035776702.1|AALB
OG0006395	LOC108112843|XP_017078649.1|DEUG	LOC118460198|XP_035780199.1|AALB
OG0006396	LOC108105065|XP_017066973.1|DEUG	LOC118464016|XP_035786962.1|AALB
OG0006397	LOC108110391|XP_017074935.1|DEUG	LOC118461986|XP_035783814.1|AALB
OG0006398	LOC108103268|XP_017064169.1|DEUG	LOC118461991|XP_035783819.1|AALB
OG0006399	LOC108110065|XP_017074435.1|DEUG	LOC118456882|XP_035773888.1|AALB
OG0006400	LOC108110064|XP_017074433.1|DEUG	LOC118456879|XP_035773884.1|AALB
OG0006401	LOC108108473|XP_017072021.1|DEUG	LOC118456881|XP_035773886.1|AALB
OG0006402	LOC108110266|XP_017074743.1|DEUG	LOC118461435|XP_035782637.1|AALB
OG0006403	LOC108110174|XP_017074586.1|DEUG	LOC118457002|XP_035774118.1|AALB
OG0006404	LOC108116384|XP_017083730.1|DEUG	LOC118461789|XP_035783413.1|AALB
OG0006405	LOC108113827|XP_017080025.1|DEUG	LOC118461634|XP_035783093.1|AALB
OG0006406	LOC108116075|XP_017083281.1|DEUG	LOC118457806|XP_035775551.1|AALB
OG0006407	LOC108118078|XP_017086110.1|DEUG	LOC118468413|XP_035795070.1|AALB
OG0006408	LOC108105056|XP_017066963.1|DEUG	LOC118459970|XP_035779758.1|AALB
OG0006409	LOC108104358|XP_017065856.1|DEUG	LOC118459462|XP_035778765.1|AALB
OG0006410	LOC108103875|XP_017065090.1|DEUG	LOC118457597|XP_035775189.1|AALB
OG0006411	LOC108103868|XP_017065072.1|DEUG	LOC118457493|XP_035775019.1|AALB
OG0006412	LOC108113629|XP_017079786.1|DEUG	LOC118456826|XP_035773814.1|AALB
OG0006413	LOC108113605|XP_017079750.1|DEUG	LOC118456827|XP_035773815.1|AALB
OG0006414	LOC108109535|XP_017073589.1|DEUG	LOC118464924|XP_035788590.1|AALB
OG0006415	LOC108109680|XP_017073762.1|DEUG	LOC118459463|XP_035778762.1|AALB
OG0006416	LOC108104925|XP_017066766.1|DEUG	LOC118459745|XP_035779322.1|AALB
OG0006417	LOC108111093|XP_017075921.1|DEUG	LOC118467060|XP_035792954.1|AALB
OG0006418	LOC108103467|XP_017064451.1|DEUG	LOC118464433|XP_035787703.1|AALB
OG0006419	LOC108105215|XP_017067163.1|DEUG	LOC118461081|XP_035781866.1|AALB
OG0006420	LOC108116655|XP_017084135.1|DEUG	LOC118456331|XP_035772881.1|AALB
OG0006421	LOC108102475|XP_017062972.1|DEUG	LOC118456817|XP_035773802.1|AALB
OG0006422	LOC108102488|XP_017062990.1|DEUG	LOC118460444|XP_035780641.1|AALB
OG0006423	LOC108115647|XP_017082690.1|DEUG	LOC118468311|XP_035794942.1|AALB
OG0006424	LOC108115649|XP_017082692.1|DEUG	LOC118468321|XP_035794959.1|AALB
OG0006425	LOC108115707|XP_017082767.1|DEUG	LOC118458398|XP_035776701.1|AALB
OG0006426	LOC108115706|XP_017082766.1|DEUG	LOC118458397|XP_035776700.1|AALB
OG0006427	LOC108115878|XP_017083007.1|DEUG	LOC118460086|XP_035779994.1|AALB
OG0006429	LOC108116596|XP_017084035.1|DEUG	LOC118460195|XP_035780193.1|AALB
OG0006430	LOC108114629|XP_017081185.1|DEUG	LOC118456760|XP_035773717.1|AALB
OG0006431	LOC108111400|XP_017076324.1|DEUG	LOC118461001|XP_035781720.1|AALB
OG0006432	LOC108117107|XP_017084812.1|DEUG	LOC118461727|XP_035783304.1|AALB
OG0006433	LOC108116648|XP_017084124.1|DEUG	LOC118469005|XP_035796332.1|AALB
OG0006434	LOC108110524|XP_017075094.1|DEUG	LOC118458642|XP_035777223.1|AALB
OG0006435	LOC108115853|XP_017082959.1|DEUG	LOC118468969|XP_035796227.1|AALB
OG0006436	LOC108103475|XP_017064468.1|DEUG	LOC118460538|XP_035780821.1|AALB
OG0006437	LOC108118355|XP_017086495.1|DEUG	LOC118461884|XP_035783616.1|AALB
OG0006438	LOC108110637|XP_017075226.1|DEUG	LOC118461383|XP_035782535.1|AALB
OG0006439	LOC108111524|XP_017076534.1|DEUG	LOC118457630|XP_035775238.1|AALB
OG0006440	LOC108111525|XP_017076535.1|DEUG	LOC118457631|XP_035775242.1|AALB
OG0006441	LOC108115268|XP_017082113.1|DEUG	LOC118459382|XP_035778576.1|AALB
OG0006442	LOC108117469|XP_017085383.1|DEUG	LOC118456732|XP_035773670.1|AALB
OG0006443	LOC108116138|XP_017083357.1|DEUG	LOC118468663|XP_035795594.1|AALB
OG0006444	LOC108111382|XP_017076304.1|DEUG	LOC118457552|XP_035775112.1|AALB
OG0006445	LOC108105516|XP_017067631.1|DEUG	LOC118457876|XP_035775692.1|AALB
OG0006446	LOC108113791|XP_017079989.1|DEUG	LOC118456516|XP_035773245.1|AALB
OG0006447	LOC108113798|XP_017079994.1|DEUG	LOC118456514|XP_035773242.1|AALB
OG0006448	LOC108116701|XP_017084207.1|DEUG	LOC118460214|XP_035780223.1|AALB
OG0006449	LOC108116542|XP_017083969.1|DEUG	LOC118458130|XP_035776204.1|AALB
OG0006450	LOC108103070|XP_017063903.1|DEUG	LOC118458668|XP_035777266.1|AALB
OG0006451	LOC108103133|XP_017063990.1|DEUG	LOC118460533|XP_035780807.1|AALB
OG0006452	LOC108113775|XP_017079961.1|DEUG	LOC118460555|XP_035780845.1|AALB
OG0006453	LOC108108570|XP_017072149.1|DEUG	LOC118468524|XP_035795286.1|AALB
OG0006454	LOC108105509|XP_017067623.1|DEUG	LOC118459350|XP_035778525.1|AALB
OG0006455	LOC108114963|XP_017081652.1|DEUG	LOC118458473|XP_035776898.1|AALB
OG0006456	LOC108114962|XP_017081651.1|DEUG	LOC118459124|XP_035778086.1|AALB
OG0006457	LOC108116933|XP_017084567.1|DEUG	LOC118458093|XP_035776148.1|AALB
OG0006458	LOC108111072|XP_017075893.1|DEUG	LOC118461518|XP_035782843.1|AALB
OG0006459	LOC108115642|XP_017082683.1|DEUG	LOC118459587|XP_035779007.1|AALB
OG0006460	LOC108116608|XP_017084061.1|DEUG	LOC118457542|XP_035775088.1|AALB
OG0006461	LOC108110212|XP_017074676.1|DEUG	LOC118460668|XP_035781035.1|AALB
OG0006462	LOC108116546|XP_017083973.1|DEUG	LOC118461754|XP_035783374.1|AALB
OG0006463	LOC108105559|XP_017067689.1|DEUG	LOC118461753|XP_035783362.1|AALB
OG0006464	LOC108114529|XP_017081051.1|DEUG	LOC118461343|XP_035782448.1|AALB
OG0006465	LOC108104399|XP_017065932.1|DEUG	LOC118459380|XP_035778574.1|AALB
OG0006466	LOC108103661|XP_017064707.1|DEUG	LOC118459377|XP_035778570.1|AALB
OG0006467	LOC108117238|XP_017085063.1|DEUG	LOC118457444|XP_035774929.1|AALB
OG0006468	LOC108116538|XP_017083965.1|DEUG	LOC118468571|XP_035795396.1|AALB
OG0006469	LOC108105031|XP_017066919.1|DEUG	LOC118460904|XP_035781541.1|AALB
OG0006470	LOC108114653|XP_017081217.1|DEUG	LOC118468304|XP_035794935.1|AALB
OG0006471	LOC108116642|XP_017084113.1|DEUG	LOC118456584|XP_035773374.1|AALB
OG0006472	LOC108116641|XP_017084112.1|DEUG	LOC118456581|XP_035773365.1|AALB
OG0006473	LOC108114478|XP_017080982.1|DEUG	LOC118457182|XP_035774415.1|AALB
OG0006474	LOC108112206|XP_017077511.1|DEUG	LOC118457975|XP_035775915.1|AALB
OG0006475	LOC108113235|XP_017079270.1|DEUG	LOC118457093|XP_035774274.1|AALB
OG0006476	LOC108103725|XP_017064813.1|DEUG	LOC118460798|XP_035781302.1|AALB
OG0006477	LOC108118282|XP_017086366.1|DEUG	LOC118460799|XP_035781303.1|AALB
OG0006478	LOC108116685|XP_017084186.1|DEUG	LOC118459566|XP_035778959.1|AALB
OG0006479	LOC108116594|XP_017084029.1|DEUG	LOC118459555|XP_035778929.1|AALB
OG0006480	LOC108113065|XP_017078990.1|DEUG	LOC118459557|XP_035778942.1|AALB
OG0006481	LOC108104113|XP_017065502.1|DEUG	LOC118460158|XP_035780151.1|AALB
OG0006482	LOC108116014|XP_017083188.1|DEUG	LOC118461755|XP_035783375.1|AALB
OG0006483	LOC108117466|XP_017085377.1|DEUG	LOC118456277|XP_035772783.1|AALB
OG0006484	LOC108113783|XP_017079975.1|DEUG	LOC118460442|XP_035780635.1|AALB
OG0006485	LOC108109577|XP_017073643.1|DEUG	LOC118460239|XP_035780288.1|AALB
OG0006486	LOC108116260|XP_017083538.1|DEUG	LOC118457483|XP_035775001.1|AALB
OG0006487	LOC108108385|XP_017071923.1|DEUG	LOC118461452|XP_035782674.1|AALB
OG0006488	LOC108104633|XP_017066297.1|DEUG	LOC118462060|XP_035783941.1|AALB
OG0006489	LOC108115992|XP_017083150.1|DEUG	LOC118461463|XP_035782693.1|AALB
OG0006490	LOC108110216|XP_017074687.1|DEUG	LOC118460942|XP_035781602.1|AALB
OG0006491	LOC108105672|XP_017067860.1|DEUG	LOC118468305|XP_035794936.1|AALB
OG0006492	LOC108115379|XP_017082304.1|DEUG	LOC118457056|XP_035774197.1|AALB
OG0006493	LOC108105353|XP_017067356.1|DEUG	LOC118460453|XP_035780664.1|AALB
OG0006494	LOC108110019|XP_017074349.1|DEUG	LOC118459347|XP_035778516.1|AALB
OG0006495	LOC108110104|XP_017074488.1|DEUG	LOC118458449|XP_035776825.1|AALB
OG0006496	LOC108116640|XP_017084111.1|DEUG	LOC118456577|XP_035773359.1|AALB
OG0006497	LOC108116923|XP_017084552.1|DEUG	LOC118468776|XP_035795860.1|AALB
OG0006498	LOC108116915|XP_017084538.1|DEUG	LOC118458411|XP_035776720.1|AALB
OG0006499	LOC108104002|XP_017065281.1|DEUG	LOC118456421|XP_035773048.1|AALB
OG0006500	LOC108110797|XP_017075511.1|DEUG	LOC118457530|XP_035775073.1|AALB
OG0006501	LOC108111352|XP_017076273.1|DEUG	LOC118457531|XP_035775075.1|AALB
OG0006502	LOC108111366|XP_017076288.1|DEUG	LOC118458468|XP_035776886.1|AALB
OG0006503	LOC108111369|XP_017076290.1|DEUG	LOC118461214|XP_035782170.1|AALB
OG0006504	LOC108111368|XP_017076289.1|DEUG	LOC118458382|XP_035776681.1|AALB
OG0006505	LOC108111432|XP_017076388.1|DEUG	LOC118460808|XP_035781312.1|AALB
OG0006507	LOC108111573|XP_017076585.1|DEUG	LOC118458399|XP_035776703.1|AALB
OG0006508	LOC108111550|XP_017076557.1|DEUG	LOC118458704|XP_035777336.1|AALB
OG0006509	LOC108105022|XP_017066909.1|DEUG	LOC118457061|XP_035774214.1|AALB
OG0006510	LOC108113724|XP_017079896.1|DEUG	LOC118460419|XP_035780600.1|AALB
OG0006511	LOC108116920|XP_017084548.1|DEUG	LOC118460898|XP_035781533.1|AALB
OG0006512	LOC108117149|XP_017084898.1|DEUG	LOC118458262|XP_035776446.1|AALB
OG0006513	LOC108116866|XP_017084423.1|DEUG	LOC118456726|XP_035773655.1|AALB
OG0006514	LOC108113737|XP_017079913.1|DEUG	LOC118459965|XP_035779747.1|AALB
OG0006515	LOC108117120|XP_017084840.1|DEUG	LOC118459958|XP_035779739.1|AALB
OG0006516	LOC108117460|XP_017085370.1|DEUG, LOC108117461|XP_017085371.1|DEUG	LOC118468645|XP_035795560.1|AALB
OG0006517	LOC108117551|XP_017085548.1|DEUG	LOC118468647|XP_035795566.1|AALB
OG0006518	LOC108117478|XP_017085389.1|DEUG	LOC118459162|XP_035778150.1|AALB
OG0006519	LOC108117552|XP_017085549.1|DEUG	LOC118468650|XP_035795570.1|AALB
OG0006520	LOC108111341|XP_017076259.1|DEUG	LOC118457924|XP_035775827.1|AALB
OG0006521	LOC108111687|XP_017076723.1|DEUG	LOC118457952|XP_035775868.1|AALB
OG0006522	LOC108111338|XP_017076252.1|DEUG	LOC118457949|XP_035775860.1|AALB
OG0006523	LOC108105635|XP_017067813.1|DEUG	LOC118457958|XP_035775877.1|AALB
OG0006524	LOC108107086|XP_017069952.1|DEUG	LOC118457753|XP_035775462.1|AALB
OG0006525	LOC108103763|XP_017064869.1|DEUG	LOC118459262|XP_035778360.1|AALB
OG0006526	LOC108115271|XP_017082118.1|DEUG	LOC118459264|XP_035778377.1|AALB
OG0006527	LOC108115256|XP_017082101.1|DEUG	LOC118459265|XP_035778379.1|AALB
OG0006528	LOC108115258|XP_017082103.1|DEUG	LOC118458805|XP_035777566.1|AALB
OG0006529	LOC108115260|XP_017082106.1|DEUG	LOC118456348|XP_035772904.1|AALB
OG0006530	LOC108115261|XP_017082107.1|DEUG	LOC118456436|XP_035773087.1|AALB
OG0006531	LOC108115274|XP_017082122.1|DEUG	LOC118458402|XP_035776712.1|AALB
OG0006532	LOC108115407|XP_017082334.1|DEUG	LOC118459059|XP_035777983.1|AALB
OG0006533	LOC108113382|XP_017079443.1|DEUG	LOC118461326|XP_035782425.1|AALB
OG0006534	LOC108105625|XP_017067799.1|DEUG	LOC118456302|XP_035772833.1|AALB
OG0006535	LOC108116621|XP_017084087.1|DEUG	LOC118460765|XP_035781254.1|AALB
OG0006536	LOC108115317|XP_017082211.1|DEUG	LOC118462025|XP_035783888.1|AALB
OG0006537	LOC108115814|XP_017082894.1|DEUG	LOC118460215|XP_035780224.1|AALB
OG0006538	LOC108115831|XP_017082912.1|DEUG	LOC118468595|XP_035795444.1|AALB
OG0006539	LOC108116000|XP_017083165.1|DEUG	LOC118468921|XP_035796123.1|AALB
OG0006540	LOC108109569|XP_017073634.1|DEUG	LOC118459905|XP_035779627.1|AALB
OG0006541	LOC108116101|XP_017083312.1|DEUG	LOC118462078|XP_035783986.1|AALB
OG0006542	LOC108116104|XP_017083313.1|DEUG	LOC118462082|XP_035783991.1|AALB
OG0006543	LOC108115841|XP_017082939.1|DEUG	LOC118460726|XP_035781169.1|AALB
OG0006544	LOC108110246|XP_017074723.1|DEUG	LOC118460731|XP_035781180.1|AALB
OG0006545	LOC108105482|XP_017067588.1|DEUG	LOC118460919|XP_035781565.1|AALB
OG0006546	LOC108115681|XP_017082738.1|DEUG	LOC118460915|XP_035781559.1|AALB
OG0006547	LOC108117495|XP_017085461.1|DEUG	LOC118461332|XP_035782429.1|AALB
OG0006548	LOC108116961|XP_017084606.1|DEUG	LOC118458108|XP_035776174.1|AALB
OG0006549	LOC108111462|XP_017076422.1|DEUG	LOC118458290|XP_035776506.1|AALB
OG0006550	LOC108109358|XP_017073314.1|DEUG	LOC118458289|XP_035776505.1|AALB
OG0006551	LOC108109953|XP_017074255.1|DEUG	LOC118461005|XP_035781740.1|AALB
OG0006552	LOC108109952|XP_017074254.1|DEUG	LOC118458059|XP_035776087.1|AALB
OG0006553	LOC108115809|XP_017082887.1|DEUG	LOC118463505|XP_035785997.1|AALB
OG0006554	LOC108115132|XP_017081899.1|DEUG	LOC118462568|XP_035784259.1|AALB
OG0006555	LOC108117503|XP_017085514.1|DEUG	LOC118462573|XP_035784269.1|AALB
OG0006556	LOC108116992|XP_017084646.1|DEUG	LOC118456672|XP_035773536.1|AALB
OG0006557	LOC108116441|XP_017083838.1|DEUG	LOC118466707|XP_035792248.1|AALB
OG0006558	LOC108108844|XP_017072542.1|DEUG	LOC118465920|XP_035790507.1|AALB
OG0006559	LOC108110137|XP_017074540.1|DEUG	LOC118465253|XP_035789167.1|AALB
OG0006560	LOC108111291|XP_017076168.1|DEUG	LOC118460768|XP_035781257.1|AALB
OG0006561	LOC108111435|XP_017076391.1|DEUG	LOC118460766|XP_035781255.1|AALB
OG0006562	LOC108115871|XP_017082991.1|DEUG	LOC118458988|XP_035777880.1|AALB
OG0006563	LOC108111758|XP_017076804.1|DEUG	LOC118456288|XP_035772795.1|AALB
OG0006564	LOC108111809|XP_017076898.1|DEUG	LOC118458940|XP_035777812.1|AALB
OG0006565	LOC108111508|XP_017076513.1|DEUG	LOC118458645|XP_035777228.1|AALB
OG0006566	LOC108105225|XP_017067177.1|DEUG	LOC118459569|XP_035778962.1|AALB
OG0006567	LOC108108843|XP_017072541.1|DEUG	LOC118457144|XP_035774350.1|AALB
OG0006568	LOC108108839|XP_017072536.1|DEUG	LOC118457141|XP_035774348.1|AALB
OG0006569	LOC108107612|XP_017070671.1|DEUG	LOC118457142|XP_035774349.1|AALB
OG0006570	LOC108114981|XP_017081701.1|DEUG	LOC118456264|XP_035772758.1|AALB
OG0006571	LOC108115715|XP_017082776.1|DEUG	LOC118458903|XP_035777755.1|AALB
OG0006572	LOC108116269|XP_017083547.1|DEUG	LOC118457551|XP_035775111.1|AALB
OG0006573	LOC108116144|XP_017083369.1|DEUG	LOC118457919|XP_035775812.1|AALB
OG0006574	LOC108117514|XP_017085491.1|DEUG	LOC118461674|XP_035783153.1|AALB
OG0006575	LOC108115931|XP_017083056.1|DEUG	LOC118459385|XP_035778580.1|AALB
OG0006576	LOC108117543|XP_017085537.1|DEUG	LOC118456719|XP_035773649.1|AALB
OG0006577	LOC108109576|XP_017073642.1|DEUG	LOC118456785|XP_035773758.1|AALB
OG0006578	LOC108117542|XP_017085536.1|DEUG	LOC118456716|XP_035773645.1|AALB
OG0006579	LOC108111052|XP_017075870.1|DEUG	LOC118456717|XP_035773647.1|AALB
OG0006580	LOC108117247|XP_017085081.1|DEUG	LOC118459565|XP_035778958.1|AALB
OG0006581	LOC108114980|XP_017081700.1|DEUG	LOC118461949|XP_035783736.1|AALB
OG0006582	LOC108111567|XP_017076578.1|DEUG	LOC118461952|XP_035783740.1|AALB
OG0006583	LOC108111590|XP_017076599.1|DEUG	LOC118468309|XP_035794940.1|AALB
OG0006584	LOC108111085|XP_017075909.1|DEUG	LOC118468550|XP_035795338.1|AALB
OG0006585	LOC108106116|XP_017068483.1|DEUG	LOC118457948|XP_035775855.1|AALB
OG0006586	LOC108111348|XP_017076268.1|DEUG	LOC118461006|XP_035781742.1|AALB
OG0006587	LOC108111342|XP_017076260.1|DEUG	LOC118461218|XP_035782185.1|AALB
OG0006588	LOC108117234|XP_017085057.1|DEUG	LOC118457659|XP_035775297.1|AALB
OG0006589	LOC108117569|XP_017085569.1|DEUG	LOC118460355|XP_035780490.1|AALB
OG0006590	LOC108117570|XP_017085570.1|DEUG	LOC118457612|XP_035775218.1|AALB
OG0006591	LOC108114177|XP_017080471.1|DEUG	LOC118465940|XP_035790547.1|AALB
OG0006592	LOC108108378|XP_017071914.1|DEUG	LOC118465951|XP_035790572.1|AALB
OG0006593	LOC108108379|XP_017071915.1|DEUG	LOC118465946|XP_035790566.1|AALB
OG0006594	LOC108114718|XP_017081308.1|DEUG	LOC118466120|XP_035790959.1|AALB
OG0006595	LOC108113098|XP_017079046.1|DEUG	LOC118467974|XP_035794855.1|AALB
OG0006596	LOC108111928|XP_017077059.1|DEUG	LOC118465402|XP_035789506.1|AALB
OG0006597	LOC108107835|XP_017071077.1|DEUG	LOC118463554|XP_035786069.1|AALB
OG0006598	LOC108110856|XP_017075592.1|DEUG	LOC118464476|XP_035787780.1|AALB
OG0006599	LOC108114157|XP_017080437.1|DEUG	LOC118463899|XP_035786724.1|AALB
OG0006600	LOC108104911|XP_017066739.1|DEUG	LOC118465400|XP_035789493.1|AALB
OG0006601	LOC108107904|XP_017071199.1|DEUG	LOC118463329|XP_035785719.1|AALB
OG0006602	LOC108107906|XP_017071200.1|DEUG	LOC118463330|XP_035785720.1|AALB
OG0006603	LOC108107900|XP_017071192.1|DEUG	LOC118463315|XP_035785693.1|AALB
OG0006604	LOC108113957|XP_017080159.1|DEUG	LOC118463321|XP_035785705.1|AALB
OG0006605	LOC108103198|XP_017064075.1|DEUG	LOC118465540|XP_035789760.1|AALB
OG0006606	LOC108114229|XP_017080584.1|DEUG	LOC118464905|XP_035788560.1|AALB
OG0006607	LOC108114318|XP_017080719.1|DEUG	LOC118462493|XP_035784099.1|AALB
OG0006608	LOC108115389|XP_017082314.1|DEUG	LOC118462501|XP_035784113.1|AALB
OG0006609	LOC108109544|XP_017073602.1|DEUG	LOC118465719|XP_035790053.1|AALB
OG0006610	LOC108114308|XP_017080701.1|DEUG	LOC118465714|XP_035790038.1|AALB
OG0006611	LOC108113966|XP_017080172.1|DEUG	LOC118464869|XP_035788484.1|AALB
OG0006612	LOC108113986|XP_017080221.1|DEUG	LOC118464872|XP_035788499.1|AALB
OG0006613	LOC108114159|XP_017080442.1|DEUG	LOC118464871|XP_035788490.1|AALB
OG0006614	LOC108114098|XP_017080349.1|DEUG	LOC118464867|XP_035788482.1|AALB
OG0006615	LOC108114126|XP_017080391.1|DEUG	LOC118463697|XP_035786373.1|AALB
OG0006616	LOC108108295|XP_017071789.1|DEUG	LOC118466391|XP_035791521.1|AALB
OG0006617	LOC108108512|XP_017072070.1|DEUG	LOC118466397|XP_035791542.1|AALB
OG0006618	LOC108114226|XP_017080582.1|DEUG	LOC118466085|XP_035790877.1|AALB
OG0006619	LOC108103604|XP_017064630.1|DEUG	LOC118463223|XP_035785564.1|AALB
OG0006620	LOC108103606|XP_017064631.1|DEUG	LOC118464829|XP_035788397.1|AALB
OG0006621	LOC108102753|XP_017063399.1|DEUG	LOC118464840|XP_035788420.1|AALB
OG0006622	LOC108104702|XP_017066406.1|DEUG	LOC118465835|XP_035790322.1|AALB
OG0006623	LOC108104708|XP_017066416.1|DEUG	LOC118458067|XP_035776110.1|AALB
OG0006624	LOC108106393|XP_017068890.1|DEUG	LOC118463316|XP_035785694.1|AALB
OG0006625	LOC108106402|XP_017068901.1|DEUG	LOC118463326|XP_035785713.1|AALB
OG0006626	LOC108113664|XP_017079829.1|DEUG	LOC118463650|XP_035786287.1|AALB
OG0006627	LOC108108996|XP_017072749.1|DEUG	LOC118463649|XP_035786285.1|AALB
OG0006628	LOC108108992|XP_017072739.1|DEUG	LOC118465096|XP_035788906.1|AALB
OG0006629	LOC108109159|XP_017073069.1|DEUG	LOC118466117|XP_035790947.1|AALB
