Orthogroup	DEUG.longest_only	BTRY.longest_only
OG0009073	LOC108117330|XP_017085194.1|DEUG	LOC120782466|XP_039970691.1|BTRY
OG0009074	LOC108116427|XP_017083810.1|DEUG	LOC120772000|XP_039956294.1|BTRY
OG0009075	LOC108108563|XP_017072138.1|DEUG, LOC108108569|XP_017072151.1|DEUG, LOC108115024|XP_017081755.1|DEUG	LOC120776522|XP_039963184.1|BTRY
OG0009076	LOC108109495|XP_017073521.1|DEUG	LOC120779413|XP_039967547.1|BTRY, LOC120781216|XP_039969278.1|BTRY
OG0009077	LOC108115039|XP_017081776.1|DEUG	LOC120766916|XP_039948596.1|BTRY
OG0009078	LOC108116340|XP_017083643.1|DEUG	LOC120782469|XP_039970696.1|BTRY
OG0009079	LOC108117486|XP_017085451.1|DEUG	LOC120778338|XP_039966067.1|BTRY
OG0009080	LOC108116437|XP_017083831.1|DEUG	LOC120767276|XP_039949085.1|BTRY
OG0009081	LOC108113557|XP_017079639.1|DEUG	LOC120782637|XP_039970939.1|BTRY
OG0009082	LOC108116400|XP_017083759.1|DEUG	LOC120778139|XP_039965800.1|BTRY
OG0009083	LOC108117439|XP_017085348.1|DEUG	LOC120777959|XP_039965522.1|BTRY
OG0009084	LOC108116491|XP_017083913.1|DEUG	LOC120766800|XP_039948437.1|BTRY
OG0009085	LOC108116494|XP_017083917.1|DEUG	LOC120766970|XP_039948695.1|BTRY
OG0009086	LOC108115022|XP_017081753.1|DEUG	LOC120782221|XP_039970317.1|BTRY
OG0009087	LOC108116091|XP_017083298.1|DEUG	LOC120782233|XP_039970334.1|BTRY, LOC120769951|XP_039952973.1|BTRY
OG0009088	LOC108111288|XP_017076165.1|DEUG	LOC120776154|XP_039962641.1|BTRY, LOC120771980|XP_039956307.1|BTRY
OG0009089	LOC108117720|XP_017085768.1|DEUG	LOC120772283|XP_039956730.1|BTRY
OG0009090	LOC108111283|XP_017076160.1|DEUG	LOC120775962|XP_039962310.1|BTRY
OG0009091	LOC108115043|XP_017081779.1|DEUG	LOC120766439|XP_039947882.1|BTRY
OG0009092	LOC108115065|XP_017081802.1|DEUG	LOC120766671|XP_039948244.1|BTRY
OG0009093	LOC108116944|XP_017084581.1|DEUG	LOC120780522|XP_039968726.1|BTRY
OG0009094	LOC108116063|XP_017083263.1|DEUG	LOC120776869|XP_039963898.1|BTRY
OG0009095	LOC108115950|XP_017083074.1|DEUG	LOC120782342|XP_039970509.1|BTRY
OG0009096	LOC108113562|XP_017079644.1|DEUG	LOC120766290|XP_039947627.1|BTRY
OG0009097	LOC108113566|XP_017079647.1|DEUG	LOC120782331|XP_039970491.1|BTRY
OG0009098	LOC108115813|XP_017082890.1|DEUG	LOC120766977|XP_039948704.1|BTRY, LOC120782336|XP_039970501.1|BTRY
OG0009099	LOC108111344|XP_017076263.1|DEUG	LOC120782622|XP_039970923.1|BTRY
OG0009100	LOC108105129|XP_017067050.1|DEUG	LOC120767604|XP_039949687.1|BTRY
OG0009101	LOC108110769|XP_017075477.1|DEUG	LOC120769583|XP_039952576.1|BTRY, LOC120769498|XP_039952462.1|BTRY
OG0009102	LOC108110923|XP_017075690.1|DEUG	LOC120768456|XP_039951091.1|BTRY
OG0009103	LOC108110489|XP_017075056.1|DEUG	LOC120769797|XP_039952919.1|BTRY
OG0009104	LOC108110534|XP_017075105.1|DEUG	LOC120769792|XP_039952914.1|BTRY, LOC120768228|XP_039950747.1|BTRY
OG0009105	LOC108108013|XP_017071361.1|DEUG	LOC120768176|XP_039950675.1|BTRY
OG0009107	LOC108107115|XP_017069992.1|DEUG	LOC120767202|XP_039948940.1|BTRY
OG0009108	LOC108116254|XP_017083532.1|DEUG, LOC108116267|XP_017083546.1|DEUG	LOC120767409|XP_039949385.1|BTRY
OG0009109	LOC108104151|XP_017065541.1|DEUG	LOC120768620|XP_039951321.1|BTRY
OG0009110	LOC108110686|XP_017075302.1|DEUG	LOC120767287|XP_039949098.1|BTRY
OG0009111	LOC108107919|XP_017071230.1|DEUG	LOC120769396|XP_039952301.1|BTRY
OG0009112	LOC108110963|XP_017075752.1|DEUG	LOC120768527|XP_039951190.1|BTRY
OG0009113	LOC108111130|XP_017075981.1|DEUG	LOC120769665|XP_039952713.1|BTRY
OG0009114	LOC108106124|XP_017068492.1|DEUG	LOC120769040|XP_039951818.1|BTRY
OG0009115	LOC108113464|XP_017079533.1|DEUG	LOC120769773|XP_039952888.1|BTRY
OG0009116	LOC108110594|XP_017075181.1|DEUG	LOC120768393|XP_039950999.1|BTRY, LOC120769650|XP_039952689.1|BTRY
OG0009117	LOC108102472|XP_017062970.1|DEUG	LOC120769317|XP_039952198.1|BTRY
OG0009118	LOC108105409|XP_017067445.1|DEUG	LOC120769575|XP_039952564.1|BTRY, LOC120768883|XP_039951571.1|BTRY
OG0009119	LOC108105814|XP_017068044.1|DEUG	LOC120768099|XP_039950576.1|BTRY
OG0009120	LOC108113905|XP_017080101.1|DEUG	LOC120773000|XP_039957851.1|BTRY
OG0009121	LOC108112013|XP_017077240.1|DEUG	LOC120772360|XP_039956859.1|BTRY
OG0009122	LOC108108947|XP_017072690.1|DEUG	LOC120771331|XP_039955210.1|BTRY
OG0009123	LOC108109150|XP_017073049.1|DEUG	LOC120771273|XP_039955131.1|BTRY
OG0009124	LOC108105742|XP_017067947.1|DEUG	LOC120772582|XP_039957218.1|BTRY
OG0009125	LOC108112887|XP_017078730.1|DEUG	LOC120772693|XP_039957366.1|BTRY
OG0009126	LOC108113345|XP_017079397.1|DEUG	LOC120772739|XP_039957434.1|BTRY, LOC120772870|XP_039957640.1|BTRY
OG0009127	LOC108107418|XP_017070436.1|DEUG	LOC120771528|XP_039955520.1|BTRY
OG0009128	LOC108112251|XP_017077561.1|DEUG	LOC120772403|XP_039956932.1|BTRY
OG0009129	LOC108104462|XP_017066015.1|DEUG	LOC120770104|XP_039953208.1|BTRY
OG0009130	LOC108112626|XP_017078216.1|DEUG	LOC120772425|XP_039956970.1|BTRY
OG0009131	LOC108113044|XP_017078962.1|DEUG	LOC120773089|XP_039957992.1|BTRY
OG0009132	LOC108107318|XP_017070283.1|DEUG	LOC120772469|XP_039957042.1|BTRY
OG0009133	LOC108111916|XP_017077046.1|DEUG	LOC120769973|XP_039952977.1|BTRY, LOC120769972|XP_039952976.1|BTRY
OG0009134	LOC108112222|XP_017077529.1|DEUG	LOC120772080|XP_039956411.1|BTRY
OG0009135	LOC108104602|XP_017066261.1|DEUG	LOC120770996|XP_039954677.1|BTRY
OG0009136	LOC108106589|XP_017069259.1|DEUG	LOC120772740|XP_039957435.1|BTRY
OG0009137	LOC108106261|XP_017068715.1|DEUG	LOC120772579|XP_039957217.1|BTRY
OG0009138	LOC108106802|XP_017069536.1|DEUG	LOC120772815|XP_039957540.1|BTRY, LOC120772814|XP_039957538.1|BTRY
OG0009139	LOC108107363|XP_017070354.1|DEUG	LOC120771726|XP_039955815.1|BTRY
OG0009140	LOC108106693|XP_017069415.1|DEUG	LOC120771334|XP_039955213.1|BTRY
OG0009141	LOC108112283|XP_017077594.1|DEUG	LOC120771670|XP_039955719.1|BTRY
OG0009142	LOC108112647|XP_017078251.1|DEUG	LOC120770352|XP_039953689.1|BTRY
OG0009143	LOC108113142|XP_017079139.1|DEUG	LOC120772496|XP_039957077.1|BTRY
OG0009144	LOC108112295|XP_017077609.1|DEUG	LOC120770231|XP_039953450.1|BTRY
OG0009145	LOC108112331|XP_017077648.1|DEUG	LOC120772278|XP_039956722.1|BTRY
OG0009146	LOC108106644|XP_017069344.1|DEUG	LOC120772818|XP_039957544.1|BTRY
OG0009147	LOC108112885|XP_017078724.1|DEUG	LOC120772213|XP_039956627.1|BTRY
OG0009148	LOC108104500|XP_017066104.1|DEUG	LOC120770767|XP_039954283.1|BTRY
OG0009149	LOC108109025|XP_017072788.1|DEUG	LOC120770772|XP_039954288.1|BTRY
OG0009150	LOC108114899|XP_017081558.1|DEUG	LOC120772435|XP_039956985.1|BTRY
OG0009151	LOC108106501|XP_017069085.1|DEUG	LOC120771132|XP_039954930.1|BTRY
OG0009152	LOC108104813|XP_017066586.1|DEUG	LOC120771346|XP_039955228.1|BTRY
OG0009153	LOC108107264|XP_017070185.1|DEUG	LOC120771139|XP_039954940.1|BTRY
OG0009154	LOC108116013|XP_017083186.1|DEUG	LOC120776075|XP_039962478.1|BTRY
OG0009155	LOC108104497|XP_017066100.1|DEUG	LOC120773354|XP_039958109.1|BTRY, LOC120776188|XP_039962747.1|BTRY
OG0009156	LOC108108061|XP_017071430.1|DEUG	LOC120775385|XP_039961480.1|BTRY
OG0009157	LOC108107131|XP_017070018.1|DEUG	LOC120775488|XP_039961625.1|BTRY, LOC120775475|XP_039961609.1|BTRY, LOC120775553|XP_039961715.1|BTRY
OG0009158	LOC108104705|XP_017066411.1|DEUG	LOC120774740|XP_039960428.1|BTRY, LOC120776013|XP_039962391.1|BTRY, LOC120773681|XP_039958646.1|BTRY
OG0009159	LOC108110067|XP_017074437.1|DEUG	LOC120774478|XP_039960071.1|BTRY
OG0009160	LOC108110787|XP_017075501.1|DEUG	LOC120774481|XP_039960075.1|BTRY
OG0009161	LOC108105466|XP_017067555.1|DEUG	LOC120774031|XP_039959263.1|BTRY
OG0009162	LOC108108431|XP_017071974.1|DEUG	LOC120776368|XP_039962881.1|BTRY
OG0009163	LOC108114551|XP_017081085.1|DEUG	LOC120778654|XP_039966505.1|BTRY
OG0009164	LOC108114181|XP_017080481.1|DEUG	LOC120778648|XP_039966493.1|BTRY
OG0009165	LOC108107528|XP_017070557.1|DEUG	LOC120776967|XP_039963993.1|BTRY
OG0009166	LOC108107643|XP_017070718.1|DEUG	LOC120776876|XP_039963869.1|BTRY
OG0009167	LOC108114596|XP_017081141.1|DEUG	LOC120777405|XP_039964638.1|BTRY
OG0009168	LOC108114597|XP_017081144.1|DEUG	LOC120777407|XP_039964639.1|BTRY
OG0009169	LOC108114164|XP_017080445.1|DEUG	LOC120776815|XP_039963765.1|BTRY
OG0009170	LOC108113997|XP_017080230.1|DEUG	LOC120777484|XP_039964755.1|BTRY
OG0009171	LOC108114210|XP_017080518.1|DEUG	LOC120778980|XP_039967005.1|BTRY
OG0009172	LOC108114641|XP_017081199.1|DEUG	LOC120777384|XP_039964609.1|BTRY
OG0009173	LOC108107836|XP_017071078.1|DEUG	LOC120777863|XP_039965346.1|BTRY
OG0009174	LOC108104312|XP_017065785.1|DEUG	LOC120778629|XP_039966448.1|BTRY
OG0009175	LOC108110952|XP_017075737.1|DEUG	LOC120777531|XP_039964848.1|BTRY
OG0009176	LOC108105990|XP_017068313.1|DEUG	LOC120782111|XP_039970189.1|BTRY, LOC120778191|XP_039965863.1|BTRY
OG0009177	LOC108108336|XP_017071857.1|DEUG	LOC120778783|XP_039966702.1|BTRY
OG0009178	LOC108118233|XP_017086306.1|DEUG	LOC120777651|XP_039965037.1|BTRY
OG0009179	LOC108116738|XP_017084245.1|DEUG	LOC120778374|XP_039966094.1|BTRY
OG0009180	LOC108105917|XP_017068187.1|DEUG	LOC120778405|XP_039966123.1|BTRY, LOC120778404|XP_039966122.1|BTRY, LOC120776492|XP_039963108.1|BTRY
OG0009181	LOC108113932|XP_017080128.1|DEUG	LOC120776881|XP_039963873.1|BTRY
OG0009182	LOC108104286|XP_017065745.1|DEUG	LOC120778590|XP_039966392.1|BTRY
OG0009183	LOC108113862|XP_017080065.1|DEUG	LOC120778409|XP_039966126.1|BTRY, LOC120778583|XP_039966384.1|BTRY
OG0009184	LOC108116754|XP_017084261.1|DEUG	LOC120778412|XP_039966130.1|BTRY
OG0009185	LOC108108806|XP_017072479.1|DEUG	LOC120779007|XP_039967060.1|BTRY
OG0009186	LOC108114699|XP_017081284.1|DEUG	LOC120777423|XP_039964660.1|BTRY
OG0009187	LOC108117047|XP_017084707.1|DEUG, LOC108117279|XP_017085121.1|DEUG	LOC120780903|XP_039969074.1|BTRY
OG0009188	LOC108112256|XP_017077567.1|DEUG	LOC120781240|XP_039969314.1|BTRY
OG0009220	LOC108105359|XP_017067366.1|DEUG	LOC120775788|XP_039962059.1|BTRY
OG0009221	LOC108110879|XP_017075626.1|DEUG	LOC120782414|XP_039970597.1|BTRY
OG0009222	LOC108115200|XP_017082013.1|DEUG	LOC120775607|XP_039961782.1|BTRY
OG0009228	LOC108103457|XP_017064440.1|DEUG	LOC120774901|XP_039960703.1|BTRY
OG0009232	LOC108110273|XP_017074749.1|DEUG	LOC120776182|XP_039962734.1|BTRY
OG0009235	LOC108102821|XP_017063499.1|DEUG	LOC120779984|XP_039968212.1|BTRY
OG0009237	LOC108110830|XP_017075556.1|DEUG	LOC120768137|XP_039950629.1|BTRY
OG0009239	LOC108108808|XP_017072481.1|DEUG	LOC120777980|XP_039965554.1|BTRY
OG0009241	LOC108110764|XP_017075468.1|DEUG	LOC120767227|XP_039948986.1|BTRY
OG0009245	LOC108105303|XP_017067286.1|DEUG	LOC120766608|XP_039948149.1|BTRY
OG0009248	LOC108102999|XP_017063805.1|DEUG	LOC120773473|XP_039958321.1|BTRY
OG0009249	LOC108111096|XP_017075925.1|DEUG	LOC120769028|XP_039951803.1|BTRY
OG0009251	LOC108102418|XP_017062879.1|DEUG	LOC120775842|XP_039962145.1|BTRY
OG0009252	LOC108105461|XP_017067550.1|DEUG	LOC120774883|XP_039960673.1|BTRY
OG0009253	LOC108103128|XP_017063985.1|DEUG	LOC120773824|XP_039958868.1|BTRY
OG0009254	LOC108105521|XP_017067636.1|DEUG	LOC120775916|XP_039962245.1|BTRY
OG0009255	LOC108104422|XP_017065966.1|DEUG	LOC120779991|XP_039968215.1|BTRY
OG0009256	LOC108109951|XP_017074253.1|DEUG	LOC120776084|XP_039962491.1|BTRY
OG0009257	LOC108103480|XP_017064474.1|DEUG	LOC120774931|XP_039960742.1|BTRY
OG0009258	LOC108110076|XP_017074453.1|DEUG	LOC120773747|XP_039958742.1|BTRY
OG0009260	LOC108102422|XP_017062888.1|DEUG	LOC120773371|XP_039958133.1|BTRY
OG0009261	LOC108105084|XP_017066997.1|DEUG	LOC120774150|XP_039959490.1|BTRY
OG0009262	LOC108103938|XP_017065185.1|DEUG	LOC120774816|XP_039960554.1|BTRY
OG0009263	LOC108103779|XP_017064899.1|DEUG	LOC120775697|XP_039961942.1|BTRY
OG0009264	LOC108103777|XP_017064894.1|DEUG	LOC120773828|XP_039958875.1|BTRY
OG0009265	LOC108103555|XP_017064570.1|DEUG	LOC120776043|XP_039962422.1|BTRY
OG0009266	LOC108108145|XP_017071567.1|DEUG	LOC120767293|XP_039949107.1|BTRY
OG0009267	LOC108113431|XP_017079482.1|DEUG	LOC120767308|XP_039949158.1|BTRY
OG0009268	LOC108104884|XP_017066706.1|DEUG	LOC120772756|XP_039957457.1|BTRY
OG0009269	LOC108105290|XP_017067269.1|DEUG	LOC120778507|XP_039966271.1|BTRY
OG0009271	LOC108105358|XP_017067363.1|DEUG	LOC120775785|XP_039962055.1|BTRY
OG0009272	LOC108113970|XP_017080175.1|DEUG	LOC120778014|XP_039965614.1|BTRY
OG0009273	LOC108110506|XP_017075075.1|DEUG	LOC120768401|XP_039951007.1|BTRY
OG0009274	LOC108107738|XP_017070885.1|DEUG	LOC120776538|XP_039963210.1|BTRY
OG0009275	LOC108105454|XP_017067541.1|DEUG	LOC120774699|XP_039960362.1|BTRY
OG0009276	LOC108112286|XP_017077597.1|DEUG	LOC120771762|XP_039955877.1|BTRY
OG0009277	LOC108118502|XP_017086729.1|DEUG	LOC120773557|XP_039958455.1|BTRY
OG0009278	LOC108118513|XP_017086743.1|DEUG	LOC120774103|XP_039959391.1|BTRY
OG0009279	LOC108106911|XP_017069651.1|DEUG	LOC120774047|XP_039959283.1|BTRY
OG0009280	LOC108110320|XP_017074826.1|DEUG	LOC120775344|XP_039961424.1|BTRY
OG0009281	LOC108110122|XP_017074517.1|DEUG	LOC120774027|XP_039959254.1|BTRY
OG0009282	LOC108106099|XP_017068452.1|DEUG	LOC120769466|XP_039952413.1|BTRY
OG0009283	LOC108111071|XP_017075890.1|DEUG	LOC120768789|XP_039951480.1|BTRY, LOC120768271|XP_039950803.1|BTRY
OG0009284	LOC108108625|XP_017072214.1|DEUG	LOC120774474|XP_039960065.1|BTRY
OG0009285	LOC108102345|XP_017062682.1|DEUG	LOC120779754|XP_039968069.1|BTRY
OG0009287	LOC108114111|XP_017080363.1|DEUG	LOC120778638|XP_039966471.1|BTRY
OG0009288	LOC108103258|XP_017064159.1|DEUG	LOC120768627|XP_039951327.1|BTRY
OG0009289	LOC108102359|XP_017062748.1|DEUG	LOC120779626|XP_039967904.1|BTRY
OG0009291	LOC108102360|XP_017062749.1|DEUG	LOC120779424|XP_039967556.1|BTRY
OG0009292	LOC108103464|XP_017064448.1|DEUG	LOC120774909|XP_039960713.1|BTRY, LOC120774908|XP_039960712.1|BTRY
OG0009293	LOC108103434|XP_017064392.1|DEUG	LOC120774340|XP_039959835.1|BTRY
OG0009294	LOC108112449|XP_017077784.1|DEUG	LOC120770762|XP_039954280.1|BTRY
OG0009295	LOC108110038|XP_017074378.1|DEUG	LOC120773769|XP_039958781.1|BTRY
OG0009296	LOC108113599|XP_017079741.1|DEUG	LOC120766692|XP_039948272.1|BTRY
OG0009297	LOC108113533|XP_017079615.1|DEUG	LOC120767015|XP_039948778.1|BTRY
OG0009298	LOC108111710|XP_017076749.1|DEUG	LOC120766539|XP_039948051.1|BTRY
OG0009299	LOC108117282|XP_017085125.1|DEUG	LOC120776864|XP_039963856.1|BTRY
OG0009300	LOC108117243|XP_017085074.1|DEUG	LOC120766353|XP_039947716.1|BTRY
OG0009301	LOC108116605|XP_017084054.1|DEUG	LOC120775651|XP_039961846.1|BTRY
OG0009302	LOC108115094|XP_017081832.1|DEUG, LOC108108588|XP_017072175.1|DEUG	LOC120780552|XP_039968746.1|BTRY
OG0009303	LOC108106928|XP_017069719.1|DEUG	LOC120782806|XP_039971219.1|BTRY
OG0009304	LOC108117059|XP_017084720.1|DEUG	LOC120782258|XP_039970357.1|BTRY
OG0009305	LOC108111475|XP_017076436.1|DEUG	LOC120782427|XP_039970612.1|BTRY
OG0009306	LOC108111845|XP_017076940.1|DEUG	LOC120776066|XP_039962469.1|BTRY
OG0009307	LOC108116424|XP_017083803.1|DEUG	LOC120766761|XP_039948368.1|BTRY
OG0009308	LOC108109625|XP_017073690.1|DEUG	LOC120780344|XP_039968597.1|BTRY
OG0009309	LOC108111495|XP_017076498.1|DEUG	LOC120782848|XP_039971309.1|BTRY
OG0009310	LOC108105306|XP_017067289.1|DEUG	LOC120776606|XP_039963331.1|BTRY
OG0009311	LOC108116275|XP_017083550.1|DEUG	LOC120782412|XP_039970594.1|BTRY
OG0009312	LOC108111458|XP_017076417.1|DEUG	LOC120766223|XP_039947532.1|BTRY
OG0009313	LOC108111505|XP_017076507.1|DEUG	LOC120782841|XP_039971300.1|BTRY
OG0009314	LOC108116368|XP_017083690.1|DEUG	LOC120766852|XP_039948510.1|BTRY
OG0009315	LOC108112912|XP_017078782.1|DEUG	LOC120770745|XP_039954268.1|BTRY
OG0009316	LOC108109503|XP_017073533.1|DEUG	LOC120771603|XP_039955619.1|BTRY
OG0009317	LOC108115770|XP_017082829.1|DEUG	LOC120766450|XP_039947898.1|BTRY
OG0009318	LOC108110193|XP_017074643.1|DEUG	LOC120767982|XP_039950337.1|BTRY
OG0009319	LOC108116412|XP_017083785.1|DEUG	LOC120776568|XP_039963267.1|BTRY
OG0009320	LOC108113559|XP_017079641.1|DEUG	LOC120766726|XP_039948309.1|BTRY
OG0009321	LOC108113551|XP_017079634.1|DEUG	LOC120767004|XP_039948746.1|BTRY
OG0009322	LOC108116179|XP_017083409.1|DEUG	LOC120777566|XP_039964903.1|BTRY
OG0009323	LOC108116117|XP_017083330.1|DEUG	LOC120782365|XP_039970537.1|BTRY
OG0009324	LOC108115074|XP_017081811.1|DEUG	LOC120770908|XP_039954523.1|BTRY
OG0009325	LOC108117319|XP_017085178.1|DEUG	LOC120772027|XP_039956332.1|BTRY
OG0009326	LOC108111659|XP_017076679.1|DEUG	LOC120766870|XP_039948535.1|BTRY
OG0009327	LOC108111349|XP_017076269.1|DEUG	LOC120766702|XP_039948287.1|BTRY
OG0009328	LOC108111299|XP_017076181.1|DEUG	LOC120782676|XP_039970998.1|BTRY
OG0009329	LOC108116613|XP_017084068.1|DEUG	LOC120766974|XP_039948699.1|BTRY
OG0009330	LOC108116979|XP_017084629.1|DEUG	LOC120766779|XP_039948404.1|BTRY
OG0009331	LOC108117065|XP_017084726.1|DEUG	LOC120766660|XP_039948229.1|BTRY
OG0009332	LOC108116868|XP_017084435.1|DEUG	LOC120773142|XP_039958071.1|BTRY
OG0009333	LOC108109562|XP_017073624.1|DEUG	LOC120766238|XP_039947550.1|BTRY
OG0009334	LOC108113496|XP_017079571.1|DEUG	LOC120782393|XP_039970570.1|BTRY
OG0009335	LOC108109531|XP_017073584.1|DEUG	LOC120782364|XP_039970536.1|BTRY
OG0009336	LOC108105216|XP_017067168.1|DEUG	LOC120766733|XP_039948363.1|BTRY
OG0009337	LOC108103783|XP_017064903.1|DEUG	LOC120766747|XP_039948352.1|BTRY
OG0009338	LOC108114934|XP_017081607.1|DEUG	LOC120766573|XP_039948099.1|BTRY
OG0009339	LOC108115041|XP_017081778.1|DEUG	LOC120782237|XP_039970342.1|BTRY
OG0009340	LOC108116959|XP_017084604.1|DEUG	LOC120774848|XP_039960649.1|BTRY
OG0009341	LOC108117261|XP_017085102.1|DEUG	LOC120773757|XP_039958763.1|BTRY
OG0009342	LOC108111723|XP_017076764.1|DEUG	LOC120772497|XP_039957081.1|BTRY
OG0009343	LOC108111823|XP_017076920.1|DEUG	LOC120772486|XP_039957070.1|BTRY
OG0009344	LOC108109411|XP_017073398.1|DEUG	LOC120775541|XP_039961734.1|BTRY
OG0009345	LOC108115799|XP_017082875.1|DEUG	LOC120766918|XP_039948600.1|BTRY
OG0009346	LOC108115776|XP_017082837.1|DEUG	LOC120766411|XP_039947796.1|BTRY
OG0009347	LOC108113532|XP_017079614.1|DEUG	LOC120778565|XP_039966401.1|BTRY, LOC120780363|XP_039968590.1|BTRY
OG0009348	LOC108115694|XP_017082752.1|DEUG	LOC120766340|XP_039947698.1|BTRY
OG0009349	LOC108105252|XP_017067215.1|DEUG, LOC108111532|XP_017076544.1|DEUG, LOC108111534|XP_017076546.1|DEUG	LOC120782581|XP_039970862.1|BTRY
OG0009350	LOC108111473|XP_017076434.1|DEUG	LOC120782844|XP_039971304.1|BTRY
OG0009351	LOC108111306|XP_017076188.1|DEUG	LOC120782323|XP_039970479.1|BTRY
OG0009352	LOC108115269|XP_017082114.1|DEUG	LOC120779833|XP_039968151.1|BTRY
OG0009353	LOC108115576|XP_017082574.1|DEUG	LOC120780722|XP_039968919.1|BTRY
OG0009354	LOC108111177|XP_017076046.1|DEUG	LOC120769760|XP_039952857.1|BTRY
OG0009355	LOC108104102|XP_017065489.1|DEUG	LOC120769688|XP_039952748.1|BTRY
OG0009356	LOC108110486|XP_017075052.1|DEUG	LOC120767537|XP_039949575.1|BTRY
OG0009357	LOC108104092|XP_017065477.1|DEUG	LOC120768492|XP_039951142.1|BTRY
OG0009358	LOC108110690|XP_017075310.1|DEUG	LOC120768302|XP_039950866.1|BTRY
OG0009359	LOC108110689|XP_017075309.1|DEUG	LOC120768416|XP_039951031.1|BTRY, LOC120769339|XP_039952229.1|BTRY
OG0009360	LOC108106077|XP_017068425.1|DEUG	LOC120769812|XP_039952954.1|BTRY
OG0009361	LOC108106204|XP_017068621.1|DEUG	LOC120769813|XP_039952955.1|BTRY
OG0009362	LOC108106195|XP_017068611.1|DEUG	LOC120767622|XP_039949713.1|BTRY
OG0009363	LOC108102685|XP_017063314.1|DEUG	LOC120767320|XP_039949188.1|BTRY
OG0009364	LOC108111236|XP_017076128.1|DEUG	LOC120769135|XP_039951941.1|BTRY
OG0009365	LOC108102581|XP_017063156.1|DEUG	LOC120768281|XP_039950815.1|BTRY
OG0009366	LOC108111378|XP_017076303.1|DEUG	LOC120769065|XP_039951855.1|BTRY
OG0009367	LOC108104120|XP_017065510.1|DEUG	LOC120768128|XP_039950616.1|BTRY
OG0009368	LOC108110685|XP_017075301.1|DEUG	LOC120767286|XP_039949096.1|BTRY
OG0009369	LOC108106122|XP_017068490.1|DEUG	LOC120769820|XP_039952962.1|BTRY
OG0009370	LOC108115458|XP_017082399.1|DEUG	LOC120769178|XP_039951998.1|BTRY
OG0009371	LOC108115430|XP_017082356.1|DEUG	LOC120768133|XP_039950625.1|BTRY
OG0009372	LOC108111008|XP_017075809.1|DEUG	LOC120769534|XP_039952509.1|BTRY
OG0009373	LOC108105643|XP_017067820.1|DEUG	LOC120768280|XP_039950814.1|BTRY
OG0009374	LOC108118490|XP_017086711.1|DEUG	LOC120767896|XP_039950167.1|BTRY
OG0009376	LOC108110548|XP_017075127.1|DEUG	LOC120769002|XP_039951776.1|BTRY
OG0009377	LOC108110199|XP_017075047.1|DEUG	LOC120769456|XP_039952396.1|BTRY
OG0009378	LOC108110564|XP_017075150.1|DEUG	LOC120767674|XP_039949782.1|BTRY
OG0009379	LOC108102489|XP_017062992.1|DEUG	LOC120769296|XP_039952159.1|BTRY
OG0009380	LOC108111188|XP_017076063.1|DEUG	LOC120768352|XP_039950941.1|BTRY
OG0009381	LOC108102471|XP_017062969.1|DEUG	LOC120769543|XP_039952522.1|BTRY
OG0009382	LOC108107037|XP_017069884.1|DEUG	LOC120769744|XP_039952835.1|BTRY
OG0009383	LOC108113456|XP_017079524.1|DEUG	LOC120775413|XP_039961515.1|BTRY, LOC120767580|XP_039949659.1|BTRY
OG0009384	LOC108105798|XP_017068019.1|DEUG	LOC120767978|XP_039950323.1|BTRY
OG0009385	LOC108105773|XP_017067985.1|DEUG	LOC120768106|XP_039950586.1|BTRY
OG0009386	LOC108105789|XP_017068005.1|DEUG	LOC120769114|XP_039951910.1|BTRY
OG0009387	LOC108111927|XP_017077058.1|DEUG	LOC120770510|XP_039953979.1|BTRY
OG0009388	LOC108112021|XP_017077251.1|DEUG	LOC120772268|XP_039956705.1|BTRY
OG0009389	LOC108109268|XP_017073246.1|DEUG	LOC120770541|XP_039954030.1|BTRY
OG0009390	LOC108109120|XP_017073002.1|DEUG	LOC120771794|XP_039955926.1|BTRY
OG0009391	LOC108110846|XP_017075579.1|DEUG	LOC120772898|XP_039957711.1|BTRY, LOC120772896|XP_039957706.1|BTRY, LOC120772897|XP_039957707.1|BTRY
OG0009392	LOC108112889|XP_017078734.1|DEUG	LOC120772088|XP_039956421.1|BTRY
OG0009393	LOC108114940|XP_017081614.1|DEUG	LOC120771876|XP_039956064.1|BTRY, LOC120772976|XP_039957822.1|BTRY, LOC120773092|XP_039957995.1|BTRY
OG0009394	LOC108106273|XP_017068728.1|DEUG	LOC120771903|XP_039956117.1|BTRY
OG0009395	LOC108112138|XP_017077375.1|DEUG	LOC120773107|XP_039958016.1|BTRY
OG0009396	LOC108106428|XP_017068945.1|DEUG	LOC120773109|XP_039958023.1|BTRY
OG0009397	LOC108109157|XP_017073065.1|DEUG	LOC120771562|XP_039955559.1|BTRY
OG0009398	LOC108109044|XP_017072830.1|DEUG	LOC120772842|XP_039957588.1|BTRY
OG0009399	LOC108106621|XP_017069313.1|DEUG	LOC120773127|XP_039958057.1|BTRY
OG0009400	LOC108104581|XP_017066231.1|DEUG	LOC120770267|XP_039953515.1|BTRY
OG0009401	LOC108111519|XP_017076529.1|DEUG	LOC120771873|XP_039956061.1|BTRY
OG0009402	LOC108110242|XP_017074722.1|DEUG	LOC120770401|XP_039953769.1|BTRY
