Orthogroup	DEUG.longest_only	DPSE.longest_only
OG0009041	LOC108117110|XP_017084821.1|DEUG	LOC4801004|XP_001358178.3|DPSE
OG0009042	LOC108102697|XP_017063330.1|DEUG	LOC4817043|XP_001356726.1|DPSE
OG0009043	LOC108114835|XP_017081465.1|DEUG	LOC4816134|XP_001355819.3|DPSE
OG0009044	LOC108102570|XP_017063139.1|DEUG	LOC4816528|XP_001355961.1|DPSE
OG0009045	LOC108116143|XP_017083368.1|DEUG	LOC6897552|XP_033241178.1|DPSE
OG0009046	LOC108108794|XP_017072458.1|DEUG	LOC4811944|XP_015043947.2|DPSE
OG0009047	LOC108112721|XP_017078445.1|DEUG	LOC4803450|XP_015039082.1|DPSE
OG0009048	LOC108105794|XP_017068013.1|DEUG	LOC4817946|XP_001357322.2|DPSE
OG0009049	LOC108116468|XP_017083888.1|DEUG	LOC4802890|XP_001359718.1|DPSE
OG0009050	LOC108105787|XP_017068003.1|DEUG	LOC4816759|XP_001356232.2|DPSE
OG0009051	LOC108109164|XP_017073076.1|DEUG	LOC4804496|XP_001361052.2|DPSE
OG0009052	LOC108115064|XP_017081801.1|DEUG	LOC4802994|XP_001359802.3|DPSE
OG0009053	LOC108116682|XP_017084172.1|DEUG	LOC4802162|XP_015037646.2|DPSE
OG0009054	LOC108111804|XP_017076886.1|DEUG	LOC4802586|XP_001359479.3|DPSE
OG0009055	LOC108106846|XP_017069577.1|DEUG	LOC4811692|XP_001352274.3|DPSE
OG0009056	LOC108107126|XP_017070009.1|DEUG	LOC4816141|XP_001355780.3|DPSE
OG0009057	LOC108104682|XP_017066372.1|DEUG	LOC4812422|XP_033239540.1|DPSE
OG0009058	LOC108102332|XP_017062621.1|DEUG	LOC26533170|XP_033237178.1|DPSE
OG0009059	LOC108108568|XP_017072145.1|DEUG	LOC4813129|XP_015043169.2|DPSE
OG0009060	LOC108109871|XP_017074158.1|DEUG	LOC6897746|XP_002137851.3|DPSE
OG0009061	LOC108113002|XP_017078904.1|DEUG	LOC6898582|XP_015040075.2|DPSE
OG0009062	LOC108112635|XP_017078231.1|DEUG	LOC4803803|XP_001360461.3|DPSE
OG0009063	LOC108105684|XP_017067882.1|DEUG	LOC4817386|XP_015036011.1|DPSE
OG0009064	LOC108106384|XP_017068879.1|DEUG	LOC4804988|XP_001361460.2|DPSE
OG0009065	LOC108108849|XP_017072554.1|DEUG	LOC4800541|XP_002137001.3|DPSE
OG0009066	LOC108114452|XP_017080941.1|DEUG	LOC4812171|XP_001352602.3|DPSE
OG0009067	LOC108108742|XP_017072368.1|DEUG	LOC4812444|XP_015043809.2|DPSE
OG0009068	LOC108112819|XP_017078613.1|DEUG	LOC4804904|XP_001361389.2|DPSE
OG0009069	LOC108104032|XP_017065353.1|DEUG	LOC4817754|XP_033235973.1|DPSE
OG0009070	LOC108104866|XP_017066677.1|DEUG	LOC4804365|XP_033234426.1|DPSE
OG0009071	LOC108116606|XP_017084056.1|DEUG	LOC4802419|XP_003736732.2|DPSE
OG0009072	LOC108115171|XP_017081980.1|DEUG	LOC4802982|XP_001359791.3|DPSE
OG0009073	LOC108117330|XP_017085194.1|DEUG	LOC4803082|XP_015038273.2|DPSE
OG0009074	LOC108116427|XP_017083810.1|DEUG	LOC6899285|XP_002136240.2|DPSE
OG0009075	LOC108108563|XP_017072138.1|DEUG, LOC108108569|XP_017072151.1|DEUG, LOC108115024|XP_017081755.1|DEUG	LOC4802515|XP_001359423.3|DPSE
OG0009076	LOC108109495|XP_017073521.1|DEUG	LOC4803024|XP_001359826.5|DPSE
OG0009077	LOC108115039|XP_017081776.1|DEUG	LOC4802459|XP_001359376.4|DPSE
OG0009078	LOC108116340|XP_017083643.1|DEUG	LOC4803154|XP_001359944.5|DPSE
OG0009079	LOC108117486|XP_017085451.1|DEUG	LOC4802539|XP_001359440.5|DPSE
OG0009080	LOC108116437|XP_017083831.1|DEUG	LOC6897562|XP_002137707.1|DPSE
OG0009081	LOC108113557|XP_017079639.1|DEUG	LOC4802214|XP_001359182.2|DPSE
OG0009082	LOC108116400|XP_017083759.1|DEUG	LOC4802871|XP_001359702.3|DPSE
OG0009083	LOC108117439|XP_017085348.1|DEUG	LOC6901818|XP_002134486.3|DPSE
OG0009084	LOC108116491|XP_017083913.1|DEUG	LOC117183972|XP_033235619.1|DPSE, LOC4803223|XP_015038353.2|DPSE
OG0009085	LOC108116494|XP_017083917.1|DEUG	LOC4803137|XP_001359929.3|DPSE
OG0009086	LOC108115022|XP_017081753.1|DEUG	LOC6897776|XP_015038054.2|DPSE
OG0009087	LOC108116091|XP_017083298.1|DEUG	LOC4800688|XP_001357914.1|DPSE
OG0009088	LOC108111288|XP_017076165.1|DEUG	LOC4800373|XP_001357661.3|DPSE
OG0009089	LOC108117720|XP_017085768.1|DEUG	LOC6901905|XP_002133440.1|DPSE
OG0009090	LOC108111283|XP_017076160.1|DEUG	LOC4800242|XP_001357650.2|DPSE
OG0009091	LOC108115043|XP_017081779.1|DEUG	LOC4802765|XP_001359626.3|DPSE
OG0009092	LOC108115065|XP_017081802.1|DEUG	LOC4801353|XP_001358463.5|DPSE
OG0009093	LOC108116944|XP_017084581.1|DEUG	LOC6897163|XP_033232735.1|DPSE
OG0009094	LOC108116063|XP_017083263.1|DEUG	LOC4800493|XP_015038573.2|DPSE
OG0009095	LOC108115950|XP_017083074.1|DEUG	LOC4800491|XP_015038501.2|DPSE
OG0009096	LOC108113562|XP_017079644.1|DEUG	LOC4800751|XP_001357968.4|DPSE
OG0009097	LOC108113566|XP_017079647.1|DEUG	LOC4800750|XP_001357967.4|DPSE
OG0009098	LOC108115813|XP_017082890.1|DEUG	LOC4800743|XP_003736301.3|DPSE
OG0009099	LOC108111344|XP_017076263.1|DEUG	LOC4800265|XP_001357628.2|DPSE
OG0009100	LOC108105129|XP_017067050.1|DEUG	LOC4816511|XP_001356015.2|DPSE
OG0009101	LOC108110769|XP_017075477.1|DEUG	LOC4817624|XP_001357023.4|DPSE
OG0009102	LOC108110923|XP_017075690.1|DEUG	LOC4817303|XP_001356668.2|DPSE
OG0009103	LOC108110489|XP_017075056.1|DEUG	LOC4817374|XP_001356683.3|DPSE
OG0009104	LOC108110534|XP_017075105.1|DEUG	LOC6902962|XP_002132688.2|DPSE
OG0009105	LOC108108013|XP_017071361.1|DEUG	LOC4816566|XP_001355905.2|DPSE
OG0009106	LOC108112367|XP_017077689.1|DEUG	LOC4817533|XP_001356947.2|DPSE
OG0009107	LOC108107115|XP_017069992.1|DEUG	LOC4817928|XP_001357440.2|DPSE
OG0009108	LOC108116254|XP_017083532.1|DEUG, LOC108116267|XP_017083546.1|DEUG	LOC4803314|XP_001360078.2|DPSE
OG0009109	LOC108104151|XP_017065541.1|DEUG	LOC4816863|XP_001356756.4|DPSE
OG0009110	LOC108110686|XP_017075302.1|DEUG	LOC4816805|XP_001356450.1|DPSE
OG0009111	LOC108107919|XP_017071230.1|DEUG	LOC6900043|XP_033238672.1|DPSE
OG0009112	LOC108110963|XP_017075752.1|DEUG	LOC4817379|XP_001356430.4|DPSE
OG0009113	LOC108111130|XP_017075981.1|DEUG	LOC4816741|XP_001356051.2|DPSE
OG0009114	LOC108106124|XP_017068492.1|DEUG	LOC4818113|XP_001357461.4|DPSE
OG0009115	LOC108113464|XP_017079533.1|DEUG	LOC6903330|XP_002132211.1|DPSE
OG0009116	LOC108110594|XP_017075181.1|DEUG	LOC6902661|XP_002133177.1|DPSE
OG0009117	LOC108102472|XP_017062970.1|DEUG	LOC4816474|XP_033236602.1|DPSE
OG0009118	LOC108105409|XP_017067445.1|DEUG	LOC4815080|XP_033239547.1|DPSE
OG0009119	LOC108105814|XP_017068044.1|DEUG	LOC4816588|XP_001356220.3|DPSE
OG0009120	LOC108113905|XP_017080101.1|DEUG	LOC4812741|XP_033237414.1|DPSE
OG0009121	LOC108112013|XP_017077240.1|DEUG	LOC4804055|XP_001360676.2|DPSE
OG0009122	LOC108108947|XP_017072690.1|DEUG	LOC4804471|XP_001361029.2|DPSE
OG0009123	LOC108109150|XP_017073049.1|DEUG	LOC4804420|XP_001360987.1|DPSE
OG0009124	LOC108105742|XP_017067947.1|DEUG	LOC4817930|XP_001357382.2|DPSE
OG0009125	LOC108112887|XP_017078730.1|DEUG	LOC6898098|XP_002138180.1|DPSE
OG0009126	LOC108113345|XP_017079397.1|DEUG	LOC4804111|XP_001360724.2|DPSE
OG0009127	LOC108107418|XP_017070436.1|DEUG	LOC4805447|XP_001361847.2|DPSE
OG0009128	LOC108112251|XP_017077561.1|DEUG	LOC4803488|XP_001360205.2|DPSE
OG0009129	LOC108104462|XP_017066015.1|DEUG	LOC4803369|XP_001360100.2|DPSE
OG0009130	LOC108112626|XP_017078216.1|DEUG	LOC4805004|XP_015040355.2|DPSE
OG0009131	LOC108113044|XP_017078962.1|DEUG	LOC4805008|XP_001361478.1|DPSE
OG0009132	LOC108107318|XP_017070283.1|DEUG	LOC4803547|XP_001360255.4|DPSE
OG0009133	LOC108111916|XP_017077046.1|DEUG	LOC4803344|XP_001360122.3|DPSE
OG0009134	LOC108112222|XP_017077529.1|DEUG	LOC4805727|XP_033233742.1|DPSE
OG0009135	LOC108104602|XP_017066261.1|DEUG	LOC6898524|XP_002138565.3|DPSE
OG0009136	LOC108106589|XP_017069259.1|DEUG	LOC4805422|XP_015040642.2|DPSE
OG0009137	LOC108106261|XP_017068715.1|DEUG	LOC26532645|XP_033234039.1|DPSE
OG0009138	LOC108106802|XP_017069536.1|DEUG	LOC4804271|XP_001360853.3|DPSE
OG0009139	LOC108107363|XP_017070354.1|DEUG	LOC4805443|XP_001361844.1|DPSE
OG0009140	LOC108106693|XP_017069415.1|DEUG	LOC4804734|XP_001361247.3|DPSE
OG0009141	LOC108112283|XP_017077594.1|DEUG	LOC6898100|XP_002138182.1|DPSE
OG0009142	LOC108112647|XP_017078251.1|DEUG	LOC4803480|XP_001360198.2|DPSE
OG0009143	LOC108113142|XP_017079139.1|DEUG	LOC4803827|XP_001360481.3|DPSE
OG0009144	LOC108112295|XP_017077609.1|DEUG	LOC26533240|XP_015039375.2|DPSE
OG0009145	LOC108112331|XP_017077648.1|DEUG	LOC4805270|XP_001361695.1|DPSE
OG0009146	LOC108106644|XP_017069344.1|DEUG	LOC4805155|XP_001361605.1|DPSE
OG0009147	LOC108112885|XP_017078724.1|DEUG	LOC6899101|XP_002139018.3|DPSE
OG0009148	LOC108104500|XP_017066104.1|DEUG	LOC4804005|XP_001360636.4|DPSE
OG0009149	LOC108109025|XP_017072788.1|DEUG	LOC4804942|XP_001361423.3|DPSE
OG0009150	LOC108114899|XP_017081558.1|DEUG	LOC6898467|XP_002138510.2|DPSE
OG0009151	LOC108106501|XP_017069085.1|DEUG	LOC4805102|XP_001361560.2|DPSE
OG0009152	LOC108104813|XP_017066586.1|DEUG	LOC4805116|XP_001361574.3|DPSE
OG0009153	LOC108107264|XP_017070185.1|DEUG	LOC4804302|XP_001360882.2|DPSE
OG0009154	LOC108116013|XP_017083186.1|DEUG	LOC6900811|XP_002135170.3|DPSE, LOC6896872|XP_033240084.1|DPSE
OG0009155	LOC108104497|XP_017066100.1|DEUG	LOC4805045|XP_001361510.3|DPSE
OG0009156	LOC108108061|XP_017071430.1|DEUG	LOC4816268|XP_001355845.4|DPSE
OG0009157	LOC108107131|XP_017070018.1|DEUG	LOC4816469|XP_001356271.3|DPSE
OG0009158	LOC108104705|XP_017066411.1|DEUG	LOC4812069|XP_001352474.3|DPSE
OG0009159	LOC108110067|XP_017074437.1|DEUG	LOC6901873|XP_002133411.2|DPSE
OG0009160	LOC108110787|XP_017075501.1|DEUG	LOC6898357|XP_002138410.2|DPSE
OG0009161	LOC108105466|XP_017067555.1|DEUG	LOC4814855|XP_015041836.1|DPSE
OG0009162	LOC108108431|XP_017071974.1|DEUG	LOC4813415|XP_001353804.3|DPSE
OG0009163	LOC108114551|XP_017081085.1|DEUG	LOC4812759|XP_015043085.2|DPSE
OG0009164	LOC108114181|XP_017080481.1|DEUG	LOC6900551|XP_015042910.2|DPSE
OG0009165	LOC108107528|XP_017070557.1|DEUG	LOC4813706|XP_001353848.4|DPSE
OG0009166	LOC108107643|XP_017070718.1|DEUG	LOC4813409|XP_001353617.4|DPSE
OG0009167	LOC108114596|XP_017081141.1|DEUG	LOC4813921|XP_001354084.2|DPSE
OG0009168	LOC108114597|XP_017081144.1|DEUG	LOC4813922|XP_001354085.2|DPSE
OG0009169	LOC108114164|XP_017080445.1|DEUG	LOC4812468|XP_033240828.1|DPSE
OG0009170	LOC108113997|XP_017080230.1|DEUG	LOC4812393|XP_033238772.1|DPSE
OG0009171	LOC108114210|XP_017080518.1|DEUG	LOC4812108|XP_001352435.3|DPSE
OG0009172	LOC108114641|XP_017081199.1|DEUG	LOC6900125|XP_002135476.3|DPSE
OG0009173	LOC108107836|XP_017071078.1|DEUG	LOC4814119|XP_001354291.2|DPSE
OG0009174	LOC108104312|XP_017065785.1|DEUG	LOC6902823|XP_002132560.2|DPSE
OG0009175	LOC108110952|XP_017075737.1|DEUG	LOC6902376|XP_033236629.1|DPSE
OG0009176	LOC108105990|XP_017068313.1|DEUG	LOC4813784|XP_001353540.2|DPSE
OG0009178	LOC108118233|XP_017086306.1|DEUG	LOC4812772|XP_001353128.2|DPSE
OG0009179	LOC108116738|XP_017084245.1|DEUG	LOC4813645|XP_033238790.1|DPSE
OG0009180	LOC108105917|XP_017068187.1|DEUG	LOC4813281|XP_001353686.3|DPSE
OG0009181	LOC108113932|XP_017080128.1|DEUG	LOC4813915|XP_001353324.4|DPSE
OG0009182	LOC108104286|XP_017065745.1|DEUG	LOC4812774|XP_015042579.2|DPSE
OG0009183	LOC108113862|XP_017080065.1|DEUG	LOC6900217|XP_002135547.2|DPSE
OG0009184	LOC108116754|XP_017084261.1|DEUG	LOC6899914|XP_002135282.3|DPSE
OG0009185	LOC108108806|XP_017072479.1|DEUG	LOC4813324|XP_001353521.2|DPSE
OG0009186	LOC108114699|XP_017081284.1|DEUG	LOC6900290|XP_033239464.1|DPSE
OG0009187	LOC108117047|XP_017084707.1|DEUG, LOC108117279|XP_017085121.1|DEUG	LOC4802097|XP_001359082.2|DPSE
OG0009188	LOC108112256|XP_017077567.1|DEUG	LOC6898902|XP_002138872.1|DPSE
OG0009189	LOC108114256|XP_017080642.1|DEUG	LOC4812015|XP_001352576.2|DPSE
OG0009190	LOC108103586|XP_017064600.1|DEUG	LOC4813651|XP_001354043.3|DPSE
OG0009191	LOC108106263|XP_017068718.1|DEUG	LOC4804234|XP_001360825.2|DPSE
OG0009192	LOC108103141|XP_017064002.1|DEUG	LOC117183773|XP_033234924.1|DPSE
OG0009193	LOC108105842|XP_017068092.1|DEUG, LOC108107154|XP_017070052.1|DEUG	LOC4816328|XP_033235578.1|DPSE
OG0009194	LOC108112503|XP_017077871.1|DEUG	LOC6902423|XP_002133357.2|DPSE
OG0009195	LOC108114042|XP_017080279.1|DEUG	LOC6900678|XP_002135042.2|DPSE, LOC6902746|XP_002133260.2|DPSE
OG0009196	LOC108114742|XP_017081346.1|DEUG	LOC6903399|XP_015035335.2|DPSE, LOC6901264|XP_002133965.3|DPSE, LOC6896840|XP_002137043.2|DPSE
OG0009197	LOC108113953|XP_017080155.1|DEUG	LOC6902129|XP_002133660.2|DPSE, LOC6902933|XP_033235724.1|DPSE
OG0009198	LOC108118232|XP_017086303.1|DEUG	LOC6900338|XP_002134733.3|DPSE
OG0009199	LOC108108407|XP_017071948.1|DEUG	LOC4813005|XP_015043372.2|DPSE
OG0009200	LOC108104830|XP_017066616.1|DEUG	LOC4804205|XP_001360802.3|DPSE
OG0009201	LOC108112261|XP_017077573.1|DEUG	LOC6898655|XP_002138660.3|DPSE
OG0009202	LOC108107237|XP_017070145.1|DEUG	LOC6899059|XP_015040734.1|DPSE
OG0009203	LOC108111613|XP_017076630.1|DEUG	LOC6899050|XP_002138975.2|DPSE
OG0009204	LOC108108927|XP_017072668.1|DEUG	LOC4804634|XP_001361165.3|DPSE
OG0009205	LOC108108933|XP_017072676.1|DEUG	LOC4804639|XP_001361169.2|DPSE
OG0009206	LOC108106258|XP_017068712.1|DEUG	LOC117183162|XP_015039517.1|DPSE, LOC4803969|XP_033234184.1|DPSE
OG0009207	LOC108116311|XP_017083590.1|DEUG, LOC108116306|XP_017083584.1|DEUG	LOC4803315|XP_001360079.2|DPSE
OG0009209	LOC108116264|XP_017083543.1|DEUG	LOC4803131|XP_001359924.3|DPSE
OG0009210	LOC108112369|XP_017077687.1|DEUG	LOC6898653|XP_002138658.3|DPSE
OG0009211	LOC108115412|XP_017082338.1|DEUG	LOC6903584|XP_033235739.1|DPSE
OG0009214	LOC108107647|XP_017070721.1|DEUG	LOC4812525|XP_001352722.2|DPSE
OG0009221	LOC108110879|XP_017075626.1|DEUG	LOC26533094|XP_033236541.1|DPSE
OG0009222	LOC108115200|XP_017082013.1|DEUG	LOC26532244|XP_033239896.1|DPSE
OG0009224	LOC108116569|XP_017083998.1|DEUG	LOC4802263|XP_001359218.2|DPSE
OG0009228	LOC108103457|XP_017064440.1|DEUG	LOC6901388|XP_002134076.2|DPSE
OG0009229	LOC108110168|XP_017074580.1|DEUG	LOC4802242|XP_001359203.2|DPSE
OG0009231	LOC108110050|XP_017074415.1|DEUG	LOC4815528|XP_001355686.3|DPSE
OG0009232	LOC108110273|XP_017074749.1|DEUG	LOC4815351|XP_015042133.2|DPSE
OG0009235	LOC108102821|XP_017063499.1|DEUG	LOC117184536|XP_033238579.1|DPSE
OG0009236	LOC108114497|XP_017081006.1|DEUG	LOC4811791|XP_001352359.4|DPSE
OG0009237	LOC108110830|XP_017075556.1|DEUG	LOC26532178|XP_033235758.1|DPSE
OG0009238	LOC108114681|XP_017081259.1|DEUG	LOC4812493|XP_001352780.2|DPSE
OG0009239	LOC108108808|XP_017072481.1|DEUG	LOC4813955|XP_001354114.1|DPSE
OG0009241	LOC108110764|XP_017075468.1|DEUG	LOC4816278|XP_001356158.2|DPSE
OG0009245	LOC108105303|XP_017067286.1|DEUG	LOC4803180|XP_001359963.1|DPSE
OG0009247	LOC108117071|XP_017084733.1|DEUG	LOC4802076|XP_033232322.1|DPSE
OG0009248	LOC108102999|XP_017063805.1|DEUG	LOC4814740|XP_001354600.1|DPSE
OG0009249	LOC108111096|XP_017075925.1|DEUG	LOC6902579|XP_002133107.2|DPSE
OG0009251	LOC108102418|XP_017062879.1|DEUG	LOC6901177|XP_002133878.2|DPSE
OG0009252	LOC108105461|XP_017067550.1|DEUG	LOC6901151|XP_002134627.3|DPSE
OG0009253	LOC108103128|XP_017063985.1|DEUG	LOC4815163|XP_001354750.1|DPSE
OG0009254	LOC108105521|XP_017067636.1|DEUG	LOC6901398|XP_033239192.1|DPSE
OG0009255	LOC108104422|XP_017065966.1|DEUG	LOC4815152|XP_001354515.3|DPSE
OG0009256	LOC108109951|XP_017074253.1|DEUG	LOC6901048|XP_015042229.1|DPSE
OG0009257	LOC108103480|XP_017064474.1|DEUG	LOC4815614|XP_015041276.1|DPSE
OG0009258	LOC108110076|XP_017074453.1|DEUG	LOC6901921|XP_002133455.2|DPSE
OG0009259	LOC108103430|XP_017064389.1|DEUG	LOC4815086|XP_001354632.2|DPSE
OG0009260	LOC108102422|XP_017062888.1|DEUG	LOC6902274|XP_002133801.1|DPSE
OG0009261	LOC108105084|XP_017066997.1|DEUG	LOC4814709|XP_015041469.2|DPSE
OG0009262	LOC108103938|XP_017065185.1|DEUG	LOC4815492|XP_001355508.2|DPSE
OG0009263	LOC108103779|XP_017064899.1|DEUG	LOC4814763|XP_001355015.1|DPSE
OG0009264	LOC108103777|XP_017064894.1|DEUG	LOC6901621|XP_033239169.1|DPSE
OG0009265	LOC108103555|XP_017064570.1|DEUG	LOC4815213|XP_001355003.2|DPSE
OG0009266	LOC108108145|XP_017071567.1|DEUG	LOC4816587|XP_033236890.1|DPSE
OG0009267	LOC108113431|XP_017079482.1|DEUG	LOC4818125|XP_001357194.4|DPSE
OG0009268	LOC108104884|XP_017066706.1|DEUG	LOC4804360|XP_001360934.2|DPSE
OG0009269	LOC108105290|XP_017067269.1|DEUG	LOC4802237|XP_001359199.4|DPSE
OG0009270	LOC108112236|XP_017077546.1|DEUG	LOC6898296|XP_002138358.3|DPSE
OG0009271	LOC108105358|XP_017067363.1|DEUG	LOC4814775|XP_033240010.1|DPSE
OG0009272	LOC108113970|XP_017080175.1|DEUG	LOC4811855|XP_001353000.3|DPSE
OG0009273	LOC108110506|XP_017075075.1|DEUG	LOC4817476|XP_001356705.2|DPSE
OG0009274	LOC108107738|XP_017070885.1|DEUG	LOC4811963|XP_015043793.2|DPSE
OG0009275	LOC108105454|XP_017067541.1|DEUG	LOC4815399|XP_001354496.4|DPSE
OG0009276	LOC108112286|XP_017077597.1|DEUG	LOC4803357|XP_001360109.2|DPSE
OG0009277	LOC108118502|XP_017086729.1|DEUG	LOC4815454|XP_001355467.3|DPSE
OG0009278	LOC108118513|XP_017086743.1|DEUG	LOC6902086|XP_002133617.3|DPSE
OG0009279	LOC108106911|XP_017069651.1|DEUG	LOC6902347|XP_002133293.2|DPSE
OG0009280	LOC108110320|XP_017074826.1|DEUG	LOC4815746|XP_033237846.1|DPSE
OG0009281	LOC108110122|XP_017074517.1|DEUG	LOC4815985|XP_001355545.2|DPSE
OG0009282	LOC108106099|XP_017068452.1|DEUG	LOC4817960|XP_001357466.3|DPSE
OG0009284	LOC108108625|XP_017072214.1|DEUG	LOC4813549|XP_001353484.2|DPSE
OG0009285	LOC108102345|XP_017062682.1|DEUG	LOC4811805|XP_001352369.3|DPSE
OG0009286	LOC108107815|XP_017071035.1|DEUG	LOC4813244|XP_001353831.3|DPSE
OG0009287	LOC108114111|XP_017080363.1|DEUG	LOC4814031|XP_001354180.2|DPSE
OG0009288	LOC108103258|XP_017064159.1|DEUG	LOC4814993|XP_001354851.3|DPSE
OG0009289	LOC108102359|XP_017062748.1|DEUG	LOC26533860|XP_033237214.1|DPSE
OG0009290	LOC108106344|XP_017068813.1|DEUG	LOC4804736|XP_033233473.1|DPSE
OG0009291	LOC108102360|XP_017062749.1|DEUG	LOC117184341|XP_033237179.1|DPSE
OG0009292	LOC108103464|XP_017064448.1|DEUG	LOC4815384|XP_001354765.3|DPSE
OG0009293	LOC108103434|XP_017064392.1|DEUG	LOC4815171|XP_015041656.2|DPSE
OG0009294	LOC108112449|XP_017077784.1|DEUG	LOC4805686|XP_001362045.4|DPSE
OG0009295	LOC108110038|XP_017074378.1|DEUG	LOC6902257|XP_015041340.2|DPSE
OG0009296	LOC108113599|XP_017079741.1|DEUG	LOC4802222|XP_001359187.3|DPSE
OG0009297	LOC108113533|XP_017079615.1|DEUG	LOC4802219|XP_033241552.1|DPSE
OG0009298	LOC108111710|XP_017076749.1|DEUG	LOC4802619|XP_001359505.2|DPSE
OG0009299	LOC108117282|XP_017085125.1|DEUG	LOC4803076|XP_001359875.4|DPSE
OG0009300	LOC108117243|XP_017085074.1|DEUG	LOC6897909|XP_002138011.2|DPSE
OG0009301	LOC108116605|XP_017084054.1|DEUG	LOC4802418|XP_001359340.3|DPSE
OG0009302	LOC108115094|XP_017081832.1|DEUG, LOC108108588|XP_017072175.1|DEUG	LOC4802975|XP_001359785.3|DPSE
OG0009303	LOC108106928|XP_017069719.1|DEUG	LOC6897734|XP_002137840.3|DPSE
OG0009304	LOC108117059|XP_017084720.1|DEUG	LOC4803081|XP_001359880.3|DPSE
OG0009305	LOC108111475|XP_017076436.1|DEUG	LOC4802554|XP_001359452.3|DPSE
OG0009306	LOC108111845|XP_017076940.1|DEUG	LOC4814495|XP_015041464.1|DPSE
OG0009307	LOC108116424|XP_017083803.1|DEUG	LOC4803120|XP_015038299.2|DPSE
OG0009308	LOC108109625|XP_017073690.1|DEUG	LOC4802296|XP_001359241.3|DPSE
OG0009309	LOC108111495|XP_017076498.1|DEUG	LOC6897607|XP_002137752.2|DPSE
OG0009310	LOC108105306|XP_017067289.1|DEUG	LOC4803165|XP_001359951.2|DPSE
OG0009311	LOC108116275|XP_017083550.1|DEUG	LOC4802820|XP_003736832.1|DPSE
OG0009312	LOC108111458|XP_017076417.1|DEUG	LOC4802556|XP_001359454.3|DPSE
OG0009313	LOC108111505|XP_017076507.1|DEUG	LOC4802561|XP_003736762.1|DPSE
OG0009314	LOC108116368|XP_017083690.1|DEUG	LOC4802893|XP_033232463.1|DPSE
OG0009315	LOC108112912|XP_017078782.1|DEUG	LOC4802726|XP_001359590.2|DPSE
OG0009316	LOC108109503|XP_017073533.1|DEUG	LOC6897887|XP_002137989.2|DPSE
OG0009317	LOC108115770|XP_017082829.1|DEUG	LOC4801185|XP_015037068.2|DPSE
OG0009318	LOC108110193|XP_017074643.1|DEUG	LOC4802812|XP_001359655.2|DPSE
OG0009319	LOC108116412|XP_017083785.1|DEUG	LOC4802321|XP_001359261.1|DPSE
OG0009320	LOC108113559|XP_017079641.1|DEUG	LOC4802211|XP_001359179.1|DPSE
OG0009321	LOC108113551|XP_017079634.1|DEUG	LOC4802204|XP_001359172.1|DPSE
OG0009322	LOC108116179|XP_017083409.1|DEUG	LOC4802392|XP_001359319.3|DPSE
OG0009323	LOC108116117|XP_017083330.1|DEUG	LOC4802290|XP_001359236.3|DPSE
OG0009324	LOC108115074|XP_017081811.1|DEUG	LOC6897423|XP_002137575.1|DPSE
OG0009325	LOC108117319|XP_017085178.1|DEUG	LOC4802090|XP_001359077.2|DPSE
OG0009326	LOC108111659|XP_017076679.1|DEUG	LOC4801724|XP_001358769.2|DPSE
OG0009327	LOC108111349|XP_017076269.1|DEUG	LOC4800235|XP_001357629.2|DPSE
OG0009328	LOC108111299|XP_017076181.1|DEUG	LOC4800276|XP_001357616.2|DPSE
OG0009329	LOC108116613|XP_017084068.1|DEUG	LOC6897256|XP_033233137.1|DPSE
OG0009330	LOC108116979|XP_017084629.1|DEUG	LOC4801298|XP_001358417.3|DPSE
OG0009331	LOC108117065|XP_017084726.1|DEUG	LOC4801829|XP_001358862.2|DPSE
OG0009332	LOC108116868|XP_017084435.1|DEUG	LOC4801408|XP_001358508.2|DPSE
OG0009333	LOC108109562|XP_017073624.1|DEUG	LOC4800955|XP_001358137.2|DPSE
OG0009334	LOC108113496|XP_017079571.1|DEUG	LOC4800318|XP_001357590.3|DPSE
OG0009335	LOC108109531|XP_017073584.1|DEUG	LOC4801819|XP_001358852.3|DPSE
OG0009336	LOC108105216|XP_017067168.1|DEUG	LOC4800728|XP_001357948.3|DPSE
OG0009337	LOC108103783|XP_017064903.1|DEUG	LOC6901991|XP_033239575.1|DPSE
OG0009338	LOC108114934|XP_017081607.1|DEUG	LOC4802761|XP_001359622.3|DPSE
OG0009339	LOC108115041|XP_017081778.1|DEUG	LOC4802764|XP_001359625.3|DPSE
OG0009340	LOC108116959|XP_017084604.1|DEUG	LOC4801989|XP_001359000.3|DPSE
OG0009341	LOC108117261|XP_017085102.1|DEUG	LOC4801853|XP_001358884.2|DPSE
OG0009342	LOC108111723|XP_017076764.1|DEUG	LOC4800876|XP_001358073.2|DPSE
OG0009343	LOC108111823|XP_017076920.1|DEUG	LOC4800875|XP_001358072.3|DPSE
OG0009344	LOC108109411|XP_017073398.1|DEUG	LOC4800967|XP_001358149.3|DPSE
OG0009345	LOC108115799|XP_017082875.1|DEUG	LOC4800656|XP_001357889.3|DPSE
OG0009346	LOC108115776|XP_017082837.1|DEUG	LOC4801175|XP_001358310.4|DPSE
OG0009347	LOC108113532|XP_017079614.1|DEUG	LOC5687544|XP_001358433.2|DPSE
OG0009348	LOC108115694|XP_017082752.1|DEUG	LOC6897329|XP_002137481.3|DPSE
