Orthogroup	DEUG.longest_only	SLEB.longest_only
OG0007387	LOC108115193|XP_017082002.1|DEUG	LOC115629285|XP_030381585.1|SLEB
OG0007388	LOC108115204|XP_017082020.1|DEUG	LOC115629302|XP_030381609.1|SLEB
OG0007389	LOC108114841|XP_017081475.1|DEUG	LOC115629079|XP_030381255.1|SLEB
OG0007390	LOC108103634|XP_017064672.1|DEUG	LOC115630230|XP_030382643.1|SLEB
OG0007391	LOC108113759|XP_017079944.1|DEUG	LOC115623716|XP_030374057.1|SLEB
OG0007392	LOC108105444|XP_017067517.1|DEUG	LOC115629669|XP_030382046.1|SLEB
OG0007393	LOC108116662|XP_017084142.1|DEUG	LOC115625601|XP_030376592.1|SLEB
OG0007394	LOC108104372|XP_017065874.1|DEUG	LOC115627170|XP_030378620.1|SLEB
OG0007395	LOC108109670|XP_017073737.1|DEUG	LOC115627489|XP_030379034.1|SLEB
OG0007396	LOC108115309|XP_017082200.1|DEUG	LOC115625595|XP_030376575.1|SLEB
OG0007397	LOC108111152|XP_017076010.1|DEUG	LOC115630464|XP_030382892.1|SLEB
OG0007398	LOC108112801|XP_017078576.1|DEUG	LOC115627806|XP_030379499.1|SLEB
OG0007399	LOC108116751|XP_017084262.1|DEUG	LOC115627316|XP_030378820.1|SLEB
OG0007400	LOC108104367|XP_017065867.1|DEUG	LOC115627294|XP_030378786.1|SLEB
OG0007401	LOC108109685|XP_017073772.1|DEUG	LOC115628770|XP_030380845.1|SLEB
OG0007402	LOC108117187|XP_017084969.1|DEUG	LOC115624338|XP_030374850.1|SLEB
OG0007403	LOC108117204|XP_017085008.1|DEUG	LOC115624352|XP_030374870.1|SLEB
OG0007404	LOC108117158|XP_017084911.1|DEUG	LOC115624379|XP_030374942.1|SLEB
OG0007405	LOC108113751|XP_017079935.1|DEUG	LOC115624361|XP_030374880.1|SLEB
OG0007406	LOC108115163|XP_017081966.1|DEUG	LOC115623344|XP_030373482.1|SLEB
OG0007407	LOC108102492|XP_017062996.1|DEUG	LOC115626269|XP_030377443.1|SLEB
OG0007408	LOC108108518|XP_017072076.1|DEUG	LOC115630984|XP_030383430.1|SLEB
OG0007409	LOC108102628|XP_017063230.1|DEUG	LOC115630430|XP_030382846.1|SLEB
OG0007410	LOC108102916|XP_017063656.1|DEUG	LOC115627885|XP_030379631.1|SLEB
OG0007411	LOC108103300|XP_017064211.1|DEUG	LOC115629946|XP_030382415.1|SLEB
OG0007412	LOC108117722|XP_017085770.1|DEUG	LOC115626718|XP_030378022.1|SLEB
OG0007413	LOC108104805|XP_017066576.1|DEUG	LOC115631224|XP_030383795.1|SLEB
OG0007414	LOC108105460|XP_017067549.1|DEUG	LOC115627018|XP_030378403.1|SLEB
OG0007415	LOC108103940|XP_017065187.1|DEUG	LOC115626995|XP_030378369.1|SLEB
OG0007416	LOC108103830|XP_017065005.1|DEUG	LOC115629907|XP_030382372.1|SLEB
OG0007417	LOC108110318|XP_017074821.1|DEUG	LOC115629283|XP_030381576.1|SLEB
OG0007418	LOC108112573|XP_017078079.1|DEUG	LOC115628854|XP_030380968.1|SLEB
OG0007419	LOC108111674|XP_017076699.1|DEUG	LOC115621926|XP_030371630.1|SLEB
OG0007420	LOC108112548|XP_017077973.1|DEUG	LOC115625481|XP_030376393.1|SLEB
OG0007421	LOC108102450|XP_017062942.1|DEUG	LOC115629703|XP_030382083.1|SLEB
OG0007422	LOC108105527|XP_017067645.1|DEUG	LOC115626834|XP_030378174.1|SLEB
OG0007423	LOC108105047|XP_017066941.1|DEUG	LOC115629533|XP_030381872.1|SLEB
OG0007424	LOC108114306|XP_017080699.1|DEUG	LOC115622338|XP_030372109.1|SLEB
OG0007425	LOC108108783|XP_017072444.1|DEUG	LOC115630566|XP_030383045.1|SLEB
OG0007426	LOC108118076|XP_017086107.1|DEUG	LOC115627251|XP_030378737.1|SLEB
OG0007427	LOC108105365|XP_017067380.1|DEUG	LOC115627173|XP_030378629.1|SLEB
OG0007428	LOC108105343|XP_017067329.1|DEUG	LOC115629903|XP_030382365.1|SLEB
OG0007429	LOC108109173|XP_017073087.1|DEUG	LOC115624871|XP_030375575.1|SLEB
OG0007430	LOC108104620|XP_017066282.1|DEUG	LOC115632863|XP_030385987.1|SLEB
OG0007431	LOC108102671|XP_017063301.1|DEUG	LOC115630578|XP_030383055.1|SLEB
OG0007432	LOC108116790|XP_017084328.1|DEUG	LOC115632630|XP_030385720.1|SLEB
OG0007433	LOC108117412|XP_017085309.1|DEUG	LOC115626758|XP_030378074.1|SLEB
OG0007434	LOC108114296|XP_017080687.1|DEUG	LOC115622326|XP_030372095.1|SLEB
OG0007435	LOC108114542|XP_017081074.1|DEUG	LOC115622231|XP_030371988.1|SLEB
OG0007436	LOC108114628|XP_017081184.1|DEUG	LOC115626349|XP_030377561.1|SLEB
OG0007437	LOC108105997|XP_017068324.1|DEUG	LOC115622594|XP_030372451.1|SLEB
OG0007438	LOC108114334|XP_017080747.1|DEUG	LOC115624960|XP_030375675.1|SLEB
OG0007439	LOC108117123|XP_017084843.1|DEUG	LOC115627765|XP_030379419.1|SLEB
OG0007440	LOC108102409|XP_017062859.1|DEUG	LOC115628941|XP_030381074.1|SLEB
OG0007441	LOC108113118|XP_017079107.1|DEUG	LOC115634484|XP_030388080.1|SLEB
OG0007442	LOC108105293|XP_017067274.1|DEUG	LOC115623398|XP_030373567.1|SLEB
OG0007443	LOC108109139|XP_017073025.1|DEUG	LOC115633375|XP_030386679.1|SLEB, LOC115621180|XP_030370608.1|SLEB
OG0007444	LOC108106498|XP_017069080.1|DEUG	LOC115625868|XP_030376942.1|SLEB
OG0007445	LOC108106497|XP_017069078.1|DEUG	LOC115625859|XP_030376931.1|SLEB
OG0007446	LOC108105687|XP_017067885.1|DEUG	LOC115631516|XP_030384146.1|SLEB
OG0007447	LOC108105714|XP_017067918.1|DEUG	LOC115631974|XP_030384736.1|SLEB
OG0007448	LOC108112770|XP_017078522.1|DEUG	LOC115622985|XP_030372998.1|SLEB
OG0007449	LOC108113994|XP_017080228.1|DEUG	LOC115622984|XP_030372997.1|SLEB
OG0007450	LOC108115497|XP_017082472.1|DEUG	LOC115622180|XP_030371928.1|SLEB
OG0007451	LOC108117351|XP_017085215.1|DEUG	LOC115633994|XP_030387376.1|SLEB
OG0007452	LOC108117341|XP_017085204.1|DEUG	LOC115623339|XP_030373475.1|SLEB
OG0007453	LOC108114646|XP_017081206.1|DEUG	LOC115622152|XP_030371881.1|SLEB
OG0007454	LOC108118208|XP_017086264.1|DEUG	LOC115622552|XP_030372380.1|SLEB
OG0007455	LOC108109237|XP_017073199.1|DEUG	LOC115620074|XP_030369096.1|SLEB
OG0007456	LOC108117405|XP_017085304.1|DEUG	LOC115627041|XP_030378435.1|SLEB
OG0007457	LOC108102838|XP_017063520.1|DEUG	LOC115624664|XP_030375312.1|SLEB
OG0007458	LOC108115299|XP_017082187.1|DEUG	LOC115626318|XP_030377517.1|SLEB
OG0007459	LOC108115609|XP_017082630.1|DEUG	LOC115620958|XP_030370337.1|SLEB
OG0007460	LOC108112684|XP_017078365.1|DEUG	LOC115632338|XP_030385307.1|SLEB
OG0007461	LOC108114484|XP_017080991.1|DEUG	LOC115622999|XP_030373019.1|SLEB
OG0007462	LOC108108223|XP_017071680.1|DEUG	LOC115623005|XP_030373035.1|SLEB
OG0007463	LOC108107591|XP_017070643.1|DEUG	LOC115623002|XP_030373026.1|SLEB
OG0007464	LOC108114330|XP_017080744.1|DEUG	LOC115623000|XP_030373023.1|SLEB
OG0007465	LOC108113870|XP_017080073.1|DEUG	LOC115624676|XP_030375334.1|SLEB
OG0007466	LOC108106339|XP_017068805.1|DEUG	LOC115624546|XP_030375132.1|SLEB
OG0007467	LOC108114916|XP_017081592.1|DEUG	LOC115624609|XP_030375219.1|SLEB
OG0007468	LOC108112615|XP_017078195.1|DEUG	LOC115626896|XP_030378268.1|SLEB
OG0007469	LOC108108637|XP_017072227.1|DEUG	LOC115622319|XP_030372085.1|SLEB
OG0007470	LOC108107125|XP_017070007.1|DEUG	LOC115625889|XP_030376975.1|SLEB
OG0007471	LOC108112945|XP_017078833.1|DEUG	LOC115634338|XP_030387854.1|SLEB
OG0007472	LOC108102965|XP_017063754.1|DEUG	LOC115627204|XP_030378682.1|SLEB
OG0007473	LOC108113939|XP_017080136.1|DEUG	LOC115628174|XP_030380021.1|SLEB
OG0007474	LOC108112771|XP_017078524.1|DEUG	LOC115633642|XP_030386943.1|SLEB
OG0007475	LOC108114457|XP_017080947.1|DEUG	LOC115622712|XP_030372603.1|SLEB
OG0007476	LOC108103932|XP_017065177.1|DEUG	LOC115627892|XP_030379644.1|SLEB
OG0007477	LOC108103890|XP_017065109.1|DEUG	LOC115627891|XP_030379638.1|SLEB
OG0007478	LOC108111063|XP_017075881.1|DEUG	LOC115631107|XP_030383626.1|SLEB
OG0007479	LOC108104388|XP_017065914.1|DEUG	LOC115628686|XP_030380720.1|SLEB
OG0007480	LOC108116436|XP_017083825.1|DEUG	LOC115624172|XP_030374628.1|SLEB
OG0007481	LOC108107576|XP_017070626.1|DEUG	LOC115628301|XP_030380209.1|SLEB
OG0007482	LOC108106108|XP_017068474.1|DEUG	LOC115631560|XP_030384211.1|SLEB
OG0007483	LOC108104790|XP_017066539.1|DEUG	LOC115620067|XP_030369078.1|SLEB
OG0007484	LOC108103924|XP_017065165.1|DEUG	LOC115626869|XP_030378236.1|SLEB
OG0007485	LOC108102425|XP_017062892.1|DEUG	LOC115627566|XP_030379149.1|SLEB
OG0007486	LOC108105085|XP_017067003.1|DEUG	LOC115627268|XP_030378756.1|SLEB
OG0007487	LOC108102381|XP_017062803.1|DEUG	LOC115627781|XP_030379450.1|SLEB
OG0007488	LOC108114582|XP_017081126.1|DEUG	LOC115628153|XP_030379987.1|SLEB
OG0007489	LOC108108333|XP_017071851.1|DEUG	LOC115624347|XP_030374859.1|SLEB
OG0007490	LOC108110088|XP_017074470.1|DEUG	LOC115620963|XP_030370344.1|SLEB
OG0007491	LOC108109738|XP_017073879.1|DEUG	LOC115633362|XP_030386663.1|SLEB
OG0007492	LOC108113131|XP_017079124.1|DEUG	LOC115629403|XP_030381721.1|SLEB
OG0007493	LOC108104941|XP_017066793.1|DEUG	LOC115629114|XP_030381303.1|SLEB
OG0007494	LOC108110802|XP_017075522.1|DEUG	LOC115630499|XP_030382949.1|SLEB
OG0007495	LOC108106046|XP_017068388.1|DEUG	LOC115628753|XP_030380822.1|SLEB
OG0007496	LOC108107566|XP_017070615.1|DEUG	LOC115623165|XP_030373239.1|SLEB
OG0007497	LOC108114575|XP_017081116.1|DEUG	LOC115622937|XP_030372927.1|SLEB
OG0007498	LOC108106003|XP_017068329.1|DEUG	LOC115622398|XP_030372186.1|SLEB
OG0007499	LOC108108757|XP_017072407.1|DEUG	LOC115629399|XP_030381714.1|SLEB
OG0007500	LOC108108758|XP_017072408.1|DEUG	LOC115624606|XP_030375214.1|SLEB
OG0007501	LOC108116758|XP_017084266.1|DEUG	LOC115632469|XP_030385495.1|SLEB
OG0007502	LOC108116989|XP_017084643.1|DEUG	LOC115624659|XP_030375299.1|SLEB
OG0007503	LOC108102672|XP_017063302.1|DEUG	LOC115630648|XP_030383148.1|SLEB
OG0007504	LOC108114505|XP_017081013.1|DEUG	LOC115626359|XP_030377572.1|SLEB
OG0007505	LOC108104283|XP_017065742.1|DEUG	LOC115624638|XP_030375263.1|SLEB
OG0007506	LOC108104303|XP_017065767.1|DEUG	LOC115624721|XP_030375402.1|SLEB
OG0007507	LOC108104110|XP_017065499.1|DEUG	LOC115631266|XP_030383838.1|SLEB
OG0007508	LOC108110788|XP_017075497.1|DEUG	LOC115631743|XP_030384442.1|SLEB
OG0007509	LOC108110984|XP_017075781.1|DEUG	LOC115625726|XP_030376736.1|SLEB
OG0007510	LOC108104563|XP_017066195.1|DEUG	LOC115622002|XP_030371720.1|SLEB
OG0007511	LOC108110887|XP_017075633.1|DEUG	LOC115626162|XP_030377297.1|SLEB
OG0007512	LOC108117126|XP_017084847.1|DEUG	LOC115623832|XP_030374237.1|SLEB
OG0007513	LOC108111172|XP_017076040.1|DEUG	LOC115631122|XP_030383648.1|SLEB
OG0007514	LOC108113841|XP_017080044.1|DEUG	LOC115628297|XP_030380205.1|SLEB
OG0007515	LOC108106856|XP_017069588.1|DEUG	LOC115631710|XP_030384397.1|SLEB
OG0007516	LOC108115493|XP_017082467.1|DEUG	LOC115628597|XP_030380641.1|SLEB
OG0007517	LOC108114532|XP_017081058.1|DEUG	LOC115628189|XP_030380041.1|SLEB
OG0007518	LOC108107397|XP_017070406.1|DEUG	LOC115624751|XP_030375441.1|SLEB
OG0007519	LOC108109222|XP_017073179.1|DEUG	LOC115620046|XP_030369026.1|SLEB
OG0007520	LOC108110021|XP_017074353.1|DEUG	LOC115627135|XP_030378567.1|SLEB
OG0007521	LOC108103998|XP_017065276.1|DEUG	LOC115627117|XP_030378543.1|SLEB
OG0007522	LOC108105011|XP_017066881.1|DEUG	LOC115631767|XP_030384463.1|SLEB, LOC115627176|XP_030378635.1|SLEB
OG0007523	LOC108106707|XP_017069427.1|DEUG	LOC115624713|XP_030375396.1|SLEB
OG0007524	LOC108102629|XP_017063231.1|DEUG	LOC115630432|XP_030382847.1|SLEB
OG0007525	LOC108105888|XP_017068160.1|DEUG	LOC115625857|XP_030376926.1|SLEB
OG0007526	LOC108105555|XP_017067684.1|DEUG	LOC115621792|XP_030371423.1|SLEB
OG0007527	LOC108114620|XP_017081175.1|DEUG	LOC115632289|XP_030385242.1|SLEB
OG0007528	LOC108110345|XP_017074864.1|DEUG	LOC115624874|XP_030375579.1|SLEB
OG0007529	LOC108106806|XP_017069542.1|DEUG	LOC115634168|XP_030387616.1|SLEB
OG0007530	LOC108113771|XP_017079958.1|DEUG	LOC115630041|XP_030382534.1|SLEB
OG0007531	LOC108111619|XP_017076639.1|DEUG	LOC115624877|XP_030375582.1|SLEB
OG0007532	LOC108107470|XP_017070506.1|DEUG	LOC115631568|XP_030384259.1|SLEB
OG0007533	LOC108108711|XP_017072331.1|DEUG	LOC115633862|XP_030387214.1|SLEB
OG0007534	LOC108106020|XP_017068359.1|DEUG	LOC115622133|XP_030371850.1|SLEB
OG0007535	LOC108113842|XP_017080041.1|DEUG	LOC115623152|XP_030373222.1|SLEB
OG0007536	LOC108116397|XP_017083756.1|DEUG	LOC115625177|XP_030376001.1|SLEB
OG0007537	LOC108105974|XP_017068269.1|DEUG	LOC115622147|XP_030371873.1|SLEB
OG0007538	LOC108105983|XP_017068301.1|DEUG	LOC115622796|XP_030372721.1|SLEB
OG0007539	LOC108103517|XP_017064517.1|DEUG	LOC115630484|XP_030382925.1|SLEB
OG0007540	LOC108105209|XP_017067152.1|DEUG	LOC115620906|XP_030370259.1|SLEB
OG0007541	LOC108106727|XP_017069452.1|DEUG	LOC115627704|XP_030379311.1|SLEB
OG0007542	LOC108111992|XP_017077211.1|DEUG	LOC115626441|XP_030377678.1|SLEB
OG0007543	LOC108108791|XP_017072459.1|DEUG	LOC115627718|XP_030379322.1|SLEB
OG0007544	LOC108107804|XP_017071022.1|DEUG	LOC115623222|XP_030373321.1|SLEB
OG0007545	LOC108114865|XP_017081508.1|DEUG	LOC115626004|XP_030377112.1|SLEB
OG0007546	LOC108113613|XP_017079762.1|DEUG	LOC115625511|XP_030376435.1|SLEB
OG0007547	LOC108112666|XP_017078292.1|DEUG	LOC115633944|XP_030387321.1|SLEB
OG0007548	LOC108102820|XP_017063491.1|DEUG	LOC115632482|XP_030385516.1|SLEB
OG0007549	LOC108108684|XP_017072276.1|DEUG	LOC115631681|XP_030384356.1|SLEB
OG0007550	LOC108104011|XP_017065326.1|DEUG	LOC115623185|XP_030373267.1|SLEB
OG0007551	LOC108109166|XP_017073078.1|DEUG	LOC115634416|XP_030387980.1|SLEB
OG0007552	LOC108110491|XP_017075058.1|DEUG	LOC115631960|XP_030384685.1|SLEB
OG0007553	LOC108110544|XP_017075122.1|DEUG	LOC115631457|XP_030384065.1|SLEB
OG0007554	LOC108114450|XP_017080939.1|DEUG	LOC115622691|XP_030372576.1|SLEB
OG0007555	LOC108112471|XP_017077816.1|DEUG	LOC115625082|XP_030375837.1|SLEB
OG0007556	LOC108107492|XP_017070528.1|DEUG	LOC115624711|XP_030375393.1|SLEB
OG0007557	LOC108107396|XP_017070404.1|DEUG	LOC115624529|XP_030375110.1|SLEB
OG0007558	LOC108106492|XP_017069061.1|DEUG	LOC115632528|XP_030385588.1|SLEB
OG0007559	LOC108111157|XP_017076016.1|DEUG	LOC115625955|XP_030377054.1|SLEB
OG0007560	LOC108114525|XP_017081045.1|DEUG	LOC115627335|XP_030378878.1|SLEB
OG0007561	LOC108108609|XP_017072196.1|DEUG	LOC115633701|XP_030387020.1|SLEB
OG0007562	LOC108114378|XP_017080820.1|DEUG	LOC115623224|XP_030373326.1|SLEB
OG0007563	LOC108108634|XP_017072224.1|DEUG	LOC115633117|XP_030386366.1|SLEB
OG0007564	LOC108114572|XP_017081112.1|DEUG	LOC115634080|XP_030387494.1|SLEB
OG0007565	LOC108113746|XP_017079928.1|DEUG	LOC115630050|XP_030382541.1|SLEB
OG0007566	LOC108106470|XP_017069032.1|DEUG	LOC115628159|XP_030379989.1|SLEB
OG0007567	LOC108116016|XP_017083190.1|DEUG	LOC115620524|XP_030369650.1|SLEB
OG0007568	LOC108111966|XP_017077160.1|DEUG	LOC115624578|XP_030375173.1|SLEB
OG0007569	LOC108109195|XP_017073117.1|DEUG	LOC115631003|XP_030383465.1|SLEB
OG0007570	LOC108111964|XP_017077156.1|DEUG	LOC115624577|XP_030375171.1|SLEB
OG0007571	LOC108111965|XP_017077157.1|DEUG	LOC115624600|XP_030375201.1|SLEB
OG0007572	LOC108115496|XP_017082471.1|DEUG	LOC115629019|XP_030381179.1|SLEB
OG0007573	LOC108113047|XP_017078966.1|DEUG	LOC115633880|XP_030387244.1|SLEB
OG0007574	LOC108107357|XP_017070346.1|DEUG	LOC115626457|XP_030377702.1|SLEB
OG0007575	LOC108112937|XP_017078819.1|DEUG	LOC115624594|XP_030375193.1|SLEB
OG0007576	LOC108117593|XP_017085586.1|DEUG	LOC115627198|XP_030378672.1|SLEB
OG0007577	LOC108117159|XP_017084921.1|DEUG	LOC115626671|XP_030377957.1|SLEB
OG0007578	LOC108117527|XP_017085658.1|DEUG	LOC115631617|XP_030384282.1|SLEB
OG0007579	LOC108104588|XP_017066240.1|DEUG	LOC115620807|XP_030370092.1|SLEB
OG0007580	LOC108118206|XP_017086262.1|DEUG	LOC115622256|XP_030372016.1|SLEB
OG0007581	LOC108118443|XP_017086640.1|DEUG	LOC115631140|XP_030383670.1|SLEB
OG0007582	LOC108113769|XP_017079956.1|DEUG	LOC115623592|XP_030373852.1|SLEB
OG0007583	LOC108113201|XP_017079221.1|DEUG	LOC115627603|XP_030379185.1|SLEB
OG0007584	LOC108105027|XP_017066913.1|DEUG	LOC115629289|XP_030381589.1|SLEB
OG0007585	LOC108108152|XP_017071571.1|DEUG	LOC115623001|XP_030373025.1|SLEB
OG0007586	LOC108105869|XP_017068134.1|DEUG	LOC115621360|XP_030370844.1|SLEB
OG0007587	LOC108109094|XP_017072965.1|DEUG	LOC115624705|XP_030375380.1|SLEB
OG0007588	LOC108115189|XP_017081998.1|DEUG	LOC115630415|XP_030382809.1|SLEB
OG0007589	LOC108103461|XP_017064444.1|DEUG	LOC115626761|XP_030378078.1|SLEB
OG0007590	LOC108105934|XP_017068205.1|DEUG	LOC115633122|XP_030386372.1|SLEB
OG0007591	LOC108104817|XP_017066590.1|DEUG	LOC115634439|XP_030388006.1|SLEB
OG0007592	LOC108112873|XP_017078692.1|DEUG	LOC115630287|XP_030382686.1|SLEB
OG0007593	LOC108103357|XP_017064292.1|DEUG	LOC115627121|XP_030378551.1|SLEB
OG0007594	LOC108104798|XP_017066558.1|DEUG	LOC115625775|XP_030376808.1|SLEB
OG0007595	LOC108109296|XP_017073279.1|DEUG	LOC115632499|XP_030385542.1|SLEB
OG0007596	LOC108109811|XP_017074024.1|DEUG	LOC115622951|XP_030372946.1|SLEB
OG0007597	LOC108108633|XP_017072223.1|DEUG	LOC115625423|XP_030376326.1|SLEB
OG0007598	LOC108113068|XP_017078998.1|DEUG	LOC115633808|XP_030387153.1|SLEB
OG0007599	LOC108113869|XP_017080071.1|DEUG	LOC115624671|XP_030375332.1|SLEB
OG0007600	LOC108108557|XP_017072127.1|DEUG	LOC115621040|XP_030370425.1|SLEB
OG0007601	LOC108118188|XP_017086236.1|DEUG	LOC115624692|XP_030375362.1|SLEB
OG0007602	LOC108108798|XP_017072467.1|DEUG	LOC115624740|XP_030375427.1|SLEB
OG0007603	LOC108108796|XP_017072463.1|DEUG	LOC115624786|XP_030375478.1|SLEB
OG0007604	LOC108104698|XP_017066398.1|DEUG	LOC115632600|XP_030385685.1|SLEB
OG0007605	LOC108108706|XP_017072300.1|DEUG	LOC115623150|XP_030373220.1|SLEB
OG0007606	LOC108114390|XP_017080846.1|DEUG	LOC115623286|XP_030373429.1|SLEB
OG0007607	LOC108113585|XP_017079717.1|DEUG	LOC115620527|XP_030369656.1|SLEB
OG0007608	LOC108114201|XP_017080508.1|DEUG	LOC115634378|XP_030387922.1|SLEB
OG0007609	LOC108102967|XP_017063757.1|DEUG	LOC115627226|XP_030378709.1|SLEB
OG0007610	LOC108104877|XP_017066693.1|DEUG	LOC115629227|XP_030381502.1|SLEB
OG0007611	LOC108102321|XP_017062586.1|DEUG	LOC115627862|XP_030379585.1|SLEB
OG0007612	LOC108104845|XP_017066649.1|DEUG	LOC115634743|XP_030388495.1|SLEB
OG0007613	LOC108109095|XP_017072967.1|DEUG	LOC115633376|XP_030386683.1|SLEB
OG0007614	LOC108107740|XP_017070888.1|DEUG	LOC115632427|XP_030385428.1|SLEB
OG0007615	LOC108117357|XP_017085225.1|DEUG	LOC115633032|XP_030386236.1|SLEB
OG0007616	LOC108116015|XP_017083189.1|DEUG	LOC115620666|XP_030369880.1|SLEB
OG0007617	LOC108118220|XP_017086285.1|DEUG	LOC115630373|XP_030382768.1|SLEB
OG0007618	LOC108105925|XP_017068195.1|DEUG	LOC115622296|XP_030372059.1|SLEB
OG0007619	LOC108104014|XP_017065331.1|DEUG	LOC115622541|XP_030372367.1|SLEB
OG0007620	LOC108105991|XP_017068314.1|DEUG	LOC115623197|XP_030373281.1|SLEB
OG0007621	LOC108104612|XP_017066276.1|DEUG	LOC115632800|XP_030385915.1|SLEB
OG0007622	LOC108108489|XP_017072033.1|DEUG	LOC115623219|XP_030373318.1|SLEB
OG0007623	LOC108114356|XP_017080787.1|DEUG	LOC115623248|XP_030373371.1|SLEB
OG0007624	LOC108113958|XP_017080160.1|DEUG	LOC115633758|XP_030387093.1|SLEB
OG0007625	LOC108114458|XP_017080949.1|DEUG	LOC115622121|XP_030371829.1|SLEB
OG0007626	LOC108102866|XP_017063561.1|DEUG	LOC115632530|XP_030385586.1|SLEB
OG0007627	LOC108102831|XP_017063510.1|DEUG	LOC115632529|XP_030385585.1|SLEB
OG0007628	LOC108118553|XP_017086794.1|DEUG	LOC115627977|XP_030379733.1|SLEB
OG0007629	LOC108109828|XP_017074053.1|DEUG	LOC115622881|XP_030372834.1|SLEB
OG0007630	LOC108117077|XP_017084739.1|DEUG	LOC115623811|XP_030374215.1|SLEB
OG0007631	LOC108115880|XP_017083009.1|DEUG	LOC115620496|XP_030369607.1|SLEB
OG0007632	LOC108104701|XP_017066405.1|DEUG	LOC115624556|XP_030375144.1|SLEB
OG0007633	LOC108105670|XP_017067859.1|DEUG	LOC115631881|XP_030384590.1|SLEB
OG0007634	LOC108111447|XP_017076405.1|DEUG	LOC115632045|XP_030384876.1|SLEB, LOC115620715|XP_030369952.1|SLEB
OG0007635	LOC108105870|XP_017068135.1|DEUG	LOC115626039|XP_030377150.1|SLEB
OG0007636	LOC108108537|XP_017072099.1|DEUG	LOC115633812|XP_030387156.1|SLEB
OG0007637	LOC108118275|XP_017086361.1|DEUG	LOC115632671|XP_030385765.1|SLEB
OG0007638	LOC108102435|XP_017062901.1|DEUG	LOC115631948|XP_030384665.1|SLEB
OG0007639	LOC108105082|XP_017066994.1|DEUG	LOC115623446|XP_030373656.1|SLEB
OG0007640	LOC108104801|XP_017066563.1|DEUG	LOC115631215|XP_030383783.1|SLEB
OG0007641	LOC108109494|XP_017073520.1|DEUG	LOC115624475|XP_030375038.1|SLEB, LOC115624162|XP_030374619.1|SLEB
OG0007642	LOC108106509|XP_017069092.1|DEUG	LOC115634440|XP_030388009.1|SLEB
OG0007643	LOC108110677|XP_017075291.1|DEUG, LOC108116438|XP_017083833.1|DEUG	LOC115623774|XP_030374170.1|SLEB
OG0007644	LOC108109381|XP_017073363.1|DEUG	LOC115620413|XP_030369496.1|SLEB
OG0007645	LOC108116509|XP_017083934.1|DEUG, LOC108116290|XP_017083567.1|DEUG, LOC108116256|XP_017083534.1|DEUG, LOC108116257|XP_017083535.1|DEUG	LOC115623507|XP_030373747.1|SLEB, LOC115623505|XP_030373743.1|SLEB, LOC115623962|XP_030374389.1|SLEB, LOC115623506|XP_030373744.1|SLEB
OG0007646	LOC108104150|XP_017065539.1|DEUG	LOC115630590|XP_030383069.1|SLEB
OG0007647	LOC108114842|XP_017081477.1|DEUG	LOC115629073|XP_030381249.1|SLEB
OG0007648	LOC108109276|XP_017073257.1|DEUG	LOC115627600|XP_030379187.1|SLEB
OG0007649	LOC108114621|XP_017081176.1|DEUG	LOC115632434|XP_030385437.1|SLEB, LOC115632770|XP_030385878.1|SLEB, LOC115632748|XP_030385856.1|SLEB
OG0007650	LOC108108881|XP_017072588.1|DEUG	LOC115620199|XP_030369192.1|SLEB, LOC115620202|XP_030369197.1|SLEB
OG0007651	LOC108103837|XP_017065015.1|DEUG	LOC115629259|XP_030381540.1|SLEB
OG0007652	LOC108104490|XP_017066092.1|DEUG	LOC115625798|XP_030376839.1|SLEB
OG0007653	LOC108114559|XP_017081098.1|DEUG	LOC115620883|XP_030370221.1|SLEB
OG0007654	LOC108107648|XP_017070722.1|DEUG	LOC115622992|XP_030373012.1|SLEB
OG0007655	LOC108111922|XP_017077053.1|DEUG	LOC115627159|XP_030378644.1|SLEB
OG0007656	LOC108110259|XP_017074736.1|DEUG	LOC115624306|XP_030374788.1|SLEB
OG0007658	LOC108111970|XP_017077165.1|DEUG, LOC108111969|XP_017077163.1|DEUG	LOC115623099|XP_030373165.1|SLEB, LOC115623098|XP_030373164.1|SLEB
OG0007659	LOC108104879|XP_017066695.1|DEUG	LOC115634455|XP_030388037.1|SLEB, LOC115634267|XP_030387756.1|SLEB, LOC115634458|XP_030388043.1|SLEB
OG0007660	LOC108116265|XP_017083544.1|DEUG	LOC115623983|XP_030374414.1|SLEB
OG0007664	LOC108111650|XP_017076670.1|DEUG	LOC115620215|XP_030369213.1|SLEB
OG0007665	LOC108104317|XP_017065790.1|DEUG	LOC115633285|XP_030386554.1|SLEB
OG0007667	LOC108112638|XP_017078242.1|DEUG	LOC115626933|XP_030378302.1|SLEB
OG0007668	LOC108106138|XP_017068519.1|DEUG	LOC115625983|XP_030377089.1|SLEB
OG0007669	LOC108102403|XP_017062838.1|DEUG	LOC115628820|XP_030380908.1|SLEB
OG0007670	LOC108102402|XP_017062837.1|DEUG	LOC115628819|XP_030380907.1|SLEB
OG0007671	LOC108118087|XP_017086123.1|DEUG	LOC115630193|XP_030382620.1|SLEB
OG0007672	LOC108118521|XP_017086756.1|DEUG	LOC115627817|XP_030379507.1|SLEB
OG0007673	LOC108115808|XP_017082886.1|DEUG	LOC115621091|XP_030370485.1|SLEB
OG0007674	LOC108118350|XP_017086481.1|DEUG	LOC115627552|XP_030379129.1|SLEB
