Orthogroup	DEUG.longest_only	ASTE.longest_only
OG0007854	LOC108116687|XP_017084189.1|DEUG	LOC118503375|XP_035892468.1|ASTE
OG0007855	LOC108108367|XP_017071903.1|DEUG	LOC118504386|XP_035894687.1|ASTE
OG0007856	LOC108116693|XP_017084196.1|DEUG	LOC118504395|XP_035894694.1|ASTE
OG0007857	LOC108116672|XP_017084158.1|DEUG	LOC118505243|XP_035896686.1|ASTE, LOC118517171|XP_035918966.1|ASTE
OG0007858	LOC108106104|XP_017068467.1|DEUG	LOC118503274|XP_035892240.1|ASTE
OG0007859	LOC108103134|XP_017063993.1|DEUG	LOC118503190|XP_035892064.1|ASTE
OG0007860	LOC108116420|XP_017083796.1|DEUG	LOC118503373|XP_035892463.1|ASTE
OG0007861	LOC108116301|XP_017083579.1|DEUG	LOC118506945|XP_035900655.1|ASTE
OG0007863	LOC108118407|XP_017086571.1|DEUG	LOC118502752|XP_035891211.1|ASTE
OG0007864	LOC108109526|XP_017073575.1|DEUG	LOC118505032|XP_035896147.1|ASTE
OG0007865	LOC108114432|XP_017080912.1|DEUG	LOC118505081|XP_035896263.1|ASTE
OG0007866	LOC108117067|XP_017084729.1|DEUG	LOC118504423|XP_035894753.1|ASTE
OG0007867	LOC108115698|XP_017082757.1|DEUG	LOC118503275|XP_035892242.1|ASTE
OG0007868	LOC108113699|XP_017079864.1|DEUG	LOC118502862|XP_035891463.1|ASTE
OG0007869	LOC108103207|XP_017064086.1|DEUG	LOC118513436|XP_035915066.1|ASTE
OG0007870	LOC108114147|XP_017080421.1|DEUG	LOC118511493|XP_035910544.1|ASTE
OG0007871	LOC108110097|XP_017074481.1|DEUG	LOC118513128|XP_035914438.1|ASTE
OG0007872	LOC108102737|XP_017063374.1|DEUG	LOC118511492|XP_035910536.1|ASTE
OG0007873	LOC108102746|XP_017063386.1|DEUG	LOC118514269|XP_035916903.1|ASTE
OG0007874	LOC108104429|XP_017065973.1|DEUG	LOC118508900|XP_035904652.1|ASTE
OG0007875	LOC108112166|XP_017077428.1|DEUG	LOC118510148|XP_035907535.1|ASTE
OG0007876	LOC108103273|XP_017064174.1|DEUG	LOC118509096|XP_035905141.1|ASTE
OG0007877	LOC108110022|XP_017074355.1|DEUG	LOC118510075|XP_035907362.1|ASTE
OG0007878	LOC108109253|XP_017073225.1|DEUG	LOC118512965|XP_035914084.1|ASTE
OG0007879	LOC108108545|XP_017072108.1|DEUG	LOC118510137|XP_035907509.1|ASTE
OG0007880	LOC108110406|XP_017074963.1|DEUG	LOC118512103|XP_035911967.1|ASTE
OG0007881	LOC108108181|XP_017071614.1|DEUG	LOC118509121|XP_035905198.1|ASTE
OG0007882	LOC108108138|XP_017071552.1|DEUG	LOC118509424|XP_035905905.1|ASTE
OG0007883	LOC108108029|XP_017071386.1|DEUG	LOC118509422|XP_035905887.1|ASTE
OG0007884	LOC108114018|XP_017080253.1|DEUG	LOC118509531|XP_035906144.1|ASTE
OG0007885	LOC108112168|XP_017077432.1|DEUG	LOC118509896|XP_035907037.1|ASTE
OG0007887	LOC108108137|XP_017071551.1|DEUG	LOC118512839|XP_035913785.1|ASTE
OG0007888	LOC108114607|XP_017081158.1|DEUG	LOC118512875|XP_035913861.1|ASTE
OG0007889	LOC108114727|XP_017081324.1|DEUG	LOC118512877|XP_035913863.1|ASTE
OG0007890	LOC108109849|XP_017074096.1|DEUG	LOC118510371|XP_035907988.1|ASTE
OG0007891	LOC108105554|XP_017067682.1|DEUG	LOC118510484|XP_035908257.1|ASTE
OG0007892	LOC108113666|XP_017079831.1|DEUG	LOC118511378|XP_035910266.1|ASTE
OG0007893	LOC108109186|XP_017073108.1|DEUG	LOC118509642|XP_035906442.1|ASTE
OG0007894	LOC108108270|XP_017071716.1|DEUG	LOC118514443|XP_035917245.1|ASTE
OG0007895	LOC108104641|XP_017066305.1|DEUG	LOC118514442|XP_035917236.1|ASTE
OG0007896	LOC108114666|XP_017081233.1|DEUG	LOC118512803|XP_035913636.1|ASTE
OG0007897	LOC108108206|XP_017071652.1|DEUG	LOC118509690|XP_035906639.1|ASTE
OG0007899	LOC108108574|XP_017072154.1|DEUG	LOC118512663|XP_035913305.1|ASTE
OG0007900	LOC108112563|XP_017077999.1|DEUG	LOC118514345|XP_035917057.1|ASTE
OG0007902	LOC108110101|XP_017074483.1|DEUG	LOC118505249|XP_035896695.1|ASTE
OG0007903	LOC108114565|XP_017081104.1|DEUG	LOC118514208|XP_035916794.1|ASTE
OG0007904	LOC108114535|XP_017081062.1|DEUG	LOC118514198|XP_035916780.1|ASTE
OG0007905	LOC108118338|XP_017086461.1|DEUG	LOC118512611|XP_035913177.1|ASTE
OG0007906	LOC108108143|XP_017071559.1|DEUG	LOC118511891|XP_035911412.1|ASTE
OG0007907	LOC108107551|XP_017070593.1|DEUG	LOC118510306|XP_035907828.1|ASTE
OG0007908	LOC108107552|XP_017070596.1|DEUG	LOC118510309|XP_035907839.1|ASTE
OG0007909	LOC108104415|XP_017065959.1|DEUG	LOC118512304|XP_035912428.1|ASTE
OG0007910	LOC108108643|XP_017072233.1|DEUG	LOC118511553|XP_035910675.1|ASTE
OG0007911	LOC108107976|XP_017071309.1|DEUG	LOC118508854|XP_035904500.1|ASTE
OG0007912	LOC108113707|XP_017079878.1|DEUG	LOC118508856|XP_035904502.1|ASTE
OG0007913	LOC108107982|XP_017071314.1|DEUG	LOC118508858|XP_035904505.1|ASTE
OG0007914	LOC108107946|XP_017071266.1|DEUG	LOC118510585|XP_035908474.1|ASTE
OG0007915	LOC108114221|XP_017080563.1|DEUG	LOC118511818|XP_035911251.1|ASTE
OG0007916	LOC108102494|XP_017063000.1|DEUG	LOC118511863|XP_035911336.1|ASTE
OG0007917	LOC108104457|XP_017066009.1|DEUG	LOC118513175|XP_035914528.1|ASTE
OG0007918	LOC108112861|XP_017078676.1|DEUG	LOC118512912|XP_035913949.1|ASTE
OG0007919	LOC108113019|XP_017078933.1|DEUG	LOC118511960|XP_035911575.1|ASTE
OG0007920	LOC108109290|XP_017073273.1|DEUG	LOC118511981|XP_035911613.1|ASTE
OG0007921	LOC108106790|XP_017069524.1|DEUG	LOC118511980|XP_035911612.1|ASTE
OG0007922	LOC108111819|XP_017076912.1|DEUG	LOC118510958|XP_035909310.1|ASTE
OG0007923	LOC108117595|XP_017085597.1|DEUG	LOC118511934|XP_035911514.1|ASTE
OG0007924	LOC108113203|XP_017079223.1|DEUG	LOC118511977|XP_035911606.1|ASTE
OG0007925	LOC108107488|XP_017070523.1|DEUG	LOC118512244|XP_035912281.1|ASTE
OG0007926	LOC108112831|XP_017078626.1|DEUG	LOC118507077|XP_035900952.1|ASTE
OG0007927	LOC108107055|XP_017069907.1|DEUG	LOC118505154|XP_035896435.1|ASTE
OG0007928	LOC108110678|XP_017075290.1|DEUG	LOC118504542|XP_035895029.1|ASTE
OG0007929	LOC108107002|XP_017069832.1|DEUG	LOC118504330|XP_035894554.1|ASTE
OG0007930	LOC108107222|XP_017070128.1|DEUG	LOC118505099|XP_035896295.1|ASTE
OG0007931	LOC108104208|XP_017065677.1|DEUG	LOC118513926|XP_035916187.1|ASTE
OG0007932	LOC108102982|XP_017063781.1|DEUG	LOC118512713|XP_035913443.1|ASTE
OG0007933	LOC108111501|XP_017076502.1|DEUG	LOC118512717|XP_035913449.1|ASTE
OG0007934	LOC108114947|XP_017081621.1|DEUG	LOC118511742|XP_035911085.1|ASTE
OG0007935	LOC108110418|XP_017074975.1|DEUG	LOC118511738|XP_035911081.1|ASTE
OG0007936	LOC108110786|XP_017075495.1|DEUG	LOC118513856|XP_035916048.1|ASTE
OG0007937	LOC108107009|XP_017069842.1|DEUG	LOC118511118|XP_035909736.1|ASTE
OG0007938	LOC108111000|XP_017075798.1|DEUG	LOC118511083|XP_035909656.1|ASTE
OG0007939	LOC108110925|XP_017075693.1|DEUG	LOC118511082|XP_035909655.1|ASTE
OG0007940	LOC108110933|XP_017075705.1|DEUG	LOC118511072|XP_035909623.1|ASTE
OG0007942	LOC108115197|XP_017082007.1|DEUG	LOC118510629|XP_035908561.1|ASTE
OG0007943	LOC108110416|XP_017074973.1|DEUG	LOC118510615|XP_035908525.1|ASTE
OG0007944	LOC108113687|XP_017079856.1|DEUG	LOC118511209|XP_035909885.1|ASTE
OG0007945	LOC108110703|XP_017075335.1|DEUG	LOC118513538|XP_035915304.1|ASTE
OG0007946	LOC108107354|XP_017070342.1|DEUG	LOC118513540|XP_035915306.1|ASTE
OG0007947	LOC108110672|XP_017075280.1|DEUG	LOC118513920|XP_035916176.1|ASTE
OG0007948	LOC108105174|XP_017067111.1|DEUG	LOC118513659|XP_035915645.1|ASTE
OG0007949	LOC108103284|XP_017064184.1|DEUG	LOC118513545|XP_035915320.1|ASTE
OG0007950	LOC108115422|XP_017082347.1|DEUG	LOC118511092|XP_035909687.1|ASTE
OG0007951	LOC108102634|XP_017063241.1|DEUG	LOC118511113|XP_035909731.1|ASTE
OG0007952	LOC108102627|XP_017063229.1|DEUG	LOC118511120|XP_035909745.1|ASTE
OG0007954	LOC108107152|XP_017070050.1|DEUG	LOC118509045|XP_035905013.1|ASTE
OG0007955	LOC108110479|XP_017075043.1|DEUG	LOC118511152|XP_035909773.1|ASTE
OG0007956	LOC108114850|XP_017081485.1|DEUG	LOC118509131|XP_035905223.1|ASTE
OG0007957	LOC108111186|XP_017076060.1|DEUG	LOC118511646|XP_035910873.1|ASTE
OG0007958	LOC108102962|XP_017063748.1|DEUG	LOC118514023|XP_035916390.1|ASTE
OG0007959	LOC108105657|XP_017067834.1|DEUG	LOC118514022|XP_035916388.1|ASTE
OG0007960	LOC108110824|XP_017075548.1|DEUG	LOC118512900|XP_035913908.1|ASTE
OG0007961	LOC108113799|XP_017079996.1|DEUG	LOC118511644|XP_035910862.1|ASTE
OG0007962	LOC108105468|XP_017067556.1|DEUG	LOC118509268|XP_035905514.1|ASTE
OG0007963	LOC108110886|XP_017075632.1|DEUG	LOC118509070|XP_035905086.1|ASTE
OG0007964	LOC108106998|XP_017069827.1|DEUG	LOC118509075|XP_035905100.1|ASTE
OG0007965	LOC108113454|XP_017079519.1|DEUG	LOC118509039|XP_035904972.1|ASTE
OG0007966	LOC108111065|XP_017075887.1|DEUG	LOC118510999|XP_035909407.1|ASTE
OG0007967	LOC108115500|XP_017082479.1|DEUG	LOC118511015|XP_035909436.1|ASTE
OG0007968	LOC108110991|XP_017075792.1|DEUG	LOC118514157|XP_035916666.1|ASTE
OG0007969	LOC108110900|XP_017075648.1|DEUG	LOC118514126|XP_035916604.1|ASTE
OG0007971	LOC108111874|XP_017076991.1|DEUG	LOC118514703|XP_035917662.1|ASTE
OG0007972	LOC108106292|XP_017068750.1|DEUG	LOC118513366|XP_035914890.1|ASTE
OG0007973	LOC108104152|XP_017065542.1|DEUG	LOC118513336|XP_035914849.1|ASTE
OG0007975	LOC108115315|XP_017082209.1|DEUG	LOC118510648|XP_035908656.1|ASTE
OG0007976	LOC108118097|XP_017086139.1|DEUG	LOC118514672|XP_035917608.1|ASTE
OG0007977	LOC108106157|XP_017068555.1|DEUG	LOC118514653|XP_035917578.1|ASTE
OG0007978	LOC108102522|XP_017063048.1|DEUG	LOC118514657|XP_035917583.1|ASTE
OG0007979	LOC108114851|XP_017081486.1|DEUG	LOC118513593|XP_035915466.1|ASTE
OG0007980	LOC108115516|XP_017082504.1|DEUG	LOC118514566|XP_035917459.1|ASTE
OG0007981	LOC108110048|XP_017074413.1|DEUG	LOC118514568|XP_035917461.1|ASTE
OG0007982	LOC108111796|XP_017076879.1|DEUG	LOC118514512|XP_035917352.1|ASTE
OG0007983	LOC108105701|XP_017067900.1|DEUG	LOC118512598|XP_035913145.1|ASTE
OG0007984	LOC108107121|XP_017070002.1|DEUG	LOC118508804|XP_035904417.1|ASTE
OG0007985	LOC108110335|XP_017074855.1|DEUG	LOC118512632|XP_035913221.1|ASTE
OG0007986	LOC108104142|XP_017065532.1|DEUG	LOC118509828|XP_035906891.1|ASTE
OG0007987	LOC108110666|XP_017075272.1|DEUG	LOC118513266|XP_035914727.1|ASTE
OG0007988	LOC108114878|XP_017081525.1|DEUG	LOC118508960|XP_035904782.1|ASTE
OG0007989	LOC108111108|XP_017075942.1|DEUG	LOC118514036|XP_035916405.1|ASTE
OG0007990	LOC108110820|XP_017075544.1|DEUG	LOC118509300|XP_035905641.1|ASTE
OG0007991	LOC108110967|XP_017075755.1|DEUG	LOC118513629|XP_035915586.1|ASTE
OG0007993	LOC108109369|XP_017073335.1|DEUG	LOC118510878|XP_035909138.1|ASTE
OG0007994	LOC108110776|XP_017075484.1|DEUG	LOC118511235|XP_035909965.1|ASTE
OG0007995	LOC108105837|XP_017068072.1|DEUG	LOC118511703|XP_035911008.1|ASTE
OG0007996	LOC108106053|XP_017068397.1|DEUG	LOC118513624|XP_035915575.1|ASTE
OG0007997	LOC108108494|XP_017072037.1|DEUG	LOC118514127|XP_035916606.1|ASTE
OG0007998	LOC108107112|XP_017069990.1|DEUG	LOC118514077|XP_035916498.1|ASTE
OG0007999	LOC108111050|XP_017075868.1|DEUG	LOC118514117|XP_035916586.1|ASTE
OG0008000	LOC108110872|XP_017075607.1|DEUG	LOC118514106|XP_035916573.1|ASTE
OG0008001	LOC108104104|XP_017065492.1|DEUG	LOC118510708|XP_035908801.1|ASTE
OG0008002	LOC108110781|XP_017075489.1|DEUG	LOC118510669|XP_035908706.1|ASTE
OG0008003	LOC108104107|XP_017065495.1|DEUG	LOC118510665|XP_035908698.1|ASTE
OG0008004	LOC108105445|XP_017067519.1|DEUG	LOC118505760|XP_035897872.1|ASTE
OG0008005	LOC108110134|XP_017074529.1|DEUG	LOC118505763|XP_035897885.1|ASTE
OG0008006	LOC108105064|XP_017066972.1|DEUG	LOC118517027|XP_035918784.1|ASTE, LOC118505745|XP_035897835.1|ASTE
OG0008007	LOC108110304|XP_017074803.1|DEUG	LOC118505743|XP_035897830.1|ASTE
OG0008009	LOC108110404|XP_017074961.1|DEUG	LOC118503508|XP_035892751.1|ASTE
OG0008010	LOC108103009|XP_017063822.1|DEUG	LOC118505613|XP_035897551.1|ASTE
OG0008011	LOC108112895|XP_017078741.1|DEUG	LOC118505618|XP_035897572.1|ASTE
OG0008012	LOC108113257|XP_017079295.1|DEUG	LOC118505619|XP_035897574.1|ASTE
OG0008013	LOC108109283|XP_017073263.1|DEUG	LOC118508357|XP_035903954.1|ASTE
OG0008014	LOC108114950|XP_017081625.1|DEUG	LOC118505644|XP_035897615.1|ASTE
OG0008015	LOC108114614|XP_017081166.1|DEUG	LOC118505180|XP_035896526.1|ASTE
OG0008016	LOC108114616|XP_017081168.1|DEUG	LOC118505255|XP_035896704.1|ASTE
OG0008017	LOC108103848|XP_017065034.1|DEUG	LOC118517527|XP_035919653.1|ASTE
OG0008018	LOC108118518|XP_017086752.1|DEUG	LOC118502504|XP_035890630.1|ASTE
OG0008019	LOC108105068|XP_017066977.1|DEUG	LOC118505824|XP_035898066.1|ASTE
OG0008020	LOC108117288|XP_017085132.1|DEUG	LOC118506175|XP_035898839.1|ASTE
OG0008021	LOC108118128|XP_017086167.1|DEUG	LOC118504251|XP_035894371.1|ASTE
OG0008022	LOC108115817|XP_017082897.1|DEUG	LOC118508344|XP_035903917.1|ASTE
OG0008023	LOC108118540|XP_017086782.1|DEUG	LOC118502757|XP_035891221.1|ASTE
OG0008024	LOC108118541|XP_017086783.1|DEUG	LOC118502762|XP_035891234.1|ASTE
OG0008025	LOC108118546|XP_017086788.1|DEUG	LOC118505537|XP_035897350.1|ASTE
OG0008026	LOC108111875|XP_017076992.1|DEUG	LOC118504621|XP_035895204.1|ASTE
OG0008027	LOC108110313|XP_017074816.1|DEUG	LOC118504618|XP_035895191.1|ASTE
OG0008028	LOC108105274|XP_017067249.1|DEUG	LOC118517541|XP_035919672.1|ASTE
OG0008029	LOC108116645|XP_017084119.1|DEUG	LOC118508346|XP_035903925.1|ASTE
OG0008030	LOC108115005|XP_017081735.1|DEUG	LOC118505341|XP_035896891.1|ASTE
OG0008031	LOC108111160|XP_017076021.1|DEUG	LOC118505345|XP_035896897.1|ASTE
OG0008032	LOC108109388|XP_017073374.1|DEUG	LOC118506610|XP_035899870.1|ASTE
OG0008033	LOC108116435|XP_017083824.1|DEUG	LOC118502677|XP_035891068.1|ASTE
OG0008034	LOC108111778|XP_017076835.1|DEUG	LOC118504950|XP_035895952.1|ASTE
OG0008035	LOC108103021|XP_017063836.1|DEUG	LOC118517582|XP_035919749.1|ASTE
OG0008036	LOC108113786|XP_017079981.1|DEUG	LOC118505224|XP_035896645.1|ASTE
OG0008037	LOC108113713|XP_017079881.1|DEUG	LOC118505159|XP_035896446.1|ASTE
OG0008038	LOC108110326|XP_017074840.1|DEUG	LOC118504647|XP_035895296.1|ASTE
OG0008039	LOC108117201|XP_017085003.1|DEUG	LOC118503624|XP_035893004.1|ASTE
OG0008040	LOC108109390|XP_017073376.1|DEUG	LOC118503655|XP_035893070.1|ASTE
OG0008042	LOC108111785|XP_017076859.1|DEUG	LOC118505493|XP_035897241.1|ASTE
OG0008043	LOC108103316|XP_017064235.1|DEUG	LOC118506673|XP_035900000.1|ASTE
OG0008044	LOC108103673|XP_017064721.1|DEUG	LOC118506664|XP_035899977.1|ASTE
OG0008045	LOC108118287|XP_017086377.1|DEUG	LOC118506656|XP_035899967.1|ASTE
OG0008046	LOC108117170|XP_017084940.1|DEUG	LOC118506647|XP_035899940.1|ASTE
OG0008047	LOC108110167|XP_017074579.1|DEUG	LOC118506578|XP_035899827.1|ASTE
OG0008048	LOC108117228|XP_017085049.1|DEUG	LOC118506574|XP_035899809.1|ASTE
OG0008049	LOC108110233|XP_017074708.1|DEUG	LOC118506576|XP_035899815.1|ASTE
OG0008050	LOC108113589|XP_017079724.1|DEUG	LOC118506568|XP_035899785.1|ASTE
OG0008051	LOC108117236|XP_017085060.1|DEUG	LOC118506567|XP_035899784.1|ASTE
OG0008052	LOC108116314|XP_017083593.1|DEUG	LOC118503673|XP_035893107.1|ASTE
OG0008053	LOC108118343|XP_017086475.1|DEUG	LOC118504985|XP_035896035.1|ASTE
OG0008054	LOC108105448|XP_017067524.1|DEUG	LOC118506338|XP_035899211.1|ASTE
OG0008055	LOC108111884|XP_017077007.1|DEUG	LOC118506334|XP_035899202.1|ASTE
OG0008056	LOC108102429|XP_017062896.1|DEUG	LOC118502601|XP_035890858.1|ASTE
OG0008057	LOC108115362|XP_017082278.1|DEUG	LOC118504300|XP_035894491.1|ASTE
OG0008058	LOC108111667|XP_017076688.1|DEUG	LOC118504337|XP_035894590.1|ASTE
OG0008059	LOC108115336|XP_017082239.1|DEUG	LOC118505248|XP_035896694.1|ASTE
OG0008060	LOC108116335|XP_017083639.1|DEUG	LOC118504630|XP_035895241.1|ASTE
OG0008061	LOC108117434|XP_017085338.1|DEUG	LOC118507655|XP_035902324.1|ASTE
OG0008062	LOC108110100|XP_017074482.1|DEUG	LOC118507657|XP_035902325.1|ASTE
OG0008063	LOC108111786|XP_017076861.1|DEUG	LOC118508544|XP_035904320.1|ASTE
OG0008064	LOC108103624|XP_017064658.1|DEUG	LOC118505732|XP_035897813.1|ASTE
OG0008065	LOC108109756|XP_017073917.1|DEUG	LOC118504358|XP_035894643.1|ASTE
OG0008066	LOC108102397|XP_017062827.1|DEUG	LOC118506826|XP_035900415.1|ASTE
OG0008067	LOC108102947|XP_017063712.1|DEUG	LOC118517557|XP_035919692.1|ASTE
OG0008068	LOC108103027|XP_017063843.1|DEUG	LOC118505350|XP_035896911.1|ASTE
OG0008069	LOC108105624|XP_017067798.1|DEUG	LOC118502779|XP_035891269.1|ASTE
OG0008070	LOC108117229|XP_017085052.1|DEUG	LOC118506920|XP_035900609.1|ASTE
OG0008071	LOC108103287|XP_017064187.1|DEUG	LOC118504773|XP_035895595.1|ASTE
OG0008072	LOC108103753|XP_017064853.1|DEUG	LOC118506544|XP_035899728.1|ASTE
OG0008073	LOC108115225|XP_017082069.1|DEUG	LOC118506539|XP_035899706.1|ASTE
OG0008075	LOC108112159|XP_017077397.1|DEUG	LOC118508541|XP_035904315.1|ASTE
OG0008076	LOC108103306|XP_017064218.1|DEUG	LOC118502529|XP_035890687.1|ASTE
OG0008077	LOC108114969|XP_017081670.1|DEUG	LOC118504468|XP_035894870.1|ASTE
OG0008078	LOC108103247|XP_017064139.1|DEUG	LOC118504466|XP_035894869.1|ASTE
OG0008079	LOC108110108|XP_017074492.1|DEUG	LOC118502718|XP_035891165.1|ASTE
OG0008080	LOC108103317|XP_017064236.1|DEUG	LOC118503017|XP_035891734.1|ASTE
OG0008081	LOC108103639|XP_017064679.1|DEUG	LOC118503013|XP_035891724.1|ASTE
OG0008082	LOC108115781|XP_017082842.1|DEUG	LOC118502636|XP_035890972.1|ASTE
OG0008083	LOC108115376|XP_017082300.1|DEUG	LOC118506981|XP_035900737.1|ASTE
OG0008085	LOC108113558|XP_017079640.1|DEUG	LOC118502480|XP_035890603.1|ASTE
OG0008086	LOC108115338|XP_017082241.1|DEUG	LOC118504297|XP_035894486.1|ASTE
OG0008087	LOC108110091|XP_017074472.1|DEUG	LOC118505297|XP_035896797.1|ASTE
OG0008088	LOC108103366|XP_017064302.1|DEUG	LOC118502797|XP_035891297.1|ASTE
OG0008089	LOC108102840|XP_017063522.1|DEUG	LOC118507619|XP_035902229.1|ASTE
OG0008090	LOC108105538|XP_017067659.1|DEUG	LOC118506698|XP_035900073.1|ASTE
OG0008091	LOC108116620|XP_017084084.1|DEUG	LOC118508430|XP_035904101.1|ASTE
OG0008092	LOC108117127|XP_017084849.1|DEUG	LOC118506433|XP_035899444.1|ASTE
OG0008093	LOC108117384|XP_017085272.1|DEUG	LOC118505835|XP_035898085.1|ASTE
OG0008094	LOC108104091|XP_017065476.1|DEUG	LOC118505834|XP_035898083.1|ASTE
OG0008095	LOC108116386|XP_017083733.1|DEUG	LOC118504501|XP_035894920.1|ASTE
OG0008096	LOC108118523|XP_017086760.1|DEUG	LOC118504810|XP_035895704.1|ASTE
OG0008097	LOC108118079|XP_017086111.1|DEUG	LOC118505364|XP_035896949.1|ASTE
OG0008098	LOC108106008|XP_017068342.1|DEUG	LOC118502403|XP_035890519.1|ASTE
OG0008099	LOC108114326|XP_017080733.1|DEUG	LOC118508361|XP_035903975.1|ASTE
OG0008100	LOC108117505|XP_017085477.1|DEUG	LOC118502818|XP_035891360.1|ASTE
OG0008101	LOC108102956|XP_017063736.1|DEUG	LOC118502671|XP_035891042.1|ASTE
OG0008102	LOC108116320|XP_017083616.1|DEUG	LOC118508377|XP_035904007.1|ASTE
OG0008103	LOC108103780|XP_017064900.1|DEUG	LOC118506410|XP_035899378.1|ASTE
OG0008104	LOC108118253|XP_017086332.1|DEUG	LOC118503192|XP_035892067.1|ASTE
OG0008105	LOC108116165|XP_017083390.1|DEUG	LOC118506387|XP_035899320.1|ASTE
OG0008106	LOC108116741|XP_017084248.1|DEUG	LOC118504262|XP_035894384.1|ASTE
OG0008107	LOC108116502|XP_017083924.1|DEUG	LOC118504811|XP_035895707.1|ASTE
OG0008108	LOC108105447|XP_017067523.1|DEUG	LOC118506265|XP_035899060.1|ASTE
OG0008109	LOC108110329|XP_017074849.1|DEUG	LOC118503258|XP_035892193.1|ASTE
OG0008110	LOC108117586|XP_017085579.1|DEUG	LOC118505079|XP_035896261.1|ASTE
OG0008111	LOC108105489|XP_017067597.1|DEUG	LOC118505051|XP_035896217.1|ASTE
OG0008112	LOC108104370|XP_017065872.1|DEUG	LOC118505027|XP_035896131.1|ASTE
OG0008113	LOC108103841|XP_017065019.1|DEUG	LOC118505026|XP_035896130.1|ASTE
OG0008114	LOC108103800|XP_017064970.1|DEUG	LOC118505025|XP_035896129.1|ASTE
OG0008115	LOC108103420|XP_017064366.1|DEUG	LOC118505024|XP_035896120.1|ASTE
OG0008116	LOC108103421|XP_017064376.1|DEUG	LOC118505023|XP_035896118.1|ASTE
OG0008117	LOC108105019|XP_017066904.1|DEUG	LOC118504984|XP_035896031.1|ASTE
OG0008118	LOC108105491|XP_017067599.1|DEUG	LOC118504657|XP_035895332.1|ASTE
OG0008119	LOC108105008|XP_017066877.1|DEUG	LOC118504660|XP_035895336.1|ASTE
OG0008120	LOC108111864|XP_017076978.1|DEUG	LOC118504377|XP_035894680.1|ASTE
OG0008121	LOC108113381|XP_017079442.1|DEUG	LOC118504380|XP_035894683.1|ASTE
OG0008122	LOC108109755|XP_017073913.1|DEUG	LOC118502850|XP_035891445.1|ASTE
OG0008123	LOC108103266|XP_017064166.1|DEUG	LOC118507568|XP_035902084.1|ASTE
OG0008124	LOC108105501|XP_017067614.1|DEUG	LOC118507566|XP_035902080.1|ASTE
OG0008125	LOC108110301|XP_017074798.1|DEUG	LOC118506822|XP_035900405.1|ASTE
OG0008126	LOC108103201|XP_017064079.1|DEUG	LOC118504376|XP_035894677.1|ASTE
OG0008127	LOC108109726|XP_017073861.1|DEUG	LOC118502557|XP_035890754.1|ASTE, LOC118515306|XP_035917874.1|ASTE
OG0008129	LOC108103252|XP_017064146.1|DEUG	LOC118506843|XP_035900452.1|ASTE
OG0008130	LOC108105060|XP_017066968.1|DEUG	LOC118506857|XP_035900480.1|ASTE
OG0008131	LOC108105505|XP_017067616.1|DEUG	LOC118506862|XP_035900491.1|ASTE
OG0008132	LOC108116681|XP_017084171.1|DEUG	LOC118505186|XP_035896534.1|ASTE
OG0008133	LOC108103881|XP_017065098.1|DEUG	LOC118505203|XP_035896577.1|ASTE
OG0008135	LOC108109497|XP_017073524.1|DEUG	LOC118510971|XP_035909356.1|ASTE
OG0008136	LOC108102582|XP_017063162.1|DEUG	LOC118510976|XP_035909370.1|ASTE
OG0008137	LOC108110285|XP_017074769.1|DEUG	LOC118511898|XP_035911422.1|ASTE
OG0008138	LOC108114439|XP_017080921.1|DEUG	LOC118512416|XP_035912708.1|ASTE
OG0008139	LOC108112040|XP_017077281.1|DEUG	LOC118512415|XP_035912707.1|ASTE
OG0008140	LOC108110302|XP_017074799.1|DEUG	LOC118512401|XP_035912677.1|ASTE
OG0008141	LOC108111871|XP_017076984.1|DEUG	LOC118512399|XP_035912674.1|ASTE
OG0008142	LOC108105081|XP_017066993.1|DEUG	LOC118517719|XP_035920061.1|ASTE
OG0008143	LOC108115224|XP_017082068.1|DEUG	LOC118512423|XP_035912719.1|ASTE
OG0008145	LOC108103931|XP_017065174.1|DEUG	LOC118505934|XP_035898333.1|ASTE
OG0008146	LOC108104924|XP_017066765.1|DEUG	LOC118505931|XP_035898330.1|ASTE
OG0008147	LOC108104922|XP_017066761.1|DEUG	LOC118505384|XP_035896980.1|ASTE
OG0008148	LOC108103216|XP_017064100.1|DEUG	LOC118506002|XP_035898476.1|ASTE
OG0008149	LOC108109742|XP_017073891.1|DEUG	LOC118507226|XP_035901283.1|ASTE
OG0008150	LOC108111880|XP_017076999.1|DEUG	LOC118507228|XP_035901287.1|ASTE
OG0008151	LOC108105351|XP_017067352.1|DEUG	LOC118507229|XP_035901289.1|ASTE
OG0008152	LOC108104398|XP_017065930.1|DEUG	LOC118512024|XP_035911702.1|ASTE
OG0008153	LOC108107377|XP_017070376.1|DEUG	LOC118506155|XP_035898818.1|ASTE
OG0008154	LOC108105939|XP_017068223.1|DEUG	LOC118506157|XP_035898820.1|ASTE
OG0008155	LOC108114545|XP_017081079.1|DEUG	LOC118504014|XP_035893870.1|ASTE
OG0008156	LOC108109368|XP_017073334.1|DEUG	LOC118504043|XP_035893935.1|ASTE
OG0008157	LOC108113802|XP_017079999.1|DEUG	LOC118503966|XP_035893775.1|ASTE
OG0008158	LOC108103925|XP_017065166.1|DEUG	LOC118508237|XP_035903738.1|ASTE
