Orthogroup	DEUG.longest_only	DNOV.longest_only
OG0008851	LOC108111229|XP_017076120.1|DEUG	LOC115759100|XP_030555794.1|DNOV
OG0008852	LOC108105405|XP_017067440.1|DEUG	LOC115758043|XP_030554416.1|DNOV
OG0008854	LOC108111058|XP_017075876.1|DEUG	LOC115765937|XP_030565543.1|DNOV
OG0008855	LOC108110147|XP_017074550.1|DEUG	LOC115768619|XP_030569137.1|DNOV
OG0008856	LOC108108741|XP_017072372.1|DEUG	LOC115767949|XP_030568187.1|DNOV
OG0008857	LOC108102750|XP_017063391.1|DEUG	LOC115771267|XP_030572743.1|DNOV
OG0008858	LOC108111553|XP_017076563.1|DEUG	LOC115770020|XP_030570936.1|DNOV
OG0008859	LOC108114717|XP_017081307.1|DEUG	LOC115762565|XP_030560708.1|DNOV
OG0008860	LOC108111381|XP_017076302.1|DEUG	LOC115761235|XP_030558787.1|DNOV
OG0008861	LOC108104550|XP_017066180.1|DEUG	LOC115764502|XP_030563451.1|DNOV
OG0008862	LOC108117140|XP_017084888.1|DEUG	LOC115764944|XP_030564120.1|DNOV
OG0008863	LOC108105187|XP_017067126.1|DEUG	LOC115769177|XP_030569742.1|DNOV
OG0008864	LOC108112158|XP_017077394.1|DEUG	LOC115762116|XP_030560083.1|DNOV
OG0008865	LOC108104095|XP_017065481.1|DEUG	LOC115759110|XP_030555810.1|DNOV
OG0008866	LOC108104180|XP_017065594.1|DEUG	LOC115765490|XP_030564952.1|DNOV
OG0008867	LOC108103444|XP_017064414.1|DEUG	LOC115765336|XP_030564701.1|DNOV
OG0008868	LOC108104464|XP_017066017.1|DEUG	LOC115760747|XP_030558084.1|DNOV
OG0008869	LOC108116762|XP_017084275.1|DEUG	LOC115771457|XP_030573033.1|DNOV
OG0008870	LOC108108585|XP_017072169.1|DEUG	LOC115771576|XP_030573190.1|DNOV
OG0008871	LOC108104015|XP_017065332.1|DEUG	LOC115770533|XP_030571694.1|DNOV
OG0008872	LOC108107127|XP_017070010.1|DEUG	LOC115760028|XP_030557054.1|DNOV, LOC115760020|XP_030557042.1|DNOV
OG0008873	LOC108107174|XP_017070079.1|DEUG	LOC115760214|XP_030557324.1|DNOV
OG0008874	LOC108112493|XP_017077850.1|DEUG	LOC115757908|XP_030554218.1|DNOV
OG0008875	LOC108113358|XP_017079411.1|DEUG	LOC115762458|XP_030560522.1|DNOV
OG0008876	LOC108102365|XP_017062766.1|DEUG	LOC115766782|XP_030566661.1|DNOV
OG0008877	LOC108108160|XP_017071586.1|DEUG	LOC115770248|XP_030571317.1|DNOV
OG0008878	LOC108106160|XP_017068560.1|DEUG	LOC115763533|XP_030562008.1|DNOV
OG0008879	LOC108112951|XP_017078839.1|DEUG	LOC115762176|XP_030560156.1|DNOV
OG0008880	LOC108105222|XP_017067173.1|DEUG	LOC115764669|XP_030563717.1|DNOV
OG0008881	LOC108107228|XP_017070136.1|DEUG	LOC115757866|XP_030554164.1|DNOV
OG0008882	LOC108110936|XP_017075718.1|DEUG	LOC115758585|XP_030555165.1|DNOV
OG0008883	LOC108109659|XP_017073730.1|DEUG	LOC115766249|XP_030565970.1|DNOV, LOC115766228|XP_030565947.1|DNOV
OG0008884	LOC108113518|XP_017079599.1|DEUG	LOC115763897|XP_030562535.1|DNOV
OG0008885	LOC108107105|XP_017069981.1|DEUG	LOC115763396|XP_030561799.1|DNOV
OG0008886	LOC108113094|XP_017079029.1|DEUG	LOC115766511|XP_030566332.1|DNOV
OG0008887	LOC108109098|XP_017072970.1|DEUG	LOC115762269|XP_030560290.1|DNOV
OG0008888	LOC108114675|XP_017081247.1|DEUG	LOC115769909|XP_030570791.1|DNOV, LOC115769910|XP_030570792.1|DNOV
OG0008889	LOC108112851|XP_017078658.1|DEUG	LOC115758996|XP_030555698.1|DNOV
OG0008890	LOC108116178|XP_017083408.1|DEUG	LOC115759404|XP_030556152.1|DNOV
OG0008891	LOC108107953|XP_017071275.1|DEUG	LOC115762621|XP_030560778.1|DNOV
OG0008892	LOC108107369|XP_017070362.1|DEUG	LOC115758297|XP_030554727.1|DNOV
OG0008893	LOC108108009|XP_017071354.1|DEUG	LOC115771263|XP_030572739.1|DNOV
OG0008894	LOC108115640|XP_017082682.1|DEUG	LOC115764665|XP_030563713.1|DNOV
OG0008895	LOC108110384|XP_017074915.1|DEUG	LOC115770808|XP_030572091.1|DNOV
OG0008896	LOC108118210|XP_017086266.1|DEUG	LOC115767005|XP_030566990.1|DNOV
OG0008897	LOC108105265|XP_017067233.1|DEUG	LOC115759433|XP_030556200.1|DNOV
OG0008898	LOC108111942|XP_017077106.1|DEUG	LOC115758241|XP_030554658.1|DNOV
OG0008899	LOC108106943|XP_017069699.1|DEUG	LOC115759761|XP_030556673.1|DNOV
OG0008900	LOC108105695|XP_017067894.1|DEUG	LOC115767723|XP_030567892.1|DNOV
OG0008901	LOC108108102|XP_017071495.1|DEUG	LOC115771117|XP_030572541.1|DNOV
OG0008902	LOC108102333|XP_017062625.1|DEUG	LOC115766789|XP_030566668.1|DNOV
OG0008903	LOC108110559|XP_017075139.1|DEUG	LOC115765980|XP_030565598.1|DNOV
OG0008904	LOC108112798|XP_017078574.1|DEUG	LOC115764027|XP_030562722.1|DNOV
OG0008905	LOC108102309|XP_017062559.1|DEUG	LOC115766747|XP_030566584.1|DNOV
OG0008906	LOC108114591|XP_017081135.1|DEUG	LOC115770194|XP_030571216.1|DNOV
OG0008907	LOC108116566|XP_017083995.1|DEUG	LOC115770860|XP_030572156.1|DNOV
OG0008908	LOC108116238|XP_017083518.1|DEUG	LOC115761504|XP_030559132.1|DNOV
OG0008909	LOC108115934|XP_017083059.1|DEUG	LOC115772116|XP_030573949.1|DNOV
OG0008910	LOC108109343|XP_017073295.1|DEUG	LOC115761894|XP_030559760.1|DNOV
OG0008911	LOC108117280|XP_017085122.1|DEUG	LOC115764144|XP_030562877.1|DNOV
OG0008912	LOC108114936|XP_017081610.1|DEUG	LOC115764183|XP_030562930.1|DNOV
OG0008913	LOC108115674|XP_017082728.1|DEUG	LOC115761192|XP_030558724.1|DNOV
OG0008914	LOC108111654|XP_017076674.1|DEUG	LOC115759547|XP_030556363.1|DNOV
OG0008915	LOC108116548|XP_017083975.1|DEUG	LOC115765626|XP_030565136.1|DNOV
OG0008916	LOC108107151|XP_017070048.1|DEUG	LOC115765976|XP_030565593.1|DNOV
OG0008917	LOC108107144|XP_017070037.1|DEUG	LOC115759118|XP_030555820.1|DNOV
OG0008918	LOC108107177|XP_017070085.1|DEUG, LOC108105326|XP_017067309.1|DEUG	LOC115759245|XP_030556004.1|DNOV
OG0008919	LOC108110875|XP_017075611.1|DEUG	LOC115765863|XP_030565453.1|DNOV
OG0008920	LOC108118258|XP_017086338.1|DEUG	LOC115768624|XP_030569147.1|DNOV
OG0008921	LOC108110835|XP_017075564.1|DEUG	LOC115760058|XP_030557097.1|DNOV
OG0008922	LOC108105203|XP_017067143.1|DEUG, LOC108106144|XP_017068527.1|DEUG	LOC115763328|XP_030561692.1|DNOV
OG0008923	LOC108112048|XP_017077290.1|DEUG	LOC115761010|XP_030558480.1|DNOV
OG0008924	LOC108108854|XP_017072560.1|DEUG	LOC115762220|XP_030560214.1|DNOV
OG0008925	LOC108112651|XP_017078271.1|DEUG	LOC115761095|XP_030558577.1|DNOV
OG0008926	LOC108104553|XP_017066184.1|DEUG	LOC115762044|XP_030559981.1|DNOV
OG0008927	LOC108107494|XP_017070531.1|DEUG	LOC115770465|XP_030571641.1|DNOV
OG0008928	LOC108112892|XP_017078737.1|DEUG	LOC115762497|XP_030560594.1|DNOV
OG0008929	LOC108111952|XP_017077123.1|DEUG	LOC115762843|XP_030561081.1|DNOV
OG0008930	LOC108116859|XP_017084410.1|DEUG, LOC108111641|XP_017076661.1|DEUG	LOC115761526|XP_030559157.1|DNOV
OG0008931	LOC108104786|XP_017066531.1|DEUG	LOC115760828|XP_030558212.1|DNOV
OG0008932	LOC108107243|XP_017070149.1|DEUG	LOC115762380|XP_030560420.1|DNOV
OG0008933	LOC108106270|XP_017068724.1|DEUG	LOC115762350|XP_030560378.1|DNOV
OG0008934	LOC108102714|XP_017063343.1|DEUG, LOC108102716|XP_017063344.1|DEUG	LOC115771039|XP_030572436.1|DNOV
OG0008935	LOC108112231|XP_017077540.1|DEUG	LOC115762434|XP_030560491.1|DNOV
OG0008936	LOC108113293|XP_017079331.1|DEUG	LOC115764460|XP_030563358.1|DNOV
OG0008937	LOC108113129|XP_017079122.1|DEUG	LOC115758188|XP_030554589.1|DNOV
OG0008938	LOC108114902|XP_017081564.1|DEUG	LOC115764552|XP_030563533.1|DNOV
OG0008939	LOC108109084|XP_017072939.1|DEUG	LOC115766582|XP_030566428.1|DNOV
OG0008940	LOC108112987|XP_017078882.1|DEUG	LOC115768745|XP_030569330.1|DNOV
OG0008941	LOC108110315|XP_017074817.1|DEUG	LOC115767789|XP_030567980.1|DNOV
OG0008942	LOC108117620|XP_017085635.1|DEUG	LOC115767854|XP_030568067.1|DNOV
OG0008943	LOC108103701|XP_017064786.1|DEUG	LOC115768976|XP_030569552.1|DNOV
OG0008944	LOC108110055|XP_017074419.1|DEUG	LOC115767782|XP_030567971.1|DNOV
OG0008945	LOC108103261|XP_017064162.1|DEUG	LOC115768337|XP_030568761.1|DNOV
OG0008946	LOC108111870|XP_017076983.1|DEUG	LOC115768480|XP_030568919.1|DNOV
OG0008948	LOC108105427|XP_017067486.1|DEUG	LOC115768667|XP_030569207.1|DNOV
OG0008949	LOC108108011|XP_017071356.1|DEUG	LOC115769598|XP_030570345.1|DNOV
OG0008950	LOC108103368|XP_017064303.1|DEUG	LOC115764243|XP_030563020.1|DNOV
OG0008951	LOC108114029|XP_017080265.1|DEUG	LOC115762892|XP_030561127.1|DNOV
OG0008952	LOC108105356|XP_017067360.1|DEUG	LOC115767292|XP_030567384.1|DNOV
OG0008953	LOC108116737|XP_017084243.1|DEUG	LOC115769546|XP_030570249.1|DNOV, LOC115769545|XP_030570248.1|DNOV, LOC115771414|XP_030572974.1|DNOV
OG0008955	LOC108107651|XP_017070726.1|DEUG	LOC115771236|XP_030572697.1|DNOV
OG0008956	LOC108112300|XP_017077615.1|DEUG	LOC115771541|XP_030573140.1|DNOV
OG0008957	LOC108106021|XP_017068360.1|DEUG	LOC115770041|XP_030570980.1|DNOV, LOC115770390|XP_030571499.1|DNOV
OG0008958	LOC108108764|XP_017072420.1|DEUG	LOC115766734|XP_030566559.1|DNOV, LOC115770766|XP_030572041.1|DNOV
OG0008959	LOC108113981|XP_017080214.1|DEUG	LOC115770314|XP_030571410.1|DNOV
OG0008960	LOC108114377|XP_017080818.1|DEUG	LOC115770371|XP_030571477.1|DNOV
OG0008961	LOC108103078|XP_017063916.1|DEUG	LOC115765504|XP_030564977.1|DNOV
OG0008962	LOC108103437|XP_017064396.1|DEUG	LOC115765280|XP_030564629.1|DNOV
OG0008963	LOC108105318|XP_017067299.1|DEUG	LOC115767316|XP_030567416.1|DNOV
OG0008964	LOC108118514|XP_017086747.1|DEUG	LOC115767088|XP_030567096.1|DNOV, LOC115767095|XP_030567103.1|DNOV
OG0008965	LOC108110958|XP_017075744.1|DEUG	LOC115763455|XP_030561886.1|DNOV
OG0008967	LOC108107593|XP_017070645.1|DEUG	LOC115769242|XP_030569819.1|DNOV
OG0008968	LOC108110878|XP_017075623.1|DEUG	LOC115759268|XP_030556029.1|DNOV
OG0008969	LOC108111227|XP_017076122.1|DEUG	LOC115759095|XP_030555788.1|DNOV, LOC115759094|XP_030555787.1|DNOV
OG0008970	LOC108110813|XP_017075537.1|DEUG	LOC115758646|XP_030555241.1|DNOV
OG0008971	LOC108109780|XP_017073946.1|DEUG	LOC115762780|XP_030560991.1|DNOV
OG0008972	LOC108113946|XP_017080147.1|DEUG	LOC115771234|XP_030572695.1|DNOV
OG0008973	LOC108118273|XP_017086359.1|DEUG, LOC108118272|XP_017086358.1|DEUG, LOC108118187|XP_017086235.1|DEUG, LOC108118271|XP_017086357.1|DEUG	LOC115770349|XP_030571446.1|DNOV
OG0008977	LOC108110417|XP_017074974.1|DEUG	LOC115763567|XP_030562047.1|DNOV
OG0008978	LOC108110343|XP_017074862.1|DEUG	LOC115762488|XP_030560585.1|DNOV
OG0008979	LOC108105806|XP_017068036.1|DEUG	LOC115758770|XP_030555394.1|DNOV
OG0008988	LOC108116941|XP_017084578.1|DEUG	LOC115764792|XP_030563895.1|DNOV
OG0008989	LOC108103371|XP_017064307.1|DEUG	LOC115764329|XP_030563139.1|DNOV
OG0008990	LOC108114167|XP_017080448.1|DEUG	LOC115769771|XP_030570595.1|DNOV
OG0008992	LOC108116463|XP_017083882.1|DEUG	LOC115764993|XP_030564189.1|DNOV
OG0008993	LOC108114448|XP_017080937.1|DEUG	LOC115767930|XP_030568165.1|DNOV
OG0008994	LOC108106105|XP_017068469.1|DEUG	LOC115758519|XP_030555072.1|DNOV
OG0008996	LOC108110094|XP_017074477.1|DEUG	LOC115767350|XP_030567461.1|DNOV
OG0008997	LOC108105436|XP_017067509.1|DEUG	LOC115768351|XP_030568774.1|DNOV
OG0008999	LOC108103582|XP_017064594.1|DEUG	LOC115767104|XP_030567111.1|DNOV
OG0009001	LOC108107023|XP_017069859.1|DEUG	LOC115763457|XP_030561889.1|DNOV
OG0009002	LOC108117217|XP_017085032.1|DEUG	LOC115761968|XP_030559870.1|DNOV
OG0009003	LOC108113960|XP_017080163.1|DEUG	LOC115768895|XP_030569473.1|DNOV
OG0009004	LOC108106228|XP_017068643.1|DEUG	LOC115758918|XP_030555576.1|DNOV
OG0009005	LOC108110770|XP_017075473.1|DEUG	LOC115758447|XP_030554972.1|DNOV
OG0009006	LOC108117038|XP_017084697.1|DEUG	LOC115771925|XP_030573684.1|DNOV
OG0009007	LOC108108308|XP_017071816.1|DEUG	LOC115770215|XP_030571271.1|DNOV
OG0009008	LOC108117103|XP_017084808.1|DEUG	LOC115763693|XP_030562238.1|DNOV
OG0009009	LOC108102825|XP_017063503.1|DEUG	LOC115769978|XP_030570899.1|DNOV
OG0009010	LOC108109807|XP_017074017.1|DEUG	LOC115767156|XP_030567189.1|DNOV
OG0009011	LOC108107827|XP_017071066.1|DEUG	LOC115762772|XP_030560982.1|DNOV
OG0009012	LOC108109058|XP_017072869.1|DEUG	LOC115761049|XP_030558524.1|DNOV
OG0009013	LOC108109748|XP_017073902.1|DEUG	LOC115767967|XP_030568226.1|DNOV
OG0009014	LOC108114132|XP_017080397.1|DEUG	LOC115762929|XP_030561169.1|DNOV
OG0009015	LOC108102710|XP_017063340.1|DEUG	LOC115771173|XP_030572616.1|DNOV
OG0009016	LOC108109889|XP_017074180.1|DEUG	LOC115769617|XP_030570380.1|DNOV
OG0009017	LOC108111132|XP_017075986.1|DEUG	LOC115763507|XP_030561964.1|DNOV
OG0009018	LOC108102336|XP_017062644.1|DEUG	LOC115766790|XP_030566669.1|DNOV
OG0009019	LOC108102351|XP_017062704.1|DEUG	LOC115766743|XP_030566568.1|DNOV
OG0009020	LOC108105623|XP_017067796.1|DEUG	LOC115761382|XP_030558994.1|DNOV
OG0009021	LOC108114988|XP_017081709.1|DEUG	LOC115759444|XP_030556225.1|DNOV
OG0009022	LOC108116969|XP_017084616.1|DEUG	LOC115761484|XP_030559110.1|DNOV
OG0009023	LOC108115775|XP_017082836.1|DEUG	LOC115764934|XP_030564104.1|DNOV
OG0009024	LOC108117519|XP_017085503.1|DEUG	LOC115761886|XP_030559749.1|DNOV
OG0009025	LOC108111753|XP_017076797.1|DEUG	LOC115771834|XP_030573575.1|DNOV
OG0009026	LOC108116677|XP_017084166.1|DEUG	LOC115757660|XP_030553835.1|DNOV
OG0009027	LOC108111972|XP_017077170.1|DEUG	LOC115757763|XP_030554051.1|DNOV
OG0009028	LOC108117365|XP_017085237.1|DEUG	LOC115769672|XP_030570447.1|DNOV
OG0009029	LOC108113436|XP_017079492.1|DEUG	LOC115759201|XP_030555946.1|DNOV
OG0009030	LOC108102666|XP_017063295.1|DEUG	LOC115765996|XP_030565623.1|DNOV
OG0009031	LOC108116207|XP_017083480.1|DEUG	LOC115761756|XP_030559521.1|DNOV
OG0009032	LOC108116208|XP_017083481.1|DEUG	LOC115761757|XP_030559522.1|DNOV
OG0009033	LOC108108449|XP_017071995.1|DEUG	LOC115759071|XP_030555761.1|DNOV
OG0009034	LOC108105197|XP_017067138.1|DEUG	LOC115763089|XP_030561387.1|DNOV
OG0009035	LOC108111221|XP_017076111.1|DEUG	LOC115759335|XP_030556113.1|DNOV
OG0009036	LOC108104856|XP_017066664.1|DEUG	LOC115758199|XP_030554604.1|DNOV
OG0009037	LOC108110818|XP_017075539.1|DEUG	LOC115759256|XP_030556016.1|DNOV
OG0009038	LOC108116081|XP_017083288.1|DEUG	LOC115761608|XP_030559270.1|DNOV
OG0009039	LOC108116319|XP_017083614.1|DEUG	LOC115770702|XP_030571956.1|DNOV
OG0009040	LOC108106533|XP_017069159.1|DEUG	LOC115758262|XP_030554680.1|DNOV
OG0009041	LOC108117110|XP_017084821.1|DEUG	LOC115764731|XP_030563802.1|DNOV
OG0009042	LOC108102697|XP_017063330.1|DEUG	LOC115765511|XP_030564989.1|DNOV
OG0009043	LOC108114835|XP_017081465.1|DEUG	LOC115763375|XP_030561769.1|DNOV
OG0009044	LOC108102570|XP_017063139.1|DEUG	LOC115758429|XP_030554945.1|DNOV
OG0009045	LOC108116143|XP_017083368.1|DEUG	LOC115763810|XP_030562421.1|DNOV
OG0009046	LOC108108794|XP_017072458.1|DEUG	LOC115770348|XP_030571449.1|DNOV
OG0009047	LOC108112721|XP_017078445.1|DEUG	LOC115762136|XP_030560105.1|DNOV
OG0009048	LOC108105794|XP_017068013.1|DEUG	LOC115769204|XP_030569771.1|DNOV
OG0009049	LOC108116468|XP_017083888.1|DEUG	LOC115770805|XP_030572088.1|DNOV
OG0009050	LOC108105787|XP_017068003.1|DEUG	LOC115769306|XP_030569895.1|DNOV
OG0009051	LOC108109164|XP_017073076.1|DEUG	LOC115766539|XP_030566367.1|DNOV
OG0009052	LOC108115064|XP_017081801.1|DEUG	LOC115764633|XP_030563662.1|DNOV
OG0009053	LOC108116682|XP_017084172.1|DEUG	LOC115770851|XP_030572148.1|DNOV
OG0009054	LOC108111804|XP_017076886.1|DEUG	LOC115761924|XP_030559802.1|DNOV
OG0009055	LOC108106846|XP_017069577.1|DEUG	LOC115763613|XP_030562101.1|DNOV
OG0009056	LOC108107126|XP_017070009.1|DEUG	LOC115759970|XP_030556981.1|DNOV
OG0009057	LOC108104682|XP_017066372.1|DEUG	LOC115768101|XP_030568454.1|DNOV
OG0009058	LOC108102332|XP_017062621.1|DEUG	LOC115766724|XP_030566539.1|DNOV
OG0009059	LOC108108568|XP_017072145.1|DEUG	LOC115769896|XP_030570772.1|DNOV
OG0009060	LOC108109871|XP_017074158.1|DEUG	LOC115761573|XP_030559220.1|DNOV
OG0009061	LOC108113002|XP_017078904.1|DEUG	LOC115757794|XP_030554067.1|DNOV
OG0009062	LOC108112635|XP_017078231.1|DEUG	LOC115762509|XP_030560612.1|DNOV
OG0009063	LOC108105684|XP_017067882.1|DEUG	LOC115767701|XP_030567854.1|DNOV
OG0009064	LOC108106384|XP_017068879.1|DEUG	LOC115769036|XP_030569638.1|DNOV
OG0009065	LOC108108849|XP_017072554.1|DEUG	LOC115761357|XP_030558964.1|DNOV
OG0009066	LOC108114452|XP_017080941.1|DEUG	LOC115762596|XP_030560748.1|DNOV
OG0009067	LOC108108742|XP_017072368.1|DEUG	LOC115770026|XP_030570942.1|DNOV
OG0009068	LOC108112819|XP_017078613.1|DEUG	LOC115760193|XP_030557287.1|DNOV
OG0009069	LOC108104032|XP_017065353.1|DEUG	LOC115758583|XP_030555161.1|DNOV
OG0009070	LOC108104866|XP_017066677.1|DEUG	LOC115758282|XP_030554705.1|DNOV
OG0009071	LOC108116606|XP_017084056.1|DEUG	LOC115763632|XP_030562120.1|DNOV
OG0009072	LOC108115171|XP_017081980.1|DEUG	LOC115761475|XP_030559102.1|DNOV
OG0009073	LOC108117330|XP_017085194.1|DEUG	LOC115763837|XP_030562456.1|DNOV
OG0009074	LOC108116427|XP_017083810.1|DEUG	LOC115767932|XP_030568164.1|DNOV
OG0009075	LOC108108563|XP_017072138.1|DEUG, LOC108108569|XP_017072151.1|DEUG, LOC108115024|XP_017081755.1|DEUG	LOC115763833|XP_030562453.1|DNOV
OG0009076	LOC108109495|XP_017073521.1|DEUG	LOC115770687|XP_030571937.1|DNOV
OG0009077	LOC108115039|XP_017081776.1|DEUG	LOC115767849|XP_030568062.1|DNOV
OG0009078	LOC108116340|XP_017083643.1|DEUG	LOC115765783|XP_030565317.1|DNOV
OG0009079	LOC108117486|XP_017085451.1|DEUG	LOC115770776|XP_030572055.1|DNOV
OG0009080	LOC108116437|XP_017083831.1|DEUG	LOC115770653|XP_030571878.1|DNOV
OG0009081	LOC108113557|XP_017079639.1|DEUG	LOC115765772|XP_030565303.1|DNOV
OG0009082	LOC108116400|XP_017083759.1|DEUG	LOC115770621|XP_030571818.1|DNOV
OG0009083	LOC108117439|XP_017085348.1|DEUG	LOC115768504|XP_030568949.1|DNOV
OG0009084	LOC108116491|XP_017083913.1|DEUG	LOC115766184|XP_030565886.1|DNOV
OG0009085	LOC108116494|XP_017083917.1|DEUG	LOC115770547|XP_030571709.1|DNOV
OG0009086	LOC108115022|XP_017081753.1|DEUG	LOC115771737|XP_030573424.1|DNOV
OG0009087	LOC108116091|XP_017083298.1|DEUG	LOC115765056|XP_030564289.1|DNOV
OG0009088	LOC108111288|XP_017076165.1|DEUG	LOC115759636|XP_030556485.1|DNOV
OG0009089	LOC108117720|XP_017085768.1|DEUG	LOC115768305|XP_030568710.1|DNOV
OG0009090	LOC108111283|XP_017076160.1|DEUG	LOC115764862|XP_030563998.1|DNOV
OG0009091	LOC108115043|XP_017081779.1|DEUG	LOC115764182|XP_030562929.1|DNOV
OG0009092	LOC108115065|XP_017081802.1|DEUG	LOC115764174|XP_030562921.1|DNOV, LOC115759658|XP_030556507.1|DNOV
OG0009093	LOC108116944|XP_017084581.1|DEUG	LOC115761246|XP_030558804.1|DNOV
OG0009094	LOC108116063|XP_017083263.1|DEUG	LOC115764946|XP_030564127.1|DNOV, LOC115765070|XP_030564305.1|DNOV
OG0009095	LOC108115950|XP_017083074.1|DEUG	LOC115765072|XP_030564308.1|DNOV
OG0009096	LOC108113562|XP_017079644.1|DEUG	LOC115771674|XP_030573348.1|DNOV
OG0009097	LOC108113566|XP_017079647.1|DEUG	LOC115772022|XP_030573815.1|DNOV
OG0009098	LOC108115813|XP_017082890.1|DEUG	LOC115764779|XP_030563878.1|DNOV
OG0009099	LOC108111344|XP_017076263.1|DEUG	LOC115759405|XP_030556155.1|DNOV
OG0009100	LOC108105129|XP_017067050.1|DEUG	LOC115763262|XP_030561601.1|DNOV
OG0009101	LOC108110769|XP_017075477.1|DEUG	LOC115758686|XP_030555289.1|DNOV
OG0009102	LOC108110923|XP_017075690.1|DEUG	LOC115766012|XP_030565646.1|DNOV
OG0009103	LOC108110489|XP_017075056.1|DEUG	LOC115760213|XP_030557323.1|DNOV
OG0009104	LOC108110534|XP_017075105.1|DEUG	LOC115760016|XP_030557037.1|DNOV
OG0009105	LOC108108013|XP_017071361.1|DEUG	LOC115759063|XP_030555751.1|DNOV
OG0009106	LOC108112367|XP_017077689.1|DEUG	LOC115759918|XP_030556913.1|DNOV
OG0009107	LOC108107115|XP_017069992.1|DEUG	LOC115760069|XP_030557109.1|DNOV
OG0009108	LOC108116254|XP_017083532.1|DEUG, LOC108116267|XP_017083546.1|DEUG	LOC115766201|XP_030565911.1|DNOV
OG0009109	LOC108104151|XP_017065541.1|DEUG	LOC115760271|XP_030557401.1|DNOV
OG0009110	LOC108110686|XP_017075302.1|DEUG	LOC115759167|XP_030555897.1|DNOV, LOC115759166|XP_030555895.1|DNOV
OG0009111	LOC108107919|XP_017071230.1|DEUG	LOC115762765|XP_030560969.1|DNOV
OG0009112	LOC108110963|XP_017075752.1|DEUG	LOC115766000|XP_030565628.1|DNOV
OG0009113	LOC108111130|XP_017075981.1|DEUG	LOC115758752|XP_030555370.1|DNOV
OG0009114	LOC108106124|XP_017068492.1|DEUG	LOC115758385|XP_030554847.1|DNOV
OG0009115	LOC108113464|XP_017079533.1|DEUG	LOC115759211|XP_030555962.1|DNOV
OG0009116	LOC108110594|XP_017075181.1|DEUG	LOC115763271|XP_030561609.1|DNOV
OG0009117	LOC108102472|XP_017062970.1|DEUG	LOC115758665|XP_030555263.1|DNOV
OG0009118	LOC108105409|XP_017067445.1|DEUG	LOC115771330|XP_030572856.1|DNOV
OG0009119	LOC108105814|XP_017068044.1|DEUG	LOC115769187|XP_030569751.1|DNOV
OG0009120	LOC108113905|XP_017080101.1|DEUG	LOC115769482|XP_030570159.1|DNOV
OG0009121	LOC108112013|XP_017077240.1|DEUG	LOC115760633|XP_030557945.1|DNOV
OG0009122	LOC108108947|XP_017072690.1|DEUG	LOC115760945|XP_030558387.1|DNOV
OG0009123	LOC108109150|XP_017073049.1|DEUG	LOC115762221|XP_030560215.1|DNOV
OG0009124	LOC108105742|XP_017067947.1|DEUG	LOC115758078|XP_030554452.1|DNOV
OG0009125	LOC108112887|XP_017078730.1|DEUG	LOC115762411|XP_030560459.1|DNOV
OG0009126	LOC108113345|XP_017079397.1|DEUG	LOC115762461|XP_030560533.1|DNOV
OG0009127	LOC108107418|XP_017070436.1|DEUG	LOC115771112|XP_030572539.1|DNOV
OG0009128	LOC108112251|XP_017077561.1|DEUG	LOC115762377|XP_030560417.1|DNOV
OG0009129	LOC108104462|XP_017066015.1|DEUG	LOC115761078|XP_030558556.1|DNOV
OG0009130	LOC108112626|XP_017078216.1|DEUG	LOC115762291|XP_030560316.1|DNOV
OG0009131	LOC108113044|XP_017078962.1|DEUG	LOC115762430|XP_030560487.1|DNOV
OG0009132	LOC108107318|XP_017070283.1|DEUG	LOC115762394|XP_030560434.1|DNOV
OG0009133	LOC108111916|XP_017077046.1|DEUG	LOC115760728|XP_030558062.1|DNOV
OG0009134	LOC108112222|XP_017077529.1|DEUG	LOC115760840|XP_030558244.1|DNOV
OG0009135	LOC108104602|XP_017066261.1|DEUG	LOC115760750|XP_030558088.1|DNOV
OG0009136	LOC108106589|XP_017069259.1|DEUG	LOC115762206|XP_030560191.1|DNOV
OG0009137	LOC108106261|XP_017068715.1|DEUG	LOC115760919|XP_030558352.1|DNOV
OG0009138	LOC108106802|XP_017069536.1|DEUG	LOC115760892|XP_030558318.1|DNOV
OG0009139	LOC108107363|XP_017070354.1|DEUG	LOC115759674|XP_030556523.1|DNOV
OG0009140	LOC108106693|XP_017069415.1|DEUG	LOC115762191|XP_030560174.1|DNOV
OG0009141	LOC108112283|XP_017077594.1|DEUG	LOC115762499|XP_030560595.1|DNOV
OG0009142	LOC108112647|XP_017078251.1|DEUG	LOC115762038|XP_030559964.1|DNOV
OG0009143	LOC108113142|XP_017079139.1|DEUG	LOC115760854|XP_030558303.1|DNOV
OG0009144	LOC108112295|XP_017077609.1|DEUG	LOC115758162|XP_030554564.1|DNOV
OG0009145	LOC108112331|XP_017077648.1|DEUG	LOC115764141|XP_030562878.1|DNOV
OG0009146	LOC108106644|XP_017069344.1|DEUG	LOC115757886|XP_030554185.1|DNOV
OG0009147	LOC108112885|XP_017078724.1|DEUG	LOC115766622|XP_030566474.1|DNOV
OG0009148	LOC108104500|XP_017066104.1|DEUG	LOC115761691|XP_030559417.1|DNOV
OG0009149	LOC108109025|XP_017072788.1|DEUG	LOC115767421|XP_030567556.1|DNOV
OG0009150	LOC108114899|XP_017081558.1|DEUG	LOC115764553|XP_030563534.1|DNOV, LOC115760451|XP_030557624.1|DNOV
