Orthogroup	DEUG.longest_only	HILL.longest_only
OG0008484	LOC108103743|XP_017064839.1|DEUG	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL
OG0008485	LOC108113440|XP_017079497.1|DEUG	LOC119653213|XP_037913710.1|HILL
OG0008486	LOC108102339|XP_017062656.1|DEUG	LOC119660883|XP_037925726.1|HILL
OG0008487	LOC108103355|XP_017064289.1|DEUG	LOC119653734|XP_037914584.1|HILL
OG0008488	LOC108110263|XP_017074740.1|DEUG	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL
OG0008496	LOC108112958|XP_017078847.1|DEUG	LOC119654774|XP_037916244.1|HILL
OG0008498	LOC108112359|XP_017077676.1|DEUG, LOC108113362|XP_017079416.1|DEUG	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL
OG0008500	LOC108104538|XP_017066161.1|DEUG	LOC119655028|XP_037916630.1|HILL
OG0008505	LOC108114185|XP_017080483.1|DEUG	LOC119649383|XP_037907429.1|HILL
OG0008508	LOC108104987|XP_017066853.1|DEUG	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL
OG0008527	LOC108109986|XP_017074309.1|DEUG	LOC119658475|XP_037921839.1|HILL
OG0008528	LOC108104656|XP_017066327.1|DEUG	LOC119651201|XP_037910571.1|HILL
OG0008529	LOC108102430|XP_017062897.1|DEUG	LOC119658351|XP_037921636.1|HILL
OG0008530	LOC108118381|XP_017086545.1|DEUG	LOC119657299|XP_037920073.1|HILL
OG0008531	LOC108117622|XP_017085640.1|DEUG	LOC119657125|XP_037919817.1|HILL
OG0008532	LOC108103982|XP_017065256.1|DEUG	LOC119658066|XP_037921251.1|HILL
OG0008534	LOC108109996|XP_017074321.1|DEUG	LOC119657089|XP_037919772.1|HILL
OG0008535	LOC108103724|XP_017064812.1|DEUG	LOC119658522|XP_037921926.1|HILL
OG0008536	LOC108103726|XP_017064814.1|DEUG	LOC119656731|XP_037919195.1|HILL
OG0008537	LOC108116870|XP_017084437.1|DEUG	LOC119651053|XP_037910310.1|HILL
OG0008538	LOC108118093|XP_017086135.1|DEUG	LOC119656958|XP_037919605.1|HILL
OG0008539	LOC108106607|XP_017069299.1|DEUG	LOC119656591|XP_037918930.1|HILL
OG0008540	LOC108109354|XP_017073305.1|DEUG	LOC119653019|XP_037913386.1|HILL
OG0008541	LOC108108998|XP_017072753.1|DEUG	LOC119653135|XP_037913597.1|HILL
OG0008542	LOC108108237|XP_017071693.1|DEUG	LOC119649841|XP_037908113.1|HILL
OG0008544	LOC108104484|XP_017066085.1|DEUG	LOC119652767|XP_037913006.1|HILL
OG0008545	LOC108107390|XP_017070396.1|DEUG	LOC119661353|XP_037926587.1|HILL
OG0008547	LOC108109725|XP_017073859.1|DEUG	LOC119657476|XP_037920325.1|HILL
OG0008550	LOC108110296|XP_017074786.1|DEUG	LOC119656706|XP_037919144.1|HILL
OG0008551	LOC108113652|XP_017079816.1|DEUG	LOC119649435|XP_037907513.1|HILL
OG0008554	LOC108118515|XP_017086748.1|DEUG	LOC119654641|XP_037916044.1|HILL
OG0008555	LOC108102442|XP_017062925.1|DEUG	LOC119654383|XP_037915679.1|HILL
OG0008556	LOC108104513|XP_017066122.1|DEUG	LOC119654250|XP_037915421.1|HILL
OG0008557	LOC108111446|XP_017076404.1|DEUG	LOC119653004|XP_037913360.1|HILL
OG0008558	LOC108110757|XP_017075455.1|DEUG	LOC119651726|XP_037911378.1|HILL
OG0008560	LOC108108305|XP_017071815.1|DEUG	LOC119651038|XP_037910283.1|HILL
OG0008562	LOC108118266|XP_017086352.1|DEUG	LOC119651236|XP_037910642.1|HILL
OG0008563	LOC108115637|XP_017082679.1|DEUG	LOC119647201|XP_037903945.1|HILL
OG0008564	LOC108110942|XP_017075725.1|DEUG	LOC119652179|XP_037912051.1|HILL
OG0008565	LOC108114208|XP_017080517.1|DEUG	LOC119659222|XP_037923126.1|HILL
OG0008567	LOC108117699|XP_017086041.1|DEUG	LOC119661497|XP_037926791.1|HILL
OG0008569	LOC108103655|XP_017064700.1|DEUG	LOC119653537|XP_037914142.1|HILL
OG0008570	LOC108103692|XP_017064775.1|DEUG	LOC119654622|XP_037916022.1|HILL
OG0008573	LOC108103309|XP_017064221.1|DEUG	LOC119654214|XP_037915354.1|HILL
OG0008574	LOC108114311|XP_017080711.1|DEUG	LOC119648701|XP_037906437.1|HILL
OG0008575	LOC108115664|XP_017082712.1|DEUG	LOC119659043|XP_037922872.1|HILL
OG0008576	LOC108102407|XP_017062853.1|DEUG	LOC119654176|XP_037915289.1|HILL
OG0008578	LOC108105292|XP_017067273.1|DEUG	LOC119658856|XP_037922537.1|HILL
OG0008579	LOC108117375|XP_017085250.1|DEUG	LOC119648986|XP_037906837.1|HILL
OG0008581	LOC108108775|XP_017072434.1|DEUG	LOC119659924|XP_037924189.1|HILL
OG0008583	LOC108105411|XP_017067447.1|DEUG	LOC119656058|XP_037918259.1|HILL
OG0008584	LOC108104373|XP_017065878.1|DEUG	LOC119655742|XP_037917723.1|HILL
OG0008585	LOC108103700|XP_017064785.1|DEUG	LOC119655897|XP_037917976.1|HILL
OG0008586	LOC108103659|XP_017064704.1|DEUG	LOC119655642|XP_037917547.1|HILL
OG0008587	LOC108117194|XP_017084983.1|DEUG	LOC119658942|XP_037922726.1|HILL
OG0008588	LOC108117160|XP_017084922.1|DEUG	LOC119658908|XP_037922642.1|HILL
OG0008589	LOC108103832|XP_017065008.1|DEUG	LOC119654185|XP_037915308.1|HILL
OG0008590	LOC108113614|XP_017079763.1|DEUG	LOC119655852|XP_037917898.1|HILL
OG0008592	LOC108113202|XP_017079222.1|DEUG	LOC119654260|XP_037915453.1|HILL
OG0008593	LOC108114019|XP_017080254.1|DEUG	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL
OG0008594	LOC108117039|XP_017084698.1|DEUG	LOC119651649|XP_037911253.1|HILL
OG0008595	LOC108112828|XP_017078624.1|DEUG	LOC119661579|XP_037926906.1|HILL
OG0008596	LOC108112498|XP_017077866.1|DEUG	LOC119661663|XP_037927025.1|HILL
OG0008597	LOC108116558|XP_017083986.1|DEUG	LOC119659496|XP_037923542.1|HILL
OG0008598	LOC108105093|XP_017067013.1|DEUG	LOC119655847|XP_037917890.1|HILL
OG0008599	LOC108109749|XP_017073905.1|DEUG	LOC119654310|XP_037915561.1|HILL
OG0008600	LOC108110249|XP_017074726.1|DEUG	LOC119652068|XP_037911934.1|HILL
OG0008601	LOC108106857|XP_017069589.1|DEUG	LOC119659540|XP_037923612.1|HILL
OG0008602	LOC108117500|XP_017085469.1|DEUG	LOC119652694|XP_037912899.1|HILL
OG0008603	LOC108116813|XP_017084350.1|DEUG	LOC119652884|XP_037913179.1|HILL
OG0008604	LOC108107412|XP_017070428.1|DEUG	LOC119647128|XP_037903843.1|HILL
OG0008605	LOC108106951|XP_017069716.1|DEUG	LOC119654333|XP_037915592.1|HILL
OG0008606	LOC108102517|XP_017063041.1|DEUG	LOC119652360|XP_037912374.1|HILL
OG0008607	LOC108115351|XP_017082261.1|DEUG	LOC119659335|XP_037923305.1|HILL
OG0008608	LOC108110289|XP_017074774.1|DEUG	LOC119653630|XP_037914334.1|HILL
OG0008609	LOC108116333|XP_017083635.1|DEUG	LOC119658860|XP_037922541.1|HILL
OG0008610	LOC108112200|XP_017077503.1|DEUG	LOC119646361|XP_037902726.1|HILL
OG0008615	LOC108116234|XP_017083514.1|DEUG	LOC119660332|XP_037924743.1|HILL
OG0008616	LOC108109030|XP_017072805.1|DEUG	LOC119646548|XP_037902951.1|HILL
OG0008619	LOC108104149|XP_017065538.1|DEUG	LOC119661363|XP_037926600.1|HILL
OG0008620	LOC108109012|XP_017072774.1|DEUG	LOC119651578|XP_037911144.1|HILL
OG0008621	LOC108110118|XP_017074515.1|DEUG	LOC119651459|XP_037910993.1|HILL
OG0008622	LOC108112344|XP_017077661.1|DEUG	LOC119655405|XP_037917216.1|HILL
OG0008623	LOC108106777|XP_017069507.1|DEUG	LOC119655278|XP_037917025.1|HILL
OG0008624	LOC108106585|XP_017069255.1|DEUG	LOC119648961|XP_037906812.1|HILL
OG0008626	LOC108103279|XP_017064180.1|DEUG	LOC119660175|XP_037924511.1|HILL
OG0008627	LOC108108297|XP_017071791.1|DEUG	LOC119661010|XP_037926080.1|HILL
OG0008629	LOC108114797|XP_017081398.1|DEUG	LOC119646898|XP_037903484.1|HILL
OG0008631	LOC108109414|XP_017073401.1|DEUG	LOC119651864|XP_037911599.1|HILL
OG0008632	LOC108109361|XP_017073318.1|DEUG	LOC119647306|XP_037904144.1|HILL
OG0008633	LOC108106539|XP_017069176.1|DEUG	LOC119653603|XP_037914285.1|HILL
OG0008634	LOC108115003|XP_017081736.1|DEUG	LOC119651860|XP_037911595.1|HILL
OG0008635	LOC108109000|XP_017072755.1|DEUG	LOC119652745|XP_037912972.1|HILL
OG0008636	LOC108111750|XP_017076794.1|DEUG	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL
OG0008638	LOC108116889|XP_017084479.1|DEUG	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL
OG0008639	LOC108115883|XP_017083012.1|DEUG	LOC119653912|XP_037914998.1|HILL
OG0008644	LOC108111465|XP_017076425.1|DEUG	LOC119661311|XP_037926531.1|HILL
OG0008645	LOC108118472|XP_017086685.1|DEUG	LOC119651500|XP_037911050.1|HILL
OG0008646	LOC108103051|XP_017063854.1|DEUG	LOC119661294|XP_037926508.1|HILL
OG0008647	LOC108110555|XP_017075134.1|DEUG	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL
OG0008648	LOC108118428|XP_017086600.1|DEUG	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL
OG0008650	LOC108116286|XP_017083561.1|DEUG	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL
OG0008651	LOC108106256|XP_017068709.1|DEUG	LOC119661505|XP_037926800.1|HILL
OG0008653	LOC108112418|XP_017077750.1|DEUG	LOC119654871|XP_037916394.1|HILL
OG0008660	LOC108108562|XP_017072134.1|DEUG	LOC119651738|XP_037911393.1|HILL
OG0008661	LOC108104628|XP_017066292.1|DEUG	LOC119651426|XP_037910951.1|HILL
OG0008665	LOC108105724|XP_017067928.1|DEUG	LOC119648579|XP_037906277.1|HILL
OG0008667	LOC108107945|XP_017071265.1|DEUG	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL
OG0008669	LOC108105136|XP_017067058.1|DEUG	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL
OG0008671	LOC108108121|XP_017071530.1|DEUG, LOC108108113|XP_017071518.1|DEUG, LOC108108105|XP_017071507.1|DEUG, LOC108108129|XP_017071542.1|DEUG	LOC119651955|XP_037911736.1|HILL, LOC119646767|XP_037903278.1|HILL
OG0008677	LOC108115687|XP_017082744.1|DEUG	LOC119653088|XP_037913514.1|HILL
OG0008681	LOC108118384|XP_017086548.1|DEUG	LOC119657738|XP_037920708.1|HILL
OG0008682	LOC108106049|XP_017068392.1|DEUG	LOC119656988|XP_037919650.1|HILL
OG0008683	LOC108104387|XP_017065912.1|DEUG	LOC119657037|XP_037919719.1|HILL
OG0008684	LOC108102933|XP_017063683.1|DEUG	LOC119657286|XP_037920060.1|HILL
OG0008685	LOC108112303|XP_017077618.1|DEUG	LOC119651979|XP_037911814.1|HILL
OG0008687	LOC108107262|XP_017070181.1|DEUG	LOC119648628|XP_037906329.1|HILL
OG0008688	LOC108103295|XP_017064197.1|DEUG	LOC119661651|XP_037927011.1|HILL
OG0008689	LOC108110390|XP_017074930.1|DEUG	LOC119659228|XP_037923130.1|HILL
OG0008690	LOC108103179|XP_017064055.1|DEUG, LOC108105825|XP_017068058.1|DEUG	LOC119651734|XP_037911390.1|HILL
OG0008694	LOC108109955|XP_017074258.1|DEUG	LOC119647760|XP_037904807.1|HILL
OG0008696	LOC108116603|XP_017084048.1|DEUG	LOC119660568|XP_037925146.1|HILL
OG0008697	LOC108107511|XP_017070542.1|DEUG	LOC119647676|XP_037904681.1|HILL
OG0008698	LOC108111861|XP_017076973.1|DEUG	LOC119653864|XP_037914849.1|HILL
OG0008699	LOC108108801|XP_017072471.1|DEUG	LOC119647603|XP_037904559.1|HILL
OG0008700	LOC108117220|XP_017085035.1|DEUG	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL
OG0008701	LOC108111995|XP_017077214.1|DEUG	LOC119654395|XP_037915704.1|HILL
OG0008703	LOC108114223|XP_017080565.1|DEUG	LOC119655914|XP_037918007.1|HILL
OG0008704	LOC108111087|XP_017075912.1|DEUG	LOC119646957|XP_037903582.1|HILL
OG0008705	LOC108107149|XP_017070041.1|DEUG	LOC119652801|XP_037913052.1|HILL
OG0008706	LOC108109352|XP_017073301.1|DEUG	LOC119658902|XP_037922635.1|HILL
OG0008707	LOC108104942|XP_017066795.1|DEUG	LOC119658237|XP_037921442.1|HILL
OG0008708	LOC108105035|XP_017066922.1|DEUG	LOC119649332|XP_037907367.1|HILL
OG0008709	LOC108115842|XP_017082942.1|DEUG	LOC119660146|XP_037924474.1|HILL
OG0008710	LOC108116958|XP_017084603.1|DEUG	LOC119651226|XP_037910624.1|HILL
OG0008711	LOC108110215|XP_017074683.1|DEUG	LOC119658610|XP_037922019.1|HILL
OG0008712	LOC108112830|XP_017078625.1|DEUG	LOC119661789|XP_037927201.1|HILL
OG0008714	LOC108111027|XP_017075836.1|DEUG	LOC119660523|XP_037925077.1|HILL
OG0008716	LOC108117467|XP_017085378.1|DEUG	LOC119659307|XP_037923248.1|HILL
OG0008717	LOC108109819|XP_017074038.1|DEUG	LOC119659717|XP_037923900.1|HILL
OG0008719	LOC108109371|XP_017073340.1|DEUG	LOC119660257|XP_037924639.1|HILL
OG0008721	LOC108118362|XP_017086520.1|DEUG	LOC119658130|XP_037921327.1|HILL
OG0008723	LOC108109872|XP_017074154.1|DEUG	LOC119648752|XP_037906504.1|HILL
OG0008725	LOC108109028|XP_017072792.1|DEUG	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL
OG0008726	LOC108112974|XP_017078870.1|DEUG	LOC119652874|XP_037913167.1|HILL
OG0008728	LOC108111535|XP_017076548.1|DEUG	LOC119651993|XP_037911841.1|HILL
OG0008729	LOC108110006|XP_017074333.1|DEUG	LOC119658474|XP_037921837.1|HILL
OG0008730	LOC108105366|XP_017067381.1|DEUG	LOC119657477|XP_037920326.1|HILL
OG0008731	LOC108111666|XP_017076687.1|DEUG	LOC119652835|XP_037913097.1|HILL
OG0008732	LOC108108212|XP_017071667.1|DEUG	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL
OG0008734	LOC108115029|XP_017081763.1|DEUG	LOC119652484|XP_037912593.1|HILL
OG0008735	LOC108108959|XP_017072703.1|DEUG	LOC119659632|XP_037923759.1|HILL
OG0008736	LOC108106423|XP_017068941.1|DEUG	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL
OG0008737	LOC108109545|XP_017073604.1|DEUG	LOC119659112|XP_037922962.1|HILL, LOC119650913|XP_037910066.1|HILL, LOC119652054|XP_037911917.1|HILL
OG0008738	LOC108113458|XP_017079528.1|DEUG	LOC119650897|XP_037910004.1|HILL
OG0008739	LOC108114640|XP_017081198.1|DEUG	LOC119660717|XP_037925288.1|HILL
OG0008740	LOC108104862|XP_017066673.1|DEUG	LOC119654783|XP_037916254.1|HILL
OG0008741	LOC108104796|XP_017066554.1|DEUG	LOC119660921|XP_037925824.1|HILL
OG0008742	LOC108107860|XP_017071116.1|DEUG	LOC119649509|XP_037907608.1|HILL
OG0008743	LOC108106432|XP_017068953.1|DEUG	LOC119659149|XP_037923025.1|HILL
OG0008745	LOC108103097|XP_017063951.1|DEUG	LOC119652723|XP_037912944.1|HILL, LOC119651758|XP_037911424.1|HILL
OG0008746	LOC108117265|XP_017085106.1|DEUG	LOC119660160|XP_037924492.1|HILL
OG0008747	LOC108114671|XP_017081240.1|DEUG	LOC119649072|XP_037906993.1|HILL
OG0008748	LOC108102691|XP_017063323.1|DEUG	LOC119652918|XP_037913232.1|HILL
OG0008750	LOC108110995|XP_017075793.1|DEUG	LOC119654153|XP_037915245.1|HILL, LOC119646967|XP_037903596.1|HILL
OG0008751	LOC108115100|XP_017081836.1|DEUG	LOC119651705|XP_037911346.1|HILL
OG0008752	LOC108109491|XP_017073517.1|DEUG, LOC108109489|XP_017073513.1|DEUG	LOC119659709|XP_037923891.1|HILL
OG0008753	LOC108114031|XP_017080267.1|DEUG	LOC119655884|XP_037917957.1|HILL
OG0008756	LOC108117083|XP_017084745.1|DEUG	LOC119648773|XP_037906534.1|HILL, LOC119648252|XP_037905823.1|HILL, LOC119650144|XP_037908608.1|HILL, LOC119648374|XP_037906030.1|HILL
OG0008757	LOC108115584|XP_017082585.1|DEUG	LOC119652413|XP_037912458.1|HILL
OG0008758	LOC108110432|XP_017074987.1|DEUG	LOC119647030|XP_037903703.1|HILL, LOC119660917|XP_037925821.1|HILL
OG0008759	LOC108112357|XP_017077678.1|DEUG	LOC119661245|XP_037926411.1|HILL
OG0008765	LOC108112602|XP_017078151.1|DEUG	LOC119647084|XP_037903773.1|HILL
OG0008766	LOC108111536|XP_017076551.1|DEUG	LOC119646230|XP_037902548.1|HILL
OG0008770	LOC108113292|XP_017079330.1|DEUG	LOC119661763|XP_037927161.1|HILL
OG0008773	LOC108112784|XP_017078551.1|DEUG	LOC119646200|XP_037902511.1|HILL
OG0008774	LOC108108937|XP_017072679.1|DEUG	LOC119655518|XP_037917356.1|HILL
OG0008777	LOC108112893|XP_017078738.1|DEUG	LOC119653606|XP_037914294.1|HILL
OG0008781	LOC108103272|XP_017064173.1|DEUG	LOC119661729|XP_037927124.1|HILL
OG0008782	LOC108117394|XP_017085282.1|DEUG	LOC119648896|XP_037906723.1|HILL
OG0008783	LOC108112323|XP_017077642.1|DEUG	LOC119649405|XP_037907468.1|HILL, LOC119658910|XP_037922647.1|HILL
OG0008784	LOC108115314|XP_017082247.1|DEUG, LOC108115095|XP_017081869.1|DEUG, LOC108109657|XP_017073726.1|DEUG, LOC108114465|XP_017080961.1|DEUG	LOC119648371|XP_037906026.1|HILL
OG0008795	LOC108116180|XP_017083410.1|DEUG	LOC119660196|XP_037924544.1|HILL
OG0008805	LOC108105379|XP_017067409.1|DEUG	LOC119656803|XP_037919340.1|HILL
OG0008806	LOC108115218|XP_017082061.1|DEUG	LOC119656959|XP_037919607.1|HILL
OG0008807	LOC108103863|XP_017065064.1|DEUG	LOC119656811|XP_037919359.1|HILL
OG0008808	LOC108103919|XP_017065157.1|DEUG	LOC119658445|XP_037921777.1|HILL
OG0008811	LOC108105633|XP_017067811.1|DEUG	LOC119652683|XP_037912885.1|HILL
OG0008813	LOC108110579|XP_017075168.1|DEUG	LOC119652049|XP_037911913.1|HILL
OG0008814	LOC108107214|XP_017070120.1|DEUG	LOC119646576|XP_037902997.1|HILL
OG0008815	LOC108107694|XP_017070788.1|DEUG	LOC119646510|XP_037902894.1|HILL
OG0008821	LOC108117672|XP_017085689.1|DEUG	LOC119659241|XP_037923149.1|HILL
OG0008822	LOC108110478|XP_017075038.1|DEUG	LOC119651280|XP_037910712.1|HILL
OG0008823	LOC108118085|XP_017086121.1|DEUG	LOC119646188|XP_037902499.1|HILL
OG0008824	LOC108113848|XP_017080048.1|DEUG	LOC119653399|XP_037913891.1|HILL
OG0008829	LOC108104397|XP_017065925.1|DEUG	LOC119657846|XP_037920896.1|HILL
OG0008830	LOC108110008|XP_017074335.1|DEUG	LOC119657594|XP_037920505.1|HILL
OG0008831	LOC108104375|XP_017065882.1|DEUG	LOC119655773|XP_037917756.1|HILL
OG0008832	LOC108104374|XP_017065879.1|DEUG	LOC119655195|XP_037916893.1|HILL
OG0008833	LOC108103456|XP_017064439.1|DEUG	LOC119654244|XP_037915414.1|HILL
OG0008834	LOC108113764|XP_017079949.1|DEUG	LOC119653011|XP_037913377.1|HILL
OG0008836	LOC108104520|XP_017066140.1|DEUG	LOC119647253|XP_037904059.1|HILL
OG0008838	LOC108111059|XP_017075877.1|DEUG	LOC119647489|XP_037904376.1|HILL
OG0008839	LOC108106757|XP_017069485.1|DEUG	LOC119654967|XP_037916555.1|HILL
OG0008841	LOC108107599|XP_017070651.1|DEUG	LOC119649018|XP_037906899.1|HILL
OG0008843	LOC108108033|XP_017071394.1|DEUG	LOC119649087|XP_037907017.1|HILL
OG0008845	LOC108105122|XP_017067044.1|DEUG	LOC119661334|XP_037926564.1|HILL
OG0008848	LOC108112952|XP_017078841.1|DEUG	LOC119661193|XP_037926343.1|HILL
OG0008854	LOC108111058|XP_017075876.1|DEUG	LOC119660814|XP_037925583.1|HILL
OG0008856	LOC108108741|XP_017072372.1|DEUG	LOC119660757|XP_037925446.1|HILL
OG0008857	LOC108102750|XP_017063391.1|DEUG	LOC119647684|XP_037904693.1|HILL
OG0008858	LOC108111553|XP_017076563.1|DEUG	LOC119647867|XP_037905065.1|HILL
OG0008859	LOC108114717|XP_017081307.1|DEUG	LOC119648271|XP_037905854.1|HILL
OG0008861	LOC108104550|XP_017066180.1|DEUG	LOC119657118|XP_037919809.1|HILL
OG0008862	LOC108117140|XP_017084888.1|DEUG	LOC119659261|XP_037923181.1|HILL
OG0008864	LOC108112158|XP_017077394.1|DEUG	LOC119657040|XP_037919722.1|HILL
OG0008866	LOC108104180|XP_017065594.1|DEUG	LOC119655429|XP_037917252.1|HILL
OG0008867	LOC108103444|XP_017064414.1|DEUG	LOC119659595|XP_037923685.1|HILL
OG0008869	LOC108116762|XP_017084275.1|DEUG	LOC119648431|XP_037906113.1|HILL
OG0008870	LOC108108585|XP_017072169.1|DEUG	LOC119649996|XP_037908385.1|HILL
OG0008871	LOC108104015|XP_017065332.1|DEUG	LOC119649205|XP_037907186.1|HILL
OG0008872	LOC108107127|XP_017070010.1|DEUG	LOC119646954|XP_037903578.1|HILL
OG0008874	LOC108112493|XP_017077850.1|DEUG	LOC119655356|XP_037917135.1|HILL
OG0008875	LOC108113358|XP_017079411.1|DEUG	LOC119660608|XP_037925232.1|HILL
OG0008876	LOC108102365|XP_017062766.1|DEUG	LOC119660895|XP_037925755.1|HILL
OG0008877	LOC108108160|XP_017071586.1|DEUG	LOC119648262|XP_037905841.1|HILL
OG0008878	LOC108106160|XP_017068560.1|DEUG	LOC119647885|XP_037905110.1|HILL
OG0008881	LOC108107228|XP_017070136.1|DEUG	LOC119647216|XP_037903972.1|HILL
OG0008883	LOC108109659|XP_017073730.1|DEUG	LOC119658801|XP_037922449.1|HILL
OG0008884	LOC108113518|XP_017079599.1|DEUG	LOC119660387|XP_037924839.1|HILL
OG0008885	LOC108107105|XP_017069981.1|DEUG	LOC119650933|XP_037910090.1|HILL
OG0008886	LOC108113094|XP_017079029.1|DEUG	LOC119655445|XP_037917267.1|HILL
OG0008887	LOC108109098|XP_017072970.1|DEUG	LOC119659660|XP_037923801.1|HILL
OG0008889	LOC108112851|XP_017078658.1|DEUG	LOC119660979|XP_037925990.1|HILL
OG0008891	LOC108107953|XP_017071275.1|DEUG	LOC119647408|XP_037904212.1|HILL
OG0008892	LOC108107369|XP_017070362.1|DEUG	LOC119660794|XP_037925536.1|HILL
OG0008893	LOC108108009|XP_017071354.1|DEUG	LOC119659288|XP_037923229.1|HILL
OG0008894	LOC108115640|XP_017082682.1|DEUG	LOC119652791|XP_037913033.1|HILL
OG0008895	LOC108110384|XP_017074915.1|DEUG	LOC119659336|XP_037923306.1|HILL
OG0008897	LOC108105265|XP_017067233.1|DEUG	LOC119660513|XP_037925057.1|HILL
OG0008898	LOC108111942|XP_017077106.1|DEUG	LOC119653683|XP_037914472.1|HILL
OG0008899	LOC108106943|XP_017069699.1|DEUG	LOC119656195|XP_037918495.1|HILL
OG0008900	LOC108105695|XP_017067894.1|DEUG	LOC119651674|XP_037911294.1|HILL
OG0008901	LOC108108102|XP_017071495.1|DEUG	LOC119649002|XP_037906872.1|HILL
OG0008902	LOC108102333|XP_017062625.1|DEUG	LOC119660885|XP_037925731.1|HILL
OG0008903	LOC108110559|XP_017075139.1|DEUG	LOC119652361|XP_037912376.1|HILL, LOC119659524|XP_037923588.1|HILL
OG0008904	LOC108112798|XP_017078574.1|DEUG	LOC119660474|XP_037924992.1|HILL
OG0008905	LOC108102309|XP_017062559.1|DEUG	LOC119660991|XP_037926007.1|HILL
OG0008906	LOC108114591|XP_017081135.1|DEUG	LOC119649724|XP_037907932.1|HILL
OG0008908	LOC108116238|XP_017083518.1|DEUG	LOC119659189|XP_037923077.1|HILL
OG0008909	LOC108115934|XP_017083059.1|DEUG	LOC119657223|XP_037919962.1|HILL
OG0008910	LOC108109343|XP_017073295.1|DEUG	LOC119659166|XP_037923045.1|HILL
OG0008913	LOC108115674|XP_017082728.1|DEUG	LOC119650939|XP_037910097.1|HILL
OG0008914	LOC108111654|XP_017076674.1|DEUG	LOC119657618|XP_037920549.1|HILL
OG0008915	LOC108116548|XP_017083975.1|DEUG	LOC119652900|XP_037913201.1|HILL
OG0008917	LOC108107144|XP_017070037.1|DEUG	LOC119660762|XP_037925456.1|HILL
OG0008920	LOC108118258|XP_017086338.1|DEUG	LOC119650299|XP_037908865.1|HILL, LOC119648363|XP_037906015.1|HILL
OG0008923	LOC108112048|XP_017077290.1|DEUG	LOC119659201|XP_037923097.1|HILL
OG0008925	LOC108112651|XP_017078271.1|DEUG	LOC119649709|XP_037907910.1|HILL, LOC119649710|XP_037907911.1|HILL
OG0008931	LOC108104786|XP_017066531.1|DEUG	LOC119647158|XP_037903893.1|HILL
OG0008933	LOC108106270|XP_017068724.1|DEUG	LOC119658928|XP_037922689.1|HILL, LOC119660460|XP_037924953.1|HILL
OG0008935	LOC108112231|XP_017077540.1|DEUG	LOC119648742|XP_037906489.1|HILL
OG0008936	LOC108113293|XP_017079331.1|DEUG	LOC119655807|XP_037917835.1|HILL
OG0008938	LOC108114902|XP_017081564.1|DEUG	LOC119655926|XP_037918025.1|HILL
OG0008939	LOC108109084|XP_017072939.1|DEUG	LOC119654889|XP_037916433.1|HILL
OG0008940	LOC108112987|XP_017078882.1|DEUG	LOC119655215|XP_037916919.1|HILL
OG0008941	LOC108110315|XP_017074817.1|DEUG	LOC119652985|XP_037913336.1|HILL
OG0008942	LOC108117620|XP_017085635.1|DEUG	LOC119657439|XP_037920274.1|HILL
OG0008944	LOC108110055|XP_017074419.1|DEUG	LOC119656926|XP_037919547.1|HILL
OG0008945	LOC108103261|XP_017064162.1|DEUG	LOC119661430|XP_037926703.1|HILL
OG0008946	LOC108111870|XP_017076983.1|DEUG	LOC119656176|XP_037918450.1|HILL, LOC119655163|XP_037916839.1|HILL
