Orthogroup	DEUG.longest_only	DMIR.longest_only
OG0007417	LOC108110318|XP_017074821.1|DEUG	LOC108164911|XP_017156385.1|DMIR
OG0007418	LOC108112573|XP_017078079.1|DEUG	LOC117187818|XP_033246570.1|DMIR, LOC108159807|XP_033246571.1|DMIR, LOC117185853|XP_033253687.1|DMIR
OG0007419	LOC108111674|XP_017076699.1|DEUG	LOC108155042|XP_017141104.1|DMIR
OG0007420	LOC108112548|XP_017077973.1|DEUG	LOC108158917|XP_017147204.1|DMIR
OG0007421	LOC108102450|XP_017062942.1|DEUG	LOC108161252|XP_017150966.1|DMIR
OG0007422	LOC108105527|XP_017067645.1|DEUG	LOC108152910|XP_017138054.1|DMIR
OG0007423	LOC108105047|XP_017066941.1|DEUG	LOC108159759|XP_017148809.1|DMIR
OG0007424	LOC108114306|XP_017080699.1|DEUG	LOC108152430|XP_017137251.1|DMIR
OG0007425	LOC108108783|XP_017072444.1|DEUG	LOC108151213|XP_017135180.1|DMIR
OG0007426	LOC108118076|XP_017086107.1|DEUG	LOC108161099|XP_017150829.1|DMIR
OG0007427	LOC108105365|XP_017067380.1|DEUG	LOC108155352|XP_033254486.1|DMIR
OG0007428	LOC108105343|XP_017067329.1|DEUG	LOC108153220|XP_017138541.1|DMIR
OG0007429	LOC108109173|XP_017073087.1|DEUG	LOC108158082|XP_017145719.1|DMIR
OG0007430	LOC108104620|XP_017066282.1|DEUG	LOC108153480|XP_017139009.1|DMIR
OG0007431	LOC108102671|XP_017063301.1|DEUG	LOC108162035|XP_017152047.1|DMIR
OG0007432	LOC108116790|XP_017084328.1|DEUG	LOC108153117|XP_017138394.1|DMIR
OG0007433	LOC108117412|XP_017085309.1|DEUG	LOC108155994|XP_017142683.1|DMIR
OG0007434	LOC108114296|XP_017080687.1|DEUG	LOC108152515|XP_017137397.1|DMIR
OG0007435	LOC108114542|XP_017081074.1|DEUG	LOC108152506|XP_017137379.1|DMIR
OG0007436	LOC108114628|XP_017081184.1|DEUG	LOC108151524|XP_017135663.1|DMIR
OG0007437	LOC108105997|XP_017068324.1|DEUG	LOC108153061|XP_017138322.1|DMIR
OG0007438	LOC108114334|XP_017080747.1|DEUG	LOC108151172|XP_017135093.1|DMIR
OG0007439	LOC108117123|XP_017084843.1|DEUG	LOC108164847|XP_017156267.1|DMIR
OG0007440	LOC108102409|XP_017062859.1|DEUG	LOC108162715|XP_017153071.1|DMIR
OG0007441	LOC108113118|XP_017079107.1|DEUG	LOC108158939|XP_017147247.1|DMIR
OG0007442	LOC108105293|XP_017067274.1|DEUG	LOC108155613|XP_017142031.1|DMIR
OG0007443	LOC108109139|XP_017073025.1|DEUG	LOC108158681|XP_017146702.1|DMIR
OG0007444	LOC108106498|XP_017069080.1|DEUG	LOC117189991|XP_033250967.1|DMIR, LOC108160699|XP_017150343.1|DMIR
OG0007445	LOC108106497|XP_017069078.1|DEUG	LOC108160698|XP_017150342.1|DMIR, LOC117189990|XP_033250966.1|DMIR
OG0007446	LOC108105687|XP_017067885.1|DEUG	LOC108161730|XP_017151542.1|DMIR
OG0007447	LOC108105714|XP_017067918.1|DEUG	LOC108163682|XP_017154596.1|DMIR
OG0007448	LOC108112770|XP_017078522.1|DEUG	LOC108159960|XP_017149119.1|DMIR, LOC117192898|XP_033253531.1|DMIR
OG0007449	LOC108113994|XP_017080228.1|DEUG	LOC108151399|XP_017135475.1|DMIR
OG0007450	LOC108115497|XP_017082472.1|DEUG	LOC108161834|XP_017151681.2|DMIR
OG0007451	LOC108117351|XP_017085215.1|DEUG	LOC108152692|XP_017137684.1|DMIR
OG0007452	LOC108117341|XP_017085204.1|DEUG	LOC108152599|XP_017137544.1|DMIR
OG0007453	LOC108114646|XP_017081206.1|DEUG	LOC108152330|XP_017137067.1|DMIR
OG0007454	LOC108118208|XP_017086264.1|DEUG	LOC108151977|XP_017136431.1|DMIR
OG0007455	LOC108109237|XP_017073199.1|DEUG	LOC108160449|XP_017149949.1|DMIR, LOC117194028|XP_033254546.1|DMIR
OG0007456	LOC108117405|XP_017085304.1|DEUG	LOC108156559|XP_017143576.1|DMIR
OG0007457	LOC108102838|XP_017063520.1|DEUG	LOC108153356|XP_017138812.1|DMIR
OG0007458	LOC108115299|XP_017082187.1|DEUG	LOC108161921|XP_017151826.1|DMIR
OG0007459	LOC108115609|XP_017082630.1|DEUG	LOC108155437|XP_017141738.2|DMIR
OG0007460	LOC108112684|XP_017078365.1|DEUG	LOC108159399|XP_017148125.1|DMIR
OG0007461	LOC108114484|XP_017080991.1|DEUG	LOC108151002|XP_017134841.1|DMIR
OG0007462	LOC108108223|XP_017071680.1|DEUG	LOC108151019|XP_017134867.1|DMIR
OG0007463	LOC108107591|XP_017070643.1|DEUG	LOC108151007|XP_033243723.1|DMIR
OG0007464	LOC108114330|XP_017080744.1|DEUG	LOC108151004|XP_017134849.1|DMIR
OG0007465	LOC108113870|XP_017080073.1|DEUG	LOC108153437|XP_017138931.1|DMIR
OG0007466	LOC108106339|XP_017068805.1|DEUG	LOC117193850|XP_033254441.1|DMIR, LOC108159850|XP_033246798.1|DMIR
OG0007467	LOC108114916|XP_017081592.1|DEUG	LOC108160363|XP_017149823.1|DMIR, LOC117193334|XP_033253954.1|DMIR
OG0007468	LOC108112615|XP_017078195.1|DEUG	LOC117190404|XP_033251372.1|DMIR, LOC108159732|XP_017148755.1|DMIR
OG0007469	LOC108108637|XP_017072227.1|DEUG	LOC108152271|XP_017136980.2|DMIR
OG0007470	LOC108107125|XP_017070007.1|DEUG	LOC108162114|XP_017152175.1|DMIR
OG0007471	LOC108112945|XP_017078833.1|DEUG	LOC108160744|XP_017150426.1|DMIR
OG0007472	LOC108102965|XP_017063754.1|DEUG	LOC108164533|XP_017155820.2|DMIR
OG0007473	LOC108113939|XP_017080136.1|DEUG	LOC108152725|XP_017137750.1|DMIR
OG0007474	LOC108112771|XP_017078524.1|DEUG	LOC108159482|XP_033246268.1|DMIR
OG0007475	LOC108114457|XP_017080947.1|DEUG	LOC108153347|XP_017138793.1|DMIR
OG0007476	LOC108103932|XP_017065177.1|DEUG	LOC108152820|XP_017137901.1|DMIR
OG0007477	LOC108103890|XP_017065109.1|DEUG	LOC108152037|XP_017136519.1|DMIR
OG0007478	LOC108111063|XP_017075881.1|DEUG	LOC108162842|XP_017153273.2|DMIR
OG0007479	LOC108104388|XP_017065914.1|DEUG	LOC108164698|XP_017156059.1|DMIR
OG0007480	LOC108116436|XP_017083825.1|DEUG	LOC108157013|XP_033244886.1|DMIR
OG0007481	LOC108107576|XP_017070626.1|DEUG	LOC108152677|XP_017137662.1|DMIR
OG0007482	LOC108106108|XP_017068474.1|DEUG	LOC108162788|XP_017153177.1|DMIR
OG0007483	LOC108104790|XP_017066539.1|DEUG	LOC108158521|XP_017146390.1|DMIR
OG0007484	LOC108103924|XP_017065165.1|DEUG	LOC108152085|XP_017136615.1|DMIR
OG0007485	LOC108102425|XP_017062892.1|DEUG	LOC108152436|XP_017137261.1|DMIR
OG0007486	LOC108105085|XP_017067003.1|DEUG	LOC108161444|XP_017151198.1|DMIR
OG0007487	LOC108102381|XP_017062803.1|DEUG	LOC108164492|XP_033250244.1|DMIR
OG0007488	LOC108114582|XP_017081126.1|DEUG	LOC108152751|XP_017137798.1|DMIR
OG0007489	LOC108108333|XP_017071851.1|DEUG	LOC108154600|XP_033244350.1|DMIR
OG0007490	LOC108110088|XP_017074470.1|DEUG	LOC117186162|XP_033242276.1|DMIR
OG0007491	LOC108109738|XP_017073879.1|DEUG	LOC108152790|XP_017137869.1|DMIR
OG0007492	LOC108113131|XP_017079124.1|DEUG	LOC117187904|XP_033246732.1|DMIR
OG0007493	LOC108104941|XP_017066793.1|DEUG	LOC117186225|XP_033242545.1|DMIR
OG0007494	LOC108110802|XP_017075522.1|DEUG	LOC108163127|XP_017153727.2|DMIR
OG0007495	LOC108106046|XP_017068388.1|DEUG	LOC108153292|XP_017138672.1|DMIR
OG0007496	LOC108107566|XP_017070615.1|DEUG	LOC108152137|XP_033243250.1|DMIR
OG0007497	LOC108114575|XP_017081116.1|DEUG	LOC108151426|XP_017135506.1|DMIR
OG0007498	LOC108106003|XP_017068329.1|DEUG	LOC108152301|XP_017137015.1|DMIR
OG0007499	LOC108108757|XP_017072407.1|DEUG	LOC108151375|XP_017135425.1|DMIR
OG0007500	LOC108108758|XP_017072408.1|DEUG	LOC108151376|XP_017135426.1|DMIR
OG0007501	LOC108116758|XP_017084266.1|DEUG	LOC108151428|XP_017135509.1|DMIR
OG0007502	LOC108116989|XP_017084643.1|DEUG	LOC108159532|XP_017148395.1|DMIR
OG0007503	LOC108102672|XP_017063302.1|DEUG	LOC108162808|XP_033248566.1|DMIR
OG0007504	LOC108114505|XP_017081013.1|DEUG	LOC108152951|XP_017138139.1|DMIR
OG0007505	LOC108104283|XP_017065742.1|DEUG	LOC108153059|XP_017138320.1|DMIR
OG0007506	LOC108104303|XP_017065767.1|DEUG	LOC108152674|XP_017137660.1|DMIR
OG0007507	LOC108104110|XP_017065499.1|DEUG	LOC108161812|XP_017151660.1|DMIR
OG0007508	LOC108110788|XP_017075497.1|DEUG	LOC108163144|XP_017153746.1|DMIR
OG0007509	LOC108110984|XP_017075781.1|DEUG	LOC108162581|XP_017152883.1|DMIR
OG0007510	LOC108104563|XP_017066195.1|DEUG	LOC108159051|XP_017147472.1|DMIR, LOC117192822|XP_033253477.1|DMIR
OG0007511	LOC108110887|XP_017075633.1|DEUG	LOC108162544|XP_017152817.1|DMIR
OG0007512	LOC108117126|XP_017084847.1|DEUG	LOC108155944|XP_017142597.1|DMIR
OG0007513	LOC108111172|XP_017076040.1|DEUG	LOC108161822|XP_017151669.1|DMIR
OG0007514	LOC108113841|XP_017080044.1|DEUG	LOC108152667|XP_017137652.1|DMIR
OG0007515	LOC108106856|XP_017069588.1|DEUG	LOC108162623|XP_017152934.1|DMIR
OG0007516	LOC108115493|XP_017082467.1|DEUG	LOC108161824|XP_017151671.2|DMIR
OG0007517	LOC108114532|XP_017081058.1|DEUG	LOC108152439|XP_017137266.1|DMIR
OG0007518	LOC108107397|XP_017070406.1|DEUG	LOC108158935|XP_017147233.1|DMIR
OG0007519	LOC108109222|XP_017073179.1|DEUG	LOC108159776|XP_017148824.1|DMIR
OG0007520	LOC108110021|XP_017074353.1|DEUG	LOC108163921|XP_017154947.1|DMIR
OG0007521	LOC108103998|XP_017065276.1|DEUG	LOC108156665|XP_017143776.1|DMIR
OG0007522	LOC108105011|XP_017066881.1|DEUG	LOC108153495|XP_017139039.1|DMIR
OG0007523	LOC108106707|XP_017069427.1|DEUG	LOC108159952|XP_017149102.1|DMIR
OG0007524	LOC108102629|XP_017063231.1|DEUG	LOC108163173|XP_017153794.1|DMIR
OG0007525	LOC108105888|XP_017068160.1|DEUG	LOC108162629|XP_017152941.1|DMIR
OG0007526	LOC108105555|XP_017067684.1|DEUG	LOC108154554|XP_017140346.1|DMIR
OG0007527	LOC108114620|XP_017081175.1|DEUG	LOC108152831|XP_017137925.1|DMIR
OG0007528	LOC108110345|XP_017074864.1|DEUG	LOC108159345|XP_017148039.1|DMIR
OG0007529	LOC108106806|XP_017069542.1|DEUG	LOC108161002|XP_017150798.1|DMIR
OG0007530	LOC108113771|XP_017079958.1|DEUG	LOC108154082|XP_017139683.1|DMIR
OG0007531	LOC108111619|XP_017076639.1|DEUG	LOC108159268|XP_017147916.1|DMIR
OG0007532	LOC108107470|XP_017070506.1|DEUG	LOC108160253|XP_017149607.1|DMIR
OG0007533	LOC108108711|XP_017072331.1|DEUG	LOC108151784|XP_017136119.1|DMIR
OG0007534	LOC108106020|XP_017068359.1|DEUG	LOC108153354|XP_017138810.1|DMIR
OG0007535	LOC108113842|XP_017080041.1|DEUG	LOC108153521|XP_017139068.1|DMIR
OG0007536	LOC108116397|XP_017083756.1|DEUG	LOC108156852|XP_017144065.1|DMIR
OG0007537	LOC108105974|XP_017068269.1|DEUG	LOC108153393|XP_033242818.1|DMIR
OG0007538	LOC108105983|XP_017068301.1|DEUG	LOC108151235|XP_017135223.1|DMIR
OG0007539	LOC108103517|XP_017064517.1|DEUG	LOC108162392|XP_017152601.1|DMIR
OG0007540	LOC108105209|XP_017067152.1|DEUG	LOC108156380|XP_017143283.1|DMIR
OG0007541	LOC108106727|XP_017069452.1|DEUG	LOC108158143|XP_017145849.1|DMIR
OG0007542	LOC108111992|XP_017077211.1|DEUG	LOC108159568|XP_033248194.1|DMIR
OG0007543	LOC108108791|XP_017072459.1|DEUG	LOC108164416|XP_017155582.1|DMIR
OG0007544	LOC108107804|XP_017071022.1|DEUG	LOC108153067|XP_017138336.1|DMIR
OG0007545	LOC108114865|XP_017081508.1|DEUG	LOC108163430|XP_017154201.1|DMIR
OG0007546	LOC108113613|XP_017079762.1|DEUG	LOC108155070|XP_017141146.1|DMIR
OG0007547	LOC108112666|XP_017078292.1|DEUG	LOC117191051|XP_033251913.1|DMIR, LOC108158554|XP_017146456.1|DMIR
OG0007548	LOC108102820|XP_017063491.1|DEUG	LOC108152565|XP_017137487.1|DMIR
OG0007549	LOC108108684|XP_017072276.1|DEUG	LOC108153360|XP_017138815.1|DMIR
OG0007550	LOC108104011|XP_017065326.1|DEUG	LOC108152830|XP_017137924.1|DMIR
OG0007551	LOC108109166|XP_017073078.1|DEUG	LOC108160727|XP_017150396.1|DMIR
OG0007552	LOC108110491|XP_017075058.1|DEUG	LOC108163623|XP_033249599.1|DMIR
OG0007553	LOC108110544|XP_017075122.1|DEUG	LOC108161993|XP_017151950.1|DMIR
OG0007554	LOC108114450|XP_017080939.1|DEUG	LOC108151851|XP_017136225.1|DMIR
OG0007555	LOC108112471|XP_017077816.1|DEUG	LOC108158449|XP_017146221.1|DMIR
OG0007556	LOC108107492|XP_017070528.1|DEUG	LOC108160904|XP_017150666.1|DMIR
OG0007557	LOC108107396|XP_017070404.1|DEUG	LOC108160450|XP_017149950.1|DMIR
OG0007558	LOC108106492|XP_017069061.1|DEUG	LOC108160207|XP_017149538.1|DMIR
OG0007559	LOC108111157|XP_017076016.1|DEUG	LOC108163857|XP_017154861.1|DMIR
OG0007560	LOC108114525|XP_017081045.1|DEUG	LOC108153290|XP_017138667.1|DMIR
OG0007561	LOC108108609|XP_017072196.1|DEUG	LOC108153106|XP_033242899.1|DMIR
OG0007562	LOC108114378|XP_017080820.1|DEUG	LOC108152765|XP_017137828.1|DMIR
OG0007563	LOC108108634|XP_017072224.1|DEUG	LOC108151259|XP_017135266.1|DMIR
OG0007564	LOC108114572|XP_017081112.1|DEUG	LOC108151983|XP_017136436.1|DMIR
OG0007565	LOC108113746|XP_017079928.1|DEUG	LOC108156267|XP_017143124.1|DMIR
OG0007566	LOC108106470|XP_017069032.1|DEUG	LOC108159289|XP_017147942.1|DMIR
OG0007567	LOC108116016|XP_017083190.1|DEUG	LOC108155650|XP_017142088.1|DMIR
OG0007568	LOC108111966|XP_017077160.1|DEUG	LOC108158422|XP_017146189.1|DMIR
OG0007569	LOC108109195|XP_017073117.1|DEUG	LOC108159338|XP_017148025.1|DMIR
OG0007570	LOC108111964|XP_017077156.1|DEUG	LOC108158420|XP_017146186.1|DMIR
OG0007571	LOC108111965|XP_017077157.1|DEUG	LOC108158418|XP_017146183.1|DMIR, LOC117193012|XP_033253622.1|DMIR
OG0007572	LOC108115496|XP_017082471.1|DEUG	LOC108161829|XP_017151677.1|DMIR
OG0007573	LOC108113047|XP_017078966.1|DEUG	LOC108159561|XP_017148488.1|DMIR
OG0007574	LOC108107357|XP_017070346.1|DEUG	LOC108159111|XP_017147581.1|DMIR
OG0007575	LOC108112937|XP_017078819.1|DEUG	LOC108160024|XP_017149249.1|DMIR
OG0007576	LOC108117593|XP_017085586.1|DEUG	LOC108157466|XP_017145036.1|DMIR
OG0007577	LOC108117159|XP_017084921.1|DEUG	LOC108162350|XP_017152545.1|DMIR
OG0007578	LOC108117527|XP_017085658.1|DEUG	LOC108161952|XP_017151894.2|DMIR
OG0007579	LOC108104588|XP_017066240.1|DEUG	LOC108160116|XP_017149398.1|DMIR
OG0007580	LOC108118206|XP_017086262.1|DEUG	LOC108150953|XP_017134776.1|DMIR
OG0007581	LOC108118443|XP_017086640.1|DEUG	LOC108162182|XP_017152262.1|DMIR
OG0007582	LOC108113769|XP_017079956.1|DEUG	LOC108154698|XP_017140536.1|DMIR
OG0007583	LOC108113201|XP_017079221.1|DEUG	LOC108160014|XP_017149236.1|DMIR
OG0007584	LOC108105027|XP_017066913.1|DEUG	LOC108153076|XP_017138352.1|DMIR
OG0007585	LOC108108152|XP_017071571.1|DEUG	LOC108151005|XP_017134850.1|DMIR
OG0007586	LOC108105869|XP_017068134.1|DEUG	LOC108162175|XP_017152257.1|DMIR
OG0007587	LOC108109094|XP_017072965.1|DEUG	LOC117185823|XP_033253729.1|DMIR, LOC108159695|XP_017148693.1|DMIR
OG0007588	LOC108115189|XP_017081998.1|DEUG	LOC117189024|XP_033249789.1|DMIR
OG0007589	LOC108103461|XP_017064444.1|DEUG	LOC108156583|XP_017143609.1|DMIR
OG0007590	LOC108105934|XP_017068205.1|DEUG	LOC108151130|XP_017135043.1|DMIR
OG0007591	LOC108104817|XP_017066590.1|DEUG	LOC108158811|XP_017146988.1|DMIR
OG0007592	LOC108112873|XP_017078692.1|DEUG	LOC108159422|XP_017148177.1|DMIR
OG0007593	LOC108103357|XP_017064292.1|DEUG	LOC108152380|XP_017137161.1|DMIR
OG0007594	LOC108104798|XP_017066558.1|DEUG	LOC108158814|XP_017146992.1|DMIR
OG0007595	LOC108109296|XP_017073279.1|DEUG	LOC108160868|XP_017150619.1|DMIR
OG0007596	LOC108109811|XP_017074024.1|DEUG	LOC108151359|XP_017135407.1|DMIR
OG0007597	LOC108108633|XP_017072223.1|DEUG	LOC108151640|XP_017135835.1|DMIR
OG0007598	LOC108113068|XP_017078998.1|DEUG	LOC108159673|XP_017148649.1|DMIR
OG0007599	LOC108113869|XP_017080071.1|DEUG	LOC108152695|XP_017137690.1|DMIR
OG0007600	LOC108108557|XP_017072127.1|DEUG	LOC108151966|XP_017136400.1|DMIR
OG0007601	LOC108118188|XP_017086236.1|DEUG	LOC108153173|XP_017138468.1|DMIR
OG0007602	LOC108108798|XP_017072467.1|DEUG	LOC108152744|XP_017137781.1|DMIR
OG0007603	LOC108108796|XP_017072463.1|DEUG	LOC108152740|XP_017137777.1|DMIR
OG0007604	LOC108104698|XP_017066398.1|DEUG	LOC108151926|XP_017136335.1|DMIR
OG0007605	LOC108108706|XP_017072300.1|DEUG	LOC108151085|XP_017134957.1|DMIR
OG0007606	LOC108114390|XP_017080846.1|DEUG	LOC108152220|XP_017136886.1|DMIR
OG0007607	LOC108113585|XP_017079717.1|DEUG	LOC108157090|XP_017144443.2|DMIR
OG0007608	LOC108114201|XP_017080508.1|DEUG	LOC108151658|XP_017135868.1|DMIR
OG0007609	LOC108102967|XP_017063757.1|DEUG	LOC108164535|XP_017155823.1|DMIR
OG0007610	LOC108104877|XP_017066693.1|DEUG	LOC108160836|XP_033252355.1|DMIR, LOC117188113|XP_033247344.1|DMIR
OG0007611	LOC108102321|XP_017062586.1|DEUG	LOC108164401|XP_033250233.1|DMIR
OG0007612	LOC108104845|XP_017066649.1|DEUG	LOC108160832|XP_017150556.1|DMIR
OG0007613	LOC108109095|XP_017072967.1|DEUG	LOC108160522|XP_017150067.2|DMIR
OG0007614	LOC108107740|XP_017070888.1|DEUG	LOC108151757|XP_017136085.1|DMIR
OG0007615	LOC108117357|XP_017085225.1|DEUG	LOC108151970|XP_017136412.1|DMIR
OG0007616	LOC108116015|XP_017083189.1|DEUG	LOC108155649|XP_017142087.1|DMIR
OG0007617	LOC108118220|XP_017086285.1|DEUG	LOC108153458|XP_017138971.1|DMIR
OG0007618	LOC108105925|XP_017068195.1|DEUG	LOC108153772|XP_017139400.1|DMIR
OG0007619	LOC108104014|XP_017065331.1|DEUG	LOC108152591|XP_017137536.1|DMIR
OG0007620	LOC108105991|XP_017068314.1|DEUG	LOC108151621|XP_017135809.1|DMIR
OG0007621	LOC108104612|XP_017066276.1|DEUG	LOC108160549|XP_017150105.1|DMIR
OG0007622	LOC108108489|XP_017072033.1|DEUG	LOC108152059|XP_017136553.1|DMIR
OG0007623	LOC108114356|XP_017080787.1|DEUG	LOC108152043|XP_017136531.1|DMIR
OG0007624	LOC108113958|XP_017080160.1|DEUG	LOC108151904|XP_017136303.1|DMIR
OG0007625	LOC108114458|XP_017080949.1|DEUG	LOC108152440|XP_017137267.1|DMIR
OG0007626	LOC108102866|XP_017063561.1|DEUG	LOC108151891|XP_017136281.1|DMIR
OG0007627	LOC108102831|XP_017063510.1|DEUG	LOC108151890|XP_017136280.1|DMIR
OG0007628	LOC108118553|XP_017086794.1|DEUG	LOC108164501|XP_017155763.1|DMIR
OG0007629	LOC108109828|XP_017074053.1|DEUG	LOC108151865|XP_017136243.1|DMIR
OG0007630	LOC108117077|XP_017084739.1|DEUG	LOC108157518|XP_017145110.1|DMIR
OG0007631	LOC108115880|XP_017083009.1|DEUG	LOC108155275|XP_017141471.1|DMIR
OG0007632	LOC108104701|XP_017066405.1|DEUG	LOC108151933|XP_017136347.1|DMIR
OG0007633	LOC108105670|XP_017067859.1|DEUG	LOC108161290|XP_033248900.1|DMIR
OG0007634	LOC108111447|XP_017076405.1|DEUG	LOC108154960|XP_017140962.1|DMIR, LOC108154959|XP_017140961.2|DMIR
OG0007635	LOC108105870|XP_017068135.1|DEUG	LOC108163774|XP_017154739.2|DMIR
OG0007636	LOC108108537|XP_017072099.1|DEUG	LOC108162403|XP_017152617.1|DMIR, LOC108153095|XP_017138365.1|DMIR
OG0007637	LOC108118275|XP_017086361.1|DEUG	LOC117188781|XP_033249039.1|DMIR
OG0007638	LOC108102435|XP_017062901.1|DEUG	LOC108165255|XP_033242313.1|DMIR
OG0007639	LOC108105082|XP_017066994.1|DEUG	LOC108152697|XP_017137701.1|DMIR
OG0007640	LOC108104801|XP_017066563.1|DEUG	LOC108158992|XP_017147328.1|DMIR
OG0007641	LOC108109494|XP_017073520.1|DEUG	LOC108156010|XP_017142703.1|DMIR
OG0007642	LOC108106509|XP_017069092.1|DEUG	LOC117187891|XP_033246716.1|DMIR, LOC108158586|XP_033252791.1|DMIR
OG0007643	LOC108110677|XP_017075291.1|DEUG, LOC108116438|XP_017083833.1|DEUG	LOC108157146|XP_017144540.1|DMIR
OG0007644	LOC108109381|XP_017073363.1|DEUG	LOC108154637|XP_017140451.2|DMIR, LOC117187377|XP_033245801.1|DMIR, LOC117187374|XP_033245795.1|DMIR, LOC117185919|XP_033245793.1|DMIR, LOC117187373|XP_033245791.1|DMIR, LOC117187376|XP_033245799.1|DMIR, LOC117187375|XP_033245797.1|DMIR
OG0007645	LOC108116509|XP_017083934.1|DEUG, LOC108116290|XP_017083567.1|DEUG, LOC108116256|XP_017083534.1|DEUG, LOC108116257|XP_017083535.1|DEUG	LOC108154398|XP_017140153.1|DMIR
OG0007646	LOC108104150|XP_017065539.1|DEUG	LOC108164873|XP_017156307.1|DMIR, LOC108164000|XP_017155061.1|DMIR
OG0007647	LOC108114842|XP_017081477.1|DEUG	LOC108162515|XP_017152785.1|DMIR
OG0007648	LOC108109276|XP_017073257.1|DEUG	LOC117191762|XP_033252428.1|DMIR, LOC108158855|XP_017147075.1|DMIR, LOC117190318|XP_033251283.1|DMIR, LOC117190499|XP_033251460.1|DMIR, LOC117190500|XP_033251461.1|DMIR, LOC117190498|XP_033251459.1|DMIR, LOC117191761|XP_033252426.1|DMIR, LOC117190495|XP_033251452.1|DMIR
OG0007649	LOC108114621|XP_017081176.1|DEUG	LOC108165401|XP_017156929.1|DMIR, LOC108163447|XP_017154221.1|DMIR
OG0007650	LOC108108881|XP_017072588.1|DEUG	LOC108158047|XP_017145681.1|DMIR
OG0007651	LOC108103837|XP_017065015.1|DEUG	LOC108153662|XP_017139262.1|DMIR
OG0007652	LOC108104490|XP_017066092.1|DEUG	LOC108160248|XP_017149599.1|DMIR
OG0007653	LOC108114559|XP_017081098.1|DEUG	LOC108152836|XP_033242389.1|DMIR, LOC108161291|XP_033249923.1|DMIR
OG0007654	LOC108107648|XP_017070722.1|DEUG	LOC108153589|XP_017139158.1|DMIR
OG0007655	LOC108111922|XP_017077053.1|DEUG	LOC108152394|XP_017137184.1|DMIR
OG0007656	LOC108110259|XP_017074736.1|DEUG	LOC108154401|XP_017140157.1|DMIR
OG0007657	LOC108116794|XP_017084331.1|DEUG, LOC108111640|XP_017076660.1|DEUG, LOC108108363|XP_017071897.1|DEUG	LOC108154007|XP_017139590.1|DMIR
OG0007658	LOC108111970|XP_017077165.1|DEUG, LOC108111969|XP_017077163.1|DEUG	LOC108158316|XP_017146047.1|DMIR, LOC117189358|XP_033250382.1|DMIR, LOC117189359|XP_033250383.1|DMIR
OG0007659	LOC108104879|XP_017066695.1|DEUG	LOC117191656|XP_033252353.1|DMIR, LOC108160837|XP_017150569.1|DMIR, LOC108160640|XP_017150261.1|DMIR
OG0007660	LOC108116265|XP_017083544.1|DEUG	LOC108155938|XP_017142585.1|DMIR
OG0007661	LOC108109023|XP_017072785.1|DEUG, LOC108108876|XP_017072582.1|DEUG	LOC117188378|XP_033248053.1|DMIR
OG0007662	LOC108112099|XP_017077337.1|DEUG, LOC108112322|XP_017077641.1|DEUG	LOC108159395|XP_033251862.1|DMIR, LOC117187772|XP_033246481.1|DMIR, LOC108159361|XP_017148077.1|DMIR
OG0007663	LOC108108870|XP_017072577.1|DEUG, LOC108108895|XP_017072604.1|DEUG	LOC108158024|XP_017145656.2|DMIR, LOC117188414|XP_033248162.1|DMIR
OG0007664	LOC108111650|XP_017076670.1|DEUG	LOC108155470|XP_017141780.1|DMIR
OG0007665	LOC108104317|XP_017065790.1|DEUG	LOC108161498|XP_017151265.1|DMIR
OG0007666	LOC108104305|XP_017065769.1|DEUG	LOC108164896|XP_017156352.1|DMIR
OG0007667	LOC108112638|XP_017078242.1|DEUG	LOC108159018|XP_017147407.1|DMIR
OG0007668	LOC108106138|XP_017068519.1|DEUG	LOC108162197|XP_017152292.1|DMIR
OG0007669	LOC108102403|XP_017062838.1|DEUG	LOC108160334|XP_017149767.1|DMIR
OG0007670	LOC108102402|XP_017062837.1|DEUG	LOC108160325|XP_017149745.1|DMIR
OG0007671	LOC108118087|XP_017086123.1|DEUG	LOC108162969|XP_017153461.1|DMIR
OG0007672	LOC108118521|XP_017086756.1|DEUG	LOC108151459|XP_017135569.1|DMIR
OG0007673	LOC108115808|XP_017082886.1|DEUG	LOC108156499|XP_017143484.1|DMIR
OG0007674	LOC108118350|XP_017086481.1|DEUG	LOC108151473|XP_017135590.1|DMIR
OG0007675	LOC108102968|XP_017063758.1|DEUG	LOC108154133|XP_017139760.1|DMIR
OG0007676	LOC108109945|XP_017074240.1|DEUG	LOC108164999|XP_017156518.1|DMIR
OG0007677	LOC108103709|XP_017064795.1|DEUG	LOC108155188|XP_017141352.1|DMIR
OG0007678	LOC108102985|XP_017063784.1|DEUG	LOC108164863|XP_017156287.1|DMIR
OG0007679	LOC108102921|XP_017063661.1|DEUG	LOC108164526|XP_017155803.1|DMIR
OG0007680	LOC108110763|XP_017075467.1|DEUG	LOC108162615|XP_017152922.1|DMIR
OG0007681	LOC108117281|XP_017085124.1|DEUG	LOC108156787|XP_017143951.1|DMIR
OG0007682	LOC108103956|XP_017065208.1|DEUG	LOC117186823|XP_033244001.1|DMIR
OG0007683	LOC108105043|XP_017066936.1|DEUG	LOC108152655|XP_017137642.1|DMIR
OG0007684	LOC108103010|XP_017063823.1|DEUG	LOC108154149|XP_017139787.1|DMIR
OG0007685	LOC108115205|XP_017082030.1|DEUG	LOC117186769|XP_033243883.1|DMIR
