Orthogroup	DEUG.longest_only	DBUS.longest_only
OG0007004	LOC108110897|XP_017075643.1|DEUG	LOC108607199|XP_017853355.1|DBUS
OG0007005	LOC108103089|XP_017063932.1|DEUG	LOC108604174|XP_017849042.1|DBUS
OG0007006	LOC108113420|XP_017079463.1|DEUG	LOC108605266|XP_017850426.1|DBUS
OG0007007	LOC108110880|XP_017075627.1|DEUG	LOC108597199|XP_017839127.1|DBUS
OG0007008	LOC108102608|XP_017063201.1|DEUG	LOC108604987|XP_017850081.1|DBUS
OG0007009	LOC108110895|XP_017075642.1|DEUG	LOC108608167|XP_017854913.1|DBUS
OG0007010	LOC108105681|XP_017067875.1|DEUG	LOC108594265|XP_017834880.2|DBUS
OG0007011	LOC108111692|XP_017076729.1|DEUG	LOC108602596|XP_017846222.1|DBUS
OG0007013	LOC108102507|XP_017063022.1|DEUG	LOC108597049|XP_017838857.2|DBUS
OG0007014	LOC108102505|XP_017063018.1|DEUG	LOC108597744|XP_033149186.1|DBUS
OG0007015	LOC108110792|XP_017075503.1|DEUG	LOC108608055|XP_017854725.2|DBUS
OG0007016	LOC108106924|XP_017069664.1|DEUG	LOC108607864|XP_017854440.2|DBUS
OG0007017	LOC108111118|XP_017075957.1|DEUG	LOC108594331|XP_017834969.1|DBUS
OG0007018	LOC108110960|XP_017075747.1|DEUG	LOC108607600|XP_017853992.1|DBUS
OG0007019	LOC108118314|XP_017086419.1|DEUG, LOC108114856|XP_017081494.1|DEUG	LOC108607822|XP_017854359.1|DBUS
OG0007020	LOC108114770|XP_017081370.1|DEUG	LOC108608086|XP_017854777.1|DBUS
OG0007021	LOC108110994|XP_017075791.1|DEUG	LOC108608172|XP_033149748.1|DBUS
OG0007022	LOC108110828|XP_017075553.1|DEUG	LOC108608564|XP_017855477.1|DBUS
OG0007023	LOC108110901|XP_017075649.1|DEUG	LOC108596712|XP_017838232.1|DBUS
OG0007024	LOC108105302|XP_017067285.1|DEUG	LOC108601933|XP_017845400.1|DBUS
OG0007025	LOC108103660|XP_017064705.1|DEUG	LOC108605968|XP_017851277.1|DBUS
OG0007026	LOC108110746|XP_017075443.1|DEUG	LOC108607713|XP_017854203.1|DBUS
OG0007027	LOC108110547|XP_017075126.1|DEUG	LOC108608127|XP_017854846.1|DBUS
OG0007028	LOC108110680|XP_017075293.1|DEUG	LOC108607536|XP_033150308.1|DBUS
OG0007029	LOC108118481|XP_017086701.1|DEUG	LOC108594731|XP_017835361.2|DBUS
OG0007030	LOC108117588|XP_017085583.1|DEUG	LOC108607198|XP_017853351.1|DBUS
OG0007031	LOC108105560|XP_017067691.1|DEUG	LOC108596390|XP_017837561.1|DBUS
OG0007032	LOC108108686|XP_017072278.1|DEUG	LOC108598691|XP_017840901.1|DBUS
OG0007033	LOC108105881|XP_017068146.1|DEUG	LOC108607569|XP_017853949.1|DBUS
OG0007034	LOC108110670|XP_017075276.1|DEUG	LOC108608042|XP_017854712.1|DBUS
OG0007035	LOC108118372|XP_017086532.1|DEUG	LOC108597543|XP_017839637.1|DBUS
OG0007036	LOC108114360|XP_017080796.1|DEUG	LOC108599799|XP_017842358.1|DBUS
OG0007037	LOC108115714|XP_017082775.1|DEUG	LOC108602840|XP_017846580.1|DBUS
OG0007038	LOC108113100|XP_017079058.1|DEUG	LOC108597355|XP_017839353.1|DBUS
OG0007039	LOC108106525|XP_017069140.1|DEUG	LOC108595165|XP_017835826.1|DBUS
OG0007040	LOC108104141|XP_017065531.1|DEUG	LOC108596685|XP_017838195.2|DBUS
OG0007041	LOC108114862|XP_017081500.1|DEUG	LOC108595570|XP_033150749.1|DBUS
OG0007042	LOC108111159|XP_017076019.1|DEUG	LOC108599318|XP_017841613.2|DBUS
OG0007043	LOC108115308|XP_017082195.1|DEUG	LOC108603831|XP_017848457.1|DBUS
OG0007044	LOC108107124|XP_017070005.1|DEUG	LOC108605900|XP_033150900.1|DBUS
OG0007045	LOC108117224|XP_017085044.1|DEUG	LOC108604724|XP_017849792.1|DBUS
OG0007046	LOC108115033|XP_017081769.1|DEUG	LOC108602700|XP_017846340.1|DBUS
OG0007048	LOC108112176|XP_017077477.1|DEUG	LOC108608347|XP_017855181.2|DBUS
OG0007049	LOC108102609|XP_017063202.1|DEUG	LOC108594457|XP_017835122.1|DBUS
OG0007050	LOC108106886|XP_017069623.1|DEUG	LOC108598511|XP_017840680.1|DBUS
OG0007051	LOC108110908|XP_017075659.1|DEUG	LOC108608060|XP_017854732.1|DBUS
OG0007052	LOC108117324|XP_017085188.1|DEUG	LOC108605607|XP_017850872.1|DBUS
OG0007053	LOC108103741|XP_017064835.1|DEUG	LOC108604321|XP_017849233.1|DBUS
OG0007054	LOC108107480|XP_017070515.1|DEUG	LOC108595163|XP_017835823.1|DBUS
OG0007055	LOC108113037|XP_017078957.1|DEUG	LOC108597054|XP_017838862.1|DBUS
OG0007056	LOC108107774|XP_017070958.1|DEUG	LOC108601156|XP_017844575.2|DBUS
OG0007057	LOC108117346|XP_017085212.1|DEUG	LOC108605697|XP_017850977.1|DBUS
OG0007058	LOC108103344|XP_017064271.1|DEUG	LOC108605458|XP_017850633.1|DBUS
OG0007059	LOC108107074|XP_017069932.1|DEUG	LOC108606995|XP_017853062.1|DBUS
OG0007060	LOC108106876|XP_017069612.1|DEUG	LOC108601945|XP_017845418.1|DBUS
OG0007061	LOC108106881|XP_017069616.1|DEUG	LOC108594533|XP_017835225.1|DBUS
OG0007062	LOC108106120|XP_017068489.1|DEUG	LOC108607934|XP_017854539.1|DBUS
OG0007063	LOC108106199|XP_017068615.1|DEUG	LOC108601673|XP_017845073.1|DBUS
OG0007064	LOC108104575|XP_017066220.1|DEUG	LOC108596328|XP_017837443.1|DBUS
OG0007065	LOC108108433|XP_017071976.1|DEUG	LOC108608168|XP_017854918.1|DBUS
OG0007066	LOC108104254|XP_017065692.1|DEUG	LOC108599206|XP_017841490.1|DBUS
OG0007067	LOC108111115|XP_017075954.1|DEUG	LOC108607584|XP_017853972.1|DBUS
OG0007068	LOC108110779|XP_017075486.1|DEUG	LOC108596570|XP_017837969.2|DBUS
OG0007069	LOC108105801|XP_017068025.1|DEUG	LOC108608381|XP_033150809.1|DBUS
OG0007070	LOC108112847|XP_017078650.1|DEUG	LOC108596948|XP_017838676.1|DBUS
OG0007071	LOC108107410|XP_017070426.1|DEUG	LOC108597450|XP_017839505.1|DBUS
OG0007072	LOC108105578|XP_017067707.1|DEUG, LOC108105579|XP_017067708.1|DEUG	LOC108602605|XP_017846232.1|DBUS
OG0007073	LOC108102625|XP_017063226.1|DEUG	LOC108608073|XP_017854758.1|DBUS
OG0007074	LOC108107482|XP_017070517.1|DEUG	LOC108595074|XP_017835711.1|DBUS
OG0007075	LOC108110738|XP_017075431.1|DEUG	LOC108608134|XP_017854855.1|DBUS
OG0007076	LOC108106700|XP_017069422.1|DEUG	LOC108596687|XP_017838192.1|DBUS
OG0007077	LOC108110583|XP_017075169.1|DEUG	LOC108605258|XP_017850374.1|DBUS
OG0007078	LOC108110850|XP_017075582.1|DEUG	LOC108597914|XP_017840023.1|DBUS
OG0007079	LOC108110852|XP_017075585.1|DEUG	LOC108607627|XP_017854036.1|DBUS
OG0007080	LOC108108429|XP_017071973.1|DEUG	LOC108607909|XP_017854512.1|DBUS
OG0007081	LOC108107051|XP_017069903.1|DEUG	LOC108606043|XP_017851383.2|DBUS
OG0007082	LOC108104192|XP_017065623.1|DEUG	LOC108596893|XP_017838573.1|DBUS
OG0007083	LOC108104045|XP_017065380.1|DEUG	LOC108601053|XP_017844434.1|DBUS
OG0007084	LOC108103927|XP_017065167.1|DEUG	LOC108607050|XP_017853150.1|DBUS
OG0007085	LOC108111091|XP_017075923.1|DEUG	LOC108598316|XP_033150634.1|DBUS
OG0007086	LOC108102913|XP_017063686.1|DEUG	LOC108607772|XP_017854291.1|DBUS
OG0007087	LOC108108492|XP_017072035.1|DEUG	LOC108598766|XP_033149595.1|DBUS
OG0007088	LOC108115498|XP_017082473.1|DEUG	LOC108607743|XP_017854255.1|DBUS
OG0007089	LOC108111089|XP_017075918.1|DEUG	LOC108594402|XP_017835058.2|DBUS
OG0007090	LOC108110659|XP_017075262.1|DEUG	LOC108606268|XP_033150704.1|DBUS
OG0007091	LOC108103566|XP_017064617.1|DEUG	LOC108596735|XP_017838286.1|DBUS
OG0007092	LOC108111566|XP_017076577.1|DEUG	LOC108604280|XP_017849173.1|DBUS
OG0007093	LOC108110810|XP_017075530.1|DEUG	LOC108594232|XP_017834832.1|DBUS
OG0007094	LOC108110520|XP_017075089.1|DEUG	LOC108603678|XP_017848059.1|DBUS
OG0007095	LOC108106938|XP_017069691.1|DEUG	LOC108600709|XP_017843932.1|DBUS
OG0007096	LOC108114864|XP_017081506.1|DEUG	LOC108597155|XP_017839055.1|DBUS
OG0007097	LOC108115413|XP_017082339.1|DEUG	LOC108605322|XP_033150694.1|DBUS
OG0007098	LOC108115542|XP_017082535.1|DEUG	LOC108608163|XP_017854907.2|DBUS
OG0007099	LOC108116829|XP_017084369.1|DEUG	LOC108602881|XP_017846671.1|DBUS
OG0007100	LOC108107011|XP_017069844.1|DEUG	LOC108608065|XP_017854742.2|DBUS
OG0007101	LOC108118446|XP_017086643.1|DEUG	LOC108602447|XP_017846061.1|DBUS
OG0007102	LOC108104185|XP_017065614.1|DEUG	LOC108594720|XP_033149644.1|DBUS
OG0007103	LOC108110697|XP_017075317.1|DEUG	LOC108604122|XP_017848903.1|DBUS
OG0007105	LOC108111163|XP_017076024.1|DEUG	LOC108607476|XP_033149409.1|DBUS
OG0007106	LOC108111162|XP_017076023.1|DEUG	LOC108598609|XP_033149886.1|DBUS
OG0007107	LOC108112071|XP_017077311.1|DEUG	LOC108608110|XP_017854827.2|DBUS
OG0007108	LOC108102593|XP_017063184.1|DEUG	LOC108608499|XP_033149936.1|DBUS
OG0007109	LOC108107069|XP_017069929.1|DEUG	LOC108607457|XP_017853782.1|DBUS
OG0007110	LOC108110853|XP_017075588.1|DEUG	LOC108607630|XP_017854043.1|DBUS
OG0007111	LOC108106922|XP_017069660.1|DEUG	LOC108607550|XP_017853927.1|DBUS
OG0007112	LOC108110780|XP_017075487.1|DEUG	LOC108607984|XP_017854627.2|DBUS
OG0007113	LOC108113736|XP_017079912.1|DEUG	LOC108604522|XP_017849520.1|DBUS
OG0007114	LOC108104082|XP_017065466.1|DEUG	LOC108608327|XP_017855155.2|DBUS
OG0007115	LOC108104143|XP_017065533.1|DEUG	LOC108599746|XP_017842249.2|DBUS
OG0007116	LOC108118332|XP_017086455.1|DEUG	LOC108607947|XP_017854552.1|DBUS
OG0007117	LOC108102646|XP_017063260.1|DEUG	LOC108604387|XP_017849336.2|DBUS
OG0007118	LOC108112062|XP_017077300.1|DEUG	LOC108608014|XP_017854683.1|DBUS
OG0007119	LOC108117435|XP_017085339.1|DEUG	LOC108605966|XP_017851275.1|DBUS
OG0007120	LOC108110328|XP_017074843.1|DEUG	LOC108605522|XP_017850761.1|DBUS
OG0007121	LOC108104363|XP_017065863.1|DEUG	LOC108605978|XP_017851289.1|DBUS
OG0007122	LOC108103771|XP_017064885.1|DEUG	LOC108607047|XP_017853142.2|DBUS
OG0007123	LOC108103749|XP_017064846.1|DEUG	LOC108605402|XP_033150230.1|DBUS
OG0007124	LOC108108115|XP_017071519.1|DEUG	LOC117135001|XP_033150650.1|DBUS
OG0007125	LOC108113859|XP_017080059.1|DEUG	LOC108600943|XP_017844275.2|DBUS
OG0007126	LOC108104294|XP_017065755.1|DEUG	LOC108601067|XP_017844448.2|DBUS
OG0007127	LOC108114687|XP_017081269.1|DEUG	LOC108598468|XP_017840602.2|DBUS
OG0007128	LOC108113839|XP_017080038.1|DEUG	LOC108599140|XP_017841423.1|DBUS
OG0007129	LOC108113860|XP_017080062.1|DEUG	LOC108598458|XP_017840592.1|DBUS
OG0007130	LOC108114422|XP_017080898.1|DEUG	LOC108601064|XP_017844445.1|DBUS
OG0007131	LOC108108785|XP_017072447.1|DEUG	LOC108599989|XP_017842757.2|DBUS
OG0007132	LOC108108714|XP_017072336.1|DEUG	LOC108598456|XP_033149342.1|DBUS
OG0007133	LOC108114495|XP_017081004.1|DEUG	LOC108598509|XP_017840675.1|DBUS
OG0007134	LOC108114407|XP_017080871.1|DEUG	LOC108600505|XP_017843629.1|DBUS
OG0007135	LOC108114540|XP_017081072.1|DEUG	LOC108600257|XP_017843184.1|DBUS
OG0007136	LOC108108048|XP_017071411.1|DEUG	LOC108600102|XP_017842961.1|DBUS
OG0007137	LOC108105471|XP_017067560.1|DEUG	LOC108606493|XP_017852129.1|DBUS
OG0007138	LOC108103530|XP_017064545.1|DEUG	LOC108606330|XP_017851841.1|DBUS
OG0007139	LOC108105037|XP_017066926.1|DEUG	LOC108605240|XP_017850343.1|DBUS
OG0007140	LOC108103307|XP_017064219.1|DEUG	LOC108605423|XP_017850587.1|DBUS
OG0007141	LOC108105533|XP_017067652.1|DEUG	LOC108605068|XP_033150485.1|DBUS
OG0007142	LOC108108751|XP_017072399.1|DEUG	LOC108598665|XP_017840867.1|DBUS
OG0007143	LOC108111408|XP_017076350.1|DEUG	LOC108603034|XP_017846939.1|DBUS
OG0007144	LOC108108340|XP_017071865.1|DEUG	LOC108603856|XP_017848499.1|DBUS
OG0007145	LOC108117509|XP_017085486.1|DEUG	LOC108601530|XP_017844919.2|DBUS
OG0007146	LOC108113610|XP_017079759.1|DEUG	LOC108602220|XP_017845756.1|DBUS
OG0007147	LOC108117314|XP_017085172.1|DEUG	LOC108604604|XP_017849630.1|DBUS
OG0007148	LOC108104949|XP_017066804.1|DEUG	LOC108604942|XP_017850066.2|DBUS
OG0007149	LOC108112875|XP_017078699.1|DEUG	LOC108597671|XP_017839833.2|DBUS
OG0007150	LOC108108674|XP_017072267.1|DEUG	LOC108599955|XP_017842695.2|DBUS
OG0007151	LOC108114168|XP_017080449.1|DEUG	LOC117134618|XP_033149565.1|DBUS
OG0007152	LOC108105083|XP_017066995.1|DEUG	LOC108605354|XP_017850512.1|DBUS
OG0007153	LOC108105067|XP_017066976.1|DEUG	LOC108606458|XP_017852062.1|DBUS, LOC108604380|XP_017849323.1|DBUS
OG0007154	LOC108112611|XP_017078191.1|DEUG	LOC108596200|XP_017837205.1|DBUS
OG0007155	LOC108106598|XP_017069278.1|DEUG	LOC108596618|XP_017838052.1|DBUS
OG0007156	LOC108110169|XP_017074582.1|DEUG	LOC108604384|XP_017849329.1|DBUS
OG0007157	LOC108115366|XP_017082282.1|DEUG	LOC117134706|XP_033149109.1|DBUS
OG0007158	LOC108107936|XP_017071253.1|DEUG	LOC108599479|XP_017841808.2|DBUS
OG0007159	LOC108118537|XP_017086776.1|DEUG	LOC108607256|XP_017853429.2|DBUS
OG0007160	LOC108116484|XP_017083906.1|DEUG	LOC108604355|XP_017849279.1|DBUS
OG0007161	LOC108105535|XP_017067655.1|DEUG	LOC108605871|XP_017851174.1|DBUS
OG0007162	LOC108117601|XP_017085607.1|DEUG	LOC108606752|XP_017852642.1|DBUS
OG0007163	LOC108109367|XP_017073333.1|DEUG	LOC108602528|XP_017846151.1|DBUS
OG0007164	LOC108109372|XP_017073344.1|DEUG	LOC108602154|XP_017845676.1|DBUS
OG0007165	LOC108109981|XP_017074296.1|DEUG	LOC108605213|XP_017850309.1|DBUS
OG0007166	LOC108109790|XP_017073973.1|DEUG	LOC108606909|XP_017852938.2|DBUS
OG0007167	LOC108110051|XP_017074416.1|DEUG	LOC108605955|XP_017851264.1|DBUS
OG0007168	LOC108105066|XP_017066975.1|DEUG	LOC108606457|XP_017852061.1|DBUS
OG0007169	LOC108103627|XP_017064663.1|DEUG	LOC108606708|XP_017852576.1|DBUS
OG0007170	LOC108114972|XP_017081679.1|DEUG	LOC108604275|XP_017849165.2|DBUS
OG0007171	LOC108103861|XP_017065056.1|DEUG	LOC108605668|XP_017850948.1|DBUS
OG0007172	LOC108118527|XP_017086763.1|DEUG	LOC108606887|XP_017852902.1|DBUS
OG0007173	LOC108118524|XP_017086761.1|DEUG	LOC108606735|XP_017852617.1|DBUS
OG0007174	LOC108115730|XP_017082793.1|DEUG	LOC108604763|XP_017849846.1|DBUS
OG0007175	LOC108108244|XP_017071702.1|DEUG	LOC108600682|XP_033150604.1|DBUS
OG0007176	LOC108113753|XP_017079936.1|DEUG	LOC108602082|XP_017845595.1|DBUS
OG0007177	LOC108115310|XP_017082201.1|DEUG	LOC108603642|XP_017848092.1|DBUS
OG0007178	LOC108109496|XP_017073522.1|DEUG	LOC108603558|XP_017847966.1|DBUS
OG0007179	LOC108116213|XP_017083488.1|DEUG	LOC108604210|XP_017849061.1|DBUS
OG0007180	LOC108115303|XP_017082190.1|DEUG	LOC108603643|XP_017848096.1|DBUS
OG0007181	LOC108105530|XP_017067649.1|DEUG	LOC108605746|XP_017851032.1|DBUS
OG0007182	LOC108117242|XP_017085069.1|DEUG	LOC108604743|XP_017849819.1|DBUS
OG0007183	LOC108117115|XP_017084828.1|DEUG	LOC108603309|XP_017847481.1|DBUS
OG0007184	LOC108117326|XP_017085187.1|DEUG	LOC108602017|XP_017845509.1|DBUS
OG0007185	LOC108102699|XP_017063334.1|DEUG	LOC108594358|XP_017835005.1|DBUS
OG0007186	LOC108111514|XP_017076519.1|DEUG	LOC108603723|XP_017848251.1|DBUS
OG0007187	LOC108113600|XP_017079742.1|DEUG	LOC108603745|XP_017848307.1|DBUS
OG0007188	LOC108117540|XP_017085534.1|DEUG	LOC108603600|XP_017848034.1|DBUS
OG0007189	LOC108110314|XP_017074820.1|DEUG	LOC108603781|XP_017848363.1|DBUS
OG0007190	LOC108116480|XP_017083900.1|DEUG	LOC108604008|XP_017848737.1|DBUS
OG0007191	LOC108108497|XP_017072052.1|DEUG	LOC108599680|XP_017842162.1|DBUS
OG0007192	LOC108118353|XP_017086489.1|DEUG	LOC108605769|XP_017851061.1|DBUS
OG0007193	LOC108118351|XP_017086486.1|DEUG	LOC108606780|XP_017852692.1|DBUS
OG0007194	LOC108104431|XP_017065977.1|DEUG	LOC108606794|XP_017852742.1|DBUS
OG0007195	LOC108114939|XP_017081613.1|DEUG	LOC108601254|XP_017844643.1|DBUS
OG0007196	LOC108115843|XP_017082944.1|DEUG	LOC108604034|XP_017848780.1|DBUS
OG0007197	LOC108105994|XP_017068317.1|DEUG	LOC108600569|XP_017843725.1|DBUS
OG0007198	LOC108117041|XP_017084702.1|DEUG	LOC108604244|XP_017849107.1|DBUS
OG0007199	LOC108105287|XP_017067265.1|DEUG	LOC108603590|XP_017848020.1|DBUS
OG0007200	LOC108116477|XP_017083896.1|DEUG	LOC108604340|XP_017849254.1|DBUS
OG0007201	LOC108107915|XP_017071224.1|DEUG	LOC108598699|XP_017840912.1|DBUS
OG0007202	LOC108114131|XP_017080393.1|DEUG	LOC108599754|XP_017842256.1|DBUS
OG0007203	LOC108114128|XP_017080389.1|DEUG	LOC108599752|XP_017843076.1|DBUS
OG0007204	LOC108104935|XP_017066783.1|DEUG	LOC108606632|XP_017852413.1|DBUS
OG0007205	LOC108114555|XP_017081091.1|DEUG	LOC108598793|XP_017841001.1|DBUS
OG0007206	LOC108116383|XP_017083728.1|DEUG	LOC108604229|XP_017849085.1|DBUS
OG0007207	LOC108113768|XP_017079955.1|DEUG	LOC108602331|XP_017845907.1|DBUS
OG0007208	LOC108110447|XP_017075008.1|DEUG	LOC108603783|XP_017848365.1|DBUS
OG0007209	LOC108110430|XP_017074989.1|DEUG	LOC108603784|XP_017848368.1|DBUS
OG0007210	LOC108117195|XP_017084987.1|DEUG	LOC108604648|XP_017849687.1|DBUS
OG0007211	LOC108116472|XP_017083892.1|DEUG	LOC108604550|XP_017849566.1|DBUS
OG0007212	LOC108111383|XP_017076305.1|DEUG	LOC108604781|XP_017849866.1|DBUS
OG0007213	LOC108113173|XP_017079178.1|DEUG	LOC108597298|XP_017839265.1|DBUS
OG0007214	LOC108114537|XP_017081064.1|DEUG	LOC108600614|XP_017843781.1|DBUS
OG0007215	LOC108116443|XP_017083842.1|DEUG	LOC108603819|XP_017848435.1|DBUS
OG0007216	LOC108111460|XP_017076418.1|DEUG	LOC108601935|XP_017845402.1|DBUS
OG0007217	LOC108107328|XP_017070303.1|DEUG	LOC108596883|XP_017838552.1|DBUS
OG0007218	LOC108109385|XP_017073369.1|DEUG	LOC108602387|XP_017845986.1|DBUS
OG0007219	LOC108116157|XP_017083381.1|DEUG	LOC108604204|XP_017849053.1|DBUS
OG0007220	LOC108117320|XP_017085179.1|DEUG	LOC108603430|XP_017847738.1|DBUS
OG0007221	LOC108113594|XP_017079735.1|DEUG	LOC108604791|XP_017849880.1|DBUS
OG0007222	LOC108105550|XP_017067674.1|DEUG	LOC108601637|XP_017845025.1|DBUS
OG0007223	LOC108109389|XP_017073375.1|DEUG	LOC108604312|XP_017849223.1|DBUS
OG0007224	LOC108117300|XP_017085149.1|DEUG	LOC108601912|XP_017845379.1|DBUS
OG0007225	LOC108105617|XP_017067787.1|DEUG	LOC108603373|XP_017847624.1|DBUS
OG0007226	LOC108109470|XP_017073481.1|DEUG	LOC108604804|XP_017849895.1|DBUS
OG0007227	LOC108108239|XP_017071695.1|DEUG	LOC108600849|XP_017844139.1|DBUS
OG0007228	LOC108107911|XP_017071216.1|DEUG	LOC108599387|XP_017841683.1|DBUS
OG0007229	LOC108110205|XP_017074670.1|DEUG	LOC108603220|XP_017847308.1|DBUS
OG0007230	LOC108105299|XP_017067281.1|DEUG	LOC108603250|XP_017847377.1|DBUS
OG0007231	LOC108111795|XP_017076874.1|DEUG	LOC108604359|XP_017849286.1|DBUS
OG0007232	LOC108107849|XP_017071093.1|DEUG	LOC108599839|XP_017842438.1|DBUS
OG0007233	LOC108108128|XP_017071538.1|DEUG	LOC108597949|XP_017840053.1|DBUS
OG0007234	LOC108107630|XP_017070689.1|DEUG	LOC108598890|XP_017841139.1|DBUS
OG0007235	LOC108108232|XP_017071687.1|DEUG	LOC108600099|XP_017842957.1|DBUS
OG0007236	LOC108115068|XP_017081806.1|DEUG	LOC108602481|XP_017846094.1|DBUS
OG0007237	LOC108109476|XP_017073490.1|DEUG	LOC108604645|XP_017849683.1|DBUS
OG0007238	LOC108102348|XP_017062686.1|DEUG	LOC108607330|XP_017853488.1|DBUS
OG0007239	LOC108115025|XP_017081756.1|DEUG	LOC108604453|XP_017849422.1|DBUS
OG0007240	LOC108105277|XP_017067255.1|DEUG	LOC108601609|XP_017844998.2|DBUS
OG0007241	LOC108117099|XP_017084804.1|DEUG	LOC108606326|XP_017851834.1|DBUS
OG0007242	LOC108117084|XP_017084749.1|DEUG	LOC108606323|XP_017851826.1|DBUS
OG0007243	LOC108103910|XP_017065148.1|DEUG	LOC108605035|XP_017850092.1|DBUS
OG0007244	LOC108116253|XP_017083531.1|DEUG	LOC108601951|XP_017845425.1|DBUS
OG0007245	LOC108111322|XP_017076208.1|DEUG	LOC108602290|XP_017845861.1|DBUS
OG0007246	LOC108111799|XP_017076878.1|DEUG	LOC108604350|XP_017849269.2|DBUS
OG0007247	LOC108106744|XP_017069470.1|DEUG	LOC108594999|XP_017835620.1|DBUS
OG0007248	LOC108105450|XP_017067527.1|DEUG	LOC108606475|XP_017852091.1|DBUS
OG0007249	LOC108105012|XP_017066883.1|DEUG	LOC108605082|XP_033150411.1|DBUS
OG0007250	LOC108110143|XP_017074547.1|DEUG	LOC108606857|XP_017852846.1|DBUS
OG0007251	LOC108109504|XP_017073534.1|DEUG	LOC108603088|XP_017847067.1|DBUS
OG0007252	LOC108110020|XP_017074354.1|DEUG	LOC108604835|XP_017849940.1|DBUS
OG0007253	LOC108114406|XP_017080870.1|DEUG	LOC108600371|XP_017843396.1|DBUS
OG0007254	LOC108105296|XP_017067277.1|DEUG	LOC108602030|XP_017845522.1|DBUS
OG0007255	LOC108103565|XP_017064580.1|DEUG	LOC108606262|XP_017851708.1|DBUS
OG0007256	LOC108115304|XP_017082191.1|DEUG	LOC108603644|XP_017848097.1|DBUS
OG0007257	LOC108111476|XP_017076437.1|DEUG	LOC108603869|XP_017848528.1|DBUS
OG0007258	LOC108111479|XP_017076442.1|DEUG	LOC108603100|XP_017847085.1|DBUS
OG0007259	LOC108105485|XP_017067591.1|DEUG	LOC108606522|XP_017852182.1|DBUS
OG0007260	LOC108107956|XP_017071283.1|DEUG	LOC108605840|XP_017851137.1|DBUS
OG0007261	LOC108112355|XP_017077672.1|DEUG	LOC108595967|XP_017836743.1|DBUS
OG0007262	LOC108104376|XP_017065883.1|DEUG	LOC108606399|XP_017851971.1|DBUS
OG0007263	LOC108114728|XP_017081325.1|DEUG	LOC108607412|XP_017853689.1|DBUS
OG0007264	LOC108108790|XP_017072454.1|DEUG	LOC108600910|XP_017844231.1|DBUS
OG0007265	LOC108109730|XP_017073864.1|DEUG	LOC108605441|XP_017850613.1|DBUS
OG0007266	LOC108117200|XP_017084994.1|DEUG	LOC108604524|XP_017849522.1|DBUS
OG0007267	LOC108105295|XP_017067276.1|DEUG	LOC108604779|XP_017849864.1|DBUS
OG0007268	LOC108112921|XP_017078799.1|DEUG	LOC108596380|XP_017837539.1|DBUS
OG0007269	LOC108118549|XP_017086792.1|DEUG	LOC108605733|XP_017851017.1|DBUS
OG0007270	LOC108111671|XP_017076694.1|DEUG	LOC108603241|XP_033150054.1|DBUS
OG0007271	LOC108116519|XP_017083946.1|DEUG	LOC108603355|XP_017847584.1|DBUS
OG0007272	LOC108107520|XP_017070550.1|DEUG	LOC108600850|XP_017844140.1|DBUS
OG0007273	LOC108116371|XP_017083700.1|DEUG	LOC108602799|XP_017846511.1|DBUS
OG0007274	LOC108108366|XP_017071901.1|DEUG	LOC108602366|XP_017845958.1|DBUS
OG0007275	LOC108108166|XP_017071594.1|DEUG	LOC108600852|XP_017844142.1|DBUS
OG0007276	LOC108108155|XP_017071577.1|DEUG	LOC108598733|XP_017840954.1|DBUS
OG0007277	LOC108108689|XP_017072282.1|DEUG	LOC108598955|XP_017841215.2|DBUS
OG0007278	LOC108108330|XP_017071848.1|DEUG	LOC108600619|XP_017843792.2|DBUS
OG0007279	LOC108114393|XP_017080852.1|DEUG	LOC108600821|XP_033149372.1|DBUS
OG0007280	LOC108114691|XP_017081273.1|DEUG	LOC108600976|XP_033149371.1|DBUS
OG0007281	LOC108113757|XP_017079941.1|DEUG	LOC108603958|XP_017848643.1|DBUS
OG0007282	LOC108113756|XP_017079940.1|DEUG	LOC108603957|XP_017848641.1|DBUS
OG0007283	LOC108113608|XP_017079755.1|DEUG	LOC108602467|XP_017846079.1|DBUS
OG0007284	LOC108116940|XP_017084576.1|DEUG	LOC108602527|XP_017846150.1|DBUS
OG0007285	LOC108105072|XP_017066984.1|DEUG	LOC108605424|XP_017850588.1|DBUS
OG0007286	LOC108105070|XP_017066980.1|DEUG	LOC108605416|XP_017850575.1|DBUS
OG0007287	LOC108111090|XP_017075919.1|DEUG	LOC108602482|XP_017846133.2|DBUS
OG0007288	LOC108103243|XP_017064133.1|DEUG	LOC108605141|XP_017850203.1|DBUS
OG0007289	LOC108103221|XP_017064109.1|DEUG	LOC108606691|XP_017852536.1|DBUS
OG0007290	LOC108105309|XP_017067291.1|DEUG	LOC108601947|XP_017845419.1|DBUS
OG0007291	LOC108104427|XP_017065972.1|DEUG	LOC108605602|XP_017850868.1|DBUS
OG0007292	LOC108115214|XP_017082049.1|DEUG	LOC117134909|XP_033150249.1|DBUS
OG0007293	LOC108113621|XP_017079772.1|DEUG	LOC108604558|XP_017849575.1|DBUS
OG0007294	LOC108116169|XP_017083394.1|DEUG	LOC108603968|XP_017848664.1|DBUS
OG0007295	LOC108116284|XP_017083559.1|DEUG	LOC108602416|XP_017846020.1|DBUS
