Orthogroup	DEUG.longest_only	DGUA.longest_only
OG0007800	LOC108115716|XP_017082777.1|DEUG	LOC117583432|XP_034127622.1|DGUA
OG0007801	LOC108113766|XP_017079953.1|DEUG	LOC117585302|XP_034130622.1|DGUA
OG0007802	LOC108109854|XP_017074120.1|DEUG	LOC117583772|XP_034128216.1|DGUA
OG0007803	LOC108117026|XP_017084684.1|DEUG	LOC117583146|XP_034127226.1|DGUA
OG0007804	LOC108116999|XP_017084656.1|DEUG	LOC117591431|XP_034140583.1|DGUA
OG0007805	LOC108117716|XP_017085761.1|DEUG	LOC117591444|XP_034140600.1|DGUA
OG0007806	LOC108117715|XP_017085760.1|DEUG	LOC117591443|XP_034140599.1|DGUA
OG0007808	LOC108113678|XP_017079843.1|DEUG	LOC117585670|XP_034131158.1|DGUA
OG0007809	LOC108105075|XP_017066988.1|DEUG	LOC117581440|XP_034124535.1|DGUA
OG0007810	LOC108111049|XP_017075867.1|DEUG	LOC117587798|XP_034134634.1|DGUA
OG0007811	LOC108117502|XP_017085471.1|DEUG	LOC117589558|XP_034137461.1|DGUA
OG0007812	LOC108117625|XP_017085644.1|DEUG	LOC117590221|XP_034138579.1|DGUA
OG0007813	LOC108117521|XP_017085506.1|DEUG	LOC117582886|XP_034126855.1|DGUA
OG0007814	LOC108117619|XP_017085634.1|DEUG	LOC117581236|XP_034124113.1|DGUA
OG0007815	LOC108103177|XP_017064052.1|DEUG	LOC117590258|XP_034138635.1|DGUA
OG0007816	LOC108114455|XP_017080945.1|DEUG	LOC117589185|XP_034136799.1|DGUA
OG0007818	LOC108116697|XP_017084200.1|DEUG	LOC117585149|XP_034130370.1|DGUA
OG0007819	LOC108105033|XP_017066921.1|DEUG	LOC117591411|XP_034140555.1|DGUA
OG0007820	LOC108105211|XP_017067155.1|DEUG	LOC117582963|XP_034126967.1|DGUA
OG0007821	LOC108111450|XP_017076408.1|DEUG	LOC117591459|XP_034140624.1|DGUA
OG0007822	LOC108111449|XP_017076406.1|DEUG	LOC117591458|XP_034140620.1|DGUA
OG0007823	LOC108111364|XP_017076286.1|DEUG	LOC117591461|XP_034140628.1|DGUA
OG0007824	LOC108115972|XP_017083104.1|DEUG	LOC117585565|XP_034130988.1|DGUA
OG0007826	LOC108115987|XP_017083136.1|DEUG	LOC117583376|XP_034127550.1|DGUA
OG0007827	LOC108109740|XP_017073887.1|DEUG	LOC117581627|XP_034124886.1|DGUA
OG0007828	LOC108107781|XP_017070966.1|DEUG	LOC117586896|XP_034133131.1|DGUA
OG0007829	LOC108115004|XP_017081734.1|DEUG	LOC117590192|XP_034138511.1|DGUA
OG0007830	LOC108116821|XP_017084360.1|DEUG	LOC117589946|XP_034138128.1|DGUA
OG0007831	LOC108110052|XP_017074417.1|DEUG	LOC117580800|XP_034123390.1|DGUA
OG0007832	LOC108109706|XP_017073824.1|DEUG	LOC117581294|XP_034124222.1|DGUA
OG0007833	LOC108103652|XP_017064698.1|DEUG	LOC117591175|XP_034140190.1|DGUA
OG0007834	LOC108113776|XP_017079964.1|DEUG	LOC117585181|XP_034130415.1|DGUA
OG0007836	LOC108116898|XP_017084497.1|DEUG	LOC117583575|XP_034127845.1|DGUA
OG0007837	LOC108115282|XP_017082131.1|DEUG	LOC117582833|XP_034126779.1|DGUA
OG0007838	LOC108115253|XP_017082099.1|DEUG	LOC117582912|XP_034126897.1|DGUA
OG0007839	LOC108103154|XP_017064021.1|DEUG	LOC117590263|XP_034138640.1|DGUA
OG0007840	LOC108111445|XP_017076403.1|DEUG	LOC117583630|XP_034127969.1|DGUA
OG0007841	LOC108109568|XP_017073633.1|DEUG	LOC117585375|XP_034130713.1|DGUA
OG0007842	LOC108116019|XP_017083194.1|DEUG	LOC117583661|XP_034128014.1|DGUA
OG0007843	LOC108115955|XP_017083081.1|DEUG	LOC117583124|XP_034127207.1|DGUA
OG0007844	LOC108112253|XP_017077564.1|DEUG	LOC117592705|XP_034142564.1|DGUA
OG0007845	LOC108117006|XP_017084663.1|DEUG	LOC117589940|XP_034138117.1|DGUA
OG0007846	LOC108103696|XP_017064781.1|DEUG	LOC117591153|XP_034140159.1|DGUA
OG0007847	LOC108116691|XP_017084194.1|DEUG	LOC117585305|XP_034130625.1|DGUA
OG0007848	LOC108116692|XP_017084195.1|DEUG	LOC117585145|XP_034130366.1|DGUA
OG0007849	LOC108110275|XP_017074754.1|DEUG	LOC117589731|XP_034137797.1|DGUA
OG0007850	LOC108110264|XP_017074744.1|DEUG	LOC117589727|XP_034137790.1|DGUA
OG0007851	LOC108115778|XP_017082838.1|DEUG	LOC117583449|XP_034127639.1|DGUA
OG0007852	LOC108111807|XP_017076897.1|DEUG	LOC117583023|XP_034127065.1|DGUA
OG0007853	LOC108115954|XP_017083080.1|DEUG	LOC117583610|XP_034127939.1|DGUA
OG0007854	LOC108116687|XP_017084189.1|DEUG	LOC117585006|XP_034130136.1|DGUA
OG0007855	LOC108108367|XP_017071903.1|DEUG	LOC117583178|XP_034127269.1|DGUA
OG0007856	LOC108116693|XP_017084196.1|DEUG	LOC117585156|XP_034130380.1|DGUA
OG0007857	LOC108116672|XP_017084158.1|DEUG	LOC117582917|XP_034126905.1|DGUA
OG0007858	LOC108106104|XP_017068467.1|DEUG	LOC117581776|XP_034125090.1|DGUA
OG0007859	LOC108103134|XP_017063993.1|DEUG	LOC117581197|XP_034124048.1|DGUA
OG0007860	LOC108116420|XP_017083796.1|DEUG	LOC117585387|XP_034130727.1|DGUA
OG0007861	LOC108116301|XP_017083579.1|DEUG	LOC117585113|XP_034130285.1|DGUA
OG0007862	LOC108111319|XP_017076203.1|DEUG	LOC117590537|XP_034139154.1|DGUA, LOC117590538|XP_034139156.1|DGUA
OG0007863	LOC108118407|XP_017086571.1|DEUG	LOC117584207|XP_034128867.1|DGUA
OG0007864	LOC108109526|XP_017073575.1|DEUG	LOC117584962|XP_034130047.1|DGUA
OG0007865	LOC108114432|XP_017080912.1|DEUG	LOC117580131|XP_034122315.1|DGUA
OG0007866	LOC108117067|XP_017084729.1|DEUG	LOC117589921|XP_034138095.1|DGUA
OG0007867	LOC108115698|XP_017082757.1|DEUG	LOC117583111|XP_034127183.1|DGUA
OG0007868	LOC108113699|XP_017079864.1|DEUG	LOC117583570|XP_034127837.1|DGUA
OG0007869	LOC108103207|XP_017064086.1|DEUG	LOC117581497|XP_034124637.1|DGUA
OG0007870	LOC108114147|XP_017080421.1|DEUG	LOC117586837|XP_034133019.1|DGUA
OG0007871	LOC108110097|XP_017074481.1|DEUG	LOC117580707|XP_034123253.1|DGUA
OG0007872	LOC108102737|XP_017063374.1|DEUG	LOC117580298|XP_034122672.1|DGUA
OG0007873	LOC108102746|XP_017063386.1|DEUG	LOC117580317|XP_034122703.1|DGUA
OG0007874	LOC108104429|XP_017065973.1|DEUG	LOC117581061|XP_034123823.1|DGUA
OG0007875	LOC108112166|XP_017077428.1|DEUG	LOC117592524|XP_034142268.1|DGUA
OG0007876	LOC108103273|XP_017064174.1|DEUG	LOC117581004|XP_034123702.1|DGUA
OG0007877	LOC108110022|XP_017074355.1|DEUG	LOC117581424|XP_034124483.1|DGUA
OG0007878	LOC108109253|XP_017073225.1|DEUG	LOC117592327|XP_034141904.1|DGUA
OG0007879	LOC108108545|XP_017072108.1|DEUG	LOC117586943|XP_034133200.1|DGUA
OG0007880	LOC108110406|XP_017074963.1|DEUG	LOC117580758|XP_034123344.1|DGUA
OG0007881	LOC108108181|XP_017071614.1|DEUG	LOC117587373|XP_034133912.1|DGUA
OG0007882	LOC108108138|XP_017071552.1|DEUG	LOC117587447|XP_034134027.1|DGUA
OG0007883	LOC108108029|XP_017071386.1|DEUG	LOC117587446|XP_034134022.1|DGUA
OG0007884	LOC108114018|XP_017080253.1|DEUG	LOC117586987|XP_034133277.1|DGUA
OG0007885	LOC108112168|XP_017077432.1|DEUG	LOC117592525|XP_034142274.1|DGUA
OG0007887	LOC108108137|XP_017071551.1|DEUG	LOC117587443|XP_034134017.1|DGUA
OG0007888	LOC108114607|XP_017081158.1|DEUG	LOC117587054|XP_034133383.1|DGUA
OG0007889	LOC108114727|XP_017081324.1|DEUG	LOC117589228|XP_034136872.1|DGUA
OG0007890	LOC108109849|XP_017074096.1|DEUG	LOC117589202|XP_034136822.1|DGUA
OG0007891	LOC108105554|XP_017067682.1|DEUG	LOC117585076|XP_034130231.1|DGUA
OG0007892	LOC108113666|XP_017079831.1|DEUG	LOC117578428|XP_034119780.1|DGUA
OG0007893	LOC108109186|XP_017073108.1|DEUG	LOC117591941|XP_034141242.1|DGUA
OG0007894	LOC108108270|XP_017071716.1|DEUG	LOC117586880|XP_034133073.1|DGUA
OG0007895	LOC108104641|XP_017066305.1|DEUG	LOC117589447|XP_034137282.1|DGUA
OG0007896	LOC108114666|XP_017081233.1|DEUG	LOC117579504|XP_034121299.1|DGUA
OG0007897	LOC108108206|XP_017071652.1|DEUG	LOC117589370|XP_034137171.1|DGUA
OG0007899	LOC108108574|XP_017072154.1|DEUG	LOC117587387|XP_034133932.1|DGUA
OG0007900	LOC108112563|XP_017077999.1|DEUG	LOC117585664|XP_034131154.1|DGUA
OG0007902	LOC108110101|XP_017074483.1|DEUG	LOC117581023|XP_034123741.1|DGUA
OG0007903	LOC108114565|XP_017081104.1|DEUG	LOC117588873|XP_034136270.1|DGUA
OG0007904	LOC108114535|XP_017081062.1|DEUG	LOC117580212|XP_034122496.1|DGUA
OG0007905	LOC108118338|XP_017086461.1|DEUG	LOC117582057|XP_034125499.1|DGUA
OG0007906	LOC108108143|XP_017071559.1|DEUG	LOC117579257|XP_034120935.1|DGUA
OG0007907	LOC108107551|XP_017070593.1|DEUG	LOC117589121|XP_034136693.1|DGUA
OG0007908	LOC108107552|XP_017070596.1|DEUG	LOC117589123|XP_034136695.1|DGUA
OG0007909	LOC108104415|XP_017065959.1|DEUG	LOC117591198|XP_034140229.1|DGUA
OG0007910	LOC108108643|XP_017072233.1|DEUG	LOC117580320|XP_034122707.1|DGUA
OG0007911	LOC108107976|XP_017071309.1|DEUG	LOC117586911|XP_034133151.1|DGUA
OG0007912	LOC108113707|XP_017079878.1|DEUG	LOC117586914|XP_034133153.1|DGUA
OG0007913	LOC108107982|XP_017071314.1|DEUG	LOC117586915|XP_034133154.1|DGUA
OG0007914	LOC108107946|XP_017071266.1|DEUG	LOC117587486|XP_034134119.1|DGUA
OG0007915	LOC108114221|XP_017080563.1|DEUG	LOC117589085|XP_034136611.1|DGUA
OG0007916	LOC108102494|XP_017063000.1|DEUG	LOC117587967|XP_034134867.1|DGUA
OG0007917	LOC108104457|XP_017066009.1|DEUG	LOC117591166|XP_034140181.1|DGUA
OG0007918	LOC108112861|XP_017078676.1|DEUG	LOC117578466|XP_034119889.1|DGUA
OG0007919	LOC108113019|XP_017078933.1|DEUG	LOC117588098|XP_034135063.1|DGUA
OG0007920	LOC108109290|XP_017073273.1|DEUG	LOC117592547|XP_034142310.1|DGUA
OG0007921	LOC108106790|XP_017069524.1|DEUG	LOC117578892|XP_034120587.1|DGUA
OG0007922	LOC108111819|XP_017076912.1|DEUG	LOC117586063|XP_034131799.1|DGUA
OG0007923	LOC108117595|XP_017085597.1|DEUG	LOC117591193|XP_034140222.1|DGUA
OG0007924	LOC108113203|XP_017079223.1|DEUG	LOC117586767|XP_034132965.1|DGUA
OG0007925	LOC108107488|XP_017070523.1|DEUG	LOC117578605|XP_034120091.1|DGUA
OG0007926	LOC108112831|XP_017078626.1|DEUG	LOC117587152|XP_034133552.1|DGUA
OG0007927	LOC108107055|XP_017069907.1|DEUG	LOC117587630|XP_034134383.1|DGUA
OG0007928	LOC108110678|XP_017075290.1|DEUG	LOC117584756|XP_034129746.1|DGUA
OG0007929	LOC108107002|XP_017069832.1|DEUG	LOC117584860|XP_034129895.1|DGUA
OG0007930	LOC108107222|XP_017070128.1|DEUG	LOC117590032|XP_034138232.1|DGUA
OG0007931	LOC108104208|XP_017065677.1|DEUG	LOC117587914|XP_034134786.1|DGUA
OG0007932	LOC108102982|XP_017063781.1|DEUG	LOC117590963|XP_034139908.1|DGUA
OG0007933	LOC108111501|XP_017076502.1|DEUG	LOC117584936|XP_034129987.1|DGUA
OG0007934	LOC108114947|XP_017081621.1|DEUG	LOC117588022|XP_034134953.1|DGUA
OG0007935	LOC108110418|XP_017074975.1|DEUG	LOC117588052|XP_034134997.1|DGUA
OG0007936	LOC108110786|XP_017075495.1|DEUG	LOC117584291|XP_034129003.1|DGUA
OG0007937	LOC108107009|XP_017069842.1|DEUG	LOC117581933|XP_034125305.1|DGUA
OG0007938	LOC108111000|XP_017075798.1|DEUG	LOC117584783|XP_034129786.1|DGUA
OG0007939	LOC108110925|XP_017075693.1|DEUG	LOC117582264|XP_034125776.1|DGUA
OG0007940	LOC108110933|XP_017075705.1|DEUG	LOC117582259|XP_034125764.1|DGUA
OG0007942	LOC108115197|XP_017082007.1|DEUG	LOC117588655|XP_034135985.1|DGUA
OG0007943	LOC108110416|XP_017074973.1|DEUG	LOC117587971|XP_034134871.1|DGUA
OG0007944	LOC108113687|XP_017079856.1|DEUG	LOC117586908|XP_034133148.1|DGUA
OG0007945	LOC108110703|XP_017075335.1|DEUG	LOC117584080|XP_034128719.1|DGUA
OG0007947	LOC108110672|XP_017075280.1|DEUG	LOC117587818|XP_034134666.1|DGUA
OG0007948	LOC108105174|XP_017067111.1|DEUG	LOC117583977|XP_034128574.1|DGUA
OG0007949	LOC108103284|XP_017064184.1|DEUG	LOC117580823|XP_034123434.1|DGUA
OG0007950	LOC108115422|XP_017082347.1|DEUG	LOC117581792|XP_034125114.1|DGUA
OG0007951	LOC108102634|XP_017063241.1|DEUG	LOC117584678|XP_034129598.1|DGUA
OG0007952	LOC108102627|XP_017063229.1|DEUG	LOC117581967|XP_034125343.1|DGUA
OG0007954	LOC108107152|XP_017070050.1|DEUG	LOC117587858|XP_034134715.1|DGUA
OG0007955	LOC108110479|XP_017075043.1|DEUG	LOC117587905|XP_034134774.1|DGUA
OG0007956	LOC108114850|XP_017081485.1|DEUG	LOC117588036|XP_034134973.1|DGUA
OG0007957	LOC108111186|XP_017076060.1|DEUG	LOC117584751|XP_034129734.1|DGUA
OG0007958	LOC108102962|XP_017063748.1|DEUG	LOC117590420|XP_034138918.1|DGUA
OG0007959	LOC108105657|XP_017067834.1|DEUG	LOC117582020|XP_034125436.1|DGUA
OG0007960	LOC108110824|XP_017075548.1|DEUG	LOC117583955|XP_034128548.1|DGUA
OG0007961	LOC108113799|XP_017079996.1|DEUG	LOC117585438|XP_034130804.1|DGUA
OG0007962	LOC108105468|XP_017067556.1|DEUG	LOC117581384|XP_034124414.1|DGUA
OG0007963	LOC108110886|XP_017075632.1|DEUG	LOC117587730|XP_034134539.1|DGUA
OG0007964	LOC108106998|XP_017069827.1|DEUG	LOC117584623|XP_034129535.1|DGUA
OG0007965	LOC108113454|XP_017079519.1|DEUG	LOC117588027|XP_034134959.1|DGUA
OG0007966	LOC108111065|XP_017075887.1|DEUG	LOC117582115|XP_034125580.1|DGUA
OG0007967	LOC108115500|XP_017082479.1|DEUG	LOC117584113|XP_034128756.1|DGUA
OG0007968	LOC108110991|XP_017075792.1|DEUG	LOC117582398|XP_034125972.1|DGUA
OG0007969	LOC108110900|XP_017075648.1|DEUG	LOC117584512|XP_034129338.1|DGUA
OG0007970	LOC108113166|XP_017079170.1|DEUG	LOC117592149|XP_034141608.1|DGUA
OG0007971	LOC108111874|XP_017076991.1|DEUG	LOC117588701|XP_034136041.1|DGUA
OG0007972	LOC108106292|XP_017068750.1|DEUG	LOC117588802|XP_034136212.1|DGUA
OG0007973	LOC108104152|XP_017065542.1|DEUG	LOC117582013|XP_034125422.1|DGUA
OG0007974	LOC108103902|XP_017065134.1|DEUG	LOC117590957|XP_034139898.1|DGUA
OG0007975	LOC108115315|XP_017082209.1|DEUG	LOC117585864|XP_034131514.1|DGUA
OG0007976	LOC108118097|XP_017086139.1|DEUG	LOC117588484|XP_034135677.1|DGUA
OG0007977	LOC108106157|XP_017068555.1|DEUG	LOC117583856|XP_034128358.1|DGUA
OG0007978	LOC108102522|XP_017063048.1|DEUG	LOC117581889|XP_034125249.1|DGUA
OG0007979	LOC108114851|XP_017081486.1|DEUG	LOC117587833|XP_034134685.1|DGUA
OG0007980	LOC108115516|XP_017082504.1|DEUG	LOC117584086|XP_034128724.1|DGUA
OG0007981	LOC108110048|XP_017074413.1|DEUG	LOC117581631|XP_034124891.1|DGUA
OG0007982	LOC108111796|XP_017076879.1|DEUG	LOC117584273|XP_034128978.1|DGUA
OG0007983	LOC108105701|XP_017067900.1|DEUG	LOC117581981|XP_034125361.1|DGUA
OG0007984	LOC108107121|XP_017070002.1|DEUG	LOC117584629|XP_034129543.1|DGUA
OG0007985	LOC108110335|XP_017074855.1|DEUG	LOC117587602|XP_034134344.1|DGUA
OG0007986	LOC108104142|XP_017065532.1|DEUG	LOC117582386|XP_034125951.1|DGUA
OG0007987	LOC108110666|XP_017075272.1|DEUG	LOC117584643|XP_034129556.1|DGUA
OG0007988	LOC108114878|XP_017081525.1|DEUG	LOC117588157|XP_034135151.1|DGUA
OG0007989	LOC108111108|XP_017075942.1|DEUG	LOC117584494|XP_034129313.1|DGUA
OG0007990	LOC108110820|XP_017075544.1|DEUG	LOC117584417|XP_034129172.1|DGUA
OG0007991	LOC108110967|XP_017075755.1|DEUG	LOC117582566|XP_034126294.1|DGUA
OG0007992	LOC108110836|XP_017075565.1|DEUG	LOC117588093|XP_034135055.1|DGUA
OG0007993	LOC108109369|XP_017073335.1|DEUG	LOC117583701|XP_034128074.1|DGUA
OG0007994	LOC108110776|XP_017075484.1|DEUG	LOC117587845|XP_034134701.1|DGUA
OG0007995	LOC108105837|XP_017068072.1|DEUG	LOC117584160|XP_034128812.1|DGUA
OG0007996	LOC108106053|XP_017068397.1|DEUG	LOC117588777|XP_034136158.1|DGUA
OG0007997	LOC108108494|XP_017072037.1|DEUG	LOC117579314|XP_034121019.1|DGUA
OG0007998	LOC108107112|XP_017069990.1|DEUG	LOC117582036|XP_034125469.1|DGUA
OG0007999	LOC108111050|XP_017075868.1|DEUG	LOC117584392|XP_034129140.1|DGUA
OG0008000	LOC108110872|XP_017075607.1|DEUG	LOC117584809|XP_034129820.1|DGUA
OG0008001	LOC108104104|XP_017065492.1|DEUG	LOC117583996|XP_034128615.1|DGUA
OG0008002	LOC108110781|XP_017075489.1|DEUG	LOC117582633|XP_034126402.1|DGUA
OG0008003	LOC108104107|XP_017065495.1|DEUG	LOC117584000|XP_034128620.1|DGUA
OG0008004	LOC108105445|XP_017067519.1|DEUG	LOC117590549|XP_034139179.1|DGUA
OG0008005	LOC108110134|XP_017074529.1|DEUG	LOC117590864|XP_034139770.1|DGUA
OG0008006	LOC108105064|XP_017066972.1|DEUG	LOC117588760|XP_034136132.1|DGUA
OG0008007	LOC108110304|XP_017074803.1|DEUG	LOC117581619|XP_034124873.1|DGUA
OG0008008	LOC108108626|XP_017072215.1|DEUG	LOC117579556|XP_034121367.1|DGUA
OG0008009	LOC108110404|XP_017074961.1|DEUG	LOC117580755|XP_034123341.1|DGUA
OG0008010	LOC108103009|XP_017063822.1|DEUG	LOC117588375|XP_034135484.1|DGUA
OG0008011	LOC108112895|XP_017078741.1|DEUG	LOC117591330|XP_034140445.1|DGUA
OG0008012	LOC108113257|XP_017079295.1|DEUG	LOC117578620|XP_034120113.1|DGUA
OG0008013	LOC108109283|XP_017073263.1|DEUG	LOC117592367|XP_034141961.1|DGUA
OG0008014	LOC108114950|XP_017081625.1|DEUG	LOC117586022|XP_034131748.1|DGUA
OG0008015	LOC108114614|XP_017081166.1|DEUG	LOC117579906|XP_034121933.1|DGUA
OG0008016	LOC108114616|XP_017081168.1|DEUG	LOC117579917|XP_034121947.1|DGUA
OG0008017	LOC108103848|XP_017065034.1|DEUG	LOC117590929|XP_034139859.1|DGUA
OG0008018	LOC108118518|XP_017086752.1|DEUG	LOC117588666|XP_034135999.1|DGUA
OG0008019	LOC108105068|XP_017066977.1|DEUG	LOC117588753|XP_034136122.1|DGUA
OG0008020	LOC108117288|XP_017085132.1|DEUG	LOC117586201|XP_034132026.1|DGUA
OG0008021	LOC108118128|XP_017086167.1|DEUG	LOC117590408|XP_034138897.1|DGUA
OG0008022	LOC108115817|XP_017082897.1|DEUG	LOC117583738|XP_034128145.1|DGUA
OG0008023	LOC108118540|XP_017086782.1|DEUG	LOC117591052|XP_034140041.1|DGUA
OG0008024	LOC108118541|XP_017086783.1|DEUG	LOC117588671|XP_034136005.1|DGUA
OG0008025	LOC108118546|XP_017086788.1|DEUG	LOC117588294|XP_034135366.1|DGUA
OG0008026	LOC108111875|XP_017076992.1|DEUG	LOC117588574|XP_034135861.1|DGUA
OG0008027	LOC108110313|XP_017074816.1|DEUG	LOC117581306|XP_034124240.1|DGUA
OG0008028	LOC108105274|XP_017067249.1|DEUG	LOC117586094|XP_034131841.1|DGUA
OG0008029	LOC108116645|XP_017084119.1|DEUG	LOC117585452|XP_034130826.1|DGUA
OG0008030	LOC108115005|XP_017081735.1|DEUG	LOC117586233|XP_034132060.1|DGUA
OG0008031	LOC108111160|XP_017076021.1|DEUG	LOC117584581|XP_034129448.1|DGUA
OG0008032	LOC108109388|XP_017073374.1|DEUG	LOC117583729|XP_034128136.1|DGUA
OG0008033	LOC108116435|XP_017083824.1|DEUG	LOC117586269|XP_034132103.1|DGUA
OG0008034	LOC108111778|XP_017076835.1|DEUG	LOC117586031|XP_034131757.1|DGUA
OG0008035	LOC108103021|XP_017063836.1|DEUG	LOC117590244|XP_034138606.1|DGUA
OG0008036	LOC108113786|XP_017079981.1|DEUG	LOC117586320|XP_034132200.1|DGUA
OG0008037	LOC108113713|XP_017079881.1|DEUG	LOC117586316|XP_034132194.1|DGUA
OG0008038	LOC108110326|XP_017074840.1|DEUG	LOC117591383|XP_034140518.1|DGUA
OG0008039	LOC108117201|XP_017085003.1|DEUG	LOC117585767|XP_034131339.1|DGUA
OG0008040	LOC108109390|XP_017073376.1|DEUG	LOC117583674|XP_034128033.1|DGUA
OG0008041	LOC108102942|XP_017063701.1|DEUG	LOC117590358|XP_034138786.1|DGUA
OG0008042	LOC108111785|XP_017076859.1|DEUG	LOC117582774|XP_034126635.1|DGUA
OG0008043	LOC108103316|XP_017064235.1|DEUG	LOC117580891|XP_034123534.1|DGUA
OG0008044	LOC108103673|XP_017064721.1|DEUG	LOC117591150|XP_034140152.1|DGUA
OG0008045	LOC108118287|XP_017086377.1|DEUG	LOC117581169|XP_034124002.1|DGUA
OG0008046	LOC108117170|XP_017084940.1|DEUG	LOC117585322|XP_034130649.1|DGUA
OG0008047	LOC108110167|XP_017074579.1|DEUG	LOC117585625|XP_034131081.1|DGUA
OG0008048	LOC108117228|XP_017085049.1|DEUG	LOC117585089|XP_034130248.1|DGUA
OG0008049	LOC108110233|XP_017074708.1|DEUG	LOC117585621|XP_034131076.1|DGUA
OG0008050	LOC108113589|XP_017079724.1|DEUG	LOC117584901|XP_034129931.1|DGUA
OG0008051	LOC108117236|XP_017085060.1|DEUG	LOC117583580|XP_034127852.1|DGUA
OG0008052	LOC108116314|XP_017083593.1|DEUG	LOC117586476|XP_034132460.1|DGUA
OG0008053	LOC108118343|XP_017086475.1|DEUG	LOC117590101|XP_034138337.1|DGUA
OG0008054	LOC108105448|XP_017067524.1|DEUG	LOC117581539|XP_034124744.1|DGUA
OG0008055	LOC108111884|XP_017077007.1|DEUG	LOC117588601|XP_034135901.1|DGUA
OG0008056	LOC108102429|XP_017062896.1|DEUG	LOC117588557|XP_034135833.1|DGUA
OG0008057	LOC108115362|XP_017082278.1|DEUG	LOC117585164|XP_034130395.1|DGUA
OG0008058	LOC108111667|XP_017076688.1|DEUG	LOC117583785|XP_034128254.1|DGUA
OG0008059	LOC108115336|XP_017082239.1|DEUG	LOC117586684|XP_034132829.1|DGUA
OG0008060	LOC108116335|XP_017083639.1|DEUG	LOC117585139|XP_034130358.1|DGUA
OG0008061	LOC108117434|XP_017085338.1|DEUG	LOC117591167|XP_034140177.1|DGUA
OG0008062	LOC108110100|XP_017074482.1|DEUG	LOC117580991|XP_034123680.1|DGUA
OG0008063	LOC108111786|XP_017076861.1|DEUG	LOC117582776|XP_034126637.1|DGUA
OG0008064	LOC108103624|XP_017064658.1|DEUG	LOC117591425|XP_034140576.1|DGUA
OG0008065	LOC108109756|XP_017073917.1|DEUG	LOC117590842|XP_034139726.1|DGUA
OG0008066	LOC108102397|XP_017062827.1|DEUG	LOC117580630|XP_034123106.1|DGUA
OG0008067	LOC108102947|XP_017063712.1|DEUG	LOC117590399|XP_034138885.1|DGUA
OG0008068	LOC108103027|XP_017063843.1|DEUG	LOC117590353|XP_034138779.1|DGUA
OG0008069	LOC108105624|XP_017067798.1|DEUG	LOC117582764|XP_034126619.1|DGUA
OG0008070	LOC108117229|XP_017085052.1|DEUG	LOC117585090|XP_034130249.1|DGUA
OG0008071	LOC108103287|XP_017064187.1|DEUG	LOC117580825|XP_034123437.1|DGUA
OG0008072	LOC108103753|XP_017064853.1|DEUG	LOC117591521|XP_034140707.1|DGUA
OG0008073	LOC108115225|XP_017082069.1|DEUG	LOC117588638|XP_034135957.1|DGUA
OG0008075	LOC108112159|XP_017077397.1|DEUG	LOC117592627|XP_034142454.1|DGUA
OG0008076	LOC108103306|XP_017064218.1|DEUG	LOC117581594|XP_034124841.1|DGUA
OG0008077	LOC108114969|XP_017081670.1|DEUG	LOC117585475|XP_034130858.1|DGUA
OG0008078	LOC108103247|XP_017064139.1|DEUG	LOC117588793|XP_034136191.1|DGUA
OG0008079	LOC108110108|XP_017074492.1|DEUG	LOC117580831|XP_034123454.1|DGUA
OG0008080	LOC108103317|XP_017064236.1|DEUG	LOC117581251|XP_034124145.1|DGUA
OG0008081	LOC108103639|XP_017064679.1|DEUG	LOC117581338|XP_034124352.1|DGUA
OG0008082	LOC108115781|XP_017082842.1|DEUG	LOC117583039|XP_034127092.1|DGUA
OG0008083	LOC108115376|XP_017082300.1|DEUG	LOC117584984|XP_034130084.1|DGUA
OG0008084	LOC108109579|XP_017073645.1|DEUG	LOC117585173|XP_034130405.1|DGUA
OG0008085	LOC108113558|XP_017079640.1|DEUG	LOC117583240|XP_034127353.1|DGUA
OG0008086	LOC108115338|XP_017082241.1|DEUG	LOC117585184|XP_034130419.1|DGUA
OG0008087	LOC108110091|XP_017074472.1|DEUG	LOC117580855|XP_034123493.1|DGUA
OG0008088	LOC108103366|XP_017064302.1|DEUG	LOC117588284|XP_034135352.1|DGUA
OG0008089	LOC108102840|XP_017063522.1|DEUG	LOC117586947|XP_034133208.1|DGUA
OG0008090	LOC108105538|XP_017067659.1|DEUG	LOC117590732|XP_034139531.1|DGUA
OG0008091	LOC108116620|XP_017084084.1|DEUG	LOC117585596|XP_034131031.1|DGUA
OG0008092	LOC108117127|XP_017084849.1|DEUG	LOC117586205|XP_034132033.1|DGUA
OG0008093	LOC108117384|XP_017085272.1|DEUG	LOC117580670|XP_034123172.1|DGUA
OG0008094	LOC108104091|XP_017065476.1|DEUG	LOC117581687|XP_034124954.1|DGUA
OG0008095	LOC108116386|XP_017083733.1|DEUG	LOC117590183|XP_034138481.1|DGUA
OG0008096	LOC108118523|XP_017086760.1|DEUG	LOC117590975|XP_034139938.1|DGUA
OG0008097	LOC108118079|XP_017086111.1|DEUG	LOC117590460|XP_034138987.1|DGUA
OG0008098	LOC108106008|XP_017068342.1|DEUG	LOC117580055|XP_034122184.1|DGUA
OG0008099	LOC108114326|XP_017080733.1|DEUG	LOC117586949|XP_034133210.1|DGUA
OG0008100	LOC108117505|XP_017085477.1|DEUG	LOC117584910|XP_034129944.1|DGUA
