Orthogroup	DEUG.longest_only	DSIM.longest_only
OG0008557	LOC108111446|XP_017076404.1|DEUG	LOC6730141|XP_002105432.1|DSIM
OG0008558	LOC108110757|XP_017075455.1|DEUG	LOC6731741|XP_016024407.1|DSIM
OG0008561	LOC108115469|XP_017082412.1|DEUG	LOC6732981|XP_002080060.2|DSIM
OG0008562	LOC108118266|XP_017086352.1|DEUG	LOC6731212|XP_002078371.3|DSIM
OG0008563	LOC108115637|XP_017082679.1|DEUG	LOC6729198|XP_002104519.1|DSIM
OG0008564	LOC108110942|XP_017075725.1|DEUG	LOC6731794|XP_016024481.1|DSIM
OG0008565	LOC108114208|XP_017080517.1|DEUG	LOC6738416|XP_002085225.1|DSIM
OG0008566	LOC108105830|XP_017068064.1|DEUG	LOC6732278|XP_016024942.1|DSIM
OG0008567	LOC108117699|XP_017086041.1|DEUG	LOC6732514|XP_002079634.2|DSIM
OG0008569	LOC108103655|XP_017064700.1|DEUG	LOC6724924|XP_016037784.1|DSIM
OG0008570	LOC108103692|XP_017064775.1|DEUG	LOC6740008|XP_039153846.1|DSIM
OG0008572	LOC108114933|XP_017081606.1|DEUG	LOC6726755|XP_016033237.1|DSIM
OG0008573	LOC108103309|XP_017064221.1|DEUG	LOC6724950|XP_016037812.1|DSIM
OG0008574	LOC108114311|XP_017080711.1|DEUG	LOC6738245|XP_002085057.2|DSIM
OG0008575	LOC108115664|XP_017082712.1|DEUG	LOC6729144|XP_039151083.1|DSIM
OG0008576	LOC108102407|XP_017062853.1|DEUG	LOC27209211|XP_016026100.1|DSIM
OG0008577	LOC108108175|XP_017071606.1|DEUG	LOC6737813|XP_002084641.2|DSIM
OG0008579	LOC108117375|XP_017085250.1|DEUG	LOC6737401|XP_002084239.1|DSIM
OG0008581	LOC108108775|XP_017072434.1|DEUG	LOC6738706|XP_002085507.1|DSIM
OG0008582	LOC108109757|XP_017073919.1|DEUG	LOC27206386|XP_016038306.1|DSIM
OG0008583	LOC108105411|XP_017067447.1|DEUG	LOC6724755|XP_039153838.1|DSIM
OG0008584	LOC108104373|XP_017065878.1|DEUG	LOC6739940|XP_002076830.1|DSIM
OG0008585	LOC108103700|XP_017064785.1|DEUG	LOC27206387|XP_016038390.1|DSIM
OG0008586	LOC108103659|XP_017064704.1|DEUG	LOC6725330|XP_002106347.1|DSIM
OG0008587	LOC108117194|XP_017084983.1|DEUG	LOC6727436|XP_016034002.1|DSIM
OG0008588	LOC108117160|XP_017084922.1|DEUG	LOC6727474|XP_002102854.1|DSIM
OG0008589	LOC108103832|XP_017065008.1|DEUG	LOC27206396|XP_039153569.1|DSIM
OG0008592	LOC108113202|XP_017079222.1|DEUG	LOC6740670|XP_002077476.1|DSIM
OG0008593	LOC108114019|XP_017080254.1|DEUG	LOC6737521|XP_002084357.1|DSIM
OG0008594	LOC108117039|XP_017084698.1|DEUG	LOC6727332|XP_002102717.1|DSIM
OG0008595	LOC108112828|XP_017078624.1|DEUG	LOC6734684|XP_002081691.1|DSIM
OG0008596	LOC108112498|XP_017077866.1|DEUG	LOC6734678|XP_016027870.1|DSIM
OG0008597	LOC108116558|XP_017083986.1|DEUG	LOC6729394|XP_016036040.1|DSIM
OG0008598	LOC108105093|XP_017067013.1|DEUG	LOC6739884|XP_039153231.1|DSIM
OG0008599	LOC108109749|XP_017073905.1|DEUG	LOC27207147|XP_016038352.1|DSIM
OG0008600	LOC108110249|XP_017074726.1|DEUG	LOC27208103|XP_016033740.1|DSIM
OG0008601	LOC108106857|XP_017069589.1|DEUG	LOC27209299|XP_016023889.1|DSIM
OG0008602	LOC108117500|XP_017085469.1|DEUG	LOC6729442|XP_002104753.1|DSIM
OG0008603	LOC108116813|XP_017084350.1|DEUG	LOC6728248|XP_016034886.1|DSIM
OG0008604	LOC108107412|XP_017070428.1|DEUG	LOC27206196|XP_039147475.1|DSIM
OG0008605	LOC108106951|XP_017069716.1|DEUG	LOC6732809|XP_016025527.1|DSIM
OG0008606	LOC108102517|XP_017063041.1|DEUG	LOC6730983|XP_002078144.2|DSIM
OG0008607	LOC108115351|XP_017082261.1|DEUG	LOC6726875|XP_002102277.1|DSIM
OG0008608	LOC108110289|XP_017074774.1|DEUG	LOC6725114|XP_016038086.2|DSIM
OG0008609	LOC108116333|XP_017083635.1|DEUG	LOC6728545|XP_002103890.1|DSIM
OG0008610	LOC108112200|XP_017077503.1|DEUG	LOC6734791|XP_002081794.2|DSIM
OG0008612	LOC108104848|XP_017066654.1|DEUG	LOC6733722|XP_002080769.1|DSIM
OG0008613	LOC108115130|XP_017081897.1|DEUG	LOC6727201|XP_002102593.1|DSIM
OG0008614	LOC108103768|XP_017064882.1|DEUG	LOC6726437|XP_002107394.1|DSIM
OG0008615	LOC108116234|XP_017083514.1|DEUG	LOC6727064|XP_016033562.1|DSIM
OG0008616	LOC108109030|XP_017072805.1|DEUG	LOC6730320|XP_039151697.1|DSIM
OG0008617	LOC108116578|XP_017084009.1|DEUG	LOC27206435|XP_016035889.1|DSIM
OG0008619	LOC108104149|XP_017065538.1|DEUG	LOC6732006|XP_002079140.1|DSIM
OG0008620	LOC108109012|XP_017072774.1|DEUG	LOC6733501|XP_002080558.1|DSIM
OG0008621	LOC108110118|XP_017074515.1|DEUG	LOC6728729|XP_016035383.1|DSIM
OG0008622	LOC108112344|XP_017077661.1|DEUG	LOC6734838|XP_002081840.3|DSIM
OG0008623	LOC108106777|XP_017069507.1|DEUG	LOC27207723|XP_016027422.1|DSIM
OG0008624	LOC108106585|XP_017069255.1|DEUG	LOC6734444|XP_016027568.2|DSIM
OG0008625	LOC108104852|XP_017066659.1|DEUG	LOC6733788|XP_002080832.1|DSIM
OG0008626	LOC108103279|XP_017064180.1|DEUG	LOC6733153|XP_016026028.1|DSIM
OG0008627	LOC108108297|XP_017071791.1|DEUG	LOC6737355|XP_016031095.1|DSIM
OG0008629	LOC108114797|XP_017081398.1|DEUG	LOC27207026|XP_016025824.1|DSIM
OG0008630	LOC108102373|XP_017062781.1|DEUG	LOC6724725|XP_016037362.1|DSIM
OG0008631	LOC108109414|XP_017073401.1|DEUG	LOC6729024|XP_002104345.2|DSIM
OG0008632	LOC108109361|XP_017073318.1|DEUG	LOC6730393|XP_002105675.1|DSIM
OG0008633	LOC108106539|XP_017069176.1|DEUG	LOC6734563|XP_016027669.1|DSIM
OG0008634	LOC108115003|XP_017081736.1|DEUG	LOC6739541|XP_002076439.1|DSIM
OG0008635	LOC108109000|XP_017072755.1|DEUG	LOC6733494|XP_016026455.1|DSIM
OG0008636	LOC108111750|XP_017076794.1|DEUG	LOC6728407|XP_002103754.1|DSIM
OG0008637	LOC108114700|XP_017081285.1|DEUG	LOC27208446|XP_016032716.1|DSIM
OG0008638	LOC108116889|XP_017084479.1|DEUG	LOC6727552|XP_002102931.1|DSIM
OG0008639	LOC108115883|XP_017083012.1|DEUG	LOC27206447|XP_039150488.1|DSIM
OG0008640	LOC108117156|XP_017084909.1|DEUG	LOC6727514|XP_016034099.1|DSIM
OG0008641	LOC108111318|XP_017076202.1|DEUG	LOC6730178|XP_002105469.2|DSIM
OG0008642	LOC108117131|XP_017084864.1|DEUG	LOC6727744|XP_016034321.1|DSIM
OG0008643	LOC108112985|XP_017078885.1|DEUG, LOC108114831|XP_017081461.1|DEUG, LOC108117939|XP_017085972.1|DEUG, LOC108115341|XP_017082253.1|DEUG, LOC108104882|XP_017066703.1|DEUG, LOC108109362|XP_017073320.1|DEUG	LOC6730392|XP_002105674.1|DSIM
OG0008644	LOC108111465|XP_017076425.1|DEUG	LOC6730260|XP_002105543.1|DSIM
OG0008645	LOC108118472|XP_017086685.1|DEUG	LOC6732526|XP_002079645.1|DSIM
OG0008646	LOC108103051|XP_017063854.1|DEUG	LOC6732607|XP_002079726.1|DSIM
OG0008647	LOC108110555|XP_017075134.1|DEUG	LOC27206523|XP_016023333.1|DSIM
OG0008648	LOC108118428|XP_017086600.1|DEUG	LOC6732527|XP_002079646.1|DSIM
OG0008649	LOC108112354|XP_017077671.1|DEUG	LOC6735849|XP_002082759.1|DSIM
OG0008650	LOC108116286|XP_017083561.1|DEUG	LOC6727919|XP_002103274.1|DSIM
OG0008651	LOC108106256|XP_017068709.1|DEUG	LOC6734480|XP_002081499.1|DSIM
OG0008652	LOC108113338|XP_017079386.1|DEUG	LOC6735101|XP_002082078.3|DSIM
OG0008653	LOC108112418|XP_017077750.1|DEUG	LOC6739453|XP_002076356.1|DSIM
OG0008654	LOC108107465|XP_017070502.1|DEUG	LOC6735958|XP_002082867.1|DSIM
OG0008655	LOC108104444|XP_017065994.1|DEUG	LOC6733539|XP_016026498.1|DSIM
OG0008656	LOC108103656|XP_017064702.1|DEUG	LOC6725166|XP_016038186.2|DSIM
OG0008657	LOC108104328|XP_017065804.1|DEUG	LOC27207668|XP_002106955.2|DSIM
OG0008658	LOC108109731|XP_017073865.1|DEUG	LOC6725307|XP_016038365.2|DSIM
OG0008659	LOC108114010|XP_017080246.1|DEUG	LOC6737706|XP_016031482.1|DSIM
OG0008660	LOC108108562|XP_017072134.1|DEUG	LOC6738505|XP_039150223.1|DSIM
OG0008661	LOC108104628|XP_017066292.1|DEUG	LOC6736245|XP_039149868.1|DSIM
OG0008662	LOC108116747|XP_017084255.1|DEUG	LOC6739167|XP_016033024.1|DSIM
OG0008663	LOC108108811|XP_017072486.1|DEUG	LOC6738725|XP_002085526.2|DSIM
OG0008664	LOC108102765|XP_017063412.1|DEUG	LOC6736326|XP_002083210.2|DSIM
OG0008665	LOC108105724|XP_017067928.1|DEUG	LOC6732314|XP_016024976.1|DSIM
OG0008666	LOC108108701|XP_017072296.1|DEUG	LOC27206206|XP_016032890.2|DSIM
OG0008667	LOC108107945|XP_017071265.1|DEUG	LOC6737753|XP_016031529.1|DSIM
OG0008668	LOC108102778|XP_017063427.1|DEUG	LOC6736340|XP_002083217.2|DSIM
OG0008669	LOC108105136|XP_017067058.1|DEUG	LOC6732459|XP_002079579.1|DSIM
OG0008670	LOC108111680|XP_017076709.1|DEUG	LOC6728122|XP_002103473.2|DSIM
OG0008672	LOC108118476|XP_017086692.1|DEUG	LOC6732573|XP_002079692.1|DSIM
OG0008673	LOC108106068|XP_017068415.1|DEUG	LOC27208784|XP_016024130.1|DSIM
OG0008675	LOC108104268|XP_017065706.1|DEUG	LOC6738103|XP_002084917.1|DSIM
OG0008677	LOC108115687|XP_017082744.1|DEUG	LOC6729159|XP_002104480.1|DSIM
OG0008679	LOC108103188|XP_017064064.1|DEUG	LOC6740049|XP_002076936.1|DSIM
OG0008680	LOC108104318|XP_017065791.1|DEUG	LOC6725027|XP_002106058.1|DSIM
OG0008681	LOC108118384|XP_017086548.1|DEUG	LOC6725865|XP_016039192.1|DSIM
OG0008682	LOC108106049|XP_017068392.1|DEUG	LOC6726380|XP_016039951.1|DSIM
OG0008683	LOC108104387|XP_017065912.1|DEUG	LOC6739929|XP_016037721.1|DSIM
OG0008684	LOC108102933|XP_017063683.1|DEUG	LOC120285231|XP_039152284.1|DSIM
OG0008685	LOC108112303|XP_017077618.1|DEUG	LOC6735615|XP_002082535.1|DSIM
OG0008686	LOC108115679|XP_017082735.1|DEUG	LOC27207597|XP_016035840.1|DSIM
OG0008687	LOC108107262|XP_017070181.1|DEUG	LOC27209061|XP_016029365.1|DSIM
OG0008688	LOC108103295|XP_017064197.1|DEUG	LOC6724933|XP_002105970.1|DSIM
OG0008689	LOC108110390|XP_017074930.1|DEUG	LOC6728747|XP_002104082.1|DSIM
OG0008690	LOC108105825|XP_017068058.1|DEUG	LOC6732395|XP_016025041.1|DSIM
OG0008691	LOC108107924|XP_017071234.1|DEUG	LOC6736958|XP_016030600.1|DSIM
OG0008692	LOC108103417|XP_017064364.1|DEUG	LOC6725425|XP_002106441.1|DSIM
OG0008694	LOC108109955|XP_017074258.1|DEUG	LOC6740209|XP_016022761.2|DSIM
OG0008695	LOC108111615|XP_017076631.1|DEUG	LOC6733212|XP_002080276.1|DSIM
OG0008696	LOC108116603|XP_017084048.1|DEUG	LOC6729637|XP_039151251.1|DSIM
OG0008697	LOC108107511|XP_017070542.1|DEUG	LOC6736732|XP_002083588.1|DSIM
OG0008698	LOC108111861|XP_017076973.1|DEUG	LOC6725661|XP_016038892.1|DSIM
OG0008699	LOC108108801|XP_017072471.1|DEUG	LOC6739031|XP_016032869.1|DSIM
OG0008700	LOC108117220|XP_017085035.1|DEUG	LOC6727382|XP_016033918.1|DSIM
OG0008701	LOC108111995|XP_017077214.1|DEUG	LOC27208057|XP_016029040.1|DSIM
OG0008702	LOC108111722|XP_017076763.1|DEUG	LOC6728431|XP_002103776.2|DSIM
OG0008703	LOC108114223|XP_017080565.1|DEUG	LOC6738360|XP_002085170.1|DSIM
OG0008704	LOC108111087|XP_017075912.1|DEUG	LOC6730882|XP_016023307.1|DSIM
OG0008705	LOC108107149|XP_017070041.1|DEUG	LOC6731310|XP_016023877.1|DSIM
OG0008706	LOC108109352|XP_017073301.1|DEUG	LOC6730367|XP_002105649.1|DSIM
OG0008707	LOC108104942|XP_017066795.1|DEUG	LOC6726093|XP_016039562.1|DSIM
OG0008708	LOC108105035|XP_017066922.1|DEUG	LOC6726477|XP_039153968.1|DSIM
OG0008709	LOC108115842|XP_017082942.1|DEUG	LOC6739678|XP_016036570.1|DSIM
OG0008710	LOC108116958|XP_017084603.1|DEUG	LOC6728244|XP_016034884.1|DSIM
OG0008711	LOC108110215|XP_017074683.1|DEUG	LOC6727248|XP_039150960.1|DSIM
OG0008712	LOC108112830|XP_017078625.1|DEUG	LOC6734685|XP_002081692.1|DSIM
OG0008714	LOC108111027|XP_017075836.1|DEUG	LOC27206528|XP_016023108.1|DSIM
OG0008715	LOC108109538|XP_017073592.1|DEUG	LOC6728896|XP_016035591.1|DSIM
OG0008716	LOC108117467|XP_017085378.1|DEUG	LOC27208186|XP_016036061.1|DSIM
OG0008717	LOC108109819|XP_017074038.1|DEUG	LOC6737186|XP_002084032.2|DSIM
OG0008718	LOC108112897|XP_017078743.1|DEUG	LOC6735006|XP_002081988.3|DSIM
OG0008719	LOC108109371|XP_017073340.1|DEUG	LOC6730362|XP_016037133.1|DSIM
OG0008721	LOC108118362|XP_017086520.1|DEUG	LOC6725856|XP_016039183.2|DSIM
OG0008722	LOC108109490|XP_017073516.1|DEUG	LOC6728874|XP_016035573.1|DSIM
OG0008723	LOC108109872|XP_017074154.1|DEUG	LOC6737217|XP_016030921.1|DSIM
OG0008724	LOC108110480|XP_017075046.1|DEUG	LOC6731702|XP_016024383.1|DSIM
OG0008725	LOC108109028|XP_017072792.1|DEUG	LOC6735431|XP_002082371.1|DSIM
OG0008726	LOC108112974|XP_017078870.1|DEUG	LOC6734252|XP_016027301.1|DSIM
OG0008727	LOC108117007|XP_017084666.1|DEUG	LOC6728289|XP_002103638.1|DSIM
OG0008728	LOC108111535|XP_017076548.1|DEUG	LOC6727796|XP_016034386.1|DSIM
OG0008729	LOC108110006|XP_017074333.1|DEUG	LOC6726331|XP_002107291.1|DSIM
OG0008730	LOC108105366|XP_017067381.1|DEUG	LOC6726269|XP_002107231.1|DSIM
OG0008731	LOC108111666|XP_017076687.1|DEUG	LOC6728093|XP_016034711.1|DSIM
OG0008732	LOC108108212|XP_017071667.1|DEUG	LOC6732155|XP_002079287.1|DSIM
OG0008734	LOC108115029|XP_017081763.1|DEUG	LOC6726680|XP_016033174.1|DSIM
OG0008735	LOC108108959|XP_017072703.1|DEUG	LOC27206603|XP_016028714.1|DSIM
OG0008736	LOC108106423|XP_017068941.1|DEUG	LOC6733981|XP_002081025.1|DSIM
OG0008737	LOC108109545|XP_017073604.1|DEUG	LOC6728871|XP_016035567.1|DSIM
OG0008738	LOC108113458|XP_017079528.1|DEUG	LOC6731209|XP_016023752.1|DSIM
OG0008739	LOC108114640|XP_017081198.1|DEUG	LOC6738881|XP_002085676.1|DSIM
OG0008740	LOC108104862|XP_017066673.1|DEUG	LOC6733774|XP_002080818.2|DSIM
OG0008741	LOC108104796|XP_017066554.1|DEUG	LOC6733728|XP_002080774.1|DSIM
OG0008742	LOC108107860|XP_017071116.1|DEUG	LOC6736580|XP_016030176.1|DSIM
OG0008743	LOC108106432|XP_017068953.1|DEUG	LOC6733966|XP_002081010.1|DSIM
OG0008744	LOC108112401|XP_017077731.1|DEUG	LOC27206321|XP_039148106.1|DSIM
OG0008745	LOC108103097|XP_017063951.1|DEUG	LOC6725523|XP_002106536.1|DSIM
OG0008746	LOC108117265|XP_017085106.1|DEUG	LOC6727437|XP_016034008.1|DSIM
OG0008747	LOC108114671|XP_017081240.1|DEUG	LOC6738985|XP_016032809.1|DSIM
OG0008748	LOC108102691|XP_017063323.1|DEUG	LOC6730546|XP_002077725.2|DSIM
OG0008749	LOC108111989|XP_017077209.1|DEUG	LOC6731961|XP_002079096.1|DSIM
OG0008750	LOC108110995|XP_017075793.1|DEUG	LOC6731714|XP_016024390.1|DSIM
OG0008751	LOC108115100|XP_017081836.1|DEUG	LOC6727115|XP_002102508.1|DSIM
OG0008752	LOC108109489|XP_017073513.1|DEUG	LOC6728879|XP_016035568.1|DSIM
OG0008753	LOC108114031|XP_017080267.1|DEUG	LOC6737623|XP_002084455.1|DSIM
OG0008754	LOC108106776|XP_017069506.1|DEUG	LOC6734345|XP_002081366.2|DSIM
OG0008755	LOC108115748|XP_017082807.1|DEUG	LOC6729848|XP_002105151.2|DSIM
OG0008756	LOC108117083|XP_017084745.1|DEUG	LOC6727536|XP_002102916.1|DSIM
OG0008757	LOC108115584|XP_017082585.1|DEUG	LOC6729065|XP_016035715.1|DSIM
OG0008758	LOC108110432|XP_017074987.1|DEUG	LOC27208148|XP_016022971.1|DSIM
OG0008759	LOC108112357|XP_017077678.1|DEUG	LOC6731975|XP_016024650.1|DSIM
OG0008760	LOC108110569|XP_017075154.1|DEUG	LOC6731855|XP_016024538.1|DSIM
OG0008761	LOC108108495|XP_017072042.1|DEUG	LOC6731591|XP_002078732.1|DSIM
OG0008762	LOC108104586|XP_017066236.1|DEUG	LOC6733540|XP_016026499.1|DSIM
OG0008763	LOC108114890|XP_017081537.1|DEUG, LOC108114887|XP_017081533.1|DEUG, LOC108110385|XP_017074912.1|DEUG, LOC108114888|XP_017081534.1|DEUG, LOC108114889|XP_017081536.1|DEUG	LOC6731203|XP_016023748.1|DSIM
OG0008764	LOC108105866|XP_017068131.1|DEUG	LOC6732276|XP_016024941.1|DSIM
OG0008765	LOC108112602|XP_017078151.1|DEUG	LOC6734186|XP_002081215.1|DSIM
OG0008766	LOC108111536|XP_017076551.1|DEUG	LOC6730620|XP_016023069.1|DSIM
OG0008767	LOC108112292|XP_017077605.1|DEUG	LOC6735102|XP_016028368.1|DSIM
OG0008768	LOC108107386|XP_017070389.1|DEUG	LOC6736078|XP_016029471.1|DSIM
OG0008769	LOC108109169|XP_017073081.1|DEUG	LOC6735564|XP_016028899.1|DSIM
OG0008770	LOC108113292|XP_017079330.1|DEUG	LOC6733363|XP_016026281.1|DSIM
OG0008771	LOC108106624|XP_017069316.1|DEUG	LOC6739386|XP_002076295.1|DSIM
OG0008772	LOC108106433|XP_017068956.1|DEUG	LOC6733965|XP_002081009.1|DSIM
OG0008773	LOC108112784|XP_017078551.1|DEUG	LOC6734942|XP_002081939.1|DSIM
OG0008774	LOC108108937|XP_017072679.1|DEUG	LOC6735376|XP_016028704.1|DSIM
OG0008775	LOC108112476|XP_017077822.1|DEUG	LOC6734860|XP_002081861.2|DSIM
OG0008776	LOC108106779|XP_017069508.1|DEUG	LOC6734546|XP_002081555.1|DSIM
OG0008777	LOC108112893|XP_017078738.1|DEUG	LOC6735717|XP_016029094.1|DSIM
OG0008778	LOC108114911|XP_017081579.1|DEUG	LOC6733238|XP_002080301.1|DSIM
OG0008779	LOC108103346|XP_017064273.1|DEUG	LOC6724972|XP_002106008.1|DSIM
OG0008780	LOC108115016|XP_017081747.1|DEUG	LOC27208589|XP_039151587.1|DSIM
OG0008781	LOC108103272|XP_017064173.1|DEUG	LOC27208323|XP_016038293.1|DSIM
OG0008782	LOC108117394|XP_017085282.1|DEUG	LOC6737396|XP_016031150.1|DSIM
OG0008783	LOC108112323|XP_017077642.1|DEUG	LOC6735834|XP_002082744.2|DSIM
OG0008784	LOC108115314|XP_017082247.1|DEUG, LOC108115095|XP_017081869.1|DEUG, LOC108109657|XP_017073726.1|DEUG, LOC108114465|XP_017080961.1|DEUG	LOC6738857|XP_016032678.1|DSIM
OG0008785	LOC108114352|XP_017080781.1|DEUG	LOC6737564|XP_016031354.1|DSIM
OG0008786	LOC108102483|XP_017062985.1|DEUG, LOC108103388|XP_017064323.1|DEUG	LOC6731103|XP_016023636.1|DSIM
OG0008787	LOC108114481|XP_017080988.1|DEUG	LOC6737491|XP_002084327.1|DSIM
OG0008788	LOC108107522|XP_017070552.1|DEUG	LOC6736934|XP_016030583.1|DSIM
OG0008789	LOC108102777|XP_017063426.1|DEUG	LOC6740468|XP_016029811.1|DSIM
OG0008790	LOC108104441|XP_017065991.1|DEUG	LOC6733566|XP_016026511.1|DSIM
OG0008791	LOC108112274|XP_017077586.1|DEUG	LOC6735039|XP_002082020.1|DSIM
OG0008792	LOC108112010|XP_017077237.1|DEUG	LOC6735667|XP_016029030.1|DSIM
OG0008793	LOC108110338|XP_017074858.1|DEUG, LOC108116972|XP_017084620.1|DEUG	LOC6733209|XP_002080274.1|DSIM
OG0008794	LOC108118403|XP_017086568.1|DEUG	LOC6732534|XP_002079653.1|DSIM
OG0008795	LOC108116180|XP_017083410.1|DEUG	LOC6728027|XP_016034642.1|DSIM
OG0008796	LOC108113513|XP_017079593.1|DEUG	LOC6729683|XP_002104989.1|DSIM
OG0008797	LOC108109264|XP_017073242.1|DEUG, LOC108109167|XP_017073082.1|DEUG	LOC6728058|XP_002103410.1|DSIM
OG0008799	LOC108113187|XP_017079202.1|DEUG	LOC6733430|XP_002080487.1|DSIM
OG0008800	LOC108102569|XP_017063138.1|DEUG	LOC6731043|XP_016023549.1|DSIM
OG0008805	LOC108105379|XP_017067409.1|DEUG	LOC6726283|XP_016039791.1|DSIM
OG0008806	LOC108115218|XP_017082061.1|DEUG	LOC6739836|XP_002076726.1|DSIM
OG0008807	LOC108103863|XP_017065064.1|DEUG	LOC6726137|XP_039153401.1|DSIM
OG0008808	LOC108103919|XP_017065157.1|DEUG	LOC27207364|XP_016039171.1|DSIM
OG0008809	LOC108117520|XP_017085504.1|DEUG	LOC27206482|XP_016036134.1|DSIM
OG0008811	LOC108105633|XP_017067811.1|DEUG	LOC6727977|XP_016034569.2|DSIM
OG0008813	LOC108110579|XP_017075168.1|DEUG	LOC6728736|XP_016035404.2|DSIM
OG0008814	LOC108107214|XP_017070120.1|DEUG	LOC6735992|XP_016029361.1|DSIM
OG0008815	LOC108107694|XP_017070788.1|DEUG	LOC27206662|XP_016030043.1|DSIM
OG0008816	LOC108114093|XP_017080335.1|DEUG	LOC6738405|XP_002085214.1|DSIM
OG0008819	LOC108109285|XP_017073267.1|DEUG	LOC6735396|XP_002082343.1|DSIM
OG0008822	LOC108110478|XP_017075038.1|DEUG	LOC6731799|XP_016024482.1|DSIM
OG0008823	LOC108118085|XP_017086121.1|DEUG	LOC6725473|XP_002106489.2|DSIM
OG0008824	LOC108113848|XP_017080048.1|DEUG	LOC6737922|XP_016031689.1|DSIM
OG0008825	LOC108114036|XP_017080271.1|DEUG	LOC6737915|XP_002084739.2|DSIM
OG0008826	LOC108115057|XP_017081792.1|DEUG	LOC6727143|XP_016033626.1|DSIM
OG0008829	LOC108104397|XP_017065925.1|DEUG	LOC6724891|XP_002105929.1|DSIM
OG0008830	LOC108110008|XP_017074335.1|DEUG	LOC6726347|XP_016039922.1|DSIM
OG0008831	LOC108104375|XP_017065882.1|DEUG	LOC6724910|XP_016037761.1|DSIM
OG0008832	LOC108104374|XP_017065879.1|DEUG	LOC27206782|XP_039152694.1|DSIM
OG0008833	LOC108103456|XP_017064439.1|DEUG	LOC27206358|XP_016038501.1|DSIM
OG0008834	LOC108113764|XP_017079949.1|DEUG	LOC27206429|XP_016036218.1|DSIM
OG0008835	LOC108117137|XP_017084882.1|DEUG	LOC27209416|XP_016033871.1|DSIM
OG0008836	LOC108104520|XP_017066140.1|DEUG	LOC6733627|XP_016026586.1|DSIM
OG0008837	LOC108112298|XP_017077611.1|DEUG	LOC6735739|XP_002082652.1|DSIM
OG0008838	LOC108111059|XP_017075877.1|DEUG	LOC6731667|XP_016024358.1|DSIM
OG0008839	LOC108106757|XP_017069485.1|DEUG	LOC27206326|XP_016027102.1|DSIM
OG0008840	LOC108115515|XP_017082502.1|DEUG	LOC6732922|XP_002080026.1|DSIM
OG0008841	LOC108107599|XP_017070651.1|DEUG	LOC6736616|XP_002083472.1|DSIM
OG0008842	LOC108108857|XP_017072563.1|DEUG	LOC6735894|XP_039148367.1|DSIM
OG0008843	LOC108108033|XP_017071394.1|DEUG	LOC27207703|XP_016030213.1|DSIM
OG0008845	LOC108105122|XP_017067044.1|DEUG	LOC6732416|XP_002079537.2|DSIM
OG0008846	LOC108108466|XP_017072012.1|DEUG	LOC6738626|XP_002085428.2|DSIM
OG0008847	LOC108116147|XP_017083372.1|DEUG	LOC6726991|XP_002102392.1|DSIM
OG0008848	LOC108112952|XP_017078841.1|DEUG	LOC6734819|XP_016028051.1|DSIM
OG0008849	LOC108117431|XP_017085333.1|DEUG	LOC27207156|XP_016038458.1|DSIM
OG0008850	LOC108108985|XP_017072729.1|DEUG	LOC6735447|XP_016028752.1|DSIM
OG0008851	LOC108111229|XP_017076120.1|DEUG	LOC6731849|XP_002078984.1|DSIM
OG0008852	LOC108105405|XP_017067440.1|DEUG	LOC6739332|XP_016026482.2|DSIM
OG0008854	LOC108111058|XP_017075876.1|DEUG	LOC6730507|XP_016022966.1|DSIM
OG0008855	LOC108110147|XP_017074550.1|DEUG	LOC6725596|XP_016038791.1|DSIM
OG0008856	LOC108108741|XP_017072372.1|DEUG	LOC6724689|XP_016037210.1|DSIM
OG0008857	LOC108102750|XP_017063391.1|DEUG	LOC6737133|XP_002083980.2|DSIM
OG0008858	LOC108111553|XP_017076563.1|DEUG	LOC6739740|XP_002076633.2|DSIM
OG0008859	LOC108114717|XP_017081307.1|DEUG	LOC6737499|XP_039149045.1|DSIM
OG0008860	LOC108111381|XP_017076302.1|DEUG	LOC6730168|XP_002105459.2|DSIM
OG0008861	LOC108104550|XP_017066180.1|DEUG	LOC6733611|XP_002080665.1|DSIM
OG0008862	LOC108117140|XP_017084888.1|DEUG	LOC6727749|XP_016034329.1|DSIM
OG0008863	LOC108105187|XP_017067126.1|DEUG	LOC6732481|XP_016025111.1|DSIM
OG0008864	LOC108112158|XP_017077394.1|DEUG	LOC6735638|XP_002082556.1|DSIM
OG0008865	LOC108104095|XP_017065481.1|DEUG	LOC6732048|XP_002079180.1|DSIM
OG0008866	LOC108104180|XP_017065594.1|DEUG	LOC6730405|XP_016022873.1|DSIM
OG0008867	LOC108103444|XP_017064414.1|DEUG	LOC6725422|XP_016038499.1|DSIM
OG0008868	LOC108104464|XP_017066017.1|DEUG	LOC6733643|XP_016026606.1|DSIM
OG0008869	LOC108116762|XP_017084275.1|DEUG	LOC6739159|XP_002085949.1|DSIM
OG0008870	LOC108108585|XP_017072169.1|DEUG	LOC6738648|XP_002085450.1|DSIM
OG0008871	LOC108104015|XP_017065332.1|DEUG	LOC6737970|XP_002084786.2|DSIM
OG0008872	LOC108107127|XP_017070010.1|DEUG	LOC6731323|XP_016023902.1|DSIM
OG0008873	LOC108107174|XP_017070079.1|DEUG	LOC6731277|XP_002078434.1|DSIM
OG0008874	LOC108112493|XP_017077850.1|DEUG	LOC6739454|XP_002076355.1|DSIM
