Orthogroup	DEUG.longest_only	AAEG.longest_only
OG0006049	LOC108102932|XP_017063682.1|DEUG	LOC5567181|XP_001651610.1|AAEG
OG0006050	LOC108105208|XP_017067150.1|DEUG	LOC5567177|XP_001651607.1|AAEG
OG0006051	LOC108117550|XP_017085551.1|DEUG	LOC5567175|XP_001651605.1|AAEG
OG0006052	LOC108107374|XP_017070370.1|DEUG	LOC5567249|XP_021706241.1|AAEG
OG0006053	LOC108109900|XP_017074196.1|DEUG	LOC5578574|XP_001663965.1|AAEG
OG0006054	LOC108108672|XP_017072269.1|DEUG	LOC5571211|XP_021708731.1|AAEG
OG0006055	LOC108111815|XP_017076908.1|DEUG	LOC5571208|XP_021708173.1|AAEG
OG0006056	LOC108113228|XP_017079254.1|DEUG	LOC5575533|XP_001662032.1|AAEG
OG0006057	LOC108102845|XP_017063526.1|DEUG	LOC5575535|XP_021708643.1|AAEG
OG0006058	LOC108117262|XP_017085104.1|DEUG	LOC5574814|XP_021706192.1|AAEG
OG0006059	LOC108107969|XP_017071298.1|DEUG	LOC5579092|XP_021706125.1|AAEG
OG0006060	LOC108107971|XP_017071302.1|DEUG	LOC5579091|XP_021706128.1|AAEG
OG0006061	LOC108117700|XP_017085727.1|DEUG	LOC5579103|XP_001657298.2|AAEG
OG0006062	LOC108116342|XP_017083646.1|DEUG	LOC5579106|XP_021705727.1|AAEG
OG0006063	LOC108111169|XP_017076037.1|DEUG	LOC5579107|XP_001657302.2|AAEG
OG0006064	LOC108106591|XP_017069263.1|DEUG	LOC5579109|XP_001657306.2|AAEG
OG0006065	LOC108107687|XP_017070780.1|DEUG	LOC5579110|XP_001657307.2|AAEG
OG0006066	LOC108112130|XP_017077369.1|DEUG	LOC5579114|XP_001657313.2|AAEG
OG0006067	LOC108104472|XP_017066026.1|DEUG	LOC5579122|XP_021707507.1|AAEG
OG0006068	LOC108105010|XP_017066879.1|DEUG	LOC5572093|XP_021704708.1|AAEG
OG0006069	LOC108108612|XP_017072200.1|DEUG	LOC110678752|XP_021707732.1|AAEG, LOC110681331|XP_021712776.1|AAEG
OG0006070	LOC108108677|XP_017072271.1|DEUG	LOC110680268|XP_021711780.1|AAEG, LOC5566060|XP_001650411.1|AAEG
OG0006071	LOC108115863|XP_017082977.1|DEUG	LOC5566047|XP_001650415.2|AAEG
OG0006072	LOC108107574|XP_017070624.1|DEUG	LOC5566055|XP_001650427.2|AAEG
OG0006073	LOC108104745|XP_017066475.1|DEUG	LOC110677949|XP_021705719.1|AAEG
OG0006074	LOC108104352|XP_017065847.1|DEUG	LOC5578081|XP_021709335.1|AAEG
OG0006075	LOC108117430|XP_017085332.1|DEUG	LOC5578082|XP_001656776.1|AAEG
OG0006076	LOC108106800|XP_017069533.1|DEUG	LOC5578094|XP_021707463.1|AAEG
OG0006077	LOC108108750|XP_017072397.1|DEUG	LOC5578122|XP_001656822.2|AAEG
OG0006078	LOC108108781|XP_017072441.1|DEUG	LOC5578124|XP_001656823.1|AAEG
OG0006079	LOC108114197|XP_017080504.1|DEUG	LOC5578906|XP_001664114.2|AAEG
OG0006080	LOC108117350|XP_017085214.1|DEUG	LOC5580209|XP_001662068.2|AAEG
OG0006081	LOC108104797|XP_017066555.1|DEUG	LOC5568261|XP_001657958.2|AAEG
OG0006082	LOC108104818|XP_017066591.1|DEUG	LOC5568260|XP_001657955.1|AAEG
OG0006083	LOC108108532|XP_017072093.1|DEUG	LOC5571706|XP_021709357.1|AAEG
OG0006084	LOC108118229|XP_017086300.1|DEUG	LOC5574073|XP_001661146.1|AAEG
OG0006085	LOC108108813|XP_017072488.1|DEUG	LOC5574080|XP_001661151.2|AAEG
OG0006086	LOC108108816|XP_017072496.1|DEUG	LOC5568514|XP_021706187.1|AAEG
OG0006087	LOC108112925|XP_017078806.1|DEUG	LOC5568520|XP_011493363.2|AAEG
OG0006088	LOC108108652|XP_017072244.1|DEUG	LOC5568522|XP_021705413.1|AAEG
OG0006089	LOC108104439|XP_017065987.1|DEUG	LOC5576713|XP_021712506.1|AAEG, LOC5563836|XP_001648152.1|AAEG
OG0006090	LOC108114253|XP_017080636.1|DEUG	LOC5566900|XP_021708665.1|AAEG
OG0006091	LOC108114595|XP_017081140.1|DEUG	LOC110678373|XP_021706867.1|AAEG
OG0006092	LOC108103874|XP_017065089.1|DEUG	LOC5566875|XP_021710311.1|AAEG
OG0006093	LOC108104809|XP_017066580.1|DEUG	LOC5566860|XP_001651286.2|AAEG
OG0006094	LOC108114584|XP_017081127.1|DEUG	LOC5566859|XP_001651285.1|AAEG
OG0006095	LOC108104528|XP_017066149.1|DEUG	LOC5579922|XP_001652211.1|AAEG
OG0006096	LOC108106658|XP_017069368.1|DEUG	LOC5577281|XP_021706774.1|AAEG
OG0006097	LOC108108504|XP_017072059.1|DEUG	LOC5571245|XP_021706897.1|AAEG
OG0006098	LOC108104186|XP_017065615.1|DEUG	LOC5573258|XP_001654471.1|AAEG
OG0006099	LOC108106389|XP_017068884.1|DEUG	LOC5576492|XP_001662684.2|AAEG
OG0006100	LOC108113286|XP_017079325.1|DEUG	LOC5576491|XP_001662683.1|AAEG
OG0006101	LOC108110889|XP_017075636.1|DEUG	LOC5574205|XP_021707443.1|AAEG, LOC5574204|XP_001661261.1|AAEG
OG0006102	LOC108109235|XP_017073196.1|DEUG	LOC5574194|XP_001661251.2|AAEG
OG0006103	LOC108117596|XP_017085599.1|DEUG	LOC5574186|XP_021708046.1|AAEG
OG0006104	LOC108104931|XP_017066773.1|DEUG	LOC5574184|XP_001661241.1|AAEG
OG0006105	LOC108104932|XP_017066774.1|DEUG	LOC110678272|XP_021706587.1|AAEG
OG0006106	LOC108108788|XP_017072451.1|DEUG	LOC5575195|XP_021706591.1|AAEG
OG0006107	LOC108109107|XP_017072984.1|DEUG	LOC5567482|XP_021708246.1|AAEG
OG0006108	LOC108118530|XP_017086768.1|DEUG	LOC5567476|XP_001657481.2|AAEG
OG0006109	LOC108116766|XP_017084281.1|DEUG	LOC5567465|XP_001657467.1|AAEG
OG0006110	LOC108108493|XP_017072036.1|DEUG	LOC5567463|XP_001657463.1|AAEG
OG0006111	LOC108109161|XP_017073073.1|DEUG	LOC5571921|XP_021708626.1|AAEG
OG0006112	LOC108107346|XP_017070334.1|DEUG	LOC5571927|XP_021708642.1|AAEG
OG0006113	LOC108114175|XP_017080469.1|DEUG	LOC5571929|XP_021708648.1|AAEG
OG0006114	LOC108116044|XP_017083232.1|DEUG	LOC5571931|XP_001660028.1|AAEG
OG0006115	LOC108106364|XP_017068833.1|DEUG	LOC5569731|XP_021708744.1|AAEG
OG0006116	LOC108106748|XP_017069476.1|DEUG	LOC5569737|XP_021708789.1|AAEG
OG0006117	LOC108112656|XP_017078275.1|DEUG	LOC5569739|XP_001652965.2|AAEG
OG0006118	LOC108112616|XP_017078196.1|DEUG	LOC5566546|XP_021708860.1|AAEG
OG0006119	LOC108106687|XP_017069409.1|DEUG	LOC5566545|XP_021708901.1|AAEG
OG0006120	LOC108112187|XP_017077488.1|DEUG, LOC108118268|XP_017086355.1|DEUG	LOC5566536|XP_001650931.2|AAEG
OG0006121	LOC108108754|XP_017072402.1|DEUG	LOC5563668|XP_001647965.1|AAEG
OG0006122	LOC108108884|XP_017072601.1|DEUG	LOC5563695|XP_021709532.1|AAEG
OG0006123	LOC108107472|XP_017070508.1|DEUG	LOC5563693|XP_001647960.3|AAEG
OG0006124	LOC108116571|XP_017084001.1|DEUG, LOC108116529|XP_017083957.1|DEUG	LOC5563688|XP_001647961.1|AAEG
OG0006125	LOC108108058|XP_017071422.1|DEUG	LOC5568960|XP_001652616.2|AAEG
OG0006126	LOC108102751|XP_017063392.1|DEUG	LOC5571611|XP_001659805.1|AAEG
OG0006127	LOC108104291|XP_017065754.1|DEUG	LOC5565427|XP_001649813.1|AAEG
OG0006128	LOC108118244|XP_017086322.1|DEUG	LOC5565451|XP_021710495.1|AAEG
OG0006129	LOC108104296|XP_017065759.1|DEUG	LOC5565441|XP_011493116.1|AAEG
OG0006130	LOC108118214|XP_017086273.1|DEUG	LOC5567902|XP_001651941.1|AAEG
OG0006131	LOC108118219|XP_017086284.1|DEUG	LOC110680335|XP_021711849.1|AAEG, LOC5567891|XP_001651929.1|AAEG
OG0006132	LOC108118238|XP_017086312.1|DEUG	LOC5567890|XP_001651928.1|AAEG
OG0006133	LOC108118215|XP_017086274.1|DEUG	LOC5567888|XP_001651923.1|AAEG
OG0006134	LOC108104287|XP_017065746.1|DEUG	LOC5567881|XP_021710667.1|AAEG
OG0006135	LOC108118213|XP_017086271.1|DEUG	LOC5567874|XP_001651908.2|AAEG
OG0006136	LOC108108060|XP_017071426.1|DEUG	LOC5576321|XP_001656059.1|AAEG
OG0006137	LOC108104258|XP_017065695.1|DEUG	LOC110679716|XP_021711090.1|AAEG
OG0006138	LOC108105396|XP_017067430.1|DEUG	LOC5564142|XP_001648441.1|AAEG
OG0006139	LOC108104561|XP_017066193.1|DEUG	LOC5566693|XP_021711453.1|AAEG
OG0006140	LOC108107388|XP_017070394.1|DEUG	LOC5566685|XP_001651092.2|AAEG
OG0006141	LOC108112905|XP_017078761.1|DEUG	LOC5568576|XP_021711531.1|AAEG
OG0006142	LOC108108516|XP_017072075.1|DEUG	LOC5568595|XP_021711629.1|AAEG
OG0006143	LOC108114471|XP_017080968.1|DEUG	LOC5568600|XP_001652432.2|AAEG
OG0006144	LOC108105992|XP_017068315.1|DEUG	LOC5568601|XP_001652433.2|AAEG
OG0006145	LOC108107569|XP_017070617.1|DEUG	LOC5568602|XP_001652434.1|AAEG
OG0006146	LOC108106137|XP_017068518.1|DEUG	LOC5569494|XP_001658579.2|AAEG
OG0006147	LOC108110253|XP_017074733.1|DEUG	LOC5573233|XP_021704288.1|AAEG
OG0006148	LOC108114421|XP_017080897.1|DEUG	LOC5573222|XP_001654438.2|AAEG
OG0006149	LOC108114474|XP_017080972.1|DEUG	LOC5573217|XP_021704310.1|AAEG
OG0006150	LOC108114470|XP_017080966.1|DEUG	LOC5573224|XP_021704309.1|AAEG
OG0006151	LOC108110772|XP_017075478.1|DEUG	LOC5573210|XP_021704327.1|AAEG
OG0006181	LOC108117216|XP_017085031.1|DEUG	LOC5575827|XP_001655854.1|AAEG
OG0006182	LOC108115709|XP_017082769.1|DEUG	LOC5575824|XP_001655849.1|AAEG
OG0006183	LOC108116943|XP_017084580.1|DEUG	LOC110674709|XP_021694453.1|AAEG
OG0006184	LOC108109567|XP_017073632.1|DEUG	LOC5574751|XP_001655319.2|AAEG
OG0006185	LOC108105602|XP_017067766.1|DEUG	LOC5574752|XP_001655318.1|AAEG
OG0006186	LOC108109551|XP_017073610.1|DEUG	LOC5574753|XP_001655317.2|AAEG
OG0006187	LOC108111303|XP_017076186.1|DEUG	LOC5577736|XP_001663510.1|AAEG
OG0006188	LOC108109733|XP_017073870.1|DEUG	LOC5574744|XP_021694466.1|AAEG
OG0006189	LOC108109734|XP_017073873.1|DEUG	LOC5574741|XP_021694467.1|AAEG
OG0006190	LOC108117523|XP_017085510.1|DEUG	LOC5571578|XP_021694471.1|AAEG
OG0006191	LOC108115864|XP_017082979.1|DEUG	LOC5574533|XP_021694480.1|AAEG
OG0006192	LOC108103710|XP_017064796.1|DEUG	LOC5574528|XP_001655180.1|AAEG
OG0006193	LOC108102930|XP_017063679.1|DEUG	LOC5574522|XP_001655173.1|AAEG
OG0006194	LOC108102988|XP_017063789.1|DEUG	LOC5572377|XP_001660334.1|AAEG
OG0006195	LOC108110077|XP_017074454.1|DEUG	LOC5572378|XP_001660333.1|AAEG
OG0006196	LOC108110465|XP_017075025.1|DEUG	LOC5572036|XP_021694489.1|AAEG
OG0006197	LOC108102334|XP_017062636.1|DEUG	LOC5572033|XP_021694494.1|AAEG
OG0006198	LOC108116561|XP_017083993.1|DEUG	LOC5572028|XP_021694514.1|AAEG
OG0006199	LOC108113743|XP_017079921.1|DEUG	LOC5572024|XP_001660130.1|AAEG
OG0006200	LOC108111607|XP_017076625.1|DEUG	LOC5574332|XP_021694631.1|AAEG
OG0006201	LOC108109949|XP_017074243.1|DEUG	LOC23687935|XP_021694662.1|AAEG
OG0006202	LOC108109924|XP_017074214.1|DEUG	LOC5569474|XP_001658560.1|AAEG
OG0006203	LOC108105345|XP_017067337.1|DEUG	LOC5569475|XP_021694672.1|AAEG
OG0006204	LOC108105240|XP_017067202.1|DEUG	LOC5569478|XP_021694694.1|AAEG
OG0006205	LOC108103101|XP_017063955.1|DEUG	LOC5574647|XP_001661571.1|AAEG
OG0006206	LOC108115226|XP_017082071.1|DEUG	LOC5564249|XP_001648600.1|AAEG
OG0006207	LOC108115495|XP_017082470.1|DEUG	LOC5564252|XP_021694709.1|AAEG
OG0006208	LOC108104644|XP_017066311.1|DEUG	LOC5564219|XP_021694708.1|AAEG
OG0006209	LOC108103975|XP_017065242.1|DEUG	LOC110680804|XP_021712271.1|AAEG, LOC5574717|XP_001655297.2|AAEG
OG0006210	LOC108116374|XP_017083707.1|DEUG	LOC5578809|XP_021694724.1|AAEG
OG0006211	LOC108106119|XP_017068488.1|DEUG	LOC5578729|XP_021694733.1|AAEG
OG0006212	LOC108106117|XP_017068486.1|DEUG	LOC5578727|XP_021694734.1|AAEG
OG0006213	LOC108117656|XP_017085679.1|DEUG	LOC110681277|XP_021712737.1|AAEG, LOC110674366|XP_021694338.1|AAEG
OG0006214	LOC108102987|XP_017063788.1|DEUG	LOC5564724|XP_001649065.1|AAEG
OG0006215	LOC108117414|XP_017085311.1|DEUG	LOC5576538|XP_021694801.1|AAEG
OG0006216	LOC108115874|XP_017082994.1|DEUG	LOC5567107|XP_001651485.1|AAEG
OG0006217	LOC108105384|XP_017067417.1|DEUG	LOC5572314|XP_021694825.1|AAEG
OG0006218	LOC108105853|XP_017068113.1|DEUG	LOC5579242|XP_021694828.1|AAEG
OG0006219	LOC108102443|XP_017062926.1|DEUG	LOC5574750|XP_021694834.1|AAEG
OG0006220	LOC108108596|XP_017072183.1|DEUG	LOC5577045|XP_001663141.2|AAEG
OG0006221	LOC108109082|XP_017072938.1|DEUG	LOC5565087|XP_001649427.2|AAEG
OG0006222	LOC108109057|XP_017072868.1|DEUG	LOC110674796|XP_021694846.1|AAEG
OG0006223	LOC108109635|XP_017073700.1|DEUG	LOC5564286|XP_001648636.2|AAEG
OG0006224	LOC108103102|XP_017063956.1|DEUG	LOC5566787|XP_021694862.1|AAEG
OG0006225	LOC108103251|XP_017064144.1|DEUG	LOC5564667|XP_021694871.1|AAEG
OG0006226	LOC108112237|XP_017077547.1|DEUG	LOC5580072|XP_001654818.1|AAEG
OG0006227	LOC108111862|XP_017076974.1|DEUG	LOC5580071|XP_001654812.1|AAEG
OG0006228	LOC108109033|XP_017072817.1|DEUG	LOC5580062|XP_001654808.1|AAEG
OG0006229	LOC108102349|XP_017062687.1|DEUG	LOC5578710|XP_021694900.1|AAEG
OG0006230	LOC108103474|XP_017064463.1|DEUG	LOC5578281|XP_021694910.1|AAEG
OG0006231	LOC108102899|XP_017063601.1|DEUG	LOC110675165|XP_021695245.1|AAEG, LOC5569245|XP_021694914.1|AAEG
OG0006232	LOC108103954|XP_017065206.1|DEUG	LOC5573728|XP_001661035.2|AAEG
OG0006233	LOC108103962|XP_017065221.1|DEUG	LOC5573727|XP_021694936.1|AAEG
OG0006234	LOC108103482|XP_017064476.1|DEUG	LOC5570517|XP_001659205.1|AAEG
OG0006235	LOC108103568|XP_017064582.1|DEUG	LOC5568336|XP_021694950.1|AAEG
OG0006236	LOC108110082|XP_017074459.1|DEUG	LOC23687501|XP_011493011.1|AAEG
OG0006237	LOC108103112|XP_017063969.1|DEUG	LOC5564076|XP_021694973.1|AAEG
OG0006238	LOC108102944|XP_017063704.1|DEUG	LOC5574725|XP_021694985.1|AAEG
OG0006239	LOC108102406|XP_017062850.1|DEUG	LOC5579033|XP_021694991.1|AAEG
OG0006240	LOC108111433|XP_017076389.1|DEUG	LOC5579034|XP_021694992.1|AAEG
OG0006241	LOC108103478|XP_017064469.1|DEUG	LOC5579269|XP_001647577.1|AAEG
OG0006242	LOC108109989|XP_017074312.1|DEUG	LOC5577194|XP_021695013.1|AAEG
OG0006243	LOC108110589|XP_017075178.1|DEUG	LOC5564018|XP_021695017.1|AAEG
OG0006244	LOC108110621|XP_017075211.1|DEUG	LOC110674839|XP_021695039.1|AAEG
OG0006245	LOC108115666|XP_017082718.1|DEUG	LOC5571724|XP_021695068.1|AAEG
OG0006246	LOC108118154|XP_017086201.1|DEUG	LOC5566751|XP_001651159.1|AAEG
OG0006247	LOC108112808|XP_017078590.1|DEUG	LOC5573032|XP_021695105.1|AAEG
OG0006248	LOC108105372|XP_017067437.1|DEUG, LOC108117322|XP_017085182.1|DEUG	LOC5576759|XP_021695123.1|AAEG
OG0006249	LOC108102647|XP_017063261.1|DEUG	LOC5576924|XP_021695160.1|AAEG
OG0006250	LOC108110069|XP_017074439.1|DEUG	LOC5568027|XP_021695522.1|AAEG
OG0006251	LOC108115816|XP_017082896.1|DEUG	LOC5579467|XP_021693196.1|AAEG
OG0006252	LOC108115815|XP_017082895.1|DEUG	LOC5578380|XP_021693622.1|AAEG
OG0006253	LOC108118152|XP_017086198.1|DEUG	LOC5573035|XP_021693722.1|AAEG
OG0006254	LOC108115527|XP_017082518.1|DEUG	LOC5579004|XP_021695716.1|AAEG
OG0006255	LOC108115686|XP_017082743.1|DEUG	LOC110675593|XP_021696708.1|AAEG, LOC5578999|XP_021696520.1|AAEG
OG0006256	LOC108103481|XP_017064475.1|DEUG	LOC110681301|XP_021712751.1|AAEG, LOC110675740|XP_021697182.1|AAEG
OG0006257	LOC108103144|XP_017064005.1|DEUG	LOC5565025|XP_021697607.1|AAEG
OG0006258	LOC108103974|XP_017065241.1|DEUG	LOC5565023|XP_021697735.1|AAEG
OG0006259	LOC108116942|XP_017084579.1|DEUG	LOC5569197|XP_021699670.1|AAEG
OG0006260	LOC108103169|XP_017064044.1|DEUG	LOC5566776|XP_021700021.1|AAEG
OG0006261	LOC108104124|XP_017065515.1|DEUG	LOC5566775|XP_001651184.2|AAEG
OG0006262	LOC108109705|XP_017073823.1|DEUG	LOC5566773|XP_001651182.2|AAEG
OG0006263	LOC108103714|XP_017064800.1|DEUG	LOC5566772|XP_001651180.1|AAEG
OG0006264	LOC108104365|XP_017065865.1|DEUG	LOC5566770|XP_021701011.1|AAEG
OG0006265	LOC108113048|XP_017078967.1|DEUG	LOC5566768|XP_021701317.1|AAEG
OG0006266	LOC108104406|XP_017065942.1|DEUG	LOC5566778|XP_001651175.2|AAEG
OG0006267	LOC108118365|XP_017086523.1|DEUG	LOC5566766|XP_001651173.2|AAEG
OG0006268	LOC108113035|XP_017078955.1|DEUG	LOC5569486|XP_001658571.2|AAEG
OG0006269	LOC108112836|XP_017078636.1|DEUG	LOC5573512|XP_001660915.1|AAEG
OG0006270	LOC108109666|XP_017073734.1|DEUG	LOC5573519|XP_001660912.2|AAEG, LOC110680671|XP_021712154.1|AAEG
OG0006271	LOC108113803|XP_017080000.1|DEUG	LOC5568404|XP_001658056.1|AAEG
OG0006272	LOC108103005|XP_017063812.1|DEUG	LOC5570650|XP_001659245.1|AAEG
OG0006273	LOC108112372|XP_017077691.1|DEUG	LOC5570654|XP_001659249.1|AAEG
OG0006274	LOC108118364|XP_017086522.1|DEUG	LOC5574016|XP_001661110.2|AAEG
OG0006275	LOC108103369|XP_017064304.1|DEUG	LOC110679564|XP_021710277.1|AAEG, LOC5564965|XP_021710653.1|AAEG
OG0006276	LOC108104716|XP_017066426.1|DEUG	LOC110681430|XP_021712864.1|AAEG, LOC5571991|XP_001660095.2|AAEG
OG0006277	LOC108115178|XP_017081991.1|DEUG	LOC5571977|XP_001660079.2|AAEG
OG0006278	LOC108105321|XP_017067301.1|DEUG	LOC5579136|XP_001664229.2|AAEG
OG0006279	LOC108102949|XP_017063713.1|DEUG	LOC5576072|XP_021713191.1|AAEG, LOC5576066|XP_021713140.1|AAEG
OG0006280	LOC108102399|XP_017062831.1|DEUG	LOC5564154|XP_021713278.1|AAEG
OG0006281	LOC108102398|XP_017062830.1|DEUG	LOC5564153|XP_001648484.2|AAEG
OG0006282	LOC108105092|XP_017067012.1|DEUG	LOC5573487|XP_021713334.1|AAEG
OG0006283	LOC108116702|XP_017084208.1|DEUG	LOC5564534|XP_021713347.1|AAEG
OG0006284	LOC108114441|XP_017080923.1|DEUG	LOC5564532|XP_001648875.1|AAEG
OG0006285	LOC108114956|XP_017081639.1|DEUG	LOC5580024|XP_001653907.2|AAEG
OG0006286	LOC108116996|XP_017084650.1|DEUG	LOC5580026|XP_021713401.1|AAEG
OG0006287	LOC108103017|XP_017063831.1|DEUG	LOC5570123|XP_021693098.1|AAEG
OG0006288	LOC108113507|XP_017079588.1|DEUG	LOC5570124|XP_021693114.1|AAEG
OG0006289	LOC108116963|XP_017084608.1|DEUG	LOC5569752|XP_001652976.1|AAEG
OG0006290	LOC108117117|XP_017084838.1|DEUG	LOC5569750|XP_021693568.1|AAEG
OG0006291	LOC108108219|XP_017071679.1|DEUG	LOC5570747|XP_021693712.1|AAEG
OG0006292	LOC108103877|XP_017065093.1|DEUG	LOC5578392|XP_021694023.1|AAEG
OG0006293	LOC108102826|XP_017063504.1|DEUG	LOC110674241|XP_021694157.1|AAEG
OG0006294	LOC108102924|XP_017063667.1|DEUG	LOC110680398|XP_021711896.1|AAEG, LOC5572787|XP_021694297.1|AAEG
OG0006295	LOC108103707|XP_017064792.1|DEUG	LOC5572391|XP_001654045.2|AAEG
OG0006296	LOC108103773|XP_017064890.1|DEUG	LOC5572395|XP_021694382.1|AAEG
OG0006297	LOC108105367|XP_017067382.1|DEUG	LOC110674718|XP_021694472.1|AAEG
OG0006298	LOC108102926|XP_017063673.1|DEUG	LOC5564150|XP_021694510.1|AAEG
OG0006299	LOC108118283|XP_017086367.1|DEUG	LOC5564151|XP_021694519.1|AAEG
OG0006300	LOC108103364|XP_017064299.1|DEUG	LOC5578291|XP_001663817.1|AAEG
OG0006301	LOC108105073|XP_017066985.1|DEUG	LOC5574147|XP_001661213.2|AAEG
OG0006302	LOC108111876|XP_017076993.1|DEUG	LOC5569551|XP_021695167.1|AAEG
OG0006303	LOC108106582|XP_017069252.1|DEUG	LOC5565400|XP_001649725.2|AAEG, LOC110675150|XP_021695225.1|AAEG
OG0006304	LOC108116021|XP_017083197.1|DEUG	LOC5578884|XP_021695292.1|AAEG, LOC5569569|XP_021712700.1|AAEG
OG0006305	LOC108116030|XP_017083206.1|DEUG	LOC5578888|XP_021695333.1|AAEG
OG0006306	LOC108113732|XP_017079909.1|DEUG	LOC5563948|XP_021695343.1|AAEG
OG0006307	LOC108109376|XP_017073358.1|DEUG	LOC5563947|XP_021695396.1|AAEG
OG0006308	LOC108103489|XP_017064486.1|DEUG	LOC110675293|XP_021695488.1|AAEG
OG0006309	LOC108103983|XP_017065257.1|DEUG	LOC5574253|XP_021695648.1|AAEG
OG0006310	LOC108115354|XP_017082267.1|DEUG	LOC5574257|XP_021695746.1|AAEG
OG0006311	LOC108103454|XP_017064432.1|DEUG	LOC5569922|XP_001658821.2|AAEG
OG0006312	LOC108103452|XP_017064429.1|DEUG	LOC5569925|XP_021695873.1|AAEG
OG0006313	LOC108117432|XP_017085335.1|DEUG	LOC5569926|XP_001658823.2|AAEG
OG0006314	LOC108115223|XP_017082067.1|DEUG	LOC5576024|XP_001662362.1|AAEG
OG0006315	LOC108104223|XP_017065656.1|DEUG	LOC5566493|XP_001650886.2|AAEG
OG0006316	LOC108112698|XP_017078402.1|DEUG	LOC5571323|XP_021696697.1|AAEG
OG0006317	LOC108104971|XP_017066831.1|DEUG	LOC5571322|XP_001653610.1|AAEG
OG0006318	LOC108103765|XP_017064877.1|DEUG	LOC5570448|XP_021696888.1|AAEG
OG0006319	LOC108104865|XP_017066676.1|DEUG	LOC5564010|XP_021697066.1|AAEG
OG0006320	LOC108103164|XP_017064034.1|DEUG	LOC5564829|XP_021697212.1|AAEG
OG0006321	LOC108103163|XP_017064033.1|DEUG	LOC5576595|XP_001656178.2|AAEG
OG0006322	LOC108103122|XP_017063976.1|DEUG	LOC5576592|XP_001656173.1|AAEG
OG0006323	LOC108115199|XP_017082012.1|DEUG	LOC5576586|XP_021697461.1|AAEG
OG0006324	LOC108103644|XP_017064687.1|DEUG	LOC5574996|XP_021697597.1|AAEG
OG0006325	LOC108110250|XP_017074727.1|DEUG	LOC5574988|XP_021697667.1|AAEG
OG0006326	LOC108118222|XP_017086289.1|DEUG	LOC5574986|XP_001655459.2|AAEG
OG0006327	LOC108115885|XP_017083017.1|DEUG	LOC5574983|XP_001655456.2|AAEG
OG0006328	LOC108115605|XP_017082620.1|DEUG	LOC5574982|XP_021697717.1|AAEG
OG0006329	LOC108103809|XP_017064979.1|DEUG	LOC5574971|XP_021697845.1|AAEG
OG0006330	LOC108113750|XP_017079933.1|DEUG	LOC5577024|XP_021698112.1|AAEG
OG0006331	LOC108105374|XP_017067398.1|DEUG	LOC5572545|XP_001660477.2|AAEG
OG0006332	LOC108103886|XP_017065106.1|DEUG	LOC5572540|XP_001660476.2|AAEG
OG0006333	LOC108118354|XP_017086492.1|DEUG	LOC5572543|XP_021698170.1|AAEG
OG0006334	LOC108103688|XP_017064767.1|DEUG	LOC5572548|XP_021698233.1|AAEG
OG0006335	LOC108115696|XP_017082755.1|DEUG	LOC5566388|XP_021698878.1|AAEG
OG0006336	LOC108110141|XP_017074545.1|DEUG	LOC5572011|XP_021698892.1|AAEG
OG0006337	LOC108111883|XP_017077004.1|DEUG	LOC5580122|XP_021699339.1|AAEG
OG0006338	LOC108115019|XP_017081750.1|DEUG	LOC5567929|XP_001651968.2|AAEG
OG0006339	LOC108115219|XP_017082062.1|DEUG	LOC5580055|XP_021699699.1|AAEG
OG0006340	LOC108105057|XP_017066965.1|DEUG	LOC5580058|XP_011493555.1|AAEG
OG0006341	LOC108103155|XP_017064022.1|DEUG	LOC5580070|XP_001654823.1|AAEG
OG0006342	LOC108103159|XP_017064029.1|DEUG	LOC5576247|XP_021699775.1|AAEG
OG0006343	LOC108103113|XP_017063970.1|DEUG	LOC5569694|XP_001658675.2|AAEG
OG0006344	LOC108103506|XP_017064506.1|DEUG	LOC5568097|XP_021699868.1|AAEG
OG0006345	LOC108115617|XP_017082652.1|DEUG	LOC5564403|XP_021699994.1|AAEG
OG0006346	LOC108116039|XP_017083225.1|DEUG	LOC5564392|XP_001648745.1|AAEG
OG0006347	LOC108116665|XP_017084145.1|DEUG	LOC5564399|XP_021700076.1|AAEG
OG0006348	LOC108103332|XP_017064257.1|DEUG	LOC23687419|XP_021700400.1|AAEG
OG0006349	LOC108104407|XP_017065943.1|DEUG	LOC5576477|XP_021700521.1|AAEG
OG0006350	LOC108111377|XP_017076298.1|DEUG	LOC5576483|XP_001662676.2|AAEG
OG0006351	LOC108105090|XP_017067006.1|DEUG	LOC5576486|XP_001662679.2|AAEG
OG0006352	LOC108106614|XP_017069303.1|DEUG	LOC5576487|XP_001662680.2|AAEG
OG0006353	LOC108111300|XP_017076183.1|DEUG	LOC5575639|XP_021700696.1|AAEG
OG0006354	LOC108115655|XP_017082701.1|DEUG	LOC5570714|XP_021700801.1|AAEG
OG0006355	LOC108103149|XP_017064011.1|DEUG	LOC5570702|XP_021700994.1|AAEG
OG0006356	LOC108104417|XP_017065961.1|DEUG	LOC5571573|XP_001653710.2|AAEG
OG0006357	LOC108105348|XP_017067343.1|DEUG	LOC5571574|XP_021701329.1|AAEG
OG0006358	LOC108102818|XP_017063489.1|DEUG	LOC5567106|XP_001651492.1|AAEG
OG0006359	LOC108105598|XP_017067762.1|DEUG	LOC5567104|XP_021701584.1|AAEG
