Orthogroup	DEUG.longest_only	DVIR.longest_only
OG0008300	LOC108118088|XP_017086124.1|DEUG	LOC6631990|XP_032296166.1|DVIR
OG0008301	LOC108110342|XP_017074866.1|DEUG	LOC6629923|XP_002054557.2|DVIR
OG0008302	LOC108105392|XP_017067424.1|DEUG	LOC6631503|XP_032295856.1|DVIR
OG0008303	LOC108110407|XP_017074964.1|DEUG	LOC6633770|XP_002057302.1|DVIR
OG0008304	LOC108105525|XP_017067640.1|DEUG	LOC6631580|XP_032295546.1|DVIR
OG0008305	LOC108103955|XP_017065207.1|DEUG	LOC6636717|XP_002060190.1|DVIR
OG0008306	LOC108104310|XP_017065783.1|DEUG	LOC6631831|XP_002055473.1|DVIR
OG0008307	LOC108116983|XP_017084633.1|DEUG	LOC6629668|XP_002054762.1|DVIR
OG0008308	LOC108113741|XP_017079919.1|DEUG	LOC6630858|XP_015027280.1|DVIR
OG0008309	LOC108110815|XP_017075535.1|DEUG	LOC6634326|XP_002057679.1|DVIR
OG0008310	LOC108108538|XP_017072100.1|DEUG	LOC6624338|XP_002047590.1|DVIR
OG0008312	LOC108117142|XP_017084890.1|DEUG	LOC6634978|XP_002058426.1|DVIR
OG0008313	LOC108109696|XP_017073811.1|DEUG	LOC6632182|XP_002055280.1|DVIR
OG0008314	LOC108106758|XP_017069486.1|DEUG	LOC6626372|XP_002049395.1|DVIR
OG0008315	LOC108107863|XP_017071120.1|DEUG	LOC6623964|XP_002047386.1|DVIR
OG0008317	LOC108115572|XP_017082568.1|DEUG	LOC6630069|XP_015027682.1|DVIR
OG0008318	LOC108102989|XP_017063791.1|DEUG	LOC6636668|XP_032295790.1|DVIR
OG0008319	LOC108112255|XP_017077566.1|DEUG	LOC6626619|XP_002050603.1|DVIR
OG0008320	LOC108102902|XP_017063609.1|DEUG	LOC6631544|XP_015026610.1|DVIR
OG0008321	LOC108109374|XP_017073351.1|DEUG	LOC6629917|XP_002054551.1|DVIR
OG0008322	LOC108110798|XP_017075512.1|DEUG	LOC6634073|XP_002057415.1|DVIR
OG0008323	LOC108116490|XP_017083912.1|DEUG	LOC6632417|XP_002055798.1|DVIR
OG0008324	LOC108103358|XP_017064293.1|DEUG	LOC6633682|XP_002057287.1|DVIR
OG0008325	LOC108110027|XP_017074360.1|DEUG	LOC6631660|XP_002055011.2|DVIR
OG0008326	LOC108117227|XP_017085047.1|DEUG	LOC6632376|XP_032296731.1|DVIR
OG0008328	LOC108103274|XP_017064176.1|DEUG	LOC6633641|XP_002056835.1|DVIR
OG0008329	LOC108103663|XP_017064709.1|DEUG	LOC6634802|XP_032289259.1|DVIR
OG0008330	LOC108113055|XP_017078974.1|DEUG	LOC6627107|XP_002050847.1|DVIR
OG0008331	LOC108114589|XP_017081134.1|DEUG	LOC6622279|XP_002047122.1|DVIR
OG0008332	LOC108114508|XP_017081017.1|DEUG	LOC6622682|XP_032290386.1|DVIR
OG0008333	LOC108107985|XP_017071317.1|DEUG	LOC6623533|XP_002047133.1|DVIR
OG0008334	LOC108107983|XP_017071315.1|DEUG	LOC6624665|XP_032290958.1|DVIR
OG0008335	LOC108107998|XP_017071338.1|DEUG	LOC6623175|XP_002047754.1|DVIR
OG0008336	LOC108108470|XP_017072017.1|DEUG	LOC6622364|XP_002047501.2|DVIR
OG0008337	LOC108104570|XP_017066208.1|DEUG	LOC6626392|XP_002048731.1|DVIR
OG0008338	LOC108108056|XP_017071420.1|DEUG	LOC6623056|XP_002048499.1|DVIR
OG0008339	LOC108103145|XP_017064007.1|DEUG	LOC6636038|XP_002059643.3|DVIR
OG0008340	LOC108112527|XP_017077942.1|DEUG	LOC6624957|XP_002050612.1|DVIR
OG0008341	LOC108114667|XP_017081234.1|DEUG	LOC6624067|XP_002046277.2|DVIR
OG0008342	LOC108108025|XP_017071378.1|DEUG	LOC6624116|XP_002046622.1|DVIR
OG0008343	LOC108115835|XP_017082918.1|DEUG	LOC6630226|XP_002054800.1|DVIR
OG0008344	LOC108113626|XP_017079781.1|DEUG	LOC6624006|XP_002046555.2|DVIR
OG0008345	LOC108107742|XP_017070893.1|DEUG	LOC6624171|XP_002046900.2|DVIR
OG0008346	LOC108105506|XP_017067619.1|DEUG	LOC6631401|XP_015026340.1|DVIR
OG0008347	LOC108110924|XP_017075697.1|DEUG	LOC6627537|XP_002051706.1|DVIR
OG0008348	LOC108108593|XP_017072178.1|DEUG	LOC6622537|XP_002046703.1|DVIR
OG0008349	LOC108113844|XP_017080043.1|DEUG	LOC6622252|XP_002047477.3|DVIR
OG0008350	LOC108109677|XP_017073756.1|DEUG	LOC6632129|XP_002055102.1|DVIR
OG0008351	LOC108114059|XP_017080305.1|DEUG	LOC6622109|XP_002046541.2|DVIR
OG0008352	LOC108114670|XP_017081239.1|DEUG	LOC6623851|XP_002046230.1|DVIR
OG0008353	LOC108104621|XP_017066283.1|DEUG	LOC6622835|XP_002046696.1|DVIR
OG0008354	LOC108111877|XP_017076996.1|DEUG	LOC6632177|XP_002055275.1|DVIR
OG0008355	LOC108106681|XP_017069401.1|DEUG	LOC6625400|XP_002050141.2|DVIR
OG0008356	LOC108107765|XP_017070944.1|DEUG	LOC6633339|XP_002056867.1|DVIR
OG0008357	LOC108108327|XP_017071843.1|DEUG	LOC6632614|XP_002056314.1|DVIR
OG0008358	LOC108113435|XP_017079488.1|DEUG	LOC6627576|XP_032293565.1|DVIR
OG0008359	LOC108107271|XP_017070192.1|DEUG	LOC6625209|XP_002050625.2|DVIR
OG0008360	LOC108113207|XP_017079229.1|DEUG	LOC6624879|XP_002050883.2|DVIR
OG0008361	LOC108106182|XP_017068593.1|DEUG	LOC6634374|XP_015025281.1|DVIR
OG0008362	LOC108105465|XP_017067554.1|DEUG	LOC6634635|XP_002058034.1|DVIR
OG0008363	LOC108112574|XP_017078081.1|DEUG	LOC6627182|XP_002049747.1|DVIR
OG0008364	LOC108118207|XP_017086263.1|DEUG	LOC6622517|XP_002048432.1|DVIR
OG0008365	LOC108111984|XP_017077193.1|DEUG	LOC6625410|XP_032292734.1|DVIR
OG0008366	LOC108111513|XP_017076518.1|DEUG	LOC6633143|XP_002056382.1|DVIR
OG0008367	LOC108105459|XP_017067547.1|DEUG	LOC6635501|XP_002059041.3|DVIR
OG0008368	LOC108111817|XP_017076914.1|DEUG	LOC6627823|XP_002051136.1|DVIR
OG0008370	LOC108113765|XP_017079950.1|DEUG	LOC26530678|XP_015024793.1|DVIR
OG0008371	LOC108116425|XP_017083804.1|DEUG	LOC6630661|XP_015027433.1|DVIR
OG0008372	LOC108117450|XP_017085356.1|DEUG	LOC6622185|XP_002048302.1|DVIR
OG0008373	LOC108110783|XP_017075491.1|DEUG	LOC6627423|XP_032293880.1|DVIR
OG0008374	LOC108118311|XP_017086415.1|DEUG	LOC6627305|XP_002051286.1|DVIR
OG0008375	LOC108115521|XP_017082511.1|DEUG	LOC6635633|XP_002059238.1|DVIR
OG0008376	LOC108102577|XP_017063147.1|DEUG	LOC6628541|XP_002051853.1|DVIR
OG0008377	LOC108105667|XP_017067855.1|DEUG	LOC26531560|XP_032294309.1|DVIR
OG0008378	LOC108105666|XP_017067854.1|DEUG	LOC6627504|XP_032294307.1|DVIR
OG0008379	LOC108103414|XP_017064361.1|DEUG	LOC6634056|XP_002057889.1|DVIR
OG0008380	LOC108110822|XP_017075546.1|DEUG	LOC6628090|XP_015028081.1|DVIR
OG0008381	LOC108102664|XP_017063291.1|DEUG	LOC6628825|XP_002052590.1|DVIR
OG0008383	LOC108115517|XP_017082505.1|DEUG	LOC6628836|XP_002052744.1|DVIR
OG0008384	LOC108104127|XP_017065518.1|DEUG	LOC6627520|XP_002051629.1|DVIR
OG0008385	LOC108102694|XP_017063327.1|DEUG	LOC6628098|XP_002052422.1|DVIR
OG0008386	LOC108103990|XP_017065267.1|DEUG	LOC6631984|XP_002055609.1|DVIR
OG0008387	LOC108111402|XP_017076328.1|DEUG	LOC6633058|XP_032289701.1|DVIR
OG0008388	LOC108106140|XP_017068521.1|DEUG	LOC6634311|XP_002057561.1|DVIR
OG0008389	LOC108115553|XP_017082548.1|DEUG	LOC6628932|XP_032294388.1|DVIR
OG0008390	LOC108115507|XP_017082488.1|DEUG	LOC6628403|XP_002052046.1|DVIR
OG0008391	LOC108111127|XP_017075974.1|DEUG	LOC6628462|XP_002051834.2|DVIR
OG0008392	LOC108114486|XP_017080993.1|DEUG	LOC6624220|XP_002048073.1|DVIR
OG0008393	LOC108114423|XP_017080899.1|DEUG	LOC6622781|XP_032290926.1|DVIR
OG0008394	LOC108108780|XP_017072439.1|DEUG	LOC6624350|XP_002047464.1|DVIR
OG0008395	LOC108103167|XP_017064040.1|DEUG	LOC6631654|XP_015026447.1|DVIR
OG0008396	LOC108103450|XP_017064425.1|DEUG	LOC6633614|XP_032294955.1|DVIR
OG0008397	LOC108104930|XP_017066772.1|DEUG	LOC6631498|XP_002055132.2|DVIR
OG0008398	LOC108104977|XP_017066839.1|DEUG	LOC6633295|XP_002056878.3|DVIR
OG0008399	LOC108118531|XP_017086769.1|DEUG	LOC6633617|XP_032296654.1|DVIR
OG0008400	LOC108103607|XP_017064632.1|DEUG	LOC6624174|XP_002047423.1|DVIR
OG0008401	LOC108110745|XP_017075441.1|DEUG	LOC6628637|XP_002051881.1|DVIR
OG0008402	LOC108111769|XP_017076823.1|DEUG	LOC6629845|XP_002054466.1|DVIR
OG0008403	LOC108111836|XP_017076930.1|DEUG	LOC6635578|XP_002058992.2|DVIR
OG0008404	LOC108115369|XP_017082284.1|DEUG	LOC6630764|XP_002054623.2|DVIR
OG0008405	LOC108103945|XP_017065194.1|DEUG	LOC6633291|XP_002056874.1|DVIR
OG0008406	LOC108109957|XP_017074261.1|DEUG	LOC6634798|XP_032296452.1|DVIR
OG0008407	LOC108116387|XP_017083734.1|DEUG	LOC6632927|XP_002056562.3|DVIR
OG0008408	LOC108109739|XP_017073881.1|DEUG	LOC6633550|XP_032296214.1|DVIR
OG0008409	LOC108114454|XP_017080943.1|DEUG	LOC6624217|XP_032291079.1|DVIR
OG0008410	LOC108116451|XP_017083854.1|DEUG	LOC6629577|XP_002054869.1|DVIR
OG0008411	LOC108116394|XP_017083747.1|DEUG	LOC6633227|XP_002056285.2|DVIR
OG0008412	LOC108103862|XP_017065058.1|DEUG	LOC6633284|XP_032296590.1|DVIR
OG0008413	LOC108107555|XP_017070598.1|DEUG	LOC6623012|XP_015030426.1|DVIR
OG0008414	LOC108118543|XP_017086786.1|DEUG	LOC6634663|XP_002058116.1|DVIR
OG0008415	LOC108105363|XP_017067378.1|DEUG	LOC6636158|XP_002059665.1|DVIR
OG0008416	LOC108106031|XP_017068367.1|DEUG	LOC6631970|XP_002054974.1|DVIR
OG0008417	LOC108103319|XP_017064238.1|DEUG	LOC6634668|XP_002057984.1|DVIR
OG0008418	LOC108110322|XP_017074836.1|DEUG	LOC6631759|XP_032295601.1|DVIR
OG0008419	LOC108105063|XP_017066970.1|DEUG	LOC6634779|XP_032296441.1|DVIR
OG0008420	LOC108103880|XP_017065097.1|DEUG	LOC6633653|XP_002056847.1|DVIR
OG0008421	LOC108103002|XP_017063809.1|DEUG	LOC6631392|XP_015026402.1|DVIR
OG0008422	LOC108103708|XP_017064793.1|DEUG	LOC6634803|XP_002057916.1|DVIR
OG0008423	LOC108112241|XP_017077551.1|DEUG	LOC6624937|XP_002049036.1|DVIR
OG0008424	LOC108104359|XP_017065857.1|DEUG	LOC6633453|XP_002057336.1|DVIR
OG0008425	LOC108111520|XP_017076528.1|DEUG	LOC6629506|XP_032289405.1|DVIR
OG0008426	LOC108113000|XP_017078902.1|DEUG	LOC6625959|XP_002049590.1|DVIR
OG0008427	LOC108109747|XP_017073900.1|DEUG	LOC6633242|XP_032296070.1|DVIR
OG0008428	LOC108109703|XP_017073821.1|DEUG	LOC6628015|XP_002051319.1|DVIR
OG0008429	LOC108109586|XP_017073652.1|DEUG	LOC6629348|XP_002053264.1|DVIR
OG0008430	LOC108110305|XP_017074804.1|DEUG	LOC6636162|XP_002059491.1|DVIR
OG0008432	LOC108115851|XP_017082955.1|DEUG	LOC6633213|XP_032289767.1|DVIR
OG0008433	LOC108104010|XP_017065323.1|DEUG	LOC6622589|XP_015030555.1|DVIR
OG0008434	LOC108113494|XP_017079568.1|DEUG	LOC6629488|XP_002054083.1|DVIR
OG0008435	LOC108110503|XP_017075071.1|DEUG	LOC6628086|XP_002051146.1|DVIR
OG0008436	LOC108112998|XP_017078898.1|DEUG	LOC26531916|XP_015023626.1|DVIR
OG0008438	LOC108109552|XP_017073612.1|DEUG	LOC6629267|XP_032294939.1|DVIR
OG0008439	LOC108113058|XP_017078979.1|DEUG	LOC6625210|XP_015029806.1|DVIR
OG0008440	LOC108115375|XP_017082297.1|DEUG	LOC6632400|XP_032289616.1|DVIR
OG0008441	LOC108116767|XP_017084282.1|DEUG	LOC6622673|XP_002047668.2|DVIR
OG0008442	LOC108112030|XP_017077264.1|DEUG	LOC6635368|XP_002058892.1|DVIR
OG0008443	LOC108118212|XP_017086270.1|DEUG	LOC6623712|XP_002048254.1|DVIR
OG0008444	LOC108108503|XP_017072058.1|DEUG	LOC6623897|XP_002048638.1|DVIR
OG0008445	LOC108103705|XP_017064790.1|DEUG	LOC6634436|XP_002057910.2|DVIR
OG0008446	LOC108103484|XP_017064478.1|DEUG	LOC6632064|XP_002055619.3|DVIR
OG0008447	LOC108103889|XP_017065108.1|DEUG	LOC6633500|XP_002056824.1|DVIR
OG0008448	LOC108103787|XP_017064906.1|DEUG	LOC6633840|XP_032296648.1|DVIR
OG0008449	LOC108103923|XP_017065164.1|DEUG	LOC6631878|XP_002054951.1|DVIR
OG0008450	LOC108106051|XP_017068395.1|DEUG	LOC6636791|XP_032289296.1|DVIR
OG0008451	LOC108117225|XP_017085045.1|DEUG	LOC6632518|XP_002056528.1|DVIR
OG0008452	LOC108110481|XP_017075048.1|DEUG	LOC6628304|XP_002052858.2|DVIR
OG0008453	LOC108112445|XP_017077781.1|DEUG	LOC6636330|XP_002059929.2|DVIR
OG0008454	LOC108104371|XP_017065873.1|DEUG	LOC6633537|XP_002057365.2|DVIR
OG0008455	LOC108107829|XP_017071068.1|DEUG	LOC6622204|XP_002046321.2|DVIR
OG0008456	LOC108116446|XP_017083847.1|DEUG	LOC6632925|XP_002056560.1|DVIR
OG0008457	LOC108109646|XP_017073715.1|DEUG	LOC6629801|XP_002053377.1|DVIR
OG0008458	LOC108107398|XP_017070407.1|DEUG	LOC6627194|XP_002049439.1|DVIR
OG0008459	LOC108105101|XP_017067025.1|DEUG	LOC6631358|XP_002055662.1|DVIR
OG0008460	LOC108107109|XP_017069987.1|DEUG	LOC6627738|XP_002051122.2|DVIR
OG0008461	LOC108106155|XP_017068547.1|DEUG	LOC6627372|XP_015028625.1|DVIR
OG0008462	LOC108111026|XP_017075835.1|DEUG	LOC6628455|XP_002051827.1|DVIR
OG0008463	LOC108110740|XP_017075434.1|DEUG	LOC26530741|XP_015028846.2|DVIR
OG0008464	LOC108107409|XP_017070425.1|DEUG	LOC6626602|XP_002050636.1|DVIR
OG0008465	LOC108112960|XP_017078848.1|DEUG	LOC26530585|XP_015024744.1|DVIR
OG0008466	LOC108107325|XP_017070299.1|DEUG	LOC6625044|XP_002048815.2|DVIR
OG0008467	LOC108112045|XP_017077286.1|DEUG	LOC6625204|XP_002050300.1|DVIR
OG0008468	LOC108104053|XP_017065388.1|DEUG	LOC6627896|XP_002051810.1|DVIR
OG0008469	LOC108109970|XP_017074276.1|DEUG	LOC26531430|XP_015024749.1|DVIR
OG0008472	LOC108112802|XP_017078577.1|DEUG	LOC6625852|XP_032291678.1|DVIR
OG0008473	LOC108102918|XP_017063659.1|DEUG	LOC6631486|XP_002055431.2|DVIR
OG0008474	LOC108111486|XP_017076462.1|DEUG	LOC6629854|XP_002053177.3|DVIR
OG0008475	LOC108110628|XP_017075216.1|DEUG	LOC6634358|XP_002057699.1|DVIR
OG0008476	LOC108103730|XP_017064820.1|DEUG	LOC6630205|XP_002053708.1|DVIR
OG0008477	LOC108112016|XP_017077244.1|DEUG	LOC6627150|XP_015029572.1|DVIR
OG0008478	LOC108113677|XP_017079842.1|DEUG	LOC26531866|XP_032288952.1|DVIR
OG0008479	LOC108109299|XP_017073284.1|DEUG	LOC6626449|XP_002049806.1|DVIR
OG0008480	LOC108118217|XP_017086276.1|DEUG	LOC6622158|XP_032290034.1|DVIR
OG0008481	LOC108103222|XP_017064110.1|DEUG	LOC6633547|XP_002057244.1|DVIR
OG0008482	LOC108108620|XP_017072207.1|DEUG	LOC6623222|XP_002046715.1|DVIR
OG0008483	LOC108111028|XP_017075840.1|DEUG	LOC6627979|XP_002051785.2|DVIR
OG0008484	LOC108103743|XP_017064839.1|DEUG	LOC6632658|XP_002056464.1|DVIR
OG0008485	LOC108113440|XP_017079497.1|DEUG	LOC6628244|XP_015028190.1|DVIR
OG0008486	LOC108102339|XP_017062656.1|DEUG	LOC6636249|XP_015023970.1|DVIR
OG0008487	LOC108103355|XP_017064289.1|DEUG	LOC6632045|XP_002055242.1|DVIR
OG0008488	LOC108110263|XP_017074740.1|DEUG	LOC6632649|XP_002056548.1|DVIR
OG0008490	LOC108113804|XP_017080002.1|DEUG	LOC6629536|XP_002053664.1|DVIR
OG0008491	LOC108113680|XP_017079846.1|DEUG	LOC6629412|XP_002053068.2|DVIR
OG0008492	LOC108107102|XP_017069977.1|DEUG	LOC6627766|XP_002052655.1|DVIR
OG0008493	LOC108105874|XP_017068138.1|DEUG	LOC6634051|XP_032289040.1|DVIR
OG0008494	LOC108112302|XP_017077617.1|DEUG	LOC6626428|XP_002050268.1|DVIR
OG0008495	LOC108106646|XP_017069350.1|DEUG	LOC6625279|XP_002049864.2|DVIR
OG0008496	LOC108112958|XP_017078847.1|DEUG	LOC116649980|XP_032289193.1|DVIR, LOC26530826|XP_015024746.1|DVIR
OG0008497	LOC108109258|XP_017073229.1|DEUG	LOC26530492|XP_015030211.1|DVIR
OG0008498	LOC108112359|XP_017077676.1|DEUG, LOC108113362|XP_017079416.1|DEUG	LOC6626778|XP_032292392.1|DVIR
OG0008499	LOC108108939|XP_017072681.1|DEUG	LOC6624917|XP_002049112.1|DVIR
OG0008500	LOC108104538|XP_017066161.1|DEUG	LOC6626518|XP_002048916.2|DVIR
OG0008501	LOC108108571|XP_017072150.1|DEUG	LOC6623280|XP_002046955.1|DVIR
OG0008502	LOC108117605|XP_017085619.1|DEUG	LOC6631610|XP_002055068.1|DVIR
OG0008503	LOC108109930|XP_017074218.1|DEUG, LOC108109983|XP_017074303.1|DEUG	LOC6634810|XP_002058136.3|DVIR
OG0008504	LOC108107727|XP_017070863.1|DEUG	LOC26530543|XP_015023729.1|DVIR
OG0008505	LOC108114185|XP_017080483.1|DEUG	LOC6623632|XP_032291369.1|DVIR
OG0008506	LOC108114415|XP_017080878.1|DEUG	LOC6624008|XP_002046293.1|DVIR
OG0008507	LOC108108649|XP_017072241.1|DEUG	LOC6624207|XP_002048350.1|DVIR
OG0008508	LOC108104987|XP_017066853.1|DEUG	LOC6636685|XP_032295670.1|DVIR
OG0008509	LOC108110399|XP_017074952.1|DEUG	LOC6633776|XP_002057308.1|DVIR
OG0008510	LOC108115195|XP_017082004.1|DEUG	LOC6631867|XP_002055728.2|DVIR
OG0008511	LOC108110423|XP_017074979.1|DEUG	LOC6627390|XP_032293623.1|DVIR, LOC6627391|XP_002051081.1|DVIR, LOC116651488|XP_032293805.1|DVIR
OG0008512	LOC108106974|XP_017069783.1|DEUG	LOC6627909|XP_002051402.2|DVIR, LOC6627601|XP_002051403.1|DVIR
OG0008513	LOC108110515|XP_017075083.1|DEUG	LOC116651641|XP_032294320.1|DVIR
OG0008514	LOC108118405|XP_017086570.1|DEUG	LOC6629044|XP_002052190.1|DVIR
OG0008515	LOC108110866|XP_017075602.1|DEUG	LOC6629037|XP_002052183.1|DVIR
OG0008516	LOC108109803|XP_017074010.1|DEUG	LOC6624177|XP_002047452.1|DVIR
OG0008517	LOC108117339|XP_017085199.1|DEUG, LOC108117336|XP_017085196.1|DEUG, LOC108117370|XP_017085244.1|DEUG	LOC6623716|XP_002047347.1|DVIR
OG0008518	LOC108108698|XP_017072293.1|DEUG	LOC6624691|XP_002048125.1|DVIR
OG0008519	LOC108106726|XP_017069451.1|DEUG	LOC26530688|XP_015024374.2|DVIR
OG0008520	LOC108117208|XP_017085013.1|DEUG	LOC6630347|XP_002054596.2|DVIR
OG0008523	LOC108105087|XP_017067397.1|DEUG	LOC6634167|XP_002057534.1|DVIR
OG0008524	LOC108117418|XP_017085318.1|DEUG	LOC6633803|XP_032296643.1|DVIR
OG0008527	LOC108109986|XP_017074309.1|DEUG	LOC6631840|XP_032295443.1|DVIR
OG0008528	LOC108104656|XP_017066327.1|DEUG	LOC26531816|XP_032294445.1|DVIR
OG0008529	LOC108102430|XP_017062897.1|DEUG	LOC6634724|XP_002058323.1|DVIR
OG0008530	LOC108118381|XP_017086545.1|DEUG	LOC6631538|XP_002055062.1|DVIR
OG0008531	LOC108117622|XP_017085640.1|DEUG	LOC6634585|XP_015025072.1|DVIR
OG0008532	LOC108103982|XP_017065256.1|DEUG	LOC6631505|XP_002055324.3|DVIR
OG0008534	LOC108109996|XP_017074321.1|DEUG	LOC6631432|XP_002055540.2|DVIR
OG0008535	LOC108103724|XP_017064812.1|DEUG	LOC6633244|XP_032289258.1|DVIR
OG0008536	LOC108103726|XP_017064814.1|DEUG	LOC6633526|XP_002057074.1|DVIR
OG0008537	LOC108116870|XP_017084437.1|DEUG	LOC6632475|XP_032289420.1|DVIR
OG0008538	LOC108118093|XP_017086135.1|DEUG	LOC6636660|XP_002060138.1|DVIR
OG0008539	LOC108106607|XP_017069299.1|DEUG	LOC6634578|XP_002058079.1|DVIR
OG0008540	LOC108109354|XP_017073305.1|DEUG	LOC6630335|XP_002053010.1|DVIR
OG0008541	LOC108108998|XP_017072753.1|DEUG	LOC6627177|XP_002050395.3|DVIR
OG0008542	LOC108108237|XP_017071693.1|DEUG	LOC6622413|XP_002046977.1|DVIR
OG0008544	LOC108104484|XP_017066085.1|DEUG	LOC26531697|XP_015030354.1|DVIR
OG0008546	LOC108103594|XP_017064611.1|DEUG	LOC6624070|XP_002047431.2|DVIR
OG0008547	LOC108109725|XP_017073859.1|DEUG	LOC6633496|XP_032296399.1|DVIR
OG0008548	LOC108111437|XP_017076395.1|DEUG	LOC26531687|XP_032293863.1|DVIR
OG0008549	LOC108117530|XP_017085517.1|DEUG	LOC6629325|XP_032288815.1|DVIR
OG0008550	LOC108110296|XP_017074786.1|DEUG	LOC6622629|XP_002048445.1|DVIR, LOC116650458|XP_032290006.1|DVIR, LOC116649855|XP_032288958.1|DVIR, LOC6622662|XP_002048448.3|DVIR
OG0008553	LOC108104560|XP_017066192.1|DEUG	LOC6635974|XP_002059403.1|DVIR
OG0008554	LOC108118515|XP_017086748.1|DEUG	LOC6635477|XP_032295544.1|DVIR
OG0008555	LOC108102442|XP_017062925.1|DEUG	LOC6634691|XP_002058344.1|DVIR
OG0008556	LOC108104513|XP_017066122.1|DEUG	LOC6626652|XP_002049882.1|DVIR
OG0008558	LOC108110757|XP_017075455.1|DEUG	LOC6634199|XP_002057731.2|DVIR, LOC116651565|XP_032294086.1|DVIR
OG0008560	LOC108108305|XP_017071815.1|DEUG	LOC6627638|XP_002051112.2|DVIR
OG0008561	LOC108115469|XP_017082412.1|DEUG	LOC6627492|XP_002052200.1|DVIR
OG0008562	LOC108118266|XP_017086352.1|DEUG	LOC6627804|XP_002051314.1|DVIR
OG0008563	LOC108115637|XP_017082679.1|DEUG	LOC6630959|XP_002054736.1|DVIR
OG0008564	LOC108110942|XP_017075725.1|DEUG	LOC6628856|XP_002051242.2|DVIR
OG0008565	LOC108114208|XP_017080517.1|DEUG	LOC6632151|XP_032296085.1|DVIR
OG0008566	LOC108105830|XP_017068064.1|DEUG	LOC6634022|XP_002057486.1|DVIR
OG0008567	LOC108117699|XP_017086041.1|DEUG	LOC6627866|XP_032294372.1|DVIR
OG0008569	LOC108103655|XP_017064700.1|DEUG	LOC6633491|XP_002057350.1|DVIR
OG0008570	LOC108103692|XP_017064775.1|DEUG	LOC26530618|XP_032289194.1|DVIR
OG0008572	LOC108114933|XP_017081606.1|DEUG	LOC6632674|XP_002056645.1|DVIR
OG0008573	LOC108103309|XP_017064221.1|DEUG	LOC6633508|XP_002057226.2|DVIR
OG0008574	LOC108114311|XP_017080711.1|DEUG	LOC26530963|XP_015031672.1|DVIR
OG0008575	LOC108115664|XP_017082712.1|DEUG	LOC6630061|XP_015027631.1|DVIR
OG0008576	LOC108102407|XP_017062853.1|DEUG	LOC6633345|XP_032289111.1|DVIR
OG0008577	LOC108108175|XP_017071606.1|DEUG	LOC6622225|XP_002046918.1|DVIR
OG0008578	LOC108105292|XP_017067273.1|DEUG	LOC6630284|XP_002054895.1|DVIR
OG0008579	LOC108117375|XP_017085250.1|DEUG	LOC6623701|XP_002047350.1|DVIR
OG0008581	LOC108108775|XP_017072434.1|DEUG	LOC6622126|XP_002047541.3|DVIR
OG0008582	LOC108109757|XP_017073919.1|DEUG	LOC26531063|XP_015025723.1|DVIR
OG0008583	LOC108105411|XP_017067447.1|DEUG	LOC6636065|XP_032295497.1|DVIR
OG0008584	LOC108104373|XP_017065878.1|DEUG	LOC6633561|XP_002057366.1|DVIR
OG0008585	LOC108103700|XP_017064785.1|DEUG	LOC6634501|XP_002057913.1|DVIR
OG0008586	LOC108103659|XP_017064704.1|DEUG	LOC6634801|XP_002057914.2|DVIR
OG0008587	LOC108117194|XP_017084983.1|DEUG	LOC6630213|XP_015027731.1|DVIR
OG0008588	LOC108117160|XP_017084922.1|DEUG	LOC6630541|XP_002054606.1|DVIR
OG0008589	LOC108103832|XP_017065008.1|DEUG	LOC6633865|XP_032296653.1|DVIR
OG0008590	LOC108113614|XP_017079763.1|DEUG	LOC26531206|XP_015027871.1|DVIR
OG0008593	LOC108114019|XP_017080254.1|DEUG	LOC6623735|XP_002047820.1|DVIR
OG0008594	LOC108117039|XP_017084698.1|DEUG	LOC6629895|XP_002053990.1|DVIR
OG0008595	LOC108112828|XP_017078624.1|DEUG	LOC6626814|XP_002050648.1|DVIR
OG0008596	LOC108112498|XP_017077866.1|DEUG	LOC6626649|XP_002050643.2|DVIR
OG0008597	LOC108116558|XP_017083986.1|DEUG	LOC6630627|XP_002053301.1|DVIR
OG0008598	LOC108105093|XP_017067013.1|DEUG	LOC116652176|XP_032296079.1|DVIR
OG0008599	LOC108109749|XP_017073905.1|DEUG	LOC6633558|XP_002057255.1|DVIR
OG0008600	LOC108110249|XP_017074726.1|DEUG	LOC6629414|XP_002053148.1|DVIR
OG0008601	LOC108106857|XP_017069589.1|DEUG	LOC6635644|XP_002059190.1|DVIR
OG0008602	LOC108117500|XP_017085469.1|DEUG	LOC6630340|XP_002053015.2|DVIR
OG0008603	LOC108116813|XP_017084350.1|DEUG	LOC6632438|XP_002056168.1|DVIR
OG0008604	LOC108107412|XP_017070428.1|DEUG	LOC6626600|XP_002050634.1|DVIR
OG0008605	LOC108106951|XP_017069716.1|DEUG	LOC6633998|XP_015025320.1|DVIR
OG0008606	LOC108102517|XP_017063041.1|DEUG	LOC6627482|XP_002052132.1|DVIR
OG0008607	LOC108115351|XP_017082261.1|DEUG	LOC6630459|XP_002053456.1|DVIR
OG0008608	LOC108110289|XP_017074774.1|DEUG	LOC6634632|XP_002058031.3|DVIR
OG0008609	LOC108116333|XP_017083635.1|DEUG	LOC6629659|XP_002053598.1|DVIR
OG0008610	LOC108112200|XP_017077503.1|DEUG	LOC6625180|XP_032291970.1|DVIR
