Orthogroup	DEUG.longest_only	CPIP.longest_only
OG0007283	LOC108113608|XP_017079755.1|DEUG	LOC120420935|XP_039440003.1|CPIP
OG0007284	LOC108116940|XP_017084576.1|DEUG	LOC120429833|XP_039450831.1|CPIP
OG0007285	LOC108105072|XP_017066984.1|DEUG	LOC120429832|XP_039450830.1|CPIP
OG0007286	LOC108105070|XP_017066980.1|DEUG	LOC120429827|XP_039450822.1|CPIP
OG0007287	LOC108111090|XP_017075919.1|DEUG	LOC120429835|XP_039450833.1|CPIP
OG0007288	LOC108103243|XP_017064133.1|DEUG	LOC120429830|XP_039450823.1|CPIP
OG0007289	LOC108103221|XP_017064109.1|DEUG	LOC120417508|XP_039435520.1|CPIP
OG0007290	LOC108105309|XP_017067291.1|DEUG	LOC120417542|XP_039435558.1|CPIP
OG0007291	LOC108104427|XP_017065972.1|DEUG	LOC120425868|XP_039446424.1|CPIP
OG0007292	LOC108115214|XP_017082049.1|DEUG	LOC120425869|XP_039446425.1|CPIP
OG0007293	LOC108113621|XP_017079772.1|DEUG	LOC120417343|XP_039435279.1|CPIP
OG0007295	LOC108116284|XP_017083559.1|DEUG	LOC120418767|XP_039437178.1|CPIP
OG0007296	LOC108115978|XP_017083119.1|DEUG	LOC120413782|XP_039430660.1|CPIP
OG0007297	LOC108106563|XP_017069261.1|DEUG	LOC120413805|XP_039430696.1|CPIP
OG0007298	LOC108115306|XP_017082193.1|DEUG	LOC120413809|XP_039430698.1|CPIP
OG0007299	LOC108108344|XP_017071870.1|DEUG	LOC120413744|XP_039430603.1|CPIP
OG0007300	LOC108111529|XP_017076538.1|DEUG	LOC120413803|XP_039430694.1|CPIP
OG0007301	LOC108115297|XP_017082178.1|DEUG	LOC120413763|XP_039430631.1|CPIP
OG0007302	LOC108115330|XP_017082232.1|DEUG	LOC120422478|XP_039441869.1|CPIP
OG0007303	LOC108111838|XP_017076931.1|DEUG	LOC120420873|XP_039439927.1|CPIP, LOC120417445|XP_039435423.1|CPIP
OG0007304	LOC108105880|XP_017068145.1|DEUG	LOC120422603|XP_039442028.1|CPIP
OG0007305	LOC108108630|XP_017072219.1|DEUG	LOC120414831|XP_039432092.1|CPIP
OG0007306	LOC108108629|XP_017072218.1|DEUG	LOC120414830|XP_039432091.1|CPIP
OG0007307	LOC108116251|XP_017083530.1|DEUG	LOC120414803|XP_039432053.1|CPIP
OG0007308	LOC108115784|XP_017082846.1|DEUG	LOC120414847|XP_039432106.1|CPIP
OG0007309	LOC108113620|XP_017079771.1|DEUG	LOC120414838|XP_039432098.1|CPIP
OG0007310	LOC108116675|XP_017084162.1|DEUG	LOC120414794|XP_039432039.1|CPIP
OG0007311	LOC108116644|XP_017084115.1|DEUG	LOC120414843|XP_039432100.1|CPIP
OG0007312	LOC108113212|XP_017079236.1|DEUG	LOC120414810|XP_039432065.1|CPIP
OG0007313	LOC108103462|XP_017064445.1|DEUG	LOC120413927|XP_039430850.1|CPIP
OG0007314	LOC108103636|XP_017064674.1|DEUG	LOC120413979|XP_039430921.1|CPIP
OG0007315	LOC108117604|XP_017085614.1|DEUG	LOC120413919|XP_039430827.1|CPIP
OG0007316	LOC108117285|XP_017085128.1|DEUG	LOC120413908|XP_039430818.1|CPIP
OG0007317	LOC108115373|XP_017082296.1|DEUG	LOC120413968|XP_039430909.1|CPIP
OG0007318	LOC108115372|XP_017082291.1|DEUG	LOC120413955|XP_039430893.1|CPIP
OG0007319	LOC108108174|XP_017071605.1|DEUG	LOC120413046|XP_039429672.1|CPIP
OG0007320	LOC108117485|XP_017085446.1|DEUG	LOC120413055|XP_039429693.1|CPIP
OG0007321	LOC108103302|XP_017064212.1|DEUG	LOC120413070|XP_039429707.1|CPIP
OG0007322	LOC108105532|XP_017067650.1|DEUG	LOC120413053|XP_039429684.1|CPIP
OG0007323	LOC108105481|XP_017067587.1|DEUG	LOC120413074|XP_039429710.1|CPIP
OG0007324	LOC108115335|XP_017082238.1|DEUG	LOC120412961|XP_039429539.1|CPIP
OG0007325	LOC108115624|XP_017082660.1|DEUG	LOC120412988|XP_039429572.1|CPIP
OG0007326	LOC108115353|XP_017082263.1|DEUG	LOC120412942|XP_039429513.1|CPIP
OG0007327	LOC108107743|XP_017070894.1|DEUG	LOC120412984|XP_039429567.1|CPIP
OG0007328	LOC108105628|XP_017067802.1|DEUG, LOC108103418|XP_017064369.1|DEUG	LOC120412949|XP_039429523.1|CPIP
OG0007329	LOC108113781|XP_017079973.1|DEUG	LOC120413007|XP_039429590.1|CPIP
OG0007331	LOC108105430|XP_017067489.1|DEUG	LOC120414381|XP_039431485.1|CPIP
OG0007332	LOC108117694|XP_017085718.1|DEUG	LOC120414375|XP_039431477.1|CPIP
OG0007333	LOC108111489|XP_017076464.1|DEUG	LOC120417908|XP_039436071.1|CPIP
OG0007334	LOC108111113|XP_017075950.1|DEUG	LOC120417903|XP_039436067.1|CPIP
OG0007335	LOC108117368|XP_017085240.1|DEUG	LOC120419331|XP_039437934.1|CPIP
OG0007336	LOC108103944|XP_017065193.1|DEUG	LOC120419355|XP_039437959.1|CPIP
OG0007337	LOC108108635|XP_017072225.1|DEUG	LOC120419363|XP_039437966.1|CPIP
OG0007338	LOC108108209|XP_017071659.1|DEUG	LOC120414013|XP_039430963.1|CPIP
OG0007339	LOC108108332|XP_017071850.1|DEUG	LOC120414011|XP_039430960.1|CPIP
OG0007340	LOC108105247|XP_017067210.1|DEUG	LOC120413993|XP_039430936.1|CPIP
OG0007341	LOC108115340|XP_017082245.1|DEUG	LOC120413989|XP_039430930.1|CPIP
OG0007342	LOC108116100|XP_017083310.1|DEUG	LOC120414006|XP_039430953.1|CPIP
OG0007343	LOC108117516|XP_017085501.1|DEUG	LOC120425925|XP_039446479.1|CPIP
OG0007344	LOC108111155|XP_017076018.1|DEUG	LOC120425924|XP_039446478.1|CPIP
OG0007345	LOC108117510|XP_017085487.1|DEUG	LOC120425927|XP_039446481.1|CPIP
OG0007346	LOC108107793|XP_017070993.1|DEUG	LOC120425931|XP_039446486.1|CPIP
OG0007347	LOC108104338|XP_017065815.1|DEUG	LOC120425934|XP_039446490.1|CPIP
OG0007348	LOC108104332|XP_017065808.1|DEUG	LOC120425941|XP_039446508.1|CPIP
OG0007349	LOC108104325|XP_017065798.1|DEUG	LOC120425937|XP_039446502.1|CPIP, LOC120425661|XP_039446175.1|CPIP
OG0007350	LOC108103697|XP_017064782.1|DEUG	LOC120425655|XP_039446170.1|CPIP
OG0007351	LOC108106006|XP_017068339.1|DEUG	LOC120426303|XP_039446985.1|CPIP
OG0007352	LOC108113359|XP_017079412.1|DEUG	LOC120426309|XP_039446991.1|CPIP
OG0007354	LOC108117315|XP_017085176.1|DEUG	LOC120422369|XP_039441712.1|CPIP
OG0007355	LOC108115313|XP_017082203.1|DEUG	LOC120422358|XP_039441699.1|CPIP
OG0007356	LOC108104526|XP_017066147.1|DEUG	LOC120422370|XP_039441713.1|CPIP
OG0007357	LOC108116134|XP_017083349.1|DEUG	LOC120422365|XP_039441708.1|CPIP
OG0007358	LOC108116418|XP_017083794.1|DEUG	LOC120422359|XP_039441702.1|CPIP
OG0007359	LOC108115837|XP_017082922.1|DEUG	LOC120423438|XP_039443187.1|CPIP
OG0007360	LOC108116166|XP_017083391.1|DEUG	LOC120421504|XP_039440659.1|CPIP
OG0007361	LOC108105431|XP_017067491.1|DEUG	LOC120421822|XP_039441036.1|CPIP
OG0007362	LOC108107021|XP_017069857.1|DEUG	LOC120422093|XP_039441379.1|CPIP
OG0007363	LOC108104168|XP_017065562.1|DEUG	LOC120421952|XP_039441200.1|CPIP
OG0007364	LOC108103528|XP_017064530.1|DEUG	LOC120422116|XP_039441422.1|CPIP
OG0007365	LOC108103549|XP_017064566.1|DEUG	LOC120421868|XP_039441102.1|CPIP
OG0007366	LOC108117329|XP_017085193.1|DEUG	LOC120422084|XP_039441368.1|CPIP
OG0007367	LOC108108124|XP_017071534.1|DEUG	LOC120422053|XP_039441323.1|CPIP
OG0007368	LOC108110245|XP_017074721.1|DEUG	LOC120421179|XP_039440310.1|CPIP
OG0007369	LOC108111557|XP_017076567.1|DEUG	LOC120421153|XP_039440281.1|CPIP
OG0007370	LOC108109004|XP_017072761.1|DEUG	LOC120422175|XP_039441488.1|CPIP
OG0007371	LOC108115953|XP_017083079.1|DEUG	LOC120421441|XP_039440585.1|CPIP
OG0007372	LOC108108315|XP_017071829.1|DEUG	LOC120422751|XP_039442227.1|CPIP
OG0007373	LOC108110078|XP_017074455.1|DEUG	LOC120422753|XP_039442230.1|CPIP
OG0007374	LOC108103136|XP_017063996.1|DEUG	LOC120422722|XP_039442186.1|CPIP
OG0007375	LOC108116740|XP_017084251.1|DEUG	LOC120418243|XP_039436490.1|CPIP
OG0007376	LOC108104337|XP_017065812.1|DEUG	LOC120418240|XP_039436481.1|CPIP
OG0007377	LOC108103820|XP_017064996.1|DEUG	LOC120418273|XP_039436526.1|CPIP
OG0007378	LOC108105040|XP_017066929.1|DEUG	LOC120418252|XP_039436499.1|CPIP
OG0007379	LOC108110047|XP_017074412.1|DEUG	LOC120418235|XP_039436471.1|CPIP
OG0007381	LOC108110049|XP_017074414.1|DEUG	LOC120431179|XP_039452250.1|CPIP
OG0007382	LOC108103651|XP_017064697.1|DEUG	LOC120431924|XP_039452998.1|CPIP
OG0007383	LOC108105423|XP_017067482.1|DEUG	LOC120431650|XP_039452691.1|CPIP
OG0007386	LOC108103718|XP_017064803.1|DEUG	LOC120417194|XP_039435095.1|CPIP
OG0007387	LOC108115193|XP_017082002.1|DEUG	LOC120426737|XP_039447448.1|CPIP
OG0007388	LOC108115204|XP_017082020.1|DEUG	LOC120427315|XP_039448103.1|CPIP
OG0007389	LOC108114841|XP_017081475.1|DEUG	LOC120431003|XP_039452096.1|CPIP
OG0007393	LOC108116662|XP_017084142.1|DEUG	LOC120431558|XP_039452600.1|CPIP
OG0007394	LOC108104372|XP_017065874.1|DEUG	LOC120429482|XP_039450488.1|CPIP
OG0007395	LOC108109670|XP_017073737.1|DEUG	LOC120424737|XP_039444862.1|CPIP
OG0007396	LOC108115309|XP_017082200.1|DEUG	LOC120430955|XP_039452017.1|CPIP
OG0007398	LOC108112801|XP_017078576.1|DEUG	LOC120424119|XP_039444094.1|CPIP
OG0007399	LOC108116751|XP_017084262.1|DEUG	LOC120424133|XP_039444107.1|CPIP
OG0007400	LOC108104367|XP_017065867.1|DEUG	LOC120419414|XP_039438026.1|CPIP
OG0007401	LOC108109685|XP_017073772.1|DEUG	LOC120419394|XP_039438000.1|CPIP
OG0007402	LOC108117187|XP_017084969.1|DEUG	LOC120419423|XP_039438030.1|CPIP
OG0007403	LOC108117204|XP_017085008.1|DEUG	LOC120417930|XP_039436101.1|CPIP
OG0007404	LOC108117158|XP_017084911.1|DEUG	LOC120417925|XP_039436095.1|CPIP
OG0007405	LOC108113751|XP_017079935.1|DEUG	LOC120419553|XP_039438201.1|CPIP
OG0007406	LOC108115163|XP_017081966.1|DEUG	LOC120420571|XP_039439583.1|CPIP
OG0007409	LOC108102628|XP_017063230.1|DEUG	LOC120428915|XP_039449992.1|CPIP
OG0007410	LOC108102916|XP_017063656.1|DEUG	LOC120423157|XP_039442771.1|CPIP
OG0007411	LOC108103300|XP_017064211.1|DEUG	LOC120423154|XP_039442767.1|CPIP
OG0007412	LOC108117722|XP_017085770.1|DEUG	LOC120423151|XP_039442766.1|CPIP
OG0007413	LOC108104805|XP_017066576.1|DEUG	LOC120419395|XP_039438001.1|CPIP
OG0007414	LOC108105460|XP_017067549.1|DEUG	LOC120431824|XP_039452880.1|CPIP
OG0007415	LOC108103940|XP_017065187.1|DEUG	LOC120421353|XP_039440472.1|CPIP
OG0007416	LOC108103830|XP_017065005.1|DEUG	LOC120421370|XP_039440496.1|CPIP
OG0007417	LOC108110318|XP_017074821.1|DEUG	LOC120421372|XP_039440498.1|CPIP
OG0007418	LOC108112573|XP_017078079.1|DEUG	LOC120419573|XP_039438232.1|CPIP
OG0007419	LOC108111674|XP_017076699.1|DEUG	LOC120419555|XP_039438203.1|CPIP
OG0007420	LOC108112548|XP_017077973.1|DEUG	LOC120419563|XP_039438226.1|CPIP
OG0007421	LOC108102450|XP_017062942.1|DEUG	LOC120416673|XP_039434422.1|CPIP
OG0007422	LOC108105527|XP_017067645.1|DEUG	LOC120416626|XP_039434367.1|CPIP
OG0007423	LOC108105047|XP_017066941.1|DEUG	LOC120416635|XP_039434381.1|CPIP
OG0007424	LOC108114306|XP_017080699.1|DEUG	LOC120416653|XP_039434398.1|CPIP
OG0007425	LOC108108783|XP_017072444.1|DEUG	LOC120416619|XP_039434353.1|CPIP
OG0007426	LOC108118076|XP_017086107.1|DEUG	LOC120416642|XP_039434386.1|CPIP
OG0007427	LOC108105365|XP_017067380.1|DEUG	LOC120416641|XP_039434385.1|CPIP
OG0007428	LOC108105343|XP_017067329.1|DEUG	LOC120415003|XP_039432294.1|CPIP
OG0007429	LOC108109173|XP_017073087.1|DEUG	LOC120419934|XP_039438732.1|CPIP
OG0007430	LOC108104620|XP_017066282.1|DEUG	LOC120424353|XP_039444387.1|CPIP
OG0007431	LOC108102671|XP_017063301.1|DEUG	LOC120425265|XP_039445647.1|CPIP
OG0007432	LOC108116790|XP_017084328.1|DEUG	LOC120425213|XP_039445580.1|CPIP
OG0007433	LOC108117412|XP_017085309.1|DEUG	LOC120417984|XP_039436162.1|CPIP
OG0007434	LOC108114296|XP_017080687.1|DEUG	LOC120418006|XP_039436184.1|CPIP
OG0007435	LOC108114542|XP_017081074.1|DEUG	LOC120417978|XP_039436152.1|CPIP
OG0007436	LOC108114628|XP_017081184.1|DEUG	LOC120417553|XP_039435578.1|CPIP
OG0007437	LOC108105997|XP_017068324.1|DEUG	LOC120417579|XP_039435623.1|CPIP
OG0007438	LOC108114334|XP_017080747.1|DEUG	LOC120423636|XP_039443439.1|CPIP
OG0007439	LOC108117123|XP_017084843.1|DEUG	LOC120425152|XP_039445518.1|CPIP
OG0007440	LOC108102409|XP_017062859.1|DEUG	LOC120412535|XP_039428965.1|CPIP
OG0007441	LOC108113118|XP_017079107.1|DEUG	LOC120415276|XP_039432680.1|CPIP
OG0007442	LOC108105293|XP_017067274.1|DEUG	LOC120415318|XP_039432733.1|CPIP
OG0007443	LOC108109139|XP_017073025.1|DEUG	LOC120415299|XP_039432704.1|CPIP
OG0007444	LOC108106498|XP_017069080.1|DEUG	LOC120416757|XP_039434524.1|CPIP
OG0007445	LOC108106497|XP_017069078.1|DEUG	LOC120416756|XP_039434523.1|CPIP
OG0007446	LOC108105687|XP_017067885.1|DEUG	LOC120416720|XP_039434480.1|CPIP
OG0007447	LOC108105714|XP_017067918.1|DEUG	LOC120416753|XP_039434520.1|CPIP
OG0007448	LOC108112770|XP_017078522.1|DEUG	LOC120418471|XP_039436838.1|CPIP
OG0007449	LOC108113994|XP_017080228.1|DEUG	LOC120424598|XP_039444696.1|CPIP
OG0007450	LOC108115497|XP_017082472.1|DEUG	LOC120424596|XP_039444694.1|CPIP
OG0007451	LOC108117351|XP_017085215.1|DEUG	LOC120422163|XP_039441474.1|CPIP
OG0007452	LOC108117341|XP_017085204.1|DEUG	LOC120422164|XP_039441475.1|CPIP
OG0007453	LOC108114646|XP_017081206.1|DEUG	LOC120420424|XP_039439379.1|CPIP
OG0007454	LOC108118208|XP_017086264.1|DEUG	LOC120420398|XP_039439342.1|CPIP
OG0007456	LOC108117405|XP_017085304.1|DEUG	LOC120431767|XP_039452819.1|CPIP
OG0007457	LOC108102838|XP_017063520.1|DEUG	LOC120417560|XP_039435584.1|CPIP
OG0007458	LOC108115299|XP_017082187.1|DEUG	LOC120417554|XP_039435579.1|CPIP
OG0007459	LOC108115609|XP_017082630.1|DEUG	LOC120417550|XP_039435574.1|CPIP
OG0007460	LOC108112684|XP_017078365.1|DEUG	LOC120417564|XP_039435593.1|CPIP
OG0007461	LOC108114484|XP_017080991.1|DEUG	LOC120425789|XP_039446331.1|CPIP
OG0007462	LOC108108223|XP_017071680.1|DEUG	LOC120425801|XP_039446347.1|CPIP
OG0007463	LOC108107591|XP_017070643.1|DEUG	LOC120425800|XP_039446345.1|CPIP
OG0007464	LOC108114330|XP_017080744.1|DEUG	LOC120425806|XP_039446353.1|CPIP
OG0007466	LOC108106339|XP_017068805.1|DEUG	LOC120417572|XP_039435610.1|CPIP
OG0007467	LOC108114916|XP_017081592.1|DEUG	LOC120417589|XP_039435635.1|CPIP
OG0007469	LOC108108637|XP_017072227.1|DEUG	LOC120415313|XP_039432729.1|CPIP
OG0007470	LOC108107125|XP_017070007.1|DEUG	LOC120415338|XP_039432761.1|CPIP
OG0007471	LOC108112945|XP_017078833.1|DEUG	LOC120415306|XP_039432714.1|CPIP
OG0007472	LOC108102965|XP_017063754.1|DEUG	LOC120415302|XP_039432708.1|CPIP
OG0007473	LOC108113939|XP_017080136.1|DEUG	LOC120415328|XP_039432749.1|CPIP
OG0007474	LOC108112771|XP_017078524.1|DEUG	LOC120424674|XP_039444786.1|CPIP
OG0007475	LOC108114457|XP_017080947.1|DEUG	LOC120426476|XP_039447173.1|CPIP
OG0007476	LOC108103932|XP_017065177.1|DEUG	LOC120423246|XP_039442898.1|CPIP
OG0007477	LOC108103890|XP_017065109.1|DEUG	LOC120423258|XP_039442922.1|CPIP
OG0007478	LOC108111063|XP_017075881.1|DEUG	LOC120423261|XP_039442927.1|CPIP
OG0007479	LOC108104388|XP_017065914.1|DEUG	LOC120414907|XP_039432171.1|CPIP
OG0007480	LOC108116436|XP_017083825.1|DEUG	LOC120414910|XP_039432175.1|CPIP
OG0007481	LOC108107576|XP_017070626.1|DEUG	LOC120414909|XP_039432174.1|CPIP
OG0007482	LOC108106108|XP_017068474.1|DEUG	LOC120414892|XP_039432148.1|CPIP
OG0007483	LOC108104790|XP_017066539.1|DEUG	LOC120427765|XP_039448611.1|CPIP
OG0007484	LOC108103924|XP_017065165.1|DEUG	LOC120428136|XP_039449053.1|CPIP, LOC120424447|XP_039444512.1|CPIP
OG0007485	LOC108102425|XP_017062892.1|DEUG	LOC120428140|XP_039449059.1|CPIP, LOC120424449|XP_039444516.1|CPIP
OG0007486	LOC108105085|XP_017067003.1|DEUG	LOC120428138|XP_039449057.1|CPIP, LOC120424435|XP_039444490.1|CPIP
OG0007487	LOC108102381|XP_017062803.1|DEUG	LOC120424448|XP_039444515.1|CPIP
OG0007488	LOC108114582|XP_017081126.1|DEUG	LOC120424438|XP_039444502.1|CPIP
OG0007489	LOC108108333|XP_017071851.1|DEUG	LOC120425130|XP_039445492.1|CPIP
OG0007490	LOC108110088|XP_017074470.1|DEUG	LOC120424259|XP_039444259.1|CPIP
OG0007491	LOC108109738|XP_017073879.1|DEUG	LOC120424326|XP_039444356.1|CPIP
OG0007492	LOC108113131|XP_017079124.1|DEUG	LOC120424399|XP_039444436.1|CPIP
OG0007493	LOC108104941|XP_017066793.1|DEUG	LOC120421453|XP_039440599.1|CPIP
OG0007495	LOC108106046|XP_017068388.1|DEUG	LOC120421447|XP_039440587.1|CPIP
OG0007496	LOC108107566|XP_017070615.1|DEUG	LOC120416731|XP_039434491.1|CPIP
OG0007497	LOC108114575|XP_017081116.1|DEUG	LOC120416718|XP_039434477.1|CPIP
OG0007498	LOC108106003|XP_017068329.1|DEUG	LOC120427336|XP_039448121.1|CPIP
OG0007499	LOC108108757|XP_017072407.1|DEUG	LOC120427338|XP_039448122.1|CPIP
OG0007500	LOC108108758|XP_017072408.1|DEUG	LOC120427345|XP_039448135.1|CPIP
OG0007501	LOC108116758|XP_017084266.1|DEUG	LOC120426853|XP_039447587.1|CPIP
OG0007502	LOC108116989|XP_017084643.1|DEUG	LOC120422965|XP_039442487.1|CPIP
OG0007503	LOC108102672|XP_017063302.1|DEUG	LOC120422956|XP_039442474.1|CPIP
OG0007504	LOC108114505|XP_017081013.1|DEUG	LOC120422958|XP_039442481.1|CPIP
OG0007505	LOC108104283|XP_017065742.1|DEUG	LOC120422936|XP_039442449.1|CPIP
OG0007506	LOC108104303|XP_017065767.1|DEUG	LOC120422961|XP_039442484.1|CPIP
OG0007507	LOC108104110|XP_017065499.1|DEUG	LOC120415213|XP_039432605.1|CPIP
OG0007508	LOC108110788|XP_017075497.1|DEUG	LOC120430228|XP_039451242.1|CPIP
OG0007509	LOC108110984|XP_017075781.1|DEUG	LOC120424462|XP_039444528.1|CPIP
OG0007510	LOC108104563|XP_017066195.1|DEUG	LOC120415415|XP_039432878.1|CPIP
OG0007511	LOC108110887|XP_017075633.1|DEUG	LOC120428240|XP_039449153.1|CPIP
OG0007512	LOC108117126|XP_017084847.1|DEUG	LOC120428226|XP_039449138.1|CPIP
OG0007513	LOC108111172|XP_017076040.1|DEUG	LOC120415154|XP_039432523.1|CPIP
OG0007514	LOC108113841|XP_017080044.1|DEUG	LOC120415099|XP_039432451.1|CPIP
OG0007515	LOC108106856|XP_017069588.1|DEUG	LOC120412355|XP_039428703.1|CPIP
OG0007516	LOC108115493|XP_017082467.1|DEUG	LOC120415101|XP_039432453.1|CPIP
OG0007517	LOC108114532|XP_017081058.1|DEUG	LOC120415106|XP_039432458.1|CPIP
OG0007518	LOC108107397|XP_017070406.1|DEUG	LOC120415143|XP_039432511.1|CPIP
OG0007519	LOC108109222|XP_017073179.1|DEUG	LOC120425533|XP_039446022.1|CPIP
OG0007520	LOC108110021|XP_017074353.1|DEUG	LOC120412760|XP_039429286.1|CPIP
OG0007521	LOC108103998|XP_017065276.1|DEUG	LOC120415391|XP_039432849.1|CPIP
OG0007522	LOC108105011|XP_017066881.1|DEUG	LOC120419150|XP_039437722.1|CPIP
OG0007523	LOC108106707|XP_017069427.1|DEUG	LOC120412718|XP_039429236.1|CPIP
OG0007524	LOC108102629|XP_017063231.1|DEUG	LOC120430842|XP_039451903.1|CPIP
OG0007525	LOC108105888|XP_017068160.1|DEUG	LOC120419304|XP_039437905.1|CPIP
OG0007526	LOC108105555|XP_017067684.1|DEUG	LOC120430001|XP_039451033.1|CPIP
OG0007527	LOC108114620|XP_017081175.1|DEUG	LOC120430727|XP_039451773.1|CPIP
OG0007528	LOC108110345|XP_017074864.1|DEUG	LOC120415091|XP_039432444.1|CPIP
OG0007529	LOC108106806|XP_017069542.1|DEUG	LOC120429848|XP_039450857.1|CPIP
OG0007530	LOC108113771|XP_017079958.1|DEUG	LOC120429686|XP_039450655.1|CPIP
OG0007531	LOC108111619|XP_017076639.1|DEUG	LOC120429117|XP_039450235.1|CPIP
OG0007532	LOC108107470|XP_017070506.1|DEUG	LOC120428784|XP_039449809.1|CPIP
OG0007534	LOC108106020|XP_017068359.1|DEUG	LOC120429667|XP_039450633.1|CPIP
OG0007535	LOC108113842|XP_017080041.1|DEUG	LOC120426730|XP_039447437.1|CPIP
OG0007536	LOC108116397|XP_017083756.1|DEUG	LOC120415371|XP_039432827.1|CPIP
OG0007537	LOC108105974|XP_017068269.1|DEUG	LOC120415418|XP_039432881.1|CPIP
OG0007538	LOC108105983|XP_017068301.1|DEUG	LOC120415429|XP_039432905.1|CPIP
OG0007539	LOC108103517|XP_017064517.1|DEUG	LOC120415414|XP_039432877.1|CPIP
OG0007540	LOC108105209|XP_017067152.1|DEUG	LOC120415411|XP_039432873.1|CPIP
OG0007541	LOC108106727|XP_017069452.1|DEUG	LOC120415394|XP_039432854.1|CPIP
OG0007542	LOC108111992|XP_017077211.1|DEUG	LOC120415352|XP_039432774.1|CPIP
OG0007543	LOC108108791|XP_017072459.1|DEUG	LOC120420332|XP_039439261.1|CPIP
OG0007544	LOC108107804|XP_017071022.1|DEUG	LOC120429986|XP_039451011.1|CPIP
OG0007545	LOC108114865|XP_017081508.1|DEUG	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP
OG0007546	LOC108113613|XP_017079762.1|DEUG	LOC120428810|XP_039449845.1|CPIP
OG0007547	LOC108112666|XP_017078292.1|DEUG	LOC120432666|XP_039453849.1|CPIP
OG0007548	LOC108102820|XP_017063491.1|DEUG	LOC120412351|XP_039428698.1|CPIP
OG0007549	LOC108108684|XP_017072276.1|DEUG	LOC120425248|XP_039445628.1|CPIP
OG0007550	LOC108104011|XP_017065326.1|DEUG	LOC120425245|XP_039445614.1|CPIP
OG0007551	LOC108109166|XP_017073078.1|DEUG	LOC120425963|XP_039446544.1|CPIP
OG0007552	LOC108110491|XP_017075058.1|DEUG	LOC120425959|XP_039446540.1|CPIP
OG0007553	LOC108110544|XP_017075122.1|DEUG	LOC120425961|XP_039446542.1|CPIP
OG0007554	LOC108114450|XP_017080939.1|DEUG	LOC120421975|XP_039441219.1|CPIP
OG0007555	LOC108112471|XP_017077816.1|DEUG	LOC120416836|XP_039434658.1|CPIP
OG0007556	LOC108107492|XP_017070528.1|DEUG	LOC120416857|XP_039434688.1|CPIP
OG0007557	LOC108107396|XP_017070404.1|DEUG	LOC120416814|XP_039434624.1|CPIP
OG0007558	LOC108106492|XP_017069061.1|DEUG	LOC120416854|XP_039434678.1|CPIP
OG0007559	LOC108111157|XP_017076016.1|DEUG	LOC120416839|XP_039434662.1|CPIP
OG0007560	LOC108114525|XP_017081045.1|DEUG	LOC120416808|XP_039434615.1|CPIP
OG0007561	LOC108108609|XP_017072196.1|DEUG	LOC120416848|XP_039434671.1|CPIP
OG0007562	LOC108114378|XP_017080820.1|DEUG	LOC120428655|XP_039449636.1|CPIP
OG0007563	LOC108108634|XP_017072224.1|DEUG	LOC120416989|XP_039434849.1|CPIP
OG0007564	LOC108114572|XP_017081112.1|DEUG	LOC120417015|XP_039434885.1|CPIP
OG0007565	LOC108113746|XP_017079928.1|DEUG	LOC120421866|XP_039441098.1|CPIP
OG0007566	LOC108106470|XP_017069032.1|DEUG	LOC120421855|XP_039441079.1|CPIP
OG0007567	LOC108116016|XP_017083190.1|DEUG	LOC120426912|XP_039447652.1|CPIP
OG0007568	LOC108111966|XP_017077160.1|DEUG	LOC120426913|XP_039447653.1|CPIP
OG0007569	LOC108109195|XP_017073117.1|DEUG	LOC120415858|XP_039433429.1|CPIP
OG0007570	LOC108111964|XP_017077156.1|DEUG	LOC120415874|XP_039433444.1|CPIP
OG0007571	LOC108111965|XP_017077157.1|DEUG	LOC120415859|XP_039433430.1|CPIP
OG0007572	LOC108115496|XP_017082471.1|DEUG	LOC120420288|XP_039439221.1|CPIP
OG0007573	LOC108113047|XP_017078966.1|DEUG	LOC120426514|XP_039447218.1|CPIP
OG0007574	LOC108107357|XP_017070346.1|DEUG	LOC120426519|XP_039447221.1|CPIP
OG0007575	LOC108112937|XP_017078819.1|DEUG	LOC120426498|XP_039447202.1|CPIP
OG0007576	LOC108117593|XP_017085586.1|DEUG	LOC120415163|XP_039432532.1|CPIP
OG0007577	LOC108117159|XP_017084921.1|DEUG	LOC120415183|XP_039432574.1|CPIP
OG0007578	LOC108117527|XP_017085658.1|DEUG	LOC120415166|XP_039432538.1|CPIP
OG0007579	LOC108104588|XP_017066240.1|DEUG	LOC120424720|XP_039444837.1|CPIP
OG0007580	LOC108118206|XP_017086262.1|DEUG	LOC120424717|XP_039444834.1|CPIP
OG0007581	LOC108118443|XP_017086640.1|DEUG	LOC120424721|XP_039444838.1|CPIP
OG0007582	LOC108113769|XP_017079956.1|DEUG	LOC120424718|XP_039444835.1|CPIP
OG0007583	LOC108113201|XP_017079221.1|DEUG	LOC120424722|XP_039444839.1|CPIP
OG0007584	LOC108105027|XP_017066913.1|DEUG	LOC120418576|XP_039436955.1|CPIP
OG0007585	LOC108108152|XP_017071571.1|DEUG	LOC120418580|XP_039436962.1|CPIP
OG0007586	LOC108105869|XP_017068134.1|DEUG	LOC120431047|XP_039452136.1|CPIP
OG0007587	LOC108109094|XP_017072965.1|DEUG	LOC120425092|XP_039445419.1|CPIP
