Orthogroup	DEUG.longest_only	DSUB.longest_only
OG0010044	LOC108103315|XP_017064233.1|DEUG	LOC117900303|XP_034666512.1|DSUB
OG0010045	LOC108104988|XP_017066854.1|DEUG	LOC117902633|XP_034670047.1|DSUB
OG0010046	LOC108104989|XP_017066855.1|DEUG	LOC117902641|XP_034670059.1|DSUB
OG0010047	LOC108103013|XP_017063825.1|DEUG	LOC117903217|XP_034671007.1|DSUB
OG0010048	LOC108110079|XP_017074456.1|DEUG	LOC117901637|XP_034668363.1|DSUB
OG0010049	LOC108110086|XP_017074465.1|DEUG	LOC117903522|XP_034671531.1|DSUB
OG0010050	LOC108110085|XP_017074464.1|DEUG	LOC117892133|XP_034654063.1|DSUB
OG0010051	LOC108103533|XP_017064550.1|DEUG	LOC117901675|XP_034668412.1|DSUB
OG0010052	LOC108102408|XP_017062857.1|DEUG	LOC117897630|XP_034662498.1|DSUB
OG0010053	LOC108105103|XP_017067027.1|DEUG	LOC117897146|XP_034661709.1|DSUB
OG0010054	LOC108103463|XP_017064446.1|DEUG	LOC117896204|XP_034660226.1|DSUB
OG0010055	LOC108103445|XP_017064416.1|DEUG	LOC117896321|XP_034660448.1|DSUB
OG0010056	LOC108109972|XP_017074281.1|DEUG	LOC117903328|XP_034671162.1|DSUB
OG0010057	LOC108105537|XP_017067658.1|DEUG	LOC117903617|XP_034671764.1|DSUB
OG0010058	LOC108103911|XP_017065149.1|DEUG	LOC117894786|XP_034657910.1|DSUB
OG0010059	LOC108117600|XP_017085605.1|DEUG	LOC117903304|XP_034671127.1|DSUB
OG0010060	LOC108103856|XP_017065050.1|DEUG	LOC117903202|XP_034670983.1|DSUB
OG0010061	LOC108107696|XP_017070790.1|DEUG	LOC117893053|XP_034655324.1|DSUB
OG0010062	LOC108107813|XP_017071032.1|DEUG	LOC117895259|XP_034658671.1|DSUB
OG0010063	LOC108108424|XP_017071965.1|DEUG	LOC117894007|XP_034656721.1|DSUB
OG0010064	LOC108108636|XP_017072226.1|DEUG	LOC117893511|XP_034656041.1|DSUB
OG0010065	LOC108107586|XP_017070636.1|DEUG	LOC117893589|XP_034656153.1|DSUB
OG0010066	LOC108113582|XP_017079704.1|DEUG	LOC117893895|XP_034656563.1|DSUB
OG0010067	LOC108107692|XP_017070786.1|DEUG	LOC117895593|XP_034659234.1|DSUB
OG0010068	LOC108114183|XP_017080478.1|DEUG	LOC117893286|XP_034655743.1|DSUB
OG0010069	LOC108114080|XP_017080327.1|DEUG	LOC117894297|XP_034657152.1|DSUB
OG0010070	LOC108114212|XP_017080520.1|DEUG	LOC117893607|XP_034656173.1|DSUB
OG0010071	LOC108108608|XP_017072195.1|DEUG	LOC117894362|XP_034657247.1|DSUB
OG0010072	LOC108107697|XP_017070791.1|DEUG	LOC117893733|XP_034656348.1|DSUB
OG0010073	LOC108109913|XP_017074210.1|DEUG	LOC117895306|XP_034658757.1|DSUB
OG0010074	LOC108104437|XP_017065985.1|DEUG	LOC117900610|XP_034666962.1|DSUB
OG0010075	LOC108107504|XP_017070535.1|DEUG	LOC117893917|XP_034656590.1|DSUB
OG0010076	LOC108107771|XP_017070950.1|DEUG	LOC117894596|XP_034657637.1|DSUB
OG0010077	LOC108113967|XP_017080171.1|DEUG	LOC117894522|XP_034657527.1|DSUB
OG0010079	LOC108114264|XP_017080649.1|DEUG	LOC117894518|XP_034657521.1|DSUB
OG0010080	LOC108109784|XP_017073952.1|DEUG	LOC117893612|XP_034656180.1|DSUB
OG0010081	LOC108117356|XP_017085224.1|DEUG	LOC117894484|XP_034657482.1|DSUB
OG0010082	LOC108108097|XP_017071483.1|DEUG	LOC117893742|XP_034656362.1|DSUB
OG0010083	LOC108105952|XP_017068241.1|DEUG	LOC117893196|XP_034655602.1|DSUB
OG0010084	LOC108105938|XP_017068222.1|DEUG	LOC117895083|XP_034658370.1|DSUB
OG0010085	LOC108116724|XP_017084230.1|DEUG	LOC117893231|XP_034655674.1|DSUB
OG0010086	LOC108106027|XP_017068365.1|DEUG	LOC117894253|XP_034657097.1|DSUB
OG0010087	LOC108105977|XP_017068283.1|DEUG	LOC117894985|XP_034658221.1|DSUB
OG0010089	LOC108114685|XP_017081266.1|DEUG	LOC117893243|XP_034655698.1|DSUB
OG0010090	LOC108102386|XP_017062813.1|DEUG	LOC117902944|XP_034670447.1|DSUB
OG0010091	LOC108106276|XP_017068731.1|DEUG	LOC117898399|XP_034663648.1|DSUB
OG0010092	LOC108105569|XP_017067703.1|DEUG	LOC117899639|XP_034665694.1|DSUB
OG0010093	LOC108112210|XP_017077516.1|DEUG	LOC117891829|XP_034653466.1|DSUB
OG0010094	LOC108115606|XP_017082627.1|DEUG	LOC117897516|XP_034662322.1|DSUB
OG0010095	LOC108116588|XP_017084021.1|DEUG	LOC117899566|XP_034665566.1|DSUB
OG0010096	LOC108103203|XP_017064081.1|DEUG	LOC117903034|XP_034670654.1|DSUB
OG0010097	LOC108105539|XP_017067660.1|DEUG	LOC117895019|XP_034658276.1|DSUB
OG0010098	LOC108113411|XP_017079455.1|DEUG	LOC117901936|XP_034668795.1|DSUB
OG0010099	LOC108106947|XP_017069704.1|DEUG	LOC117901523|XP_034668191.1|DSUB
OG0010100	LOC108108046|XP_017071409.1|DEUG	LOC117895459|XP_034659021.1|DSUB
OG0010101	LOC108108817|XP_017072504.1|DEUG	LOC117894560|XP_034657575.1|DSUB
OG0010102	LOC108108789|XP_017072453.1|DEUG	LOC117894301|XP_034657157.1|DSUB
OG0010103	LOC108108797|XP_017072466.1|DEUG	LOC117894553|XP_034657567.1|DSUB
OG0010104	LOC108117366|XP_017085238.1|DEUG	LOC117894111|XP_034656882.1|DSUB
OG0010105	LOC108106200|XP_017068616.1|DEUG	LOC117901562|XP_034668250.1|DSUB
OG0010106	LOC108106366|XP_017068836.1|DEUG	LOC117891237|XP_034652474.1|DSUB
OG0010107	LOC108108858|XP_017072564.1|DEUG	LOC117892451|XP_034654591.1|DSUB
OG0010108	LOC108112797|XP_017078573.1|DEUG	LOC117892101|XP_034653991.1|DSUB
OG0010110	LOC108107995|XP_017071334.1|DEUG	LOC117894600|XP_034657640.1|DSUB
OG0010111	LOC108115912|XP_017083038.1|DEUG	LOC117898728|XP_034664238.1|DSUB
OG0010112	LOC108116834|XP_017084375.1|DEUG	LOC117896698|XP_034661043.1|DSUB
OG0010113	LOC108103214|XP_017064098.1|DEUG	LOC117903719|XP_034671959.1|DSUB
OG0010114	LOC108110292|XP_017074779.1|DEUG	LOC117894282|XP_034657135.1|DSUB
OG0010115	LOC108110277|XP_017074752.1|DEUG	LOC117900717|XP_034667076.1|DSUB
OG0010116	LOC108117410|XP_017085307.1|DEUG	LOC117903813|XP_034672142.1|DSUB
OG0010117	LOC108105003|XP_017066868.1|DEUG	LOC117894078|XP_034656830.1|DSUB
OG0010118	LOC108118296|XP_017086397.1|DEUG	LOC117903441|XP_034671359.1|DSUB
OG0010119	LOC108109638|XP_017073703.1|DEUG	LOC117899807|XP_034665978.1|DSUB
OG0010120	LOC108103135|XP_017063994.1|DEUG	LOC117890835|XP_034651813.1|DSUB
OG0010121	LOC108109929|XP_017074217.1|DEUG	LOC117894911|XP_034658101.1|DSUB
OG0010122	LOC108102903|XP_017063614.1|DEUG	LOC117903218|XP_034671009.1|DSUB
OG0010123	LOC108102979|XP_017063777.1|DEUG	LOC117903092|XP_034670790.1|DSUB
OG0010125	LOC108103184|XP_017064059.1|DEUG	LOC117899154|XP_034664873.1|DSUB
OG0010126	LOC108105778|XP_017067992.1|DEUG	LOC117901968|XP_034668840.1|DSUB
OG0010127	LOC108110638|XP_017075227.1|DEUG	LOC117901122|XP_034667651.1|DSUB
OG0010128	LOC108110464|XP_017075021.1|DEUG	LOC117900448|XP_034666708.1|DSUB
OG0010129	LOC108111232|XP_017076124.1|DEUG	LOC117901767|XP_034668548.1|DSUB
OG0010130	LOC108108486|XP_017072032.1|DEUG	LOC117901326|XP_034667926.1|DSUB
OG0010131	LOC108105893|XP_017068163.1|DEUG	LOC117902044|XP_034669000.1|DSUB
OG0010132	LOC108106887|XP_017069624.1|DEUG	LOC117901951|XP_034668816.1|DSUB
OG0010133	LOC108106891|XP_017069628.1|DEUG	LOC117901776|XP_034668567.1|DSUB
OG0010134	LOC108110655|XP_017075256.1|DEUG	LOC117900319|XP_034666542.1|DSUB
OG0010135	LOC108103383|XP_017064318.1|DEUG	LOC117902000|XP_034668906.1|DSUB
OG0010136	LOC108103385|XP_017064321.1|DEUG	LOC117900370|XP_034666611.1|DSUB
OG0010137	LOC108113467|XP_017079538.1|DEUG	LOC117902357|XP_034669560.1|DSUB
OG0010138	LOC108111544|XP_017076552.1|DEUG	LOC117902451|XP_034669737.1|DSUB
OG0010139	LOC108115440|XP_017082364.1|DEUG	LOC117901811|XP_034668616.1|DSUB
OG0010140	LOC108111203|XP_017076089.1|DEUG	LOC117901348|XP_034667950.1|DSUB, LOC117901346|XP_034667948.1|DSUB
OG0010141	LOC108111549|XP_017076560.1|DEUG	LOC117900746|XP_034667115.1|DSUB
OG0010142	LOC108110919|XP_017075683.1|DEUG	LOC117900645|XP_034666968.1|DSUB
OG0010143	LOC108104020|XP_017065341.1|DEUG	LOC117898889|XP_034664466.1|DSUB, LOC117897365|XP_034662049.1|DSUB, LOC117901178|XP_034667721.1|DSUB
OG0010144	LOC108103081|XP_017063921.1|DEUG	LOC117901470|XP_034668123.1|DSUB
OG0010145	LOC108115443|XP_017082368.1|DEUG	LOC117900115|XP_034666231.1|DSUB
OG0010146	LOC108115489|XP_017082463.1|DEUG	LOC117900627|XP_034666947.1|DSUB
OG0010147	LOC108110595|XP_017075182.1|DEUG	LOC117900403|XP_034666650.1|DSUB
OG0010148	LOC108103653|XP_017064741.1|DEUG	LOC117902769|XP_034670253.1|DSUB
OG0010149	LOC108112483|XP_017077840.1|DEUG	LOC117900696|XP_034667040.1|DSUB
OG0010150	LOC108105654|XP_017067832.1|DEUG	LOC117900577|XP_034666878.1|DSUB
OG0010151	LOC108114804|XP_017081407.1|DEUG	LOC117901121|XP_034667649.1|DSUB
OG0010152	LOC108104145|XP_017065535.1|DEUG	LOC117900622|XP_034666941.1|DSUB
OG0010153	LOC108105134|XP_017067056.1|DEUG	LOC117901921|XP_034668780.1|DSUB
OG0010154	LOC108105127|XP_017067049.1|DEUG	LOC117901963|XP_034668834.1|DSUB
OG0010155	LOC108115444|XP_017082369.1|DEUG	LOC117901384|XP_034668001.1|DSUB
OG0010156	LOC108108285|XP_017071777.1|DEUG	LOC117894970|XP_034658196.1|DSUB
OG0010157	LOC108114083|XP_017080326.1|DEUG	LOC117893356|XP_034655838.1|DSUB
OG0010158	LOC108114518|XP_017081032.1|DEUG	LOC117893850|XP_034656509.1|DSUB
OG0010159	LOC108107795|XP_017070999.1|DEUG	LOC117895859|XP_034659717.1|DSUB
OG0010160	LOC108107669|XP_017070744.1|DEUG	LOC117901570|XP_034668260.1|DSUB
OG0010161	LOC108114262|XP_017080647.1|DEUG	LOC117894516|XP_034657517.1|DSUB
OG0010162	LOC108114661|XP_017081229.1|DEUG	LOC117903771|XP_034672077.1|DSUB
OG0010163	LOC108114217|XP_017080533.1|DEUG	LOC117895737|XP_034659493.1|DSUB
OG0010164	LOC108114609|XP_017081160.1|DEUG	LOC117894903|XP_034658086.1|DSUB
OG0010165	LOC108107672|XP_017070749.1|DEUG	LOC117895029|XP_034658292.1|DSUB
OG0010166	LOC108114534|XP_017081061.1|DEUG	LOC117893112|XP_034655440.1|DSUB
OG0010167	LOC108114100|XP_017080347.1|DEUG	LOC117895005|XP_034658243.1|DSUB
OG0010168	LOC108116746|XP_017084254.1|DEUG	LOC117893901|XP_034656570.1|DSUB
OG0010169	LOC108114736|XP_017081337.1|DEUG	LOC117893229|XP_034655656.1|DSUB
OG0010170	LOC108108446|XP_017071989.1|DEUG	LOC117893663|XP_034656244.1|DSUB
OG0010171	LOC108108453|XP_017071996.1|DEUG	LOC117893352|XP_034655833.1|DSUB
OG0010172	LOC108118185|XP_017086232.1|DEUG	LOC117895555|XP_034659152.1|DSUB
OG0010173	LOC108112227|XP_017077536.1|DEUG	LOC117891179|XP_034652396.1|DSUB
OG0010174	LOC108112834|XP_017078631.1|DEUG	LOC117892011|XP_034653795.1|DSUB
OG0010175	LOC108112399|XP_017077730.1|DEUG	LOC117890881|XP_034651864.1|DSUB
OG0010176	LOC108112465|XP_017077807.1|DEUG	LOC117890863|XP_034651841.1|DSUB
OG0010177	LOC108113030|XP_017078950.1|DEUG	LOC117890333|XP_034651015.1|DSUB
OG0010178	LOC108113054|XP_017078973.1|DEUG	LOC117891006|XP_034652054.1|DSUB
OG0010179	LOC108107973|XP_017071306.1|DEUG	LOC117894822|XP_034657958.1|DSUB
OG0010180	LOC108108478|XP_017072026.1|DEUG	LOC117893713|XP_034656291.1|DSUB
OG0010181	LOC108108688|XP_017072281.1|DEUG	LOC117894926|XP_034658121.1|DSUB
OG0010182	LOC108109242|XP_017073208.1|DEUG	LOC117890629|XP_034651470.1|DSUB
OG0010183	LOC108108986|XP_017072733.1|DEUG	LOC117890630|XP_034651471.1|DSUB
OG0010184	LOC108106235|XP_017068650.1|DEUG	LOC117892709|XP_034655016.1|DSUB
OG0010185	LOC108106356|XP_017068825.1|DEUG	LOC117891593|XP_034653012.1|DSUB
OG0010186	LOC108106024|XP_017068362.1|DEUG	LOC117894164|XP_034656956.1|DSUB
OG0010187	LOC108106267|XP_017068720.1|DEUG	LOC117891396|XP_034652730.1|DSUB
OG0010188	LOC108112640|XP_017078239.1|DEUG	LOC117889763|XP_034650101.1|DSUB
OG0010189	LOC108112437|XP_017077771.1|DEUG	LOC117890782|XP_034651744.1|DSUB
OG0010190	LOC108106436|XP_017068957.1|DEUG	LOC117890801|XP_034651766.1|DSUB
OG0010191	LOC108106750|XP_017069479.1|DEUG	LOC117890790|XP_034651755.1|DSUB
OG0010192	LOC108112427|XP_017077759.1|DEUG	LOC117890532|XP_034651343.1|DSUB
OG0010193	LOC108113321|XP_017079364.1|DEUG	LOC117890954|XP_034651986.1|DSUB
OG0010194	LOC108114725|XP_017081320.1|DEUG	LOC117893253|XP_034655710.1|DSUB
OG0010195	LOC108113916|XP_017080111.1|DEUG	LOC117893260|XP_034655718.1|DSUB
OG0010196	LOC108107359|XP_017070349.1|DEUG	LOC117892055|XP_034653874.1|DSUB
OG0010197	LOC108113282|XP_017079320.1|DEUG	LOC117890939|XP_034651964.1|DSUB
OG0010198	LOC108112680|XP_017078360.1|DEUG	LOC117891161|XP_034652360.1|DSUB
OG0010199	LOC108108981|XP_017072726.1|DEUG	LOC117891716|XP_034653200.1|DSUB
OG0010200	LOC108113314|XP_017079359.1|DEUG	LOC117890549|XP_034651366.1|DSUB
OG0010201	LOC108107474|XP_017070510.1|DEUG	LOC117891226|XP_034652463.1|DSUB
OG0010202	LOC108109269|XP_017073247.1|DEUG	LOC117891984|XP_034653753.1|DSUB
OG0010203	LOC108109062|XP_017072884.1|DEUG	LOC117891810|XP_034653395.1|DSUB
OG0010204	LOC108106549|XP_017069200.1|DEUG	LOC117890872|XP_034651852.1|DSUB
OG0010205	LOC108111956|XP_017077138.1|DEUG	LOC117890012|XP_034650502.1|DSUB
OG0010206	LOC108111898|XP_017077024.1|DEUG	LOC117891992|XP_034653761.1|DSUB
OG0010207	LOC108106288|XP_017068743.1|DEUG	LOC117890731|XP_034651676.1|DSUB
OG0010208	LOC108104853|XP_017066660.1|DEUG	LOC117891629|XP_034653062.1|DSUB
OG0010209	LOC108104854|XP_017066661.1|DEUG	LOC117891628|XP_034653057.1|DSUB
OG0010210	LOC108113333|XP_017079379.1|DEUG	LOC117890164|XP_034650751.1|DSUB
OG0010211	LOC108112612|XP_017078192.1|DEUG	LOC117892121|XP_034654044.1|DSUB
OG0010212	LOC108112468|XP_017077809.1|DEUG	LOC117890969|XP_034651999.1|DSUB
OG0010213	LOC108113071|XP_017079000.1|DEUG	LOC117890970|XP_034652000.1|DSUB
OG0010214	LOC108112900|XP_017078747.1|DEUG	LOC117890152|XP_034650733.1|DSUB
OG0010215	LOC108109020|XP_017072782.1|DEUG	LOC117890446|XP_034651168.1|DSUB
OG0010216	LOC108106521|XP_017069118.1|DEUG	LOC117891607|XP_034653031.1|DSUB
OG0010217	LOC108112332|XP_017077649.1|DEUG	LOC117890966|XP_034651996.1|DSUB
OG0010218	LOC108112305|XP_017077620.1|DEUG	LOC117891207|XP_034652437.1|DSUB
OG0010219	LOC108112321|XP_017077640.1|DEUG	LOC117890248|XP_034650885.1|DSUB
OG0010220	LOC108112949|XP_017078836.1|DEUG	LOC117889959|XP_034650408.1|DSUB
OG0010221	LOC108112946|XP_017078834.1|DEUG	LOC117889956|XP_034650405.1|DSUB
OG0010222	LOC108106438|XP_017068959.1|DEUG	LOC117891790|XP_034653352.1|DSUB
OG0010223	LOC108106408|XP_017068916.1|DEUG	LOC117891785|XP_034653347.1|DSUB
OG0010224	LOC108106272|XP_017068727.1|DEUG	LOC117890509|XP_034651300.1|DSUB
OG0010225	LOC108111737|XP_017076780.1|DEUG	LOC117898300|XP_034663461.1|DSUB
OG0010226	LOC108104957|XP_017066852.1|DEUG, LOC108115097|XP_017081834.1|DEUG	LOC117896504|XP_034660747.1|DSUB
OG0010227	LOC108114985|XP_017081706.1|DEUG	LOC117896435|XP_034660654.1|DSUB
OG0010228	LOC108117181|XP_017084962.1|DEUG	LOC117897481|XP_034662234.1|DSUB
OG0010229	LOC108117062|XP_017084723.1|DEUG	LOC117898762|XP_034664284.1|DSUB
OG0010230	LOC108117061|XP_017084722.1|DEUG	LOC117898768|XP_034664293.1|DSUB
OG0010231	LOC108111312|XP_017076195.1|DEUG	LOC117896798|XP_034661188.1|DSUB
OG0010232	LOC108116949|XP_017084589.1|DEUG	LOC117899486|XP_034665415.1|DSUB
OG0010233	LOC108115673|XP_017082727.1|DEUG	LOC117896369|XP_034660535.1|DSUB
OG0010234	LOC108116997|XP_017084651.1|DEUG	LOC117897999|XP_034663018.1|DSUB
OG0010235	LOC108111416|XP_017076363.1|DEUG	LOC117897725|XP_034662643.1|DSUB
OG0010236	LOC108111260|XP_017076138.1|DEUG, LOC108111261|XP_017076139.1|DEUG	LOC117897865|XP_034662829.1|DSUB
OG0010237	LOC108109356|XP_017073311.1|DEUG	LOC117898441|XP_034663737.1|DSUB
OG0010238	LOC108113516|XP_017079597.1|DEUG	LOC117898017|XP_034663037.1|DSUB
OG0010239	LOC108115726|XP_017082789.1|DEUG	LOC117896662|XP_034660999.1|DSUB
OG0010240	LOC108105761|XP_017067970.1|DEUG	LOC117900516|XP_034666803.1|DSUB
OG0010241	LOC108113032|XP_017078954.1|DEUG, LOC108117049|XP_017084710.1|DEUG, LOC108108702|XP_017072298.1|DEUG	LOC117899674|XP_034665753.1|DSUB
OG0010242	LOC108117559|XP_017085557.1|DEUG	LOC117899307|XP_034665123.1|DSUB
OG0010243	LOC108105206|XP_017067146.1|DEUG	LOC117896921|XP_034661352.1|DSUB
OG0010244	LOC108117081|XP_017084743.1|DEUG	LOC117896714|XP_034661064.1|DSUB
OG0010245	LOC108106504|XP_017069131.1|DEUG	LOC117897086|XP_034661615.1|DSUB
OG0010246	LOC108116836|XP_017084377.1|DEUG	LOC117897320|XP_034661982.1|DSUB
OG0010247	LOC108116556|XP_017083983.1|DEUG	LOC117898313|XP_034663488.1|DSUB
OG0010248	LOC108111600|XP_017076613.1|DEUG	LOC117899396|XP_034665272.1|DSUB
OG0010249	LOC108116278|XP_017083554.1|DEUG	LOC117896603|XP_034660927.1|DSUB
OG0010250	LOC108116922|XP_017084551.1|DEUG	LOC117896062|XP_034659968.1|DSUB
OG0010251	LOC108110188|XP_017074628.1|DEUG	LOC117896206|XP_034660224.1|DSUB
OG0010252	LOC108116449|XP_017083851.1|DEUG	LOC117896410|XP_034660617.1|DSUB
OG0010253	LOC108109249|XP_017073220.1|DEUG	LOC117889871|XP_034650270.1|DSUB
OG0010254	LOC108108852|XP_017072558.1|DEUG	LOC117891085|XP_034652155.1|DSUB
OG0010255	LOC108111846|XP_017076941.1|DEUG	LOC117889600|XP_034649906.1|DSUB
OG0010256	LOC108116652|XP_017084132.1|DEUG	LOC117899473|XP_034665391.1|DSUB
OG0010258	LOC108107695|XP_017070789.1|DEUG	LOC117895010|XP_034658251.1|DSUB
OG0010259	LOC108114075|XP_017080319.1|DEUG	LOC117893355|XP_034655836.1|DSUB
OG0010260	LOC108110577|XP_017075163.1|DEUG	LOC117901905|XP_034668762.1|DSUB
OG0010276	LOC108103165|XP_017064035.1|DEUG	LOC117896482|XP_034660716.1|DSUB
OG0010277	LOC108116632|XP_017084100.1|DEUG	LOC117898702|XP_034664211.1|DSUB
OG0010279	LOC108113784|XP_017079977.1|DEUG	LOC117897384|XP_034662084.1|DSUB
OG0010281	LOC108107761|XP_017070938.1|DEUG	LOC117893249|XP_034655705.1|DSUB
OG0010282	LOC108115860|XP_017082975.1|DEUG	LOC117899053|XP_034664710.1|DSUB
OG0010283	LOC108116322|XP_017083618.1|DEUG	LOC117895987|XP_034659863.1|DSUB
OG0010284	LOC108115870|XP_017082990.1|DEUG	LOC117896484|XP_034660714.1|DSUB
OG0010285	LOC108115607|XP_017082628.1|DEUG	LOC117897515|XP_034662321.1|DSUB
OG0010286	LOC108111417|XP_017076364.1|DEUG	LOC117899093|XP_034664760.1|DSUB
OG0010287	LOC108115662|XP_017082709.1|DEUG	LOC117898699|XP_034664208.1|DSUB
OG0010288	LOC108117144|XP_017084892.1|DEUG	LOC117896563|XP_034660856.1|DSUB
OG0010289	LOC108113623|XP_017079774.1|DEUG	LOC117898547|XP_034663916.1|DSUB
OG0010290	LOC108117501|XP_017085470.1|DEUG	LOC117897117|XP_034661660.1|DSUB
OG0010291	LOC108111307|XP_017076189.1|DEUG, LOC108118105|XP_017086146.1|DEUG	LOC117897578|XP_034662422.1|DSUB
OG0010292	LOC108116005|XP_017083170.1|DEUG	LOC117898667|XP_034664133.1|DSUB
OG0010293	LOC108110898|XP_017075644.1|DEUG	LOC117902798|XP_034670308.1|DSUB
OG0010294	LOC108103394|XP_017064340.1|DEUG	LOC117901431|XP_034668066.1|DSUB
OG0010295	LOC108103379|XP_017064315.1|DEUG	LOC117901980|XP_034668880.1|DSUB
OG0010296	LOC108108900|XP_017072612.1|DEUG	LOC117891374|XP_034652702.1|DSUB
OG0010297	LOC108104554|XP_017066185.1|DEUG	LOC117889962|XP_034650414.1|DSUB, LOC117890807|XP_034651773.1|DSUB
OG0010298	LOC108112360|XP_017077677.1|DEUG	LOC117890336|XP_034651019.1|DSUB
OG0010299	LOC108113008|XP_017078917.1|DEUG	LOC117892368|XP_034654469.1|DSUB
OG0010300	LOC108106328|XP_017068788.1|DEUG	LOC117890588|XP_034651415.1|DSUB
OG0010301	LOC108116126|XP_017083339.1|DEUG	LOC117896606|XP_034660930.1|DSUB
OG0010302	LOC108114895|XP_017081553.1|DEUG	LOC117891151|XP_034652295.1|DSUB
OG0010303	LOC108107259|XP_017070176.1|DEUG	LOC117890928|XP_034651951.1|DSUB
OG0010304	LOC108103490|XP_017064487.1|DEUG	LOC117903438|XP_034671353.1|DSUB
OG0010305	LOC108103989|XP_017065266.1|DEUG	LOC117903432|XP_034671346.1|DSUB
OG0010306	LOC108103496|XP_017064494.1|DEUG	LOC117903427|XP_034671340.1|DSUB
OG0010307	LOC108103237|XP_017064126.1|DEUG	LOC117903768|XP_034672076.1|DSUB
OG0010309	LOC108107721|XP_017070829.1|DEUG	LOC117893155|XP_034655508.1|DSUB
OG0010310	LOC108102428|XP_017062895.1|DEUG	LOC117903783|XP_034672099.1|DSUB
OG0010312	LOC108103556|XP_017064572.1|DEUG	LOC117898790|XP_034664322.1|DSUB
OG0010313	LOC108108786|XP_017072449.1|DEUG	LOC117894792|XP_034657912.1|DSUB
OG0010314	LOC108118386|XP_017086550.1|DEUG	LOC117895025|XP_034658289.1|DSUB
OG0010315	LOC108103120|XP_017063974.1|DEUG	LOC117897222|XP_034661833.1|DSUB
OG0010316	LOC108113344|XP_017079395.1|DEUG	LOC117891260|XP_034652524.1|DSUB
OG0010319	LOC108103630|XP_017064666.1|DEUG	LOC117893585|XP_034656152.1|DSUB
OG0010320	LOC108111842|XP_017076937.1|DEUG	LOC117903078|XP_034670766.1|DSUB
OG0010321	LOC108107670|XP_017070747.1|DEUG	LOC117894894|XP_034658067.1|DSUB
OG0010322	LOC108107707|XP_017070802.1|DEUG	LOC117893055|XP_034655328.1|DSUB
OG0010323	LOC108104661|XP_017066337.1|DEUG	LOC117893405|XP_034655896.1|DSUB
OG0010324	LOC108107842|XP_017071085.1|DEUG	LOC117895166|XP_034658518.1|DSUB
OG0010325	LOC108104907|XP_017066729.1|DEUG	LOC117894307|XP_034657165.1|DSUB
OG0010326	LOC108107715|XP_017070814.1|DEUG	LOC117893637|XP_034656215.1|DSUB
OG0010327	LOC108107517|XP_017070546.1|DEUG	LOC117894935|XP_034658129.1|DSUB
OG0010328	LOC108114090|XP_017080334.1|DEUG	LOC117894538|XP_034657550.1|DSUB
OG0010329	LOC108114258|XP_017080644.1|DEUG	LOC117894513|XP_034657514.1|DSUB
OG0010331	LOC108108659|XP_017072252.1|DEUG	LOC117894151|XP_034656935.1|DSUB
OG0010332	LOC108104327|XP_017065803.1|DEUG	LOC117903567|XP_034671669.1|DSUB
OG0010333	LOC108107000|XP_017069830.1|DEUG	LOC117901681|XP_034668415.1|DSUB
OG0010334	LOC108104074|XP_017065448.1|DEUG	LOC117902069|XP_034669045.1|DSUB
OG0010335	LOC108103996|XP_017065273.1|DEUG	LOC117903426|XP_034671339.1|DSUB
OG0010336	LOC108118539|XP_017086781.1|DEUG	LOC117894631|XP_034657691.1|DSUB
OG0010337	LOC108103895|XP_017065129.1|DEUG	LOC117897131|XP_034661684.1|DSUB
OG0010338	LOC108110093|XP_017074476.1|DEUG	LOC117901364|XP_034667968.1|DSUB
OG0010339	LOC108116280|XP_017083556.1|DEUG	LOC117894611|XP_034657652.1|DSUB
OG0010340	LOC108103723|XP_017064811.1|DEUG	LOC117901993|XP_034668899.1|DSUB
OG0010341	LOC108103722|XP_017064810.1|DEUG	LOC117901984|XP_034668887.1|DSUB
OG0010342	LOC108104364|XP_017065864.1|DEUG	LOC117896170|XP_034660146.1|DSUB
OG0010343	LOC108109232|XP_017073197.1|DEUG	LOC117903603|XP_034671750.1|DSUB
OG0010344	LOC108103953|XP_017065205.1|DEUG	LOC117903744|XP_034672019.1|DSUB
OG0010345	LOC108105039|XP_017066928.1|DEUG	LOC117898518|XP_034663879.1|DSUB
OG0010346	LOC108118507|XP_017086736.1|DEUG	LOC117903158|XP_034670888.1|DSUB
OG0010347	LOC108105352|XP_017067355.1|DEUG	LOC117903726|XP_034671969.1|DSUB
OG0010348	LOC108104543|XP_017066172.1|DEUG	LOC117890017|XP_034650510.1|DSUB
OG0010349	LOC108103536|XP_017064554.1|DEUG	LOC117893751|XP_034656380.1|DSUB
OG0010350	LOC108110397|XP_017074946.1|DEUG	LOC117895586|XP_034659222.1|DSUB
OG0010351	LOC108116696|XP_017084204.1|DEUG	LOC117894106|XP_034656877.1|DSUB
OG0010352	LOC108103662|XP_017064708.1|DEUG	LOC117903582|XP_034671692.1|DSUB
OG0010353	LOC108109691|XP_017073789.1|DEUG	LOC117899750|XP_034665892.1|DSUB
OG0010354	LOC108118160|XP_017086208.1|DEUG	LOC117890411|XP_034651117.1|DSUB
OG0010355	LOC108103370|XP_017064305.1|DEUG	LOC117903039|XP_034670661.1|DSUB
OG0010356	LOC108110005|XP_017074332.1|DEUG	LOC117891809|XP_034653390.1|DSUB
OG0010357	LOC108103182|XP_017064057.1|DEUG	LOC117903837|XP_034672180.1|DSUB
