Orthogroup	DEUG.longest_only	AEAL.longest_only
OG0005816	LOC108109357|XP_017073313.1|DEUG	LOC109414141|XP_029718688.1|AEAL, LOC109417340|XP_029709956.1|AEAL
OG0005817	LOC108109533|XP_017073586.1|DEUG	LOC109398867|XP_029709974.1|AEAL, LOC109417346|XP_019546997.2|AEAL
OG0005818	LOC108113641|XP_017079800.1|DEUG	LOC109398893|XP_029716801.1|AEAL, LOC115261355|XP_029718726.1|AEAL
OG0005819	LOC108116229|XP_017083509.1|DEUG	LOC109398870|XP_019526861.2|AEAL, LOC109429215|XP_019560658.2|AEAL
OG0005820	LOC108116231|XP_017083510.1|DEUG	LOC109429213|XP_019560648.2|AEAL, LOC115261342|XP_029718655.1|AEAL
OG0005821	LOC108116237|XP_017083517.1|DEUG	LOC109429202|XP_019560636.1|AEAL, LOC115269340|XP_029733855.1|AEAL
OG0005822	LOC108106981|XP_017069806.1|DEUG	LOC109429201|XP_019560634.1|AEAL, LOC109398849|XP_019526835.2|AEAL
OG0005823	LOC108105350|XP_017067351.1|DEUG	LOC109429199|XP_019560632.2|AEAL, LOC115269341|XP_029733856.1|AEAL
OG0005824	LOC108116167|XP_017083392.1|DEUG	LOC109398877|XP_019526869.2|AEAL
OG0005825	LOC108113948|XP_017080149.1|DEUG	LOC109429187|XP_029718777.1|AEAL, LOC109398834|XP_029718812.1|AEAL
OG0005826	LOC108104984|XP_017066849.1|DEUG	LOC109398869|XP_019526859.1|AEAL, LOC109429184|XP_019560612.1|AEAL
OG0005827	LOC108113525|XP_017079607.1|DEUG	LOC109398801|XP_029718779.1|AEAL, LOC109429182|XP_019560610.2|AEAL
OG0005828	LOC108107961|XP_017071289.1|DEUG	LOC115254064|XP_029718366.1|AEAL, LOC109398804|XP_019526763.1|AEAL
OG0005829	LOC108109543|XP_017073601.1|DEUG	LOC109398798|XP_029718784.1|AEAL, LOC109429177|XP_019560598.2|AEAL
OG0005830	LOC108108125|XP_017071535.1|DEUG	LOC109398830|XP_029730080.1|AEAL, LOC109429151|XP_029718850.1|AEAL
OG0005831	LOC108108245|XP_017071703.1|DEUG	LOC109409025|XP_019537985.2|AEAL, LOC109429145|XP_019560540.2|AEAL
OG0005832	LOC108108218|XP_017071675.1|DEUG	LOC109429144|XP_029718851.1|AEAL, LOC109409024|XP_029730076.1|AEAL
OG0005833	LOC108107841|XP_017071083.1|DEUG	LOC115253678|XP_029718871.1|AEAL
OG0005834	LOC108107846|XP_017071089.1|DEUG	LOC109409019|XP_029718399.1|AEAL, LOC115267297|XP_029730070.1|AEAL, LOC109429132|XP_019560526.1|AEAL
OG0005835	LOC108107594|XP_017070646.1|DEUG	LOC115261402|XP_029718877.1|AEAL, LOC109429124|XP_019560518.2|AEAL
OG0005836	LOC108108594|XP_017072180.1|DEUG	LOC109429122|XP_019560515.2|AEAL, LOC115261404|XP_029718879.1|AEAL
OG0005837	LOC108116663|XP_017084144.1|DEUG	LOC115253983|XP_029712299.1|AEAL, LOC109429121|XP_019560514.2|AEAL
OG0005838	LOC108111563|XP_017076576.1|DEUG	LOC115261407|XP_029718887.1|AEAL, LOC109429114|XP_019560506.2|AEAL
OG0005839	LOC108110663|XP_017075269.1|DEUG	LOC115261464|XP_029719001.1|AEAL, LOC109429094|XP_019560478.1|AEAL
OG0005840	LOC108105285|XP_017067263.1|DEUG	LOC115261463|XP_029719000.1|AEAL, LOC109429093|XP_019560477.2|AEAL
OG0005841	LOC108115109|XP_017081848.1|DEUG	LOC109427199|XP_029714107.1|AEAL
OG0005842	LOC108104396|XP_017065924.1|DEUG	LOC115261167|XP_029718386.1|AEAL, LOC109427209|XP_019558259.1|AEAL
OG0005843	LOC108105998|XP_017068325.1|DEUG	LOC109427217|XP_019558269.2|AEAL, LOC115257318|XP_029712635.1|AEAL
OG0005844	LOC108108531|XP_017072092.1|DEUG	LOC109427216|XP_019558268.2|AEAL, LOC115261449|XP_029718979.1|AEAL
OG0005845	LOC108115011|XP_017081742.1|DEUG	LOC109427232|XP_029718975.1|AEAL, LOC115261425|XP_029718934.1|AEAL
OG0005846	LOC108109461|XP_017073448.1|DEUG	LOC109411600|XP_029718920.1|AEAL, LOC109427233|XP_029718973.1|AEAL
OG0005847	LOC108108314|XP_017071826.1|DEUG	LOC109427242|XP_029718968.1|AEAL, LOC115261420|XP_029718916.1|AEAL, LOC109411608|XP_029715622.1|AEAL
OG0005848	LOC108104934|XP_017066777.1|DEUG	LOC109428128|XP_029717174.1|AEAL
OG0005849	LOC108104324|XP_017065796.1|DEUG	LOC115261645|XP_029719405.1|AEAL, LOC115259955|XP_029716612.1|AEAL, LOC109428138|XP_029734284.1|AEAL
OG0005850	LOC108103623|XP_017064657.1|DEUG	LOC109406888|XP_029732901.1|AEAL, LOC109404443|XP_029719087.1|AEAL
OG0005851	LOC108107003|XP_017069833.1|DEUG	LOC109404496|XP_019532934.2|AEAL
OG0005852	LOC108116430|XP_017083813.1|DEUG	LOC109406323|XP_029719067.1|AEAL, LOC115261480|XP_029719036.1|AEAL, LOC109404494|XP_029719106.1|AEAL
OG0005853	LOC108117369|XP_017085246.1|DEUG	LOC115261190|XP_029718396.1|AEAL, LOC109404996|XP_019533524.2|AEAL, LOC115261187|XP_029718395.1|AEAL, LOC109416158|XP_019545675.2|AEAL
OG0005854	LOC108115141|XP_017081926.1|DEUG	LOC109416154|XP_029719202.1|AEAL, LOC115261532|XP_029719230.1|AEAL
OG0005855	LOC108110295|XP_017074784.1|DEUG	LOC109404990|XP_029720544.1|AEAL, LOC109416152|XP_029719203.1|AEAL
OG0005856	LOC108115209|XP_017082033.1|DEUG	LOC115261553|XP_029719273.1|AEAL, LOC109432839|XP_029719269.1|AEAL
OG0005857	LOC108109856|XP_017074166.1|DEUG, LOC108117104|XP_017084809.1|DEUG	LOC109432824|XP_019564713.1|AEAL
OG0005858	LOC108111818|XP_017076911.1|DEUG	LOC115256033|XP_029710134.1|AEAL, LOC115254219|XP_029733008.1|AEAL, LOC109419430|XP_029733010.1|AEAL
OG0005859	LOC108102686|XP_017063315.1|DEUG	LOC115254220|XP_029733108.1|AEAL, LOC109406242|XP_019534846.1|AEAL
OG0005860	LOC108116203|XP_017083451.1|DEUG	LOC109406269|XP_019534893.1|AEAL
OG0005861	LOC108109364|XP_017073322.1|DEUG	LOC109406727|XP_029719589.1|AEAL
OG0005862	LOC108104545|XP_017066174.1|DEUG	LOC109411945|XP_029733029.1|AEAL, LOC109406730|XP_029733036.1|AEAL
OG0005863	LOC108109248|XP_017073219.1|DEUG	LOC109406736|XP_019535325.2|AEAL
OG0005864	LOC108109463|XP_017073466.1|DEUG	LOC109406735|XP_019535324.1|AEAL
OG0005865	LOC108117487|XP_017085452.1|DEUG	LOC109417151|XP_019546822.2|AEAL
OG0005866	LOC108106337|XP_017068802.1|DEUG	LOC109411968|XP_019541178.2|AEAL
OG0005867	LOC108106702|XP_017069811.1|DEUG	LOC109424550|XP_029714375.1|AEAL
OG0005868	LOC108106770|XP_017069498.1|DEUG	LOC109428759|XP_019560141.2|AEAL, LOC109424532|XP_019555251.2|AEAL, LOC115269437|XP_029734061.1|AEAL
OG0005869	LOC108110319|XP_017074825.1|DEUG	LOC115269401|XP_029733939.1|AEAL, LOC109428764|XP_019560143.2|AEAL, LOC109424530|XP_019555248.2|AEAL
OG0005870	LOC108104432|XP_017065978.1|DEUG	LOC109428771|XP_019560154.2|AEAL, LOC115269443|XP_029734065.1|AEAL, LOC109424523|XP_019555237.2|AEAL
OG0005871	LOC108118392|XP_017086558.1|DEUG	LOC115269423|XP_029734001.1|AEAL, LOC109424519|XP_019555233.2|AEAL, LOC109428774|XP_019560159.2|AEAL
OG0005872	LOC108109554|XP_017073614.1|DEUG	LOC115269445|XP_029734070.1|AEAL, LOC109428775|XP_019560160.2|AEAL, LOC115254233|XP_029734076.1|AEAL
OG0005873	LOC108108292|XP_017071785.1|DEUG	LOC109397770|XP_029712676.1|AEAL, LOC115269408|XP_029733952.1|AEAL, LOC115269411|XP_029733982.1|AEAL
OG0005874	LOC108110057|XP_017074423.1|DEUG	LOC109397769|XP_029733970.1|AEAL, LOC109419483|XP_029733963.1|AEAL
OG0005876	LOC108110294|XP_017074781.1|DEUG	LOC109400174|XP_019528195.1|AEAL
OG0005877	LOC108104938|XP_017066785.1|DEUG	LOC109405394|XP_019534003.2|AEAL, LOC115253429|XP_029724180.1|AEAL, LOC109399541|XP_019527562.1|AEAL
OG0005879	LOC108117459|XP_017085372.1|DEUG	LOC109401665|XP_029724219.1|AEAL, LOC115264563|XP_029724247.1|AEAL
OG0005880	LOC108108814|XP_017072489.1|DEUG	LOC115254126|XP_029724261.1|AEAL, LOC109431986|XP_029724302.1|AEAL
OG0005881	LOC108106025|XP_017068363.1|DEUG	LOC109431314|XP_019563078.1|AEAL, LOC109432011|XP_019563859.1|AEAL
OG0005882	LOC108102984|XP_017063783.1|DEUG	LOC115254127|XP_029724297.1|AEAL, LOC109431308|XP_029724263.1|AEAL, LOC109432014|XP_029724298.1|AEAL
OG0005883	LOC108104678|XP_017066358.1|DEUG	LOC109431984|XP_029716956.1|AEAL, LOC109431283|XP_029724266.1|AEAL
OG0005884	LOC108114563|XP_017081102.1|DEUG	LOC109432013|XP_029716957.1|AEAL, LOC109431312|XP_029724270.1|AEAL
OG0005885	LOC108105985|XP_017068304.1|DEUG	LOC109431310|XP_019563072.2|AEAL
OG0005886	LOC108107561|XP_017070604.1|DEUG	LOC109431288|XP_019563048.2|AEAL
OG0005887	LOC108105996|XP_017068322.1|DEUG	LOC109431990|XP_029710255.1|AEAL, LOC109431292|XP_019563053.2|AEAL
OG0005888	LOC108116768|XP_017084286.1|DEUG	LOC109432009|XP_029724272.1|AEAL
OG0005889	LOC108108026|XP_017071379.1|DEUG	LOC109431296|XP_029724276.1|AEAL, LOC109431997|XP_019563845.2|AEAL
OG0005890	LOC108103683|XP_017064761.1|DEUG	LOC109407704|XP_019536398.2|AEAL, LOC109431239|XP_019563003.2|AEAL
OG0005891	LOC108114447|XP_017080935.1|DEUG	LOC109407707|XP_019536402.1|AEAL, LOC109431242|XP_019563009.1|AEAL
OG0005892	LOC108114543|XP_017081077.1|DEUG	LOC109407702|XP_019536396.2|AEAL
OG0005893	LOC108104297|XP_017065760.1|DEUG	LOC109431235|XP_029724397.1|AEAL, LOC109420155|XP_029724334.1|AEAL
OG0005894	LOC108104298|XP_017065761.1|DEUG	LOC109431244|XP_019563016.2|AEAL, LOC109420150|XP_029724315.1|AEAL, LOC115264608|XP_029724335.1|AEAL
OG0005895	LOC108104299|XP_017065762.1|DEUG	LOC109420152|XP_019550014.1|AEAL, LOC115264609|XP_029724336.1|AEAL, LOC109431246|XP_019563018.2|AEAL
OG0005896	LOC108114638|XP_017081196.1|DEUG	LOC109431247|XP_029724338.1|AEAL, LOC109420149|XP_029724608.1|AEAL
OG0005898	LOC108110039|XP_017074386.1|DEUG	LOC115254134|XP_029724506.1|AEAL, LOC109402884|XP_029724486.1|AEAL, LOC109401542|XP_029724542.1|AEAL
OG0005899	LOC108113225|XP_017079251.1|DEUG	LOC115260866|XP_029718053.1|AEAL
OG0005900	LOC108110864|XP_017075600.1|DEUG	LOC115260379|XP_029717201.1|AEAL
OG0005901	LOC108112953|XP_017078842.1|DEUG	LOC109406493|XP_029713515.1|AEAL
OG0005902	LOC108106512|XP_017069095.1|DEUG	LOC109418761|XP_019548532.2|AEAL
OG0005903	LOC108116377|XP_017083706.1|DEUG	LOC109406496|XP_019535125.1|AEAL
OG0005904	LOC108116659|XP_017084139.1|DEUG	LOC109418764|XP_019548534.2|AEAL
OG0005905	LOC108107887|XP_017071166.1|DEUG	LOC109418769|XP_029713545.1|AEAL
OG0005906	LOC108108508|XP_017072065.1|DEUG	LOC109418781|XP_029712993.1|AEAL
OG0005907	LOC108114335|XP_017080750.1|DEUG	LOC109403280|XP_029713011.1|AEAL
OG0005908	LOC108117348|XP_017085210.1|DEUG	LOC115257503|XP_029713015.1|AEAL, LOC109418824|XP_019548598.1|AEAL
OG0005909	LOC108108805|XP_017072477.1|DEUG	LOC109418825|XP_019548604.2|AEAL
OG0005910	LOC108113083|XP_017079018.1|DEUG	LOC109405798|XP_019534400.1|AEAL
OG0005911	LOC108113084|XP_017079019.1|DEUG	LOC109418841|XP_019548621.2|AEAL
OG0005912	LOC108112657|XP_017078276.1|DEUG	LOC109405818|XP_019534423.2|AEAL, LOC115258006|XP_029713861.1|AEAL
OG0005913	LOC108115652|XP_017082696.1|DEUG	LOC109420345|XP_019550214.2|AEAL
OG0005914	LOC108106264|XP_017068719.1|DEUG	LOC109401679|XP_019529811.2|AEAL
OG0005915	LOC108106586|XP_017069257.1|DEUG	LOC109401684|XP_019529818.2|AEAL
OG0005916	LOC108109184|XP_017073103.1|DEUG	LOC115257457|XP_029712913.1|AEAL
OG0005917	LOC108111909|XP_017077037.1|DEUG	LOC109420401|XP_019550275.2|AEAL
OG0005918	LOC108117438|XP_017085347.1|DEUG	LOC109420402|XP_019550276.2|AEAL
OG0005919	LOC108104758|XP_017066482.1|DEUG	LOC109402333|XP_019530544.2|AEAL
OG0005920	LOC108113067|XP_017078994.1|DEUG	LOC115257418|XP_029712860.1|AEAL, LOC109433189|XP_029713707.1|AEAL, LOC115257399|XP_029712815.1|AEAL
OG0005921	LOC108113715|XP_017079889.1|DEUG	LOC115257451|XP_029712908.1|AEAL, LOC109402272|XP_019530469.1|AEAL, LOC109433176|XP_019565119.2|AEAL
OG0005922	LOC108104385|XP_017065911.1|DEUG	LOC109399959|XP_019527972.2|AEAL
OG0005923	LOC108108224|XP_017071681.1|DEUG	LOC109403454|XP_019531830.1|AEAL
OG0005924	LOC108106011|XP_017068346.1|DEUG	LOC109433195|XP_019565148.2|AEAL
OG0005925	LOC108108197|XP_017071638.1|DEUG	LOC109403401|XP_019531770.2|AEAL, LOC115257517|XP_029713067.1|AEAL
OG0005926	LOC108103432|XP_017064391.1|DEUG	LOC115257751|XP_029713528.1|AEAL, LOC115257750|XP_029713527.1|AEAL
OG0005927	LOC108115298|XP_017082182.1|DEUG	LOC109417183|XP_029713022.1|AEAL, LOC109422422|XP_029712954.1|AEAL
OG0005928	LOC108109693|XP_017073793.1|DEUG	LOC109422424|XP_029713023.1|AEAL, LOC109417184|XP_029728078.1|AEAL, LOC115253551|XP_029712961.1|AEAL
OG0005929	LOC108114195|XP_017080502.1|DEUG	LOC109422420|XP_019552761.2|AEAL, LOC115257531|XP_029713112.1|AEAL
OG0005930	LOC108106336|XP_017068800.1|DEUG	LOC109424500|XP_019555214.2|AEAL
OG0005931	LOC108114920|XP_017081596.1|DEUG	LOC109422403|XP_029708331.1|AEAL
OG0005932	LOC108113122|XP_017079112.1|DEUG	LOC115254788|XP_029708333.1|AEAL, LOC109424496|XP_029733211.1|AEAL
OG0005933	LOC108104537|XP_017066160.1|DEUG	LOC109422396|XP_019552719.1|AEAL, LOC109424492|XP_019555196.1|AEAL
OG0005934	LOC108106494|XP_017069073.1|DEUG	LOC109424489|XP_029733683.1|AEAL, LOC109422391|XP_019552712.1|AEAL
OG0005935	LOC108116771|XP_017084290.1|DEUG	LOC109424486|XP_029733680.1|AEAL
OG0005936	LOC108107167|XP_017070069.1|DEUG	LOC109424482|XP_019555175.2|AEAL
OG0005937	LOC108116774|XP_017084294.1|DEUG	LOC109424481|XP_019555174.2|AEAL, LOC109422383|XP_019552694.2|AEAL
OG0005938	LOC108112944|XP_017078830.1|DEUG	LOC109422214|XP_029716832.1|AEAL
OG0005939	LOC108102966|XP_017063756.1|DEUG	LOC115263964|XP_029723123.1|AEAL, LOC109424468|XP_029716840.1|AEAL, LOC115266982|XP_029729573.1|AEAL
OG0005940	LOC108112840|XP_017078637.1|DEUG	LOC109424462|XP_029716849.1|AEAL, LOC109422366|XP_029729576.1|AEAL
OG0005941	LOC108107436|XP_017070462.1|DEUG	LOC109424461|XP_019555139.2|AEAL, LOC109422365|XP_029716857.1|AEAL
OG0005943	LOC108114904|XP_017081566.1|DEUG	LOC109424411|XP_029708133.1|AEAL
OG0005944	LOC108114919|XP_017081595.1|DEUG	LOC109422314|XP_019552547.2|AEAL
OG0005945	LOC108112769|XP_017078521.1|DEUG	LOC109424416|XP_019555062.2|AEAL
OG0005946	LOC108112307|XP_017077621.1|DEUG	LOC109422334|XP_029708140.1|AEAL
OG0005947	LOC108112538|XP_017077953.1|DEUG	LOC109422212|XP_029708141.1|AEAL
OG0005948	LOC108108555|XP_017072125.1|DEUG	LOC109415954|XP_019545468.2|AEAL
OG0005949	LOC108108678|XP_017072272.1|DEUG	LOC109418710|XP_019548495.1|AEAL
OG0005950	LOC108112296|XP_017077613.1|DEUG	LOC109418687|XP_029712979.1|AEAL, LOC109412913|XP_029712890.1|AEAL
OG0005952	LOC108112287|XP_017077603.1|DEUG	LOC109418673|XP_029719583.1|AEAL
OG0005953	LOC108115547|XP_017082541.1|DEUG	LOC109418671|XP_019548430.2|AEAL
OG0005954	LOC108115534|XP_017082525.1|DEUG	LOC109414787|XP_029719582.1|AEAL
OG0005955	LOC108109865|XP_017074146.1|DEUG	LOC109418654|XP_019548419.2|AEAL, LOC109414791|XP_029717003.1|AEAL
OG0005956	LOC108112879|XP_017078713.1|DEUG	LOC109413135|XP_029713064.1|AEAL
OG0005957	LOC108117556|XP_017085554.1|DEUG	LOC109418572|XP_019548329.2|AEAL, LOC115267032|XP_029729672.1|AEAL
OG0005958	LOC108113656|XP_017079817.1|DEUG	LOC109413133|XP_019542400.2|AEAL
OG0005959	LOC108110907|XP_017075657.1|DEUG	LOC109418555|XP_019548308.1|AEAL
OG0005960	LOC108106040|XP_017068380.1|DEUG	LOC109418537|XP_029730656.1|AEAL, LOC109413098|XP_029712775.1|AEAL
OG0005961	LOC108112653|XP_017078273.1|DEUG	LOC109418536|XP_019548284.2|AEAL, LOC109413096|XP_029713610.1|AEAL
OG0005962	LOC108108872|XP_017072579.1|DEUG	LOC109418515|XP_019548268.2|AEAL, LOC115257666|XP_029713365.1|AEAL
OG0005963	LOC108112457|XP_017077802.1|DEUG	LOC109413084|XP_019542322.2|AEAL, LOC109418512|XP_019548264.2|AEAL
OG0005964	LOC108113200|XP_017079219.1|DEUG	LOC109413077|XP_029718224.1|AEAL, LOC115257505|XP_029713031.1|AEAL
OG0005965	LOC108104811|XP_017066582.1|DEUG	LOC109418501|XP_019548247.2|AEAL
OG0005966	LOC108106745|XP_017069472.1|DEUG	LOC109413065|XP_029713281.1|AEAL
OG0005967	LOC108109165|XP_017073077.1|DEUG	LOC109431049|XP_019562730.1|AEAL
OG0005968	LOC108109280|XP_017073261.1|DEUG	LOC109431047|XP_019562725.2|AEAL
OG0005969	LOC108107452|XP_017070490.1|DEUG	LOC109431036|XP_029721497.1|AEAL
OG0005970	LOC108114664|XP_017081232.1|DEUG	LOC109425895|XP_019556825.2|AEAL, LOC115253694|XP_029721475.1|AEAL, LOC109433004|XP_029721468.1|AEAL
OG0005971	LOC108106416|XP_017068928.1|DEUG	LOC109413547|XP_029721444.1|AEAL, LOC115253462|XP_029721427.1|AEAL
OG0005972	LOC108114530|XP_017081054.1|DEUG	LOC109425617|XP_029721436.1|AEAL, LOC109413550|XP_029721428.1|AEAL
OG0005973	LOC108107562|XP_017070608.1|DEUG	LOC115262749|XP_029721407.1|AEAL, LOC109407900|XP_019536624.2|AEAL
OG0005974	LOC108114328|XP_017080736.1|DEUG	LOC109407899|XP_029721403.1|AEAL, LOC109413559|XP_029716868.1|AEAL
OG0005975	LOC108114618|XP_017081174.1|DEUG	LOC109413565|XP_019542796.2|AEAL
OG0005977	LOC108109252|XP_017073223.1|DEUG	LOC109413570|XP_019542801.1|AEAL
OG0005978	LOC108112479|XP_017077827.1|DEUG	LOC115262295|XP_029720557.1|AEAL, LOC109413575|XP_019542809.2|AEAL
OG0005979	LOC108112049|XP_017077291.1|DEUG	LOC115262731|XP_029721346.1|AEAL, LOC109401265|XP_029721396.1|AEAL, LOC109413582|XP_029715513.1|AEAL
OG0005980	LOC108113360|XP_017079413.1|DEUG	LOC109401293|XP_019529336.2|AEAL, LOC109413600|XP_029721278.1|AEAL
OG0005981	LOC108104348|XP_017065842.1|DEUG	LOC109413608|XP_029721275.1|AEAL, LOC109401236|XP_019529244.1|AEAL
OG0005982	LOC108113317|XP_017079362.1|DEUG	LOC109413610|XP_019542857.2|AEAL, LOC109401284|XP_019529321.2|AEAL
OG0005983	LOC108105029|XP_017066915.1|DEUG	LOC115262744|XP_029721383.1|AEAL, LOC109401306|XP_019529354.2|AEAL
OG0005984	LOC108105368|XP_017067390.1|DEUG	LOC109401243|XP_019529255.2|AEAL, LOC109623316|XP_019933387.2|AEAL, LOC115262705|XP_029721237.1|AEAL
OG0005985	LOC108111852|XP_017076950.1|DEUG	LOC109623312|XP_019933385.2|AEAL, LOC115262707|XP_029721242.1|AEAL, LOC109401291|XP_029721566.1|AEAL
OG0005986	LOC108117621|XP_017085638.1|DEUG	LOC109623309|XP_019933382.2|AEAL, LOC115262708|XP_029721244.1|AEAL, LOC109401314|XP_019529361.2|AEAL
OG0005987	LOC108105069|XP_017066978.1|DEUG	LOC109623305|XP_029721247.1|AEAL, LOC109401247|XP_029721565.1|AEAL
OG0005988	LOC108106610|XP_017069298.1|DEUG	LOC109623291|XP_029707566.1|AEAL, LOC109401182|XP_029712142.1|AEAL
OG0005989	LOC108106520|XP_017069114.1|DEUG	LOC109401152|XP_019931319.1|AEAL
OG0005990	LOC108113013|XP_017078923.1|DEUG	LOC109401151|XP_019529172.2|AEAL
OG0005991	LOC108104496|XP_017066099.1|DEUG	LOC109401160|XP_019529179.1|AEAL
OG0005992	LOC108114573|XP_017081113.1|DEUG	LOC109401156|XP_019529174.2|AEAL
OG0005993	LOC108114574|XP_017081114.1|DEUG	LOC109401157|XP_029712135.1|AEAL
OG0005994	LOC108108712|XP_017072333.1|DEUG	LOC109401167|XP_019529192.1|AEAL
OG0005995	LOC108114714|XP_017081305.1|DEUG	LOC109623256|XP_029712134.1|AEAL
OG0005996	LOC108108690|XP_017072284.1|DEUG	LOC109401143|XP_019529168.1|AEAL
OG0005997	LOC108113136|XP_017079132.1|DEUG	LOC109426901|XP_019558002.1|AEAL, LOC109623321|XP_019933415.1|AEAL
OG0005998	LOC108104253|XP_017065691.1|DEUG	LOC115262694|XP_029721197.1|AEAL, LOC109426903|XP_029721181.1|AEAL, LOC109426865|XP_029721196.1|AEAL
OG0005999	LOC108104738|XP_017066464.1|DEUG	LOC109426921|XP_029720837.1|AEAL, LOC115262689|XP_029721188.1|AEAL
OG0006000	LOC108112595|XP_017078134.1|DEUG	LOC109426924|XP_019558029.2|AEAL
OG0006001	LOC108107624|XP_017070682.1|DEUG	LOC109426876|XP_029721163.1|AEAL, LOC115266854|XP_029729322.1|AEAL
OG0006002	LOC108107284|XP_017070227.1|DEUG	LOC109623351|XP_019933453.2|AEAL
OG0006003	LOC108104300|XP_017065763.1|DEUG	LOC109427043|XP_019558137.1|AEAL
OG0006004	LOC108114966|XP_017081662.1|DEUG	LOC109401606|XP_019529727.2|AEAL
OG0006006	LOC108109096|XP_017072968.1|DEUG	LOC109424734|XP_019555465.2|AEAL
OG0006007	LOC108111618|XP_017076637.1|DEUG	LOC109424722|XP_029721098.1|AEAL
OG0006008	LOC108110931|XP_017075701.1|DEUG	LOC109424719|XP_029721099.1|AEAL
OG0006009	LOC108114363|XP_017080799.1|DEUG	LOC109424714|XP_029721104.1|AEAL
OG0006010	LOC108108727|XP_017072349.1|DEUG	LOC109424682|XP_029721116.1|AEAL
OG0006011	LOC108104647|XP_017066316.1|DEUG	LOC109424681|XP_019555391.2|AEAL
OG0006012	LOC108114194|XP_017080494.1|DEUG	LOC109424676|XP_029721028.1|AEAL, LOC115259975|XP_029716629.1|AEAL
OG0006013	LOC108112121|XP_017077361.1|DEUG	LOC109412033|XP_029721014.1|AEAL
OG0006014	LOC108104009|XP_017065322.1|DEUG	LOC109412042|XP_019541229.2|AEAL
OG0006015	LOC108106530|XP_017069154.1|DEUG	LOC109412048|XP_019541236.1|AEAL
OG0006016	LOC108104535|XP_017066158.1|DEUG	LOC109424657|XP_019555372.2|AEAL
OG0006017	LOC108106760|XP_017069489.1|DEUG	LOC109412056|XP_019541246.2|AEAL
OG0006018	LOC108111991|XP_017077208.1|DEUG	LOC109412058|XP_019541248.1|AEAL
OG0006019	LOC108113296|XP_017079336.1|DEUG	LOC109412061|XP_019541254.2|AEAL
OG0006020	LOC108114466|XP_017080963.1|DEUG	LOC109408624|XP_019537506.1|AEAL, LOC109424644|XP_019555351.2|AEAL
OG0006021	LOC108107966|XP_017071295.1|DEUG	LOC109424642|XP_029720881.1|AEAL, LOC109408623|XP_029720903.1|AEAL
OG0006022	LOC108111066|XP_017075883.1|DEUG	LOC109421953|XP_029720887.1|AEAL, LOC109408617|XP_029720913.1|AEAL
OG0006023	LOC108113603|XP_017079747.1|DEUG	LOC109421944|XP_029720925.1|AEAL
OG0006024	LOC108103795|XP_017064915.1|DEUG	LOC109432678|XP_029720946.1|AEAL, LOC109421922|XP_029721012.1|AEAL
OG0006025	LOC108106522|XP_017069119.1|DEUG	LOC109421919|XP_029721001.1|AEAL, LOC109432664|XP_029720876.1|AEAL
OG0006026	LOC108115645|XP_017082688.1|DEUG	LOC115267705|XP_029730716.1|AEAL, LOC109401974|XP_029730709.1|AEAL
OG0006027	LOC108114892|XP_017081539.1|DEUG	LOC109432670|XP_029730759.1|AEAL
OG0006028	LOC108106775|XP_017069505.1|DEUG	LOC115267731|XP_029730785.1|AEAL
OG0006029	LOC108104548|XP_017066178.1|DEUG	LOC109428956|XP_029730788.1|AEAL
OG0006030	LOC108117508|XP_017085485.1|DEUG	LOC115267736|XP_029730793.1|AEAL, LOC109408825|XP_019537750.1|AEAL
OG0006031	LOC108106759|XP_017069487.1|DEUG	LOC109408737|XP_029730795.1|AEAL, LOC109428949|XP_029730749.1|AEAL
OG0006032	LOC108117710|XP_017085751.1|DEUG	LOC109408731|XP_029714133.1|AEAL, LOC109428942|XP_029730801.1|AEAL
OG0006033	LOC108106755|XP_017069484.1|DEUG	LOC109428930|XP_019560315.2|AEAL
OG0006034	LOC108110157|XP_017074568.1|DEUG	LOC115268095|XP_029731975.1|AEAL, LOC109408816|XP_029730825.1|AEAL
OG0006035	LOC108116413|XP_017083786.1|DEUG	LOC109428912|XP_019560298.2|AEAL, LOC115259954|XP_029716613.1|AEAL
OG0006036	LOC108110508|XP_017075077.1|DEUG	LOC109414915|XP_019544311.2|AEAL
OG0006037	LOC108106534|XP_017069161.1|DEUG	LOC109428910|XP_019560296.2|AEAL, LOC109414914|XP_019544310.2|AEAL
OG0006038	LOC108115397|XP_017082323.1|DEUG	LOC109428901|XP_019560282.2|AEAL
OG0006039	LOC108111623|XP_017076646.1|DEUG	LOC109428893|XP_029715550.1|AEAL
OG0006040	LOC108106248|XP_017068703.1|DEUG	LOC109428880|XP_019560263.2|AEAL
OG0006041	LOC108103702|XP_017064787.1|DEUG	LOC115261072|XP_029718307.1|AEAL, LOC109416893|XP_019546543.1|AEAL
OG0006042	LOC108112512|XP_017077889.1|DEUG	LOC109416894|XP_029730889.1|AEAL
OG0006043	LOC108108628|XP_017072217.1|DEUG	LOC109416899|XP_029730883.1|AEAL, LOC109428868|XP_029714134.1|AEAL
OG0006044	LOC108105462|XP_017067551.1|DEUG	LOC109411427|XP_019540486.2|AEAL, LOC109428860|XP_019560241.2|AEAL
OG0006045	LOC108110353|XP_017074881.1|DEUG	LOC115267758|XP_029730856.1|AEAL, LOC109428852|XP_019560227.2|AEAL
OG0006046	LOC108112924|XP_017078805.1|DEUG	LOC115253597|XP_029731030.1|AEAL, LOC109432245|XP_029730679.1|AEAL
