Orthogroup	DEUG.longest_only	DALB.longest_only
OG0008372	LOC108117450|XP_017085356.1|DEUG	LOC117570355|XP_034107816.1|DALB
OG0008373	LOC108110783|XP_017075491.1|DEUG	LOC117563347|XP_034097520.1|DALB
OG0008374	LOC108118311|XP_017086415.1|DEUG	LOC117565698|XP_034100824.1|DALB
OG0008375	LOC108115521|XP_017082511.1|DEUG	LOC117566235|XP_034101674.1|DALB
OG0008376	LOC108102577|XP_017063147.1|DEUG	LOC117563273|XP_034097392.1|DALB
OG0008377	LOC108105667|XP_017067855.1|DEUG	LOC117565554|XP_034100611.1|DALB
OG0008378	LOC108105666|XP_017067854.1|DEUG	LOC117565553|XP_034100609.1|DALB
OG0008379	LOC108103414|XP_017064361.1|DEUG	LOC117565257|XP_034100167.1|DALB
OG0008381	LOC108102664|XP_017063291.1|DEUG	LOC117563606|XP_034097891.1|DALB
OG0008383	LOC108115517|XP_017082505.1|DEUG	LOC117564940|XP_034099785.1|DALB
OG0008384	LOC108104127|XP_017065518.1|DEUG	LOC117564222|XP_034098800.1|DALB
OG0008385	LOC108102694|XP_017063327.1|DEUG	LOC117565435|XP_034100413.1|DALB
OG0008386	LOC108103990|XP_017065267.1|DEUG	LOC117567240|XP_034102981.1|DALB
OG0008387	LOC108111402|XP_017076328.1|DEUG	LOC117573595|XP_034112781.1|DALB
OG0008388	LOC108106140|XP_017068521.1|DEUG	LOC117563353|XP_034097530.1|DALB
OG0008389	LOC108115553|XP_017082548.1|DEUG	LOC117565774|XP_034100941.1|DALB
OG0008390	LOC108115507|XP_017082488.1|DEUG	LOC117563781|XP_034098178.1|DALB
OG0008392	LOC108114486|XP_017080993.1|DEUG	LOC117568581|XP_034105203.1|DALB
OG0008393	LOC108114423|XP_017080899.1|DEUG	LOC117569722|XP_034106879.1|DALB
OG0008394	LOC108108780|XP_017072439.1|DEUG	LOC117567620|XP_034103602.1|DALB
OG0008395	LOC108103167|XP_017064040.1|DEUG	LOC117569532|XP_034106629.1|DALB
OG0008396	LOC108103450|XP_017064425.1|DEUG	LOC117577674|XP_034118457.1|DALB
OG0008397	LOC108104930|XP_017066772.1|DEUG	LOC117576939|XP_034117991.1|DALB
OG0008398	LOC108104977|XP_017066839.1|DEUG	LOC117577902|XP_034118784.1|DALB
OG0008399	LOC108118531|XP_017086769.1|DEUG	LOC117573331|XP_034112372.1|DALB
OG0008400	LOC108103607|XP_017064632.1|DEUG	LOC117569934|XP_034107183.1|DALB
OG0008401	LOC108110745|XP_017075441.1|DEUG	LOC117564128|XP_034098679.1|DALB
OG0008402	LOC108111769|XP_017076823.1|DEUG	LOC117576015|XP_034116412.1|DALB
OG0008403	LOC108111836|XP_017076930.1|DEUG	LOC117573814|XP_034113126.1|DALB
OG0008404	LOC108115369|XP_017082284.1|DEUG	LOC117574059|XP_034113566.1|DALB
OG0008405	LOC108103945|XP_017065194.1|DEUG	LOC117574550|XP_034114316.1|DALB
OG0008406	LOC108109957|XP_017074261.1|DEUG	LOC117569083|XP_034105993.1|DALB
OG0008408	LOC108109739|XP_017073881.1|DEUG	LOC117578088|XP_034119140.1|DALB
OG0008409	LOC108114454|XP_017080943.1|DEUG	LOC117566519|XP_034101951.1|DALB
OG0008410	LOC108116451|XP_017083854.1|DEUG	LOC117576635|XP_034117452.1|DALB
OG0008411	LOC108116394|XP_017083747.1|DEUG	LOC117575754|XP_034116004.1|DALB
OG0008412	LOC108103862|XP_017065058.1|DEUG	LOC117571103|XP_034108979.1|DALB
OG0008413	LOC108107555|XP_017070598.1|DEUG	LOC117571791|XP_034110041.1|DALB
OG0008414	LOC108118543|XP_017086786.1|DEUG	LOC117578123|XP_034119201.1|DALB
OG0008415	LOC108105363|XP_017067378.1|DEUG	LOC117577786|XP_034118602.1|DALB
OG0008416	LOC108106031|XP_017068367.1|DEUG	LOC117573058|XP_034111827.1|DALB
OG0008417	LOC108103319|XP_017064238.1|DEUG	LOC117578319|XP_034119666.1|DALB
OG0008418	LOC108110322|XP_017074836.1|DEUG	LOC117564915|XP_034099763.1|DALB
OG0008419	LOC108105063|XP_017066970.1|DEUG	LOC117578287|XP_034119614.1|DALB
OG0008420	LOC108103880|XP_017065097.1|DEUG	LOC117577698|XP_034118489.1|DALB
OG0008421	LOC108103002|XP_017063809.1|DEUG	LOC117570887|XP_034108679.1|DALB
OG0008422	LOC108103708|XP_017064793.1|DEUG	LOC117568096|XP_034104372.1|DALB
OG0008423	LOC108112241|XP_017077551.1|DEUG	LOC117569845|XP_034107065.1|DALB
OG0008424	LOC108104359|XP_017065857.1|DEUG	LOC117571780|XP_034110032.1|DALB
OG0008425	LOC108111520|XP_017076528.1|DEUG	LOC117575967|XP_034116337.1|DALB
OG0008426	LOC108113000|XP_017078902.1|DEUG	LOC117567901|XP_034104065.1|DALB
OG0008427	LOC108109747|XP_017073900.1|DEUG	LOC117578271|XP_034119585.1|DALB
OG0008428	LOC108109703|XP_017073821.1|DEUG	LOC117577836|XP_034118668.1|DALB
OG0008429	LOC108109586|XP_017073652.1|DEUG	LOC117575584|XP_034115742.1|DALB
OG0008430	LOC108110305|XP_017074804.1|DEUG	LOC117578278|XP_034119596.1|DALB
OG0008432	LOC108115851|XP_017082955.1|DEUG	LOC117573411|XP_034112505.1|DALB
OG0008433	LOC108104010|XP_017065323.1|DEUG	LOC117567731|XP_034103786.1|DALB
OG0008434	LOC108113494|XP_017079568.1|DEUG	LOC117574490|XP_034114219.1|DALB
OG0008436	LOC108112998|XP_017078898.1|DEUG	LOC117569178|XP_034106138.1|DALB
OG0008438	LOC108109552|XP_017073612.1|DEUG	LOC117575325|XP_034115371.1|DALB
OG0008439	LOC108113058|XP_017078979.1|DEUG	LOC117570421|XP_034107945.1|DALB
OG0008440	LOC108115375|XP_017082297.1|DEUG	LOC117575403|XP_034115473.1|DALB
OG0008441	LOC108116767|XP_017084282.1|DEUG	LOC117569990|XP_034107261.1|DALB
OG0008442	LOC108112030|XP_017077264.1|DEUG	LOC117566491|XP_034101919.1|DALB
OG0008443	LOC108118212|XP_017086270.1|DEUG	LOC117571217|XP_034109156.1|DALB
OG0008444	LOC108108503|XP_017072058.1|DEUG	LOC117569482|XP_034106543.1|DALB
OG0008445	LOC108103705|XP_017064790.1|DEUG	LOC117577561|XP_034118286.1|DALB
OG0008446	LOC108103484|XP_017064478.1|DEUG	LOC117577963|XP_034118903.1|DALB
OG0008447	LOC108103889|XP_017065108.1|DEUG	LOC117567154|XP_034102861.1|DALB
OG0008448	LOC108103787|XP_017064906.1|DEUG	LOC117566630|XP_034102065.1|DALB
OG0008449	LOC108103923|XP_017065164.1|DEUG	LOC117578205|XP_034119433.1|DALB
OG0008450	LOC108106051|XP_017068395.1|DEUG	LOC117573887|XP_034113268.1|DALB
OG0008451	LOC108117225|XP_017085045.1|DEUG	LOC117574256|XP_034113877.1|DALB
OG0008452	LOC108110481|XP_017075048.1|DEUG	LOC117565540|XP_034100575.1|DALB
OG0008453	LOC108112445|XP_017077781.1|DEUG	LOC117572528|XP_034111279.1|DALB
OG0008454	LOC108104371|XP_017065873.1|DEUG	LOC117569505|XP_034106582.1|DALB
OG0008455	LOC108107829|XP_017071068.1|DEUG	LOC117572114|XP_034110626.1|DALB
OG0008456	LOC108116446|XP_017083847.1|DEUG	LOC117576492|XP_034117158.1|DALB
OG0008457	LOC108109646|XP_017073715.1|DEUG	LOC117574230|XP_034113830.1|DALB
OG0008459	LOC108105101|XP_017067025.1|DEUG	LOC117573676|XP_034112900.1|DALB
OG0008460	LOC108107109|XP_017069987.1|DEUG	LOC117565695|XP_034100822.1|DALB
OG0008461	LOC108106155|XP_017068547.1|DEUG	LOC117565139|XP_034100002.1|DALB
OG0008462	LOC108111026|XP_017075835.1|DEUG	LOC117564736|XP_034099515.1|DALB
OG0008463	LOC108110740|XP_017075434.1|DEUG	LOC117564122|XP_034098671.1|DALB
OG0008464	LOC108107409|XP_017070425.1|DEUG	LOC117570449|XP_034107998.1|DALB
OG0008465	LOC108112960|XP_017078848.1|DEUG	LOC117567776|XP_034103866.1|DALB
OG0008466	LOC108107325|XP_017070299.1|DEUG	LOC117571723|XP_034109920.1|DALB
OG0008467	LOC108112045|XP_017077286.1|DEUG	LOC117569959|XP_034107222.1|DALB
OG0008468	LOC108104053|XP_017065388.1|DEUG	LOC117564718|XP_034099492.1|DALB
OG0008469	LOC108109970|XP_017074276.1|DEUG	LOC117569182|XP_034106141.1|DALB
OG0008470	LOC108107360|XP_017070352.1|DEUG	LOC117567466|XP_034103376.1|DALB
OG0008472	LOC108112802|XP_017078577.1|DEUG	LOC117567947|XP_034104136.1|DALB
OG0008473	LOC108102918|XP_017063659.1|DEUG	LOC117577824|XP_034118649.1|DALB
OG0008474	LOC108111486|XP_017076462.1|DEUG	LOC117576336|XP_034116901.1|DALB
OG0008476	LOC108103730|XP_017064820.1|DEUG	LOC117576143|XP_034116601.1|DALB
OG0008477	LOC108112016|XP_017077244.1|DEUG	LOC117569048|XP_034105941.1|DALB
OG0008478	LOC108113677|XP_017079842.1|DEUG	LOC117573274|XP_034112246.1|DALB
OG0008479	LOC108109299|XP_017073284.1|DEUG	LOC117572684|XP_034111612.1|DALB
OG0008480	LOC108118217|XP_017086276.1|DEUG	LOC117567606|XP_034103584.1|DALB
OG0008481	LOC108103222|XP_017064110.1|DEUG	LOC117578086|XP_034119138.1|DALB
OG0008482	LOC108108620|XP_017072207.1|DEUG	LOC117568650|XP_034105336.1|DALB
OG0008483	LOC108111028|XP_017075840.1|DEUG	LOC117578379|XP_034119704.1|DALB
OG0008484	LOC108103743|XP_017064839.1|DEUG	LOC117575650|XP_034115828.1|DALB
OG0008485	LOC108113440|XP_017079497.1|DEUG	LOC117565260|XP_034100171.1|DALB
OG0008486	LOC108102339|XP_017062656.1|DEUG	LOC117573257|XP_034112226.1|DALB
OG0008487	LOC108103355|XP_017064289.1|DEUG	LOC117577261|XP_034118138.1|DALB, LOC117577257|XP_034118135.1|DALB, LOC117577260|XP_034118137.1|DALB, LOC117577253|XP_034118130.1|DALB, LOC117570309|XP_034107733.1|DALB, LOC117576787|XP_034117729.1|DALB
OG0008488	LOC108110263|XP_017074740.1|DEUG	LOC117576154|XP_034116618.1|DALB
OG0008490	LOC108113804|XP_017080002.1|DEUG	LOC117574758|XP_034114593.1|DALB
OG0008491	LOC108113680|XP_017079846.1|DEUG	LOC117575778|XP_034116036.1|DALB
OG0008493	LOC108105874|XP_017068138.1|DEUG	LOC117564418|XP_034099040.1|DALB
OG0008494	LOC108112302|XP_017077617.1|DEUG	LOC117568155|XP_034104464.1|DALB
OG0008495	LOC108106646|XP_017069350.1|DEUG	LOC117572772|XP_034111750.1|DALB
OG0008496	LOC108112958|XP_017078847.1|DEUG	LOC117567775|XP_034103865.1|DALB
OG0008497	LOC108109258|XP_017073229.1|DEUG	LOC117568950|XP_034105780.1|DALB
OG0008498	LOC108112359|XP_017077676.1|DEUG, LOC108113362|XP_017079416.1|DEUG	LOC117570769|XP_034108496.1|DALB
OG0008499	LOC108108939|XP_017072681.1|DEUG	LOC117568682|XP_034105381.1|DALB
OG0008500	LOC108104538|XP_017066161.1|DEUG	LOC117568805|XP_034105557.1|DALB
OG0008501	LOC108108571|XP_017072150.1|DEUG	LOC117568787|XP_034105517.1|DALB
OG0008502	LOC108117605|XP_017085619.1|DEUG	LOC117572132|XP_034110660.1|DALB
OG0008503	LOC108109930|XP_017074218.1|DEUG, LOC108109983|XP_017074303.1|DEUG	LOC117569124|XP_034106039.1|DALB
OG0008504	LOC108107727|XP_017070863.1|DEUG	LOC117568113|XP_034104405.1|DALB
OG0008505	LOC108114185|XP_017080483.1|DEUG	LOC117572285|XP_034110884.1|DALB
OG0008506	LOC108114415|XP_017080878.1|DEUG	LOC117570972|XP_034108806.1|DALB
OG0008507	LOC108108649|XP_017072241.1|DEUG	LOC117571011|XP_034108860.1|DALB
OG0008508	LOC108104987|XP_017066853.1|DEUG	LOC117565852|XP_034101064.1|DALB
OG0008509	LOC108110399|XP_017074952.1|DEUG	LOC117566341|XP_034101716.1|DALB
OG0008510	LOC108115195|XP_017082004.1|DEUG	LOC117578264|XP_034119577.1|DALB
OG0008511	LOC108110423|XP_017074979.1|DEUG	LOC117565455|XP_034100446.1|DALB
OG0008512	LOC108106974|XP_017069783.1|DEUG	LOC117566211|XP_034101640.1|DALB
OG0008513	LOC108110515|XP_017075083.1|DEUG	LOC117565406|XP_034100380.1|DALB
OG0008514	LOC108118405|XP_017086570.1|DEUG	LOC117563875|XP_034098324.1|DALB, LOC117564197|XP_034098764.1|DALB, LOC117564196|XP_034098761.1|DALB
OG0008515	LOC108110866|XP_017075602.1|DEUG	LOC117564693|XP_034099458.1|DALB
OG0008516	LOC108109803|XP_017074010.1|DEUG	LOC117571714|XP_034109904.1|DALB
OG0008517	LOC108117339|XP_017085199.1|DEUG, LOC108117336|XP_017085196.1|DEUG, LOC108117370|XP_017085244.1|DEUG	LOC117572279|XP_034110877.1|DALB
OG0008518	LOC108108698|XP_017072293.1|DEUG	LOC117568392|XP_034104895.1|DALB
OG0008519	LOC108106726|XP_017069451.1|DEUG	LOC117569077|XP_034105983.1|DALB
OG0008520	LOC108117208|XP_017085013.1|DEUG	LOC117575933|XP_034116283.1|DALB, LOC117575934|XP_034116285.1|DALB, LOC117575943|XP_034116294.1|DALB, LOC117575932|XP_034116282.1|DALB, LOC117575938|XP_034116290.1|DALB, LOC117575935|XP_034116286.1|DALB
OG0008521	LOC108113512|XP_017079592.1|DEUG, LOC108113510|XP_017079591.1|DEUG	LOC117573931|XP_034113347.1|DALB
OG0008527	LOC108109986|XP_017074309.1|DEUG	LOC117575574|XP_034115734.1|DALB
OG0008528	LOC108104656|XP_017066327.1|DEUG	LOC117569648|XP_034106784.1|DALB
OG0008529	LOC108102430|XP_017062897.1|DEUG	LOC117569409|XP_034106440.1|DALB
OG0008530	LOC108118381|XP_017086545.1|DEUG	LOC117573380|XP_034112436.1|DALB
OG0008531	LOC108117622|XP_017085640.1|DEUG	LOC117575066|XP_034115049.1|DALB
OG0008532	LOC108103982|XP_017065256.1|DEUG	LOC117577557|XP_034118283.1|DALB
OG0008535	LOC108103724|XP_017064812.1|DEUG	LOC117573381|XP_034112462.1|DALB
OG0008536	LOC108103726|XP_017064814.1|DEUG	LOC117574143|XP_034113713.1|DALB
OG0008537	LOC108116870|XP_017084437.1|DEUG	LOC117573680|XP_034112915.1|DALB
OG0008538	LOC108118093|XP_017086135.1|DEUG	LOC117578208|XP_034119436.1|DALB
OG0008539	LOC108106607|XP_017069299.1|DEUG	LOC117565245|XP_034100152.1|DALB
OG0008540	LOC108109354|XP_017073305.1|DEUG	LOC117574299|XP_034113995.1|DALB
OG0008541	LOC108108998|XP_017072753.1|DEUG	LOC117572652|XP_034111523.1|DALB
OG0008542	LOC108108237|XP_017071693.1|DEUG	LOC117567721|XP_034103774.1|DALB
OG0008544	LOC108104484|XP_017066085.1|DEUG	LOC117572339|XP_034110977.1|DALB
OG0008546	LOC108103594|XP_017064611.1|DEUG	LOC117570344|XP_034107789.1|DALB
OG0008547	LOC108109725|XP_017073859.1|DEUG	LOC117568390|XP_034104896.1|DALB
OG0008548	LOC108111437|XP_017076395.1|DEUG	LOC117576684|XP_034117571.1|DALB
OG0008549	LOC108117530|XP_017085517.1|DEUG	LOC117576691|XP_034117578.1|DALB
OG0008550	LOC108110296|XP_017074786.1|DEUG	LOC117568265|XP_034104644.1|DALB, LOC117566451|XP_034101873.1|DALB
OG0008553	LOC108104560|XP_017066192.1|DEUG	LOC117570292|XP_034107704.1|DALB
OG0008554	LOC108118515|XP_017086748.1|DEUG	LOC117563728|XP_034098094.1|DALB
OG0008555	LOC108102442|XP_017062925.1|DEUG	LOC117577088|XP_034118079.1|DALB
OG0008556	LOC108104513|XP_017066122.1|DEUG	LOC117568415|XP_034104949.1|DALB
OG0008557	LOC108111446|XP_017076404.1|DEUG	LOC117576770|XP_034117712.1|DALB
OG0008558	LOC108110757|XP_017075455.1|DEUG	LOC117563540|XP_034097810.1|DALB
OG0008560	LOC108108305|XP_017071815.1|DEUG	LOC117565732|XP_034100871.1|DALB
OG0008561	LOC108115469|XP_017082412.1|DEUG	LOC117564037|XP_034098532.1|DALB
OG0008562	LOC108118266|XP_017086352.1|DEUG	LOC117563398|XP_034097623.1|DALB
OG0008563	LOC108115637|XP_017082679.1|DEUG	LOC117573296|XP_034112292.1|DALB
OG0008564	LOC108110942|XP_017075725.1|DEUG	LOC117563490|XP_034097743.1|DALB
OG0008565	LOC108114208|XP_017080517.1|DEUG	LOC117577948|XP_034118874.1|DALB
OG0008566	LOC108105830|XP_017068064.1|DEUG	LOC117566099|XP_034101459.1|DALB
OG0008569	LOC108103655|XP_017064700.1|DEUG	LOC117571852|XP_034110140.1|DALB
OG0008570	LOC108103692|XP_017064775.1|DEUG	LOC117563284|XP_034097415.1|DALB
OG0008572	LOC108114933|XP_017081606.1|DEUG	LOC117573473|XP_034112592.1|DALB
OG0008573	LOC108103309|XP_017064221.1|DEUG	LOC117573588|XP_034112775.1|DALB
OG0008574	LOC108114311|XP_017080711.1|DEUG	LOC117566806|XP_034102245.1|DALB
OG0008575	LOC108115664|XP_017082712.1|DEUG	LOC117574056|XP_034113558.1|DALB
OG0008576	LOC108102407|XP_017062853.1|DEUG	LOC117574991|XP_034114955.1|DALB
OG0008577	LOC108108175|XP_017071606.1|DEUG	LOC117568823|XP_034105590.1|DALB
OG0008578	LOC108105292|XP_017067273.1|DEUG	LOC117575312|XP_034115357.1|DALB
OG0008581	LOC108108775|XP_017072434.1|DEUG	LOC117568886|XP_034105677.1|DALB
OG0008582	LOC108109757|XP_017073919.1|DEUG	LOC117573750|XP_034113025.1|DALB
OG0008583	LOC108105411|XP_017067447.1|DEUG	LOC117577869|XP_034118718.1|DALB
OG0008584	LOC108104373|XP_017065878.1|DEUG	LOC117571823|XP_034110089.1|DALB
OG0008587	LOC108117194|XP_017084983.1|DEUG	LOC117574798|XP_034114649.1|DALB
OG0008588	LOC108117160|XP_017084922.1|DEUG	LOC117573632|XP_034112831.1|DALB
OG0008589	LOC108103832|XP_017065008.1|DEUG	LOC117575462|XP_034115569.1|DALB
OG0008590	LOC108113614|XP_017079763.1|DEUG	LOC117575772|XP_034116029.1|DALB
OG0008593	LOC108114019|XP_017080254.1|DEUG	LOC117571582|XP_034109689.1|DALB
OG0008594	LOC108117039|XP_017084698.1|DEUG	LOC117573567|XP_034112745.1|DALB
OG0008595	LOC108112828|XP_017078624.1|DEUG	LOC117570441|XP_034107989.1|DALB
OG0008596	LOC108112498|XP_017077866.1|DEUG	LOC117566558|XP_034101991.1|DALB
OG0008597	LOC108116558|XP_017083986.1|DEUG	LOC117575783|XP_034116045.1|DALB
OG0008598	LOC108105093|XP_017067013.1|DEUG	LOC117578269|XP_034119583.1|DALB
OG0008599	LOC108109749|XP_017073905.1|DEUG	LOC117577280|XP_034118151.1|DALB
OG0008600	LOC108110249|XP_017074726.1|DEUG	LOC117574083|XP_034113608.1|DALB
OG0008601	LOC108106857|XP_017069589.1|DEUG	LOC117564025|XP_034098515.1|DALB
OG0008602	LOC108117500|XP_017085469.1|DEUG	LOC117574300|XP_034113996.1|DALB
OG0008603	LOC108116813|XP_017084350.1|DEUG	LOC117575670|XP_034115848.1|DALB
OG0008604	LOC108107412|XP_017070428.1|DEUG	LOC117570446|XP_034107995.1|DALB
OG0008605	LOC108106951|XP_017069716.1|DEUG	LOC117565930|XP_034101205.1|DALB
OG0008606	LOC108102517|XP_017063041.1|DEUG	LOC117565812|XP_034100996.1|DALB
OG0008607	LOC108115351|XP_017082261.1|DEUG	LOC117573415|XP_034112511.1|DALB
OG0008608	LOC108110289|XP_017074774.1|DEUG	LOC117577226|XP_034118110.1|DALB
OG0008609	LOC108116333|XP_017083635.1|DEUG	LOC117575012|XP_034114980.1|DALB
OG0008610	LOC108112200|XP_017077503.1|DEUG	LOC117569963|XP_034107227.1|DALB
OG0008612	LOC108104848|XP_017066654.1|DEUG	LOC117570953|XP_034108780.1|DALB
OG0008613	LOC108115130|XP_017081897.1|DEUG	LOC117575595|XP_034115753.1|DALB
OG0008614	LOC108103768|XP_017064882.1|DEUG	LOC117565531|XP_034100568.1|DALB
OG0008615	LOC108116234|XP_017083514.1|DEUG	LOC117575615|XP_034115780.1|DALB
OG0008616	LOC108109030|XP_017072805.1|DEUG	LOC117574837|XP_034114714.1|DALB
OG0008617	LOC108116578|XP_017084009.1|DEUG	LOC117574477|XP_034114206.1|DALB
OG0008619	LOC108104149|XP_017065538.1|DEUG	LOC117564453|XP_034099125.1|DALB
OG0008620	LOC108109012|XP_017072774.1|DEUG	LOC117570600|XP_034108234.1|DALB
OG0008621	LOC108110118|XP_017074515.1|DEUG	LOC117574530|XP_034114283.1|DALB
OG0008622	LOC108112344|XP_017077661.1|DEUG	LOC117567548|XP_034103497.1|DALB
OG0008623	LOC108106777|XP_017069507.1|DEUG	LOC117571278|XP_034109232.1|DALB
OG0008624	LOC108106585|XP_017069255.1|DEUG	LOC117572418|XP_034111095.1|DALB
OG0008625	LOC108104852|XP_017066659.1|DEUG	LOC117571322|XP_034109299.1|DALB
OG0008626	LOC108103279|XP_017064180.1|DEUG	LOC117571154|XP_034109053.1|DALB
OG0008627	LOC108108297|XP_017071791.1|DEUG	LOC117570001|XP_034107283.1|DALB
OG0008629	LOC108114797|XP_017081398.1|DEUG	LOC117565656|XP_034100765.1|DALB
OG0008630	LOC108102373|XP_017062781.1|DEUG	LOC117573106|XP_034111915.1|DALB
OG0008631	LOC108109414|XP_017073401.1|DEUG	LOC117573701|XP_034112957.1|DALB
OG0008632	LOC108109361|XP_017073318.1|DEUG	LOC117576006|XP_034116401.1|DALB
OG0008633	LOC108106539|XP_017069176.1|DEUG	LOC117567436|XP_034103335.1|DALB
OG0008634	LOC108115003|XP_017081736.1|DEUG	LOC117565672|XP_034100795.1|DALB
OG0008635	LOC108109000|XP_017072755.1|DEUG	LOC117567232|XP_034102954.1|DALB
OG0008636	LOC108111750|XP_017076794.1|DEUG	LOC117576884|XP_034117889.1|DALB
OG0008637	LOC108114700|XP_017081285.1|DEUG	LOC117570115|XP_034107469.1|DALB, LOC117566504|XP_034101936.1|DALB
OG0008639	LOC108115883|XP_017083012.1|DEUG	LOC117575417|XP_034115491.1|DALB
OG0008640	LOC108115408|XP_017082336.1|DEUG, LOC108117156|XP_017084909.1|DEUG	LOC117576063|XP_034116489.1|DALB
OG0008641	LOC108111318|XP_017076202.1|DEUG	LOC117574441|XP_034114169.1|DALB
OG0008642	LOC108117131|XP_017084864.1|DEUG	LOC117575432|XP_034115527.1|DALB, LOC117575062|XP_034115040.1|DALB
OG0008643	LOC108112985|XP_017078885.1|DEUG, LOC108114831|XP_017081461.1|DEUG, LOC108117939|XP_017085972.1|DEUG, LOC108115341|XP_017082253.1|DEUG, LOC108104882|XP_017066703.1|DEUG, LOC108109362|XP_017073320.1|DEUG	LOC117575114|XP_034115104.1|DALB
OG0008644	LOC108111465|XP_017076425.1|DEUG	LOC117575816|XP_034116102.1|DALB
OG0008645	LOC108118472|XP_017086685.1|DEUG	LOC117564468|XP_034099155.1|DALB
OG0008646	LOC108103051|XP_017063854.1|DEUG	LOC117565004|XP_034099840.1|DALB
OG0008647	LOC108110555|XP_017075134.1|DEUG	LOC117565300|XP_034100228.1|DALB
OG0008648	LOC108118428|XP_017086600.1|DEUG	LOC117564956|XP_034099802.1|DALB
OG0008649	LOC108112354|XP_017077671.1|DEUG	LOC117571518|XP_034109581.1|DALB
OG0008650	LOC108116286|XP_017083561.1|DEUG	LOC117576118|XP_034116567.1|DALB
OG0008651	LOC108106256|XP_017068709.1|DEUG	LOC117570795|XP_034108541.1|DALB
OG0008652	LOC108113338|XP_017079386.1|DEUG	LOC117570492|XP_034108076.1|DALB
OG0008653	LOC108112418|XP_017077750.1|DEUG	LOC117571515|XP_034109579.1|DALB
OG0008654	LOC108107465|XP_017070502.1|DEUG	LOC117568374|XP_034104868.1|DALB
OG0008655	LOC108104444|XP_017065994.1|DEUG	LOC117569601|XP_034106727.1|DALB
OG0008656	LOC108103656|XP_017064702.1|DEUG	LOC117564856|XP_034099689.1|DALB
OG0008657	LOC108104328|XP_017065804.1|DEUG	LOC117564669|XP_034099427.1|DALB, LOC117564661|XP_034099416.1|DALB, LOC117564589|XP_034099329.1|DALB, LOC117564580|XP_034099317.1|DALB
OG0008658	LOC108109731|XP_017073865.1|DEUG	LOC117571182|XP_034109102.1|DALB, LOC117578211|XP_034119464.1|DALB, LOC117576581|XP_034117352.1|DALB
OG0008659	LOC108114010|XP_017080246.1|DEUG	LOC117570660|XP_034108337.1|DALB
OG0008661	LOC108104628|XP_017066292.1|DEUG	LOC117566594|XP_034102027.1|DALB, LOC117571089|XP_034108964.1|DALB
OG0008662	LOC108116747|XP_017084255.1|DEUG	LOC117570646|XP_034108304.1|DALB
OG0008663	LOC108108811|XP_017072486.1|DEUG	LOC117570073|XP_034107403.1|DALB
OG0008664	LOC108102765|XP_017063412.1|DEUG	LOC117572612|XP_034111453.1|DALB
OG0008665	LOC108105724|XP_017067928.1|DEUG	LOC117563355|XP_034097535.1|DALB
OG0008666	LOC108108701|XP_017072296.1|DEUG	LOC117571235|XP_034109178.1|DALB
OG0008667	LOC108107945|XP_017071265.1|DEUG	LOC117570956|XP_034108782.1|DALB
OG0008668	LOC108102778|XP_017063427.1|DEUG	LOC117571046|XP_034108905.1|DALB
OG0008669	LOC108105136|XP_017067058.1|DEUG	LOC117565518|XP_034100545.1|DALB
OG0008670	LOC108111680|XP_017076709.1|DEUG	LOC117575071|XP_034115053.1|DALB
OG0008671	LOC108108129|XP_017071542.1|DEUG	LOC117564708|XP_034099479.1|DALB
OG0008672	LOC108118476|XP_017086692.1|DEUG	LOC117564635|XP_034099388.1|DALB
OG0008673	LOC108106068|XP_017068415.1|DEUG	LOC117565143|XP_034100014.1|DALB
OG0008679	LOC108103188|XP_017064064.1|DEUG	LOC117577868|XP_034118715.1|DALB
OG0008680	LOC108104318|XP_017065791.1|DEUG	LOC117578024|XP_034119015.1|DALB
OG0008681	LOC108118384|XP_017086548.1|DEUG	LOC117577369|XP_034118185.1|DALB
OG0008683	LOC108104387|XP_017065912.1|DEUG	LOC117578203|XP_034119430.1|DALB
OG0008685	LOC108112303|XP_017077618.1|DEUG	LOC117570982|XP_034108820.1|DALB, LOC117570984|XP_034108821.1|DALB, LOC117568653|XP_034105341.1|DALB
OG0008686	LOC108115679|XP_017082735.1|DEUG	LOC117573865|XP_034113231.1|DALB
OG0008687	LOC108107262|XP_017070181.1|DEUG	LOC117571448|XP_034109484.1|DALB
OG0008688	LOC108103295|XP_017064197.1|DEUG	LOC117578331|XP_034119687.1|DALB
OG0008689	LOC108110390|XP_017074930.1|DEUG	LOC117575810|XP_034116093.1|DALB
OG0008690	LOC108105825|XP_017068058.1|DEUG	LOC117563506|XP_034097771.1|DALB
OG0008691	LOC108107924|XP_017071234.1|DEUG	LOC117571040|XP_034108899.1|DALB
OG0008692	LOC108103417|XP_017064364.1|DEUG	LOC117577794|XP_034118611.1|DALB
OG0008694	LOC108109955|XP_017074258.1|DEUG	LOC117564528|XP_034099243.1|DALB
OG0008695	LOC108111615|XP_017076631.1|DEUG	LOC117569366|XP_034106389.1|DALB
OG0008697	LOC108107511|XP_017070542.1|DEUG	LOC117572141|XP_034110671.1|DALB
OG0008698	LOC108111861|XP_017076973.1|DEUG	LOC117578131|XP_034119225.1|DALB
OG0008700	LOC108117220|XP_017085035.1|DEUG	LOC117575194|XP_034115199.1|DALB
OG0008703	LOC108114223|XP_017080565.1|DEUG	LOC117567687|XP_034103702.1|DALB
