Orthogroup	DEUG.longest_only	BCOP.longest_only
OG0007260	LOC108107956|XP_017071283.1|DEUG	LOC119077909|XP_037041179.1|BCOP
OG0007261	LOC108112355|XP_017077672.1|DEUG	LOC119071692|XP_037032575.1|BCOP
OG0007262	LOC108104376|XP_017065883.1|DEUG	LOC119072050|XP_037033073.1|BCOP
OG0007263	LOC108114728|XP_017081325.1|DEUG	LOC119081014|XP_037045592.1|BCOP
OG0007264	LOC108108790|XP_017072454.1|DEUG	LOC119072239|XP_037033309.1|BCOP
OG0007265	LOC108109730|XP_017073864.1|DEUG	LOC119071975|XP_037033005.1|BCOP
OG0007266	LOC108117200|XP_017084994.1|DEUG	LOC119076016|XP_037038503.1|BCOP
OG0007267	LOC108105295|XP_017067276.1|DEUG	LOC119077917|XP_037041191.1|BCOP
OG0007268	LOC108112921|XP_017078799.1|DEUG	LOC119077055|XP_037040080.1|BCOP
OG0007269	LOC108118549|XP_017086792.1|DEUG	LOC119074596|XP_037036733.1|BCOP
OG0007270	LOC108111671|XP_017076694.1|DEUG	LOC119077655|XP_037040767.1|BCOP
OG0007271	LOC108116519|XP_017083946.1|DEUG	LOC119076826|XP_037039719.1|BCOP
OG0007272	LOC108107520|XP_017070550.1|DEUG	LOC119074957|XP_037037242.1|BCOP
OG0007273	LOC108116371|XP_017083700.1|DEUG	LOC119083981|XP_037049687.1|BCOP
OG0007274	LOC108108366|XP_017071901.1|DEUG	LOC119077929|XP_037041204.1|BCOP
OG0007275	LOC108108166|XP_017071594.1|DEUG	LOC119070337|XP_037030520.1|BCOP
OG0007276	LOC108108155|XP_017071577.1|DEUG	LOC119084115|XP_037049862.1|BCOP
OG0007277	LOC108108689|XP_017072282.1|DEUG	LOC119073573|XP_037035031.1|BCOP
OG0007278	LOC108108330|XP_017071848.1|DEUG	LOC119075229|XP_037037514.1|BCOP
OG0007279	LOC108114393|XP_017080852.1|DEUG	LOC119075223|XP_037037504.1|BCOP
OG0007280	LOC108114691|XP_017081273.1|DEUG	LOC119084184|XP_037049944.1|BCOP
OG0007281	LOC108113757|XP_017079941.1|DEUG	LOC119072767|XP_037033956.1|BCOP
OG0007282	LOC108113756|XP_017079940.1|DEUG	LOC119072751|XP_037033932.1|BCOP
OG0007283	LOC108113608|XP_017079755.1|DEUG	LOC119067049|XP_037025689.1|BCOP
OG0007284	LOC108116940|XP_017084576.1|DEUG	LOC119079433|XP_037043241.1|BCOP
OG0007285	LOC108105072|XP_017066984.1|DEUG	LOC119084474|XP_037050354.1|BCOP
OG0007286	LOC108105070|XP_017066980.1|DEUG	LOC119078057|XP_037041379.1|BCOP
OG0007287	LOC108111090|XP_017075919.1|DEUG	LOC119066214|XP_037024431.1|BCOP
OG0007288	LOC108103243|XP_017064133.1|DEUG	LOC119078063|XP_037041395.1|BCOP
OG0007289	LOC108103221|XP_017064109.1|DEUG	LOC119071306|XP_037032083.1|BCOP
OG0007290	LOC108105309|XP_017067291.1|DEUG	LOC119067847|XP_037026974.1|BCOP
OG0007291	LOC108104427|XP_017065972.1|DEUG	LOC119067254|XP_037026025.1|BCOP
OG0007292	LOC108115214|XP_017082049.1|DEUG	LOC119076467|XP_037039129.1|BCOP
OG0007293	LOC108113621|XP_017079772.1|DEUG	LOC119074334|XP_037036315.1|BCOP
OG0007294	LOC108116169|XP_017083394.1|DEUG	LOC119074199|XP_037036090.1|BCOP
OG0007295	LOC108116284|XP_017083559.1|DEUG	LOC119069103|XP_037028890.1|BCOP
OG0007296	LOC108115978|XP_017083119.1|DEUG	LOC119075851|XP_037038298.1|BCOP
OG0007297	LOC108106563|XP_017069261.1|DEUG	LOC119075722|XP_037038153.1|BCOP
OG0007298	LOC108115306|XP_017082193.1|DEUG	LOC119069432|XP_037029388.1|BCOP
OG0007299	LOC108108344|XP_017071870.1|DEUG	LOC119084033|XP_037049754.1|BCOP
OG0007300	LOC108111529|XP_017076538.1|DEUG	LOC119077672|XP_037040815.1|BCOP
OG0007301	LOC108115297|XP_017082178.1|DEUG	LOC119074952|XP_037037236.1|BCOP
OG0007302	LOC108115330|XP_017082232.1|DEUG	LOC119076809|XP_037039688.1|BCOP
OG0007303	LOC108111838|XP_017076931.1|DEUG	LOC119073664|XP_037035167.1|BCOP
OG0007304	LOC108105880|XP_017068145.1|DEUG	LOC119073767|XP_037035328.1|BCOP
OG0007305	LOC108108630|XP_017072219.1|DEUG	LOC119076147|XP_037038724.1|BCOP
OG0007306	LOC108108629|XP_017072218.1|DEUG	LOC119076105|XP_037038660.1|BCOP
OG0007307	LOC108116251|XP_017083530.1|DEUG	LOC119076679|XP_037039471.1|BCOP
OG0007308	LOC108115784|XP_017082846.1|DEUG	LOC119074645|XP_037036817.1|BCOP
OG0007309	LOC108113620|XP_017079771.1|DEUG	LOC119076640|XP_037039405.1|BCOP
OG0007310	LOC108116675|XP_017084162.1|DEUG	LOC119073520|XP_037034952.1|BCOP
OG0007311	LOC108116644|XP_017084115.1|DEUG	LOC119073432|XP_037034807.1|BCOP
OG0007312	LOC108113212|XP_017079236.1|DEUG	LOC119075778|XP_037038227.1|BCOP
OG0007313	LOC108103462|XP_017064445.1|DEUG	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP
OG0007314	LOC108103636|XP_017064674.1|DEUG	LOC119078072|XP_037041418.1|BCOP
OG0007315	LOC108117604|XP_017085614.1|DEUG	LOC119078050|XP_037041359.1|BCOP
OG0007316	LOC108117285|XP_017085128.1|DEUG	LOC119067660|XP_037026657.1|BCOP
OG0007317	LOC108115373|XP_017082296.1|DEUG	LOC119074785|XP_037036958.1|BCOP
OG0007318	LOC108115372|XP_017082291.1|DEUG	LOC119074335|XP_037036318.1|BCOP
OG0007319	LOC108108174|XP_017071605.1|DEUG	LOC119070085|XP_037030297.1|BCOP
OG0007320	LOC108117485|XP_017085446.1|DEUG	LOC119073773|XP_037035339.1|BCOP
OG0007321	LOC108103302|XP_017064212.1|DEUG	LOC119084259|XP_037050063.1|BCOP
OG0007322	LOC108105532|XP_017067650.1|DEUG	LOC119076710|XP_037039521.1|BCOP
OG0007323	LOC108105481|XP_017067587.1|DEUG	LOC119076704|XP_037039512.1|BCOP
OG0007324	LOC108115335|XP_017082238.1|DEUG	LOC119075174|XP_037037466.1|BCOP
OG0007325	LOC108115624|XP_017082660.1|DEUG	LOC119074432|XP_037036456.1|BCOP
OG0007326	LOC108115353|XP_017082263.1|DEUG	LOC119074431|XP_037036453.1|BCOP
OG0007327	LOC108107743|XP_017070894.1|DEUG	LOC119076089|XP_037038638.1|BCOP
OG0007328	LOC108105628|XP_017067802.1|DEUG, LOC108103418|XP_017064369.1|DEUG	LOC119074438|XP_037036461.1|BCOP
OG0007330	LOC108117479|XP_017085407.1|DEUG	LOC119077726|XP_037040897.1|BCOP
OG0007331	LOC108105430|XP_017067489.1|DEUG	LOC119084248|XP_037050044.1|BCOP
OG0007332	LOC108117694|XP_017085718.1|DEUG	LOC119084258|XP_037050059.1|BCOP
OG0007333	LOC108111489|XP_017076464.1|DEUG	LOC119072914|XP_037034131.1|BCOP
OG0007334	LOC108111113|XP_017075950.1|DEUG	LOC119076125|XP_037038689.1|BCOP
OG0007335	LOC108117368|XP_017085240.1|DEUG	LOC119074881|XP_037037113.1|BCOP
OG0007336	LOC108103944|XP_017065193.1|DEUG	LOC119085958|XP_037052413.1|BCOP
OG0007337	LOC108108635|XP_017072225.1|DEUG	LOC119066592|XP_037025046.1|BCOP
OG0007338	LOC108108209|XP_017071659.1|DEUG	LOC119074316|XP_037036265.1|BCOP
OG0007339	LOC108108332|XP_017071850.1|DEUG	LOC119073627|XP_037035115.1|BCOP
OG0007340	LOC108105247|XP_017067210.1|DEUG	LOC119081886|XP_037047011.1|BCOP
OG0007341	LOC108115340|XP_017082245.1|DEUG	LOC119074838|XP_037037028.1|BCOP
OG0007342	LOC108116100|XP_017083310.1|DEUG	LOC119084433|XP_037050306.1|BCOP
OG0007343	LOC108117516|XP_017085501.1|DEUG	LOC119069687|XP_037029738.1|BCOP
OG0007344	LOC108111155|XP_017076018.1|DEUG	LOC119086023|XP_037052490.1|BCOP
OG0007345	LOC108117510|XP_017085487.1|DEUG	LOC119070348|XP_037030572.1|BCOP
OG0007346	LOC108107793|XP_017070993.1|DEUG	LOC119072885|XP_037034100.1|BCOP
OG0007347	LOC108104338|XP_017065815.1|DEUG	LOC119074885|XP_037037121.1|BCOP
OG0007348	LOC108104332|XP_017065808.1|DEUG	LOC119074872|XP_037037093.1|BCOP
OG0007349	LOC108104325|XP_017065798.1|DEUG	LOC119074867|XP_037037085.1|BCOP
OG0007350	LOC108103697|XP_017064782.1|DEUG	LOC119077907|XP_037041174.1|BCOP
OG0007351	LOC108106006|XP_017068339.1|DEUG	LOC119084418|XP_037050280.1|BCOP
OG0007352	LOC108113359|XP_017079412.1|DEUG	LOC119084447|XP_037050322.1|BCOP
OG0007353	LOC108115002|XP_017081732.1|DEUG	LOC119074397|XP_037036412.1|BCOP
OG0007354	LOC108117315|XP_017085176.1|DEUG	LOC119076103|XP_037038657.1|BCOP
OG0007355	LOC108115313|XP_017082203.1|DEUG	LOC119083976|XP_037049675.1|BCOP
OG0007356	LOC108104526|XP_017066147.1|DEUG	LOC119080145|XP_037044257.1|BCOP
OG0007357	LOC108116134|XP_017083349.1|DEUG	LOC119084023|XP_037049736.1|BCOP
OG0007358	LOC108116418|XP_017083794.1|DEUG	LOC119074813|XP_037036994.1|BCOP
OG0007359	LOC108115837|XP_017082922.1|DEUG	LOC119078118|XP_037041466.1|BCOP
OG0007360	LOC108116166|XP_017083391.1|DEUG	LOC119076115|XP_037038672.1|BCOP
OG0007361	LOC108105431|XP_017067491.1|DEUG	LOC119074385|XP_037036395.1|BCOP
OG0007362	LOC108107021|XP_017069857.1|DEUG	LOC119082624|XP_037048081.1|BCOP
OG0007363	LOC108104168|XP_017065562.1|DEUG	LOC119078086|XP_037041443.1|BCOP
OG0007364	LOC108103528|XP_017064530.1|DEUG	LOC119078058|XP_037041380.1|BCOP
OG0007365	LOC108103549|XP_017064566.1|DEUG	LOC119071859|XP_037032816.1|BCOP
OG0007366	LOC108117329|XP_017085193.1|DEUG	LOC119073277|XP_037034590.1|BCOP
OG0007367	LOC108108124|XP_017071534.1|DEUG	LOC119076606|XP_037039357.1|BCOP
OG0007368	LOC108110245|XP_017074721.1|DEUG	LOC119074060|XP_037035908.1|BCOP
OG0007369	LOC108111557|XP_017076567.1|DEUG	LOC119084247|XP_037050083.1|BCOP
OG0007370	LOC108109004|XP_017072761.1|DEUG	LOC119072415|XP_037033559.1|BCOP
OG0007371	LOC108115953|XP_017083079.1|DEUG	LOC119067799|XP_037026841.1|BCOP
OG0007372	LOC108108315|XP_017071829.1|DEUG	LOC119084032|XP_037049752.1|BCOP
OG0007373	LOC108110078|XP_017074455.1|DEUG	LOC119072047|XP_037033069.1|BCOP
OG0007374	LOC108103136|XP_017063996.1|DEUG	LOC119083299|XP_037048888.1|BCOP
OG0007375	LOC108116740|XP_017084251.1|DEUG	LOC119076404|XP_037039025.1|BCOP
OG0007376	LOC108104337|XP_017065812.1|DEUG	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP
OG0007377	LOC108103820|XP_017064996.1|DEUG	LOC119075818|XP_037038281.1|BCOP
OG0007378	LOC108105040|XP_017066929.1|DEUG	LOC119075775|XP_037038224.1|BCOP
OG0007379	LOC108110047|XP_017074412.1|DEUG	LOC119072858|XP_037034060.1|BCOP
OG0007380	LOC108118542|XP_017086784.1|DEUG	LOC119072271|XP_037033360.1|BCOP
OG0007381	LOC108110049|XP_017074414.1|DEUG	LOC119076792|XP_037039649.1|BCOP
OG0007382	LOC108103651|XP_017064697.1|DEUG	LOC119077898|XP_037041161.1|BCOP
OG0007383	LOC108105423|XP_017067482.1|DEUG	LOC119074915|XP_037037165.1|BCOP
OG0007384	LOC108103643|XP_017064685.1|DEUG	LOC119078651|XP_037042141.1|BCOP
OG0007385	LOC108102419|XP_017062881.1|DEUG	LOC119076512|XP_037039192.1|BCOP
OG0007386	LOC108103718|XP_017064803.1|DEUG	LOC119085707|XP_037052054.1|BCOP
OG0007387	LOC108115193|XP_017082002.1|DEUG	LOC119073667|XP_037035197.1|BCOP
OG0007388	LOC108115204|XP_017082020.1|DEUG	LOC119067006|XP_037025665.1|BCOP
OG0007389	LOC108114841|XP_017081475.1|DEUG	LOC119070825|XP_037031220.1|BCOP
OG0007390	LOC108103634|XP_017064672.1|DEUG	LOC119084484|XP_037050369.1|BCOP
OG0007391	LOC108113759|XP_017079944.1|DEUG	LOC119068974|XP_037028739.1|BCOP
OG0007392	LOC108105444|XP_017067517.1|DEUG	LOC119084487|XP_037050385.1|BCOP
OG0007393	LOC108116662|XP_017084142.1|DEUG	LOC119078129|XP_037041486.1|BCOP
OG0007394	LOC108104372|XP_017065874.1|DEUG	LOC119067163|XP_037025901.1|BCOP
OG0007395	LOC108109670|XP_017073737.1|DEUG	LOC119069864|XP_037029934.1|BCOP
OG0007396	LOC108115309|XP_017082200.1|DEUG	LOC119074324|XP_037036294.1|BCOP
OG0007397	LOC108111152|XP_017076010.1|DEUG	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP
OG0007398	LOC108112801|XP_017078576.1|DEUG	LOC119074463|XP_037036499.1|BCOP
OG0007399	LOC108116751|XP_017084262.1|DEUG	LOC119076410|XP_037039037.1|BCOP
OG0007400	LOC108104367|XP_017065867.1|DEUG	LOC119076127|XP_037038693.1|BCOP
OG0007401	LOC108109685|XP_017073772.1|DEUG	LOC119069444|XP_037029396.1|BCOP
OG0007402	LOC108117187|XP_017084969.1|DEUG	LOC119076218|XP_037038765.1|BCOP
OG0007403	LOC108117204|XP_017085008.1|DEUG	LOC119075732|XP_037038166.1|BCOP
OG0007404	LOC108117158|XP_017084911.1|DEUG	LOC119076172|XP_037038753.1|BCOP
OG0007405	LOC108113751|XP_017079935.1|DEUG	LOC119068034|XP_037027295.1|BCOP
OG0007406	LOC108115163|XP_017081966.1|DEUG	LOC119077654|XP_037040765.1|BCOP
OG0007407	LOC108102492|XP_017062996.1|DEUG	LOC119072566|XP_037033701.1|BCOP
OG0007408	LOC108108518|XP_017072076.1|DEUG	LOC119071265|XP_037032017.1|BCOP
OG0007409	LOC108102628|XP_017063230.1|DEUG	LOC119066706|XP_037025201.1|BCOP
OG0007410	LOC108102916|XP_017063656.1|DEUG	LOC119078713|XP_037042281.1|BCOP
OG0007411	LOC108103300|XP_017064211.1|DEUG	LOC119084302|XP_037050116.1|BCOP
OG0007412	LOC108117722|XP_017085770.1|DEUG	LOC119078243|XP_037041607.1|BCOP
OG0007413	LOC108104805|XP_017066576.1|DEUG	LOC119084430|XP_037050302.1|BCOP
OG0007414	LOC108105460|XP_017067549.1|DEUG	LOC119084877|XP_037050912.1|BCOP
OG0007415	LOC108103940|XP_017065187.1|DEUG	LOC119084031|XP_037049751.1|BCOP
OG0007416	LOC108103830|XP_017065005.1|DEUG	LOC119084021|XP_037049732.1|BCOP
OG0007417	LOC108110318|XP_017074821.1|DEUG	LOC119084059|XP_037049791.1|BCOP
OG0007418	LOC108112573|XP_017078079.1|DEUG	LOC119069801|XP_037029855.1|BCOP
OG0007419	LOC108111674|XP_017076699.1|DEUG	LOC119084217|XP_037050007.1|BCOP
OG0007420	LOC108112548|XP_017077973.1|DEUG	LOC119084226|XP_037050019.1|BCOP
OG0007421	LOC108102450|XP_017062942.1|DEUG	LOC119084982|XP_037051028.1|BCOP
OG0007422	LOC108105527|XP_017067645.1|DEUG	LOC119074898|XP_037037140.1|BCOP
OG0007423	LOC108105047|XP_017066941.1|DEUG	LOC119074890|XP_037037128.1|BCOP
OG0007424	LOC108114306|XP_017080699.1|DEUG	LOC119076479|XP_037039153.1|BCOP
OG0007425	LOC108108783|XP_017072444.1|DEUG	LOC119084483|XP_037050366.1|BCOP
OG0007426	LOC108118076|XP_017086107.1|DEUG	LOC119074754|XP_037036914.1|BCOP
OG0007427	LOC108105365|XP_017067380.1|DEUG	LOC119067101|XP_037025762.1|BCOP
OG0007428	LOC108105343|XP_017067329.1|DEUG	LOC119074862|XP_037037071.1|BCOP
OG0007429	LOC108109173|XP_017073087.1|DEUG	LOC119084450|XP_037050326.1|BCOP
OG0007430	LOC108104620|XP_017066282.1|DEUG	LOC119074255|XP_037036173.1|BCOP
OG0007431	LOC108102671|XP_017063301.1|DEUG	LOC119077706|XP_037040877.1|BCOP
OG0007432	LOC108116790|XP_017084328.1|DEUG	LOC119071769|XP_037032714.1|BCOP
OG0007433	LOC108117412|XP_017085309.1|DEUG	LOC119066577|XP_037025025.1|BCOP
OG0007434	LOC108114296|XP_017080687.1|DEUG	LOC119074227|XP_037036140.1|BCOP
OG0007435	LOC108114542|XP_017081074.1|DEUG	LOC119086032|XP_037052503.1|BCOP
OG0007436	LOC108114628|XP_017081184.1|DEUG	LOC119079089|XP_037042800.1|BCOP
OG0007437	LOC108105997|XP_017068324.1|DEUG	LOC119071629|XP_037032482.1|BCOP
OG0007438	LOC108114334|XP_017080747.1|DEUG	LOC119070958|XP_037031410.1|BCOP
OG0007439	LOC108117123|XP_017084843.1|DEUG	LOC119072277|XP_037033365.1|BCOP
OG0007440	LOC108102409|XP_017062859.1|DEUG	LOC119072243|XP_037033317.1|BCOP
OG0007441	LOC108113118|XP_017079107.1|DEUG	LOC119082821|XP_037048367.1|BCOP
OG0007442	LOC108105293|XP_017067274.1|DEUG	LOC119071171|XP_037031828.1|BCOP
OG0007443	LOC108109139|XP_017073025.1|DEUG	LOC119085199|XP_037051406.1|BCOP
OG0007444	LOC108106498|XP_017069080.1|DEUG	LOC119069717|XP_037029735.1|BCOP
OG0007445	LOC108106497|XP_017069078.1|DEUG	LOC119069716|XP_037029734.1|BCOP
OG0007446	LOC108105687|XP_017067885.1|DEUG	LOC119076949|XP_037039897.1|BCOP
OG0007447	LOC108105714|XP_017067918.1|DEUG	LOC119077049|XP_037040076.1|BCOP
OG0007448	LOC108112770|XP_017078522.1|DEUG	LOC119083476|XP_037049090.1|BCOP
OG0007449	LOC108113994|XP_017080228.1|DEUG	LOC119078232|XP_037041587.1|BCOP
OG0007450	LOC108115497|XP_017082472.1|DEUG	LOC119078266|XP_037041659.1|BCOP
OG0007451	LOC108117351|XP_017085215.1|DEUG	LOC119066944|XP_037025555.1|BCOP
OG0007452	LOC108117341|XP_017085204.1|DEUG	LOC119066943|XP_037025554.1|BCOP
OG0007453	LOC108114646|XP_017081206.1|DEUG	LOC119075408|XP_037037747.1|BCOP
OG0007454	LOC108118208|XP_017086264.1|DEUG	LOC119067953|XP_037027172.1|BCOP
OG0007455	LOC108109237|XP_017073199.1|DEUG	LOC119072385|XP_037033482.1|BCOP
OG0007456	LOC108117405|XP_017085304.1|DEUG	LOC119072380|XP_037033475.1|BCOP
OG0007457	LOC108102838|XP_017063520.1|DEUG	LOC119086065|XP_037052536.1|BCOP
OG0007458	LOC108115299|XP_017082187.1|DEUG	LOC119086067|XP_037052538.1|BCOP
OG0007459	LOC108115609|XP_017082630.1|DEUG	LOC119086063|XP_037052534.1|BCOP
OG0007460	LOC108112684|XP_017078365.1|DEUG	LOC119066912|XP_037025507.1|BCOP
OG0007461	LOC108114484|XP_017080991.1|DEUG	LOC119071711|XP_037032600.1|BCOP
OG0007462	LOC108108223|XP_017071680.1|DEUG	LOC119071789|XP_037032745.1|BCOP
OG0007463	LOC108107591|XP_017070643.1|DEUG	LOC119071716|XP_037032607.1|BCOP
OG0007464	LOC108114330|XP_017080744.1|DEUG	LOC119071713|XP_037032604.1|BCOP
OG0007465	LOC108113870|XP_017080073.1|DEUG	LOC119078308|XP_037041707.1|BCOP
OG0007467	LOC108114916|XP_017081592.1|DEUG	LOC119079618|XP_037043509.1|BCOP
OG0007468	LOC108112615|XP_017078195.1|DEUG	LOC119067341|XP_037026144.1|BCOP
OG0007469	LOC108108637|XP_017072227.1|DEUG	LOC119086024|XP_037052491.1|BCOP
OG0007470	LOC108107125|XP_017070007.1|DEUG	LOC119070867|XP_037031274.1|BCOP
OG0007471	LOC108112945|XP_017078833.1|DEUG	LOC119071259|XP_037032003.1|BCOP
OG0007472	LOC108102965|XP_017063754.1|DEUG	LOC119074207|XP_037036098.1|BCOP
OG0007473	LOC108113939|XP_017080136.1|DEUG	LOC119072342|XP_037033423.1|BCOP
OG0007474	LOC108112771|XP_017078524.1|DEUG	LOC119079075|XP_037042780.1|BCOP
OG0007475	LOC108114457|XP_017080947.1|DEUG	LOC119066931|XP_037025539.1|BCOP
OG0007476	LOC108103932|XP_017065177.1|DEUG	LOC119074279|XP_037036193.1|BCOP
OG0007477	LOC108103890|XP_017065109.1|DEUG	LOC119067543|XP_037026503.1|BCOP
OG0007478	LOC108111063|XP_017075881.1|DEUG	LOC119070975|XP_037031450.1|BCOP
OG0007479	LOC108104388|XP_017065914.1|DEUG	LOC119071206|XP_037031893.1|BCOP
OG0007480	LOC108116436|XP_017083825.1|DEUG	LOC119072669|XP_037033821.1|BCOP
OG0007481	LOC108107576|XP_017070626.1|DEUG	LOC119072652|XP_037033805.1|BCOP
OG0007482	LOC108106108|XP_017068474.1|DEUG	LOC119066885|XP_037025468.1|BCOP
OG0007483	LOC108104790|XP_017066539.1|DEUG	LOC119077046|XP_037040070.1|BCOP
OG0007484	LOC108103924|XP_017065165.1|DEUG	LOC119074625|XP_037036787.1|BCOP
OG0007485	LOC108102425|XP_017062892.1|DEUG	LOC119074670|XP_037036849.1|BCOP
OG0007486	LOC108105085|XP_017067003.1|DEUG	LOC119067566|XP_037026542.1|BCOP
OG0007487	LOC108102381|XP_017062803.1|DEUG	LOC119079490|XP_037043330.1|BCOP
OG0007488	LOC108114582|XP_017081126.1|DEUG	LOC119072343|XP_037033425.1|BCOP
OG0007489	LOC108108333|XP_017071851.1|DEUG	LOC119073636|XP_037035127.1|BCOP
OG0007490	LOC108110088|XP_017074470.1|DEUG	LOC119081326|XP_037046009.1|BCOP
OG0007491	LOC108109738|XP_017073879.1|DEUG	LOC119081970|XP_037047177.1|BCOP
OG0007492	LOC108113131|XP_017079124.1|DEUG	LOC119070970|XP_037031439.1|BCOP
OG0007493	LOC108104941|XP_017066793.1|DEUG	LOC119070078|XP_037030279.1|BCOP
OG0007494	LOC108110802|XP_017075522.1|DEUG	LOC119082708|XP_037048180.1|BCOP
OG0007495	LOC108106046|XP_017068388.1|DEUG	LOC119073489|XP_037034889.1|BCOP
OG0007496	LOC108107566|XP_017070615.1|DEUG	LOC119074213|XP_037036107.1|BCOP
OG0007497	LOC108114575|XP_017081116.1|DEUG	LOC119072087|XP_037033141.1|BCOP
OG0007498	LOC108106003|XP_017068329.1|DEUG	LOC119071056|XP_037031571.1|BCOP
OG0007499	LOC108108757|XP_017072407.1|DEUG	LOC119071055|XP_037031570.1|BCOP
OG0007500	LOC108108758|XP_017072408.1|DEUG	LOC119081287|XP_037045943.1|BCOP
OG0007501	LOC108116758|XP_017084266.1|DEUG	LOC119078987|XP_037042637.1|BCOP
OG0007502	LOC108116989|XP_017084643.1|DEUG	LOC119078319|XP_037041718.1|BCOP
OG0007503	LOC108102672|XP_017063302.1|DEUG	LOC119082367|XP_037047783.1|BCOP
OG0007504	LOC108114505|XP_017081013.1|DEUG	LOC119074976|XP_037037273.1|BCOP
OG0007505	LOC108104283|XP_017065742.1|DEUG	LOC119070687|XP_037031033.1|BCOP
OG0007506	LOC108104303|XP_017065767.1|DEUG	LOC119071762|XP_037032700.1|BCOP
OG0007507	LOC108104110|XP_017065499.1|DEUG	LOC119083294|XP_037048881.1|BCOP
OG0007508	LOC108110788|XP_017075497.1|DEUG	LOC119066927|XP_037025535.1|BCOP
OG0007509	LOC108110984|XP_017075781.1|DEUG	LOC119072452|XP_037033569.1|BCOP
OG0007510	LOC108104563|XP_017066195.1|DEUG	LOC119085380|XP_037051661.1|BCOP
OG0007511	LOC108110887|XP_017075633.1|DEUG	LOC119074635|XP_037036804.1|BCOP
OG0007512	LOC108117126|XP_017084847.1|DEUG	LOC119071057|XP_037031572.1|BCOP
OG0007513	LOC108111172|XP_017076040.1|DEUG	LOC119085669|XP_037052013.1|BCOP
OG0007514	LOC108113841|XP_017080044.1|DEUG	LOC119078245|XP_037041619.1|BCOP
OG0007515	LOC108106856|XP_017069588.1|DEUG	LOC119076999|XP_037040004.1|BCOP
OG0007516	LOC108115493|XP_017082467.1|DEUG	LOC119085627|XP_037051957.1|BCOP
OG0007517	LOC108114532|XP_017081058.1|DEUG	LOC119071660|XP_037032522.1|BCOP
OG0007518	LOC108107397|XP_017070406.1|DEUG	LOC119072662|XP_037033815.1|BCOP
OG0007519	LOC108109222|XP_017073179.1|DEUG	LOC119085313|XP_037051583.1|BCOP
OG0007520	LOC108110021|XP_017074353.1|DEUG	LOC119085118|XP_037051275.1|BCOP
OG0007521	LOC108103998|XP_017065276.1|DEUG	LOC119071906|XP_037032914.1|BCOP
OG0007522	LOC108105011|XP_017066881.1|DEUG	LOC119084331|XP_037050157.1|BCOP
OG0007523	LOC108106707|XP_017069427.1|DEUG	LOC119083536|XP_037049153.1|BCOP
OG0007524	LOC108102629|XP_017063231.1|DEUG	LOC119066707|XP_037025203.1|BCOP
OG0007525	LOC108105888|XP_017068160.1|DEUG	LOC119071945|XP_037032964.1|BCOP
OG0007526	LOC108105555|XP_017067684.1|DEUG	LOC119084013|XP_037049723.1|BCOP
OG0007527	LOC108114620|XP_017081175.1|DEUG	LOC119071383|XP_037032147.1|BCOP
OG0007528	LOC108110345|XP_017074864.1|DEUG	LOC119071184|XP_037031850.1|BCOP
OG0007529	LOC108106806|XP_017069542.1|DEUG	LOC119078564|XP_037042028.1|BCOP
OG0007530	LOC108113771|XP_017079958.1|DEUG	LOC119085432|XP_037051743.1|BCOP
OG0007531	LOC108111619|XP_017076639.1|DEUG	LOC119076289|XP_037038845.1|BCOP
OG0007532	LOC108107470|XP_017070506.1|DEUG	LOC119071891|XP_037032885.1|BCOP
OG0007534	LOC108106020|XP_017068359.1|DEUG	LOC119066784|XP_037025341.1|BCOP
OG0007535	LOC108113842|XP_017080041.1|DEUG	LOC119072811|XP_037034000.1|BCOP
OG0007536	LOC108116397|XP_017083756.1|DEUG	LOC119084476|XP_037050359.1|BCOP
OG0007537	LOC108105974|XP_017068269.1|DEUG	LOC119082303|XP_037047681.1|BCOP
OG0007538	LOC108105983|XP_017068301.1|DEUG	LOC119082344|XP_037047752.1|BCOP
OG0007539	LOC108103517|XP_017064517.1|DEUG	LOC119077843|XP_037041057.1|BCOP
OG0007540	LOC108105209|XP_017067152.1|DEUG	LOC119068307|XP_037027744.1|BCOP
OG0007541	LOC108106727|XP_017069452.1|DEUG	LOC119085375|XP_037051652.1|BCOP
OG0007542	LOC108111992|XP_017077211.1|DEUG	LOC119071896|XP_037032894.1|BCOP
OG0007543	LOC108108791|XP_017072459.1|DEUG	LOC119081001|XP_037045567.1|BCOP
OG0007544	LOC108107804|XP_017071022.1|DEUG	LOC119072367|XP_037033456.1|BCOP
OG0007545	LOC108114865|XP_017081508.1|DEUG	LOC119077013|XP_037040021.1|BCOP
OG0007546	LOC108113613|XP_017079762.1|DEUG	LOC119072202|XP_037033265.1|BCOP
OG0007547	LOC108112666|XP_017078292.1|DEUG	LOC119076939|XP_037039873.1|BCOP
OG0007548	LOC108102820|XP_017063491.1|DEUG	LOC119070873|XP_037031284.1|BCOP
OG0007549	LOC108108684|XP_017072276.1|DEUG	LOC119083284|XP_037048867.1|BCOP
OG0007550	LOC108104011|XP_017065326.1|DEUG	LOC119085556|XP_037051866.1|BCOP
OG0007551	LOC108109166|XP_017073078.1|DEUG	LOC119083261|XP_037048837.1|BCOP
