Orthogroup	DEUG.longest_only	CQUI.longest_only
OG0006343	LOC108103113|XP_017063970.1|DEUG	LOC6052395|XP_038123027.1|CQUI
OG0006344	LOC108103506|XP_017064506.1|DEUG	LOC6054301|XP_038116783.1|CQUI
OG0006345	LOC108115617|XP_017082652.1|DEUG	LOC6049047|XP_038107823.1|CQUI
OG0006346	LOC108116039|XP_017083225.1|DEUG	LOC6044371|XP_038114491.1|CQUI
OG0006347	LOC108116665|XP_017084145.1|DEUG	LOC6049476|XP_038110648.1|CQUI
OG0006348	LOC108103332|XP_017064257.1|DEUG	LOC6037926|XP_038104029.1|CQUI
OG0006349	LOC108104407|XP_017065943.1|DEUG	LOC6038461|XP_038106689.1|CQUI
OG0006350	LOC108111377|XP_017076298.1|DEUG	LOC6038473|XP_038104566.1|CQUI
OG0006351	LOC108105090|XP_017067006.1|DEUG	LOC6049939|XP_038113899.1|CQUI
OG0006352	LOC108106614|XP_017069303.1|DEUG	LOC6049938|XP_001866625.1|CQUI
OG0006353	LOC108111300|XP_017076183.1|DEUG	LOC6049933|XP_038104275.1|CQUI
OG0006355	LOC108103149|XP_017064011.1|DEUG	LOC6042692|XP_038110012.1|CQUI
OG0006356	LOC108104417|XP_017065961.1|DEUG	LOC6042495|XP_038105479.1|CQUI
OG0006357	LOC108105348|XP_017067343.1|DEUG	LOC6042494|XP_038105159.1|CQUI
OG0006358	LOC108102818|XP_017063489.1|DEUG	LOC6053216|XP_001869343.1|CQUI
OG0006359	LOC108105598|XP_017067762.1|DEUG	LOC6039062|XP_001848739.1|CQUI
OG0006360	LOC108103217|XP_017064101.1|DEUG	LOC6039059|XP_038122538.1|CQUI
OG0006361	LOC108116148|XP_017083373.1|DEUG	LOC6045949|XP_001863223.1|CQUI
OG0006362	LOC108105497|XP_017067603.1|DEUG	LOC6053338|XP_038108345.1|CQUI
OG0006363	LOC108103560|XP_017064575.1|DEUG	LOC6050397|XP_038122701.1|CQUI
OG0006364	LOC108104134|XP_017065525.1|DEUG	LOC6050770|XP_001867327.2|CQUI
OG0006365	LOC108109633|XP_017073697.1|DEUG	LOC6032354|XP_038105077.1|CQUI
OG0006366	LOC108109707|XP_017073826.1|DEUG	LOC6050416|XP_038105037.1|CQUI
OG0006367	LOC108103190|XP_017064066.1|DEUG	LOC6038302|XP_038105244.1|CQUI
OG0006368	LOC108111331|XP_017076240.1|DEUG	LOC6051275|XP_038105370.1|CQUI
OG0006369	LOC108111325|XP_017076224.1|DEUG	LOC6050384|XP_038105930.1|CQUI
OG0006370	LOC108106059|XP_017068406.1|DEUG	LOC6047660|XP_001864693.2|CQUI
OG0006371	LOC108113508|XP_017079589.1|DEUG	LOC6045354|XP_001862742.1|CQUI
OG0006372	LOC108115888|XP_017083021.1|DEUG	LOC6038653|XP_038105014.1|CQUI
OG0006373	LOC108118084|XP_017086120.1|DEUG	LOC6038638|XP_038104341.1|CQUI
OG0006374	LOC108103447|XP_017064417.1|DEUG	LOC6041844|XP_001851054.2|CQUI
OG0006375	LOC108110083|XP_017074461.1|DEUG	LOC6041904|XP_038105993.1|CQUI
OG0006376	LOC108103156|XP_017064026.1|DEUG	LOC6041905|XP_038108522.1|CQUI
OG0006379	LOC108110031|XP_017074369.1|DEUG	LOC6034413|XP_001844731.1|CQUI
OG0006380	LOC108110334|XP_017074853.1|DEUG	LOC6034416|XP_038114328.1|CQUI
OG0006381	LOC108102925|XP_017063671.1|DEUG	LOC6034431|XP_001844748.2|CQUI
OG0006382	LOC108103900|XP_017065132.1|DEUG	LOC6034427|XP_001844745.1|CQUI
OG0006383	LOC108103810|XP_017064985.1|DEUG	LOC6034436|XP_038106503.1|CQUI
OG0006384	LOC108103816|XP_017064992.1|DEUG	LOC6034437|XP_001844753.1|CQUI
OG0006388	LOC108103686|XP_017064764.1|DEUG	LOC6034465|XP_038105114.1|CQUI
OG0006389	LOC108103687|XP_017064766.1|DEUG	LOC6034464|XP_001844776.2|CQUI
OG0006390	LOC108105273|XP_017067247.1|DEUG	LOC6034481|XP_001844789.2|CQUI
OG0006391	LOC108117002|XP_017084657.1|DEUG	LOC6031417|XP_001842226.2|CQUI
OG0006392	LOC108103711|XP_017064797.1|DEUG	LOC6049575|XP_038113495.1|CQUI
OG0006393	LOC108102974|XP_017063810.1|DEUG	LOC6042569|XP_038122677.1|CQUI
OG0006394	LOC108107375|XP_017070413.1|DEUG	LOC6042578|XP_001852614.1|CQUI
OG0006395	LOC108112843|XP_017078649.1|DEUG	LOC6034724|XP_001845005.1|CQUI
OG0006396	LOC108105065|XP_017066973.1|DEUG	LOC6044601|XP_001862089.2|CQUI
OG0006397	LOC108110391|XP_017074935.1|DEUG	LOC6034798|XP_001845070.1|CQUI
OG0006398	LOC108103268|XP_017064169.1|DEUG	LOC6034786|XP_001845059.2|CQUI
OG0006399	LOC108110065|XP_017074435.1|DEUG	LOC6034781|XP_001845054.2|CQUI
OG0006400	LOC108110064|XP_017074433.1|DEUG	LOC6034780|XP_001845053.2|CQUI
OG0006401	LOC108108473|XP_017072021.1|DEUG	LOC6034777|XP_038118808.1|CQUI
OG0006402	LOC108110266|XP_017074743.1|DEUG	LOC6034774|XP_001845047.2|CQUI
OG0006403	LOC108110174|XP_017074586.1|DEUG	LOC6034769|XP_038105084.1|CQUI
OG0006404	LOC108116384|XP_017083730.1|DEUG	LOC6034765|XP_038105083.1|CQUI
OG0006405	LOC108113827|XP_017080025.1|DEUG	LOC6034757|XP_038105958.1|CQUI
OG0006406	LOC108116075|XP_017083281.1|DEUG	LOC6052820|XP_038111531.1|CQUI
OG0006407	LOC108118078|XP_017086110.1|DEUG	LOC6042197|XP_038111102.1|CQUI
OG0006408	LOC108105056|XP_017066963.1|DEUG	LOC6031443|XP_001842247.2|CQUI
OG0006409	LOC108104358|XP_017065856.1|DEUG	LOC6041915|XP_038120845.1|CQUI
OG0006410	LOC108103875|XP_017065090.1|DEUG	LOC6052689|XP_001868916.1|CQUI
OG0006411	LOC108103868|XP_017065072.1|DEUG	LOC6052692|XP_001868919.2|CQUI
OG0006412	LOC108113629|XP_017079786.1|DEUG	LOC6045531|XP_038110179.1|CQUI
OG0006413	LOC108113605|XP_017079750.1|DEUG	LOC6053113|XP_038105032.1|CQUI
OG0006414	LOC108109535|XP_017073589.1|DEUG	LOC6047882|XP_038113214.1|CQUI
OG0006415	LOC108109680|XP_017073762.1|DEUG	LOC6044731|XP_038119571.1|CQUI
OG0006416	LOC108104925|XP_017066766.1|DEUG	LOC119770055|XP_038120127.1|CQUI
OG0006417	LOC108111093|XP_017075921.1|DEUG	LOC6043999|XP_001861577.1|CQUI
OG0006418	LOC108103467|XP_017064451.1|DEUG	LOC119769985|XP_038119916.1|CQUI
OG0006419	LOC108105215|XP_017067163.1|DEUG	LOC6048541|XP_038109566.1|CQUI
OG0006420	LOC108116655|XP_017084135.1|DEUG	LOC6034740|XP_001845019.2|CQUI
OG0006421	LOC108102475|XP_017062972.1|DEUG	LOC6034737|XP_038104167.1|CQUI
OG0006422	LOC108102488|XP_017062990.1|DEUG	LOC6034803|XP_038104907.1|CQUI
OG0006423	LOC108115647|XP_017082690.1|DEUG	LOC6034807|XP_001845079.2|CQUI
OG0006424	LOC108115649|XP_017082692.1|DEUG	LOC6034809|XP_038104293.1|CQUI
OG0006425	LOC108115707|XP_017082767.1|DEUG	LOC6034810|XP_038104273.1|CQUI
OG0006426	LOC108115706|XP_017082766.1|DEUG	LOC6054745|XP_038104266.1|CQUI
OG0006428	LOC108110219|XP_017074690.1|DEUG	LOC6046776|XP_038104936.1|CQUI
OG0006429	LOC108116596|XP_017084035.1|DEUG	LOC6046765|XP_038105372.1|CQUI
OG0006430	LOC108114629|XP_017081185.1|DEUG	LOC6035367|XP_038112592.1|CQUI
OG0006431	LOC108111400|XP_017076324.1|DEUG	LOC6036517|XP_038106633.1|CQUI
OG0006432	LOC108117107|XP_017084812.1|DEUG	LOC6050342|XP_038105713.1|CQUI
OG0006434	LOC108110524|XP_017075094.1|DEUG	LOC6042406|XP_038105449.1|CQUI
OG0006435	LOC108115853|XP_017082959.1|DEUG	LOC6042413|XP_038104557.1|CQUI
OG0006436	LOC108103475|XP_017064468.1|DEUG	LOC119765382|XP_038105058.1|CQUI
OG0006437	LOC108118355|XP_017086495.1|DEUG	LOC6042421|XP_038122602.1|CQUI
OG0006438	LOC108110637|XP_017075226.1|DEUG	LOC6040727|XP_001850080.1|CQUI
OG0006439	LOC108111524|XP_017076534.1|DEUG	LOC6051538|XP_038104783.1|CQUI
OG0006440	LOC108111525|XP_017076535.1|DEUG	LOC6051539|XP_038105155.1|CQUI
OG0006441	LOC108115268|XP_017082113.1|DEUG	LOC6042023|XP_001851187.1|CQUI
OG0006442	LOC108117469|XP_017085383.1|DEUG	LOC6042024|XP_038105778.1|CQUI
OG0006443	LOC108116138|XP_017083357.1|DEUG	LOC6035209|XP_001845438.2|CQUI
OG0006444	LOC108111382|XP_017076304.1|DEUG	LOC6035228|XP_001845458.2|CQUI
OG0006445	LOC108105516|XP_017067631.1|DEUG	LOC6047770|XP_038116294.1|CQUI
OG0006446	LOC108113791|XP_017079989.1|DEUG	LOC6047768|XP_038116962.1|CQUI
OG0006447	LOC108113798|XP_017079994.1|DEUG	LOC6046341|XP_038106869.1|CQUI
OG0006448	LOC108116701|XP_017084207.1|DEUG	LOC6047465|XP_001864519.1|CQUI
OG0006449	LOC108116542|XP_017083969.1|DEUG	LOC119768841|XP_038116189.1|CQUI
OG0006450	LOC108103070|XP_017063903.1|DEUG	LOC6047474|XP_038104801.1|CQUI
OG0006451	LOC108103133|XP_017063990.1|DEUG	LOC6032580|XP_001843153.1|CQUI
OG0006452	LOC108113775|XP_017079961.1|DEUG	LOC6035354|XP_038104407.1|CQUI
OG0006453	LOC108108570|XP_017072149.1|DEUG	LOC6044847|XP_001862292.2|CQUI
OG0006455	LOC108114963|XP_017081652.1|DEUG	LOC119768510|XP_038114495.1|CQUI
OG0006456	LOC108114962|XP_017081651.1|DEUG	LOC6035573|XP_001845728.1|CQUI
OG0006457	LOC108116933|XP_017084567.1|DEUG	LOC6035550|XP_001845708.2|CQUI
OG0006458	LOC108111072|XP_017075893.1|DEUG	LOC6035551|XP_038106162.1|CQUI
OG0006459	LOC108115642|XP_017082683.1|DEUG	LOC6034924|XP_038111384.1|CQUI
OG0006460	LOC108116608|XP_017084061.1|DEUG	LOC6044849|XP_001862294.2|CQUI
OG0006461	LOC108110212|XP_017074676.1|DEUG	LOC6045194|XP_001862589.1|CQUI
OG0006462	LOC108116546|XP_017083973.1|DEUG	LOC6045197|XP_001862592.2|CQUI
OG0006463	LOC108105559|XP_017067689.1|DEUG	LOC6045203|XP_038118052.1|CQUI
OG0006464	LOC108114529|XP_017081051.1|DEUG	LOC119765386|XP_038105081.1|CQUI
OG0006465	LOC108104399|XP_017065932.1|DEUG	LOC6047843|XP_038104072.1|CQUI
OG0006466	LOC108103661|XP_017064707.1|DEUG	LOC6047845|XP_001864847.2|CQUI
OG0006467	LOC108117238|XP_017085063.1|DEUG	LOC6032712|XP_038111125.1|CQUI
OG0006468	LOC108116538|XP_017083965.1|DEUG	LOC6036799|XP_001846793.2|CQUI
OG0006469	LOC108105031|XP_017066919.1|DEUG	LOC6035080|XP_038104679.1|CQUI
OG0006470	LOC108114653|XP_017081217.1|DEUG	LOC6048396|XP_038104152.1|CQUI
OG0006471	LOC108116642|XP_017084113.1|DEUG	LOC6032701|XP_001843257.2|CQUI
OG0006472	LOC108116641|XP_017084112.1|DEUG	LOC6032697|XP_001843255.1|CQUI
OG0006473	LOC108114478|XP_017080982.1|DEUG	LOC6032690|XP_038105769.1|CQUI
OG0006474	LOC108112206|XP_017077511.1|DEUG	LOC6032689|XP_038105773.1|CQUI
OG0006475	LOC108113235|XP_017079270.1|DEUG	LOC6032686|XP_001843246.1|CQUI
OG0006476	LOC108103725|XP_017064813.1|DEUG	LOC6032679|XP_001843239.2|CQUI
OG0006477	LOC108118282|XP_017086366.1|DEUG	LOC6032673|XP_038104545.1|CQUI
OG0006478	LOC108116685|XP_017084186.1|DEUG	LOC6039165|XP_038108612.1|CQUI
OG0006479	LOC108116594|XP_017084029.1|DEUG	LOC6039164|XP_038105278.1|CQUI
OG0006480	LOC108113065|XP_017078990.1|DEUG	LOC6039159|XP_001848814.2|CQUI
OG0006482	LOC108116014|XP_017083188.1|DEUG	LOC6040888|XP_038104492.1|CQUI
OG0006483	LOC108117466|XP_017085377.1|DEUG	LOC6036786|XP_038115876.1|CQUI
OG0006484	LOC108113783|XP_017079975.1|DEUG	LOC6036782|XP_001846778.2|CQUI
OG0006485	LOC108109577|XP_017073643.1|DEUG	LOC6042431|XP_001851547.2|CQUI
OG0006486	LOC108116260|XP_017083538.1|DEUG	LOC6047624|XP_038104845.1|CQUI
OG0006487	LOC108108385|XP_017071923.1|DEUG	LOC6048420|XP_001865343.2|CQUI
OG0006488	LOC108104633|XP_017066297.1|DEUG	LOC6031558|XP_001842342.2|CQUI
OG0006489	LOC108115992|XP_017083150.1|DEUG	LOC6048414|XP_038117724.1|CQUI
OG0006490	LOC108110216|XP_017074687.1|DEUG	LOC6032645|XP_038110449.1|CQUI
OG0006492	LOC108115379|XP_017082304.1|DEUG	LOC6046541|XP_038104119.1|CQUI
OG0006493	LOC108105353|XP_017067356.1|DEUG	LOC6035399|XP_038104695.1|CQUI
OG0006494	LOC108110019|XP_017074349.1|DEUG	LOC6035401|XP_038107661.1|CQUI
OG0006495	LOC108110104|XP_017074488.1|DEUG	LOC6040937|XP_038122503.1|CQUI
OG0006496	LOC108116640|XP_017084111.1|DEUG	LOC6031656|XP_038109396.1|CQUI
OG0006497	LOC108116923|XP_017084552.1|DEUG	LOC6033687|XP_038105943.1|CQUI
OG0006498	LOC108116915|XP_017084538.1|DEUG	LOC6033686|XP_038123012.1|CQUI
OG0006499	LOC108104002|XP_017065281.1|DEUG	LOC6033674|XP_038105780.1|CQUI
OG0006500	LOC108110797|XP_017075511.1|DEUG	LOC6033671|XP_001844097.2|CQUI
OG0006501	LOC108111352|XP_017076273.1|DEUG	LOC6033672|XP_038116139.1|CQUI
OG0006502	LOC108111366|XP_017076288.1|DEUG	LOC6054158|XP_038104785.1|CQUI
OG0006503	LOC108111369|XP_017076290.1|DEUG	LOC6051327|XP_001867790.1|CQUI
OG0006504	LOC108111368|XP_017076289.1|DEUG	LOC6051328|XP_038105924.1|CQUI
OG0006505	LOC108111432|XP_017076388.1|DEUG	LOC6041356|XP_038107042.1|CQUI
OG0006507	LOC108111573|XP_017076585.1|DEUG	LOC6039671|XP_038103987.1|CQUI
OG0006508	LOC108111550|XP_017076557.1|DEUG	LOC6039678|XP_038105184.1|CQUI
OG0006509	LOC108105022|XP_017066909.1|DEUG	LOC6037403|XP_001847320.2|CQUI
OG0006510	LOC108113724|XP_017079896.1|DEUG	LOC6033700|XP_038105613.1|CQUI
OG0006511	LOC108116920|XP_017084548.1|DEUG	LOC6033716|XP_038104528.1|CQUI
OG0006512	LOC108117149|XP_017084898.1|DEUG	LOC6039182|XP_038122934.1|CQUI
OG0006513	LOC108116866|XP_017084423.1|DEUG	LOC6038058|XP_038104615.1|CQUI
OG0006514	LOC108113737|XP_017079913.1|DEUG	LOC6038061|XP_001847904.1|CQUI
OG0006515	LOC108117120|XP_017084840.1|DEUG	LOC6040676|XP_038115506.1|CQUI
OG0006516	LOC108117460|XP_017085370.1|DEUG, LOC108117461|XP_017085371.1|DEUG	LOC6037325|XP_001847250.2|CQUI
OG0006517	LOC108117551|XP_017085548.1|DEUG	LOC6037326|XP_001847251.2|CQUI
OG0006518	LOC108117478|XP_017085389.1|DEUG	LOC6037328|XP_038108932.1|CQUI
OG0006519	LOC108117552|XP_017085549.1|DEUG	LOC6037331|XP_001847255.2|CQUI
OG0006520	LOC108111341|XP_017076259.1|DEUG	LOC6035343|XP_001845554.1|CQUI
OG0006521	LOC108111687|XP_017076723.1|DEUG	LOC6031660|XP_001842406.2|CQUI
OG0006522	LOC108111338|XP_017076252.1|DEUG	LOC6037469|XP_038114489.1|CQUI
OG0006523	LOC108105635|XP_017067813.1|DEUG	LOC6037470|XP_001847380.1|CQUI
OG0006524	LOC108107086|XP_017069952.1|DEUG	LOC6032187|XP_038122641.1|CQUI
OG0006525	LOC108103763|XP_017064869.1|DEUG	LOC6032196|XP_038105137.1|CQUI
OG0006526	LOC108115271|XP_017082118.1|DEUG	LOC6042439|XP_001851557.2|CQUI
OG0006527	LOC108115256|XP_017082101.1|DEUG	LOC6042440|XP_001851558.2|CQUI
OG0006528	LOC108115258|XP_017082103.1|DEUG	LOC6042443|XP_001851560.2|CQUI
OG0006529	LOC108115260|XP_017082106.1|DEUG	LOC119765195|XP_038104517.1|CQUI
OG0006530	LOC108115261|XP_017082107.1|DEUG	LOC6040251|XP_038105670.1|CQUI
OG0006531	LOC108115274|XP_017082122.1|DEUG	LOC6040255|XP_001849693.2|CQUI
OG0006532	LOC108115407|XP_017082334.1|DEUG	LOC6039067|XP_001848745.2|CQUI
OG0006533	LOC108113382|XP_017079443.1|DEUG	LOC6039086|XP_001848757.2|CQUI
OG0006536	LOC108115317|XP_017082211.1|DEUG	LOC6040881|XP_038113052.1|CQUI
OG0006537	LOC108115814|XP_017082894.1|DEUG	LOC6040705|XP_038105548.1|CQUI
OG0006538	LOC108115831|XP_017082912.1|DEUG	LOC6033016|XP_038106303.1|CQUI
OG0006539	LOC108116000|XP_017083165.1|DEUG	LOC6032988|XP_001843499.2|CQUI
OG0006540	LOC108109569|XP_017073634.1|DEUG	LOC6033726|XP_038104755.1|CQUI
OG0006541	LOC108116101|XP_017083312.1|DEUG	LOC6039905|XP_001849403.1|CQUI
OG0006542	LOC108116104|XP_017083313.1|DEUG	LOC6039906|XP_001849404.2|CQUI
OG0006543	LOC108115841|XP_017082939.1|DEUG	LOC119768954|XP_038116725.1|CQUI, LOC6039601|XP_038111999.1|CQUI
OG0006545	LOC108105482|XP_017067588.1|DEUG	LOC6038041|XP_001847885.1|CQUI
OG0006546	LOC108115681|XP_017082738.1|DEUG	LOC6038043|XP_038105842.1|CQUI
OG0006547	LOC108117495|XP_017085461.1|DEUG	LOC6042394|XP_038108420.1|CQUI
OG0006548	LOC108116961|XP_017084606.1|DEUG	LOC6040941|XP_001850269.2|CQUI
OG0006551	LOC108109953|XP_017074255.1|DEUG	LOC6032041|XP_038122808.1|CQUI
OG0006552	LOC108109952|XP_017074254.1|DEUG	LOC6032043|XP_001842709.2|CQUI
OG0006553	LOC108115809|XP_017082887.1|DEUG	LOC6032060|XP_001842726.2|CQUI
OG0006554	LOC108115132|XP_017081899.1|DEUG	LOC6032074|XP_038115674.1|CQUI
OG0006555	LOC108117503|XP_017085514.1|DEUG	LOC119765670|XP_038105987.1|CQUI
OG0006556	LOC108116992|XP_017084646.1|DEUG	LOC6032087|XP_038105140.1|CQUI
OG0006557	LOC108116441|XP_017083838.1|DEUG	LOC6033172|XP_038114436.1|CQUI
OG0006558	LOC108108844|XP_017072542.1|DEUG	LOC6035197|XP_038111508.1|CQUI
OG0006559	LOC108110137|XP_017074540.1|DEUG	LOC6035199|XP_038114547.1|CQUI
OG0006560	LOC108111291|XP_017076168.1|DEUG	LOC6035204|XP_001845433.2|CQUI
OG0006561	LOC108111435|XP_017076391.1|DEUG	LOC6035205|XP_001845434.2|CQUI
OG0006566	LOC108105225|XP_017067177.1|DEUG	LOC6033959|XP_038104808.1|CQUI
OG0006567	LOC108108843|XP_017072541.1|DEUG	LOC6040905|XP_001850233.2|CQUI
OG0006568	LOC108108839|XP_017072536.1|DEUG	LOC6040906|XP_001850234.2|CQUI
OG0006569	LOC108107612|XP_017070671.1|DEUG	LOC6040907|XP_038105298.1|CQUI
OG0006570	LOC108114981|XP_017081701.1|DEUG	LOC6040909|XP_038122837.1|CQUI
OG0006571	LOC108115715|XP_017082776.1|DEUG	LOC6040915|XP_001850243.1|CQUI
OG0006572	LOC108116269|XP_017083547.1|DEUG	LOC6040931|XP_001850259.2|CQUI
OG0006573	LOC108116144|XP_017083369.1|DEUG	LOC6040933|XP_001850261.1|CQUI
OG0006574	LOC108117514|XP_017085491.1|DEUG	LOC6035402|XP_038114426.1|CQUI
OG0006575	LOC108115931|XP_017083056.1|DEUG	LOC6037343|XP_001847267.1|CQUI
OG0006580	LOC108117247|XP_017085081.1|DEUG	LOC6033963|XP_001844351.1|CQUI
OG0006581	LOC108114980|XP_017081700.1|DEUG	LOC6033968|XP_038104320.1|CQUI
OG0006582	LOC108111567|XP_017076578.1|DEUG	LOC6033972|XP_038104680.1|CQUI
OG0006583	LOC108111590|XP_017076599.1|DEUG	LOC6033975|XP_038112416.1|CQUI
OG0006584	LOC108111085|XP_017075909.1|DEUG	LOC6033978|XP_038106060.1|CQUI, LOC119765340|XP_038104965.1|CQUI
OG0006586	LOC108111348|XP_017076268.1|DEUG	LOC6032033|XP_001842700.2|CQUI
OG0006587	LOC108111342|XP_017076260.1|DEUG	LOC6032034|XP_001842701.2|CQUI
OG0006588	LOC108117234|XP_017085057.1|DEUG	LOC6032023|XP_038122951.1|CQUI
OG0006589	LOC108117569|XP_017085569.1|DEUG	LOC6032008|XP_001842676.1|CQUI
OG0006590	LOC108117570|XP_017085570.1|DEUG	LOC6032006|XP_038105254.1|CQUI
OG0006591	LOC108114177|XP_017080471.1|DEUG	LOC6053565|XP_038115742.1|CQUI
OG0006592	LOC108108378|XP_017071914.1|DEUG	LOC6032784|XP_038119498.1|CQUI
OG0006593	LOC108108379|XP_017071915.1|DEUG	LOC6032779|XP_001843320.2|CQUI
OG0006594	LOC108114718|XP_017081308.1|DEUG	LOC6032786|XP_001843325.2|CQUI
OG0006595	LOC108113098|XP_017079046.1|DEUG	LOC6032806|XP_038116443.1|CQUI
OG0006597	LOC108107835|XP_017071077.1|DEUG	LOC6032814|XP_038118603.1|CQUI
OG0006598	LOC108110856|XP_017075592.1|DEUG	LOC6032818|XP_001843355.2|CQUI
OG0006599	LOC108114157|XP_017080437.1|DEUG	LOC6032823|XP_001843360.2|CQUI
OG0006600	LOC108104911|XP_017066739.1|DEUG	LOC6032825|XP_038115305.1|CQUI
OG0006601	LOC108107904|XP_017071199.1|DEUG	LOC6032829|XP_001843367.1|CQUI
OG0006602	LOC108107906|XP_017071200.1|DEUG	LOC6032831|XP_001843368.2|CQUI
OG0006603	LOC108107900|XP_017071192.1|DEUG	LOC6032832|XP_038119769.1|CQUI
OG0006604	LOC108113957|XP_017080159.1|DEUG	LOC6032835|XP_001843372.2|CQUI
OG0006605	LOC108103198|XP_017064075.1|DEUG	LOC6032839|XP_038119245.1|CQUI
OG0006606	LOC108114229|XP_017080584.1|DEUG	LOC6032845|XP_038120209.1|CQUI
OG0006607	LOC108114318|XP_017080719.1|DEUG	LOC6032846|XP_038120210.1|CQUI
OG0006608	LOC108115389|XP_017082314.1|DEUG	LOC6032860|XP_001843385.1|CQUI
OG0006609	LOC108109544|XP_017073602.1|DEUG	LOC6032900|XP_038116291.1|CQUI
OG0006610	LOC108114308|XP_017080701.1|DEUG	LOC6032908|XP_038114526.1|CQUI
OG0006611	LOC108113966|XP_017080172.1|DEUG	LOC6032911|XP_038116284.1|CQUI
OG0006612	LOC108113986|XP_017080221.1|DEUG	LOC6032913|XP_001843437.2|CQUI
OG0006613	LOC108114159|XP_017080442.1|DEUG	LOC6049338|XP_038119131.1|CQUI
OG0006614	LOC108114098|XP_017080349.1|DEUG	LOC6049340|XP_038117963.1|CQUI
OG0006615	LOC108114126|XP_017080391.1|DEUG	LOC6031073|XP_038119046.1|CQUI
OG0006616	LOC108108295|XP_017071789.1|DEUG	LOC6031070|XP_038122390.1|CQUI
OG0006617	LOC108108512|XP_017072070.1|DEUG	LOC6031075|XP_001841926.2|CQUI
OG0006618	LOC108114226|XP_017080582.1|DEUG	LOC6031094|XP_038120256.1|CQUI
OG0006619	LOC108103604|XP_017064630.1|DEUG	LOC6054042|XP_038116192.1|CQUI
OG0006620	LOC108103606|XP_017064631.1|DEUG	LOC6054046|XP_038119442.1|CQUI
OG0006621	LOC108102753|XP_017063399.1|DEUG	LOC6053563|XP_038116160.1|CQUI
OG0006622	LOC108104702|XP_017066406.1|DEUG	LOC6038682|XP_001848437.1|CQUI
OG0006623	LOC108104708|XP_017066416.1|DEUG	LOC6038685|XP_001848438.1|CQUI
OG0006624	LOC108106393|XP_017068890.1|DEUG	LOC6042801|XP_001870804.1|CQUI
OG0006625	LOC108106402|XP_017068901.1|DEUG	LOC6042805|XP_038118695.1|CQUI
OG0006626	LOC108113664|XP_017079829.1|DEUG	LOC6042807|XP_001870806.1|CQUI
OG0006627	LOC108108996|XP_017072749.1|DEUG	LOC6042812|XP_001870810.1|CQUI
OG0006628	LOC108108992|XP_017072739.1|DEUG	LOC6042813|XP_038114854.1|CQUI
OG0006629	LOC108109159|XP_017073069.1|DEUG	LOC6047864|XP_038115147.1|CQUI
OG0006630	LOC108106789|XP_017069521.1|DEUG	LOC6048061|XP_038120956.1|CQUI
OG0006631	LOC108109772|XP_017073935.1|DEUG	LOC6041055|XP_001850366.1|CQUI
OG0006632	LOC108112601|XP_017078149.1|DEUG	LOC6041049|XP_001850360.2|CQUI
OG0006633	LOC108102854|XP_017063540.1|DEUG	LOC6041046|XP_038118777.1|CQUI
OG0006634	LOC108110993|XP_017075790.1|DEUG	LOC6041037|XP_001850348.2|CQUI
OG0006635	LOC108111146|XP_017076007.1|DEUG	LOC6041035|XP_038120749.1|CQUI
OG0006636	LOC108110102|XP_017074484.1|DEUG	LOC6031118|XP_038119744.1|CQUI
OG0006637	LOC108114338|XP_017080753.1|DEUG	LOC6031124|XP_001841968.2|CQUI
OG0006638	LOC108104492|XP_017066095.1|DEUG	LOC6031142|XP_001841985.1|CQUI
OG0006639	LOC108104482|XP_017066071.1|DEUG	LOC6031149|XP_038117683.1|CQUI
OG0006640	LOC108109245|XP_017073212.1|DEUG	LOC6030967|XP_038121634.1|CQUI
OG0006641	LOC108104781|XP_017066520.1|DEUG	LOC6030964|XP_038115430.1|CQUI
OG0006642	LOC108112660|XP_017078281.1|DEUG	LOC6030971|XP_038115394.1|CQUI
OG0006643	LOC108107269|XP_017070189.1|DEUG	LOC6030969|XP_001841820.1|CQUI
OG0006644	LOC108114645|XP_017081205.1|DEUG	LOC6050938|XP_001867452.2|CQUI
OG0006645	LOC108106957|XP_017069725.1|DEUG	LOC6043934|XP_038121710.1|CQUI
OG0006646	LOC108106590|XP_017069260.1|DEUG	LOC6043933|XP_038118699.1|CQUI
OG0006647	LOC108111981|XP_017077190.1|DEUG	LOC6041015|XP_038117569.1|CQUI
OG0006648	LOC108113633|XP_017079793.1|DEUG	LOC119770424|XP_038121222.1|CQUI
OG0006649	LOC108112936|XP_017078818.1|DEUG	LOC6053035|XP_038115035.1|CQUI
OG0006650	LOC108106561|XP_017069215.1|DEUG	LOC6051597|XP_038121932.1|CQUI
OG0006651	LOC108114215|XP_017080524.1|DEUG	LOC6040647|XP_038118734.1|CQUI
OG0006652	LOC108114151|XP_017080429.1|DEUG	LOC6043376|XP_001858629.2|CQUI
OG0006653	LOC108107723|XP_017070831.1|DEUG	LOC6039565|XP_038120864.1|CQUI
OG0006654	LOC108104622|XP_017066284.1|DEUG	LOC6039556|XP_038120455.1|CQUI
OG0006655	LOC108107876|XP_017071148.1|DEUG	LOC6049638|XP_038116545.1|CQUI
OG0006656	LOC108107736|XP_017070875.1|DEUG	LOC6039883|XP_038116070.1|CQUI
OG0006657	LOC108108902|XP_017072615.1|DEUG	LOC6043329|XP_001858472.1|CQUI
OG0006658	LOC108108036|XP_017071397.1|DEUG	LOC6043696|XP_038116551.1|CQUI
