Orthogroup	DPSE.longest_only	DVIR.longest_only
OG0008256	LOC4803479|XP_001360197.2|DPSE	LOC6636508|XP_002059988.2|DVIR
OG0008257	LOC4815270|XP_001355163.3|DPSE	LOC6634722|XP_002058321.1|DVIR
OG0008258	LOC6903271|XP_002132970.2|DPSE	LOC6635722|XP_002059159.1|DVIR
OG0008259	LOC6903252|XP_015036448.2|DPSE	LOC116651617|XP_032294249.1|DVIR
OG0008259	LOC6903247|XP_002132946.3|DPSE	LOC6627476|XP_032294293.1|DVIR
OG0008260	LOC6900920|XP_002134702.2|DPSE, LOC6900921|XP_002134703.2|DPSE	LOC6623861|XP_032290800.1|DVIR
OG0008261	LOC4805384|XP_001361793.4|DPSE	LOC6624960|XP_002050615.2|DVIR
OG0008262	LOC6898661|XP_002138666.2|DPSE	LOC6635866|XP_002059340.1|DVIR
OG0008264	LOC6898579|XP_002138599.2|DPSE, LOC4804637|XP_001361167.3|DPSE	LOC116652037|XP_032295808.1|DVIR, LOC6626026|XP_002049602.1|DVIR
OG0008265	LOC4800486|XP_001357753.2|DPSE	LOC6632546|XP_002055840.1|DVIR, LOC6632545|XP_002055839.1|DVIR
OG0008266	LOC6897169|XP_002137349.3|DPSE	LOC6632538|XP_002056181.1|DVIR
OG0008267	LOC4800737|XP_033238816.1|DPSE	LOC6632596|XP_032289485.1|DVIR
OG0008268	LOC4818184|XP_001357496.2|DPSE	LOC6635632|XP_002059237.1|DVIR
OG0008269	LOC4817229|XP_001356509.3|DPSE	LOC6627717|XP_002051639.1|DVIR
OG0008270	LOC4815134|XP_015041527.2|DPSE	LOC6636650|XP_002060128.2|DVIR
OG0008271	LOC4812071|XP_001352728.1|DPSE	LOC6623194|XP_002047753.1|DVIR
OG0008272	LOC4814378|XP_033239149.1|DPSE	LOC6633258|XP_032289053.1|DVIR
OG0008273	LOC4802370|XP_001359299.2|DPSE	LOC6629628|XP_015026826.1|DVIR
OG0008274	LOC26532954|XP_015041430.2|DPSE	LOC6631465|XP_002055005.1|DVIR
OG0008275	LOC4814575|XP_001354545.2|DPSE	LOC6633591|XP_002056803.1|DVIR
OG0008276	LOC6902299|XP_033238277.1|DPSE	LOC6634604|XP_002058259.2|DVIR
OG0008277	LOC4814245|XP_015042255.2|DPSE	LOC6631337|XP_015026748.1|DVIR
OG0008278	LOC6903523|XP_002132399.1|DPSE	LOC6628046|XP_002051157.1|DVIR
OG0008279	LOC6901422|XP_002134108.2|DPSE	LOC6631927|XP_015026734.1|DVIR
OG0008280	LOC4814582|XP_001354809.3|DPSE	LOC6631526|XP_002055333.3|DVIR
OG0008281	LOC4815340|XP_001354999.3|DPSE	LOC6632147|XP_002055756.1|DVIR
OG0008282	LOC4815623|XP_001355369.4|DPSE	LOC6633664|XP_002056858.1|DVIR
OG0008283	LOC4815660|XP_001355592.2|DPSE	LOC6631507|XP_015026449.1|DVIR
OG0008284	LOC6899877|XP_033237090.1|DPSE	LOC6636272|XP_002059685.1|DVIR
OG0008285	LOC4814232|XP_033239344.1|DPSE	LOC6631567|XP_002055554.1|DVIR
OG0008286	LOC6901956|XP_015041019.2|DPSE	LOC6636024|XP_002059548.1|DVIR
OG0008287	LOC4814483|XP_001354633.3|DPSE	LOC6632042|XP_002055019.1|DVIR
OG0008288	LOC4801008|XP_001358181.4|DPSE	LOC6629968|XP_002053077.1|DVIR
OG0008290	LOC4815741|XP_001355665.1|DPSE	LOC6631421|XP_002055306.1|DVIR
OG0008291	LOC4814376|XP_001354461.2|DPSE	LOC6633313|XP_002056890.1|DVIR
OG0008292	LOC6901161|XP_015041427.2|DPSE	LOC6631466|XP_002055006.2|DVIR
OG0008293	LOC4801987|XP_033233445.1|DPSE	LOC6629463|XP_002053880.3|DVIR
OG0008294	LOC4801737|XP_001358780.2|DPSE	LOC6630913|XP_002053772.1|DVIR
OG0008295	LOC6901442|XP_002134128.2|DPSE	LOC6632200|XP_032295353.1|DVIR
OG0008296	LOC4814898|XP_001355110.3|DPSE	LOC6631405|XP_002055003.1|DVIR
OG0008297	LOC6901254|XP_002133955.3|DPSE	LOC6632195|XP_002055022.1|DVIR
OG0008298	LOC4814979|XP_001354937.2|DPSE	LOC6634425|XP_002057937.1|DVIR
OG0008299	LOC6897053|XP_002137237.3|DPSE	LOC6630575|XP_015027059.1|DVIR
OG0008300	LOC4814644|XP_015041644.2|DPSE	LOC6631990|XP_032296166.1|DVIR
OG0008301	LOC4801503|XP_015037282.2|DPSE	LOC6629923|XP_002054557.2|DVIR
OG0008302	LOC4814511|XP_001354618.3|DPSE	LOC6631503|XP_032295856.1|DVIR
OG0008303	LOC4814844|XP_001354508.1|DPSE	LOC6633770|XP_002057302.1|DVIR
OG0008304	LOC4815282|XP_001354782.6|DPSE	LOC6631580|XP_032295546.1|DVIR
OG0008305	LOC117185063|XP_033240625.1|DPSE	LOC6636717|XP_002060190.1|DVIR
OG0008306	LOC4815900|XP_001355657.4|DPSE	LOC6631831|XP_002055473.1|DVIR
OG0008307	LOC6897286|XP_002137446.3|DPSE	LOC6629668|XP_002054762.1|DVIR
OG0008308	LOC4811817|XP_033232510.1|DPSE, LOC117184592|XP_033238836.1|DPSE	LOC6630858|XP_015027280.1|DVIR
OG0008309	LOC4817908|XP_001357339.2|DPSE	LOC6634326|XP_002057679.1|DVIR
OG0008310	LOC4812567|XP_001352906.1|DPSE	LOC6624338|XP_002047590.1|DVIR
OG0008312	LOC4801342|XP_033233086.1|DPSE	LOC6634978|XP_002058426.1|DVIR
OG0008313	LOC6903955|XP_033238955.1|DPSE	LOC6632182|XP_002055280.1|DVIR
OG0008314	LOC4803687|XP_001360364.1|DPSE	LOC6626372|XP_002049395.1|DVIR
OG0008315	LOC4813878|XP_001353747.4|DPSE	LOC6623964|XP_002047386.1|DVIR
OG0008317	LOC4801680|XP_015037355.2|DPSE	LOC6630069|XP_015027682.1|DVIR
OG0008318	LOC26533264|XP_033239689.1|DPSE	LOC6636668|XP_032295790.1|DVIR
OG0008319	LOC4805372|XP_001361782.2|DPSE	LOC6626619|XP_002050603.1|DVIR
OG0008320	LOC6901533|XP_033237788.1|DPSE	LOC6631544|XP_015026610.1|DVIR
OG0008321	LOC4801517|XP_001358595.4|DPSE	LOC6629917|XP_002054551.1|DVIR
OG0008322	LOC4811830|XP_001382209.3|DPSE	LOC6634073|XP_002057415.1|DVIR
OG0008323	LOC13036540|XP_033235940.1|DPSE	LOC6632417|XP_002055798.1|DVIR
OG0008324	LOC4814309|XP_001354450.1|DPSE	LOC6633682|XP_002057287.1|DVIR
OG0008325	LOC6901878|XP_002133416.3|DPSE	LOC6631660|XP_002055011.2|DVIR
OG0008326	LOC6897446|XP_033233119.1|DPSE	LOC6632376|XP_032296731.1|DVIR
OG0008328	LOC4814673|XP_001354843.4|DPSE	LOC6633641|XP_002056835.1|DVIR
OG0008329	LOC4815317|XP_001354913.2|DPSE	LOC6634802|XP_032289259.1|DVIR
OG0008330	LOC6898244|XP_002138310.2|DPSE	LOC6627107|XP_002050847.1|DVIR
OG0008331	LOC4813911|XP_015043069.1|DPSE	LOC6622279|XP_002047122.1|DVIR
OG0008332	LOC4812518|XP_015043567.1|DPSE	LOC6622682|XP_032290386.1|DVIR
OG0008333	LOC4812767|XP_001353397.3|DPSE	LOC6623533|XP_002047133.1|DVIR
OG0008334	LOC4813525|XP_015042815.2|DPSE	LOC6624665|XP_032290958.1|DVIR
OG0008335	LOC4812196|XP_001352727.3|DPSE	LOC6623175|XP_002047754.1|DVIR
OG0008336	LOC4812340|XP_001352939.3|DPSE	LOC6622364|XP_002047501.2|DVIR
OG0008338	LOC4813432|XP_001353620.2|DPSE	LOC6623056|XP_002048499.1|DVIR
OG0008339	LOC6901558|XP_002134232.3|DPSE	LOC6636038|XP_002059643.3|DVIR
OG0008340	LOC4805381|XP_001361790.4|DPSE	LOC6624957|XP_002050612.1|DVIR
OG0008341	LOC6900114|XP_002135466.3|DPSE	LOC6624067|XP_002046277.2|DVIR
OG0008342	LOC6900992|XP_002134688.1|DPSE	LOC6624116|XP_002046622.1|DVIR
OG0008343	LOC4800742|XP_001357959.2|DPSE	LOC6630226|XP_002054800.1|DVIR
OG0008344	LOC4812966|XP_001353553.1|DPSE	LOC6624006|XP_002046555.2|DVIR
OG0008345	LOC4811916|XP_001352741.3|DPSE	LOC6624171|XP_002046900.2|DVIR
OG0008346	LOC4814241|XP_001354479.2|DPSE	LOC6631401|XP_015026340.1|DVIR
OG0008347	LOC4817621|XP_015036378.2|DPSE	LOC6627537|XP_002051706.1|DVIR
OG0008348	LOC4813856|XP_001353796.3|DPSE	LOC6622537|XP_002046703.1|DVIR
OG0008349	LOC4812762|XP_001353592.3|DPSE	LOC6622252|XP_002047477.3|DVIR
OG0008350	LOC6901644|XP_002134313.2|DPSE	LOC6632129|XP_002055102.1|DVIR
OG0008351	LOC4813722|XP_001353564.4|DPSE	LOC6622109|XP_002046541.2|DVIR
OG0008352	LOC4812447|XP_001352564.1|DPSE	LOC6623851|XP_002046230.1|DVIR
OG0008353	LOC4812407|XP_001352807.1|DPSE	LOC6622835|XP_002046696.1|DVIR
OG0008354	LOC6901002|XP_002134631.1|DPSE	LOC6632177|XP_002055275.1|DVIR
OG0008355	LOC6898752|XP_002138734.3|DPSE	LOC6625400|XP_002050141.2|DVIR
OG0008356	LOC4813873|XP_001353409.2|DPSE	LOC6633339|XP_002056867.1|DVIR
OG0008357	LOC4803042|XP_001359843.3|DPSE	LOC6632614|XP_002056314.1|DVIR
OG0008358	LOC4817870|XP_001357200.3|DPSE	LOC6627576|XP_032293565.1|DVIR
OG0008359	LOC4803568|XP_001360275.1|DPSE	LOC6625209|XP_002050625.2|DVIR
OG0008360	LOC4805492|XP_001361887.3|DPSE	LOC6624879|XP_002050883.2|DVIR
OG0008361	LOC4818102|XP_033236507.1|DPSE	LOC6634374|XP_015025281.1|DVIR
OG0008362	LOC4815208|XP_001354965.2|DPSE	LOC6634635|XP_002058034.1|DVIR
OG0008363	LOC4804666|XP_001361191.2|DPSE	LOC6627182|XP_002049747.1|DVIR
OG0008364	LOC4813533|XP_001353136.2|DPSE	LOC6622517|XP_002048432.1|DVIR
OG0008365	LOC4804657|XP_001361184.3|DPSE	LOC6625410|XP_032292734.1|DVIR
OG0008366	LOC6897608|XP_002137753.2|DPSE	LOC6633143|XP_002056382.1|DVIR
OG0008367	LOC4814410|XP_001354491.2|DPSE	LOC6635501|XP_002059041.3|DVIR
OG0008368	LOC117184280|XP_033237031.1|DPSE	LOC6627823|XP_002051136.1|DVIR
OG0008369	LOC4814916|XP_001354716.3|DPSE	LOC116652050|XP_032295703.1|DVIR
OG0008370	LOC6904087|XP_002136434.3|DPSE	LOC26530678|XP_015024793.1|DVIR
OG0008371	LOC4803121|XP_001359916.2|DPSE	LOC6630661|XP_015027433.1|DVIR
OG0008373	LOC4817911|XP_033235282.1|DPSE	LOC6627423|XP_032293880.1|DVIR
OG0008374	LOC6902748|XP_002133262.2|DPSE	LOC6627305|XP_002051286.1|DVIR
OG0008375	LOC4818185|XP_001357497.2|DPSE	LOC6635633|XP_002059238.1|DVIR
OG0008376	LOC26532643|XP_015036580.1|DPSE	LOC6628541|XP_002051853.1|DVIR
OG0008377	LOC26534320|XP_015036075.2|DPSE	LOC26531560|XP_032294309.1|DVIR
OG0008378	LOC4817320|XP_033235383.1|DPSE	LOC6627504|XP_032294307.1|DVIR
OG0008379	LOC4816582|XP_001356096.4|DPSE	LOC6634056|XP_002057889.1|DVIR
OG0008380	LOC117184173|XP_033236569.1|DPSE	LOC6628090|XP_015028081.1|DVIR
OG0008381	LOC4817123|XP_001356723.4|DPSE	LOC6628825|XP_002052590.1|DVIR
OG0008383	LOC4816765|XP_033235406.1|DPSE	LOC6628836|XP_002052744.1|DVIR
OG0008384	LOC4817030|XP_033235613.1|DPSE	LOC6627520|XP_002051629.1|DVIR
OG0008385	LOC4817089|XP_015036226.2|DPSE	LOC6628098|XP_002052422.1|DVIR
OG0008386	LOC4814688|XP_001354971.2|DPSE	LOC6631984|XP_002055609.1|DVIR
OG0008387	LOC4800304|XP_033240489.1|DPSE	LOC6633058|XP_032289701.1|DVIR
OG0008388	LOC4817967|XP_001357430.2|DPSE	LOC6634311|XP_002057561.1|DVIR
OG0008389	LOC4816381|XP_001356033.3|DPSE	LOC6628932|XP_032294388.1|DVIR
OG0008390	LOC6903587|XP_002132454.1|DPSE	LOC6628403|XP_002052046.1|DVIR
OG0008391	LOC6902939|XP_002132665.2|DPSE	LOC6628462|XP_002051834.2|DVIR
OG0008392	LOC4813430|XP_001353296.3|DPSE	LOC6624220|XP_002048073.1|DVIR
OG0008393	LOC6900426|XP_033240149.1|DPSE	LOC6622781|XP_032290926.1|DVIR
OG0008394	LOC4812835|XP_001353583.2|DPSE	LOC6624350|XP_002047464.1|DVIR
OG0008395	LOC4815679|XP_001355673.2|DPSE	LOC6631654|XP_015026447.1|DVIR
OG0008396	LOC4815137|XP_001354753.2|DPSE	LOC6633614|XP_032294955.1|DVIR
OG0008397	LOC4814889|XP_033238907.1|DPSE	LOC6631498|XP_002055132.2|DVIR
OG0008398	LOC6901781|XP_002134451.2|DPSE	LOC6633295|XP_002056878.3|DVIR
OG0008399	LOC6902093|XP_033241447.1|DPSE	LOC6633617|XP_032296654.1|DVIR
OG0008400	LOC4813746|XP_001354040.2|DPSE	LOC6624174|XP_002047423.1|DVIR
OG0008401	LOC4817835|XP_001357454.3|DPSE	LOC6628637|XP_002051881.1|DVIR
OG0008402	LOC4800829|XP_001358033.2|DPSE	LOC6629845|XP_002054466.1|DVIR
OG0008403	LOC4815181|XP_001354885.1|DPSE	LOC6635578|XP_002058992.2|DVIR
OG0008404	LOC4802427|XP_015037795.2|DPSE	LOC6630764|XP_002054623.2|DVIR
OG0008405	LOC4815821|XP_001355379.2|DPSE	LOC6633291|XP_002056874.1|DVIR
OG0008406	LOC4815826|XP_001355650.2|DPSE	LOC6634798|XP_032296452.1|DVIR
OG0008407	LOC4802838|XP_033241768.1|DPSE	LOC6632927|XP_002056562.3|DVIR
OG0008408	LOC4815804|XP_015040895.1|DPSE	LOC6633550|XP_032296214.1|DVIR
OG0008409	LOC6900892|XP_015043497.2|DPSE	LOC6624217|XP_032291079.1|DVIR
OG0008410	LOC4802371|XP_001359300.3|DPSE	LOC6629577|XP_002054869.1|DVIR
OG0008411	LOC4803311|XP_001360075.4|DPSE	LOC6633227|XP_002056285.2|DVIR
OG0008412	LOC4814258|XP_015042295.1|DPSE	LOC6633284|XP_032296590.1|DVIR
OG0008413	LOC4812943|XP_015043410.2|DPSE	LOC6623012|XP_015030426.1|DVIR
OG0008414	LOC4816040|XP_001355446.1|DPSE	LOC6634663|XP_002058116.1|DVIR
OG0008415	LOC4815023|XP_001354613.3|DPSE	LOC6636158|XP_002059665.1|DVIR
OG0008416	LOC6901723|XP_002134391.3|DPSE	LOC6631970|XP_002054974.1|DVIR
OG0008417	LOC4815908|XP_001355233.3|DPSE	LOC6634668|XP_002057984.1|DVIR
OG0008418	LOC4814788|XP_001354968.4|DPSE	LOC6631759|XP_032295601.1|DVIR
OG0008419	LOC4815681|XP_033238741.1|DPSE	LOC6634779|XP_032296441.1|DVIR
OG0008420	LOC6899149|XP_002136375.1|DPSE	LOC6633653|XP_002056847.1|DVIR
OG0008421	LOC4814643|XP_001355080.3|DPSE	LOC6631392|XP_015026402.1|DVIR
OG0008422	LOC6901546|XP_002134221.1|DPSE	LOC6634803|XP_002057916.1|DVIR
OG0008423	LOC4803729|XP_001360401.3|DPSE	LOC6624937|XP_002049036.1|DVIR
OG0008424	LOC4815431|XP_015041183.2|DPSE	LOC6633453|XP_002057336.1|DVIR
OG0008425	LOC4802555|XP_001359453.5|DPSE	LOC6629506|XP_032289405.1|DVIR
OG0008426	LOC4804649|XP_001361177.3|DPSE	LOC6625959|XP_002049590.1|DVIR
OG0008427	LOC6901311|XP_002134012.3|DPSE	LOC6633242|XP_032296070.1|DVIR
OG0008428	LOC4814226|XP_001354415.2|DPSE	LOC6628015|XP_002051319.1|DVIR
OG0008429	LOC4802629|XP_001359513.1|DPSE	LOC6629348|XP_002053264.1|DVIR
OG0008430	LOC4815071|XP_001354670.1|DPSE	LOC6636162|XP_002059491.1|DVIR
OG0008431	LOC4811772|XP_001352341.3|DPSE	LOC6626403|XP_002050011.1|DVIR
OG0008432	LOC4800671|XP_001357903.3|DPSE	LOC6633213|XP_032289767.1|DVIR
OG0008433	LOC4812155|XP_001352901.2|DPSE	LOC6622589|XP_015030555.1|DVIR
OG0008434	LOC4800309|XP_001357598.2|DPSE	LOC6629488|XP_002054083.1|DVIR
OG0008435	LOC4817825|XP_001357399.2|DPSE	LOC6628086|XP_002051146.1|DVIR
OG0008436	LOC26533608|XP_015039370.2|DPSE	LOC26531916|XP_015023626.1|DVIR
OG0008438	LOC4803003|XP_001359808.3|DPSE	LOC6629267|XP_032294939.1|DVIR
OG0008439	LOC4804148|XP_001360754.4|DPSE	LOC6625210|XP_015029806.1|DVIR
OG0008440	LOC4802040|XP_015037561.2|DPSE	LOC6632400|XP_032289616.1|DVIR
OG0008441	LOC4813491|XP_001353380.1|DPSE, LOC6900464|XP_002134855.1|DPSE	LOC6622673|XP_002047668.2|DVIR
OG0008442	LOC4805745|XP_001362092.1|DPSE	LOC6635368|XP_002058892.1|DVIR
OG0008443	LOC4812791|XP_015042563.2|DPSE	LOC6623712|XP_002048254.1|DVIR
OG0008444	LOC4813536|XP_001353991.3|DPSE	LOC6623897|XP_002048638.1|DVIR
OG0008445	LOC6901547|XP_002134222.2|DPSE	LOC6634436|XP_002057910.2|DVIR
OG0008446	LOC6901200|XP_033238148.1|DPSE	LOC6632064|XP_002055619.3|DVIR
OG0008447	LOC4814943|XP_001354837.1|DPSE	LOC6633500|XP_002056824.1|DVIR
OG0008448	LOC4815803|XP_033239569.1|DPSE	LOC6633840|XP_032296648.1|DVIR
OG0008449	LOC4815175|XP_001354673.3|DPSE	LOC6631878|XP_002054951.1|DVIR
OG0008450	LOC4814260|XP_003736163.1|DPSE	LOC6636791|XP_032289296.1|DVIR
OG0008451	LOC4803084|XP_001359883.3|DPSE	LOC6632518|XP_002056528.1|DVIR
OG0008452	LOC4816982|XP_001356418.4|DPSE	LOC6628304|XP_002052858.2|DVIR
OG0008453	LOC6898743|XP_002138730.2|DPSE	LOC6636330|XP_002059929.2|DVIR
OG0008454	LOC4815523|XP_001355356.4|DPSE	LOC6633537|XP_002057365.2|DVIR
OG0008455	LOC4812654|XP_033238885.1|DPSE	LOC6622204|XP_002046321.2|DVIR
OG0008456	LOC4802834|XP_015038134.2|DPSE	LOC6632925|XP_002056560.1|DVIR
OG0008457	LOC4802536|XP_001359437.2|DPSE	LOC6629801|XP_002053377.1|DVIR
OG0008458	LOC4805627|XP_001361999.3|DPSE	LOC6627194|XP_002049439.1|DVIR
OG0008459	LOC4814596|XP_001354954.3|DPSE	LOC6631358|XP_002055662.1|DVIR
OG0008460	LOC4817948|XP_001357391.2|DPSE	LOC6627738|XP_002051122.2|DVIR
OG0008461	LOC4816938|XP_033235671.1|DPSE	LOC6627372|XP_015028625.1|DVIR
OG0008462	LOC6902937|XP_002132663.2|DPSE	LOC6628455|XP_002051827.1|DVIR
OG0008463	LOC26534323|XP_015035544.2|DPSE	LOC26530741|XP_015028846.2|DVIR
OG0008464	LOC4803555|XP_001360263.2|DPSE	LOC6626602|XP_002050636.1|DVIR
OG0008465	LOC26533072|XP_015039279.1|DPSE	LOC26530585|XP_015024744.1|DVIR
OG0008466	LOC6898865|XP_002138837.2|DPSE	LOC6625044|XP_002048815.2|DVIR
OG0008467	LOC26531972|XP_015039330.1|DPSE	LOC6625204|XP_002050300.1|DVIR
OG0008468	LOC4817109|XP_001356761.3|DPSE	LOC6627896|XP_002051810.1|DVIR
OG0008469	LOC15382899|XP_033234259.1|DPSE	LOC26531430|XP_015024749.1|DVIR
OG0008472	LOC4803928|XP_001360569.2|DPSE	LOC6625852|XP_032291678.1|DVIR
OG0008473	LOC4814879|XP_015041995.2|DPSE	LOC6631486|XP_002055431.2|DVIR
OG0008474	LOC4802547|XP_033232639.1|DPSE	LOC6629854|XP_002053177.3|DVIR
OG0008475	LOC4816713|XP_001356132.3|DPSE	LOC6634358|XP_002057699.1|DVIR
OG0008476	LOC6897917|XP_002138019.2|DPSE	LOC6630205|XP_002053708.1|DVIR
OG0008477	LOC4803335|XP_015039048.2|DPSE	LOC6627150|XP_015029572.1|DVIR
OG0008478	LOC26532036|XP_033232496.1|DPSE	LOC26531866|XP_032288952.1|DVIR
OG0008479	LOC4805541|XP_001361928.2|DPSE	LOC6626449|XP_002049806.1|DVIR
OG0008480	LOC4812859|XP_015042551.2|DPSE	LOC6622158|XP_032290034.1|DVIR
OG0008481	LOC4815687|XP_001355250.3|DPSE	LOC6633547|XP_002057244.1|DVIR
OG0008482	LOC6900699|XP_002135063.2|DPSE	LOC6623222|XP_002046715.1|DVIR
OG0008483	LOC4817321|XP_033237013.1|DPSE	LOC6627979|XP_002051785.2|DVIR
OG0008484	LOC4802412|XP_001359335.2|DPSE	LOC6632658|XP_002056464.1|DVIR
OG0008485	LOC4817875|XP_001357189.1|DPSE	LOC6628244|XP_015028190.1|DVIR
OG0008486	LOC6899206|XP_033237269.1|DPSE	LOC6636249|XP_015023970.1|DVIR
OG0008487	LOC6901256|XP_002133957.2|DPSE	LOC6632045|XP_002055242.1|DVIR
OG0008488	LOC4803308|XP_001360069.2|DPSE	LOC6632649|XP_002056548.1|DVIR
OG0008489	LOC13036349|XP_003736870.2|DPSE	LOC26531623|XP_015026298.1|DVIR
OG0008489	LOC6897874|XP_002137973.3|DPSE	LOC26531509|XP_015026288.1|DVIR
OG0008490	LOC4803214|XP_001359990.3|DPSE	LOC6629536|XP_002053664.1|DVIR
OG0008491	LOC4801019|XP_001358189.2|DPSE	LOC6629412|XP_002053068.2|DVIR
OG0008492	LOC4817048|XP_001356885.4|DPSE	LOC6627766|XP_002052655.1|DVIR
OG0008493	LOC4816301|XP_001356214.3|DPSE	LOC6634051|XP_032289040.1|DVIR
OG0008494	LOC4803861|XP_001360511.1|DPSE	LOC6626428|XP_002050268.1|DVIR
OG0008495	LOC4803970|XP_001360607.3|DPSE	LOC6625279|XP_002049864.2|DVIR
OG0008496	LOC6898189|XP_002138258.1|DPSE	LOC116649980|XP_032289193.1|DVIR, LOC26530826|XP_015024746.1|DVIR
OG0008497	LOC4804632|XP_001361164.3|DPSE	LOC26530492|XP_015030211.1|DVIR
OG0008498	LOC4803937|XP_015039445.2|DPSE	LOC6626778|XP_032292392.1|DVIR
OG0008499	LOC4804965|XP_001361441.3|DPSE	LOC6624917|XP_002049112.1|DVIR
OG0008500	LOC4805041|XP_033234480.1|DPSE	LOC6626518|XP_002048916.2|DVIR
OG0008501	LOC4813131|XP_001353788.2|DPSE	LOC6623280|XP_002046955.1|DVIR
OG0008502	LOC6902860|XP_002132596.2|DPSE, LOC4815141|XP_033240951.1|DPSE	LOC6631610|XP_002055068.1|DVIR
OG0008503	LOC4815694|XP_001355340.3|DPSE	LOC6634810|XP_002058136.3|DVIR
OG0008504	LOC6903452|XP_002132331.2|DPSE, LOC117184017|XP_033235834.1|DPSE, LOC117184157|XP_033236489.1|DPSE	LOC26530543|XP_015023729.1|DVIR
OG0008505	LOC6900872|XP_002135229.1|DPSE	LOC6623632|XP_032291369.1|DVIR
OG0008506	LOC4812870|XP_001353218.1|DPSE	LOC6624008|XP_002046293.1|DVIR
OG0008507	LOC4813715|XP_001353969.3|DPSE	LOC6624207|XP_002048350.1|DVIR
OG0008508	LOC6901676|XP_033239022.1|DPSE	LOC6636685|XP_032295670.1|DVIR
OG0008509	LOC117184979|XP_033240213.1|DPSE	LOC6633776|XP_002057308.1|DVIR
OG0008510	LOC6901335|XP_002134036.2|DPSE	LOC6631867|XP_002055728.2|DVIR
OG0008511	LOC6902393|XP_002133328.3|DPSE, LOC6899783|XP_002135753.2|DPSE	LOC6627390|XP_032293623.1|DVIR, LOC6627391|XP_002051081.1|DVIR, LOC116651488|XP_032293805.1|DVIR
OG0008512	LOC6902990|XP_033235737.1|DPSE	LOC6627909|XP_002051402.2|DVIR, LOC6627601|XP_002051403.1|DVIR
OG0008513	LOC6901070|XP_002134549.2|DPSE, LOC6901035|XP_002134514.1|DPSE	LOC116651641|XP_032294320.1|DVIR
OG0008514	LOC4817441|XP_001356524.2|DPSE	LOC6629044|XP_002052190.1|DVIR
OG0008515	LOC6900862|XP_002135219.2|DPSE, LOC6901592|XP_002134263.2|DPSE, LOC4816774|XP_001356003.3|DPSE	LOC6629037|XP_002052183.1|DVIR
OG0008516	LOC6900207|XP_002135539.1|DPSE, LOC6902496|XP_002133041.2|DPSE	LOC6624177|XP_002047452.1|DVIR
OG0008517	LOC4814018|XP_033240217.1|DPSE	LOC6623716|XP_002047347.1|DVIR
OG0008518	LOC6900274|XP_002135602.2|DPSE, LOC6898618|XP_002138623.3|DPSE	LOC6624691|XP_002048125.1|DVIR
OG0008519	LOC4805463|XP_001361858.4|DPSE	LOC26530688|XP_015024374.2|DVIR
OG0008520	LOC4803256|XP_033232816.1|DPSE	LOC6630347|XP_002054596.2|DVIR
OG0008523	LOC4816370|XP_001356191.3|DPSE	LOC6634167|XP_002057534.1|DVIR
OG0008524	LOC6901968|XP_002133502.3|DPSE	LOC6633803|XP_032296643.1|DVIR
OG0008527	LOC6901015|XP_033238373.1|DPSE	LOC6631840|XP_032295443.1|DVIR
OG0008529	LOC4816090|XP_001355432.3|DPSE	LOC6634724|XP_002058323.1|DVIR
OG0008530	LOC4814216|XP_001354325.3|DPSE	LOC6631538|XP_002055062.1|DVIR
OG0008531	LOC4815226|XP_001355181.1|DPSE	LOC6634585|XP_015025072.1|DVIR
OG0008532	LOC4815954|XP_001355596.4|DPSE	LOC6631505|XP_002055324.3|DVIR
OG0008534	LOC4814315|XP_033237993.1|DPSE	LOC6631432|XP_002055540.2|DVIR
OG0008535	LOC4814574|XP_001354920.4|DPSE	LOC6633244|XP_032289258.1|DVIR
OG0008536	LOC6902185|XP_033239099.1|DPSE	LOC6633526|XP_002057074.1|DVIR
OG0008537	LOC4801394|XP_033235079.1|DPSE	LOC6632475|XP_032289420.1|DVIR
OG0008538	LOC4814871|XP_001354975.3|DPSE	LOC6636660|XP_002060138.1|DVIR
OG0008540	LOC4800454|XP_001357727.4|DPSE	LOC6630335|XP_002053010.1|DVIR
OG0008541	LOC4804346|XP_033233450.1|DPSE	LOC6627177|XP_002050395.3|DVIR
OG0008542	LOC6900513|XP_002134902.2|DPSE	LOC6622413|XP_002046977.1|DVIR
OG0008544	LOC15382889|XP_004444224.2|DPSE	LOC26531697|XP_015030354.1|DVIR
OG0008546	LOC4813595|XP_001354032.3|DPSE	LOC6624070|XP_002047431.2|DVIR
OG0008547	LOC4815994|XP_001355387.2|DPSE	LOC6633496|XP_032296399.1|DVIR
OG0008549	LOC4800427|XP_001357705.2|DPSE	LOC6629325|XP_032288815.1|DVIR
OG0008550	LOC6902218|XP_033238129.1|DPSE	LOC6622629|XP_002048445.1|DVIR, LOC116650458|XP_032290006.1|DVIR, LOC116649855|XP_032288958.1|DVIR, LOC6622662|XP_002048448.3|DVIR
OG0008552	LOC4812722|XP_001353101.1|DPSE	LOC6623489|XP_002046767.1|DVIR
OG0008553	LOC117184360|XP_033237288.1|DPSE	LOC6635974|XP_002059403.1|DVIR
OG0008554	LOC4815921|XP_001355444.3|DPSE	LOC6635477|XP_032295544.1|DVIR
OG0008555	LOC4815611|XP_001355423.4|DPSE	LOC6634691|XP_002058344.1|DVIR
OG0008556	LOC4805068|XP_001361530.3|DPSE	LOC6626652|XP_002049882.1|DVIR
