Orthogroup	DPSE.longest_only	BTRY.longest_only
OG0007343	LOC4802146|XP_033232927.1|DPSE	LOC120770681|XP_039954203.1|BTRY
OG0007344	LOC4817622|XP_001357021.3|DPSE	LOC120767629|XP_039949723.1|BTRY, LOC120769589|XP_039952582.1|BTRY
OG0007345	LOC4802144|XP_001359122.4|DPSE	LOC120767067|XP_039948859.1|BTRY
OG0007346	LOC4812266|XP_001352627.1|DPSE	LOC120776574|XP_039963272.1|BTRY
OG0007347	LOC6902140|XP_033240102.1|DPSE	LOC120775016|XP_039960901.1|BTRY
OG0007348	LOC4815982|XP_001355519.2|DPSE	LOC120775363|XP_039961459.1|BTRY, LOC120779403|XP_039967535.1|BTRY
OG0007349	LOC4815828|XP_001355517.3|DPSE	LOC120774645|XP_039960303.1|BTRY
OG0007350	LOC4814510|XP_001354539.2|DPSE	LOC120776191|XP_039962750.1|BTRY
OG0007351	LOC4813692|XP_015043041.2|DPSE	LOC120777369|XP_039964573.1|BTRY
OG0007352	LOC6898640|XP_002138645.2|DPSE	LOC120772794|XP_039957511.1|BTRY
OG0007353	LOC4802495|XP_001359406.1|DPSE	LOC120782817|XP_039971297.1|BTRY
OG0007354	LOC4815383|XP_001355186.2|DPSE	LOC120772158|XP_039956528.1|BTRY
OG0007355	LOC4802051|XP_033241830.1|DPSE	LOC120773768|XP_039958782.1|BTRY
OG0007356	LOC6898530|XP_002138566.2|DPSE	LOC120771571|XP_039955570.1|BTRY
OG0007357	LOC4802292|XP_033233028.1|DPSE	LOC120772068|XP_039956392.1|BTRY
OG0007358	LOC4802305|XP_001359248.3|DPSE	LOC120767221|XP_039948979.1|BTRY
OG0007359	LOC4801245|XP_033233053.1|DPSE	LOC120766203|XP_039947501.1|BTRY
OG0007360	LOC6897025|XP_033232596.1|DPSE	LOC120766287|XP_039947623.1|BTRY
OG0007361	LOC4815376|XP_015041414.2|DPSE	LOC120774185|XP_039959540.1|BTRY
OG0007362	LOC4817962|XP_001357238.2|DPSE	LOC120768063|XP_039950518.1|BTRY
OG0007363	LOC4814302|XP_033240212.1|DPSE	LOC120775879|XP_039962190.1|BTRY
OG0007364	LOC4814416|XP_033240210.1|DPSE	LOC120776153|XP_039962633.1|BTRY
OG0007365	LOC4814239|XP_001354472.3|DPSE	LOC120775113|XP_039961064.1|BTRY
OG0007366	LOC4803240|XP_001360013.3|DPSE	LOC120779375|XP_039967507.1|BTRY
OG0007367	LOC4812643|XP_001353032.4|DPSE	LOC120778998|XP_039967035.1|BTRY
OG0007368	LOC6897967|XP_002138066.2|DPSE	LOC120782599|XP_039970888.1|BTRY
OG0007369	LOC13036310|XP_033232786.1|DPSE	LOC120766810|XP_039948456.1|BTRY
OG0007370	LOC4804340|XP_001360915.4|DPSE	LOC120772347|XP_039956843.1|BTRY
OG0007371	LOC6896762|XP_002136968.3|DPSE	LOC120773488|XP_039958366.1|BTRY
OG0007372	LOC4803034|XP_001359836.3|DPSE	LOC120767032|XP_039948812.1|BTRY
OG0007373	LOC4815904|XP_001355313.4|DPSE	LOC120774472|XP_039960062.1|BTRY
OG0007374	LOC4815094|XP_001354924.1|DPSE	LOC120775887|XP_039962201.1|BTRY
OG0007375	LOC6901598|XP_002134269.2|DPSE	LOC120774072|XP_039959318.1|BTRY
OG0007376	LOC4815557|XP_001355525.2|DPSE	LOC120774346|XP_039959860.1|BTRY
OG0007377	LOC26534035|XP_033241587.1|DPSE	LOC120776109|XP_039962535.1|BTRY
OG0007378	LOC6901581|XP_033238216.1|DPSE	LOC120774777|XP_039960484.1|BTRY
OG0007379	LOC4815529|XP_015041345.1|DPSE	LOC120774029|XP_039959261.1|BTRY
OG0007380	LOC4815770|XP_001355447.2|DPSE	LOC120773627|XP_039958567.1|BTRY
OG0007381	LOC6902260|XP_033238202.1|DPSE	LOC120774949|XP_039960763.1|BTRY
OG0007382	LOC4815917|XP_001355224.2|DPSE	LOC120773505|XP_039958391.1|BTRY
OG0007383	LOC4814253|XP_015042333.2|DPSE	LOC120776117|XP_039962555.1|BTRY
OG0007384	LOC4815947|XP_001355222.1|DPSE	LOC120775921|XP_039962257.1|BTRY
OG0007385	LOC4815640|XP_001355302.2|DPSE	LOC120775002|XP_039960861.1|BTRY
OG0007386	LOC4815461|XP_001355696.4|DPSE	LOC120775316|XP_039961386.1|BTRY
OG0007387	LOC117185106|XP_033240857.1|DPSE, LOC4811756|XP_001352328.1|DPSE	LOC120774965|XP_039960788.1|BTRY
OG0007388	LOC4811773|XP_033237477.1|DPSE	LOC120774405|XP_039959961.1|BTRY
OG0007389	LOC4817811|XP_015035512.2|DPSE	LOC120768350|XP_039950937.1|BTRY
OG0007390	LOC4815158|XP_001354538.4|DPSE	LOC120774986|XP_039960828.1|BTRY
OG0007391	LOC4803221|XP_001359997.2|DPSE	LOC120766801|XP_039948439.1|BTRY
OG0007392	LOC4815487|XP_033237631.1|DPSE	LOC120775041|XP_039960950.1|BTRY
OG0007393	LOC4802163|XP_001359135.4|DPSE	LOC120780248|XP_039968444.1|BTRY
OG0007394	LOC4815437|XP_033240817.1|DPSE	LOC120774077|XP_039959329.1|BTRY
OG0007395	LOC6901661|XP_033237491.1|DPSE	LOC120773932|XP_039959065.1|BTRY
OG0007396	LOC4802437|XP_001359358.3|DPSE	LOC120766955|XP_039948678.1|BTRY
OG0007397	LOC6899734|XP_033235290.1|DPSE	LOC120768504|XP_039951162.1|BTRY
OG0007398	LOC4803929|XP_001360570.3|DPSE	LOC120772121|XP_039956466.1|BTRY
OG0007399	LOC4815076|XP_001354984.4|DPSE	LOC120773840|XP_039958903.1|BTRY
OG0007400	LOC4815901|XP_001355348.2|DPSE	LOC120773790|XP_039958819.1|BTRY
OG0007401	LOC4811661|XP_033239434.1|DPSE	LOC120775174|XP_039961160.1|BTRY
OG0007402	LOC4803261|XP_001360033.4|DPSE	LOC120781020|XP_039969146.1|BTRY
OG0007403	LOC4803250|XP_001360023.4|DPSE	LOC120766243|XP_039947597.1|BTRY
OG0007404	LOC4803246|XP_033232350.1|DPSE	LOC120780863|XP_039969033.1|BTRY
OG0007405	LOC4802364|XP_001359293.2|DPSE	LOC120778396|XP_039966118.1|BTRY
OG0007406	LOC4802988|XP_001359796.2|DPSE	LOC120782818|XP_039971265.1|BTRY
OG0007407	LOC6903343|XP_002132224.2|DPSE	LOC120767627|XP_039949719.1|BTRY
OG0007408	LOC4812294|XP_001352924.4|DPSE	LOC120778483|XP_039966234.1|BTRY
OG0007409	LOC6902910|XP_015035996.1|DPSE	LOC120769182|XP_039952001.1|BTRY
OG0007410	LOC4814530|XP_002134355.2|DPSE	LOC120774424|XP_039959991.1|BTRY
OG0007411	LOC4815436|XP_001355539.2|DPSE	LOC120773423|XP_039958230.1|BTRY
OG0007412	LOC4815773|XP_001355297.2|DPSE	LOC120774546|XP_039960211.1|BTRY
OG0007413	LOC4804200|XP_001360798.2|DPSE	LOC120770102|XP_039953206.1|BTRY
OG0007414	LOC6903072|XP_002132790.2|DPSE	LOC120774888|XP_039960684.1|BTRY
OG0007415	LOC4815618|XP_001355370.3|DPSE	LOC120774430|XP_039960002.1|BTRY
OG0007416	LOC6902028|XP_033237909.1|DPSE	LOC120774640|XP_039960298.1|BTRY
OG0007417	LOC4815280|XP_033237688.1|DPSE	LOC120775860|XP_039962164.1|BTRY
OG0007418	LOC4804672|XP_015040097.2|DPSE	LOC120774213|XP_039959600.1|BTRY
OG0007419	LOC4801942|XP_001358957.3|DPSE	LOC120782320|XP_039970475.1|BTRY
OG0007420	LOC4804753|XP_001361264.2|DPSE	LOC120770236|XP_039953460.1|BTRY
OG0007421	LOC4815648|XP_015041236.2|DPSE	LOC120775824|XP_039962114.1|BTRY
OG0007422	LOC4814297|XP_015042352.1|DPSE	LOC120774419|XP_039959980.1|BTRY
OG0007423	LOC4815932|XP_001355613.3|DPSE	LOC120775361|XP_039961454.1|BTRY
OG0007424	LOC4813215|XP_033239126.1|DPSE	LOC120778993|XP_039967028.1|BTRY
OG0007425	LOC4812102|XP_015044037.1|DPSE	LOC120777250|XP_039964378.1|BTRY
OG0007426	LOC4815006|XP_001354982.3|DPSE	LOC120774398|XP_039959950.1|BTRY
OG0007427	LOC4815868|XP_001355305.1|DPSE	LOC120774843|XP_039960593.1|BTRY
OG0007428	LOC4815313|XP_033241399.1|DPSE	LOC120773443|XP_039958259.1|BTRY
OG0007429	LOC6899091|XP_002139008.3|DPSE	LOC120772837|XP_039957580.1|BTRY
OG0007430	LOC4811675|XP_001352260.1|DPSE	LOC120778171|XP_039965841.1|BTRY
OG0007431	LOC4816962|XP_001356735.1|DPSE	LOC120769422|XP_039952338.1|BTRY
OG0007432	LOC4812060|XP_001352398.3|DPSE	LOC120777240|XP_039964366.1|BTRY
OG0007433	LOC4814736|XP_003736161.3|DPSE	LOC120778759|XP_039966671.1|BTRY
OG0007434	LOC4813242|XP_001353904.1|DPSE	LOC120777668|XP_039965059.1|BTRY
OG0007435	LOC4813178|XP_001353895.1|DPSE	LOC120777967|XP_039965520.1|BTRY
OG0007436	LOC4812563|XP_001352993.2|DPSE	LOC120776464|XP_039963065.1|BTRY
OG0007437	LOC4813394|XP_001353200.3|DPSE	LOC120777395|XP_039964625.1|BTRY
OG0007438	LOC26533853|XP_033239234.1|DPSE	LOC120777411|XP_039964644.1|BTRY
OG0007439	LOC6901672|XP_033240296.1|DPSE	LOC120774009|XP_039959222.1|BTRY
OG0007440	LOC4816044|XP_033241504.1|DPSE	LOC120773679|XP_039958644.1|BTRY
OG0007441	LOC4805735|XP_001362083.2|DPSE	LOC120772822|XP_039957553.1|BTRY
OG0007442	LOC4803177|XP_001359960.3|DPSE	LOC120770219|XP_039953432.1|BTRY
OG0007443	LOC4804532|XP_001361080.2|DPSE	LOC120770560|XP_039954073.1|BTRY
OG0007444	LOC4803987|XP_001360620.2|DPSE	LOC120772543|XP_039957157.1|BTRY
OG0007445	LOC4803988|XP_001360621.1|DPSE	LOC120772541|XP_039957156.1|BTRY
OG0007446	LOC4816802|XP_001356902.4|DPSE	LOC120767541|XP_039949579.1|BTRY
OG0007447	LOC4816943|XP_001356650.1|DPSE	LOC120772499|XP_039957079.1|BTRY
OG0007448	LOC4805314|XP_001361734.2|DPSE	LOC120771692|XP_039955761.1|BTRY
OG0007449	LOC4812450|XP_001352784.4|DPSE	LOC120778678|XP_039966546.1|BTRY
OG0007450	LOC4818106|XP_003736141.1|DPSE	LOC120777666|XP_039965056.1|BTRY
OG0007451	LOC4812448|XP_001353020.3|DPSE	LOC120777991|XP_039965572.1|BTRY
OG0007452	LOC4812120|XP_001353021.3|DPSE	LOC120777074|XP_039964136.1|BTRY
OG0007453	LOC4813296|XP_001353929.4|DPSE	LOC120777259|XP_039964392.1|BTRY
OG0007454	LOC4813367|XP_033240667.1|DPSE	LOC120776623|XP_039963354.1|BTRY
OG0007455	LOC6903881|XP_015035085.1|DPSE	LOC120770222|XP_039953436.1|BTRY
OG0007456	LOC4814600|XP_001354831.4|DPSE	LOC120775561|XP_039961720.1|BTRY
OG0007457	LOC4812537|XP_001352458.2|DPSE	LOC120776792|XP_039963712.1|BTRY
OG0007458	LOC4816555|XP_001356294.1|DPSE	LOC120769462|XP_039952408.1|BTRY
OG0007459	LOC4800923|XP_033232752.1|DPSE	LOC120766863|XP_039948528.1|BTRY
OG0007460	LOC6898328|XP_002138383.2|DPSE	LOC120770359|XP_039953704.1|BTRY
OG0007461	LOC4812863|XP_001353293.2|DPSE	LOC120776419|XP_039962991.1|BTRY
OG0007462	LOC4813074|XP_001353289.3|DPSE	LOC120776431|XP_039963018.1|BTRY
OG0007463	LOC4813312|XP_001353288.4|DPSE	LOC120776421|XP_039962995.1|BTRY
OG0007464	LOC6900419|XP_015042722.2|DPSE	LOC120776420|XP_039962992.1|BTRY
OG0007465	LOC6900216|XP_015043958.2|DPSE	LOC120778617|XP_039966429.1|BTRY
OG0007466	LOC4805401|XP_015040624.1|DPSE	LOC120772518|XP_039957100.1|BTRY
OG0007467	LOC4805456|XP_001361853.3|DPSE	LOC120771098|XP_039954866.1|BTRY
OG0007468	LOC4804247|XP_001360835.1|DPSE	LOC120770070|XP_039953133.1|BTRY
OG0007469	LOC4813627|XP_033238449.1|DPSE	LOC120777711|XP_039965123.1|BTRY
OG0007470	LOC4816195|XP_001355779.2|DPSE	LOC120776734|XP_039963596.1|BTRY
OG0007471	LOC4804181|XP_015039661.2|DPSE	LOC120771380|XP_039955281.1|BTRY
OG0007472	LOC4814678|XP_001354817.3|DPSE	LOC120775693|XP_039961937.1|BTRY
OG0007473	LOC4813752|XP_001353323.3|DPSE	LOC120778941|XP_039966933.1|BTRY
OG0007474	LOC4805309|XP_033234877.1|DPSE	LOC120771612|XP_039955630.1|BTRY
OG0007475	LOC4812236|XP_001352848.2|DPSE	LOC120777766|XP_039965207.1|BTRY
OG0007476	LOC4815810|XP_001355377.2|DPSE	LOC120774167|XP_039959521.1|BTRY
OG0007477	LOC6902022|XP_033240460.1|DPSE	LOC120776097|XP_039962513.1|BTRY
OG0007478	LOC26533437|XP_033236536.1|DPSE	LOC120781756|XP_039969922.1|BTRY
OG0007479	LOC4815049|XP_001354738.4|DPSE	LOC120775434|XP_039961554.1|BTRY
OG0007480	LOC6897563|XP_033237958.1|DPSE	LOC120767226|XP_039948990.1|BTRY
OG0007481	LOC4812074|XP_001352419.1|DPSE	LOC120778563|XP_039966360.1|BTRY
OG0007482	LOC4816960|XP_033235667.1|DPSE	LOC120767437|XP_039949434.1|BTRY
OG0007483	LOC4804874|XP_015040250.2|DPSE	LOC120770845|XP_039954376.1|BTRY
OG0007484	LOC4814926|XP_015041560.2|DPSE	LOC120775193|XP_039961182.1|BTRY
OG0007485	LOC6901183|XP_002133884.1|DPSE	LOC120774001|XP_039959211.1|BTRY
OG0007486	LOC4815494|XP_001355504.2|DPSE	LOC120774842|XP_039960592.1|BTRY
OG0007487	LOC4811687|XP_001352269.4|DPSE	LOC120779606|XP_039967886.1|BTRY
OG0007488	LOC4813976|XP_001354133.4|DPSE	LOC120777040|XP_039964083.1|BTRY
OG0007489	LOC6897672|XP_033232948.1|DPSE	LOC120766821|XP_039948465.1|BTRY
OG0007490	LOC6899246|XP_033237617.1|DPSE	LOC120773683|XP_039958648.1|BTRY
OG0007491	LOC4815706|XP_033241437.1|DPSE	LOC120774379|XP_039959910.1|BTRY
OG0007492	LOC4803492|XP_001360209.3|DPSE	LOC120771559|XP_039955555.1|BTRY
OG0007493	LOC6899416|XP_033237765.1|DPSE	LOC120773418|XP_039958223.1|BTRY
OG0007494	LOC6903769|XP_033236870.1|DPSE	LOC120769250|XP_039952086.1|BTRY, LOC120769167|XP_039951986.1|BTRY
OG0007495	LOC4815365|XP_001355104.3|DPSE	LOC120774108|XP_039959400.1|BTRY
OG0007496	LOC4813340|XP_033237627.1|DPSE	LOC120778163|XP_039965829.1|BTRY
OG0007497	LOC6900690|XP_015043164.1|DPSE	LOC120778639|XP_039966472.1|BTRY
OG0007498	LOC4812939|XP_015042903.2|DPSE	LOC120777119|XP_039964191.1|BTRY
OG0007499	LOC4813960|XP_015043493.2|DPSE	LOC120777498|XP_039964778.1|BTRY
OG0007500	LOC4813961|XP_001354120.2|DPSE	LOC120778287|XP_039966008.1|BTRY
OG0007501	LOC6900461|XP_033240110.1|DPSE	LOC120778667|XP_039966529.1|BTRY
OG0007502	LOC26532207|XP_015039007.1|DPSE	LOC120772406|XP_039956936.1|BTRY, LOC120772204|XP_039956605.1|BTRY
OG0007503	LOC4817366|XP_015035993.2|DPSE	LOC120771021|XP_039954731.1|BTRY
OG0007504	LOC4812133|XP_015044072.1|DPSE	LOC120777501|XP_039964786.1|BTRY
OG0007505	LOC4813180|XP_001353188.3|DPSE	LOC120777583|XP_039964932.1|BTRY
OG0007506	LOC4813785|XP_001353189.1|DPSE	LOC120778450|XP_039966177.1|BTRY
OG0007507	LOC4816944|XP_001356406.1|DPSE	LOC120767645|XP_039949751.1|BTRY
OG0007508	LOC4817198|XP_001356645.3|DPSE	LOC120769310|XP_039952186.1|BTRY
OG0007509	LOC4817981|XP_001357334.2|DPSE	LOC120768096|XP_039950570.1|BTRY
OG0007510	LOC4805037|XP_033234481.1|DPSE	LOC120770393|XP_039953758.1|BTRY
OG0007511	LOC4816564|XP_001356138.2|DPSE	LOC120769066|XP_039951857.1|BTRY
OG0007512	LOC4803079|XP_003736901.2|DPSE	LOC120768358|XP_039950950.1|BTRY
OG0007513	LOC4816913|XP_001356437.2|DPSE	LOC120767610|XP_039949697.1|BTRY
OG0007514	LOC6899932|XP_002135300.3|DPSE	LOC120779058|XP_039967126.1|BTRY
OG0007515	LOC6903294|XP_002132482.3|DPSE	LOC120769653|XP_039952692.1|BTRY
OG0007516	LOC4817819|XP_001357477.2|DPSE	LOC120768241|XP_039950764.1|BTRY
OG0007517	LOC4813970|XP_001354128.1|DPSE	LOC120778671|XP_039966538.1|BTRY
OG0007518	LOC4805628|XP_001362000.1|DPSE	LOC120771095|XP_039954862.1|BTRY
OG0007520	LOC6898464|XP_002138507.2|DPSE	LOC120773379|XP_039958139.1|BTRY
OG0007521	LOC4815920|XP_001355728.2|DPSE	LOC120774227|XP_039959619.1|BTRY
OG0007522	LOC26533691|XP_033239799.1|DPSE	LOC120776107|XP_039962532.1|BTRY
OG0007523	LOC4805410|XP_015040631.2|DPSE	LOC120772943|XP_039957779.1|BTRY
OG0007524	LOC4817098|XP_001356574.3|DPSE	LOC120769181|XP_039952000.1|BTRY
OG0007525	LOC4816412|XP_001356237.1|DPSE	LOC120767876|XP_039950135.1|BTRY
OG0007526	LOC4800947|XP_001358131.2|DPSE	LOC120782798|XP_039971209.1|BTRY
OG0007527	LOC4813688|XP_001353646.1|DPSE	LOC120777712|XP_039965124.1|BTRY
OG0007528	LOC6899016|XP_002138971.3|DPSE	LOC120770309|XP_039953613.1|BTRY
OG0007529	LOC4803964|XP_001360602.4|DPSE	LOC120772954|XP_039957790.1|BTRY
OG0007530	LOC117184773|XP_033239501.1|DPSE	LOC120773982|XP_039959172.1|BTRY
OG0007531	LOC4805574|XP_001361957.2|DPSE	LOC120771773|XP_039955897.1|BTRY
OG0007532	LOC6899062|XP_002138987.3|DPSE	LOC120771446|XP_039955385.1|BTRY
OG0007533	LOC4812620|XP_001352976.2|DPSE	LOC120779206|XP_039967413.1|BTRY, LOC120777747|XP_039965174.1|BTRY
OG0007534	LOC4813823|XP_001353547.1|DPSE	LOC120777532|XP_039964849.1|BTRY
OG0007535	LOC4812895|XP_001353601.3|DPSE	LOC120777744|XP_039965171.1|BTRY
OG0007536	LOC4802872|XP_001359703.2|DPSE	LOC120782557|XP_039970821.1|BTRY
OG0007537	LOC6900585|XP_033238191.1|DPSE	LOC120778707|XP_039966602.1|BTRY
OG0007538	LOC4813036|XP_033240038.1|DPSE	LOC120776455|XP_039963048.1|BTRY
OG0007539	LOC6903226|XP_002132927.3|DPSE	LOC120780699|XP_039968894.1|BTRY
OG0007540	LOC4800726|XP_001357946.2|DPSE	LOC120768044|XP_039950489.1|BTRY
OG0007541	LOC4805169|XP_001361616.1|DPSE	LOC120771803|XP_039955939.1|BTRY
OG0007542	LOC4805699|XP_004444581.2|DPSE	LOC120771503|XP_039955490.1|BTRY
OG0007543	LOC6899870|XP_033237262.1|DPSE	LOC120779468|XP_039967665.1|BTRY
OG0007544	LOC4812609|XP_001352623.3|DPSE	LOC120776687|XP_039963499.1|BTRY
OG0007545	LOC4816203|XP_001355751.2|DPSE	LOC120773348|XP_039958102.1|BTRY
OG0007546	LOC6897507|XP_002137656.1|DPSE	LOC120782609|XP_039970914.1|BTRY
OG0007547	LOC4804152|XP_001360758.1|DPSE	LOC120771770|XP_039955895.1|BTRY
OG0007548	LOC4814150|XP_033238089.1|DPSE	LOC120776771|XP_039963671.1|BTRY
OG0007549	LOC117184538|XP_033238588.1|DPSE	LOC120777366|XP_039964568.1|BTRY
OG0007550	LOC4812156|XP_001352902.1|DPSE	LOC120776744|XP_039963622.1|BTRY
OG0007551	LOC4804034|XP_033234626.1|DPSE	LOC120771187|XP_039955012.1|BTRY
OG0007552	LOC4817115|XP_001356747.4|DPSE	LOC120769552|XP_039952534.1|BTRY
OG0007553	LOC4817138|XP_001356826.1|DPSE	LOC120769082|XP_039951876.1|BTRY
OG0007554	LOC4812546|XP_001352604.1|DPSE	LOC120777938|XP_039965471.1|BTRY
OG0007555	LOC4804092|XP_033234653.1|DPSE	LOC120772011|XP_039956310.1|BTRY
OG0007556	LOC4805624|XP_033233719.1|DPSE	LOC120771448|XP_039955389.1|BTRY
OG0007557	LOC4805622|XP_033233717.1|DPSE	LOC120770858|XP_039954405.1|BTRY
OG0007558	LOC6898303|XP_033234414.1|DPSE	LOC120772584|XP_039957220.1|BTRY
OG0007559	LOC4816170|XP_001355815.1|DPSE	LOC120767795|XP_039949994.1|BTRY
OG0007560	LOC4811878|XP_015044064.2|DPSE	LOC120777400|XP_039964631.1|BTRY
OG0007561	LOC4812424|XP_033239055.1|DPSE	LOC120777292|XP_039964436.1|BTRY
OG0007562	LOC4813838|XP_001353278.3|DPSE	LOC120776721|XP_039963566.1|BTRY
OG0007563	LOC4813108|XP_001353957.1|DPSE	LOC120777610|XP_039964993.1|BTRY
OG0007564	LOC4813563|XP_001353587.2|DPSE	LOC120777825|XP_039965297.1|BTRY
OG0007565	LOC26532232|XP_033233421.1|DPSE	LOC120780139|XP_039968361.1|BTRY
OG0007566	LOC4803957|XP_001360595.2|DPSE	LOC120770977|XP_039954649.1|BTRY
OG0007567	LOC4801156|XP_001358291.1|DPSE	LOC120778129|XP_039965778.1|BTRY
OG0007568	LOC4804651|XP_001361179.2|DPSE	LOC120772307|XP_039956754.1|BTRY
OG0007569	LOC4804140|XP_001360746.2|DPSE	LOC120772188|XP_039956588.1|BTRY
OG0007570	LOC4804652|XP_001361180.2|DPSE	LOC120770878|XP_039954448.1|BTRY
OG0007571	LOC4804650|XP_001361178.4|DPSE	LOC120770303|XP_039953604.1|BTRY
OG0007572	LOC4818006|XP_001357476.3|DPSE	LOC120772574|XP_039957202.1|BTRY
OG0007573	LOC4803874|XP_001360523.2|DPSE	LOC120771324|XP_039955203.1|BTRY
OG0007574	LOC4805436|XP_001361837.1|DPSE	LOC120773052|XP_039957916.1|BTRY
OG0007575	LOC4805562|XP_001361947.3|DPSE	LOC120770232|XP_039953451.1|BTRY
OG0007576	LOC4814754|XP_033239087.1|DPSE	LOC120776044|XP_039962423.1|BTRY
OG0007577	LOC4815088|XP_001354834.2|DPSE	LOC120773503|XP_039958389.1|BTRY
OG0007578	LOC4817485|XP_001356906.4|DPSE	LOC120769595|XP_039952587.1|BTRY
OG0007579	LOC4805053|XP_001361517.2|DPSE	LOC120770571|XP_039954085.1|BTRY
OG0007580	LOC4813161|XP_001353135.2|DPSE	LOC120778115|XP_039965751.1|BTRY
OG0007581	LOC4816827|XP_001356542.2|DPSE	LOC120769345|XP_039952238.1|BTRY
OG0007582	LOC4802367|XP_001359296.1|DPSE	LOC120771218|XP_039955054.1|BTRY
OG0007583	LOC4805234|XP_001361670.3|DPSE	LOC120771443|XP_039955382.1|BTRY
OG0007584	LOC4815715|XP_001355626.4|DPSE	LOC120775604|XP_039961778.1|BTRY
OG0007585	LOC4813265|XP_001353291.4|DPSE	LOC120774371|XP_039959899.1|BTRY
OG0007586	LOC4816318|XP_001356249.3|DPSE	LOC120781480|XP_039969633.1|BTRY
OG0007587	LOC4805539|XP_033233415.1|DPSE	LOC120772655|XP_039957316.1|BTRY
OG0007588	LOC117184108|XP_033236202.1|DPSE	LOC120768005|XP_039950364.1|BTRY
OG0007589	LOC4814770|XP_001354759.2|DPSE	LOC120774221|XP_039959613.1|BTRY
OG0007590	LOC6900368|XP_015042616.2|DPSE	LOC120777621|XP_039965004.1|BTRY
OG0007591	LOC4805120|XP_001361577.2|DPSE	LOC120771353|XP_039955237.1|BTRY
OG0007592	LOC4804218|XP_001360812.3|DPSE	LOC120772147|XP_039956513.1|BTRY
OG0007593	LOC4814374|XP_001354449.2|DPSE	LOC120774533|XP_039960180.1|BTRY
OG0007594	LOC4805112|XP_003736964.1|DPSE	LOC120772184|XP_039956568.1|BTRY
OG0007595	LOC6898699|XP_002138704.1|DPSE	LOC120770446|XP_039953853.1|BTRY
OG0007596	LOC4813933|XP_001354095.2|DPSE	LOC120779150|XP_039967301.1|BTRY
OG0007597	LOC4813821|XP_001353995.2|DPSE	LOC120778299|XP_039966020.1|BTRY
OG0007598	LOC4805564|XP_001361949.2|DPSE	LOC120770149|XP_039953276.1|BTRY
OG0007599	LOC4813840|XP_001353599.1|DPSE	LOC120778694|XP_039966583.1|BTRY
OG0007600	LOC4811984|XP_033241393.1|DPSE	LOC120778219|XP_039965911.1|BTRY
OG0007601	LOC6900346|XP_002134743.1|DPSE	LOC120779046|XP_039967117.1|BTRY
OG0007602	LOC4813059|XP_001353518.1|DPSE	LOC120778060|XP_039965675.1|BTRY
OG0007603	LOC4813690|XP_001353519.1|DPSE	LOC120777221|XP_039964334.1|BTRY
OG0007604	LOC4812534|XP_015043590.2|DPSE	LOC120779079|XP_039967160.1|BTRY
OG0007605	LOC6903600|XP_033240199.1|DPSE	LOC120777892|XP_039965393.1|BTRY
OG0007606	LOC4811995|XP_001352785.3|DPSE	LOC120776406|XP_039962962.1|BTRY
OG0007607	LOC4801080|XP_015038658.2|DPSE	LOC120775743|XP_039962005.1|BTRY
OG0007608	LOC4812615|XP_001353008.3|DPSE	LOC120777627|XP_039965015.1|BTRY
OG0007609	LOC4814603|XP_001354815.1|DPSE	LOC120774759|XP_039960453.1|BTRY
OG0007610	LOC4804366|XP_001360940.2|DPSE	LOC120772273|XP_039956711.1|BTRY
OG0007611	LOC6899891|XP_015044270.1|DPSE	LOC120779425|XP_039967560.1|BTRY
OG0007612	LOC4805132|XP_033233581.1|DPSE	LOC120770591|XP_039954116.1|BTRY
OG0007613	LOC6898999|XP_002138959.2|DPSE	LOC120770380|XP_039953734.1|BTRY
OG0007614	LOC4811962|XP_001352737.1|DPSE	LOC120776925|XP_039963930.1|BTRY
OG0007615	LOC4814146|XP_001354300.2|DPSE	LOC120782869|XP_039971346.1|BTRY
OG0007616	LOC4801157|XP_001358292.2|DPSE	LOC120782837|XP_039971296.1|BTRY
OG0007617	LOC6900497|XP_033237811.1|DPSE	LOC120779179|XP_039967356.1|BTRY
OG0007618	LOC6900548|XP_002134932.3|DPSE	LOC120778968|XP_039966978.1|BTRY
OG0007619	LOC4812370|XP_001352744.3|DPSE	LOC120777452|XP_039964705.1|BTRY
OG0007620	LOC4811937|XP_033240824.1|DPSE	LOC120777255|XP_039964385.1|BTRY
OG0007621	LOC4804592|XP_001361127.4|DPSE	LOC120771910|XP_039956130.1|BTRY
OG0007622	LOC6900797|XP_033239100.1|DPSE	LOC120778193|XP_039965865.1|BTRY
OG0007623	LOC4813463|XP_033241065.1|DPSE	LOC120776610|XP_039963332.1|BTRY
OG0007624	LOC4812043|XP_001353014.1|DPSE	LOC120779100|XP_039967200.1|BTRY
OG0007625	LOC4813758|XP_033239104.1|DPSE	LOC120776665|XP_039963469.1|BTRY
OG0007626	LOC4812057|XP_001352447.3|DPSE	LOC120777266|XP_039964403.1|BTRY
OG0007627	LOC4812513|XP_001352446.3|DPSE	LOC120776805|XP_039963734.1|BTRY
OG0007628	LOC4811788|XP_001352355.1|DPSE	LOC120781998|XP_039970097.1|BTRY
OG0007629	LOC6900886|XP_033237476.1|DPSE	LOC120778439|XP_039966159.1|BTRY
OG0007630	LOC4803248|XP_001360021.3|DPSE	LOC120766453|XP_039947908.1|BTRY
OG0007631	LOC4800673|XP_001357905.2|DPSE	LOC120766840|XP_039948488.1|BTRY
