Orthogroup	DPSE.longest_only	AAEG.longest_only
OG0006754	LOC6899981|XP_033239232.1|DPSE	LOC5565536|XP_021697747.1|AAEG
OG0006755	LOC4812543|XP_001352805.1|DPSE	LOC5565556|XP_001649893.1|AAEG
OG0006756	LOC6900723|XP_002135086.2|DPSE	LOC5565532|XP_021697759.1|AAEG
OG0006757	LOC4813464|XP_001353842.1|DPSE	LOC5563838|XP_001648155.1|AAEG
OG0006758	LOC4814056|XP_001354286.3|DPSE	LOC5563841|XP_001648157.1|AAEG
OG0006759	LOC4814068|XP_033239802.1|DPSE	LOC5563839|XP_021697761.1|AAEG
OG0006760	LOC4811927|XP_033238371.1|DPSE	LOC5565543|XP_021697770.1|AAEG
OG0006761	LOC4802064|XP_001359057.1|DPSE	LOC5564146|XP_001648476.1|AAEG
OG0006762	LOC6902326|XP_015041396.2|DPSE	LOC5576549|XP_021697835.1|AAEG
OG0006763	LOC4804823|XP_001361325.3|DPSE	LOC5573513|XP_001660911.1|AAEG
OG0006764	LOC4803649|XP_001360333.2|DPSE	LOC5574925|XP_021697878.1|AAEG
OG0006765	LOC4804819|XP_001361321.1|DPSE	LOC5566529|XP_001650919.1|AAEG
OG0006766	LOC4813385|XP_015042994.2|DPSE	LOC5566494|XP_021697881.1|AAEG
OG0006767	LOC4813709|XP_001354069.1|DPSE	LOC5575135|XP_001655512.2|AAEG
OG0006768	LOC4813708|XP_001354068.3|DPSE	LOC5575136|XP_001655513.1|AAEG
OG0006769	LOC4813879|XP_001354070.1|DPSE	LOC5575137|XP_001655514.1|AAEG
OG0006770	LOC4812183|XP_033238251.1|DPSE	LOC5578617|XP_001657036.2|AAEG
OG0006771	LOC117184822|XP_033239671.1|DPSE, LOC4815347|XP_002134209.1|DPSE	LOC5571183|XP_021697944.1|AAEG
OG0006772	LOC6898164|XP_002138242.3|DPSE	LOC5571188|XP_001653516.2|AAEG
OG0006773	LOC4812211|XP_001352740.2|DPSE	LOC5573990|XP_021697979.1|AAEG
OG0006774	LOC4812529|XP_001352965.3|DPSE	LOC5573997|XP_021698005.1|AAEG
OG0006775	LOC6899937|XP_002135305.2|DPSE	LOC5573999|XP_001661086.1|AAEG
OG0006776	LOC4812107|XP_001352429.3|DPSE	LOC5568730|XP_001658110.2|AAEG
OG0006777	LOC4811959|XP_001352430.2|DPSE	LOC5574003|XP_001661090.1|AAEG
OG0006778	LOC4812858|XP_001354044.3|DPSE	LOC5574004|XP_021698010.1|AAEG
OG0006779	LOC4814071|XP_001354235.2|DPSE	LOC5574358|XP_021698013.1|AAEG
OG0006780	LOC4813552|XP_001353249.1|DPSE	LOC5568735|XP_021698016.1|AAEG
OG0006781	LOC4812979|XP_015043115.2|DPSE	LOC5568743|XP_021698045.1|AAEG
OG0006782	LOC4812324|XP_015043837.2|DPSE	LOC5568748|XP_001658129.2|AAEG
OG0006783	LOC4805725|XP_001362080.3|DPSE	LOC5566824|XP_021698068.1|AAEG
OG0006784	LOC4812811|XP_015042950.2|DPSE	LOC5569157|XP_021698137.1|AAEG
OG0006785	LOC4805222|XP_033233483.1|DPSE	LOC5572098|XP_021698148.1|AAEG
OG0006786	LOC4804444|XP_001361005.4|DPSE	LOC5569163|XP_021698171.1|AAEG
OG0006787	LOC4813877|XP_001353900.2|DPSE	LOC5574864|XP_021698278.1|AAEG
OG0006788	LOC4812823|XP_001353899.3|DPSE	LOC5574863|XP_001661687.2|AAEG
OG0006789	LOC4814502|XP_001354581.2|DPSE	LOC5575957|XP_001662311.1|AAEG
OG0006790	LOC4816760|XP_001356002.3|DPSE	LOC5574862|XP_001661688.1|AAEG
OG0006791	LOC4812918|XP_033238519.1|DPSE	LOC5565671|XP_001650026.1|AAEG
OG0006792	LOC4812688|XP_033237449.1|DPSE	LOC5574453|XP_001661470.1|AAEG
OG0006793	LOC4812681|XP_001353065.4|DPSE	LOC5564220|XP_001648568.2|AAEG
OG0006794	LOC4803406|XP_033234941.1|DPSE	LOC5564228|XP_001648564.1|AAEG
OG0006795	LOC6900612|XP_002134984.1|DPSE	LOC5564217|XP_001648559.2|AAEG
OG0006796	LOC4813956|XP_001354115.1|DPSE	LOC5564317|XP_001648653.1|AAEG
OG0006797	LOC117184252|XP_033236848.1|DPSE	LOC5564300|XP_001648651.1|AAEG
OG0006798	LOC4812709|XP_001353088.2|DPSE	LOC5569020|XP_001658276.1|AAEG
OG0006799	LOC6900036|XP_002135401.2|DPSE	LOC5574158|XP_021698429.1|AAEG
OG0006800	LOC6900588|XP_002134961.3|DPSE	LOC5569603|XP_001652883.2|AAEG
OG0006801	LOC4814592|XP_001354582.4|DPSE	LOC5577968|XP_001663631.1|AAEG
OG0006802	LOC4805294|XP_001361716.2|DPSE	LOC5570796|XP_021698590.1|AAEG
OG0006803	LOC4805649|XP_001362016.1|DPSE	LOC5570783|XP_001653286.2|AAEG
OG0006804	LOC6900739|XP_015043274.1|DPSE	LOC5570793|XP_021698604.1|AAEG
OG0006805	LOC4804763|XP_001361274.2|DPSE	LOC5570791|XP_021698606.1|AAEG
OG0006806	LOC4812395|XP_001352572.4|DPSE	LOC5579155|XP_021698640.1|AAEG
OG0006807	LOC4812558|XP_033240971.1|DPSE	LOC5568754|XP_021698685.1|AAEG
OG0006808	LOC4804518|XP_001361069.1|DPSE	LOC5572534|XP_001654061.2|AAEG
OG0006809	LOC4812223|XP_001352859.3|DPSE	LOC5572289|XP_001653975.2|AAEG
OG0006810	LOC4813002|XP_001353267.2|DPSE	LOC5572287|XP_001653972.2|AAEG
OG0006811	LOC4801721|XP_001358766.1|DPSE	LOC5572286|XP_001653971.2|AAEG
OG0006812	LOC4814074|XP_001354190.2|DPSE	LOC23687584|XP_021698727.1|AAEG
OG0006813	LOC4801447|XP_001358541.5|DPSE	LOC5572277|XP_021698748.1|AAEG
OG0006814	LOC4813755|XP_001353350.1|DPSE	LOC5572195|XP_001653862.1|AAEG
OG0006815	LOC4811880|XP_001352860.3|DPSE	LOC5564563|XP_021698821.1|AAEG
OG0006816	LOC4812430|XP_001352861.4|DPSE	LOC5571886|XP_021698823.1|AAEG
OG0006817	LOC4813836|XP_033237758.1|DPSE	LOC5566090|XP_001650458.2|AAEG
OG0006818	LOC4813264|XP_001353672.4|DPSE	LOC5566034|XP_021698857.1|AAEG
OG0006819	LOC6900266|XP_002135595.2|DPSE, LOC6897142|XP_002137322.1|DPSE	LOC5574351|XP_001661386.2|AAEG
OG0006820	LOC4812245|XP_001352953.2|DPSE	LOC5574348|XP_021698908.1|AAEG
OG0006821	LOC4817252|XP_001356792.4|DPSE	LOC5574342|XP_021698910.1|AAEG
OG0006822	LOC4804437|XP_015039955.2|DPSE	LOC5577977|XP_021698914.1|AAEG
OG0006823	LOC4812055|XP_001352441.1|DPSE	LOC5574338|XP_001661371.1|AAEG
OG0006824	LOC4812880|XP_001353754.1|DPSE	LOC5574333|XP_001661366.1|AAEG
OG0006825	LOC6900566|XP_002134944.1|DPSE	LOC5577266|XP_021698973.1|AAEG
OG0006826	LOC6900166|XP_015043895.2|DPSE	LOC5577270|XP_021698987.1|AAEG
OG0006827	LOC4802929|XP_001359745.3|DPSE	LOC5573289|XP_021699051.1|AAEG
OG0006828	LOC6899811|XP_033235756.1|DPSE	LOC5573299|XP_021699066.1|AAEG
OG0006829	LOC4812200|XP_001352702.3|DPSE	LOC5575939|XP_001662292.2|AAEG
OG0006830	LOC4812618|XP_001352411.1|DPSE	LOC5577292|XP_021699169.1|AAEG
OG0006831	LOC6900887|XP_002135244.2|DPSE	LOC5572503|XP_001660443.2|AAEG
OG0006832	LOC4812724|XP_001353103.2|DPSE	LOC5577144|XP_021699221.1|AAEG
OG0006833	LOC6900880|XP_015043471.2|DPSE	LOC5577147|XP_021699228.1|AAEG
OG0006834	LOC4801958|XP_033232706.1|DPSE	LOC5573014|XP_001654342.2|AAEG
OG0006835	LOC4814164|XP_001354265.1|DPSE	LOC5573011|XP_021699250.1|AAEG
OG0006836	LOC4812594|XP_001352716.3|DPSE	LOC5573010|XP_001654338.2|AAEG
OG0006837	LOC4812674|XP_001353058.2|DPSE	LOC5573001|XP_001654328.1|AAEG
OG0006838	LOC4813276|XP_001353715.1|DPSE	LOC5574542|XP_021699261.1|AAEG
OG0006839	LOC4812670|XP_001353054.1|DPSE	LOC5574541|XP_021699268.1|AAEG
OG0006840	LOC6903407|XP_033236381.1|DPSE	LOC5578845|XP_021699292.1|AAEG
OG0006841	LOC4812026|XP_001352636.1|DPSE	LOC5578859|XP_021699353.1|AAEG
OG0006842	LOC6900620|XP_033239003.1|DPSE	LOC5571041|XP_021699362.1|AAEG
OG0006843	LOC4815339|XP_001354517.2|DPSE	LOC110676304|XP_021699379.1|AAEG
OG0006844	LOC4801031|XP_033241735.1|DPSE	LOC5578061|XP_001663683.2|AAEG
OG0006845	LOC4812584|XP_015043564.2|DPSE	LOC5570325|XP_001653153.1|AAEG
OG0006846	LOC6900174|XP_002135513.2|DPSE	LOC5570323|XP_021699516.1|AAEG
OG0006847	LOC4812608|XP_001352840.4|DPSE	LOC5578493|XP_021699519.1|AAEG
OG0006848	LOC4805719|XP_033233704.1|DPSE	LOC5570720|XP_001659313.2|AAEG
OG0006849	LOC4812732|XP_001353111.3|DPSE	LOC5576986|XP_001663087.2|AAEG
OG0006850	LOC4812731|XP_033238338.1|DPSE	LOC5576985|XP_001663086.2|AAEG
OG0006851	LOC6900324|XP_033238339.1|DPSE	LOC5576984|XP_021699580.1|AAEG
OG0006852	LOC4805340|XP_001361756.2|DPSE	LOC5570872|XP_001659378.1|AAEG
OG0006853	LOC4814089|XP_001354196.2|DPSE	LOC5569275|XP_021699681.1|AAEG
OG0006854	LOC4804718|XP_001361236.2|DPSE	LOC5578326|XP_021699692.1|AAEG
OG0006855	LOC4813566|XP_001353407.1|DPSE	LOC5575625|XP_021699709.1|AAEG
OG0006856	LOC4804816|XP_033233599.1|DPSE	LOC5573556|XP_021699711.1|AAEG
OG0006857	LOC4804835|XP_033233999.1|DPSE	LOC110676379|XP_021699724.1|AAEG
OG0006858	LOC4812552|XP_001352517.2|DPSE	LOC5576383|XP_021699727.1|AAEG
OG0006859	LOC4803636|XP_015039219.2|DPSE	LOC5569576|XP_001658637.2|AAEG
OG0006860	LOC4805325|XP_001361745.1|DPSE	LOC5567709|XP_021699758.1|AAEG
OG0006861	LOC6898636|XP_002138641.1|DPSE	LOC5567692|XP_021699794.1|AAEG
OG0006862	LOC4814010|XP_015042529.2|DPSE	LOC5565716|XP_001650075.2|AAEG
OG0006863	LOC4814399|XP_001354353.1|DPSE	LOC5564741|XP_021699864.1|AAEG
OG0006864	LOC4805194|XP_001361639.2|DPSE	LOC5574635|XP_001661553.2|AAEG, LOC110680643|XP_021712129.1|AAEG
OG0006865	LOC4801195|XP_033241542.1|DPSE	LOC5574632|XP_021699894.1|AAEG, LOC110680516|XP_021712003.1|AAEG
OG0006866	LOC4804221|XP_001360815.3|DPSE	LOC5574641|XP_001661556.2|AAEG
OG0006867	LOC4805373|XP_001361783.3|DPSE	LOC110676410|XP_021699895.1|AAEG
OG0006868	LOC4805374|XP_001361784.2|DPSE	LOC5574640|XP_021699897.1|AAEG
OG0006869	LOC4803630|XP_033234677.1|DPSE	LOC5574645|XP_021699909.1|AAEG
OG0006870	LOC4805327|XP_033234609.1|DPSE	LOC5572042|XP_001660147.3|AAEG
OG0006871	LOC4804341|XP_001360916.2|DPSE	LOC5572050|XP_001660156.2|AAEG
OG0006872	LOC4804137|XP_001360743.4|DPSE	LOC110676417|XP_021699960.1|AAEG
OG0006873	LOC6898234|XP_015039339.1|DPSE	LOC5564188|XP_021699967.1|AAEG
OG0006874	LOC6902757|XP_002133269.1|DPSE	LOC5574548|XP_001661497.1|AAEG
OG0006875	LOC4817233|XP_001356903.2|DPSE	LOC5574376|XP_021700082.1|AAEG
OG0006876	LOC4804323|XP_015039814.2|DPSE	LOC5574374|XP_021700091.1|AAEG
OG0006877	LOC4817272|XP_001356742.2|DPSE	LOC23687406|XP_021700101.1|AAEG
OG0006878	LOC6903334|XP_015035258.2|DPSE	LOC5574390|XP_001661408.2|AAEG
OG0006879	LOC4804766|XP_001361277.2|DPSE	LOC5575906|XP_021700113.1|AAEG
OG0006880	LOC4817737|XP_001357133.3|DPSE	LOC5575901|XP_001662278.1|AAEG
OG0006881	LOC4817963|XP_001357381.3|DPSE	LOC5574362|XP_001661395.3|AAEG
OG0006882	LOC4805322|XP_001361741.2|DPSE	LOC5571154|XP_001653470.1|AAEG
OG0006883	LOC4816230|XP_001355851.4|DPSE	LOC5575437|XP_021700362.1|AAEG
OG0006884	LOC4816376|XP_001356145.1|DPSE	LOC5575441|XP_021700369.1|AAEG
OG0006885	LOC4816752|XP_015036669.2|DPSE	LOC5575449|XP_021700372.1|AAEG
OG0006886	LOC4801228|XP_001358351.3|DPSE	LOC5578152|XP_001663724.2|AAEG
OG0006887	LOC4814852|XP_015041433.2|DPSE	LOC5578153|XP_021700394.1|AAEG
OG0006888	LOC26533276|XP_033235775.1|DPSE	LOC5578155|XP_021700401.1|AAEG
OG0006889	LOC4816229|XP_001355850.2|DPSE	LOC5578158|XP_001663730.1|AAEG
OG0006890	LOC4817194|XP_001356731.3|DPSE	LOC5571936|XP_001660046.2|AAEG
OG0006891	LOC4817357|XP_001356835.3|DPSE	LOC5571942|XP_021700428.1|AAEG
OG0006892	LOC4817777|XP_001357119.2|DPSE	LOC5571945|XP_001660049.1|AAEG
OG0006893	LOC4817857|XP_015035553.2|DPSE	LOC5571947|XP_001660051.2|AAEG
OG0006894	LOC4817828|XP_001357468.3|DPSE	LOC5571949|XP_021700441.1|AAEG
OG0006895	LOC4814522|XP_015041714.2|DPSE	LOC5569506|XP_021700483.1|AAEG
OG0006896	LOC4816684|XP_001356175.3|DPSE	LOC5569507|XP_021700485.1|AAEG
OG0006897	LOC6903362|XP_033235414.1|DPSE	LOC5569512|XP_021700487.1|AAEG
OG0006898	LOC4817327|XP_001356901.1|DPSE	LOC5568223|XP_001652155.2|AAEG
OG0006899	LOC4817072|XP_001356640.2|DPSE	LOC5580327|XP_001663279.1|AAEG
OG0006900	LOC4815722|XP_001355646.2|DPSE	LOC5569011|XP_001652665.1|AAEG
OG0006901	LOC4817817|XP_015035540.1|DPSE	LOC5564161|XP_001648490.1|AAEG
OG0006902	LOC4815300|XP_001354659.5|DPSE	LOC5565619|XP_001649973.1|AAEG
OG0006903	LOC4800488|XP_033233233.1|DPSE	LOC5566449|XP_001650817.2|AAEG
OG0006904	LOC4816526|XP_001356245.1|DPSE	LOC5565700|XP_001650043.1|AAEG
OG0006905	LOC6903243|XP_002132942.3|DPSE	LOC5565680|XP_001650055.2|AAEG
OG0006906	LOC4817289|XP_001356494.3|DPSE	LOC5570925|XP_001653405.2|AAEG
OG0006907	LOC4818192|XP_033236437.1|DPSE	LOC5570922|XP_021700604.1|AAEG
OG0006908	LOC4817989|XP_001357354.1|DPSE	LOC5570916|XP_001653395.1|AAEG
OG0006909	LOC4811682|XP_033236565.1|DPSE	LOC5570914|XP_001653393.1|AAEG
OG0006910	LOC4818039|XP_015035518.1|DPSE	LOC5570913|XP_021700629.1|AAEG
OG0006911	LOC4814508|XP_015041830.1|DPSE	LOC5574739|XP_021700699.1|AAEG
OG0006912	LOC4817871|XP_015035362.2|DPSE	LOC5571728|XP_021700724.1|AAEG
OG0006913	LOC4817042|XP_001356393.1|DPSE	LOC5571738|XP_021700728.1|AAEG
OG0006914	LOC4812386|XP_001352894.3|DPSE	LOC5571737|XP_021700731.1|AAEG
OG0006915	LOC4817382|XP_033237014.1|DPSE	LOC5571734|XP_021700733.1|AAEG
OG0006916	LOC4817896|XP_001357317.3|DPSE	LOC5571740|XP_021700738.1|AAEG
OG0006917	LOC4816652|XP_015036760.2|DPSE	LOC5571433|XP_021700741.1|AAEG
OG0006918	LOC4816734|XP_001356168.2|DPSE	LOC5571429|XP_001659681.1|AAEG
OG0006919	LOC4817413|XP_015035755.2|DPSE	LOC5571426|XP_001659678.1|AAEG, LOC5576404|XP_021709873.1|AAEG
OG0006920	LOC6903027|XP_002132751.3|DPSE	LOC5566347|XP_021700770.1|AAEG
OG0006921	LOC4817047|XP_001356691.4|DPSE	LOC5569682|XP_021700789.1|AAEG
OG0006922	LOC4817980|XP_001357333.2|DPSE	LOC5570429|XP_001659136.1|AAEG
OG0006923	LOC4817120|XP_001356671.4|DPSE	LOC5570430|XP_021700795.1|AAEG
OG0006924	LOC6902754|XP_002133266.1|DPSE	LOC5572672|XP_001654138.1|AAEG
OG0006925	LOC4800479|XP_001357746.1|DPSE	LOC5572641|XP_021700802.1|AAEG
OG0006926	LOC4816479|XP_001355977.4|DPSE	LOC5572653|XP_001654153.2|AAEG
OG0006927	LOC4816275|XP_001355976.2|DPSE	LOC5572654|XP_021700823.1|AAEG
OG0006928	LOC4816626|XP_001355974.3|DPSE	LOC5572656|XP_021700826.1|AAEG
OG0006929	LOC4817744|XP_015035620.1|DPSE	LOC5574315|XP_001655092.2|AAEG
OG0006930	LOC4817686|XP_001357071.4|DPSE	LOC5579442|XP_021700855.1|AAEG
OG0006931	LOC4817727|XP_001357146.3|DPSE	LOC5565756|XP_001650128.2|AAEG
OG0006932	LOC4811679|XP_001352264.1|DPSE	LOC5565777|XP_001650136.1|AAEG
OG0006933	LOC4811829|XP_001382219.3|DPSE	LOC5565757|XP_021700902.1|AAEG
OG0006934	LOC4803122|XP_001359917.4|DPSE	LOC5564835|XP_021700940.1|AAEG
OG0006935	LOC4816447|XP_015036762.1|DPSE	LOC5565351|XP_001649746.1|AAEG
OG0006936	LOC4816131|XP_015036961.2|DPSE	LOC5569176|XP_021701029.1|AAEG
OG0006937	LOC4818080|XP_001357400.3|DPSE	LOC5569180|XP_001652760.1|AAEG
OG0006938	LOC4816892|XP_001356337.1|DPSE	LOC5569181|XP_011493383.1|AAEG
OG0006939	LOC6902269|XP_015041355.1|DPSE	LOC5569183|XP_001652766.1|AAEG
OG0006940	LOC4818036|XP_001357443.3|DPSE	LOC5564492|XP_001648832.1|AAEG
OG0006941	LOC6903024|XP_033235573.1|DPSE	LOC5566991|XP_021701107.1|AAEG
OG0006942	LOC4805336|XP_015040567.2|DPSE	LOC5566521|XP_021701142.1|AAEG
OG0006943	LOC4816853|XP_033236671.1|DPSE	LOC5571666|XP_001653753.2|AAEG
OG0006944	LOC4817507|XP_033235898.1|DPSE	LOC5571664|XP_021701188.1|AAEG
OG0006945	LOC4817447|XP_001356589.4|DPSE	LOC5571661|XP_021701189.1|AAEG
OG0006946	LOC4801419|XP_001358515.3|DPSE	LOC5571642|XP_001653737.2|AAEG
OG0006947	LOC4818154|XP_001357360.1|DPSE	LOC5571643|XP_001653736.1|AAEG
OG0006948	LOC6902611|XP_033236187.1|DPSE	LOC5571647|XP_001653732.1|AAEG
OG0006949	LOC4817572|XP_001356977.2|DPSE	LOC5575675|XP_001655804.1|AAEG
OG0006950	LOC4816337|XP_001356290.2|DPSE	LOC5573845|XP_001654882.1|AAEG
OG0006951	LOC6903542|XP_033235441.1|DPSE	LOC23687432|XP_021701306.1|AAEG
OG0006952	LOC4800526|XP_001357791.3|DPSE	LOC5573803|XP_001661053.1|AAEG
OG0006953	LOC4812142|XP_001352514.3|DPSE	LOC5568799|XP_001658164.1|AAEG
OG0006954	LOC4816369|XP_001355891.4|DPSE	LOC5568801|XP_001658166.2|AAEG
OG0006955	LOC4800534|XP_001357798.2|DPSE	LOC5568807|XP_001658168.2|AAEG
OG0006956	LOC4816896|XP_001356824.3|DPSE	LOC5568815|XP_001658181.2|AAEG
OG0006957	LOC6902723|XP_002133237.2|DPSE	LOC5568816|XP_021701325.1|AAEG
OG0006958	LOC4803514|XP_001360227.2|DPSE	LOC5568817|XP_001658183.2|AAEG
OG0006959	LOC4814067|XP_001354249.2|DPSE	LOC5568819|XP_001658185.1|AAEG
OG0006960	LOC4817968|XP_001357431.3|DPSE	LOC5568823|XP_021701338.1|AAEG, LOC110681238|XP_021712699.1|AAEG
OG0006961	LOC4817669|XP_001357057.4|DPSE	LOC5568830|XP_021701344.1|AAEG
OG0006962	LOC4816680|XP_001356159.1|DPSE	LOC5564978|XP_001649330.2|AAEG
OG0006963	LOC4816779|XP_033235787.1|DPSE	LOC5570300|XP_021701406.1|AAEG
OG0006964	LOC4817396|XP_001356314.4|DPSE	LOC5577475|XP_001656501.2|AAEG
OG0006965	LOC4817133|XP_001356899.3|DPSE	LOC5578795|XP_001657167.2|AAEG
OG0006966	LOC4816617|XP_001356031.1|DPSE	LOC5578794|XP_001657165.1|AAEG
OG0006967	LOC6898488|XP_002138530.2|DPSE	LOC5578793|XP_001657164.2|AAEG
OG0006968	LOC4803911|XP_015039430.2|DPSE	LOC5578768|XP_021701446.1|AAEG
OG0006969	LOC4813379|XP_001353639.1|DPSE	LOC5578753|XP_001657121.1|AAEG
OG0006970	LOC4800653|XP_001357886.2|DPSE	LOC5570954|XP_021701486.1|AAEG
OG0006971	LOC4817603|XP_001357005.2|DPSE	LOC5576430|XP_001662635.1|AAEG
OG0006972	LOC4811740|XP_015044347.1|DPSE	LOC5576427|XP_001662630.2|AAEG
OG0006973	LOC6903287|XP_002132469.2|DPSE	LOC5577727|XP_021697246.1|AAEG
OG0006974	LOC4817856|XP_001357290.2|DPSE	LOC5565282|XP_001649622.2|AAEG
OG0006975	LOC4816620|XP_001355962.3|DPSE	LOC5568241|XP_001657933.2|AAEG
OG0006976	LOC4817990|XP_001357227.3|DPSE	LOC5570636|XP_021701628.1|AAEG
OG0006977	LOC4803623|XP_001360312.4|DPSE	LOC5578973|XP_021701659.1|AAEG
OG0006978	LOC4817684|XP_001357070.1|DPSE	LOC5576060|XP_021701664.1|AAEG
OG0006979	LOC4817255|XP_015035814.2|DPSE	LOC5577127|XP_021701683.1|AAEG
OG0006980	LOC4817942|XP_001357179.2|DPSE	LOC5576862|XP_001662958.1|AAEG
OG0006981	LOC4816742|XP_001356141.4|DPSE	LOC5577187|XP_021701706.1|AAEG
OG0006982	LOC4816543|XP_033235335.1|DPSE	LOC5577184|XP_021701707.1|AAEG
OG0006983	LOC4817808|XP_001357092.2|DPSE	LOC5577190|XP_021701711.1|AAEG
OG0006984	LOC6903127|XP_015036305.1|DPSE	LOC23687802|XP_021701713.1|AAEG
OG0006985	LOC4816925|XP_001356617.5|DPSE	LOC5574881|XP_021701718.1|AAEG
OG0006986	LOC4817365|XP_001356572.1|DPSE	LOC5574879|XP_001661689.1|AAEG
OG0006987	LOC4803407|XP_001360154.1|DPSE	LOC5565864|XP_001650230.1|AAEG
OG0006988	LOC4817446|XP_033235171.1|DPSE	LOC5564530|XP_021701754.1|AAEG
OG0006989	LOC4816496|XP_001355885.1|DPSE	LOC5568486|XP_001658071.1|AAEG
OG0006990	LOC4818198|XP_015035605.2|DPSE	LOC5573100|XP_021701800.1|AAEG
OG0006991	LOC4801707|XP_001358754.5|DPSE	LOC5573091|XP_001654405.1|AAEG
OG0006992	LOC4816745|XP_015036581.2|DPSE	LOC5564482|XP_021701933.1|AAEG
OG0006993	LOC6902903|XP_033236209.1|DPSE	LOC5579471|XP_021702015.1|AAEG
OG0006994	LOC4816705|XP_001355922.3|DPSE	LOC5563793|XP_021702026.1|AAEG
OG0006995	LOC4817950|XP_001357338.3|DPSE	LOC5563857|XP_001648171.2|AAEG
OG0006996	LOC4817949|XP_001357337.1|DPSE	LOC5575714|XP_001662161.1|AAEG
OG0006997	LOC4804563|XP_001361104.3|DPSE	LOC5572015|XP_021702111.1|AAEG
OG0006998	LOC4802124|XP_001359105.3|DPSE	LOC5567716|XP_001657637.2|AAEG
OG0006999	LOC4817512|XP_001356930.1|DPSE	LOC5567313|XP_001651748.1|AAEG
OG0007000	LOC4817415|XP_001356443.3|DPSE	LOC5576503|XP_001662695.1|AAEG
OG0007001	LOC4804270|XP_001360852.2|DPSE	LOC5577601|XP_011492990.2|AAEG
OG0007002	LOC4816676|XP_015036837.2|DPSE	LOC5575182|XP_021702262.1|AAEG
OG0007003	LOC4803963|XP_015039512.1|DPSE	LOC5575180|XP_001655561.2|AAEG
OG0007004	LOC4816997|XP_001356622.2|DPSE	LOC5575159|XP_021702294.1|AAEG
OG0007005	LOC4817671|XP_015036433.1|DPSE	LOC5575158|XP_021702298.1|AAEG
OG0007006	LOC4818150|XP_015035252.2|DPSE	LOC5566374|XP_021702362.1|AAEG
OG0007007	LOC6901942|XP_002133476.2|DPSE	LOC5566398|XP_001650762.1|AAEG
OG0007008	LOC4817581|XP_001356985.3|DPSE	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG
OG0007009	LOC4811680|XP_001352265.2|DPSE	LOC5572433|XP_001660372.1|AAEG, LOC110676916|XP_021702418.1|AAEG
OG0007010	LOC4817075|XP_033235685.1|DPSE	LOC5572440|XP_021702437.1|AAEG
OG0007011	LOC4801580|XP_001358650.2|DPSE	LOC5572447|XP_001660391.1|AAEG
OG0007012	LOC4817159|XP_015036118.2|DPSE	LOC5572451|XP_021702453.1|AAEG
OG0007013	LOC4817863|XP_015035273.2|DPSE	LOC5572466|XP_001660412.2|AAEG
OG0007014	LOC4818076|XP_015035280.2|DPSE	LOC5565305|XP_021702487.1|AAEG
OG0007015	LOC4816371|XP_033235900.1|DPSE	LOC5565307|XP_001649665.2|AAEG
OG0007016	LOC6903520|XP_015035466.2|DPSE	LOC5565300|XP_021702509.1|AAEG
OG0007017	LOC4816633|XP_015036739.2|DPSE	LOC5566799|XP_021702550.1|AAEG
OG0007018	LOC6902643|XP_015036734.1|DPSE	LOC5566800|XP_021702552.1|AAEG
OG0007019	LOC6903358|XP_002132239.3|DPSE	LOC5576032|XP_021702615.1|AAEG
OG0007020	LOC4818179|XP_033235790.1|DPSE	LOC5564911|XP_021702621.1|AAEG
OG0007021	LOC4816885|XP_001356743.3|DPSE	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG
OG0007022	LOC4817121|XP_001356672.3|DPSE	LOC5572816|XP_021702701.1|AAEG
OG0007023	LOC4811832|XP_001382208.1|DPSE	LOC23687450|XP_011493524.1|AAEG
OG0007024	LOC4803179|XP_001359962.2|DPSE	LOC5572828|XP_001654224.2|AAEG
OG0007025	LOC4815707|XP_001355707.2|DPSE	LOC5570694|XP_021702717.1|AAEG
OG0007026	LOC4817226|XP_001356434.4|DPSE	LOC5570696|XP_021702721.1|AAEG
OG0007027	LOC4817454|XP_001356825.2|DPSE	LOC5572901|XP_021702739.1|AAEG
OG0007028	LOC4817453|XP_033235623.1|DPSE	LOC5572902|XP_021702740.1|AAEG
OG0007029	LOC4817275|XP_033236669.1|DPSE	LOC5568614|XP_021702769.1|AAEG
OG0007030	LOC4815392|XP_001354995.2|DPSE	LOC5568605|XP_001652439.1|AAEG
OG0007031	LOC26532704|XP_033235515.1|DPSE	LOC5568611|XP_021702789.1|AAEG
OG0007032	LOC4812829|XP_001353506.1|DPSE	LOC5577539|XP_021702804.1|AAEG
OG0007033	LOC4816546|XP_001356197.3|DPSE	LOC5577537|XP_001656550.2|AAEG
OG0007034	LOC4816618|XP_033236369.1|DPSE	LOC5564020|XP_001648342.1|AAEG
OG0007035	LOC4814205|XP_001354323.3|DPSE	LOC5564021|XP_001648343.1|AAEG
OG0007036	LOC4813850|XP_001353310.3|DPSE	LOC5564022|XP_001648345.1|AAEG
OG0007037	LOC4800611|XP_001357856.1|DPSE	LOC5564024|XP_001648346.1|AAEG
OG0007038	LOC6898981|XP_015040694.1|DPSE	LOC5566784|XP_021702855.1|AAEG
OG0007039	LOC4804236|XP_001360827.2|DPSE	LOC5573247|XP_001654456.2|AAEG
OG0007040	LOC4817434|XP_033235170.1|DPSE	LOC5573251|XP_001654461.1|AAEG
