Orthogroup	DPSE.longest_only	AALB.longest_only
OG0005808	LOC4815676|XP_001355520.2|DPSE	LOC118457765|XP_035775482.1|AALB, LOC118457764|XP_035775481.1|AALB
OG0005809	LOC4812041|XP_001352762.2|DPSE	LOC118458694|XP_035777327.1|AALB
OG0005810	LOC4802719|XP_001359583.2|DPSE	LOC118457413|XP_035774880.1|AALB
OG0005811	LOC4802716|XP_001359582.3|DPSE	LOC118457415|XP_035774881.1|AALB
OG0005812	LOC4802535|XP_001359436.1|DPSE	LOC118460834|XP_035781390.1|AALB
OG0005813	LOC4800786|XP_001357999.1|DPSE	LOC118461034|XP_035781809.1|AALB
OG0005814	LOC4802053|XP_033232830.1|DPSE	LOC118461593|XP_035782990.1|AALB
OG0005815	LOC6898973|XP_002138933.2|DPSE	LOC118461590|XP_035782986.1|AALB
OG0005816	LOC4801115|XP_033233707.1|DPSE	LOC118468295|XP_035794915.1|AALB
OG0005817	LOC4801713|XP_001358759.2|DPSE	LOC118458456|XP_035776842.1|AALB
OG0005818	LOC6897512|XP_002137661.3|DPSE	LOC118460145|XP_035780128.1|AALB
OG0005819	LOC4802917|XP_001359739.3|DPSE	LOC118458055|XP_035776075.1|AALB
OG0005820	LOC4802918|XP_001359740.2|DPSE	LOC118466663|XP_035792160.1|AALB
OG0005821	LOC4803289|XP_001360054.3|DPSE	LOC118459830|XP_035779486.1|AALB
OG0005822	LOC4816119|XP_001355783.1|DPSE	LOC118464670|XP_035788075.1|AALB
OG0005823	LOC4815957|XP_001355301.2|DPSE	LOC118465871|XP_035790397.1|AALB
OG0005824	LOC4801070|XP_001358231.1|DPSE	LOC118461521|XP_035782847.1|AALB
OG0005825	LOC4813271|XP_001353912.2|DPSE	LOC118460495|XP_035780740.1|AALB
OG0005827	LOC4802669|XP_001359541.2|DPSE	LOC118460490|XP_035780736.1|AALB
OG0005828	LOC4814173|XP_001354217.1|DPSE	LOC118468799|XP_035795903.1|AALB
OG0005829	LOC4803012|XP_001359814.4|DPSE	LOC118468797|XP_035795897.1|AALB
OG0005830	LOC4812641|XP_001353030.1|DPSE	LOC118456257|XP_035772752.1|AALB
OG0005831	LOC6900300|XP_033239833.1|DPSE	LOC118456254|XP_035772748.1|AALB
OG0005832	LOC4812647|XP_001353036.4|DPSE	LOC118458998|XP_035777890.1|AALB
OG0005833	LOC4812655|XP_015044104.2|DPSE	LOC118460615|XP_035780947.1|AALB
OG0005834	LOC6900303|XP_002135625.2|DPSE	LOC118460623|XP_035780964.1|AALB
OG0005835	LOC4812665|XP_001353049.2|DPSE	LOC118458219|XP_035776371.1|AALB
OG0005836	LOC4812917|XP_033240805.1|DPSE	LOC118459046|XP_035777964.1|AALB
OG0005837	LOC4802161|XP_001359134.2|DPSE	LOC118457575|XP_035775145.1|AALB
OG0005838	LOC4802863|XP_001359697.1|DPSE	LOC118458330|XP_035776575.1|AALB
OG0005839	LOC4816317|XP_001355998.2|DPSE	LOC118456985|XP_035774087.1|AALB
OG0005840	LOC4803192|XP_001359975.2|DPSE	LOC118456986|XP_035774089.1|AALB
OG0005841	LOC6897868|XP_033241812.1|DPSE	LOC118457609|XP_035775215.1|AALB
OG0005842	LOC4815624|XP_001355585.2|DPSE	LOC118461329|XP_035782427.1|AALB
OG0005843	LOC4813260|XP_033238364.1|DPSE	LOC118461324|XP_035782422.1|AALB
OG0005844	LOC4813540|XP_001353481.3|DPSE	LOC118461323|XP_035782420.1|AALB
OG0005845	LOC4802492|XP_001359404.3|DPSE	LOC118461509|XP_035782831.1|AALB
OG0005846	LOC4802625|XP_015037955.2|DPSE	LOC118458750|XP_035777423.1|AALB
OG0005847	LOC4803032|XP_015038248.1|DPSE	LOC118459357|XP_035778541.1|AALB
OG0005848	LOC26534030|XP_033240031.1|DPSE	LOC118459604|XP_035779044.1|AALB
OG0005849	LOC6902148|XP_033238747.1|DPSE	LOC118468756|XP_035795811.1|AALB
OG0005850	LOC4814662|XP_033237896.1|DPSE	LOC118458015|XP_035776006.1|AALB, LOC118458155|XP_035776243.1|AALB
OG0005851	LOC4816145|XP_001355768.1|DPSE	LOC118467661|XP_035794302.1|AALB
OG0005852	LOC4803200|XP_033239690.1|DPSE	LOC118456519|XP_035773255.1|AALB
OG0005853	LOC6901804|XP_002134472.2|DPSE	LOC118460546|XP_035780830.1|AALB
OG0005854	LOC4802718|XP_001359584.3|DPSE	LOC118459127|XP_035778090.1|AALB
OG0005855	LOC4815882|XP_033238128.1|DPSE	LOC118458189|XP_035776325.1|AALB
OG0005856	LOC6899661|XP_033239209.1|DPSE	LOC118457902|XP_035775782.1|AALB
OG0005857	LOC6903964|XP_002136554.2|DPSE	LOC118459069|XP_035777999.1|AALB
OG0005858	LOC4802588|XP_001359481.1|DPSE	LOC118463673|XP_035786323.1|AALB
OG0005859	LOC4816897|XP_001356515.4|DPSE	LOC118460017|XP_035779841.1|AALB
OG0005860	LOC4802930|XP_033232661.1|DPSE	LOC118468441|XP_035795099.1|AALB
OG0005861	LOC4801706|XP_033233568.1|DPSE	LOC118468933|XP_035796150.1|AALB
OG0005862	LOC6898155|XP_015039202.2|DPSE	LOC118466352|XP_035791377.1|AALB
OG0005863	LOC4804547|XP_001361090.2|DPSE	LOC118461484|XP_035782751.1|AALB
OG0005864	LOC4802627|XP_001359511.3|DPSE	LOC118468936|XP_035796161.1|AALB
OG0005865	LOC4802538|XP_001359439.3|DPSE	LOC118466586|XP_035792039.1|AALB
OG0005866	LOC4805403|XP_001361808.3|DPSE	LOC118466382|XP_035791506.1|AALB
OG0005867	LOC4817736|XP_033235393.1|DPSE	LOC118463377|XP_035785798.1|AALB
OG0005869	LOC4814558|XP_001355174.1|DPSE	LOC118467835|XP_035794620.1|AALB
OG0005870	LOC6901974|XP_002133508.2|DPSE	LOC118466348|XP_035791374.1|AALB
OG0005871	LOC6902154|XP_002133685.2|DPSE	LOC118464780|XP_035788303.1|AALB
OG0005872	LOC4801961|XP_001358975.1|DPSE	LOC118464779|XP_035788301.1|AALB
OG0005873	LOC4802631|XP_001359515.2|DPSE	LOC118467218|XP_035793356.1|AALB
OG0005874	LOC6899357|XP_033239551.1|DPSE	LOC118462560|XP_035784240.1|AALB
OG0005875	LOC4804348|XP_001360922.2|DPSE	LOC118464732|XP_035788221.1|AALB
OG0005876	LOC6902035|XP_033237923.1|DPSE	LOC118463202|XP_035785530.1|AALB
OG0005877	LOC6897805|XP_002137910.1|DPSE	LOC118467671|XP_035794320.1|AALB
OG0005878	LOC6902018|XP_002133552.3|DPSE	LOC118466791|XP_035792425.1|AALB
OG0005880	LOC117185167|XP_033241224.1|DPSE	LOC118466874|XP_035792616.1|AALB
OG0005881	LOC4813771|XP_001353199.1|DPSE	LOC118466880|XP_035792628.1|AALB
OG0005882	LOC4815308|XP_001355059.3|DPSE	LOC118464891|XP_035788529.1|AALB
OG0005883	LOC4812044|XP_001352495.1|DPSE	LOC118464637|XP_035787977.1|AALB
OG0005884	LOC4812845|XP_001353212.1|DPSE	LOC118462738|XP_035784587.1|AALB
OG0005885	LOC4813037|XP_001353607.3|DPSE	LOC118462722|XP_035784559.1|AALB
OG0005886	LOC4813336|XP_033237389.1|DPSE	LOC118462720|XP_035784556.1|AALB
OG0005887	LOC4813020|XP_033241101.1|DPSE	LOC118466804|XP_035792449.1|AALB
OG0005888	LOC4813776|XP_033241351.1|DPSE	LOC118466805|XP_035792450.1|AALB
OG0005889	LOC4812898|XP_015043383.2|DPSE	LOC118466853|XP_035792574.1|AALB
OG0005890	LOC6902271|XP_002133798.2|DPSE	LOC118467268|XP_035793449.1|AALB
OG0005891	LOC4812911|XP_015043298.1|DPSE	LOC118467273|XP_035793463.1|AALB
OG0005892	LOC117183166|XP_033239911.1|DPSE	LOC118467272|XP_035793462.1|AALB
OG0005893	LOC4812838|XP_001353166.2|DPSE	LOC118466798|XP_035792442.1|AALB
OG0005894	LOC4813045|XP_001353164.1|DPSE	LOC118466800|XP_035792444.1|AALB
OG0005895	LOC4813527|XP_001353165.1|DPSE	LOC118466803|XP_035792448.1|AALB
OG0005896	LOC4812084|XP_033240839.1|DPSE	LOC118466799|XP_035792443.1|AALB
OG0005897	LOC4812032|XP_015043804.2|DPSE	LOC118464367|XP_035787594.1|AALB
OG0005898	LOC4814431|XP_001355197.3|DPSE	LOC118464333|XP_035787543.1|AALB
OG0005899	LOC4804173|XP_001360777.1|DPSE	LOC118466735|XP_035792310.1|AALB
OG0005900	LOC4817122|XP_001356421.2|DPSE	LOC118465563|XP_035789812.1|AALB, LOC118465567|XP_035789821.1|AALB
OG0005901	LOC4803696|XP_001360373.1|DPSE	LOC118463087|XP_035785260.1|AALB
OG0005902	LOC4805484|XP_001361879.3|DPSE	LOC118463086|XP_035785258.1|AALB
OG0005903	LOC4803140|XP_003736918.1|DPSE	LOC118462471|XP_035784062.1|AALB
OG0005904	LOC4801567|XP_001358637.4|DPSE	LOC118465860|XP_035790385.1|AALB
OG0005905	LOC4813656|XP_015043393.2|DPSE	LOC118463332|XP_035785722.1|AALB
OG0005906	LOC4812483|XP_033237974.1|DPSE	LOC118464795|XP_035788321.1|AALB
OG0005907	LOC4812330|XP_001352405.4|DPSE	LOC118463726|XP_035786413.1|AALB
OG0005908	LOC4812206|XP_001353022.1|DPSE	LOC118467982|XP_035794864.1|AALB
OG0005909	LOC6900539|XP_002134923.3|DPSE	LOC118464442|XP_035787710.1|AALB
OG0005910	LOC4803869|XP_001360518.1|DPSE	LOC118465076|XP_035788866.1|AALB
OG0005911	LOC4803868|XP_001360517.3|DPSE	LOC118465079|XP_035788875.1|AALB
OG0005912	LOC6898276|XP_033234145.1|DPSE	LOC118463172|XP_035785460.1|AALB
OG0005913	LOC4801531|XP_001358607.2|DPSE	LOC118466332|XP_035791345.1|AALB
OG0005914	LOC4805348|XP_001361762.2|DPSE	LOC118464076|XP_035787025.1|AALB
OG0005915	LOC4805347|XP_001361761.1|DPSE	LOC118462882|XP_035784848.1|AALB
OG0005916	LOC6898994|XP_004444535.2|DPSE	LOC118466937|XP_035792723.1|AALB
OG0005917	LOC4804606|XP_001361139.3|DPSE	LOC118464643|XP_035788001.1|AALB
OG0005918	LOC4814560|XP_001355207.2|DPSE	LOC118465561|XP_035789805.1|AALB
OG0005919	LOC6898789|XP_002138765.3|DPSE	LOC118464432|XP_035787697.1|AALB
OG0005920	LOC4805565|XP_004444548.3|DPSE	LOC118466741|XP_035792320.1|AALB
OG0005921	LOC4812260|XP_001352413.1|DPSE	LOC118466747|XP_035792326.1|AALB
OG0005922	LOC4814962|XP_001354742.4|DPSE	LOC118466591|XP_035792046.1|AALB
OG0005923	LOC4812843|XP_001353290.2|DPSE	LOC118465887|XP_035790431.1|AALB
OG0005924	LOC4813387|XP_001353292.1|DPSE	LOC118465890|XP_035790434.1|AALB
OG0005925	LOC4812764|XP_001353999.1|DPSE	LOC118467036|XP_035792914.1|AALB
OG0005926	LOC4815231|XP_001354773.2|DPSE	LOC118467436|XP_035793835.1|AALB
OG0005927	LOC4802048|XP_033241612.1|DPSE	LOC118463235|XP_035785586.1|AALB
OG0005928	LOC6901004|XP_002134630.1|DPSE	LOC118463236|XP_035785588.1|AALB
OG0005929	LOC4812094|XP_033238988.1|DPSE	LOC118463228|XP_035785571.1|AALB
OG0005930	LOC4805400|XP_001361805.3|DPSE	LOC118467614|XP_035794209.1|AALB
OG0005931	LOC4805585|XP_001361966.2|DPSE	LOC118466595|XP_035792056.1|AALB
OG0005932	LOC4805277|XP_015040517.2|DPSE	LOC118463901|XP_035786725.1|AALB
OG0005933	LOC4805039|XP_001361504.3|DPSE	LOC118465557|XP_035789795.1|AALB
OG0005934	LOC4803990|XP_001360623.4|DPSE	LOC118467660|XP_035794298.1|AALB
OG0005935	LOC4813494|XP_001353367.4|DPSE	LOC118466000|XP_035790687.1|AALB
OG0005936	LOC4816213|XP_001355775.3|DPSE	LOC118466006|XP_035790696.1|AALB
OG0005937	LOC4812473|XP_001352401.2|DPSE	LOC118466002|XP_035790690.1|AALB
OG0005938	LOC4804180|XP_033233979.1|DPSE	LOC118464226|XP_035787299.1|AALB
OG0005939	LOC4814945|XP_001354816.1|DPSE	LOC118467454|XP_035793852.1|AALB
OG0005940	LOC6898191|XP_015039287.2|DPSE	LOC118467210|XP_035793330.1|AALB
OG0005941	LOC4803395|XP_033233928.1|DPSE	LOC118467211|XP_035793332.1|AALB
OG0005942	LOC4805577|XP_033234620.1|DPSE	LOC118464075|XP_035787024.1|AALB
OG0005943	LOC6899052|XP_033234615.1|DPSE	LOC118467911|XP_035794734.1|AALB
OG0005944	LOC4805582|XP_001361963.1|DPSE	LOC118464787|XP_035788312.1|AALB
OG0005945	LOC4805310|XP_001361730.2|DPSE	LOC118464137|XP_035787133.1|AALB
OG0005946	LOC4803380|XP_033233891.1|DPSE	LOC118463729|XP_035786416.1|AALB
OG0005947	LOC4805689|XP_001362048.3|DPSE	LOC118467159|XP_035793196.1|AALB
OG0005948	LOC4812484|XP_001352932.1|DPSE	LOC118464023|XP_035786972.1|AALB
OG0005949	LOC4813676|XP_001353525.3|DPSE	LOC118464024|XP_035786973.1|AALB
OG0005950	LOC4817324|XP_001356788.3|DPSE	LOC118466011|XP_035790710.1|AALB
OG0005951	LOC6900643|XP_033240780.1|DPSE	LOC118466673|XP_035792170.1|AALB
OG0005952	LOC4817348|XP_015036193.2|DPSE	LOC118463618|XP_035786203.1|AALB
OG0005953	LOC4818187|XP_001357499.2|DPSE	LOC118463622|XP_035786213.1|AALB
OG0005954	LOC4818183|XP_001357495.1|DPSE	LOC118463111|XP_035785328.1|AALB
OG0005955	LOC4802708|XP_001359575.2|DPSE	LOC118466055|XP_035790797.1|AALB
OG0005956	LOC4804677|XP_001361200.4|DPSE	LOC118465576|XP_035789836.1|AALB
OG0005957	LOC4803321|XP_001360084.3|DPSE	LOC118462826|XP_035784748.1|AALB
OG0005958	LOC6897518|XP_002137667.2|DPSE	LOC118466973|XP_035792777.1|AALB
OG0005959	LOC4817406|XP_001356346.4|DPSE	LOC118464759|XP_035788271.1|AALB
OG0005960	LOC4814564|XP_001355101.3|DPSE	LOC118464753|XP_035788265.1|AALB
OG0005961	LOC4803900|XP_001360545.3|DPSE	LOC118466236|XP_035791168.1|AALB
OG0005962	LOC6898554|XP_033234239.1|DPSE	LOC118466331|XP_035791344.1|AALB
OG0005963	LOC4817243|XP_033235982.1|DPSE	LOC118465731|XP_035790086.1|AALB
OG0005964	LOC6898825|XP_015040505.2|DPSE	LOC118467821|XP_035794603.1|AALB
OG0005965	LOC6898961|XP_002138921.3|DPSE	LOC118467826|XP_035794609.1|AALB
OG0005966	LOC4804262|XP_001360846.3|DPSE	LOC118467820|XP_035794602.1|AALB
OG0005967	LOC4804495|XP_001361051.1|DPSE	LOC118463609|XP_035786182.1|AALB
OG0005968	LOC6898501|XP_002138542.2|DPSE	LOC118463607|XP_035786171.1|AALB
OG0005969	LOC117183615|XP_033234032.1|DPSE	LOC118467486|XP_035793919.1|AALB
OG0005970	LOC4812488|XP_001352756.2|DPSE	LOC118464156|XP_035787176.1|AALB
OG0005971	LOC4804376|XP_001360947.1|DPSE	LOC118465974|XP_035790627.1|AALB
OG0005972	LOC4813971|XP_015043502.1|DPSE	LOC118465971|XP_035790619.1|AALB
OG0005973	LOC4813766|XP_001354018.1|DPSE	LOC118462562|XP_035784244.1|AALB
OG0005974	LOC4813018|XP_015042743.2|DPSE	LOC118465460|XP_035789648.1|AALB
OG0005975	LOC4813973|XP_001354130.3|DPSE	LOC118467392|XP_035793742.1|AALB
OG0005977	LOC4804427|XP_001360993.1|DPSE	LOC118465170|XP_035789023.1|AALB
OG0005978	LOC4805387|XP_001361796.4|DPSE	LOC118465169|XP_035789022.1|AALB
OG0005979	LOC4804658|XP_001361185.1|DPSE	LOC118465165|XP_035789017.1|AALB
OG0005980	LOC4803498|XP_001360213.1|DPSE	LOC118467887|XP_035794693.1|AALB
OG0005981	LOC6901386|XP_033238800.1|DPSE	LOC118467894|XP_035794705.1|AALB
OG0005982	LOC4804171|XP_001360775.2|DPSE	LOC118467890|XP_035794699.1|AALB
OG0005983	LOC4814862|XP_001354900.1|DPSE	LOC118467892|XP_035794702.1|AALB
OG0005984	LOC6901206|XP_033238133.1|DPSE	LOC118466190|XP_035791089.1|AALB
OG0005985	LOC6902136|XP_033239858.1|DPSE	LOC118467376|XP_035793690.1|AALB
OG0005986	LOC4814636|XP_033241001.1|DPSE	LOC118467391|XP_035793738.1|AALB
OG0005987	LOC4815824|XP_015041302.2|DPSE	LOC118467388|XP_035793725.1|AALB
OG0005988	LOC4805412|XP_015040638.2|DPSE	LOC118464718|XP_035788183.1|AALB
OG0005989	LOC4805158|XP_001361607.3|DPSE	LOC118463915|XP_035786748.1|AALB
OG0005990	LOC4804158|XP_015039650.2|DPSE	LOC118463919|XP_035786769.1|AALB
OG0005991	LOC4805043|XP_001361508.1|DPSE	LOC118464431|XP_035787695.1|AALB
OG0005992	LOC4813754|XP_001353779.2|DPSE	LOC118464430|XP_035787694.1|AALB
OG0005993	LOC4813247|XP_015043165.1|DPSE	LOC118467385|XP_035793718.1|AALB
OG0005994	LOC4813962|XP_001354121.2|DPSE	LOC118463735|XP_035786420.1|AALB
OG0005995	LOC4813968|XP_033240272.1|DPSE	LOC118467419|XP_035793798.1|AALB
OG0005996	LOC4812827|XP_033238668.1|DPSE	LOC118467422|XP_035793801.1|AALB
OG0005997	LOC4804885|XP_001361373.4|DPSE	LOC118467536|XP_035794022.1|AALB
OG0005998	LOC4812833|XP_001353175.4|DPSE	LOC118467535|XP_035794021.1|AALB
OG0005999	LOC4814104|XP_001354248.2|DPSE	LOC118463199|XP_035785526.1|AALB
OG0006000	LOC6903880|XP_002136631.1|DPSE	LOC118466845|XP_035792560.1|AALB
OG0006001	LOC4813293|XP_015043113.2|DPSE	LOC118464770|XP_035788288.1|AALB
OG0006002	LOC26534028|XP_033234083.1|DPSE	LOC118462767|XP_035784625.1|AALB
OG0006003	LOC6900362|XP_033241439.1|DPSE	LOC118464729|XP_035788203.1|AALB
OG0006004	LOC4802518|XP_015037883.2|DPSE	LOC118464187|XP_035787230.1|AALB
OG0006005	LOC4804744|XP_001361256.2|DPSE	LOC118467847|XP_035794646.1|AALB
OG0006006	LOC4805537|XP_001361924.4|DPSE	LOC118465013|XP_035788758.1|AALB
OG0006007	LOC4805575|XP_001361958.2|DPSE	LOC118467830|XP_035794614.1|AALB
OG0006008	LOC26532143|XP_033241563.1|DPSE, LOC6902872|XP_033235370.1|DPSE	LOC118465072|XP_035788856.1|AALB
OG0006009	LOC4812024|XP_033237505.1|DPSE	LOC118467727|XP_035794424.1|AALB
OG0006010	LOC4813953|XP_033241454.1|DPSE	LOC118465817|XP_035790284.1|AALB
OG0006011	LOC6899980|XP_002135347.2|DPSE	LOC118465829|XP_035790311.1|AALB
OG0006012	LOC4813912|XP_033239743.1|DPSE	LOC118467838|XP_035794623.1|AALB
OG0006013	LOC6898803|XP_033234864.1|DPSE	LOC118467225|XP_035793369.1|AALB
OG0006014	LOC4812531|XP_001352903.1|DPSE	LOC118465855|XP_035790376.1|AALB
OG0006015	LOC6898494|XP_002138535.1|DPSE	LOC118464716|XP_035788167.1|AALB
OG0006016	LOC4805042|XP_001361507.3|DPSE	LOC118466079|XP_035790864.1|AALB
OG0006017	LOC4803688|XP_001360365.3|DPSE	LOC118465505|XP_035789715.1|AALB
OG0006018	LOC4805744|XP_001362091.2|DPSE	LOC118465504|XP_035789713.1|AALB
OG0006019	LOC26533621|XP_015039274.1|DPSE	LOC118465514|XP_035789725.1|AALB
OG0006020	LOC4812282|XP_001352980.4|DPSE	LOC118465463|XP_035789652.1|AALB
OG0006021	LOC6900490|XP_033238214.1|DPSE	LOC118465449|XP_035789597.1|AALB
OG0006022	LOC4817970|XP_001357332.2|DPSE	LOC118465451|XP_035789615.1|AALB
OG0006023	LOC4802667|XP_001359539.1|DPSE	LOC118467546|XP_035794038.1|AALB
OG0006024	LOC4814623|XP_033241007.1|DPSE	LOC118466370|XP_035791462.1|AALB
OG0006025	LOC6898181|XP_033233571.1|DPSE	LOC118463877|XP_035786689.1|AALB
OG0006026	LOC4800614|XP_001357859.1|DPSE	LOC118463603|XP_035786160.1|AALB
OG0006027	LOC4804381|XP_001360952.2|DPSE	LOC118467015|XP_035792855.1|AALB
OG0006028	LOC4803891|XP_033233842.1|DPSE	LOC118462554|XP_035784226.1|AALB
OG0006029	LOC4805046|XP_001361511.1|DPSE	LOC118467832|XP_035794616.1|AALB
OG0006030	LOC4800441|XP_001357717.1|DPSE	LOC118466104|XP_035790916.1|AALB
OG0006031	LOC4804356|XP_001360930.3|DPSE	LOC118467834|XP_035794618.1|AALB
OG0006032	LOC4814395|XP_015042271.2|DPSE	LOC118462516|XP_035784137.1|AALB
OG0006033	LOC4803686|XP_001360363.3|DPSE	LOC118463359|XP_035785768.1|AALB
OG0006034	LOC4801548|XP_003736546.3|DPSE	LOC118464518|XP_035787850.1|AALB
OG0006035	LOC4802319|XP_001359259.2|DPSE	LOC118464003|XP_035786943.1|AALB
OG0006036	LOC4817085|XP_001356373.3|DPSE	LOC118464001|XP_035786941.1|AALB
OG0006037	LOC4803977|XP_033233699.1|DPSE	LOC118464002|XP_035786942.1|AALB
OG0006038	LOC4802065|XP_001359058.2|DPSE	LOC118466162|XP_035791031.1|AALB
OG0006039	LOC6899047|XP_002138974.2|DPSE	LOC118466159|XP_035791026.1|AALB
OG0006040	LOC6898461|XP_002138504.2|DPSE	LOC118466892|XP_035792640.1|AALB
OG0006041	LOC4814604|XP_001354916.1|DPSE	LOC118458022|XP_035776020.1|AALB
OG0006042	LOC4805739|XP_004444595.2|DPSE	LOC118467433|XP_035793815.1|AALB
OG0006043	LOC4813671|XP_001353963.4|DPSE	LOC118464858|XP_035788461.1|AALB
OG0006044	LOC4814360|XP_001354492.1|DPSE	LOC118465069|XP_035788848.1|AALB
OG0006045	LOC4805669|XP_001362030.3|DPSE	LOC118467102|XP_035793045.1|AALB
OG0006046	LOC4804243|XP_001360832.3|DPSE	LOC118464233|XP_035787306.1|AALB
OG0006047	LOC6900545|XP_002134929.3|DPSE	LOC118464244|XP_035787338.1|AALB
OG0006048	LOC4813592|XP_001353911.3|DPSE	LOC118462794|XP_035784684.1|AALB
OG0006049	LOC4815099|XP_001355018.4|DPSE	LOC118467732|XP_035794430.1|AALB
OG0006050	LOC4800725|XP_001357945.3|DPSE	LOC118465256|XP_035789171.1|AALB
OG0006051	LOC4815862|XP_001355561.3|DPSE	LOC118465262|XP_035789177.1|AALB
OG0006052	LOC4804613|XP_001361146.4|DPSE	LOC118467538|XP_035794029.1|AALB
OG0006053	LOC4814175|XP_001354194.1|DPSE	LOC118462513|XP_035784135.1|AALB
OG0006054	LOC4811716|XP_033237289.1|DPSE	LOC118466241|XP_035791184.1|AALB
OG0006055	LOC4800827|XP_001358031.3|DPSE	LOC118467320|XP_035793551.1|AALB
OG0006056	LOC4805738|XP_001362086.1|DPSE	LOC118465374|XP_035789462.1|AALB
OG0006057	LOC4812524|XP_001352451.4|DPSE	LOC118463677|XP_035786327.1|AALB
OG0006058	LOC4801830|XP_001358863.1|DPSE	LOC118467215|XP_035793352.1|AALB
OG0006059	LOC4813558|XP_001354005.1|DPSE	LOC118466536|XP_035791937.1|AALB
OG0006060	LOC4813782|XP_001354006.2|DPSE	LOC118466537|XP_035791940.1|AALB
OG0006061	LOC6901250|XP_002133951.2|DPSE	LOC118465271|XP_035789194.1|AALB
OG0006062	LOC4803152|XP_001359942.2|DPSE	LOC118465278|XP_035789212.1|AALB
OG0006063	LOC4817371|XP_001356327.3|DPSE	LOC118461534|XP_035782863.1|AALB
OG0006064	LOC4805478|XP_033234495.1|DPSE	LOC118465780|XP_035790198.1|AALB
OG0006065	LOC4813826|XP_001354051.3|DPSE	LOC118465779|XP_035790197.1|AALB
OG0006066	LOC6898392|XP_015039657.2|DPSE	LOC118465781|XP_035790201.1|AALB
OG0006067	LOC4805077|XP_033234310.1|DPSE	LOC118467330|XP_035793560.1|AALB
OG0006068	LOC4815169|XP_001354565.2|DPSE	LOC118463204|XP_035785540.1|AALB
OG0006069	LOC4813718|XP_033239117.1|DPSE	LOC118464364|XP_035787582.1|AALB
OG0006070	LOC4812458|XP_001352402.2|DPSE	LOC118466826|XP_035792514.1|AALB
OG0006071	LOC6896869|XP_002137059.2|DPSE	LOC118466822|XP_035792505.1|AALB
OG0006072	LOC4812771|XP_001354050.1|DPSE	LOC118466717|XP_035792275.1|AALB
OG0006073	LOC4813263|XP_001353671.3|DPSE	LOC118467779|XP_035794510.1|AALB
OG0006074	LOC6902221|XP_002133748.2|DPSE	LOC118462660|XP_035784440.1|AALB
OG0006075	LOC117183168|XP_033237426.1|DPSE	LOC118468247|XP_035794905.1|AALB
OG0006076	LOC4803948|XP_001360586.3|DPSE	LOC118464689|XP_035788105.1|AALB
OG0006077	LOC4811862|XP_033241478.1|DPSE	LOC118467906|XP_035794726.1|AALB
OG0006078	LOC4811936|XP_001352971.1|DPSE	LOC118465018|XP_035788767.1|AALB
OG0006079	LOC4811991|XP_001353012.1|DPSE	LOC118463176|XP_035785476.1|AALB
OG0006080	LOC4812194|XP_001353017.1|DPSE	LOC118462896|XP_035784883.1|AALB
OG0006081	LOC4805111|XP_001361569.2|DPSE	LOC118462740|XP_035784593.1|AALB
OG0006082	LOC4805113|XP_001361571.1|DPSE	LOC118462759|XP_035784618.1|AALB
OG0006083	LOC4813535|XP_001353480.1|DPSE	LOC118463796|XP_035786529.1|AALB
OG0006084	LOC4813272|XP_015042832.1|DPSE	LOC118465147|XP_035788982.1|AALB
OG0006085	LOC6896688|XP_002136902.2|DPSE	LOC118464012|XP_035786953.1|AALB
OG0006086	LOC4812507|XP_015043540.1|DPSE	LOC118464850|XP_035788440.1|AALB
OG0006087	LOC6898432|XP_002138474.3|DPSE	LOC118467026|XP_035792880.1|AALB
OG0006088	LOC4813107|XP_001353956.2|DPSE	LOC118467028|XP_035792886.1|AALB
OG0006089	LOC4815870|XP_001355411.1|DPSE	LOC118465684|XP_035790008.1|AALB
OG0006090	LOC6900026|XP_002135390.3|DPSE	LOC118465666|XP_035789978.1|AALB
OG0006091	LOC4812367|XP_001352605.4|DPSE	LOC118466903|XP_035792658.1|AALB
OG0006092	LOC4814499|XP_033240178.1|DPSE	LOC118463104|XP_035785304.1|AALB
OG0006093	LOC4803875|XP_001360524.4|DPSE	LOC118465967|XP_035790611.1|AALB
OG0006094	LOC4812180|XP_001352782.1|DPSE	LOC118465959|XP_035790592.1|AALB
OG0006095	LOC6898532|XP_004444241.2|DPSE	LOC118464175|XP_035787208.1|AALB
OG0006096	LOC4803965|XP_001360603.2|DPSE	LOC118464426|XP_035787682.1|AALB
OG0006097	LOC4813040|XP_033238464.1|DPSE	LOC118466459|XP_035791705.1|AALB
OG0006098	LOC4817266|XP_001356481.3|DPSE	LOC118466465|XP_035791716.1|AALB
OG0006099	LOC4804989|XP_001361461.2|DPSE	LOC118465437|XP_035789580.1|AALB
OG0006100	LOC4803617|XP_001360307.3|DPSE	LOC118465473|XP_035789661.1|AALB
OG0006101	LOC117184171|XP_033236552.1|DPSE	LOC118465823|XP_035790303.1|AALB
OG0006102	LOC6903884|XP_002136628.2|DPSE	LOC118464359|XP_035787575.1|AALB
OG0006103	LOC4814697|XP_001354553.3|DPSE	LOC118465477|XP_035789671.1|AALB
OG0006104	LOC4814480|XP_001355145.1|DPSE	LOC118464372|XP_035787606.1|AALB
OG0006105	LOC4814479|XP_033238809.1|DPSE	LOC118464709|XP_035788133.1|AALB
OG0006106	LOC4813760|XP_015042881.2|DPSE	LOC118467921|XP_035794756.1|AALB
