Orthogroup	DPSE.longest_only	DMEL.longest_only
OG0007516	LOC4817819|XP_001357477.2|DPSE	Cap-D3|NP_608935.2|DMEL
OG0007517	LOC4813970|XP_001354128.1|DPSE	CG33969|NP_001034034.1|DMEL
OG0007518	LOC4805628|XP_001362000.1|DPSE	CG3356|NP_611896.1|DMEL
OG0007519	LOC4805534|XP_033233250.1|DPSE	Magi|NP_611551.1|DMEL
OG0007520	LOC6898464|XP_002138507.2|DPSE	CG5877|NP_573014.2|DMEL
OG0007521	LOC4815920|XP_001355728.2|DPSE	Miga|NP_572476.2|DMEL
OG0007522	LOC26533691|XP_033239799.1|DPSE	Ssu72|NP_608342.1|DMEL
OG0007523	LOC4805410|XP_015040631.2|DPSE	Sobp|NP_610703.3|DMEL
OG0007524	LOC4817098|XP_001356574.3|DPSE	Fnta|NP_608862.1|DMEL
OG0007525	LOC4816412|XP_001356237.1|DPSE	RpII33|NP_477419.1|DMEL
OG0007526	LOC4800947|XP_001358131.2|DPSE	Trissin|NP_650471.2|DMEL
OG0007527	LOC4813688|XP_001353646.1|DPSE	CG6418|NP_648413.1|DMEL
OG0007528	LOC6899016|XP_002138971.3|DPSE	EcR|NP_724460.1|DMEL
OG0007529	LOC4803964|XP_001360602.4|DPSE	CG12869|NP_001369085.1|DMEL
OG0007530	LOC117184773|XP_033239501.1|DPSE	PQBP1|NP_651331.1|DMEL
OG0007531	LOC4805574|XP_001361957.2|DPSE	CG17994|NP_610212.1|DMEL
OG0007532	LOC6899062|XP_002138987.3|DPSE	PIG-Z|NP_001286840.1|DMEL
OG0007533	LOC4812620|XP_001352976.2|DPSE	Est-Q|NP_649321.1|DMEL
OG0007534	LOC4813823|XP_001353547.1|DPSE	D|NP_524066.1|DMEL
OG0007535	LOC4812895|XP_001353601.3|DPSE	sens|NP_524818.1|DMEL
OG0007536	LOC4802872|XP_001359703.2|DPSE	CG6126|NP_650528.1|DMEL
OG0007537	LOC6900585|XP_033238191.1|DPSE	dysc|NP_001261810.1|DMEL
OG0007538	LOC4813036|XP_033240038.1|DPSE	Rgl|NP_001261814.1|DMEL
OG0007539	LOC6903226|XP_002132927.3|DPSE	btv|NP_001036369.3|DMEL
OG0007540	LOC4800726|XP_001357946.2|DPSE	PNPase|NP_651867.2|DMEL
OG0007541	LOC4805169|XP_001361616.1|DPSE	fand|NP_610891.1|DMEL
OG0007542	LOC4805699|XP_004444581.2|DPSE	CG6758|NP_611647.1|DMEL
OG0007543	LOC6899870|XP_033237262.1|DPSE	anne|NP_001096849.1|DMEL
OG0007544	LOC4812609|XP_001352623.3|DPSE	Pop2|NP_001287041.1|DMEL
OG0007545	LOC4816203|XP_001355751.2|DPSE	CG10466|NP_610003.1|DMEL
OG0007546	LOC6897507|XP_002137656.1|DPSE	PIG-P|NP_651459.2|DMEL
OG0007547	LOC4804152|XP_001360758.1|DPSE	EMRE|NP_611294.1|DMEL
OG0007548	LOC4814150|XP_033238089.1|DPSE	pns|NP_647620.1|DMEL
OG0007549	LOC117184538|XP_033238588.1|DPSE	CRIF|NP_649333.1|DMEL
OG0007550	LOC4812156|XP_001352902.1|DPSE	Liprin-beta|NP_648661.1|DMEL
OG0007551	LOC4804034|XP_033234626.1|DPSE	CG12769|NP_001286181.1|DMEL
OG0007552	LOC4817115|XP_001356747.4|DPSE	CG4291|NP_608551.1|DMEL
OG0007553	LOC4817138|XP_001356826.1|DPSE	CG17260|NP_608744.1|DMEL
OG0007554	LOC4812546|XP_001352604.1|DPSE	SH3PX1|NP_648348.1|DMEL
OG0007555	LOC4804092|XP_033234653.1|DPSE	CG9646|NP_611183.1|DMEL
OG0007556	LOC4805624|XP_033233719.1|DPSE	nord|NP_611900.1|DMEL
OG0007557	LOC4805622|XP_033233717.1|DPSE	CG3376|NP_001246491.1|DMEL
OG0007558	LOC6898303|XP_033234414.1|DPSE	kn|NP_001097317.1|DMEL
OG0007559	LOC4816170|XP_001355815.1|DPSE	PrBP|NP_609246.1|DMEL
OG0007560	LOC4811878|XP_015044064.2|DPSE	atk|NP_649228.1|DMEL
OG0007561	LOC4812424|XP_033239055.1|DPSE	CG14082|NP_001262035.1|DMEL
OG0007562	LOC4813838|XP_001353278.3|DPSE	byn|NP_524031.2|DMEL
OG0007563	LOC4813108|XP_001353957.1|DPSE	CG7430|NP_649017.1|DMEL
OG0007564	LOC4813563|XP_001353587.2|DPSE	CG11279|NP_648628.1|DMEL
OG0007565	LOC26532232|XP_033233421.1|DPSE	Cad96Ca|NP_651349.1|DMEL
OG0007566	LOC4803957|XP_001360595.2|DPSE	Cpsf160|NP_995833.1|DMEL
OG0007567	LOC4801156|XP_001358291.1|DPSE	Pdhb|NP_651668.1|DMEL
OG0007568	LOC4804651|XP_001361179.2|DPSE	Orc3|NP_476904.1|DMEL
OG0007569	LOC4804140|XP_001360746.2|DPSE	Rep|NP_477420.1|DMEL
OG0007570	LOC4804652|XP_001361180.2|DPSE	ValRS|NP_001260946.1|DMEL
OG0007571	LOC4804650|XP_001361178.4|DPSE	FLASH|NP_610845.1|DMEL
OG0007572	LOC4818006|XP_001357476.3|DPSE	CG6907|NP_608932.1|DMEL
OG0007573	LOC4803874|XP_001360523.2|DPSE	CysRS|NP_611087.1|DMEL
OG0007574	LOC4805436|XP_001361837.1|DPSE	Adck1|NP_611947.2|DMEL
OG0007575	LOC4805562|XP_001361947.3|DPSE	bdg|NP_611064.2|DMEL
OG0007576	LOC4814754|XP_033239087.1|DPSE	Imp|NP_001245616.1|DMEL
OG0007577	LOC4815088|XP_001354834.2|DPSE	Taf8|NP_523397.1|DMEL
OG0007578	LOC4817485|XP_001356906.4|DPSE	chif|NP_523583.2|DMEL
OG0007579	LOC4805053|XP_001361517.2|DPSE	Gle1|NP_610400.1|DMEL
OG0007580	LOC4813161|XP_001353135.2|DPSE	CG13449|NP_648787.2|DMEL
OG0007581	LOC4816827|XP_001356542.2|DPSE	CG17904|NP_609805.1|DMEL
OG0007582	LOC4802367|XP_001359296.1|DPSE	CG11857|NP_001303417.1|DMEL
OG0007583	LOC4805234|XP_001361670.3|DPSE	Ppcdc|NP_726105.1|DMEL
OG0007584	LOC4815715|XP_001355626.4|DPSE	HERC2|NP_608388.2|DMEL
OG0007585	LOC4813265|XP_001353291.4|DPSE	Grip163|NP_648537.2|DMEL
OG0007586	LOC4816318|XP_001356249.3|DPSE	CG16890|NP_609671.1|DMEL
OG0007587	LOC4805539|XP_033233415.1|DPSE	CG30389|NP_001261116.1|DMEL
OG0007588	LOC117184108|XP_033236202.1|DPSE	CG12547|NP_001036460.1|DMEL
OG0007589	LOC4814770|XP_001354759.2|DPSE	CG1575|NP_572440.1|DMEL
OG0007590	LOC6900368|XP_015042616.2|DPSE	Trl|NP_001261846.1|DMEL
OG0007591	LOC4805120|XP_001361577.2|DPSE	CG30338|NP_724811.1|DMEL
OG0007592	LOC4804218|XP_001360812.3|DPSE	CG17807|NP_611690.2|DMEL
OG0007593	LOC4814374|XP_001354449.2|DPSE	MAPk-Ak2|NP_524769.1|DMEL
OG0007594	LOC4805112|XP_003736964.1|DPSE	CG12929|NP_610502.1|DMEL
OG0007595	LOC6898699|XP_002138704.1|DPSE	CG16926|NP_652364.3|DMEL
OG0007596	LOC4813933|XP_001354095.2|DPSE	Pex2|NP_648210.1|DMEL
OG0007597	LOC4813821|XP_001353995.2|DPSE	CG32202|NP_730354.2|DMEL
OG0007598	LOC4805564|XP_001361949.2|DPSE	bug|NP_611065.1|DMEL
OG0007599	LOC4813840|XP_001353599.1|DPSE	CG10171|NP_729888.1|DMEL
OG0007600	LOC4811984|XP_033241393.1|DPSE	Bet1|NP_649096.1|DMEL
OG0007601	LOC6900346|XP_002134743.1|DPSE	CG12355|NP_001097610.1|DMEL
OG0007602	LOC4813059|XP_001353518.1|DPSE	Rpb8|NP_649352.1|DMEL
OG0007603	LOC4813690|XP_001353519.1|DPSE	CG11247|NP_001097659.1|DMEL
OG0007604	LOC4812534|XP_015043590.2|DPSE	CG13875|NP_612005.1|DMEL
OG0007605	LOC6903600|XP_033240199.1|DPSE	Ten-m|NP_001262211.1|DMEL
OG0007606	LOC4811995|XP_001352785.3|DPSE	Pi3K68D|NP_524028.2|DMEL
OG0007607	LOC4801080|XP_015038658.2|DPSE	CG5455|NP_651481.1|DMEL
OG0007608	LOC4812615|XP_001353008.3|DPSE	CG4042|NP_649250.2|DMEL
OG0007609	LOC4814603|XP_001354815.1|DPSE	nmdyn-D6|NP_572965.1|DMEL
OG0007610	LOC4804366|XP_001360940.2|DPSE	dila|NP_001137629.2|DMEL
OG0007611	LOC6899891|XP_015044270.1|DPSE	PMCA|NP_001033803.3|DMEL
OG0007612	LOC4805132|XP_033233581.1|DPSE	trpl|NP_476895.1|DMEL
OG0007613	LOC6898999|XP_002138959.2|DPSE	Xbp1|NP_726032.4|DMEL
OG0007614	LOC4811962|XP_001352737.1|DPSE	Usp5|NP_001334708.1|DMEL
OG0007615	LOC4814146|XP_001354300.2|DPSE	aay|NP_524001.2|DMEL
OG0007616	LOC4801157|XP_001358292.2|DPSE	Atg14|NP_651669.1|DMEL
OG0007617	LOC6900497|XP_033237811.1|DPSE	sff|NP_648814.3|DMEL
OG0007618	LOC6900548|XP_002134932.3|DPSE	nan|NP_001261833.1|DMEL
OG0007619	LOC4812370|XP_001352744.3|DPSE	Abp1|NP_648657.1|DMEL
OG0007620	LOC4811937|XP_033240824.1|DPSE	upSET|NP_648681.1|DMEL
OG0007621	LOC4804592|XP_001361127.4|DPSE	CG8027|NP_610469.3|DMEL
OG0007622	LOC6900797|XP_033239100.1|DPSE	Eip75B|NP_730321.1|DMEL
OG0007623	LOC4813463|XP_033241065.1|DPSE	CG17233|NP_730500.1|DMEL
OG0007624	LOC4812043|XP_001353014.1|DPSE	Six4|NP_649256.1|DMEL
OG0007625	LOC4813758|XP_033239104.1|DPSE	CG42671|NP_001287029.1|DMEL
OG0007626	LOC4812057|XP_001352447.3|DPSE	CG2211|NP_612102.2|DMEL
OG0007627	LOC4812513|XP_001352446.3|DPSE	l_3_02640|NP_612103.1|DMEL
OG0007628	LOC4811788|XP_001352355.1|DPSE	fd102C|NP_651951.1|DMEL
OG0007629	LOC6900886|XP_033237476.1|DPSE	CG13667|NP_648220.1|DMEL
OG0007630	LOC4803248|XP_001360021.3|DPSE	CG14280|NP_650797.1|DMEL
OG0007631	LOC4800673|XP_001357905.2|DPSE	CG12877|NP_001034073.1|DMEL
OG0007632	LOC26533848|XP_015043587.1|DPSE	Mkp|NP_001036572.1|DMEL
OG0007633	LOC4816993|XP_033235742.1|DPSE	msl-1|NP_476896.1|DMEL
OG0007634	LOC6896710|XP_002136924.1|DPSE	CG42558|NP_001036774.2|DMEL
OG0007635	LOC4816505|XP_001356244.3|DPSE	Adat1|NP_609676.1|DMEL
OG0007636	LOC6903223|XP_002132924.3|DPSE, LOC4812568|XP_001352907.4|DPSE	arx|NP_649071.1|DMEL
OG0007637	LOC6899753|XP_002135785.3|DPSE	Haspin|NP_001015349.2|DMEL
OG0007638	LOC6902079|XP_015041145.2|DPSE	Mur2B|NP_569927.1|DMEL
OG0007639	LOC6902133|XP_002133664.1|DPSE	Tim9b|NP_001027074.1|DMEL
OG0007640	LOC4804198|XP_001360797.3|DPSE, LOC6899141|XP_033233954.1|DPSE	CG18011|NP_610559.1|DMEL
OG0007641	LOC4803023|XP_001359825.2|DPSE	hng2|NP_649837.1|DMEL
OG0007642	LOC4805482|XP_001361877.3|DPSE	Mdr50|NP_523740.3|DMEL
OG0007643	LOC4802325|XP_033237952.1|DPSE	glob1|NP_524369.1|DMEL
OG0007644	LOC4801976|XP_001358989.5|DPSE	CG1910|NP_651888.1|DMEL
OG0007645	LOC4803312|XP_001360076.2|DPSE	CG31446|NP_001262610.1|DMEL
OG0007646	LOC4816820|XP_001356507.2|DPSE	CG14931|NP_001260389.1|DMEL
OG0007647	LOC4816176|XP_001355744.4|DPSE	CG10631|NP_609998.1|DMEL
OG0007648	LOC6898455|XP_002138498.2|DPSE	CG8712|NP_724644.1|DMEL
OG0007649	LOC6902901|XP_002132635.2|DPSE	CG3222|NP_648333.1|DMEL
OG0007650	LOC4804943|XP_001361424.3|DPSE	Ir56c|NP_611431.1|DMEL
OG0007651	LOC4814406|XP_001354440.2|DPSE	CG4404|NP_572838.2|DMEL
OG0007652	LOC4805076|XP_003736963.2|DPSE	CG30350|NP_724715.1|DMEL
OG0007653	LOC6900295|XP_033240566.1|DPSE, LOC6903119|XP_002132829.2|DPSE	Spc105R|NP_001262123.1|DMEL
OG0007654	LOC4812131|XP_001352721.1|DPSE	CG32488|NP_728790.1|DMEL
OG0007655	LOC6901010|XP_002134637.2|DPSE	tbrd-2|NP_611401.2|DMEL
OG0007656	LOC4803300|XP_001360065.3|DPSE	CG31207|NP_732581.1|DMEL
OG0007657	LOC6899180|XP_002136344.2|DPSE	Gr85a|NP_731426.1|DMEL
OG0007658	LOC26533992|XP_015039651.1|DPSE	CG30058|NP_725261.1|DMEL, CG34312|NP_001097299.1|DMEL
OG0007659	LOC26532349|XP_015039842.2|DPSE, LOC6898459|XP_002138502.1|DPSE	CG34033|NP_001033937.1|DMEL
OG0007660	LOC4803136|XP_001359928.3|DPSE	Ugt303A1|NP_652621.1|DMEL
OG0007661	LOC26532865|XP_033234376.1|DPSE	CG42690|NP_001188981.1|DMEL, CG42691|NP_001188982.1|DMEL, CG43195|NP_001246438.1|DMEL
OG0007662	LOC6898240|XP_002138306.2|DPSE, LOC6898229|XP_002138295.2|DPSE, LOC6898230|XP_033233993.1|DPSE	CG33458|NP_995854.2|DMEL, CG33459|NP_995855.2|DMEL
OG0007663	LOC4804642|XP_001361172.2|DPSE	Obp57e|NP_611488.1|DMEL, Obp57d|NP_725973.1|DMEL
OG0007664	LOC4801634|XP_015037333.2|DPSE	Kif19A|NP_996208.1|DMEL
OG0007665	LOC4815560|XP_001355654.4|DPSE	Myc|NP_525062.2|DMEL
OG0007666	LOC4815899|XP_033240804.1|DPSE	CG10804|NP_001138150.1|DMEL
OG0007667	LOC4815905|XP_033240908.1|DPSE	wap|NP_608461.1|DMEL
OG0007668	LOC4818159|XP_001357432.2|DPSE	CG13392|NP_609220.1|DMEL
OG0007669	LOC6902277|XP_002133804.2|DPSE	stnA|NP_001036316.1|DMEL
OG0007670	LOC6902278|XP_002133805.2|DPSE	stnB|NP_001036319.2|DMEL
OG0007671	LOC4814872|XP_001354976.1|DPSE	CAH3|NP_572497.1|DMEL
OG0007672	LOC4815662|XP_001355438.3|DPSE	O-fut2|NP_569916.1|DMEL
OG0007673	LOC4801143|XP_001358282.4|DPSE	CG6066|NP_651538.1|DMEL
OG0007674	LOC4814200|XP_033237726.1|DPSE	NFAT|NP_001096974.1|DMEL
OG0007675	LOC6901216|XP_033239868.1|DPSE	Pdcd4|NP_001096977.1|DMEL
OG0007676	LOC6901019|XP_002134503.3|DPSE	Tsf1|NP_523401.2|DMEL
OG0007677	LOC4816095|XP_001355219.2|DPSE	CG4558|NP_001162683.1|DMEL
OG0007678	LOC6901727|XP_033239684.1|DPSE	CG32579|NP_001259606.1|DMEL
OG0007679	LOC4814544|XP_001355062.2|DPSE	Dsp1|NP_001138203.1|DMEL
OG0007680	LOC4816422|XP_001356157.1|DPSE	CG31694|NP_722858.1|DMEL
OG0007681	LOC6897343|XP_002137496.2|DPSE	MED25|NP_650854.1|DMEL
OG0007682	LOC26532857|XP_033240854.1|DPSE, LOC117184917|XP_033239991.1|DPSE	CG8916|NP_573090.3|DMEL
OG0007683	LOC4815519|XP_001355491.2|DPSE	CG14207|NP_728275.1|DMEL
OG0007684	LOC4815115|XP_001354602.1|DPSE	Rtc1|NP_572919.1|DMEL
OG0007685	LOC4811763|XP_033240909.1|DPSE	sd|NP_001368984.1|DMEL
OG0007686	LOC4815289|XP_001355070.3|DPSE	CG4301|NP_573125.1|DMEL
OG0007687	LOC4815432|XP_001355718.3|DPSE	peb|NP_476674.3|DMEL
OG0007688	LOC4801759|XP_001358800.4|DPSE	CG5986|NP_651207.1|DMEL
OG0007689	LOC4814554|XP_001355048.3|DPSE	Npc1b|NP_608417.2|DMEL
OG0007690	LOC6901532|XP_033237779.1|DPSE	AMPdeam|NP_001285233.1|DMEL
OG0007691	LOC4801100|XP_001358249.2|DPSE	CG4884|NP_651604.1|DMEL
OG0007692	LOC6901005|XP_002134632.3|DPSE	CG15760|NP_001259527.1|DMEL
OG0007693	LOC4814977|XP_001354998.3|DPSE	CG7556|NP_573354.1|DMEL
OG0007694	LOC4813761|XP_001353158.2|DPSE	CG7275|NP_648767.1|DMEL
OG0007695	LOC6901459|XP_033239284.1|DPSE	CG5921|NP_727061.2|DMEL
OG0007696	LOC4813565|XP_001353485.3|DPSE	CG14074|NP_001246826.1|DMEL
OG0007697	LOC4811870|XP_001352637.2|DPSE	nAChRbeta1|NP_523927.2|DMEL
OG0007698	LOC4815615|XP_001355679.3|DPSE	CG43313|NP_572853.2|DMEL
OG0007699	LOC6901824|XP_002134492.1|DPSE	CARPA|NP_572407.3|DMEL
OG0007700	LOC4816065|XP_001355229.4|DPSE	Mct1|NP_477334.2|DMEL
OG0007701	LOC6901938|XP_033238201.1|DPSE	CG15765|NP_572269.1|DMEL
OG0007702	LOC4815504|XP_001355581.3|DPSE	fz3|NP_001096859.1|DMEL
OG0007703	LOC4815266|XP_001354686.1|DPSE	CG11436|NP_572169.1|DMEL
OG0007704	LOC4800335|XP_001357577.3|DPSE	Sox100B|NP_651839.1|DMEL
OG0007705	LOC4814359|XP_001354382.2|DPSE	CG6891|NP_573323.1|DMEL
OG0007706	LOC6903613|XP_033238780.1|DPSE	wgn|NP_728186.1|DMEL
OG0007707	LOC6901423|XP_033241357.1|DPSE	rut|NP_511156.2|DMEL
OG0007708	LOC4815863|XP_015040928.2|DPSE	Ac13E|NP_001259575.1|DMEL
OG0007709	LOC4815942|XP_001355526.2|DPSE	CG1673|NP_572884.1|DMEL
OG0007710	LOC6901690|XP_033241441.1|DPSE	fw|NP_511136.2|DMEL
OG0007711	LOC4814194|XP_001354337.1|DPSE	Nprl2|NP_573174.1|DMEL
OG0007712	LOC6901922|XP_002133456.2|DPSE	CG9095|NP_001096984.1|DMEL
OG0007713	LOC4815673|XP_033238917.1|DPSE	rg|NP_001284879.1|DMEL
OG0007714	LOC6901082|XP_033240392.1|DPSE	CG32512|NP_608428.1|DMEL
OG0007715	LOC4814744|XP_001354897.2|DPSE, LOC6899484|XP_002136048.2|DPSE	Clic|NP_572928.1|DMEL
OG0007716	LOC6902158|XP_033237836.1|DPSE	stx|NP_572648.1|DMEL
OG0007717	LOC4800341|XP_003736200.3|DPSE	stops|NP_733416.2|DMEL
OG0007718	LOC4816082|XP_001355296.1|DPSE	mst|NP_523435.1|DMEL
OG0007719	LOC4815622|XP_033238960.1|DPSE	OtopLa|NP_001162676.1|DMEL
OG0007720	LOC4815915|XP_033238958.1|DPSE	OtopLc|NP_001303575.1|DMEL
OG0007721	LOC4814318|XP_001354414.3|DPSE	CG32694|NP_727383.1|DMEL
OG0007722	LOC4814227|XP_033239635.1|DPSE	CG15252|NP_572595.2|DMEL
OG0007723	LOC4814327|XP_001354406.4|DPSE	CG15249|NP_001096928.1|DMEL
OG0007724	LOC4817319|XP_001356424.3|DPSE	rempA|NP_995608.1|DMEL
OG0007725	LOC4815191|XP_001354725.3|DPSE	CG11178|NP_572901.1|DMEL
OG0007726	LOC4815768|XP_001355329.3|DPSE	Karl|NP_727559.1|DMEL
OG0007727	LOC4815817|XP_001355528.1|DPSE	Yippee|NP_572882.1|DMEL
OG0007728	LOC4815362|XP_033240371.1|DPSE	Shmt|NP_572278.1|DMEL
OG0007729	LOC4815689|XP_001355336.2|DPSE	prtp|NP_572742.1|DMEL
OG0007730	LOC4815361|XP_033237649.1|DPSE	CG3726|NP_001284917.1|DMEL
OG0007731	LOC4813009|XP_015043087.1|DPSE	CG5021|NP_001163390.1|DMEL
OG0007732	LOC4814846|XP_001355036.3|DPSE	CG1812|NP_608397.1|DMEL
OG0007733	LOC4814448|XP_001354972.2|DPSE	sing|NP_573146.1|DMEL
OG0007734	LOC4815039|XP_001354699.2|DPSE	CG15865|NP_573143.1|DMEL
OG0007735	LOC4814944|XP_001354525.1|DPSE	Ykt6|NP_572423.1|DMEL
OG0007736	LOC4815465|XP_001355427.2|DPSE	dor|NP_477286.2|DMEL
OG0007737	LOC4800882|XP_001358077.4|DPSE	Pi3K92E|NP_650902.1|DMEL
OG0007738	LOC4800586|XP_015038724.2|DPSE	CenB1A|NP_524458.1|DMEL
OG0007739	LOC4814585|XP_001355023.4|DPSE	Parg|NP_001245511.1|DMEL
OG0007740	LOC4816014|XP_015041088.1|DPSE	dx|NP_511064.2|DMEL
OG0007741	LOC6901385|XP_015041652.2|DPSE	rudhira|NP_001368979.1|DMEL
OG0007742	LOC6901684|XP_033239280.1|DPSE	kat80|NP_727940.1|DMEL
OG0007743	LOC4800490|XP_001357757.4|DPSE	Dop1R2|NP_001263072.1|DMEL
OG0007744	LOC26532603|XP_033238533.1|DPSE	CG31759|NP_723735.2|DMEL
OG0007745	LOC4801438|XP_033234814.1|DPSE	CG14304|NP_650731.3|DMEL
OG0007746	LOC4801708|XP_001358755.1|DPSE	CG33722|NP_001287229.1|DMEL
OG0007747	LOC4814581|XP_033238293.1|DPSE	f|NP_001036284.1|DMEL
OG0007748	LOC4815062|XP_033239643.1|DPSE	RunxB|NP_001259745.1|DMEL
OG0007749	LOC4816087|XP_001355225.2|DPSE	Nmd3|NP_477332.1|DMEL
OG0007750	LOC4800321|XP_001357589.2|DPSE	CG15547|NP_651833.1|DMEL
OG0007751	LOC6902805|XP_002132542.2|DPSE	Nle|NP_477294.2|DMEL
OG0007752	LOC4815633|XP_001355292.3|DPSE	CG14615|NP_608459.1|DMEL
OG0007753	LOC4815544|XP_033239481.1|DPSE	Aladin|NP_572557.1|DMEL
OG0007754	LOC4814656|XP_001354623.2|DPSE	Uba5|NP_572722.2|DMEL
OG0007755	LOC4814719|XP_001354627.4|DPSE	CG43155|NP_572720.2|DMEL
OG0007756	LOC6901443|XP_002134129.2|DPSE	CG6847|NP_573259.2|DMEL
OG0007757	LOC4814990|XP_001354542.2|DPSE	Tre1|NP_001284901.1|DMEL
OG0007758	LOC4817822|XP_001357284.2|DPSE	mmy|NP_609032.1|DMEL
OG0007759	LOC4800391|XP_003736234.1|DPSE	CG2218|NP_651790.1|DMEL
OG0007760	LOC4815594|XP_015041367.1|DPSE	CG15643|NP_788909.1|DMEL
OG0007761	LOC4814690|XP_033238182.1|DPSE	CG1486|NP_608450.1|DMEL
OG0007762	LOC4814689|XP_015041523.2|DPSE	tty|NP_728415.4|DMEL
OG0007763	LOC4817305|XP_033236076.1|DPSE	Ptth|NP_001285550.1|DMEL
OG0007764	LOC6901966|XP_033240849.1|DPSE	sws|NP_727224.2|DMEL
OG0007765	LOC4815723|XP_001355342.2|DPSE	sn|NP_727226.1|DMEL
OG0007766	LOC4801269|XP_015037120.2|DPSE	CG9813|NP_001262533.1|DMEL
OG0007767	LOC4811783|XP_001352350.2|DPSE	Actbeta|NP_651942.2|DMEL
OG0007768	LOC4815595|XP_001355703.1|DPSE	CG7872|NP_573044.1|DMEL
OG0007769	LOC6903689|XP_033238701.1|DPSE	mRpL3|NP_511166.2|DMEL
OG0007770	LOC4811751|XP_033239046.1|DPSE, LOC117185093|XP_033240810.1|DPSE	CG12375|NP_609183.1|DMEL
OG0007771	LOC4817877|XP_001357358.3|DPSE	THG|NP_609737.1|DMEL
OG0007772	LOC4815278|XP_001354513.4|DPSE	CG14805|NP_569954.1|DMEL
OG0007773	LOC6903333|XP_002132214.2|DPSE	Gal|NP_608978.2|DMEL
OG0007774	LOC4813198|XP_001353254.3|DPSE	CG14838|NP_648138.1|DMEL
OG0007775	LOC4814475|XP_001354825.3|DPSE	mRNA-cap|NP_572952.1|DMEL
OG0007776	LOC4814384|XP_001354351.2|DPSE	CG6123|NP_573286.1|DMEL
OG0007777	LOC4815319|XP_001354599.3|DPSE	CG11134|NP_572916.1|DMEL
OG0007778	LOC4815767|XP_001355628.2|DPSE	l_1_G0004|NP_608387.1|DMEL
OG0007779	LOC4812399|XP_001352565.3|DPSE	Golgin104|NP_648879.1|DMEL
OG0007780	LOC6901266|XP_002133967.1|DPSE	CG32795|NP_570029.1|DMEL
OG0007781	LOC6901909|XP_015040980.2|DPSE	sol|NP_476738.3|DMEL
OG0007782	LOC4815107|XP_001355214.2|DPSE	CG6379|NP_572148.2|DMEL
OG0007783	LOC4814900|XP_001355099.4|DPSE	Spt6|NP_651962.2|DMEL
OG0007784	LOC4802745|XP_001359608.2|DPSE	Cont|NP_649461.2|DMEL
OG0007785	LOC4814613|XP_001355188.4|DPSE	Socs16D|NP_001259662.1|DMEL
OG0007786	LOC4817197|XP_001356417.4|DPSE	Gsc|NP_001137762.2|DMEL
OG0007787	LOC4800283|XP_001357622.4|DPSE	TkR99D|NP_001263092.1|DMEL
OG0007788	LOC4801671|XP_001358723.2|DPSE	pinta|NP_651042.1|DMEL
OG0007789	LOC4801539|XP_033238698.1|DPSE	CG31191|NP_001097850.3|DMEL
OG0007790	LOC4801254|XP_033233049.1|DPSE	CG11873|NP_001263051.1|DMEL
OG0007791	LOC4801252|XP_001358375.4|DPSE	CG31068|NP_733205.3|DMEL
OG0007792	LOC4814624|XP_001354936.2|DPSE	CG17065|NP_001162805.1|DMEL
OG0007793	LOC13036434|XP_003736928.2|DPSE	CG14683|NP_788632.1|DMEL
OG0007794	LOC4815667|XP_015041174.2|DPSE	Naa15-16|NP_573384.1|DMEL
OG0007795	LOC4816015|XP_001355271.1|DPSE	CG3040|NP_572372.1|DMEL
OG0007796	LOC4802116|XP_001359097.2|DPSE	CG13663|NP_651351.1|DMEL
OG0007797	LOC4800404|XP_015038763.1|DPSE	CG9743|NP_651781.1|DMEL
OG0007798	LOC6896740|XP_002136947.2|DPSE	CG15531|NP_651780.1|DMEL
OG0007799	LOC4801660|XP_001358712.2|DPSE	Pfdn5|NP_651053.1|DMEL
OG0007800	LOC4801478|XP_001358563.2|DPSE	rdhB|NP_651024.1|DMEL
OG0007801	LOC4802120|XP_003736671.2|DPSE	CG11836|NP_001356925.1|DMEL
OG0007802	LOC6896825|XP_002137028.1|DPSE	BBIP1|NP_001163568.1|DMEL
OG0007803	LOC4801339|XP_001358450.5|DPSE	ChAT|NP_477004.5|DMEL
OG0007804	LOC4815151|XP_033240451.1|DPSE	Evi5|NP_727526.2|DMEL
OG0007805	LOC4815078|XP_001354872.1|DPSE	dod|NP_523428.1|DMEL
OG0007806	LOC4815077|XP_001354871.3|DPSE	peng|NP_523429.1|DMEL
OG0007808	LOC4811821|XP_033232511.1|DPSE	Nepl16|NP_001097912.1|DMEL
OG0007809	LOC4814580|XP_001354944.2|DPSE	CG9577|NP_608375.1|DMEL
OG0007810	LOC4817991|XP_001357329.2|DPSE	CG7099|NP_609648.1|DMEL
OG0007811	LOC4801032|XP_015038688.2|DPSE	Bruce|NP_001262460.1|DMEL
OG0007812	LOC4815075|XP_001354983.1|DPSE	CG1789|NP_572504.1|DMEL
OG0007813	LOC4801288|XP_001358408.3|DPSE	CG31121|NP_733058.1|DMEL
OG0007814	LOC4814612|XP_001355187.1|DPSE	CG6398|NP_573244.1|DMEL
OG0007815	LOC4815146|XP_001354931.1|DPSE	Bx42|NP_511093.2|DMEL
OG0007816	LOC4813966|XP_001354125.1|DPSE	CG5282|NP_649221.1|DMEL
OG0007817	LOC4801481|XP_001358566.3|DPSE	Hpr1|NP_649594.1|DMEL
OG0007818	LOC6897336|XP_002137489.2|DPSE	Kal1|NP_651220.3|DMEL
