Orthogroup	DPSE.longest_only	DEUG.longest_only
OG0008964	LOC4815887|XP_001355442.2|DPSE	LOC108118514|XP_017086747.1|DEUG
OG0008965	LOC4817086|XP_001356316.4|DPSE	LOC108110958|XP_017075744.1|DEUG
OG0008966	LOC4816720|XP_001356180.2|DPSE	LOC108105135|XP_017067057.1|DEUG
OG0008967	LOC6900596|XP_002134969.2|DPSE	LOC108107593|XP_017070645.1|DEUG
OG0008968	LOC4817634|XP_001357029.2|DPSE	LOC108110878|XP_017075623.1|DEUG
OG0008969	LOC4817628|XP_001357024.4|DPSE	LOC108111227|XP_017076122.1|DEUG
OG0008970	LOC4817630|XP_001357026.1|DPSE, LOC6903193|XP_002132892.1|DPSE	LOC108110813|XP_017075537.1|DEUG
OG0008971	LOC6902494|XP_002133039.2|DPSE, LOC4814110|XP_001354200.2|DPSE	LOC108109780|XP_017073946.1|DEUG
OG0008972	LOC4812166|XP_001352838.2|DPSE	LOC108113946|XP_017080147.1|DEUG
OG0008973	LOC4813601|XP_001353162.2|DPSE	LOC108118273|XP_017086359.1|DEUG, LOC108118272|XP_017086358.1|DEUG, LOC108118187|XP_017086235.1|DEUG, LOC108118271|XP_017086357.1|DEUG
OG0008974	LOC4800280|XP_001357615.3|DPSE	LOC108111441|XP_017076399.1|DEUG, LOC108111442|XP_017076400.1|DEUG, LOC108111305|XP_017076187.1|DEUG
OG0008975	LOC6898478|XP_002138520.1|DPSE	LOC108104517|XP_017066135.1|DEUG
OG0008977	LOC6902336|XP_033235688.1|DPSE, LOC6902638|XP_002133158.2|DPSE	LOC108110417|XP_017074974.1|DEUG
OG0008978	LOC4804842|XP_001361338.3|DPSE	LOC108110343|XP_017074862.1|DEUG
OG0008979	LOC6903428|XP_002132307.3|DPSE, LOC6903436|XP_002132315.3|DPSE	LOC108105806|XP_017068036.1|DEUG
OG0008983	LOC4804291|XP_001360871.4|DPSE	LOC108107311|XP_017070271.1|DEUG
OG0008985	LOC4812151|XP_001352570.2|DPSE	LOC108114428|XP_017080905.1|DEUG
OG0008986	LOC4802298|XP_001359242.6|DPSE	LOC108109622|XP_017073688.1|DEUG
OG0008988	LOC4801648|XP_001358701.3|DPSE	LOC108116941|XP_017084578.1|DEUG
OG0008989	LOC6901255|XP_002133956.2|DPSE	LOC108103371|XP_017064307.1|DEUG
OG0008990	LOC4812309|XP_001352618.2|DPSE	LOC108114167|XP_017080448.1|DEUG
OG0008992	LOC4802104|XP_033232840.1|DPSE	LOC108116463|XP_017083882.1|DEUG
OG0008993	LOC4813278|XP_033238008.1|DPSE	LOC108114448|XP_017080937.1|DEUG
OG0008994	LOC4817291|XP_001356607.1|DPSE	LOC108106105|XP_017068469.1|DEUG
OG0008996	LOC4815802|XP_001355684.3|DPSE	LOC108110094|XP_017074477.1|DEUG
OG0008997	LOC4815294|XP_001354796.2|DPSE	LOC108105436|XP_017067509.1|DEUG
OG0008999	LOC4814702|XP_001355122.3|DPSE	LOC108103582|XP_017064594.1|DEUG
OG0009001	LOC4816661|XP_015036860.1|DPSE	LOC108107023|XP_017069859.1|DEUG
OG0009002	LOC13036292|XP_033232726.1|DPSE	LOC108117217|XP_017085032.1|DEUG
OG0009003	LOC6902048|XP_002133582.2|DPSE	LOC108113960|XP_017080163.1|DEUG
OG0009004	LOC4804735|XP_001361248.3|DPSE	LOC108106228|XP_017068643.1|DEUG
OG0009005	LOC4816489|XP_001355919.1|DPSE	LOC108110770|XP_017075473.1|DEUG
OG0009006	LOC4800252|XP_001357540.2|DPSE	LOC108117038|XP_017084697.1|DEUG
OG0009007	LOC4813988|XP_001354172.1|DPSE	LOC108108308|XP_017071816.1|DEUG
OG0009008	LOC4802902|XP_001359729.2|DPSE	LOC108117103|XP_017084808.1|DEUG
OG0009009	LOC4813065|XP_001353648.3|DPSE	LOC108102825|XP_017063503.1|DEUG
OG0009010	LOC4813936|XP_001354098.1|DPSE	LOC108109807|XP_017074017.1|DEUG
OG0009011	LOC4812650|XP_001353038.3|DPSE	LOC108107827|XP_017071066.1|DEUG
OG0009012	LOC4805282|XP_001361707.2|DPSE	LOC108109058|XP_017072869.1|DEUG
OG0009013	LOC6901848|XP_002133386.2|DPSE	LOC108109748|XP_017073902.1|DEUG
OG0009014	LOC4812157|XP_001352583.3|DPSE	LOC108114132|XP_017080397.1|DEUG
OG0009015	LOC117183170|XP_015042644.2|DPSE	LOC108102710|XP_017063340.1|DEUG
OG0009016	LOC4811857|XP_001352513.2|DPSE	LOC108109889|XP_017074180.1|DEUG
OG0009017	LOC6902662|XP_033236864.1|DPSE	LOC108111132|XP_017075986.1|DEUG
OG0009018	LOC6899894|XP_033237063.1|DPSE	LOC108102336|XP_017062644.1|DEUG
OG0009019	LOC4811780|XP_033237294.1|DPSE	LOC108102351|XP_017062704.1|DEUG
OG0009020	LOC6897048|XP_003736396.2|DPSE	LOC108105623|XP_017067796.1|DEUG
OG0009021	LOC4802312|XP_001359253.4|DPSE	LOC108114988|XP_017081709.1|DEUG
OG0009022	LOC4801422|XP_001358518.2|DPSE	LOC108116969|XP_017084616.1|DEUG
OG0009023	LOC4801248|XP_001358371.2|DPSE	LOC108115775|XP_017082836.1|DEUG
OG0009024	LOC4800436|XP_015038515.2|DPSE	LOC108117519|XP_017085503.1|DEUG
OG0009025	LOC6896924|XP_002137109.3|DPSE	LOC108111753|XP_017076797.1|DEUG
OG0009026	LOC6897320|XP_033240222.1|DPSE	LOC108116677|XP_017084166.1|DEUG
OG0009027	LOC4803754|XP_003736954.3|DPSE	LOC108111972|XP_017077170.1|DEUG
OG0009028	LOC4812235|XP_001352609.1|DPSE	LOC108117365|XP_017085237.1|DEUG
OG0009029	LOC4817897|XP_001357202.1|DPSE	LOC108113436|XP_017079492.1|DEUG
OG0009030	LOC4817601|XP_001357003.3|DPSE	LOC108102666|XP_017063295.1|DEUG
OG0009031	LOC4802938|XP_001359753.1|DPSE	LOC108116207|XP_017083480.1|DEUG
OG0009032	LOC4802937|XP_001359752.2|DPSE	LOC108116208|XP_017083481.1|DEUG
OG0009033	LOC4816439|XP_001355913.3|DPSE	LOC108108449|XP_017071995.1|DEUG
OG0009034	LOC4816471|XP_001356012.3|DPSE	LOC108105197|XP_017067138.1|DEUG
OG0009035	LOC4817311|XP_001356349.3|DPSE	LOC108111221|XP_017076111.1|DEUG
OG0009036	LOC4805134|XP_001361588.5|DPSE	LOC108104856|XP_017066664.1|DEUG
OG0009037	LOC4817330|XP_001356767.4|DPSE	LOC108110818|XP_017075539.1|DEUG
OG0009038	LOC6897045|XP_002137230.2|DPSE	LOC108116081|XP_017083288.1|DEUG
OG0009039	LOC4802334|XP_001359272.3|DPSE	LOC108116319|XP_017083614.1|DEUG
OG0009040	LOC26534446|XP_033233693.1|DPSE	LOC108106533|XP_017069159.1|DEUG
OG0009041	LOC4801004|XP_001358178.3|DPSE	LOC108117110|XP_017084821.1|DEUG
OG0009042	LOC4817043|XP_001356726.1|DPSE	LOC108102697|XP_017063330.1|DEUG
OG0009043	LOC4816134|XP_001355819.3|DPSE	LOC108114835|XP_017081465.1|DEUG
OG0009044	LOC4816528|XP_001355961.1|DPSE	LOC108102570|XP_017063139.1|DEUG
OG0009045	LOC6897552|XP_033241178.1|DPSE	LOC108116143|XP_017083368.1|DEUG
OG0009046	LOC4811944|XP_015043947.2|DPSE	LOC108108794|XP_017072458.1|DEUG
OG0009047	LOC4803450|XP_015039082.1|DPSE	LOC108112721|XP_017078445.1|DEUG
OG0009048	LOC4817946|XP_001357322.2|DPSE	LOC108105794|XP_017068013.1|DEUG
OG0009049	LOC4802890|XP_001359718.1|DPSE	LOC108116468|XP_017083888.1|DEUG
OG0009050	LOC4816759|XP_001356232.2|DPSE	LOC108105787|XP_017068003.1|DEUG
OG0009051	LOC4804496|XP_001361052.2|DPSE	LOC108109164|XP_017073076.1|DEUG
OG0009052	LOC4802994|XP_001359802.3|DPSE	LOC108115064|XP_017081801.1|DEUG
OG0009053	LOC4802162|XP_015037646.2|DPSE	LOC108116682|XP_017084172.1|DEUG
OG0009054	LOC4802586|XP_001359479.3|DPSE	LOC108111804|XP_017076886.1|DEUG
OG0009055	LOC4811692|XP_001352274.3|DPSE	LOC108106846|XP_017069577.1|DEUG
OG0009056	LOC4816141|XP_001355780.3|DPSE	LOC108107126|XP_017070009.1|DEUG
OG0009057	LOC4812422|XP_033239540.1|DPSE	LOC108104682|XP_017066372.1|DEUG
OG0009058	LOC26533170|XP_033237178.1|DPSE	LOC108102332|XP_017062621.1|DEUG
OG0009059	LOC4813129|XP_015043169.2|DPSE	LOC108108568|XP_017072145.1|DEUG
OG0009060	LOC6897746|XP_002137851.3|DPSE	LOC108109871|XP_017074158.1|DEUG
OG0009061	LOC6898582|XP_015040075.2|DPSE	LOC108113002|XP_017078904.1|DEUG
OG0009062	LOC4803803|XP_001360461.3|DPSE	LOC108112635|XP_017078231.1|DEUG
OG0009063	LOC4817386|XP_015036011.1|DPSE	LOC108105684|XP_017067882.1|DEUG
OG0009064	LOC4804988|XP_001361460.2|DPSE	LOC108106384|XP_017068879.1|DEUG
OG0009065	LOC4800541|XP_002137001.3|DPSE	LOC108108849|XP_017072554.1|DEUG
OG0009066	LOC4812171|XP_001352602.3|DPSE	LOC108114452|XP_017080941.1|DEUG
OG0009067	LOC4812444|XP_015043809.2|DPSE	LOC108108742|XP_017072368.1|DEUG
OG0009068	LOC4804904|XP_001361389.2|DPSE	LOC108112819|XP_017078613.1|DEUG
OG0009069	LOC4817754|XP_033235973.1|DPSE	LOC108104032|XP_017065353.1|DEUG
OG0009070	LOC4804365|XP_033234426.1|DPSE	LOC108104866|XP_017066677.1|DEUG
OG0009071	LOC4802419|XP_003736732.2|DPSE	LOC108116606|XP_017084056.1|DEUG
OG0009072	LOC4802982|XP_001359791.3|DPSE	LOC108115171|XP_017081980.1|DEUG
OG0009073	LOC4803082|XP_015038273.2|DPSE	LOC108117330|XP_017085194.1|DEUG
OG0009074	LOC6899285|XP_002136240.2|DPSE	LOC108116427|XP_017083810.1|DEUG
OG0009075	LOC4802515|XP_001359423.3|DPSE	LOC108108563|XP_017072138.1|DEUG, LOC108108569|XP_017072151.1|DEUG, LOC108115024|XP_017081755.1|DEUG
OG0009076	LOC4803024|XP_001359826.5|DPSE	LOC108109495|XP_017073521.1|DEUG
OG0009077	LOC4802459|XP_001359376.4|DPSE	LOC108115039|XP_017081776.1|DEUG
OG0009078	LOC4803154|XP_001359944.5|DPSE	LOC108116340|XP_017083643.1|DEUG
OG0009079	LOC4802539|XP_001359440.5|DPSE	LOC108117486|XP_017085451.1|DEUG
OG0009080	LOC6897562|XP_002137707.1|DPSE	LOC108116437|XP_017083831.1|DEUG
OG0009081	LOC4802214|XP_001359182.2|DPSE	LOC108113557|XP_017079639.1|DEUG
OG0009082	LOC4802871|XP_001359702.3|DPSE	LOC108116400|XP_017083759.1|DEUG
OG0009083	LOC6901818|XP_002134486.3|DPSE	LOC108117439|XP_017085348.1|DEUG
OG0009084	LOC117183972|XP_033235619.1|DPSE, LOC4803223|XP_015038353.2|DPSE	LOC108116491|XP_017083913.1|DEUG
OG0009085	LOC4803137|XP_001359929.3|DPSE	LOC108116494|XP_017083917.1|DEUG
OG0009086	LOC6897776|XP_015038054.2|DPSE	LOC108115022|XP_017081753.1|DEUG
OG0009087	LOC4800688|XP_001357914.1|DPSE	LOC108116091|XP_017083298.1|DEUG
OG0009088	LOC4800373|XP_001357661.3|DPSE	LOC108111288|XP_017076165.1|DEUG
OG0009089	LOC6901905|XP_002133440.1|DPSE	LOC108117720|XP_017085768.1|DEUG
OG0009090	LOC4800242|XP_001357650.2|DPSE	LOC108111283|XP_017076160.1|DEUG
OG0009091	LOC4802765|XP_001359626.3|DPSE	LOC108115043|XP_017081779.1|DEUG
OG0009092	LOC4801353|XP_001358463.5|DPSE	LOC108115065|XP_017081802.1|DEUG
OG0009093	LOC6897163|XP_033232735.1|DPSE	LOC108116944|XP_017084581.1|DEUG
OG0009094	LOC4800493|XP_015038573.2|DPSE	LOC108116063|XP_017083263.1|DEUG
OG0009095	LOC4800491|XP_015038501.2|DPSE	LOC108115950|XP_017083074.1|DEUG
OG0009096	LOC4800751|XP_001357968.4|DPSE	LOC108113562|XP_017079644.1|DEUG
OG0009097	LOC4800750|XP_001357967.4|DPSE	LOC108113566|XP_017079647.1|DEUG
OG0009098	LOC4800743|XP_003736301.3|DPSE	LOC108115813|XP_017082890.1|DEUG
OG0009099	LOC4800265|XP_001357628.2|DPSE	LOC108111344|XP_017076263.1|DEUG
OG0009100	LOC4816511|XP_001356015.2|DPSE	LOC108105129|XP_017067050.1|DEUG
OG0009101	LOC4817624|XP_001357023.4|DPSE	LOC108110769|XP_017075477.1|DEUG
OG0009102	LOC4817303|XP_001356668.2|DPSE	LOC108110923|XP_017075690.1|DEUG
OG0009103	LOC4817374|XP_001356683.3|DPSE	LOC108110489|XP_017075056.1|DEUG
OG0009104	LOC6902962|XP_002132688.2|DPSE	LOC108110534|XP_017075105.1|DEUG
OG0009105	LOC4816566|XP_001355905.2|DPSE	LOC108108013|XP_017071361.1|DEUG
OG0009106	LOC4817533|XP_001356947.2|DPSE	LOC108112367|XP_017077689.1|DEUG
OG0009107	LOC4817928|XP_001357440.2|DPSE	LOC108107115|XP_017069992.1|DEUG
OG0009108	LOC4803314|XP_001360078.2|DPSE	LOC108116254|XP_017083532.1|DEUG, LOC108116267|XP_017083546.1|DEUG
OG0009109	LOC4816863|XP_001356756.4|DPSE	LOC108104151|XP_017065541.1|DEUG
OG0009110	LOC4816805|XP_001356450.1|DPSE	LOC108110686|XP_017075302.1|DEUG
OG0009111	LOC6900043|XP_033238672.1|DPSE	LOC108107919|XP_017071230.1|DEUG
OG0009112	LOC4817379|XP_001356430.4|DPSE	LOC108110963|XP_017075752.1|DEUG
OG0009113	LOC4816741|XP_001356051.2|DPSE	LOC108111130|XP_017075981.1|DEUG
OG0009114	LOC4818113|XP_001357461.4|DPSE	LOC108106124|XP_017068492.1|DEUG
OG0009115	LOC6903330|XP_002132211.1|DPSE	LOC108113464|XP_017079533.1|DEUG
OG0009116	LOC6902661|XP_002133177.1|DPSE	LOC108110594|XP_017075181.1|DEUG
OG0009117	LOC4816474|XP_033236602.1|DPSE	LOC108102472|XP_017062970.1|DEUG
OG0009118	LOC4815080|XP_033239547.1|DPSE	LOC108105409|XP_017067445.1|DEUG
OG0009119	LOC4816588|XP_001356220.3|DPSE	LOC108105814|XP_017068044.1|DEUG
OG0009120	LOC4812741|XP_033237414.1|DPSE	LOC108113905|XP_017080101.1|DEUG
OG0009121	LOC4804055|XP_001360676.2|DPSE	LOC108112013|XP_017077240.1|DEUG
OG0009122	LOC4804471|XP_001361029.2|DPSE	LOC108108947|XP_017072690.1|DEUG
OG0009123	LOC4804420|XP_001360987.1|DPSE	LOC108109150|XP_017073049.1|DEUG
OG0009124	LOC4817930|XP_001357382.2|DPSE	LOC108105742|XP_017067947.1|DEUG
OG0009125	LOC6898098|XP_002138180.1|DPSE	LOC108112887|XP_017078730.1|DEUG
OG0009126	LOC4804111|XP_001360724.2|DPSE	LOC108113345|XP_017079397.1|DEUG
OG0009127	LOC4805447|XP_001361847.2|DPSE	LOC108107418|XP_017070436.1|DEUG
OG0009128	LOC4803488|XP_001360205.2|DPSE	LOC108112251|XP_017077561.1|DEUG
OG0009129	LOC4803369|XP_001360100.2|DPSE	LOC108104462|XP_017066015.1|DEUG
OG0009130	LOC4805004|XP_015040355.2|DPSE	LOC108112626|XP_017078216.1|DEUG
OG0009131	LOC4805008|XP_001361478.1|DPSE	LOC108113044|XP_017078962.1|DEUG
OG0009132	LOC4803547|XP_001360255.4|DPSE	LOC108107318|XP_017070283.1|DEUG
OG0009133	LOC4803344|XP_001360122.3|DPSE	LOC108111916|XP_017077046.1|DEUG
OG0009134	LOC4805727|XP_033233742.1|DPSE	LOC108112222|XP_017077529.1|DEUG
OG0009135	LOC6898524|XP_002138565.3|DPSE	LOC108104602|XP_017066261.1|DEUG
OG0009136	LOC4805422|XP_015040642.2|DPSE	LOC108106589|XP_017069259.1|DEUG
OG0009137	LOC26532645|XP_033234039.1|DPSE	LOC108106261|XP_017068715.1|DEUG
OG0009138	LOC4804271|XP_001360853.3|DPSE	LOC108106802|XP_017069536.1|DEUG
OG0009139	LOC4805443|XP_001361844.1|DPSE	LOC108107363|XP_017070354.1|DEUG
OG0009140	LOC4804734|XP_001361247.3|DPSE	LOC108106693|XP_017069415.1|DEUG
OG0009141	LOC6898100|XP_002138182.1|DPSE	LOC108112283|XP_017077594.1|DEUG
OG0009142	LOC4803480|XP_001360198.2|DPSE	LOC108112647|XP_017078251.1|DEUG
OG0009143	LOC4803827|XP_001360481.3|DPSE	LOC108113142|XP_017079139.1|DEUG
OG0009144	LOC26533240|XP_015039375.2|DPSE	LOC108112295|XP_017077609.1|DEUG
OG0009145	LOC4805270|XP_001361695.1|DPSE	LOC108112331|XP_017077648.1|DEUG
OG0009146	LOC4805155|XP_001361605.1|DPSE	LOC108106644|XP_017069344.1|DEUG
OG0009147	LOC6899101|XP_002139018.3|DPSE	LOC108112885|XP_017078724.1|DEUG
OG0009148	LOC4804005|XP_001360636.4|DPSE	LOC108104500|XP_017066104.1|DEUG
OG0009149	LOC4804942|XP_001361423.3|DPSE	LOC108109025|XP_017072788.1|DEUG
OG0009150	LOC6898467|XP_002138510.2|DPSE	LOC108114899|XP_017081558.1|DEUG
OG0009151	LOC4805102|XP_001361560.2|DPSE	LOC108106501|XP_017069085.1|DEUG
OG0009152	LOC4805116|XP_001361574.3|DPSE	LOC108104813|XP_017066586.1|DEUG
OG0009153	LOC4804302|XP_001360882.2|DPSE	LOC108107264|XP_017070185.1|DEUG
OG0009154	LOC6900811|XP_002135170.3|DPSE, LOC6896872|XP_033240084.1|DPSE	LOC108116013|XP_017083186.1|DEUG
OG0009155	LOC4805045|XP_001361510.3|DPSE	LOC108104497|XP_017066100.1|DEUG
OG0009156	LOC4816268|XP_001355845.4|DPSE	LOC108108061|XP_017071430.1|DEUG
OG0009157	LOC4816469|XP_001356271.3|DPSE	LOC108107131|XP_017070018.1|DEUG
OG0009158	LOC4812069|XP_001352474.3|DPSE	LOC108104705|XP_017066411.1|DEUG
OG0009159	LOC6901873|XP_002133411.2|DPSE	LOC108110067|XP_017074437.1|DEUG
OG0009160	LOC6898357|XP_002138410.2|DPSE	LOC108110787|XP_017075501.1|DEUG
OG0009161	LOC4814855|XP_015041836.1|DPSE	LOC108105466|XP_017067555.1|DEUG
OG0009162	LOC4813415|XP_001353804.3|DPSE	LOC108108431|XP_017071974.1|DEUG
OG0009163	LOC4812759|XP_015043085.2|DPSE	LOC108114551|XP_017081085.1|DEUG
OG0009164	LOC6900551|XP_015042910.2|DPSE	LOC108114181|XP_017080481.1|DEUG
OG0009165	LOC4813706|XP_001353848.4|DPSE	LOC108107528|XP_017070557.1|DEUG
OG0009166	LOC4813409|XP_001353617.4|DPSE	LOC108107643|XP_017070718.1|DEUG
OG0009167	LOC4813921|XP_001354084.2|DPSE	LOC108114596|XP_017081141.1|DEUG
OG0009168	LOC4813922|XP_001354085.2|DPSE	LOC108114597|XP_017081144.1|DEUG
OG0009169	LOC4812468|XP_033240828.1|DPSE	LOC108114164|XP_017080445.1|DEUG
OG0009170	LOC4812393|XP_033238772.1|DPSE	LOC108113997|XP_017080230.1|DEUG
OG0009171	LOC4812108|XP_001352435.3|DPSE	LOC108114210|XP_017080518.1|DEUG
OG0009172	LOC6900125|XP_002135476.3|DPSE	LOC108114641|XP_017081199.1|DEUG
OG0009173	LOC4814119|XP_001354291.2|DPSE	LOC108107836|XP_017071078.1|DEUG
OG0009174	LOC6902823|XP_002132560.2|DPSE	LOC108104312|XP_017065785.1|DEUG
OG0009175	LOC6902376|XP_033236629.1|DPSE	LOC108110952|XP_017075737.1|DEUG
OG0009176	LOC4813784|XP_001353540.2|DPSE	LOC108105990|XP_017068313.1|DEUG
OG0009178	LOC4812772|XP_001353128.2|DPSE	LOC108118233|XP_017086306.1|DEUG
OG0009179	LOC4813645|XP_033238790.1|DPSE	LOC108116738|XP_017084245.1|DEUG
OG0009180	LOC4813281|XP_001353686.3|DPSE	LOC108105917|XP_017068187.1|DEUG
OG0009181	LOC4813915|XP_001353324.4|DPSE	LOC108113932|XP_017080128.1|DEUG
OG0009182	LOC4812774|XP_015042579.2|DPSE	LOC108104286|XP_017065745.1|DEUG
OG0009183	LOC6900217|XP_002135547.2|DPSE	LOC108113862|XP_017080065.1|DEUG
OG0009184	LOC6899914|XP_002135282.3|DPSE	LOC108116754|XP_017084261.1|DEUG
OG0009185	LOC4813324|XP_001353521.2|DPSE	LOC108108806|XP_017072479.1|DEUG
OG0009186	LOC6900290|XP_033239464.1|DPSE	LOC108114699|XP_017081284.1|DEUG
OG0009187	LOC4802097|XP_001359082.2|DPSE	LOC108117047|XP_017084707.1|DEUG, LOC108117279|XP_017085121.1|DEUG
OG0009188	LOC6898902|XP_002138872.1|DPSE	LOC108112256|XP_017077567.1|DEUG
OG0009189	LOC4812015|XP_001352576.2|DPSE	LOC108114256|XP_017080642.1|DEUG
OG0009190	LOC4813651|XP_001354043.3|DPSE	LOC108103586|XP_017064600.1|DEUG
OG0009191	LOC4804234|XP_001360825.2|DPSE	LOC108106263|XP_017068718.1|DEUG
OG0009192	LOC117183773|XP_033234924.1|DPSE	LOC108103141|XP_017064002.1|DEUG
OG0009193	LOC4816328|XP_033235578.1|DPSE	LOC108105842|XP_017068092.1|DEUG, LOC108107154|XP_017070052.1|DEUG
OG0009194	LOC6902423|XP_002133357.2|DPSE	LOC108112503|XP_017077871.1|DEUG
OG0009195	LOC6900678|XP_002135042.2|DPSE, LOC6902746|XP_002133260.2|DPSE	LOC108114042|XP_017080279.1|DEUG
OG0009196	LOC6903399|XP_015035335.2|DPSE, LOC6901264|XP_002133965.3|DPSE, LOC6896840|XP_002137043.2|DPSE	LOC108114742|XP_017081346.1|DEUG
OG0009197	LOC6902129|XP_002133660.2|DPSE, LOC6902933|XP_033235724.1|DPSE	LOC108113953|XP_017080155.1|DEUG
OG0009198	LOC6900338|XP_002134733.3|DPSE	LOC108118232|XP_017086303.1|DEUG
OG0009199	LOC4813005|XP_015043372.2|DPSE	LOC108108407|XP_017071948.1|DEUG
OG0009200	LOC4804205|XP_001360802.3|DPSE	LOC108104830|XP_017066616.1|DEUG
OG0009201	LOC6898655|XP_002138660.3|DPSE	LOC108112261|XP_017077573.1|DEUG
OG0009202	LOC6899059|XP_015040734.1|DPSE	LOC108107237|XP_017070145.1|DEUG
OG0009203	LOC6899050|XP_002138975.2|DPSE	LOC108111613|XP_017076630.1|DEUG
OG0009204	LOC4804634|XP_001361165.3|DPSE	LOC108108927|XP_017072668.1|DEUG
OG0009205	LOC4804639|XP_001361169.2|DPSE	LOC108108933|XP_017072676.1|DEUG
OG0009206	LOC117183162|XP_015039517.1|DPSE, LOC4803969|XP_033234184.1|DPSE	LOC108106258|XP_017068712.1|DEUG
OG0009207	LOC4803315|XP_001360079.2|DPSE	LOC108116311|XP_017083590.1|DEUG, LOC108116306|XP_017083584.1|DEUG
OG0009209	LOC4803131|XP_001359924.3|DPSE	LOC108116264|XP_017083543.1|DEUG
OG0009210	LOC6898653|XP_002138658.3|DPSE	LOC108112369|XP_017077687.1|DEUG
OG0009211	LOC6903584|XP_033235739.1|DPSE	LOC108115412|XP_017082338.1|DEUG
OG0009214	LOC4812525|XP_001352722.2|DPSE	LOC108107647|XP_017070721.1|DEUG
OG0009221	LOC26533094|XP_033236541.1|DPSE	LOC108110879|XP_017075626.1|DEUG
OG0009222	LOC26532244|XP_033239896.1|DPSE	LOC108115200|XP_017082013.1|DEUG
OG0009224	LOC4802263|XP_001359218.2|DPSE	LOC108116569|XP_017083998.1|DEUG
OG0009228	LOC6901388|XP_002134076.2|DPSE	LOC108103457|XP_017064440.1|DEUG
OG0009229	LOC4802242|XP_001359203.2|DPSE	LOC108110168|XP_017074580.1|DEUG
OG0009231	LOC4815528|XP_001355686.3|DPSE	LOC108110050|XP_017074415.1|DEUG
OG0009232	LOC4815351|XP_015042133.2|DPSE	LOC108110273|XP_017074749.1|DEUG
OG0009235	LOC117184536|XP_033238579.1|DPSE	LOC108102821|XP_017063499.1|DEUG
OG0009236	LOC4811791|XP_001352359.4|DPSE	LOC108114497|XP_017081006.1|DEUG
OG0009237	LOC26532178|XP_033235758.1|DPSE	LOC108110830|XP_017075556.1|DEUG
OG0009238	LOC4812493|XP_001352780.2|DPSE	LOC108114681|XP_017081259.1|DEUG
OG0009239	LOC4813955|XP_001354114.1|DPSE	LOC108108808|XP_017072481.1|DEUG
OG0009241	LOC4816278|XP_001356158.2|DPSE	LOC108110764|XP_017075468.1|DEUG
OG0009245	LOC4803180|XP_001359963.1|DPSE	LOC108105303|XP_017067286.1|DEUG
OG0009247	LOC4802076|XP_033232322.1|DPSE	LOC108117071|XP_017084733.1|DEUG
OG0009248	LOC4814740|XP_001354600.1|DPSE	LOC108102999|XP_017063805.1|DEUG
OG0009249	LOC6902579|XP_002133107.2|DPSE	LOC108111096|XP_017075925.1|DEUG
OG0009251	LOC6901177|XP_002133878.2|DPSE	LOC108102418|XP_017062879.1|DEUG
OG0009252	LOC6901151|XP_002134627.3|DPSE	LOC108105461|XP_017067550.1|DEUG
OG0009253	LOC4815163|XP_001354750.1|DPSE	LOC108103128|XP_017063985.1|DEUG
OG0009254	LOC6901398|XP_033239192.1|DPSE	LOC108105521|XP_017067636.1|DEUG
OG0009255	LOC4815152|XP_001354515.3|DPSE	LOC108104422|XP_017065966.1|DEUG
OG0009256	LOC6901048|XP_015042229.1|DPSE	LOC108109951|XP_017074253.1|DEUG
OG0009257	LOC4815614|XP_015041276.1|DPSE	LOC108103480|XP_017064474.1|DEUG
OG0009258	LOC6901921|XP_002133455.2|DPSE	LOC108110076|XP_017074453.1|DEUG
OG0009259	LOC4815086|XP_001354632.2|DPSE	LOC108103430|XP_017064389.1|DEUG
OG0009260	LOC6902274|XP_002133801.1|DPSE	LOC108102422|XP_017062888.1|DEUG
OG0009261	LOC4814709|XP_015041469.2|DPSE	LOC108105084|XP_017066997.1|DEUG
OG0009262	LOC4815492|XP_001355508.2|DPSE	LOC108103938|XP_017065185.1|DEUG
OG0009263	LOC4814763|XP_001355015.1|DPSE	LOC108103779|XP_017064899.1|DEUG
OG0009264	LOC6901621|XP_033239169.1|DPSE	LOC108103777|XP_017064894.1|DEUG
OG0009265	LOC4815213|XP_001355003.2|DPSE	LOC108103555|XP_017064570.1|DEUG
OG0009266	LOC4816587|XP_033236890.1|DPSE	LOC108108145|XP_017071567.1|DEUG
OG0009267	LOC4818125|XP_001357194.4|DPSE	LOC108113431|XP_017079482.1|DEUG
OG0009268	LOC4804360|XP_001360934.2|DPSE	LOC108104884|XP_017066706.1|DEUG
OG0009269	LOC4802237|XP_001359199.4|DPSE	LOC108105290|XP_017067269.1|DEUG
OG0009270	LOC6898296|XP_002138358.3|DPSE	LOC108112236|XP_017077546.1|DEUG
OG0009271	LOC4814775|XP_033240010.1|DPSE	LOC108105358|XP_017067363.1|DEUG
OG0009272	LOC4811855|XP_001353000.3|DPSE	LOC108113970|XP_017080175.1|DEUG
OG0009273	LOC4817476|XP_001356705.2|DPSE	LOC108110506|XP_017075075.1|DEUG
OG0009274	LOC4811963|XP_015043793.2|DPSE	LOC108107738|XP_017070885.1|DEUG
OG0009275	LOC4815399|XP_001354496.4|DPSE	LOC108105454|XP_017067541.1|DEUG
OG0009276	LOC4803357|XP_001360109.2|DPSE	LOC108112286|XP_017077597.1|DEUG
OG0009277	LOC4815454|XP_001355467.3|DPSE	LOC108118502|XP_017086729.1|DEUG
