Orthogroup	DPSE.longest_only	DSUZ.longest_only
OG0008581	LOC4812466|XP_001352955.4|DPSE	LOC108010660|XP_016931048.2|DSUZ
OG0008582	LOC4816091|XP_001355392.2|DPSE	LOC108015031|XP_016936751.1|DSUZ
OG0008583	LOC6901860|XP_002133398.1|DPSE	LOC108016795|XP_016939053.1|DSUZ
OG0008584	LOC4816098|XP_001355357.3|DPSE	LOC108016749|XP_016938980.1|DSUZ
OG0008585	LOC4814473|XP_001354915.1|DPSE	LOC108016937|XP_016939356.1|DSUZ
OG0008586	LOC4815318|XP_001354914.1|DPSE	LOC108016658|XP_016938856.2|DSUZ
OG0008587	LOC4803272|XP_015038405.1|DPSE	LOC108014170|XP_036672677.1|DSUZ
OG0008588	LOC4803245|XP_001360018.1|DPSE	LOC108010755|XP_016931171.2|DSUZ
OG0008589	LOC4815401|XP_001355383.3|DPSE	LOC108005316|XP_016924018.1|DSUZ
OG0008592	LOC6898824|XP_002138797.2|DPSE	LOC108010088|XP_016930396.1|DSUZ
OG0008593	LOC4813848|XP_001353707.2|DPSE	LOC108012605|XP_016933514.1|DSUZ
OG0008594	LOC4800263|XP_001357538.2|DPSE	LOC118877957|XP_036674623.1|DSUZ
OG0008595	LOC4805662|XP_001362024.3|DPSE	LOC108017983|XP_016940815.1|DSUZ
OG0008596	LOC4805666|XP_001362027.2|DPSE	LOC108017783|XP_016940413.1|DSUZ
OG0008597	LOC4802164|XP_001359137.1|DPSE	LOC108017593|XP_016940171.1|DSUZ
OG0008598	LOC6902210|XP_033239514.1|DPSE	LOC108019222|XP_016942508.1|DSUZ
OG0008599	LOC4815990|XP_001355259.3|DPSE	LOC108015268|XP_016937119.1|DSUZ
OG0008600	LOC4802245|XP_015037694.2|DPSE	LOC108018378|XP_016941411.2|DSUZ
OG0008601	LOC4817729|XP_001357139.1|DPSE	LOC108007715|XP_016926958.1|DSUZ
OG0008602	LOC4800449|XP_001357724.3|DPSE	LOC108011536|XP_036674013.1|DSUZ
OG0008603	LOC4801387|XP_001358488.1|DPSE	LOC108020236|XP_016943846.1|DSUZ, LOC108020237|XP_016943847.1|DSUZ
OG0008604	LOC4803558|XP_001360265.1|DPSE	LOC108009110|XP_016928670.1|DSUZ
OG0008605	LOC4816388|XP_015036835.2|DPSE	LOC108016924|XP_016939343.1|DSUZ
OG0008606	LOC4817696|XP_001357078.2|DPSE	LOC108005815|XP_016924636.1|DSUZ
OG0008607	LOC4802058|XP_001359051.3|DPSE	LOC108004871|XP_016923444.2|DSUZ
OG0008608	LOC4814559|XP_001355175.3|DPSE	LOC108016724|XP_036676577.1|DSUZ
OG0008609	LOC4803153|XP_001359943.2|DPSE	LOC108006039|XP_016924972.2|DSUZ
OG0008610	LOC6898895|XP_002138865.1|DPSE	LOC108017964|XP_016940728.1|DSUZ
OG0008612	LOC4805301|XP_001361723.3|DPSE	LOC108010209|XP_016930542.1|DSUZ
OG0008613	LOC6896940|XP_002137125.1|DPSE	LOC108017172|XP_016939656.1|DSUZ, LOC108013861|XP_016935351.1|DSUZ
OG0008614	LOC6896876|XP_002137066.2|DPSE, LOC6901627|XP_002134297.2|DPSE, LOC6901625|XP_033237607.1|DPSE	LOC108015226|XP_016937059.1|DSUZ
OG0008615	LOC4802935|XP_001359750.3|DPSE	LOC108017097|XP_036675071.1|DSUZ
OG0008616	LOC4800710|XP_033232699.1|DPSE	LOC108010799|XP_016931219.2|DSUZ
OG0008617	LOC6896804|XP_002137008.2|DPSE	LOC108007793|XP_016927038.2|DSUZ
OG0008619	LOC4816815|XP_001356508.2|DPSE	LOC108011035|XP_016931576.1|DSUZ
OG0008620	LOC4804338|XP_001360913.3|DPSE	LOC108019907|XP_016943493.1|DSUZ
OG0008621	LOC4801499|XP_001358578.2|DPSE, LOC117184220|XP_033236687.1|DPSE	LOC108010588|XP_036674236.1|DSUZ
OG0008622	LOC4804184|XP_001360787.3|DPSE	LOC108008852|XP_016928246.2|DSUZ
OG0008623	LOC4805171|XP_001361618.2|DPSE	LOC108019619|XP_016942989.1|DSUZ
OG0008624	LOC6898888|XP_002138859.3|DPSE	LOC108009155|XP_016928751.2|DSUZ
OG0008625	LOC4804720|XP_001361238.4|DPSE	LOC108009604|XP_016929577.1|DSUZ
OG0008626	LOC4811797|XP_015044250.2|DPSE	LOC108017372|XP_036677427.1|DSUZ
OG0008627	LOC6903558|XP_002132431.2|DPSE, LOC4812428|XP_015043842.2|DPSE	LOC108012866|XP_016933833.1|DSUZ
OG0008629	LOC6903396|XP_015035332.2|DPSE, LOC26533926|XP_033236078.1|DPSE	LOC108014728|XP_016936429.1|DSUZ
OG0008630	LOC4811809|XP_033237200.1|DPSE	LOC108020408|XP_016944191.2|DSUZ
OG0008631	LOC26533957|XP_015041755.2|DPSE, LOC4800979|XP_001358160.4|DPSE	LOC108011336|XP_036672920.1|DSUZ
OG0008632	LOC13036323|XP_033239556.1|DPSE	LOC108010831|XP_016931287.2|DSUZ, LOC118877830|XP_036673898.1|DSUZ
OG0008633	LOC6898738|XP_033234930.1|DPSE	LOC108009519|XP_036668949.1|DSUZ
OG0008634	LOC13036511|XP_033235446.1|DPSE	LOC108006066|XP_016924998.1|DSUZ
OG0008635	LOC4804342|XP_001360917.4|DPSE	LOC108019710|XP_016943098.1|DSUZ
OG0008636	LOC4802610|XP_001359499.4|DPSE	LOC108017417|XP_016939931.2|DSUZ
OG0008637	LOC6900291|XP_002135613.2|DPSE	LOC108012438|XP_016933293.1|DSUZ
OG0008638	LOC6897099|XP_002137283.2|DPSE	LOC108020304|XP_016943922.2|DSUZ
OG0008639	LOC4801249|XP_001358372.2|DPSE	LOC108020170|XP_016943761.1|DSUZ
OG0008640	LOC4801832|XP_001358865.4|DPSE	LOC108016281|XP_036674816.1|DSUZ, LOC108020114|XP_036672498.1|DSUZ
OG0008641	LOC6901384|XP_033239264.1|DPSE, LOC6901383|XP_033240334.1|DPSE	LOC108016467|XP_036675510.1|DSUZ
OG0008642	LOC4800756|XP_001357972.2|DPSE	LOC108019981|XP_036674507.1|DSUZ
OG0008643	LOC4801847|XP_001358879.2|DPSE	LOC108010827|XP_016931278.2|DSUZ, LOC118877829|XP_036673897.1|DSUZ
OG0008644	LOC4800268|XP_001357602.1|DPSE	LOC108008047|XP_016927318.1|DSUZ
OG0008645	LOC4817498|XP_001356917.2|DPSE	LOC108012760|XP_016933685.1|DSUZ
OG0008646	LOC4816985|XP_001356571.3|DPSE	LOC108009861|XP_016930055.1|DSUZ
OG0008647	LOC4817375|XP_001356684.3|DPSE	LOC108006015|XP_016924951.1|DSUZ
OG0008648	LOC4817499|XP_001356918.2|DPSE	LOC108015658|XP_016937646.1|DSUZ
OG0008649	LOC117183774|XP_033234926.1|DPSE	LOC108008961|XP_016928361.1|DSUZ, LOC108008993|XP_016928426.1|DSUZ
OG0008650	LOC4803320|XP_001360083.3|DPSE	LOC108007659|XP_016926870.2|DSUZ
OG0008651	LOC4803882|XP_001360530.1|DPSE	LOC108010076|XP_016930380.1|DSUZ
OG0008652	LOC6898656|XP_002138661.2|DPSE	LOC108017795|XP_016940428.1|DSUZ
OG0008653	LOC4804160|XP_001360765.2|DPSE	LOC108008881|XP_016928275.1|DSUZ
OG0008654	LOC4803513|XP_001360226.2|DPSE	LOC108008127|XP_016927406.2|DSUZ, LOC108010225|XP_016930557.1|DSUZ
OG0008655	LOC4803606|XP_001360300.3|DPSE	LOC108019585|XP_016942915.2|DSUZ, LOC108019586|XP_016942916.2|DSUZ, LOC108019584|XP_016942914.2|DSUZ
OG0008656	LOC4815495|XP_001355709.2|DPSE	LOC118878282|XP_036676100.1|DSUZ
OG0008657	LOC4816072|XP_001355521.3|DPSE	LOC108005275|XP_016923953.1|DSUZ
OG0008658	LOC4815808|XP_001355573.4|DPSE	LOC108015044|XP_016936766.1|DSUZ
OG0008659	LOC4811981|XP_001352778.4|DPSE	LOC108008215|XP_036668941.1|DSUZ, LOC108010700|XP_016931099.2|DSUZ
OG0008661	LOC4811868|XP_033238269.1|DPSE	LOC108012494|XP_016933391.1|DSUZ
OG0008662	LOC4813770|XP_033237475.1|DPSE	LOC118876787|XP_036678023.1|DSUZ, LOC108006757|XP_016925798.2|DSUZ
OG0008663	LOC4811914|XP_001352968.3|DPSE	LOC118879770|XP_036678640.1|DSUZ, LOC118879771|XP_036678642.1|DSUZ, LOC118879090|XP_036677967.1|DSUZ, LOC108014903|XP_036677966.1|DSUZ, LOC118878900|XP_036677798.1|DSUZ, LOC108020322|XP_016943942.2|DSUZ
OG0008664	LOC4812198|XP_001352445.4|DPSE	LOC108004835|XP_036676025.1|DSUZ, LOC108013222|XP_016934438.2|DSUZ
OG0008665	LOC4816590|XP_015036790.2|DPSE, LOC6902686|XP_033236485.1|DPSE	LOC108021702|XP_016946021.1|DSUZ
OG0008666	LOC4812752|XP_001353512.2|DPSE	LOC108015876|XP_016937932.2|DSUZ
OG0008667	LOC6900418|XP_033238181.1|DPSE	LOC108014674|XP_016936329.2|DSUZ
OG0008668	LOC6897767|XP_002137872.2|DPSE, LOC6897489|XP_002137638.2|DPSE, LOC6896925|XP_002137110.2|DPSE	LOC108012610|XP_016933518.1|DSUZ
OG0008669	LOC4816683|XP_001356174.4|DPSE	LOC108009912|XP_016930129.1|DSUZ
OG0008670	LOC4801618|XP_001358680.2|DPSE	LOC108016405|XP_016938543.2|DSUZ
OG0008671	LOC6903054|XP_002132778.2|DPSE, LOC6903370|XP_002132252.1|DPSE	LOC108012447|XP_016933309.1|DSUZ, LOC108016434|XP_016938607.2|DSUZ
OG0008672	LOC6902873|XP_002132607.1|DPSE	LOC108011602|XP_016932265.1|DSUZ
OG0008673	LOC26533557|XP_015036029.1|DPSE, LOC26533500|XP_015036028.2|DPSE	LOC108021326|XP_016945481.1|DSUZ
OG0008675	LOC6900359|XP_002134754.2|DPSE	LOC108013371|XP_016934680.1|DSUZ, LOC108012281|XP_016933072.2|DSUZ
OG0008677	LOC4800931|XP_001358118.1|DPSE	LOC108005973|XP_016924900.2|DSUZ
OG0008679	LOC4814292|XP_033239750.1|DPSE	LOC108015019|XP_016936736.1|DSUZ
OG0008680	LOC4814503|XP_001355028.2|DPSE	LOC108018986|XP_016942082.1|DSUZ
OG0008681	LOC4814426|XP_001354374.1|DPSE	LOC108004708|XP_036676984.1|DSUZ
OG0008682	LOC6901040|XP_033238632.1|DPSE	LOC108004842|XP_016923406.1|DSUZ
OG0008683	LOC4814815|XP_001354739.2|DPSE	LOC108016999|XP_016939435.1|DSUZ
OG0008684	LOC4814864|XP_015041697.2|DPSE	LOC108006547|XP_016925567.1|DSUZ
OG0008685	LOC6898827|XP_002138800.2|DPSE	LOC108008590|XP_016927958.1|DSUZ
OG0008686	LOC4800578|XP_001357829.4|DPSE	LOC108011038|XP_036673975.1|DSUZ
OG0008687	LOC4804298|XP_001360878.1|DPSE	LOC108009133|XP_016928726.1|DSUZ
OG0008688	LOC6901836|XP_033238414.1|DPSE	LOC108016543|XP_016938705.1|DSUZ
OG0008689	LOC4802803|XP_001359648.3|DPSE	LOC108017201|XP_036674391.1|DSUZ
OG0008691	LOC4812962|XP_033238688.1|DPSE	LOC108012481|XP_016933373.1|DSUZ
OG0008692	LOC4814724|XP_001354766.4|DPSE	LOC108018920|XP_016942001.1|DSUZ
OG0008694	LOC4814392|XP_001354386.2|DPSE	LOC108004852|XP_016923423.1|DSUZ
OG0008695	LOC4805570|XP_001361955.2|DPSE	LOC108019681|XP_016943062.1|DSUZ
OG0008697	LOC4812649|XP_001353037.3|DPSE	LOC108020036|XP_036672414.1|DSUZ
OG0008698	LOC4814905|XP_001354590.3|DPSE	LOC108004683|XP_016923161.2|DSUZ
OG0008699	LOC117185168|XP_033241233.1|DPSE	LOC108017635|XP_016940229.1|DSUZ
OG0008700	LOC4803071|XP_001359871.3|DPSE	LOC118877556|XP_036672593.1|DSUZ
OG0008701	LOC4805698|XP_015040821.2|DPSE	LOC108009691|XP_016929727.1|DSUZ
OG0008702	LOC4802593|XP_001359485.3|DPSE	LOC108014331|XP_016935895.2|DSUZ
OG0008703	LOC4812677|XP_001353061.1|DPSE	LOC108005632|XP_016924432.1|DSUZ
OG0008704	LOC4816830|XP_001356698.3|DPSE	LOC108021678|XP_016945982.1|DSUZ
OG0008705	LOC4818089|XP_001357389.2|DPSE	LOC108021598|XP_016945880.1|DSUZ
OG0008706	LOC4801980|XP_001358992.2|DPSE	LOC108010794|XP_036675457.1|DSUZ
OG0008707	LOC6902688|XP_002133203.2|DPSE	LOC108019031|XP_016942133.1|DSUZ
OG0008708	LOC6901535|XP_015041764.1|DPSE	LOC108013715|XP_016935143.1|DSUZ
OG0008709	LOC4801238|XP_015037105.2|DPSE	LOC108020166|XP_016943756.2|DSUZ
OG0008710	LOC4801283|XP_001358403.2|DPSE	LOC108020216|XP_036677530.1|DSUZ, LOC118877803|XP_036673833.1|DSUZ
OG0008711	LOC4803299|XP_033232727.1|DPSE	LOC108018401|XP_036672529.1|DSUZ
OG0008712	LOC4805661|XP_001362023.2|DPSE	LOC108017984|XP_016940816.1|DSUZ
OG0008714	LOC4816848|XP_001356637.3|DPSE	LOC108021358|XP_016945533.1|DSUZ
OG0008715	LOC4801971|XP_001358984.2|DPSE	LOC108007959|XP_016927218.2|DSUZ
OG0008716	LOC4802140|XP_001359119.3|DPSE	LOC108006425|XP_016925438.2|DSUZ
OG0008717	LOC4811947|XP_001352519.2|DPSE	LOC108006831|XP_016925868.1|DSUZ
OG0008718	LOC6898903|XP_002138873.3|DPSE	LOC108009435|XP_016929261.1|DSUZ
OG0008719	LOC4801984|XP_015037518.2|DPSE	LOC108010795|XP_036675647.1|DSUZ
OG0008721	LOC4815977|XP_001355530.3|DPSE	LOC108005351|XP_016924080.2|DSUZ
OG0008722	LOC4803019|XP_001359821.3|DPSE	LOC108018545|XP_016941588.2|DSUZ
OG0008723	LOC4814169|XP_001354263.1|DPSE	LOC108012662|XP_016933577.1|DSUZ
OG0008724	LOC26534002|XP_015035716.1|DPSE	LOC108013136|XP_016934310.1|DSUZ
OG0008725	LOC4804416|XP_001360984.2|DPSE	LOC108009006|XP_016928440.1|DSUZ
OG0008726	LOC6898339|XP_033233896.1|DPSE	LOC108018108|XP_016941012.2|DSUZ
OG0008727	LOC4801413|XP_033232342.1|DPSE	LOC108011582|XP_016932239.2|DSUZ
OG0008728	LOC4800796|XP_001358007.3|DPSE	LOC118879356|XP_036678103.1|DSUZ, LOC108015671|XP_016937670.2|DSUZ
OG0008729	LOC4814412|XP_001354349.1|DPSE	LOC108010412|XP_036675989.1|DSUZ
OG0008730	LOC6901912|XP_002133446.1|DPSE	LOC108016953|XP_016939377.1|DSUZ
OG0008731	LOC4801953|XP_001358968.4|DPSE	LOC118877879|XP_036674134.1|DSUZ, LOC108011005|XP_036675479.1|DSUZ
OG0008732	LOC4816584|XP_001355914.4|DPSE	LOC108011967|XP_016932717.1|DSUZ
OG0008734	LOC4802744|XP_001359607.4|DPSE	LOC108011598|XP_016932256.1|DSUZ
OG0008735	LOC4804641|XP_033234779.1|DPSE	LOC108008798|XP_016928185.1|DSUZ
OG0008736	LOC4805097|XP_001361557.3|DPSE	LOC108008410|XP_016927745.1|DSUZ
OG0008737	LOC4803022|XP_001359824.3|DPSE	LOC108018533|XP_016941575.2|DSUZ
OG0008738	LOC4816234|XP_001355855.2|DPSE	LOC118879392|XP_036678150.1|DSUZ, LOC108005722|XP_036677987.1|DSUZ
OG0008739	LOC4812083|XP_001352994.1|DPSE	LOC108013480|XP_016934852.1|DSUZ
OG0008740	LOC4805425|XP_001361826.4|DPSE	LOC108008351|XP_016927669.1|DSUZ
OG0008741	LOC6898868|XP_002138839.2|DPSE	LOC108009073|XP_016928576.1|DSUZ
OG0008742	LOC4813705|XP_001353477.1|DPSE	LOC108007113|XP_036670866.1|DSUZ
OG0008743	LOC4804741|XP_001361253.2|DPSE	LOC108009807|XP_016929970.1|DSUZ
OG0008744	LOC4804138|XP_001360744.1|DPSE	LOC108018213|XP_016941220.1|DSUZ
OG0008745	LOC4814745|XP_001354587.4|DPSE	LOC108015352|XP_016937252.2|DSUZ
OG0008746	LOC6897987|XP_033232736.1|DPSE	LOC108014201|XP_016935727.1|DSUZ
OG0008747	LOC6900878|XP_002135235.2|DPSE	LOC108013419|XP_016934767.1|DSUZ
OG0008748	LOC26532810|XP_033236618.1|DPSE, LOC6903178|XP_002132878.2|DPSE	LOC108005661|XP_016924474.1|DSUZ
OG0008749	LOC4817250|XP_001356800.3|DPSE	LOC108016459|XP_016938603.1|DSUZ
OG0008750	LOC4817351|XP_001356322.2|DPSE	LOC108021164|XP_016945235.1|DSUZ
OG0008751	LOC6897872|XP_002137974.1|DPSE	LOC108019336|XP_036675088.1|DSUZ, LOC108019335|XP_016942645.2|DSUZ
OG0008752	LOC6897893|XP_002137993.4|DPSE	LOC108018532|XP_036673127.1|DSUZ
OG0008753	LOC6900782|XP_002135141.2|DPSE, LOC6900777|XP_002135136.1|DPSE	LOC108013919|XP_016935413.1|DSUZ
OG0008755	LOC4801182|XP_001358315.4|DPSE	LOC108017387|XP_016939896.1|DSUZ
OG0008756	LOC26532104|XP_015037195.1|DPSE	LOC108014884|XP_016936591.1|DSUZ
OG0008757	LOC13036449|XP_003736527.1|DPSE	LOC108015693|XP_036673162.1|DSUZ
OG0008758	LOC6903288|XP_033235264.1|DPSE	LOC108021329|XP_016945489.1|DSUZ
OG0008759	LOC4817213|XP_033236019.1|DPSE	LOC108021273|XP_016945395.1|DSUZ
OG0008760	LOC4816695|XP_001356050.3|DPSE	LOC108009638|XP_016929627.1|DSUZ
OG0008761	LOC6898341|XP_033234607.1|DPSE, LOC6902397|XP_002133332.1|DPSE	LOC108021597|XP_016945879.1|DSUZ
OG0008762	LOC6898151|XP_002138229.2|DPSE	LOC118876744|XP_016942909.1|DSUZ
OG0008763	LOC4816241|XP_001355861.3|DPSE	LOC108007728|XP_016926967.1|DSUZ
OG0008764	LOC6902708|XP_033236370.1|DPSE, LOC26533284|XP_033236584.1|DPSE, LOC26534307|XP_033236032.1|DPSE	LOC108008922|XP_016928322.1|DSUZ
OG0008765	LOC4804934|XP_001361416.3|DPSE	LOC108019655|XP_016943032.1|DSUZ
OG0008766	LOC6903140|XP_002132846.2|DPSE	LOC108009416|XP_016929236.1|DSUZ, LOC118876826|XP_036668735.1|DSUZ, LOC108008765|XP_016928156.1|DSUZ
OG0008767	LOC4804804|XP_001361306.1|DPSE	LOC108017881|XP_016940533.1|DSUZ
OG0008768	LOC4805590|XP_001361971.1|DPSE	LOC108009979|XP_016930242.1|DSUZ
OG0008769	LOC4805713|XP_001362067.2|DPSE	LOC108010033|XP_016930328.1|DSUZ
OG0008770	LOC6898113|XP_002138193.2|DPSE, LOC6896828|XP_033241692.1|DPSE	LOC108017798|XP_016940432.1|DSUZ
OG0008771	LOC4805024|XP_002138738.2|DPSE, LOC26532250|XP_033234117.1|DPSE	LOC108009542|XP_016929472.1|DSUZ
OG0008772	LOC4804740|XP_001361252.2|DPSE	LOC108008174|XP_016927454.1|DSUZ
OG0008773	LOC6898332|XP_002138387.1|DPSE	LOC108009191|XP_016928832.1|DSUZ
OG0008774	LOC4804628|XP_001361160.3|DPSE	LOC108008677|XP_016928059.1|DSUZ
OG0008775	LOC4804094|XP_001360712.4|DPSE	LOC108009324|XP_016929083.1|DSUZ
OG0008776	LOC4803949|XP_001360587.4|DPSE	LOC108008343|XP_016927660.1|DSUZ
OG0008777	LOC4804213|XP_001360808.4|DPSE	LOC108009708|XP_016929752.1|DSUZ
OG0008778	LOC4805584|XP_015040729.1|DPSE	LOC108018061|XP_016940946.1|DSUZ
OG0008779	LOC4815379|XP_001354639.2|DPSE	LOC108018905|XP_016941986.1|DSUZ
OG0008780	LOC4802310|XP_001359251.2|DPSE	LOC118878005|XP_036674920.1|DSUZ, LOC118877740|XP_036673640.1|DSUZ, LOC118878562|XP_036677476.1|DSUZ, LOC118878013|XP_036674953.1|DSUZ, LOC108013799|XP_016935261.1|DSUZ, LOC118876776|XP_036674842.1|DSUZ
OG0008781	LOC4815628|XP_015041293.2|DPSE	LOC108015421|XP_016937339.1|DSUZ
OG0008782	LOC6900932|XP_033240215.1|DPSE	LOC108013389|XP_016934715.1|DSUZ
OG0008783	LOC4803717|XP_001360391.4|DPSE	LOC108008731|XP_016928120.1|DSUZ
OG0008784	LOC4812281|XP_001352979.2|DPSE	LOC108013191|XP_016934387.1|DSUZ
OG0008786	LOC6902586|XP_002133114.3|DPSE, LOC4816303|XP_001356078.4|DPSE	LOC108012395|XP_016933247.1|DSUZ
OG0008787	LOC117185171|XP_033241287.1|DPSE	LOC108013219|XP_016934435.1|DSUZ
OG0008788	LOC4812199|XP_001352701.3|DPSE	LOC108011439|XP_016932059.1|DSUZ
OG0008789	LOC4814108|XP_001354241.3|DPSE	LOC108012597|XP_016933505.1|DSUZ
OG0008790	LOC4804004|XP_001360635.4|DPSE	LOC108019898|XP_016943471.1|DSUZ
OG0008791	LOC4804114|XP_001360726.3|DPSE	LOC108008694|XP_016928079.1|DSUZ
OG0008792	LOC4805707|XP_001362063.1|DPSE	LOC108009086|XP_016928632.2|DSUZ
OG0008793	LOC4805568|XP_001361953.3|DPSE	LOC108019629|XP_016943000.1|DSUZ
OG0008794	LOC4817505|XP_001356923.3|DPSE	LOC108006736|XP_016925772.1|DSUZ
OG0008795	LOC4802401|XP_033232310.1|DPSE	LOC108014155|XP_036674027.1|DSUZ
OG0008796	LOC4802228|XP_001359191.3|DPSE	LOC108015441|XP_036675582.1|DSUZ
OG0008797	LOC4801063|XP_001358223.3|DPSE	LOC108015606|XP_016937583.1|DSUZ, LOC108014526|XP_036673697.1|DSUZ
OG0008798	LOC117183366|XP_033232969.1|DPSE, LOC6896699|XP_033232581.1|DPSE, LOC4800236|XP_001357605.4|DPSE	LOC108008044|XP_016927316.2|DSUZ, LOC108008038|XP_036675452.1|DSUZ
OG0008799	LOC4803638|XP_001360326.1|DPSE	LOC108009070|XP_016928570.1|DSUZ
OG0008801	LOC26533549|XP_033240553.1|DPSE, LOC6900768|XP_002135127.2|DPSE, LOC117183238|XP_033232355.1|DPSE	LOC108012699|XP_036672137.1|DSUZ, LOC108012653|XP_036671618.1|DSUZ, LOC108012708|XP_036672097.1|DSUZ
OG0008806	LOC6901862|XP_033240624.1|DPSE	LOC108019219|XP_016942504.1|DSUZ
OG0008807	LOC6901315|XP_015041562.2|DPSE	LOC108005328|XP_036675873.1|DSUZ
OG0008808	LOC6901163|XP_002133864.3|DPSE	LOC108005292|XP_016923980.1|DSUZ
OG0008809	LOC4800435|XP_001357713.1|DPSE	LOC118877843|XP_036673960.1|DSUZ
OG0008811	LOC4800692|XP_001357917.2|DPSE	LOC108006415|XP_036673233.1|DSUZ
OG0008813	LOC4801518|XP_001358596.5|DPSE	LOC108010601|XP_036674348.1|DSUZ
OG0008814	LOC4804295|XP_033234107.1|DPSE	LOC108008794|XP_016928180.1|DSUZ
OG0008815	LOC6900867|XP_002135224.2|DPSE	LOC108012459|XP_016933337.1|DSUZ
OG0008816	LOC4812019|XP_001352818.3|DPSE	LOC108006849|XP_016925887.1|DSUZ
OG0008819	LOC4804645|XP_001361174.2|DPSE	LOC108010197|XP_016930530.1|DSUZ
OG0008820	LOC6902789|XP_015035763.2|DPSE	LOC108013464|XP_016934834.1|DSUZ
OG0008821	LOC6901907|XP_002133441.3|DPSE	LOC108011223|XP_016931810.1|DSUZ
OG0008822	LOC117183915|XP_033235287.1|DPSE	LOC108007437|XP_016926588.1|DSUZ
OG0008824	LOC6898020|XP_015038989.1|DPSE	LOC108006159|XP_036672288.1|DSUZ
OG0008825	LOC4813887|XP_001353588.3|DPSE	LOC108006144|XP_036670760.1|DSUZ
OG0008829	LOC4814980|XP_001354514.1|DPSE	LOC108016782|XP_016939039.1|DSUZ
OG0008830	LOC6901021|XP_015042199.1|DPSE	LOC108010443|XP_036675962.1|DSUZ
OG0008831	LOC4815666|XP_001355355.1|DPSE	LOC108016751|XP_016938983.1|DSUZ
OG0008832	LOC4816028|XP_033240819.1|DPSE	LOC108016644|XP_016938835.1|DSUZ
OG0008833	LOC4814971|XP_001354772.2|DPSE	LOC108019166|XP_016942413.1|DSUZ
OG0008834	LOC13036285|XP_003736669.2|DPSE	LOC108017667|XP_016940265.1|DSUZ
OG0008835	LOC26533920|XP_015037440.2|DPSE	LOC118877878|XP_036674132.1|DSUZ, LOC108007809|XP_016927061.2|DSUZ
OG0008837	LOC6898258|XP_002138324.1|DPSE	LOC108008658|XP_016928034.1|DSUZ
OG0008838	LOC4816867|XP_001356360.4|DPSE	LOC108021360|XP_016945537.1|DSUZ
OG0008839	LOC6898187|XP_002138256.1|DPSE	LOC108008331|XP_016927646.1|DSUZ
OG0008840	LOC4816669|XP_001356035.3|DPSE	LOC108021305|XP_016945446.1|DSUZ
OG0008841	LOC4812054|XP_001352674.3|DPSE	LOC108007081|XP_036671384.1|DSUZ
OG0008842	LOC4804554|XP_001361097.5|DPSE	LOC108008205|XP_036668942.1|DSUZ
OG0008843	LOC6899968|XP_002135336.1|DPSE	LOC108007165|XP_016926274.1|DSUZ
OG0008845	LOC4816405|XP_001356020.2|DPSE	LOC108008962|XP_016928367.1|DSUZ
OG0008846	LOC6903350|XP_002132231.3|DPSE, LOC6903351|XP_002132232.3|DPSE	LOC108020726|XP_016944583.2|DSUZ, LOC118877258|XP_036670919.1|DSUZ
OG0008847	LOC4802273|XP_001359225.1|DPSE	LOC108015980|XP_016938056.1|DSUZ
OG0008848	LOC4804767|XP_001361278.3|DPSE	LOC108008243|XP_016927523.2|DSUZ
OG0008849	LOC4815123|XP_015042161.2|DPSE	LOC108004567|XP_016922992.1|DSUZ
OG0008850	LOC4804403|XP_001360973.2|DPSE	LOC108008823|XP_016928218.1|DSUZ
OG0008851	LOC4816436|XP_001356047.2|DPSE	LOC108007374|XP_016926522.1|DSUZ
OG0008852	LOC4803581|XP_001360285.3|DPSE	LOC108019571|XP_016942897.1|DSUZ
OG0008854	LOC4817180|XP_015036134.2|DPSE	LOC108021334|XP_016945499.1|DSUZ
OG0008855	LOC4815381|XP_001354861.3|DPSE	LOC108018941|XP_016942027.1|DSUZ
OG0008856	LOC4811778|XP_001352348.2|DPSE	LOC108020425|XP_016944224.1|DSUZ
OG0008857	LOC4812836|XP_001353234.2|DPSE	LOC108005801|XP_036672069.1|DSUZ
OG0008858	LOC6897581|XP_002137726.2|DPSE	LOC108012037|XP_016932806.1|DSUZ, LOC108006776|XP_036674578.1|DSUZ
OG0008859	LOC4813732|XP_001353870.1|DPSE	LOC108012419|XP_016933268.1|DSUZ
OG0008860	LOC4800246|XP_001357637.1|DPSE	LOC108019306|XP_016942616.2|DSUZ
OG0008861	LOC4805082|XP_001361544.1|DPSE	LOC108006533|XP_016925547.1|DSUZ, LOC108010232|XP_036668604.1|DSUZ
OG0008862	LOC4802099|XP_033232839.1|DPSE	LOC108018281|XP_036674687.1|DSUZ
OG0008863	LOC6902678|XP_002133194.2|DPSE	LOC108021236|XP_036677646.1|DSUZ
OG0008864	LOC4805252|XP_001361684.5|DPSE	LOC108008750|XP_016928137.1|DSUZ
OG0008865	LOC4817759|XP_001357155.2|DPSE	LOC108007451|XP_016926609.1|DSUZ
OG0008866	LOC4817719|XP_033236403.1|DPSE	LOC108013622|XP_036668767.1|DSUZ
OG0008867	LOC6901387|XP_015041657.2|DPSE	LOC108019134|XP_016942365.1|DSUZ
OG0008868	LOC4804569|XP_001361110.3|DPSE	LOC108008779|XP_016928165.1|DSUZ
OG0008869	LOC4813750|XP_001353377.2|DPSE	LOC108006889|XP_016925962.2|DSUZ
