Orthogroup	DPSE.longest_only	ASTE.longest_only
OG0007443	LOC4804532|XP_001361080.2|DPSE	LOC118507273|XP_035901470.1|ASTE
OG0007444	LOC4803987|XP_001360620.2|DPSE	LOC118507411|XP_035901765.1|ASTE
OG0007445	LOC4803988|XP_001360621.1|DPSE	LOC118503990|XP_035893832.1|ASTE
OG0007446	LOC4816802|XP_001356902.4|DPSE	LOC118507406|XP_035901757.1|ASTE
OG0007447	LOC4816943|XP_001356650.1|DPSE	LOC118503991|XP_035893833.1|ASTE
OG0007448	LOC4805314|XP_001361734.2|DPSE	LOC118503917|XP_035893611.1|ASTE
OG0007449	LOC4812450|XP_001352784.4|DPSE	LOC118503714|XP_035893170.1|ASTE
OG0007450	LOC4818106|XP_003736141.1|DPSE	LOC118503720|XP_035893215.1|ASTE
OG0007451	LOC4812448|XP_001353020.3|DPSE	LOC118505962|XP_035898390.1|ASTE
OG0007452	LOC4812120|XP_001353021.3|DPSE	LOC118505959|XP_035898386.1|ASTE
OG0007453	LOC4813296|XP_001353929.4|DPSE	LOC118507158|XP_035901101.1|ASTE
OG0007454	LOC4813367|XP_033240667.1|DPSE	LOC118506215|XP_035898929.1|ASTE
OG0007455	LOC6903881|XP_015035085.1|DPSE	LOC118503480|XP_035892673.1|ASTE
OG0007456	LOC4814600|XP_001354831.4|DPSE	LOC118508084|XP_035903452.1|ASTE
OG0007457	LOC4812537|XP_001352458.2|DPSE	LOC118503318|XP_035892350.1|ASTE
OG0007458	LOC4816555|XP_001356294.1|DPSE	LOC118504032|XP_035893909.1|ASTE
OG0007459	LOC4800923|XP_033232752.1|DPSE	LOC118504026|XP_035893899.1|ASTE
OG0007460	LOC6898328|XP_002138383.2|DPSE	LOC118504024|XP_035893896.1|ASTE
OG0007461	LOC4812863|XP_001353293.2|DPSE	LOC118507977|XP_035903217.1|ASTE
OG0007462	LOC4813074|XP_001353289.3|DPSE	LOC118502350|XP_035890425.1|ASTE
OG0007463	LOC4813312|XP_001353288.4|DPSE	LOC118517741|XP_035920079.1|ASTE
OG0007464	LOC6900419|XP_015042722.2|DPSE	LOC118505315|XP_035896846.1|ASTE
OG0007465	LOC6900216|XP_015043958.2|DPSE	LOC118508068|XP_035903418.1|ASTE
OG0007466	LOC4805401|XP_015040624.1|DPSE	LOC118503503|XP_035892732.1|ASTE
OG0007468	LOC4804247|XP_001360835.1|DPSE	LOC118503976|XP_035893804.1|ASTE
OG0007469	LOC4813627|XP_033238449.1|DPSE	LOC118503997|XP_035893841.1|ASTE
OG0007470	LOC4816195|XP_001355779.2|DPSE	LOC118503478|XP_035892670.1|ASTE
OG0007471	LOC4804181|XP_015039661.2|DPSE	LOC118507983|XP_035903240.1|ASTE
OG0007472	LOC4814678|XP_001354817.3|DPSE	LOC118504030|XP_035893903.1|ASTE
OG0007473	LOC4813752|XP_001353323.3|DPSE	LOC118517644|XP_035919858.1|ASTE
OG0007474	LOC4805309|XP_033234877.1|DPSE	LOC118503329|XP_035892371.1|ASTE
OG0007475	LOC4812236|XP_001352848.2|DPSE	LOC118505976|XP_035898422.1|ASTE
OG0007476	LOC4815810|XP_001355377.2|DPSE	LOC118510918|XP_035909216.1|ASTE
OG0007477	LOC6902022|XP_033240460.1|DPSE	LOC118508198|XP_035903656.1|ASTE
OG0007478	LOC26533437|XP_033236536.1|DPSE	LOC118508193|XP_035903649.1|ASTE
OG0007479	LOC4815049|XP_001354738.4|DPSE	LOC118505309|XP_035896840.1|ASTE
OG0007480	LOC6897563|XP_033237958.1|DPSE	LOC118508556|XP_035904341.1|ASTE
OG0007481	LOC4812074|XP_001352419.1|DPSE	LOC118505333|XP_035896875.1|ASTE
OG0007482	LOC4816960|XP_033235667.1|DPSE	LOC118503949|XP_035893727.1|ASTE
OG0007483	LOC4804874|XP_015040250.2|DPSE	LOC118504776|XP_035895597.1|ASTE
OG0007484	LOC4814926|XP_015041560.2|DPSE	LOC118503902|XP_035893585.1|ASTE
OG0007485	LOC6901183|XP_002133884.1|DPSE	LOC118503905|XP_035893590.1|ASTE
OG0007486	LOC4815494|XP_001355504.2|DPSE	LOC118503955|XP_035893736.1|ASTE
OG0007487	LOC4811687|XP_001352269.4|DPSE	LOC118503954|XP_035893732.1|ASTE
OG0007488	LOC4813976|XP_001354133.4|DPSE	LOC118517650|XP_035919871.1|ASTE
OG0007489	LOC6897672|XP_033232948.1|DPSE	LOC118512379|XP_035912640.1|ASTE
OG0007490	LOC6899246|XP_033237617.1|DPSE	LOC118509901|XP_035907053.1|ASTE
OG0007491	LOC4815706|XP_033241437.1|DPSE	LOC118504880|XP_035895829.1|ASTE
OG0007492	LOC4803492|XP_001360209.3|DPSE	LOC118507217|XP_035901210.1|ASTE
OG0007493	LOC6899416|XP_033237765.1|DPSE	LOC118510091|XP_035907400.1|ASTE
OG0007494	LOC6903769|XP_033236870.1|DPSE	LOC118510297|XP_035907814.1|ASTE
OG0007495	LOC4815365|XP_001355104.3|DPSE	LOC118507211|XP_035901193.1|ASTE
OG0007496	LOC4813340|XP_033237627.1|DPSE	LOC118504112|XP_035894093.1|ASTE
OG0007497	LOC6900690|XP_015043164.1|DPSE	LOC118504113|XP_035894097.1|ASTE
OG0007498	LOC4812939|XP_015042903.2|DPSE	LOC118512314|XP_035912458.1|ASTE
OG0007499	LOC4813960|XP_015043493.2|DPSE	LOC118512351|XP_035912545.1|ASTE
OG0007500	LOC4813961|XP_001354120.2|DPSE	LOC118510929|XP_035909240.1|ASTE
OG0007501	LOC6900461|XP_033240110.1|DPSE	LOC118503884|XP_035893531.1|ASTE
OG0007502	LOC26532207|XP_015039007.1|DPSE	LOC118504123|XP_035894107.1|ASTE
OG0007503	LOC4817366|XP_015035993.2|DPSE	LOC118504063|XP_035893992.1|ASTE
OG0007504	LOC4812133|XP_015044072.1|DPSE	LOC118504106|XP_035894086.1|ASTE
OG0007505	LOC4813180|XP_001353188.3|DPSE	LOC118504061|XP_035893988.1|ASTE
OG0007506	LOC4813785|XP_001353189.1|DPSE	LOC118504094|XP_035894069.1|ASTE
OG0007507	LOC4816944|XP_001356406.1|DPSE	LOC118504156|XP_035894177.1|ASTE
OG0007508	LOC4817198|XP_001356645.3|DPSE	LOC118512348|XP_035912535.1|ASTE
OG0007509	LOC4817981|XP_001357334.2|DPSE	LOC118512336|XP_035912514.1|ASTE
OG0007510	LOC4805037|XP_033234481.1|DPSE	LOC118506095|XP_035898672.1|ASTE
OG0007511	LOC4816564|XP_001356138.2|DPSE	LOC118503978|XP_035893806.1|ASTE
OG0007512	LOC4803079|XP_003736901.2|DPSE	LOC118503961|XP_035893749.1|ASTE
OG0007513	LOC4816913|XP_001356437.2|DPSE	LOC118507336|XP_035901618.1|ASTE
OG0007514	LOC6899932|XP_002135300.3|DPSE	LOC118507342|XP_035901624.1|ASTE
OG0007515	LOC6903294|XP_002132482.3|DPSE	LOC118512384|XP_035912648.1|ASTE
OG0007516	LOC4817819|XP_001357477.2|DPSE	LOC118512367|XP_035912589.1|ASTE
OG0007517	LOC4813970|XP_001354128.1|DPSE	LOC118512382|XP_035912646.1|ASTE
OG0007518	LOC4805628|XP_001362000.1|DPSE	LOC118507238|XP_035901382.1|ASTE
OG0007519	LOC4805534|XP_033233250.1|DPSE	LOC118508149|XP_035903578.1|ASTE
OG0007520	LOC6898464|XP_002138507.2|DPSE	LOC118503437|XP_035892590.1|ASTE
OG0007521	LOC4815920|XP_001355728.2|DPSE	LOC118505916|XP_035898277.1|ASTE
OG0007522	LOC26533691|XP_033239799.1|DPSE	LOC118507331|XP_035901612.1|ASTE
OG0007523	LOC4805410|XP_015040631.2|DPSE	LOC118507428|XP_035901791.1|ASTE, LOC118517347|XP_035919240.1|ASTE
OG0007524	LOC4817098|XP_001356574.3|DPSE	LOC118505993|XP_035898459.1|ASTE
OG0007525	LOC4816412|XP_001356237.1|DPSE	LOC118517684|XP_035919988.1|ASTE
OG0007526	LOC4800947|XP_001358131.2|DPSE	LOC118517695|XP_035920011.1|ASTE
OG0007527	LOC4813688|XP_001353646.1|DPSE	LOC118517701|XP_035920025.1|ASTE
OG0007528	LOC6899016|XP_002138971.3|DPSE	LOC118517627|XP_035919830.1|ASTE
OG0007529	LOC4803964|XP_001360602.4|DPSE	LOC118503323|XP_035892358.1|ASTE
OG0007530	LOC117184773|XP_033239501.1|DPSE	LOC118505983|XP_035898438.1|ASTE
OG0007531	LOC4805574|XP_001361957.2|DPSE	LOC118506100|XP_035898678.1|ASTE
OG0007532	LOC6899062|XP_002138987.3|DPSE	LOC118507250|XP_035901426.1|ASTE
OG0007534	LOC4813823|XP_001353547.1|DPSE	LOC118507304|XP_035901571.1|ASTE
OG0007535	LOC4812895|XP_001353601.3|DPSE	LOC118507271|XP_035901464.1|ASTE
OG0007536	LOC4802872|XP_001359703.2|DPSE	LOC118506023|XP_035898519.1|ASTE
OG0007537	LOC6900585|XP_033238191.1|DPSE	LOC118508138|XP_035903545.1|ASTE
OG0007538	LOC4813036|XP_033240038.1|DPSE	LOC118508136|XP_035903536.1|ASTE
OG0007539	LOC6903226|XP_002132927.3|DPSE	LOC118508123|XP_035903523.1|ASTE
OG0007540	LOC4800726|XP_001357946.2|DPSE	LOC118508124|XP_035903525.1|ASTE
OG0007541	LOC4805169|XP_001361616.1|DPSE	LOC118507161|XP_035901108.1|ASTE
OG0007542	LOC4805699|XP_004444581.2|DPSE	LOC118507165|XP_035901122.1|ASTE
OG0007543	LOC6899870|XP_033237262.1|DPSE	LOC118508157|XP_035903591.1|ASTE
OG0007544	LOC4812609|XP_001352623.3|DPSE	LOC118507301|XP_035901562.1|ASTE
OG0007545	LOC4816203|XP_001355751.2|DPSE	LOC118514089|XP_035916518.1|ASTE
OG0007546	LOC6897507|XP_002137656.1|DPSE	LOC118506320|XP_035899164.1|ASTE
OG0007547	LOC4804152|XP_001360758.1|DPSE	LOC118504846|XP_035895748.1|ASTE
OG0007548	LOC4814150|XP_033238089.1|DPSE	LOC118504163|XP_035894189.1|ASTE
OG0007549	LOC117184538|XP_033238588.1|DPSE	LOC118504170|XP_035894206.1|ASTE
OG0007550	LOC4812156|XP_001352902.1|DPSE	LOC118517655|XP_035919881.1|ASTE
OG0007551	LOC4804034|XP_033234626.1|DPSE	LOC118517661|XP_035919930.1|ASTE
OG0007552	LOC4817115|XP_001356747.4|DPSE	LOC118517664|XP_035919935.1|ASTE
OG0007553	LOC4817138|XP_001356826.1|DPSE	LOC118517668|XP_035919939.1|ASTE
OG0007554	LOC4812546|XP_001352604.1|DPSE	LOC118505978|XP_035898426.1|ASTE
OG0007555	LOC4804092|XP_033234653.1|DPSE	LOC118505987|XP_035898442.1|ASTE
OG0007556	LOC4805624|XP_033233719.1|DPSE	LOC118503241|XP_035892146.1|ASTE
OG0007557	LOC4805622|XP_033233717.1|DPSE	LOC118503242|XP_035892147.1|ASTE
OG0007558	LOC6898303|XP_033234414.1|DPSE	LOC118507272|XP_035901465.1|ASTE
OG0007559	LOC4816170|XP_001355815.1|DPSE	LOC118505982|XP_035898436.1|ASTE
OG0007560	LOC4811878|XP_015044064.2|DPSE	LOC118503237|XP_035892139.1|ASTE
OG0007561	LOC4812424|XP_033239055.1|DPSE	LOC118507986|XP_035903246.1|ASTE
OG0007562	LOC4813838|XP_001353278.3|DPSE	LOC118503170|XP_035892026.1|ASTE
OG0007563	LOC4813108|XP_001353957.1|DPSE	LOC118504752|XP_035895565.1|ASTE
OG0007564	LOC4813563|XP_001353587.2|DPSE	LOC118506205|XP_035898906.1|ASTE
OG0007565	LOC26532232|XP_033233421.1|DPSE	LOC118505882|XP_035898217.1|ASTE
OG0007566	LOC4803957|XP_001360595.2|DPSE	LOC118504173|XP_035894214.1|ASTE
OG0007567	LOC4801156|XP_001358291.1|DPSE	LOC118507375|XP_035901711.1|ASTE
OG0007568	LOC4804651|XP_001361179.2|DPSE	LOC118504223|XP_035894332.1|ASTE
OG0007569	LOC4804140|XP_001360746.2|DPSE	LOC118507379|XP_035901717.1|ASTE
OG0007570	LOC4804652|XP_001361180.2|DPSE	LOC118507378|XP_035901716.1|ASTE
OG0007572	LOC4818006|XP_001357476.3|DPSE	LOC118504225|XP_035894333.1|ASTE
OG0007573	LOC4803874|XP_001360523.2|DPSE	LOC118503072|XP_035891839.1|ASTE
OG0007574	LOC4805436|XP_001361837.1|DPSE	LOC118503069|XP_035891835.1|ASTE
OG0007575	LOC4805562|XP_001361947.3|DPSE	LOC118503059|XP_035891818.1|ASTE
OG0007576	LOC4814754|XP_033239087.1|DPSE	LOC118503963|XP_035893751.1|ASTE
OG0007577	LOC4815088|XP_001354834.2|DPSE	LOC118503984|XP_035893821.1|ASTE
OG0007578	LOC4817485|XP_001356906.4|DPSE	LOC118503893|XP_035893559.1|ASTE
OG0007579	LOC4805053|XP_001361517.2|DPSE	LOC118503874|XP_035893511.1|ASTE
OG0007580	LOC4813161|XP_001353135.2|DPSE	LOC118503871|XP_035893504.1|ASTE
OG0007581	LOC4816827|XP_001356542.2|DPSE	LOC118503862|XP_035893485.1|ASTE
OG0007582	LOC4802367|XP_001359296.1|DPSE	LOC118503866|XP_035893493.1|ASTE
OG0007583	LOC4805234|XP_001361670.3|DPSE	LOC118503865|XP_035893492.1|ASTE
OG0007584	LOC4815715|XP_001355626.4|DPSE	LOC118507417|XP_035901774.1|ASTE
OG0007585	LOC4813265|XP_001353291.4|DPSE	LOC118507194|XP_035901163.1|ASTE
OG0007587	LOC4805539|XP_033233415.1|DPSE	LOC118506121|XP_035898731.1|ASTE
OG0007588	LOC117184108|XP_033236202.1|DPSE	LOC118506117|XP_035898718.1|ASTE
OG0007589	LOC4814770|XP_001354759.2|DPSE	LOC118506087|XP_035898659.1|ASTE, LOC118516521|XP_035918348.1|ASTE
OG0007590	LOC6900368|XP_015042616.2|DPSE	LOC118503692|XP_035893128.1|ASTE
OG0007591	LOC4805120|XP_001361577.2|DPSE	LOC118507104|XP_035901000.1|ASTE
OG0007592	LOC4804218|XP_001360812.3|DPSE	LOC118508065|XP_035903415.1|ASTE
OG0007593	LOC4814374|XP_001354449.2|DPSE	LOC118504841|XP_035895740.1|ASTE
OG0007594	LOC4805112|XP_003736964.1|DPSE	LOC118504115|XP_035894099.1|ASTE
OG0007595	LOC6898699|XP_002138704.1|DPSE	LOC118504202|XP_035894275.1|ASTE
OG0007596	LOC4813933|XP_001354095.2|DPSE	LOC118504852|XP_035895757.1|ASTE
OG0007597	LOC4813821|XP_001353995.2|DPSE	LOC118504194|XP_035894262.1|ASTE
OG0007598	LOC4805564|XP_001361949.2|DPSE	LOC118503499|XP_035892726.1|ASTE
OG0007599	LOC4813840|XP_001353599.1|DPSE	LOC118503083|XP_035891858.1|ASTE
OG0007600	LOC4811984|XP_033241393.1|DPSE	LOC118503084|XP_035891860.1|ASTE
OG0007601	LOC6900346|XP_002134743.1|DPSE	LOC118503364|XP_035892451.1|ASTE
OG0007602	LOC4813059|XP_001353518.1|DPSE	LOC118503365|XP_035892454.1|ASTE
OG0007603	LOC4813690|XP_001353519.1|DPSE	LOC118503348|XP_035892413.1|ASTE
OG0007604	LOC4812534|XP_015043590.2|DPSE	LOC118503797|XP_035893381.1|ASTE
OG0007605	LOC6903600|XP_033240199.1|DPSE	LOC118503793|XP_035893366.1|ASTE
OG0007606	LOC4811995|XP_001352785.3|DPSE	LOC118503788|XP_035893357.1|ASTE
OG0007607	LOC4801080|XP_015038658.2|DPSE	LOC118503780|XP_035893346.1|ASTE
OG0007608	LOC4812615|XP_001353008.3|DPSE	LOC118503766|XP_035893328.1|ASTE
OG0007609	LOC4814603|XP_001354815.1|DPSE	LOC118509776|XP_035906808.1|ASTE
OG0007610	LOC4804366|XP_001360940.2|DPSE	LOC118503409|XP_035892531.1|ASTE
OG0007611	LOC6899891|XP_015044270.1|DPSE	LOC118503406|XP_035892504.1|ASTE
OG0007612	LOC4805132|XP_033233581.1|DPSE	LOC118506137|XP_035898766.1|ASTE
OG0007613	LOC6898999|XP_002138959.2|DPSE	LOC118507358|XP_035901658.1|ASTE
OG0007614	LOC4811962|XP_001352737.1|DPSE	LOC118504908|XP_035895869.1|ASTE
OG0007615	LOC4814146|XP_001354300.2|DPSE	LOC118504913|XP_035895878.1|ASTE
OG0007616	LOC4801157|XP_001358292.2|DPSE	LOC118504912|XP_035895877.1|ASTE
OG0007617	LOC6900497|XP_033237811.1|DPSE	LOC118504909|XP_035895870.1|ASTE
OG0007618	LOC6900548|XP_002134932.3|DPSE	LOC118504243|XP_035894358.1|ASTE
OG0007619	LOC4812370|XP_001352744.3|DPSE	LOC118506217|XP_035898940.1|ASTE
OG0007620	LOC4811937|XP_033240824.1|DPSE	LOC118504790|XP_035895648.1|ASTE
OG0007621	LOC4804592|XP_001361127.4|DPSE	LOC118508395|XP_035904040.1|ASTE
OG0007622	LOC6900797|XP_033239100.1|DPSE	LOC118508117|XP_035903508.1|ASTE
OG0007623	LOC4813463|XP_033241065.1|DPSE	LOC118503091|XP_035891875.1|ASTE
OG0007624	LOC4812043|XP_001353014.1|DPSE	LOC118503755|XP_035893299.1|ASTE
OG0007625	LOC4813758|XP_033239104.1|DPSE	LOC118503741|XP_035893260.1|ASTE
OG0007626	LOC4812057|XP_001352447.3|DPSE	LOC118503737|XP_035893246.1|ASTE
OG0007627	LOC4812513|XP_001352446.3|DPSE	LOC118503744|XP_035893279.1|ASTE
OG0007628	LOC4811788|XP_001352355.1|DPSE	LOC118509707|XP_035906686.1|ASTE
OG0007630	LOC4803248|XP_001360021.3|DPSE	LOC118517457|XP_035919507.1|ASTE
OG0007631	LOC4800673|XP_001357905.2|DPSE	LOC118508383|XP_035904013.1|ASTE
OG0007632	LOC26533848|XP_015043587.1|DPSE	LOC118509989|XP_035907264.1|ASTE
OG0007633	LOC4816993|XP_033235742.1|DPSE	LOC118510618|XP_035908538.1|ASTE
OG0007635	LOC4816505|XP_001356244.3|DPSE	LOC118512547|XP_035913019.1|ASTE
OG0007637	LOC6899753|XP_002135785.3|DPSE	LOC118508236|XP_035903736.1|ASTE
OG0007664	LOC4801634|XP_015037333.2|DPSE	LOC118504945|XP_035895941.1|ASTE
OG0007665	LOC4815560|XP_001355654.4|DPSE	LOC118510267|XP_035907760.1|ASTE
OG0007666	LOC4815899|XP_033240804.1|DPSE	LOC118510285|XP_035907797.1|ASTE
OG0007667	LOC4815905|XP_033240908.1|DPSE	LOC118507830|XP_035902831.1|ASTE
OG0007668	LOC4818159|XP_001357432.2|DPSE	LOC118503775|XP_035893343.1|ASTE
OG0007669	LOC6902277|XP_002133804.2|DPSE	LOC118517403|XP_035919361.1|ASTE
OG0007670	LOC6902278|XP_002133805.2|DPSE	LOC118517401|XP_035919359.1|ASTE
OG0007671	LOC4814872|XP_001354976.1|DPSE	LOC118509751|XP_035906775.1|ASTE
OG0007672	LOC4815662|XP_001355438.3|DPSE	LOC118517485|XP_035919573.1|ASTE
OG0007673	LOC4801143|XP_001358282.4|DPSE	LOC118507722|XP_035902566.1|ASTE
OG0007674	LOC4814200|XP_033237726.1|DPSE	LOC118511164|XP_035909799.1|ASTE
OG0007675	LOC6901216|XP_033239868.1|DPSE	LOC118510733|XP_035908842.1|ASTE
OG0007676	LOC6901019|XP_002134503.3|DPSE	LOC118510586|XP_035908482.1|ASTE
OG0007677	LOC4816095|XP_001355219.2|DPSE	LOC118514235|XP_035916832.1|ASTE
OG0007678	LOC6901727|XP_033239684.1|DPSE	LOC118509459|XP_035906426.1|ASTE
OG0007679	LOC4814544|XP_001355062.2|DPSE	LOC118517458|XP_035919508.1|ASTE
OG0007680	LOC4816422|XP_001356157.1|DPSE	LOC118503052|XP_035891788.1|ASTE
OG0007682	LOC26532857|XP_033240854.1|DPSE, LOC117184917|XP_033239991.1|DPSE	LOC118509130|XP_035905226.1|ASTE
OG0007683	LOC4815519|XP_001355491.2|DPSE	LOC118515097|XP_035917718.1|ASTE
OG0007684	LOC4815115|XP_001354602.1|DPSE	LOC118506013|XP_035898492.1|ASTE
OG0007685	LOC4811763|XP_033240909.1|DPSE	LOC118505487|XP_035897226.1|ASTE
OG0007686	LOC4815289|XP_001355070.3|DPSE	LOC118510910|XP_035909207.1|ASTE
OG0007687	LOC4815432|XP_001355718.3|DPSE	LOC118516438|XP_035918217.1|ASTE
OG0007688	LOC4801759|XP_001358800.4|DPSE	LOC118512333|XP_035912508.1|ASTE
OG0007689	LOC4814554|XP_001355048.3|DPSE	LOC118516599|XP_035918458.1|ASTE
OG0007690	LOC6901532|XP_033237779.1|DPSE	LOC118505593|XP_035897499.1|ASTE
OG0007691	LOC4801100|XP_001358249.2|DPSE	LOC118503386|XP_035892482.1|ASTE
OG0007692	LOC6901005|XP_002134632.3|DPSE	LOC118517467|XP_035919533.1|ASTE
OG0007693	LOC4814977|XP_001354998.3|DPSE	LOC118510603|XP_035908507.1|ASTE
OG0007694	LOC4813761|XP_001353158.2|DPSE	LOC118510935|XP_035909261.1|ASTE
OG0007695	LOC6901459|XP_033239284.1|DPSE	LOC118507033|XP_035900875.1|ASTE
OG0007696	LOC4813565|XP_001353485.3|DPSE	LOC118509288|XP_035905589.1|ASTE
OG0007697	LOC4811870|XP_001352637.2|DPSE	LOC118517656|XP_035919901.1|ASTE
OG0007698	LOC4815615|XP_001355679.3|DPSE	LOC118512437|XP_035912796.1|ASTE
OG0007699	LOC6901824|XP_002134492.1|DPSE	LOC118516267|XP_035918009.1|ASTE
OG0007701	LOC6901938|XP_033238201.1|DPSE	LOC118511281|XP_035910110.1|ASTE
OG0007702	LOC4815504|XP_001355581.3|DPSE	LOC118512446|XP_035912807.1|ASTE
OG0007705	LOC4814359|XP_001354382.2|DPSE	LOC118503911|XP_035893602.1|ASTE
OG0007706	LOC6903613|XP_033238780.1|DPSE	LOC118517426|XP_035919430.1|ASTE
OG0007707	LOC6901423|XP_033241357.1|DPSE	LOC118511090|XP_035909681.1|ASTE
OG0007708	LOC4815863|XP_015040928.2|DPSE	LOC118509964|XP_035907238.1|ASTE
OG0007709	LOC4815942|XP_001355526.2|DPSE	LOC118516532|XP_035918371.1|ASTE
OG0007710	LOC6901690|XP_033241441.1|DPSE	LOC118511062|XP_035909567.1|ASTE
OG0007711	LOC4814194|XP_001354337.1|DPSE	LOC118506268|XP_035899068.1|ASTE
OG0007712	LOC6901922|XP_002133456.2|DPSE	LOC118511472|XP_035910496.1|ASTE
OG0007713	LOC4815673|XP_033238917.1|DPSE	LOC118508814|XP_035904452.1|ASTE
OG0007714	LOC6901082|XP_033240392.1|DPSE	LOC118508751|XP_035904403.1|ASTE
OG0007715	LOC4814744|XP_001354897.2|DPSE, LOC6899484|XP_002136048.2|DPSE	LOC118513625|XP_035915619.1|ASTE
OG0007717	LOC4800341|XP_003736200.3|DPSE	LOC118506601|XP_035899863.1|ASTE
OG0007718	LOC4816082|XP_001355296.1|DPSE	LOC118505821|XP_035898063.1|ASTE
OG0007719	LOC4815622|XP_033238960.1|DPSE	LOC118507531|XP_035901993.1|ASTE
OG0007720	LOC4815915|XP_033238958.1|DPSE	LOC118507562|XP_035902074.1|ASTE
OG0007721	LOC4814318|XP_001354414.3|DPSE	LOC118507780|XP_035902711.1|ASTE
OG0007722	LOC4814227|XP_033239635.1|DPSE	LOC118507773|XP_035902700.1|ASTE
OG0007723	LOC4814327|XP_001354406.4|DPSE	LOC118508061|XP_035903413.1|ASTE
OG0007724	LOC4817319|XP_001356424.3|DPSE	LOC118507484|XP_035901898.1|ASTE
OG0007725	LOC4815191|XP_001354725.3|DPSE	LOC118507100|XP_035900998.1|ASTE
OG0007726	LOC4815768|XP_001355329.3|DPSE	LOC118507337|XP_035901622.1|ASTE
OG0007727	LOC4815817|XP_001355528.1|DPSE	LOC118508131|XP_035903534.1|ASTE
OG0007728	LOC4815362|XP_033240371.1|DPSE	LOC118505036|XP_035896168.1|ASTE
OG0007729	LOC4815689|XP_001355336.2|DPSE	LOC118509265|XP_035905512.1|ASTE
OG0007731	LOC4813009|XP_015043087.1|DPSE	LOC118512782|XP_035913590.1|ASTE
OG0007733	LOC4814448|XP_001354972.2|DPSE	LOC118504224|XP_035894336.1|ASTE
OG0007734	LOC4815039|XP_001354699.2|DPSE	LOC118504069|XP_035894012.1|ASTE
OG0007735	LOC4814944|XP_001354525.1|DPSE	LOC118504442|XP_035894801.1|ASTE
OG0007736	LOC4815465|XP_001355427.2|DPSE	LOC118516499|XP_035918323.1|ASTE
OG0007737	LOC4800882|XP_001358077.4|DPSE	LOC118508927|XP_035904720.1|ASTE
OG0007738	LOC4800586|XP_015038724.2|DPSE	LOC118516637|XP_035918509.1|ASTE
OG0007739	LOC4814585|XP_001355023.4|DPSE	LOC118515595|XP_035917931.1|ASTE
OG0007740	LOC4816014|XP_015041088.1|DPSE	LOC118503640|XP_035893037.1|ASTE
OG0007741	LOC6901385|XP_015041652.2|DPSE	LOC118504694|XP_035895411.1|ASTE
OG0007742	LOC6901684|XP_033239280.1|DPSE	LOC118503921|XP_035893641.1|ASTE
OG0007743	LOC4800490|XP_001357757.4|DPSE	LOC118512517|XP_035912947.1|ASTE
OG0007744	LOC26532603|XP_033238533.1|DPSE	LOC118513326|XP_035914826.1|ASTE
OG0007745	LOC4801438|XP_033234814.1|DPSE	LOC118510737|XP_035908846.1|ASTE
OG0007746	LOC4801708|XP_001358755.1|DPSE	LOC118504407|XP_035894736.1|ASTE
OG0007747	LOC4814581|XP_033238293.1|DPSE	LOC118504910|XP_035895875.1|ASTE
OG0007749	LOC4816087|XP_001355225.2|DPSE	LOC118509415|XP_035905880.1|ASTE
OG0007751	LOC6902805|XP_002132542.2|DPSE	LOC118506730|XP_035900161.1|ASTE
OG0007752	LOC4815633|XP_001355292.3|DPSE	LOC118511156|XP_035909784.1|ASTE, LOC118511154|XP_035909782.1|ASTE, LOC118511155|XP_035909783.1|ASTE, LOC118507010|XP_035900838.1|ASTE
OG0007753	LOC4815544|XP_033239481.1|DPSE	LOC118503440|XP_035892597.1|ASTE
OG0007754	LOC4814656|XP_001354623.2|DPSE	LOC118504818|XP_035895715.1|ASTE
OG0007755	LOC4814719|XP_001354627.4|DPSE	LOC118504837|XP_035895739.1|ASTE
OG0007756	LOC6901443|XP_002134129.2|DPSE	LOC118504080|XP_035894044.1|ASTE
OG0007757	LOC4814990|XP_001354542.2|DPSE	LOC118511880|XP_035911395.1|ASTE
OG0007758	LOC4817822|XP_001357284.2|DPSE	LOC118514110|XP_035916578.1|ASTE
OG0007760	LOC4815594|XP_015041367.1|DPSE	LOC118508415|XP_035904082.1|ASTE
OG0007761	LOC4814690|XP_033238182.1|DPSE	LOC118508322|XP_035903888.1|ASTE
OG0007762	LOC4814689|XP_015041523.2|DPSE	LOC118508332|XP_035903898.1|ASTE
OG0007763	LOC4817305|XP_033236076.1|DPSE	LOC118508342|XP_035903920.1|ASTE
OG0007764	LOC6901966|XP_033240849.1|DPSE	LOC118504476|XP_035895105.1|ASTE
OG0007765	LOC4815723|XP_001355342.2|DPSE	LOC118508353|XP_035903949.1|ASTE
OG0007767	LOC4811783|XP_001352350.2|DPSE	LOC118517369|XP_035919279.1|ASTE
OG0007768	LOC4815595|XP_001355703.1|DPSE	LOC118506288|XP_035899108.1|ASTE
OG0007769	LOC6903689|XP_033238701.1|DPSE	LOC118508411|XP_035904072.1|ASTE
OG0007770	LOC4811751|XP_033239046.1|DPSE, LOC117185093|XP_033240810.1|DPSE	LOC118506383|XP_035899310.1|ASTE
OG0007771	LOC4817877|XP_001357358.3|DPSE	LOC118505980|XP_035898434.1|ASTE
OG0007772	LOC4815278|XP_001354513.4|DPSE	LOC118503977|XP_035893805.1|ASTE
OG0007773	LOC6903333|XP_002132214.2|DPSE	LOC118505563|XP_035897411.1|ASTE
