Orthogroup	DPSE.longest_only	CCAP.longest_only
OG0006497	LOC4801412|XP_001358511.1|DPSE	CCAP1982_LOCUS3997|CAD6995277.1|CCAP
OG0006498	LOC6897184|XP_002137364.2|DPSE	CCAP1982_LOCUS3999|CAD6995280.1|CCAP
OG0006499	LOC6896886|XP_015038856.2|DPSE	CCAP1982_LOCUS2258|CAD6993445.1|CCAP
OG0006500	LOC4811826|XP_001382221.3|DPSE	CCAP1982_LOCUS4487|CAD6995783.1|CCAP
OG0006501	LOC4800416|XP_001357695.4|DPSE	CCAP1982_LOCUS1079|CAD6992207.1|CCAP
OG0006502	LOC4800412|XP_015038612.2|DPSE	CCAP1982_LOCUS1082|CAD6992212.1|CCAP
OG0006503	LOC4800410|XP_001357690.3|DPSE	CCAP1982_LOCUS1084|CAD6992214.1|CCAP
OG0006504	LOC6896743|XP_033241846.1|DPSE	CCAP1982_LOCUS1085|CAD6992215.1|CCAP
OG0006505	LOC4800994|XP_001358169.3|DPSE	CCAP1982_LOCUS3243|CAD6994497.1|CCAP
OG0006506	LOC4812721|XP_001353100.2|DPSE	CCAP1982_LOCUS1415|CAD6992570.1|CCAP
OG0006507	LOC6897829|XP_015038147.2|DPSE	CCAP1982_LOCUS4316|CAD6995610.1|CCAP
OG0006508	LOC6903724|XP_033232287.1|DPSE	CCAP1982_LOCUS4313|CAD6995607.1|CCAP
OG0006510	LOC4801026|XP_015038569.2|DPSE	CCAP1982_LOCUS3021|CAD6994260.1|CCAP
OG0006511	LOC6897183|XP_015037237.2|DPSE	CCAP1982_LOCUS3996|CAD6995276.1|CCAP
OG0006512	LOC6896950|XP_002137135.3|DPSE	CCAP1982_LOCUS1036|CAD6992158.1|CCAP
OG0006513	LOC4801406|XP_033233152.1|DPSE	CCAP1982_LOCUS3992|CAD6995271.1|CCAP
OG0006514	LOC4801370|XP_001358477.1|DPSE	CCAP1982_LOCUS2443|CAD6993633.1|CCAP
OG0006515	LOC4801841|XP_001358874.2|DPSE	CCAP1982_LOCUS1581|CAD6992736.1|CCAP
OG0006516	LOC4800442|XP_001357718.3|DPSE	CCAP1982_LOCUS2521|CAD6993722.1|CCAP
OG0006517	LOC4800446|XP_001357721.1|DPSE	CCAP1982_LOCUS2513|CAD6993710.1|CCAP
OG0006518	LOC4800443|XP_033236836.1|DPSE	CCAP1982_LOCUS2520|CAD6993719.1|CCAP
OG0006519	LOC4800447|XP_001357722.3|DPSE	CCAP1982_LOCUS2512|CAD6993708.1|CCAP
OG0006520	LOC4800275|XP_001357632.1|DPSE	CCAP1982_LOCUS2026|CAD6993206.1|CCAP
OG0006521	LOC4801616|XP_001358678.3|DPSE	CCAP1982_LOCUS2005|CAD6993183.1|CCAP
OG0006522	LOC6896714|XP_002136928.3|DPSE	CCAP1982_LOCUS2031|CAD6993212.1|CCAP
OG0006523	LOC4800691|XP_001357918.1|DPSE	CCAP1982_LOCUS2034|CAD6993215.1|CCAP
OG0006524	LOC4816118|XP_033236703.1|DPSE	CCAP1982_LOCUS5759|CAD6997110.1|CCAP
OG0006526	LOC4801889|XP_001358911.3|DPSE	CCAP1982_LOCUS2073|CAD6993256.1|CCAP
OG0006527	LOC4801890|XP_001358912.1|DPSE	CCAP1982_LOCUS2072|CAD6993255.1|CCAP
OG0006528	LOC4801891|XP_001358913.1|DPSE	CCAP1982_LOCUS2071|CAD6993254.1|CCAP
OG0006529	LOC4801893|XP_001358915.3|DPSE	CCAP1982_LOCUS2069|CAD6993252.1|CCAP
OG0006531	LOC4801900|XP_001358920.2|DPSE	CCAP1982_LOCUS2067|CAD6993250.1|CCAP
OG0006532	LOC4801906|XP_001358926.4|DPSE	CCAP1982_LOCUS2059|CAD6993242.1|CCAP
OG0006533	LOC4805244|XP_001361676.3|DPSE	CCAP1982_LOCUS19931|CAD7011821.1|CCAP
OG0006534	LOC4800697|XP_001357923.2|DPSE	CCAP1982_LOCUS3697|CAD6994965.1|CCAP
OG0006535	LOC4801760|XP_001358801.2|DPSE	CCAP1982_LOCUS2679|CAD6993885.1|CCAP
OG0006536	LOC4801928|XP_001358946.2|DPSE	CCAP1982_LOCUS1192|CAD6992327.1|CCAP
OG0006537	LOC4800747|XP_001357964.2|DPSE	CCAP1982_LOCUS2988|CAD6994226.1|CCAP
OG0006538	LOC4801180|XP_015037066.2|DPSE	CCAP1982_LOCUS2640|CAD6993844.1|CCAP
OG0006540	LOC4800975|XP_015038634.2|DPSE	CCAP1982_LOCUS1180|CAD6992312.1|CCAP
OG0006541	LOC4800458|XP_001357730.4|DPSE	CCAP1982_LOCUS2721|CAD6993934.1|CCAP
OG0006542	LOC4800459|XP_033240963.1|DPSE	CCAP1982_LOCUS12767|CAD7004351.1|CCAP
OG0006543	LOC4801125|XP_015037032.2|DPSE	CCAP1982_LOCUS3442|CAD6994707.1|CCAP
OG0006544	LOC4803298|XP_015038442.2|DPSE	CCAP1982_LOCUS667|CAD6991759.1|CCAP
OG0006546	LOC6896959|XP_002137144.3|DPSE	CCAP1982_LOCUS2758|CAD6993973.1|CCAP
OG0006547	LOC6896755|XP_033232313.1|DPSE	CCAP1982_LOCUS3794|CAD6995071.1|CCAP
OG0006548	LOC6897128|XP_002137309.2|DPSE	CCAP1982_LOCUS2342|CAD6993530.1|CCAP
OG0006549	LOC4802553|XP_001359451.3|DPSE	CCAP1982_LOCUS116|CAD6991177.1|CCAP
OG0006550	LOC4801116|XP_001358263.2|DPSE	CCAP1982_LOCUS959|CAD6992079.1|CCAP
OG0006553	LOC6897073|XP_002137257.1|DPSE	CCAP1982_LOCUS3106|CAD6994351.1|CCAP
OG0006554	LOC4800862|XP_033235382.1|DPSE	CCAP1982_LOCUS2808|CAD6994031.1|CCAP
OG0006555	LOC4802771|XP_001359631.3|DPSE	CCAP1982_LOCUS2037|CAD6993218.1|CCAP
OG0006556	LOC4801301|XP_001358419.3|DPSE	CCAP1982_LOCUS1294|CAD6992432.1|CCAP
OG0006558	LOC4801230|XP_003736440.2|DPSE	CCAP1982_LOCUS4030|CAD6995311.1|CCAP
OG0006559	LOC4801501|XP_015037280.1|DPSE	CCAP1982_LOCUS1355|CAD6992506.1|CCAP
OG0006560	LOC4801964|XP_001358978.1|DPSE	CCAP1982_LOCUS1260|CAD6992396.1|CCAP
OG0006561	LOC4801965|XP_001358979.3|DPSE	CCAP1982_LOCUS2083|CAD6993266.1|CCAP
OG0006562	LOC6897077|XP_033240208.1|DPSE	CCAP1982_LOCUS3810|CAD6995086.1|CCAP
OG0006563	LOC4800819|XP_001358025.3|DPSE	CCAP1982_LOCUS3821|CAD6995098.1|CCAP
OG0006564	LOC4800816|XP_001358022.4|DPSE	CCAP1982_LOCUS3822|CAD6995099.1|CCAP
OG0006565	LOC4800807|XP_033236535.1|DPSE	CCAP1982_LOCUS3833|CAD6995110.1|CCAP
OG0006566	LOC4801363|XP_001358470.3|DPSE	CCAP1982_LOCUS2038|CAD6993219.1|CCAP
OG0006567	LOC4800643|XP_001357878.2|DPSE	CCAP1982_LOCUS4007|CAD6995288.1|CCAP
OG0006568	LOC4800644|XP_001357879.3|DPSE	CCAP1982_LOCUS4006|CAD6995287.1|CCAP
OG0006569	LOC4812486|XP_033238249.1|DPSE	CCAP1982_LOCUS11917|CAD7003464.1|CCAP
OG0006570	LOC4802487|XP_001359400.4|DPSE	CCAP1982_LOCUS222|CAD6991293.1|CCAP
OG0006571	LOC4800610|XP_001357855.2|DPSE	CCAP1982_LOCUS3269|CAD6994525.1|CCAP
OG0006572	LOC13036531|XP_003736663.2|DPSE	CCAP1982_LOCUS3507|CAD6994776.1|CCAP
OG0006573	LOC4802289|XP_001359235.1|DPSE	CCAP1982_LOCUS15|CAD6991066.1|CCAP
OG0006574	LOC4801027|XP_001358196.4|DPSE	CCAP1982_LOCUS3661|CAD6994928.1|CCAP
OG0006576	LOC117183311|XP_033232647.1|DPSE, LOC4800301|XP_001357545.2|DPSE	CCAP1982_LOCUS2021|CAD6993201.1|CCAP
OG0006577	LOC4801804|XP_001358838.2|DPSE	CCAP1982_LOCUS3770|CAD6995040.1|CCAP
OG0006578	LOC117183374|XP_033233000.1|DPSE, LOC4800251|XP_033232528.1|DPSE	CCAP1982_LOCUS2020|CAD6993199.1|CCAP
OG0006579	LOC4817985|XP_001357259.2|DPSE	CCAP1982_LOCUS22005|CAD7013998.1|CCAP
OG0006580	LOC4801048|XP_001358211.3|DPSE	CCAP1982_LOCUS2469|CAD6993663.1|CCAP
OG0006581	LOC4802490|XP_033238707.1|DPSE	CCAP1982_LOCUS225|CAD6991296.1|CCAP
OG0006582	LOC4802681|XP_001359551.3|DPSE	CCAP1982_LOCUS4643|CAD6995941.1|CCAP
OG0006583	LOC6897106|XP_033232619.1|DPSE	CCAP1982_LOCUS1162|CAD6992294.1|CCAP
OG0006584	LOC6902799|XP_002132536.2|DPSE	CCAP1982_LOCUS8772|CAD7000282.1|CCAP
OG0006586	LOC4800266|XP_001357627.2|DPSE	CCAP1982_LOCUS1357|CAD6992508.1|CCAP
OG0006587	LOC4800267|XP_001357626.2|DPSE	CCAP1982_LOCUS1358|CAD6992509.1|CCAP
OG0006588	LOC4802080|XP_033239762.1|DPSE	CCAP1982_LOCUS3538|CAD6994808.1|CCAP
OG0006589	LOC4802255|XP_015037706.2|DPSE	CCAP1982_LOCUS3570|CAD6994839.1|CCAP
OG0006590	LOC4802257|XP_001359215.3|DPSE	CCAP1982_LOCUS3580|CAD6994845.1|CCAP
OG0006591	LOC4814007|XP_001354179.1|DPSE	CCAP1982_LOCUS12523|CAD7004100.1|CCAP
OG0006592	LOC4800778|XP_001357993.3|DPSE	CCAP1982_LOCUS3756|CAD6995026.1|CCAP
OG0006593	LOC4800779|XP_001357994.4|DPSE	CCAP1982_LOCUS3757|CAD6995027.1|CCAP
OG0006595	LOC4805634|XP_033233532.1|DPSE	CCAP1982_LOCUS22772|CAD7014804.1|CCAP
OG0006596	LOC4804062|XP_033233263.1|DPSE	CCAP1982_LOCUS21922|CAD7013909.1|CCAP
OG0006597	LOC4814063|XP_001354293.2|DPSE	CCAP1982_LOCUS11798|CAD7003338.1|CCAP
OG0006598	LOC4817793|XP_001357171.4|DPSE	CCAP1982_LOCUS6456|CAD6997832.1|CCAP
OG0006599	LOC6900848|XP_002135206.1|DPSE	CCAP1982_LOCUS11053|CAD7002565.1|CCAP
OG0006600	LOC4813094|XP_015042661.2|DPSE	CCAP1982_LOCUS12381|CAD7003958.1|CCAP
OG0006601	LOC4813825|XP_001353349.1|DPSE	CCAP1982_LOCUS11576|CAD7003113.1|CCAP
OG0006602	LOC6900439|XP_002134830.2|DPSE	CCAP1982_LOCUS11575|CAD7003112.1|CCAP
OG0006603	LOC4813118|XP_001353348.3|DPSE	CCAP1982_LOCUS11574|CAD7003111.1|CCAP
OG0006604	LOC4813452|XP_001353271.3|DPSE	CCAP1982_LOCUS12340|CAD7003912.1|CCAP
OG0006606	LOC4812515|XP_001352853.3|DPSE	CCAP1982_LOCUS14795|CAD7006478.1|CCAP
OG0006607	LOC6900608|XP_002134980.2|DPSE	CCAP1982_LOCUS12804|CAD7004394.1|CCAP
OG0006608	LOC4802483|XP_001359397.3|DPSE	CCAP1982_LOCUS212|CAD6991282.1|CCAP
OG0006609	LOC4801701|XP_001358748.3|DPSE	CCAP1982_LOCUS3263|CAD6994519.1|CCAP
OG0006610	LOC4812233|XP_001352529.3|DPSE	CCAP1982_LOCUS10927|CAD7002436.1|CCAP
OG0006611	LOC4813347|XP_033238272.1|DPSE	CCAP1982_LOCUS10926|CAD7002435.1|CCAP
OG0006612	LOC4813348|XP_033238273.1|DPSE	CCAP1982_LOCUS10925|CAD7002434.1|CCAP
OG0006613	LOC4813399|XP_001353567.1|DPSE	CCAP1982_LOCUS11123|CAD7002639.1|CCAP
OG0006615	LOC4812869|XP_001353570.2|DPSE	CCAP1982_LOCUS11114|CAD7002630.1|CCAP
OG0006616	LOC4812700|XP_001353082.4|DPSE	CCAP1982_LOCUS11070|CAD7002583.1|CCAP
OG0006617	LOC4812776|XP_001353450.1|DPSE	CCAP1982_LOCUS11068|CAD7002581.1|CCAP
OG0006618	LOC4813105|XP_001353871.2|DPSE	CCAP1982_LOCUS12142|CAD7003705.1|CCAP
OG0006619	LOC4812793|XP_001354038.2|DPSE	CCAP1982_LOCUS11406|CAD7002941.1|CCAP
OG0006620	LOC4812981|XP_001354041.2|DPSE	CCAP1982_LOCUS11409|CAD7002944.1|CCAP
OG0006621	LOC4811940|XP_001352680.1|DPSE	CCAP1982_LOCUS12885|CAD7004480.1|CCAP
OG0006622	LOC4812550|XP_001352792.1|DPSE	CCAP1982_LOCUS11526|CAD7003063.1|CCAP
OG0006623	LOC4812061|XP_001352793.2|DPSE	CCAP1982_LOCUS14775|CAD7006457.1|CCAP
OG0006625	LOC4803428|XP_001360143.2|DPSE	CCAP1982_LOCUS21813|CAD7013792.1|CCAP
OG0006626	LOC4804848|XP_033233751.1|DPSE	CCAP1982_LOCUS22832|CAD7014867.1|CCAP
OG0006627	LOC4804345|XP_033234644.1|DPSE	CCAP1982_LOCUS22824|CAD7014857.1|CCAP
OG0006628	LOC4804344|XP_001360919.2|DPSE	CCAP1982_LOCUS22825|CAD7014859.1|CCAP
OG0006629	LOC4805513|XP_001361904.2|DPSE	CCAP1982_LOCUS21787|CAD7013761.1|CCAP
OG0006630	LOC4805021|XP_004444373.3|DPSE	CCAP1982_LOCUS21623|CAD7013567.1|CCAP
OG0006631	LOC4812140|XP_001352516.2|DPSE	CCAP1982_LOCUS10962|CAD7002473.1|CCAP
OG0006632	LOC4804933|XP_001361415.2|DPSE	CCAP1982_LOCUS21952|CAD7013941.1|CCAP
OG0006633	LOC4813444|XP_033238599.1|DPSE	CCAP1982_LOCUS14728|CAD7006408.1|CCAP
OG0006634	LOC4817025|XP_001356744.3|DPSE	CCAP1982_LOCUS7489|CAD6998943.1|CCAP
OG0006635	LOC4817370|XP_001356550.2|DPSE	CCAP1982_LOCUS8563|CAD7000059.1|CCAP
OG0006637	LOC4814154|XP_001354228.3|DPSE	CCAP1982_LOCUS11319|CAD7002850.1|CCAP
OG0006638	LOC4804510|XP_033234519.1|DPSE	CCAP1982_LOCUS22003|CAD7013994.1|CCAP
OG0006639	LOC6898506|XP_033234502.1|DPSE	CCAP1982_LOCUS21997|CAD7013988.1|CCAP
OG0006640	LOC4804018|XP_001360648.4|DPSE	CCAP1982_LOCUS22600|CAD7014608.1|CCAP
OG0006641	LOC4804715|XP_033234214.1|DPSE	CCAP1982_LOCUS22281|CAD7014278.1|CCAP
OG0006642	LOC4804589|XP_001361125.3|DPSE	CCAP1982_LOCUS21367|CAD7013296.1|CCAP
OG0006644	LOC4813201|XP_001353928.3|DPSE	CCAP1982_LOCUS13359|CAD7004982.1|CCAP
OG0006645	LOC4816286|XP_001356253.4|DPSE	CCAP1982_LOCUS7859|CAD6999332.1|CCAP
OG0006647	LOC4803740|XP_015039306.2|DPSE	CCAP1982_LOCUS23042|CAD7015088.1|CCAP
OG0006648	LOC4813259|XP_015042913.1|DPSE	CCAP1982_LOCUS11612|CAD7003151.1|CCAP
OG0006649	LOC6898435|XP_002138477.3|DPSE	CCAP1982_LOCUS22576|CAD7014577.1|CCAP
OG0006650	LOC6898079|XP_015039065.1|DPSE	CCAP1982_LOCUS22640|CAD7014652.1|CCAP
OG0006651	LOC4813724|XP_033240858.1|DPSE	CCAP1982_LOCUS13148|CAD7004755.1|CCAP
OG0006652	LOC4813001|XP_001353630.4|DPSE	CCAP1982_LOCUS13149|CAD7004756.1|CCAP
OG0006653	LOC4813695|XP_015043445.2|DPSE	CCAP1982_LOCUS13104|CAD7004711.1|CCAP
OG0006654	LOC4812004|XP_001352803.3|DPSE	CCAP1982_LOCUS11324|CAD7002855.1|CCAP
OG0006655	LOC6900511|XP_002134900.1|DPSE	CCAP1982_LOCUS13134|CAD7004741.1|CCAP
OG0006656	LOC4812625|XP_033238645.1|DPSE	CCAP1982_LOCUS11743|CAD7003281.1|CCAP
OG0006657	LOC4804417|XP_001360985.3|DPSE	CCAP1982_LOCUS22052|CAD7014046.1|CCAP
OG0006658	LOC4813322|XP_001353659.2|DPSE	CCAP1982_LOCUS11182|CAD7002705.1|CCAP
OG0006659	LOC4813027|XP_001353661.4|DPSE	CCAP1982_LOCUS11184|CAD7002707.1|CCAP
OG0006660	LOC6900716|XP_033239019.1|DPSE	CCAP1982_LOCUS12555|CAD7004135.1|CCAP
OG0006661	LOC4813208|XP_033241537.1|DPSE	CCAP1982_LOCUS12527|CAD7004104.1|CCAP
OG0006662	LOC4817605|XP_001357007.1|DPSE	CCAP1982_LOCUS7042|CAD6998444.1|CCAP
OG0006663	LOC4811895|XP_001352846.3|DPSE	CCAP1982_LOCUS14938|CAD7006632.1|CCAP
OG0006664	LOC4801665|XP_001358717.1|DPSE	CCAP1982_LOCUS2839|CAD6994068.1|CCAP
OG0006665	LOC4814078|XP_001354252.4|DPSE	CCAP1982_LOCUS14792|CAD7006474.1|CCAP, CCAP1982_LOCUS14791|CAD7006473.1|CCAP
OG0006666	LOC26533940|XP_015039944.1|DPSE	CCAP1982_LOCUS22636|CAD7014647.1|CCAP
OG0006667	LOC4813442|XP_001353227.2|DPSE	CCAP1982_LOCUS11261|CAD7002788.1|CCAP
OG0006668	LOC4804028|XP_033234288.1|DPSE	CCAP1982_LOCUS7109|CAD6998521.1|CCAP
OG0006669	LOC4812980|XP_033239775.1|DPSE	CCAP1982_LOCUS14930|CAD7006623.1|CCAP
OG0006671	LOC4813173|XP_015042749.2|DPSE	CCAP1982_LOCUS14928|CAD7006621.1|CCAP
OG0006672	LOC4814055|XP_001354214.4|DPSE	CCAP1982_LOCUS11196|CAD7002721.1|CCAP
OG0006673	LOC4814129|XP_001354276.1|DPSE	CCAP1982_LOCUS13220|CAD7004831.1|CCAP
OG0006674	LOC6900619|XP_002134992.1|DPSE	CCAP1982_LOCUS11002|CAD7002513.1|CCAP
OG0006675	LOC4812640|XP_001353029.1|DPSE	CCAP1982_LOCUS7205|CAD6998634.1|CCAP
OG0006677	LOC4813938|XP_001354100.1|DPSE	CCAP1982_LOCUS14896|CAD7006582.1|CCAP
OG0006678	LOC4812313|XP_001353007.1|DPSE	CCAP1982_LOCUS13806|CAD7005446.1|CCAP
OG0006679	LOC26532702|XP_015042467.1|DPSE	CCAP1982_LOCUS11898|CAD7003444.1|CCAP
OG0006680	LOC4800285|XP_001357611.3|DPSE	CCAP1982_LOCUS2136|CAD6993319.1|CCAP
OG0006681	LOC6900430|XP_015042747.2|DPSE	CCAP1982_LOCUS14917|CAD7006607.1|CCAP
OG0006682	LOC4812749|XP_001353127.2|DPSE	CCAP1982_LOCUS14914|CAD7006604.1|CCAP
OG0006683	LOC4811967|XP_001352713.1|DPSE	CCAP1982_LOCUS14913|CAD7006602.1|CCAP
OG0006684	LOC4813937|XP_001354099.4|DPSE	CCAP1982_LOCUS14897|CAD7006585.1|CCAP
OG0006686	LOC4812165|XP_033239271.1|DPSE	CCAP1982_LOCUS11873|CAD7003417.1|CCAP
OG0006688	LOC4812920|XP_001353836.3|DPSE	CCAP1982_LOCUS12564|CAD7004144.1|CCAP
OG0006689	LOC4813606|XP_001353730.3|DPSE	CCAP1982_LOCUS11516|CAD7003053.1|CCAP
OG0006690	LOC4802083|XP_033235699.1|DPSE	CCAP1982_LOCUS3531|CAD6994800.1|CCAP
OG0006692	LOC4813183|XP_001353726.1|DPSE	CCAP1982_LOCUS14727|CAD7006407.1|CCAP
OG0006693	LOC4813859|XP_001353868.1|DPSE	CCAP1982_LOCUS14966|CAD7006664.1|CCAP
OG0006695	LOC4813949|XP_001354109.2|DPSE	CCAP1982_LOCUS11878|CAD7003422.1|CCAP
OG0006696	LOC26533928|XP_015035235.2|DPSE	CCAP1982_LOCUS9008|CAD7000530.1|CCAP
OG0006697	LOC4812241|XP_015043713.1|DPSE	CCAP1982_LOCUS11380|CAD7002912.1|CCAP
OG0006698	LOC4811860|XP_001352592.1|DPSE	CCAP1982_LOCUS11378|CAD7002909.1|CCAP
OG0006699	LOC4812499|XP_001352733.4|DPSE	CCAP1982_LOCUS12611|CAD7004192.1|CCAP
OG0006700	LOC4813993|XP_001354147.1|DPSE	CCAP1982_LOCUS14947|CAD7006642.1|CCAP
OG0006701	LOC4805329|XP_001361747.2|DPSE	CCAP1982_LOCUS23314|CAD7015370.1|CCAP
OG0006702	LOC4812322|XP_015043627.1|DPSE	CCAP1982_LOCUS11337|CAD7002868.1|CCAP
OG0006703	LOC6900149|XP_033237546.1|DPSE	CCAP1982_LOCUS11941|CAD7003491.1|CCAP
OG0006705	LOC4804568|XP_001361109.3|DPSE	CCAP1982_LOCUS7218|CAD6998650.1|CCAP
OG0006706	LOC4804694|XP_001361213.2|DPSE	CCAP1982_LOCUS22322|CAD7014324.1|CCAP
OG0006707	LOC4804526|XP_001361075.2|DPSE	CCAP1982_LOCUS21888|CAD7013871.1|CCAP
OG0006708	LOC6902132|XP_002133663.2|DPSE	CCAP1982_LOCUS600|CAD6991687.1|CCAP
OG0006709	LOC4815448|XP_001355372.3|DPSE	CCAP1982_LOCUS21316|CAD7013245.1|CCAP
OG0006710	LOC6900178|XP_015043914.2|DPSE	CCAP1982_LOCUS14796|CAD7006479.1|CCAP
OG0006711	LOC4812555|XP_001352854.4|DPSE	CCAP1982_LOCUS14801|CAD7006484.1|CCAP, CCAP1982_LOCUS14800|CAD7006483.1|CCAP, CCAP1982_LOCUS14799|CAD7006482.1|CCAP
OG0006712	LOC6900995|XP_033240783.1|DPSE	CCAP1982_LOCUS11065|CAD7002577.1|CCAP
OG0006713	LOC4813772|XP_033239965.1|DPSE	CCAP1982_LOCUS12231|CAD7003798.1|CCAP
OG0006714	LOC4813085|XP_001353642.3|DPSE	CCAP1982_LOCUS12230|CAD7003797.1|CCAP
OG0006715	LOC4812371|XP_001352851.3|DPSE	CCAP1982_LOCUS11732|CAD7003270.1|CCAP
OG0006716	LOC4816946|XP_001356831.3|DPSE	CCAP1982_LOCUS8575|CAD7000077.1|CCAP
OG0006717	LOC4812754|XP_001353401.2|DPSE	CCAP1982_LOCUS10793|CAD7002302.1|CCAP
OG0006718	LOC4813733|XP_001353402.1|DPSE	CCAP1982_LOCUS10791|CAD7002299.1|CCAP
OG0006719	LOC4812020|XP_001352819.4|DPSE	CCAP1982_LOCUS12921|CAD7004523.1|CCAP
OG0006721	LOC4813200|XP_001353395.2|DPSE	CCAP1982_LOCUS11809|CAD7003350.1|CCAP
OG0006722	LOC4811979|XP_001352563.3|DPSE	CCAP1982_LOCUS14832|CAD7006518.1|CCAP
OG0006723	LOC4816113|XP_001355785.2|DPSE	CCAP1982_LOCUS5763|CAD6997114.1|CCAP
OG0006724	LOC4800423|XP_001357701.1|DPSE	CCAP1982_LOCUS859|CAD6991972.1|CCAP
OG0006725	LOC6896751|XP_033241598.1|DPSE	CCAP1982_LOCUS21249|CAD7013178.1|CCAP
OG0006726	LOC4801944|XP_001358959.1|DPSE	CCAP1982_LOCUS4097|CAD6995379.1|CCAP
OG0006727	LOC4800244|XP_033241595.1|DPSE	CCAP1982_LOCUS855|CAD6991968.1|CCAP
OG0006728	LOC4802632|XP_001359516.3|DPSE	CCAP1982_LOCUS4866|CAD6996174.1|CCAP
OG0006729	LOC4805323|XP_004444449.1|DPSE	CCAP1982_LOCUS23305|CAD7015360.1|CCAP
OG0006730	LOC4805324|XP_001361743.2|DPSE	CCAP1982_LOCUS23307|CAD7015362.1|CCAP
OG0006731	LOC6902354|XP_002133300.1|DPSE	CCAP1982_LOCUS13323|CAD7004944.1|CCAP
OG0006732	LOC4814090|XP_033239907.1|DPSE	CCAP1982_LOCUS13216|CAD7004827.1|CCAP, CCAP1982_LOCUS13201|CAD7004812.1|CCAP
OG0006733	LOC4813990|XP_001354188.2|DPSE	CCAP1982_LOCUS10803|CAD7002312.1|CCAP
OG0006734	LOC4814006|XP_001354187.1|DPSE	CCAP1982_LOCUS10806|CAD7002315.1|CCAP
OG0006735	LOC4814045|XP_001354207.3|DPSE	CCAP1982_LOCUS13034|CAD7004639.1|CCAP
OG0006736	LOC4814166|XP_001354274.1|DPSE	CCAP1982_LOCUS13219|CAD7004830.1|CCAP
OG0006737	LOC4813731|XP_001353332.1|DPSE	CCAP1982_LOCUS12179|CAD7003743.1|CCAP
OG0006738	LOC4805147|XP_001361598.3|DPSE	CCAP1982_LOCUS12246|CAD7003813.1|CCAP
OG0006739	LOC4813221|XP_001353865.1|DPSE	CCAP1982_LOCUS11321|CAD7002852.1|CCAP
OG0006740	LOC4814080|XP_001354259.1|DPSE	CCAP1982_LOCUS10795|CAD7002305.1|CCAP
OG0006741	LOC4814094|XP_001354258.1|DPSE	CCAP1982_LOCUS10794|CAD7002304.1|CCAP
OG0006742	LOC4802462|XP_033234366.1|DPSE	CCAP1982_LOCUS4684|CAD6995974.1|CCAP
OG0006743	LOC4817932|XP_001357451.4|DPSE	CCAP1982_LOCUS6983|CAD6998383.1|CCAP
OG0006744	LOC6900734|XP_002135094.1|DPSE	CCAP1982_LOCUS13326|CAD7004947.1|CCAP
OG0006745	LOC4802562|XP_001359459.4|DPSE	CCAP1982_LOCUS902|CAD6992018.1|CCAP
OG0006746	LOC6900707|XP_002135070.1|DPSE	CCAP1982_LOCUS11201|CAD7002726.1|CCAP
OG0006747	LOC4814079|XP_015042419.2|DPSE	CCAP1982_LOCUS13041|CAD7004646.1|CCAP
OG0006749	LOC4812465|XP_033238515.1|DPSE	CCAP1982_LOCUS14919|CAD7006610.1|CCAP
OG0006752	LOC4812510|XP_001352426.3|DPSE	CCAP1982_LOCUS13058|CAD7004663.1|CCAP
OG0006753	LOC4811884|XP_001352427.1|DPSE	CCAP1982_LOCUS13065|CAD7004670.1|CCAP
OG0006754	LOC6899981|XP_033239232.1|DPSE	CCAP1982_LOCUS12574|CAD7004154.1|CCAP
OG0006755	LOC4812543|XP_001352805.1|DPSE	CCAP1982_LOCUS11812|CAD7003353.1|CCAP
OG0006756	LOC6900723|XP_002135086.2|DPSE	CCAP1982_LOCUS12567|CAD7004147.1|CCAP
OG0006757	LOC4813464|XP_001353842.1|DPSE	CCAP1982_LOCUS12568|CAD7004148.1|CCAP
OG0006758	LOC4814056|XP_001354286.3|DPSE	CCAP1982_LOCUS13299|CAD7004916.1|CCAP
OG0006759	LOC4814068|XP_033239802.1|DPSE	CCAP1982_LOCUS13042|CAD7004647.1|CCAP
OG0006760	LOC4811927|XP_033238371.1|DPSE	CCAP1982_LOCUS12975|CAD7004579.1|CCAP
OG0006761	LOC4802064|XP_001359057.1|DPSE	CCAP1982_LOCUS767|CAD6991875.1|CCAP
OG0006763	LOC4804823|XP_001361325.3|DPSE	CCAP1982_LOCUS23418|CAD7015479.1|CCAP
OG0006764	LOC4803649|XP_001360333.2|DPSE	CCAP1982_LOCUS19731|CAD7011644.1|CCAP
OG0006765	LOC4804819|XP_001361321.1|DPSE	CCAP1982_LOCUS22759|CAD7014789.1|CCAP
OG0006766	LOC4813385|XP_015042994.2|DPSE	CCAP1982_LOCUS12772|CAD7004360.1|CCAP
OG0006767	LOC4813709|XP_001354069.1|DPSE	CCAP1982_LOCUS13073|CAD7004679.1|CCAP
OG0006768	LOC4813708|XP_001354068.3|DPSE	CCAP1982_LOCUS13072|CAD7004678.1|CCAP
OG0006769	LOC4813879|XP_001354070.1|DPSE	CCAP1982_LOCUS13074|CAD7004680.1|CCAP
OG0006770	LOC4812183|XP_033238251.1|DPSE	CCAP1982_LOCUS11920|CAD7003467.1|CCAP
OG0006772	LOC6898164|XP_002138242.3|DPSE	CCAP1982_LOCUS21652|CAD7013598.1|CCAP
