Orthogroup	DPSE.longest_only	DALB.longest_only
OG0008930	LOC4801635|XP_001358691.3|DPSE	LOC117573454|XP_034112567.1|DALB
OG0008931	LOC4804717|XP_001361235.2|DPSE	LOC117571546|XP_034109630.1|DALB
OG0008932	LOC4804699|XP_001361218.2|DPSE	LOC117568854|XP_034105625.1|DALB
OG0008933	LOC4804737|XP_001361250.2|DPSE	LOC117569189|XP_034106149.1|DALB
OG0008934	LOC4813842|XP_001353241.3|DPSE	LOC117571423|XP_034109453.1|DALB
OG0008935	LOC4803476|XP_001360194.3|DPSE	LOC117571468|XP_034109512.1|DALB
OG0008936	LOC4803690|XP_001360367.3|DPSE	LOC117571331|XP_034109313.1|DALB
OG0008937	LOC4804361|XP_001360935.3|DPSE	LOC117569203|XP_034106162.1|DALB
OG0008938	LOC4804391|XP_033234755.1|DPSE	LOC117571470|XP_034109514.1|DALB
OG0008939	LOC4804970|XP_001361446.3|DPSE	LOC117568945|XP_034105774.1|DALB
OG0008940	LOC4805712|XP_015040836.2|DPSE	LOC117567656|XP_034103659.1|DALB
OG0008941	LOC6901802|XP_033240669.1|DPSE	LOC117566119|XP_034101487.1|DALB
OG0008942	LOC4815293|XP_001354629.3|DPSE	LOC117572492|XP_034111237.1|DALB
OG0008943	LOC4815201|XP_001354918.2|DPSE	LOC117577558|XP_034118284.1|DALB
OG0008944	LOC4815970|XP_001355311.2|DPSE	LOC117577385|XP_034118188.1|DALB
OG0008945	LOC6901124|XP_002134599.2|DPSE	LOC117570055|XP_034107413.1|DALB
OG0008946	LOC6901321|XP_002134022.3|DPSE	LOC117575179|XP_034115183.1|DALB
OG0008947	LOC6902096|XP_002133627.2|DPSE	LOC117571126|XP_034109022.1|DALB
OG0008948	LOC6901118|XP_002134593.2|DPSE	LOC117578107|XP_034119178.1|DALB
OG0008949	LOC6900948|XP_002134649.3|DPSE	LOC117567836|XP_034103975.1|DALB
OG0008950	LOC4815288|XP_001354645.2|DPSE	LOC117576602|XP_034117393.1|DALB
OG0008951	LOC4812138|XP_001352587.2|DPSE	LOC117572076|XP_034110555.1|DALB
OG0008952	LOC4815216|XP_001354616.3|DPSE	LOC117570104|XP_034107454.1|DALB
OG0008953	LOC4813775|XP_001353383.4|DPSE	LOC117568206|XP_034104567.1|DALB
OG0008955	LOC4813436|XP_001353343.1|DPSE	LOC117570896|XP_034108690.1|DALB
OG0008956	LOC6900124|XP_002135475.2|DPSE	LOC117571696|XP_034109881.1|DALB
OG0008957	LOC26532882|XP_015042905.2|DPSE	LOC117568368|XP_034104858.1|DALB
OG0008958	LOC4813454|XP_001353523.2|DPSE	LOC117571023|XP_034108874.1|DALB
OG0008959	LOC4812807|XP_033238173.1|DPSE, LOC117185411|XP_033241555.1|DPSE	LOC117569107|XP_034106016.1|DALB
OG0008960	LOC4813773|XP_001353272.4|DPSE	LOC117572464|XP_034111197.1|DALB
OG0008962	LOC4815264|XP_001354775.2|DPSE, LOC6896862|XP_002137053.2|DPSE	LOC117568038|XP_034104278.1|DALB
OG0008963	LOC6901224|XP_002133925.2|DPSE, LOC117185184|XP_033241370.1|DPSE, LOC4814447|XP_001354611.3|DPSE	LOC117572474|XP_034111217.1|DALB
OG0008964	LOC4815887|XP_001355442.2|DPSE	LOC117577834|XP_034118666.1|DALB, LOC117577877|XP_034118726.1|DALB
OG0008965	LOC4817086|XP_001356316.4|DPSE	LOC117563539|XP_034097809.1|DALB
OG0008966	LOC4816720|XP_001356180.2|DPSE	LOC117563943|XP_034098406.1|DALB, LOC117563945|XP_034098407.1|DALB, LOC117563947|XP_034098409.1|DALB, LOC117563822|XP_034098242.1|DALB, LOC117563825|XP_034098244.1|DALB, LOC117563942|XP_034098405.1|DALB
OG0008967	LOC6900596|XP_002134969.2|DPSE	LOC117571027|XP_034108877.1|DALB
OG0008968	LOC4817634|XP_001357029.2|DPSE	LOC117564574|XP_034099306.1|DALB
OG0008969	LOC4817628|XP_001357024.4|DPSE	LOC117565402|XP_034100378.1|DALB
OG0008970	LOC4817630|XP_001357026.1|DPSE, LOC6903193|XP_002132892.1|DPSE	LOC117564369|XP_034098977.1|DALB, LOC117564494|XP_034099199.1|DALB
OG0008971	LOC6902494|XP_002133039.2|DPSE, LOC4814110|XP_001354200.2|DPSE	LOC117571349|XP_034109348.1|DALB
OG0008972	LOC4812166|XP_001352838.2|DPSE	LOC117568413|XP_034104945.1|DALB, LOC117568577|XP_034105196.1|DALB, LOC117568433|XP_034104986.1|DALB
OG0008973	LOC4813601|XP_001353162.2|DPSE	LOC117571373|XP_034109379.1|DALB
OG0008985	LOC4812151|XP_001352570.2|DPSE	LOC117568765|XP_034105494.1|DALB
OG0008989	LOC6901255|XP_002133956.2|DPSE	LOC117576590|XP_034117371.1|DALB
OG0008990	LOC4812309|XP_001352618.2|DPSE	LOC117571738|XP_034109946.1|DALB
OG0008991	LOC26532184|XP_015038083.2|DPSE	LOC117575950|XP_034116304.1|DALB
OG0008992	LOC4802104|XP_033232840.1|DPSE	LOC117575677|XP_034115856.1|DALB
OG0008993	LOC4813278|XP_033238008.1|DPSE	LOC117568343|XP_034104820.1|DALB
OG0008994	LOC4817291|XP_001356607.1|DPSE	LOC117565963|XP_034101250.1|DALB
OG0008995	LOC4805625|XP_001361997.3|DPSE	LOC117571364|XP_034109366.1|DALB
OG0008996	LOC4815802|XP_001355684.3|DPSE	LOC117574371|XP_034114099.1|DALB
OG0008997	LOC4815294|XP_001354796.2|DPSE	LOC117578006|XP_034118995.1|DALB
OG0008999	LOC4814702|XP_001355122.3|DPSE	LOC117573251|XP_034112214.1|DALB
OG0009000	LOC6902043|XP_033240631.1|DPSE	LOC117565693|XP_034100819.1|DALB, LOC117572587|XP_034111366.1|DALB
OG0009002	LOC13036292|XP_033232726.1|DPSE	LOC117573639|XP_034112840.1|DALB
OG0009003	LOC6902048|XP_002133582.2|DPSE	LOC117571466|XP_034109510.1|DALB
OG0009005	LOC4816489|XP_001355919.1|DPSE	LOC117563329|XP_034097484.1|DALB
OG0009006	LOC4800252|XP_001357540.2|DPSE	LOC117573566|XP_034112744.1|DALB
OG0009007	LOC4813988|XP_001354172.1|DPSE	LOC117569637|XP_034106767.1|DALB
OG0009008	LOC4802902|XP_001359729.2|DPSE	LOC117576191|XP_034116674.1|DALB
OG0009009	LOC4813065|XP_001353648.3|DPSE	LOC117572752|XP_034111727.1|DALB
OG0009010	LOC4813936|XP_001354098.1|DPSE	LOC117569507|XP_034106581.1|DALB
OG0009011	LOC4812650|XP_001353038.3|DPSE	LOC117572112|XP_034110624.1|DALB
OG0009012	LOC4805282|XP_001361707.2|DPSE	LOC117569863|XP_034107087.1|DALB
OG0009013	LOC6901848|XP_002133386.2|DPSE	LOC117577242|XP_034118124.1|DALB
OG0009014	LOC4812157|XP_001352583.3|DPSE	LOC117571645|XP_034109771.1|DALB
OG0009015	LOC117183170|XP_015042644.2|DPSE	LOC117571417|XP_034109448.1|DALB
OG0009016	LOC4811857|XP_001352513.2|DPSE	LOC117568995|XP_034105861.1|DALB
OG0009017	LOC6902662|XP_033236864.1|DPSE	LOC117564666|XP_034099420.1|DALB
OG0009018	LOC6899894|XP_033237063.1|DPSE	LOC117573142|XP_034111969.1|DALB
OG0009019	LOC4811780|XP_033237294.1|DPSE	LOC117573098|XP_034111891.1|DALB
OG0009020	LOC6897048|XP_003736396.2|DPSE	LOC117574029|XP_034113513.1|DALB
OG0009021	LOC4802312|XP_001359253.4|DPSE	LOC117576612|XP_034117407.1|DALB
OG0009022	LOC4801422|XP_001358518.2|DPSE	LOC117575928|XP_034116278.1|DALB
OG0009023	LOC4801248|XP_001358371.2|DPSE	LOC117574962|XP_034114917.1|DALB
OG0009024	LOC4800436|XP_015038515.2|DPSE	LOC117576224|XP_034116726.1|DALB
OG0009025	LOC6896924|XP_002137109.3|DPSE	LOC117573738|XP_034113007.1|DALB
OG0009026	LOC6897320|XP_033240222.1|DPSE	LOC117575280|XP_034115312.1|DALB
OG0009027	LOC4803754|XP_003736954.3|DPSE	LOC117571315|XP_034109285.1|DALB
OG0009028	LOC4812235|XP_001352609.1|DPSE	LOC117569140|XP_034106061.1|DALB
OG0009029	LOC4817897|XP_001357202.1|DPSE	LOC117565381|XP_034100346.1|DALB
OG0009030	LOC4817601|XP_001357003.3|DPSE	LOC117565097|XP_034099946.1|DALB
OG0009031	LOC4802938|XP_001359753.1|DPSE	LOC117575618|XP_034115783.1|DALB
OG0009032	LOC4802937|XP_001359752.2|DPSE	LOC117575620|XP_034115785.1|DALB
OG0009033	LOC4816439|XP_001355913.3|DPSE	LOC117563328|XP_034097483.1|DALB
OG0009034	LOC4816471|XP_001356012.3|DPSE	LOC117564858|XP_034099688.1|DALB
OG0009035	LOC4817311|XP_001356349.3|DPSE	LOC117564250|XP_034098845.1|DALB
OG0009036	LOC4805134|XP_001361588.5|DPSE	LOC117566863|XP_034102350.1|DALB
OG0009037	LOC4817330|XP_001356767.4|DPSE	LOC117564759|XP_034099546.1|DALB
OG0009038	LOC6897045|XP_002137230.2|DPSE	LOC117573624|XP_034112817.1|DALB
OG0009039	LOC4802334|XP_001359272.3|DPSE	LOC117575160|XP_034115154.1|DALB
OG0009040	LOC26534446|XP_033233693.1|DPSE	LOC117566752|XP_034102187.1|DALB
OG0009041	LOC4801004|XP_001358178.3|DPSE	LOC117573864|XP_034113227.1|DALB
OG0009042	LOC4817043|XP_001356726.1|DPSE	LOC117563601|XP_034097884.1|DALB
OG0009043	LOC4816134|XP_001355819.3|DPSE	LOC117564624|XP_034099371.1|DALB
OG0009044	LOC4816528|XP_001355961.1|DPSE	LOC117563264|XP_034097383.1|DALB
OG0009045	LOC6897552|XP_033241178.1|DPSE	LOC117574850|XP_034114740.1|DALB
OG0009046	LOC4811944|XP_015043947.2|DPSE	LOC117567068|XP_034102702.1|DALB
OG0009047	LOC4803450|XP_015039082.1|DPSE	LOC117566818|XP_034102270.1|DALB
OG0009048	LOC4817946|XP_001357322.2|DPSE	LOC117564683|XP_034099449.1|DALB
OG0009049	LOC4802890|XP_001359718.1|DPSE	LOC117574885|XP_034114808.1|DALB
OG0009050	LOC4816759|XP_001356232.2|DPSE	LOC117565746|XP_034100884.1|DALB
OG0009051	LOC4804496|XP_001361052.2|DPSE	LOC117572746|XP_034111714.1|DALB
OG0009052	LOC4802994|XP_001359802.3|DPSE	LOC117575641|XP_034115811.1|DALB
OG0009053	LOC4802162|XP_015037646.2|DPSE	LOC117576375|XP_034116961.1|DALB
OG0009054	LOC4802586|XP_001359479.3|DPSE	LOC117575039|XP_034115011.1|DALB
OG0009055	LOC4811692|XP_001352274.3|DPSE	LOC117566032|XP_034101368.1|DALB
OG0009056	LOC4816141|XP_001355780.3|DPSE	LOC117563304|XP_034097443.1|DALB
OG0009057	LOC4812422|XP_033239540.1|DPSE	LOC117566856|XP_034102340.1|DALB
OG0009058	LOC26533170|XP_033237178.1|DPSE	LOC117573078|XP_034111849.1|DALB
OG0009059	LOC4813129|XP_015043169.2|DPSE	LOC117568786|XP_034105515.1|DALB
OG0009060	LOC6897746|XP_002137851.3|DPSE	LOC117576918|XP_034117950.1|DALB
OG0009061	LOC6898582|XP_015040075.2|DPSE	LOC117567903|XP_034104067.1|DALB
OG0009062	LOC4803803|XP_001360461.3|DPSE	LOC117572212|XP_034110775.1|DALB
OG0009063	LOC4817386|XP_015036011.1|DPSE	LOC117564030|XP_034098524.1|DALB
OG0009064	LOC4804988|XP_001361460.2|DPSE	LOC117568729|XP_034105439.1|DALB
OG0009065	LOC4800541|XP_002137001.3|DPSE	LOC117573897|XP_034113296.1|DALB
OG0009066	LOC4812171|XP_001352602.3|DPSE	LOC117571912|XP_034110281.1|DALB
OG0009067	LOC4812444|XP_015043809.2|DPSE	LOC117566951|XP_034102474.1|DALB
OG0009068	LOC4804904|XP_001361389.2|DPSE	LOC117571296|XP_034109258.1|DALB
OG0009069	LOC4817754|XP_033235973.1|DPSE	LOC117565460|XP_034100454.1|DALB
OG0009070	LOC4804365|XP_033234426.1|DPSE	LOC117569130|XP_034106041.1|DALB
OG0009071	LOC4802419|XP_003736732.2|DPSE	LOC117575659|XP_034115838.1|DALB, LOC117575658|XP_034115837.1|DALB
OG0009072	LOC4802982|XP_001359791.3|DPSE	LOC117576177|XP_034116652.1|DALB
OG0009073	LOC4803082|XP_015038273.2|DPSE	LOC117576294|XP_034116835.1|DALB
OG0009074	LOC6899285|XP_002136240.2|DPSE	LOC117574019|XP_034113498.1|DALB
OG0009075	LOC4802515|XP_001359423.3|DPSE	LOC117574108|XP_034113645.1|DALB
OG0009076	LOC4803024|XP_001359826.5|DPSE	LOC117573803|XP_034113103.1|DALB
OG0009077	LOC4802459|XP_001359376.4|DPSE	LOC117568347|XP_034104832.1|DALB
OG0009078	LOC4803154|XP_001359944.5|DPSE	LOC117575014|XP_034114982.1|DALB, LOC117575028|XP_034114998.1|DALB
OG0009079	LOC4802539|XP_001359440.5|DPSE	LOC117576651|XP_034117479.1|DALB
OG0009080	LOC6897562|XP_002137707.1|DPSE	LOC117576417|XP_034117038.1|DALB, LOC117576059|XP_034116482.1|DALB
OG0009081	LOC4802214|XP_001359182.2|DPSE	LOC117574987|XP_034114948.1|DALB
OG0009082	LOC4802871|XP_001359702.3|DPSE	LOC117573316|XP_034112315.1|DALB
OG0009083	LOC6901818|XP_002134486.3|DPSE	LOC117565635|XP_034100739.1|DALB
OG0009084	LOC117183972|XP_033235619.1|DPSE, LOC4803223|XP_015038353.2|DPSE	LOC117576702|XP_034117600.1|DALB
OG0009085	LOC4803137|XP_001359929.3|DPSE	LOC117576907|XP_034117936.1|DALB, LOC117574764|XP_034114599.1|DALB, LOC117574765|XP_034114600.1|DALB
OG0009086	LOC6897776|XP_015038054.2|DPSE	LOC117573490|XP_034112609.1|DALB
OG0009087	LOC4800688|XP_001357914.1|DPSE	LOC117575359|XP_034115415.1|DALB
OG0009088	LOC4800373|XP_001357661.3|DPSE	LOC117574620|XP_034114398.1|DALB
OG0009089	LOC6901905|XP_002133440.1|DPSE	LOC117574982|XP_034114943.1|DALB
OG0009090	LOC4800242|XP_001357650.2|DPSE	LOC117574346|XP_034114059.1|DALB
OG0009091	LOC4802765|XP_001359626.3|DPSE	LOC117573377|XP_034112406.1|DALB
OG0009092	LOC4801353|XP_001358463.5|DPSE	LOC117575965|XP_034116335.1|DALB
OG0009094	LOC4800493|XP_015038573.2|DPSE	LOC117575825|XP_034116120.1|DALB, LOC117573560|XP_034112738.1|DALB
OG0009095	LOC4800491|XP_015038501.2|DPSE	LOC117573531|XP_034112670.1|DALB
OG0009096	LOC4800751|XP_001357968.4|DPSE	LOC117574898|XP_034114826.1|DALB, LOC117574923|XP_034114863.1|DALB
OG0009097	LOC4800750|XP_001357967.4|DPSE	LOC117574892|XP_034114821.1|DALB
OG0009098	LOC4800743|XP_003736301.3|DPSE	LOC117575788|XP_034116053.1|DALB
OG0009099	LOC4800265|XP_001357628.2|DPSE	LOC117576592|XP_034117370.1|DALB
OG0009100	LOC4816511|XP_001356015.2|DPSE	LOC117564565|XP_034099289.1|DALB
OG0009101	LOC4817624|XP_001357023.4|DPSE	LOC117564816|XP_034099629.1|DALB
OG0009102	LOC4817303|XP_001356668.2|DPSE	LOC117564750|XP_034099531.1|DALB
OG0009103	LOC4817374|XP_001356683.3|DPSE	LOC117573911|XP_034113310.1|DALB, LOC117564811|XP_034099624.1|DALB
OG0009104	LOC6902962|XP_002132688.2|DPSE	LOC117565301|XP_034100229.1|DALB
OG0009105	LOC4816566|XP_001355905.2|DPSE	LOC117565961|XP_034101247.1|DALB
OG0009106	LOC4817533|XP_001356947.2|DPSE	LOC117565314|XP_034100241.1|DALB
OG0009107	LOC4817928|XP_001357440.2|DPSE	LOC117564350|XP_034098957.1|DALB
OG0009108	LOC4803314|XP_001360078.2|DPSE	LOC117576226|XP_034116730.1|DALB
OG0009109	LOC4816863|XP_001356756.4|DPSE	LOC117565494|XP_034100492.1|DALB
OG0009110	LOC4816805|XP_001356450.1|DPSE	LOC117565906|XP_034101153.1|DALB, LOC117563454|XP_034097693.1|DALB, LOC117565907|XP_034101154.1|DALB
OG0009111	LOC6900043|XP_033238672.1|DPSE	LOC117571294|XP_034109256.1|DALB
OG0009112	LOC4817379|XP_001356430.4|DPSE	LOC117566114|XP_034101476.1|DALB
OG0009113	LOC4816741|XP_001356051.2|DPSE	LOC117564507|XP_034099215.1|DALB
OG0009114	LOC4818113|XP_001357461.4|DPSE	LOC117564120|XP_034098668.1|DALB
OG0009115	LOC6903330|XP_002132211.1|DPSE	LOC117563473|XP_034097720.1|DALB
OG0009116	LOC6902661|XP_002133177.1|DPSE	LOC117564895|XP_034099734.1|DALB
OG0009117	LOC4816474|XP_033236602.1|DPSE	LOC117565441|XP_034100423.1|DALB
OG0009118	LOC4815080|XP_033239547.1|DPSE	LOC117568146|XP_034104448.1|DALB, LOC117577554|XP_034118277.1|DALB
OG0009119	LOC4816588|XP_001356220.3|DPSE	LOC117564417|XP_034099039.1|DALB
OG0009120	LOC4812741|XP_033237414.1|DPSE	LOC117572305|XP_034110915.1|DALB
OG0009121	LOC4804055|XP_001360676.2|DPSE	LOC117566573|XP_034102006.1|DALB
OG0009122	LOC4804471|XP_001361029.2|DPSE	LOC117568235|XP_034104601.1|DALB
OG0009123	LOC4804420|XP_001360987.1|DPSE	LOC117569680|XP_034106820.1|DALB
OG0009124	LOC4817930|XP_001357382.2|DPSE	LOC117569267|XP_034106259.1|DALB, LOC117566707|XP_034102143.1|DALB, LOC117569266|XP_034106258.1|DALB
OG0009125	LOC6898098|XP_002138180.1|DPSE	LOC117569444|XP_034106498.1|DALB
OG0009126	LOC4804111|XP_001360724.2|DPSE	LOC117568455|XP_034105022.1|DALB
OG0009127	LOC4805447|XP_001361847.2|DPSE	LOC117571476|XP_034109528.1|DALB
OG0009128	LOC4803488|XP_001360205.2|DPSE	LOC117568933|XP_034105750.1|DALB
OG0009129	LOC4803369|XP_001360100.2|DPSE	LOC117569556|XP_034106664.1|DALB
OG0009130	LOC4805004|XP_015040355.2|DPSE	LOC117566652|XP_034102086.1|DALB, LOC117572185|XP_034110730.1|DALB
OG0009131	LOC4805008|XP_001361478.1|DPSE	LOC117572186|XP_034110732.1|DALB
OG0009132	LOC4803547|XP_001360255.4|DPSE	LOC117569850|XP_034107073.1|DALB
OG0009133	LOC4803344|XP_001360122.3|DPSE	LOC117566646|XP_034102079.1|DALB
OG0009134	LOC4805727|XP_033233742.1|DPSE	LOC117572480|XP_034111221.1|DALB
OG0009135	LOC6898524|XP_002138565.3|DPSE	LOC117570682|XP_034108372.1|DALB
OG0009136	LOC4805422|XP_015040642.2|DPSE	LOC117571526|XP_034109595.1|DALB
OG0009137	LOC26532645|XP_033234039.1|DPSE	LOC117571073|XP_034108934.1|DALB
OG0009138	LOC4804271|XP_001360853.3|DPSE	LOC117569019|XP_034105898.1|DALB
OG0009139	LOC4805443|XP_001361844.1|DPSE	LOC117571473|XP_034109522.1|DALB
OG0009140	LOC4804734|XP_001361247.3|DPSE	LOC117569186|XP_034106146.1|DALB
OG0009141	LOC6898100|XP_002138182.1|DPSE	LOC117570973|XP_034108807.1|DALB
OG0009142	LOC4803480|XP_001360198.2|DPSE	LOC117571059|XP_034108919.1|DALB
OG0009143	LOC4803827|XP_001360481.3|DPSE	LOC117569512|XP_034106590.1|DALB, LOC117570415|XP_034107932.1|DALB
OG0009144	LOC26533240|XP_015039375.2|DPSE	LOC117571956|XP_034110345.1|DALB
OG0009145	LOC4805270|XP_001361695.1|DPSE	LOC117568716|XP_034105423.1|DALB
OG0009146	LOC4805155|XP_001361605.1|DPSE	LOC117566357|XP_034101736.1|DALB
OG0009147	LOC6899101|XP_002139018.3|DPSE	LOC117569222|XP_034106190.1|DALB
OG0009148	LOC4804005|XP_001360636.4|DPSE	LOC117572774|XP_034111760.1|DALB
OG0009149	LOC4804942|XP_001361423.3|DPSE	LOC117566783|XP_034102217.1|DALB
OG0009150	LOC6898467|XP_002138510.2|DPSE	LOC117566748|XP_034102183.1|DALB
OG0009151	LOC4805102|XP_001361560.2|DPSE	LOC117571030|XP_034108883.1|DALB, LOC117571031|XP_034108885.1|DALB, LOC117571253|XP_034109199.1|DALB
OG0009152	LOC4805116|XP_001361574.3|DPSE	LOC117570146|XP_034107502.1|DALB
OG0009153	LOC4804302|XP_001360882.2|DPSE	LOC117572735|XP_034111702.1|DALB
OG0009154	LOC6900811|XP_002135170.3|DPSE, LOC6896872|XP_033240084.1|DPSE	LOC117573328|XP_034112327.1|DALB
OG0009155	LOC4805045|XP_001361510.3|DPSE	LOC117568806|XP_034105558.1|DALB
OG0009156	LOC4816268|XP_001355845.4|DPSE	LOC117563805|XP_034098229.1|DALB
OG0009157	LOC4816469|XP_001356271.3|DPSE	LOC117571516|XP_034109580.1|DALB
OG0009158	LOC4812069|XP_001352474.3|DPSE	LOC117571265|XP_034109217.1|DALB
OG0009159	LOC6901873|XP_002133411.2|DPSE	LOC117567023|XP_034102616.1|DALB
OG0009160	LOC6898357|XP_002138410.2|DPSE	LOC117572523|XP_034111277.1|DALB
OG0009161	LOC4814855|XP_015041836.1|DPSE	LOC117578007|XP_034118996.1|DALB
OG0009162	LOC4813415|XP_001353804.3|DPSE	LOC117568651|XP_034105339.1|DALB
OG0009163	LOC4812759|XP_015043085.2|DPSE	LOC117571864|XP_034110150.1|DALB
OG0009164	LOC6900551|XP_015042910.2|DPSE	LOC117570232|XP_034107625.1|DALB
OG0009165	LOC4813706|XP_001353848.4|DPSE	LOC117571627|XP_034109741.1|DALB
OG0009166	LOC4813409|XP_001353617.4|DPSE	LOC117568112|XP_034104404.1|DALB
OG0009167	LOC4813921|XP_001354084.2|DPSE	LOC117568056|XP_034104300.1|DALB
OG0009168	LOC4813922|XP_001354085.2|DPSE	LOC117568058|XP_034104301.1|DALB
OG0009169	LOC4812468|XP_033240828.1|DPSE	LOC117571499|XP_034109558.1|DALB
OG0009170	LOC4812393|XP_033238772.1|DPSE	LOC117567391|XP_034103230.1|DALB
OG0009171	LOC4812108|XP_001352435.3|DPSE	LOC117570057|XP_034107383.1|DALB
OG0009172	LOC6900125|XP_002135476.3|DPSE	LOC117566459|XP_034101880.1|DALB, LOC117568958|XP_034105808.1|DALB
OG0009173	LOC4814119|XP_001354291.2|DPSE	LOC117566549|XP_034101982.1|DALB
OG0009174	LOC6902823|XP_002132560.2|DPSE	LOC117563534|XP_034097838.1|DALB
OG0009175	LOC6902376|XP_033236629.1|DPSE	LOC117563888|XP_034098337.1|DALB
OG0009176	LOC4813784|XP_001353540.2|DPSE	LOC117567692|XP_034103707.1|DALB
OG0009178	LOC4812772|XP_001353128.2|DPSE	LOC117568660|XP_034105353.1|DALB
OG0009179	LOC4813645|XP_033238790.1|DPSE	LOC117569365|XP_034106387.1|DALB
OG0009180	LOC4813281|XP_001353686.3|DPSE	LOC117567789|XP_034103903.1|DALB
OG0009181	LOC4813915|XP_001353324.4|DPSE	LOC117570652|XP_034108314.1|DALB
OG0009182	LOC4812774|XP_015042579.2|DPSE	LOC117569940|XP_034107189.1|DALB
OG0009183	LOC6900217|XP_002135547.2|DPSE	LOC117567178|XP_034102891.1|DALB
OG0009184	LOC6899914|XP_002135282.3|DPSE	LOC117569808|XP_034107013.1|DALB
OG0009185	LOC4813324|XP_001353521.2|DPSE	LOC117569998|XP_034107276.1|DALB
OG0009186	LOC6900290|XP_033239464.1|DPSE	LOC117570778|XP_034108506.1|DALB
OG0009187	LOC4802097|XP_001359082.2|DPSE	LOC117575753|XP_034116003.1|DALB
OG0009188	LOC6898902|XP_002138872.1|DPSE	LOC117567010|XP_034102587.1|DALB
OG0009189	LOC4812015|XP_001352576.2|DPSE	LOC117572320|XP_034110945.1|DALB
OG0009190	LOC4813651|XP_001354043.3|DPSE	LOC117568676|XP_034105371.1|DALB
OG0009191	LOC4804234|XP_001360825.2|DPSE	LOC117568268|XP_034104649.1|DALB
OG0009192	LOC117183773|XP_033234924.1|DPSE	LOC117566635|XP_034102067.1|DALB
OG0009193	LOC4816328|XP_033235578.1|DPSE	LOC117563471|XP_034097718.1|DALB
OG0009194	LOC6902423|XP_002133357.2|DPSE	LOC117564241|XP_034098824.1|DALB, LOC117564237|XP_034098821.1|DALB
OG0009195	LOC6900678|XP_002135042.2|DPSE, LOC6902746|XP_002133260.2|DPSE	LOC117567749|XP_034103828.1|DALB
OG0009196	LOC6903399|XP_015035335.2|DPSE, LOC6901264|XP_002133965.3|DPSE, LOC6896840|XP_002137043.2|DPSE	LOC117571647|XP_034109773.1|DALB
OG0009197	LOC6902129|XP_002133660.2|DPSE, LOC6902933|XP_033235724.1|DPSE	LOC117572606|XP_034111436.1|DALB
OG0009198	LOC6900338|XP_002134733.3|DPSE	LOC117569994|XP_034107265.1|DALB, LOC117569995|XP_034107272.1|DALB, LOC117566462|XP_034101884.1|DALB, LOC117568438|XP_034104993.1|DALB
OG0009199	LOC4813005|XP_015043372.2|DPSE	LOC117570534|XP_034108131.1|DALB
OG0009200	LOC4804205|XP_001360802.3|DPSE	LOC117568530|XP_034105126.1|DALB
OG0009201	LOC6898655|XP_002138660.3|DPSE	LOC117569129|XP_034106040.1|DALB
OG0009202	LOC6899059|XP_015040734.1|DPSE	LOC117571284|XP_034109241.1|DALB
OG0009203	LOC6899050|XP_002138975.2|DPSE	LOC117570713|XP_034108414.1|DALB
OG0009204	LOC4804634|XP_001361165.3|DPSE	LOC117570260|XP_034107662.1|DALB
OG0009205	LOC4804639|XP_001361169.2|DPSE	LOC117570280|XP_034107691.1|DALB
OG0009206	LOC117183162|XP_015039517.1|DPSE, LOC4803969|XP_033234184.1|DPSE	LOC117572456|XP_034111180.1|DALB
OG0009207	LOC4803315|XP_001360079.2|DPSE	LOC117574621|XP_034114399.1|DALB, LOC117575117|XP_034115106.1|DALB
OG0009208	LOC6897357|XP_002137510.3|DPSE, LOC6897358|XP_002137511.2|DPSE	LOC117573606|XP_034112794.1|DALB, LOC117573782|XP_034113079.1|DALB, LOC117573603|XP_034112790.1|DALB, LOC117573604|XP_034112791.1|DALB, LOC117573605|XP_034112792.1|DALB
OG0009209	LOC4803131|XP_001359924.3|DPSE	LOC117574539|XP_034114294.1|DALB, LOC117574537|XP_034114292.1|DALB
OG0009219	LOC117183202|XP_033232700.1|DPSE	LOC117574836|XP_034114713.1|DALB
OG0009222	LOC26532244|XP_033239896.1|DPSE	LOC117576951|XP_034118004.1|DALB
OG0009224	LOC4802263|XP_001359218.2|DPSE	LOC117574375|XP_034114100.1|DALB
OG0009228	LOC6901388|XP_002134076.2|DPSE	LOC117577762|XP_034118564.1|DALB
OG0009229	LOC4802242|XP_001359203.2|DPSE	LOC117575728|XP_034115963.1|DALB
OG0009230	LOC26533469|XP_033235942.1|DPSE, LOC26532677|XP_033235943.1|DPSE	LOC117564842|XP_034099665.1|DALB
OG0009231	LOC4815528|XP_001355686.3|DPSE	LOC117577865|XP_034118710.1|DALB
OG0009232	LOC4815351|XP_015042133.2|DPSE	LOC117564694|XP_034099462.1|DALB
OG0009235	ND5|YP_009742600.1|DPSE	ND5|YP_009166086.1|DALB
OG0009236	LOC4811791|XP_001352359.4|DPSE	LOC117573105|XP_034111913.1|DALB
OG0009238	LOC4812493|XP_001352780.2|DPSE	LOC117571693|XP_034109878.1|DALB
OG0009239	LOC4813955|XP_001354114.1|DPSE	LOC117571461|XP_034109503.1|DALB
OG0009243	LOC117183605|XP_033233989.1|DPSE	LOC117571348|XP_034109347.1|DALB
OG0009245	LOC4803180|XP_001359963.1|DPSE	LOC117573322|XP_034112321.1|DALB
OG0009247	LOC4802076|XP_033232322.1|DPSE	LOC117576278|XP_034116815.1|DALB
