Orthogroup	DPSE.longest_only	DSIM.longest_only
OG0010459	LOC6900046|XP_002135410.2|DPSE	LOC27209456|XP_016030428.1|DSIM
OG0010460	LOC4812328|XP_033240124.1|DPSE	LOC6736788|XP_016030432.1|DSIM
OG0010461	LOC6900073|XP_002135437.3|DPSE	LOC27206248|XP_016030493.1|DSIM
OG0010462	LOC4812169|XP_001352491.3|DPSE	LOC6734407|XP_016029672.1|DSIM
OG0010463	LOC4812018|XP_001352544.1|DPSE	LOC6738272|XP_016032142.1|DSIM
OG0010464	LOC6900011|XP_002135376.1|DPSE	LOC6738278|XP_002085089.1|DSIM
OG0010465	LOC4812432|XP_001352555.1|DPSE	LOC6738294|XP_002085105.2|DSIM
OG0010466	LOC4812117|XP_001352559.2|DPSE	LOC6738303|XP_002085114.1|DSIM
OG0010467	LOC4812218|XP_001352560.2|DPSE	LOC6738304|XP_002085115.2|DSIM
OG0010468	LOC4813680|XP_001353221.1|DPSE	LOC27206305|XP_016032748.1|DSIM
OG0010469	LOC6900647|XP_002135020.2|DPSE	LOC6736374|XP_016029878.1|DSIM
OG0010470	LOC6899986|XP_002135352.1|DPSE	LOC6737183|XP_002084029.1|DSIM
OG0010471	LOC6899984|XP_002135350.1|DPSE	LOC6737194|XP_002084040.1|DSIM
OG0010472	LOC4813834|XP_001354031.2|DPSE	LOC27206272|XP_016030000.1|DSIM
OG0010473	LOC4813329|XP_001353741.3|DPSE	LOC6736895|XP_002083748.2|DSIM
OG0010474	LOC117184660|XP_033239136.1|DPSE	LOC120284791|XP_039149701.1|DSIM
OG0010475	LOC4813925|XP_033239648.1|DPSE	LOC6738993|XP_002085788.1|DSIM
OG0010476	LOC4812744|XP_001353122.2|DPSE	LOC6737455|XP_002084291.1|DSIM
OG0010477	LOC6900622|XP_002134995.2|DPSE	LOC6736662|XP_002083518.1|DSIM
OG0010478	LOC4813591|XP_001353245.3|DPSE	LOC6737148|XP_002083995.1|DSIM
OG0010479	LOC4813616|XP_001353255.2|DPSE	LOC6737162|XP_016030817.1|DSIM
OG0010480	LOC6903066|XP_015036231.2|DPSE	LOC6738440|XP_002085248.2|DSIM
OG0010481	LOC4813402|XP_001353441.1|DPSE	LOC6738503|XP_016032348.1|DSIM
OG0010482	LOC6900481|XP_002134871.3|DPSE	LOC6737835|XP_002084663.2|DSIM
OG0010483	LOC4813900|XP_001353205.2|DPSE	LOC6738060|XP_002084874.1|DSIM
OG0010484	LOC6900466|XP_002134857.3|DPSE	LOC6739152|XP_002085943.2|DSIM
OG0010485	LOC4812890|XP_033237388.1|DPSE	LOC6738770|XP_016032589.1|DSIM
OG0010486	LOC4812855|XP_001353515.2|DPSE	LOC6739055|XP_039149305.1|DSIM
OG0010487	LOC4812599|XP_001352786.3|DPSE	LOC6737714|XP_016031490.1|DSIM
OG0010488	LOC4813181|XP_001353954.1|DPSE	LOC6738517|XP_002085323.1|DSIM
OG0010489	LOC4813397|XP_001353687.4|DPSE	LOC6738030|XP_002084845.1|DSIM
OG0010490	LOC6898407|XP_002138453.2|DPSE	LOC27208199|XP_016026835.1|DSIM
OG0010491	LOC4805251|XP_033234707.1|DPSE	LOC6735637|XP_002082555.1|DSIM
OG0010492	LOC4813033|XP_001353998.3|DPSE	LOC6738593|XP_016032440.1|DSIM
OG0010493	LOC6900804|XP_002135163.2|DPSE	LOC6738546|XP_002085351.1|DSIM
OG0010494	LOC6899899|XP_002135267.1|DPSE	LOC6739117|XP_002085910.2|DSIM
OG0010495	LOC4812111|XP_001352747.2|DPSE	LOC6737965|XP_002084781.2|DSIM
OG0010496	LOC6900574|XP_033237845.1|DPSE	LOC27206295|XP_039150136.1|DSIM
OG0010497	LOC4813589|XP_033237347.1|DPSE	LOC6737941|XP_039149168.1|DSIM
OG0010498	LOC4805178|XP_001361626.2|DPSE	LOC6733676|XP_002080723.2|DSIM
OG0010499	LOC6898474|XP_002138516.1|DPSE	LOC6735458|XP_002082397.1|DSIM
OG0010500	LOC6898483|XP_002138525.3|DPSE	LOC6735435|XP_002082375.1|DSIM
OG0010501	LOC6898272|XP_002138339.3|DPSE	LOC6734475|XP_016027600.1|DSIM
OG0010502	LOC6900354|XP_002134749.3|DPSE	LOC6738116|XP_002084930.1|DSIM
OG0010503	LOC4805658|XP_015040764.1|DPSE	LOC6739376|XP_002076284.1|DSIM
OG0010504	LOC6898064|XP_002138150.3|DPSE	LOC6734309|XP_016027362.1|DSIM
OG0010505	LOC6898744|XP_002138731.1|DPSE, LOC4804998|XP_001361468.3|DPSE	LOC6733453|XP_016026402.1|DSIM
OG0010506	LOC4803449|XP_001360170.3|DPSE	LOC6733303|XP_002080362.1|DSIM
OG0010507	LOC4804690|XP_001361209.3|DPSE	LOC27206193|XP_016029527.1|DSIM
OG0010508	LOC4804493|XP_001361050.3|DPSE	LOC6735865|XP_002082775.1|DSIM
OG0010509	LOC4803915|XP_001360558.2|DPSE	LOC6734026|XP_002081063.3|DSIM
OG0010510	LOC4805391|XP_001361800.2|DPSE	LOC6734872|XP_002081873.2|DSIM
OG0010511	LOC4805364|XP_001361776.2|DPSE	LOC6734993|XP_002081975.2|DSIM
OG0010512	LOC4805600|XP_001361977.3|DPSE	LOC6736066|XP_002082967.1|DSIM
OG0010513	LOC4805605|XP_001361982.2|DPSE	LOC6736059|XP_002082960.2|DSIM
OG0010514	LOC117183542|XP_033233575.1|DPSE	LOC6736055|XP_002082956.1|DSIM
OG0010515	LOC4804453|XP_004444209.2|DPSE	LOC27206615|XP_016027696.1|DSIM
OG0010516	LOC4803583|XP_001360287.2|DPSE	LOC6733523|XP_002080578.2|DSIM
OG0010517	LOC4804636|XP_001361166.3|DPSE	LOC6735388|XP_002082335.1|DSIM
OG0010518	LOC6898329|XP_033234199.1|DPSE	LOC6734933|XP_002081930.1|DSIM
OG0010519	LOC6898948|XP_004444504.1|DPSE	LOC6733560|XP_002080615.2|DSIM
OG0010520	LOC4803974|XP_001360611.3|DPSE	LOC6734522|XP_002081531.1|DSIM
OG0010521	LOC6902675|XP_002133191.2|DPSE	LOC6734126|XP_002081155.1|DSIM
OG0010522	LOC4805061|XP_001361525.3|DPSE	LOC27206318|XP_016026538.1|DSIM
OG0010523	LOC4805059|XP_033234029.1|DPSE	LOC6733585|XP_002080639.1|DSIM
OG0010524	LOC4805275|XP_001361700.3|DPSE	LOC6735658|XP_002082576.1|DSIM
OG0010525	LOC4804946|XP_001361427.3|DPSE	LOC6735281|XP_016028645.1|DSIM
OG0010526	LOC117183174|XP_033234287.1|DPSE	LOC6735282|XP_002082250.1|DSIM
OG0010527	LOC4803709|XP_001360383.2|DPSE	LOC6735852|XP_002082762.2|DSIM
OG0010528	LOC6898200|XP_002138269.3|DPSE	LOC6735836|XP_016029206.1|DSIM
OG0010529	LOC26533177|XP_015039302.2|DPSE	LOC27209074|XP_016029203.1|DSIM
OG0010530	LOC4804177|XP_001360780.4|DPSE	LOC6734832|XP_002081834.1|DSIM
OG0010531	LOC4802126|XP_001359107.3|DPSE	LOC6729518|XP_016036191.1|DSIM
OG0010532	LOC4803017|XP_001359819.2|DPSE	LOC6728877|XP_002104210.2|DSIM
OG0010533	LOC4813420|XP_015043364.2|DPSE	LOC6738550|XP_016032401.1|DSIM
OG0010534	LOC4803301|XP_001360064.2|DPSE	LOC6727249|XP_016033756.1|DSIM
OG0010535	LOC26533672|XP_015038271.2|DPSE	LOC6727392|XP_002102777.1|DSIM
OG0010536	LOC4803080|XP_001359879.3|DPSE	LOC6727396|XP_002102781.1|DSIM
OG0010537	LOC6897890|XP_002137992.1|DPSE	LOC27208561|XP_016035574.1|DSIM
OG0010538	LOC6897840|XP_033232419.1|DPSE	LOC6727883|XP_039150681.1|DSIM
OG0010539	LOC26532407|XP_015037967.2|DPSE	LOC120284976|XP_039150816.1|DSIM
OG0010540	LOC4800394|XP_015038548.1|DPSE	LOC6730217|XP_002105500.1|DSIM
OG0010541	LOC4813897|XP_033237384.1|DPSE	LOC6737649|XP_002084481.2|DSIM
OG0010542	LOC4801882|XP_001358906.3|DPSE	LOC6726953|XP_002102355.1|DSIM
OG0010543	LOC6896741|XP_015038822.2|DPSE	LOC6730190|XP_016036947.1|DSIM
OG0010544	LOC6903952|XP_002136565.2|DPSE	LOC6728251|XP_002103600.1|DSIM
OG0010545	LOC4801420|XP_001358516.5|DPSE	LOC6728296|XP_016034932.1|DSIM
OG0010546	LOC4801827|XP_001358860.2|DPSE	LOC6727523|XP_002102903.1|DSIM
OG0010547	LOC6897350|XP_033241622.1|DPSE	LOC6727520|XP_002102900.1|DSIM
OG0010548	LOC4801329|XP_001358442.3|DPSE	LOC6729765|XP_002105071.1|DSIM
OG0010549	LOC4800521|XP_001357786.3|DPSE	LOC6728337|XP_002103685.1|DSIM
OG0010550	LOC6896780|XP_002136986.3|DPSE	LOC6730084|XP_002105377.1|DSIM
OG0010551	LOC4800997|XP_001358172.3|DPSE	LOC6730099|XP_002105392.2|DSIM
OG0010552	LOC4800327|XP_001357583.3|DPSE	LOC6730288|XP_016037049.1|DSIM
OG0010553	LOC117185676|XP_033241864.1|DPSE	LOC6730287|XP_016037048.1|DSIM
OG0010554	LOC4800667|XP_001357899.4|DPSE	LOC6729874|XP_016036635.1|DSIM
OG0010555	LOC4801494|XP_001358573.4|DPSE	LOC6729139|XP_002104460.3|DSIM
OG0010556	LOC4802652|XP_001359533.2|DPSE	LOC6729672|XP_002104978.1|DSIM
OG0010557	LOC6899191|XP_033232520.1|DPSE	LOC6728575|XP_002103916.1|DSIM
OG0010558	LOC117183225|XP_033232778.1|DPSE, LOC117183332|XP_033232782.1|DPSE, LOC4803117|XP_001359913.4|DPSE	LOC6728586|XP_016035217.1|DSIM
OG0010559	LOC4802208|XP_001359176.3|DPSE	LOC27206485|XP_016036364.1|DSIM
OG0010560	LOC4802261|XP_001359217.3|DPSE	LOC6727008|XP_016033499.1|DSIM
OG0010561	LOC4803167|XP_015038333.1|DPSE	LOC6727624|XP_016034215.1|DSIM
OG0010562	LOC4803232|XP_001360006.1|DPSE	LOC6728623|XP_002103964.1|DSIM
OG0010563	LOC4803234|XP_001360008.2|DPSE	LOC6728625|XP_002103966.1|DSIM
OG0010564	LOC4801164|XP_001358298.3|DPSE	LOC27207192|XP_016036786.1|DSIM
OG0010565	LOC4800392|XP_001357677.5|DPSE	LOC6730219|XP_002105502.1|DSIM
OG0010566	LOC13036470|XP_003736230.1|DPSE	LOC27207674|XP_039150981.1|DSIM
OG0010567	LOC4801865|XP_001358894.2|DPSE	LOC6727340|XP_039150842.1|DSIM
OG0010568	LOC4800302|XP_001357606.4|DPSE	LOC6730255|XP_002105538.1|DSIM
OG0010569	LOC4800325|XP_001357585.2|DPSE	LOC27206384|XP_016037047.1|DSIM
OG0010570	LOC6896901|XP_002137088.2|DPSE	LOC6729771|XP_002105077.2|DSIM
OG0010571	LOC6896789|XP_033232653.1|DPSE	LOC6727324|XP_002102710.1|DSIM
OG0010572	LOC4800980|XP_001358161.2|DPSE	LOC6729025|XP_002104346.1|DSIM
OG0010573	LOC4800366|XP_001357549.4|DPSE	LOC27209090|XP_039151073.1|DSIM
OG0010574	LOC4800367|XP_001357548.1|DPSE	LOC27206431|XP_016036158.1|DSIM
OG0010575	LOC4800719|XP_001357942.3|DPSE	LOC6730329|XP_002105611.2|DSIM
OG0010576	LOC4800780|XP_001357995.4|DPSE	LOC6728699|XP_002104035.1|DSIM
OG0010577	LOC4800763|XP_001357977.3|DPSE	LOC6727736|XP_016034308.1|DSIM
OG0010578	LOC6896716|XP_002136930.1|DPSE	LOC6730165|XP_002105456.1|DSIM
OG0010579	LOC4802393|XP_001359320.2|DPSE	LOC6728035|XP_002103387.1|DSIM
OG0010580	LOC6897731|XP_002137837.2|DPSE	LOC6727681|XP_002103043.1|DSIM
OG0010581	LOC6897785|XP_002137890.3|DPSE	LOC27207968|XP_016025870.1|DSIM
OG0010582	LOC4801696|XP_001358743.4|DPSE	LOC6729969|XP_002105263.3|DSIM
OG0010583	LOC4801203|XP_001358331.3|DPSE	LOC6727711|XP_002103073.1|DSIM
OG0010584	LOC4801362|XP_001358469.4|DPSE	LOC6728071|XP_002103423.1|DSIM
OG0010585	LOC6897291|XP_002137450.2|DPSE	LOC6728161|XP_016034770.1|DSIM
OG0010586	LOC4802514|XP_001359422.2|DPSE	LOC6726743|XP_002102154.1|DSIM
OG0010587	LOC6903738|XP_002136737.2|DPSE, LOC6896722|XP_002136935.1|DPSE	LOC6730237|XP_016036990.1|DSIM
OG0010588	LOC26533361|XP_015037043.1|DPSE	LOC27206490|XP_016036520.1|DSIM
OG0010589	LOC6898516|XP_002138557.1|DPSE	LOC6735908|XP_016029259.1|DSIM
OG0010590	LOC26532338|XP_015036276.2|DPSE	LOC6731424|XP_016024041.1|DSIM
OG0010592	LOC4816292|XP_001355876.3|DPSE	LOC6732588|XP_016025273.1|DSIM
OG0010593	LOC4812990|XP_001353295.3|DPSE	LOC6738794|XP_016032608.1|DSIM
OG0010594	LOC6897354|XP_002137507.2|DPSE	LOC6737140|XP_016030770.1|DSIM
OG0010595	LOC4812740|XP_001353118.3|DPSE	LOC6737763|XP_002084591.1|DSIM
OG0010596	LOC6903559|XP_002132432.3|DPSE	LOC27209181|XP_016031788.1|DSIM
OG0010597	LOC6903199|XP_002132898.2|DPSE	LOC27209303|XP_002084343.1|DSIM
OG0010598	LOC4811918|XP_001352391.3|DPSE	LOC27206308|XP_016032969.1|DSIM
OG0010599	LOC4816445|XP_001356127.2|DPSE	LOC6732180|XP_002079309.1|DSIM
OG0010600	LOC4817952|XP_001357341.3|DPSE	LOC6732194|XP_002079323.2|DSIM
OG0010601	LOC6899288|XP_002136238.2|DPSE	LOC27207877|XP_016024906.1|DSIM
OG0010603	LOC4801541|XP_001358615.2|DPSE, LOC6901635|XP_002134305.1|DPSE	LOC6727268|XP_002102657.2|DSIM
OG0010610	ND6|YP_009742603.1|DPSE	ND6|NP_982332.1|DSIM
OG0010612	LOC4818120|XP_001357185.3|DPSE	LOC6731166|XP_039147373.1|DSIM
OG0010619	LOC6902308|XP_002133835.2|DPSE	LOC6737277|XP_002084117.1|DSIM
OG0010621	LOC6901036|XP_015042217.2|DPSE	LOC27207931|XP_016024856.1|DSIM
OG0010622	LOC26532324|XP_033234524.1|DPSE	LOC6727892|XP_002103247.3|DSIM
OG0010624	LOC4802727|XP_001359591.4|DPSE	LOC6728831|XP_002104165.1|DSIM
OG0010626	LOC6898002|XP_002138095.5|DPSE	LOC27208395|XP_016033755.1|DSIM
OG0010628	LOC6897781|XP_003736817.2|DPSE	LOC27207686|XP_016033140.1|DSIM
OG0010629	LOC4801990|XP_015037524.1|DPSE	LOC6728217|XP_016034856.1|DSIM
OG0010630	LOC4800890|XP_001358086.4|DPSE	LOC6727299|XP_002102686.1|DSIM
OG0010631	LOC4816238|XP_001355858.3|DPSE	LOC6731202|XP_016023747.1|DSIM
OG0010632	LOC4804515|XP_001361066.5|DPSE	LOC27206156|XP_039147808.1|DSIM
OG0010633	LOC117183672|XP_033234254.1|DPSE	LOC6733258|XP_039147898.1|DSIM
OG0010634	LOC6898069|XP_002138154.1|DPSE	LOC6734294|XP_002081323.1|DSIM
OG0010635	LOC4803418|XP_001360133.4|DPSE	LOC6736111|XP_002083011.1|DSIM
OG0010636	LOC4805657|XP_001362019.2|DPSE	LOC6733925|XP_002080969.1|DSIM
OG0010637	LOC6902533|XP_002133073.2|DPSE	LOC6730731|XP_002077899.1|DSIM
OG0010638	LOC6901958|XP_002133492.1|DPSE	LOC6725708|XP_016038978.1|DSIM
OG0010639	LOC4815150|XP_001354722.1|DPSE	LOC6725456|XP_002106472.1|DSIM
OG0010640	LOC4815322|XP_001354721.3|DPSE	LOC6725455|XP_002106471.1|DSIM
OG0010641	LOC4814899|XP_001354717.2|DPSE	LOC6725452|XP_002106468.1|DSIM
OG0010642	LOC4814984|XP_001355027.2|DPSE	LOC27207872|XP_016037981.1|DSIM
OG0010643	LOC4816051|XP_001355440.3|DPSE	LOC6724868|XP_002105907.2|DSIM
OG0010644	LOC6902182|XP_002133709.2|DPSE	LOC27206535|XP_016022872.1|DSIM
OG0010645	LOC6901983|XP_002133517.2|DPSE	LOC6725751|XP_016039069.1|DSIM
OG0010647	LOC26533064|XP_015042672.2|DPSE	LOC27208501|XP_016030854.1|DSIM
OG0010648	LOC4813150|XP_001353462.4|DPSE	LOC6737102|XP_016030728.1|DSIM
OG0010650	LOC4812716|XP_001353095.2|DPSE	LOC6737332|XP_016031059.1|DSIM
OG0010651	LOC6900013|XP_002135378.3|DPSE	LOC6738280|XP_002085091.1|DSIM
OG0010653	LOC6903685|XP_002136787.3|DPSE	LOC6729555|XP_002104863.1|DSIM
OG0010655	LOC26532010|XP_015042546.2|DPSE	LOC6738192|XP_016032019.1|DSIM
OG0010657	LOC6901929|XP_002133463.1|DPSE	LOC6725985|XP_002106967.1|DSIM
OG0010658	LOC6902012|XP_002133546.2|DPSE	LOC6739857|XP_039153137.1|DSIM
OG0010659	LOC6901129|XP_002134604.2|DPSE	LOC27206745|XP_039153225.1|DSIM
OG0010660	LOC4814415|XP_001354477.2|DPSE	LOC6725071|XP_002106099.1|DSIM
OG0010661	LOC6901901|XP_002133436.2|DPSE	LOC6738753|XP_039152752.1|DSIM
OG0010662	LOC4814409|XP_001354490.4|DPSE	LOC6740749|XP_002077540.3|DSIM
OG0010663	LOC4815349|XP_001355044.1|DPSE	LOC6739869|XP_016040213.1|DSIM
OG0010664	LOC4814988|XP_001354953.2|DPSE	LOC6728579|XP_039152968.1|DSIM
OG0010665	LOC4814287|XP_001354343.2|DPSE	LOC6739852|XP_039153906.1|DSIM
OG0010666	LOC4815482|XP_001355694.3|DPSE	LOC27208047|XP_039153228.1|DSIM
OG0010667	LOC4814907|XP_001354889.3|DPSE	LOC6725924|XP_039152795.1|DSIM
OG0010668	LOC6901501|XP_002134187.2|DPSE	LOC27206912|XP_016039073.1|DSIM
OG0010669	LOC4815238|XP_033237427.1|DPSE	LOC6740013|XP_016038451.1|DSIM
OG0010670	LOC6901273|XP_033239910.1|DPSE	LOC27206778|XP_039153138.1|DSIM
OG0010671	LOC6901280|XP_002133981.2|DPSE	LOC6724991|XP_002106026.1|DSIM
OG0010672	LOC6901982|XP_002133516.2|DPSE	LOC6737952|XP_002084771.1|DSIM
OG0010673	LOC4814452|XP_001354576.4|DPSE	LOC6726216|XP_002107191.1|DSIM
OG0010674	LOC4815586|XP_001355710.2|DPSE	LOC6725165|XP_002106191.2|DSIM
OG0010675	LOC6901409|XP_002134095.2|DPSE	LOC6726279|XP_002107240.2|DSIM
OG0010676	LOC6897869|XP_002137971.2|DPSE	LOC6733147|XP_016026017.1|DSIM
OG0010677	LOC4815577|XP_001355398.2|DPSE	LOC6725627|XP_016038837.1|DSIM
OG0010678	LOC4814290|XP_001354357.1|DPSE	LOC27207663|XP_016039923.2|DSIM
OG0010679	LOC6903586|XP_002132453.2|DPSE	LOC6736536|XP_002083406.1|DSIM
OG0010680	LOC6897514|XP_002137663.2|DPSE	LOC6725369|XP_016038425.1|DSIM
OG0010681	LOC6901769|XP_033240194.1|DPSE	LOC6725368|XP_016038419.1|DSIM
OG0010682	LOC6901766|XP_002134436.2|DPSE	LOC6725365|XP_002106382.3|DSIM
OG0010683	LOC4817824|XP_015035434.2|DPSE	LOC6732372|XP_039152533.1|DSIM
OG0010684	LOC6903018|XP_002132740.3|DPSE	LOC6732368|XP_016025014.1|DSIM
OG0010685	LOC6899226|XP_002136298.2|DPSE	LOC27206494|XP_016025630.1|DSIM
OG0010686	LOC6903446|XP_002132325.2|DPSE	LOC6732213|XP_002079342.2|DSIM
OG0010687	LOC6904036|XP_002136482.3|DPSE	LOC27208838|XP_016024470.2|DSIM
OG0010688	LOC6903304|XP_002132492.3|DPSE	LOC6732043|XP_002079175.1|DSIM
OG0010689	LOC4817032|XP_015035782.2|DPSE	LOC6731331|XP_016023930.1|DSIM
OG0010690	LOC4816577|XP_001356053.2|DPSE	LOC6731861|XP_016024543.1|DSIM
OG0010691	LOC26534258|XP_015036673.1|DPSE	LOC27207097|XP_016024536.1|DSIM
OG0010692	LOC26532454|XP_015036670.2|DPSE	LOC27209345|XP_016024535.1|DSIM
OG0010693	LOC6903595|XP_033235798.1|DPSE	LOC27208407|XP_039147192.1|DSIM
OG0010694	LOC4816395|XP_033235571.1|DPSE	LOC6732152|XP_002079284.2|DSIM
OG0010695	LOC6902985|XP_002132707.1|DPSE	LOC6731403|XP_002078556.1|DSIM
OG0010696	LOC4817534|XP_001356948.2|DPSE	LOC6730631|XP_002077808.1|DSIM
OG0010697	LOC4816123|XP_001355778.3|DPSE	LOC6731295|XP_002078451.1|DSIM
OG0010698	LOC26532983|XP_015036924.1|DPSE	LOC27206903|XP_016023788.1|DSIM
OG0010699	LOC4818033|XP_001357278.2|DPSE	LOC6733117|XP_002080194.1|DSIM
OG0010700	LOC4816346|XP_033235617.1|DPSE	LOC6732441|XP_002079562.2|DSIM
OG0010701	LOC6902535|XP_002133075.2|DPSE	LOC6730746|XP_002077914.2|DSIM
OG0010702	LOC117184082|XP_033236103.1|DPSE, LOC6902802|XP_002132539.2|DPSE	LOC6730482|XP_002077663.1|DSIM
OG0010703	LOC4817247|XP_001356740.4|DPSE	LOC6730500|XP_002077681.2|DSIM
OG0010704	LOC4817760|XP_001357112.3|DPSE	LOC6730943|XP_002078106.1|DSIM
OG0010705	LOC6900944|XP_002134645.1|DPSE	LOC6737237|XP_002084077.1|DSIM
OG0010706	LOC4813152|XP_001353782.3|DPSE	LOC6737565|XP_002084398.3|DSIM
OG0010707	LOC6900069|XP_033239567.1|DPSE	LOC6736833|XP_039149348.1|DSIM
OG0010708	LOC6902828|XP_002132564.2|DPSE	LOC27208312|XP_016032133.2|DSIM
OG0010709	LOC4812569|XP_001352586.3|DPSE	LOC6738341|XP_002085151.1|DSIM
OG0010710	LOC4812285|XP_001352597.3|DPSE	LOC6736760|XP_002083616.2|DSIM
OG0010712	LOC4812711|XP_001353090.1|DPSE	LOC6737338|XP_002084176.1|DSIM
OG0010713	LOC4813144|XP_001353440.2|DPSE	LOC27206302|XP_016032349.1|DSIM
OG0010714	LOC6900436|XP_002134827.1|DPSE	LOC6737079|XP_016030712.1|DSIM
OG0010716	LOC4812832|XP_001353526.1|DPSE	LOC6739038|XP_002085833.1|DSIM
OG0010717	LOC26532009|XP_015042552.2|DPSE	LOC6738175|XP_002084988.1|DSIM
OG0010718	LOC6900626|XP_033237504.1|DPSE	LOC6738029|XP_016031841.1|DSIM
OG0010719	LOC4802963|XP_003736871.2|DPSE	LOC6727102|XP_016033582.1|DSIM
OG0010720	LOC4813818|XP_001353150.1|DPSE	LOC6738153|XP_016031986.1|DSIM
OG0010721	LOC4812997|XP_001353154.3|DPSE	LOC6738148|XP_002084961.1|DSIM
OG0010722	LOC4805211|XP_001361652.4|DPSE	LOC6735691|XP_002082607.1|DSIM
OG0010723	LOC6899902|XP_002135270.2|DPSE	LOC6739118|XP_002085911.2|DSIM
OG0010724	LOC26533119|XP_015039929.2|DPSE	LOC27208064|XP_016028744.1|DSIM
OG0010725	LOC4804413|XP_033234263.1|DPSE	LOC27208926|XP_016028739.2|DSIM
OG0010726	LOC6898254|XP_002138320.1|DPSE	LOC27206174|XP_016027954.1|DSIM
OG0010727	LOC4803455|XP_001360176.2|DPSE	LOC6733308|XP_002080367.1|DSIM
OG0010728	LOC4803472|XP_001360190.3|DPSE	LOC6733328|XP_016026242.1|DSIM
OG0010729	LOC4803427|XP_001360142.2|DPSE	LOC27206735|XP_016026126.1|DSIM
OG0010730	LOC6898915|XP_002138884.2|DPSE	LOC6734878|XP_002081879.2|DSIM
OG0010731	LOC4804602|XP_001361136.3|DPSE	LOC6735370|XP_002082317.2|DSIM
OG0010732	LOC26533219|XP_015039153.1|DPSE	LOC27208750|XP_016027161.1|DSIM
OG0010733	LOC6903655|XP_015034997.1|DPSE	LOC6735941|XP_016029296.1|DSIM
OG0010734	LOC4803975|XP_001360612.4|DPSE	LOC6734523|XP_002081532.1|DSIM
OG0010735	LOC4805104|XP_001361561.2|DPSE	LOC6739382|XP_002076291.2|DSIM
OG0010736	LOC4805673|XP_001362033.3|DPSE	LOC27208887|XP_016026078.1|DSIM
OG0010737	LOC117183588|XP_033233893.1|DPSE	LOC27206148|XP_039147489.1|DSIM
OG0010738	LOC4800233|XP_001357546.2|DPSE	LOC6729483|XP_039151075.1|DSIM
OG0010739	LOC6897433|XP_033232468.1|DPSE	LOC6728907|XP_016035599.1|DSIM
OG0010740	LOC6897641|XP_003736750.3|DPSE	LOC6726747|XP_016033234.1|DSIM
OG0010741	LOC6897660|XP_002137799.2|DPSE	LOC6728420|XP_039150900.1|DSIM
OG0010742	LOC6897455|XP_002137603.2|DPSE, LOC26533150|XP_033236429.1|DPSE	LOC6727759|XP_039151463.1|DSIM
OG0010743	LOC6898000|XP_002138093.2|DPSE	LOC6727413|XP_002102798.1|DSIM
OG0010744	LOC4802984|XP_001359792.4|DPSE	LOC6727131|XP_002102524.1|DSIM
OG0010745	LOC4802337|XP_033234455.1|DPSE	LOC6727888|XP_002103243.1|DSIM
OG0010746	LOC6896782|XP_033241788.1|DPSE	LOC6739702|XP_016035539.1|DSIM
OG0010747	LOC6903676|XP_033232512.1|DPSE	LOC6729540|XP_039150452.1|DSIM
OG0010748	LOC4802081|XP_001359070.1|DPSE	LOC27206444|XP_016034347.1|DSIM
OG0010749	LOC6901060|XP_015042239.2|DPSE, LOC6900094|XP_002135452.3|DPSE	LOC6729399|XP_002104714.1|DSIM
OG0010750	LOC6897485|XP_002137634.3|DPSE	LOC6729400|XP_016036047.1|DSIM
OG0010751	LOC4803258|XP_003736933.1|DPSE	LOC6727455|XP_002102835.1|DSIM
OG0010752	LOC6896728|XP_002136941.3|DPSE	LOC6730209|XP_016036959.1|DSIM
OG0010753	LOC4800925|XP_001358112.4|DPSE	LOC6729166|XP_002104487.1|DSIM
OG0010754	LOC4801850|XP_001358881.2|DPSE	LOC6728594|XP_002103935.1|DSIM
OG0010755	LOC4801321|XP_033233141.1|DPSE	LOC6729760|XP_002105066.2|DSIM
OG0010756	LOC6897148|XP_033233140.1|DPSE	LOC6729759|XP_002105065.2|DSIM
OG0010757	LOC6896775|XP_033240265.1|DPSE	LOC6730060|XP_002105353.3|DSIM
OG0010758	LOC4800492|XP_015038574.2|DPSE	LOC6730073|XP_039151873.1|DSIM
OG0010759	LOC4800342|XP_001357570.3|DPSE	LOC27206492|XP_016037075.1|DSIM
OG0010760	LOC4803138|XP_001359930.3|DPSE	LOC6728562|XP_002103903.1|DSIM
OG0010761	LOC4802268|XP_001359222.2|DPSE	LOC6726994|XP_002102395.1|DSIM
OG0010762	LOC4801094|XP_001358246.3|DPSE	LOC6729910|XP_002105212.1|DSIM
OG0010763	LOC4800982|XP_033232813.1|DPSE	LOC6729026|XP_002104347.1|DSIM
OG0010764	LOC6897033|XP_002137218.2|DPSE	LOC27208213|XP_039151771.1|DSIM
OG0010765	LOC6896834|XP_002137037.3|DPSE	LOC6729953|XP_002105248.2|DSIM
OG0010766	LOC6897237|XP_002137409.2|DPSE	LOC27208534|XP_016035375.1|DSIM
OG0010767	LOC4800288|XP_001357607.3|DPSE	LOC6730252|XP_016037024.1|DSIM
OG0010768	LOC4800754|XP_001357970.3|DPSE	LOC6729770|XP_002105076.1|DSIM
OG0010769	LOC4801381|XP_001358484.3|DPSE	LOC6729502|XP_016036175.1|DSIM
OG0010770	LOC4800250|XP_001357638.2|DPSE	LOC6730166|XP_016036926.1|DSIM
OG0010771	LOC4804027|XP_001360657.2|DPSE	LOC6733471|XP_002080528.1|DSIM
