Orthogroup	DPSE.longest_only	DKIK.longest_only
OG0007249	LOC6901578|XP_033238998.1|DPSE	LOC108080084|XP_017030165.1|DKIK
OG0007250	LOC4814953|XP_001354862.1|DPSE	LOC108083864|XP_017035340.1|DKIK
OG0007251	LOC6897886|XP_002137988.1|DPSE	LOC108085433|XP_017037514.1|DKIK
OG0007252	LOC4801487|XP_033239381.1|DPSE	LOC108084113|XP_017035632.1|DKIK
OG0007253	LOC4813781|XP_001353266.2|DPSE	LOC108078817|XP_017028389.1|DKIK
OG0007254	LOC4803182|XP_015038338.2|DPSE	LOC108084844|XP_017036707.1|DKIK
OG0007255	LOC4814541|XP_001355002.2|DPSE	LOC108085228|XP_017037255.1|DKIK
OG0007256	LOC6897603|XP_002137748.1|DPSE	LOC108075576|XP_017023582.1|DKIK
OG0007257	LOC4802570|XP_001359465.3|DPSE	LOC108085624|XP_017037785.1|DKIK
OG0007258	LOC4802569|XP_033232403.1|DPSE	LOC108085625|XP_017037786.1|DKIK
OG0007259	LOC4815602|XP_001355473.3|DPSE	LOC108080078|XP_017030154.1|DKIK
OG0007260	LOC6900443|XP_002134834.1|DPSE	LOC108073854|XP_017021125.1|DKIK
OG0007261	LOC4803931|XP_001360572.3|DPSE	LOC108072899|XP_017019711.1|DKIK
OG0007262	LOC4815658|XP_001355352.3|DPSE	LOC108080309|XP_017030478.1|DKIK
OG0007263	LOC4813964|XP_001354123.1|DPSE	LOC108075333|XP_017023232.1|DKIK
OG0007264	LOC4812205|XP_001352408.2|DPSE	LOC108084801|XP_017036647.1|DKIK
OG0007265	LOC4815819|XP_001355249.1|DPSE	LOC108076522|XP_017024924.1|DKIK
OG0007266	LOC4800528|XP_033237396.1|DPSE	LOC108084197|XP_017035789.1|DKIK
OG0007267	LOC4803178|XP_001359961.2|DPSE	LOC108084851|XP_017036719.1|DKIK
OG0007268	LOC4804154|XP_015039645.2|DPSE	LOC108082459|XP_017033324.1|DKIK
OG0007269	LOC4815685|XP_001355465.3|DPSE	LOC108075973|XP_017024113.1|DKIK
OG0007270	LOC6897275|XP_033232740.1|DPSE	LOC108075720|XP_017023747.1|DKIK
OG0007271	LOC4802542|XP_001359441.2|DPSE	LOC108081044|XP_017031503.1|DKIK
OG0007272	LOC4812766|XP_001353861.2|DPSE	LOC108083086|XP_017034221.1|DKIK
OG0007273	LOC6897938|XP_015038314.2|DPSE	LOC108084888|XP_017036773.1|DKIK
OG0007274	LOC4800782|XP_001357997.2|DPSE	LOC108084316|XP_017035968.1|DKIK
OG0007275	LOC4813903|XP_033239793.1|DPSE	LOC108080544|XP_017030840.1|DKIK
OG0007276	LOC4813114|XP_001353681.1|DPSE	LOC108080523|XP_017030808.1|DKIK
OG0007277	LOC4813138|XP_033238583.1|DPSE	LOC108083252|XP_017034448.1|DKIK
OG0007278	LOC4814042|XP_033241508.1|DPSE	LOC108078834|XP_017028413.1|DKIK
OG0007279	LOC4814011|XP_033238103.1|DPSE	LOC108078784|XP_017028324.1|DKIK
OG0007280	LOC4814005|XP_001354178.4|DPSE	LOC108085822|XP_017038062.1|DKIK
OG0007281	LOC6897594|XP_002137739.1|DPSE	LOC108081248|XP_017031821.1|DKIK
OG0007282	LOC4802413|XP_001359336.3|DPSE	LOC108081247|XP_017031820.1|DKIK
OG0007283	LOC4802195|XP_001359163.2|DPSE	LOC108085890|XP_017038144.1|DKIK
OG0007284	LOC4801429|XP_001358524.1|DPSE	LOC108083920|XP_017035404.1|DKIK
OG0007285	LOC4815130|XP_001355216.3|DPSE	LOC108079272|XP_017029055.1|DKIK
OG0007286	LOC4815388|XP_001355215.1|DPSE	LOC108083485|XP_017034772.1|DKIK
OG0007287	LOC4817146|XP_001356737.3|DPSE	LOC108079070|XP_017028776.1|DKIK
OG0007288	LOC4815608|XP_015041288.2|DPSE	LOC108079957|XP_017030006.1|DKIK
OG0007289	LOC4815246|XP_033240127.1|DPSE	LOC108079156|XP_017028893.1|DKIK
OG0007290	LOC4803191|XP_001359974.2|DPSE	LOC108083218|XP_017034417.1|DKIK
OG0007291	LOC4815244|XP_001355131.2|DPSE	LOC108079411|XP_017029227.1|DKIK
OG0007292	LOC4811746|XP_001352317.1|DPSE	LOC108082954|XP_017034058.1|DKIK
OG0007293	LOC4802185|XP_001359154.3|DPSE	LOC108078816|XP_017028390.1|DKIK
OG0007294	LOC4802404|XP_001359328.4|DPSE	LOC108084250|XP_017035877.1|DKIK
OG0007295	LOC4803317|XP_001360080.2|DPSE	LOC108080960|XP_017031363.1|DKIK
OG0007296	LOC4801599|XP_033241875.1|DPSE	LOC108070688|XP_017016754.1|DKIK
OG0007297	LOC4802683|XP_001359553.5|DPSE	LOC108075476|XP_017023418.1|DKIK
OG0007298	LOC4802442|XP_001359361.1|DPSE	LOC108075557|XP_017023555.1|DKIK
OG0007299	LOC26533564|XP_033241823.1|DPSE	LOC108081257|XP_017031838.1|DKIK
OG0007300	LOC4802573|XP_033232402.1|DPSE	LOC108085650|XP_017037828.1|DKIK
OG0007301	LOC4802046|XP_001359039.3|DPSE	LOC108085417|XP_017037473.1|DKIK
OG0007302	LOC4802475|XP_015037826.2|DPSE	LOC108075580|XP_017023586.1|DKIK
OG0007303	LOC4815180|XP_001354884.2|DPSE	LOC108075188|XP_017023012.1|DKIK
OG0007304	LOC4816770|XP_001356196.3|DPSE	LOC108077452|XP_017026263.1|DKIK
OG0007305	LOC4813376|XP_001353967.2|DPSE	LOC108080688|XP_017031014.1|DKIK
OG0007306	LOC4813377|XP_001353968.2|DPSE	LOC108080687|XP_017031011.1|DKIK
OG0007307	LOC4802882|XP_001359711.3|DPSE	LOC108080872|XP_017031264.1|DKIK
OG0007308	LOC4801184|XP_001358316.2|DPSE	LOC108083668|XP_017035031.1|DKIK
OG0007309	LOC4802175|XP_001359147.1|DPSE	LOC108072154|XP_017018686.1|DKIK
OG0007310	LOC4802172|XP_001359145.5|DPSE	LOC108072163|XP_017018697.1|DKIK
OG0007311	LOC4802170|XP_015037650.2|DPSE	LOC108073213|XP_017020229.1|DKIK
OG0007312	LOC4803808|XP_001360466.3|DPSE	LOC108076323|XP_017024595.1|DKIK
OG0007313	LOC4814991|XP_001354760.2|DPSE	LOC108083541|XP_017034874.1|DKIK
OG0007314	LOC4814294|XP_001354446.1|DPSE	LOC108083598|XP_017034952.1|DKIK
OG0007315	LOC4814466|XP_015041456.2|DPSE	LOC108085964|XP_017038251.1|DKIK
OG0007316	LOC4802910|XP_001359736.3|DPSE	LOC108077649|XP_017026591.1|DKIK
OG0007317	LOC4802063|XP_001359056.3|DPSE	LOC108073226|XP_017020252.1|DKIK
OG0007318	LOC6897443|XP_015037589.2|DPSE	LOC108073222|XP_017020245.1|DKIK
OG0007319	LOC4813465|XP_001353389.2|DPSE	LOC108083138|XP_017034308.1|DKIK
OG0007320	LOC26533200|XP_033236538.1|DPSE	LOC108085904|XP_017038162.1|DKIK
OG0007321	LOC4815549|XP_001355237.2|DPSE	LOC108083564|XP_017034908.1|DKIK
OG0007322	LOC4815871|XP_015041168.2|DPSE	LOC108079982|XP_017030041.1|DKIK
OG0007323	LOC4814757|XP_001354502.2|DPSE	LOC108076004|XP_017024148.1|DKIK
OG0007324	LOC4802648|XP_001359529.1|DPSE	LOC108075497|XP_017023448.1|DKIK
OG0007325	LOC4800700|XP_001357926.1|DPSE	LOC108084248|XP_017035874.1|DKIK
OG0007326	LOC4802647|XP_033236297.1|DPSE	LOC108075495|XP_017023444.1|DKIK
OG0007327	LOC4812504|XP_033237957.1|DPSE	LOC108079841|XP_017029833.1|DKIK
OG0007329	LOC4802362|XP_001359291.1|DPSE	LOC108071359|XP_017017590.1|DKIK
OG0007330	LOC6901453|XP_033240960.1|DPSE	LOC108083497|XP_017034787.1|DKIK
OG0007331	LOC6901408|XP_015041665.2|DPSE	LOC108083830|XP_017035290.1|DKIK
OG0007332	LOC4815786|XP_001355298.3|DPSE	LOC108079946|XP_017029981.1|DKIK
OG0007333	LOC4802549|XP_001359447.3|DPSE	LOC108070679|XP_017016741.1|DKIK
OG0007334	LOC4816540|XP_001355981.2|DPSE	LOC108077444|XP_017026252.1|DKIK
OG0007335	LOC4814017|XP_015042489.1|DPSE	LOC108078873|XP_017028483.1|DKIK
OG0007336	LOC4816024|XP_001355380.2|DPSE	LOC108084637|XP_017036413.1|DKIK, LOC108080515|XP_017030783.1|DKIK
OG0007337	LOC4812777|XP_001353793.2|DPSE	LOC108077540|XP_017026419.1|DKIK
OG0007338	LOC4812541|XP_033240047.1|DPSE	LOC108073764|XP_017021019.1|DKIK
OG0007339	LOC4802622|XP_001359507.1|DPSE	LOC108081115|XP_017031606.1|DKIK
OG0007340	LOC4803162|XP_033237025.1|DPSE	LOC108084812|XP_017036660.1|DKIK
OG0007341	LOC6897599|XP_003736738.2|DPSE	LOC108075606|XP_017023626.1|DKIK
OG0007342	LOC4801609|XP_001358675.3|DPSE	LOC108070724|XP_017016810.1|DKIK
OG0007343	LOC4802146|XP_033232927.1|DPSE	LOC108073192|XP_017020193.1|DKIK
OG0007344	LOC4817622|XP_001357021.3|DPSE	LOC108074393|XP_017021907.1|DKIK
OG0007345	LOC4802144|XP_001359122.4|DPSE	LOC108073194|XP_017020197.1|DKIK
OG0007346	LOC4812266|XP_001352627.1|DPSE	LOC108078652|XP_017028069.1|DKIK
OG0007347	LOC6902140|XP_033240102.1|DPSE	LOC108079191|XP_017028937.1|DKIK
OG0007348	LOC4815982|XP_001355519.2|DPSE	LOC108079187|XP_017028933.1|DKIK
OG0007349	LOC4815828|XP_001355517.3|DPSE	LOC108079180|XP_017028920.1|DKIK
OG0007350	LOC4814510|XP_001354539.2|DPSE	LOC108085068|XP_017037023.1|DKIK
OG0007351	LOC4813692|XP_015043041.2|DPSE	LOC108072780|XP_017019549.1|DKIK
OG0007352	LOC6898640|XP_002138645.2|DPSE	LOC108078176|XP_017027329.1|DKIK
OG0007353	LOC4802495|XP_001359406.1|DPSE	LOC108084345|XP_017035996.1|DKIK
OG0007354	LOC4815383|XP_001355186.2|DPSE	LOC108083586|XP_017034934.1|DKIK
OG0007355	LOC4802051|XP_033241830.1|DPSE	LOC108085424|XP_017037496.1|DKIK
OG0007356	LOC6898530|XP_002138566.2|DPSE	LOC108078124|XP_017027236.1|DKIK
OG0007357	LOC4802292|XP_033233028.1|DPSE	LOC108081022|XP_017031461.1|DKIK
OG0007358	LOC4802305|XP_001359248.3|DPSE	LOC108081225|XP_017031791.1|DKIK
OG0007359	LOC4801245|XP_033233053.1|DPSE	LOC108083973|XP_017035472.1|DKIK
OG0007360	LOC6897025|XP_033232596.1|DPSE	LOC108075535|XP_017023522.1|DKIK
OG0007361	LOC4815376|XP_015041414.2|DPSE	LOC108076045|XP_017024193.1|DKIK
OG0007362	LOC4817962|XP_001357238.2|DPSE	LOC108082693|XP_017033687.1|DKIK
OG0007363	LOC4814302|XP_033240212.1|DPSE	LOC108080553|XP_017030846.1|DKIK
OG0007364	LOC4814416|XP_033240210.1|DPSE	LOC108080296|XP_017030454.1|DKIK
OG0007365	LOC4814239|XP_001354472.3|DPSE	LOC108080398|XP_017030614.1|DKIK
OG0007366	LOC4803240|XP_001360013.3|DPSE	LOC108084325|XP_017035976.1|DKIK
OG0007367	LOC4812643|XP_001353032.4|DPSE	LOC108072640|XP_017019358.1|DKIK
OG0007368	LOC6897967|XP_002138066.2|DPSE	LOC108084886|XP_017036771.1|DKIK
OG0007369	LOC13036310|XP_033232786.1|DPSE	LOC108085446|XP_017037545.1|DKIK
OG0007370	LOC4804340|XP_001360915.4|DPSE	LOC108078108|XP_017027201.1|DKIK
OG0007371	LOC6896762|XP_002136968.3|DPSE	LOC108075752|XP_017023796.1|DKIK
OG0007372	LOC4803034|XP_001359836.3|DPSE	LOC108072136|XP_017018664.1|DKIK
OG0007373	LOC4815904|XP_001355313.4|DPSE	LOC108071161|XP_017017333.1|DKIK
OG0007374	LOC4815094|XP_001354924.1|DPSE	LOC108071772|XP_017018107.1|DKIK
OG0007375	LOC6901598|XP_002134269.2|DPSE	LOC108074938|XP_017022658.1|DKIK
OG0007376	LOC4815557|XP_001355525.2|DPSE	LOC108079207|XP_017028959.1|DKIK
OG0007377	LOC26534035|XP_033241587.1|DPSE	LOC108084472|XP_017036175.1|DKIK
OG0007378	LOC6901581|XP_033238216.1|DPSE	LOC108083845|XP_017035312.1|DKIK
OG0007379	LOC4815529|XP_015041345.1|DPSE	LOC108080538|XP_017030830.1|DKIK
OG0007380	LOC4815770|XP_001355447.2|DPSE	LOC108080531|XP_017030819.1|DKIK
OG0007381	LOC6902260|XP_033238202.1|DPSE	LOC108080513|XP_017030779.1|DKIK
OG0007382	LOC4815917|XP_001355224.2|DPSE	LOC108083430|XP_017034674.1|DKIK
OG0007383	LOC4814253|XP_015042333.2|DPSE	LOC108085763|XP_017037993.1|DKIK
OG0007384	LOC4815947|XP_001355222.1|DPSE	LOC108083433|XP_017034677.1|DKIK
OG0007385	LOC4815640|XP_001355302.2|DPSE	LOC108079938|XP_017029971.1|DKIK
OG0007386	LOC4815461|XP_001355696.4|DPSE	LOC108076121|XP_017024339.1|DKIK
OG0007387	LOC117185106|XP_033240857.1|DPSE, LOC4811756|XP_001352328.1|DPSE	LOC108084943|XP_017036834.1|DKIK
OG0007388	LOC4811773|XP_033237477.1|DPSE	LOC108084532|XP_017036261.1|DKIK
OG0007389	LOC4817811|XP_015035512.2|DPSE	LOC108081532|XP_017032239.1|DKIK
OG0007390	LOC4815158|XP_001354538.4|DPSE	LOC108083523|XP_017034843.1|DKIK
OG0007391	LOC4803221|XP_001359997.2|DPSE	LOC108073398|XP_017020478.1|DKIK
OG0007392	LOC4815487|XP_033237631.1|DPSE	LOC108080339|XP_017030528.1|DKIK
OG0007393	LOC4802163|XP_001359135.4|DPSE	LOC108073237|XP_017020276.1|DKIK
OG0007394	LOC4815437|XP_033240817.1|DPSE	LOC108080307|XP_017030470.1|DKIK
OG0007395	LOC6901661|XP_033237491.1|DPSE	LOC108080153|XP_017030280.1|DKIK
OG0007396	LOC4802437|XP_001359358.3|DPSE	LOC108075563|XP_017023567.1|DKIK
OG0007397	LOC6899734|XP_033235290.1|DPSE	LOC108077320|XP_017026097.1|DKIK
OG0007398	LOC4803929|XP_001360570.3|DPSE	LOC108072966|XP_017019886.1|DKIK
OG0007399	LOC4815076|XP_001354984.4|DPSE	LOC108074943|XP_017022663.1|DKIK
OG0007400	LOC4815901|XP_001355348.2|DPSE	LOC108084623|XP_017036404.1|DKIK
OG0007401	LOC4811661|XP_033239434.1|DPSE	LOC108079995|XP_017030050.1|DKIK
OG0007402	LOC4803261|XP_001360033.4|DPSE	LOC108084377|XP_017036052.1|DKIK
OG0007403	LOC4803250|XP_001360023.4|DPSE	LOC108084348|XP_017036000.1|DKIK
OG0007404	LOC4803246|XP_033232350.1|DPSE	LOC108084368|XP_017036038.1|DKIK
OG0007405	LOC4802364|XP_001359293.2|DPSE	LOC108071307|XP_017017502.1|DKIK
OG0007406	LOC4802988|XP_001359796.2|DPSE	LOC108081142|XP_017031669.1|DKIK
OG0007407	LOC6903343|XP_002132224.2|DPSE	LOC108074432|XP_017021963.1|DKIK
OG0007408	LOC4812294|XP_001352924.4|DPSE	LOC108085549|XP_017037674.1|DKIK
OG0007409	LOC6902910|XP_015035996.1|DPSE	LOC108077145|XP_017025854.1|DKIK
OG0007410	LOC4814530|XP_002134355.2|DPSE	LOC108083873|XP_017035351.1|DKIK
OG0007411	LOC4815436|XP_001355539.2|DPSE	LOC108084645|XP_017036425.1|DKIK
OG0007412	LOC4815773|XP_001355297.2|DPSE	LOC108079947|XP_017029991.1|DKIK
OG0007413	LOC4804200|XP_001360798.2|DPSE	LOC108085140|XP_017037148.1|DKIK
OG0007414	LOC6903072|XP_002132790.2|DPSE	LOC108080393|XP_017030610.1|DKIK
OG0007415	LOC4815618|XP_001355370.3|DPSE	LOC108083376|XP_017034611.1|DKIK
OG0007416	LOC6902028|XP_033237909.1|DPSE	LOC108080516|XP_017030784.1|DKIK
OG0007417	LOC4815280|XP_033237688.1|DPSE	LOC108071235|XP_017017407.1|DKIK
OG0007418	LOC4804672|XP_015040097.2|DPSE	LOC108073017|XP_017019964.1|DKIK
OG0007419	LOC4801942|XP_001358957.3|DPSE	LOC108077786|XP_017026776.1|DKIK
OG0007420	LOC4804753|XP_001361264.2|DPSE	LOC108078259|XP_017027486.1|DKIK
OG0007421	LOC4815648|XP_015041236.2|DPSE	LOC108071685|XP_017017978.1|DKIK
OG0007422	LOC4814297|XP_015042352.1|DPSE	LOC108085751|XP_017037976.1|DKIK
OG0007423	LOC4815932|XP_001355613.3|DPSE	LOC108083835|XP_017035301.1|DKIK
OG0007424	LOC4813215|XP_033239126.1|DPSE	LOC108083090|XP_017034227.1|DKIK
OG0007425	LOC4812102|XP_015044037.1|DPSE	LOC108083243|XP_017034438.1|DKIK
OG0007426	LOC4815006|XP_001354982.3|DPSE	LOC108071803|XP_017018183.1|DKIK
OG0007427	LOC4815868|XP_001355305.1|DPSE	LOC108076077|XP_017024277.1|DKIK
OG0007428	LOC4815313|XP_033241399.1|DPSE	LOC108083442|XP_017034687.1|DKIK
OG0007429	LOC6899091|XP_002139008.3|DPSE	LOC108085168|XP_017037189.1|DKIK
OG0007430	LOC4811675|XP_001352260.1|DPSE	LOC108071518|XP_017017776.1|DKIK
OG0007431	LOC4816962|XP_001356735.1|DPSE	LOC108077172|XP_017025897.1|DKIK
OG0007432	LOC4812060|XP_001352398.3|DPSE	LOC108072658|XP_017019384.1|DKIK
OG0007433	LOC4814736|XP_003736161.3|DPSE	LOC108083488|XP_017034775.1|DKIK
OG0007434	LOC4813242|XP_001353904.1|DPSE	LOC108073961|XP_017021287.1|DKIK
OG0007435	LOC4813178|XP_001353895.1|DPSE	LOC108073971|XP_017021303.1|DKIK
OG0007436	LOC4812563|XP_001352993.2|DPSE	LOC108075094|XP_017022866.1|DKIK
OG0007437	LOC4813394|XP_001353200.3|DPSE	LOC108072720|XP_017019468.1|DKIK
OG0007438	LOC26533853|XP_033239234.1|DPSE	LOC108083055|XP_017034173.1|DKIK
OG0007439	LOC6901672|XP_033240296.1|DPSE	LOC108079285|XP_017029071.1|DKIK
OG0007440	LOC4816044|XP_033241504.1|DPSE	LOC108074211|XP_017021639.1|DKIK
OG0007441	LOC4805735|XP_001362083.2|DPSE	LOC108082536|XP_017033460.1|DKIK
OG0007442	LOC4803177|XP_001359960.3|DPSE	LOC108084849|XP_017036717.1|DKIK
OG0007443	LOC4804532|XP_001361080.2|DPSE	LOC108076390|XP_017024716.1|DKIK
OG0007444	LOC4803987|XP_001360620.2|DPSE	LOC108076419|XP_017024749.1|DKIK
OG0007445	LOC4803988|XP_001360621.1|DPSE	LOC108076418|XP_017024747.1|DKIK
OG0007446	LOC4816802|XP_001356902.4|DPSE	LOC108082812|XP_017033860.1|DKIK
OG0007447	LOC4816943|XP_001356650.1|DPSE	LOC108074278|XP_017021743.1|DKIK
OG0007448	LOC4805314|XP_001361734.2|DPSE	LOC108078486|XP_017027858.1|DKIK
OG0007449	LOC4812450|XP_001352784.4|DPSE	LOC108073778|XP_017021034.1|DKIK
OG0007450	LOC4818106|XP_003736141.1|DPSE	LOC108081392|XP_017032039.1|DKIK
OG0007451	LOC4812448|XP_001353020.3|DPSE	LOC108083657|XP_017035017.1|DKIK
OG0007452	LOC4812120|XP_001353021.3|DPSE	LOC108083656|XP_017035016.1|DKIK
OG0007453	LOC4813296|XP_001353929.4|DPSE	LOC108073954|XP_017021269.1|DKIK
OG0007454	LOC4813367|XP_033240667.1|DPSE	LOC108083101|XP_017034247.1|DKIK
OG0007455	LOC6903881|XP_015035085.1|DPSE	LOC108076622|XP_017025037.1|DKIK
OG0007456	LOC4814600|XP_001354831.4|DPSE	LOC108083446|XP_017034699.1|DKIK
OG0007457	LOC4812537|XP_001352458.2|DPSE	LOC108073949|XP_017021254.1|DKIK
OG0007458	LOC4816555|XP_001356294.1|DPSE	LOC108074645|XP_017022287.1|DKIK
OG0007459	LOC4800923|XP_033232752.1|DPSE	LOC108083675|XP_017035041.1|DKIK
OG0007460	LOC6898328|XP_002138383.2|DPSE	LOC108078277|XP_017027518.1|DKIK
OG0007461	LOC4812863|XP_001353293.2|DPSE	LOC108075239|XP_017023084.1|DKIK
OG0007462	LOC4813074|XP_001353289.3|DPSE	LOC108074018|XP_017021374.1|DKIK
OG0007463	LOC4813312|XP_001353288.4|DPSE	LOC108074017|XP_017021373.1|DKIK
OG0007464	LOC6900419|XP_015042722.2|DPSE	LOC108074992|XP_017022712.1|DKIK
OG0007465	LOC6900216|XP_015043958.2|DPSE	LOC108070447|XP_017016415.1|DKIK
OG0007466	LOC4805401|XP_015040624.1|DPSE	LOC108073080|XP_017020035.1|DKIK
OG0007467	LOC4805456|XP_001361853.3|DPSE	LOC108076517|XP_017024914.1|DKIK
OG0007468	LOC4804247|XP_001360835.1|DPSE	LOC108076511|XP_017024906.1|DKIK
OG0007469	LOC4813627|XP_033238449.1|DPSE	LOC108080582|XP_017030876.1|DKIK
OG0007470	LOC4816195|XP_001355779.2|DPSE	LOC108075926|XP_017024050.1|DKIK
OG0007471	LOC4804181|XP_015039661.2|DPSE	LOC108076122|XP_017024340.1|DKIK
OG0007472	LOC4814678|XP_001354817.3|DPSE	LOC108074141|XP_017021529.1|DKIK
OG0007473	LOC4813752|XP_001353323.3|DPSE	LOC108075020|XP_017022761.1|DKIK
OG0007474	LOC4805309|XP_033234877.1|DPSE	LOC108078545|XP_017027949.1|DKIK
OG0007475	LOC4812236|XP_001352848.2|DPSE	LOC108079114|XP_017028843.1|DKIK
OG0007476	LOC4815810|XP_001355377.2|DPSE	LOC108083552|XP_017034889.1|DKIK
OG0007477	LOC6902022|XP_033240460.1|DPSE	LOC108083459|XP_017034720.1|DKIK
OG0007478	LOC26533437|XP_033236536.1|DPSE	LOC108077163|XP_017025887.1|DKIK
OG0007479	LOC4815049|XP_001354738.4|DPSE	LOC108076105|XP_017024318.1|DKIK
OG0007480	LOC6897563|XP_033237958.1|DPSE	LOC108081274|XP_017031860.1|DKIK
OG0007481	LOC4812074|XP_001352419.1|DPSE	LOC108072660|XP_017019382.1|DKIK
OG0007482	LOC4816960|XP_033235667.1|DPSE	LOC108079635|XP_017029509.1|DKIK
OG0007483	LOC4804874|XP_015040250.2|DPSE	LOC108085162|XP_017037183.1|DKIK
OG0007484	LOC4814926|XP_015041560.2|DPSE	LOC108079954|XP_017030002.1|DKIK
OG0007485	LOC6901183|XP_002133884.1|DPSE	LOC108074232|XP_017021664.1|DKIK
OG0007486	LOC4815494|XP_001355504.2|DPSE	LOC108080015|XP_017030071.1|DKIK
OG0007487	LOC4811687|XP_001352269.4|DPSE	LOC108082655|XP_017033641.1|DKIK
OG0007488	LOC4813976|XP_001354133.4|DPSE	LOC108075024|XP_017022767.1|DKIK
OG0007489	LOC6897672|XP_033232948.1|DPSE	LOC108081116|XP_017031607.1|DKIK
OG0007490	LOC6899246|XP_033237617.1|DPSE	LOC108079213|XP_017028979.1|DKIK
OG0007491	LOC4815706|XP_033241437.1|DPSE	LOC108080505|XP_017030763.1|DKIK
OG0007492	LOC4803492|XP_001360209.3|DPSE	LOC108081333|XP_017031963.1|DKIK
OG0007493	LOC6899416|XP_033237765.1|DPSE	LOC108084674|XP_017036491.1|DKIK
OG0007494	LOC6903769|XP_033236870.1|DPSE	LOC108077136|XP_017025837.1|DKIK
OG0007495	LOC4815365|XP_001355104.3|DPSE	LOC108079149|XP_017028885.1|DKIK
OG0007496	LOC4813340|XP_033237627.1|DPSE	LOC108083061|XP_017034184.1|DKIK
OG0007497	LOC6900690|XP_015043164.1|DPSE	LOC108071949|XP_017018404.1|DKIK
OG0007498	LOC4812939|XP_015042903.2|DPSE	LOC108083091|XP_017034228.1|DKIK
OG0007499	LOC4813960|XP_015043493.2|DPSE	LOC108083264|XP_017034462.1|DKIK
OG0007500	LOC4813961|XP_001354120.2|DPSE	LOC108083265|XP_017034463.1|DKIK
OG0007501	LOC6900461|XP_033240110.1|DPSE	LOC108083320|XP_017034551.1|DKIK
OG0007502	LOC26532207|XP_015039007.1|DPSE	LOC108071387|XP_017017620.1|DKIK
OG0007503	LOC4817366|XP_015035993.2|DPSE	LOC108077222|XP_017025969.1|DKIK
OG0007504	LOC4812133|XP_015044072.1|DPSE	LOC108075113|XP_017022884.1|DKIK
OG0007505	LOC4813180|XP_001353188.3|DPSE	LOC108072817|XP_017019599.1|DKIK
OG0007506	LOC4813785|XP_001353189.1|DPSE	LOC108072760|XP_017019522.1|DKIK
OG0007507	LOC4816944|XP_001356406.1|DPSE	LOC108074599|XP_017022204.1|DKIK
OG0007508	LOC4817198|XP_001356645.3|DPSE	LOC108074587|XP_017022183.1|DKIK
OG0007509	LOC4817981|XP_001357334.2|DPSE	LOC108079986|XP_017030042.1|DKIK
OG0007510	LOC4805037|XP_033234481.1|DPSE	LOC108082442|XP_017033301.1|DKIK
OG0007511	LOC4816564|XP_001356138.2|DPSE	LOC108072574|XP_017019269.1|DKIK
OG0007512	LOC4803079|XP_003736901.2|DPSE	LOC108077731|XP_017026718.1|DKIK
OG0007513	LOC4816913|XP_001356437.2|DPSE	LOC108086139|XP_017038484.1|DKIK
OG0007514	LOC6899932|XP_002135300.3|DPSE	LOC108079863|XP_017029863.1|DKIK
OG0007515	LOC6903294|XP_002132482.3|DPSE	LOC108072488|XP_017019144.1|DKIK
OG0007516	LOC4817819|XP_001357477.2|DPSE	LOC108081385|XP_017032030.1|DKIK
OG0007517	LOC4813970|XP_001354128.1|DPSE	LOC108075018|XP_017022758.1|DKIK
OG0007518	LOC4805628|XP_001362000.1|DPSE	LOC108070884|XP_017017018.1|DKIK
OG0007519	LOC4805534|XP_033233250.1|DPSE	LOC108078133|XP_017027247.1|DKIK
OG0007520	LOC6898464|XP_002138507.2|DPSE	LOC108070454|XP_017016423.1|DKIK
OG0007521	LOC4815920|XP_001355728.2|DPSE	LOC108071791|XP_017018159.1|DKIK
OG0007522	LOC26533691|XP_033239799.1|DPSE	LOC108082919|XP_017033998.1|DKIK
OG0007523	LOC4805410|XP_015040631.2|DPSE	LOC108073121|XP_017020103.1|DKIK
OG0007524	LOC4817098|XP_001356574.3|DPSE	LOC108077146|XP_017025856.1|DKIK
OG0007525	LOC4816412|XP_001356237.1|DPSE	LOC108085296|XP_017037343.1|DKIK
OG0007526	LOC4800947|XP_001358131.2|DPSE	LOC108081029|XP_017031479.1|DKIK
OG0007527	LOC4813688|XP_001353646.1|DPSE	LOC108073380|XP_017020448.1|DKIK
OG0007528	LOC6899016|XP_002138971.3|DPSE	LOC108085107|XP_017037072.1|DKIK
OG0007529	LOC4803964|XP_001360602.4|DPSE	LOC108076196|XP_017024420.1|DKIK
OG0007530	LOC117184773|XP_033239501.1|DPSE	LOC108073458|XP_017020582.1|DKIK
OG0007531	LOC4805574|XP_001361957.2|DPSE	LOC108085104|XP_017037065.1|DKIK
OG0007532	LOC6899062|XP_002138987.3|DPSE	LOC108070860|XP_017016981.1|DKIK
OG0007533	LOC4812620|XP_001352976.2|DPSE	LOC108083261|XP_017034459.1|DKIK
OG0007534	LOC4813823|XP_001353547.1|DPSE	LOC108082990|XP_017034102.1|DKIK
OG0007535	LOC4812895|XP_001353601.3|DPSE	LOC108075080|XP_017022851.1|DKIK
OG0007536	LOC4802872|XP_001359703.2|DPSE	LOC108084305|XP_017035957.1|DKIK
OG0007537	LOC6900585|XP_033238191.1|DPSE	LOC108075288|XP_017023171.1|DKIK
OG0007538	LOC4813036|XP_033240038.1|DPSE	LOC108075215|XP_017023043.1|DKIK
OG0007539	LOC6903226|XP_002132927.3|DPSE	LOC108082799|XP_017033838.1|DKIK
