Orthogroup	DPSE.longest_only	CPIP.longest_only
OG0006295	LOC4816023|XP_001355717.2|DPSE	LOC120432397|XP_039453531.1|CPIP
OG0006296	LOC4814634|XP_001355013.2|DPSE	LOC120432381|XP_039453512.1|CPIP
OG0006297	LOC6901911|XP_015040996.2|DPSE	LOC120427221|XP_039448018.1|CPIP
OG0006298	LOC4815050|XP_001355020.3|DPSE	LOC120413367|XP_039430086.1|CPIP
OG0006299	LOC6901632|XP_015041908.2|DPSE	LOC120413371|XP_039430089.1|CPIP
OG0006300	LOC4815007|XP_001354637.3|DPSE	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP
OG0006301	LOC4814681|XP_001354943.3|DPSE	LOC120413365|XP_039430083.1|CPIP
OG0006302	LOC4814692|XP_033237999.1|DPSE	LOC120430976|XP_039452085.1|CPIP
OG0006303	LOC6898043|XP_002138131.2|DPSE	LOC120424903|XP_039445127.1|CPIP
OG0006304	LOC6896832|XP_002137035.3|DPSE	LOC120414151|XP_039431123.1|CPIP
OG0006305	LOC4800621|XP_033240324.1|DPSE	LOC120427663|XP_039448470.1|CPIP
OG0006306	LOC4802125|XP_033233101.1|DPSE	LOC120427667|XP_039448478.1|CPIP
OG0006307	LOC4801938|XP_001358955.5|DPSE	LOC120427668|XP_039448482.1|CPIP
OG0006308	LOC4814215|XP_001354335.2|DPSE	LOC120432328|XP_039453486.1|CPIP
OG0006309	LOC4815902|XP_001355597.3|DPSE	LOC120415622|XP_039433153.1|CPIP
OG0006310	LOC4801485|XP_001358568.4|DPSE	LOC120415602|XP_039433129.1|CPIP
OG0006311	LOC4815710|XP_001355550.4|DPSE	LOC120415635|XP_039433168.1|CPIP
OG0006312	LOC4815761|XP_001355549.3|DPSE	LOC120421420|XP_039440561.1|CPIP
OG0006313	LOC4815277|XP_001354527.3|DPSE	LOC120421422|XP_039440568.1|CPIP
OG0006314	LOC4811743|XP_001352315.2|DPSE	LOC120424732|XP_039444895.1|CPIP
OG0006315	LOC4800343|XP_003736198.2|DPSE	LOC120417020|XP_039434891.1|CPIP
OG0006316	LOC4816017|XP_001355289.1|DPSE	LOC120422074|XP_039441351.1|CPIP
OG0006317	LOC4814813|XP_001355157.1|DPSE	LOC120420591|XP_039439632.1|CPIP
OG0006318	LOC4814938|XP_033238185.1|DPSE	LOC120425692|XP_039446251.1|CPIP
OG0006319	LOC4804890|XP_001361378.2|DPSE	LOC120424263|XP_039444298.1|CPIP
OG0006320	LOC6901062|XP_002134541.1|DPSE	LOC120415097|XP_039432488.1|CPIP
OG0006321	LOC4815334|XP_001354927.3|DPSE	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP
OG0006322	LOC6901209|XP_002133910.2|DPSE	LOC120413373|XP_039430099.1|CPIP
OG0006323	LOC6899672|XP_033238030.1|DPSE, LOC117185137|XP_033240975.1|DPSE	LOC120413342|XP_039430055.1|CPIP
OG0006324	LOC6901954|XP_002133488.2|DPSE	LOC120424688|XP_039444797.1|CPIP
OG0006325	LOC4801547|XP_001358619.3|DPSE	LOC120425314|XP_039445717.1|CPIP
OG0006326	LOC4813844|XP_001353156.3|DPSE	LOC120417706|XP_039435786.1|CPIP
OG0006327	LOC4801142|XP_001358281.3|DPSE	LOC120417701|XP_039435780.1|CPIP
OG0006328	LOC6896965|XP_033232750.1|DPSE	LOC120414505|XP_039431640.1|CPIP
OG0006329	LOC4815727|XP_001355273.3|DPSE	LOC120416915|XP_039434748.1|CPIP
OG0006330	LOC4801378|XP_015037212.2|DPSE	LOC120431013|XP_039452107.1|CPIP
OG0006331	LOC4814930|XP_001355081.4|DPSE	LOC120430666|XP_039451705.1|CPIP
OG0006332	LOC4814442|XP_001354836.3|DPSE	LOC120431040|XP_039452129.1|CPIP
OG0006333	LOC4815225|XP_001354726.4|DPSE	LOC120430982|XP_039452065.1|CPIP
OG0006334	LOC6902307|XP_002133834.1|DPSE	LOC120430683|XP_039451718.1|CPIP
OG0006335	LOC6896823|XP_002137026.2|DPSE	LOC120419622|XP_039438295.1|CPIP
OG0006336	LOC4815285|XP_001354868.1|DPSE	LOC120412590|XP_039429050.1|CPIP
OG0006337	LOC4815247|XP_033238222.1|DPSE	LOC120431332|XP_039452400.1|CPIP
OG0006338	LOC4802740|XP_001359603.1|DPSE	LOC120429016|XP_039450089.1|CPIP
OG0006339	LOC6899606|XP_033237613.1|DPSE	LOC120414539|XP_039431684.1|CPIP
OG0006340	LOC6901573|XP_002134246.1|DPSE	LOC120414541|XP_039431689.1|CPIP
OG0006341	LOC4814317|XP_001354398.2|DPSE	LOC120414540|XP_039431688.1|CPIP
OG0006342	LOC4814256|XP_033239329.1|DPSE	LOC120414531|XP_039431673.1|CPIP
OG0006343	LOC6901056|XP_002134535.2|DPSE	LOC120414522|XP_039431664.1|CPIP
OG0006344	LOC4815499|XP_033239482.1|DPSE	LOC120414521|XP_039431663.1|CPIP
OG0006345	LOC4800705|XP_033232584.1|DPSE	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP
OG0006346	LOC4800463|XP_001357734.2|DPSE	LOC120414529|XP_039431671.1|CPIP
OG0006347	LOC6897317|XP_003736581.3|DPSE	LOC120417697|XP_039435775.1|CPIP
OG0006348	LOC6901267|XP_015041538.2|DPSE	LOC120414163|XP_039431148.1|CPIP
OG0006349	LOC6901160|XP_033240730.1|DPSE	LOC120416238|XP_039433869.1|CPIP
OG0006350	LOC6896781|XP_002136987.1|DPSE	LOC120416250|XP_039433886.1|CPIP
OG0006351	LOC4815284|XP_033241494.1|DPSE	LOC120416236|XP_039433867.1|CPIP
OG0006352	LOC4803656|XP_001360339.2|DPSE	LOC120416239|XP_039433875.1|CPIP
OG0006353	LOC4800415|XP_015038765.2|DPSE	LOC120416237|XP_039433868.1|CPIP
OG0006354	LOC4800936|XP_001358123.3|DPSE	LOC120430913|XP_039451970.1|CPIP
OG0006355	LOC4816052|XP_002133751.2|DPSE	LOC120419615|XP_039438290.1|CPIP
OG0006356	LOC4814934|XP_001354537.2|DPSE	LOC120417760|XP_039435854.1|CPIP
OG0006357	LOC6901910|XP_015040983.2|DPSE	LOC120417783|XP_039435873.1|CPIP
OG0006358	LOC4811942|XP_001352766.1|DPSE	LOC120412815|XP_039429357.1|CPIP
OG0006359	LOC4801526|XP_001358602.2|DPSE	LOC120412989|XP_039429577.1|CPIP
OG0006360	LOC4815063|XP_015042062.1|DPSE	LOC120413531|XP_039430342.1|CPIP
OG0006361	LOC4802277|XP_001359229.3|DPSE	LOC120417016|XP_039434886.1|CPIP
OG0006362	LOC4814539|XP_001354967.1|DPSE	LOC120413206|XP_039429895.1|CPIP
OG0006363	LOC6901742|XP_015042095.2|DPSE	LOC120428436|XP_039449381.1|CPIP
OG0006364	LOC4817726|XP_033235972.1|DPSE	LOC120413277|XP_039429942.1|CPIP
OG0006365	LOC4815174|XP_001355043.3|DPSE	LOC120413304|XP_039429998.1|CPIP
OG0006366	LOC6901652|XP_033239800.1|DPSE	LOC120413307|XP_039430003.1|CPIP
OG0006367	LOC6902248|XP_002133775.2|DPSE	LOC120413308|XP_039430004.1|CPIP
OG0006368	LOC4800371|XP_015038600.2|DPSE	LOC120414147|XP_039431119.1|CPIP
OG0006369	LOC4800370|XP_015038540.2|DPSE	LOC120414160|XP_039431135.1|CPIP
OG0006370	LOC4814345|XP_001354378.1|DPSE	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP
OG0006372	LOC6899810|XP_002135725.1|DPSE	LOC120423049|XP_039442656.1|CPIP
OG0006373	LOC6901594|XP_015041850.2|DPSE	LOC120430293|XP_039451322.1|CPIP
OG0006374	LOC4815449|XP_001355547.2|DPSE	LOC120420404|XP_039439350.1|CPIP
OG0006375	LOC4815122|XP_001355204.3|DPSE	LOC120430110|XP_039451130.1|CPIP
OG0006376	LOC4815543|XP_001355668.3|DPSE	LOC120430109|XP_039451128.1|CPIP
OG0006377	LOC4814418|XP_001354390.1|DPSE	LOC120430118|XP_039451137.1|CPIP
OG0006378	LOC4800510|XP_001357775.3|DPSE	LOC120418066|XP_039436258.1|CPIP
OG0006379	LOC6902206|XP_002133733.2|DPSE	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP
OG0006380	LOC4815125|XP_001354687.2|DPSE	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP
OG0006381	LOC4815098|XP_001355017.2|DPSE	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP
OG0006382	LOC4815748|XP_001355677.3|DPSE	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP
OG0006383	LOC4815762|XP_033239006.1|DPSE	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP
OG0006384	LOC4815668|XP_001355270.2|DPSE	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP
OG0006385	LOC4800934|XP_001358121.2|DPSE	LOC120419888|XP_039438687.1|CPIP
OG0006386	LOC4816204|XP_001355786.1|DPSE	LOC120419892|XP_039438694.1|CPIP
OG0006387	LOC4800393|XP_001357678.4|DPSE	LOC120419896|XP_039438699.1|CPIP
OG0006388	LOC4815991|XP_001355714.4|DPSE	LOC120428457|XP_039449402.1|CPIP
OG0006389	LOC4815820|XP_001355715.4|DPSE	LOC120428459|XP_039449405.1|CPIP
OG0006390	LOC4802239|XP_015037691.1|DPSE	LOC120426449|XP_039447145.1|CPIP
OG0006391	LOC4801389|XP_001358490.3|DPSE	LOC120424160|XP_039444143.1|CPIP
OG0006392	LOC4814487|XP_001354544.4|DPSE	LOC120427586|XP_039448398.1|CPIP
OG0006393	LOC4817722|XP_001357124.4|DPSE	LOC120425009|XP_039445314.1|CPIP
OG0006394	LOC4800651|XP_001357884.1|DPSE	LOC120425015|XP_039445320.1|CPIP
OG0006395	LOC4800353|XP_001357561.1|DPSE	LOC120424946|XP_039445190.1|CPIP
OG0006396	LOC4814731|XP_001354571.3|DPSE	LOC120419794|XP_039438564.1|CPIP
OG0006397	LOC4815267|XP_001355164.3|DPSE	LOC120425466|XP_039445932.1|CPIP
OG0006398	LOC6901319|XP_002134020.2|DPSE	LOC120425479|XP_039445950.1|CPIP
OG0006399	LOC4815650|XP_033239496.1|DPSE	LOC120428785|XP_039449806.1|CPIP
OG0006400	LOC4815795|XP_001355275.3|DPSE	LOC120428783|XP_039449805.1|CPIP
OG0006401	LOC4813657|XP_001353486.3|DPSE	LOC120428774|XP_039449792.1|CPIP
OG0006402	LOC4802248|XP_001359207.2|DPSE	LOC120428777|XP_039449795.1|CPIP
OG0006403	LOC4803295|XP_001360059.2|DPSE	LOC120427451|XP_039448253.1|CPIP
OG0006404	LOC4802837|XP_001359673.4|DPSE	LOC120427459|XP_039448262.1|CPIP
OG0006405	LOC4813302|XP_001353593.3|DPSE	LOC120427445|XP_039448247.1|CPIP
OG0006407	LOC4815331|XP_001354981.3|DPSE	LOC120426622|XP_039447349.1|CPIP
OG0006408	LOC4815176|XP_001354938.1|DPSE	LOC120429695|XP_039450664.1|CPIP
OG0006409	LOC4815254|XP_001354755.2|DPSE	LOC120429238|XP_039450383.1|CPIP
OG0006410	LOC4815320|XP_001354512.2|DPSE	LOC120428948|XP_039450022.1|CPIP
OG0006411	LOC6901317|XP_033239448.1|DPSE	LOC120428953|XP_039450026.1|CPIP
OG0006412	LOC4801332|XP_001358444.2|DPSE	LOC120425703|XP_039446228.1|CPIP
OG0006413	LOC4801334|XP_015037190.2|DPSE	LOC120431913|XP_039452977.1|CPIP
OG0006415	LOC4814248|XP_001354419.3|DPSE	LOC120416140|XP_039433749.1|CPIP
OG0006416	LOC4814814|XP_001355146.2|DPSE	LOC120431202|XP_039452278.1|CPIP
OG0006418	LOC6901013|XP_033238151.1|DPSE	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP
OG0006419	LOC4800729|XP_001357949.2|DPSE	LOC120432092|XP_039453163.1|CPIP
OG0006420	LOC4801565|XP_001358639.2|DPSE	LOC120430807|XP_039451863.1|CPIP
OG0006421	LOC4816417|XP_001356077.3|DPSE	LOC120430805|XP_039451859.1|CPIP
OG0006422	LOC4818105|XP_001357229.1|DPSE	LOC120425488|XP_039445966.1|CPIP
OG0006423	LOC4801674|XP_001358724.3|DPSE	LOC120425472|XP_039445942.1|CPIP
OG0006424	LOC6897297|XP_002137456.2|DPSE	LOC120425478|XP_039445948.1|CPIP
OG0006425	LOC4801676|XP_001358726.3|DPSE	LOC120425494|XP_039445978.1|CPIP
OG0006426	LOC4801677|XP_001358727.2|DPSE	LOC120425493|XP_039445977.1|CPIP
OG0006427	LOC4800666|XP_001357898.2|DPSE	LOC120418062|XP_039436252.1|CPIP
OG0006428	LOC4801540|XP_015037306.2|DPSE	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP
OG0006429	LOC4801754|XP_001358795.2|DPSE	LOC120427716|XP_039448548.1|CPIP
OG0006430	LOC4812475|XP_001352992.1|DPSE	LOC120426535|XP_039447235.1|CPIP
OG0006431	LOC4800299|XP_001357648.2|DPSE	LOC120417849|XP_039436004.1|CPIP
OG0006432	LOC4801003|XP_001358177.3|DPSE	LOC120417843|XP_039435997.1|CPIP
OG0006433	LOC4801575|XP_001358645.3|DPSE	LOC120421777|XP_039440979.1|CPIP
OG0006434	LOC4811836|XP_001382214.2|DPSE	LOC120423854|XP_039443739.1|CPIP
OG0006435	LOC6897117|XP_015037111.2|DPSE	LOC120423858|XP_039443741.1|CPIP
OG0006436	LOC4816058|XP_001355587.2|DPSE	LOC120423851|XP_039443736.1|CPIP
OG0006437	LOC6901341|XP_015041591.1|DPSE	LOC120423829|XP_039443691.1|CPIP
OG0006438	LOC4817274|XP_001356436.2|DPSE	LOC120427978|XP_039448868.1|CPIP
OG0006439	LOC4800797|XP_001358008.1|DPSE	LOC120426233|XP_039446903.1|CPIP
OG0006440	LOC4800798|XP_001358009.3|DPSE	LOC120426226|XP_039446896.1|CPIP
OG0006441	LOC4801919|XP_001358937.3|DPSE	LOC120418735|XP_039437142.1|CPIP
OG0006442	LOC4800431|XP_001357709.3|DPSE	LOC120418749|XP_039437159.1|CPIP
OG0006443	LOC4802275|XP_001359227.1|DPSE	LOC120420759|XP_039439796.1|CPIP
OG0006444	LOC4800253|XP_001357643.1|DPSE	LOC120420792|XP_039439839.1|CPIP
OG0006446	LOC4811823|XP_001352378.4|DPSE	LOC120424346|XP_039444372.1|CPIP
OG0006447	LOC4811824|XP_001382205.4|DPSE	LOC120425560|XP_039446052.1|CPIP
OG0006448	LOC4801787|XP_001358824.1|DPSE	LOC120423853|XP_039443738.1|CPIP
OG0006449	LOC4801785|XP_001358822.4|DPSE	LOC120423836|XP_039443715.1|CPIP
OG0006450	LOC4817683|XP_001357069.2|DPSE	LOC120423300|XP_039442998.1|CPIP
OG0006451	LOC4815027|XP_033240930.1|DPSE	LOC120422577|XP_039441997.1|CPIP
OG0006452	LOC4802128|XP_033241712.1|DPSE	LOC120428997|XP_039450070.1|CPIP
OG0006453	LOC4813741|XP_001353786.2|DPSE	LOC120426736|XP_039447447.1|CPIP
OG0006454	LOC4814334|XP_001354494.3|DPSE	LOC120428709|XP_039449714.1|CPIP
OG0006455	LOC4802758|XP_033241148.1|DPSE	LOC120415460|XP_039432950.1|CPIP
OG0006456	LOC4802756|XP_001359617.2|DPSE	LOC120416851|XP_039434679.1|CPIP
OG0006457	LOC4801266|XP_001358387.3|DPSE	LOC120416347|XP_039434014.1|CPIP
OG0006458	LOC6899499|XP_002136033.3|DPSE, LOC4811722|XP_033235777.1|DPSE	LOC120416386|XP_039434060.1|CPIP
OG0006459	LOC4800617|XP_001357861.1|DPSE	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP
OG0006460	LOC4801763|XP_001358804.2|DPSE	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC4800851|XP_001358052.2|DPSE	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC4800569|XP_033232363.1|DPSE	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC4801255|XP_001358378.4|DPSE	LOC120427078|XP_039447854.1|CPIP
OG0006464	LOC4812261|XP_015044060.2|DPSE	LOC120424046|XP_039444002.1|CPIP
OG0006465	LOC4815521|XP_001355349.1|DPSE	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC4815793|XP_001355555.2|DPSE	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC4801345|XP_001358454.2|DPSE	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC4801782|XP_001358819.3|DPSE	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC6901537|XP_002134212.1|DPSE	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC4813194|XP_001353264.5|DPSE	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC4801771|XP_001358812.3|DPSE	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC4801770|XP_001358811.1|DPSE	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC4813356|XP_033241280.1|DPSE	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC4805682|XP_001362041.2|DPSE	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC4801880|XP_001358903.3|DPSE	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC4815638|XP_001355580.3|DPSE	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC4814981|XP_001355024.2|DPSE	LOC120418331|XP_039436600.1|CPIP
OG0006478	LOC4801745|XP_001358788.2|DPSE	LOC120427252|XP_039448041.1|CPIP
OG0006479	LOC4801746|XP_033236056.1|DPSE	LOC120427682|XP_039448497.1|CPIP
OG0006480	LOC4803634|XP_001360322.2|DPSE	LOC120427681|XP_039448496.1|CPIP
OG0006481	LOC4817358|XP_001356836.1|DPSE	LOC120428286|XP_039449212.1|CPIP
OG0006482	LOC6897083|XP_002137267.2|DPSE	LOC120422551|XP_039441958.1|CPIP
OG0006483	LOC4801287|XP_001358407.3|DPSE	LOC120431707|XP_039452762.1|CPIP
OG0006484	LOC4801285|XP_033234664.1|DPSE	LOC120431916|XP_039452986.1|CPIP
OG0006485	LOC4801806|XP_033232567.1|DPSE	LOC120426247|XP_039446919.1|CPIP
OG0006486	LOC4803227|XP_001360003.2|DPSE	LOC120432493|XP_039453641.1|CPIP
OG0006487	LOC4801054|XP_001358216.2|DPSE	LOC120427897|XP_039448766.1|CPIP
OG0006488	LOC4812977|XP_001353892.3|DPSE	LOC120416953|XP_039434796.1|CPIP
OG0006489	LOC4801698|XP_001358745.1|DPSE	LOC120414264|XP_039431311.1|CPIP
OG0006490	LOC6898001|XP_002138094.2|DPSE	LOC120418383|XP_039436691.1|CPIP
OG0006491	LOC4816991|XP_001356897.2|DPSE	LOC120418362|XP_039436656.1|CPIP
OG0006492	LOC4801484|XP_001358567.3|DPSE	LOC120424279|XP_039444283.1|CPIP
OG0006493	LOC4815217|XP_001354617.2|DPSE	LOC120427399|XP_039448189.1|CPIP
OG0006494	LOC6901809|XP_002134477.2|DPSE	LOC120427397|XP_039448184.1|CPIP
OG0006496	LOC4801772|XP_001358813.2|DPSE	LOC120427146|XP_039447937.1|CPIP
OG0006497	LOC4801412|XP_001358511.1|DPSE	LOC120426698|XP_039447410.1|CPIP
OG0006498	LOC6897184|XP_002137364.2|DPSE	LOC120428906|XP_039449977.1|CPIP
OG0006499	LOC6896886|XP_015038856.2|DPSE	LOC120425695|XP_039446211.1|CPIP
OG0006500	LOC4811826|XP_001382221.3|DPSE	LOC120420730|XP_039439760.1|CPIP
OG0006501	LOC4800416|XP_001357695.4|DPSE	LOC120420716|XP_039439746.1|CPIP
OG0006502	LOC4800412|XP_015038612.2|DPSE	LOC120420719|XP_039439751.1|CPIP
OG0006503	LOC4800410|XP_001357690.3|DPSE	LOC120420715|XP_039439745.1|CPIP
OG0006504	LOC6896743|XP_033241846.1|DPSE	LOC120420729|XP_039439758.1|CPIP
OG0006505	LOC4800994|XP_001358169.3|DPSE	LOC120420720|XP_039439752.1|CPIP
OG0006507	LOC6897829|XP_015038147.2|DPSE	LOC120425720|XP_039446259.1|CPIP
OG0006508	LOC6903724|XP_033232287.1|DPSE	LOC120425725|XP_039446263.1|CPIP
OG0006509	LOC4815356|XP_001354934.2|DPSE	LOC120414289|XP_039431354.1|CPIP
OG0006510	LOC4801026|XP_015038569.2|DPSE	LOC120426702|XP_039447416.1|CPIP
OG0006511	LOC6897183|XP_015037237.2|DPSE	LOC120426682|XP_039447391.1|CPIP
OG0006512	LOC6896950|XP_002137135.3|DPSE	LOC120427257|XP_039448051.1|CPIP
OG0006513	LOC4801406|XP_033233152.1|DPSE	LOC120421022|XP_039440079.1|CPIP
OG0006516	LOC4800442|XP_001357718.3|DPSE	LOC120431643|XP_039452684.1|CPIP
OG0006517	LOC4800446|XP_001357721.1|DPSE	LOC120425430|XP_039445893.1|CPIP
OG0006518	LOC4800443|XP_033236836.1|DPSE	LOC120425424|XP_039445883.1|CPIP
OG0006519	LOC4800447|XP_001357722.3|DPSE	LOC120425416|XP_039445880.1|CPIP
OG0006520	LOC4800275|XP_001357632.1|DPSE	LOC120430498|XP_039451528.1|CPIP
OG0006521	LOC4801616|XP_001358678.3|DPSE	LOC120427164|XP_039447957.1|CPIP
OG0006522	LOC6896714|XP_002136928.3|DPSE	LOC120421188|XP_039440323.1|CPIP
OG0006523	LOC4800691|XP_001357918.1|DPSE	LOC120421193|XP_039440331.1|CPIP
OG0006524	LOC4816118|XP_033236703.1|DPSE	LOC120421187|XP_039440322.1|CPIP
OG0006525	LOC4815605|XP_015041175.2|DPSE	LOC120421197|XP_039440334.1|CPIP
OG0006526	LOC4801889|XP_001358911.3|DPSE	LOC120430080|XP_039451104.1|CPIP
OG0006527	LOC4801890|XP_001358912.1|DPSE	LOC120430084|XP_039451107.1|CPIP
OG0006528	LOC4801891|XP_001358913.1|DPSE	LOC120430081|XP_039451105.1|CPIP
OG0006529	LOC4801893|XP_001358915.3|DPSE	LOC120430908|XP_039451964.1|CPIP
OG0006530	LOC4801895|XP_001358916.2|DPSE	LOC120430909|XP_039451965.1|CPIP
OG0006531	LOC4801900|XP_001358920.2|DPSE	LOC120429546|XP_039450537.1|CPIP
OG0006532	LOC4801906|XP_001358926.4|DPSE	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP
OG0006534	LOC4800697|XP_001357923.2|DPSE	LOC120430272|XP_039451292.1|CPIP
OG0006535	LOC4801760|XP_001358801.2|DPSE	LOC120432518|XP_039453670.1|CPIP
OG0006536	LOC4801928|XP_001358946.2|DPSE	LOC120422554|XP_039441963.1|CPIP
OG0006538	LOC4801180|XP_015037066.2|DPSE	LOC120414274|XP_039431330.1|CPIP
OG0006539	LOC6897141|XP_002137321.2|DPSE	LOC120426158|XP_039446808.1|CPIP
OG0006540	LOC4800975|XP_015038634.2|DPSE	LOC120430171|XP_039451185.1|CPIP
OG0006541	LOC4800458|XP_001357730.4|DPSE	LOC120424234|XP_039444231.1|CPIP
OG0006542	LOC4800459|XP_033240963.1|DPSE	LOC120424235|XP_039444232.1|CPIP
OG0006543	LOC4801125|XP_015037032.2|DPSE	LOC120428724|XP_039449731.1|CPIP
OG0006544	LOC4803298|XP_015038442.2|DPSE	LOC120421005|XP_039440053.1|CPIP
OG0006545	LOC4815198|XP_001354501.1|DPSE	LOC120421011|XP_039440063.1|CPIP
OG0006546	LOC6896959|XP_002137144.3|DPSE	LOC120421004|XP_039440052.1|CPIP
OG0006547	LOC6896755|XP_033232313.1|DPSE	LOC120423818|XP_039443674.1|CPIP
OG0006549	LOC4802553|XP_001359451.3|DPSE	LOC120431860|XP_039452930.1|CPIP
OG0006550	LOC4801116|XP_001358263.2|DPSE	LOC120430430|XP_039451467.1|CPIP
OG0006551	LOC4814243|XP_001354385.4|DPSE	LOC120417093|XP_039435006.1|CPIP
OG0006552	LOC4814263|XP_033240119.1|DPSE	LOC120417096|XP_039435008.1|CPIP
OG0006553	LOC6897073|XP_002137257.1|DPSE	LOC120425055|XP_039445361.1|CPIP
OG0006554	LOC4800862|XP_033235382.1|DPSE	LOC120425081|XP_039445410.1|CPIP
OG0006555	LOC4802771|XP_001359631.3|DPSE	LOC120425041|XP_039445345.1|CPIP
OG0006556	LOC4801301|XP_001358419.3|DPSE	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP
OG0006557	LOC6903076|XP_002132794.2|DPSE	LOC120415977|XP_039433561.1|CPIP
OG0006558	LOC4801230|XP_003736440.2|DPSE	LOC120420750|XP_039439784.1|CPIP
OG0006559	LOC4801501|XP_015037280.1|DPSE	LOC120420756|XP_039439793.1|CPIP
OG0006560	LOC4801964|XP_001358978.1|DPSE	LOC120420757|XP_039439794.1|CPIP
OG0006561	LOC4801965|XP_001358979.3|DPSE	LOC120420755|XP_039439792.1|CPIP
OG0006562	LOC6897077|XP_033240208.1|DPSE	LOC120423337|XP_039443042.1|CPIP
OG0006563	LOC4800819|XP_001358025.3|DPSE	LOC120423354|XP_039443063.1|CPIP
OG0006564	LOC4800816|XP_001358022.4|DPSE	LOC120423342|XP_039443046.1|CPIP
OG0006565	LOC4800807|XP_033236535.1|DPSE	LOC120423326|XP_039443021.1|CPIP
OG0006566	LOC4801363|XP_001358470.3|DPSE	LOC120425364|XP_039445802.1|CPIP
OG0006574	LOC4801027|XP_001358196.4|DPSE	LOC120427401|XP_039448191.1|CPIP
OG0006575	LOC4800478|XP_001357745.1|DPSE	LOC120425432|XP_039445895.1|CPIP
OG0006576	LOC117183311|XP_033232647.1|DPSE, LOC4800301|XP_001357545.2|DPSE	LOC120422561|XP_039441977.1|CPIP
OG0006577	LOC4801804|XP_001358838.2|DPSE	LOC120422560|XP_039441976.1|CPIP
OG0006578	LOC117183374|XP_033233000.1|DPSE, LOC4800251|XP_033232528.1|DPSE	LOC120422578|XP_039442000.1|CPIP
OG0006579	LOC4817985|XP_001357259.2|DPSE	LOC120422558|XP_039441975.1|CPIP
OG0006580	LOC4801048|XP_001358211.3|DPSE	LOC120425376|XP_039445822.1|CPIP
OG0006581	LOC4802490|XP_033238707.1|DPSE	LOC120425366|XP_039445808.1|CPIP
OG0006582	LOC4802681|XP_001359551.3|DPSE	LOC120425374|XP_039445816.1|CPIP
OG0006583	LOC6897106|XP_033232619.1|DPSE	LOC120425378|XP_039445825.1|CPIP
OG0006584	LOC6902799|XP_002132536.2|DPSE	LOC120425390|XP_039445841.1|CPIP
OG0006585	LOC6902871|XP_015035894.2|DPSE	LOC120430432|XP_039451472.1|CPIP
OG0006586	LOC4800266|XP_001357627.2|DPSE	LOC120417079|XP_039434983.1|CPIP
OG0006587	LOC4800267|XP_001357626.2|DPSE	LOC120417076|XP_039434978.1|CPIP
OG0006588	LOC4802080|XP_033239762.1|DPSE	LOC120417077|XP_039434979.1|CPIP
OG0006590	LOC4802257|XP_001359215.3|DPSE	LOC120427725|XP_039448562.1|CPIP
OG0006591	LOC4814007|XP_001354179.1|DPSE	LOC120428066|XP_039448959.1|CPIP
OG0006592	LOC4800778|XP_001357993.3|DPSE	LOC120428078|XP_039448989.1|CPIP
OG0006593	LOC4800779|XP_001357994.4|DPSE	LOC120428077|XP_039448987.1|CPIP
OG0006594	LOC4812509|XP_001352620.3|DPSE	LOC120428072|XP_039448980.1|CPIP
OG0006595	LOC4805634|XP_033233532.1|DPSE	LOC120428684|XP_039449676.1|CPIP
OG0006596	LOC4804062|XP_033233263.1|DPSE	LOC120428682|XP_039449671.1|CPIP
