Orthogroup	DPSE.longest_only	DNOV.longest_only
OG0010403	LOC4817471|XP_001356363.2|DPSE	LOC115758363|XP_030554810.1|DNOV
OG0010404	LOC4816717|XP_001356117.3|DPSE	LOC115758976|XP_030555638.1|DNOV
OG0010405	LOC6902619|XP_002133145.2|DPSE	LOC115758759|XP_030555378.1|DNOV
OG0010406	LOC4816766|XP_001356115.2|DPSE	LOC115758760|XP_030555379.1|DNOV
OG0010407	LOC4816243|XP_001355862.4|DPSE	LOC115759340|XP_030556119.1|DNOV
OG0010408	LOC6902699|XP_015036797.2|DPSE, LOC4816169|XP_001355737.3|DPSE	LOC115758469|XP_030555003.1|DNOV
OG0010409	LOC26532508|XP_015036777.2|DPSE	LOC115769267|XP_030569837.1|DNOV
OG0010410	LOC6902669|XP_002133185.3|DPSE	LOC115763393|XP_030561796.1|DNOV
OG0010411	LOC6903071|XP_002132789.2|DPSE	LOC115760250|XP_030557366.1|DNOV
OG0010412	LOC6903101|XP_002132812.3|DPSE	LOC115759895|XP_030556872.1|DNOV
OG0010413	LOC4817000|XP_001356629.2|DPSE	LOC115760205|XP_030557299.1|DNOV
OG0010414	LOC4817302|XP_001356628.1|DPSE	LOC115760065|XP_030557104.1|DNOV
OG0010415	LOC6903296|XP_002132484.2|DPSE	LOC115765459|XP_030564883.1|DNOV
OG0010416	LOC4811730|XP_001352302.4|DPSE	LOC115765513|XP_030564991.1|DNOV
OG0010417	LOC4817926|XP_001357236.4|DPSE	LOC115765524|XP_030565003.1|DNOV
OG0010418	LOC4816581|XP_001356073.2|DPSE	LOC115759742|XP_030556641.1|DNOV
OG0010419	LOC4816504|XP_001356052.3|DPSE	LOC115758945|XP_030555605.1|DNOV
OG0010420	LOC4817713|XP_001357130.3|DPSE	LOC115759263|XP_030556025.1|DNOV
OG0010421	LOC4817641|XP_001357034.2|DPSE	LOC115759267|XP_030556028.1|DNOV
OG0010422	LOC4816502|XP_001355899.3|DPSE	LOC115759271|XP_030556033.1|DNOV
OG0010423	LOC6902738|XP_033235539.1|DPSE	LOC115758688|XP_030555292.1|DNOV
OG0010424	LOC6902473|XP_002133018.3|DPSE	LOC115758790|XP_030555423.1|DNOV
OG0010425	LOC4817657|XP_001357049.3|DPSE	LOC115759994|XP_030557010.1|DNOV
OG0010426	LOC4817655|XP_001357047.4|DPSE	LOC115759990|XP_030557003.1|DNOV
OG0010427	LOC4818002|XP_033235652.1|DPSE	LOC115765935|XP_030565541.1|DNOV
OG0010428	LOC4818182|XP_001357494.2|DPSE	LOC115765944|XP_030565550.1|DNOV
OG0010429	LOC4817181|XP_001356467.1|DPSE	LOC115765949|XP_030565557.1|DNOV
OG0010430	LOC4817513|XP_001356931.3|DPSE	LOC115760057|XP_030557095.1|DNOV
OG0010431	LOC6902972|XP_002132698.2|DPSE	LOC115760307|XP_030557455.1|DNOV
OG0010432	LOC4817151|XP_033235649.1|DPSE	LOC115760306|XP_030557454.1|DNOV
OG0010433	LOC4817378|XP_001356687.1|DPSE	LOC115759929|XP_030556926.1|DNOV
OG0010434	LOC13036414|XP_033236996.1|DPSE	LOC115758872|XP_030555524.1|DNOV
OG0010435	LOC4816729|XP_001355943.2|DPSE	LOC115758521|XP_030555074.1|DNOV
OG0010436	LOC6903026|XP_002132749.2|DPSE	LOC115759257|XP_030556017.1|DNOV
OG0010437	LOC4816196|XP_001355776.2|DPSE	LOC115760173|XP_030557255.1|DNOV
OG0010438	LOC13036486|XP_033232591.1|DPSE, LOC6903213|XP_002132914.2|DPSE	LOC115758757|XP_030555376.1|DNOV
OG0010439	LOC4818171|XP_001357273.2|DPSE	LOC115758641|XP_030555237.1|DNOV
OG0010440	LOC6903265|XP_002132964.2|DPSE	LOC115765509|XP_030564987.1|DNOV
OG0010441	LOC4817702|XP_003736149.2|DPSE	LOC115765529|XP_030565006.1|DNOV
OG0010442	LOC4802613|XP_001359501.4|DPSE	LOC115765460|XP_030564884.1|DNOV
OG0010443	LOC4816452|XP_001356019.3|DPSE	LOC115763224|XP_030561558.1|DNOV
OG0010444	LOC4816537|XP_001356021.4|DPSE	LOC115763141|XP_030561449.1|DNOV
OG0010445	LOC6902536|XP_033236277.1|DPSE	LOC115758631|XP_030555225.1|DNOV
OG0010446	LOC4817757|XP_003736143.3|DPSE	LOC115765545|XP_030565030.1|DNOV
OG0010447	LOC6900943|XP_015042408.2|DPSE	LOC115762643|XP_030560808.1|DNOV
OG0010448	LOC4812795|XP_001353765.3|DPSE	LOC115770255|XP_030571330.1|DNOV
OG0010449	LOC4813744|XP_001353452.2|DPSE, LOC6900508|XP_033238336.1|DPSE	LOC115770412|XP_030571533.1|DNOV
OG0010450	LOC4813735|XP_001353675.2|DPSE	LOC115770267|XP_030571345.1|DNOV
OG0010451	LOC4813560|XP_001353660.3|DPSE	LOC115770205|XP_030571259.1|DNOV
OG0010452	LOC6901000|XP_002134696.1|DPSE	LOC115771470|XP_030573053.1|DNOV
OG0010453	LOC4814177|XP_001354305.3|DPSE	LOC115770106|XP_030571083.1|DNOV
OG0010454	LOC6900161|XP_002135500.2|DPSE	LOC115769791|XP_030570618.1|DNOV
OG0010455	LOC4812176|XP_001352611.1|DPSE	LOC115769671|XP_030570446.1|DNOV
OG0010456	LOC4813792|XP_001353789.2|DPSE	LOC115769508|XP_030570199.1|DNOV
OG0010457	LOC6900044|XP_002135408.3|DPSE	LOC115766928|XP_030566875.1|DNOV
OG0010458	LOC4812459|XP_033239484.1|DPSE	LOC115766929|XP_030566876.1|DNOV
OG0010459	LOC6900046|XP_002135410.2|DPSE	LOC115766931|XP_030566878.1|DNOV
OG0010460	LOC4812328|XP_033240124.1|DPSE	LOC115766933|XP_030566880.1|DNOV
OG0010461	LOC6900073|XP_002135437.3|DPSE	LOC115766962|XP_030566910.1|DNOV
OG0010462	LOC4812169|XP_001352491.3|DPSE	LOC115768080|XP_030568406.1|DNOV
OG0010463	LOC4812018|XP_001352544.1|DPSE	LOC115762918|XP_030561158.1|DNOV
OG0010464	LOC6900011|XP_002135376.1|DPSE	LOC115762882|XP_030561117.1|DNOV
OG0010465	LOC4812432|XP_001352555.1|DPSE	LOC115762859|XP_030561095.1|DNOV
OG0010466	LOC4812117|XP_001352559.2|DPSE	LOC115762844|XP_030561079.1|DNOV
OG0010467	LOC4812218|XP_001352560.2|DPSE	LOC115762851|XP_030561087.1|DNOV
OG0010468	LOC4813680|XP_001353221.1|DPSE	LOC115762730|XP_030560924.1|DNOV
OG0010469	LOC6900647|XP_002135020.2|DPSE	LOC115762896|XP_030561131.1|DNOV
OG0010470	LOC6899986|XP_002135352.1|DPSE	LOC115770520|XP_030571683.1|DNOV
OG0010471	LOC6899984|XP_002135350.1|DPSE	LOC115769651|XP_030570427.1|DNOV
OG0010472	LOC4813834|XP_001354031.2|DPSE	LOC115769565|XP_030570277.1|DNOV
OG0010473	LOC4813329|XP_001353741.3|DPSE	LOC115769453|XP_030570126.1|DNOV
OG0010474	LOC117184660|XP_033239136.1|DPSE	LOC115769844|XP_030570680.1|DNOV
OG0010475	LOC4813925|XP_033239648.1|DPSE	LOC115769400|XP_030570063.1|DNOV
OG0010476	LOC4812744|XP_001353122.2|DPSE	LOC115769761|XP_030570576.1|DNOV
OG0010477	LOC6900622|XP_002134995.2|DPSE	LOC115767177|XP_030567227.1|DNOV
OG0010478	LOC4813591|XP_001353245.3|DPSE	LOC115771176|XP_030572621.1|DNOV
OG0010479	LOC4813616|XP_001353255.2|DPSE	LOC115771146|XP_030572577.1|DNOV
OG0010480	LOC6903066|XP_015036231.2|DPSE	LOC115771011|XP_030572377.1|DNOV
OG0010481	LOC4813402|XP_001353441.1|DPSE	LOC115770782|XP_030572066.1|DNOV
OG0010482	LOC6900481|XP_002134871.3|DPSE	LOC115770393|XP_030571501.1|DNOV
OG0010483	LOC4813900|XP_001353205.2|DPSE	LOC115770479|XP_030571623.1|DNOV
OG0010484	LOC6900466|XP_002134857.3|DPSE	LOC115771413|XP_030572972.1|DNOV
OG0010485	LOC4812890|XP_033237388.1|DPSE	LOC115769588|XP_030570327.1|DNOV
OG0010486	LOC4812855|XP_001353515.2|DPSE	LOC115767124|XP_030567148.1|DNOV
OG0010487	LOC4812599|XP_001352786.3|DPSE	LOC115768579|XP_030569086.1|DNOV
OG0010488	LOC4813181|XP_001353954.1|DPSE	LOC115767721|XP_030567891.1|DNOV
OG0010489	LOC4813397|XP_001353687.4|DPSE	LOC115767818|XP_030568018.1|DNOV
OG0010490	LOC6898407|XP_002138453.2|DPSE	LOC115763484|XP_030561932.1|DNOV
OG0010491	LOC4805251|XP_033234707.1|DPSE	LOC115762529|XP_030560662.1|DNOV
OG0010492	LOC4813033|XP_001353998.3|DPSE	LOC115770367|XP_030571473.1|DNOV
OG0010493	LOC6900804|XP_002135163.2|DPSE	LOC115770286|XP_030571381.1|DNOV
OG0010494	LOC6899899|XP_002135267.1|DPSE	LOC115770268|XP_030571346.1|DNOV
OG0010495	LOC4812111|XP_001352747.2|DPSE	LOC115770271|XP_030571355.1|DNOV
OG0010496	LOC6900574|XP_033237845.1|DPSE	LOC115769383|XP_030570038.1|DNOV
OG0010497	LOC4813589|XP_033237347.1|DPSE	LOC115769438|XP_030570105.1|DNOV
OG0010498	LOC4805178|XP_001361626.2|DPSE	LOC115762250|XP_030560262.1|DNOV
OG0010499	LOC6898474|XP_002138516.1|DPSE	LOC115762256|XP_030560271.1|DNOV
OG0010500	LOC6898483|XP_002138525.3|DPSE	LOC115762326|XP_030560353.1|DNOV
OG0010501	LOC6898272|XP_002138339.3|DPSE	LOC115763258|XP_030561600.1|DNOV
OG0010502	LOC6900354|XP_002134749.3|DPSE	LOC115770034|XP_030570960.1|DNOV
OG0010503	LOC4805658|XP_015040764.1|DPSE	LOC115762443|XP_030560502.1|DNOV
OG0010504	LOC6898064|XP_002138150.3|DPSE	LOC115761016|XP_030558491.1|DNOV
OG0010505	LOC6898744|XP_002138731.1|DPSE, LOC4804998|XP_001361468.3|DPSE	LOC115762246|XP_030560257.1|DNOV
OG0010506	LOC4803449|XP_001360170.3|DPSE	LOC115762178|XP_030560158.1|DNOV
OG0010507	LOC4804690|XP_001361209.3|DPSE	LOC115762217|XP_030560210.1|DNOV
OG0010508	LOC4804493|XP_001361050.3|DPSE	LOC115761066|XP_030558543.1|DNOV
OG0010509	LOC4803915|XP_001360558.2|DPSE	LOC115765321|XP_030564684.1|DNOV
OG0010510	LOC4805391|XP_001361800.2|DPSE	LOC115757806|XP_030554083.1|DNOV
OG0010511	LOC4805364|XP_001361776.2|DPSE	LOC115758057|XP_030554431.1|DNOV
OG0010512	LOC4805600|XP_001361977.3|DPSE	LOC115757883|XP_030554183.1|DNOV
OG0010513	LOC4805605|XP_001361982.2|DPSE	LOC115758080|XP_030554453.1|DNOV
OG0010514	LOC117183542|XP_033233575.1|DPSE	LOC115757901|XP_030554209.1|DNOV
OG0010515	LOC4804453|XP_004444209.2|DPSE	LOC115758849|XP_030555498.1|DNOV
OG0010516	LOC4803583|XP_001360287.2|DPSE	LOC115758015|XP_030554374.1|DNOV
OG0010517	LOC4804636|XP_001361166.3|DPSE	LOC115758156|XP_030554550.1|DNOV
OG0010518	LOC6898329|XP_033234199.1|DPSE	LOC115762027|XP_030559955.1|DNOV
OG0010519	LOC6898948|XP_004444504.1|DPSE	LOC115758274|XP_030554697.1|DNOV
OG0010520	LOC4803974|XP_001360611.3|DPSE	LOC115758266|XP_030554687.1|DNOV
OG0010521	LOC6902675|XP_002133191.2|DPSE	LOC115757948|XP_030554281.1|DNOV
OG0010522	LOC4805061|XP_001361525.3|DPSE	LOC115758218|XP_030554629.1|DNOV
OG0010523	LOC4805059|XP_033234029.1|DPSE	LOC115762763|XP_030560971.1|DNOV
OG0010524	LOC4805275|XP_001361700.3|DPSE	LOC115761203|XP_030558751.1|DNOV
OG0010525	LOC4804946|XP_001361427.3|DPSE	LOC115767429|XP_030567568.1|DNOV
OG0010526	LOC117183174|XP_033234287.1|DPSE	LOC115767463|XP_030567629.1|DNOV
OG0010527	LOC4803709|XP_001360383.2|DPSE	LOC115766615|XP_030566466.1|DNOV
OG0010528	LOC6898200|XP_002138269.3|DPSE	LOC115766559|XP_030566397.1|DNOV
OG0010529	LOC26533177|XP_015039302.2|DPSE	LOC115766570|XP_030566412.1|DNOV
OG0010530	LOC4804177|XP_001360780.4|DPSE	LOC115764469|XP_030563371.1|DNOV
OG0010531	LOC4802126|XP_001359107.3|DPSE	LOC115760406|XP_030557573.1|DNOV
OG0010532	LOC4803017|XP_001359819.2|DPSE	LOC115770916|XP_030572225.1|DNOV
OG0010533	LOC4813420|XP_015043364.2|DPSE	LOC115768698|XP_030569247.1|DNOV
OG0010534	LOC4803301|XP_001360064.2|DPSE	LOC115763728|XP_030562283.1|DNOV
OG0010535	LOC26533672|XP_015038271.2|DPSE	LOC115763677|XP_030562209.1|DNOV
OG0010536	LOC4803080|XP_001359879.3|DPSE	LOC115763895|XP_030562533.1|DNOV
OG0010537	LOC6897890|XP_002137992.1|DPSE	LOC115759646|XP_030556495.1|DNOV
OG0010538	LOC6897840|XP_033232419.1|DPSE	LOC115770686|XP_030571932.1|DNOV
OG0010539	LOC26532407|XP_015037967.2|DPSE	LOC115766193|XP_030565897.1|DNOV
OG0010540	LOC4800394|XP_015038548.1|DPSE	LOC115761473|XP_030559099.1|DNOV
OG0010541	LOC4813897|XP_033237384.1|DPSE	LOC115764161|XP_030562898.1|DNOV
OG0010542	LOC4801882|XP_001358906.3|DPSE	LOC115763987|XP_030562660.1|DNOV
OG0010543	LOC6896741|XP_015038822.2|DPSE	LOC115761255|XP_030558828.1|DNOV
OG0010544	LOC6903952|XP_002136565.2|DPSE	LOC115761739|XP_030559485.1|DNOV
OG0010545	LOC4801420|XP_001358516.5|DPSE	LOC115761469|XP_030559095.1|DNOV
OG0010546	LOC4801827|XP_001358860.2|DPSE	LOC115764151|XP_030562886.1|DNOV
OG0010547	LOC6897350|XP_033241622.1|DPSE	LOC115764153|XP_030562888.1|DNOV
OG0010548	LOC4801329|XP_001358442.3|DPSE	LOC115764207|XP_030562957.1|DNOV
OG0010549	LOC4800521|XP_001357786.3|DPSE	LOC115764867|XP_030564005.1|DNOV
OG0010550	LOC6896780|XP_002136986.3|DPSE	LOC115764986|XP_030564173.1|DNOV
OG0010551	LOC4800997|XP_001358172.3|DPSE	LOC115765081|XP_030564317.1|DNOV
OG0010552	LOC4800327|XP_001357583.3|DPSE	LOC115764920|XP_030564085.1|DNOV
OG0010553	LOC117185676|XP_033241864.1|DPSE	LOC115765006|XP_030564216.1|DNOV
OG0010554	LOC4800667|XP_001357899.4|DPSE	LOC115764997|XP_030564195.1|DNOV
OG0010555	LOC4801494|XP_001358573.4|DPSE	LOC115761550|XP_030559192.1|DNOV
OG0010556	LOC4802652|XP_001359533.2|DPSE	LOC115763703|XP_030562252.1|DNOV
OG0010557	LOC6899191|XP_033232520.1|DPSE	LOC115770571|XP_030571746.1|DNOV
OG0010559	LOC4802208|XP_001359176.3|DPSE	LOC115765773|XP_030565304.1|DNOV
OG0010560	LOC4802261|XP_001359217.3|DPSE	LOC115765624|XP_030565134.1|DNOV
OG0010561	LOC4803167|XP_015038333.1|DPSE	LOC115765620|XP_030565130.1|DNOV
OG0010562	LOC4803232|XP_001360006.1|DPSE	LOC115765644|XP_030565162.1|DNOV
OG0010563	LOC4803234|XP_001360008.2|DPSE	LOC115765645|XP_030565163.1|DNOV
OG0010564	LOC4801164|XP_001358298.3|DPSE	LOC115757671|XP_030553859.1|DNOV
OG0010565	LOC4800392|XP_001357677.5|DPSE	LOC115759423|XP_030556180.1|DNOV
OG0010566	LOC13036470|XP_003736230.1|DPSE	LOC115759612|XP_030556452.1|DNOV
OG0010567	LOC4801865|XP_001358894.2|DPSE	LOC115771859|XP_030573600.1|DNOV
OG0010568	LOC4800302|XP_001357606.4|DPSE	LOC115757754|XP_030554020.1|DNOV
OG0010569	LOC4800325|XP_001357585.2|DPSE	LOC115771842|XP_030573584.1|DNOV
OG0010570	LOC6896901|XP_002137088.2|DPSE	LOC115771993|XP_030573779.1|DNOV
OG0010571	LOC6896789|XP_033232653.1|DPSE	LOC115771974|XP_030573754.1|DNOV
OG0010572	LOC4800980|XP_001358161.2|DPSE	LOC115771754|XP_030573464.1|DNOV
OG0010573	LOC4800366|XP_001357549.4|DPSE	LOC115771915|XP_030573664.1|DNOV
OG0010574	LOC4800367|XP_001357548.1|DPSE	LOC115771689|XP_030573366.1|DNOV
OG0010575	LOC4800719|XP_001357942.3|DPSE	LOC115771823|XP_030573563.1|DNOV
OG0010576	LOC4800780|XP_001357995.4|DPSE	LOC115757679|XP_030553875.1|DNOV
OG0010577	LOC4800763|XP_001357977.3|DPSE	LOC115761403|XP_030559021.1|DNOV
OG0010578	LOC6896716|XP_002136930.1|DPSE	LOC115761297|XP_030558883.1|DNOV
OG0010579	LOC4802393|XP_001359320.2|DPSE	LOC115764800|XP_030563907.1|DNOV
OG0010580	LOC6897731|XP_002137837.2|DPSE	LOC115759653|XP_030556502.1|DNOV
OG0010581	LOC6897785|XP_002137890.3|DPSE	LOC115772070|XP_030573881.1|DNOV
OG0010582	LOC4801696|XP_001358743.4|DPSE	LOC115757712|XP_030553930.1|DNOV
OG0010583	LOC4801203|XP_001358331.3|DPSE	LOC115771845|XP_030573586.1|DNOV
OG0010584	LOC4801362|XP_001358469.4|DPSE	LOC115757720|XP_030553946.1|DNOV
OG0010585	LOC6897291|XP_002137450.2|DPSE	LOC115764702|XP_030563760.1|DNOV
OG0010586	LOC4802514|XP_001359422.2|DPSE	LOC115766881|XP_030566810.1|DNOV
OG0010588	LOC26533361|XP_015037043.1|DPSE	LOC115772065|XP_030573875.1|DNOV
OG0010589	LOC6898516|XP_002138557.1|DPSE	LOC115760653|XP_030557980.1|DNOV
OG0010590	LOC26532338|XP_015036276.2|DPSE	LOC115759250|XP_030556011.1|DNOV, LOC115758535|XP_030555087.1|DNOV
OG0010592	LOC4816292|XP_001355876.3|DPSE	LOC115765547|XP_030565037.1|DNOV
OG0010593	LOC4812990|XP_001353295.3|DPSE	LOC115770120|XP_030571111.1|DNOV
OG0010594	LOC6897354|XP_002137507.2|DPSE	LOC115762908|XP_030561147.1|DNOV
OG0010595	LOC4812740|XP_001353118.3|DPSE	LOC115768572|XP_030569073.1|DNOV
OG0010596	LOC6903559|XP_002132432.3|DPSE	LOC115769500|XP_030570180.1|DNOV
OG0010597	LOC6903199|XP_002132898.2|DPSE	LOC115769636|XP_030570408.1|DNOV
OG0010598	LOC4811918|XP_001352391.3|DPSE	LOC115770201|XP_030571254.1|DNOV
OG0010599	LOC4816445|XP_001356127.2|DPSE	LOC115763463|XP_030561899.1|DNOV
OG0010600	LOC4817952|XP_001357341.3|DPSE	LOC115763436|XP_030561861.1|DNOV
OG0010601	LOC6899288|XP_002136238.2|DPSE	LOC115758831|XP_030555468.1|DNOV
OG0010608	LOC26533646|XP_015044428.1|DPSE	LOC115759960|XP_030556962.1|DNOV
OG0010612	LOC4818120|XP_001357185.3|DPSE	LOC115758900|XP_030555557.1|DNOV
OG0010613	LOC6899618|XP_033237210.1|DPSE	LOC115770394|XP_030571502.1|DNOV
OG0010616	LOC26532286|XP_015038872.2|DPSE	LOC115764214|XP_030562984.1|DNOV
OG0010619	LOC6902308|XP_002133835.2|DPSE	LOC115767162|XP_030567202.1|DNOV
OG0010622	LOC26532324|XP_033234524.1|DPSE	LOC115770829|XP_030572124.1|DNOV
OG0010624	LOC4802727|XP_001359591.4|DPSE	LOC115763884|XP_030562520.1|DNOV
OG0010626	LOC6898002|XP_002138095.5|DPSE	LOC115763792|XP_030562382.1|DNOV
OG0010628	LOC6897781|XP_003736817.2|DPSE	LOC115764179|XP_030562925.1|DNOV
OG0010630	LOC4800890|XP_001358086.4|DPSE	LOC115771682|XP_030573358.1|DNOV
OG0010631	LOC4816238|XP_001355858.3|DPSE	LOC115758792|XP_030555425.1|DNOV
OG0010633	LOC117183672|XP_033234254.1|DPSE	LOC115762163|XP_030560178.1|DNOV
OG0010635	LOC4803418|XP_001360133.4|DPSE	LOC115761090|XP_030558572.1|DNOV
OG0010637	LOC6902533|XP_002133073.2|DPSE	LOC115763669|XP_030562200.1|DNOV
OG0010638	LOC6901958|XP_002133492.1|DPSE	LOC115768843|XP_030569399.1|DNOV
OG0010639	LOC4815150|XP_001354722.1|DPSE	LOC115771354|XP_030572887.1|DNOV
OG0010640	LOC4815322|XP_001354721.3|DPSE	LOC115771323|XP_030572848.1|DNOV
OG0010641	LOC4814899|XP_001354717.2|DPSE	LOC115771311|XP_030572825.1|DNOV
OG0010643	LOC4816051|XP_001355440.3|DPSE	LOC115764354|XP_030563171.1|DNOV
OG0010644	LOC6902182|XP_002133709.2|DPSE	LOC115768824|XP_030569381.1|DNOV
OG0010645	LOC6901983|XP_002133517.2|DPSE	LOC115768478|XP_030568915.1|DNOV
OG0010647	LOC26533064|XP_015042672.2|DPSE	LOC115770059|XP_030571014.1|DNOV
OG0010649	LOC6899967|XP_033240598.1|DPSE	LOC115762580|XP_030560727.1|DNOV
OG0010650	LOC4812716|XP_001353095.2|DPSE	LOC115771218|XP_030572679.1|DNOV
OG0010651	LOC6900013|XP_002135378.3|DPSE	LOC115762884|XP_030561119.1|DNOV
OG0010655	LOC26532010|XP_015042546.2|DPSE	LOC115766640|XP_030566479.1|DNOV
OG0010657	LOC6901929|XP_002133463.1|DPSE	LOC115767743|XP_030567917.1|DNOV
OG0010658	LOC6902012|XP_002133546.2|DPSE	LOC115767337|XP_030567447.1|DNOV
OG0010659	LOC6901129|XP_002134604.2|DPSE	LOC115768379|XP_030568810.1|DNOV
OG0010660	LOC4814415|XP_001354477.2|DPSE	LOC115768375|XP_030568807.1|DNOV
OG0010662	LOC4814409|XP_001354490.4|DPSE	LOC115767063|XP_030567063.1|DNOV
OG0010663	LOC4815349|XP_001355044.1|DPSE	LOC115764365|XP_030563188.1|DNOV
OG0010664	LOC4814988|XP_001354953.2|DPSE	LOC115766396|XP_030566170.1|DNOV
OG0010665	LOC4814287|XP_001354343.2|DPSE	LOC115768705|XP_030569253.1|DNOV
OG0010666	LOC4815482|XP_001355694.3|DPSE	LOC115768924|XP_030569520.1|DNOV
OG0010668	LOC6901501|XP_002134187.2|DPSE	LOC115765099|XP_030564344.1|DNOV
OG0010669	LOC4815238|XP_033237427.1|DPSE	LOC115765368|XP_030564751.1|DNOV
OG0010670	LOC6901273|XP_033239910.1|DPSE	LOC115767876|XP_030568098.1|DNOV
OG0010671	LOC6901280|XP_002133981.2|DPSE	LOC115769080|XP_030569652.1|DNOV
OG0010672	LOC6901982|XP_002133516.2|DPSE	LOC115768493|XP_030568938.1|DNOV
OG0010673	LOC4814452|XP_001354576.4|DPSE	LOC115766427|XP_030566210.1|DNOV
OG0010674	LOC4815586|XP_001355710.2|DPSE	LOC115771329|XP_030572855.1|DNOV
OG0010675	LOC6901409|XP_002134095.2|DPSE	LOC115764240|XP_030563017.1|DNOV
OG0010676	LOC6897869|XP_002137971.2|DPSE	LOC115764300|XP_030563094.1|DNOV
OG0010677	LOC4815577|XP_001355398.2|DPSE	LOC115771369|XP_030572913.1|DNOV
OG0010678	LOC4814290|XP_001354357.1|DPSE	LOC115767084|XP_030567090.1|DNOV
OG0010679	LOC6903586|XP_002132453.2|DPSE	LOC115764317|XP_030563116.1|DNOV
OG0010680	LOC6897514|XP_002137663.2|DPSE	LOC115764399|XP_030563247.1|DNOV
OG0010681	LOC6901769|XP_033240194.1|DPSE	LOC115764339|XP_030563153.1|DNOV, LOC115767539|XP_030567677.1|DNOV
OG0010682	LOC6901766|XP_002134436.2|DPSE	LOC115764370|XP_030563191.1|DNOV
OG0010683	LOC4817824|XP_015035434.2|DPSE	LOC115758797|XP_030555431.1|DNOV
OG0010684	LOC6903018|XP_002132740.3|DPSE	LOC115758664|XP_030555262.1|DNOV
OG0010685	LOC6899226|XP_002136298.2|DPSE	LOC115763267|XP_030561606.1|DNOV
OG0010686	LOC6903446|XP_002132325.2|DPSE	LOC115769194|XP_030569758.1|DNOV
OG0010687	LOC6904036|XP_002136482.3|DPSE	LOC115759958|XP_030556961.1|DNOV
OG0010688	LOC6903304|XP_002132492.3|DPSE	LOC115759837|XP_030556790.1|DNOV
OG0010689	LOC4817032|XP_015035782.2|DPSE	LOC115759982|XP_030556996.1|DNOV
OG0010690	LOC4816577|XP_001356053.2|DPSE	LOC115759096|XP_030555789.1|DNOV
OG0010691	LOC26534258|XP_015036673.1|DPSE	LOC115759280|XP_030556043.1|DNOV
OG0010692	LOC26532454|XP_015036670.2|DPSE	LOC115759278|XP_030556040.1|DNOV
OG0010693	LOC6903595|XP_033235798.1|DPSE	LOC115759002|XP_030555668.1|DNOV
OG0010695	LOC6902985|XP_002132707.1|DPSE	LOC115758687|XP_030555290.1|DNOV
OG0010696	LOC4817534|XP_001356948.2|DPSE	LOC115760099|XP_030557145.1|DNOV
OG0010697	LOC4816123|XP_001355778.3|DPSE	LOC115759769|XP_030556695.1|DNOV
OG0010698	LOC26532983|XP_015036924.1|DPSE	LOC115759795|XP_030556734.1|DNOV
OG0010699	LOC4818033|XP_001357278.2|DPSE	LOC115758616|XP_030555209.1|DNOV
OG0010700	LOC4816346|XP_033235617.1|DPSE	LOC115763261|XP_030561599.1|DNOV
OG0010701	LOC6902535|XP_002133075.2|DPSE	LOC115758626|XP_030555220.1|DNOV
OG0010702	LOC117184082|XP_033236103.1|DPSE, LOC6902802|XP_002132539.2|DPSE	LOC115765993|XP_030565620.1|DNOV
OG0010703	LOC4817247|XP_001356740.4|DPSE	LOC115765897|XP_030565500.1|DNOV
OG0010704	LOC4817760|XP_001357112.3|DPSE	LOC115765516|XP_030564994.1|DNOV
OG0010705	LOC6900944|XP_002134645.1|DPSE	LOC115762640|XP_030560804.1|DNOV
OG0010706	LOC4813152|XP_001353782.3|DPSE	LOC115770039|XP_030570969.1|DNOV
OG0010707	LOC6900069|XP_033239567.1|DPSE	LOC115766944|XP_030566891.1|DNOV
OG0010708	LOC6902828|XP_002132564.2|DPSE	LOC115762754|XP_030560955.1|DNOV
OG0010709	LOC4812569|XP_001352586.3|DPSE	LOC115762891|XP_030561126.1|DNOV
OG0010710	LOC4812285|XP_001352597.3|DPSE	LOC115762642|XP_030560807.1|DNOV
OG0010712	LOC4812711|XP_001353090.1|DPSE	LOC115771275|XP_030572756.1|DNOV
OG0010713	LOC4813144|XP_001353440.2|DPSE	LOC115770801|XP_030572087.1|DNOV
OG0010714	LOC6900436|XP_002134827.1|DPSE	LOC115771118|XP_030572542.1|DNOV
OG0010715	LOC26532847|XP_015043398.1|DPSE	LOC115768257|XP_030568650.1|DNOV
OG0010716	LOC4812832|XP_001353526.1|DPSE	LOC115769552|XP_030570256.1|DNOV
OG0010717	LOC26532009|XP_015042552.2|DPSE	LOC115769952|XP_030570861.1|DNOV
OG0010718	LOC6900626|XP_033237504.1|DPSE	LOC115769788|XP_030570619.1|DNOV
OG0010719	LOC4802963|XP_003736871.2|DPSE	LOC115768125|XP_030568483.1|DNOV
OG0010720	LOC4813818|XP_001353150.1|DPSE	LOC115767024|XP_030567012.1|DNOV
OG0010721	LOC4812997|XP_001353154.3|DPSE	LOC115770094|XP_030571067.1|DNOV
OG0010722	LOC4805211|XP_001361652.4|DPSE	LOC115760580|XP_030557863.1|DNOV
OG0010723	LOC6899902|XP_002135270.2|DPSE	LOC115770258|XP_030571334.1|DNOV
OG0010724	LOC26533119|XP_015039929.2|DPSE	LOC115762322|XP_030560349.1|DNOV
OG0010725	LOC4804413|XP_033234263.1|DPSE	LOC115762324|XP_030560351.1|DNOV
OG0010726	LOC6898254|XP_002138320.1|DPSE	LOC115761877|XP_030559742.1|DNOV
