Orthogroup	DPSE.longest_only	CQUI.longest_only
OG0006040	LOC6898461|XP_002138504.2|DPSE	LOC6042926|XP_038110634.1|CQUI
OG0006041	LOC4814604|XP_001354916.1|DPSE	LOC6042178|XP_038112955.1|CQUI
OG0006042	LOC4805739|XP_004444595.2|DPSE	LOC6042175|XP_038107538.1|CQUI
OG0006043	LOC4813671|XP_001353963.4|DPSE	LOC6042167|XP_001851314.1|CQUI
OG0006044	LOC4814360|XP_001354492.1|DPSE	LOC6034709|XP_001844990.1|CQUI
OG0006045	LOC4805669|XP_001362030.3|DPSE	LOC6034693|XP_038112763.1|CQUI
OG0006046	LOC4804243|XP_001360832.3|DPSE	LOC6034671|XP_001844959.2|CQUI
OG0006047	LOC6900545|XP_002134929.3|DPSE	LOC6051717|XP_038111187.1|CQUI
OG0006048	LOC4813592|XP_001353911.3|DPSE	LOC6037849|XP_001847722.2|CQUI
OG0006049	LOC4815099|XP_001355018.4|DPSE	LOC6037840|XP_038112201.1|CQUI
OG0006050	LOC4800725|XP_001357945.3|DPSE	LOC6037835|XP_038109599.1|CQUI
OG0006051	LOC4815862|XP_001355561.3|DPSE	LOC6037833|XP_038111475.1|CQUI
OG0006053	LOC4814175|XP_001354194.1|DPSE	LOC6053837|XP_001869853.1|CQUI
OG0006054	LOC4811716|XP_033237289.1|DPSE	LOC6051880|XP_038113166.1|CQUI
OG0006055	LOC4800827|XP_001358031.3|DPSE	LOC6048552|XP_038112853.1|CQUI
OG0006056	LOC4805738|XP_001362086.1|DPSE	LOC6043101|XP_001855817.2|CQUI
OG0006057	LOC4812524|XP_001352451.4|DPSE	LOC6048577|XP_038108282.1|CQUI
OG0006058	LOC4801830|XP_001358863.1|DPSE	LOC6045890|XP_038107591.1|CQUI
OG0006059	LOC4813558|XP_001354005.1|DPSE	LOC6032310|XP_038113877.1|CQUI
OG0006060	LOC4813782|XP_001354006.2|DPSE	LOC6032309|XP_038113878.1|CQUI
OG0006061	LOC6901250|XP_002133951.2|DPSE	LOC6032318|XP_001842948.2|CQUI
OG0006062	LOC4803152|XP_001359942.2|DPSE	LOC6032323|XP_001842953.2|CQUI
OG0006063	LOC4817371|XP_001356327.3|DPSE	LOC6032324|XP_038110334.1|CQUI
OG0006064	LOC4805478|XP_033234495.1|DPSE	LOC6032326|XP_038109436.1|CQUI
OG0006065	LOC4813826|XP_001354051.3|DPSE	LOC6032327|XP_001842957.2|CQUI
OG0006066	LOC6898392|XP_015039657.2|DPSE	LOC6032330|XP_038111289.1|CQUI
OG0006067	LOC4805077|XP_033234310.1|DPSE	LOC6032343|XP_038108314.1|CQUI
OG0006068	LOC4815169|XP_001354565.2|DPSE	LOC6038331|XP_038112633.1|CQUI
OG0006069	LOC4813718|XP_033239117.1|DPSE	LOC6038349|XP_038112577.1|CQUI
OG0006070	LOC4812458|XP_001352402.2|DPSE	LOC6038353|XP_001848167.1|CQUI
OG0006071	LOC6896869|XP_002137059.2|DPSE	LOC6038361|XP_038109218.1|CQUI
OG0006072	LOC4812771|XP_001354050.1|DPSE	LOC6045588|XP_001862928.1|CQUI
OG0006073	LOC4813263|XP_001353671.3|DPSE	LOC6051713|XP_038112180.1|CQUI
OG0006074	LOC6902221|XP_002133748.2|DPSE	LOC6053445|XP_038107840.1|CQUI
OG0006075	LOC117183168|XP_033237426.1|DPSE	LOC6049154|XP_001865958.1|CQUI
OG0006076	LOC4803948|XP_001360586.3|DPSE	LOC6042365|XP_038113413.1|CQUI
OG0006077	LOC4811862|XP_033241478.1|DPSE	LOC6040194|XP_038110662.1|CQUI
OG0006078	LOC4811936|XP_001352971.1|DPSE	LOC6040195|XP_038111432.1|CQUI
OG0006079	LOC4811991|XP_001353012.1|DPSE	LOC6053106|XP_038111047.1|CQUI
OG0006080	LOC4812194|XP_001353017.1|DPSE	LOC6044054|XP_038110149.1|CQUI
OG0006081	LOC4805111|XP_001361569.2|DPSE	LOC6043124|XP_038109683.1|CQUI
OG0006082	LOC4805113|XP_001361571.1|DPSE	LOC6043123|XP_001855939.1|CQUI
OG0006083	LOC4813535|XP_001353480.1|DPSE	LOC6044806|XP_038111166.1|CQUI
OG0006084	LOC4813272|XP_015042832.1|DPSE	LOC6044283|XP_038109193.1|CQUI
OG0006085	LOC6896688|XP_002136902.2|DPSE	LOC6045107|XP_038110561.1|CQUI
OG0006086	LOC4812507|XP_015043540.1|DPSE	LOC6046760|XP_038108239.1|CQUI
OG0006087	LOC6898432|XP_002138474.3|DPSE	LOC6046757|XP_038109068.1|CQUI
OG0006088	LOC4813107|XP_001353956.2|DPSE	LOC6046763|XP_001863911.1|CQUI
OG0006089	LOC4815870|XP_001355411.1|DPSE	LOC6053393|XP_001869484.1|CQUI
OG0006090	LOC6900026|XP_002135390.3|DPSE	LOC6047671|XP_038114395.1|CQUI
OG0006091	LOC4812367|XP_001352605.4|DPSE	LOC6047667|XP_038112092.1|CQUI
OG0006092	LOC4814499|XP_033240178.1|DPSE	LOC6040400|XP_001849798.2|CQUI
OG0006093	LOC4803875|XP_001360524.4|DPSE	LOC6046498|XP_038111734.1|CQUI
OG0006094	LOC4812180|XP_001352782.1|DPSE	LOC6046497|XP_038110826.1|CQUI
OG0006095	LOC6898532|XP_004444241.2|DPSE	LOC6043054|XP_038110525.1|CQUI
OG0006096	LOC4803965|XP_001360603.2|DPSE	LOC6052298|XP_038106049.1|CQUI
OG0006097	LOC4813040|XP_033238464.1|DPSE	LOC6052639|XP_038108165.1|CQUI
OG0006098	LOC4817266|XP_001356481.3|DPSE	LOC6047572|XP_001864614.2|CQUI
OG0006099	LOC4804989|XP_001361461.2|DPSE	LOC6046313|XP_001863534.2|CQUI
OG0006100	LOC4803617|XP_001360307.3|DPSE	LOC6046315|XP_038113818.1|CQUI
OG0006101	LOC117184171|XP_033236552.1|DPSE	LOC6054705|XP_038109180.1|CQUI
OG0006102	LOC6903884|XP_002136628.2|DPSE	LOC6043943|XP_038110643.1|CQUI
OG0006103	LOC4814697|XP_001354553.3|DPSE	LOC6049230|XP_001866027.2|CQUI
OG0006104	LOC4814480|XP_001355145.1|DPSE	LOC6049231|XP_038112595.1|CQUI
OG0006105	LOC4814479|XP_033238809.1|DPSE	LOC6037466|XP_038111015.1|CQUI
OG0006106	LOC4813760|XP_015042881.2|DPSE	LOC6037447|XP_038108814.1|CQUI
OG0006107	LOC4805532|XP_001361920.3|DPSE	LOC6051490|XP_038107829.1|CQUI
OG0006108	LOC4815655|XP_001355452.1|DPSE	LOC6051224|XP_038110566.1|CQUI
OG0006109	LOC4813482|XP_001353379.1|DPSE	LOC6037690|XP_001847576.1|CQUI
OG0006110	LOC4813707|XP_001353489.1|DPSE	LOC6032268|XP_001842904.1|CQUI
OG0006111	LOC4805514|XP_001361905.1|DPSE	LOC6049140|XP_038111053.1|CQUI
OG0006112	LOC4804312|XP_001360892.4|DPSE	LOC6043112|XP_001855889.1|CQUI
OG0006113	LOC4812189|XP_001352814.2|DPSE	LOC6043111|XP_001855886.2|CQUI
OG0006114	LOC4801167|XP_001358301.2|DPSE	LOC6043114|XP_001855899.2|CQUI
OG0006115	LOC6898178|XP_002138249.2|DPSE	LOC6040972|XP_038108187.1|CQUI
OG0006116	LOC4804146|XP_001360752.3|DPSE	LOC6037458|XP_038111287.1|CQUI
OG0006117	LOC4803899|XP_001360544.1|DPSE	LOC6037462|XP_001847374.2|CQUI
OG0006118	LOC4804190|XP_015039669.1|DPSE	LOC6053927|XP_038110482.1|CQUI
OG0006119	LOC4805152|XP_001361603.1|DPSE	LOC6053925|XP_038111085.1|CQUI
OG0006120	LOC4805361|XP_033233899.1|DPSE	LOC6036720|XP_038107801.1|CQUI
OG0006121	LOC4811926|XP_001352407.3|DPSE	LOC6050982|XP_038111997.1|CQUI
OG0006122	LOC6899872|XP_002135665.2|DPSE	LOC6050980|XP_038110717.1|CQUI
OG0006123	LOC4805599|XP_033233813.1|DPSE	LOC6050984|XP_038112473.1|CQUI
OG0006125	LOC4813189|XP_015043388.2|DPSE	LOC6043028|XP_038108769.1|CQUI
OG0006126	LOC6900083|XP_015043768.2|DPSE	LOC6051198|XP_038110761.1|CQUI
OG0006127	LOC4812856|XP_001353163.3|DPSE	LOC6051893|XP_038111370.1|CQUI
OG0006128	LOC4813035|XP_001353153.2|DPSE	LOC6037634|XP_001847521.2|CQUI
OG0006129	LOC4813455|XP_001353171.1|DPSE	LOC6047150|XP_038109777.1|CQUI
OG0006130	LOC4812951|XP_001353142.1|DPSE	LOC6037676|XP_038112443.1|CQUI
OG0006131	LOC4813388|XP_001353145.3|DPSE	LOC6037685|XP_001847571.2|CQUI
OG0006132	LOC4812819|XP_001353149.3|DPSE	LOC6037687|XP_038113967.1|CQUI
OG0006133	LOC4812973|XP_001353141.4|DPSE	LOC6037689|XP_001847575.1|CQUI
OG0006134	LOC4813677|XP_033237839.1|DPSE	LOC6052916|XP_038107832.1|CQUI
OG0006135	LOC4813604|XP_033239970.1|DPSE	LOC6043290|XP_038107846.1|CQUI
OG0006136	LOC4813188|XP_001354003.1|DPSE	LOC6034504|XP_001844809.2|CQUI
OG0006137	LOC4812818|XP_001353191.1|DPSE	LOC6034553|XP_001844853.2|CQUI
OG0006138	LOC4803579|XP_001360283.1|DPSE	LOC6037251|XP_001847179.2|CQUI
OG0006139	LOC4805038|XP_001361501.2|DPSE	LOC6037230|XP_001847161.2|CQUI
OG0006140	LOC6899063|XP_033234906.1|DPSE	LOC6040571|XP_038110208.1|CQUI
OG0006141	LOC4805688|XP_033233925.1|DPSE	LOC6037193|XP_038109978.1|CQUI
OG0006142	LOC4812295|XP_001352925.4|DPSE	LOC6037211|XP_038109404.1|CQUI
OG0006143	LOC6900528|XP_033241006.1|DPSE	LOC6037213|XP_001847143.2|CQUI
OG0006144	LOC4812312|XP_001352625.2|DPSE	LOC6037214|XP_001847144.2|CQUI
OG0006145	LOC4813047|XP_001354014.2|DPSE	LOC6037215|XP_001847145.1|CQUI
OG0006146	LOC4818134|XP_001357434.3|DPSE	LOC6037220|XP_001847150.2|CQUI
OG0006147	LOC4800604|XP_001357849.1|DPSE	LOC6040522|XP_038112232.1|CQUI
OG0006148	LOC4813291|XP_001353317.2|DPSE	LOC6040526|XP_038113698.1|CQUI
OG0006149	LOC4812782|XP_001353503.2|DPSE	LOC6040567|XP_038111269.1|CQUI
OG0006150	LOC4812783|XP_001353504.3|DPSE	LOC6040566|XP_001849946.2|CQUI
OG0006151	LOC4816851|XP_001356324.1|DPSE	LOC6040561|XP_038111793.1|CQUI
OG0006152	LOC4802118|XP_001359099.2|DPSE	LOC119765342|XP_038104968.1|CQUI
OG0006153	LOC4804187|XP_001360789.2|DPSE	LOC6051694|XP_038115838.1|CQUI
OG0006155	LOC6896827|XP_002137030.3|DPSE	LOC119770287|XP_038120815.1|CQUI
OG0006156	LOC4803025|XP_001359827.2|DPSE	LOC119769398|XP_038117514.1|CQUI
OG0006158	LOC4813057|XP_001353357.4|DPSE	LOC6038895|XP_038110186.1|CQUI
OG0006159	LOC4803879|XP_033234043.1|DPSE	LOC6040551|XP_038108103.1|CQUI
OG0006160	LOC4804285|XP_001360866.2|DPSE	LOC6036902|XP_001846878.2|CQUI
OG0006161	LOC4804516|XP_001361067.4|DPSE	LOC6040654|XP_038117289.1|CQUI
OG0006181	LOC4801010|XP_003736358.3|DPSE	LOC6044344|XP_038122783.1|CQUI
OG0006182	LOC4800608|XP_001357853.3|DPSE	LOC6048861|XP_001865709.2|CQUI
OG0006183	LOC4801649|XP_001358702.3|DPSE	LOC6048859|XP_038105624.1|CQUI
OG0006184	LOC4800972|XP_001358153.3|DPSE	LOC6043098|XP_001855838.1|CQUI
OG0006185	LOC4801522|XP_001358599.2|DPSE	LOC6046424|XP_001863634.2|CQUI
OG0006186	LOC6896977|XP_002137163.1|DPSE	LOC6044322|XP_038116020.1|CQUI
OG0006187	LOC4800407|XP_001357689.1|DPSE	LOC6046423|XP_001863633.2|CQUI
OG0006188	LOC4816081|XP_015041256.2|DPSE	LOC6035098|XP_038109730.1|CQUI
OG0006189	LOC4815772|XP_001355575.2|DPSE	LOC6035099|XP_001845335.2|CQUI
OG0006190	LOC4801290|XP_001358410.3|DPSE	LOC6035167|XP_038105577.1|CQUI
OG0006191	LOC4801171|XP_001358305.3|DPSE	LOC6042737|XP_001870749.2|CQUI
OG0006193	LOC4815081|XP_001355019.1|DPSE	LOC6042749|XP_001870759.2|CQUI
OG0006194	LOC4815030|XP_015042079.2|DPSE	LOC6038201|XP_001848031.2|CQUI
OG0006195	LOC4815955|XP_001355312.2|DPSE	LOC6038202|XP_001848032.2|CQUI
OG0006196	LOC6897474|XP_033241607.1|DPSE	LOC6041668|XP_038114579.1|CQUI
OG0006197	LOC6899784|XP_033237056.1|DPSE	LOC6041670|XP_038122703.1|CQUI
OG0006198	LOC6901448|XP_033240276.1|DPSE	LOC6041679|XP_038117131.1|CQUI
OG0006199	LOC4801380|XP_001358483.2|DPSE	LOC6044346|XP_001861876.2|CQUI
OG0006202	LOC4814264|XP_001354352.1|DPSE	LOC6035147|XP_001845380.2|CQUI
OG0006203	LOC4814543|XP_015041509.2|DPSE	LOC6035148|XP_001845381.2|CQUI
OG0006204	LOC6896742|XP_002136949.4|DPSE	LOC6035154|XP_038105252.1|CQUI
OG0006205	LOC4815540|XP_001355666.2|DPSE	LOC6035159|XP_001845391.2|CQUI
OG0006206	LOC4811754|XP_033240086.1|DPSE	LOC6054818|XP_038114869.1|CQUI
OG0006207	LOC4818009|XP_001357480.2|DPSE	LOC6054812|XP_038123032.1|CQUI
OG0006208	LOC4812573|XP_001352500.3|DPSE	LOC6054808|XP_038123030.1|CQUI
OG0006209	LOC4816012|XP_001355730.3|DPSE	LOC6051660|XP_001868061.2|CQUI
OG0006210	LOC6901607|XP_015041870.2|DPSE	LOC6052745|XP_038105120.1|CQUI
OG0006211	LOC4817139|XP_001356518.2|DPSE	LOC6035161|XP_001845393.2|CQUI
OG0006212	LOC4816881|XP_015035891.2|DPSE	LOC6035160|XP_038105727.1|CQUI
OG0006213	LOC4802773|XP_001359633.3|DPSE	LOC6040417|XP_001849811.2|CQUI
OG0006214	LOC4815329|XP_033239283.1|DPSE	LOC6040418|XP_038104931.1|CQUI
OG0006215	LOC6901969|XP_033240845.1|DPSE	LOC6041926|XP_038122630.1|CQUI
OG0006216	LOC4800733|XP_001357951.3|DPSE	LOC6049036|XP_001865865.1|CQUI
OG0006217	LOC4815135|XP_001354800.2|DPSE	LOC6049038|XP_038111181.1|CQUI
OG0006218	LOC4816541|XP_001356241.4|DPSE	LOC6045221|XP_001862614.2|CQUI
OG0006219	LOC4815430|XP_015041140.1|DPSE	LOC6047027|XP_038105349.1|CQUI
OG0006220	LOC6900789|XP_002135148.1|DPSE	LOC6047024|XP_001864136.2|CQUI
OG0006221	LOC4800714|XP_001357938.3|DPSE	LOC6047033|XP_001864142.2|CQUI
OG0006222	LOC4800712|XP_001357937.2|DPSE	LOC6047034|XP_001864143.2|CQUI
OG0006223	LOC4814859|XP_001355031.2|DPSE	LOC6041766|XP_001850984.1|CQUI
OG0006224	LOC6902245|XP_033241388.1|DPSE	LOC6041767|XP_038116771.1|CQUI
OG0006226	LOC6898687|XP_002138692.2|DPSE	LOC6045727|XP_001863035.2|CQUI
OG0006227	LOC6901211|XP_002133912.2|DPSE	LOC6040424|XP_001849818.2|CQUI
OG0006228	LOC4804127|XP_001360735.1|DPSE	LOC6053078|XP_038112538.1|CQUI
OG0006229	LOC26532627|XP_033237074.1|DPSE	LOC6051665|XP_038122739.1|CQUI
OG0006230	LOC4815765|XP_015041281.2|DPSE	LOC6051034|XP_038122486.1|CQUI
OG0006231	LOC4814684|XP_015041498.2|DPSE	LOC6051035|XP_038105543.1|CQUI
OG0006232	LOC6899744|XP_033237988.1|DPSE	LOC6047969|XP_038122485.1|CQUI
OG0006233	LOC6899177|XP_033239056.1|DPSE	LOC6047968|XP_038122732.1|CQUI
OG0006234	LOC4815928|XP_001355590.2|DPSE	LOC6053737|XP_001869770.2|CQUI
OG0006235	LOC6901618|XP_002134288.2|DPSE	LOC6053736|XP_038122827.1|CQUI
OG0006236	LOC6904037|XP_002136481.1|DPSE, LOC6901927|XP_033241305.1|DPSE	LOC6047040|XP_001864148.1|CQUI
OG0006237	LOC4815541|XP_001355667.1|DPSE	LOC6047039|XP_001864147.2|CQUI
OG0006238	LOC4814974|XP_015042013.2|DPSE	LOC6043385|XP_038104021.1|CQUI
OG0006239	LOC6901176|XP_002133877.2|DPSE	LOC6054520|XP_038116738.1|CQUI
OG0006240	LOC4800995|XP_033233145.1|DPSE	LOC6044225|XP_038116428.1|CQUI
OG0006241	LOC4815927|XP_001355589.3|DPSE	LOC6047050|XP_001864158.2|CQUI
OG0006244	LOC4800706|XP_001357931.1|DPSE	LOC6049924|XP_001866611.2|CQUI
OG0006245	LOC4801668|XP_001358720.3|DPSE	LOC6051948|XP_001868295.2|CQUI
OG0006246	LOC4814985|XP_001354662.2|DPSE	LOC119765564|XP_038105605.1|CQUI
OG0006247	LOC4805012|XP_033235070.1|DPSE	LOC6049219|XP_001866019.2|CQUI
OG0006248	LOC6896949|XP_002137134.2|DPSE	LOC6035115|XP_001845351.2|CQUI
OG0006249	LOC4817582|XP_001356986.3|DPSE	LOC6034311|XP_038104201.1|CQUI
OG0006250	LOC6902298|XP_015041368.1|DPSE	LOC6049223|XP_038122719.1|CQUI
OG0006251	LOC4800745|XP_001357962.2|DPSE	LOC6040801|XP_038122643.1|CQUI
OG0006252	LOC4800744|XP_001357961.1|DPSE	LOC6037955|XP_001847806.1|CQUI
OG0006253	LOC6901287|XP_002133988.2|DPSE	LOC6037960|XP_038104476.1|CQUI
OG0006254	LOC26534447|XP_033238617.1|DPSE, LOC26533661|XP_033238615.1|DPSE	LOC6050468|XP_038104867.1|CQUI
OG0006255	LOC4800930|XP_001358117.3|DPSE	LOC6051118|XP_001867602.2|CQUI
OG0006256	LOC6902191|XP_002133718.1|DPSE	LOC6051121|XP_001867605.1|CQUI
OG0006257	LOC4814405|XP_015042211.2|DPSE	LOC6051126|XP_001867610.2|CQUI
OG0006258	LOC6902319|XP_033239609.1|DPSE	LOC6051129|XP_038104346.1|CQUI
OG0006259	LOC4801647|XP_001358700.2|DPSE	LOC6038195|XP_001848025.2|CQUI
OG0006260	LOC4815233|XP_001354734.2|DPSE	LOC6045728|XP_001863036.1|CQUI
OG0006261	LOC4817796|XP_033235975.1|DPSE	LOC6045726|XP_001863034.1|CQUI
OG0006262	LOC4814394|XP_001354420.3|DPSE	LOC6045721|XP_001863030.2|CQUI
OG0006263	LOC4814726|XP_001354541.1|DPSE	LOC6045720|XP_001863029.1|CQUI
OG0006264	LOC6901162|XP_015041432.2|DPSE	LOC6045718|XP_001863027.2|CQUI
OG0006265	LOC4803873|XP_001360522.2|DPSE	LOC6045716|XP_001863025.2|CQUI
OG0006266	LOC4814608|XP_033240728.1|DPSE	LOC6045722|XP_001863024.2|CQUI
OG0006267	LOC4814838|XP_015041610.2|DPSE	LOC6048469|XP_038108000.1|CQUI
OG0006268	LOC4804458|XP_001361017.3|DPSE	LOC6044349|XP_001861844.1|CQUI
OG0006269	LOC4800352|XP_001357562.2|DPSE	LOC6032068|XP_001842734.2|CQUI
OG0006270	LOC6901072|XP_002134551.1|DPSE	LOC6044404|XP_038115610.1|CQUI
OG0006271	LOC4801021|XP_001358191.2|DPSE	LOC6052274|XP_001868566.2|CQUI
OG0006272	LOC4814676|XP_015041493.2|DPSE	LOC6045735|XP_038105475.1|CQUI
OG0006273	LOC4803413|XP_001360160.1|DPSE	LOC6044377|XP_001861898.1|CQUI
OG0006274	LOC4815724|XP_001355531.4|DPSE	LOC6047715|XP_038122991.1|CQUI
OG0006275	LOC4815090|XP_001354643.3|DPSE	LOC6052107|XP_001868431.2|CQUI
OG0006276	LOC4814136|XP_033238481.1|DPSE	LOC6037340|XP_001847264.2|CQUI
OG0006277	LOC6897155|XP_015037205.2|DPSE	LOC6050823|XP_038122822.1|CQUI
OG0006278	LOC4816093|XP_001355726.4|DPSE	LOC6051306|XP_038105611.1|CQUI, LOC6051311|XP_001867774.2|CQUI
OG0006279	LOC4814444|XP_033238032.1|DPSE	LOC6051385|XP_038105894.1|CQUI
OG0006280	LOC6901882|XP_015040930.2|DPSE	LOC6053158|XP_038113630.1|CQUI
OG0006281	LOC4815455|XP_033237587.1|DPSE	LOC6053157|XP_038113649.1|CQUI
OG0006282	LOC4814597|XP_001354955.4|DPSE	LOC6035089|XP_038109944.1|CQUI, LOC119765056|XP_038104073.1|CQUI
OG0006283	LOC4801562|XP_001358634.3|DPSE	LOC6035094|XP_038104186.1|CQUI
OG0006284	LOC4812239|XP_001352539.2|DPSE	LOC6035100|XP_001845336.1|CQUI
OG0006285	LOC4802732|XP_001359595.3|DPSE	LOC6038189|XP_001848019.2|CQUI
OG0006286	LOC4801455|XP_001358549.4|DPSE	LOC6038190|XP_001848020.2|CQUI
OG0006287	LOC4815165|XP_001354808.1|DPSE	LOC6048478|XP_038111084.1|CQUI
OG0006288	LOC6896687|XP_002136901.2|DPSE	LOC6048479|XP_038111872.1|CQUI
OG0006289	LOC4801431|XP_001358526.2|DPSE	LOC6049208|XP_001866010.1|CQUI
OG0006290	LOC4815377|XP_001354985.2|DPSE	LOC6045211|XP_038105973.1|CQUI
OG0006291	LOC4816569|XP_001355916.1|DPSE	LOC6038450|XP_038104837.1|CQUI
OG0006292	LOC4815462|XP_033237570.1|DPSE	LOC6051800|XP_038121451.1|CQUI, LOC119771155|XP_038122527.1|CQUI
OG0006293	LOC4813625|XP_001353650.3|DPSE	LOC119766120|XP_038106449.1|CQUI
OG0006294	LOC6901629|XP_015041906.2|DPSE	LOC6053049|XP_038108798.1|CQUI
OG0006295	LOC4816023|XP_001355717.2|DPSE	LOC6051732|XP_038122961.1|CQUI
OG0006296	LOC4814634|XP_001355013.2|DPSE	LOC119766623|XP_038107571.1|CQUI
OG0006297	LOC6901911|XP_015040996.2|DPSE	LOC6036989|XP_038111264.1|CQUI
OG0006298	LOC4815050|XP_001355020.3|DPSE	LOC6041289|XP_001850573.2|CQUI
OG0006299	LOC6901632|XP_015041908.2|DPSE	LOC6041290|XP_038104497.1|CQUI
OG0006300	LOC4815007|XP_001354637.3|DPSE	LOC6041292|XP_001850576.1|CQUI
OG0006301	LOC4814681|XP_001354943.3|DPSE	LOC6041279|XP_001850566.2|CQUI
OG0006302	LOC4814692|XP_033237999.1|DPSE	LOC119765473|XP_038105330.1|CQUI, LOC6044152|XP_038105257.1|CQUI
OG0006303	LOC6898043|XP_002138131.2|DPSE	LOC6046739|XP_038107930.1|CQUI
OG0006304	LOC6896832|XP_002137035.3|DPSE	LOC6037951|XP_038105042.1|CQUI
OG0006305	LOC4800621|XP_033240324.1|DPSE	LOC6038460|XP_038122749.1|CQUI
OG0006306	LOC4802125|XP_033233101.1|DPSE	LOC6038459|XP_038105306.1|CQUI
OG0006307	LOC4801938|XP_001358955.5|DPSE	LOC6038453|XP_001848250.2|CQUI
OG0006308	LOC4814215|XP_001354335.2|DPSE	LOC6042723|XP_038104707.1|CQUI
OG0006309	LOC4815902|XP_001355597.3|DPSE	LOC6054262|XP_038122784.1|CQUI
OG0006310	LOC4801485|XP_001358568.4|DPSE	LOC6051040|XP_038108379.1|CQUI
OG0006311	LOC4815710|XP_001355550.4|DPSE	LOC6045259|XP_038105496.1|CQUI
OG0006312	LOC4815761|XP_001355549.3|DPSE	LOC6045257|XP_038105492.1|CQUI
OG0006313	LOC4815277|XP_001354527.3|DPSE	LOC6045255|XP_001862644.2|CQUI
OG0006315	LOC4800343|XP_003736198.2|DPSE	LOC6050922|XP_038116495.1|CQUI
OG0006316	LOC4816017|XP_001355289.1|DPSE	LOC6035122|XP_001845358.2|CQUI
OG0006317	LOC4814813|XP_001355157.1|DPSE	LOC6040446|XP_038111067.1|CQUI
OG0006318	LOC4814938|XP_033238185.1|DPSE	LOC6040464|XP_038111010.1|CQUI
OG0006319	LOC4804890|XP_001361378.2|DPSE	LOC6044215|XP_001861755.1|CQUI
OG0006320	LOC6901062|XP_002134541.1|DPSE	LOC119771152|XP_038122511.1|CQUI
OG0006321	LOC4815334|XP_001354927.3|DPSE	LOC6046917|XP_001864042.2|CQUI
OG0006322	LOC6901209|XP_002133910.2|DPSE	LOC6054479|XP_038122402.1|CQUI
OG0006323	LOC6899672|XP_033238030.1|DPSE, LOC117185137|XP_033240975.1|DPSE	LOC6053771|XP_038105587.1|CQUI
OG0006324	LOC6901954|XP_002133488.2|DPSE	LOC6052594|XP_038106756.1|CQUI
OG0006325	LOC4801547|XP_001358619.3|DPSE	LOC6038422|XP_038105666.1|CQUI
OG0006326	LOC4813844|XP_001353156.3|DPSE	LOC6049483|XP_001866236.2|CQUI
OG0006327	LOC4801142|XP_001358281.3|DPSE	LOC6049479|XP_038114496.1|CQUI
OG0006328	LOC6896965|XP_033232750.1|DPSE	LOC6044369|XP_038122548.1|CQUI
OG0006329	LOC4815727|XP_001355273.3|DPSE	LOC6050605|XP_038105829.1|CQUI
OG0006330	LOC4801378|XP_015037212.2|DPSE	LOC6053843|XP_038107624.1|CQUI
OG0006331	LOC4814930|XP_001355081.4|DPSE	LOC6052318|XP_038115429.1|CQUI
OG0006332	LOC4814442|XP_001354836.3|DPSE	LOC6053844|XP_038104474.1|CQUI
OG0006333	LOC4815225|XP_001354726.4|DPSE	LOC6047638|XP_001864662.2|CQUI
OG0006334	LOC6902307|XP_002133834.1|DPSE	LOC119765278|XP_038104748.1|CQUI
OG0006335	LOC6896823|XP_002137026.2|DPSE	LOC6042696|XP_038115084.1|CQUI
OG0006337	LOC4815247|XP_033238222.1|DPSE	LOC6046170|XP_038121705.1|CQUI
OG0006338	LOC4802740|XP_001359603.1|DPSE	LOC6036974|XP_001846942.1|CQUI
OG0006339	LOC6899606|XP_033237613.1|DPSE	LOC6036978|XP_038105331.1|CQUI
OG0006340	LOC6901573|XP_002134246.1|DPSE	LOC6036982|XP_038114800.1|CQUI
OG0006341	LOC4814317|XP_001354398.2|DPSE	LOC6036983|XP_038112652.1|CQUI
OG0006342	LOC4814256|XP_033239329.1|DPSE	LOC6036988|XP_038110594.1|CQUI
OG0006343	LOC6901056|XP_002134535.2|DPSE	LOC6052395|XP_038123027.1|CQUI
OG0006344	LOC4815499|XP_033239482.1|DPSE	LOC6054301|XP_038116783.1|CQUI
OG0006345	LOC4800705|XP_033232584.1|DPSE	LOC6049047|XP_038107823.1|CQUI
OG0006346	LOC4800463|XP_001357734.2|DPSE	LOC6044371|XP_038114491.1|CQUI
OG0006347	LOC6897317|XP_003736581.3|DPSE	LOC6049476|XP_038110648.1|CQUI
OG0006348	LOC6901267|XP_015041538.2|DPSE	LOC6037926|XP_038104029.1|CQUI
OG0006349	LOC6901160|XP_033240730.1|DPSE	LOC6038461|XP_038106689.1|CQUI
OG0006350	LOC6896781|XP_002136987.1|DPSE	LOC6038473|XP_038104566.1|CQUI
OG0006351	LOC4815284|XP_033241494.1|DPSE	LOC6049939|XP_038113899.1|CQUI
OG0006352	LOC4803656|XP_001360339.2|DPSE	LOC6049938|XP_001866625.1|CQUI
OG0006353	LOC4800415|XP_015038765.2|DPSE	LOC6049933|XP_038104275.1|CQUI
OG0006355	LOC4816052|XP_002133751.2|DPSE	LOC6042692|XP_038110012.1|CQUI
OG0006356	LOC4814934|XP_001354537.2|DPSE	LOC6042495|XP_038105479.1|CQUI
OG0006357	LOC6901910|XP_015040983.2|DPSE	LOC6042494|XP_038105159.1|CQUI
OG0006358	LOC4811942|XP_001352766.1|DPSE	LOC6053216|XP_001869343.1|CQUI
OG0006359	LOC4801526|XP_001358602.2|DPSE	LOC6039062|XP_001848739.1|CQUI
