Orthogroup	DPSE.longest_only	HILL.longest_only
OG0006922	LOC4817980|XP_001357333.2|DPSE	LOC119652000|XP_037911856.1|HILL
OG0006923	LOC4817120|XP_001356671.4|DPSE	LOC119661501|XP_037926796.1|HILL
OG0006924	LOC6902754|XP_002133266.1|DPSE	LOC119651340|XP_037910822.1|HILL
OG0006925	LOC4800479|XP_001357746.1|DPSE	LOC119651082|XP_037910356.1|HILL
OG0006926	LOC4816479|XP_001355977.4|DPSE	LOC119647212|XP_037903964.1|HILL
OG0006927	LOC4816275|XP_001355976.2|DPSE	LOC119646964|XP_037903593.1|HILL
OG0006928	LOC4816626|XP_001355974.3|DPSE	LOC119646939|XP_037903557.1|HILL
OG0006929	LOC4817744|XP_015035620.1|DPSE	LOC119654808|XP_037916295.1|HILL
OG0006930	LOC4817686|XP_001357071.4|DPSE	LOC119659727|XP_037923915.1|HILL
OG0006931	LOC4817727|XP_001357146.3|DPSE	LOC119656138|XP_037918399.1|HILL
OG0006932	LOC4811679|XP_001352264.1|DPSE	LOC119651063|XP_037910325.1|HILL
OG0006933	LOC4811829|XP_001382219.3|DPSE	LOC119652937|XP_037913254.1|HILL
OG0006934	LOC4803122|XP_001359917.4|DPSE	LOC119651298|XP_037910748.1|HILL
OG0006935	LOC4816447|XP_015036762.1|DPSE	LOC119651071|XP_037910335.1|HILL
OG0006936	LOC4816131|XP_015036961.2|DPSE	LOC119653089|XP_037913517.1|HILL
OG0006937	LOC4818080|XP_001357400.3|DPSE	LOC119653062|XP_037913468.1|HILL
OG0006938	LOC4816892|XP_001356337.1|DPSE	LOC119653061|XP_037913467.1|HILL
OG0006939	LOC6902269|XP_015041355.1|DPSE	LOC119661706|XP_037927085.1|HILL
OG0006940	LOC4818036|XP_001357443.3|DPSE	LOC119661177|XP_037926322.1|HILL
OG0006941	LOC6903024|XP_033235573.1|DPSE	LOC119652749|XP_037912976.1|HILL
OG0006942	LOC4805336|XP_015040567.2|DPSE	LOC119650606|XP_037909402.1|HILL
OG0006943	LOC4816853|XP_033236671.1|DPSE	LOC119647271|XP_037904092.1|HILL
OG0006944	LOC4817507|XP_033235898.1|DPSE	LOC119652842|XP_037913107.1|HILL
OG0006945	LOC4817447|XP_001356589.4|DPSE	LOC119651438|XP_037910967.1|HILL
OG0006946	LOC4801419|XP_001358515.3|DPSE	LOC119651709|XP_037911349.1|HILL
OG0006947	LOC4818154|XP_001357360.1|DPSE	LOC119651509|XP_037911061.1|HILL
OG0006948	LOC6902611|XP_033236187.1|DPSE	LOC119652614|XP_037912779.1|HILL
OG0006949	LOC4817572|XP_001356977.2|DPSE	LOC119653771|XP_037914698.1|HILL
OG0006950	LOC4816337|XP_001356290.2|DPSE	LOC119652939|XP_037913256.1|HILL
OG0006951	LOC6903542|XP_033235441.1|DPSE	LOC119661781|XP_037927185.1|HILL
OG0006952	LOC4800526|XP_001357791.3|DPSE	LOC119652998|XP_037913352.1|HILL
OG0006953	LOC4812142|XP_001352514.3|DPSE	LOC119661649|XP_037927009.1|HILL
OG0006954	LOC4816369|XP_001355891.4|DPSE	LOC119646236|XP_037902554.1|HILL
OG0006955	LOC4800534|XP_001357798.2|DPSE	LOC119651322|XP_037910784.1|HILL
OG0006956	LOC4816896|XP_001356824.3|DPSE	LOC119650987|XP_037910181.1|HILL
OG0006957	LOC6902723|XP_002133237.2|DPSE	LOC119651115|XP_037910417.1|HILL
OG0006958	LOC4803514|XP_001360227.2|DPSE	LOC119654781|XP_037916253.1|HILL
OG0006959	LOC4814067|XP_001354249.2|DPSE	LOC119661000|XP_037926034.1|HILL
OG0006960	LOC4817968|XP_001357431.3|DPSE	LOC119646412|XP_037902786.1|HILL
OG0006961	LOC4817669|XP_001357057.4|DPSE	LOC119660726|XP_037925312.1|HILL
OG0006962	LOC4816680|XP_001356159.1|DPSE	LOC119650617|XP_037909428.1|HILL
OG0006963	LOC4816779|XP_033235787.1|DPSE	LOC119651727|XP_037911382.1|HILL
OG0006964	LOC4817396|XP_001356314.4|DPSE	LOC119653084|XP_037913505.1|HILL
OG0006965	LOC4817133|XP_001356899.3|DPSE	LOC119657108|XP_037919799.1|HILL
OG0006966	LOC4816617|XP_001356031.1|DPSE	LOC119661695|XP_037927069.1|HILL
OG0006967	LOC6898488|XP_002138530.2|DPSE	LOC119661632|XP_037926981.1|HILL
OG0006968	LOC4803911|XP_015039430.2|DPSE	LOC119648845|XP_037906652.1|HILL
OG0006969	LOC4813379|XP_001353639.1|DPSE	LOC119648017|XP_037905350.1|HILL
OG0006970	LOC4800653|XP_001357886.2|DPSE	LOC119652947|XP_037913269.1|HILL
OG0006971	LOC4817603|XP_001357005.2|DPSE	LOC119646587|XP_037903009.1|HILL
OG0006972	LOC4811740|XP_015044347.1|DPSE	LOC119650459|XP_037909251.1|HILL
OG0006973	LOC6903287|XP_002132469.2|DPSE	LOC119653744|XP_037914599.1|HILL
OG0006974	LOC4817856|XP_001357290.2|DPSE	LOC119657777|XP_037920778.1|HILL
OG0006975	LOC4816620|XP_001355962.3|DPSE	LOC119648185|XP_037905704.1|HILL
OG0006976	LOC4817990|XP_001357227.3|DPSE	LOC119651924|XP_037911682.1|HILL
OG0006977	LOC4803623|XP_001360312.4|DPSE	LOC119661542|XP_037926856.1|HILL
OG0006978	LOC4817684|XP_001357070.1|DPSE	LOC119661203|XP_037926353.1|HILL
OG0006979	LOC4817255|XP_015035814.2|DPSE	LOC119651547|XP_037911108.1|HILL
OG0006980	LOC4817942|XP_001357179.2|DPSE	LOC119652078|XP_037911944.1|HILL
OG0006981	LOC4816742|XP_001356141.4|DPSE	LOC119651855|XP_037911585.1|HILL
OG0006982	LOC4816543|XP_033235335.1|DPSE	LOC119650827|XP_037909891.1|HILL
OG0006983	LOC4817808|XP_001357092.2|DPSE	LOC119652719|XP_037912938.1|HILL
OG0006984	LOC6903127|XP_015036305.1|DPSE	LOC119653580|XP_037914257.1|HILL
OG0006985	LOC4816925|XP_001356617.5|DPSE	LOC119654950|XP_037916538.1|HILL
OG0006986	LOC4817365|XP_001356572.1|DPSE	LOC119646848|XP_037903398.1|HILL
OG0006987	LOC4803407|XP_001360154.1|DPSE	LOC119650039|XP_037908449.1|HILL, LOC119650038|XP_037908448.1|HILL, LOC119649551|XP_037907673.1|HILL, LOC119649558|XP_037907682.1|HILL
OG0006988	LOC4817446|XP_033235171.1|DPSE	LOC119651181|XP_037910538.1|HILL
OG0006989	LOC4816496|XP_001355885.1|DPSE	LOC119646637|XP_037903078.1|HILL
OG0006990	LOC4818198|XP_015035605.2|DPSE	LOC119660231|XP_037924610.1|HILL
OG0006991	LOC4801707|XP_001358754.5|DPSE	LOC119659918|XP_037924172.1|HILL
OG0006992	LOC4816745|XP_015036581.2|DPSE	LOC119654770|XP_037916243.1|HILL
OG0006993	LOC6902903|XP_033236209.1|DPSE	LOC119647005|XP_037903662.1|HILL
OG0006994	LOC4816705|XP_001355922.3|DPSE	LOC119649293|XP_037907317.1|HILL
OG0006995	LOC4817950|XP_001357338.3|DPSE	LOC119651571|XP_037911133.1|HILL
OG0006996	LOC4817949|XP_001357337.1|DPSE	LOC119646867|XP_037903419.1|HILL
OG0006997	LOC4804563|XP_001361104.3|DPSE	LOC119647031|XP_037903700.1|HILL
OG0006998	LOC4802124|XP_001359105.3|DPSE	LOC119660963|XP_037925939.1|HILL
OG0006999	LOC4817512|XP_001356930.1|DPSE	LOC119646440|XP_037902818.1|HILL
OG0007000	LOC4817415|XP_001356443.3|DPSE	LOC119646176|XP_037902487.1|HILL
OG0007001	LOC4804270|XP_001360852.2|DPSE	LOC119658689|XP_037922206.1|HILL
OG0007002	LOC4816676|XP_015036837.2|DPSE	LOC119653165|XP_037913636.1|HILL
OG0007004	LOC4816997|XP_001356622.2|DPSE	LOC119651548|XP_037911109.1|HILL
OG0007005	LOC4817671|XP_015036433.1|DPSE	LOC119651805|XP_037911521.1|HILL
OG0007006	LOC4818150|XP_015035252.2|DPSE	LOC119651085|XP_037910361.1|HILL
OG0007007	LOC6901942|XP_002133476.2|DPSE	LOC119651755|XP_037911421.1|HILL
OG0007008	LOC4817581|XP_001356985.3|DPSE	LOC119652278|XP_037912200.1|HILL
OG0007009	LOC4811680|XP_001352265.2|DPSE	LOC119651110|XP_037910403.1|HILL
OG0007010	LOC4817075|XP_033235685.1|DPSE	LOC119655190|XP_037916884.1|HILL
OG0007011	LOC4801580|XP_001358650.2|DPSE	LOC119654054|XP_037915149.1|HILL
OG0007012	LOC4817159|XP_015036118.2|DPSE	LOC119661329|XP_037926557.1|HILL
OG0007013	LOC4817863|XP_015035273.2|DPSE	LOC119652788|XP_037913029.1|HILL
OG0007014	LOC4818076|XP_015035280.2|DPSE	LOC119652274|XP_037912191.1|HILL
OG0007015	LOC4816371|XP_033235900.1|DPSE	LOC119650666|XP_037909542.1|HILL
OG0007016	LOC6903520|XP_015035466.2|DPSE	LOC119653222|XP_037913726.1|HILL
OG0007017	LOC4816633|XP_015036739.2|DPSE	LOC119650880|XP_037909974.1|HILL
OG0007018	LOC6902643|XP_015036734.1|DPSE	LOC119651228|XP_037910626.1|HILL
OG0007019	LOC6903358|XP_002132239.3|DPSE	LOC119653153|XP_037913621.1|HILL
OG0007020	LOC4818179|XP_033235790.1|DPSE	LOC119652169|XP_037912043.1|HILL
OG0007021	LOC4816885|XP_001356743.3|DPSE	LOC119653194|XP_037913685.1|HILL
OG0007022	LOC4817121|XP_001356672.3|DPSE	LOC119649262|XP_037907281.1|HILL
OG0007023	LOC4811832|XP_001382208.1|DPSE	LOC119647322|XP_037904177.1|HILL
OG0007024	LOC4803179|XP_001359962.2|DPSE	LOC119646858|XP_037903409.1|HILL
OG0007025	LOC4815707|XP_001355707.2|DPSE	LOC119660263|XP_037924652.1|HILL
OG0007026	LOC4817226|XP_001356434.4|DPSE	LOC119650478|XP_037909288.1|HILL
OG0007027	LOC4817454|XP_001356825.2|DPSE	LOC119658600|XP_037921999.1|HILL
OG0007028	LOC4817453|XP_033235623.1|DPSE	LOC119649803|XP_037908044.1|HILL
OG0007030	LOC4815392|XP_001354995.2|DPSE	LOC119656817|XP_037919378.1|HILL
OG0007031	LOC26532704|XP_033235515.1|DPSE	LOC119650645|XP_037909501.1|HILL
OG0007032	LOC4812829|XP_001353506.1|DPSE	LOC119659581|XP_037923669.1|HILL
OG0007033	LOC4816546|XP_001356197.3|DPSE	LOC119651750|XP_037911415.1|HILL
OG0007034	LOC4816618|XP_033236369.1|DPSE	LOC119653851|XP_037914829.1|HILL
OG0007035	LOC4814205|XP_001354323.3|DPSE	LOC119659060|XP_037922899.1|HILL
OG0007036	LOC4813850|XP_001353310.3|DPSE	LOC119648391|XP_037906057.1|HILL
OG0007037	LOC4800611|XP_001357856.1|DPSE	LOC119657282|XP_037920057.1|HILL
OG0007038	LOC6898981|XP_015040694.1|DPSE	LOC119646685|XP_037903211.1|HILL
OG0007039	LOC4804236|XP_001360827.2|DPSE	LOC119652643|XP_037912818.1|HILL
OG0007040	LOC4817434|XP_033235170.1|DPSE	LOC119646380|XP_037902751.1|HILL
OG0007041	LOC4817810|XP_033236887.1|DPSE	LOC119652956|XP_037913280.1|HILL
OG0007042	LOC4816124|XP_015036971.2|DPSE	LOC119652901|XP_037913203.1|HILL
OG0007043	LOC6897601|XP_015037807.2|DPSE	LOC119660409|XP_037924874.1|HILL
OG0007044	LOC4817223|XP_001356397.4|DPSE	LOC119647109|XP_037903815.1|HILL
OG0007045	LOC4803086|XP_001359885.3|DPSE	LOC119659218|XP_037923120.1|HILL
OG0007046	LOC4802501|XP_001359411.3|DPSE	LOC119655453|XP_037917284.1|HILL
OG0007047	LOC4817019|XP_033236129.1|DPSE	LOC119646888|XP_037903452.1|HILL
OG0007048	LOC4817538|XP_001356951.3|DPSE	LOC119647417|XP_037904233.1|HILL
OG0007049	LOC4817580|XP_001356984.1|DPSE	LOC119660301|XP_037924705.1|HILL
OG0007050	LOC4818032|XP_001357437.2|DPSE	LOC119659536|XP_037923610.1|HILL
OG0007051	LOC4816905|XP_033235932.1|DPSE	LOC119659515|XP_037923585.1|HILL
OG0007052	LOC4815253|XP_033241003.1|DPSE	LOC119650742|XP_037909744.1|HILL
OG0007053	LOC4802406|XP_001359330.3|DPSE	LOC119659736|XP_037923923.1|HILL
OG0007054	LOC4804698|XP_001361217.1|DPSE	LOC119646884|XP_037903445.1|HILL
OG0007055	LOC4803806|XP_001360464.3|DPSE	LOC119646545|XP_037902945.1|HILL
OG0007056	LOC4812332|XP_001352679.2|DPSE	LOC119650709|XP_037909646.1|HILL
OG0007057	LOC4815252|XP_001355184.1|DPSE	LOC119646153|XP_037902452.1|HILL
OG0007058	LOC4814687|XP_001354641.2|DPSE	LOC119657149|XP_037919854.1|HILL
OG0007059	LOC4816864|XP_001356473.2|DPSE	LOC119661533|XP_037926841.1|HILL
OG0007060	LOC6902830|XP_002132566.3|DPSE	LOC119646459|XP_037902840.1|HILL
OG0007061	LOC4816834|XP_033236884.1|DPSE	LOC119646449|XP_037902831.1|HILL
OG0007062	LOC4818016|XP_001357463.3|DPSE	LOC119648581|XP_037906281.1|HILL
OG0007063	LOC4817938|XP_001357426.2|DPSE	LOC119647326|XP_037904192.1|HILL
OG0007064	LOC4804588|XP_001361124.2|DPSE	LOC119647134|XP_037903854.1|HILL
OG0007065	LOC6900805|XP_002135164.2|DPSE	LOC119650736|XP_037909721.1|HILL
OG0007066	LOC4813326|XP_001353170.3|DPSE	LOC119647304|XP_037904143.1|HILL
OG0007067	LOC4818014|XP_001357235.3|DPSE	LOC119646804|XP_037903324.1|HILL
OG0007068	LOC4817435|XP_001356330.3|DPSE	LOC119651576|XP_037911145.1|HILL
OG0007069	LOC4818148|XP_033236740.1|DPSE	LOC119650694|XP_037909601.1|HILL
OG0007070	LOC4803537|XP_001360247.2|DPSE	LOC119654524|XP_037915897.1|HILL
OG0007071	LOC4803559|XP_001360266.1|DPSE	LOC119647127|XP_037903842.1|HILL
OG0007072	LOC4802776|XP_001359636.3|DPSE	LOC119652593|XP_037912746.1|HILL
OG0007073	LOC4817583|XP_001356987.1|DPSE	LOC119646729|XP_037903238.1|HILL
OG0007074	LOC4803392|XP_001357530.2|DPSE	LOC119653575|XP_037914243.1|HILL
OG0007075	LOC4817125|XP_001356647.3|DPSE	LOC119651923|XP_037911680.1|HILL
OG0007076	LOC4803896|XP_001360541.4|DPSE	LOC119656804|XP_037919344.1|HILL
OG0007077	LOC4816563|XP_001356066.1|DPSE	LOC119652678|XP_037912877.1|HILL
OG0007078	LOC4817355|XP_001356828.3|DPSE	LOC119647286|XP_037904120.1|HILL
OG0007079	LOC4816880|XP_033236737.1|DPSE	LOC119659684|XP_037923853.1|HILL
OG0007080	LOC4818144|XP_015035314.1|DPSE	LOC119650873|XP_037909963.1|HILL
OG0007081	LOC4818131|XP_001357285.3|DPSE	LOC119650825|XP_037909889.1|HILL
OG0007082	LOC4817806|XP_001357091.2|DPSE	LOC119651277|XP_037910709.1|HILL
OG0007083	LOC4817182|XP_001356762.3|DPSE	LOC119651601|XP_037911178.1|HILL
OG0007084	LOC4815301|XP_001354694.3|DPSE	LOC119651391|XP_037910900.1|HILL
OG0007085	LOC4817511|XP_001356929.2|DPSE	LOC119660763|XP_037925459.1|HILL
OG0007086	LOC4817778|XP_001357123.2|DPSE	LOC119646533|XP_037902927.1|HILL
OG0007087	LOC4813015|XP_001353490.1|DPSE	LOC119647629|XP_037904615.1|HILL
OG0007088	LOC4816429|XP_015036653.2|DPSE	LOC119647598|XP_037904552.1|HILL
OG0007089	LOC4817119|XP_001356738.2|DPSE	LOC119649135|XP_037907071.1|HILL
OG0007090	LOC4817040|XP_001356626.1|DPSE	LOC119658579|XP_037921962.1|HILL
OG0007091	LOC4817787|XP_001357135.2|DPSE	LOC119655614|XP_037917515.1|HILL
OG0007092	LOC4802682|XP_015037999.2|DPSE	LOC119659668|XP_037923821.1|HILL
OG0007093	LOC4817207|XP_001356366.2|DPSE	LOC119651042|XP_037910290.1|HILL
OG0007094	LOC4817208|XP_001356367.3|DPSE	LOC119650846|XP_037909919.1|HILL
OG0007095	LOC4816494|XP_001356264.2|DPSE	LOC119651101|XP_037910384.1|HILL
OG0007096	LOC4816184|XP_001355752.3|DPSE	LOC119651102|XP_037910385.1|HILL
OG0007097	LOC6903589|XP_002132456.2|DPSE	LOC119646795|XP_037903312.1|HILL
OG0007098	LOC4818197|XP_001357508.4|DPSE	LOC119646935|XP_037903554.1|HILL
OG0007099	LOC6897177|XP_002137357.1|DPSE	LOC119647205|XP_037903952.1|HILL
OG0007100	LOC4816181|XP_033236702.1|DPSE	LOC119647311|XP_037904157.1|HILL
OG0007101	LOC4817352|XP_001356544.1|DPSE	LOC119655761|XP_037917748.1|HILL
OG0007102	LOC4817755|XP_015035638.2|DPSE	LOC119646189|XP_037902500.1|HILL
OG0007103	LOC4817422|XP_001356344.3|DPSE	LOC119657946|XP_037921070.1|HILL
OG0007104	LOC4811708|XP_015044400.1|DPSE	LOC119658407|XP_037921731.1|HILL
OG0007105	LOC117184251|XP_033236843.1|DPSE	LOC119647193|XP_037903933.1|HILL
OG0007106	LOC4817548|XP_001356956.4|DPSE	LOC119647011|XP_037903676.1|HILL
OG0007107	LOC4817536|XP_015036317.2|DPSE	LOC119661141|XP_037926271.1|HILL
OG0007108	LOC4817688|XP_001357073.3|DPSE	LOC119661750|XP_037927148.1|HILL
OG0007109	LOC4816967|XP_001356887.1|DPSE	LOC119659852|XP_037924087.1|HILL
OG0007110	LOC4817009|XP_001356830.3|DPSE	LOC119659698|XP_037923882.1|HILL
OG0007111	LOC6902821|XP_015035822.2|DPSE	LOC119652409|XP_037912455.1|HILL
OG0007112	LOC4816875|XP_001356442.3|DPSE	LOC119661624|XP_037926972.1|HILL
OG0007113	LOC4801371|XP_001358478.1|DPSE	LOC119652687|XP_037912889.1|HILL
OG0007114	LOC4817804|XP_001357158.2|DPSE	LOC119661454|XP_037926736.1|HILL
OG0007115	LOC4816482|XP_001355890.2|DPSE	LOC119647189|XP_037903928.1|HILL
OG0007116	LOC4817148|XP_015035802.1|DPSE	LOC119661268|XP_037926454.1|HILL
OG0007117	LOC4817611|XP_033236619.1|DPSE	LOC119658792|XP_037922437.1|HILL
OG0007118	LOC4816823|XP_001356807.3|DPSE	LOC119647198|XP_037903938.1|HILL
OG0007119	LOC4814524|XP_001354529.3|DPSE	LOC119653668|XP_037914430.1|HILL
OG0007120	LOC6902219|XP_002133746.1|DPSE	LOC119655695|XP_037917630.1|HILL
OG0007121	LOC4815995|XP_001355511.2|DPSE	LOC119653398|XP_037913890.1|HILL
OG0007122	LOC6902116|XP_033238255.1|DPSE	LOC119653768|XP_037914687.1|HILL
OG0007123	LOC6902114|XP_033240120.1|DPSE	LOC119653769|XP_037914689.1|HILL
OG0007124	LOC4813120|XP_001353415.2|DPSE	LOC119648044|XP_037905423.1|HILL
OG0007125	LOC4812417|XP_033239371.1|DPSE	LOC119650336|XP_037908919.1|HILL
OG0007126	LOC4813691|XP_001353167.2|DPSE	LOC119650019|XP_037908418.1|HILL
OG0007127	LOC4813010|XP_001353319.1|DPSE	LOC119647521|XP_037904418.1|HILL
OG0007128	LOC6900218|XP_002135548.2|DPSE	LOC119649473|XP_037907559.1|HILL
OG0007129	LOC4812418|XP_001352899.1|DPSE	LOC119650428|XP_037909171.1|HILL
OG0007130	LOC4813277|XP_033240148.1|DPSE	LOC119647991|XP_037905304.1|HILL
OG0007131	LOC4812591|XP_001352882.2|DPSE	LOC119647900|XP_037905134.1|HILL
OG0007132	LOC4811871|XP_001352884.2|DPSE	LOC119649949|XP_037908297.1|HILL
OG0007133	LOC4811853|XP_001352593.1|DPSE	LOC119649408|XP_037907472.1|HILL
OG0007134	LOC4813817|XP_001353268.2|DPSE	LOC119647558|XP_037904479.1|HILL
OG0007135	LOC4812181|XP_001352533.1|DPSE	LOC119650055|XP_037908471.1|HILL
OG0007136	LOC4813424|XP_001353628.2|DPSE	LOC119648089|XP_037905509.1|HILL
OG0007137	LOC6901139|XP_015042370.2|DPSE	LOC119653637|XP_037914347.1|HILL
OG0007138	LOC4815604|XP_015041092.1|DPSE	LOC119655752|XP_037917736.1|HILL
OG0007139	LOC6902135|XP_002133666.2|DPSE	LOC119655857|XP_037917904.1|HILL
OG0007140	LOC6901837|XP_033240078.1|DPSE	LOC119653600|XP_037914279.1|HILL
OG0007141	LOC4816094|XP_033237936.1|DPSE	LOC119655181|XP_037916866.1|HILL, LOC119655255|XP_037916977.1|HILL
OG0007142	LOC4811861|XP_001352969.1|DPSE	LOC119648812|XP_037906592.1|HILL
OG0007143	LOC4800511|XP_001357776.4|DPSE	LOC119655625|XP_037917523.1|HILL
OG0007144	LOC4803038|XP_015038251.2|DPSE	LOC119660361|XP_037924797.1|HILL
OG0007145	LOC4802143|XP_015037641.2|DPSE	LOC119660406|XP_037924870.1|HILL
OG0007146	LOC4802198|XP_001359165.2|DPSE	LOC119658698|XP_037922216.1|HILL
OG0007147	LOC4800871|XP_001358068.3|DPSE	LOC119653458|XP_037913997.1|HILL
OG0007148	LOC6901776|XP_033238206.1|DPSE	LOC119653825|XP_037914792.1|HILL
OG0007149	LOC4803637|XP_001360325.3|DPSE	LOC119661147|XP_037926284.1|HILL
OG0007150	LOC4812360|XP_001352881.4|DPSE	LOC119649777|XP_037908007.1|HILL
OG0007151	LOC117185098|XP_033240837.1|DPSE	LOC119648526|XP_037906222.1|HILL
OG0007152	LOC4815104|XP_001354573.3|DPSE	LOC119655799|XP_037917823.1|HILL
OG0007154	LOC4804248|XP_001360836.1|DPSE	LOC119654150|XP_037915241.1|HILL
OG0007155	LOC4804006|XP_001360637.2|DPSE	LOC119655016|XP_037916616.1|HILL
OG0007156	LOC4801554|XP_001358626.5|DPSE	LOC119653657|XP_037914407.1|HILL
OG0007157	LOC4802055|XP_001359048.4|DPSE	LOC119659958|XP_037924241.1|HILL
OG0007158	LOC4813720|XP_001353470.3|DPSE	LOC119655832|XP_037917868.1|HILL
OG0007159	LOC4815607|XP_033240248.1|DPSE	LOC119653497|XP_037914062.1|HILL
OG0007160	LOC4802815|XP_001359658.3|DPSE	LOC119658759|XP_037922380.1|HILL
OG0007161	LOC4815565|XP_001355264.2|DPSE	LOC119656097|XP_037918335.1|HILL
OG0007162	LOC6902042|XP_015041096.1|DPSE	LOC119654635|XP_037916035.1|HILL
OG0007163	LOC4801982|XP_001358994.1|DPSE	LOC119660131|XP_037924457.1|HILL
OG0007164	LOC4801983|XP_001358995.1|DPSE	LOC119660130|XP_037924456.1|HILL
OG0007165	LOC4816048|XP_033238299.1|DPSE	LOC119656302|XP_037918667.1|HILL
OG0007166	LOC4813159|XP_033240638.1|DPSE	LOC119656300|XP_037918666.1|HILL
OG0007167	LOC4815787|XP_001355689.1|DPSE	LOC119655309|XP_037917065.1|HILL
OG0007168	LOC4814629|XP_001354570.1|DPSE	LOC119654534|XP_037915904.1|HILL
OG0007169	LOC4815474|XP_001355226.1|DPSE	LOC119655723|XP_037917684.1|HILL
OG0007170	LOC4802752|XP_001359613.4|DPSE	LOC119654227|XP_037915373.1|HILL
OG0007171	LOC4815155|XP_015041747.2|DPSE	LOC119653827|XP_037914798.1|HILL
OG0007172	LOC4815894|XP_001355451.4|DPSE	LOC119654205|XP_037915335.1|HILL
OG0007173	LOC6902089|XP_002133620.1|DPSE	LOC119654203|XP_037915334.1|HILL
OG0007174	LOC4800941|XP_001358126.2|DPSE	LOC119659781|XP_037923975.1|HILL
OG0007175	LOC6900488|XP_002134878.2|DPSE	LOC119651285|XP_037910727.1|HILL
OG0007176	LOC4802363|XP_001359292.2|DPSE	LOC119649822|XP_037908085.1|HILL
OG0007177	LOC6897602|XP_002137747.1|DPSE	LOC119659986|XP_037924286.1|HILL
OG0007178	LOC6897888|XP_002137990.2|DPSE	LOC119660133|XP_037924460.1|HILL
OG0007179	LOC4802923|XP_001359743.3|DPSE	LOC119659048|XP_037922884.1|HILL
OG0007180	LOC4802441|XP_001359360.2|DPSE	LOC119660437|XP_037924915.1|HILL
OG0007181	LOC4815574|XP_001355636.1|DPSE	LOC119655138|XP_037916801.1|HILL
OG0007182	LOC6897992|XP_033236778.1|DPSE	LOC119660389|XP_037924840.1|HILL
OG0007183	LOC4803280|XP_033234175.1|DPSE	LOC119658719|XP_037922274.1|HILL
OG0007184	LOC4803278|XP_001360045.6|DPSE	LOC119660428|XP_037924907.1|HILL
OG0007185	LOC4817571|XP_001356976.1|DPSE	LOC119658994|XP_037922804.1|HILL
OG0007186	LOC4802567|XP_033233179.1|DPSE	LOC119659248|XP_037923155.1|HILL
OG0007187	LOC6897511|XP_033233057.1|DPSE	LOC119659401|XP_037923397.1|HILL
OG0007188	LOC4802725|XP_003736801.2|DPSE	LOC119659402|XP_037923400.1|HILL
OG0007189	LOC4802698|XP_001359565.2|DPSE	LOC119659406|XP_037923405.1|HILL
OG0007190	LOC4802851|XP_015038136.1|DPSE	LOC119660318|XP_037924721.1|HILL
OG0007191	LOC4813979|XP_001354135.3|DPSE	LOC119648993|XP_037906851.1|HILL
OG0007192	LOC4814211|XP_001354319.3|DPSE	LOC119653724|XP_037914557.1|HILL
OG0007193	LOC4814207|XP_001354320.4|DPSE	LOC119655133|XP_037916796.1|HILL
OG0007194	LOC4815888|XP_001355407.2|DPSE	LOC119654833|XP_037916333.1|HILL
OG0007195	LOC4802516|XP_001359424.3|DPSE	LOC119659610|XP_037923709.1|HILL
OG0007196	LOC4801239|XP_001358362.1|DPSE	LOC119659158|XP_037923036.1|HILL
OG0007197	LOC4813808|XP_001353696.2|DPSE	LOC119647908|XP_037905146.1|HILL
OG0007198	LOC4803277|XP_001360044.1|DPSE	LOC119660453|XP_037924940.1|HILL
OG0007199	LOC4803187|XP_001359970.2|DPSE	LOC119659061|XP_037922897.1|HILL
OG0007200	LOC4802835|XP_001359671.4|DPSE	LOC119658588|XP_037921973.1|HILL
OG0007201	LOC4813128|XP_001353391.2|DPSE	LOC119648847|XP_037906649.1|HILL
OG0007202	LOC6900028|XP_015043701.1|DPSE	LOC119648861|XP_037906674.1|HILL
OG0007203	LOC4812358|XP_001352581.3|DPSE	LOC119648212|XP_037905747.1|HILL
OG0007204	LOC117184492|XP_033238241.1|DPSE	LOC119648837|XP_037906640.1|HILL
OG0007205	LOC4812614|XP_001352580.2|DPSE	LOC119649517|XP_037907627.1|HILL
OG0007206	LOC4802374|XP_003736723.2|DPSE	LOC119658918|XP_037922667.1|HILL
OG0007207	LOC4802366|XP_001359295.2|DPSE	LOC119660159|XP_037924491.1|HILL
OG0007208	LOC4802700|XP_001359567.3|DPSE	LOC119659484|XP_037923524.1|HILL
OG0007209	LOC4802701|XP_001359568.2|DPSE	LOC119659483|XP_037923523.1|HILL
OG0007210	LOC4803274|XP_001360042.3|DPSE	LOC119650812|XP_037909878.1|HILL
OG0007211	LOC4802376|XP_033239239.1|DPSE	LOC119659751|XP_037923941.1|HILL
OG0007212	LOC4800248|XP_001357640.2|DPSE	LOC119659996|XP_037924299.1|HILL
OG0007213	LOC6898397|XP_002138444.1|DPSE	LOC119660893|XP_037925753.1|HILL
OG0007214	LOC4813756|XP_015043332.2|DPSE	LOC119647883|XP_037905098.1|HILL
OG0007215	LOC4803196|XP_001359979.1|DPSE	LOC119659692|XP_037923874.1|HILL
OG0007216	LOC4800270|XP_033232904.1|DPSE	LOC119659934|XP_037924202.1|HILL
OG0007217	LOC4803398|XP_003736952.1|DPSE	LOC119659763|XP_037923952.1|HILL
OG0007218	LOC4801705|XP_001358752.4|DPSE	LOC119651592|XP_037911166.1|HILL
OG0007219	LOC4802397|XP_001359322.2|DPSE	LOC119658985|XP_037922795.1|HILL
