Orthogroup	DPSE.longest_only	DSUP.longest_only
OG0010006	LOC4814654|XP_001354609.3|DPSE	LOC119558202|XP_037727422.1|DSUP
OG0010007	LOC6901463|XP_033237653.1|DPSE	LOC119556438|XP_037724599.1|DSUP
OG0010008	LOC4814305|XP_001354356.3|DPSE	LOC119557847|XP_037726758.1|DSUP
OG0010009	LOC4816200|XP_001355847.4|DPSE	LOC119548638|XP_037711966.1|DSUP
OG0010010	LOC4814787|XP_001355042.1|DPSE	LOC119556792|XP_037725157.1|DSUP
OG0010011	LOC4815433|XP_033239079.1|DPSE	LOC119558060|XP_037727139.1|DSUP
OG0010012	LOC117184707|XP_033239269.1|DPSE	LOC119557751|XP_037726565.1|DSUP
OG0010013	LOC4814529|XP_001354557.2|DPSE	LOC119557740|XP_037726553.1|DSUP
OG0010014	LOC4811662|XP_001352252.2|DPSE	LOC119558381|XP_037727831.1|DSUP
OG0010015	LOC6901193|XP_033239956.1|DPSE	LOC119556479|XP_037724659.1|DSUP
OG0010016	LOC4814519|XP_001355077.2|DPSE	LOC119555892|XP_037723484.1|DSUP
OG0010017	LOC4815286|XP_001354558.4|DPSE	LOC119557741|XP_037726554.1|DSUP
OG0010018	LOC4815751|XP_001355230.2|DPSE	LOC119556288|XP_037724272.1|DSUP
OG0010019	LOC6901427|XP_002134113.3|DPSE	LOC119556462|XP_037724637.1|DSUP
OG0010020	LOC4815142|XP_015041893.2|DPSE	LOC119557082|XP_037725563.1|DSUP
OG0010021	LOC4815774|XP_001355600.2|DPSE	LOC119555929|XP_037723556.1|DSUP
OG0010022	LOC6902321|XP_002133848.2|DPSE	LOC119556530|XP_037724735.1|DSUP
OG0010023	LOC6901403|XP_002134089.3|DPSE	LOC119557559|XP_037726273.1|DSUP
OG0010024	LOC4815372|XP_001354784.2|DPSE	LOC119557769|XP_037726595.1|DSUP
OG0010025	LOC4816037|XP_001355422.3|DPSE	LOC119556988|XP_037725445.1|DSUP
OG0010026	LOC4814201|XP_001354324.1|DPSE	LOC119556454|XP_037724622.1|DSUP
OG0010027	LOC6901007|XP_002134634.2|DPSE	LOC119557096|XP_037725589.1|DSUP
OG0010028	LOC4814588|XP_001354873.3|DPSE	LOC119558223|XP_037727470.1|DSUP
OG0010029	LOC6901574|XP_002134247.1|DPSE	LOC119556599|XP_037724839.1|DSUP
OG0010030	LOC4814749|XP_001354729.4|DPSE	LOC119557786|XP_037726613.1|DSUP
OG0010031	LOC4814970|XP_001354728.4|DPSE	LOC119556778|XP_037725133.1|DSUP
OG0010032	LOC4816293|XP_001356013.3|DPSE	LOC119547380|XP_037710134.1|DSUP
OG0010033	LOC4814820|XP_001354660.3|DPSE	LOC119557982|XP_037726997.1|DSUP
OG0010034	LOC4815060|XP_033239502.1|DPSE	LOC119558034|XP_037727106.1|DSUP
OG0010035	LOC6901279|XP_033239202.1|DPSE	LOC119558040|XP_037727115.1|DSUP
OG0010036	LOC6901278|XP_002133979.3|DPSE	LOC119557852|XP_037726768.1|DSUP
OG0010037	LOC4814967|XP_001354655.2|DPSE	LOC119558056|XP_037727134.1|DSUP
OG0010038	LOC4816049|XP_033238938.1|DPSE	LOC119555902|XP_037723520.1|DSUP
OG0010039	LOC4803678|XP_001360356.3|DPSE	LOC119551588|XP_037716917.1|DSUP
OG0010040	LOC4818168|XP_001357409.3|DPSE	LOC119547878|XP_037710842.1|DSUP
OG0010041	LOC6901945|XP_002133479.3|DPSE	LOC119557172|XP_037725705.1|DSUP
OG0010042	LOC4814306|XP_001354403.1|DPSE	LOC119556642|XP_037724899.1|DSUP
OG0010043	LOC4814387|XP_001354404.2|DPSE	LOC119556571|XP_037724797.1|DSUP
OG0010044	LOC6901843|XP_002133381.3|DPSE	LOC119557614|XP_037726349.1|DSUP
OG0010045	LOC4816057|XP_001355621.3|DPSE	LOC119556423|XP_037724567.1|DSUP
OG0010046	LOC4815713|XP_001355622.3|DPSE	LOC119557519|XP_037726221.1|DSUP
OG0010047	LOC4814618|XP_001354603.1|DPSE	LOC119557033|XP_037725507.1|DSUP
OG0010048	LOC6901928|XP_015041006.1|DPSE	LOC119556069|XP_037723811.1|DSUP
OG0010049	LOC4815041|XP_001354904.1|DPSE	LOC119556328|XP_037724346.1|DSUP
OG0010050	LOC4815020|XP_001354905.3|DPSE	LOC119556327|XP_037724344.1|DSUP
OG0010051	LOC6901131|XP_002134606.2|DPSE	LOC119557782|XP_037726610.1|DSUP
OG0010052	LOC6901175|XP_002133876.2|DPSE	LOC119558917|XP_037728047.1|DSUP
OG0010053	LOC4815959|XP_001355618.2|DPSE	LOC119556999|XP_037725458.1|DSUP
OG0010054	LOC4815047|XP_001354762.4|DPSE	LOC119557763|XP_037726587.1|DSUP
OG0010055	LOC4815053|XP_001354769.2|DPSE	LOC119558276|XP_037727579.1|DSUP
OG0010056	LOC4815426|XP_001355648.3|DPSE	LOC119556389|XP_037724492.1|DSUP
OG0010057	LOC6902106|XP_002133637.1|DPSE	LOC119556275|XP_037724252.1|DSUP
OG0010058	LOC4814547|XP_001355086.3|DPSE	LOC119557616|XP_037726352.1|DSUP
OG0010059	LOC4816046|XP_001355397.2|DPSE	LOC119558247|XP_037727500.1|DSUP
OG0010060	LOC4815613|XP_001355374.2|DPSE	LOC119556251|XP_037724219.1|DSUP
OG0010061	LOC4812203|XP_001352642.3|DPSE	LOC119555409|XP_037722694.1|DSUP
OG0010062	LOC6900709|XP_002135072.2|DPSE	LOC119554351|XP_037721145.1|DSUP
OG0010063	LOC4813737|XP_033240209.1|DPSE	LOC119554388|XP_037721198.1|DSUP
OG0010064	LOC4813901|XP_001353794.3|DPSE	LOC119554692|XP_037721622.1|DSUP
OG0010065	LOC26532264|XP_015043111.2|DPSE	LOC119553553|XP_037719921.1|DSUP
OG0010066	LOC4813164|XP_001353733.3|DPSE	LOC119555488|XP_037722826.1|DSUP
OG0010067	LOC4813633|XP_033241119.1|DPSE	LOC119554220|XP_037720975.1|DSUP
OG0010068	LOC4812936|XP_033239984.1|DPSE	LOC119552579|XP_037718137.1|DSUP
OG0010069	LOC4812885|XP_001353559.1|DPSE	LOC119553742|XP_037720267.1|DSUP
OG0010070	LOC26532034|XP_015043780.2|DPSE	LOC119555695|XP_037723278.1|DSUP
OG0010071	LOC117184418|XP_033237550.1|DPSE	LOC119553245|XP_037719448.1|DSUP
OG0010072	LOC4814149|XP_001354272.2|DPSE	LOC119554089|XP_037720765.1|DSUP
OG0010073	LOC6900987|XP_002134683.1|DPSE	LOC119554974|XP_037722031.1|DSUP
OG0010074	LOC4815637|XP_001355408.3|DPSE	LOC119556587|XP_037724816.1|DSUP
OG0010075	LOC26533666|XP_015042864.2|DPSE	LOC119554302|XP_037721091.1|DSUP
OG0010076	LOC4813807|XP_001353405.3|DPSE	LOC119554825|XP_037721827.1|DSUP
OG0010077	LOC6900022|XP_002135387.2|DPSE	LOC119554568|XP_037721468.1|DSUP
OG0010078	LOC6900021|XP_015043685.2|DPSE	LOC119553977|XP_037720612.1|DSUP
OG0010079	LOC6900016|XP_002135381.4|DPSE	LOC119553828|XP_037720389.1|DSUP
OG0010080	LOC4814139|XP_001354204.3|DPSE	LOC119554581|XP_037721491.1|DSUP
OG0010081	LOC6900997|XP_002134693.3|DPSE	LOC119555389|XP_037722663.1|DSUP
OG0010082	LOC4812267|XP_001352864.1|DPSE	LOC119553955|XP_037720577.1|DSUP
OG0010083	LOC4813499|XP_001353694.3|DPSE	LOC119554760|XP_037721722.1|DSUP
OG0010084	LOC6900369|XP_033238235.1|DPSE	LOC119553858|XP_037720437.1|DSUP
OG0010085	LOC26533890|XP_033237401.1|DPSE	LOC119552616|XP_037718207.1|DSUP
OG0010086	LOC4813809|XP_001353697.3|DPSE	LOC119554860|XP_037721870.1|DSUP
OG0010087	LOC4813093|XP_033238200.1|DPSE	LOC119555567|XP_037722945.1|DSUP
OG0010088	LOC4813044|XP_001353516.3|DPSE	LOC119555040|XP_037722150.1|DSUP
OG0010089	LOC6900757|XP_015043317.2|DPSE	LOC119553510|XP_037719861.1|DSUP
OG0010090	LOC4811806|XP_033237225.1|DPSE	LOC119554532|XP_037721451.1|DSUP
OG0010091	LOC6897405|XP_002137557.1|DPSE	LOC119550317|XP_037714852.1|DSUP
OG0010092	LOC13036438|XP_003736826.2|DPSE	LOC119561795|XP_037731207.1|DSUP
OG0010093	LOC6903244|XP_015036445.2|DPSE	LOC119550780|XP_037715638.1|DSUP
OG0010094	LOC4800927|XP_001358115.3|DPSE	LOC119545717|XP_037707460.1|DSUP
OG0010095	LOC4801791|XP_003736605.2|DPSE	LOC119562868|XP_037731910.1|DSUP
OG0010096	LOC6901719|XP_002134387.2|DPSE	LOC119557646|XP_037726425.1|DSUP
OG0010097	LOC26533384|XP_015042367.1|DPSE	LOC119556897|XP_037725307.1|DSUP
OG0010098	LOC6903337|XP_002132218.2|DPSE	LOC119562747|XP_037731880.1|DSUP
OG0010099	LOC4816950|XP_001356892.2|DPSE	LOC119546187|XP_037708241.1|DSUP
OG0010100	LOC6900659|XP_002135027.2|DPSE	LOC119552862|XP_037718676.1|DSUP
OG0010101	LOC4812834|XP_001353582.2|DPSE	LOC119553020|XP_037719004.1|DSUP
OG0010102	LOC4812812|XP_001353509.2|DPSE	LOC119553598|XP_037719981.1|DSUP
OG0010103	LOC4813058|XP_001353517.3|DPSE	LOC119555041|XP_037722151.1|DSUP
OG0010104	LOC6900035|XP_002135400.2|DPSE	LOC119552506|XP_037718044.1|DSUP
OG0010105	LOC6903283|XP_033236404.1|DPSE	LOC119548278|XP_037711370.1|DSUP
OG0010106	LOC4803668|XP_001360351.2|DPSE	LOC119551661|XP_037717031.1|DSUP
OG0010107	LOC4804555|XP_001361098.3|DPSE	LOC119551900|XP_037717441.1|DSUP
OG0010108	LOC6898371|XP_002138424.2|DPSE	LOC119549967|XP_037714289.1|DSUP
OG0010110	LOC4813060|XP_001353838.4|DPSE	LOC119552883|XP_037718714.1|DSUP
OG0010111	LOC6897273|XP_002137433.4|DPSE	LOC119563263|XP_037732506.1|DSUP
OG0010112	LOC4801279|XP_001358399.3|DPSE	LOC119563477|XP_037732829.1|DSUP
OG0010113	LOC4814932|XP_001354846.3|DPSE	LOC119556535|XP_037724743.1|DSUP
OG0010114	LOC4814913|XP_001354912.4|DPSE	LOC119557322|XP_037725972.1|DSUP
OG0010115	LOC4815771|XP_001355417.3|DPSE	LOC119555901|XP_037723519.1|DSUP
OG0010116	LOC4815133|XP_001355210.4|DPSE	LOC119557747|XP_037726562.1|DSUP
OG0010117	LOC4815960|XP_001355624.2|DPSE	LOC119557521|XP_037726223.1|DSUP
OG0010118	LOC4814617|XP_033238227.1|DPSE	LOC119556515|XP_037724715.1|DSUP
OG0010119	LOC6903643|XP_002136831.2|DPSE	LOC119557123|XP_037725635.1|DSUP
OG0010120	LOC4815364|XP_001354925.1|DPSE	LOC119556134|XP_037723950.1|DSUP
OG0010121	LOC4814413|XP_001354346.3|DPSE	LOC119557440|XP_037726130.1|DSUP
OG0010122	LOC6901415|XP_002134101.2|DPSE	LOC119558022|XP_037727077.1|DSUP
OG0010123	LOC4814706|XP_001354887.3|DPSE	LOC119557115|XP_037725622.1|DSUP
OG0010125	LOC4814385|XP_001354399.3|DPSE	LOC119557657|XP_037726439.1|DSUP
OG0010126	LOC6903503|XP_002132382.2|DPSE	LOC119548606|XP_037711892.1|DSUP
OG0010127	LOC6902786|XP_033235144.1|DPSE	LOC119548031|XP_037711033.1|DSUP
OG0010128	LOC4816877|XP_015035754.2|DPSE	LOC119547887|XP_037710852.1|DSUP
OG0010129	LOC4816138|XP_033236069.1|DPSE	LOC119548532|XP_037711755.1|DSUP
OG0010130	LOC4816257|XP_001355830.1|DPSE	LOC119548007|XP_037711000.1|DSUP
OG0010131	LOC117184152|XP_033236481.1|DPSE	LOC119548183|XP_037711226.1|DSUP
OG0010132	LOC4816536|XP_001356259.3|DPSE	LOC119546083|XP_037708088.1|DSUP
OG0010133	LOC6902726|XP_002133240.2|DPSE	LOC119546086|XP_037708092.1|DSUP
OG0010134	LOC4817057|XP_001356364.2|DPSE	LOC119546207|XP_037708271.1|DSUP
OG0010135	LOC4816524|XP_001356079.3|DPSE	LOC119547088|XP_037709715.1|DSUP
OG0010136	LOC4816492|XP_001356080.2|DPSE	LOC119547390|XP_037710166.1|DSUP
OG0010137	LOC4816155|XP_001355872.4|DPSE	LOC119562613|XP_037731766.1|DSUP
OG0010138	LOC6902408|XP_002133342.2|DPSE	LOC119546062|XP_037708059.1|DSUP
OG0010139	LOC6903093|XP_033235853.1|DPSE	LOC119548083|XP_037711097.1|DSUP
OG0010140	LOC6902928|XP_002132654.3|DPSE	LOC119547545|XP_037710372.1|DSUP
OG0010141	LOC4811729|XP_015044340.2|DPSE	LOC119547924|XP_037710892.1|DSUP
OG0010142	LOC4817629|XP_001357025.2|DPSE	LOC119547819|XP_037710771.1|DSUP
OG0010143	LOC6902866|XP_002132602.2|DPSE	LOC119546695|XP_037709101.1|DSUP
OG0010144	LOC4817677|XP_001357063.3|DPSE	LOC119548866|XP_037712422.1|DSUP
OG0010145	LOC4817880|XP_001357486.3|DPSE	LOC119547658|XP_037710534.1|DSUP
OG0010146	LOC4818178|XP_001357492.3|DPSE	LOC119548809|XP_037712322.1|DSUP
OG0010147	LOC4817271|XP_001356487.2|DPSE	LOC119546967|XP_037709541.1|DSUP
OG0010148	LOC4817491|XP_015036295.2|DPSE	LOC119548785|XP_037712278.1|DSUP
OG0010149	LOC6903137|XP_002132844.2|DPSE	LOC119547800|XP_037710745.1|DSUP
OG0010150	LOC4816826|XP_001356653.2|DPSE	LOC119547673|XP_037710559.1|DSUP
OG0010151	LOC117184023|XP_033235864.1|DPSE	LOC119548521|XP_037711740.1|DSUP
OG0010152	LOC4816785|XP_001356556.2|DPSE	LOC119547623|XP_037710477.1|DSUP
OG0010153	LOC4816287|XP_033236371.1|DPSE	LOC119547325|XP_037710054.1|DSUP
OG0010154	LOC4816277|XP_001356022.4|DPSE	LOC119547404|XP_037710181.1|DSUP
OG0010155	LOC4816470|XP_001356029.2|DPSE	LOC119547861|XP_037710821.1|DSUP
OG0010156	LOC6897093|XP_015037072.2|DPSE	LOC119553471|XP_037719807.1|DSUP
OG0010157	LOC6900688|XP_002135052.2|DPSE	LOC119554647|XP_037721576.1|DSUP
OG0010158	LOC4813362|XP_001353764.3|DPSE	LOC119554546|XP_037721435.1|DSUP
OG0010159	LOC4812081|XP_001352657.3|DPSE	LOC119552852|XP_037718655.1|DSUP
OG0010160	LOC6902884|XP_002132618.2|DPSE	LOC119553693|XP_037720176.1|DSUP
OG0010161	LOC4811992|XP_001352557.1|DPSE	LOC119554079|XP_037720751.1|DSUP
OG0010162	LOC6901534|XP_002134208.1|DPSE, LOC117184823|XP_033239672.1|DPSE	LOC119553493|XP_037719830.1|DSUP
OG0010163	LOC4813650|XP_001353215.4|DPSE	LOC119554952|XP_037722000.1|DSUP
OG0010164	LOC4813757|XP_001353436.2|DPSE	LOC119554274|XP_037721054.1|DSUP
OG0010165	LOC4814093|XP_001354220.2|DPSE	LOC119554253|XP_037721018.1|DSUP
OG0010166	LOC4812748|XP_001353126.1|DPSE	LOC119552887|XP_037718722.1|DSUP
OG0010167	LOC6900330|XP_033237415.1|DPSE	LOC119555359|XP_037722625.1|DSUP
OG0010168	LOC6899901|XP_033239468.1|DPSE, LOC117184396|XP_033237403.1|DPSE	LOC119552613|XP_037718205.1|DSUP
OG0010169	LOC6900746|XP_002135105.2|DPSE	LOC119555078|XP_037722219.1|DSUP
OG0010170	LOC4813358|XP_001353981.5|DPSE	LOC119553765|XP_037720300.1|DSUP
OG0010171	LOC4813234|XP_001353980.1|DPSE	LOC119553815|XP_037720363.1|DSUP
OG0010172	LOC6900634|XP_002135007.1|DPSE	LOC119554449|XP_037721288.1|DSUP
OG0010173	LOC4805185|XP_001361632.1|DPSE	LOC119550090|XP_037714498.1|DSUP
OG0010174	LOC4805240|XP_001361673.3|DPSE	LOC119551115|XP_037716224.1|DSUP
OG0010175	LOC4805255|XP_001361686.2|DPSE	LOC119550678|XP_037715465.1|DSUP
OG0010176	LOC6898846|XP_002138817.1|DPSE	LOC119551487|XP_037716778.1|DSUP
OG0010177	LOC4804911|XP_001361396.1|DPSE	LOC119550046|XP_037714427.1|DSUP
OG0010178	LOC4803791|XP_001360451.3|DPSE	LOC119551078|XP_037716169.1|DSUP
OG0010179	LOC4813381|XP_001353619.2|DPSE	LOC119552601|XP_037718190.1|DSUP
OG0010180	LOC6900234|XP_002135563.3|DPSE	LOC119554378|XP_037721187.1|DSUP
OG0010181	LOC6900209|XP_002135541.2|DPSE	LOC119553641|XP_037720047.1|DSUP
OG0010182	LOC26533558|XP_015039926.2|DPSE	LOC119551287|XP_037716485.1|DSUP
OG0010183	LOC6898477|XP_002138519.1|DPSE	LOC119550579|XP_037715299.1|DSUP
OG0010184	LOC6898274|XP_002138341.2|DPSE	LOC119551651|XP_037717015.1|DSUP
OG0010185	LOC4803889|XP_001360535.4|DPSE	LOC119550303|XP_037714831.1|DSUP
OG0010186	LOC4812954|XP_001353197.3|DPSE	LOC119553630|XP_037720028.1|DSUP
OG0010187	LOC4805656|XP_001362018.3|DPSE	LOC119549952|XP_037714264.1|DSUP
OG0010188	LOC4803804|XP_001360462.3|DPSE	LOC119550436|XP_037715035.1|DSUP
OG0010189	LOC4804758|XP_001361269.2|DPSE	LOC119551407|XP_037716672.1|DSUP
OG0010190	LOC4804747|XP_001361259.2|DPSE	LOC119551535|XP_037716853.1|DSUP
OG0010191	LOC4804727|XP_001361243.3|DPSE	LOC119550246|XP_037714748.1|DSUP
OG0010192	LOC26532301|XP_015040208.2|DPSE	LOC119550853|XP_037715750.1|DSUP
OG0010193	LOC4804923|XP_001361407.3|DPSE	LOC119549976|XP_037714303.1|DSUP
OG0010194	LOC4813134|XP_015043323.2|DPSE	LOC119554091|XP_037720767.1|DSUP
OG0010195	LOC4813224|XP_001353918.4|DPSE	LOC119554023|XP_037720667.1|DSUP
OG0010196	LOC4805437|XP_001361838.3|DPSE	LOC119552014|XP_037717676.1|DSUP
OG0010197	LOC4804042|XP_015039560.2|DPSE	LOC119551467|XP_037716748.1|DSUP
OG0010198	LOC4803938|XP_001360578.2|DPSE	LOC119551036|XP_037716073.1|DSUP
OG0010199	LOC6898998|XP_004444536.1|DPSE	LOC119551117|XP_037716228.1|DSUP
OG0010200	LOC6898912|XP_033233894.1|DPSE	LOC119549946|XP_037714255.1|DSUP
OG0010201	LOC4805601|XP_001361978.3|DPSE	LOC119551271|XP_037716459.1|DSUP
OG0010202	LOC4804599|XP_001361133.2|DPSE	LOC119550191|XP_037714660.1|DSUP
OG0010203	LOC6898856|XP_002138828.2|DPSE	LOC119551931|XP_037717510.1|DSUP
OG0010204	LOC4804455|XP_001361014.2|DPSE	LOC119550909|XP_037715826.1|DSUP
OG0010205	LOC6899108|XP_002139025.1|DPSE	LOC119551136|XP_037716254.1|DSUP
OG0010206	LOC6899109|XP_033233633.1|DPSE	LOC119551138|XP_037716256.1|DSUP
OG0010207	LOC4803972|XP_001360609.3|DPSE	LOC119550175|XP_037714638.1|DSUP
OG0010208	LOC4804451|XP_033234785.1|DPSE	LOC119549177|XP_037712906.1|DSUP
OG0010209	LOC6898493|XP_002138534.3|DPSE	LOC119549178|XP_037712907.1|DSUP
OG0010210	LOC4804362|XP_001360936.3|DPSE	LOC119551372|XP_037716622.1|DSUP
OG0010211	LOC4804192|XP_001360794.4|DPSE	LOC119551991|XP_037717640.1|DSUP
OG0010212	LOC6898848|XP_002138820.2|DPSE	LOC119551119|XP_037716231.1|DSUP
OG0010213	LOC4805267|XP_001361692.2|DPSE	LOC119550685|XP_037715476.1|DSUP
OG0010214	LOC4805273|XP_001361698.3|DPSE	LOC119549297|XP_037713181.1|DSUP
OG0010215	LOC4804954|XP_001361434.2|DPSE	LOC119551492|XP_037716787.1|DSUP
OG0010216	LOC4803675|XP_001360354.2|DPSE	LOC119550745|XP_037715593.1|DSUP
OG0010217	LOC4803711|XP_001360385.3|DPSE	LOC119550792|XP_037715652.1|DSUP
OG0010218	LOC4803715|XP_001360389.3|DPSE	LOC119550447|XP_037715051.1|DSUP
OG0010219	LOC4803723|XP_001360396.2|DPSE	LOC119550697|XP_037715491.1|DSUP
OG0010220	LOC4804178|XP_001360781.3|DPSE	LOC119551977|XP_037717619.1|DSUP
OG0010221	LOC4804179|XP_001360782.4|DPSE	LOC119551975|XP_037717617.1|DSUP
OG0010222	LOC4804770|XP_001361280.2|DPSE	LOC119549372|XP_037713335.1|DSUP
OG0010223	LOC6898167|XP_002138245.1|DPSE	LOC119549370|XP_037713331.1|DSUP
OG0010224	LOC4804145|XP_001360751.2|DPSE	LOC119550408|XP_037714995.1|DSUP
OG0010225	LOC4802603|XP_001359492.3|DPSE	LOC119557423|XP_037726106.1|DSUP
OG0010226	LOC4802951|XP_001359764.3|DPSE	LOC119560462|XP_037729850.1|DSUP
OG0010227	LOC13036428|XP_003736745.2|DPSE	LOC119559807|XP_037728819.1|DSUP
OG0010228	LOC4803060|XP_001359861.3|DPSE	LOC119560330|XP_037729648.1|DSUP
OG0010229	LOC4803243|XP_001360016.3|DPSE	LOC119560448|XP_037729822.1|DSUP
OG0010230	LOC4803247|XP_001360020.3|DPSE	LOC119560526|XP_037729930.1|DSUP
OG0010231	LOC4800398|XP_001357682.4|DPSE	LOC119560579|XP_037730034.1|DSUP
OG0010232	LOC26533103|XP_015037128.2|DPSE	LOC119550552|XP_037715261.1|DSUP
OG0010233	LOC4801664|XP_001358716.2|DPSE	LOC119559916|XP_037729021.1|DSUP
OG0010234	LOC13036481|XP_003736624.1|DPSE	LOC119560725|XP_037730270.1|DSUP
OG0010235	LOC4800502|XP_001357768.2|DPSE	LOC119553111|XP_037719219.1|DSUP
OG0010236	LOC4800272|XP_001357656.3|DPSE	LOC119554063|XP_037720736.1|DSUP
OG0010237	LOC6897352|XP_015037420.2|DPSE	LOC119560340|XP_037729664.1|DSUP
OG0010238	LOC4802659|XP_001359536.4|DPSE	LOC119563373|XP_037732652.1|DSUP
OG0010239	LOC4801074|XP_001358234.3|DPSE	LOC119560900|XP_037730525.1|DSUP
OG0010240	LOC6902707|XP_002133221.1|DPSE	LOC119548322|XP_037711431.1|DSUP
OG0010241	LOC117184667|XP_033239158.1|DPSE	LOC119560054|XP_037729288.1|DSUP
OG0010242	LOC6896657|XP_002136873.2|DPSE	LOC119557127|XP_037725642.1|DSUP
OG0010243	LOC4800730|XP_001357950.2|DPSE	LOC119557934|XP_037726877.1|DSUP
OG0010244	LOC117183393|XP_033233088.1|DPSE	LOC119553444|XP_037719766.1|DSUP
OG0010245	LOC4802684|XP_001359554.2|DPSE	LOC119560907|XP_037730538.1|DSUP
OG0010246	LOC4801998|XP_033240147.1|DPSE	LOC119560600|XP_037730056.1|DSUP
OG0010247	LOC4800554|XP_001357812.4|DPSE	LOC119556400|XP_037724509.1|DSUP
OG0010248	LOC6897104|XP_033232614.1|DPSE	LOC119546459|XP_037708670.1|DSUP
OG0010249	LOC4802844|XP_003736839.2|DPSE	LOC119556026|XP_037723736.1|DSUP
OG0010250	LOC4801411|XP_001358510.3|DPSE	LOC119546752|XP_037709202.1|DSUP
OG0010251	LOC4800894|XP_001358088.3|DPSE	LOC119559781|XP_037728791.1|DSUP
OG0010252	LOC4802369|XP_001359298.3|DPSE, LOC6901964|XP_015041032.2|DPSE, LOC26534455|XP_033240028.1|DPSE, LOC6901963|XP_033239451.1|DPSE, LOC26532315|XP_033239453.1|DPSE, LOC117184743|XP_033239455.1|DPSE	LOC119554043|XP_037720704.1|DSUP
OG0010253	LOC4804546|XP_033234080.1|DPSE	LOC119551173|XP_037716299.1|DSUP
OG0010254	LOC4804476|XP_001361034.2|DPSE	LOC119558633|XP_037727966.1|DSUP, LOC119549469|XP_037713499.1|DSUP, LOC119558714|XP_037727984.1|DSUP
OG0010255	LOC4815333|XP_001354706.3|DPSE	LOC119556978|XP_037725424.1|DSUP
OG0010256	LOC4800549|XP_001357809.3|DPSE	LOC119559048|XP_037728107.1|DSUP, LOC119558391|XP_037727847.1|DSUP
OG0010258	LOC6900595|XP_002134968.1|DPSE, LOC6900520|XP_002134908.1|DPSE	LOC119554424|XP_037721245.1|DSUP
OG0010259	LOC6900687|XP_002135051.2|DPSE	LOC119554661|XP_037721591.1|DSUP
OG0010260	LOC6902366|XP_002133312.2|DPSE	LOC119547156|XP_037709805.1|DSUP
OG0010275	LOC4801913|XP_033240784.1|DPSE	LOC119560519|XP_037729921.1|DSUP
OG0010276	LOC4816096|XP_001355671.3|DPSE	LOC119558116|XP_037727273.1|DSUP
OG0010277	LOC117184915|XP_033239976.1|DPSE	LOC119562887|XP_037731931.1|DSUP
OG0010278	LOC26533236|XP_033234130.1|DPSE, LOC117184897|XP_033239914.1|DPSE	LOC119546431|XP_037708627.1|DSUP
OG0010279	LOC4801286|XP_001358406.3|DPSE	LOC119560466|XP_037729857.1|DSUP
OG0010280	LOC4815200|XP_001354720.4|DPSE	LOC119557992|XP_037727020.1|DSUP
OG0010281	LOC117184462|XP_033238053.1|DPSE	LOC119552746|XP_037718462.1|DSUP
OG0010282	LOC4801242|XP_001358365.2|DPSE	LOC119550514|XP_037715152.1|DSUP
OG0010283	LOC6897567|XP_002137712.2|DPSE	LOC119562951|XP_037732052.1|DSUP
OG0010284	LOC6897072|XP_002137256.2|DPSE	LOC119563039|XP_037732170.1|DSUP
OG0010285	LOC4800926|XP_001358114.3|DPSE	LOC119545718|XP_037707461.1|DSUP
OG0010286	LOC4800501|XP_001357767.2|DPSE	LOC119553411|XP_037719719.1|DSUP
OG0010287	LOC6897307|XP_002137462.1|DPSE	LOC119560176|XP_037729464.1|DSUP
OG0010288	LOC4801340|XP_001358451.2|DPSE	LOC119560399|XP_037729755.1|DSUP
OG0010289	LOC4801323|XP_033241623.1|DPSE	LOC119558844|XP_037728025.1|DSUP
OG0010290	LOC6896756|XP_002136963.1|DPSE	LOC119551332|XP_037716563.1|DSUP
OG0010291	LOC4800379|XP_015038609.2|DPSE	LOC119555715|XP_037723331.1|DSUP, LOC119555725|XP_037723348.1|DSUP
OG0010292	LOC6896746|XP_033241600.1|DPSE	LOC119556578|XP_037724809.1|DSUP
OG0010293	LOC4817478|XP_001356621.4|DPSE	LOC119548377|XP_037711523.1|DSUP
OG0010294	LOC4816394|XP_015036705.2|DPSE	LOC119546532|XP_037708800.1|DSUP
OG0010295	LOC4816667|XP_001356081.3|DPSE	LOC119547150|XP_037709797.1|DSUP
OG0010297	LOC117183736|XP_033234602.1|DPSE	LOC119552135|XP_037717853.1|DSUP
OG0010298	LOC6898366|XP_002138419.2|DPSE	LOC119551767|XP_037717222.1|DSUP
OG0010299	LOC4804997|XP_001361467.3|DPSE	LOC119549591|XP_037713678.1|DSUP
OG0010300	LOC15382898|XP_033234854.1|DPSE	LOC119551953|XP_037717576.1|DSUP
OG0010301	LOC4802284|XP_001359233.3|DPSE	LOC119560157|XP_037729440.1|DSUP
OG0010303	LOC4803527|XP_001360239.3|DPSE	LOC119550195|XP_037714667.1|DSUP
OG0010304	LOC4814213|XP_001354333.3|DPSE	LOC119557268|XP_037725882.1|DSUP
OG0010305	LOC6902199|XP_002133726.2|DPSE	LOC119555933|XP_037723561.1|DSUP
OG0010306	LOC4815553|XP_001355595.2|DPSE	LOC119556619|XP_037724867.1|DSUP
OG0010307	LOC6901470|XP_015041732.2|DPSE	LOC119556010|XP_037723705.1|DSUP
OG0010308	LOC4815092|XP_001354723.3|DPSE	LOC119557872|XP_037726799.1|DSUP
OG0010309	LOC26532302|XP_015043016.2|DPSE	LOC119554663|XP_037721593.1|DSUP
