Orthogroup	DPSE.longest_only	SLEB.longest_only
OG0009863	LOC4817855|XP_001357459.4|DPSE	LOC115631670|XP_030384344.1|SLEB
OG0009864	LOC6903084|XP_002132802.3|DPSE	LOC115631014|XP_030383484.1|SLEB
OG0009865	LOC4817693|XP_033235747.1|DPSE	LOC115630759|XP_030383274.1|SLEB
OG0009866	LOC6900686|XP_033239254.1|DPSE	LOC115622990|XP_030373010.1|SLEB
OG0009867	LOC4812085|XP_033238393.1|DPSE	LOC115622548|XP_030372375.1|SLEB
OG0009868	LOC4812991|XP_001353627.2|DPSE	LOC115622585|XP_030372437.1|SLEB, LOC115623223|XP_030373324.1|SLEB
OG0009870	LOC4813716|XP_001353970.3|DPSE	LOC115622298|XP_030372062.1|SLEB, LOC115622632|XP_030372498.1|SLEB
OG0009871	LOC4805191|XP_004444413.1|DPSE	LOC115634698|XP_030388436.1|SLEB
OG0009872	LOC4805545|XP_001361931.3|DPSE	LOC115624632|XP_030375251.1|SLEB
OG0009874	LOC4813273|XP_001353960.1|DPSE	LOC115622949|XP_030372944.1|SLEB
OG0009875	LOC4812580|XP_001352387.3|DPSE	LOC115625301|XP_030376182.1|SLEB, LOC115630769|XP_030383284.1|SLEB, LOC115622205|XP_030371961.1|SLEB
OG0009877	LOC4804507|XP_001361059.3|DPSE	LOC115634243|XP_030387697.1|SLEB
OG0009878	LOC4804938|XP_001361420.2|DPSE	LOC115634605|XP_030388314.1|SLEB
OG0009879	LOC4805365|XP_001361777.4|DPSE	LOC115623088|XP_030373153.1|SLEB
OG0009880	LOC4805221|XP_001361661.2|DPSE	LOC115634194|XP_030387642.1|SLEB
OG0009881	LOC4803345|XP_015039045.2|DPSE	LOC115634318|XP_030387838.1|SLEB
OG0009882	LOC26534142|XP_015040003.2|DPSE	LOC115633778|XP_030387115.1|SLEB
OG0009883	LOC4804638|XP_001361168.3|DPSE	LOC115634017|XP_030387403.1|SLEB
OG0009884	LOC4804640|XP_001361170.2|DPSE	LOC115634137|XP_030387563.1|SLEB
OG0009885	LOC4805133|XP_001361587.2|DPSE	LOC115634767|XP_030388525.1|SLEB
OG0009886	LOC6898401|XP_015039672.2|DPSE	LOC115631162|XP_030383711.1|SLEB
OG0009887	LOC4805060|XP_015040409.2|DPSE	LOC115624049|XP_030374493.1|SLEB
OG0009888	LOC6898703|XP_033234231.1|DPSE	LOC115634280|XP_030387773.1|SLEB
OG0009889	LOC4803724|XP_001360397.2|DPSE	LOC115633787|XP_030387122.1|SLEB
OG0009890	LOC4805691|XP_001362050.1|DPSE	LOC115620226|XP_030369231.1|SLEB
OG0009891	LOC6898898|XP_002138868.1|DPSE	LOC115626728|XP_030378034.1|SLEB, LOC115626858|XP_030378219.1|SLEB
OG0009892	LOC6897265|XP_002137426.2|DPSE, LOC26532112|XP_033239828.1|DPSE, LOC6901732|XP_002134401.2|DPSE	LOC115625191|XP_030376017.1|SLEB
OG0009893	LOC4804355|XP_001360929.3|DPSE	LOC115634563|XP_030388247.1|SLEB
OG0009894	LOC4802019|XP_033235875.1|DPSE	LOC115623926|XP_030374345.1|SLEB
OG0009895	LOC4802947|XP_001359760.5|DPSE	LOC115623849|XP_030374252.1|SLEB
OG0009896	LOC6897569|XP_002137714.2|DPSE	LOC115624126|XP_030374581.1|SLEB
OG0009897	LOC4803313|XP_033241850.1|DPSE	LOC115623508|XP_030373748.1|SLEB
OG0009898	LOC4802402|XP_001359327.2|DPSE	LOC115624070|XP_030374516.1|SLEB
OG0009899	LOC4801948|XP_001358963.3|DPSE	LOC115620455|XP_030369545.1|SLEB, LOC115621583|XP_030371134.1|SLEB, LOC115627685|XP_030379288.1|SLEB
OG0009900	LOC4801386|XP_001358487.5|DPSE	LOC115621376|XP_030370862.1|SLEB
OG0009901	LOC4802174|XP_001359146.2|DPSE	LOC115625141|XP_030375919.1|SLEB
OG0009902	LOC4803226|XP_033235604.1|DPSE	LOC115623046|XP_030373082.1|SLEB
OG0009903	LOC4802914|XP_001359738.1|DPSE	LOC115623807|XP_030374211.1|SLEB
OG0009904	LOC4801061|XP_001358225.3|DPSE	LOC115633791|XP_030387129.1|SLEB, LOC115621085|XP_030370478.1|SLEB
OG0009905	LOC6897420|XP_002137572.3|DPSE	LOC115621460|XP_030370977.1|SLEB
OG0009906	LOC4802000|XP_033236002.1|DPSE	LOC115621954|XP_030371661.1|SLEB
OG0009907	LOC4800893|XP_001358087.2|DPSE	LOC115622035|XP_030371762.1|SLEB
OG0009909	LOC4801146|XP_001358284.3|DPSE	LOC115621312|XP_030370786.1|SLEB
OG0009910	LOC4801709|XP_001358756.5|DPSE	LOC115621024|XP_030370404.1|SLEB
OG0009911	LOC6898193|XP_002138262.2|DPSE	LOC115634296|XP_030387809.1|SLEB
OG0009913	LOC4816401|XP_001356161.3|DPSE	LOC115627697|XP_030379299.1|SLEB
OG0009915	LOC4817518|XP_001356934.3|DPSE, LOC6903135|XP_002132843.3|DPSE	LOC115631364|XP_030383943.1|SLEB
OG0009916	LOC4816384|XP_001356216.4|DPSE	LOC115626030|XP_030377141.1|SLEB, LOC115626027|XP_030377137.1|SLEB, LOC115626025|XP_030377135.1|SLEB
OG0009925	LOC4802368|XP_001359297.4|DPSE	LOC115624264|XP_030374748.1|SLEB
OG0009928	LOC4800419|XP_001357698.3|DPSE	LOC115631555|XP_030384206.1|SLEB
OG0009932	LOC4804721|XP_001361239.4|DPSE	LOC115634558|XP_030388239.1|SLEB
OG0009934	LOC26534338|XP_015043101.1|DPSE	LOC115623074|XP_030373135.1|SLEB
OG0009937	LOC117184614|XP_033238916.1|DPSE	LOC115629990|XP_030382476.1|SLEB
OG0009938	LOC4814598|XP_001354622.3|DPSE	LOC115627939|XP_030379691.1|SLEB
OG0009940	LOC6897702|XP_003736785.2|DPSE	LOC115624111|XP_030374565.1|SLEB
OG0009941	LOC4818077|XP_001357481.2|DPSE	LOC115628607|XP_030380651.1|SLEB
OG0009942	LOC4805639|XP_015040760.2|DPSE	LOC115633728|XP_030387056.1|SLEB
OG0009943	LOC4818029|XP_001357396.4|DPSE	LOC115621439|XP_030370952.1|SLEB
OG0009944	LOC4815404|XP_001355461.2|DPSE	LOC115629197|XP_030381457.1|SLEB
OG0009945	LOC4815451|XP_001355401.3|DPSE	LOC115627235|XP_030378717.1|SLEB
OG0009946	LOC13036446|XP_003736829.1|DPSE	LOC115625127|XP_030375901.1|SLEB
OG0009947	LOC4811971|XP_001352700.3|DPSE	LOC115622355|XP_030372130.1|SLEB
OG0009948	LOC4815512|XP_001355478.1|DPSE	LOC115626821|XP_030378162.1|SLEB
OG0009949	LOC4802499|XP_015037869.2|DPSE	LOC115624108|XP_030374561.1|SLEB
OG0009950	LOC4802846|XP_001359682.3|DPSE	LOC115624163|XP_030374620.1|SLEB
OG0009951	LOC6897916|XP_002138018.2|DPSE	LOC115624157|XP_030374613.1|SLEB
OG0009953	LOC6897701|XP_002137827.2|DPSE	LOC115624015|XP_030374447.1|SLEB
OG0009954	LOC4802575|XP_001359470.4|DPSE	LOC115623760|XP_030374155.1|SLEB
OG0009955	LOC4804075|XP_015039589.2|DPSE	LOC115633637|XP_030386938.1|SLEB
OG0009956	LOC4814515|XP_001354543.2|DPSE	LOC115626967|XP_030378341.1|SLEB
OG0009957	LOC4800259|XP_001357634.1|DPSE	LOC115621210|XP_030370652.1|SLEB
OG0009958	LOC4801139|XP_001358278.3|DPSE	LOC115621474|XP_030370994.1|SLEB
OG0009960	LOC4802759|XP_001359620.2|DPSE	LOC115621785|XP_030371404.1|SLEB
OG0009961	LOC4802767|XP_001359627.3|DPSE	LOC115621041|XP_030370422.1|SLEB
OG0009962	LOC4801270|XP_001358390.4|DPSE	LOC115621087|XP_030370480.1|SLEB
OG0009963	LOC26532274|XP_015037356.1|DPSE	LOC115620795|XP_030370075.1|SLEB
OG0009964	LOC4800573|XP_001357824.1|DPSE	LOC115620467|XP_030369558.1|SLEB
OG0009965	LOC4800382|XP_001357667.4|DPSE	LOC115620262|XP_030369281.1|SLEB
OG0009966	LOC4817470|XP_015035983.2|DPSE	LOC115630520|XP_030382981.1|SLEB
OG0009967	LOC4817384|XP_001356883.4|DPSE	LOC115631548|XP_030384183.1|SLEB, LOC115630658|XP_030383159.1|SLEB
OG0009969	LOC26534211|XP_015035953.1|DPSE	LOC115631045|XP_030383537.1|SLEB
OG0009970	LOC4817408|XP_001356662.2|DPSE	LOC115631442|XP_030384044.1|SLEB
OG0009971	LOC6903276|XP_002132975.2|DPSE	LOC115630506|XP_030382963.1|SLEB
OG0009972	LOC26532478|XP_015044388.2|DPSE	LOC115625454|XP_030376362.1|SLEB
OG0009975	LOC4816739|XP_001356082.2|DPSE	LOC115628614|XP_030380658.1|SLEB
OG0009976	LOC4816252|XP_001355822.2|DPSE	LOC115629033|XP_030381195.1|SLEB
OG0009977	LOC4816780|XP_015035709.2|DPSE	LOC115625944|XP_030377040.1|SLEB
OG0009978	LOC4817405|XP_001356310.1|DPSE	LOC115626014|XP_030377121.1|SLEB
OG0009979	LOC4816413|XP_001356130.3|DPSE	LOC115626164|XP_030377299.1|SLEB
OG0009980	LOC6900352|XP_002134748.3|DPSE	LOC115634352|XP_030387870.1|SLEB
OG0009981	LOC6898368|XP_002138421.3|DPSE	LOC115633997|XP_030387380.1|SLEB
OG0009982	LOC6898369|XP_033234896.1|DPSE	LOC115632160|XP_030385086.1|SLEB
OG0009983	LOC6898817|XP_002138791.1|DPSE	LOC115633421|XP_030386744.1|SLEB
OG0009984	LOC4805468|XP_001361863.3|DPSE	LOC115634273|XP_030387761.1|SLEB
OG0009985	LOC26532494|XP_015039718.1|DPSE	LOC115634123|XP_030387553.1|SLEB
OG0009986	LOC6903853|XP_033234493.1|DPSE	LOC115634067|XP_030387472.1|SLEB
OG0009987	LOC6898261|XP_002138327.1|DPSE	LOC115633717|XP_030387042.1|SLEB
OG0009988	LOC4803834|XP_001360488.1|DPSE	LOC115634174|XP_030387620.1|SLEB
OG0009989	LOC4803704|XP_001360379.2|DPSE	LOC115634351|XP_030387869.1|SLEB
OG0009990	LOC4804627|XP_001361159.2|DPSE	LOC115634110|XP_030387529.1|SLEB
OG0009991	LOC4803962|XP_001360600.4|DPSE	LOC115634431|XP_030387998.1|SLEB
OG0009992	LOC4815626|XP_001355308.2|DPSE	LOC115629886|XP_030382345.1|SLEB
OG0009993	LOC6901678|XP_015041982.2|DPSE	LOC115627988|XP_030379744.1|SLEB
OG0009994	LOC26533778|XP_015041662.2|DPSE	LOC115629524|XP_030381864.1|SLEB
OG0009995	LOC6901990|XP_002133524.3|DPSE	LOC115629919|XP_030382383.1|SLEB
OG0009996	LOC4814377|XP_033239315.1|DPSE	LOC115626657|XP_030377927.1|SLEB
OG0009997	LOC4815223|XP_001355125.3|DPSE	LOC115630200|XP_030382628.1|SLEB
OG0009998	LOC4815281|XP_001354756.3|DPSE	LOC115629713|XP_030382093.1|SLEB
OG0009999	LOC4814839|XP_033240320.1|DPSE	LOC115627486|XP_030379026.1|SLEB
OG0010000	LOC6901602|XP_002134273.2|DPSE	LOC115633422|XP_030386741.1|SLEB
OG0010001	LOC6901709|XP_002134377.2|DPSE	LOC115629914|XP_030382380.1|SLEB
OG0010002	LOC26533223|XP_015043628.1|DPSE	LOC115632985|XP_030386162.1|SLEB
OG0010003	LOC4811741|XP_001352313.3|DPSE	LOC115632032|XP_030384844.1|SLEB
OG0010004	LOC4815434|XP_001355260.2|DPSE	LOC115629679|XP_030382060.1|SLEB
OG0010005	LOC6901246|XP_002133947.1|DPSE	LOC115629131|XP_030381333.1|SLEB
OG0010006	LOC4814654|XP_001354609.3|DPSE	LOC115633397|XP_030386700.1|SLEB
OG0010007	LOC6901463|XP_033237653.1|DPSE	LOC115628895|XP_030381013.1|SLEB
OG0010008	LOC4814305|XP_001354356.3|DPSE	LOC115627560|XP_030379141.1|SLEB
OG0010009	LOC4816200|XP_001355847.4|DPSE	LOC115626010|XP_030377118.1|SLEB
OG0010010	LOC4814787|XP_001355042.1|DPSE	LOC115627702|XP_030379305.1|SLEB
OG0010011	LOC4815433|XP_033239079.1|DPSE	LOC115626978|XP_030378354.1|SLEB
OG0010012	LOC117184707|XP_033239269.1|DPSE	LOC115627369|XP_030378881.1|SLEB
OG0010013	LOC4814529|XP_001354557.2|DPSE	LOC115626928|XP_030378295.1|SLEB
OG0010014	LOC4811662|XP_001352252.2|DPSE	LOC115629279|XP_030381571.1|SLEB
OG0010015	LOC6901193|XP_033239956.1|DPSE	LOC115626886|XP_030378255.1|SLEB
OG0010016	LOC4814519|XP_001355077.2|DPSE	LOC115627983|XP_030379739.1|SLEB
OG0010017	LOC4815286|XP_001354558.4|DPSE	LOC115626963|XP_030378338.1|SLEB
OG0010018	LOC4815751|XP_001355230.2|DPSE	LOC115628866|XP_030380980.1|SLEB
OG0010019	LOC6901427|XP_002134113.3|DPSE	LOC115627354|XP_030378862.1|SLEB
OG0010020	LOC4815142|XP_015041893.2|DPSE	LOC115627200|XP_030378678.1|SLEB
OG0010021	LOC4815774|XP_001355600.2|DPSE	LOC115629202|XP_030381462.1|SLEB
OG0010022	LOC6902321|XP_002133848.2|DPSE	LOC115633428|XP_030386748.1|SLEB
OG0010023	LOC6901403|XP_002134089.3|DPSE	LOC115626901|XP_030378271.1|SLEB
OG0010024	LOC4815372|XP_001354784.2|DPSE	LOC115626916|XP_030378286.1|SLEB
OG0010025	LOC4816037|XP_001355422.3|DPSE	LOC115626799|XP_030378128.1|SLEB
OG0010026	LOC4814201|XP_001354324.1|DPSE	LOC115626885|XP_030378254.1|SLEB
OG0010027	LOC6901007|XP_002134634.2|DPSE	LOC115626986|XP_030378362.1|SLEB
OG0010028	LOC4814588|XP_001354873.3|DPSE	LOC115628672|XP_030380702.1|SLEB
OG0010029	LOC6901574|XP_002134247.1|DPSE	LOC115627311|XP_030378814.1|SLEB
OG0010030	LOC4814749|XP_001354729.4|DPSE	LOC115627400|XP_030378915.1|SLEB
OG0010031	LOC4814970|XP_001354728.4|DPSE	LOC115627399|XP_030378914.1|SLEB
OG0010032	LOC4816293|XP_001356013.3|DPSE	LOC115631877|XP_030384585.1|SLEB
OG0010033	LOC4814820|XP_001354660.3|DPSE	LOC115633368|XP_030386672.1|SLEB
OG0010034	LOC4815060|XP_033239502.1|DPSE	LOC115633369|XP_030386674.1|SLEB
OG0010035	LOC6901279|XP_033239202.1|DPSE	LOC115633372|XP_030386676.1|SLEB
OG0010036	LOC6901278|XP_002133979.3|DPSE	LOC115633373|XP_030386677.1|SLEB
OG0010037	LOC4814967|XP_001354655.2|DPSE	LOC115633359|XP_030386659.1|SLEB
OG0010038	LOC4816049|XP_033238938.1|DPSE	LOC115629714|XP_030382094.1|SLEB
OG0010039	LOC4803678|XP_001360356.3|DPSE	LOC115622255|XP_030372014.1|SLEB
OG0010040	LOC4818168|XP_001357409.3|DPSE	LOC115621175|XP_030370599.1|SLEB
OG0010041	LOC6901945|XP_002133479.3|DPSE	LOC115627349|XP_030378857.1|SLEB
OG0010042	LOC4814306|XP_001354403.1|DPSE	LOC115627873|XP_030379617.1|SLEB
OG0010043	LOC4814387|XP_001354404.2|DPSE	LOC115628061|XP_030379881.1|SLEB
OG0010044	LOC6901843|XP_002133381.3|DPSE	LOC115633231|XP_030386485.1|SLEB
OG0010045	LOC4816057|XP_001355621.3|DPSE	LOC115629306|XP_030381611.1|SLEB
OG0010046	LOC4815713|XP_001355622.3|DPSE	LOC115629305|XP_030381610.1|SLEB
OG0010047	LOC4814618|XP_001354603.1|DPSE	LOC115627425|XP_030378958.1|SLEB
OG0010048	LOC6901928|XP_015041006.1|DPSE	LOC115629884|XP_030382343.1|SLEB
OG0010049	LOC4815041|XP_001354904.1|DPSE	LOC115626837|XP_030378181.1|SLEB
OG0010050	LOC4815020|XP_001354905.3|DPSE	LOC115627752|XP_030379396.1|SLEB
OG0010051	LOC6901131|XP_002134606.2|DPSE	LOC115629495|XP_030381831.1|SLEB
OG0010052	LOC6901175|XP_002133876.2|DPSE	LOC115627667|XP_030379269.1|SLEB
OG0010053	LOC4815959|XP_001355618.2|DPSE	LOC115629502|XP_030381841.1|SLEB
OG0010054	LOC4815047|XP_001354762.4|DPSE	LOC115626779|XP_030378105.1|SLEB
OG0010055	LOC4815053|XP_001354769.2|DPSE	LOC115627000|XP_030378375.1|SLEB
OG0010056	LOC4815426|XP_001355648.3|DPSE	LOC115626980|XP_030378356.1|SLEB
OG0010057	LOC6902106|XP_002133637.1|DPSE	LOC115628720|XP_030380776.1|SLEB
OG0010058	LOC4814547|XP_001355086.3|DPSE	LOC115627360|XP_030378869.1|SLEB
OG0010059	LOC4816046|XP_001355397.2|DPSE	LOC115627422|XP_030378951.1|SLEB
OG0010060	LOC4815613|XP_001355374.2|DPSE	LOC115626993|XP_030378368.1|SLEB
OG0010062	LOC6900709|XP_002135072.2|DPSE	LOC115633022|XP_030386206.1|SLEB
OG0010063	LOC4813737|XP_033240209.1|DPSE	LOC115632709|XP_030385811.1|SLEB
OG0010064	LOC4813901|XP_001353794.3|DPSE	LOC115632242|XP_030385165.1|SLEB
OG0010065	LOC26532264|XP_015043111.2|DPSE	LOC115622875|XP_030372825.1|SLEB
OG0010066	LOC4813164|XP_001353733.3|DPSE	LOC115628410|XP_030380358.1|SLEB
OG0010067	LOC4813633|XP_033241119.1|DPSE	LOC115632878|XP_030386013.1|SLEB
OG0010068	LOC4812936|XP_033239984.1|DPSE	LOC115623243|XP_030373361.1|SLEB
OG0010069	LOC4812885|XP_001353559.1|DPSE	LOC115622135|XP_030371853.1|SLEB
OG0010070	LOC26532034|XP_015043780.2|DPSE	LOC115632519|XP_030385574.1|SLEB
OG0010071	LOC117184418|XP_033237550.1|DPSE	LOC115627744|XP_030379379.1|SLEB
OG0010072	LOC4814149|XP_001354272.2|DPSE	LOC115623169|XP_030373245.1|SLEB
OG0010073	LOC6900987|XP_002134683.1|DPSE	LOC115622835|XP_030372774.1|SLEB
OG0010074	LOC4815637|XP_001355408.3|DPSE	LOC115627331|XP_030378836.1|SLEB
OG0010075	LOC26533666|XP_015042864.2|DPSE	LOC115632593|XP_030385677.1|SLEB
OG0010076	LOC4813807|XP_001353405.3|DPSE	LOC115624618|XP_030375228.1|SLEB
OG0010077	LOC6900022|XP_002135387.2|DPSE	LOC115632628|XP_030385718.1|SLEB
OG0010078	LOC6900021|XP_015043685.2|DPSE	LOC115632626|XP_030385715.1|SLEB
OG0010079	LOC6900016|XP_002135381.4|DPSE	LOC115632618|XP_030385706.1|SLEB
OG0010080	LOC4814139|XP_001354204.3|DPSE	LOC115622462|XP_030372267.1|SLEB
OG0010081	LOC6900997|XP_002134693.3|DPSE	LOC115633031|XP_030386232.1|SLEB
OG0010082	LOC4812267|XP_001352864.1|DPSE	LOC115623201|XP_030373285.1|SLEB
OG0010083	LOC4813499|XP_001353694.3|DPSE	LOC115632807|XP_030385919.1|SLEB
OG0010084	LOC6900369|XP_033238235.1|DPSE	LOC115633123|XP_030386375.1|SLEB
OG0010085	LOC26533890|XP_033237401.1|DPSE	LOC115632846|XP_030385963.1|SLEB
OG0010086	LOC4813809|XP_001353697.3|DPSE	LOC115632852|XP_030385971.1|SLEB
OG0010087	LOC4813093|XP_033238200.1|DPSE	LOC115622148|XP_030371874.1|SLEB
OG0010088	LOC4813044|XP_001353516.3|DPSE	LOC115624918|XP_030375628.1|SLEB
OG0010089	LOC6900757|XP_015043317.2|DPSE	LOC115627980|XP_030379736.1|SLEB
OG0010090	LOC4811806|XP_033237225.1|DPSE	LOC115627974|XP_030379729.1|SLEB
OG0010091	LOC6897405|XP_002137557.1|DPSE	LOC115621501|XP_030371029.1|SLEB
OG0010092	LOC13036438|XP_003736826.2|DPSE	LOC115621544|XP_030371069.1|SLEB
OG0010095	LOC4801791|XP_003736605.2|DPSE	LOC115625544|XP_030376481.1|SLEB
OG0010096	LOC6901719|XP_002134387.2|DPSE	LOC115628868|XP_030380984.1|SLEB
OG0010097	LOC26533384|XP_015042367.1|DPSE	LOC115627406|XP_030378921.1|SLEB
OG0010098	LOC6903337|XP_002132218.2|DPSE	LOC115626280|XP_030377462.1|SLEB
OG0010099	LOC4816950|XP_001356892.2|DPSE	LOC115631470|XP_030384083.1|SLEB
OG0010100	LOC6900659|XP_002135027.2|DPSE	LOC115622696|XP_030372584.1|SLEB
OG0010101	LOC4812834|XP_001353582.2|DPSE	LOC115632372|XP_030385351.1|SLEB
OG0010102	LOC4812812|XP_001353509.2|DPSE	LOC115624843|XP_030375546.1|SLEB
OG0010103	LOC4813058|XP_001353517.3|DPSE	LOC115624917|XP_030375627.1|SLEB
OG0010104	LOC6900035|XP_002135400.2|DPSE	LOC115624979|XP_030375694.1|SLEB
OG0010105	LOC6903283|XP_033236404.1|DPSE	LOC115632303|XP_030385265.1|SLEB
OG0010107	LOC4804555|XP_001361098.3|DPSE	LOC115634637|XP_030388353.1|SLEB
OG0010108	LOC6898371|XP_002138424.2|DPSE	LOC115632012|XP_030384849.1|SLEB
OG0010111	LOC6897273|XP_002137433.4|DPSE	LOC115621491|XP_030371019.1|SLEB
OG0010112	LOC4801279|XP_001358399.3|DPSE	LOC115620995|XP_030370375.1|SLEB
OG0010113	LOC4814932|XP_001354846.3|DPSE	LOC115628894|XP_030381012.1|SLEB
OG0010114	LOC4814913|XP_001354912.4|DPSE	LOC115626918|XP_030378288.1|SLEB
OG0010115	LOC4815771|XP_001355417.3|DPSE	LOC115629715|XP_030382096.1|SLEB
OG0010116	LOC4815133|XP_001355210.4|DPSE	LOC115627658|XP_030379259.1|SLEB
OG0010117	LOC4815960|XP_001355624.2|DPSE	LOC115629301|XP_030381608.1|SLEB
OG0010118	LOC4814617|XP_033238227.1|DPSE	LOC115632820|XP_030385932.1|SLEB, LOC115628889|XP_030381007.1|SLEB
OG0010119	LOC6903643|XP_002136831.2|DPSE	LOC115633386|XP_030386690.1|SLEB
OG0010120	LOC4815364|XP_001354925.1|DPSE	LOC115633298|XP_030386569.1|SLEB
OG0010121	LOC4814413|XP_001354346.3|DPSE	LOC115627681|XP_030379284.1|SLEB
OG0010122	LOC6901415|XP_002134101.2|DPSE	LOC115627292|XP_030378784.1|SLEB
OG0010123	LOC4814706|XP_001354887.3|DPSE	LOC115627366|XP_030378876.1|SLEB
OG0010125	LOC4814385|XP_001354399.3|DPSE	LOC115627794|XP_030379480.1|SLEB
OG0010126	LOC6903503|XP_002132382.2|DPSE	LOC115626325|XP_030377530.1|SLEB
OG0010127	LOC6902786|XP_033235144.1|DPSE	LOC115626060|XP_030377172.1|SLEB
OG0010128	LOC4816877|XP_015035754.2|DPSE	LOC115626061|XP_030377173.1|SLEB
OG0010129	LOC4816138|XP_033236069.1|DPSE	LOC115625831|XP_030376885.1|SLEB
OG0010130	LOC4816257|XP_001355830.1|DPSE	LOC115626375|XP_030377591.1|SLEB
OG0010131	LOC117184152|XP_033236481.1|DPSE	LOC115625813|XP_030376857.1|SLEB
OG0010132	LOC4816536|XP_001356259.3|DPSE	LOC115625795|XP_030376832.1|SLEB
OG0010133	LOC6902726|XP_002133240.2|DPSE	LOC115625953|XP_030377052.1|SLEB, LOC115625954|XP_030377053.1|SLEB
OG0010134	LOC4817057|XP_001356364.2|DPSE	LOC115625648|XP_030376636.1|SLEB
OG0010135	LOC4816524|XP_001356079.3|DPSE	LOC115628540|XP_030380561.1|SLEB
OG0010136	LOC4816492|XP_001356080.2|DPSE	LOC115628563|XP_030380587.1|SLEB
OG0010137	LOC4816155|XP_001355872.4|DPSE	LOC115626557|XP_030377796.1|SLEB, LOC115626556|XP_030377795.1|SLEB
OG0010138	LOC6902408|XP_002133342.2|DPSE	LOC115626015|XP_030377123.1|SLEB
OG0010139	LOC6903093|XP_033235853.1|DPSE	LOC115628564|XP_030380588.1|SLEB
OG0010140	LOC6902928|XP_002132654.3|DPSE	LOC115631864|XP_030384573.1|SLEB
OG0010141	LOC4811729|XP_015044340.2|DPSE	LOC115631786|XP_030384480.1|SLEB
OG0010142	LOC4817629|XP_001357025.2|DPSE	LOC115631814|XP_030384510.1|SLEB
OG0010143	LOC6902866|XP_002132602.2|DPSE	LOC115630589|XP_030383067.1|SLEB
OG0010144	LOC4817677|XP_001357063.3|DPSE	LOC115623107|XP_030373173.1|SLEB
OG0010145	LOC4817880|XP_001357486.3|DPSE	LOC115628608|XP_030380652.1|SLEB
OG0010146	LOC4818178|XP_001357492.3|DPSE	LOC115628584|XP_030380628.1|SLEB
OG0010147	LOC4817271|XP_001356487.2|DPSE	LOC115631846|XP_030384549.1|SLEB
OG0010148	LOC4817491|XP_015036295.2|DPSE	LOC115632002|XP_030384791.1|SLEB
OG0010149	LOC6903137|XP_002132844.2|DPSE	LOC115631857|XP_030384563.1|SLEB
OG0010150	LOC4816826|XP_001356653.2|DPSE	LOC115631871|XP_030384579.1|SLEB
OG0010151	LOC117184023|XP_033235864.1|DPSE	LOC115626141|XP_030377263.1|SLEB
OG0010152	LOC4816785|XP_001356556.2|DPSE	LOC115628573|XP_030380601.1|SLEB
OG0010153	LOC4816287|XP_033236371.1|DPSE	LOC115631984|XP_030384761.1|SLEB, LOC115631931|XP_030384642.1|SLEB
OG0010154	LOC4816277|XP_001356022.4|DPSE	LOC115631785|XP_030384479.1|SLEB
OG0010155	LOC4816470|XP_001356029.2|DPSE	LOC115631851|XP_030384555.1|SLEB
OG0010156	LOC6897093|XP_015037072.2|DPSE	LOC115622944|XP_030372935.1|SLEB
OG0010157	LOC6900688|XP_002135052.2|DPSE	LOC115623123|XP_030373192.1|SLEB
OG0010158	LOC4813362|XP_001353764.3|DPSE	LOC115622666|XP_030372541.1|SLEB, LOC115622667|XP_030372542.1|SLEB
OG0010159	LOC4812081|XP_001352657.3|DPSE	LOC115622545|XP_030372371.1|SLEB
OG0010160	LOC6902884|XP_002132618.2|DPSE	LOC115627534|XP_030379096.1|SLEB
OG0010161	LOC4811992|XP_001352557.1|DPSE	LOC115632625|XP_030385713.1|SLEB
OG0010163	LOC4813650|XP_001353215.4|DPSE	LOC115632961|XP_030386121.1|SLEB
OG0010164	LOC4813757|XP_001353436.2|DPSE	LOC115633087|XP_030386324.1|SLEB
OG0010165	LOC4814093|XP_001354220.2|DPSE	LOC115632934|XP_030386087.1|SLEB
OG0010166	LOC4812748|XP_001353126.1|DPSE	LOC115632749|XP_030385857.1|SLEB, LOC115632757|XP_030385864.1|SLEB
OG0010169	LOC6900746|XP_002135105.2|DPSE	LOC115622246|XP_030372004.1|SLEB
OG0010170	LOC4813358|XP_001353981.5|DPSE	LOC115622307|XP_030372072.1|SLEB
OG0010171	LOC4813234|XP_001353980.1|DPSE	LOC115622304|XP_030372068.1|SLEB
OG0010172	LOC6900634|XP_002135007.1|DPSE	LOC115628739|XP_030380803.1|SLEB
OG0010173	LOC4805185|XP_001361632.1|DPSE	LOC115634703|XP_030388442.1|SLEB, LOC115622221|XP_030371982.1|SLEB
OG0010174	LOC4805240|XP_001361673.3|DPSE	LOC115623404|XP_030373577.1|SLEB
OG0010175	LOC4805255|XP_001361686.2|DPSE	LOC115624775|XP_030375467.1|SLEB
OG0010176	LOC6898846|XP_002138817.1|DPSE	LOC115624958|XP_030375672.1|SLEB
OG0010177	LOC4804911|XP_001361396.1|DPSE	LOC115630316|XP_030382717.1|SLEB
OG0010178	LOC4803791|XP_001360451.3|DPSE	LOC115633690|XP_030387010.1|SLEB, LOC115625121|XP_030375896.1|SLEB
OG0010179	LOC4813381|XP_001353619.2|DPSE	LOC115623196|XP_030373279.1|SLEB
OG0010180	LOC6900234|XP_002135563.3|DPSE	LOC115633942|XP_030387323.1|SLEB
OG0010181	LOC6900209|XP_002135541.2|DPSE	LOC115633943|XP_030387320.1|SLEB
