Orthogroup	DPSE.longest_only	DBIA.longest_only
OG0010382	LOC6901763|XP_002134433.2|DPSE	LOC108022002|XP_016946329.1|DBIA
OG0010383	LOC4815258|XP_001355148.3|DPSE	LOC108021996|XP_016946325.1|DBIA
OG0010384	LOC6901123|XP_002134598.3|DPSE	LOC108023758|XP_016948887.1|DBIA
OG0010385	LOC4817955|XP_001357372.3|DPSE	LOC108029011|XP_016956546.1|DBIA
OG0010386	LOC4817866|XP_015035460.2|DPSE	LOC108032759|XP_016962241.1|DBIA
OG0010387	LOC4817961|XP_001357376.4|DPSE	LOC108032432|XP_016961742.1|DBIA
OG0010388	LOC4817219|XP_001356319.3|DPSE	LOC108033457|XP_016963285.1|DBIA
OG0010389	LOC6903364|XP_002132245.1|DPSE	LOC108032451|XP_016961766.1|DBIA
OG0010390	LOC26532093|XP_015035361.1|DPSE	LOC108032747|XP_016962224.1|DBIA
OG0010391	LOC4818180|XP_001357299.3|DPSE	LOC108032691|XP_016962155.1|DBIA
OG0010392	LOC4816186|XP_001355837.3|DPSE	LOC108032472|XP_016961784.1|DBIA
OG0010393	LOC4816532|XP_001356162.2|DPSE	LOC108027700|XP_016954739.1|DBIA
OG0010394	LOC4817844|XP_033236383.1|DPSE	LOC108033924|XP_016964086.1|DBIA
OG0010395	LOC6902607|XP_002133133.1|DPSE	LOC108032831|XP_016962336.1|DBIA
OG0010396	LOC4816192|XP_001355805.2|DPSE	LOC108036715|XP_016968505.1|DBIA
OG0010397	LOC4817858|XP_001357309.3|DPSE	LOC108032460|XP_016961775.1|DBIA
OG0010398	LOC6903447|XP_002132326.1|DPSE	LOC108032458|XP_016961773.1|DBIA
OG0010399	LOC4817965|XP_001357323.3|DPSE	LOC108032515|XP_016961838.1|DBIA
OG0010400	LOC6903433|XP_002132312.2|DPSE	LOC108032560|XP_016961929.1|DBIA
OG0010401	LOC4817867|XP_001357315.2|DPSE	LOC108032556|XP_016961926.1|DBIA
OG0010402	LOC6902785|XP_002132522.3|DPSE	LOC108032627|XP_016962054.1|DBIA
OG0010403	LOC4817471|XP_001356363.2|DPSE	LOC108032513|XP_016961833.1|DBIA
OG0010404	LOC4816717|XP_001356117.3|DPSE	LOC108032826|XP_016962330.1|DBIA
OG0010405	LOC6902619|XP_002133145.2|DPSE	LOC108032812|XP_016962314.1|DBIA
OG0010406	LOC4816766|XP_001356115.2|DPSE	LOC108032729|XP_016962198.1|DBIA
OG0010408	LOC6902699|XP_015036797.2|DPSE, LOC4816169|XP_001355737.3|DPSE	LOC108033242|XP_016962997.1|DBIA
OG0010409	LOC26532508|XP_015036777.2|DPSE	LOC108032700|XP_016962168.1|DBIA
OG0010410	LOC6902669|XP_002133185.3|DPSE	LOC108032769|XP_016962254.1|DBIA
OG0010411	LOC6903071|XP_002132789.2|DPSE	LOC108034650|XP_016965078.1|DBIA
OG0010412	LOC6903101|XP_002132812.3|DPSE	LOC108033579|XP_016963414.1|DBIA
OG0010413	LOC4817000|XP_001356629.2|DPSE	LOC108029028|XP_016956564.1|DBIA
OG0010414	LOC4817302|XP_001356628.1|DPSE	LOC108029042|XP_016956582.1|DBIA
OG0010415	LOC6903296|XP_002132484.2|DPSE	LOC108034283|XP_016964630.1|DBIA
OG0010416	LOC4811730|XP_001352302.4|DPSE	LOC108033484|XP_016963312.1|DBIA
OG0010417	LOC4817926|XP_001357236.4|DPSE	LOC108033515|XP_016963347.1|DBIA
OG0010418	LOC4816581|XP_001356073.2|DPSE	LOC108034026|XP_016964255.1|DBIA
OG0010419	LOC4816504|XP_001356052.3|DPSE	LOC108033340|XP_016963115.1|DBIA
OG0010420	LOC4817713|XP_001357130.3|DPSE	LOC108034200|XP_016964520.1|DBIA
OG0010421	LOC4817641|XP_001357034.2|DPSE	LOC108027724|XP_016954766.1|DBIA
OG0010422	LOC4816502|XP_001355899.3|DPSE	LOC108036729|XP_016968515.1|DBIA
OG0010423	LOC6902738|XP_033235539.1|DPSE	LOC108033541|XP_016963375.1|DBIA
OG0010424	LOC6902473|XP_002133018.3|DPSE	LOC108036713|XP_016968503.1|DBIA
OG0010425	LOC4817657|XP_001357049.3|DPSE	LOC108033271|XP_016963025.1|DBIA
OG0010426	LOC4817655|XP_001357047.4|DPSE	LOC108033440|XP_016963258.1|DBIA
OG0010427	LOC4818002|XP_033235652.1|DPSE	LOC108033508|XP_016963340.1|DBIA
OG0010428	LOC4818182|XP_001357494.2|DPSE	LOC108033986|XP_016964199.1|DBIA
OG0010429	LOC4817181|XP_001356467.1|DPSE	LOC108033533|XP_016963367.1|DBIA
OG0010430	LOC4817513|XP_001356931.3|DPSE	LOC108027740|XP_016954780.1|DBIA
OG0010431	LOC6902972|XP_002132698.2|DPSE	LOC108032708|XP_016962176.1|DBIA
OG0010432	LOC4817151|XP_033235649.1|DPSE	LOC108032709|XP_016962177.1|DBIA
OG0010433	LOC4817378|XP_001356687.1|DPSE	LOC108029254|XP_016956938.1|DBIA
OG0010434	LOC13036414|XP_033236996.1|DPSE	LOC108036081|XP_016967516.1|DBIA
OG0010435	LOC4816729|XP_001355943.2|DPSE	LOC108029116|XP_016956717.1|DBIA
OG0010436	LOC6903026|XP_002132749.2|DPSE	LOC108033600|XP_016963441.1|DBIA
OG0010437	LOC4816196|XP_001355776.2|DPSE	LOC108034214|XP_016964544.1|DBIA
OG0010438	LOC13036486|XP_033232591.1|DPSE, LOC6903213|XP_002132914.2|DPSE	LOC108033511|XP_016963344.1|DBIA
OG0010439	LOC4818171|XP_001357273.2|DPSE	LOC108033516|XP_016963348.1|DBIA
OG0010440	LOC6903265|XP_002132964.2|DPSE	LOC108033503|XP_016963334.1|DBIA
OG0010441	LOC4817702|XP_003736149.2|DPSE	LOC108034095|XP_016964350.1|DBIA
OG0010442	LOC4802613|XP_001359501.4|DPSE	LOC108031128|XP_016959831.1|DBIA
OG0010443	LOC4816452|XP_001356019.3|DPSE	LOC108029035|XP_016956574.1|DBIA
OG0010444	LOC4816537|XP_001356021.4|DPSE	LOC108029037|XP_016956577.1|DBIA
OG0010445	LOC6902536|XP_033236277.1|DPSE	LOC108027732|XP_016954773.1|DBIA
OG0010446	LOC4817757|XP_003736143.3|DPSE	LOC108033310|XP_016963076.1|DBIA
OG0010447	LOC6900943|XP_015042408.2|DPSE	LOC108034757|XP_016965195.1|DBIA
OG0010448	LOC4812795|XP_001353765.3|DPSE	LOC108035388|XP_016966488.1|DBIA
OG0010449	LOC4813744|XP_001353452.2|DPSE, LOC6900508|XP_033238336.1|DPSE	LOC108028131|XP_016955273.1|DBIA
OG0010450	LOC4813735|XP_001353675.2|DPSE	LOC108028328|XP_016955562.1|DBIA
OG0010451	LOC4813560|XP_001353660.3|DPSE	LOC108035687|XP_016966893.1|DBIA
OG0010452	LOC6901000|XP_002134696.1|DPSE	LOC108029712|XP_016957680.1|DBIA
OG0010453	LOC4814177|XP_001354305.3|DPSE	LOC108030369|XP_016958730.1|DBIA
OG0010454	LOC6900161|XP_002135500.2|DPSE	LOC108035406|XP_016966515.1|DBIA
OG0010455	LOC4812176|XP_001352611.1|DPSE	LOC108035286|XP_016966342.1|DBIA
OG0010456	LOC4813792|XP_001353789.2|DPSE	LOC108028066|XP_016955195.1|DBIA
OG0010457	LOC6900044|XP_002135408.3|DPSE	LOC108035264|XP_016966311.1|DBIA
OG0010458	LOC4812459|XP_033239484.1|DPSE	LOC108035263|XP_016966310.1|DBIA
OG0010459	LOC6900046|XP_002135410.2|DPSE	LOC108035269|XP_016966315.1|DBIA
OG0010460	LOC4812328|XP_033240124.1|DPSE	LOC108035262|XP_016966309.1|DBIA
OG0010461	LOC6900073|XP_002135437.3|DPSE	LOC108035542|XP_016966698.1|DBIA
OG0010462	LOC4812169|XP_001352491.3|DPSE	LOC108031049|XP_016959742.1|DBIA
OG0010463	LOC4812018|XP_001352544.1|DPSE	LOC108035031|XP_016965865.1|DBIA
OG0010464	LOC6900011|XP_002135376.1|DPSE	LOC108034420|XP_016964793.1|DBIA
OG0010465	LOC4812432|XP_001352555.1|DPSE	LOC108035025|XP_016965858.1|DBIA
OG0010466	LOC4812117|XP_001352559.2|DPSE	LOC108034608|XP_016965031.1|DBIA
OG0010467	LOC4812218|XP_001352560.2|DPSE	LOC108034735|XP_016965164.1|DBIA
OG0010468	LOC4813680|XP_001353221.1|DPSE	LOC108028291|XP_016955490.1|DBIA
OG0010469	LOC6900647|XP_002135020.2|DPSE	LOC108028505|XP_016955877.1|DBIA
OG0010470	LOC6899986|XP_002135352.1|DPSE	LOC108034970|XP_016965771.1|DBIA
OG0010471	LOC6899984|XP_002135350.1|DPSE	LOC108034606|XP_016965029.1|DBIA
OG0010472	LOC4813834|XP_001354031.2|DPSE	LOC108034686|XP_016965115.1|DBIA
OG0010473	LOC4813329|XP_001353741.3|DPSE	LOC108028117|XP_016955255.1|DBIA
OG0010474	LOC117184660|XP_033239136.1|DPSE	LOC108028234|XP_016955387.1|DBIA
OG0010475	LOC4813925|XP_033239648.1|DPSE	LOC108028161|XP_016955309.1|DBIA
OG0010476	LOC4812744|XP_001353122.2|DPSE	LOC108035383|XP_016966478.1|DBIA
OG0010477	LOC6900622|XP_002134995.2|DPSE	LOC108034795|XP_016965281.1|DBIA
OG0010478	LOC4813591|XP_001353245.3|DPSE	LOC108028720|XP_016956167.1|DBIA
OG0010479	LOC4813616|XP_001353255.2|DPSE	LOC108028056|XP_016955183.1|DBIA
OG0010480	LOC6903066|XP_015036231.2|DPSE	LOC108034653|XP_016965081.1|DBIA
OG0010481	LOC4813402|XP_001353441.1|DPSE	LOC108028593|XP_016955996.1|DBIA
OG0010482	LOC6900481|XP_002134871.3|DPSE	LOC108030571|XP_016958971.1|DBIA
OG0010483	LOC4813900|XP_001353205.2|DPSE	LOC108035074|XP_016965956.1|DBIA
OG0010484	LOC6900466|XP_002134857.3|DPSE	LOC108030763|XP_016959305.1|DBIA
OG0010485	LOC4812890|XP_033237388.1|DPSE	LOC108028800|XP_016956273.1|DBIA
OG0010486	LOC4812855|XP_001353515.2|DPSE	LOC108030933|XP_016959622.1|DBIA
OG0010487	LOC4812599|XP_001352786.3|DPSE	LOC108030578|XP_016959003.1|DBIA
OG0010488	LOC4813181|XP_001353954.1|DPSE	LOC108028565|XP_016955960.1|DBIA
OG0010489	LOC4813397|XP_001353687.4|DPSE	LOC108035655|XP_016966851.1|DBIA
OG0010490	LOC6898407|XP_002138453.2|DPSE	LOC108022400|XP_016946775.1|DBIA
OG0010491	LOC4805251|XP_033234707.1|DPSE	LOC108022375|XP_016946746.1|DBIA
OG0010492	LOC4813033|XP_001353998.3|DPSE	LOC108028154|XP_016955300.1|DBIA
OG0010493	LOC6900804|XP_002135163.2|DPSE	LOC108028168|XP_016955317.1|DBIA
OG0010494	LOC6899899|XP_002135267.1|DPSE	LOC108030743|XP_016959279.1|DBIA
OG0010495	LOC4812111|XP_001352747.2|DPSE	LOC108034393|XP_016964764.1|DBIA
OG0010496	LOC6900574|XP_033237845.1|DPSE	LOC108028271|XP_016955458.1|DBIA
OG0010497	LOC4813589|XP_033237347.1|DPSE	LOC108028060|XP_016955188.1|DBIA
OG0010498	LOC4805178|XP_001361626.2|DPSE	LOC108036291|XP_016967792.1|DBIA
OG0010499	LOC6898474|XP_002138516.1|DPSE	LOC108022368|XP_016946737.1|DBIA
OG0010500	LOC6898483|XP_002138525.3|DPSE	LOC108022073|XP_016946407.1|DBIA
OG0010501	LOC6898272|XP_002138339.3|DPSE	LOC108022424|XP_016946800.1|DBIA
OG0010502	LOC6900354|XP_002134749.3|DPSE	LOC108030603|XP_016959079.1|DBIA
OG0010503	LOC4805658|XP_015040764.1|DPSE	LOC108022320|XP_016946672.1|DBIA
OG0010504	LOC6898064|XP_002138150.3|DPSE	LOC108029800|XP_016957804.1|DBIA
OG0010505	LOC6898744|XP_002138731.1|DPSE, LOC4804998|XP_001361468.3|DPSE	LOC108029524|XP_016957314.1|DBIA
OG0010506	LOC4803449|XP_001360170.3|DPSE	LOC108029849|XP_016957827.1|DBIA
OG0010507	LOC4804690|XP_001361209.3|DPSE	LOC108022332|XP_016946684.1|DBIA
OG0010508	LOC4804493|XP_001361050.3|DPSE	LOC108022479|XP_016946919.1|DBIA
OG0010509	LOC4803915|XP_001360558.2|DPSE	LOC108030086|XP_016958213.1|DBIA
OG0010510	LOC4805391|XP_001361800.2|DPSE	LOC108022367|XP_016946736.1|DBIA
OG0010511	LOC4805364|XP_001361776.2|DPSE	LOC108023062|XP_016947799.1|DBIA
OG0010512	LOC4805600|XP_001361977.3|DPSE	LOC108023067|XP_016947804.1|DBIA
OG0010513	LOC4805605|XP_001361982.2|DPSE	LOC108022306|XP_016946655.1|DBIA
OG0010514	LOC117183542|XP_033233575.1|DPSE	LOC108022918|XP_016947617.1|DBIA
OG0010515	LOC4804453|XP_004444209.2|DPSE	LOC108026534|XP_016952970.1|DBIA
OG0010516	LOC4803583|XP_001360287.2|DPSE	LOC108029428|XP_016957162.1|DBIA
OG0010517	LOC4804636|XP_001361166.3|DPSE	LOC108029434|XP_016957169.1|DBIA
OG0010518	LOC6898329|XP_033234199.1|DPSE	LOC108022154|XP_016946485.1|DBIA
OG0010519	LOC6898948|XP_004444504.1|DPSE	LOC108029462|XP_016957201.1|DBIA
OG0010520	LOC4803974|XP_001360611.3|DPSE	LOC108022272|XP_016946620.1|DBIA
OG0010521	LOC6902675|XP_002133191.2|DPSE	LOC108022790|XP_016947409.1|DBIA
OG0010522	LOC4805061|XP_001361525.3|DPSE	LOC108029805|XP_016957812.1|DBIA
OG0010523	LOC4805059|XP_033234029.1|DPSE	LOC108029680|XP_016957619.1|DBIA
OG0010524	LOC4805275|XP_001361700.3|DPSE	LOC108022645|XP_016947189.1|DBIA
OG0010525	LOC4804946|XP_001361427.3|DPSE	LOC108026586|XP_016953029.1|DBIA
OG0010526	LOC117183174|XP_033234287.1|DPSE	LOC108026574|XP_016953015.1|DBIA
OG0010527	LOC4803709|XP_001360383.2|DPSE	LOC108023035|XP_016947765.1|DBIA
OG0010528	LOC6898200|XP_002138269.3|DPSE	LOC108022391|XP_016946766.1|DBIA
OG0010529	LOC26533177|XP_015039302.2|DPSE	LOC108022411|XP_016946787.1|DBIA
OG0010530	LOC4804177|XP_001360780.4|DPSE	LOC108036498|XP_016968180.1|DBIA
OG0010531	LOC4802126|XP_001359107.3|DPSE	LOC108026202|XP_016952489.1|DBIA
OG0010532	LOC4803017|XP_001359819.2|DPSE	LOC108031426|XP_016960319.1|DBIA
OG0010533	LOC4813420|XP_015043364.2|DPSE	LOC108028679|XP_016956104.1|DBIA
OG0010534	LOC4803301|XP_001360064.2|DPSE	LOC108027093|XP_016953799.1|DBIA
OG0010535	LOC26533672|XP_015038271.2|DPSE	LOC108031524|XP_016960536.1|DBIA
OG0010536	LOC4803080|XP_001359879.3|DPSE	LOC108031156|XP_016959860.1|DBIA
OG0010537	LOC6897890|XP_002137992.1|DPSE	LOC108031267|XP_016959997.1|DBIA
OG0010538	LOC6897840|XP_033232419.1|DPSE	LOC108026218|XP_016952524.1|DBIA
OG0010539	LOC26532407|XP_015037967.2|DPSE	LOC108030948|XP_016959636.1|DBIA
OG0010540	LOC4800394|XP_015038548.1|DPSE	LOC108025369|XP_016951318.1|DBIA
OG0010541	LOC4813897|XP_033237384.1|DPSE	LOC108028123|XP_016955262.1|DBIA
OG0010542	LOC4801882|XP_001358906.3|DPSE	LOC108027116|XP_016953822.1|DBIA
OG0010543	LOC6896741|XP_015038822.2|DPSE	LOC108025534|XP_016951551.1|DBIA
OG0010544	LOC6903952|XP_002136565.2|DPSE	LOC108023630|XP_016948737.1|DBIA
OG0010545	LOC4801420|XP_001358516.5|DPSE	LOC108023449|XP_016948434.1|DBIA
OG0010546	LOC4801827|XP_001358860.2|DPSE	LOC108031691|XP_016960829.1|DBIA
OG0010547	LOC6897350|XP_033241622.1|DPSE	LOC108031166|XP_016959875.1|DBIA
OG0010548	LOC4801329|XP_001358442.3|DPSE	LOC108025026|XP_016950771.1|DBIA
OG0010549	LOC4800521|XP_001357786.3|DPSE	LOC108031202|XP_016959915.1|DBIA
OG0010550	LOC6896780|XP_002136986.3|DPSE	LOC108025987|XP_016952169.1|DBIA
OG0010551	LOC4800997|XP_001358172.3|DPSE	LOC108025257|XP_016951103.1|DBIA
OG0010552	LOC4800327|XP_001357583.3|DPSE	LOC108025155|XP_016950921.1|DBIA
OG0010553	LOC117185676|XP_033241864.1|DPSE	LOC108025085|XP_016950833.1|DBIA
OG0010554	LOC4800667|XP_001357899.4|DPSE	LOC108024861|XP_016950491.1|DBIA
OG0010555	LOC4801494|XP_001358573.4|DPSE	LOC108031273|XP_016960003.1|DBIA
OG0010556	LOC4802652|XP_001359533.2|DPSE	LOC108026079|XP_016952267.1|DBIA
OG0010557	LOC6899191|XP_033232520.1|DPSE	LOC108024437|XP_016949844.1|DBIA
OG0010558	LOC117183225|XP_033232778.1|DPSE, LOC117183332|XP_033232782.1|DPSE, LOC4803117|XP_001359913.4|DPSE	LOC108024467|XP_016949874.1|DBIA
OG0010559	LOC4802208|XP_001359176.3|DPSE	LOC108025162|XP_016950927.1|DBIA
OG0010560	LOC4802261|XP_001359217.3|DPSE	LOC108027415|XP_016954342.1|DBIA
OG0010561	LOC4803167|XP_015038333.1|DPSE	LOC108023521|XP_016948567.1|DBIA
OG0010562	LOC4803232|XP_001360006.1|DPSE	LOC108031423|XP_016960313.1|DBIA
OG0010563	LOC4803234|XP_001360008.2|DPSE	LOC108031422|XP_016960312.1|DBIA
OG0010564	LOC4801164|XP_001358298.3|DPSE	LOC108026318|XP_016952696.1|DBIA
OG0010565	LOC4800392|XP_001357677.5|DPSE	LOC108025367|XP_016951316.1|DBIA
OG0010566	LOC13036470|XP_003736230.1|DPSE	LOC108025211|XP_016951044.1|DBIA
OG0010567	LOC4801865|XP_001358894.2|DPSE	LOC108031190|XP_016959900.1|DBIA
OG0010568	LOC4800302|XP_001357606.4|DPSE	LOC108025112|XP_016950866.1|DBIA
OG0010569	LOC4800325|XP_001357585.2|DPSE	LOC108025151|XP_016950915.1|DBIA
OG0010570	LOC6896901|XP_002137088.2|DPSE	LOC108025101|XP_016950853.1|DBIA
OG0010571	LOC6896789|XP_033232653.1|DPSE	LOC108031748|XP_016960940.1|DBIA
OG0010572	LOC4800980|XP_001358161.2|DPSE	LOC108031243|XP_016959968.1|DBIA
OG0010573	LOC4800366|XP_001357549.4|DPSE	LOC108032159|XP_016961495.1|DBIA
OG0010574	LOC4800367|XP_001357548.1|DPSE	LOC108031322|XP_016960057.1|DBIA
OG0010575	LOC4800719|XP_001357942.3|DPSE	LOC108025079|XP_016950827.1|DBIA
OG0010576	LOC4800780|XP_001357995.4|DPSE	LOC108031399|XP_016960255.1|DBIA
OG0010577	LOC4800763|XP_001357977.3|DPSE	LOC108024358|XP_016949751.1|DBIA
OG0010578	LOC6896716|XP_002136930.1|DPSE	LOC108025457|XP_016951447.1|DBIA
OG0010579	LOC4802393|XP_001359320.2|DPSE	LOC108031200|XP_016959912.1|DBIA
OG0010580	LOC6897731|XP_002137837.2|DPSE	LOC108031249|XP_016959974.1|DBIA
OG0010581	LOC6897785|XP_002137890.3|DPSE	LOC108031754|XP_016960953.1|DBIA
OG0010582	LOC4801696|XP_001358743.4|DPSE	LOC108024556|XP_016950027.1|DBIA
OG0010583	LOC4801203|XP_001358331.3|DPSE	LOC108024438|XP_016949845.1|DBIA
OG0010584	LOC4801362|XP_001358469.4|DPSE	LOC108024350|XP_016949741.1|DBIA
OG0010585	LOC6897291|XP_002137450.2|DPSE	LOC108031289|XP_016960020.1|DBIA
OG0010586	LOC4802514|XP_001359422.2|DPSE	LOC108032875|XP_016962365.1|DBIA
OG0010587	LOC6903738|XP_002136737.2|DPSE, LOC6896722|XP_002136935.1|DPSE	LOC108025132|XP_016950892.1|DBIA
OG0010588	LOC26533361|XP_015037043.1|DPSE	LOC108025471|XP_016951472.1|DBIA
OG0010589	LOC6898516|XP_002138557.1|DPSE	LOC108022759|XP_016947351.1|DBIA
OG0010590	LOC26532338|XP_015036276.2|DPSE	LOC108036704|XP_016968488.1|DBIA
OG0010592	LOC4816292|XP_001355876.3|DPSE	LOC108033402|XP_016963211.1|DBIA
OG0010593	LOC4812990|XP_001353295.3|DPSE	LOC108028428|XP_016955747.1|DBIA
OG0010594	LOC6897354|XP_002137507.2|DPSE	LOC108028450|XP_016955776.1|DBIA
OG0010595	LOC4812740|XP_001353118.3|DPSE	LOC108034979|XP_016965796.1|DBIA
OG0010596	LOC6903559|XP_002132432.3|DPSE	LOC108034885|XP_016965584.1|DBIA
OG0010597	LOC6903199|XP_002132898.2|DPSE	LOC108034986|XP_016965805.1|DBIA
OG0010598	LOC4811918|XP_001352391.3|DPSE	LOC108030751|XP_016959287.1|DBIA
OG0010599	LOC4816445|XP_001356127.2|DPSE	LOC108032448|XP_016961763.1|DBIA
OG0010600	LOC4817952|XP_001357341.3|DPSE	LOC108032424|XP_016961734.1|DBIA
OG0010601	LOC6899288|XP_002136238.2|DPSE	LOC108032561|XP_016961931.1|DBIA
OG0010603	LOC4801541|XP_001358615.2|DPSE, LOC6901635|XP_002134305.1|DPSE	LOC108031050|XP_016959739.1|DBIA
OG0010613	LOC6899618|XP_033237210.1|DPSE	LOC108031656|XP_016960783.1|DBIA
OG0010619	LOC6902308|XP_002133835.2|DPSE	LOC108035479|XP_016966619.1|DBIA
OG0010621	LOC6901036|XP_015042217.2|DPSE	LOC108032822|XP_016962326.1|DBIA
OG0010622	LOC26532324|XP_033234524.1|DPSE	LOC108026176|XP_016952440.1|DBIA
OG0010624	LOC4802727|XP_001359591.4|DPSE	LOC108031337|XP_016960089.1|DBIA
OG0010626	LOC6898002|XP_002138095.5|DPSE	LOC108027080|XP_016953784.1|DBIA
OG0010628	LOC6897781|XP_003736817.2|DPSE	LOC108024929|XP_016950616.1|DBIA
OG0010629	LOC4801990|XP_015037524.1|DPSE	LOC108032045|XP_016961347.1|DBIA
OG0010630	LOC4800890|XP_001358086.4|DPSE	LOC108032072|XP_016961381.1|DBIA
OG0010632	LOC4804515|XP_001361066.5|DPSE	LOC108036173|XP_016967652.1|DBIA
OG0010633	LOC117183672|XP_033234254.1|DPSE	LOC108030074|XP_016958164.1|DBIA
OG0010634	LOC6898069|XP_002138154.1|DPSE	LOC108029807|XP_016957814.1|DBIA
OG0010635	LOC4803418|XP_001360133.4|DPSE	LOC108022186|XP_016946527.1|DBIA
OG0010636	LOC4805657|XP_001362019.2|DPSE	LOC108022086|XP_016946420.1|DBIA
OG0010637	LOC6902533|XP_002133073.2|DPSE	LOC108029303|XP_016956995.1|DBIA
OG0010638	LOC6901958|XP_002133492.1|DPSE	LOC108036272|XP_016967775.1|DBIA
OG0010639	LOC4815150|XP_001354722.1|DPSE	LOC108033031|XP_016962646.1|DBIA
OG0010640	LOC4815322|XP_001354721.3|DPSE	LOC108033022|XP_016962639.1|DBIA
OG0010641	LOC4814899|XP_001354717.2|DPSE	LOC108033223|XP_016962976.1|DBIA
OG0010642	LOC4814984|XP_001355027.2|DPSE	LOC108025947|XP_016952133.1|DBIA
OG0010643	LOC4816051|XP_001355440.3|DPSE	LOC108023216|XP_016947975.1|DBIA
OG0010644	LOC6902182|XP_002133709.2|DPSE	LOC108023336|XP_016948152.1|DBIA
OG0010645	LOC6901983|XP_002133517.2|DPSE	LOC108024634|XP_016950167.1|DBIA
OG0010647	LOC26533064|XP_015042672.2|DPSE	LOC108028282|XP_016955475.1|DBIA
OG0010648	LOC4813150|XP_001353462.4|DPSE	LOC108028608|XP_016956018.1|DBIA
OG0010651	LOC6900013|XP_002135378.3|DPSE	LOC108035028|XP_016965862.1|DBIA
OG0010653	LOC6903685|XP_002136787.3|DPSE	LOC108026098|XP_016952286.1|DBIA
OG0010655	LOC26532010|XP_015042546.2|DPSE	LOC108030681|XP_016959203.1|DBIA
OG0010657	LOC6901929|XP_002133463.1|DPSE	LOC108026505|XP_016952943.1|DBIA
OG0010658	LOC6902012|XP_002133546.2|DPSE	LOC108024293|XP_016949682.1|DBIA
OG0010659	LOC6901129|XP_002134604.2|DPSE	LOC108021878|XP_016946161.1|DBIA
OG0010660	LOC4814415|XP_001354477.2|DPSE	LOC108021889|XP_016946171.1|DBIA
OG0010661	LOC6901901|XP_002133436.2|DPSE	LOC108024114|XP_016949383.1|DBIA
OG0010662	LOC4814409|XP_001354490.4|DPSE	LOC108024250|XP_016949622.1|DBIA
OG0010663	LOC4815349|XP_001355044.1|DPSE	LOC108027539|XP_016954473.1|DBIA
OG0010664	LOC4814988|XP_001354953.2|DPSE	LOC108024435|XP_016949841.1|DBIA
OG0010665	LOC4814287|XP_001354343.2|DPSE	LOC108033013|XP_016962629.1|DBIA
OG0010666	LOC4815482|XP_001355694.3|DPSE	LOC108024113|XP_016949381.1|DBIA
OG0010667	LOC4814907|XP_001354889.3|DPSE	LOC108023935|XP_016949110.1|DBIA
OG0010668	LOC6901501|XP_002134187.2|DPSE	LOC108024480|XP_016949889.1|DBIA
OG0010669	LOC4815238|XP_033237427.1|DPSE	LOC108023782|XP_016948910.1|DBIA
OG0010670	LOC6901273|XP_033239910.1|DPSE	LOC108025658|XP_016951686.1|DBIA
OG0010671	LOC6901280|XP_002133981.2|DPSE	LOC108025671|XP_016951698.1|DBIA
OG0010672	LOC6901982|XP_002133516.2|DPSE	LOC108034490|XP_016964883.1|DBIA
OG0010673	LOC4814452|XP_001354576.4|DPSE	LOC108033187|XP_016962918.1|DBIA
OG0010674	LOC4815586|XP_001355710.2|DPSE	LOC108024212|XP_016949560.1|DBIA
OG0010675	LOC6901409|XP_002134095.2|DPSE	LOC108023180|XP_016947910.1|DBIA
OG0010676	LOC6897869|XP_002137971.2|DPSE	LOC108027586|XP_016954589.1|DBIA
OG0010677	LOC4815577|XP_001355398.2|DPSE	LOC108025750|XP_016951834.1|DBIA
OG0010678	LOC4814290|XP_001354357.1|DPSE	LOC108035798|XP_016967029.1|DBIA
OG0010679	LOC6903586|XP_002132453.2|DPSE	LOC108023201|XP_016947950.1|DBIA
OG0010680	LOC6897514|XP_002137663.2|DPSE	LOC108021986|XP_016946315.1|DBIA
OG0010681	LOC6901769|XP_033240194.1|DPSE	LOC108022004|XP_016946332.1|DBIA
OG0010682	LOC6901766|XP_002134436.2|DPSE	LOC108021987|XP_016946316.1|DBIA
OG0010683	LOC4817824|XP_015035434.2|DPSE	LOC108029029|XP_016956566.1|DBIA
OG0010684	LOC6903018|XP_002132740.3|DPSE	LOC108029024|XP_016956559.1|DBIA
OG0010685	LOC6899226|XP_002136298.2|DPSE	LOC108033434|XP_016963247.1|DBIA
OG0010686	LOC6903446|XP_002132325.2|DPSE	LOC108032479|XP_016961791.1|DBIA
OG0010687	LOC6904036|XP_002136482.3|DPSE	LOC108033667|XP_016963597.1|DBIA
OG0010688	LOC6903304|XP_002132492.3|DPSE	LOC108034154|XP_016964443.1|DBIA
OG0010689	LOC4817032|XP_015035782.2|DPSE	LOC108033605|XP_016963447.1|DBIA
OG0010690	LOC4816577|XP_001356053.2|DPSE	LOC108034313|XP_016964671.1|DBIA
OG0010691	LOC26534258|XP_015036673.1|DPSE	LOC108033842|XP_016963958.1|DBIA
OG0010692	LOC26532454|XP_015036670.2|DPSE	LOC108033840|XP_016963955.1|DBIA
OG0010693	LOC6903595|XP_033235798.1|DPSE	LOC108033735|XP_016963776.1|DBIA
OG0010694	LOC4816395|XP_033235571.1|DPSE	LOC108036718|XP_016968507.1|DBIA
OG0010695	LOC6902985|XP_002132707.1|DPSE	LOC108036719|XP_016968508.1|DBIA
OG0010696	LOC4817534|XP_001356948.2|DPSE	LOC108032493|XP_016961803.1|DBIA
