Orthogroup	DPSE.longest_only	DHYD.longest_only
OG0008962	LOC4815264|XP_001354775.2|DPSE, LOC6896862|XP_002137053.2|DPSE	LOC111594993|XP_023164261.1|DHYD
OG0008963	LOC6901224|XP_002133925.2|DPSE, LOC117185184|XP_033241370.1|DPSE, LOC4814447|XP_001354611.3|DPSE	LOC111603143|XP_023176387.2|DHYD
OG0008964	LOC4815887|XP_001355442.2|DPSE	LOC111601827|XP_023174421.1|DHYD, LOC111601824|XP_023174416.1|DHYD
OG0008965	LOC4817086|XP_001356316.4|DPSE	LOC111603956|XP_023177559.2|DHYD
OG0008966	LOC4816720|XP_001356180.2|DPSE	LOC111596196|XP_023166075.1|DHYD
OG0008967	LOC6900596|XP_002134969.2|DPSE	LOC111604454|XP_023178300.2|DHYD
OG0008968	LOC4817634|XP_001357029.2|DPSE	LOC111595835|XP_023165511.2|DHYD
OG0008969	LOC4817628|XP_001357024.4|DPSE	LOC111595868|XP_023165552.1|DHYD
OG0008970	LOC4817630|XP_001357026.1|DPSE, LOC6903193|XP_002132892.1|DPSE	LOC111595845|XP_023165523.2|DHYD
OG0008971	LOC6902494|XP_002133039.2|DPSE, LOC4814110|XP_001354200.2|DPSE	LOC111592849|XP_030079474.1|DHYD
OG0008972	LOC4812166|XP_001352838.2|DPSE	LOC111601087|XP_023173282.2|DHYD, LOC111601064|XP_023173255.2|DHYD
OG0008973	LOC4813601|XP_001353162.2|DPSE	LOC111595073|XP_023164397.1|DHYD
OG0008977	LOC6902336|XP_033235688.1|DPSE, LOC6902638|XP_002133158.2|DPSE	LOC111603985|XP_023177598.1|DHYD
OG0008978	LOC4804842|XP_001361338.3|DPSE	LOC111600905|XP_023173029.1|DHYD
OG0008979	LOC6903428|XP_002132307.3|DPSE, LOC6903436|XP_002132315.3|DPSE	LOC111594772|XP_023163990.2|DHYD
OG0008985	LOC4812151|XP_001352570.2|DPSE	LOC111604720|XP_030079624.1|DHYD
OG0008987	LOC4816356|XP_001355963.3|DPSE	LOC111599366|XP_023170767.1|DHYD
OG0008988	LOC4801648|XP_001358701.3|DPSE	LOC111602786|XP_023175826.1|DHYD
OG0008989	LOC6901255|XP_002133956.2|DPSE	LOC111603091|XP_023176320.1|DHYD
OG0008990	LOC4812309|XP_001352618.2|DPSE	LOC111595653|XP_023165244.2|DHYD
OG0008991	LOC26532184|XP_015038083.2|DPSE	LOC111598554|XP_023169615.2|DHYD
OG0008993	LOC4813278|XP_033238008.1|DPSE	LOC111592812|XP_030080595.1|DHYD
OG0008994	LOC4817291|XP_001356607.1|DPSE	LOC111601876|XP_023174486.1|DHYD
OG0008995	LOC4805625|XP_001361997.3|DPSE	LOC111599667|XP_023171140.2|DHYD
OG0008996	LOC4815802|XP_001355684.3|DPSE	LOC111596727|XP_023166824.2|DHYD
OG0008997	LOC4815294|XP_001354796.2|DPSE	LOC111593039|XP_023161374.2|DHYD
OG0008999	LOC4814702|XP_001355122.3|DPSE	LOC111596042|XP_023165846.1|DHYD
OG0009000	LOC6902043|XP_033240631.1|DPSE	LOC111593517|XP_023162074.2|DHYD
OG0009001	LOC4816661|XP_015036860.1|DPSE	LOC111603894|XP_023177480.1|DHYD
OG0009002	LOC13036292|XP_033232726.1|DPSE	LOC111601775|XP_023174289.1|DHYD
OG0009003	LOC6902048|XP_002133582.2|DPSE	LOC111597347|XP_030081680.1|DHYD, LOC111597345|XP_030081678.1|DHYD
OG0009004	LOC4804735|XP_001361248.3|DPSE	LOC111603875|XP_023177454.1|DHYD
OG0009005	LOC4816489|XP_001355919.1|DPSE	LOC111605529|XP_023179858.1|DHYD
OG0009006	LOC4800252|XP_001357540.2|DPSE	LOC115483787|XP_030081905.1|DHYD, LOC111595031|XP_023164323.1|DHYD
OG0009007	LOC4813988|XP_001354172.1|DPSE	LOC111599837|XP_023171399.2|DHYD
OG0009008	LOC4802902|XP_001359729.2|DPSE	LOC111596706|XP_023166794.1|DHYD
OG0009009	LOC4813065|XP_001353648.3|DPSE	LOC111603716|XP_030081519.1|DHYD
OG0009010	LOC4813936|XP_001354098.1|DPSE	LOC111601604|XP_023174037.2|DHYD
OG0009011	LOC4812650|XP_001353038.3|DPSE	LOC111596025|XP_030079501.1|DHYD
OG0009012	LOC4805282|XP_001361707.2|DPSE	LOC111592524|XP_023160547.2|DHYD
OG0009013	LOC6901848|XP_002133386.2|DPSE	LOC111597354|XP_023167770.2|DHYD
OG0009014	LOC4812157|XP_001352583.3|DPSE	LOC111604686|XP_023178622.2|DHYD
OG0009015	LOC117183170|XP_015042644.2|DPSE	LOC111602897|XP_023176002.2|DHYD
OG0009016	LOC4811857|XP_001352513.2|DPSE	LOC111603040|XP_023176238.2|DHYD
OG0009017	LOC6902662|XP_033236864.1|DPSE	LOC111596329|XP_023166262.2|DHYD
OG0009018	LOC6899894|XP_033237063.1|DPSE	LOC111597780|XP_030081715.1|DHYD
OG0009019	LOC4811780|XP_033237294.1|DPSE	LOC111597814|XP_030081707.1|DHYD
OG0009020	LOC6897048|XP_003736396.2|DPSE	LOC111603299|XP_023176592.2|DHYD
OG0009021	LOC4802312|XP_001359253.4|DPSE	LOC111599572|XP_023171011.1|DHYD
OG0009022	LOC4801422|XP_001358518.2|DPSE	LOC111596623|XP_023166681.1|DHYD
OG0009023	LOC4801248|XP_001358371.2|DPSE	LOC111597865|XP_023168556.2|DHYD
OG0009024	LOC4800436|XP_015038515.2|DPSE	LOC111593672|XP_030081548.1|DHYD
OG0009025	LOC6896924|XP_002137109.3|DPSE	LOC111598530|XP_023169587.2|DHYD
OG0009026	LOC6897320|XP_033240222.1|DPSE	LOC111597026|XP_023167308.2|DHYD
OG0009027	LOC4803754|XP_003736954.3|DPSE	LOC111603980|XP_023177596.2|DHYD
OG0009028	LOC4812235|XP_001352609.1|DPSE	LOC111605682|XP_023180117.2|DHYD
OG0009029	LOC4817897|XP_001357202.1|DPSE	LOC111602258|XP_023175021.1|DHYD
OG0009030	LOC4817601|XP_001357003.3|DPSE	LOC111599086|XP_023170390.2|DHYD
OG0009031	LOC4802938|XP_001359753.1|DPSE	LOC111603390|XP_023176721.1|DHYD
OG0009032	LOC4802937|XP_001359752.2|DPSE	LOC111603392|XP_023176724.2|DHYD
OG0009033	LOC4816439|XP_001355913.3|DPSE	LOC111605493|XP_023179809.2|DHYD
OG0009034	LOC4816471|XP_001356012.3|DPSE	LOC111601155|XP_023173399.2|DHYD
OG0009035	LOC4817311|XP_001356349.3|DPSE	LOC111594682|XP_023163870.2|DHYD
OG0009036	LOC4805134|XP_001361588.5|DPSE	LOC111592135|XP_023159943.2|DHYD
OG0009037	LOC4817330|XP_001356767.4|DPSE	LOC111599361|XP_023170761.2|DHYD
OG0009038	LOC6897045|XP_002137230.2|DPSE	LOC111603292|XP_023176580.2|DHYD
OG0009039	LOC4802334|XP_001359272.3|DPSE	LOC111602953|XP_023176093.2|DHYD
OG0009040	LOC26534446|XP_033233693.1|DPSE	LOC111592122|XP_023159923.2|DHYD
OG0009041	LOC4801004|XP_001358178.3|DPSE	LOC111599555|XP_023170990.2|DHYD
OG0009042	LOC4817043|XP_001356726.1|DPSE	LOC111591952|XP_023159654.1|DHYD
OG0009043	LOC4816134|XP_001355819.3|DPSE	LOC111600516|XP_023172416.2|DHYD
OG0009044	LOC4816528|XP_001355961.1|DPSE	LOC111599309|XP_023170686.2|DHYD
OG0009045	LOC6897552|XP_033241178.1|DPSE	LOC111592374|XP_023160310.2|DHYD
OG0009046	LOC4811944|XP_015043947.2|DPSE	LOC111599221|XP_030081818.1|DHYD
OG0009047	LOC4803450|XP_015039082.1|DPSE	LOC111593848|XP_023162662.1|DHYD
OG0009048	LOC4817946|XP_001357322.2|DPSE	LOC111594788|XP_023164012.1|DHYD
OG0009049	LOC4802890|XP_001359718.1|DPSE	LOC111604632|XP_023178537.2|DHYD
OG0009050	LOC4816759|XP_001356232.2|DPSE	LOC111600406|XP_023172255.2|DHYD
OG0009051	LOC4804496|XP_001361052.2|DPSE	LOC111594860|XP_023164110.2|DHYD
OG0009052	LOC4802994|XP_001359802.3|DPSE	LOC111595283|XP_023164707.1|DHYD
OG0009053	LOC4802162|XP_015037646.2|DPSE	LOC111593376|XP_023161862.2|DHYD
OG0009054	LOC4802586|XP_001359479.3|DPSE	LOC111592029|XP_023159792.1|DHYD
OG0009055	LOC4811692|XP_001352274.3|DPSE	LOC111600400|XP_023172251.2|DHYD
OG0009056	LOC4816141|XP_001355780.3|DPSE	LOC111598780|XP_023169961.2|DHYD
OG0009057	LOC4812422|XP_033239540.1|DPSE	LOC111596511|XP_023166544.1|DHYD
OG0009058	LOC26533170|XP_033237178.1|DPSE	LOC111594137|XP_030080179.1|DHYD
OG0009059	LOC4813129|XP_015043169.2|DPSE	LOC111601694|XP_023174173.2|DHYD
OG0009060	LOC6897746|XP_002137851.3|DPSE	LOC111603448|XP_023176802.2|DHYD
OG0009061	LOC6898582|XP_015040075.2|DPSE	LOC111595584|XP_023165159.2|DHYD
OG0009062	LOC4803803|XP_001360461.3|DPSE	LOC111605217|XP_023179407.2|DHYD
OG0009063	LOC4817386|XP_015036011.1|DPSE	LOC111595506|XP_023165046.2|DHYD
OG0009064	LOC4804988|XP_001361460.2|DPSE	LOC111602580|XP_023175504.2|DHYD
OG0009065	LOC4800541|XP_002137001.3|DPSE	LOC111594823|XP_023164056.2|DHYD
OG0009066	LOC4812171|XP_001352602.3|DPSE	LOC111595272|XP_023164687.2|DHYD
OG0009067	LOC4812444|XP_015043809.2|DPSE	LOC111597631|XP_023168200.2|DHYD
OG0009068	LOC4804904|XP_001361389.2|DPSE	LOC111604119|XP_023177795.2|DHYD
OG0009069	LOC4817754|XP_033235973.1|DPSE	LOC111602508|XP_023175354.2|DHYD
OG0009070	LOC4804365|XP_033234426.1|DPSE	LOC111592206|XP_023160041.2|DHYD
OG0009071	LOC4802419|XP_003736732.2|DPSE	LOC111603027|XP_023176228.1|DHYD
OG0009072	LOC4802982|XP_001359791.3|DPSE	LOC111602753|XP_023175773.2|DHYD
OG0009073	LOC4803082|XP_015038273.2|DPSE	LOC111596691|XP_023166773.2|DHYD
OG0009074	LOC6899285|XP_002136240.2|DPSE	LOC111596453|XP_023166446.2|DHYD
OG0009075	LOC4802515|XP_001359423.3|DPSE	LOC111595730|XP_023165347.2|DHYD
OG0009076	LOC4803024|XP_001359826.5|DPSE	LOC111598575|XP_023169647.2|DHYD
OG0009077	LOC4802459|XP_001359376.4|DPSE	LOC111592362|XP_023160290.1|DHYD
OG0009078	LOC4803154|XP_001359944.5|DPSE	LOC111601370|XP_030081634.1|DHYD
OG0009079	LOC4802539|XP_001359440.5|DPSE	LOC111593346|XP_023161827.2|DHYD
OG0009080	LOC6897562|XP_002137707.1|DPSE	LOC111602976|XP_023176135.2|DHYD
OG0009081	LOC4802214|XP_001359182.2|DPSE	LOC111595173|XP_023164521.2|DHYD
OG0009082	LOC4802871|XP_001359702.3|DPSE	LOC111604633|XP_023178538.2|DHYD
OG0009083	LOC6901818|XP_002134486.3|DPSE	LOC115482972|XP_030079421.1|DHYD, LOC111605137|XP_023179282.2|DHYD
OG0009084	LOC117183972|XP_033235619.1|DPSE, LOC4803223|XP_015038353.2|DPSE	LOC111598584|XP_030081606.1|DHYD
OG0009085	LOC4803137|XP_001359929.3|DPSE	LOC111600275|XP_023172091.2|DHYD
OG0009086	LOC6897776|XP_015038054.2|DPSE	LOC111601990|XP_023174647.1|DHYD
OG0009087	LOC4800688|XP_001357914.1|DPSE	LOC111594965|XP_023164231.2|DHYD
OG0009088	LOC4800373|XP_001357661.3|DPSE	LOC111592486|XP_023160474.2|DHYD
OG0009089	LOC6901905|XP_002133440.1|DPSE	LOC111594274|XP_023163273.1|DHYD
OG0009090	LOC4800242|XP_001357650.2|DPSE	LOC111592683|XP_023160816.1|DHYD
OG0009091	LOC4802765|XP_001359626.3|DPSE	LOC111602630|XP_023175560.2|DHYD
OG0009092	LOC4801353|XP_001358463.5|DPSE	LOC111602642|XP_023175575.2|DHYD
OG0009093	LOC6897163|XP_033232735.1|DPSE	LOC111603271|XP_023176551.2|DHYD
OG0009094	LOC4800493|XP_015038573.2|DPSE	LOC111599422|XP_023170841.2|DHYD
OG0009095	LOC4800491|XP_015038501.2|DPSE	LOC111599427|XP_030080824.1|DHYD
OG0009096	LOC4800751|XP_001357968.4|DPSE	LOC111601968|XP_023174610.1|DHYD
OG0009097	LOC4800750|XP_001357967.4|DPSE	LOC111602023|XP_023174691.1|DHYD
OG0009098	LOC4800743|XP_003736301.3|DPSE	LOC111602898|XP_023176007.1|DHYD
OG0009099	LOC4800265|XP_001357628.2|DPSE	LOC111596422|XP_023166402.1|DHYD
OG0009100	LOC4816511|XP_001356015.2|DPSE	LOC111601196|XP_023173451.2|DHYD
OG0009101	LOC4817624|XP_001357023.4|DPSE	LOC111595863|XP_023165546.2|DHYD
OG0009102	LOC4817303|XP_001356668.2|DPSE	LOC111605519|XP_023179845.1|DHYD
OG0009103	LOC4817374|XP_001356683.3|DPSE	LOC111601080|XP_023173278.1|DHYD
OG0009104	LOC6902962|XP_002132688.2|DPSE	LOC111601189|XP_023173440.1|DHYD
OG0009105	LOC4816566|XP_001355905.2|DPSE	LOC111592912|XP_023161128.1|DHYD
OG0009106	LOC4817533|XP_001356947.2|DPSE	LOC111594706|XP_023163896.2|DHYD
OG0009107	LOC4817928|XP_001357440.2|DPSE	LOC111600968|XP_023173123.1|DHYD
OG0009108	LOC4803314|XP_001360078.2|DPSE	LOC111604937|XP_023178975.1|DHYD
OG0009109	LOC4816863|XP_001356756.4|DPSE	LOC111594220|XP_023163186.1|DHYD
OG0009110	LOC4816805|XP_001356450.1|DPSE	LOC111596123|XP_030080384.1|DHYD
OG0009111	LOC6900043|XP_033238672.1|DPSE	LOC111591912|XP_023159602.1|DHYD
OG0009112	LOC4817379|XP_001356430.4|DPSE	LOC111599076|XP_023170375.2|DHYD
OG0009113	LOC4816741|XP_001356051.2|DPSE	LOC111602268|XP_023175035.2|DHYD
OG0009114	LOC4818113|XP_001357461.4|DPSE	LOC111602486|XP_023175317.2|DHYD
OG0009115	LOC6903330|XP_002132211.1|DPSE	LOC111596356|XP_023166319.1|DHYD
OG0009116	LOC6902661|XP_002133177.1|DPSE	LOC111597209|XP_023167545.2|DHYD
OG0009117	LOC4816474|XP_033236602.1|DPSE	LOC111602245|XP_023175005.2|DHYD
OG0009118	LOC4815080|XP_033239547.1|DPSE	LOC111602816|XP_023175886.2|DHYD
OG0009119	LOC4816588|XP_001356220.3|DPSE	LOC115483394|XP_030081033.1|DHYD, LOC111600337|XP_023172168.2|DHYD
OG0009120	LOC4812741|XP_033237414.1|DPSE	LOC111595661|XP_023165252.2|DHYD
OG0009121	LOC4804055|XP_001360676.2|DPSE	LOC111592408|XP_023160352.2|DHYD
OG0009122	LOC4804471|XP_001361029.2|DPSE	LOC111603820|XP_023177349.1|DHYD
OG0009123	LOC4804420|XP_001360987.1|DPSE	LOC111602141|XP_023174858.2|DHYD
OG0009124	LOC4817930|XP_001357382.2|DPSE	LOC111594332|XP_023163345.2|DHYD
OG0009125	LOC6898098|XP_002138180.1|DPSE	LOC111593977|XP_023162836.1|DHYD
OG0009126	LOC4804111|XP_001360724.2|DPSE	LOC111600672|XP_023172690.1|DHYD
OG0009127	LOC4805447|XP_001361847.2|DPSE	LOC111604094|XP_023177759.2|DHYD
OG0009128	LOC4803488|XP_001360205.2|DPSE	LOC111593902|XP_023162741.1|DHYD
OG0009129	LOC4803369|XP_001360100.2|DPSE	LOC111602335|XP_023175108.2|DHYD
OG0009130	LOC4805004|XP_015040355.2|DPSE	LOC111599886|XP_023171474.2|DHYD
OG0009131	LOC4805008|XP_001361478.1|DPSE	LOC111599934|XP_023171549.2|DHYD
OG0009132	LOC4803547|XP_001360255.4|DPSE	LOC111604554|XP_023178419.2|DHYD
OG0009133	LOC4803344|XP_001360122.3|DPSE	LOC111595748|XP_023165376.2|DHYD
OG0009134	LOC4805727|XP_033233742.1|DPSE	LOC111603325|XP_023176621.2|DHYD
OG0009135	LOC6898524|XP_002138565.3|DPSE	LOC111597730|XP_023168340.2|DHYD
OG0009136	LOC4805422|XP_015040642.2|DPSE	LOC111603465|XP_023176825.1|DHYD
OG0009137	LOC26532645|XP_033234039.1|DPSE	LOC111597900|XP_023168604.2|DHYD
OG0009138	LOC4804271|XP_001360853.3|DPSE	LOC111597902|XP_023168606.1|DHYD
OG0009139	LOC4805443|XP_001361844.1|DPSE	LOC111604153|XP_023177845.2|DHYD
OG0009140	LOC4804734|XP_001361247.3|DPSE	LOC111605240|XP_023179443.1|DHYD
OG0009141	LOC6898100|XP_002138182.1|DPSE	LOC111593886|XP_023162721.2|DHYD
OG0009142	LOC4803480|XP_001360198.2|DPSE	LOC111593815|XP_023162610.2|DHYD, LOC115482836|XP_030078930.1|DHYD
OG0009143	LOC4803827|XP_001360481.3|DPSE	LOC111600657|XP_023172650.1|DHYD
OG0009144	LOC26533240|XP_015039375.2|DPSE	LOC111600684|XP_023172706.1|DHYD
OG0009145	LOC4805270|XP_001361695.1|DPSE	LOC111597063|XP_023167358.1|DHYD
OG0009146	LOC4805155|XP_001361605.1|DPSE	LOC111595400|XP_023164875.1|DHYD
OG0009147	LOC6899101|XP_002139018.3|DPSE	LOC111594935|XP_023164198.2|DHYD
OG0009148	LOC4804005|XP_001360636.4|DPSE	LOC111597103|XP_023167414.2|DHYD
OG0009149	LOC4804942|XP_001361423.3|DPSE	LOC111594773|XP_030082001.1|DHYD
OG0009150	LOC6898467|XP_002138510.2|DPSE	LOC111599689|XP_023171163.2|DHYD
OG0009151	LOC4805102|XP_001361560.2|DPSE	LOC111592143|XP_023159957.1|DHYD
OG0009152	LOC4805116|XP_001361574.3|DPSE	LOC111592167|XP_023159989.1|DHYD
OG0009153	LOC4804302|XP_001360882.2|DPSE	LOC111600078|XP_023171786.1|DHYD
OG0009154	LOC6900811|XP_002135170.3|DPSE, LOC6896872|XP_033240084.1|DPSE	LOC111594969|XP_023164237.1|DHYD
OG0009155	LOC4805045|XP_001361510.3|DPSE	LOC111598042|XP_023168847.1|DHYD
OG0009156	LOC4816268|XP_001355845.4|DPSE	LOC111593148|XP_023161520.1|DHYD
OG0009157	LOC4816469|XP_001356271.3|DPSE	LOC111599799|XP_023171345.2|DHYD
OG0009158	LOC4812069|XP_001352474.3|DPSE	LOC111596889|XP_023167107.1|DHYD
OG0009159	LOC6901873|XP_002133411.2|DPSE	LOC111596834|XP_023166976.2|DHYD
OG0009160	LOC6898357|XP_002138410.2|DPSE	LOC111593400|XP_023161889.2|DHYD
OG0009161	LOC4814855|XP_015041836.1|DPSE	LOC111604029|XP_030079985.1|DHYD
OG0009162	LOC4813415|XP_001353804.3|DPSE	LOC111605173|XP_023179330.2|DHYD
OG0009163	LOC4812759|XP_015043085.2|DPSE	LOC111598715|XP_023169872.2|DHYD
OG0009164	LOC6900551|XP_015042910.2|DPSE	LOC111601560|XP_023173970.2|DHYD
OG0009165	LOC4813706|XP_001353848.4|DPSE	LOC111592446|XP_023160397.2|DHYD
OG0009166	LOC4813409|XP_001353617.4|DPSE	LOC111597180|XP_023167510.2|DHYD
OG0009167	LOC4813921|XP_001354084.2|DPSE	LOC111601661|XP_023174113.2|DHYD
OG0009168	LOC4813922|XP_001354085.2|DPSE	LOC111601663|XP_023174114.1|DHYD
OG0009169	LOC4812468|XP_033240828.1|DPSE	LOC111605660|XP_023180091.2|DHYD
OG0009170	LOC4812393|XP_033238772.1|DPSE	LOC111600478|XP_023172357.2|DHYD
OG0009171	LOC4812108|XP_001352435.3|DPSE	LOC111595310|XP_023164736.2|DHYD
OG0009172	LOC6900125|XP_002135476.3|DPSE	LOC111603468|XP_030081145.1|DHYD
OG0009173	LOC4814119|XP_001354291.2|DPSE	LOC111602922|XP_023176036.2|DHYD
OG0009174	LOC6902823|XP_002132560.2|DPSE	LOC111598243|XP_023169178.2|DHYD
OG0009175	LOC6902376|XP_033236629.1|DPSE	LOC111599481|XP_023170917.2|DHYD
OG0009176	LOC4813784|XP_001353540.2|DPSE	LOC111600923|XP_023173055.2|DHYD
OG0009178	LOC4812772|XP_001353128.2|DPSE	LOC111597269|XP_023167650.1|DHYD
OG0009179	LOC4813645|XP_033238790.1|DPSE	LOC111592876|XP_030081559.1|DHYD
OG0009180	LOC4813281|XP_001353686.3|DPSE	LOC111603335|XP_023176639.2|DHYD
OG0009181	LOC4813915|XP_001353324.4|DPSE	LOC111605661|XP_023180092.2|DHYD, LOC111605639|XP_030081552.1|DHYD
OG0009182	LOC4812774|XP_015042579.2|DPSE	LOC111595125|XP_023164465.2|DHYD
OG0009183	LOC6900217|XP_002135547.2|DPSE	LOC111599798|XP_023171344.2|DHYD
OG0009184	LOC6899914|XP_002135282.3|DPSE	LOC111597561|XP_023168128.2|DHYD
OG0009185	LOC4813324|XP_001353521.2|DPSE	LOC111600998|XP_023173160.2|DHYD
OG0009186	LOC6900290|XP_033239464.1|DPSE	LOC111605715|XP_023180168.2|DHYD
OG0009187	LOC4802097|XP_001359082.2|DPSE	LOC111602590|XP_023175520.1|DHYD
OG0009188	LOC6898902|XP_002138872.1|DPSE	LOC111605357|XP_023179604.1|DHYD
OG0009189	LOC4812015|XP_001352576.2|DPSE	LOC111604688|XP_023178624.2|DHYD
OG0009190	LOC4813651|XP_001354043.3|DPSE	LOC111596607|XP_023166656.2|DHYD
OG0009191	LOC4804234|XP_001360825.2|DPSE	LOC115483387|XP_030081000.1|DHYD, LOC111605233|XP_023179439.2|DHYD
OG0009192	LOC117183773|XP_033234924.1|DPSE	LOC111604607|XP_023178488.2|DHYD
OG0009193	LOC4816328|XP_033235578.1|DPSE	LOC111600447|XP_023172311.1|DHYD
OG0009194	LOC6902423|XP_002133357.2|DPSE	LOC111602281|XP_023175050.2|DHYD
OG0009195	LOC6900678|XP_002135042.2|DPSE, LOC6902746|XP_002133260.2|DPSE	LOC111597458|XP_023167975.1|DHYD
OG0009196	LOC6903399|XP_015035335.2|DPSE, LOC6901264|XP_002133965.3|DPSE, LOC6896840|XP_002137043.2|DPSE	LOC111597485|XP_023168005.2|DHYD
OG0009197	LOC6902129|XP_002133660.2|DPSE, LOC6902933|XP_033235724.1|DPSE	LOC111604780|XP_023178759.2|DHYD
OG0009198	LOC6900338|XP_002134733.3|DPSE	LOC111597320|XP_023167719.1|DHYD, LOC111597300|XP_023167691.1|DHYD
OG0009199	LOC4813005|XP_015043372.2|DPSE	LOC111603328|XP_023176630.2|DHYD
OG0009200	LOC4804205|XP_001360802.3|DPSE	LOC111599292|XP_023170699.2|DHYD, LOC115483364|XP_030080911.1|DHYD
OG0009201	LOC6898655|XP_002138660.3|DPSE	LOC111602336|XP_023175109.2|DHYD
OG0009202	LOC6899059|XP_015040734.1|DPSE	LOC111597666|XP_030080952.1|DHYD
OG0009203	LOC6899050|XP_002138975.2|DPSE	LOC111600904|XP_023173028.1|DHYD
OG0009204	LOC4804634|XP_001361165.3|DPSE	LOC111595534|XP_023165086.2|DHYD
OG0009205	LOC4804639|XP_001361169.2|DPSE	LOC111595430|XP_023164921.2|DHYD
OG0009206	LOC117183162|XP_015039517.1|DPSE, LOC4803969|XP_033234184.1|DPSE	LOC111602594|XP_023175521.1|DHYD, LOC111602593|XP_023175519.1|DHYD, LOC111602595|XP_023175522.1|DHYD
OG0009207	LOC4803315|XP_001360079.2|DPSE	LOC111604940|XP_023178978.2|DHYD, LOC115482812|XP_030078836.1|DHYD
OG0009208	LOC6897357|XP_002137510.3|DPSE, LOC6897358|XP_002137511.2|DPSE	LOC111601433|XP_023173776.1|DHYD, LOC115482787|XP_030078649.1|DHYD, LOC115482788|XP_030078650.1|DHYD, LOC111601454|XP_023173800.2|DHYD, LOC111601434|XP_030078647.1|DHYD
OG0009209	LOC4803131|XP_001359924.3|DPSE	LOC111600251|XP_030078743.1|DHYD
OG0009211	LOC6903584|XP_033235739.1|DPSE	LOC111605569|XP_023179914.2|DHYD
OG0009213	LOC6902252|XP_002133779.3|DPSE	LOC111597153|XP_023167469.2|DHYD
OG0009214	LOC4812525|XP_001352722.2|DPSE	LOC111597526|XP_023168069.2|DHYD
OG0009222	LOC26532244|XP_033239896.1|DPSE	LOC111597182|XP_023167512.2|DHYD
OG0009224	LOC4802263|XP_001359218.2|DPSE	LOC111595462|XP_023164991.2|DHYD
OG0009228	LOC6901388|XP_002134076.2|DPSE	LOC111594982|XP_023164250.2|DHYD
OG0009229	LOC4802242|XP_001359203.2|DPSE	LOC111601311|XP_023173602.2|DHYD
OG0009230	LOC26533469|XP_033235942.1|DPSE, LOC26532677|XP_033235943.1|DPSE	LOC111594738|XP_023163944.2|DHYD
OG0009231	LOC4815528|XP_001355686.3|DPSE	LOC111596729|XP_023166829.2|DHYD
OG0009236	LOC4811791|XP_001352359.4|DPSE	LOC111598540|XP_023169597.1|DHYD
OG0009238	LOC4812493|XP_001352780.2|DPSE	LOC111605734|XP_023180201.2|DHYD
OG0009239	LOC4813955|XP_001354114.1|DPSE	LOC111605740|XP_023180210.2|DHYD
OG0009241	LOC4816278|XP_001356158.2|DPSE	LOC111602271|XP_023175034.1|DHYD
OG0009243	LOC117183605|XP_033233989.1|DPSE	LOC111605105|XP_023179217.1|DHYD
OG0009245	LOC4803180|XP_001359963.1|DPSE	LOC111601326|XP_030081627.1|DHYD
OG0009247	LOC4802076|XP_033232322.1|DPSE	LOC111595292|XP_023164718.2|DHYD
OG0009248	LOC4814740|XP_001354600.1|DPSE	LOC111598275|XP_023169223.1|DHYD
OG0009249	LOC6902579|XP_002133107.2|DPSE	LOC111602249|XP_023175012.2|DHYD
OG0009251	LOC6901177|XP_002133878.2|DPSE	LOC111593641|XP_023162287.2|DHYD
OG0009252	LOC6901151|XP_002134627.3|DPSE	LOC111601908|XP_023174524.2|DHYD
OG0009253	LOC4815163|XP_001354750.1|DPSE	LOC111603142|XP_023176385.1|DHYD
OG0009254	LOC6901398|XP_033239192.1|DPSE	LOC111598123|XP_023168949.2|DHYD
OG0009255	LOC4815152|XP_001354515.3|DPSE	LOC111596829|XP_023166967.1|DHYD
OG0009256	LOC6901048|XP_015042229.1|DPSE	LOC111596163|XP_023166023.2|DHYD
OG0009257	LOC4815614|XP_015041276.1|DPSE	LOC111593072|XP_023161419.1|DHYD
OG0009258	LOC6901921|XP_002133455.2|DPSE	LOC111598145|XP_023168984.2|DHYD
OG0009259	LOC4815086|XP_001354632.2|DPSE	LOC111605296|XP_023179518.1|DHYD
OG0009260	LOC6902274|XP_002133801.1|DPSE	LOC111598401|XP_023169393.2|DHYD
OG0009261	LOC4814709|XP_015041469.2|DPSE	LOC111593457|XP_023161986.2|DHYD
OG0009262	LOC4815492|XP_001355508.2|DPSE	LOC111593460|XP_023161988.2|DHYD
OG0009263	LOC4814763|XP_001355015.1|DPSE	LOC111600209|XP_023171997.2|DHYD
OG0009264	LOC6901621|XP_033239169.1|DPSE	LOC111595950|XP_023165688.2|DHYD
OG0009265	LOC4815213|XP_001355003.2|DPSE	LOC111595359|XP_023164804.1|DHYD
OG0009266	LOC4816587|XP_033236890.1|DPSE	LOC111592925|XP_030080339.1|DHYD
OG0009267	LOC4818125|XP_001357194.4|DPSE	LOC111596337|XP_023166284.2|DHYD
OG0009268	LOC4804360|XP_001360934.2|DPSE	LOC111592215|XP_023160055.2|DHYD
OG0009269	LOC4802237|XP_001359199.4|DPSE	LOC111595410|XP_023164894.1|DHYD
OG0009270	LOC6898296|XP_002138358.3|DPSE	LOC111600583|XP_023172538.2|DHYD
OG0009271	LOC4814775|XP_033240010.1|DPSE	LOC111598245|XP_030080084.1|DHYD
OG0009272	LOC4811855|XP_001353000.3|DPSE	LOC111605718|XP_030080809.1|DHYD
