Orthogroup	DBIA.longest_only	SLEB.longest_only
OG0007285	LOC108024231|XP_016949592.1|DBIA	LOC115629729|XP_030382122.1|SLEB
OG0007286	LOC108024184|XP_016949509.1|DBIA	LOC115629723|XP_030382107.1|SLEB
OG0007287	LOC108029234|XP_016956917.1|DBIA	LOC115631532|XP_030384165.1|SLEB
OG0007288	LOC108023528|XP_016948579.1|DBIA	LOC115629790|XP_030382205.1|SLEB
OG0007289	LOC108033079|XP_016962737.1|DBIA	LOC115629341|XP_030381649.1|SLEB
OG0007290	LOC108025415|XP_016951389.1|DBIA	LOC115624392|XP_030374964.1|SLEB
OG0007291	LOC108032486|XP_016961798.1|DBIA	LOC115625150|XP_030375934.1|SLEB
OG0007292	LOC108032982|XP_016962548.1|DBIA	LOC115629258|XP_030381539.1|SLEB
OG0007293	LOC108025393|XP_016951358.1|DBIA	LOC115625185|XP_030376009.1|SLEB
OG0007294	LOC108031831|XP_016961061.1|DBIA	LOC115623397|XP_030373565.1|SLEB
OG0007295	LOC108026072|XP_016952259.1|DBIA	LOC115624213|XP_030374684.1|SLEB
OG0007296	LOC108026281|XP_016952635.1|DBIA	LOC115620651|XP_030369858.1|SLEB
OG0007297	LOC108031343|XP_016960096.1|DBIA	LOC115624319|XP_030374810.1|SLEB
OG0007298	LOC108023823|XP_016948961.1|DBIA	LOC115625215|XP_030376045.1|SLEB
OG0007299	LOC108032065|XP_016961372.1|DBIA	LOC115624271|XP_030374758.1|SLEB
OG0007300	LOC108024670|XP_016950231.1|DBIA	LOC115623691|XP_030374023.1|SLEB
OG0007301	LOC108027207|XP_016954008.1|DBIA	LOC115625050|XP_030375762.1|SLEB
OG0007302	LOC108032909|XP_016962462.1|DBIA	LOC115624290|XP_030374774.1|SLEB
OG0007303	LOC108032203|XP_016961554.1|DBIA	LOC115628745|XP_030380811.1|SLEB
OG0007304	LOC108032789|XP_016962283.1|DBIA	LOC115625843|XP_030376905.1|SLEB
OG0007305	LOC108028734|XP_016956189.1|DBIA	LOC115622907|XP_030372890.1|SLEB
OG0007306	LOC108028733|XP_016956188.1|DBIA	LOC115622849|XP_030372791.1|SLEB
OG0007307	LOC108024676|XP_016950235.1|DBIA	LOC115625048|XP_030375760.1|SLEB
OG0007308	LOC108024493|XP_016949916.1|DBIA	LOC115620326|XP_030369380.1|SLEB
OG0007309	LOC108025438|XP_016951418.1|DBIA	LOC115625268|XP_030376131.1|SLEB
OG0007310	LOC108026383|XP_016952792.1|DBIA	LOC115625143|XP_030375922.1|SLEB
OG0007311	LOC108026246|XP_016952575.1|DBIA	LOC115625596|XP_030376576.1|SLEB
OG0007312	LOC108036616|XP_016968368.1|DBIA	LOC115621404|XP_030370911.1|SLEB
OG0007313	LOC108024021|XP_016949271.1|DBIA	LOC115626763|XP_030378080.1|SLEB
OG0007314	LOC108023466|XP_016948471.1|DBIA	LOC115630022|XP_030382519.1|SLEB
OG0007315	LOC108025695|XP_016951722.1|DBIA	LOC115626966|XP_030378340.1|SLEB
OG0007316	LOC108031539|XP_016960565.1|DBIA	LOC115623564|XP_030373821.1|SLEB
OG0007317	LOC108027170|XP_016953940.1|DBIA	LOC115623348|XP_030373490.1|SLEB
OG0007318	LOC108027167|XP_016953934.1|DBIA	LOC115623347|XP_030373485.1|SLEB
OG0007319	LOC108035523|XP_016966680.1|DBIA	LOC115622212|XP_030371967.1|SLEB
OG0007320	LOC108025397|XP_016951361.1|DBIA	LOC115631679|XP_030384353.1|SLEB
OG0007321	LOC108023690|XP_016948802.1|DBIA	LOC115627743|XP_030379378.1|SLEB
OG0007322	LOC108024236|XP_016949598.1|DBIA	LOC115628690|XP_030380725.1|SLEB
OG0007323	LOC108023765|XP_016948894.1|DBIA	LOC115629727|XP_030382120.1|SLEB
OG0007324	LOC108027249|XP_016954092.1|DBIA	LOC115625042|XP_030375751.1|SLEB
OG0007325	LOC108032243|XP_016961596.1|DBIA	LOC115621987|XP_030371700.1|SLEB
OG0007326	LOC108027248|XP_016954089.1|DBIA	LOC115625186|XP_030376011.1|SLEB
OG0007327	LOC108035685|XP_016966889.1|DBIA	LOC115632428|XP_030385429.1|SLEB
OG0007328	LOC108026407|XP_016952822.1|DBIA	LOC115620861|XP_030370182.1|SLEB
OG0007329	LOC108026378|XP_016952788.1|DBIA	LOC115624329|XP_030374817.1|SLEB
OG0007330	LOC108023629|XP_016948732.1|DBIA	LOC115626853|XP_030378213.1|SLEB
OG0007331	LOC108023433|XP_016948409.1|DBIA	LOC115627008|XP_030378386.1|SLEB
OG0007332	LOC108035786|XP_016967005.1|DBIA	LOC115627025|XP_030378413.1|SLEB
OG0007333	LOC108024083|XP_016949350.1|DBIA	LOC115625309|XP_030376188.1|SLEB
OG0007334	LOC108029302|XP_016956994.1|DBIA	LOC115624185|XP_030374641.1|SLEB
OG0007335	LOC108030266|XP_016958582.1|DBIA	LOC115623269|XP_030373405.1|SLEB
OG0007337	LOC108035580|XP_016966739.1|DBIA	LOC115632241|XP_030385163.1|SLEB
OG0007338	LOC108035690|XP_016966897.1|DBIA	LOC115632678|XP_030385771.1|SLEB
OG0007339	LOC108031744|XP_016960930.1|DBIA	LOC115624346|XP_030374857.1|SLEB
OG0007340	LOC108024313|XP_016949705.1|DBIA	LOC115623978|XP_030374409.1|SLEB
OG0007341	LOC108023812|XP_016948946.1|DBIA	LOC115625057|XP_030375781.1|SLEB
OG0007342	LOC108024828|XP_016950448.1|DBIA	LOC115620193|XP_030369184.1|SLEB
OG0007343	LOC108026103|XP_016952292.1|DBIA	LOC115625487|XP_030376396.1|SLEB
OG0007344	LOC108027640|XP_016954646.1|DBIA	LOC115631219|XP_030383785.1|SLEB
OG0007345	LOC108026101|XP_016952290.1|DBIA	LOC115625334|XP_030376219.1|SLEB
OG0007346	LOC108035652|XP_016966847.1|DBIA	LOC115628272|XP_030380156.1|SLEB
OG0007347	LOC108025906|XP_016952083.1|DBIA	LOC115626698|XP_030377986.1|SLEB
OG0007348	LOC108025855|XP_016952015.1|DBIA	LOC115626695|XP_030377983.1|SLEB
OG0007349	LOC108025806|XP_016951943.1|DBIA	LOC115626690|XP_030377978.1|SLEB
OG0007350	LOC108024096|XP_016949359.1|DBIA	LOC115627531|XP_030379092.1|SLEB
OG0007351	LOC108035198|XP_016966181.1|DBIA	LOC115632779|XP_030385888.1|SLEB
OG0007352	LOC108029388|XP_016957104.1|DBIA	LOC115633727|XP_030387059.1|SLEB
OG0007353	LOC108032893|XP_016962418.1|DBIA	LOC115624053|XP_030374494.1|SLEB
OG0007354	LOC108023209|XP_016947963.1|DBIA	LOC115623684|XP_030374014.1|SLEB
OG0007355	LOC108027210|XP_016954013.1|DBIA	LOC115625133|XP_030375907.1|SLEB
OG0007356	LOC108036623|XP_016968383.1|DBIA	LOC115623728|XP_030374099.1|SLEB
OG0007357	LOC108027192|XP_016953983.1|DBIA	LOC115624317|XP_030374806.1|SLEB
OG0007358	LOC108026308|XP_016952681.1|DBIA	LOC115623873|XP_030374279.1|SLEB
OG0007359	LOC108024562|XP_016950040.1|DBIA	LOC115620789|XP_030370064.1|SLEB
OG0007360	LOC108031681|XP_016960813.1|DBIA	LOC115621591|XP_030371141.1|SLEB
OG0007361	LOC108023414|XP_016948363.1|DBIA	LOC115629758|XP_030382162.1|SLEB
OG0007362	LOC108033907|XP_016964062.1|DBIA	LOC115625989|XP_030377095.1|SLEB
OG0007363	LOC108021900|XP_016946207.1|DBIA	LOC115629735|XP_030382130.1|SLEB
OG0007364	LOC108021892|XP_016946184.1|DBIA	LOC115629724|XP_030382112.1|SLEB
OG0007365	LOC108021977|XP_016946307.1|DBIA	LOC115629493|XP_030381828.1|SLEB
OG0007366	LOC108032186|XP_016961531.1|DBIA	LOC115624114|XP_030374568.1|SLEB
OG0007367	LOC108035160|XP_016966105.1|DBIA	LOC115628431|XP_030380379.1|SLEB
OG0007368	LOC108027388|XP_016954313.1|DBIA	LOC115623617|XP_030373896.1|SLEB
OG0007369	LOC108025276|XP_016951130.1|DBIA	LOC115625394|XP_030376293.1|SLEB
OG0007370	LOC108029685|XP_016957628.1|DBIA	LOC115627421|XP_030378955.1|SLEB
OG0007371	LOC108026320|XP_016952698.1|DBIA	LOC115620187|XP_030369177.1|SLEB
OG0007372	LOC108031753|XP_016960948.1|DBIA	LOC115624253|XP_030374738.1|SLEB
OG0007373	LOC108026495|XP_016952934.1|DBIA	LOC115625610|XP_030376605.1|SLEB
OG0007374	LOC108023230|XP_016947994.1|DBIA	LOC115633299|XP_030386570.1|SLEB
OG0007375	LOC108023391|XP_016948301.1|DBIA	LOC115627111|XP_030378536.1|SLEB
OG0007376	LOC108025897|XP_016952071.1|DBIA	LOC115626785|XP_030378111.1|SLEB
OG0007377	LOC108033030|XP_016962645.1|DBIA	LOC115627314|XP_030378817.1|SLEB
OG0007378	LOC108023996|XP_016949221.1|DBIA	LOC115629600|XP_030381952.1|SLEB
OG0007379	LOC108033119|XP_016962817.1|DBIA	LOC115629603|XP_030381957.1|SLEB
OG0007380	LOC108023197|XP_016947944.1|DBIA	LOC115629275|XP_030381561.1|SLEB
OG0007381	LOC108033139|XP_016962851.1|DBIA	LOC115629553|XP_030381899.1|SLEB
OG0007382	LOC108023447|XP_016948428.1|DBIA	LOC115626909|XP_030378280.1|SLEB
OG0007383	LOC108023327|XP_016948119.1|DBIA	LOC115626654|XP_030377920.1|SLEB
OG0007384	LOC108023645|XP_016948751.1|DBIA	LOC115626720|XP_030378024.1|SLEB
OG0007385	LOC108023358|XP_016948227.1|DBIA	LOC115627467|XP_030378999.1|SLEB
OG0007386	LOC108024255|XP_016949631.1|DBIA	LOC115628033|XP_030379835.1|SLEB
OG0007387	LOC108025624|XP_016951648.1|DBIA	LOC115629285|XP_030381585.1|SLEB
OG0007388	LOC108025701|XP_016951726.1|DBIA	LOC115629302|XP_030381609.1|SLEB
OG0007389	LOC108033785|XP_016963879.1|DBIA	LOC115629079|XP_030381255.1|SLEB
OG0007390	LOC108023545|XP_016948611.1|DBIA	LOC115630230|XP_030382643.1|SLEB
OG0007391	LOC108026312|XP_016952688.1|DBIA	LOC115623716|XP_030374057.1|SLEB
OG0007392	LOC108023464|XP_016948468.1|DBIA	LOC115629669|XP_030382046.1|SLEB
OG0007393	LOC108026265|XP_016952614.1|DBIA	LOC115625601|XP_030376592.1|SLEB
OG0007394	LOC108023278|XP_016948053.1|DBIA	LOC115627170|XP_030378620.1|SLEB
OG0007395	LOC108027540|XP_016954474.1|DBIA	LOC115627489|XP_030379034.1|SLEB
OG0007396	LOC108023810|XP_016948943.1|DBIA	LOC115625595|XP_030376575.1|SLEB
OG0007397	LOC108034982|XP_016965802.1|DBIA	LOC115630464|XP_030382892.1|SLEB
OG0007398	LOC108022989|XP_016947706.1|DBIA	LOC115627806|XP_030379499.1|SLEB
OG0007399	LOC108023648|XP_016948754.1|DBIA	LOC115627316|XP_030378820.1|SLEB
OG0007400	LOC108023248|XP_016948017.1|DBIA	LOC115627294|XP_030378786.1|SLEB
OG0007401	LOC108027560|XP_016954525.1|DBIA	LOC115628770|XP_030380845.1|SLEB
OG0007402	LOC108031761|XP_016960958.1|DBIA	LOC115624338|XP_030374850.1|SLEB
OG0007403	LOC108031520|XP_016960527.1|DBIA	LOC115624352|XP_030374870.1|SLEB
OG0007404	LOC108031497|XP_016960481.1|DBIA	LOC115624379|XP_030374942.1|SLEB
OG0007405	LOC108026254|XP_016952597.1|DBIA	LOC115624361|XP_030374880.1|SLEB
OG0007406	LOC108027196|XP_016953991.1|DBIA	LOC115623344|XP_030373482.1|SLEB
OG0007407	LOC108033717|XP_016963739.1|DBIA	LOC115626269|XP_030377443.1|SLEB
OG0007408	LOC108035918|XP_016967183.1|DBIA	LOC115630984|XP_030383430.1|SLEB
OG0007409	LOC108027842|XP_016954922.1|DBIA	LOC115630430|XP_030382846.1|SLEB
OG0007410	LOC108025823|XP_016951964.1|DBIA	LOC115627885|XP_030379631.1|SLEB
OG0007411	LOC108023262|XP_016948033.1|DBIA	LOC115629946|XP_030382415.1|SLEB
OG0007412	LOC108035813|XP_016967050.1|DBIA	LOC115626718|XP_030378022.1|SLEB
OG0007413	LOC108022565|XP_016947052.1|DBIA	LOC115631224|XP_030383795.1|SLEB
OG0007414	LOC108024196|XP_016949532.1|DBIA	LOC115627018|XP_030378403.1|SLEB
OG0007415	LOC108024294|XP_016949683.1|DBIA	LOC115626995|XP_030378369.1|SLEB
OG0007416	LOC108030513|XP_016958927.1|DBIA	LOC115629907|XP_030382372.1|SLEB
OG0007417	LOC108021961|XP_016946280.1|DBIA	LOC115629283|XP_030381576.1|SLEB
OG0007418	LOC108022769|XP_016947366.1|DBIA	LOC115628854|XP_030380968.1|SLEB
OG0007419	LOC108024601|XP_016950104.1|DBIA	LOC115621926|XP_030371630.1|SLEB
OG0007420	LOC108029637|XP_016957529.1|DBIA	LOC115625481|XP_030376393.1|SLEB
OG0007421	LOC108024182|XP_016949507.1|DBIA	LOC115629703|XP_030382083.1|SLEB
OG0007422	LOC108023558|XP_016948632.1|DBIA	LOC115626834|XP_030378174.1|SLEB
OG0007423	LOC108025754|XP_016951837.1|DBIA	LOC115629533|XP_030381872.1|SLEB
OG0007424	LOC108028300|XP_016955512.1|DBIA	LOC115622338|XP_030372109.1|SLEB
OG0007425	LOC108030913|XP_016959591.1|DBIA	LOC115630566|XP_030383045.1|SLEB
OG0007426	LOC108023584|XP_016948671.1|DBIA	LOC115627251|XP_030378737.1|SLEB
OG0007427	LOC108023560|XP_016948636.1|DBIA	LOC115627173|XP_030378629.1|SLEB
OG0007428	LOC108023393|XP_016948307.1|DBIA	LOC115629903|XP_030382365.1|SLEB
OG0007429	LOC108029442|XP_016957179.1|DBIA	LOC115624871|XP_030375575.1|SLEB
OG0007430	LOC108030759|XP_016959304.1|DBIA	LOC115632863|XP_030385987.1|SLEB
OG0007431	LOC108027898|XP_016955006.1|DBIA	LOC115630578|XP_030383055.1|SLEB
OG0007432	LOC108030928|XP_016959611.1|DBIA	LOC115632630|XP_030385720.1|SLEB
OG0007433	LOC108028852|XP_016956325.1|DBIA	LOC115626758|XP_030378074.1|SLEB
OG0007434	LOC108030631|XP_016959124.1|DBIA	LOC115622326|XP_030372095.1|SLEB
OG0007435	LOC108030594|XP_016959060.1|DBIA	LOC115622231|XP_030371988.1|SLEB
OG0007436	LOC108028048|XP_016955176.1|DBIA	LOC115626349|XP_030377561.1|SLEB
OG0007437	LOC108035566|XP_016966724.1|DBIA	LOC115622594|XP_030372451.1|SLEB
OG0007438	LOC108028280|XP_016955474.1|DBIA	LOC115624960|XP_030375675.1|SLEB
OG0007439	LOC108031437|XP_016960339.1|DBIA	LOC115627765|XP_030379419.1|SLEB
OG0007440	LOC108028904|XP_016956412.1|DBIA	LOC115628941|XP_030381074.1|SLEB
OG0007441	LOC108030280|XP_016958595.1|DBIA	LOC115634484|XP_030388080.1|SLEB
OG0007442	LOC108023904|XP_016949081.1|DBIA	LOC115623398|XP_030373567.1|SLEB
OG0007443	LOC108022603|XP_016947127.1|DBIA	LOC115633375|XP_030386679.1|SLEB, LOC115621180|XP_030370608.1|SLEB
OG0007444	LOC108022189|XP_016946531.1|DBIA	LOC115625868|XP_030376942.1|SLEB
OG0007445	LOC108022188|XP_016946530.1|DBIA	LOC115625859|XP_030376931.1|SLEB
OG0007446	LOC108033833|XP_016963949.1|DBIA	LOC115631516|XP_030384146.1|SLEB
OG0007447	LOC108033300|XP_016963058.1|DBIA	LOC115631974|XP_030384736.1|SLEB
OG0007448	LOC108036654|XP_016968423.1|DBIA	LOC115622985|XP_030372998.1|SLEB
OG0007449	LOC108030577|XP_016959002.1|DBIA	LOC115622984|XP_030372997.1|SLEB
OG0007450	LOC108033655|XP_016963578.1|DBIA	LOC115622180|XP_030371928.1|SLEB
OG0007451	LOC108030634|XP_016959130.1|DBIA	LOC115633994|XP_030387376.1|SLEB
OG0007452	LOC108030556|XP_016958940.1|DBIA	LOC115623339|XP_030373475.1|SLEB
OG0007453	LOC108028645|XP_016956058.1|DBIA	LOC115622152|XP_030371881.1|SLEB
OG0007454	LOC108030597|XP_016959066.1|DBIA	LOC115622552|XP_030372380.1|SLEB
OG0007455	LOC108026870|XP_016953546.1|DBIA	LOC115620074|XP_030369096.1|SLEB
OG0007456	LOC108023707|XP_016948825.1|DBIA	LOC115627041|XP_030378435.1|SLEB
OG0007457	LOC108031184|XP_016959896.1|DBIA	LOC115624664|XP_030375312.1|SLEB
OG0007458	LOC108022262|XP_016946646.1|DBIA	LOC115626318|XP_030377517.1|SLEB
OG0007459	LOC108031357|XP_016960116.1|DBIA	LOC115620958|XP_030370337.1|SLEB
OG0007460	LOC108022965|XP_016947676.1|DBIA	LOC115632338|XP_030385307.1|SLEB
OG0007461	LOC108028427|XP_016955746.1|DBIA	LOC115622999|XP_030373019.1|SLEB
OG0007462	LOC108035636|XP_016966826.1|DBIA	LOC115623005|XP_030373035.1|SLEB
OG0007463	LOC108034680|XP_016965110.1|DBIA	LOC115623002|XP_030373026.1|SLEB
OG0007464	LOC108028292|XP_016955492.1|DBIA	LOC115623000|XP_030373023.1|SLEB
OG0007465	LOC108034485|XP_016964879.1|DBIA	LOC115624676|XP_030375334.1|SLEB
OG0007466	LOC108030085|XP_016958212.1|DBIA	LOC115624546|XP_030375132.1|SLEB
OG0007467	LOC108030432|XP_016958808.1|DBIA	LOC115624609|XP_030375219.1|SLEB
OG0007468	LOC108036570|XP_016968307.1|DBIA	LOC115626896|XP_030378268.1|SLEB
OG0007469	LOC108028576|XP_016955970.1|DBIA	LOC115622319|XP_030372085.1|SLEB
OG0007470	LOC108034330|XP_016964696.1|DBIA	LOC115625889|XP_030376975.1|SLEB
OG0007471	LOC108036497|XP_016968179.1|DBIA	LOC115634338|XP_030387854.1|SLEB
OG0007472	LOC108025921|XP_016952100.1|DBIA	LOC115627204|XP_030378682.1|SLEB
OG0007473	LOC108028710|XP_016956149.1|DBIA	LOC115628174|XP_030380021.1|SLEB
OG0007474	LOC108036553|XP_016968276.1|DBIA	LOC115633642|XP_030386943.1|SLEB
OG0007475	LOC108028545|XP_016955932.1|DBIA	LOC115622712|XP_030372603.1|SLEB
OG0007476	LOC108036477|XP_016968150.1|DBIA	LOC115627892|XP_030379644.1|SLEB
OG0007477	LOC108033826|XP_016963982.1|DBIA	LOC115627891|XP_030379638.1|SLEB
OG0007478	LOC108034045|XP_016964281.1|DBIA	LOC115631107|XP_030383626.1|SLEB
OG0007479	LOC108023700|XP_016948817.1|DBIA	LOC115628686|XP_030380720.1|SLEB
OG0007480	LOC108026332|XP_016952724.1|DBIA	LOC115624172|XP_030374628.1|SLEB
OG0007481	LOC108035210|XP_016966209.1|DBIA	LOC115628301|XP_030380209.1|SLEB
OG0007482	LOC108036156|XP_016967637.1|DBIA	LOC115631560|XP_030384211.1|SLEB
OG0007483	LOC108023019|XP_016947743.1|DBIA	LOC115620067|XP_030369078.1|SLEB
OG0007484	LOC108033137|XP_016962849.1|DBIA	LOC115626869|XP_030378236.1|SLEB
OG0007485	LOC108027174|XP_016953952.1|DBIA	LOC115627566|XP_030379149.1|SLEB
OG0007486	LOC108024092|XP_016949356.1|DBIA	LOC115627268|XP_030378756.1|SLEB
OG0007487	LOC108036027|XP_016967450.1|DBIA	LOC115627781|XP_030379450.1|SLEB
OG0007488	LOC108028420|XP_016955737.1|DBIA	LOC115628153|XP_030379987.1|SLEB
OG0007489	LOC108031745|XP_016960932.1|DBIA	LOC115624347|XP_030374859.1|SLEB
OG0007490	LOC108032975|XP_016962537.1|DBIA	LOC115620963|XP_030370344.1|SLEB
OG0007491	LOC108023470|XP_016948476.1|DBIA	LOC115633362|XP_030386663.1|SLEB
OG0007492	LOC108030227|XP_016958506.1|DBIA	LOC115629403|XP_030381721.1|SLEB
OG0007493	LOC108025869|XP_016952031.1|DBIA	LOC115629114|XP_030381303.1|SLEB
OG0007494	LOC108034261|XP_016964611.1|DBIA	LOC115630499|XP_030382949.1|SLEB
OG0007495	LOC108035774|XP_016966970.1|DBIA	LOC115628753|XP_030380822.1|SLEB
OG0007496	LOC108028731|XP_016956183.1|DBIA	LOC115623165|XP_030373239.1|SLEB
OG0007497	LOC108035309|XP_016966369.1|DBIA	LOC115622937|XP_030372927.1|SLEB
OG0007498	LOC108035166|XP_016966116.1|DBIA	LOC115622398|XP_030372186.1|SLEB
OG0007499	LOC108030812|XP_016959400.1|DBIA	LOC115629399|XP_030381714.1|SLEB
OG0007500	LOC108030813|XP_016959402.1|DBIA	LOC115624606|XP_030375214.1|SLEB
OG0007501	LOC108030830|XP_016959439.1|DBIA	LOC115632469|XP_030385495.1|SLEB
OG0007502	LOC108024210|XP_016949559.1|DBIA	LOC115624659|XP_030375299.1|SLEB
OG0007503	LOC108027918|XP_016955030.1|DBIA	LOC115630648|XP_030383148.1|SLEB
OG0007504	LOC108028578|XP_016955974.1|DBIA	LOC115626359|XP_030377572.1|SLEB
OG0007505	LOC108035544|XP_016966702.1|DBIA	LOC115624638|XP_030375263.1|SLEB
OG0007506	LOC108035683|XP_016966886.1|DBIA	LOC115624721|XP_030375402.1|SLEB
OG0007507	LOC108033897|XP_016964042.1|DBIA	LOC115631266|XP_030383838.1|SLEB
OG0007508	LOC108032727|XP_016962196.1|DBIA	LOC115631743|XP_030384442.1|SLEB
OG0007509	LOC108032675|XP_016962133.1|DBIA	LOC115625726|XP_030376736.1|SLEB
OG0007510	LOC108029615|XP_016957489.1|DBIA	LOC115622002|XP_030371720.1|SLEB
OG0007511	LOC108032779|XP_016962270.1|DBIA	LOC115626162|XP_030377297.1|SLEB
OG0007512	LOC108031522|XP_016960532.1|DBIA	LOC115623832|XP_030374237.1|SLEB
OG0007513	LOC108029276|XP_016956964.1|DBIA	LOC115631122|XP_030383648.1|SLEB
OG0007514	LOC108035131|XP_016966061.1|DBIA	LOC115628297|XP_030380205.1|SLEB
OG0007515	LOC108034345|XP_016964716.1|DBIA	LOC115631710|XP_030384397.1|SLEB
OG0007516	LOC108033648|XP_016963572.1|DBIA	LOC115628597|XP_030380641.1|SLEB
OG0007517	LOC108028507|XP_016955878.1|DBIA	LOC115628189|XP_030380041.1|SLEB
OG0007518	LOC108026814|XP_016953468.1|DBIA	LOC115624751|XP_030375441.1|SLEB
OG0007519	LOC108022886|XP_016947573.1|DBIA	LOC115620046|XP_030369026.1|SLEB
OG0007520	LOC108026150|XP_016952376.1|DBIA	LOC115627135|XP_030378567.1|SLEB
OG0007521	LOC108024022|XP_016949273.1|DBIA	LOC115627117|XP_030378543.1|SLEB
OG0007522	LOC108024142|XP_016949415.1|DBIA	LOC115631767|XP_030384463.1|SLEB, LOC115627176|XP_030378635.1|SLEB
OG0007523	LOC108030272|XP_016958586.1|DBIA	LOC115624713|XP_030375396.1|SLEB
OG0007524	LOC108027844|XP_016954923.1|DBIA	LOC115630432|XP_030382847.1|SLEB
OG0007525	LOC108032796|XP_016962291.1|DBIA	LOC115625857|XP_030376926.1|SLEB
OG0007526	LOC108026186|XP_016952464.1|DBIA	LOC115621792|XP_030371423.1|SLEB
OG0007527	LOC108034918|XP_016965660.1|DBIA	LOC115632289|XP_030385242.1|SLEB
OG0007528	LOC108029515|XP_016957301.1|DBIA	LOC115624874|XP_030375579.1|SLEB
OG0007529	LOC108022794|XP_016947412.1|DBIA	LOC115634168|XP_030387616.1|SLEB
OG0007530	LOC108026228|XP_016952551.1|DBIA	LOC115630041|XP_030382534.1|SLEB
OG0007531	LOC108029325|XP_016957008.1|DBIA	LOC115624877|XP_030375582.1|SLEB
OG0007532	LOC108023063|XP_016947800.1|DBIA	LOC115631568|XP_030384259.1|SLEB
OG0007533	LOC108030833|XP_016959446.1|DBIA	LOC115633862|XP_030387214.1|SLEB
OG0007534	LOC108035689|XP_016966896.1|DBIA	LOC115622133|XP_030371850.1|SLEB
OG0007535	LOC108028041|XP_016955168.1|DBIA	LOC115623152|XP_030373222.1|SLEB
OG0007536	LOC108024798|XP_016950407.1|DBIA	LOC115625177|XP_030376001.1|SLEB
OG0007537	LOC108034937|XP_016965689.1|DBIA	LOC115622147|XP_030371873.1|SLEB
OG0007538	LOC108035254|XP_016966286.1|DBIA	LOC115622796|XP_030372721.1|SLEB
OG0007539	LOC108033977|XP_016964184.1|DBIA	LOC115630484|XP_030382925.1|SLEB
OG0007540	LOC108025287|XP_016951157.1|DBIA	LOC115620906|XP_030370259.1|SLEB
OG0007541	LOC108029750|XP_016957733.1|DBIA	LOC115627704|XP_030379311.1|SLEB
OG0007542	LOC108036426|XP_016968043.1|DBIA	LOC115626441|XP_030377678.1|SLEB
OG0007543	LOC108024901|XP_016950556.1|DBIA	LOC115627718|XP_030379322.1|SLEB
OG0007544	LOC108035502|XP_016966646.1|DBIA	LOC115623222|XP_030373321.1|SLEB
OG0007545	LOC108032735|XP_016962207.1|DBIA	LOC115626004|XP_030377112.1|SLEB
OG0007546	LOC108025550|XP_016951571.1|DBIA	LOC115625511|XP_030376435.1|SLEB
OG0007547	LOC108022503|XP_016946954.1|DBIA	LOC115633944|XP_030387321.1|SLEB
OG0007548	LOC108030171|XP_016958413.1|DBIA	LOC115632482|XP_030385516.1|SLEB
OG0007549	LOC108030892|XP_016959557.1|DBIA	LOC115631681|XP_030384356.1|SLEB
OG0007550	LOC108035303|XP_016966361.1|DBIA	LOC115623185|XP_030373267.1|SLEB
OG0007551	LOC108029554|XP_016957364.1|DBIA	LOC115634416|XP_030387980.1|SLEB
OG0007552	LOC108028966|XP_016956495.1|DBIA	LOC115631960|XP_030384685.1|SLEB
OG0007553	LOC108027923|XP_016955036.1|DBIA	LOC115631457|XP_030384065.1|SLEB
OG0007554	LOC108035442|XP_016966565.1|DBIA	LOC115622691|XP_030372576.1|SLEB
OG0007555	LOC108022573|XP_016947079.1|DBIA	LOC115625082|XP_030375837.1|SLEB
OG0007556	LOC108026940|XP_016953642.1|DBIA	LOC115624711|XP_030375393.1|SLEB
OG0007557	LOC108026885|XP_016953574.1|DBIA	LOC115624529|XP_030375110.1|SLEB
OG0007558	LOC108022870|XP_016947537.1|DBIA	LOC115632528|XP_030385588.1|SLEB
OG0007559	LOC108036798|XP_016968634.1|DBIA	LOC115625955|XP_030377054.1|SLEB
OG0007560	LOC108028571|XP_016955967.1|DBIA	LOC115627335|XP_030378878.1|SLEB
OG0007561	LOC108035939|XP_016967223.1|DBIA	LOC115633701|XP_030387020.1|SLEB
OG0007562	LOC108035089|XP_016965998.1|DBIA	LOC115623224|XP_030373326.1|SLEB
OG0007563	LOC108028721|XP_016956168.1|DBIA	LOC115633117|XP_030386366.1|SLEB
OG0007564	LOC108028599|XP_016956006.1|DBIA	LOC115634080|XP_030387494.1|SLEB
OG0007565	LOC108026263|XP_016952611.1|DBIA	LOC115630050|XP_030382541.1|SLEB
OG0007566	LOC108022461|XP_016946858.1|DBIA	LOC115628159|XP_030379989.1|SLEB
OG0007567	LOC108026423|XP_016952841.1|DBIA	LOC115620524|XP_030369650.1|SLEB
OG0007568	LOC108029498|XP_016957269.1|DBIA	LOC115624578|XP_030375173.1|SLEB
OG0007569	LOC108026792|XP_016953442.1|DBIA	LOC115631003|XP_030383465.1|SLEB
OG0007570	LOC108029497|XP_016957266.1|DBIA	LOC115624577|XP_030375171.1|SLEB
OG0007571	LOC108029759|XP_016957748.1|DBIA	LOC115624600|XP_030375201.1|SLEB
OG0007572	LOC108033652|XP_016963576.1|DBIA	LOC115629019|XP_030381179.1|SLEB
OG0007573	LOC108036507|XP_016968199.1|DBIA	LOC115633880|XP_030387244.1|SLEB
OG0007574	LOC108022550|XP_016947024.1|DBIA	LOC115626457|XP_030377702.1|SLEB
OG0007575	LOC108030224|XP_016958497.1|DBIA	LOC115624594|XP_030375193.1|SLEB
