Orthogroup	DBIA.longest_only	HILL.longest_only
OG0006137	LOC108034588|XP_016965010.1|DBIA	LOC119649331|XP_037907364.1|HILL
OG0006138	LOC108029791|XP_016957791.1|DBIA	LOC119654697|XP_037916138.1|HILL
OG0006139	LOC108029614|XP_016957488.1|DBIA	LOC119655180|XP_037916862.1|HILL
OG0006140	LOC108026827|XP_016953487.1|DBIA	LOC119655363|XP_037917149.1|HILL
OG0006141	LOC108036475|XP_016968145.1|DBIA	LOC119653641|XP_037914365.1|HILL
OG0006142	LOC108035917|XP_016967182.1|DBIA	LOC119649596|XP_037907737.1|HILL
OG0006143	LOC108028637|XP_016956050.1|DBIA	LOC119647743|XP_037904784.1|HILL
OG0006144	LOC108034837|XP_016965446.1|DBIA	LOC119648760|XP_037906514.1|HILL
OG0006145	LOC108034496|XP_016964891.1|DBIA	LOC119648761|XP_037906518.1|HILL
OG0006146	LOC108036083|XP_016967521.1|DBIA	LOC119659907|XP_037924164.1|HILL
OG0006147	LOC108031075|XP_016959769.1|DBIA	LOC119651617|XP_037911199.1|HILL, LOC119651616|XP_037911198.1|HILL
OG0006148	LOC108028387|XP_016955688.1|DBIA	LOC119649634|XP_037907808.1|HILL
OG0006149	LOC108028656|XP_016956071.1|DBIA	LOC119650132|XP_037908591.1|HILL
OG0006150	LOC108028654|XP_016956069.1|DBIA	LOC119650131|XP_037908590.1|HILL
OG0006151	LOC108034478|XP_016964864.1|DBIA	LOC119653761|XP_037914673.1|HILL
OG0006152	LOC108026339|XP_016952732.1|DBIA	LOC119653010|XP_037913376.1|HILL
OG0006153	LOC108036663|XP_016968434.1|DBIA	LOC119655152|XP_037916818.1|HILL
OG0006154	LOC108026349|XP_016952744.1|DBIA	LOC119660057|XP_037924363.1|HILL
OG0006155	LOC108031072|XP_016959767.1|DBIA	LOC119652858|XP_037913142.1|HILL
OG0006157	LOC108026865|XP_016953540.1|DBIA	LOC119647068|XP_037903753.1|HILL
OG0006158	LOC108035621|XP_016966799.1|DBIA	LOC119652891|XP_037913186.1|HILL
OG0006159	LOC108023085|XP_016947827.1|DBIA	LOC119654821|XP_037916310.1|HILL
OG0006161	LOC108036467|XP_016968131.1|DBIA	LOC119661355|XP_037926589.1|HILL
OG0006162	LOC108024906|XP_016950566.1|DBIA	LOC119660758|XP_037925451.1|HILL, LOC119660863|XP_037925687.1|HILL
OG0006163	LOC108022412|XP_016946788.1|DBIA	LOC119657630|XP_037920600.1|HILL, LOC119646534|XP_037902928.1|HILL, LOC119646539|XP_037902938.1|HILL, LOC119646813|XP_037903342.1|HILL, LOC119646651|XP_037903097.1|HILL, LOC119661137|XP_037926267.1|HILL, LOC119661136|XP_037926266.1|HILL
OG0006165	LOC108030752|XP_016959288.1|DBIA	LOC119660759|XP_037925452.1|HILL
OG0006171	LOC108034452|XP_016964826.1|DBIA	LOC119648984|XP_037906835.1|HILL
OG0006181	LOC108031551|XP_016960582.1|DBIA	LOC119660369|XP_037924816.1|HILL
OG0006182	LOC108031786|XP_016960988.1|DBIA	LOC119652787|XP_037913028.1|HILL
OG0006183	LOC108031892|XP_016961149.1|DBIA	LOC119650724|XP_037909675.1|HILL
OG0006184	LOC108032197|XP_016961542.1|DBIA	LOC119652710|XP_037912920.1|HILL
OG0006185	LOC108026422|XP_016952840.1|DBIA	LOC119652311|XP_037912250.1|HILL
OG0006186	LOC108032024|XP_016961323.1|DBIA	LOC119650641|XP_037909491.1|HILL
OG0006187	LOC108025535|XP_016951553.1|DBIA	LOC119650871|XP_037909960.1|HILL
OG0006188	LOC108023586|XP_016948673.1|DBIA	LOC119656660|XP_037919066.1|HILL
OG0006189	LOC108023588|XP_016948680.1|DBIA	LOC119656664|XP_037919070.1|HILL
OG0006190	LOC108031717|XP_016960875.1|DBIA	LOC119658005|XP_037921154.1|HILL
OG0006191	LOC108024588|XP_016950085.1|DBIA	LOC119656547|XP_037918838.1|HILL
OG0006192	LOC108023271|XP_016948045.1|DBIA	LOC119657070|XP_037919754.1|HILL
OG0006193	LOC108023998|XP_016949227.1|DBIA	LOC119658425|XP_037921754.1|HILL
OG0006194	LOC108025844|XP_016951998.1|DBIA	LOC119656684|XP_037919097.1|HILL
OG0006195	LOC108026664|XP_016953197.1|DBIA	LOC119657722|XP_037920694.1|HILL
OG0006196	LOC108032237|XP_016961589.1|DBIA	LOC119661008|XP_037926074.1|HILL
OG0006197	LOC108035994|XP_016967346.1|DBIA	LOC119660831|XP_037925622.1|HILL
OG0006198	LOC108023289|XP_016948070.1|DBIA	LOC119651969|XP_037911789.1|HILL
OG0006199	LOC108026132|XP_016952335.1|DBIA	LOC119658635|XP_037922088.1|HILL
OG0006200	LOC108024833|XP_016950456.1|DBIA	LOC119652463|XP_037912558.1|HILL
OG0006201	LOC108035784|XP_016966994.1|DBIA	LOC119657772|XP_037920766.1|HILL
OG0006202	LOC108035756|XP_016966943.1|DBIA	LOC119657771|XP_037920765.1|HILL
OG0006203	LOC108033066|XP_016962716.1|DBIA	LOC119657906|XP_037920995.1|HILL
OG0006204	LOC108024809|XP_016950421.1|DBIA	LOC119656649|XP_037919039.1|HILL
OG0006205	LOC108023568|XP_016948649.1|DBIA	LOC119657113|XP_037919801.1|HILL
OG0006206	LOC108025923|XP_016952102.1|DBIA	LOC119657127|XP_037919819.1|HILL
OG0006207	LOC108033651|XP_016963575.1|DBIA	LOC119651456|XP_037910989.1|HILL
OG0006208	LOC108029928|XP_016957915.1|DBIA	LOC119651455|XP_037910987.1|HILL
OG0006209	LOC108024014|XP_016949262.1|DBIA	LOC119658298|XP_037921524.1|HILL
OG0006210	LOC108023362|XP_016948234.1|DBIA	LOC119656792|XP_037919328.1|HILL
OG0006211	LOC108032762|XP_016962247.1|DBIA	LOC119656855|XP_037919437.1|HILL
OG0006212	LOC108032761|XP_016962245.1|DBIA	LOC119656853|XP_037919433.1|HILL
OG0006214	LOC108025860|XP_016952017.1|DBIA	LOC119656604|XP_037918966.1|HILL
OG0006215	LOC108028853|XP_016956326.1|DBIA	LOC119657591|XP_037920498.1|HILL
OG0006216	LOC108025428|XP_016951404.1|DBIA	LOC119651682|XP_037911309.1|HILL
OG0006217	LOC108023492|XP_016948509.1|DBIA	LOC119657930|XP_037921045.1|HILL
OG0006218	LOC108032639|XP_016962074.1|DBIA	LOC119657684|XP_037920643.1|HILL
OG0006219	LOC108023370|XP_016948263.1|DBIA	LOC119657135|XP_037919834.1|HILL
OG0006220	LOC108028815|XP_016956291.1|DBIA	LOC119657134|XP_037919833.1|HILL
OG0006221	LOC108025522|XP_016951533.1|DBIA	LOC119646549|XP_037902955.1|HILL
OG0006222	LOC108025048|XP_016950793.1|DBIA	LOC119646551|XP_037902957.1|HILL
OG0006223	LOC108027580|XP_016954583.1|DBIA	LOC119658327|XP_037921594.1|HILL
OG0006224	LOC108023417|XP_016948379.1|DBIA	LOC119657816|XP_037920855.1|HILL
OG0006225	LOC108036367|XP_016967943.1|DBIA	LOC119658023|XP_037921180.1|HILL
OG0006226	LOC108036248|XP_016967746.1|DBIA	LOC119656571|XP_037918886.1|HILL
OG0006227	LOC108032557|XP_016961930.1|DBIA	LOC119657235|XP_037919977.1|HILL
OG0006228	LOC108026623|XP_016953124.1|DBIA	LOC119656851|XP_037919430.1|HILL
OG0006229	LOC108035980|XP_016967296.1|DBIA	LOC119660841|XP_037925643.1|HILL
OG0006230	LOC108024610|XP_016950118.1|DBIA	LOC119656576|XP_037918890.1|HILL, LOC119656117|XP_037918369.1|HILL
OG0006231	LOC108023960|XP_016949155.1|DBIA	LOC119656781|XP_037919292.1|HILL
OG0006232	LOC108025809|XP_016951941.1|DBIA	LOC119658039|XP_037921208.1|HILL
OG0006233	LOC108025816|XP_016951956.1|DBIA	LOC119658467|XP_037921810.1|HILL
OG0006234	LOC108024827|XP_016950447.1|DBIA	LOC119658505|XP_037921896.1|HILL
OG0006235	LOC108027596|XP_016954603.1|DBIA	LOC119657927|XP_037921042.1|HILL
OG0006236	LOC108026533|XP_016952973.1|DBIA	LOC119657213|XP_037919950.1|HILL
OG0006237	LOC108023238|XP_016948003.1|DBIA	LOC119657163|XP_037919874.1|HILL
OG0006238	LOC108025853|XP_016952009.1|DBIA	LOC119658326|XP_037921593.1|HILL
OG0006239	LOC108033352|XP_016963155.1|DBIA	LOC119657848|XP_037920898.1|HILL
OG0006241	LOC108024826|XP_016950446.1|DBIA	LOC119658502|XP_037921891.1|HILL
OG0006242	LOC108036242|XP_016967743.1|DBIA	LOC119652935|XP_037913253.1|HILL
OG0006243	LOC108032123|XP_016961445.1|DBIA	LOC119652389|XP_037912417.1|HILL
OG0006244	LOC108032005|XP_016961292.1|DBIA	LOC119651656|XP_037911270.1|HILL
OG0006245	LOC108031635|XP_016960731.1|DBIA	LOC119653242|XP_037913769.1|HILL
OG0006246	LOC108025737|XP_016951814.1|DBIA	LOC119656666|XP_037919072.1|HILL
OG0006247	LOC108026393|XP_016952843.1|DBIA, LOC108036394|XP_016967995.1|DBIA	LOC119653548|XP_037914162.1|HILL
OG0006248	LOC108032153|XP_016961488.1|DBIA	LOC119657621|XP_037920551.1|HILL
OG0006249	LOC108027848|XP_016954929.1|DBIA	LOC119656482|XP_037918731.1|HILL
OG0006250	LOC108033104|XP_016962793.1|DBIA	LOC119657195|XP_037919927.1|HILL
OG0006251	LOC108025508|XP_016951519.1|DBIA	LOC119657206|XP_037919942.1|HILL
OG0006252	LOC108027403|XP_016954330.1|DBIA	LOC119657854|XP_037920906.1|HILL
OG0006253	LOC108025736|XP_016951813.1|DBIA	LOC119656529|XP_037918802.1|HILL
OG0006254	LOC108033950|XP_016964130.1|DBIA	LOC119657496|XP_037920354.1|HILL
OG0006255	LOC108031972|XP_016961255.1|DBIA	LOC119650803|XP_037909870.1|HILL
OG0006256	LOC108033076|XP_016962734.1|DBIA	LOC119658504|XP_037921894.1|HILL
OG0006257	LOC108023506|XP_016948534.1|DBIA	LOC119657204|XP_037919938.1|HILL
OG0006258	LOC108033133|XP_016962845.1|DBIA	LOC119657925|XP_037921040.1|HILL
OG0006259	LOC108031326|XP_016960065.1|DBIA	LOC119652792|XP_037913037.1|HILL
OG0006260	LOC108023507|XP_016948536.1|DBIA	LOC119657169|XP_037919883.1|HILL
OG0006261	LOC108034290|XP_016964639.1|DBIA	LOC119656199|XP_037918518.1|HILL
OG0006262	LOC108027601|XP_016954611.1|DBIA	LOC119658242|XP_037921448.1|HILL
OG0006263	LOC108024226|XP_016949587.1|DBIA	LOC119656566|XP_037918878.1|HILL
OG0006264	LOC108023186|XP_016947917.1|DBIA	LOC119657959|XP_037921089.1|HILL
OG0006265	LOC108036508|XP_016968200.1|DBIA	LOC119656850|XP_037919429.1|HILL
OG0006266	LOC108023342|XP_016948172.1|DBIA	LOC119657352|XP_037920154.1|HILL
OG0006267	LOC108033150|XP_016962864.1|DBIA	LOC119658290|XP_037921513.1|HILL
OG0006268	LOC108026802|XP_016953453.1|DBIA	LOC119658029|XP_037921187.1|HILL
OG0006269	LOC108031896|XP_016961152.1|DBIA	LOC119659419|XP_037923422.1|HILL
OG0006270	LOC108027522|XP_016954454.1|DBIA	LOC119657809|XP_037920838.1|HILL
OG0006271	LOC108032091|XP_016961406.1|DBIA	LOC119659954|XP_037924231.1|HILL
OG0006272	LOC108024009|XP_016949243.1|DBIA	LOC119657012|XP_037919685.1|HILL
OG0006273	LOC108030403|XP_016958777.1|DBIA	LOC119657018|XP_037919694.1|HILL
OG0006274	LOC108035662|XP_016966899.1|DBIA	LOC119657996|XP_037921142.1|HILL
OG0006275	LOC108025849|XP_016952001.1|DBIA	LOC119657628|XP_037920560.1|HILL
OG0006276	LOC108027940|XP_016955061.1|DBIA	LOC119652746|XP_037912973.1|HILL
OG0006277	LOC108027358|XP_016954269.1|DBIA	LOC119652291|XP_037912216.1|HILL
OG0006278	LOC108023253|XP_016948023.1|DBIA	LOC119657642|XP_037920575.1|HILL
OG0006279	LOC108025795|XP_016951919.1|DBIA	LOC119656787|XP_037919307.1|HILL
OG0006280	LOC108028881|XP_016956378.1|DBIA	LOC119656524|XP_037918800.1|HILL
OG0006281	LOC108028882|XP_016956382.1|DBIA	LOC119656523|XP_037918799.1|HILL
OG0006282	LOC108024683|XP_016950249.1|DBIA	LOC119657658|XP_037920610.1|HILL
OG0006283	LOC108024532|XP_016949987.1|DBIA	LOC119651271|XP_037910702.1|HILL
OG0006284	LOC108035516|XP_016966668.1|DBIA	LOC119657403|XP_037920223.1|HILL
OG0006285	LOC108024950|XP_016950673.1|DBIA	LOC119648191|XP_037905709.1|HILL
OG0006287	LOC108025942|XP_016952129.1|DBIA	LOC119651909|XP_037911664.1|HILL
OG0006288	LOC108025069|XP_016950816.1|DBIA	LOC119651908|XP_037911663.1|HILL
OG0006289	LOC108024171|XP_016949485.1|DBIA	LOC119651301|XP_037910754.1|HILL
OG0006290	LOC108023392|XP_016948302.1|DBIA	LOC119658230|XP_037921432.1|HILL
OG0006291	LOC108036761|XP_016968582.1|DBIA	LOC119657633|XP_037920566.1|HILL
OG0006292	LOC108024703|XP_016950273.1|DBIA	LOC119646389|XP_037902761.1|HILL
OG0006293	LOC108028909|XP_016956420.1|DBIA	LOC119647509|XP_037904399.1|HILL
OG0006294	LOC108023997|XP_016949226.1|DBIA	LOC119653894|XP_037914956.1|HILL
OG0006295	LOC108023596|XP_016948691.1|DBIA	LOC119657423|XP_037920253.1|HILL
OG0006296	LOC108024163|XP_016949465.1|DBIA	LOC119656947|XP_037919588.1|HILL
OG0006297	LOC108023497|XP_016948518.1|DBIA	LOC119656695|XP_037919122.1|HILL
OG0006298	LOC108024044|XP_016949309.1|DBIA	LOC119656643|XP_037919019.1|HILL
OG0006299	LOC108025705|XP_016951736.1|DBIA	LOC119658227|XP_037921422.1|HILL
OG0006300	LOC108025810|XP_016951946.1|DBIA	LOC119657598|XP_037920511.1|HILL
OG0006301	LOC108025882|XP_016952046.1|DBIA	LOC119656657|XP_037919059.1|HILL
OG0006302	LOC108025813|XP_016951950.1|DBIA	LOC119656784|XP_037919298.1|HILL
OG0006303	LOC108030138|XP_016958342.1|DBIA	LOC119647288|XP_037904119.1|HILL
OG0006304	LOC108024654|XP_016950202.1|DBIA	LOC119656820|XP_037919381.1|HILL
OG0006305	LOC108024660|XP_016950211.1|DBIA	LOC119657431|XP_037920262.1|HILL
OG0006306	LOC108026201|XP_016952488.1|DBIA	LOC119657287|XP_037920061.1|HILL
OG0006307	LOC108023875|XP_016949044.1|DBIA	LOC119651711|XP_037911352.1|HILL
OG0006308	LOC108033164|XP_016962885.1|DBIA	LOC119657945|XP_037921065.1|HILL
OG0006309	LOC108023983|XP_016949200.1|DBIA	LOC119657599|XP_037920513.1|HILL
OG0006310	LOC108027344|XP_016954251.1|DBIA	LOC119658250|XP_037921453.1|HILL
OG0006311	LOC108023902|XP_016949077.1|DBIA	LOC119657319|XP_037920107.1|HILL
OG0006312	LOC108024050|XP_016949316.1|DBIA	LOC119657573|XP_037920467.1|HILL
OG0006313	LOC108023792|XP_016948920.1|DBIA	LOC119657522|XP_037920392.1|HILL
OG0006314	LOC108032987|XP_016962554.1|DBIA	LOC119657619|XP_037920550.1|HILL
OG0006315	LOC108025308|XP_016951195.1|DBIA	LOC119658594|XP_037921982.1|HILL
OG0006316	LOC108028886|XP_016956391.1|DBIA	LOC119658115|XP_037921310.1|HILL
OG0006317	LOC108022031|XP_016946365.1|DBIA	LOC119657569|XP_037920457.1|HILL
OG0006318	LOC108024198|XP_016949536.1|DBIA	LOC119656713|XP_037919160.1|HILL
OG0006319	LOC108036437|XP_016968066.1|DBIA	LOC119656573|XP_037918888.1|HILL
OG0006320	LOC108023753|XP_016948879.1|DBIA	LOC119657375|XP_037920188.1|HILL
OG0006321	LOC108023225|XP_016947987.1|DBIA	LOC119658231|XP_037921436.1|HILL
OG0006322	LOC108023237|XP_016948002.1|DBIA	LOC119657426|XP_037920256.1|HILL
OG0006323	LOC108025625|XP_016951649.1|DBIA	LOC119658021|XP_037921178.1|HILL
OG0006324	LOC108023496|XP_016948516.1|DBIA	LOC119657267|XP_037920027.1|HILL
OG0006325	LOC108031852|XP_016961094.1|DBIA	LOC119660418|XP_037924893.1|HILL
OG0006326	LOC108030667|XP_016959183.1|DBIA	LOC119657446|XP_037920285.1|HILL
OG0006327	LOC108025476|XP_016951477.1|DBIA	LOC119646562|XP_037902969.1|HILL
OG0006328	LOC108031352|XP_016960106.1|DBIA	LOC119653087|XP_037913509.1|HILL
OG0006329	LOC108033059|XP_016962693.1|DBIA	LOC119658055|XP_037921228.1|HILL
OG0006330	LOC108026298|XP_016952668.1|DBIA	LOC119659277|XP_037923213.1|HILL
OG0006331	LOC108033132|XP_016962844.1|DBIA	LOC119657901|XP_037920985.1|HILL
OG0006332	LOC108036088|XP_016967531.1|DBIA	LOC119658073|XP_037921260.1|HILL
OG0006333	LOC108033100|XP_016962786.1|DBIA	LOC119656742|XP_037919224.1|HILL
OG0006334	LOC108023386|XP_016948282.1|DBIA	LOC119658025|XP_037921185.1|HILL
OG0006335	LOC108031981|XP_016961265.1|DBIA	LOC119657232|XP_037919976.1|HILL
OG0006336	LOC108025743|XP_016951820.1|DBIA	LOC119657754|XP_037920736.1|HILL
OG0006337	LOC108032076|XP_016961389.1|DBIA	LOC119656748|XP_037919235.1|HILL
OG0006338	LOC108024984|XP_016950721.1|DBIA	LOC119651427|XP_037910952.1|HILL
OG0006339	LOC108025888|XP_016952054.1|DBIA	LOC119658408|XP_037921727.1|HILL
OG0006340	LOC108025837|XP_016951984.1|DBIA	LOC119657002|XP_037919668.1|HILL
OG0006341	LOC108023480|XP_016948490.1|DBIA	LOC119656752|XP_037919243.1|HILL
OG0006342	LOC108023696|XP_016948809.1|DBIA	LOC119657246|XP_037919989.1|HILL
OG0006343	LOC108023239|XP_016948006.1|DBIA	LOC119658371|XP_037921660.1|HILL
OG0006344	LOC108033006|XP_016962620.1|DBIA	LOC119658428|XP_037921755.1|HILL
OG0006345	LOC108031480|XP_016960446.1|DBIA	LOC119652963|XP_037913287.1|HILL
OG0006346	LOC108026336|XP_016952729.1|DBIA	LOC119652410|XP_037912450.1|HILL
OG0006347	LOC108026282|XP_016952638.1|DBIA	LOC119650662|XP_037909530.1|HILL
OG0006348	LOC108025917|XP_016952093.1|DBIA	LOC119658012|XP_037921166.1|HILL
OG0006349	LOC108023526|XP_016948574.1|DBIA	LOC119657965|XP_037921097.1|HILL
OG0006350	LOC108026001|XP_016952180.1|DBIA	LOC119652628|XP_037912803.1|HILL
OG0006351	LOC108024007|XP_016949238.1|DBIA	LOC119656588|XP_037918924.1|HILL
OG0006352	LOC108023081|XP_016947820.1|DBIA	LOC119657388|XP_037920201.1|HILL
OG0006353	LOC108025245|XP_016951084.1|DBIA	LOC119657917|XP_037921031.1|HILL
OG0006354	LOC108031850|XP_016961092.1|DBIA	LOC119658842|XP_037922516.1|HILL
OG0006355	LOC108023432|XP_016948408.1|DBIA	LOC119656764|XP_037919270.1|HILL
OG0006356	LOC108023453|XP_016948439.1|DBIA	LOC119657845|XP_037920895.1|HILL
OG0006357	LOC108023455|XP_016948441.1|DBIA	LOC119656937|XP_037919564.1|HILL
OG0006358	LOC108029288|XP_016956979.1|DBIA	LOC119657982|XP_037921123.1|HILL
OG0006359	LOC108026232|XP_016952556.1|DBIA	LOC119658265|XP_037921485.1|HILL
OG0006360	LOC108033216|XP_016962961.1|DBIA	LOC119657256|XP_037920012.1|HILL
OG0006361	LOC108027432|XP_016954368.1|DBIA	LOC119656011|XP_037918187.1|HILL
OG0006362	LOC108023551|XP_016948616.1|DBIA	LOC119656952|XP_037919595.1|HILL
OG0006363	LOC108027525|XP_016954457.1|DBIA	LOC119657147|XP_037919852.1|HILL
OG0006364	LOC108033403|XP_016963213.1|DBIA	LOC119657227|XP_037919968.1|HILL
OG0006365	LOC108027626|XP_016954635.1|DBIA	LOC119658344|XP_037921618.1|HILL
OG0006366	LOC108027509|XP_016954441.1|DBIA	LOC119658346|XP_037921627.1|HILL
OG0006367	LOC108023260|XP_016948031.1|DBIA	LOC119658283|XP_037921501.1|HILL
OG0006368	LOC108025421|XP_016951393.1|DBIA	LOC119657275|XP_037920042.1|HILL
OG0006369	LOC108025210|XP_016951036.1|DBIA	LOC119657652|XP_037920593.1|HILL
OG0006370	LOC108035812|XP_016967048.1|DBIA	LOC119657914|XP_037921028.1|HILL
OG0006371	LOC108025052|XP_016950798.1|DBIA	LOC119658014|XP_037921171.1|HILL
OG0006372	LOC108025087|XP_016950836.1|DBIA	LOC119657756|XP_037920739.1|HILL
OG0006373	LOC108024221|XP_016949577.1|DBIA	LOC119657811|XP_037920841.1|HILL
OG0006374	LOC108023950|XP_016949130.1|DBIA	LOC119657542|XP_037920412.1|HILL
OG0006375	LOC108026250|XP_016952594.1|DBIA	LOC119657712|XP_037920679.1|HILL
OG0006376	LOC108023481|XP_016948491.1|DBIA	LOC119656835|XP_037919413.1|HILL
OG0006377	LOC108035782|XP_016966992.1|DBIA	LOC119656519|XP_037918791.1|HILL
OG0006378	LOC108025340|XP_016951261.1|DBIA	LOC119651412|XP_037910933.1|HILL
OG0006379	LOC108026108|XP_016952299.1|DBIA	LOC119658386|XP_037921681.1|HILL
OG0006380	LOC108021974|XP_016946304.1|DBIA	LOC119656870|XP_037919456.1|HILL
OG0006381	LOC108023967|XP_016949177.1|DBIA	LOC119656826|XP_037919399.1|HILL
OG0006382	LOC108036430|XP_016968059.1|DBIA	LOC119657587|XP_037920495.1|HILL
OG0006383	LOC108033062|XP_016962708.1|DBIA	LOC119656756|XP_037919250.1|HILL
OG0006384	LOC108033208|XP_016962948.1|DBIA	LOC119658520|XP_037921924.1|HILL
OG0006385	LOC108031696|XP_016960843.1|DBIA	LOC119651541|XP_037911100.1|HILL
OG0006386	LOC108033713|XP_016963735.1|DBIA	LOC119651430|XP_037910955.1|HILL
OG0006387	LOC108025368|XP_016951317.1|DBIA	LOC119656953|XP_037919599.1|HILL
OG0006388	LOC108023384|XP_016948280.1|DBIA	LOC119656483|XP_037918735.1|HILL
OG0006389	LOC108023385|XP_016948281.1|DBIA	LOC119656484|XP_037918736.1|HILL
OG0006390	LOC108025633|XP_016951661.1|DBIA	LOC119657832|XP_037920877.1|HILL
OG0006391	LOC108025432|XP_016951412.1|DBIA	LOC119652428|XP_037912480.1|HILL
OG0006392	LOC108024214|XP_016949566.1|DBIA	LOC119659212|XP_037923112.1|HILL
OG0006393	LOC108033665|XP_016963593.1|DBIA	LOC119657229|XP_037919969.1|HILL
OG0006394	LOC108031029|XP_016959719.1|DBIA	LOC119652357|XP_037912368.1|HILL
OG0006395	LOC108031897|XP_016961153.1|DBIA	LOC119657625|XP_037920556.1|HILL
OG0006396	LOC108023920|XP_016949094.1|DBIA	LOC119655705|XP_037917650.1|HILL
OG0006397	LOC108033053|XP_016962669.1|DBIA	LOC119657447|XP_037920286.1|HILL
OG0006398	LOC108023665|XP_016948775.1|DBIA	LOC119657281|XP_037920053.1|HILL
OG0006399	LOC108026275|XP_016952630.1|DBIA	LOC119656674|XP_037919086.1|HILL
OG0006400	LOC108026259|XP_016952605.1|DBIA	LOC119656672|XP_037919083.1|HILL
OG0006401	LOC108035970|XP_016967278.1|DBIA	LOC119649334|XP_037907366.1|HILL
OG0006402	LOC108027031|XP_016953717.1|DBIA	LOC119656578|XP_037918896.1|HILL
OG0006403	LOC108027053|XP_016953750.1|DBIA	LOC119650975|XP_037910166.1|HILL
OG0006404	LOC108025265|XP_016951115.1|DBIA	LOC119650854|XP_037909932.1|HILL
OG0006405	LOC108028742|XP_016956199.1|DBIA	LOC119648583|XP_037906282.1|HILL
OG0006406	LOC108025447|XP_016951434.1|DBIA	LOC119659855|XP_037924088.1|HILL
OG0006407	LOC108023585|XP_016948672.1|DBIA	LOC119657038|XP_037919720.1|HILL
OG0006408	LOC108025617|XP_016951640.1|DBIA	LOC119657109|XP_037919796.1|HILL
OG0006409	LOC108036595|XP_016968347.1|DBIA	LOC119652401|XP_037912436.1|HILL
OG0006410	LOC108033202|XP_016962937.1|DBIA	LOC119654552|XP_037915930.1|HILL
OG0006411	LOC108024873|XP_016950507.1|DBIA	LOC119657534|XP_037920405.1|HILL
OG0006412	LOC108025395|XP_016951360.1|DBIA	LOC119658457|XP_037921791.1|HILL, LOC119651742|XP_037911400.1|HILL
OG0006413	LOC108025325|XP_016951239.1|DBIA	LOC119652009|XP_037911868.1|HILL
OG0006414	LOC108031793|XP_016960998.1|DBIA	LOC119651144|XP_037910476.1|HILL, LOC119654915|XP_037916480.1|HILL
OG0006415	LOC108027563|XP_016954530.1|DBIA	LOC119658695|XP_037922211.1|HILL
OG0006416	LOC108022016|XP_016946350.1|DBIA	LOC119658446|XP_037921778.1|HILL
OG0006417	LOC108027778|XP_016954830.1|DBIA	LOC119656745|XP_037919232.1|HILL
OG0006418	LOC108033184|XP_016962915.1|DBIA	LOC119657371|XP_037920182.1|HILL
OG0006419	LOC108025466|XP_016951458.1|DBIA	LOC119651858|XP_037911590.1|HILL
OG0006420	LOC108024723|XP_016950305.1|DBIA	LOC119653187|XP_037913668.1|HILL
OG0006421	LOC108033322|XP_016963093.1|DBIA	LOC119660392|XP_037924854.1|HILL
OG0006422	LOC108033789|XP_016963886.1|DBIA	LOC119652522|XP_037912647.1|HILL
OG0006423	LOC108031593|XP_016960654.1|DBIA	LOC119657644|XP_037920578.1|HILL
OG0006424	LOC108031980|XP_016961263.1|DBIA	LOC119657179|XP_037919896.1|HILL
OG0006425	LOC108031996|XP_016961278.1|DBIA	LOC119657850|XP_037920901.1|HILL
OG0006426	LOC108031994|XP_016961277.1|DBIA	LOC119657851|XP_037920902.1|HILL
OG0006427	LOC108024869|XP_016950502.1|DBIA	LOC119658000|XP_037921148.1|HILL
OG0006428	LOC108031607|XP_016960679.1|DBIA	LOC119650999|XP_037910211.1|HILL
OG0006429	LOC108026204|XP_016952494.1|DBIA	LOC119658364|XP_037921653.1|HILL
OG0006430	LOC108028717|XP_016956163.1|DBIA	LOC119651177|XP_037910532.1|HILL
OG0006431	LOC108025284|XP_016951150.1|DBIA	LOC119651765|XP_037911433.1|HILL
OG0006432	LOC108031440|XP_016960358.1|DBIA	LOC119653072|XP_037913482.1|HILL
OG0006433	LOC108024387|XP_016949785.1|DBIA	LOC119651062|XP_037910322.1|HILL
OG0006434	LOC108033798|XP_016963899.1|DBIA	LOC119661257|XP_037926436.1|HILL
OG0006435	LOC108025346|XP_016951286.1|DBIA	LOC119650902|XP_037910011.1|HILL
OG0006436	LOC108033130|XP_016962842.1|DBIA	LOC119656487|XP_037918740.1|HILL
OG0006437	LOC108033084|XP_016962752.1|DBIA	LOC119656489|XP_037918742.1|HILL
OG0006438	LOC108029052|XP_016956603.1|DBIA	LOC119659349|XP_037923326.1|HILL
OG0006439	LOC108023290|XP_016948085.1|DBIA	LOC119652371|XP_037912396.1|HILL
OG0006440	LOC108022993|XP_016947716.1|DBIA	LOC119651935|XP_037911703.1|HILL
OG0006442	LOC108032007|XP_016961294.1|DBIA	LOC119660894|XP_037925754.1|HILL
OG0006443	LOC108027038|XP_016953727.1|DBIA	LOC119651314|XP_037910771.1|HILL
OG0006444	LOC108025360|XP_016951309.1|DBIA	LOC119650865|XP_037909954.1|HILL
OG0006445	LOC108028713|XP_016956153.1|DBIA	LOC119653064|XP_037913470.1|HILL
OG0006446	LOC108026415|XP_016952832.1|DBIA	LOC119652953|XP_037913274.1|HILL
OG0006447	LOC108026427|XP_016952849.1|DBIA	LOC119652434|XP_037912503.1|HILL
OG0006448	LOC108026316|XP_016952692.1|DBIA	LOC119651373|XP_037910876.1|HILL
OG0006450	LOC108034003|XP_016964221.1|DBIA	LOC119660754|XP_037925444.1|HILL
