Orthogroup	DBIA.longest_only	DSER.longest_only
OG0009414	LOC108030465|XP_016958849.1|DBIA	LOC110189574|XP_020815363.1|DSER
OG0009415	LOC108029989|XP_016957988.1|DBIA	LOC110189735|XP_020815588.1|DSER
OG0009416	LOC108026969|XP_016953674.1|DBIA	LOC110178337|XP_020801115.1|DSER
OG0009417	LOC108026971|XP_016953676.1|DBIA	LOC110180385|XP_020803710.1|DSER
OG0009418	LOC108026592|XP_016953053.1|DBIA	LOC110180055|XP_020803339.1|DSER
OG0009419	LOC108026723|XP_016953322.1|DBIA	LOC110180360|XP_020803683.1|DSER
OG0009420	LOC108026726|XP_016953326.1|DBIA	LOC110180394|XP_020803713.1|DSER
OG0009421	LOC108023016|XP_016947739.1|DBIA	LOC110191224|XP_020817654.1|DSER
OG0009422	LOC108030248|XP_016958544.1|DBIA	LOC110178339|XP_020801116.1|DSER
OG0009423	LOC108036448|XP_016968083.1|DBIA	LOC110176870|XP_020799008.1|DSER
OG0009424	LOC108022807|XP_016947430.1|DBIA	LOC110177759|XP_020800282.1|DSER
OG0009425	LOC108029790|XP_016957790.1|DBIA	LOC110189479|XP_020815225.1|DSER
OG0009426	LOC108029371|XP_016957088.1|DBIA	LOC110189475|XP_020815215.1|DSER
OG0009427	LOC108030275|XP_016958590.1|DBIA	LOC110178443|XP_020801234.1|DSER
OG0009428	LOC108026523|XP_016952958.1|DBIA	LOC110182146|XP_020805815.1|DSER
OG0009429	LOC108029383|XP_016957100.1|DBIA	LOC110182874|XP_020806675.1|DSER
OG0009430	LOC108022505|XP_016946960.1|DBIA	LOC110177705|XP_020800203.1|DSER
OG0009431	LOC108026896|XP_016953594.1|DBIA	LOC110191468|XP_020817980.1|DSER
OG0009432	LOC108026645|XP_016953157.1|DBIA	LOC110181075|XP_020804406.1|DSER
OG0009433	LOC108026660|XP_016953188.1|DBIA	LOC110176972|XP_020799141.1|DSER
OG0009434	LOC108026801|XP_016953452.1|DBIA	LOC110190862|XP_020817174.1|DSER
OG0009435	LOC108026856|XP_016953524.1|DBIA	LOC110187765|XP_020812926.1|DSER
OG0009436	LOC108029474|XP_016957220.1|DBIA	LOC110191921|XP_020818577.1|DSER
OG0009437	LOC108036322|XP_016967824.1|DBIA	LOC110191845|XP_020818482.1|DSER
OG0009438	LOC108029786|XP_016957785.1|DBIA	LOC110180630|XP_020803981.1|DSER
OG0009439	LOC108029480|XP_016957233.1|DBIA	LOC110180602|XP_020803950.1|DSER
OG0009440	LOC108026875|XP_016953555.1|DBIA	LOC110191467|XP_020817979.1|DSER
OG0009441	LOC108024773|XP_016950375.1|DBIA	LOC110179670|XP_020802940.1|DSER
OG0009442	LOC108033105|XP_016962794.1|DBIA	LOC110179501|XP_020802736.1|DSER
OG0009443	LOC108022398|XP_016946772.1|DBIA	LOC110178502|XP_020801311.1|DSER
OG0009444	LOC108024052|XP_016949318.1|DBIA	LOC110184376|XP_020808534.1|DSER
OG0009445	LOC108025626|XP_016951651.1|DBIA	LOC110181696|XP_020805197.1|DSER
OG0009446	LOC108023440|XP_016948418.1|DBIA	LOC110180556|XP_020803910.1|DSER
OG0009448	LOC108033186|XP_016962917.1|DBIA	LOC110178709|XP_020801567.1|DSER
OG0009449	LOC108023583|XP_016948669.1|DBIA	LOC110175961|XP_020797809.1|DSER
OG0009450	LOC108025873|XP_016952034.1|DBIA	LOC110179748|XP_020803022.1|DSER
OG0009451	LOC108034099|XP_016964361.1|DBIA	LOC110183083|XP_020806932.1|DSER
OG0009452	LOC108024127|XP_016949398.1|DBIA	LOC110187029|XP_020812053.1|DSER
OG0009453	LOC108031482|XP_016960448.1|DBIA	LOC110188660|XP_020814104.1|DSER
OG0009454	LOC108035885|XP_016967129.1|DBIA	LOC110185198|XP_020809582.1|DSER
OG0009455	LOC108021965|XP_016946290.1|DBIA	LOC110181754|XP_020805276.1|DSER
OG0009456	LOC108033209|XP_016962949.1|DBIA	LOC110181863|XP_020805442.1|DSER
OG0009457	LOC108021897|XP_016946204.1|DBIA	LOC110181982|XP_020805587.1|DSER, LOC110183055|XP_020806899.1|DSER
OG0009458	LOC108023398|XP_016948333.1|DBIA	LOC110178177|XP_020800870.1|DSER
OG0009459	LOC108030071|XP_016958165.1|DBIA	LOC110178589|XP_020801427.1|DSER
OG0009460	LOC108035582|XP_016966742.1|DBIA	LOC110187411|XP_020812461.1|DSER
OG0009461	LOC108035603|XP_016966771.1|DBIA	LOC110187647|XP_020812718.1|DSER
OG0009462	LOC108031105|XP_016959808.1|DBIA	LOC110178799|XP_020801711.1|DSER
OG0009463	LOC108035102|XP_016966020.1|DBIA	LOC110183599|XP_020807572.1|DSER
OG0009464	LOC108034672|XP_016965101.1|DBIA	LOC110190235|XP_020816255.1|DSER
OG0009465	LOC108035702|XP_016966913.1|DBIA	LOC110190204|XP_020816217.1|DSER
OG0009466	LOC108028636|XP_016956049.1|DBIA	LOC110176736|XP_020798839.1|DSER
OG0009467	LOC108034717|XP_016965147.1|DBIA	LOC110190251|XP_020816274.1|DSER
OG0009468	LOC108035521|XP_016966676.1|DBIA	LOC110188809|XP_020814346.1|DSER
OG0009469	LOC108028306|XP_016955518.1|DBIA	LOC110184696|XP_020808967.1|DSER
OG0009470	LOC108028178|XP_016955329.1|DBIA	LOC110184710|XP_020808989.1|DSER
OG0009471	LOC108033395|XP_016963202.1|DBIA	LOC110183279|XP_020807169.1|DSER
OG0009472	LOC108034505|XP_016964911.1|DBIA	LOC110188846|XP_020814409.1|DSER
OG0009473	LOC108028813|XP_016956287.1|DBIA	LOC110190678|XP_020816943.1|DSER
OG0009474	LOC108029129|XP_016956743.1|DBIA	LOC110178678|XP_020801539.1|DSER
OG0009475	LOC108027881|XP_016954991.1|DBIA	LOC110190072|XP_020816036.1|DSER
OG0009476	LOC108034823|XP_016965405.1|DBIA	LOC110190170|XP_020816176.1|DSER
OG0009477	LOC108034584|XP_016965005.1|DBIA	LOC110190458|XP_020816618.1|DSER
OG0009478	LOC108034773|XP_016965208.1|DBIA	LOC110190769|XP_020817058.1|DSER
OG0009479	LOC108033443|XP_016963260.1|DBIA	LOC110184024|XP_020808048.1|DSER
OG0009480	LOC108034831|XP_016965432.1|DBIA	LOC110189097|XP_020814731.1|DSER
OG0009481	LOC108034701|XP_016965131.1|DBIA	LOC110190301|XP_020816345.1|DSER
OG0009482	LOC108035919|XP_016967185.1|DBIA	LOC110185281|XP_020809687.1|DSER
OG0009483	LOC108035971|XP_016967279.1|DBIA	LOC110185320|XP_020809745.1|DSER
OG0009484	LOC108023543|XP_016948607.1|DBIA	LOC110177456|XP_020799849.1|DSER
OG0009485	LOC108028397|XP_016955702.1|DBIA	LOC110188910|XP_020814490.1|DSER, LOC110188908|XP_020814488.1|DSER
OG0009486	LOC108028496|XP_016955864.1|DBIA	LOC110188911|XP_020814491.1|DSER, LOC110188909|XP_020814489.1|DSER
OG0009487	LOC108028222|XP_016955377.1|DBIA	LOC110190167|XP_020816162.1|DSER
OG0009488	LOC108034625|XP_016965050.1|DBIA	LOC110176250|XP_020798213.1|DSER
OG0009489	LOC108028049|XP_016955177.1|DBIA	LOC110178942|XP_020801900.1|DSER
OG0009490	LOC108029396|XP_016957113.1|DBIA	LOC110189608|XP_020815402.1|DSER
OG0009491	LOC108030742|XP_016959278.1|DBIA	LOC110190387|XP_020816476.1|DSER
OG0009492	LOC108030768|XP_016959310.1|DBIA	LOC110190198|XP_020816209.1|DSER
OG0009493	LOC108030789|XP_016959352.1|DBIA	LOC110190330|XP_020816385.1|DSER
OG0009494	LOC108030792|XP_016959358.1|DBIA	LOC110190333|XP_020816388.1|DSER
OG0009495	LOC108028345|XP_016955585.1|DBIA	LOC110184636|XP_020808893.1|DSER
OG0009496	LOC108030885|XP_016959535.1|DBIA	LOC110179840|XP_020803107.1|DSER
OG0009497	LOC108031236|XP_016959961.1|DBIA	LOC110186742|XP_020811666.1|DSER
OG0009498	LOC108028641|XP_016956055.1|DBIA	LOC110176692|XP_020798782.1|DSER
OG0009499	LOC108028577|XP_016955971.1|DBIA	LOC110184650|XP_020808910.1|DSER, LOC110179700|XP_020802969.1|DSER
OG0009500	LOC108028176|XP_016955327.1|DBIA	LOC110176731|XP_020798834.1|DSER
OG0009501	LOC108030527|XP_016958906.1|DBIA	LOC110176194|XP_020798104.1|DSER
OG0009502	LOC108031394|XP_016960248.1|DBIA	LOC110188390|XP_020813770.1|DSER
OG0009503	LOC108031560|XP_016960598.1|DBIA	LOC110186049|XP_020810750.1|DSER
OG0009504	LOC108031646|XP_016960766.1|DBIA	LOC110188185|XP_020813420.1|DSER
OG0009505	LOC108033552|XP_016963387.1|DBIA	LOC110182690|XP_020806442.1|DSER, LOC110180311|XP_020803626.1|DSER
OG0009506	LOC108028139|XP_016955288.1|DBIA	LOC110190074|XP_020816039.1|DSER
OG0009507	LOC108030004|XP_016958011.1|DBIA	LOC110183637|XP_020807615.1|DSER
OG0009508	LOC108027950|XP_016955068.1|DBIA	LOC110185719|XP_020810357.1|DSER
OG0009509	LOC108036264|XP_016967764.1|DBIA	LOC110176472|XP_020798494.1|DSER
OG0009510	LOC108026227|XP_016952553.1|DBIA	LOC110185530|XP_020810096.1|DSER
OG0009511	LOC108023069|XP_016947810.1|DBIA	LOC110181554|XP_020804996.1|DSER, LOC110187441|XP_020812488.1|DSER
OG0009512	LOC108021881|XP_016946164.1|DBIA	LOC110181926|XP_020805520.1|DSER
OG0009513	LOC108033050|XP_016962665.1|DBIA	LOC110184305|XP_020808452.1|DSER
OG0009514	LOC108036284|XP_016967783.1|DBIA	LOC110180438|XP_020803768.1|DSER
OG0009515	LOC108033265|XP_016963021.1|DBIA	LOC110176863|XP_020798996.1|DSER
OG0009516	LOC108033978|XP_016964186.1|DBIA	LOC110187484|XP_020812530.1|DSER
OG0009517	LOC108033692|XP_016963680.1|DBIA	LOC110182694|XP_020806447.1|DSER
OG0009518	LOC108034687|XP_016965117.1|DBIA	LOC110185153|XP_020809515.1|DSER
OG0009519	LOC108027826|XP_016954901.1|DBIA	LOC110178793|XP_020801705.1|DSER
OG0009520	LOC108025080|XP_016950828.1|DBIA	LOC110191266|XP_020817721.1|DSER
OG0009521	LOC108034621|XP_016965046.1|DBIA	LOC110180436|XP_020803766.1|DSER, LOC110185314|XP_020809739.1|DSER
OG0009522	LOC108026852|XP_016953520.1|DBIA	LOC110180964|XP_020804302.1|DSER
OG0009523	LOC108026661|XP_016953189.1|DBIA	LOC110176485|XP_020798520.1|DSER
OG0009525	LOC108022319|XP_016946669.1|DBIA	LOC110180338|XP_020803662.1|DSER
OG0009526	LOC108022369|XP_016946738.1|DBIA	LOC110191516|XP_020818043.1|DSER
OG0009527	LOC108029957|XP_016957949.1|DBIA	LOC110191557|XP_020818091.1|DSER
OG0009528	LOC108026528|XP_016952965.1|DBIA	LOC110181667|XP_020805154.1|DSER
OG0009529	LOC108022662|XP_016947217.1|DBIA	LOC110189737|XP_020815589.1|DSER, LOC110176786|XP_020798881.1|DSER
OG0009530	LOC108029330|XP_016957014.1|DBIA	LOC110189697|XP_020815531.1|DSER
OG0009531	LOC108029990|XP_016957989.1|DBIA	LOC110178395|XP_020801191.1|DSER
OG0009532	LOC108022434|XP_016946809.1|DBIA	LOC110177745|XP_020800261.1|DSER
OG0009533	LOC108029401|XP_016957121.1|DBIA	LOC110177365|XP_020799721.1|DSER
OG0009534	LOC108029426|XP_016957160.1|DBIA	LOC110179077|XP_020802119.1|DSER
OG0009535	LOC108023034|XP_016947764.1|DBIA	LOC110177968|XP_020800620.1|DSER
OG0009536	LOC108031110|XP_016959810.1|DBIA	LOC110176662|XP_020798759.1|DSER
OG0009537	LOC108031712|XP_016960866.1|DBIA	LOC110186913|XP_020811893.1|DSER
OG0009538	LOC108025119|XP_016950874.1|DBIA	LOC110191144|XP_020817558.1|DSER
OG0009539	LOC108027456|XP_016954399.1|DBIA	LOC110189507|XP_020815276.1|DSER, LOC110189515|XP_020815290.1|DSER
OG0009541	LOC108024543|XP_016950000.1|DBIA	LOC110176532|XP_020798571.1|DSER
OG0009542	LOC108025124|XP_016950880.1|DBIA	LOC110186881|XP_020811837.1|DSER, LOC110186882|XP_020811839.1|DSER
OG0009543	LOC108025167|XP_016950934.1|DBIA, LOC108025018|XP_016950763.1|DBIA	LOC110176486|XP_020798518.1|DSER, LOC110176546|XP_020798596.1|DSER
OG0009544	LOC108032146|XP_016961476.1|DBIA	LOC110186546|XP_020811409.1|DSER
OG0009545	LOC108025208|XP_016951030.1|DBIA	LOC110186969|XP_020811974.1|DSER
OG0009546	LOC108030978|XP_016959667.1|DBIA	LOC110186463|XP_020811310.1|DSER
OG0009547	LOC108022357|XP_016946728.1|DBIA, LOC108022353|XP_016946726.1|DBIA	LOC110191090|XP_020817497.1|DSER, LOC110191072|XP_020817469.1|DSER
OG0009548	LOC108028208|XP_016955362.1|DBIA	LOC110177498|XP_020799910.1|DSER
OG0009549	LOC108028046|XP_016955172.1|DBIA	LOC110190891|XP_020817208.1|DSER
OG0009549	LOC108028126|XP_016955266.1|DBIA	LOC110190887|XP_020817205.1|DSER
OG0009550	LOC108028687|XP_016956120.1|DBIA, LOC108028694|XP_016956132.1|DBIA	LOC110179418|XP_020802606.1|DSER, LOC110179409|XP_020802594.1|DSER
OG0009557	LOC108025978|XP_016952160.1|DBIA	LOC110190987|XP_020817357.1|DSER
OG0009560	LOC108024033|XP_016949295.1|DBIA	LOC110179711|XP_020802982.1|DSER
OG0009562	LOC108033405|XP_016963215.1|DBIA	LOC110184972|XP_020809282.1|DSER
OG0009563	LOC108028781|XP_016956249.1|DBIA	LOC110177474|XP_020799874.1|DSER
OG0009564	LOC108025782|XP_016951890.1|DBIA	LOC110184598|XP_020808848.1|DSER
OG0009565	LOC108028626|XP_016956039.1|DBIA	LOC110190313|XP_020816360.1|DSER
OG0009567	LOC108027159|XP_016953901.1|DBIA	LOC110188423|XP_020813806.1|DSER
OG0009568	LOC108033425|XP_016963235.1|DBIA	LOC110185066|XP_020809401.1|DSER
OG0009569	LOC108035759|XP_016966948.1|DBIA	LOC110181809|XP_020805355.1|DSER
OG0009571	LOC108024508|XP_016949944.1|DBIA	LOC110177418|XP_020799795.1|DSER
OG0009573	LOC108024802|XP_016950411.1|DBIA	LOC110187081|XP_020812138.1|DSER
OG0009574	LOC108023381|XP_016948275.1|DBIA	LOC110180620|XP_020803962.1|DSER
OG0009575	LOC108022297|XP_016946644.1|DBIA	LOC110180648|XP_020804005.1|DSER
OG0009576	LOC108027102|XP_016953808.1|DBIA	LOC110176659|XP_020798753.1|DSER
OG0009577	LOC108033616|XP_016963467.1|DBIA	LOC110183100|XP_020806951.1|DSER
OG0009579	LOC108027616|XP_016954625.1|DBIA	LOC110175963|XP_020797814.1|DSER
OG0009580	LOC108036485|XP_016968160.1|DBIA	LOC110188960|XP_020814563.1|DSER
OG0009581	LOC108032338|XP_016961637.1|DBIA	LOC110186024|XP_020810719.1|DSER
OG0009582	LOC108034821|XP_016965402.1|DBIA	LOC110190168|XP_020816163.1|DSER
OG0009583	LOC108033021|XP_016962638.1|DBIA	LOC110175995|XP_020797849.1|DSER
OG0009584	LOC108025651|XP_016951679.1|DBIA	LOC110184597|XP_020808847.1|DSER
OG0009585	LOC108026252|XP_016952595.1|DBIA	LOC110191376|XP_020817886.1|DSER
OG0009586	LOC108034706|XP_016965135.1|DBIA	LOC110190100|XP_020816066.1|DSER
OG0009587	LOC108026946|XP_016953649.1|DBIA	LOC110177662|XP_020800144.1|DSER
OG0009588	LOC108026024|XP_016952205.1|DBIA	LOC110191199|XP_020817625.1|DSER
OG0009589	LOC108028587|XP_016955993.1|DBIA	LOC110190905|XP_020817225.1|DSER
OG0009590	LOC108028663|XP_016956081.1|DBIA	LOC110186813|XP_020811762.1|DSER
OG0009591	LOC108031556|XP_016960588.1|DBIA	LOC110186350|XP_020811157.1|DSER
OG0009592	LOC108031868|XP_016961116.1|DBIA	LOC110188378|XP_020813752.1|DSER
OG0009593	LOC108032175|XP_016961517.1|DBIA	LOC110188316|XP_020813683.1|DSER
OG0009594	LOC108026119|XP_016952311.1|DBIA	LOC110186789|XP_020811726.1|DSER
OG0009595	LOC108027085|XP_016953790.1|DBIA	LOC110188675|XP_020814132.1|DSER
OG0009596	LOC108027457|XP_016954401.1|DBIA	LOC110188417|XP_020813801.1|DSER
OG0009597	LOC108027067|XP_016953766.1|DBIA	LOC110188575|XP_020813997.1|DSER
OG0009598	LOC108027327|XP_016954225.1|DBIA	LOC110188226|XP_020813532.1|DSER
OG0009599	LOC108024874|XP_016950508.1|DBIA	LOC110187981|XP_020813161.1|DSER
OG0009600	LOC108026133|XP_016952336.1|DBIA	LOC110191933|XP_020818609.1|DSER
OG0009601	LOC108026114|XP_016952303.1|DBIA	LOC110185371|XP_020809816.1|DSER
OG0009602	LOC108025153|XP_016950919.1|DBIA	LOC110176457|XP_020798468.1|DSER
OG0009603	LOC108031602|XP_016960669.1|DBIA	LOC110188759|XP_020814260.1|DSER
OG0009604	LOC108023348|XP_016948181.1|DBIA	LOC110181503|XP_020804932.1|DSER
OG0009605	LOC108025097|XP_016950848.1|DBIA	LOC110186199|XP_020810917.1|DSER
OG0009606	LOC108025062|XP_016950809.1|DBIA	LOC110186192|XP_020810910.1|DSER
OG0009607	LOC108025127|XP_016950883.1|DBIA	LOC110186219|XP_020810940.1|DSER
OG0009608	LOC108026078|XP_016952265.1|DBIA	LOC110186230|XP_020810951.1|DSER
OG0009609	LOC108023893|XP_016949071.1|DBIA	LOC110176572|XP_020798638.1|DSER
OG0009610	LOC108031760|XP_016960957.1|DBIA	LOC110188265|XP_020813613.1|DSER
OG0009611	LOC108031344|XP_016960097.1|DBIA	LOC110188671|XP_020814127.1|DSER
OG0009612	LOC108027002|XP_016953690.1|DBIA	LOC110189532|XP_020815324.1|DSER
OG0009613	LOC108035201|XP_016966198.1|DBIA	LOC110179777|XP_020803052.1|DSER, LOC110184922|XP_020809227.1|DSER
OG0009614	LOC108030985|XP_016959674.1|DBIA	LOC110186713|XP_020811644.1|DSER
OG0009615	LOC108025185|XP_016950982.1|DBIA	LOC110186359|XP_020811167.1|DSER
OG0009616	LOC108025116|XP_016950870.1|DBIA	LOC110186863|XP_020811813.1|DSER
OG0009617	LOC108024259|XP_016949638.1|DBIA	LOC110187623|XP_020812677.1|DSER
OG0009619	LOC108031768|XP_016960964.1|DBIA	LOC110188031|XP_020813228.1|DSER
OG0009620	LOC108031175|XP_016959883.1|DBIA	LOC110186719|XP_020811650.1|DSER
OG0009621	LOC108031023|XP_016959711.1|DBIA	LOC110186728|XP_020811654.1|DSER
OG0009622	LOC108031150|XP_016959854.1|DBIA	LOC110186818|XP_020811765.1|DSER
OG0009623	LOC108027000|XP_016953688.1|DBIA	LOC110191446|XP_020817969.1|DSER, LOC110186191|XP_020810908.1|DSER
OG0009624	LOC108023886|XP_016949060.1|DBIA	LOC110191106|XP_020817510.1|DSER
OG0009625	LOC108025399|XP_016951363.1|DBIA	LOC110186674|XP_020811600.1|DSER
OG0009626	LOC108031317|XP_016960053.1|DBIA	LOC110177413|XP_020799789.1|DSER
OG0009627	LOC108031277|XP_016960007.1|DBIA	LOC110177412|XP_020799788.1|DSER
OG0009628	LOC108031356|XP_016960115.1|DBIA	LOC110177336|XP_020799681.1|DSER
OG0009629	LOC108024431|XP_016949838.1|DBIA	LOC110188705|XP_020814170.1|DSER
OG0009630	LOC108024393|XP_016949793.1|DBIA	LOC110188538|XP_020813944.1|DSER
OG0009631	LOC108024908|XP_016950574.1|DBIA	LOC110188128|XP_020813375.1|DSER
OG0009632	LOC108032213|XP_016961566.1|DBIA	LOC110176096|XP_020797994.1|DSER
OG0009633	LOC108022199|XP_016946540.1|DBIA	LOC110178499|XP_020801308.1|DSER
OG0009634	LOC108025304|XP_016951191.1|DBIA	LOC110190949|XP_020817288.1|DSER
OG0009635	LOC108031806|XP_016961017.1|DBIA	LOC110190962|XP_020817311.1|DSER
OG0009636	LOC108028051|XP_016955179.1|DBIA	LOC110184638|XP_020808895.1|DSER
OG0009637	LOC108032020|XP_016961315.1|DBIA	LOC110187949|XP_020813123.1|DSER
OG0009638	LOC108031295|XP_016960027.1|DBIA	LOC110186906|XP_020811884.1|DSER
OG0009639	LOC108027074|XP_016953777.1|DBIA	LOC110191812|XP_020818425.1|DSER
OG0009640	LOC108025511|XP_016951522.1|DBIA	LOC110186578|XP_020811451.1|DSER
OG0009641	LOC108031008|XP_016959697.1|DBIA	LOC110187979|XP_020813158.1|DSER
OG0009642	LOC108031152|XP_016959857.1|DBIA	LOC110188107|XP_020813338.1|DSER
OG0009643	LOC108022984|XP_016947704.1|DBIA	LOC110191416|XP_020817933.1|DSER
OG0009644	LOC108024864|XP_016950495.1|DBIA	LOC110184764|XP_020809058.1|DSER
OG0009645	LOC108024458|XP_016949865.1|DBIA	LOC110186207|XP_020810932.1|DSER
OG0009646	LOC108025005|XP_016950750.1|DBIA	LOC110186282|XP_020811055.1|DSER
OG0009647	LOC108025108|XP_016950860.1|DBIA	LOC110186675|XP_020811601.1|DSER
OG0009648	LOC108027277|XP_016954141.1|DBIA	LOC110191094|XP_020817498.1|DSER
OG0009649	LOC108024554|XP_016950024.1|DBIA	LOC110186162|XP_020810877.1|DSER
OG0009650	LOC108034395|XP_016964768.1|DBIA	LOC110181171|XP_020804505.1|DSER
OG0009651	LOC108033610|XP_016963462.1|DBIA	LOC110183966|XP_020807981.1|DSER
OG0009652	LOC108032752|XP_016962231.1|DBIA	LOC110176880|XP_020799015.1|DSER
OG0009653	LOC108029292|XP_016956983.1|DBIA	LOC110187591|XP_020812635.1|DSER
OG0009654	LOC108029293|XP_016956984.1|DBIA	LOC110187584|XP_020812630.1|DSER
OG0009655	LOC108036733|XP_016968525.1|DBIA	LOC110176809|XP_020798908.1|DSER
OG0009656	LOC108032532|XP_016961882.1|DBIA	LOC110184980|XP_020809289.1|DSER
OG0009657	LOC108028918|XP_016956426.1|DBIA	LOC110184966|XP_020809272.1|DSER
OG0009658	LOC108033472|XP_016963298.1|DBIA	LOC110185001|XP_020809313.1|DSER
OG0009659	LOC108027897|XP_016955005.1|DBIA	LOC110179186|XP_020802257.1|DSER
OG0009660	LOC108036058|XP_016967490.1|DBIA	LOC110182271|XP_020805947.1|DSER
OG0009661	LOC108034299|XP_016964651.1|DBIA	LOC110177006|XP_020799175.1|DSER
OG0009662	LOC108034156|XP_016964448.1|DBIA	LOC110184008|XP_020808032.1|DSER
OG0009663	LOC108029206|XP_016956873.1|DBIA	LOC110176938|XP_020799097.1|DSER
OG0009664	LOC108027812|XP_016954879.1|DBIA	LOC110182376|XP_020806076.1|DSER
OG0009665	LOC108029281|XP_016956969.1|DBIA	LOC110177066|XP_020799243.1|DSER
OG0009666	LOC108033688|XP_016963663.1|DBIA	LOC110187339|XP_020812386.1|DSER
OG0009667	LOC108033942|XP_016964116.1|DBIA	LOC110187294|XP_020812342.1|DSER
OG0009668	LOC108034324|XP_016964684.1|DBIA	LOC110187284|XP_020812332.1|DSER
OG0009669	LOC108033795|XP_016963894.1|DBIA	LOC110187492|XP_020812540.1|DSER
OG0009670	LOC108029162|XP_016956791.1|DBIA	LOC110182370|XP_020806070.1|DSER
OG0009671	LOC108033380|XP_016963189.1|DBIA	LOC110176997|XP_020799165.1|DSER
OG0009672	LOC108032397|XP_016961706.1|DBIA	LOC110177015|XP_020799187.1|DSER
OG0009673	LOC108032359|XP_016961660.1|DBIA	LOC110177047|XP_020799223.1|DSER
OG0009674	LOC108032370|XP_016961679.1|DBIA	LOC110181324|XP_020804702.1|DSER
OG0009675	LOC108029205|XP_016956871.1|DBIA	LOC110185969|XP_020810647.1|DSER
OG0009676	LOC108033939|XP_016964112.1|DBIA	LOC110185120|XP_020809471.1|DSER
OG0009677	LOC108036159|XP_016967640.1|DBIA	LOC110183856|XP_020807869.1|DSER
OG0009678	LOC108033727|XP_016963761.1|DBIA	LOC110182749|XP_020806517.1|DSER
OG0009679	LOC108034259|XP_016964605.1|DBIA	LOC110183138|XP_020806987.1|DSER
OG0009680	LOC108032555|XP_016961925.1|DBIA	LOC110185124|XP_020809478.1|DSER
OG0009681	LOC108022223|XP_016946566.1|DBIA	LOC110178470|XP_020801268.1|DSER
OG0009682	LOC108022296|XP_016946643.1|DBIA	LOC110182982|XP_020806834.1|DSER
OG0009683	LOC108030204|XP_016958451.1|DBIA	LOC110189462|XP_020815196.1|DSER
OG0009684	LOC108030202|XP_016958448.1|DBIA	LOC110189589|XP_020815380.1|DSER
OG0009685	LOC108029920|XP_016957902.1|DBIA	LOC110189559|XP_020815348.1|DSER
OG0009686	LOC108022103|XP_016946434.1|DBIA	LOC110177902|XP_020800529.1|DSER
OG0009687	LOC108023020|XP_016947744.1|DBIA	LOC110180070|XP_020803352.1|DSER
OG0009688	LOC108030297|XP_016958620.1|DBIA	LOC110184035|XP_020808067.1|DSER
OG0009689	LOC108029848|XP_016957825.1|DBIA	LOC110189371|XP_020815078.1|DSER
OG0009690	LOC108022878|XP_016947562.1|DBIA	LOC110189198|XP_020814828.1|DSER
OG0009691	LOC108026711|XP_016953302.1|DBIA	LOC110181132|XP_020804465.1|DSER
OG0009692	LOC108036299|XP_016967799.1|DBIA	LOC110179810|XP_020803077.1|DSER
OG0009693	LOC108022622|XP_016947153.1|DBIA	LOC110180007|XP_020803256.1|DSER
OG0009694	LOC108022826|XP_016947457.1|DBIA	LOC110191639|XP_020818189.1|DSER
OG0009695	LOC108022452|XP_016946849.1|DBIA	LOC110184098|XP_020808145.1|DSER
OG0009696	LOC108030353|XP_016958709.1|DBIA	LOC110178460|XP_020801256.1|DSER
OG0009697	LOC108034760|XP_016965196.1|DBIA	LOC110184265|XP_020808390.1|DSER
OG0009698	LOC108030332|XP_016958682.1|DBIA	LOC110189718|XP_020815567.1|DSER
OG0009699	LOC108023025|XP_016947751.1|DBIA	LOC110179343|XP_020802507.1|DSER
OG0009700	LOC108022991|XP_016947710.1|DBIA	LOC110191422|XP_020817942.1|DSER
OG0009701	LOC108025483|XP_016951487.1|DBIA	LOC110186404|XP_020811230.1|DSER
OG0009702	LOC108029893|XP_016957871.1|DBIA	LOC110189716|XP_020815565.1|DSER
OG0009703	LOC108029165|XP_016956795.1|DBIA	LOC110178167|XP_020800860.1|DSER
OG0009704	LOC108029394|XP_016957111.1|DBIA	LOC110182925|XP_020806750.1|DSER
OG0009705	LOC108022936|XP_016947638.1|DBIA	LOC110178364|XP_020801158.1|DSER
OG0009706	LOC108022299|XP_016946648.1|DBIA	LOC110178384|XP_020801180.1|DSER
OG0009707	LOC108032029|XP_016961328.1|DBIA	LOC110188189|XP_020813424.1|DSER
OG0009708	LOC108029896|XP_016957875.1|DBIA	LOC110189336|XP_020815037.1|DSER
OG0009709	LOC108030305|XP_016958628.1|DBIA	LOC110189566|XP_020815356.1|DSER
OG0009710	LOC108030306|XP_016958630.1|DBIA	LOC110189565|XP_020815355.1|DSER
OG0009711	LOC108030044|XP_016958105.1|DBIA	LOC110189312|XP_020815013.1|DSER
OG0009712	LOC108035020|XP_016965852.1|DBIA	LOC110190747|XP_020817029.1|DSER
OG0009713	LOC108029548|XP_016957354.1|DBIA	LOC110178248|XP_020800959.1|DSER
OG0009714	LOC108030316|XP_016958644.1|DBIA	LOC110178343|XP_020801121.1|DSER
OG0009715	LOC108026853|XP_016953521.1|DBIA	LOC110180986|XP_020804323.1|DSER
OG0009716	LOC108029609|XP_016957478.1|DBIA	LOC110189679|XP_020815495.1|DSER
OG0009717	LOC108030214|XP_016958470.1|DBIA	LOC110177866|XP_020800475.1|DSER
OG0009718	LOC108029378|XP_016957094.1|DBIA	LOC110189474|XP_020815214.1|DSER
