Orthogroup	DBIA.longest_only	DPER.longest_only
OG0008018	LOC108023190|XP_016947922.1|DBIA	LOC6596730|XP_026845998.1|DPER
OG0008019	LOC108024008|XP_016949241.1|DBIA	LOC6600759|XP_026848634.1|DPER
OG0008020	LOC108031542|XP_016960568.1|DBIA	LOC6594212|XP_002019671.2|DPER
OG0008021	LOC108025678|XP_016951704.1|DBIA	LOC6598470|XP_002023698.1|DPER
OG0008022	LOC108025235|XP_016951071.1|DBIA	LOC6588578|XP_026840073.1|DPER
OG0008023	LOC108023667|XP_016948778.1|DBIA	LOC6600020|XP_026849188.1|DPER
OG0008024	LOC108023708|XP_016948826.1|DBIA	LOC6596693|XP_002021962.2|DPER
OG0008025	LOC108023192|XP_016947932.1|DBIA	LOC6596726|XP_026845991.1|DPER
OG0008026	LOC108023297|XP_016948087.1|DBIA	LOC6599165|XP_002024356.2|DPER
OG0008027	LOC108021981|XP_016946310.1|DBIA	LOC6604150|XP_026848950.1|DPER
OG0008028	LOC108024223|XP_016949586.1|DBIA	LOC6591412|XP_002016938.1|DPER
OG0008029	LOC108026371|XP_016952780.1|DBIA	LOC6591658|XP_002016853.1|DPER
OG0008030	LOC108032920|XP_016962475.1|DBIA	LOC6592140|XP_002017276.1|DPER
OG0008031	LOC108027860|XP_016954950.1|DBIA	LOC6596418|XP_002021816.1|DPER
OG0008032	LOC108023884|XP_016949057.1|DBIA	LOC6587817|XP_026851031.1|DPER
OG0008033	LOC108026280|XP_016952634.1|DBIA	LOC6591602|XP_002017097.2|DPER
OG0008034	LOC108031732|XP_016960900.1|DBIA	LOC6591860|XP_002017350.1|DPER
OG0008035	LOC108025940|XP_016952127.1|DBIA	LOC6598204|XP_002023539.2|DPER
OG0008036	LOC108026120|XP_016952312.1|DBIA	LOC6594030|XP_002019640.1|DPER
OG0008037	LOC108026116|XP_016952305.1|DBIA	LOC6594042|XP_026850379.1|DPER
OG0008038	LOC108021943|XP_016946260.1|DBIA	LOC6597355|XP_002022557.2|DPER
OG0008039	LOC108031567|XP_016960614.1|DBIA	LOC6594955|XP_026840348.1|DPER
OG0008040	LOC108023871|XP_016949039.1|DBIA	LOC6588347|XP_002013193.2|DPER
OG0008041	LOC108025700|XP_016951725.1|DBIA	LOC6599412|XP_026847142.1|DPER
OG0008042	LOC108027424|XP_016954361.1|DBIA	LOC6598732|XP_002023879.2|DPER
OG0008043	LOC108023598|XP_016948694.1|DBIA	LOC6600132|XP_002025249.1|DPER
OG0008044	LOC108024120|XP_016949390.1|DBIA	LOC113566580|XP_026848611.1|DPER
OG0008045	LOC108025948|XP_016952135.1|DBIA	LOC6599326|XP_026847109.1|DPER
OG0008046	LOC108032011|XP_016961300.1|DBIA	LOC6594961|XP_002020329.1|DPER
OG0008047	LOC108027297|XP_016954178.1|DBIA	LOC6591414|XP_002016940.2|DPER
OG0008048	LOC108031705|XP_016960857.1|DBIA	LOC6594959|XP_002020327.1|DPER
OG0008049	LOC108027294|XP_016954175.1|DBIA	LOC6591415|XP_002016941.2|DPER
OG0008050	LOC108026292|XP_016952648.1|DBIA	LOC6592011|XP_002017439.2|DPER
OG0008051	LOC108031667|XP_016960796.1|DBIA	LOC6588572|XP_002013953.1|DPER
OG0008052	LOC108026258|XP_016952601.1|DBIA	LOC6591905|XP_026840250.1|DPER
OG0008053	LOC108036888|XP_016968756.1|DBIA	LOC6591589|XP_002016803.1|DPER
OG0008054	LOC108023615|XP_016948710.1|DBIA	LOC6600216|XP_026846616.1|DPER
OG0008055	LOC108023672|XP_016948783.1|DBIA	LOC6599166|XP_026848249.1|DPER
OG0008056	LOC108023219|XP_016947978.1|DBIA	LOC6596752|XP_002021935.1|DPER
OG0008057	LOC108027029|XP_016953714.1|DBIA	LOC6588128|XP_002014119.1|DPER
OG0008058	LOC108024595|XP_016950092.1|DBIA	LOC6587193|XP_026843210.1|DPER
OG0008059	LOC108027398|XP_016954325.1|DBIA	LOC6592059|XP_026841547.1|DPER
OG0008060	LOC108024513|XP_016949950.1|DBIA	LOC6594145|XP_002019771.1|DPER
OG0008061	LOC108023801|XP_016948931.1|DBIA	LOC6600778|XP_026845166.1|DPER
OG0008062	LOC108026633|XP_016953147.1|DBIA	LOC6597619|XP_002022757.1|DPER
OG0008063	LOC108027425|XP_016954362.1|DBIA	LOC6598731|XP_002023878.1|DPER
OG0008064	LOC108025732|XP_016951800.1|DBIA	LOC6599445|XP_026847195.1|DPER
OG0008065	LOC108023762|XP_016948892.1|DBIA	LOC6596915|XP_002021845.1|DPER
OG0008066	LOC108028880|XP_016956377.1|DBIA	LOC6600191|XP_026846719.1|DPER
OG0008067	LOC108025766|XP_016951850.1|DBIA	LOC6598302|XP_002023504.2|DPER
OG0008068	LOC108025925|XP_016952105.1|DBIA	LOC6599408|XP_026847112.1|DPER
OG0008069	LOC108026010|XP_016952190.1|DBIA	LOC6587654|XP_026851107.1|DPER
OG0008070	LOC108031706|XP_016960858.1|DBIA	LOC6594958|XP_002020326.2|DPER
OG0008071	LOC108032573|XP_016961966.1|DBIA	LOC6597533|XP_002022663.1|DPER
OG0008072	LOC108024191|XP_016949526.1|DBIA	LOC6597664|XP_026848886.1|DPER
OG0008073	LOC108033196|XP_016962931.1|DBIA	LOC6598217|XP_002023342.2|DPER
OG0008074	LOC108033175|XP_016962901.1|DBIA	LOC6598221|XP_002023346.1|DPER
OG0008075	LOC108022151|XP_016946482.1|DBIA	LOC6592418|XP_026840820.1|DPER
OG0008076	LOC108023434|XP_016948412.1|DBIA	LOC6600145|XP_026846638.1|DPER
OG0008077	LOC108032941|XP_016962504.1|DBIA	LOC6591962|XP_002017504.1|DPER
OG0008078	LOC108033155|XP_016962871.1|DBIA	LOC6603077|XP_002028119.1|DPER
OG0008079	LOC108026671|XP_016953211.1|DBIA	LOC6597625|XP_002022763.1|DPER
OG0008080	LOC108023657|XP_016948765.1|DBIA	LOC6600143|XP_002025260.2|DPER
OG0008081	LOC108023468|XP_016948474.1|DBIA	LOC6596888|XP_002022103.2|DPER
OG0008082	LOC108025169|XP_016950936.1|DBIA	LOC6587406|XP_002013030.1|DPER
OG0008083	LOC108027205|XP_016954003.1|DBIA	LOC6588224|XP_002014123.2|DPER
OG0008084	LOC108032023|XP_016961322.1|DBIA	LOC6587889|XP_002012783.1|DPER
OG0008085	LOC108025179|XP_016950976.1|DBIA	LOC6587725|XP_002012938.1|DPER
OG0008086	LOC108027202|XP_016953998.1|DBIA	LOC6588188|XP_026846950.1|DPER
OG0008087	LOC108024012|XP_016949259.1|DBIA	LOC6600211|XP_026846713.1|DPER
OG0008088	LOC108025615|XP_016951637.1|DBIA	LOC6598580|XP_026846231.1|DPER
OG0008089	LOC108029611|XP_016957486.1|DBIA	LOC6601017|XP_002026139.2|DPER
OG0008090	LOC108024176|XP_016949489.1|DBIA	LOC6596659|XP_002021997.1|DPER
OG0008091	LOC108026154|XP_016952378.1|DBIA	LOC6587839|XP_002013458.1|DPER
OG0008092	LOC108031523|XP_016960535.1|DBIA	LOC6594416|XP_002019680.1|DPER
OG0008093	LOC108023475|XP_016948486.1|DBIA	LOC6599284|XP_026848292.1|DPER
OG0008094	LOC108034137|XP_016964415.1|DBIA	LOC6589692|XP_002015205.1|DPER
OG0008095	LOC108025379|XP_016951340.1|DBIA	LOC6594718|XP_002019403.1|DPER
OG0008096	LOC108024218|XP_016949572.1|DBIA	LOC6599947|XP_002025137.1|DPER
OG0008097	LOC108023582|XP_016948667.1|DBIA	LOC6597259|XP_002022453.1|DPER
OG0008098	LOC108035692|XP_016966900.1|DBIA	LOC6601973|XP_026849626.1|DPER
OG0008099	LOC108028774|XP_016956241.1|DBIA	LOC6595983|XP_002021049.1|DPER
OG0008100	LOC108031590|XP_016960648.1|DBIA	LOC6594258|XP_026850313.1|DPER
OG0008101	LOC108023971|XP_016949183.1|DBIA	LOC6599306|XP_026848294.1|DPER
OG0008102	LOC108026174|XP_016952437.1|DBIA	LOC113564934|XP_026840256.1|DPER
OG0008103	LOC108024166|XP_016949470.1|DBIA	LOC6597440|XP_002022382.1|DPER
OG0008104	LOC108030567|XP_016958956.1|DBIA	LOC6597059|XP_002022184.1|DPER
OG0008105	LOC108031680|XP_016960812.1|DBIA	LOC6588353|XP_026851134.1|DPER
OG0008106	LOC108030840|XP_016959461.1|DBIA	LOC6596139|XP_002021152.1|DPER
OG0008107	LOC108025509|XP_016951520.1|DBIA	LOC6594716|XP_002019401.2|DPER
OG0008108	LOC108023613|XP_016948709.1|DBIA	LOC6600215|XP_002025213.1|DPER
OG0008109	LOC108021975|XP_016946305.1|DBIA	LOC6600114|XP_002025281.1|DPER
OG0008110	LOC108025608|XP_016951632.1|DBIA	LOC6600786|XP_002025809.1|DPER
OG0008111	LOC108023733|XP_016948860.1|DBIA	LOC6598145|XP_002023482.2|DPER
OG0008112	LOC108023277|XP_016948052.1|DBIA	LOC6600444|XP_026848429.1|DPER
OG0008113	LOC108036447|XP_016968084.1|DBIA	LOC6602570|XP_026845887.1|DPER
OG0008114	LOC108036439|XP_016968070.1|DBIA	LOC6602581|XP_002027605.1|DPER
OG0008115	LOC108033061|XP_016962699.1|DBIA	LOC6598168|XP_026846142.1|DPER
OG0008116	LOC108033097|XP_016962782.1|DBIA	LOC6598165|XP_026846190.1|DPER
OG0008117	LOC108023974|XP_016949187.1|DBIA	LOC6597313|XP_002022501.2|DPER
OG0008118	LOC108023268|XP_016948041.1|DBIA	LOC6598147|XP_026846288.1|DPER
OG0008119	LOC108024161|XP_016949462.1|DBIA	LOC6600737|XP_002025775.1|DPER
OG0008120	LOC108025893|XP_016952064.1|DBIA	LOC6598283|XP_002023306.1|DPER
OG0008121	LOC108029768|XP_016957766.1|DBIA	LOC6592202|XP_002017837.1|DPER
OG0008122	LOC108023409|XP_016948356.1|DBIA	LOC6600224|XP_026846670.1|DPER
OG0008123	LOC108033177|XP_016962904.1|DBIA	LOC6598290|XP_002023313.1|DPER
OG0008124	LOC108023618|XP_016948714.1|DBIA	LOC6596868|XP_026845853.1|DPER
OG0008125	LOC108021957|XP_016946276.1|DBIA	LOC6596916|XP_002021846.1|DPER
OG0008126	LOC108023766|XP_016948896.1|DBIA	LOC113566674|XP_026849160.1|DPER
OG0008127	LOC108023421|XP_016948395.1|DBIA	LOC6600150|XP_026846698.1|DPER
OG0008128	LOC108033228|XP_016962984.1|DBIA	LOC6600153|XP_002025236.1|DPER
OG0008129	LOC108023699|XP_016948816.1|DBIA	LOC6596863|XP_026845817.1|DPER
OG0008130	LOC108024744|XP_016950333.1|DBIA	LOC6597333|XP_002022521.2|DPER
OG0008131	LOC108023716|XP_016948836.1|DBIA	LOC6600096|XP_002025209.2|DPER
OG0008132	LOC108026307|XP_016952680.1|DBIA	LOC6591653|XP_002016848.1|DPER
OG0008133	LOC108033129|XP_016962841.1|DBIA	LOC6599307|XP_002024428.2|DPER
OG0008134	LOC108023604|XP_016948699.1|DBIA	LOC6600061|XP_026849228.1|DPER
OG0008135	LOC108031704|XP_016960854.1|DBIA	LOC6594335|XP_026840492.1|DPER
OG0008136	LOC108027921|XP_016955034.1|DBIA	LOC6588914|XP_026844397.1|DPER
OG0008137	LOC108021936|XP_016946251.1|DBIA	LOC6597547|XP_026848934.1|DPER
OG0008138	LOC108034549|XP_016964965.1|DBIA	LOC6599707|XP_002024960.1|DPER
OG0008139	LOC108029510|XP_016957296.1|DBIA	LOC6590694|XP_002016625.1|DPER
OG0008140	LOC108021958|XP_016946277.1|DBIA	LOC113566041|XP_026845652.1|DPER
OG0008141	LOC108032463|XP_016961780.1|DBIA	LOC6598210|XP_026846134.1|DPER
OG0008142	LOC108024239|XP_016949609.1|DBIA	LOC6602903|XP_002027926.2|DPER
OG0008143	LOC108025908|XP_016952081.1|DBIA	LOC6603313|XP_002028293.1|DPER
OG0008144	LOC108029638|XP_016957530.1|DBIA	LOC6593220|XP_002018480.1|DPER
OG0008145	LOC108036069|XP_016967507.1|DBIA	LOC6597020|XP_026845737.1|DPER
OG0008146	LOC108022030|XP_016946364.1|DBIA	LOC6597544|XP_002022674.1|DPER
OG0008147	LOC108022024|XP_016946358.1|DBIA	LOC6597542|XP_026849278.1|DPER
OG0008148	LOC108033058|XP_016962692.1|DBIA	LOC6603080|XP_026847140.1|DPER
OG0008149	LOC108023508|XP_016948537.1|DBIA	LOC6599944|XP_026849122.1|DPER
OG0008150	LOC108025834|XP_016951981.1|DBIA	LOC6602892|XP_026849649.1|DPER
OG0008151	LOC108023357|XP_016948221.1|DBIA	LOC6602619|XP_026846665.1|DPER
OG0008152	LOC108023516|XP_016948551.1|DBIA	LOC6600441|XP_026848408.1|DPER
OG0008153	LOC108022925|XP_016947626.1|DBIA	LOC6590381|XP_002015483.2|DPER
OG0008155	LOC108030629|XP_016959122.1|DBIA	LOC6602798|XP_002027849.1|DPER
OG0008156	LOC108023885|XP_016949058.1|DBIA	LOC6587910|XP_002012987.1|DPER
OG0008157	LOC108032090|XP_016961405.1|DBIA	LOC6588108|XP_002012866.1|DPER
OG0008158	LOC108033138|XP_016962850.1|DBIA	LOC6598138|XP_002023290.1|DPER
OG0008159	LOC108028193|XP_016955342.1|DBIA	LOC6599052|XP_026849019.1|DPER
OG0008160	LOC108026732|XP_016953333.1|DBIA	LOC6590135|XP_026841813.1|DPER
OG0008161	LOC108028054|XP_016955185.1|DBIA	LOC6599444|XP_002024508.2|DPER
OG0008162	LOC108023505|XP_016948533.1|DBIA	LOC6598312|XP_002023386.1|DPER
OG0008163	LOC108028338|XP_016955578.1|DBIA	LOC113566615|XP_026848846.1|DPER
OG0008164	LOC108036171|XP_016967649.1|DBIA	LOC6600706|XP_026848614.1|DPER
OG0008165	LOC108023654|XP_016948763.1|DBIA	LOC6600090|XP_002025182.2|DPER
OG0008166	LOC108036491|XP_016968175.1|DBIA	LOC113565942|XP_026845137.1|DPER
OG0008167	LOC108029802|XP_016957822.1|DBIA	LOC6603241|XP_002028217.1|DPER
OG0008168	LOC108027707|XP_016954781.1|DBIA	LOC6603223|XP_026845450.1|DPER
OG0008169	LOC108024152|XP_016949444.1|DBIA	LOC6596714|XP_002022037.1|DPER
OG0008170	LOC108023009|XP_016947731.1|DBIA	LOC6591259|XP_002015795.1|DPER
OG0008171	LOC108028863|XP_016956341.1|DBIA	LOC6600430|XP_002025535.2|DPER
OG0008172	LOC108027399|XP_016954326.1|DBIA	LOC6594182|XP_002019813.1|DPER
OG0008173	LOC108033658|XP_016963583.1|DBIA	LOC6596345|XP_002021700.1|DPER
OG0008174	LOC108029545|XP_016957347.1|DBIA	LOC6592639|XP_002017860.1|DPER
OG0008175	LOC108023499|XP_016948523.1|DBIA	LOC6597711|XP_026846397.1|DPER
OG0008176	LOC108024254|XP_016949630.1|DBIA	LOC6599948|XP_026849158.1|DPER
OG0008177	LOC108024207|XP_016949549.1|DBIA	LOC6600703|XP_002025818.1|DPER
OG0008178	LOC108033171|XP_016962893.1|DBIA	LOC6599117|XP_002024418.1|DPER
OG0008179	LOC108033214|XP_016962958.1|DBIA	LOC6602873|XP_002027908.1|DPER
OG0008180	LOC108024227|XP_016949588.1|DBIA	LOC6596660|XP_026845904.1|DPER
OG0008181	LOC108024228|XP_016949589.1|DBIA	LOC6596719|XP_002022042.1|DPER
OG0008182	LOC108029549|XP_016957356.1|DBIA	LOC6590648|XP_002016609.1|DPER
OG0008183	LOC108026890|XP_016953585.1|DBIA	LOC6601319|XP_026841869.1|DPER
OG0008184	LOC108033308|XP_016963070.1|DBIA	LOC6587172|XP_002013490.2|DPER
OG0008185	LOC108036893|XP_016968759.1|DBIA	LOC6588142|XP_026848905.1|DPER
OG0008186	LOC108036593|XP_016968342.1|DBIA	LOC6590705|XP_002015989.1|DPER
OG0008187	LOC108036596|XP_016968344.1|DBIA	LOC6590706|XP_026841162.1|DPER
OG0008188	LOC108027674|XP_016954707.1|DBIA	LOC6595510|XP_002020615.2|DPER
OG0008189	LOC108032780|XP_016962271.1|DBIA	LOC6596269|XP_002021795.1|DPER
OG0008190	LOC108029122|XP_016956730.1|DBIA	LOC6601042|XP_002026130.1|DPER
OG0008191	LOC108023196|XP_016947943.1|DBIA	LOC6596724|XP_002021940.1|DPER
OG0008192	LOC108024160|XP_016949460.1|DBIA	LOC6600736|XP_026848603.1|DPER
OG0008193	LOC108027622|XP_016954633.1|DBIA	LOC6597850|XP_002023012.2|DPER
OG0008194	LOC108029287|XP_016956975.1|DBIA	LOC6593696|XP_002018843.1|DPER
OG0008195	LOC108029413|XP_016957135.1|DBIA	LOC6592375|XP_002017997.1|DPER
OG0008196	LOC108026562|XP_016953001.1|DBIA	LOC6591269|XP_002016024.1|DPER
OG0008197	LOC108035679|XP_016966878.1|DBIA	LOC6595851|XP_026845701.1|DPER
OG0008198	LOC108024217|XP_016949570.1|DBIA	LOC6596841|XP_026845874.1|DPER
OG0008199	LOC108023500|XP_016948524.1|DBIA	LOC6597714|XP_002022865.2|DPER
OG0008200	LOC108036580|XP_016968320.1|DBIA	LOC6602102|XP_002027147.1|DPER
OG0008201	LOC108030627|XP_016959119.1|DBIA	LOC6602796|XP_002027847.1|DPER
OG0008202	LOC108030632|XP_016959126.1|DBIA	LOC6600593|XP_002025648.1|DPER
OG0008203	LOC108031248|XP_016959978.1|DBIA	LOC6600282|XP_002025395.1|DPER
OG0008204	LOC108036408|XP_016968020.1|DBIA	LOC6600380|XP_002025468.1|DPER
OG0008205	LOC108023669|XP_016948780.1|DBIA	LOC6598431|XP_026848666.1|DPER
OG0008206	LOC108030610|XP_016959091.1|DBIA	LOC6601862|XP_026849347.1|DPER
OG0008207	LOC108028836|XP_016956316.1|DBIA	LOC6601836|XP_002026902.2|DPER
OG0008208	LOC108036635|XP_016968398.1|DBIA	LOC6590697|XP_026841550.1|DPER
OG0008209	LOC108035577|XP_016966737.1|DBIA	LOC6601679|XP_026847563.1|DPER
OG0008210	LOC108034641|XP_016965068.1|DBIA	LOC6593160|XP_002018334.1|DPER
OG0008211	LOC108035035|XP_016965873.1|DBIA	LOC6589795|XP_002014463.1|DPER
OG0008212	LOC108030894|XP_016959558.1|DBIA	LOC6602349|XP_002027428.1|DPER
OG0008213	LOC108023720|XP_016948842.1|DBIA	LOC6602755|XP_002027784.1|DPER
OG0008214	LOC108030532|XP_016958914.1|DBIA	LOC6595959|XP_002021197.1|DPER
OG0008215	LOC108033220|XP_016962972.1|DBIA	LOC6602672|XP_002027712.2|DPER
OG0008216	LOC108028336|XP_016955575.1|DBIA	LOC6596035|XP_002021034.1|DPER
OG0008217	LOC108024158|XP_016949459.1|DBIA	LOC6602875|XP_026849663.1|DPER
OG0008218	LOC108022712|XP_016947276.1|DBIA	LOC6590518|XP_002016086.2|DPER
OG0008219	LOC108023406|XP_016948350.1|DBIA	LOC6597414|XP_002022422.2|DPER
OG0008220	LOC108025760|XP_016951844.1|DBIA	LOC6596900|XP_026849896.1|DPER
OG0008221	LOC108033669|XP_016963599.1|DBIA	LOC6588940|XP_026844847.1|DPER
OG0008222	LOC108030811|XP_016959397.1|DBIA	LOC6603441|XP_002028395.1|DPER
OG0008223	LOC108030602|XP_016959076.1|DBIA	LOC6596947|XP_002022228.2|DPER
OG0008224	LOC108028320|XP_016955540.1|DBIA	LOC6601832|XP_002026898.1|DPER
OG0008225	LOC108036306|XP_016967808.1|DBIA	LOC6597284|XP_026846504.1|DPER
OG0008226	LOC108024213|XP_016949561.1|DBIA	LOC6597739|XP_002022959.2|DPER
OG0008227	LOC108025067|XP_016950813.1|DBIA	LOC6587393|XP_026849390.1|DPER
OG0008228	LOC108025273|XP_016951124.1|DBIA	LOC6595137|XP_026848618.1|DPER
OG0008229	LOC108025205|XP_016951026.1|DBIA	LOC6588202|XP_026850547.1|DPER
OG0008230	LOC108025197|XP_016950998.1|DBIA	LOC6594179|XP_002019810.1|DPER
OG0008232	LOC108035187|XP_016966158.1|DBIA	LOC113566021|XP_026845547.1|DPER, LOC6595885|XP_002021398.1|DPER
OG0008233	LOC108032647|XP_016962084.1|DBIA	LOC6593383|XP_002019082.1|DPER
OG0008234	LOC108023053|XP_016947789.1|DBIA	LOC6590745|XP_002015676.2|DPER
OG0008235	LOC108025724|XP_016951780.1|DBIA	LOC6599216|XP_026848268.1|DPER
OG0008236	LOC108023896|XP_016949072.1|DBIA	LOC6602134|XP_002027105.1|DPER
OG0008237	LOC108036573|XP_016968310.1|DBIA	LOC6591014|XP_002016366.2|DPER
OG0008238	LOC108030492|XP_016958873.1|DBIA	LOC6599578|XP_026849573.1|DPER
OG0008239	LOC108028768|XP_016956232.1|DBIA	LOC113566003|XP_026845423.1|DPER
OG0008240	LOC108030298|XP_016958621.1|DBIA	LOC6592682|XP_002017949.1|DPER
OG0008243	LOC108030463|XP_016958848.1|DBIA	LOC6602082|XP_026841084.1|DPER
OG0008244	LOC108031233|XP_016959958.1|DBIA	LOC6588003|XP_002012817.1|DPER
OG0008245	LOC108029381|XP_016957098.1|DBIA	LOC6590566|XP_002016697.1|DPER
OG0008246	LOC108022255|XP_016946603.1|DBIA	LOC6592315|XP_002017574.1|DPER
OG0008247	LOC108025504|XP_016951514.1|DBIA, LOC108025030|XP_016950775.1|DBIA	LOC6598681|XP_026849897.1|DPER
OG0008248	LOC108025057|XP_016950802.1|DBIA	LOC6587391|XP_002013027.1|DPER
OG0008249	LOC108025209|XP_016951034.1|DBIA	LOC6595300|XP_026850597.1|DPER
OG0008250	LOC108030015|XP_016958019.1|DBIA	LOC6590897|XP_002016264.1|DPER
OG0008251	LOC108029935|XP_016957919.1|DBIA	LOC6590885|XP_026841511.1|DPER
OG0008252	LOC108036658|XP_016968427.1|DBIA	LOC6592997|XP_002017980.1|DPER
OG0008253	LOC108029366|XP_016957082.1|DBIA	LOC6590438|XP_002015734.1|DPER
OG0008255	LOC108030796|XP_016959365.1|DBIA	LOC6596150|XP_002021162.1|DPER
OG0008256	LOC108030043|XP_016958104.1|DBIA	LOC6590908|XP_002015585.1|DPER
OG0008257	LOC108022997|XP_016947717.1|DBIA	LOC6597593|XP_026848869.1|DPER
OG0008258	LOC108033438|XP_016963252.1|DBIA, LOC108033094|XP_016962779.1|DBIA	LOC6595422|XP_002020844.1|DPER
OG0008259	LOC108027887|XP_016954994.1|DBIA	LOC6595374|XP_026844583.1|DPER
OG0008260	LOC108034849|XP_016965473.1|DBIA	LOC6602731|XP_026849484.1|DPER, LOC6602730|XP_026849485.1|DPER
OG0008261	LOC108022493|XP_016946935.1|DBIA	LOC6592235|XP_002017586.1|DPER
OG0008262	LOC108030941|XP_016959629.1|DBIA	LOC6592531|XP_026841859.1|DPER
OG0008263	LOC108029745|XP_016957727.1|DBIA, LOC108029747|XP_016957729.1|DBIA	LOC6593229|XP_002018350.2|DPER
OG0008264	LOC108029380|XP_016957097.1|DBIA	LOC6593234|XP_002018355.1|DPER, LOC6593233|XP_002018354.1|DPER
OG0008265	LOC108026031|XP_016952212.1|DBIA	LOC6595154|XP_002020281.1|DPER
OG0008266	LOC108027337|XP_016954240.1|DBIA	LOC6587603|XP_002013899.1|DPER
OG0008267	LOC108025322|XP_016951231.1|DBIA	LOC6598653|XP_026850840.1|DPER
OG0008268	LOC108034017|XP_016964241.1|DBIA	LOC6593401|XP_002018612.1|DPER
OG0008269	LOC108034038|XP_016964273.1|DBIA	LOC6589135|XP_002014704.1|DPER
OG0008270	LOC108025934|XP_016952121.1|DBIA	LOC6598576|XP_026846155.1|DPER
OG0008271	LOC108034547|XP_016964963.1|DBIA	LOC6600517|XP_002025582.1|DPER
OG0008272	LOC108025784|XP_016951893.1|DBIA	LOC6596882|XP_026845815.1|DPER
OG0008273	LOC108026030|XP_016952211.1|DBIA	LOC6591736|XP_002017088.1|DPER
OG0008274	LOC108023322|XP_016948115.1|DBIA	LOC6600695|XP_002025859.1|DPER
OG0008275	LOC108024124|XP_016949394.1|DBIA	LOC6600790|XP_002025813.2|DPER
OG0008276	LOC108033101|XP_016962788.1|DBIA	LOC6597820|XP_026846984.1|DPER
OG0008277	LOC108027604|XP_016954613.1|DBIA	LOC6597902|XP_002023029.2|DPER
OG0008278	LOC108034233|XP_016964569.1|DBIA	LOC6589014|XP_002014330.1|DPER
OG0008279	LOC108025821|XP_016951962.1|DBIA	LOC6598391|XP_002023514.2|DPER
OG0008280	LOC108025946|XP_016952132.1|DBIA	LOC6598390|XP_002023513.1|DPER
OG0008281	LOC108027534|XP_016954466.1|DBIA	LOC6597370|XP_002022411.1|DPER
OG0008282	LOC108024399|XP_016949798.1|DBIA	LOC6597024|XP_002022116.1|DPER
OG0008283	LOC108033108|XP_016962797.1|DBIA	LOC6600045|XP_026849164.1|DPER
OG0008284	LOC108036022|XP_016967437.1|DBIA	LOC6603494|XP_026846805.1|DPER
OG0008285	LOC108027599|XP_016954608.1|DBIA	LOC6597879|XP_026846937.1|DPER
OG0008286	LOC108036451|XP_016968098.1|DBIA	LOC6600342|XP_002025501.2|DPER
OG0008287	LOC108033086|XP_016962769.1|DBIA	LOC6598568|XP_002023631.1|DPER
OG0008288	LOC108031553|XP_016960584.1|DBIA	LOC6588138|XP_026850873.1|DPER
OG0008289	LOC108031331|XP_016960072.1|DBIA	LOC6595281|XP_002020347.1|DPER
OG0008290	LOC108023731|XP_016948857.1|DBIA	LOC6597914|XP_002022854.1|DPER
OG0008291	LOC108033116|XP_016962811.1|DBIA	LOC6596855|XP_002022087.1|DPER
OG0008292	LOC108023275|XP_016948049.1|DBIA	LOC6600696|XP_026845173.1|DPER
OG0008293	LOC108023880|XP_016949053.1|DBIA	LOC6588579|XP_002013181.2|DPER
OG0008294	LOC108024772|XP_016950374.1|DBIA	LOC6587385|XP_002013488.1|DPER
OG0008295	LOC108024051|XP_016949317.1|DBIA	LOC6599295|XP_002024238.2|DPER
OG0008296	LOC108025818|XP_016951959.1|DBIA	LOC6603112|XP_002028097.2|DPER
OG0008297	LOC108033087|XP_016962771.1|DBIA	LOC6598596|XP_002023629.1|DPER
OG0008298	LOC108025898|XP_016952069.1|DBIA	LOC6597235|XP_026846420.1|DPER
OG0008299	LOC108025336|XP_016951254.1|DBIA	LOC6588330|XP_002012993.2|DPER
OG0008300	LOC108024208|XP_016949550.1|DBIA	LOC6598244|XP_026846159.1|DPER
OG0008301	LOC108032246|XP_016961598.1|DBIA	LOC6588073|XP_002013749.2|DPER
OG0008302	LOC108023722|XP_016948845.1|DBIA	LOC113566596|XP_026848706.1|DPER
OG0008303	LOC108021899|XP_016946206.1|DBIA	LOC6602769|XP_002027773.1|DPER
OG0008304	LOC108023774|XP_016948907.1|DBIA	LOC6598340|XP_026846335.1|DPER
OG0008305	LOC108025907|XP_016952080.1|DBIA	LOC6602857|XP_026845931.1|DPER
OG0008306	LOC108025801|XP_016951934.1|DBIA	LOC6597203|XP_002022611.1|DPER
OG0008307	LOC108032150|XP_016961484.1|DBIA	LOC6588502|XP_026843602.1|DPER
OG0008308	LOC108026253|XP_016952596.1|DBIA	LOC6591634|XP_002016758.1|DPER
OG0008309	LOC108032405|XP_016961715.1|DBIA	LOC6593587|XP_002018878.1|DPER
OG0008310	LOC108035968|XP_016967274.1|DBIA	LOC113566473|XP_026848016.1|DPER
OG0008311	LOC108025676|XP_016951702.1|DBIA	LOC6598202|XP_002023537.1|DPER
OG0008312	LOC108031388|XP_016960241.1|DBIA	LOC113566344|XP_026847405.1|DPER
OG0008313	LOC108027595|XP_016954602.1|DBIA	LOC6602854|XP_026846011.1|DPER
OG0008314	LOC108023031|XP_016947759.1|DBIA	LOC6590199|XP_002015830.1|DPER
OG0008315	LOC108034491|XP_016964884.1|DBIA	LOC6600306|XP_002025360.2|DPER
OG0008317	LOC108031094|XP_016959790.1|DBIA	LOC6587541|XP_026848159.1|DPER
