Orthogroup	DBIA.longest_only	AALB.longest_only
OG0005935	LOC108030822|XP_016959425.1|DBIA	LOC118466000|XP_035790687.1|AALB
OG0005936	LOC108034292|XP_016964642.1|DBIA	LOC118466006|XP_035790696.1|AALB
OG0005937	LOC108030808|XP_016959392.1|DBIA	LOC118466002|XP_035790690.1|AALB
OG0005938	LOC108036496|XP_016968178.1|DBIA	LOC118464226|XP_035787299.1|AALB
OG0005939	LOC108025922|XP_016952101.1|DBIA	LOC118467454|XP_035793852.1|AALB
OG0005940	LOC108022626|XP_016947160.1|DBIA	LOC118467210|XP_035793330.1|AALB
OG0005941	LOC108026845|XP_016953512.1|DBIA	LOC118467211|XP_035793332.1|AALB
OG0005942	LOC108029650|XP_016957555.1|DBIA	LOC118464075|XP_035787024.1|AALB
OG0005943	LOC108030114|XP_016958299.1|DBIA	LOC118467911|XP_035794734.1|AALB
OG0005944	LOC108030372|XP_016958731.1|DBIA	LOC118464787|XP_035788312.1|AALB
OG0005945	LOC108036552|XP_016968275.1|DBIA	LOC118464137|XP_035787133.1|AALB
OG0005946	LOC108029699|XP_016957653.1|DBIA	LOC118463729|XP_035786416.1|AALB
OG0005947	LOC108036406|XP_016968015.1|DBIA	LOC118467159|XP_035793196.1|AALB
OG0005948	LOC108035875|XP_016967113.1|DBIA	LOC118464023|XP_035786972.1|AALB
OG0005949	LOC108030738|XP_016959274.1|DBIA	LOC118464024|XP_035786973.1|AALB
OG0005950	LOC108033771|XP_016963858.1|DBIA	LOC118466011|XP_035790710.1|AALB
OG0005951	LOC108035436|XP_016966557.1|DBIA	LOC118466673|XP_035792170.1|AALB
OG0005952	LOC108033770|XP_016963856.1|DBIA	LOC118463618|XP_035786203.1|AALB
OG0005953	LOC108034087|XP_016964343.1|DBIA	LOC118463622|XP_035786213.1|AALB
OG0005954	LOC108033985|XP_016964198.1|DBIA	LOC118463111|XP_035785328.1|AALB
OG0005955	LOC108024779|XP_016950384.1|DBIA	LOC118466055|XP_035790797.1|AALB
OG0005956	LOC108022636|XP_016947180.1|DBIA	LOC118465576|XP_035789836.1|AALB
OG0005957	LOC108032212|XP_016961562.1|DBIA	LOC118462826|XP_035784748.1|AALB
OG0005958	LOC108025544|XP_016951563.1|DBIA	LOC118466973|XP_035792777.1|AALB
OG0005959	LOC108032622|XP_016962049.1|DBIA	LOC118464759|XP_035788271.1|AALB
OG0005960	LOC108035791|XP_016967018.1|DBIA	LOC118464753|XP_035788265.1|AALB
OG0005961	LOC108022708|XP_016947272.1|DBIA	LOC118466236|XP_035791168.1|AALB
OG0005962	LOC108029352|XP_016957031.1|DBIA	LOC118466331|XP_035791344.1|AALB
OG0005963	LOC108034301|XP_016964653.1|DBIA	LOC118465731|XP_035790086.1|AALB
OG0005964	LOC108022943|XP_016947644.1|DBIA	LOC118467821|XP_035794603.1|AALB
OG0005965	LOC108036356|XP_016967921.1|DBIA	LOC118467826|XP_035794609.1|AALB
OG0005966	LOC108022827|XP_016947458.1|DBIA	LOC118467820|XP_035794602.1|AALB
OG0005967	LOC108029594|XP_016957452.1|DBIA	LOC118463609|XP_035786182.1|AALB
OG0005968	LOC108029689|XP_016957637.1|DBIA	LOC118463607|XP_035786171.1|AALB
OG0005969	LOC108026903|XP_016953602.1|DBIA	LOC118467486|XP_035793919.1|AALB
OG0005970	LOC108034544|XP_016964959.1|DBIA	LOC118464156|XP_035787176.1|AALB
OG0005971	LOC108029544|XP_016957346.1|DBIA	LOC118465974|XP_035790627.1|AALB
OG0005972	LOC108028506|XP_016955873.1|DBIA	LOC118465971|XP_035790619.1|AALB
OG0005973	LOC108028019|XP_016955143.1|DBIA	LOC118462562|XP_035784244.1|AALB
OG0005974	LOC108028653|XP_016956066.1|DBIA	LOC118465460|XP_035789648.1|AALB
OG0005975	LOC108028419|XP_016955734.1|DBIA	LOC118467392|XP_035793742.1|AALB
OG0005977	LOC108030343|XP_016958697.1|DBIA	LOC118465170|XP_035789023.1|AALB
OG0005978	LOC108022972|XP_016947686.1|DBIA	LOC118465169|XP_035789022.1|AALB
OG0005979	LOC108029785|XP_016957784.1|DBIA	LOC118465165|XP_035789017.1|AALB
OG0005980	LOC108030418|XP_016958794.1|DBIA	LOC118467887|XP_035794693.1|AALB
OG0005981	LOC108030924|XP_016959643.1|DBIA	LOC118467894|XP_035794705.1|AALB
OG0005982	LOC108030375|XP_016958734.1|DBIA	LOC118467890|XP_035794699.1|AALB
OG0005983	LOC108023982|XP_016949199.1|DBIA	LOC118467892|XP_035794702.1|AALB
OG0005984	LOC108033121|XP_016962822.1|DBIA	LOC118466190|XP_035791089.1|AALB
OG0005985	LOC108025759|XP_016951843.1|DBIA	LOC118467376|XP_035793690.1|AALB
OG0005986	LOC108023349|XP_016948182.1|DBIA	LOC118467391|XP_035793738.1|AALB
OG0005987	LOC108025796|XP_016951921.1|DBIA	LOC118467388|XP_035793725.1|AALB
OG0005988	LOC108030406|XP_016958780.1|DBIA	LOC118464718|XP_035788183.1|AALB
OG0005989	LOC108029560|XP_016957390.1|DBIA	LOC118463915|XP_035786748.1|AALB
OG0005990	LOC108022664|XP_016947221.1|DBIA	LOC118463919|XP_035786769.1|AALB
OG0005991	LOC108029536|XP_016957334.1|DBIA	LOC118464431|XP_035787695.1|AALB
OG0005992	LOC108035308|XP_016966368.1|DBIA	LOC118464430|XP_035787694.1|AALB
OG0005993	LOC108035310|XP_016966371.1|DBIA	LOC118467385|XP_035793718.1|AALB
OG0005994	LOC108030814|XP_016959403.1|DBIA	LOC118463735|XP_035786420.1|AALB
OG0005995	LOC108028790|XP_016956261.1|DBIA	LOC118467419|XP_035793798.1|AALB
OG0005996	LOC108030754|XP_016959294.1|DBIA	LOC118467422|XP_035793801.1|AALB
OG0005997	LOC108036579|XP_016968319.1|DBIA	LOC118467536|XP_035794022.1|AALB
OG0005998	LOC108034578|XP_016964999.1|DBIA	LOC118467535|XP_035794021.1|AALB
OG0005999	LOC108031279|XP_016960013.1|DBIA	LOC118463199|XP_035785526.1|AALB
OG0006000	LOC108036390|XP_016967986.1|DBIA	LOC118466845|XP_035792560.1|AALB
OG0006001	LOC108034498|XP_016964893.1|DBIA	LOC118464770|XP_035788288.1|AALB
OG0006002	LOC108026810|XP_016953462.1|DBIA	LOC118462767|XP_035784625.1|AALB
OG0006003	LOC108035458|XP_016966588.1|DBIA	LOC118464729|XP_035788203.1|AALB
OG0006004	LOC108032851|XP_016962341.1|DBIA, LOC108032888|XP_016962412.1|DBIA	LOC118464187|XP_035787230.1|AALB
OG0006005	LOC108022702|XP_016947264.1|DBIA	LOC118467847|XP_035794646.1|AALB
OG0006006	LOC108022742|XP_016947323.1|DBIA	LOC118465013|XP_035788758.1|AALB
OG0006007	LOC108029688|XP_016957633.1|DBIA	LOC118467830|XP_035794614.1|AALB
OG0006008	LOC108027850|XP_016954933.1|DBIA	LOC118465072|XP_035788856.1|AALB
OG0006009	LOC108028342|XP_016955582.1|DBIA	LOC118467727|XP_035794424.1|AALB
OG0006010	LOC108030824|XP_016959430.1|DBIA	LOC118465817|XP_035790284.1|AALB
OG0006011	LOC108029499|XP_016957271.1|DBIA	LOC118465829|XP_035790311.1|AALB
OG0006012	LOC108028256|XP_016955431.1|DBIA	LOC118467838|XP_035794623.1|AALB
OG0006013	LOC108029866|XP_016957844.1|DBIA	LOC118467225|XP_035793369.1|AALB
OG0006014	LOC108034528|XP_016964943.1|DBIA	LOC118465855|XP_035790376.1|AALB
OG0006015	LOC108026699|XP_016953281.1|DBIA	LOC118464716|XP_035788167.1|AALB
OG0006016	LOC108029599|XP_016957460.1|DBIA	LOC118466079|XP_035790864.1|AALB
OG0006017	LOC108023089|XP_016947835.1|DBIA	LOC118465505|XP_035789715.1|AALB
OG0006018	LOC108030175|XP_016958405.1|DBIA	LOC118465504|XP_035789713.1|AALB
OG0006019	LOC108023015|XP_016947737.1|DBIA	LOC118465514|XP_035789725.1|AALB
OG0006020	LOC108028695|XP_016956129.1|DBIA	LOC118465463|XP_035789652.1|AALB
OG0006021	LOC108035893|XP_016967136.1|DBIA	LOC118465449|XP_035789597.1|AALB
OG0006022	LOC108032704|XP_016962171.1|DBIA	LOC118465451|XP_035789615.1|AALB
OG0006023	LOC108025999|XP_016952178.1|DBIA	LOC118467546|XP_035794038.1|AALB
OG0006024	LOC108032991|XP_016962558.1|DBIA	LOC118466370|XP_035791462.1|AALB
OG0006025	LOC108022509|XP_016946966.1|DBIA	LOC118463877|XP_035786689.1|AALB
OG0006026	LOC108031969|XP_016961250.1|DBIA	LOC118463603|XP_035786160.1|AALB
OG0006027	LOC108029641|XP_016957538.1|DBIA	LOC118467015|XP_035792855.1|AALB
OG0006028	LOC108023076|XP_016947816.1|DBIA	LOC118462554|XP_035784226.1|AALB
OG0006029	LOC108029547|XP_016957352.1|DBIA	LOC118467832|XP_035794616.1|AALB
OG0006030	LOC108031651|XP_016960771.1|DBIA	LOC118466104|XP_035790916.1|AALB
OG0006031	LOC108030364|XP_016958722.1|DBIA	LOC118467834|XP_035794618.1|AALB
OG0006032	LOC108027562|XP_016954527.1|DBIA	LOC118462516|XP_035784137.1|AALB
OG0006033	LOC108023028|XP_016947757.1|DBIA	LOC118463359|XP_035785768.1|AALB
OG0006034	LOC108031853|XP_016961095.1|DBIA	LOC118464518|XP_035787850.1|AALB
OG0006035	LOC108026217|XP_016952523.1|DBIA	LOC118464003|XP_035786943.1|AALB
OG0006036	LOC108032436|XP_016961748.1|DBIA	LOC118464001|XP_035786941.1|AALB
OG0006037	LOC108022816|XP_016947442.1|DBIA	LOC118464002|XP_035786942.1|AALB
OG0006038	LOC108027407|XP_016954335.1|DBIA	LOC118466162|XP_035791031.1|AALB
OG0006039	LOC108029693|XP_016957644.1|DBIA	LOC118466159|XP_035791026.1|AALB
OG0006040	LOC108029666|XP_016957583.1|DBIA	LOC118466892|XP_035792640.1|AALB
OG0006041	LOC108023723|XP_016948848.1|DBIA	LOC118458022|XP_035776020.1|AALB
OG0006042	LOC108030075|XP_016958169.1|DBIA	LOC118467433|XP_035793815.1|AALB
OG0006043	LOC108028708|XP_016956147.1|DBIA	LOC118464858|XP_035788461.1|AALB
OG0006044	LOC108024197|XP_016949535.1|DBIA	LOC118465069|XP_035788848.1|AALB
OG0006045	LOC108035507|XP_016966660.1|DBIA	LOC118467102|XP_035793045.1|AALB
OG0006046	LOC108022865|XP_016947532.1|DBIA	LOC118464233|XP_035787306.1|AALB
OG0006047	LOC108035549|XP_016966707.1|DBIA	LOC118464244|XP_035787338.1|AALB
OG0006048	LOC108030665|XP_016959180.1|DBIA	LOC118462794|XP_035784684.1|AALB
OG0006049	LOC108023969|XP_016949179.1|DBIA	LOC118467732|XP_035794430.1|AALB
OG0006050	LOC108025286|XP_016951156.1|DBIA	LOC118465256|XP_035789171.1|AALB
OG0006051	LOC108023661|XP_016948770.1|DBIA	LOC118465262|XP_035789177.1|AALB
OG0006052	LOC108022752|XP_016947339.1|DBIA	LOC118467538|XP_035794029.1|AALB
OG0006053	LOC108034751|XP_016965189.1|DBIA	LOC118462513|XP_035784135.1|AALB
OG0006054	LOC108024912|XP_016950593.1|DBIA	LOC118466241|XP_035791184.1|AALB
OG0006055	LOC108027419|XP_016954350.1|DBIA	LOC118467320|XP_035793551.1|AALB
OG0006056	LOC108030367|XP_016958725.1|DBIA	LOC118465374|XP_035789462.1|AALB
OG0006057	LOC108030590|XP_016959055.1|DBIA	LOC118463677|XP_035786327.1|AALB
OG0006058	LOC108031847|XP_016961088.1|DBIA	LOC118467215|XP_035793352.1|AALB
OG0006059	LOC108035900|XP_016967148.1|DBIA	LOC118466536|XP_035791937.1|AALB
OG0006060	LOC108035903|XP_016967153.1|DBIA	LOC118466537|XP_035791940.1|AALB
OG0006061	LOC108027546|XP_016954488.1|DBIA	LOC118465271|XP_035789194.1|AALB
OG0006062	LOC108024519|XP_016949959.1|DBIA	LOC118465278|XP_035789212.1|AALB
OG0006063	LOC108034061|XP_016964308.1|DBIA	LOC118461534|XP_035782863.1|AALB
OG0006064	LOC108036396|XP_016967999.1|DBIA	LOC118465780|XP_035790198.1|AALB
OG0006065	LOC108035455|XP_016966583.1|DBIA	LOC118465779|XP_035790197.1|AALB
OG0006066	LOC108030240|XP_016958533.1|DBIA	LOC118465781|XP_035790201.1|AALB
OG0006067	LOC108029478|XP_016957221.1|DBIA	LOC118467330|XP_035793560.1|AALB
OG0006068	LOC108024141|XP_016949412.1|DBIA	LOC118463204|XP_035785540.1|AALB
OG0006069	LOC108028567|XP_016955963.1|DBIA	LOC118464364|XP_035787582.1|AALB
OG0006070	LOC108030927|XP_016959610.1|DBIA	LOC118466826|XP_035792514.1|AALB
OG0006071	LOC108024691|XP_016950257.1|DBIA	LOC118466822|XP_035792505.1|AALB
OG0006072	LOC108034521|XP_016964934.1|DBIA	LOC118466717|XP_035792275.1|AALB
OG0006073	LOC108031132|XP_016959838.1|DBIA	LOC118467779|XP_035794510.1|AALB
OG0006074	LOC108026238|XP_016952566.1|DBIA	LOC118462660|XP_035784440.1|AALB
OG0006075	LOC108023789|XP_016948916.1|DBIA	LOC118468247|XP_035794905.1|AALB
OG0006076	LOC108023110|XP_016947865.1|DBIA	LOC118464689|XP_035788105.1|AALB
OG0006077	LOC108030853|XP_016959484.1|DBIA	LOC118467906|XP_035794726.1|AALB
OG0006078	LOC108030873|XP_016959517.1|DBIA	LOC118465018|XP_035788767.1|AALB
OG0006079	LOC108028527|XP_016955907.1|DBIA	LOC118463176|XP_035785476.1|AALB
OG0006080	LOC108030615|XP_016959098.1|DBIA	LOC118462896|XP_035784883.1|AALB
OG0006081	LOC108036656|XP_016968424.1|DBIA	LOC118462740|XP_035784593.1|AALB
OG0006082	LOC108036326|XP_016967828.1|DBIA	LOC118462759|XP_035784618.1|AALB
OG0006083	LOC108035912|XP_016967172.1|DBIA	LOC118463796|XP_035786529.1|AALB
OG0006084	LOC108030611|XP_016959092.1|DBIA	LOC118465147|XP_035788982.1|AALB
OG0006085	LOC108030917|XP_016959600.1|DBIA	LOC118464012|XP_035786953.1|AALB
OG0006086	LOC108030932|XP_016959616.1|DBIA	LOC118464850|XP_035788440.1|AALB
OG0006087	LOC108036614|XP_016968366.1|DBIA	LOC118467026|XP_035792880.1|AALB
OG0006088	LOC108028780|XP_016956248.1|DBIA	LOC118467028|XP_035792886.1|AALB
OG0006089	LOC108032628|XP_016962061.1|DBIA	LOC118465684|XP_035790008.1|AALB
OG0006090	LOC108035496|XP_016966638.1|DBIA	LOC118465666|XP_035789978.1|AALB
OG0006091	LOC108035330|XP_016966397.1|DBIA	LOC118466903|XP_035792658.1|AALB
OG0006092	LOC108033193|XP_016962926.1|DBIA	LOC118463104|XP_035785304.1|AALB
OG0006093	LOC108036354|XP_016967919.1|DBIA	LOC118465967|XP_035790611.1|AALB
OG0006094	LOC108030640|XP_016959140.1|DBIA	LOC118465959|XP_035790592.1|AALB
OG0006095	LOC108036602|XP_016968353.1|DBIA	LOC118464175|XP_035787208.1|AALB
OG0006096	LOC108022793|XP_016947411.1|DBIA	LOC118464426|XP_035787682.1|AALB
OG0006097	LOC108028451|XP_016955778.1|DBIA	LOC118466459|XP_035791705.1|AALB
OG0006098	LOC108036852|XP_016968713.1|DBIA	LOC118466465|XP_035791716.1|AALB
OG0006099	LOC108030032|XP_016958079.1|DBIA	LOC118465437|XP_035789580.1|AALB
OG0006100	LOC108022174|XP_016946507.1|DBIA	LOC118465473|XP_035789661.1|AALB
OG0006101	LOC108034010|XP_016964229.1|DBIA	LOC118465823|XP_035790303.1|AALB
OG0006102	LOC108026868|XP_016953542.1|DBIA	LOC118464359|XP_035787575.1|AALB
OG0006103	LOC108025740|XP_016951817.1|DBIA	LOC118465477|XP_035789671.1|AALB
OG0006104	LOC108022032|XP_016946366.1|DBIA	LOC118464372|XP_035787606.1|AALB
OG0006105	LOC108022028|XP_016946363.1|DBIA	LOC118464709|XP_035788133.1|AALB
OG0006106	LOC108030871|XP_016959513.1|DBIA	LOC118467921|XP_035794756.1|AALB
OG0006107	LOC108022863|XP_016947529.1|DBIA	LOC118466991|XP_035792805.1|AALB
OG0006108	LOC108023524|XP_016948566.1|DBIA	LOC118463767|XP_035786475.1|AALB
OG0006109	LOC108030838|XP_016959456.1|DBIA	LOC118466030|XP_035790747.1|AALB
OG0006110	LOC108035908|XP_016967164.1|DBIA	LOC118465149|XP_035788988.1|AALB
OG0006111	LOC108022736|XP_016947314.1|DBIA	LOC118462739|XP_035784591.1|AALB
OG0006112	LOC108026566|XP_016953006.1|DBIA	LOC118464947|XP_035788629.1|AALB
OG0006113	LOC108035641|XP_016966835.1|DBIA	LOC118464940|XP_035788619.1|AALB
OG0006114	LOC108026343|XP_016952737.1|DBIA	LOC118463464|XP_035785947.1|AALB
OG0006115	LOC108023072|XP_016947812.1|DBIA	LOC118463683|XP_035786342.1|AALB
OG0006116	LOC108030308|XP_016958633.1|DBIA	LOC118465729|XP_035790083.1|AALB
OG0006117	LOC108022710|XP_016947273.1|DBIA	LOC118465024|XP_035788782.1|AALB
OG0006118	LOC108036494|XP_016968174.1|DBIA	LOC118463366|XP_035785778.1|AALB
OG0006119	LOC108029692|XP_016957642.1|DBIA	LOC118464202|XP_035787254.1|AALB
OG0006120	LOC108023129|XP_016947888.1|DBIA	LOC118466019|XP_035790728.1|AALB
OG0006121	LOC108030827|XP_016959434.1|DBIA	LOC118463280|XP_035785649.1|AALB
OG0006122	LOC108024913|XP_016950597.1|DBIA	LOC118464654|XP_035788014.1|AALB
OG0006123	LOC108023068|XP_016947805.1|DBIA	LOC118463071|XP_035785223.1|AALB
OG0006124	LOC108026382|XP_016952791.1|DBIA	LOC118463073|XP_035785225.1|AALB
OG0006125	LOC108035898|XP_016967145.1|DBIA	LOC118464697|XP_035788112.1|AALB
OG0006126	LOC108028583|XP_016955981.1|DBIA	LOC118462731|XP_035784570.1|AALB
OG0006127	LOC108030609|XP_016959090.1|DBIA	LOC118462717|XP_035784554.1|AALB
OG0006128	LOC108030657|XP_016959168.1|DBIA	LOC118465685|XP_035790009.1|AALB
OG0006129	LOC108030623|XP_016959115.1|DBIA	LOC118465824|XP_035790304.1|AALB
OG0006130	LOC108030638|XP_016959137.1|DBIA	LOC118463868|XP_035786678.1|AALB
OG0006131	LOC108030566|XP_016958955.1|DBIA	LOC118466316|XP_035791321.1|AALB
OG0006132	LOC108030694|XP_016959219.1|DBIA	LOC118464345|XP_035787558.1|AALB
OG0006133	LOC108030639|XP_016959138.1|DBIA	LOC118466317|XP_035791323.1|AALB
OG0006134	LOC108030601|XP_016959074.1|DBIA	LOC118466312|XP_035791316.1|AALB
OG0006135	LOC108030564|XP_016958951.1|DBIA	LOC118462634|XP_035784371.1|AALB
OG0006136	LOC108035904|XP_016967158.1|DBIA	LOC118466390|XP_035791520.1|AALB
OG0006137	LOC108034588|XP_016965010.1|DBIA	LOC118463470|XP_035785953.1|AALB
OG0006138	LOC108029791|XP_016957791.1|DBIA	LOC118465882|XP_035790412.1|AALB
OG0006139	LOC108029614|XP_016957488.1|DBIA	LOC118466490|XP_035791782.1|AALB
OG0006140	LOC108026827|XP_016953487.1|DBIA	LOC118464882|XP_035788518.1|AALB
OG0006141	LOC108036475|XP_016968145.1|DBIA	LOC118467209|XP_035793328.1|AALB
OG0006142	LOC108035917|XP_016967182.1|DBIA	LOC118465930|XP_035790526.1|AALB
OG0006143	LOC108028637|XP_016956050.1|DBIA	LOC118465933|XP_035790534.1|AALB
OG0006144	LOC108034837|XP_016965446.1|DBIA	LOC118465929|XP_035790525.1|AALB
OG0006145	LOC108034496|XP_016964891.1|DBIA	LOC118465934|XP_035790535.1|AALB
OG0006146	LOC108036083|XP_016967521.1|DBIA	LOC118463764|XP_035786470.1|AALB
OG0006147	LOC108031075|XP_016959769.1|DBIA	LOC118464332|XP_035787542.1|AALB
OG0006148	LOC108028387|XP_016955688.1|DBIA	LOC118464437|XP_035787704.1|AALB
OG0006149	LOC108028656|XP_016956071.1|DBIA	LOC118465995|XP_035790683.1|AALB
OG0006150	LOC108028654|XP_016956069.1|DBIA	LOC118465991|XP_035790676.1|AALB
OG0006151	LOC108034478|XP_016964864.1|DBIA	LOC118465990|XP_035790672.1|AALB
OG0006152	LOC108026339|XP_016952732.1|DBIA	LOC118460275|XP_035780351.1|AALB
OG0006153	LOC108036663|XP_016968434.1|DBIA	LOC118461614|XP_035783049.1|AALB
OG0006154	LOC108026349|XP_016952744.1|DBIA	LOC118461358|XP_035782487.1|AALB
OG0006155	LOC108031072|XP_016959767.1|DBIA	LOC118459368|XP_035778560.1|AALB
OG0006156	LOC108031596|XP_016960663.1|DBIA	LOC118460906|XP_035781544.1|AALB
OG0006158	LOC108035621|XP_016966799.1|DBIA	LOC118456241|XP_035772726.1|AALB
OG0006159	LOC108023085|XP_016947827.1|DBIA	LOC118463740|XP_035786427.1|AALB
OG0006160	LOC108026864|XP_016953539.1|DBIA	LOC118465375|XP_035789463.1|AALB
OG0006161	LOC108036467|XP_016968131.1|DBIA	LOC118467589|XP_035794136.1|AALB
OG0006162	LOC108024906|XP_016950566.1|DBIA	LOC118464125|XP_035787111.1|AALB
OG0006181	LOC108031551|XP_016960582.1|DBIA	LOC118465342|XP_035789392.1|AALB
OG0006182	LOC108031786|XP_016960988.1|DBIA	LOC118459681|XP_035779200.1|AALB
OG0006183	LOC108031892|XP_016961149.1|DBIA	LOC118462451|XP_035784021.1|AALB
OG0006184	LOC108032197|XP_016961542.1|DBIA	LOC118462526|XP_035784173.1|AALB
OG0006185	LOC108026422|XP_016952840.1|DBIA	LOC118463613|XP_035786236.1|AALB
OG0006186	LOC108032024|XP_016961323.1|DBIA	LOC118456351|XP_035772910.1|AALB
OG0006188	LOC108023586|XP_016948673.1|DBIA	LOC118458215|XP_035776359.1|AALB
OG0006189	LOC108023588|XP_016948680.1|DBIA	LOC118458227|XP_035776392.1|AALB
OG0006190	LOC108031717|XP_016960875.1|DBIA	LOC118459922|XP_035779665.1|AALB
OG0006191	LOC108024588|XP_016950085.1|DBIA	LOC118468854|XP_035796002.1|AALB
OG0006192	LOC108023271|XP_016948045.1|DBIA	LOC118463742|XP_035786433.1|AALB
OG0006193	LOC108023998|XP_016949227.1|DBIA	LOC118466495|XP_035791857.1|AALB
OG0006194	LOC108025844|XP_016951998.1|DBIA	LOC118466050|XP_035790784.1|AALB
OG0006195	LOC108026664|XP_016953197.1|DBIA	LOC118465364|XP_035789449.1|AALB
OG0006196	LOC108032237|XP_016961589.1|DBIA	LOC118466371|XP_035791481.1|AALB
OG0006197	LOC108035994|XP_016967346.1|DBIA	LOC118459539|XP_035778906.1|AALB
OG0006198	LOC108023289|XP_016948070.1|DBIA	LOC118464114|XP_035787108.1|AALB
OG0006199	LOC108026132|XP_016952335.1|DBIA	LOC118464419|XP_035787670.1|AALB
OG0006200	LOC108024833|XP_016950456.1|DBIA	LOC118457825|XP_035775596.1|AALB
OG0006201	LOC108035784|XP_016966994.1|DBIA	LOC118466129|XP_035790976.1|AALB
OG0006202	LOC108035756|XP_016966943.1|DBIA	LOC118458386|XP_035776692.1|AALB
OG0006203	LOC108033066|XP_016962716.1|DBIA	LOC118461462|XP_035782697.1|AALB
OG0006204	LOC108024809|XP_016950421.1|DBIA	LOC118460860|XP_035781469.1|AALB
OG0006205	LOC108023568|XP_016948649.1|DBIA	LOC118459852|XP_035779558.1|AALB
OG0006206	LOC108025923|XP_016952102.1|DBIA	LOC118457605|XP_035775205.1|AALB
OG0006207	LOC108033651|XP_016963575.1|DBIA	LOC118456769|XP_035773741.1|AALB
OG0006208	LOC108029928|XP_016957915.1|DBIA	LOC118456730|XP_035773671.1|AALB
OG0006209	LOC108024014|XP_016949262.1|DBIA	LOC118457987|XP_035775944.1|AALB
OG0006210	LOC108023362|XP_016948234.1|DBIA	LOC118459341|XP_035778510.1|AALB, LOC118463694|XP_035786364.1|AALB
OG0006211	LOC108032762|XP_016962247.1|DBIA	LOC118466470|XP_035791744.1|AALB
OG0006212	LOC108032761|XP_016962245.1|DBIA	LOC118466456|XP_035791701.1|AALB
OG0006214	LOC108025860|XP_016952017.1|DBIA	LOC118463876|XP_035786691.1|AALB
OG0006215	LOC108028853|XP_016956326.1|DBIA	LOC118463084|XP_035785249.1|AALB
OG0006216	LOC108025428|XP_016951404.1|DBIA	LOC118468581|XP_035795409.1|AALB
OG0006217	LOC108023492|XP_016948509.1|DBIA	LOC118460912|XP_035781561.1|AALB
OG0006218	LOC108032639|XP_016962074.1|DBIA	LOC118463277|XP_035785650.1|AALB
OG0006219	LOC108023370|XP_016948263.1|DBIA	LOC118463439|XP_035785919.1|AALB
OG0006220	LOC108028815|XP_016956291.1|DBIA	LOC118463219|XP_035785557.1|AALB
OG0006221	LOC108025522|XP_016951533.1|DBIA	LOC118459979|XP_035779771.1|AALB
OG0006222	LOC108025048|XP_016950793.1|DBIA	LOC118456205|XP_035772668.1|AALB
OG0006223	LOC108027580|XP_016954583.1|DBIA	LOC118465175|XP_035789030.1|AALB
OG0006224	LOC108023417|XP_016948379.1|DBIA	LOC118466416|XP_035791588.1|AALB
OG0006225	LOC108036367|XP_016967943.1|DBIA	LOC118467439|XP_035793877.1|AALB
OG0006226	LOC108036248|XP_016967746.1|DBIA	LOC118460925|XP_035781578.1|AALB
OG0006227	LOC108032557|XP_016961930.1|DBIA	LOC118463379|XP_035785804.1|AALB
OG0006228	LOC108026623|XP_016953124.1|DBIA	LOC118461791|XP_035783420.1|AALB
OG0006229	LOC108035980|XP_016967296.1|DBIA	LOC118468908|XP_035796110.1|AALB
OG0006230	LOC108024610|XP_016950118.1|DBIA	LOC118456961|XP_035774040.1|AALB
OG0006231	LOC108023960|XP_016949155.1|DBIA	LOC118457496|XP_035775432.1|AALB
OG0006232	LOC108025809|XP_016951941.1|DBIA	LOC118459319|XP_035778467.1|AALB
OG0006233	LOC108025816|XP_016951956.1|DBIA	LOC118460378|XP_035780531.1|AALB
OG0006234	LOC108024827|XP_016950447.1|DBIA	LOC118465641|XP_035789942.1|AALB
OG0006235	LOC108027596|XP_016954603.1|DBIA	LOC118463210|XP_035785549.1|AALB
OG0006237	LOC108023238|XP_016948003.1|DBIA	LOC118462880|XP_035784845.1|AALB
OG0006238	LOC108025853|XP_016952009.1|DBIA	LOC118457229|XP_035774504.1|AALB
OG0006239	LOC108033352|XP_016963155.1|DBIA	LOC118463624|XP_035786219.1|AALB
OG0006240	LOC108025414|XP_016951385.1|DBIA	LOC118463733|XP_035786423.1|AALB
OG0006241	LOC108024826|XP_016950446.1|DBIA	LOC118465640|XP_035789941.1|AALB
OG0006242	LOC108036242|XP_016967743.1|DBIA	LOC118458264|XP_035776453.1|AALB
OG0006243	LOC108032123|XP_016961445.1|DBIA	LOC118458243|XP_035776409.1|AALB
OG0006244	LOC108032005|XP_016961292.1|DBIA	LOC118462949|XP_035784989.1|AALB
OG0006248	LOC108032153|XP_016961488.1|DBIA	LOC118457572|XP_035775144.1|AALB
OG0006249	LOC108027848|XP_016954929.1|DBIA	LOC118466313|XP_035791322.1|AALB
OG0006250	LOC108033104|XP_016962793.1|DBIA	LOC118459263|XP_035778367.1|AALB
OG0006251	LOC108025508|XP_016951519.1|DBIA	LOC118456703|XP_035773608.1|AALB
OG0006252	LOC108027403|XP_016954330.1|DBIA	LOC118468752|XP_035795810.1|AALB
OG0006253	LOC108025736|XP_016951813.1|DBIA	LOC118456293|XP_035772813.1|AALB
OG0006254	LOC108033950|XP_016964130.1|DBIA	LOC118462194|XP_035784000.1|AALB
OG0006255	LOC108031972|XP_016961255.1|DBIA	LOC118466494|XP_035791798.1|AALB
OG0006256	LOC108033076|XP_016962734.1|DBIA	LOC118458819|XP_035777628.1|AALB
