Orthogroup	DBIA.longest_only	AAEG.longest_only
OG0006095	LOC108036602|XP_016968353.1|DBIA	LOC5579922|XP_001652211.1|AAEG
OG0006096	LOC108022793|XP_016947411.1|DBIA	LOC5577281|XP_021706774.1|AAEG
OG0006097	LOC108028451|XP_016955778.1|DBIA	LOC5571245|XP_021706897.1|AAEG
OG0006098	LOC108036852|XP_016968713.1|DBIA	LOC5573258|XP_001654471.1|AAEG
OG0006099	LOC108030032|XP_016958079.1|DBIA	LOC5576492|XP_001662684.2|AAEG
OG0006100	LOC108022174|XP_016946507.1|DBIA	LOC5576491|XP_001662683.1|AAEG
OG0006101	LOC108034010|XP_016964229.1|DBIA	LOC5574205|XP_021707443.1|AAEG, LOC5574204|XP_001661261.1|AAEG
OG0006102	LOC108026868|XP_016953542.1|DBIA	LOC5574194|XP_001661251.2|AAEG
OG0006103	LOC108025740|XP_016951817.1|DBIA	LOC5574186|XP_021708046.1|AAEG
OG0006104	LOC108022032|XP_016946366.1|DBIA	LOC5574184|XP_001661241.1|AAEG
OG0006105	LOC108022028|XP_016946363.1|DBIA	LOC110678272|XP_021706587.1|AAEG
OG0006106	LOC108030871|XP_016959513.1|DBIA	LOC5575195|XP_021706591.1|AAEG
OG0006107	LOC108022863|XP_016947529.1|DBIA	LOC5567482|XP_021708246.1|AAEG
OG0006108	LOC108023524|XP_016948566.1|DBIA	LOC5567476|XP_001657481.2|AAEG
OG0006109	LOC108030838|XP_016959456.1|DBIA	LOC5567465|XP_001657467.1|AAEG
OG0006110	LOC108035908|XP_016967164.1|DBIA	LOC5567463|XP_001657463.1|AAEG
OG0006111	LOC108022736|XP_016947314.1|DBIA	LOC5571921|XP_021708626.1|AAEG
OG0006112	LOC108026566|XP_016953006.1|DBIA	LOC5571927|XP_021708642.1|AAEG
OG0006113	LOC108035641|XP_016966835.1|DBIA	LOC5571929|XP_021708648.1|AAEG
OG0006114	LOC108026343|XP_016952737.1|DBIA	LOC5571931|XP_001660028.1|AAEG
OG0006115	LOC108023072|XP_016947812.1|DBIA	LOC5569731|XP_021708744.1|AAEG
OG0006116	LOC108030308|XP_016958633.1|DBIA	LOC5569737|XP_021708789.1|AAEG
OG0006117	LOC108022710|XP_016947273.1|DBIA	LOC5569739|XP_001652965.2|AAEG
OG0006118	LOC108036494|XP_016968174.1|DBIA	LOC5566546|XP_021708860.1|AAEG
OG0006119	LOC108029692|XP_016957642.1|DBIA	LOC5566545|XP_021708901.1|AAEG
OG0006120	LOC108023129|XP_016947888.1|DBIA	LOC5566536|XP_001650931.2|AAEG
OG0006121	LOC108030827|XP_016959434.1|DBIA	LOC5563668|XP_001647965.1|AAEG
OG0006122	LOC108024913|XP_016950597.1|DBIA	LOC5563695|XP_021709532.1|AAEG
OG0006123	LOC108023068|XP_016947805.1|DBIA	LOC5563693|XP_001647960.3|AAEG
OG0006124	LOC108026382|XP_016952791.1|DBIA	LOC5563688|XP_001647961.1|AAEG
OG0006125	LOC108035898|XP_016967145.1|DBIA	LOC5568960|XP_001652616.2|AAEG
OG0006126	LOC108028583|XP_016955981.1|DBIA	LOC5571611|XP_001659805.1|AAEG
OG0006127	LOC108030609|XP_016959090.1|DBIA	LOC5565427|XP_001649813.1|AAEG
OG0006128	LOC108030657|XP_016959168.1|DBIA	LOC5565451|XP_021710495.1|AAEG
OG0006129	LOC108030623|XP_016959115.1|DBIA	LOC5565441|XP_011493116.1|AAEG
OG0006130	LOC108030638|XP_016959137.1|DBIA	LOC5567902|XP_001651941.1|AAEG
OG0006131	LOC108030566|XP_016958955.1|DBIA	LOC110680335|XP_021711849.1|AAEG, LOC5567891|XP_001651929.1|AAEG
OG0006132	LOC108030694|XP_016959219.1|DBIA	LOC5567890|XP_001651928.1|AAEG
OG0006133	LOC108030639|XP_016959138.1|DBIA	LOC5567888|XP_001651923.1|AAEG
OG0006134	LOC108030601|XP_016959074.1|DBIA	LOC5567881|XP_021710667.1|AAEG
OG0006135	LOC108030564|XP_016958951.1|DBIA	LOC5567874|XP_001651908.2|AAEG
OG0006136	LOC108035904|XP_016967158.1|DBIA	LOC5576321|XP_001656059.1|AAEG
OG0006137	LOC108034588|XP_016965010.1|DBIA	LOC110679716|XP_021711090.1|AAEG
OG0006138	LOC108029791|XP_016957791.1|DBIA	LOC5564142|XP_001648441.1|AAEG
OG0006139	LOC108029614|XP_016957488.1|DBIA	LOC5566693|XP_021711453.1|AAEG
OG0006140	LOC108026827|XP_016953487.1|DBIA	LOC5566685|XP_001651092.2|AAEG
OG0006141	LOC108036475|XP_016968145.1|DBIA	LOC5568576|XP_021711531.1|AAEG
OG0006142	LOC108035917|XP_016967182.1|DBIA	LOC5568595|XP_021711629.1|AAEG
OG0006143	LOC108028637|XP_016956050.1|DBIA	LOC5568600|XP_001652432.2|AAEG
OG0006144	LOC108034837|XP_016965446.1|DBIA	LOC5568601|XP_001652433.2|AAEG
OG0006145	LOC108034496|XP_016964891.1|DBIA	LOC5568602|XP_001652434.1|AAEG
OG0006146	LOC108036083|XP_016967521.1|DBIA	LOC5569494|XP_001658579.2|AAEG
OG0006147	LOC108031075|XP_016959769.1|DBIA	LOC5573233|XP_021704288.1|AAEG
OG0006148	LOC108028387|XP_016955688.1|DBIA	LOC5573222|XP_001654438.2|AAEG
OG0006149	LOC108028656|XP_016956071.1|DBIA	LOC5573217|XP_021704310.1|AAEG
OG0006150	LOC108028654|XP_016956069.1|DBIA	LOC5573224|XP_021704309.1|AAEG
OG0006151	LOC108034478|XP_016964864.1|DBIA	LOC5573210|XP_021704327.1|AAEG
OG0006181	LOC108031551|XP_016960582.1|DBIA	LOC5575827|XP_001655854.1|AAEG
OG0006182	LOC108031786|XP_016960988.1|DBIA	LOC5575824|XP_001655849.1|AAEG
OG0006183	LOC108031892|XP_016961149.1|DBIA	LOC110674709|XP_021694453.1|AAEG
OG0006184	LOC108032197|XP_016961542.1|DBIA	LOC5574751|XP_001655319.2|AAEG
OG0006185	LOC108026422|XP_016952840.1|DBIA	LOC5574752|XP_001655318.1|AAEG
OG0006186	LOC108032024|XP_016961323.1|DBIA	LOC5574753|XP_001655317.2|AAEG
OG0006187	LOC108025535|XP_016951553.1|DBIA	LOC5577736|XP_001663510.1|AAEG
OG0006188	LOC108023586|XP_016948673.1|DBIA	LOC5574744|XP_021694466.1|AAEG
OG0006189	LOC108023588|XP_016948680.1|DBIA	LOC5574741|XP_021694467.1|AAEG
OG0006190	LOC108031717|XP_016960875.1|DBIA	LOC5571578|XP_021694471.1|AAEG
OG0006191	LOC108024588|XP_016950085.1|DBIA	LOC5574533|XP_021694480.1|AAEG
OG0006192	LOC108023271|XP_016948045.1|DBIA	LOC5574528|XP_001655180.1|AAEG
OG0006193	LOC108023998|XP_016949227.1|DBIA	LOC5574522|XP_001655173.1|AAEG
OG0006194	LOC108025844|XP_016951998.1|DBIA	LOC5572377|XP_001660334.1|AAEG
OG0006195	LOC108026664|XP_016953197.1|DBIA	LOC5572378|XP_001660333.1|AAEG
OG0006196	LOC108032237|XP_016961589.1|DBIA	LOC5572036|XP_021694489.1|AAEG
OG0006197	LOC108035994|XP_016967346.1|DBIA	LOC5572033|XP_021694494.1|AAEG
OG0006198	LOC108023289|XP_016948070.1|DBIA	LOC5572028|XP_021694514.1|AAEG
OG0006199	LOC108026132|XP_016952335.1|DBIA	LOC5572024|XP_001660130.1|AAEG
OG0006200	LOC108024833|XP_016950456.1|DBIA	LOC5574332|XP_021694631.1|AAEG
OG0006201	LOC108035784|XP_016966994.1|DBIA	LOC23687935|XP_021694662.1|AAEG
OG0006202	LOC108035756|XP_016966943.1|DBIA	LOC5569474|XP_001658560.1|AAEG
OG0006203	LOC108033066|XP_016962716.1|DBIA	LOC5569475|XP_021694672.1|AAEG
OG0006204	LOC108024809|XP_016950421.1|DBIA	LOC5569478|XP_021694694.1|AAEG
OG0006205	LOC108023568|XP_016948649.1|DBIA	LOC5574647|XP_001661571.1|AAEG
OG0006206	LOC108025923|XP_016952102.1|DBIA	LOC5564249|XP_001648600.1|AAEG
OG0006207	LOC108033651|XP_016963575.1|DBIA	LOC5564252|XP_021694709.1|AAEG
OG0006208	LOC108029928|XP_016957915.1|DBIA	LOC5564219|XP_021694708.1|AAEG
OG0006209	LOC108024014|XP_016949262.1|DBIA	LOC110680804|XP_021712271.1|AAEG, LOC5574717|XP_001655297.2|AAEG
OG0006210	LOC108023362|XP_016948234.1|DBIA	LOC5578809|XP_021694724.1|AAEG
OG0006211	LOC108032762|XP_016962247.1|DBIA	LOC5578729|XP_021694733.1|AAEG
OG0006212	LOC108032761|XP_016962245.1|DBIA	LOC5578727|XP_021694734.1|AAEG
OG0006213	LOC108024936|XP_016950624.1|DBIA	LOC110681277|XP_021712737.1|AAEG, LOC110674366|XP_021694338.1|AAEG
OG0006214	LOC108025860|XP_016952017.1|DBIA	LOC5564724|XP_001649065.1|AAEG
OG0006215	LOC108028853|XP_016956326.1|DBIA	LOC5576538|XP_021694801.1|AAEG
OG0006216	LOC108025428|XP_016951404.1|DBIA	LOC5567107|XP_001651485.1|AAEG
OG0006217	LOC108023492|XP_016948509.1|DBIA	LOC5572314|XP_021694825.1|AAEG
OG0006218	LOC108032639|XP_016962074.1|DBIA	LOC5579242|XP_021694828.1|AAEG
OG0006219	LOC108023370|XP_016948263.1|DBIA	LOC5574750|XP_021694834.1|AAEG
OG0006220	LOC108028815|XP_016956291.1|DBIA	LOC5577045|XP_001663141.2|AAEG
OG0006221	LOC108025522|XP_016951533.1|DBIA	LOC5565087|XP_001649427.2|AAEG
OG0006222	LOC108025048|XP_016950793.1|DBIA	LOC110674796|XP_021694846.1|AAEG
OG0006223	LOC108027580|XP_016954583.1|DBIA	LOC5564286|XP_001648636.2|AAEG
OG0006224	LOC108023417|XP_016948379.1|DBIA	LOC5566787|XP_021694862.1|AAEG
OG0006225	LOC108036367|XP_016967943.1|DBIA	LOC5564667|XP_021694871.1|AAEG
OG0006226	LOC108036248|XP_016967746.1|DBIA	LOC5580072|XP_001654818.1|AAEG
OG0006227	LOC108032557|XP_016961930.1|DBIA	LOC5580071|XP_001654812.1|AAEG
OG0006228	LOC108026623|XP_016953124.1|DBIA	LOC5580062|XP_001654808.1|AAEG
OG0006229	LOC108035980|XP_016967296.1|DBIA	LOC5578710|XP_021694900.1|AAEG
OG0006230	LOC108024610|XP_016950118.1|DBIA	LOC5578281|XP_021694910.1|AAEG
OG0006231	LOC108023960|XP_016949155.1|DBIA	LOC110675165|XP_021695245.1|AAEG, LOC5569245|XP_021694914.1|AAEG
OG0006232	LOC108025809|XP_016951941.1|DBIA	LOC5573728|XP_001661035.2|AAEG
OG0006233	LOC108025816|XP_016951956.1|DBIA	LOC5573727|XP_021694936.1|AAEG
OG0006234	LOC108024827|XP_016950447.1|DBIA	LOC5570517|XP_001659205.1|AAEG
OG0006235	LOC108027596|XP_016954603.1|DBIA	LOC5568336|XP_021694950.1|AAEG
OG0006236	LOC108026533|XP_016952973.1|DBIA	LOC23687501|XP_011493011.1|AAEG
OG0006237	LOC108023238|XP_016948003.1|DBIA	LOC5564076|XP_021694973.1|AAEG
OG0006238	LOC108025853|XP_016952009.1|DBIA	LOC5574725|XP_021694985.1|AAEG
OG0006239	LOC108033352|XP_016963155.1|DBIA	LOC5579033|XP_021694991.1|AAEG
OG0006240	LOC108025414|XP_016951385.1|DBIA	LOC5579034|XP_021694992.1|AAEG
OG0006241	LOC108024826|XP_016950446.1|DBIA	LOC5579269|XP_001647577.1|AAEG
OG0006242	LOC108036242|XP_016967743.1|DBIA	LOC5577194|XP_021695013.1|AAEG
OG0006243	LOC108032123|XP_016961445.1|DBIA	LOC5564018|XP_021695017.1|AAEG
OG0006244	LOC108032005|XP_016961292.1|DBIA	LOC110674839|XP_021695039.1|AAEG
OG0006245	LOC108031635|XP_016960731.1|DBIA	LOC5571724|XP_021695068.1|AAEG
OG0006246	LOC108025737|XP_016951814.1|DBIA	LOC5566751|XP_001651159.1|AAEG
OG0006247	LOC108026393|XP_016952843.1|DBIA, LOC108036394|XP_016967995.1|DBIA	LOC5573032|XP_021695105.1|AAEG
OG0006248	LOC108032153|XP_016961488.1|DBIA	LOC5576759|XP_021695123.1|AAEG
OG0006249	LOC108027848|XP_016954929.1|DBIA	LOC5576924|XP_021695160.1|AAEG
OG0006250	LOC108033104|XP_016962793.1|DBIA	LOC5568027|XP_021695522.1|AAEG
OG0006251	LOC108025508|XP_016951519.1|DBIA	LOC5579467|XP_021693196.1|AAEG
OG0006252	LOC108027403|XP_016954330.1|DBIA	LOC5578380|XP_021693622.1|AAEG
OG0006253	LOC108025736|XP_016951813.1|DBIA	LOC5573035|XP_021693722.1|AAEG
OG0006254	LOC108033950|XP_016964130.1|DBIA	LOC5579004|XP_021695716.1|AAEG
OG0006255	LOC108031972|XP_016961255.1|DBIA	LOC110675593|XP_021696708.1|AAEG, LOC5578999|XP_021696520.1|AAEG
OG0006256	LOC108033076|XP_016962734.1|DBIA	LOC110681301|XP_021712751.1|AAEG, LOC110675740|XP_021697182.1|AAEG
OG0006257	LOC108023506|XP_016948534.1|DBIA	LOC5565025|XP_021697607.1|AAEG
OG0006258	LOC108033133|XP_016962845.1|DBIA	LOC5565023|XP_021697735.1|AAEG
OG0006259	LOC108031326|XP_016960065.1|DBIA	LOC5569197|XP_021699670.1|AAEG
OG0006260	LOC108023507|XP_016948536.1|DBIA	LOC5566776|XP_021700021.1|AAEG
OG0006261	LOC108034290|XP_016964639.1|DBIA	LOC5566775|XP_001651184.2|AAEG
OG0006262	LOC108027601|XP_016954611.1|DBIA	LOC5566773|XP_001651182.2|AAEG
OG0006263	LOC108024226|XP_016949587.1|DBIA	LOC5566772|XP_001651180.1|AAEG
OG0006264	LOC108023186|XP_016947917.1|DBIA	LOC5566770|XP_021701011.1|AAEG
OG0006265	LOC108036508|XP_016968200.1|DBIA	LOC5566768|XP_021701317.1|AAEG
OG0006266	LOC108023342|XP_016948172.1|DBIA	LOC5566778|XP_001651175.2|AAEG
OG0006267	LOC108033150|XP_016962864.1|DBIA	LOC5566766|XP_001651173.2|AAEG
OG0006268	LOC108026802|XP_016953453.1|DBIA	LOC5569486|XP_001658571.2|AAEG
OG0006269	LOC108031896|XP_016961152.1|DBIA	LOC5573512|XP_001660915.1|AAEG
OG0006270	LOC108027522|XP_016954454.1|DBIA	LOC5573519|XP_001660912.2|AAEG, LOC110680671|XP_021712154.1|AAEG
OG0006271	LOC108032091|XP_016961406.1|DBIA	LOC5568404|XP_001658056.1|AAEG
OG0006272	LOC108024009|XP_016949243.1|DBIA	LOC5570650|XP_001659245.1|AAEG
OG0006273	LOC108030403|XP_016958777.1|DBIA	LOC5570654|XP_001659249.1|AAEG
OG0006274	LOC108035662|XP_016966899.1|DBIA	LOC5574016|XP_001661110.2|AAEG
OG0006275	LOC108025849|XP_016952001.1|DBIA	LOC110679564|XP_021710277.1|AAEG, LOC5564965|XP_021710653.1|AAEG
OG0006276	LOC108027940|XP_016955061.1|DBIA	LOC110681430|XP_021712864.1|AAEG, LOC5571991|XP_001660095.2|AAEG
OG0006277	LOC108027358|XP_016954269.1|DBIA	LOC5571977|XP_001660079.2|AAEG
OG0006278	LOC108023253|XP_016948023.1|DBIA	LOC5579136|XP_001664229.2|AAEG
OG0006279	LOC108025795|XP_016951919.1|DBIA	LOC5576072|XP_021713191.1|AAEG, LOC5576066|XP_021713140.1|AAEG
OG0006280	LOC108028881|XP_016956378.1|DBIA	LOC5564154|XP_021713278.1|AAEG
OG0006281	LOC108028882|XP_016956382.1|DBIA	LOC5564153|XP_001648484.2|AAEG
OG0006282	LOC108024683|XP_016950249.1|DBIA	LOC5573487|XP_021713334.1|AAEG
OG0006283	LOC108024532|XP_016949987.1|DBIA	LOC5564534|XP_021713347.1|AAEG
OG0006284	LOC108035516|XP_016966668.1|DBIA	LOC5564532|XP_001648875.1|AAEG
OG0006285	LOC108024950|XP_016950673.1|DBIA	LOC5580024|XP_001653907.2|AAEG
OG0006286	LOC108025512|XP_016951534.1|DBIA	LOC5580026|XP_021713401.1|AAEG
OG0006287	LOC108025942|XP_016952129.1|DBIA	LOC5570123|XP_021693098.1|AAEG
OG0006288	LOC108025069|XP_016950816.1|DBIA	LOC5570124|XP_021693114.1|AAEG
OG0006289	LOC108024171|XP_016949485.1|DBIA	LOC5569752|XP_001652976.1|AAEG
OG0006290	LOC108023392|XP_016948302.1|DBIA	LOC5569750|XP_021693568.1|AAEG
OG0006291	LOC108036761|XP_016968582.1|DBIA	LOC5570747|XP_021693712.1|AAEG
OG0006292	LOC108024703|XP_016950273.1|DBIA	LOC5578392|XP_021694023.1|AAEG
OG0006293	LOC108028909|XP_016956420.1|DBIA	LOC110674241|XP_021694157.1|AAEG
OG0006294	LOC108023997|XP_016949226.1|DBIA	LOC110680398|XP_021711896.1|AAEG, LOC5572787|XP_021694297.1|AAEG
OG0006295	LOC108023596|XP_016948691.1|DBIA	LOC5572391|XP_001654045.2|AAEG
OG0006296	LOC108024163|XP_016949465.1|DBIA	LOC5572395|XP_021694382.1|AAEG
OG0006297	LOC108023497|XP_016948518.1|DBIA	LOC110674718|XP_021694472.1|AAEG
OG0006298	LOC108024044|XP_016949309.1|DBIA	LOC5564150|XP_021694510.1|AAEG
OG0006299	LOC108025705|XP_016951736.1|DBIA	LOC5564151|XP_021694519.1|AAEG
OG0006300	LOC108025810|XP_016951946.1|DBIA	LOC5578291|XP_001663817.1|AAEG
OG0006301	LOC108025882|XP_016952046.1|DBIA	LOC5574147|XP_001661213.2|AAEG
OG0006302	LOC108025813|XP_016951950.1|DBIA	LOC5569551|XP_021695167.1|AAEG
OG0006303	LOC108030138|XP_016958342.1|DBIA	LOC5565400|XP_001649725.2|AAEG, LOC110675150|XP_021695225.1|AAEG
OG0006304	LOC108024654|XP_016950202.1|DBIA	LOC5578884|XP_021695292.1|AAEG, LOC5569569|XP_021712700.1|AAEG
OG0006305	LOC108024660|XP_016950211.1|DBIA	LOC5578888|XP_021695333.1|AAEG
OG0006306	LOC108026201|XP_016952488.1|DBIA	LOC5563948|XP_021695343.1|AAEG
OG0006307	LOC108023875|XP_016949044.1|DBIA	LOC5563947|XP_021695396.1|AAEG
OG0006308	LOC108033164|XP_016962885.1|DBIA	LOC110675293|XP_021695488.1|AAEG
OG0006309	LOC108023983|XP_016949200.1|DBIA	LOC5574253|XP_021695648.1|AAEG
OG0006310	LOC108027344|XP_016954251.1|DBIA	LOC5574257|XP_021695746.1|AAEG
OG0006311	LOC108023902|XP_016949077.1|DBIA	LOC5569922|XP_001658821.2|AAEG
OG0006312	LOC108024050|XP_016949316.1|DBIA	LOC5569925|XP_021695873.1|AAEG
OG0006313	LOC108023792|XP_016948920.1|DBIA	LOC5569926|XP_001658823.2|AAEG
OG0006314	LOC108032987|XP_016962554.1|DBIA	LOC5576024|XP_001662362.1|AAEG
OG0006315	LOC108025308|XP_016951195.1|DBIA	LOC5566493|XP_001650886.2|AAEG
OG0006316	LOC108028886|XP_016956391.1|DBIA	LOC5571323|XP_021696697.1|AAEG
OG0006317	LOC108022031|XP_016946365.1|DBIA	LOC5571322|XP_001653610.1|AAEG
OG0006318	LOC108024198|XP_016949536.1|DBIA	LOC5570448|XP_021696888.1|AAEG
OG0006319	LOC108036437|XP_016968066.1|DBIA	LOC5564010|XP_021697066.1|AAEG
OG0006320	LOC108023753|XP_016948879.1|DBIA	LOC5564829|XP_021697212.1|AAEG
OG0006321	LOC108023225|XP_016947987.1|DBIA	LOC5576595|XP_001656178.2|AAEG
OG0006322	LOC108023237|XP_016948002.1|DBIA	LOC5576592|XP_001656173.1|AAEG
OG0006323	LOC108025625|XP_016951649.1|DBIA	LOC5576586|XP_021697461.1|AAEG
OG0006324	LOC108023496|XP_016948516.1|DBIA	LOC5574996|XP_021697597.1|AAEG
OG0006325	LOC108031852|XP_016961094.1|DBIA	LOC5574988|XP_021697667.1|AAEG
OG0006326	LOC108030667|XP_016959183.1|DBIA	LOC5574986|XP_001655459.2|AAEG
OG0006327	LOC108025476|XP_016951477.1|DBIA	LOC5574983|XP_001655456.2|AAEG
OG0006328	LOC108031352|XP_016960106.1|DBIA	LOC5574982|XP_021697717.1|AAEG
OG0006329	LOC108033059|XP_016962693.1|DBIA	LOC5574971|XP_021697845.1|AAEG
OG0006330	LOC108026298|XP_016952668.1|DBIA	LOC5577024|XP_021698112.1|AAEG
OG0006331	LOC108033132|XP_016962844.1|DBIA	LOC5572545|XP_001660477.2|AAEG
OG0006332	LOC108036088|XP_016967531.1|DBIA	LOC5572540|XP_001660476.2|AAEG
OG0006333	LOC108033100|XP_016962786.1|DBIA	LOC5572543|XP_021698170.1|AAEG
OG0006334	LOC108023386|XP_016948282.1|DBIA	LOC5572548|XP_021698233.1|AAEG
OG0006335	LOC108031981|XP_016961265.1|DBIA	LOC5566388|XP_021698878.1|AAEG
OG0006336	LOC108025743|XP_016951820.1|DBIA	LOC5572011|XP_021698892.1|AAEG
OG0006337	LOC108032076|XP_016961389.1|DBIA	LOC5580122|XP_021699339.1|AAEG
OG0006338	LOC108024984|XP_016950721.1|DBIA	LOC5567929|XP_001651968.2|AAEG
OG0006339	LOC108025888|XP_016952054.1|DBIA	LOC5580055|XP_021699699.1|AAEG
OG0006340	LOC108025837|XP_016951984.1|DBIA	LOC5580058|XP_011493555.1|AAEG
OG0006341	LOC108023480|XP_016948490.1|DBIA	LOC5580070|XP_001654823.1|AAEG
OG0006342	LOC108023696|XP_016948809.1|DBIA	LOC5576247|XP_021699775.1|AAEG
OG0006343	LOC108023239|XP_016948006.1|DBIA	LOC5569694|XP_001658675.2|AAEG
OG0006344	LOC108033006|XP_016962620.1|DBIA	LOC5568097|XP_021699868.1|AAEG
OG0006345	LOC108031480|XP_016960446.1|DBIA	LOC5564403|XP_021699994.1|AAEG
OG0006346	LOC108026336|XP_016952729.1|DBIA	LOC5564392|XP_001648745.1|AAEG
OG0006347	LOC108026282|XP_016952638.1|DBIA	LOC5564399|XP_021700076.1|AAEG
OG0006348	LOC108025917|XP_016952093.1|DBIA	LOC23687419|XP_021700400.1|AAEG
OG0006349	LOC108023526|XP_016948574.1|DBIA	LOC5576477|XP_021700521.1|AAEG
OG0006350	LOC108026001|XP_016952180.1|DBIA	LOC5576483|XP_001662676.2|AAEG
OG0006351	LOC108024007|XP_016949238.1|DBIA	LOC5576486|XP_001662679.2|AAEG
OG0006352	LOC108023081|XP_016947820.1|DBIA	LOC5576487|XP_001662680.2|AAEG
OG0006353	LOC108025245|XP_016951084.1|DBIA	LOC5575639|XP_021700696.1|AAEG
OG0006354	LOC108031850|XP_016961092.1|DBIA	LOC5570714|XP_021700801.1|AAEG
OG0006355	LOC108023432|XP_016948408.1|DBIA	LOC5570702|XP_021700994.1|AAEG
OG0006356	LOC108023453|XP_016948439.1|DBIA	LOC5571573|XP_001653710.2|AAEG
OG0006357	LOC108023455|XP_016948441.1|DBIA	LOC5571574|XP_021701329.1|AAEG
OG0006358	LOC108029288|XP_016956979.1|DBIA	LOC5567106|XP_001651492.1|AAEG
OG0006359	LOC108026232|XP_016952556.1|DBIA	LOC5567104|XP_021701584.1|AAEG
OG0006360	LOC108033216|XP_016962961.1|DBIA	LOC5567102|XP_021701592.1|AAEG
OG0006361	LOC108027432|XP_016954368.1|DBIA	LOC5565274|XP_001649600.2|AAEG
OG0006362	LOC108023551|XP_016948616.1|DBIA	LOC5565253|XP_021701766.1|AAEG
OG0006363	LOC108027525|XP_016954457.1|DBIA	LOC5564185|XP_001648523.2|AAEG
OG0006364	LOC108033403|XP_016963213.1|DBIA	LOC5567564|XP_001657555.2|AAEG
OG0006365	LOC108027626|XP_016954635.1|DBIA	LOC5567562|XP_021702952.1|AAEG
OG0006366	LOC108027509|XP_016954441.1|DBIA	LOC5567558|XP_021702974.1|AAEG
OG0006367	LOC108023260|XP_016948031.1|DBIA	LOC110681435|XP_021712879.1|AAEG, LOC5568687|XP_021703023.1|AAEG
OG0006368	LOC108025421|XP_016951393.1|DBIA	LOC5568679|XP_001658089.1|AAEG
OG0006369	LOC108025210|XP_016951036.1|DBIA	LOC5568680|XP_021703108.1|AAEG
OG0006370	LOC108035812|XP_016967048.1|DBIA	LOC5576891|XP_021703357.1|AAEG
OG0006371	LOC108025052|XP_016950798.1|DBIA	LOC5576876|XP_001662974.1|AAEG
OG0006372	LOC108025087|XP_016950836.1|DBIA	LOC5576871|XP_021703551.1|AAEG
OG0006373	LOC108024221|XP_016949577.1|DBIA	LOC5575874|XP_021703663.1|AAEG
OG0006374	LOC108023950|XP_016949130.1|DBIA	LOC5573561|XP_001660932.2|AAEG
OG0006375	LOC108026250|XP_016952594.1|DBIA	LOC5564049|XP_021703880.1|AAEG
OG0006376	LOC108023481|XP_016948491.1|DBIA	LOC5564048|XP_021703893.1|AAEG
OG0006377	LOC108035782|XP_016966992.1|DBIA	LOC5564055|XP_001648371.1|AAEG
OG0006378	LOC108025340|XP_016951261.1|DBIA	LOC5564041|XP_001648374.1|AAEG
OG0006379	LOC108026108|XP_016952299.1|DBIA	LOC5564052|XP_001648386.2|AAEG
OG0006380	LOC108021974|XP_016946304.1|DBIA	LOC5579306|XP_001647614.2|AAEG
OG0006381	LOC108023967|XP_016949177.1|DBIA	LOC5571507|XP_021704110.1|AAEG
OG0006382	LOC108036430|XP_016968059.1|DBIA	LOC5571505|XP_021704117.1|AAEG
OG0006383	LOC108033062|XP_016962708.1|DBIA	LOC5579338|XP_021704112.1|AAEG
OG0006384	LOC108033208|XP_016962948.1|DBIA	LOC5571500|XP_001659750.2|AAEG
OG0006385	LOC108031696|XP_016960843.1|DBIA	LOC5571497|XP_001659747.2|AAEG
OG0006386	LOC108033713|XP_016963735.1|DBIA	LOC5571495|XP_001659745.2|AAEG
OG0006387	LOC108025368|XP_016951317.1|DBIA	LOC5571492|XP_001659742.2|AAEG
OG0006388	LOC108023384|XP_016948280.1|DBIA	LOC5580104|XP_021704389.1|AAEG
OG0006389	LOC108023385|XP_016948281.1|DBIA	LOC5580117|XP_021704405.1|AAEG
OG0006390	LOC108025633|XP_016951661.1|DBIA	LOC5572862|XP_001660621.2|AAEG
OG0006391	LOC108025432|XP_016951412.1|DBIA	LOC5575868|XP_021704753.1|AAEG
OG0006392	LOC108024214|XP_016949566.1|DBIA	LOC5577255|XP_021705012.1|AAEG
OG0006393	LOC108033665|XP_016963593.1|DBIA	LOC5579201|XP_001657324.1|AAEG
OG0006394	LOC108031029|XP_016959719.1|DBIA	LOC5578147|XP_001663718.1|AAEG
OG0006395	LOC108031897|XP_016961153.1|DBIA	LOC5578144|XP_001663714.2|AAEG
OG0006396	LOC108023920|XP_016949094.1|DBIA	LOC5565046|XP_001649414.2|AAEG
OG0006397	LOC108033053|XP_016962669.1|DBIA	LOC5565042|XP_021705270.1|AAEG
OG0006398	LOC108023665|XP_016948775.1|DBIA	LOC5565039|XP_001649398.2|AAEG
OG0006399	LOC108026275|XP_016952630.1|DBIA	LOC5565032|XP_001649389.2|AAEG
OG0006400	LOC108026259|XP_016952605.1|DBIA	LOC5565047|XP_001649385.2|AAEG
OG0006401	LOC108035970|XP_016967278.1|DBIA	LOC5565049|XP_021694261.1|AAEG
OG0006402	LOC108027031|XP_016953717.1|DBIA	LOC110677913|XP_021705581.1|AAEG
OG0006403	LOC108027053|XP_016953750.1|DBIA	LOC5565262|XP_001649612.2|AAEG
OG0006404	LOC108025265|XP_016951115.1|DBIA	LOC5565261|XP_021705657.1|AAEG
OG0006405	LOC108028742|XP_016956199.1|DBIA	LOC5576554|XP_021705756.1|AAEG
OG0006406	LOC108025447|XP_016951434.1|DBIA	LOC5576005|XP_001662347.2|AAEG
