Orthogroup	DBIA.longest_only	AEAL.longest_only
OG0007285	LOC108024231|XP_016949592.1|DBIA	LOC109409555|XP_019538536.2|AEAL
OG0007286	LOC108024184|XP_016949509.1|DBIA	LOC109423376|XP_029720642.1|AEAL, LOC109430466|XP_029732046.1|AEAL
OG0007287	LOC108029234|XP_016956917.1|DBIA	LOC109409558|XP_019538543.2|AEAL
OG0007288	LOC108023528|XP_016948579.1|DBIA	LOC109409560|XP_019538545.2|AEAL
OG0007289	LOC108033079|XP_016962737.1|DBIA	LOC109409564|XP_029732145.1|AEAL
OG0007290	LOC108025415|XP_016951389.1|DBIA	LOC109430453|XP_019562068.1|AEAL, LOC109409575|XP_019538571.1|AEAL
OG0007291	LOC108032486|XP_016961798.1|DBIA	LOC109405758|XP_019534369.2|AEAL
OG0007292	LOC108032982|XP_016962548.1|DBIA	LOC109405756|XP_019534368.2|AEAL, LOC109433372|XP_019565343.2|AEAL
OG0007293	LOC108025393|XP_016951358.1|DBIA	LOC109433397|XP_019565375.2|AEAL
OG0007294	LOC108031831|XP_016961061.1|DBIA	LOC109433307|XP_019565278.2|AEAL, LOC109622091|XP_019931871.1|AEAL
OG0007295	LOC108026072|XP_016952259.1|DBIA	LOC109413944|XP_019543220.3|AEAL
OG0007296	LOC108026281|XP_016952635.1|DBIA	LOC109413923|XP_029734144.1|AEAL
OG0007297	LOC108031343|XP_016960096.1|DBIA	LOC109622067|XP_029734139.1|AEAL
OG0007298	LOC108023823|XP_016948961.1|DBIA	LOC109622065|XP_019543192.1|AEAL
OG0007299	LOC108032065|XP_016961372.1|DBIA	LOC109413913|XP_029734085.1|AEAL
OG0007300	LOC108024670|XP_016950231.1|DBIA	LOC109622056|XP_029733919.1|AEAL
OG0007301	LOC108027207|XP_016954008.1|DBIA	LOC109405021|XP_029733799.1|AEAL
OG0007302	LOC108032909|XP_016962462.1|DBIA	LOC109405983|XP_019534583.3|AEAL
OG0007303	LOC108032203|XP_016961554.1|DBIA	LOC109419330|XP_019549110.2|AEAL, LOC109408471|XP_019537354.2|AEAL, LOC115269975|XP_029734697.1|AEAL
OG0007304	LOC108032789|XP_016962283.1|DBIA	LOC109408454|XP_019537331.2|AEAL
OG0007305	LOC108028734|XP_016956189.1|DBIA	LOC109408434|XP_019537310.2|AEAL
OG0007306	LOC108028733|XP_016956188.1|DBIA	LOC109419387|XP_019549165.2|AEAL
OG0007307	LOC108024676|XP_016950235.1|DBIA	LOC109401058|XP_029735348.1|AEAL
OG0007308	LOC108024493|XP_016949916.1|DBIA	LOC109401050|XP_029716951.1|AEAL, LOC115270288|XP_029735486.1|AEAL
OG0007309	LOC108025438|XP_016951418.1|DBIA	LOC109408408|XP_029735700.1|AEAL
OG0007310	LOC108026383|XP_016952792.1|DBIA	LOC109408405|XP_019537260.2|AEAL
OG0007311	LOC108026246|XP_016952575.1|DBIA	LOC109405715|XP_029735740.1|AEAL
OG0007312	LOC108036616|XP_016968368.1|DBIA	LOC109408400|XP_029735841.1|AEAL
OG0007313	LOC108024021|XP_016949271.1|DBIA	LOC109424071|XP_029719670.1|AEAL
OG0007314	LOC108023466|XP_016948471.1|DBIA	LOC109416301|XP_029736257.1|AEAL
OG0007315	LOC108025695|XP_016951722.1|DBIA	LOC109426211|XP_029719723.1|AEAL, LOC109424064|XP_029736338.1|AEAL
OG0007316	LOC108031539|XP_016960565.1|DBIA	LOC109423999|XP_019554606.2|AEAL
OG0007317	LOC108027170|XP_016953940.1|DBIA	LOC109426228|XP_019557231.2|AEAL
OG0007318	LOC108027167|XP_016953934.1|DBIA	LOC109424046|XP_029727731.1|AEAL
OG0007319	LOC108035523|XP_016966680.1|DBIA	LOC109426709|XP_029727698.1|AEAL
OG0007320	LOC108025397|XP_016951361.1|DBIA	LOC115266126|XP_029727956.1|AEAL, LOC109424019|XP_019554617.2|AEAL
OG0007321	LOC108023690|XP_016948802.1|DBIA	LOC109424013|XP_029727749.1|AEAL, LOC115254158|XP_029727766.1|AEAL
OG0007322	LOC108024236|XP_016949598.1|DBIA	LOC115266050|XP_029727756.1|AEAL, LOC109404393|XP_029727768.1|AEAL
OG0007323	LOC108023765|XP_016948894.1|DBIA	LOC109431929|XP_019563780.2|AEAL, LOC109404394|XP_019532788.2|AEAL
OG0007324	LOC108027249|XP_016954092.1|DBIA	LOC109431782|XP_019563591.1|AEAL
OG0007325	LOC108032243|XP_016961596.1|DBIA	LOC109431779|XP_019563588.2|AEAL
OG0007326	LOC108027248|XP_016954089.1|DBIA	LOC109431784|XP_029727848.1|AEAL
OG0007327	LOC108035685|XP_016966889.1|DBIA	LOC109431792|XP_019563602.2|AEAL
OG0007328	LOC108026407|XP_016952822.1|DBIA	LOC109431839|XP_029727998.1|AEAL
OG0007329	LOC108026378|XP_016952788.1|DBIA	LOC115266100|XP_029727887.1|AEAL, LOC109412338|XP_029724744.1|AEAL, LOC115264848|XP_029724739.1|AEAL
OG0007330	LOC108023629|XP_016948732.1|DBIA	LOC109422662|XP_019553062.2|AEAL, LOC109401120|XP_019529144.2|AEAL
OG0007331	LOC108023433|XP_016948409.1|DBIA	LOC115260168|XP_029716936.1|AEAL, LOC109422660|XP_029736402.1|AEAL
OG0007332	LOC108035786|XP_016967005.1|DBIA	LOC109422659|XP_029736405.1|AEAL, LOC115253559|XP_029716934.1|AEAL
OG0007333	LOC108024083|XP_016949350.1|DBIA	LOC109422624|XP_019552993.2|AEAL
OG0007334	LOC108029302|XP_016956994.1|DBIA	LOC109422607|XP_019552956.2|AEAL
OG0007335	LOC108030266|XP_016958582.1|DBIA	LOC109406142|XP_019534745.1|AEAL
OG0007336	LOC108028526|XP_016955941.1|DBIA	LOC109401784|XP_019529944.1|AEAL
OG0007337	LOC108035580|XP_016966739.1|DBIA	LOC109401779|XP_019529938.2|AEAL
OG0007338	LOC108035690|XP_016966897.1|DBIA	LOC115255977|XP_029710057.1|AEAL
OG0007339	LOC108031744|XP_016960930.1|DBIA	LOC109403735|XP_019532149.2|AEAL
OG0007340	LOC108024313|XP_016949705.1|DBIA	LOC109403728|XP_019532137.2|AEAL
OG0007341	LOC108023812|XP_016948946.1|DBIA	LOC109403732|XP_029718559.1|AEAL
OG0007342	LOC108024828|XP_016950448.1|DBIA	LOC109433434|XP_029718596.1|AEAL
OG0007343	LOC108026103|XP_016952292.1|DBIA	LOC109403316|XP_019531669.1|AEAL
OG0007344	LOC108027640|XP_016954646.1|DBIA	LOC109403315|XP_019531668.2|AEAL
OG0007345	LOC108026101|XP_016952290.1|DBIA	LOC109406576|XP_019535228.1|AEAL
OG0007346	LOC108035652|XP_016966847.1|DBIA	LOC109406543|XP_029718585.1|AEAL
OG0007347	LOC108025906|XP_016952083.1|DBIA	LOC109403272|XP_029718587.1|AEAL, LOC115269494|XP_029734138.1|AEAL
OG0007348	LOC108025855|XP_016952015.1|DBIA	LOC109412232|XP_019541412.2|AEAL
OG0007349	LOC108025806|XP_016951943.1|DBIA	LOC109412235|XP_029734146.1|AEAL
OG0007350	LOC108024096|XP_016949359.1|DBIA	LOC109412245|XP_019541431.2|AEAL, LOC109403330|XP_019531683.2|AEAL
OG0007351	LOC108035198|XP_016966181.1|DBIA	LOC109403311|XP_029718619.1|AEAL
OG0007352	LOC108029388|XP_016957104.1|DBIA	LOC109403282|XP_019531632.2|AEAL
OG0007353	LOC108032893|XP_016962418.1|DBIA	LOC109415062|XP_019544464.2|AEAL, LOC109403287|XP_019531639.2|AEAL
OG0007354	LOC108023209|XP_016947963.1|DBIA	LOC109414121|XP_019543410.2|AEAL
OG0007355	LOC108027210|XP_016954013.1|DBIA	LOC109415075|XP_029718665.1|AEAL
OG0007356	LOC108036623|XP_016968383.1|DBIA	LOC109414127|XP_029718670.1|AEAL
OG0007357	LOC108027192|XP_016953983.1|DBIA	LOC109414131|XP_019543434.2|AEAL
OG0007358	LOC108026308|XP_016952681.1|DBIA	LOC109416838|XP_019546476.2|AEAL
OG0007359	LOC108024562|XP_016950040.1|DBIA	LOC109398821|XP_029709976.1|AEAL, LOC109417347|XP_019546998.2|AEAL
OG0007360	LOC108031681|XP_016960813.1|DBIA	LOC109398863|XP_019526852.2|AEAL
OG0007361	LOC108023414|XP_016948363.1|DBIA	LOC109429171|XP_029718794.1|AEAL, LOC109398837|XP_029718827.1|AEAL
OG0007362	LOC108033907|XP_016964062.1|DBIA	LOC109429170|XP_029718829.1|AEAL, LOC109398884|XP_029718795.1|AEAL
OG0007363	LOC108021900|XP_016946207.1|DBIA	LOC109429162|XP_019560572.2|AEAL
OG0007364	LOC108021892|XP_016946184.1|DBIA	LOC109429157|XP_029718833.1|AEAL, LOC115253602|XP_029718799.1|AEAL
OG0007365	LOC108021977|XP_016946307.1|DBIA	LOC109429156|XP_029718847.1|AEAL, LOC109398868|XP_029718845.1|AEAL
OG0007366	LOC108032186|XP_016961531.1|DBIA	LOC109429149|XP_019560544.2|AEAL
OG0007367	LOC108035160|XP_016966105.1|DBIA	LOC109429148|XP_029730079.1|AEAL
OG0007368	LOC108027388|XP_016954313.1|DBIA	LOC109429118|XP_019560513.2|AEAL
OG0007369	LOC108025276|XP_016951130.1|DBIA	LOC109429111|XP_029719014.1|AEAL
OG0007370	LOC108029685|XP_016957628.1|DBIA	LOC109429104|XP_019560489.2|AEAL
OG0007371	LOC108026320|XP_016952698.1|DBIA	LOC109429098|XP_029719005.1|AEAL
OG0007372	LOC108031753|XP_016960948.1|DBIA	LOC109411604|XP_029718972.1|AEAL
OG0007373	LOC108026495|XP_016952934.1|DBIA	LOC109427239|XP_029718919.1|AEAL, LOC115254073|XP_029718971.1|AEAL
OG0007374	LOC108023230|XP_016947994.1|DBIA	LOC115261150|XP_029718369.1|AEAL, LOC115261162|XP_029718380.1|AEAL
OG0007375	LOC108023391|XP_016948301.1|DBIA	LOC115260327|XP_029717117.1|AEAL, LOC109428135|XP_029710431.1|AEAL
OG0007376	LOC108025897|XP_016952071.1|DBIA	LOC109406883|XP_019535437.2|AEAL
OG0007377	LOC108033030|XP_016962645.1|DBIA	LOC115261502|XP_029719095.1|AEAL, LOC109404483|XP_019532916.1|AEAL
OG0007378	LOC108023996|XP_016949221.1|DBIA	LOC109406319|XP_019534959.2|AEAL, LOC115261505|XP_029719098.1|AEAL
OG0007379	LOC108033119|XP_016962817.1|DBIA	LOC109404472|XP_029719039.1|AEAL, LOC109406315|XP_019534953.1|AEAL
OG0007380	LOC108023197|XP_016947944.1|DBIA	LOC109406304|XP_029719029.1|AEAL, LOC109404485|XP_029719110.1|AEAL, LOC115261487|XP_029719064.1|AEAL
OG0007381	LOC108033139|XP_016962851.1|DBIA	LOC109406328|XP_029719045.1|AEAL, LOC109404503|XP_019532946.2|AEAL
OG0007382	LOC108023447|XP_016948428.1|DBIA	LOC109406293|XP_019534923.2|AEAL, LOC115261517|XP_029719141.1|AEAL
OG0007383	LOC108023327|XP_016948119.1|DBIA	LOC109404958|XP_029719144.1|AEAL
OG0007384	LOC108023645|XP_016948751.1|DBIA	LOC109404966|XP_029719198.1|AEAL, LOC109416165|XP_029718397.1|AEAL
OG0007385	LOC108023358|XP_016948227.1|DBIA	LOC115261524|XP_029719200.1|AEAL, LOC109404981|XP_029719237.1|AEAL
OG0007386	LOC108024255|XP_016949631.1|DBIA	LOC109416145|XP_029719223.1|AEAL, LOC109416207|XP_029719212.1|AEAL
OG0007387	LOC108025624|XP_016951648.1|DBIA	LOC109416206|XP_029719222.1|AEAL, LOC109416144|XP_019545657.2|AEAL
OG0007388	LOC108025701|XP_016951726.1|DBIA	LOC109416142|XP_029719221.1|AEAL, LOC109416205|XP_029719216.1|AEAL
OG0007389	LOC108033785|XP_016963879.1|DBIA	LOC109416635|XP_029719266.1|AEAL, LOC109432844|XP_029719277.1|AEAL
OG0007390	LOC108023545|XP_016948611.1|DBIA	LOC109432835|XP_029719292.1|AEAL, LOC109416626|XP_029719291.1|AEAL, LOC115254082|XP_029719263.1|AEAL
OG0007391	LOC108026312|XP_016952688.1|DBIA	LOC109416624|XP_029719261.1|AEAL, LOC109432833|XP_029719282.1|AEAL, LOC115261554|XP_029719283.1|AEAL
OG0007392	LOC108023464|XP_016948468.1|DBIA	LOC115261572|XP_029719327.1|AEAL, LOC109416618|XP_019546228.2|AEAL, LOC109432819|XP_029719254.1|AEAL, LOC115261559|XP_029719302.1|AEAL
OG0007393	LOC108026265|XP_016952614.1|DBIA	LOC109432808|XP_019564698.2|AEAL
OG0007395	LOC108027540|XP_016954474.1|DBIA	LOC109432733|XP_019564662.1|AEAL
OG0007396	LOC108023810|XP_016948943.1|DBIA	LOC109621965|XP_029710319.1|AEAL
OG0007397	LOC108034982|XP_016965802.1|DBIA	LOC115268851|XP_029732883.1|AEAL
OG0007399	LOC108023648|XP_016948754.1|DBIA	LOC109416482|XP_029732994.1|AEAL, LOC109419429|XP_029732996.1|AEAL
OG0007400	LOC108023248|XP_016948017.1|DBIA	LOC109416704|XP_029733002.1|AEAL
OG0007401	LOC108027560|XP_016954525.1|DBIA	LOC109411905|XP_019541076.2|AEAL
OG0007402	LOC108031761|XP_016960958.1|DBIA	LOC109411915|XP_019541091.1|AEAL
OG0007403	LOC108031520|XP_016960527.1|DBIA	LOC115260278|XP_029717074.1|AEAL, LOC109406256|XP_019534863.2|AEAL
OG0007404	LOC108031497|XP_016960481.1|DBIA	LOC109411920|XP_029733057.1|AEAL
OG0007405	LOC108026254|XP_016952597.1|DBIA	LOC109406270|XP_029733055.1|AEAL
OG0007406	LOC108027196|XP_016953991.1|DBIA	LOC109406267|XP_019534891.1|AEAL
OG0007407	LOC108033717|XP_016963739.1|DBIA	LOC109406729|XP_029733035.1|AEAL
OG0007408	LOC108035918|XP_016967183.1|DBIA	LOC109406742|XP_019535333.1|AEAL
OG0007409	LOC108027842|XP_016954922.1|DBIA	LOC109406743|XP_029733034.1|AEAL
OG0007410	LOC108025823|XP_016951964.1|DBIA	LOC109424555|XP_029734041.1|AEAL, LOC109411979|XP_029712458.1|AEAL
OG0007411	LOC108023262|XP_016948033.1|DBIA	LOC115269431|XP_029734040.1|AEAL, LOC109411984|XP_019541187.1|AEAL
OG0007412	LOC108035813|XP_016967050.1|DBIA	LOC109411982|XP_019541184.1|AEAL, LOC115269430|XP_029734039.1|AEAL
OG0007413	LOC108022565|XP_016947052.1|DBIA	LOC109424545|XP_029734047.1|AEAL
OG0007414	LOC108024196|XP_016949532.1|DBIA	LOC109428783|XP_019560172.2|AEAL, LOC109405087|XP_029733941.1|AEAL
OG0007415	LOC108024294|XP_016949683.1|DBIA	LOC109428819|XP_019560212.2|AEAL, LOC109397789|XP_019525652.2|AEAL
OG0007416	LOC108030513|XP_016958927.1|DBIA	LOC109397755|XP_029733975.1|AEAL, LOC109428797|XP_029733955.1|AEAL
OG0007417	LOC108021961|XP_016946280.1|DBIA	LOC109397779|XP_029733961.1|AEAL, LOC109419481|XP_019549248.1|AEAL
OG0007421	LOC108024182|XP_016949507.1|DBIA	LOC109405134|XP_029724204.1|AEAL
OG0007422	LOC108023558|XP_016948632.1|DBIA	LOC115264538|XP_029724147.1|AEAL, LOC109405347|XP_019533949.2|AEAL
OG0007423	LOC108025754|XP_016951837.1|DBIA	LOC115253739|XP_029724142.1|AEAL, LOC109405371|XP_029724183.1|AEAL
OG0007424	LOC108028300|XP_016955512.1|DBIA	LOC109399515|XP_019527513.1|AEAL
OG0007425	LOC108030913|XP_016959591.1|DBIA	LOC109405539|XP_029724166.1|AEAL
OG0007426	LOC108023584|XP_016948671.1|DBIA	LOC109399397|XP_029728100.1|AEAL, LOC109405592|XP_029724164.1|AEAL
OG0007427	LOC108023560|XP_016948636.1|DBIA	LOC109405618|XP_029724163.1|AEAL, LOC109399358|XP_029728102.1|AEAL
OG0007428	LOC108023393|XP_016948307.1|DBIA	LOC109401709|XP_029724226.1|AEAL, LOC109407860|XP_019536584.2|AEAL
OG0007430	LOC108030759|XP_016959304.1|DBIA	LOC109432015|XP_019563862.2|AEAL
OG0007431	LOC108027898|XP_016955006.1|DBIA	LOC109431996|XP_019563844.2|AEAL
OG0007432	LOC108030928|XP_016959611.1|DBIA	LOC109431311|XP_019563073.2|AEAL
OG0007433	LOC108028852|XP_016956325.1|DBIA	LOC115264749|XP_029724635.1|AEAL
OG0007434	LOC108030631|XP_016959124.1|DBIA	LOC115258248|XP_029714177.1|AEAL
OG0007435	LOC108030594|XP_016959060.1|DBIA	LOC109407705|XP_029724289.1|AEAL, LOC109431240|XP_029724281.1|AEAL
OG0007436	LOC108028048|XP_016955176.1|DBIA	LOC109431245|XP_019563017.2|AEAL
OG0007437	LOC108035566|XP_016966724.1|DBIA	LOC109409399|XP_029724376.1|AEAL
OG0007438	LOC108028280|XP_016955474.1|DBIA	LOC109409390|XP_029724378.1|AEAL
OG0007439	LOC108031437|XP_016960339.1|DBIA	LOC115264641|XP_029724404.1|AEAL, LOC115264659|XP_029724458.1|AEAL, LOC109412634|XP_029724453.1|AEAL
OG0007440	LOC108028904|XP_016956412.1|DBIA	LOC109412627|XP_029724450.1|AEAL, LOC109415904|XP_029724414.1|AEAL
OG0007441	LOC108030280|XP_016958595.1|DBIA	LOC109424345|XP_029716611.1|AEAL
OG0007446	LOC108033833|XP_016963949.1|DBIA	LOC109424388|XP_029717199.1|AEAL
OG0007447	LOC108033300|XP_016963058.1|DBIA	LOC109422297|XP_029717204.1|AEAL
OG0007449	LOC108030577|XP_016959002.1|DBIA	LOC109418789|XP_019548569.2|AEAL
OG0007450	LOC108033655|XP_016963578.1|DBIA	LOC109418805|XP_019548575.2|AEAL
OG0007451	LOC108030634|XP_016959130.1|DBIA	LOC109418820|XP_019548594.1|AEAL
OG0007452	LOC108030556|XP_016958940.1|DBIA	LOC109405808|XP_019534411.2|AEAL
OG0007453	LOC108028645|XP_016956058.1|DBIA	LOC109418829|XP_019548609.2|AEAL
OG0007454	LOC108030597|XP_016959066.1|DBIA	LOC109401683|XP_019529817.2|AEAL
OG0007455	LOC108026870|XP_016953546.1|DBIA	LOC109420357|XP_019550229.1|AEAL
OG0007456	LOC108023707|XP_016948825.1|DBIA	LOC115257904|XP_029713754.1|AEAL, LOC109420360|XP_019550232.2|AEAL
OG0007457	LOC108031184|XP_016959896.1|DBIA	LOC109403452|XP_019531825.2|AEAL
OG0007458	LOC108022262|XP_016946646.1|DBIA	LOC109403451|XP_029713464.1|AEAL
OG0007459	LOC108031357|XP_016960116.1|DBIA	LOC109403455|XP_019531831.2|AEAL
OG0007460	LOC108022965|XP_016947676.1|DBIA	LOC109433182|XP_019565132.2|AEAL
OG0007461	LOC108028427|XP_016955746.1|DBIA	LOC109403439|XP_019531802.2|AEAL
OG0007462	LOC108035636|XP_016966826.1|DBIA	LOC109403466|XP_029712873.1|AEAL
OG0007463	LOC108034680|XP_016965110.1|DBIA	LOC109433216|XP_029712872.1|AEAL
OG0007464	LOC108028292|XP_016955492.1|DBIA	LOC109433210|XP_029712925.1|AEAL
OG0007465	LOC108034485|XP_016964879.1|DBIA	LOC109403448|XP_019531818.2|AEAL, LOC115257534|XP_029713117.1|AEAL
OG0007466	LOC108030085|XP_016958212.1|DBIA	LOC109424501|XP_019552736.1|AEAL
OG0007467	LOC108030432|XP_016958808.1|DBIA	LOC109422400|XP_019552727.2|AEAL
OG0007468	LOC108036570|XP_016968307.1|DBIA	LOC109424494|XP_029733196.1|AEAL
OG0007469	LOC108028576|XP_016955970.1|DBIA	LOC109424483|XP_019555176.2|AEAL
OG0007470	LOC108034330|XP_016964696.1|DBIA	LOC109424479|XP_019555172.1|AEAL
OG0007471	LOC108036497|XP_016968179.1|DBIA	LOC109422378|XP_029716833.1|AEAL
OG0007472	LOC108025921|XP_016952100.1|DBIA	LOC109422373|XP_019552667.2|AEAL, LOC109424467|XP_029729570.1|AEAL
OG0007473	LOC108028710|XP_016956149.1|DBIA	LOC109424406|XP_019555043.2|AEAL
OG0007474	LOC108036553|XP_016968276.1|DBIA	LOC109422319|XP_029708134.1|AEAL
OG0007475	LOC108028545|XP_016955932.1|DBIA	LOC109418703|XP_029713180.1|AEAL
OG0007476	LOC108036477|XP_016968150.1|DBIA	LOC109405265|XP_019533842.2|AEAL
OG0007477	LOC108033826|XP_016963982.1|DBIA	LOC109405247|XP_019533824.2|AEAL
OG0007478	LOC108034045|XP_016964281.1|DBIA	LOC109410096|XP_029712747.1|AEAL, LOC109418616|XP_019548370.2|AEAL
OG0007479	LOC108023700|XP_016948817.1|DBIA	LOC109413114|XP_019542374.2|AEAL, LOC109418553|XP_019548304.1|AEAL
OG0007480	LOC108026332|XP_016952724.1|DBIA	LOC109413111|XP_029713147.1|AEAL, LOC109413112|XP_029713137.1|AEAL
OG0007481	LOC108035210|XP_016966209.1|DBIA	LOC115257884|XP_029713718.1|AEAL, LOC109418540|XP_019548291.2|AEAL
OG0007482	LOC108036156|XP_016967637.1|DBIA	LOC109413086|XP_019542324.2|AEAL
OG0007483	LOC108023019|XP_016947743.1|DBIA	LOC109407805|XP_029721508.1|AEAL
OG0007484	LOC108033137|XP_016962849.1|DBIA	LOC109425718|XP_019556590.2|AEAL
OG0007485	LOC108027174|XP_016953952.1|DBIA	LOC109425744|XP_019556615.2|AEAL
OG0007486	LOC108024092|XP_016949356.1|DBIA	LOC109425733|XP_019556608.2|AEAL
OG0007487	LOC108036027|XP_016967450.1|DBIA	LOC109425700|XP_019556549.2|AEAL
OG0007488	LOC108028420|XP_016955737.1|DBIA	LOC109401282|XP_019529317.2|AEAL
OG0007489	LOC108031745|XP_016960932.1|DBIA	LOC109413576|XP_019542810.1|AEAL
OG0007490	LOC108032975|XP_016962537.1|DBIA	LOC109413591|XP_029721391.1|AEAL, LOC109401251|XP_029721335.1|AEAL
OG0007491	LOC108023470|XP_016948476.1|DBIA	LOC109413590|XP_029721392.1|AEAL, LOC109401259|XP_029721339.1|AEAL
OG0007492	LOC108030227|XP_016958506.1|DBIA	LOC109401279|XP_019529311.2|AEAL
OG0007493	LOC108025869|XP_016952031.1|DBIA	LOC109623307|XP_029721222.1|AEAL, LOC115262709|XP_029721246.1|AEAL, LOC109401177|XP_019529199.2|AEAL
OG0007494	LOC108034261|XP_016964611.1|DBIA	LOC109401257|XP_029712141.1|AEAL
OG0007495	LOC108035774|XP_016966970.1|DBIA	LOC109401304|XP_019529350.2|AEAL
OG0007496	LOC108028731|XP_016956183.1|DBIA	LOC109623266|XP_029712109.1|AEAL
OG0007497	LOC108035309|XP_016966369.1|DBIA	LOC109401159|XP_019529178.1|AEAL
OG0007498	LOC108035166|XP_016966116.1|DBIA	LOC109401161|XP_029712130.1|AEAL
OG0007499	LOC108030812|XP_016959400.1|DBIA	LOC109623260|XP_029712132.1|AEAL
OG0007500	LOC108030813|XP_016959402.1|DBIA	LOC109623259|XP_019933307.2|AEAL
OG0007501	LOC108030830|XP_016959439.1|DBIA	LOC115257013|XP_029712107.1|AEAL
OG0007502	LOC108024210|XP_016949559.1|DBIA	LOC109623349|XP_029721148.1|AEAL
OG0007503	LOC108027918|XP_016955030.1|DBIA	LOC109427038|XP_019558128.2|AEAL
OG0007504	LOC108028578|XP_016955974.1|DBIA	LOC109623352|XP_019933454.2|AEAL
OG0007505	LOC108035544|XP_016966702.1|DBIA	LOC109427042|XP_019558136.3|AEAL
OG0007506	LOC108035683|XP_016966886.1|DBIA	LOC115262682|XP_029721146.1|AEAL, LOC109623354|XP_019933458.2|AEAL
OG0007507	LOC108033897|XP_016964042.1|DBIA	LOC109397409|XP_029721122.1|AEAL
OG0007508	LOC108032727|XP_016962196.1|DBIA	LOC109412773|XP_029721036.1|AEAL, LOC109397417|XP_029721049.1|AEAL
OG0007509	LOC108032675|XP_016962133.1|DBIA	LOC109413656|XP_029721056.1|AEAL, LOC109424733|XP_019555464.2|AEAL
OG0007510	LOC108029615|XP_016957489.1|DBIA	LOC109424721|XP_019555424.2|AEAL
OG0007511	LOC108032779|XP_016962270.1|DBIA	LOC109424685|XP_019555394.2|AEAL
OG0007512	LOC108031522|XP_016960532.1|DBIA	LOC109424684|XP_019555393.2|AEAL
OG0007513	LOC108029276|XP_016956964.1|DBIA	LOC109424667|XP_019555380.2|AEAL
OG0007514	LOC108035131|XP_016966061.1|DBIA	LOC109424679|XP_029721027.1|AEAL
OG0007516	LOC108033648|XP_016963572.1|DBIA	LOC109412035|XP_029721015.1|AEAL
OG0007517	LOC108028507|XP_016955878.1|DBIA	LOC109412041|XP_019541228.2|AEAL
OG0007518	LOC108026814|XP_016953468.1|DBIA	LOC109412049|XP_019541237.2|AEAL
OG0007519	LOC108022886|XP_016947573.1|DBIA	LOC109412060|XP_029720899.1|AEAL, LOC115262778|XP_029721523.1|AEAL
OG0007520	LOC108026150|XP_016952376.1|DBIA	LOC109412063|XP_019541256.2|AEAL, LOC115262620|XP_029720877.1|AEAL
OG0007521	LOC108024022|XP_016949273.1|DBIA	LOC109421946|XP_029720894.1|AEAL, LOC109408611|XP_029720924.1|AEAL
OG0007522	LOC108024142|XP_016949415.1|DBIA	LOC109421935|XP_019552112.1|AEAL
OG0007524	LOC108027844|XP_016954923.1|DBIA	LOC109408764|XP_019537692.2|AEAL, LOC109432704|XP_029723908.1|AEAL
OG0007525	LOC108032796|XP_016962291.1|DBIA	LOC109428913|XP_019560299.1|AEAL
OG0007526	LOC108026186|XP_016952464.1|DBIA	LOC109428992|XP_029715562.1|AEAL
OG0007527	LOC108034918|XP_016965660.1|DBIA	LOC109428898|XP_029715551.1|AEAL
OG0007528	LOC108029515|XP_016957301.1|DBIA	LOC109414899|XP_029715556.1|AEAL
OG0007529	LOC108022794|XP_016947412.1|DBIA	LOC109416898|XP_029730887.1|AEAL
OG0007530	LOC108026228|XP_016952551.1|DBIA	LOC109397001|XP_019524865.2|AEAL, LOC115267770|XP_029730903.1|AEAL
OG0007531	LOC108029325|XP_016957008.1|DBIA	LOC109396981|XP_019524836.2|AEAL, LOC109432241|XP_019564111.2|AEAL
OG0007532	LOC108023063|XP_016947800.1|DBIA	LOC109432325|XP_019564209.2|AEAL
OG0007533	LOC108030833|XP_016959446.1|DBIA	LOC109396992|XP_019524855.2|AEAL
OG0007534	LOC108035689|XP_016966896.1|DBIA	LOC109397005|XP_019524870.1|AEAL
OG0007535	LOC108028041|XP_016955168.1|DBIA	LOC109432339|XP_029731013.1|AEAL
OG0007536	LOC108024798|XP_016950407.1|DBIA	LOC109432293|XP_019564181.1|AEAL
OG0007537	LOC108034937|XP_016965689.1|DBIA	LOC109397126|XP_029731004.1|AEAL
OG0007538	LOC108035254|XP_016966286.1|DBIA	LOC109432299|XP_029730999.1|AEAL
OG0007539	LOC108033977|XP_016964184.1|DBIA	LOC109397027|XP_029732005.1|AEAL
OG0007540	LOC108025287|XP_016951157.1|DBIA	LOC109432312|XP_019564196.2|AEAL
OG0007541	LOC108029750|XP_016957733.1|DBIA	LOC109432314|XP_019564198.2|AEAL
OG0007542	LOC108036426|XP_016968043.1|DBIA	LOC109432315|XP_019564200.2|AEAL
OG0007543	LOC108024901|XP_016950556.1|DBIA	LOC109397096|XP_019524963.2|AEAL
OG0007544	LOC108035502|XP_016966646.1|DBIA	LOC109409847|XP_019538875.2|AEAL
OG0007545	LOC108032735|XP_016962207.1|DBIA	LOC109409851|XP_019538886.1|AEAL
OG0007546	LOC108025550|XP_016951571.1|DBIA	LOC109409867|XP_019538922.2|AEAL
OG0007547	LOC108022503|XP_016946954.1|DBIA	LOC109409903|XP_019538964.1|AEAL
OG0007548	LOC108030171|XP_016958413.1|DBIA	LOC109399088|XP_029731141.1|AEAL
OG0007550	LOC108035303|XP_016966361.1|DBIA	LOC109411189|XP_019540212.2|AEAL
OG0007551	LOC108029554|XP_016957364.1|DBIA	LOC109411191|XP_019540231.2|AEAL
