Orthogroup	DBIA.longest_only	DALB.longest_only
OG0007803	LOC108030955|XP_016959644.1|DBIA	LOC117573433|XP_034112539.1|DALB
OG0007804	LOC108023477|XP_016948487.1|DBIA	LOC117577779|XP_034118589.1|DALB
OG0007805	LOC108027583|XP_016954587.1|DBIA	LOC117577784|XP_034118600.1|DALB
OG0007806	LOC108027584|XP_016954588.1|DBIA	LOC117577781|XP_034118596.1|DALB
OG0007808	LOC108026465|XP_016952895.1|DBIA	LOC117575408|XP_034115478.1|DALB
OG0007809	LOC108025883|XP_016952048.1|DBIA	LOC117577974|XP_034118946.1|DALB
OG0007810	LOC108032641|XP_016962076.1|DBIA	LOC117563688|XP_034098011.1|DALB
OG0007811	LOC108031429|XP_016960321.1|DBIA	LOC117575646|XP_034115818.1|DALB
OG0007812	LOC108023249|XP_016948018.1|DBIA	LOC117567038|XP_034102642.1|DALB
OG0007813	LOC108031715|XP_016960870.1|DBIA	LOC117574130|XP_034113679.1|DALB
OG0007814	LOC108023606|XP_016948701.1|DBIA	LOC117564392|XP_034099006.1|DALB
OG0007815	LOC108023199|XP_016947947.1|DBIA	LOC117565331|XP_034100272.1|DALB
OG0007816	LOC108028729|XP_016956180.1|DBIA	LOC117571504|XP_034109563.1|DALB
OG0007817	LOC108027334|XP_016954235.1|DBIA	LOC117574707|XP_034114511.1|DALB
OG0007818	LOC108026390|XP_016952801.1|DBIA	LOC117573482|XP_034112599.1|DALB
OG0007819	LOC108023978|XP_016949195.1|DBIA	LOC117565478|XP_034100476.1|DALB
OG0007820	LOC108025303|XP_016951187.1|DBIA	LOC117576531|XP_034117245.1|DALB
OG0007821	LOC108025531|XP_016951545.1|DBIA	LOC117574857|XP_034114764.1|DALB
OG0007822	LOC108025530|XP_016951543.1|DBIA	LOC117574856|XP_034114763.1|DALB
OG0007823	LOC108025012|XP_016950756.1|DBIA	LOC117575874|XP_034116195.1|DALB
OG0007824	LOC108026210|XP_016952515.1|DBIA	LOC117574870|XP_034114779.1|DALB
OG0007825	LOC108023984|XP_016949206.1|DBIA	LOC117573951|XP_034113368.1|DALB
OG0007826	LOC108024575|XP_016950060.1|DBIA	LOC117575864|XP_034116176.1|DALB
OG0007827	LOC108023473|XP_016948484.1|DBIA	LOC117578089|XP_034119145.1|DALB
OG0007828	LOC108028691|XP_016956124.1|DBIA	LOC117567192|XP_034102912.1|DALB
OG0007830	LOC108023410|XP_016948360.1|DBIA	LOC117575467|XP_034115573.1|DALB
OG0007831	LOC108033142|XP_016962853.1|DBIA	LOC117578175|XP_034119357.1|DALB
OG0007832	LOC108027600|XP_016954610.1|DBIA	LOC117568591|XP_034105228.1|DALB
OG0007833	LOC108023652|XP_016948761.1|DBIA	LOC117566274|XP_034101699.1|DALB
OG0007834	LOC108026331|XP_016952716.1|DBIA	LOC117575528|XP_034115667.1|DALB
OG0007835	LOC108026300|XP_016952672.1|DBIA	LOC117574325|XP_034114026.1|DALB
OG0007836	LOC108031092|XP_016959788.1|DBIA	LOC117575895|XP_034116229.1|DALB
OG0007837	LOC108027141|XP_016953849.1|DBIA	LOC117573445|XP_034112557.1|DALB
OG0007838	LOC108027079|XP_016953783.1|DBIA	LOC117574749|XP_034114580.1|DALB
OG0007839	LOC108023222|XP_016947983.1|DBIA	LOC117563588|XP_034097868.1|DALB
OG0007840	LOC108025505|XP_016951516.1|DBIA	LOC117576769|XP_034117711.1|DALB
OG0007841	LOC108031229|XP_016959953.1|DBIA	LOC117573716|XP_034112976.1|DALB
OG0007842	LOC108026261|XP_016952603.1|DBIA	LOC117573652|XP_034112866.1|DALB
OG0007843	LOC108026096|XP_016952285.1|DBIA	LOC117573577|XP_034112756.1|DALB
OG0007844	LOC108029905|XP_016957885.1|DBIA	LOC117571283|XP_034109237.1|DALB
OG0007845	LOC108031125|XP_016959826.1|DBIA	LOC117574771|XP_034114606.1|DALB
OG0007846	LOC108024206|XP_016949548.1|DBIA	LOC117569171|XP_034106133.1|DALB
OG0007847	LOC108026399|XP_016952811.1|DBIA	LOC117576518|XP_034117218.1|DALB
OG0007848	LOC108026400|XP_016952812.1|DBIA	LOC117573480|XP_034112598.1|DALB
OG0007849	LOC108031789|XP_016960991.1|DBIA	LOC117573794|XP_034113093.1|DALB
OG0007850	LOC108031788|XP_016960990.1|DBIA	LOC117573793|XP_034113091.1|DALB
OG0007851	LOC108025066|XP_016950812.1|DBIA	LOC117576145|XP_034116603.1|DALB
OG0007852	LOC108027057|XP_016953755.1|DBIA	LOC117576246|XP_034116758.1|DALB
OG0007853	LOC108024844|XP_016950471.1|DBIA	LOC117573394|XP_034112488.1|DALB
OG0007854	LOC108026342|XP_016952735.1|DBIA	LOC117576975|XP_034118045.1|DALB
OG0007855	LOC108031235|XP_016959960.1|DBIA	LOC117574903|XP_034114832.1|DALB
OG0007856	LOC108026401|XP_016952813.1|DBIA	LOC117573485|XP_034112603.1|DALB
OG0007857	LOC108024721|XP_016950302.1|DBIA	LOC117575069|XP_034115048.1|DALB
OG0007858	LOC108036105|XP_016967566.1|DBIA	LOC117565958|XP_034101244.1|DALB
OG0007859	LOC108023205|XP_016947957.1|DBIA	LOC117577543|XP_034118262.1|DALB
OG0007860	LOC108032110|XP_016961430.1|DBIA	LOC117575010|XP_034114977.1|DALB
OG0007861	LOC108031561|XP_016960595.1|DBIA	LOC117573275|XP_034112249.1|DALB
OG0007863	LOC108033759|XP_016963825.1|DBIA	LOC117564696|XP_034099460.1|DALB
OG0007864	LOC108031888|XP_016961143.1|DBIA	LOC117576802|XP_034117753.1|DALB
OG0007865	LOC108035339|XP_016966413.1|DBIA	LOC117568942|XP_034105771.1|DALB
OG0007866	LOC108024695|XP_016950263.1|DBIA	LOC117575102|XP_034115096.1|DALB
OG0007868	LOC108026105|XP_016952294.1|DBIA	LOC117575363|XP_034115417.1|DALB
OG0007869	LOC108033057|XP_016962687.1|DBIA	LOC117567096|XP_034102770.1|DALB
OG0007870	LOC108028422|XP_016955738.1|DBIA	LOC117566847|XP_034102329.1|DALB
OG0007871	LOC108026550|XP_016952992.1|DBIA	LOC117577752|XP_034118554.1|DALB
OG0007872	LOC108028580|XP_016955976.1|DBIA	LOC117572702|XP_034111649.1|DALB
OG0007873	LOC108028552|XP_016955944.1|DBIA	LOC117572354|XP_034111006.1|DALB
OG0007874	LOC108032498|XP_016961809.1|DBIA	LOC117576957|XP_034118018.1|DALB
OG0007875	LOC108036454|XP_016968105.1|DBIA	LOC117568421|XP_034104957.1|DALB
OG0007876	LOC108033201|XP_016962936.1|DBIA	LOC117569855|XP_034107083.1|DALB
OG0007877	LOC108026161|XP_016952387.1|DBIA	LOC117570644|XP_034108306.1|DALB
OG0007878	LOC108030344|XP_016958698.1|DBIA	LOC117568334|XP_034104809.1|DALB
OG0007879	LOC108028452|XP_016955784.1|DBIA	LOC117567933|XP_034104112.1|DALB
OG0007880	LOC108023953|XP_016949135.1|DBIA	LOC117570308|XP_034107771.1|DALB
OG0007881	LOC108035527|XP_016966685.1|DBIA	LOC117570998|XP_034108838.1|DALB
OG0007882	LOC108035159|XP_016966103.1|DBIA	LOC117568595|XP_034105234.1|DALB
OG0007883	LOC108035158|XP_016966096.1|DBIA	LOC117567446|XP_034103344.1|DALB
OG0007884	LOC108034411|XP_016964783.1|DBIA	LOC117566802|XP_034102240.1|DALB
OG0007885	LOC108036456|XP_016968109.1|DBIA	LOC117568233|XP_034104598.1|DALB
OG0007886	LOC108032736|XP_016962208.1|DBIA	LOC117563694|XP_034098029.1|DALB
OG0007887	LOC108035156|XP_016966095.1|DBIA	LOC117568594|XP_034105233.1|DALB
OG0007888	LOC108028627|XP_016956036.1|DBIA	LOC117567658|XP_034103667.1|DALB
OG0007889	LOC108028786|XP_016956255.1|DBIA	LOC117570177|XP_034107544.1|DALB
OG0007890	LOC108035461|XP_016966592.1|DBIA	LOC117572556|XP_034111319.1|DALB
OG0007891	LOC108026185|XP_016952463.1|DBIA	LOC117573756|XP_034113031.1|DALB
OG0007892	LOC108025751|XP_016951838.1|DBIA	LOC117566978|XP_034102531.1|DALB
OG0007893	LOC108022786|XP_016947401.1|DBIA	LOC117572169|XP_034110710.1|DALB
OG0007894	LOC108030205|XP_016958455.1|DBIA	LOC117568878|XP_034105659.1|DALB
OG0007895	LOC108029663|XP_016957582.1|DBIA	LOC117569739|XP_034106913.1|DALB
OG0007896	LOC108035657|XP_016966853.1|DBIA	LOC117566372|XP_034101761.1|DALB
OG0007897	LOC108035602|XP_016966769.1|DBIA	LOC117568822|XP_034105588.1|DALB
OG0007898	LOC108034513|XP_016964926.1|DBIA	LOC117568900|XP_034105694.1|DALB
OG0007899	LOC108028437|XP_016955756.1|DBIA	LOC117572311|XP_034110933.1|DALB
OG0007902	LOC108026681|XP_016953256.1|DBIA	LOC117576557|XP_034117289.1|DALB
OG0007903	LOC108035235|XP_016966256.1|DBIA	LOC117568727|XP_034105437.1|DALB
OG0007904	LOC108028482|XP_016955834.1|DBIA	LOC117572300|XP_034110903.1|DALB
OG0007905	LOC108036737|XP_016968533.1|DBIA	LOC117564724|XP_034099497.1|DALB
OG0007906	LOC108035698|XP_016966908.1|DBIA	LOC117572509|XP_034111253.1|DALB
OG0007907	LOC108035297|XP_016966354.1|DBIA	LOC117572361|XP_034111015.1|DALB
OG0007908	LOC108035298|XP_016966355.1|DBIA	LOC117572362|XP_034111016.1|DALB
OG0007909	LOC108023451|XP_016948437.1|DBIA	LOC117566300|XP_034101701.1|DALB
OG0007910	LOC108035952|XP_016967244.1|DBIA	LOC117569864|XP_034107090.1|DALB
OG0007911	LOC108035653|XP_016966849.1|DBIA	LOC117568987|XP_034105850.1|DALB
OG0007912	LOC108034800|XP_016965290.1|DBIA	LOC117568991|XP_034105853.1|DALB
OG0007913	LOC108035654|XP_016966850.1|DBIA	LOC117568993|XP_034105856.1|DALB
OG0007914	LOC108035165|XP_016966109.1|DBIA	LOC117570915|XP_034108714.1|DALB
OG0007915	LOC108035691|XP_016966898.1|DBIA	LOC117567684|XP_034103699.1|DALB
OG0007917	LOC108036260|XP_016967760.1|DBIA	LOC117568575|XP_034105195.1|DALB
OG0007918	LOC108030327|XP_016958673.1|DBIA	LOC117570066|XP_034107392.1|DALB
OG0007919	LOC108026843|XP_016953510.1|DBIA	LOC117566641|XP_034102074.1|DALB
OG0007920	LOC108026835|XP_016953498.1|DBIA	LOC117571178|XP_034109097.1|DALB
OG0007921	LOC108022193|XP_016946534.1|DBIA	LOC117569440|XP_034106494.1|DALB
OG0007922	LOC108031160|XP_016959865.1|DBIA	LOC117574700|XP_034114503.1|DALB
OG0007923	LOC108025738|XP_016951815.1|DBIA	LOC117566733|XP_034102170.1|DALB
OG0007924	LOC108029704|XP_016957661.1|DBIA	LOC117572213|XP_034110776.1|DALB
OG0007925	LOC108022446|XP_016946838.1|DBIA	LOC117570437|XP_034107985.1|DALB, LOC117566555|XP_034101987.1|DALB
OG0007926	LOC108030154|XP_016958371.1|DBIA	LOC117566401|XP_034101805.1|DALB
OG0007927	LOC108033895|XP_016964037.1|DBIA	LOC117564133|XP_034098684.1|DALB
OG0007928	LOC108036756|XP_016968571.1|DBIA	LOC117563340|XP_034097506.1|DALB
OG0007929	LOC108033960|XP_016964154.1|DBIA	LOC117563316|XP_034097465.1|DALB
OG0007930	LOC108022187|XP_016946529.1|DBIA	LOC117566799|XP_034102232.1|DALB
OG0007931	LOC108021864|XP_016946144.1|DBIA	LOC117563397|XP_034097621.1|DALB
OG0007932	LOC108025807|XP_016951939.1|DBIA	LOC117576074|XP_034116507.1|DALB
OG0007933	LOC108024983|XP_016950725.1|DBIA	LOC117575350|XP_034115407.1|DALB
OG0007934	LOC108024996|XP_016950741.1|DBIA	LOC117564843|XP_034099667.1|DALB
OG0007936	LOC108034115|XP_016964384.1|DBIA	LOC117563666|XP_034097975.1|DALB
OG0007937	LOC108036782|XP_016968613.1|DBIA	LOC117564002|XP_034098483.1|DALB
OG0007939	LOC108029139|XP_016956751.1|DBIA	LOC117565985|XP_034101288.1|DALB
OG0007940	LOC108029140|XP_016956752.1|DBIA	LOC117565983|XP_034101282.1|DALB
OG0007941	LOC108036688|XP_016968469.1|DBIA	LOC117567197|XP_034102917.1|DALB
OG0007942	LOC108025848|XP_016952000.1|DBIA	LOC117578008|XP_034119037.1|DALB
OG0007944	LOC108034798|XP_016965288.1|DBIA	LOC117568983|XP_034105840.1|DALB
OG0007945	LOC108034194|XP_016964511.1|DBIA	LOC117563603|XP_034097888.1|DALB
OG0007946	LOC108026556|XP_016952996.1|DBIA	LOC117564560|XP_034099284.1|DALB
OG0007948	LOC108032676|XP_016962134.1|DBIA	LOC117563572|XP_034097846.1|DALB
OG0007949	LOC108032565|XP_016961954.1|DBIA	LOC117565592|XP_034100686.1|DALB
OG0007950	LOC108033373|XP_016963180.1|DBIA	LOC117565741|XP_034100878.1|DALB
OG0007951	LOC108029159|XP_016956788.1|DBIA	LOC117563267|XP_034097385.1|DALB
OG0007952	LOC108027864|XP_016954963.1|DBIA	LOC117566130|XP_034101502.1|DALB
OG0007954	LOC108034033|XP_016964268.1|DBIA	LOC117565617|XP_034100714.1|DALB
OG0007955	LOC108033748|XP_016963813.1|DBIA	LOC117565895|XP_034101128.1|DALB
OG0007956	LOC108032375|XP_016961685.1|DBIA	LOC117565935|XP_034101211.1|DALB
OG0007957	LOC108035253|XP_016966287.1|DBIA	LOC117564848|XP_034099673.1|DALB
OG0007958	LOC108023973|XP_016949186.1|DBIA	LOC117574349|XP_034114065.1|DALB
OG0007959	LOC108034031|XP_016964266.1|DBIA	LOC117564979|XP_034099816.1|DALB
OG0007961	LOC108026439|XP_016952865.1|DBIA	LOC117575655|XP_034115832.1|DALB
OG0007962	LOC108023538|XP_016948596.1|DBIA	LOC117564446|XP_034099106.1|DALB
OG0007965	LOC108023831|XP_016948966.1|DBIA	LOC117563855|XP_034098275.1|DALB
OG0007966	LOC108027751|XP_016954792.1|DBIA	LOC117566147|XP_034101525.1|DALB
OG0007967	LOC108033831|XP_016963947.1|DBIA	LOC117565389|XP_034100360.1|DALB
OG0007968	LOC108027765|XP_016954812.1|DBIA	LOC117563800|XP_034098223.1|DALB
OG0007969	LOC108033764|XP_016963840.1|DBIA	LOC117564085|XP_034098605.1|DALB
OG0007970	LOC108022859|XP_016947524.1|DBIA	LOC117568978|XP_034105829.1|DALB
OG0007971	LOC108023540|XP_016948598.1|DBIA	LOC117569455|XP_034106514.1|DALB
OG0007973	LOC108033806|XP_016963913.1|DBIA	LOC117565342|XP_034100287.1|DALB
OG0007974	LOC108036138|XP_016967617.1|DBIA	LOC117565547|XP_034100638.1|DALB
OG0007975	LOC108027211|XP_016954022.1|DBIA	LOC117575719|XP_034115948.1|DALB
OG0007976	LOC108024234|XP_016949595.1|DBIA	LOC117565141|XP_034100047.1|DALB
OG0007977	LOC108036765|XP_016968593.1|DBIA	LOC117563410|XP_034097633.1|DALB
OG0007978	LOC108027677|XP_016954712.1|DBIA	LOC117563608|XP_034097896.1|DALB
OG0007979	LOC108032728|XP_016962197.1|DBIA	LOC117564028|XP_034098521.1|DALB
OG0007980	LOC108034146|XP_016964434.1|DBIA	LOC117565787|XP_034100955.1|DALB
OG0007981	LOC108033120|XP_016962818.1|DBIA	LOC117578172|XP_034119353.1|DALB
OG0007982	LOC108033728|XP_016963762.1|DBIA	LOC117565864|XP_034101087.1|DALB
OG0007983	LOC108034109|XP_016964376.1|DBIA	LOC117565262|XP_034100176.1|DALB
OG0007984	LOC108032579|XP_016961971.1|DBIA	LOC117563441|XP_034097668.1|DALB
OG0007985	LOC108025963|XP_016952145.1|DBIA	LOC117566046|XP_034101387.1|DALB
OG0007986	LOC108033808|XP_016963917.1|DBIA	LOC117563612|XP_034097904.1|DALB
OG0007987	LOC108027857|XP_016954946.1|DBIA	LOC117564376|XP_034098986.1|DALB
OG0007988	LOC108032766|XP_016962251.1|DBIA	LOC117564455|XP_034099128.1|DALB
OG0007989	LOC108035150|XP_016966086.1|DBIA	LOC117565377|XP_034100342.1|DALB
OG0007991	LOC108029155|XP_016956779.1|DBIA	LOC117566232|XP_034101670.1|DALB
OG0007992	LOC108036788|XP_016968622.1|DBIA	LOC117565949|XP_034101227.1|DALB
OG0007994	LOC108034020|XP_016964247.1|DBIA	LOC117565979|XP_034101273.1|DALB
OG0007996	LOC108027578|XP_016954578.1|DBIA	LOC117578195|XP_034119404.1|DALB
OG0007997	LOC108035967|XP_016967273.1|DBIA	LOC117568489|XP_034105067.1|DALB
OG0007998	LOC108034042|XP_016964277.1|DBIA	LOC117563936|XP_034098400.1|DALB
OG0008001	LOC108034203|XP_016964523.1|DBIA	LOC117564006|XP_034098489.1|DALB
OG0008002	LOC108029099|XP_016956679.1|DBIA	LOC117563563|XP_034097833.1|DALB
OG0008003	LOC108033931|XP_016964098.1|DBIA	LOC117564007|XP_034098490.1|DALB
OG0008004	LOC108023511|XP_016948544.1|DBIA	LOC117572301|XP_034110907.1|DALB
OG0008005	LOC108025720|XP_016951768.1|DBIA	LOC117573684|XP_034112925.1|DALB
OG0008006	LOC108024048|XP_016949314.1|DBIA	LOC117571836|XP_034110116.1|DALB
OG0008007	LOC108021966|XP_016946291.1|DBIA	LOC117564127|XP_034098682.1|DALB
OG0008008	LOC108035915|XP_016967178.1|DBIA	LOC117566982|XP_034102536.1|DALB
OG0008009	LOC108021898|XP_016946205.1|DBIA	LOC117572647|XP_034111521.1|DALB
OG0008010	LOC108025797|XP_016951923.1|DBIA	LOC117570111|XP_034107466.1|DALB
OG0008011	LOC108026751|XP_016953366.1|DBIA	LOC117568422|XP_034104962.1|DALB
OG0008012	LOC108036182|XP_016967661.1|DBIA	LOC117569770|XP_034106955.1|DALB
OG0008013	LOC108026923|XP_016953623.1|DBIA	LOC117570144|XP_034107499.1|DALB
OG0008014	LOC108024987|XP_016950730.1|DBIA	LOC117575266|XP_034115292.1|DALB
OG0008015	LOC108028590|XP_016955992.1|DBIA	LOC117567184|XP_034102900.1|DALB
OG0008016	LOC108028592|XP_016955995.1|DBIA	LOC117567186|XP_034102902.1|DALB
OG0008017	LOC108028792|XP_016956301.1|DBIA	LOC117578012|XP_034119001.1|DALB
OG0008018	LOC108023190|XP_016947922.1|DBIA	LOC117576645|XP_034117472.1|DALB
OG0008019	LOC108024008|XP_016949241.1|DBIA	LOC117573635|XP_034112838.1|DALB
OG0008020	LOC108031542|XP_016960568.1|DBIA	LOC117575189|XP_034115192.1|DALB
OG0008021	LOC108025678|XP_016951704.1|DBIA	LOC117567977|XP_034104222.1|DALB
OG0008023	LOC108023667|XP_016948778.1|DBIA	LOC117571688|XP_034109832.1|DALB
OG0008024	LOC108023708|XP_016948826.1|DBIA	LOC117577814|XP_034118636.1|DALB
OG0008025	LOC108023192|XP_016947932.1|DBIA	LOC117572952|XP_034111819.1|DALB
OG0008026	LOC108023297|XP_016948087.1|DBIA	LOC117569464|XP_034106526.1|DALB
OG0008027	LOC108021981|XP_016946310.1|DBIA	LOC117578130|XP_034119227.1|DALB
OG0008028	LOC108024223|XP_016949586.1|DBIA	LOC117574756|XP_034114590.1|DALB
OG0008029	LOC108026371|XP_016952780.1|DBIA	LOC117576759|XP_034117695.1|DALB
OG0008030	LOC108032920|XP_016962475.1|DBIA	LOC117575067|XP_034115046.1|DALB
OG0008031	LOC108027860|XP_016954950.1|DBIA	LOC117564104|XP_034098641.1|DALB
OG0008033	LOC108026280|XP_016952634.1|DBIA	LOC117576502|XP_034117187.1|DALB
OG0008034	LOC108031732|XP_016960900.1|DBIA	LOC117566743|XP_034102181.1|DALB
OG0008035	LOC108025940|XP_016952127.1|DBIA	LOC117574590|XP_034114367.1|DALB
OG0008036	LOC108026120|XP_016952312.1|DBIA	LOC117576796|XP_034117747.1|DALB
OG0008037	LOC108026116|XP_016952305.1|DBIA	LOC117574052|XP_034113554.1|DALB
OG0008038	LOC108021943|XP_016946260.1|DBIA	LOC117572218|XP_034110789.1|DALB
OG0008041	LOC108025700|XP_016951725.1|DBIA	LOC117575858|XP_034116172.1|DALB
OG0008042	LOC108027424|XP_016954361.1|DBIA	LOC117576012|XP_034116410.1|DALB
OG0008043	LOC108023598|XP_016948694.1|DBIA	LOC117578283|XP_034119611.1|DALB
OG0008044	LOC108024120|XP_016949390.1|DBIA	LOC117568601|XP_034105248.1|DALB
OG0008045	LOC108025948|XP_016952135.1|DBIA	LOC117573806|XP_034113112.1|DALB
OG0008047	LOC108027297|XP_016954178.1|DBIA	LOC117575727|XP_034115961.1|DALB
OG0008049	LOC108027294|XP_016954175.1|DBIA	LOC117575722|XP_034115953.1|DALB
OG0008050	LOC108026292|XP_016952648.1|DBIA	LOC117574312|XP_034114012.1|DALB
OG0008051	LOC108031667|XP_016960796.1|DBIA	LOC117574241|XP_034113846.1|DALB
OG0008052	LOC108026258|XP_016952601.1|DBIA	LOC117575157|XP_034115151.1|DALB
OG0008053	LOC108036888|XP_016968756.1|DBIA	LOC117573117|XP_034111934.1|DALB
OG0008054	LOC108023615|XP_016948710.1|DBIA	LOC117568318|XP_034104786.1|DALB
OG0008055	LOC108023672|XP_016948783.1|DBIA	LOC117573373|XP_034112405.1|DALB
OG0008056	LOC108023219|XP_016947978.1|DBIA	LOC117577696|XP_034118487.1|DALB
OG0008057	LOC108027029|XP_016953714.1|DBIA	LOC117574820|XP_034114680.1|DALB
OG0008058	LOC108024595|XP_016950092.1|DBIA	LOC117574332|XP_034114036.1|DALB
OG0008059	LOC108027398|XP_016954325.1|DBIA	LOC117576706|XP_034117612.1|DALB
OG0008060	LOC108024513|XP_016949950.1|DBIA	LOC117575013|XP_034114981.1|DALB
OG0008061	LOC108023801|XP_016948931.1|DBIA	LOC117577771|XP_034118578.1|DALB
OG0008062	LOC108026633|XP_016953147.1|DBIA	LOC117564381|XP_034098995.1|DALB
OG0008063	LOC108027425|XP_016954362.1|DBIA	LOC117576014|XP_034116411.1|DALB
OG0008064	LOC108025732|XP_016951800.1|DBIA	LOC117571737|XP_034109949.1|DALB
OG0008065	LOC108023762|XP_016948892.1|DBIA	LOC117573740|XP_034113013.1|DALB
OG0008066	LOC108028880|XP_016956377.1|DBIA	LOC117578185|XP_034119389.1|DALB
OG0008067	LOC108025766|XP_016951850.1|DBIA	LOC117578401|XP_034119750.1|DALB
OG0008068	LOC108025925|XP_016952105.1|DBIA	LOC117577639|XP_034118399.1|DALB
OG0008069	LOC108026010|XP_016952190.1|DBIA	LOC117574030|XP_034113515.1|DALB
OG0008071	LOC108032573|XP_016961966.1|DBIA	LOC117565610|XP_034100709.1|DALB
OG0008072	LOC108024191|XP_016949526.1|DBIA	LOC117578313|XP_034119657.1|DALB
OG0008073	LOC108033196|XP_016962931.1|DBIA	LOC117570667|XP_034108350.1|DALB
OG0008074	LOC108033175|XP_016962901.1|DBIA	LOC117577671|XP_034118450.1|DALB
OG0008075	LOC108022151|XP_016946482.1|DBIA	LOC117569185|XP_034106145.1|DALB
OG0008076	LOC108023434|XP_016948412.1|DBIA	LOC117578317|XP_034119663.1|DALB
OG0008077	LOC108032941|XP_016962504.1|DBIA	LOC117575637|XP_034115808.1|DALB
OG0008078	LOC108033155|XP_016962871.1|DBIA	LOC117563618|XP_034097913.1|DALB
OG0008079	LOC108026671|XP_016953211.1|DBIA	LOC117577707|XP_034118500.1|DALB
OG0008080	LOC108023657|XP_016948765.1|DBIA	LOC117566506|XP_034101974.1|DALB
OG0008081	LOC108023468|XP_016948474.1|DBIA	LOC117575169|XP_034115172.1|DALB
OG0008082	LOC108025169|XP_016950936.1|DBIA	LOC117576617|XP_034117418.1|DALB
OG0008083	LOC108027205|XP_016954003.1|DBIA	LOC117575405|XP_034115476.1|DALB
OG0008084	LOC108032023|XP_016961322.1|DBIA	LOC117573477|XP_034112597.1|DALB
OG0008085	LOC108025179|XP_016950976.1|DBIA	LOC117575121|XP_034115111.1|DALB
OG0008086	LOC108027202|XP_016953998.1|DBIA	LOC117575399|XP_034115465.1|DALB
OG0008087	LOC108024012|XP_016949259.1|DBIA	LOC117577989|XP_034118978.1|DALB
OG0008088	LOC108025615|XP_016951637.1|DBIA	LOC117565325|XP_034100259.1|DALB
OG0008089	LOC108029611|XP_016957486.1|DBIA	LOC117569822|XP_034107037.1|DALB
OG0008090	LOC108024176|XP_016949489.1|DBIA	LOC117577632|XP_034118390.1|DALB
OG0008091	LOC108026154|XP_016952378.1|DBIA	LOC117574178|XP_034113762.1|DALB
OG0008092	LOC108031523|XP_016960535.1|DBIA	LOC117576295|XP_034116838.1|DALB
OG0008093	LOC108023475|XP_016948486.1|DBIA	LOC117575911|XP_034116257.1|DALB
OG0008094	LOC108034137|XP_016964415.1|DBIA	LOC117565940|XP_034101217.1|DALB
OG0008095	LOC108025379|XP_016951340.1|DBIA	LOC117576905|XP_034117933.1|DALB
OG0008096	LOC108024218|XP_016949572.1|DBIA	LOC117578227|XP_034119496.1|DALB
OG0008097	LOC108023582|XP_016948667.1|DBIA	LOC117571375|XP_034109420.1|DALB
OG0008098	LOC108035692|XP_016966900.1|DBIA	LOC117571039|XP_034108898.1|DALB
OG0008099	LOC108028774|XP_016956241.1|DBIA	LOC117571271|XP_034109224.1|DALB
OG0008100	LOC108031590|XP_016960648.1|DBIA	LOC117573678|XP_034112902.1|DALB
OG0008101	LOC108023971|XP_016949183.1|DBIA	LOC117573784|XP_034113085.1|DALB
OG0008102	LOC108026174|XP_016952437.1|DBIA	LOC117575162|XP_034115155.1|DALB
OG0008103	LOC108024166|XP_016949470.1|DBIA	LOC117578194|XP_034119403.1|DALB
OG0008104	LOC108030567|XP_016958956.1|DBIA	LOC117572644|XP_034111513.1|DALB
OG0008106	LOC108030840|XP_016959461.1|DBIA	LOC117569992|XP_034107263.1|DALB
OG0008107	LOC108025509|XP_016951520.1|DBIA	LOC117575779|XP_034116037.1|DALB
OG0008108	LOC108023613|XP_016948709.1|DBIA	LOC117568317|XP_034104773.1|DALB
OG0008109	LOC108021975|XP_016946305.1|DBIA	LOC117565677|XP_034100840.1|DALB
OG0008110	LOC108025608|XP_016951632.1|DBIA	LOC117568877|XP_034105663.1|DALB
OG0008111	LOC108023733|XP_016948860.1|DBIA	LOC117577054|XP_034118090.1|DALB
OG0008112	LOC108023277|XP_016948052.1|DBIA	LOC117578053|XP_034119068.1|DALB
OG0008113	LOC108036447|XP_016968084.1|DBIA	LOC117565976|XP_034101274.1|DALB
OG0008114	LOC108036439|XP_016968070.1|DBIA	LOC117565959|XP_034101249.1|DALB
OG0008115	LOC108033061|XP_016962699.1|DBIA	LOC117570434|XP_034107986.1|DALB
OG0008116	LOC108033097|XP_016962782.1|DBIA	LOC117570482|XP_034108060.1|DALB
OG0008117	LOC108023974|XP_016949187.1|DBIA	LOC117577627|XP_034118387.1|DALB
OG0008118	LOC108023268|XP_016948041.1|DBIA	LOC117578005|XP_034118994.1|DALB
OG0008119	LOC108024161|XP_016949462.1|DBIA	LOC117578253|XP_034119564.1|DALB
OG0008120	LOC108025893|XP_016952064.1|DBIA	LOC117575116|XP_034115108.1|DALB
OG0008121	LOC108029768|XP_016957766.1|DBIA	LOC117568697|XP_034105398.1|DALB
OG0008122	LOC108023409|XP_016948356.1|DBIA	LOC117577995|XP_034118984.1|DALB
OG0008123	LOC108033177|XP_016962904.1|DBIA	LOC117568634|XP_034105318.1|DALB
OG0008124	LOC108023618|XP_016948714.1|DBIA	LOC117578327|XP_034119685.1|DALB
OG0008125	LOC108021957|XP_016946276.1|DBIA	LOC117567605|XP_034103587.1|DALB
OG0008126	LOC108023766|XP_016948896.1|DBIA	LOC117564826|XP_034099644.1|DALB
OG0008127	LOC108023421|XP_016948395.1|DBIA	LOC117578106|XP_034119174.1|DALB
