Orthogroup	DBIA.longest_only	BCOP.longest_only
OG0006182	LOC108031786|XP_016960988.1|DBIA	LOC119081766|XP_037046858.1|BCOP
OG0006183	LOC108031892|XP_016961149.1|DBIA	LOC119082406|XP_037047835.1|BCOP
OG0006184	LOC108032197|XP_016961542.1|DBIA	LOC119067784|XP_037026820.1|BCOP
OG0006185	LOC108026422|XP_016952840.1|DBIA	LOC119070379|XP_037030585.1|BCOP
OG0006186	LOC108032024|XP_016961323.1|DBIA	LOC119067769|XP_037026808.1|BCOP
OG0006187	LOC108025535|XP_016951553.1|DBIA	LOC119071096|XP_037031634.1|BCOP
OG0006188	LOC108023586|XP_016948673.1|DBIA	LOC119069504|XP_037029473.1|BCOP
OG0006189	LOC108023588|XP_016948680.1|DBIA	LOC119069514|XP_037029487.1|BCOP
OG0006190	LOC108031717|XP_016960875.1|DBIA	LOC119068366|XP_037027833.1|BCOP
OG0006191	LOC108024588|XP_016950085.1|DBIA	LOC119068643|XP_037028211.1|BCOP
OG0006192	LOC108023271|XP_016948045.1|DBIA	LOC119070404|XP_037030623.1|BCOP
OG0006194	LOC108025844|XP_016951998.1|DBIA	LOC119068989|XP_037028756.1|BCOP
OG0006195	LOC108026664|XP_016953197.1|DBIA	LOC119068983|XP_037028748.1|BCOP
OG0006196	LOC108032237|XP_016961589.1|DBIA	LOC119078660|XP_037042205.1|BCOP
OG0006197	LOC108035994|XP_016967346.1|DBIA	LOC119075995|XP_037038465.1|BCOP
OG0006198	LOC108023289|XP_016948070.1|DBIA	LOC119068032|XP_037027290.1|BCOP
OG0006199	LOC108026132|XP_016952335.1|DBIA	LOC119068075|XP_037027376.1|BCOP
OG0006200	LOC108024833|XP_016950456.1|DBIA	LOC119080272|XP_037044433.1|BCOP
OG0006201	LOC108035784|XP_016966994.1|DBIA	LOC119068881|XP_037028617.1|BCOP
OG0006202	LOC108035756|XP_016966943.1|DBIA	LOC119068870|XP_037028604.1|BCOP
OG0006203	LOC108033066|XP_016962716.1|DBIA	LOC119068853|XP_037028569.1|BCOP
OG0006204	LOC108024809|XP_016950421.1|DBIA	LOC119078656|XP_037042149.1|BCOP
OG0006205	LOC108023568|XP_016948649.1|DBIA	LOC119072206|XP_037033274.1|BCOP
OG0006206	LOC108025923|XP_016952102.1|DBIA	LOC119083027|XP_037048560.1|BCOP, LOC119083165|XP_037048711.1|BCOP
OG0006207	LOC108033651|XP_016963575.1|DBIA	LOC119070612|XP_037030932.1|BCOP
OG0006208	LOC108029928|XP_016957915.1|DBIA	LOC119070610|XP_037030927.1|BCOP
OG0006209	LOC108024014|XP_016949262.1|DBIA	LOC119084223|XP_037050020.1|BCOP
OG0006210	LOC108023362|XP_016948234.1|DBIA	LOC119069630|XP_037029624.1|BCOP
OG0006211	LOC108032762|XP_016962247.1|DBIA	LOC119069085|XP_037028863.1|BCOP
OG0006212	LOC108032761|XP_016962245.1|DBIA	LOC119069084|XP_037028862.1|BCOP
OG0006213	LOC108024936|XP_016950624.1|DBIA	LOC119068624|XP_037028185.1|BCOP
OG0006214	LOC108025860|XP_016952017.1|DBIA	LOC119067392|XP_037026217.1|BCOP
OG0006215	LOC108028853|XP_016956326.1|DBIA	LOC119068540|XP_037028051.1|BCOP
OG0006216	LOC108025428|XP_016951404.1|DBIA	LOC119076782|XP_037039638.1|BCOP
OG0006217	LOC108023492|XP_016948509.1|DBIA	LOC119068622|XP_037028181.1|BCOP
OG0006218	LOC108032639|XP_016962074.1|DBIA	LOC119068140|XP_037027495.1|BCOP
OG0006219	LOC108023370|XP_016948263.1|DBIA	LOC119068616|XP_037028171.1|BCOP
OG0006220	LOC108028815|XP_016956291.1|DBIA	LOC119068615|XP_037028170.1|BCOP
OG0006221	LOC108025522|XP_016951533.1|DBIA	LOC119068168|XP_037027545.1|BCOP
OG0006222	LOC108025048|XP_016950793.1|DBIA	LOC119076487|XP_037039167.1|BCOP
OG0006223	LOC108027580|XP_016954583.1|DBIA	LOC119068863|XP_037028595.1|BCOP
OG0006224	LOC108023417|XP_016948379.1|DBIA	LOC119067615|XP_037026603.1|BCOP
OG0006225	LOC108036367|XP_016967943.1|DBIA	LOC119068410|XP_037027866.1|BCOP
OG0006226	LOC108036248|XP_016967746.1|DBIA	LOC119067545|XP_037026504.1|BCOP
OG0006227	LOC108032557|XP_016961930.1|DBIA	LOC119067383|XP_037026199.1|BCOP
OG0006228	LOC108026623|XP_016953124.1|DBIA	LOC119070283|XP_037030445.1|BCOP
OG0006229	LOC108035980|XP_016967296.1|DBIA	LOC119073784|XP_037035362.1|BCOP
OG0006230	LOC108024610|XP_016950118.1|DBIA	LOC119076567|XP_037039250.1|BCOP
OG0006231	LOC108023960|XP_016949155.1|DBIA	LOC119076646|XP_037039407.1|BCOP
OG0006232	LOC108025809|XP_016951941.1|DBIA	LOC119069890|XP_037029977.1|BCOP
OG0006233	LOC108025816|XP_016951956.1|DBIA	LOC119069898|XP_037030005.1|BCOP
OG0006234	LOC108024827|XP_016950447.1|DBIA	LOC119069647|XP_037029665.1|BCOP
OG0006235	LOC108027596|XP_016954603.1|DBIA	LOC119069644|XP_037029662.1|BCOP
OG0006237	LOC108023238|XP_016948003.1|DBIA	LOC119079507|XP_037043361.1|BCOP
OG0006238	LOC108025853|XP_016952009.1|DBIA	LOC119068867|XP_037028600.1|BCOP
OG0006239	LOC108033352|XP_016963155.1|DBIA	LOC119075610|XP_037037981.1|BCOP
OG0006240	LOC108025414|XP_016951385.1|DBIA	LOC119082509|XP_037047920.1|BCOP
OG0006241	LOC108024826|XP_016950446.1|DBIA	LOC119080229|XP_037044370.1|BCOP
OG0006242	LOC108036242|XP_016967743.1|DBIA	LOC119069584|XP_037029567.1|BCOP
OG0006243	LOC108032123|XP_016961445.1|DBIA	LOC119069488|XP_037029453.1|BCOP
OG0006244	LOC108032005|XP_016961292.1|DBIA	LOC119069041|XP_037028805.1|BCOP
OG0006245	LOC108031635|XP_016960731.1|DBIA	LOC119069773|XP_037029806.1|BCOP
OG0006246	LOC108025737|XP_016951814.1|DBIA	LOC119070316|XP_037030480.1|BCOP
OG0006248	LOC108032153|XP_016961488.1|DBIA	LOC119070593|XP_037030907.1|BCOP
OG0006249	LOC108027848|XP_016954929.1|DBIA	LOC119081469|XP_037046359.1|BCOP
OG0006250	LOC108033104|XP_016962793.1|DBIA	LOC119066524|XP_037024936.1|BCOP
OG0006251	LOC108025508|XP_016951519.1|DBIA	LOC119068202|XP_037027598.1|BCOP
OG0006252	LOC108027403|XP_016954330.1|DBIA	LOC119068195|XP_037027589.1|BCOP
OG0006253	LOC108025736|XP_016951813.1|DBIA	LOC119068746|XP_037028345.1|BCOP
OG0006254	LOC108033950|XP_016964130.1|DBIA	LOC119083084|XP_037048602.1|BCOP
OG0006255	LOC108031972|XP_016961255.1|DBIA	LOC119067443|XP_037026318.1|BCOP
OG0006256	LOC108033076|XP_016962734.1|DBIA	LOC119067618|XP_037026605.1|BCOP
OG0006257	LOC108023506|XP_016948534.1|DBIA	LOC119084249|XP_037050049.1|BCOP
OG0006258	LOC108033133|XP_016962845.1|DBIA	LOC119084215|XP_037050008.1|BCOP
OG0006259	LOC108031326|XP_016960065.1|DBIA	LOC119080412|XP_037044645.1|BCOP
OG0006260	LOC108023507|XP_016948536.1|DBIA	LOC119067767|XP_037026806.1|BCOP
OG0006261	LOC108034290|XP_016964639.1|DBIA	LOC119077126|XP_037040195.1|BCOP
OG0006262	LOC108027601|XP_016954611.1|DBIA	LOC119067763|XP_037026790.1|BCOP
OG0006263	LOC108024226|XP_016949587.1|DBIA	LOC119067770|XP_037026809.1|BCOP
OG0006264	LOC108023186|XP_016947917.1|DBIA	LOC119068056|XP_037027349.1|BCOP, LOC119068057|XP_037027350.1|BCOP
OG0006265	LOC108036508|XP_016968200.1|DBIA	LOC119081884|XP_037047012.1|BCOP
OG0006266	LOC108023342|XP_016948172.1|DBIA	LOC119068726|XP_037028315.1|BCOP
OG0006267	LOC108033150|XP_016962864.1|DBIA	LOC119068503|XP_037028008.1|BCOP
OG0006268	LOC108026802|XP_016953453.1|DBIA	LOC119068029|XP_037027287.1|BCOP
OG0006269	LOC108031896|XP_016961152.1|DBIA	LOC119067492|XP_037026394.1|BCOP
OG0006270	LOC108027522|XP_016954454.1|DBIA	LOC119080351|XP_037044550.1|BCOP
OG0006271	LOC108032091|XP_016961406.1|DBIA	LOC119081194|XP_037045805.1|BCOP
OG0006272	LOC108024009|XP_016949243.1|DBIA	LOC119068973|XP_037028735.1|BCOP
OG0006273	LOC108030403|XP_016958777.1|DBIA	LOC119067318|XP_037026124.1|BCOP
OG0006274	LOC108035662|XP_016966899.1|DBIA	LOC119067400|XP_037026240.1|BCOP
OG0006275	LOC108025849|XP_016952001.1|DBIA	LOC119067653|XP_037026646.1|BCOP
OG0006276	LOC108027940|XP_016955061.1|DBIA	LOC119069195|XP_037029037.1|BCOP
OG0006277	LOC108027358|XP_016954269.1|DBIA	LOC119068276|XP_037027699.1|BCOP
OG0006278	LOC108023253|XP_016948023.1|DBIA	LOC119068411|XP_037027867.1|BCOP
OG0006279	LOC108025795|XP_016951919.1|DBIA	LOC119070335|XP_037030504.1|BCOP
OG0006280	LOC108028881|XP_016956378.1|DBIA	LOC119070329|XP_037030493.1|BCOP
OG0006281	LOC108028882|XP_016956382.1|DBIA	LOC119070328|XP_037030492.1|BCOP
OG0006282	LOC108024683|XP_016950249.1|DBIA	LOC119067433|XP_037026300.1|BCOP
OG0006283	LOC108024532|XP_016949987.1|DBIA	LOC119070380|XP_037030586.1|BCOP
OG0006284	LOC108035516|XP_016966668.1|DBIA	LOC119068384|XP_037027845.1|BCOP
OG0006285	LOC108024950|XP_016950673.1|DBIA	LOC119081571|XP_037046500.1|BCOP
OG0006286	LOC108025512|XP_016951534.1|DBIA	LOC119081570|XP_037046496.1|BCOP
OG0006287	LOC108025942|XP_016952129.1|DBIA	LOC119085725|XP_037052069.1|BCOP
OG0006288	LOC108025069|XP_016950816.1|DBIA	LOC119085724|XP_037052068.1|BCOP
OG0006289	LOC108024171|XP_016949485.1|DBIA	LOC119068629|XP_037028191.1|BCOP
OG0006290	LOC108023392|XP_016948302.1|DBIA	LOC119068630|XP_037028192.1|BCOP
OG0006291	LOC108036761|XP_016968582.1|DBIA	LOC119068620|XP_037028176.1|BCOP
OG0006292	LOC108024703|XP_016950273.1|DBIA	LOC119067710|XP_037026719.1|BCOP
OG0006293	LOC108028909|XP_016956420.1|DBIA	LOC119075201|XP_037037488.1|BCOP
OG0006294	LOC108023997|XP_016949226.1|DBIA	LOC119068636|XP_037028198.1|BCOP
OG0006295	LOC108023596|XP_016948691.1|DBIA	LOC119070617|XP_037030940.1|BCOP
OG0006296	LOC108024163|XP_016949465.1|DBIA	LOC119069629|XP_037029622.1|BCOP
OG0006297	LOC108023497|XP_016948518.1|DBIA	LOC119083356|XP_037048968.1|BCOP
OG0006298	LOC108024044|XP_016949309.1|DBIA	LOC119070548|XP_037030837.1|BCOP
OG0006299	LOC108025705|XP_016951736.1|DBIA	LOC119068856|XP_037028577.1|BCOP
OG0006300	LOC108025810|XP_016951946.1|DBIA	LOC119069877|XP_037029947.1|BCOP
OG0006301	LOC108025882|XP_016952046.1|DBIA	LOC119080579|XP_037044873.1|BCOP
OG0006302	LOC108025813|XP_016951950.1|DBIA	LOC119074800|XP_037036973.1|BCOP
OG0006303	LOC108030138|XP_016958342.1|DBIA	LOC119079438|XP_037043246.1|BCOP
OG0006304	LOC108024654|XP_016950202.1|DBIA	LOC119070576|XP_037030878.1|BCOP
OG0006305	LOC108024660|XP_016950211.1|DBIA	LOC119069638|XP_037029639.1|BCOP
OG0006306	LOC108026201|XP_016952488.1|DBIA	LOC119067080|XP_037025716.1|BCOP
OG0006307	LOC108023875|XP_016949044.1|DBIA	LOC119081772|XP_037046872.1|BCOP
OG0006308	LOC108033164|XP_016962885.1|DBIA	LOC119068626|XP_037028188.1|BCOP
OG0006309	LOC108023983|XP_016949200.1|DBIA	LOC119067301|XP_037026096.1|BCOP
OG0006310	LOC108027344|XP_016954251.1|DBIA	LOC119069841|XP_037029904.1|BCOP
OG0006311	LOC108023902|XP_016949077.1|DBIA	LOC119083648|XP_037049319.1|BCOP
OG0006312	LOC108024050|XP_016949316.1|DBIA	LOC119083645|XP_037049305.1|BCOP
OG0006313	LOC108023792|XP_016948920.1|DBIA	LOC119068397|XP_037027851.1|BCOP
OG0006314	LOC108032987|XP_016962554.1|DBIA	LOC119070405|XP_037030625.1|BCOP
OG0006315	LOC108025308|XP_016951195.1|DBIA	LOC119067513|XP_037026422.1|BCOP
OG0006316	LOC108028886|XP_016956391.1|DBIA	LOC119070604|XP_037030918.1|BCOP
OG0006317	LOC108022031|XP_016946365.1|DBIA	LOC119070605|XP_037030919.1|BCOP
OG0006318	LOC108024198|XP_016949536.1|DBIA	LOC119068912|XP_037028668.1|BCOP
OG0006319	LOC108036437|XP_016968066.1|DBIA	LOC119068652|XP_037028223.1|BCOP
OG0006320	LOC108023753|XP_016948879.1|DBIA	LOC119069667|XP_037029678.1|BCOP
OG0006321	LOC108023225|XP_016947987.1|DBIA	LOC119068948|XP_037028709.1|BCOP, LOC119068631|XP_037028195.1|BCOP
OG0006322	LOC108023237|XP_016948002.1|DBIA	LOC119069934|XP_037030055.1|BCOP
OG0006323	LOC108025625|XP_016951649.1|DBIA	LOC119084884|XP_037050924.1|BCOP, LOC119085491|XP_037051802.1|BCOP
OG0006324	LOC108023496|XP_016948516.1|DBIA	LOC119067131|XP_037025810.1|BCOP
OG0006325	LOC108031852|XP_016961094.1|DBIA	LOC119070061|XP_037030250.1|BCOP
OG0006326	LOC108030667|XP_016959183.1|DBIA	LOC119084235|XP_037050029.1|BCOP
OG0006327	LOC108025476|XP_016951477.1|DBIA	LOC119068146|XP_037027510.1|BCOP
OG0006328	LOC108031352|XP_016960106.1|DBIA	LOC119069544|XP_037029514.1|BCOP
OG0006329	LOC108033059|XP_016962693.1|DBIA	LOC119067417|XP_037026271.1|BCOP
OG0006330	LOC108026298|XP_016952668.1|DBIA	LOC119070026|XP_037030206.1|BCOP
OG0006331	LOC108033132|XP_016962844.1|DBIA	LOC119069941|XP_037030061.1|BCOP
OG0006332	LOC108036088|XP_016967531.1|DBIA	LOC119069068|XP_037028839.1|BCOP
OG0006333	LOC108033100|XP_016962786.1|DBIA	LOC119068527|XP_037028032.1|BCOP
OG0006334	LOC108023386|XP_016948282.1|DBIA	LOC119080908|XP_037045411.1|BCOP
OG0006335	LOC108031981|XP_016961265.1|DBIA	LOC119067584|XP_037026574.1|BCOP
OG0006336	LOC108025743|XP_016951820.1|DBIA	LOC119069077|XP_037028849.1|BCOP
OG0006337	LOC108032076|XP_016961389.1|DBIA	LOC119067395|XP_037026218.1|BCOP
OG0006338	LOC108024984|XP_016950721.1|DBIA	LOC119069047|XP_037028812.1|BCOP
OG0006339	LOC108025888|XP_016952054.1|DBIA	LOC119067133|XP_037025816.1|BCOP
OG0006340	LOC108025837|XP_016951984.1|DBIA	LOC119067146|XP_037025839.1|BCOP
OG0006341	LOC108023480|XP_016948490.1|DBIA	LOC119067139|XP_037025832.1|BCOP
OG0006342	LOC108023696|XP_016948809.1|DBIA	LOC119067127|XP_037025796.1|BCOP
OG0006343	LOC108023239|XP_016948006.1|DBIA	LOC119067128|XP_037025805.1|BCOP
OG0006344	LOC108033006|XP_016962620.1|DBIA	LOC119067138|XP_037025830.1|BCOP
OG0006345	LOC108031480|XP_016960446.1|DBIA	LOC119068318|XP_037027764.1|BCOP
OG0006346	LOC108026336|XP_016952729.1|DBIA	LOC119068325|XP_037027776.1|BCOP
OG0006347	LOC108026282|XP_016952638.1|DBIA	LOC119068317|XP_037027761.1|BCOP
OG0006348	LOC108025917|XP_016952093.1|DBIA	LOC119071867|XP_037032823.1|BCOP
OG0006349	LOC108023526|XP_016948574.1|DBIA	LOC119067441|XP_037026311.1|BCOP
OG0006350	LOC108026001|XP_016952180.1|DBIA	LOC119068700|XP_037028286.1|BCOP
OG0006351	LOC108024007|XP_016949238.1|DBIA	LOC119070396|XP_037030610.1|BCOP
OG0006352	LOC108023081|XP_016947820.1|DBIA	LOC119082541|XP_037047949.1|BCOP
OG0006353	LOC108025245|XP_016951084.1|DBIA	LOC119081989|XP_037047208.1|BCOP
OG0006354	LOC108031850|XP_016961092.1|DBIA	LOC119080714|XP_037045089.1|BCOP
OG0006355	LOC108023432|XP_016948408.1|DBIA	LOC119070398|XP_037030614.1|BCOP
OG0006356	LOC108023453|XP_016948439.1|DBIA	LOC119084407|XP_037050272.1|BCOP
OG0006357	LOC108023455|XP_016948441.1|DBIA	LOC119068052|XP_037027317.1|BCOP
OG0006358	LOC108029288|XP_016956979.1|DBIA	LOC119070350|XP_037030532.1|BCOP
OG0006359	LOC108026232|XP_016952556.1|DBIA	LOC119068398|XP_037027854.1|BCOP, LOC119080366|XP_037044558.1|BCOP
OG0006360	LOC108033216|XP_016962961.1|DBIA	LOC119068396|XP_037027847.1|BCOP
OG0006362	LOC108023551|XP_016948616.1|DBIA	LOC119082186|XP_037047508.1|BCOP
OG0006363	LOC108027525|XP_016954457.1|DBIA	LOC119069870|XP_037029939.1|BCOP, LOC119070110|XP_037030318.1|BCOP, LOC119083412|XP_037049025.1|BCOP, LOC119070118|XP_037030327.1|BCOP
OG0006364	LOC108033403|XP_016963213.1|DBIA	LOC119070074|XP_037030269.1|BCOP
OG0006365	LOC108027626|XP_016954635.1|DBIA	LOC119068965|XP_037028724.1|BCOP
OG0006366	LOC108027509|XP_016954441.1|DBIA	LOC119068959|XP_037028722.1|BCOP
OG0006367	LOC108023260|XP_016948031.1|DBIA	LOC119068549|XP_037028072.1|BCOP
OG0006368	LOC108025421|XP_016951393.1|DBIA	LOC119067745|XP_037026770.1|BCOP
OG0006369	LOC108025210|XP_016951036.1|DBIA	LOC119067738|XP_037026751.1|BCOP
OG0006370	LOC108035812|XP_016967048.1|DBIA	LOC119066993|XP_037025612.1|BCOP
OG0006371	LOC108025052|XP_016950798.1|DBIA	LOC119069324|XP_037029276.1|BCOP
OG0006372	LOC108025087|XP_016950836.1|DBIA	LOC119069319|XP_037029269.1|BCOP
OG0006373	LOC108024221|XP_016949577.1|DBIA	LOC119067684|XP_037026698.1|BCOP
OG0006374	LOC108023950|XP_016949130.1|DBIA	LOC119067669|XP_037026670.1|BCOP
OG0006375	LOC108026250|XP_016952594.1|DBIA	LOC119071516|XP_037032286.1|BCOP
OG0006376	LOC108023481|XP_016948491.1|DBIA	LOC119067612|XP_037026601.1|BCOP
OG0006377	LOC108035782|XP_016966992.1|DBIA	LOC119082725|XP_037048210.1|BCOP
OG0006378	LOC108025340|XP_016951261.1|DBIA	LOC119082747|XP_037048228.1|BCOP
OG0006379	LOC108026108|XP_016952299.1|DBIA	LOC119069624|XP_037029618.1|BCOP
OG0006380	LOC108021974|XP_016946304.1|DBIA	LOC119069610|XP_037029598.1|BCOP
OG0006381	LOC108023967|XP_016949177.1|DBIA	LOC119083233|XP_037048790.1|BCOP
OG0006382	LOC108036430|XP_016968059.1|DBIA	LOC119085586|XP_037051899.1|BCOP
OG0006383	LOC108033062|XP_016962708.1|DBIA	LOC119067801|XP_037026843.1|BCOP
OG0006384	LOC108033208|XP_016962948.1|DBIA	LOC119067804|XP_037026849.1|BCOP
OG0006385	LOC108031696|XP_016960843.1|DBIA	LOC119068285|XP_037027715.1|BCOP
OG0006386	LOC108033713|XP_016963735.1|DBIA	LOC119068281|XP_037027708.1|BCOP
OG0006387	LOC108025368|XP_016951317.1|DBIA	LOC119068284|XP_037027713.1|BCOP
OG0006388	LOC108023384|XP_016948280.1|DBIA	LOC119081602|XP_037046536.1|BCOP
OG0006389	LOC108023385|XP_016948281.1|DBIA	LOC119082345|XP_037047758.1|BCOP
OG0006390	LOC108025633|XP_016951661.1|DBIA	LOC119074916|XP_037037204.1|BCOP, LOC119069850|XP_037029918.1|BCOP
OG0006391	LOC108025432|XP_016951412.1|DBIA	LOC119069708|XP_037029727.1|BCOP
OG0006392	LOC108024214|XP_016949566.1|DBIA	LOC119068750|XP_037028365.1|BCOP
OG0006393	LOC108033665|XP_016963593.1|DBIA	LOC119067334|XP_037026134.1|BCOP, LOC119082408|XP_037047834.1|BCOP
OG0006394	LOC108031029|XP_016959719.1|DBIA	LOC119068309|XP_037027745.1|BCOP
OG0006395	LOC108031897|XP_016961153.1|DBIA	LOC119069232|XP_037029167.1|BCOP
OG0006396	LOC108023920|XP_016949094.1|DBIA	LOC119075794|XP_037038256.1|BCOP
OG0006397	LOC108033053|XP_016962669.1|DBIA	LOC119067830|XP_037026898.1|BCOP
OG0006398	LOC108023665|XP_016948775.1|DBIA	LOC119074640|XP_037036811.1|BCOP
OG0006399	LOC108026275|XP_016952630.1|DBIA	LOC119079764|XP_037043742.1|BCOP
OG0006400	LOC108026259|XP_016952605.1|DBIA	LOC119067813|XP_037026861.1|BCOP
OG0006401	LOC108035970|XP_016967278.1|DBIA	LOC119071281|XP_037032042.1|BCOP
OG0006402	LOC108027031|XP_016953717.1|DBIA	LOC119069682|XP_037029697.1|BCOP
OG0006403	LOC108027053|XP_016953750.1|DBIA	LOC119069677|XP_037029691.1|BCOP
OG0006404	LOC108025265|XP_016951115.1|DBIA	LOC119068335|XP_037027788.1|BCOP
OG0006405	LOC108028742|XP_016956199.1|DBIA	LOC119068342|XP_037027792.1|BCOP
OG0006406	LOC108025447|XP_016951434.1|DBIA	LOC119068794|XP_037028452.1|BCOP
OG0006407	LOC108023585|XP_016948672.1|DBIA	LOC119069218|XP_037029090.1|BCOP
OG0006408	LOC108025617|XP_016951640.1|DBIA	LOC119068829|XP_037028493.1|BCOP
OG0006409	LOC108036595|XP_016968347.1|DBIA	LOC119069279|XP_037029236.1|BCOP
OG0006410	LOC108033202|XP_016962937.1|DBIA	LOC119068783|XP_037028438.1|BCOP
OG0006411	LOC108024873|XP_016950507.1|DBIA	LOC119069611|XP_037029599.1|BCOP
OG0006412	LOC108025395|XP_016951360.1|DBIA	LOC119069360|XP_037029328.1|BCOP
OG0006413	LOC108025325|XP_016951239.1|DBIA	LOC119068478|XP_037027984.1|BCOP
OG0006414	LOC108031793|XP_016960998.1|DBIA	LOC119068480|XP_037027986.1|BCOP
OG0006415	LOC108027563|XP_016954530.1|DBIA	LOC119074402|XP_037036419.1|BCOP
OG0006416	LOC108022016|XP_016946350.1|DBIA	LOC119068463|XP_037027951.1|BCOP
OG0006417	LOC108027778|XP_016954830.1|DBIA	LOC119081352|XP_037046095.1|BCOP
OG0006418	LOC108033184|XP_016962915.1|DBIA	LOC119067234|XP_037025985.1|BCOP
OG0006419	LOC108025466|XP_016951458.1|DBIA	LOC119068222|XP_037027613.1|BCOP
OG0006420	LOC108024723|XP_016950305.1|DBIA	LOC119070511|XP_037030767.1|BCOP
OG0006421	LOC108033322|XP_016963093.1|DBIA	LOC119067197|XP_037025923.1|BCOP
OG0006422	LOC108033789|XP_016963886.1|DBIA	LOC119070225|XP_037030394.1|BCOP
OG0006423	LOC108031593|XP_016960654.1|DBIA	LOC119083146|XP_037048684.1|BCOP
OG0006424	LOC108031980|XP_016961263.1|DBIA	LOC119083152|XP_037048693.1|BCOP
OG0006425	LOC108031996|XP_016961278.1|DBIA	LOC119067081|XP_037025719.1|BCOP
OG0006426	LOC108031994|XP_016961277.1|DBIA	LOC119067079|XP_037025714.1|BCOP
OG0006427	LOC108024869|XP_016950502.1|DBIA	LOC119082158|XP_037047457.1|BCOP
OG0006428	LOC108031607|XP_016960679.1|DBIA	LOC119085108|XP_037051261.1|BCOP
OG0006429	LOC108026204|XP_016952494.1|DBIA	LOC119069186|XP_037029022.1|BCOP
OG0006430	LOC108028717|XP_016956163.1|DBIA	LOC119069817|XP_037029874.1|BCOP
OG0006431	LOC108025284|XP_016951150.1|DBIA	LOC119067912|XP_037027105.1|BCOP
OG0006432	LOC108031440|XP_016960358.1|DBIA	LOC119067937|XP_037027147.1|BCOP
OG0006433	LOC108024387|XP_016949785.1|DBIA	LOC119068716|XP_037028300.1|BCOP
OG0006434	LOC108033798|XP_016963899.1|DBIA	LOC119081543|XP_037046449.1|BCOP
OG0006435	LOC108025346|XP_016951286.1|DBIA	LOC119067880|XP_037027046.1|BCOP
OG0006436	LOC108033130|XP_016962842.1|DBIA	LOC119066995|XP_037025618.1|BCOP, LOC119069886|XP_037029959.1|BCOP
OG0006437	LOC108033084|XP_016962752.1|DBIA	LOC119084261|XP_037050069.1|BCOP
OG0006438	LOC108029052|XP_016956603.1|DBIA	LOC119069512|XP_037029484.1|BCOP
OG0006439	LOC108023290|XP_016948085.1|DBIA	LOC119068459|XP_037027939.1|BCOP
OG0006440	LOC108022993|XP_016947716.1|DBIA	LOC119067432|XP_037026299.1|BCOP
OG0006441	LOC108027084|XP_016953789.1|DBIA	LOC119077413|XP_037040521.1|BCOP
OG0006442	LOC108032007|XP_016961294.1|DBIA	LOC119074148|XP_037036043.1|BCOP
OG0006443	LOC108027038|XP_016953727.1|DBIA	LOC119069909|XP_037030010.1|BCOP
OG0006444	LOC108025360|XP_016951309.1|DBIA	LOC119082481|XP_037047896.1|BCOP
OG0006445	LOC108028713|XP_016956153.1|DBIA	LOC119070123|XP_037030337.1|BCOP
OG0006446	LOC108026415|XP_016952832.1|DBIA	LOC119069926|XP_037030044.1|BCOP
OG0006447	LOC108026427|XP_016952849.1|DBIA	LOC119069930|XP_037030048.1|BCOP
OG0006448	LOC108026316|XP_016952692.1|DBIA	LOC119068561|XP_037028084.1|BCOP
OG0006449	LOC108025967|XP_016952150.1|DBIA	LOC119068558|XP_037028079.1|BCOP
OG0006450	LOC108034003|XP_016964221.1|DBIA	LOC119078020|XP_037041307.1|BCOP
OG0006451	LOC108023339|XP_016948167.1|DBIA	LOC119070592|XP_037030905.1|BCOP
OG0006452	LOC108026329|XP_016952714.1|DBIA	LOC119080307|XP_037044480.1|BCOP
OG0006453	LOC108028778|XP_016956246.1|DBIA	LOC119079065|XP_037042768.1|BCOP
OG0006454	LOC108024129|XP_016949401.1|DBIA	LOC119078355|XP_037041750.1|BCOP
OG0006455	LOC108024941|XP_016950631.1|DBIA	LOC119069448|XP_037029398.1|BCOP
OG0006456	LOC108024986|XP_016950729.1|DBIA	LOC119078482|XP_037041933.1|BCOP
OG0006457	LOC108031677|XP_016960808.1|DBIA	LOC119067351|XP_037026156.1|BCOP
OG0006458	LOC108034938|XP_016965699.1|DBIA	LOC119083218|XP_037048780.1|BCOP, LOC119082187|XP_037047505.1|BCOP
OG0006459	LOC108031563|XP_016960599.1|DBIA	LOC119078257|XP_037041647.1|BCOP
OG0006460	LOC108026355|XP_016952751.1|DBIA	LOC119081699|XP_037046701.1|BCOP
OG0006461	LOC108027253|XP_016954096.1|DBIA	LOC119082805|XP_037048350.1|BCOP
OG0006462	LOC108024340|XP_016949731.1|DBIA	LOC119070462|XP_037030710.1|BCOP
OG0006463	LOC108026431|XP_016952856.1|DBIA	LOC119069962|XP_037030090.1|BCOP
OG0006464	LOC108028570|XP_016955966.1|DBIA	LOC119069982|XP_037030121.1|BCOP
OG0006465	LOC108023235|XP_016948000.1|DBIA	LOC119073276|XP_037034553.1|BCOP
OG0006466	LOC108024122|XP_016949392.1|DBIA	LOC119079296|XP_037042978.1|BCOP
OG0006467	LOC108032154|XP_016961489.1|DBIA	LOC119068460|XP_037027941.1|BCOP
OG0006468	LOC108026464|XP_016952894.1|DBIA	LOC119080938|XP_037045459.1|BCOP
OG0006469	LOC108024026|XP_016949282.1|DBIA	LOC119068776|XP_037028431.1|BCOP
OG0006470	LOC108035422|XP_016966539.1|DBIA	LOC119068428|XP_037027891.1|BCOP
