Orthogroup	DBIA.longest_only	DHYD.longest_only
OG0009129	LOC108029407|XP_016957129.1|DBIA	LOC111602335|XP_023175108.2|DHYD
OG0009130	LOC108029521|XP_016957309.1|DBIA	LOC111599886|XP_023171474.2|DHYD
OG0009131	LOC108036349|XP_016967911.1|DBIA	LOC111599934|XP_023171549.2|DHYD
OG0009132	LOC108022594|XP_016947110.1|DBIA	LOC111604554|XP_023178419.2|DHYD
OG0009133	LOC108029427|XP_016957161.1|DBIA	LOC111595748|XP_023165376.2|DHYD
OG0009134	LOC108029897|XP_016957876.1|DBIA	LOC111603325|XP_023176621.2|DHYD
OG0009135	LOC108036592|XP_016968341.1|DBIA	LOC111597730|XP_023168340.2|DHYD
OG0009136	LOC108030452|XP_016958834.1|DBIA	LOC111603465|XP_023176825.1|DHYD
OG0009137	LOC108022238|XP_016946585.1|DBIA	LOC111597900|XP_023168604.2|DHYD
OG0009138	LOC108022291|XP_016946639.1|DBIA	LOC111597902|XP_023168606.1|DHYD
OG0009139	LOC108023094|XP_016947844.1|DBIA	LOC111604153|XP_023177845.2|DHYD
OG0009140	LOC108022228|XP_016946575.1|DBIA	LOC111605240|XP_023179443.1|DHYD
OG0009141	LOC108029933|XP_016957917.1|DBIA	LOC111593886|XP_023162721.2|DHYD
OG0009142	LOC108030046|XP_016958110.1|DBIA	LOC111593815|XP_023162610.2|DHYD, LOC115482836|XP_030078930.1|DHYD
OG0009143	LOC108026970|XP_016953675.1|DBIA	LOC111600657|XP_023172650.1|DHYD
OG0009144	LOC108026720|XP_016953317.1|DBIA	LOC111600684|XP_023172706.1|DHYD
OG0009145	LOC108022264|XP_016946610.1|DBIA	LOC111597063|XP_023167358.1|DHYD
OG0009146	LOC108029681|XP_016957620.1|DBIA	LOC111595400|XP_023164875.1|DHYD
OG0009147	LOC108036513|XP_016968207.1|DBIA	LOC111594935|XP_023164198.2|DHYD
OG0009148	LOC108029661|XP_016957577.1|DBIA	LOC111597103|XP_023167414.2|DHYD
OG0009149	LOC108026603|XP_016953065.1|DBIA	LOC111594773|XP_030082001.1|DHYD
OG0009150	LOC108029470|XP_016957213.1|DBIA	LOC111599689|XP_023171163.2|DHYD
OG0009151	LOC108022994|XP_016947712.1|DBIA	LOC111592143|XP_023159957.1|DHYD
OG0009152	LOC108036318|XP_016967819.1|DBIA	LOC111592167|XP_023159989.1|DHYD
OG0009153	LOC108026652|XP_016953179.1|DBIA	LOC111600078|XP_023171786.1|DHYD
OG0009154	LOC108026056|XP_016952239.1|DBIA	LOC111594969|XP_023164237.1|DHYD
OG0009155	LOC108029537|XP_016957335.1|DBIA	LOC111598042|XP_023168847.1|DHYD
OG0009156	LOC108032408|XP_016961717.1|DBIA	LOC111593148|XP_023161520.1|DHYD
OG0009157	LOC108034124|XP_016964401.1|DBIA	LOC111599799|XP_023171345.2|DHYD
OG0009158	LOC108031362|XP_016960124.1|DBIA	LOC111596889|XP_023167107.1|DHYD
OG0009159	LOC108026283|XP_016952641.1|DBIA	LOC111598863|XP_023170078.1|DHYD, LOC111596834|XP_023166976.2|DHYD
OG0009160	LOC108027681|XP_016954717.1|DBIA	LOC111593400|XP_023161889.2|DHYD
OG0009161	LOC108023698|XP_016948813.1|DBIA	LOC111604029|XP_030079985.1|DHYD
OG0009162	LOC108034550|XP_016964966.1|DBIA	LOC111605173|XP_023179330.2|DHYD
OG0009163	LOC108035700|XP_016966910.1|DBIA	LOC111598715|XP_023169872.2|DHYD
OG0009164	LOC108035186|XP_016966155.1|DBIA	LOC111601560|XP_023173970.2|DHYD
OG0009165	LOC108027996|XP_016955112.1|DBIA	LOC111592446|XP_023160397.2|DHYD
OG0009166	LOC108034439|XP_016964812.1|DBIA	LOC111597180|XP_023167510.2|DHYD
OG0009167	LOC108028675|XP_016956098.1|DBIA	LOC111601661|XP_023174113.2|DHYD
OG0009168	LOC108028676|XP_016956100.1|DBIA	LOC111601663|XP_023174114.1|DHYD
OG0009169	LOC108034919|XP_016965661.1|DBIA	LOC111605660|XP_023180091.2|DHYD
OG0009170	LOC108034678|XP_016965109.1|DBIA	LOC111600478|XP_023172357.2|DHYD
OG0009171	LOC108034891|XP_016965591.1|DBIA	LOC111595310|XP_023164736.2|DHYD
OG0009172	LOC108030655|XP_016959160.1|DBIA	LOC111603468|XP_030081145.1|DHYD
OG0009173	LOC108035226|XP_016966245.1|DBIA	LOC111602922|XP_023176036.2|DHYD
OG0009174	LOC108025650|XP_016951678.1|DBIA	LOC111598243|XP_023169178.2|DHYD
OG0009175	LOC108036773|XP_016968601.1|DBIA	LOC111599481|XP_023170917.2|DHYD
OG0009176	LOC108035650|XP_016966845.1|DBIA	LOC111600923|XP_023173055.2|DHYD
OG0009178	LOC108030672|XP_016959187.1|DBIA	LOC111597269|XP_023167650.1|DHYD
OG0009179	LOC108030764|XP_016959306.1|DBIA	LOC111592876|XP_030081559.1|DHYD
OG0009180	LOC108034957|XP_016965737.1|DBIA	LOC111603335|XP_023176639.2|DHYD
OG0009181	LOC108028711|XP_016956150.1|DBIA	LOC111605661|XP_023180092.2|DHYD, LOC111605639|XP_030081552.1|DHYD
OG0009182	LOC108030660|XP_016959171.1|DBIA	LOC111595125|XP_023164465.2|DHYD
OG0009183	LOC108034396|XP_016964766.1|DBIA	LOC111599798|XP_023171344.2|DHYD
OG0009184	LOC108030721|XP_016959252.1|DBIA	LOC111597561|XP_023168128.2|DHYD
OG0009185	LOC108030905|XP_016959573.1|DBIA	LOC111600998|XP_023173160.2|DHYD
OG0009186	LOC108028787|XP_016956256.1|DBIA	LOC111605715|XP_023180168.2|DHYD
OG0009187	LOC108032111|XP_016961431.1|DBIA	LOC111602590|XP_023175520.1|DHYD
OG0009188	LOC108023125|XP_016947883.1|DBIA	LOC111605357|XP_023179604.1|DHYD
OG0009189	LOC108035538|XP_016966694.1|DBIA	LOC111604688|XP_023178624.2|DHYD
OG0009190	LOC108034632|XP_016965059.1|DBIA	LOC111596607|XP_023166656.2|DHYD
OG0009191	LOC108022065|XP_016946399.1|DBIA	LOC115483387|XP_030081000.1|DHYD, LOC111605233|XP_023179439.2|DHYD
OG0009192	LOC108023633|XP_016948738.1|DBIA	LOC111604607|XP_023178488.2|DHYD
OG0009193	LOC108032634|XP_016962067.1|DBIA	LOC111600447|XP_023172311.1|DHYD
OG0009194	LOC108029875|XP_016957855.1|DBIA	LOC111602281|XP_023175050.2|DHYD
OG0009195	LOC108034690|XP_016965120.1|DBIA	LOC111597458|XP_023167975.1|DHYD
OG0009196	LOC108034460|XP_016964833.1|DBIA	LOC111597485|XP_023168005.2|DHYD
OG0009197	LOC108028808|XP_016956282.1|DBIA	LOC111604780|XP_023178759.2|DHYD
OG0009198	LOC108030514|XP_016958891.1|DBIA	LOC111597320|XP_023167719.1|DHYD, LOC111597300|XP_023167691.1|DHYD
OG0009199	LOC108028135|XP_016955280.1|DBIA	LOC111603328|XP_023176630.2|DHYD
OG0009200	LOC108022898|XP_016947586.1|DBIA	LOC111599292|XP_023170699.2|DHYD, LOC115483364|XP_030080911.1|DHYD
OG0009201	LOC108030455|XP_016958837.1|DBIA	LOC111602336|XP_023175109.2|DHYD
OG0009202	LOC108022374|XP_016946744.1|DBIA	LOC111597666|XP_030080952.1|DHYD
OG0009203	LOC108029414|XP_016957137.1|DBIA	LOC111600904|XP_023173028.1|DHYD
OG0009204	LOC108029436|XP_016957172.1|DBIA, LOC108029411|XP_016957133.1|DBIA	LOC111595534|XP_023165086.2|DHYD
OG0009205	LOC108029390|XP_016957106.1|DBIA	LOC111595430|XP_023164921.2|DHYD
OG0009206	LOC108022494|XP_016946936.1|DBIA	LOC111602594|XP_023175521.1|DHYD, LOC111602593|XP_023175519.1|DHYD, LOC111602595|XP_023175522.1|DHYD
OG0009207	LOC108026087|XP_016952274.1|DBIA	LOC111604940|XP_023178978.2|DHYD, LOC115482812|XP_030078836.1|DHYD
OG0009209	LOC108024318|XP_016949709.1|DBIA	LOC111600251|XP_030078743.1|DHYD
OG0009211	LOC108034185|XP_016964493.1|DBIA	LOC111605569|XP_023179914.2|DHYD
OG0009213	LOC108026808|XP_016953499.1|DBIA, LOC108032988|XP_016962559.1|DBIA	LOC111597153|XP_023167469.2|DHYD
OG0009214	LOC108034684|XP_016965113.1|DBIA	LOC111597526|XP_023168069.2|DHYD
OG0009220	LOC108033146|XP_016962859.1|DBIA	LOC111598304|XP_030080090.1|DHYD
OG0009222	LOC108025887|XP_016952052.1|DBIA	LOC111597182|XP_023167512.2|DHYD
OG0009224	LOC108027018|XP_016953703.1|DBIA	LOC111595462|XP_023164991.2|DHYD
OG0009225	LOC108023547|XP_016948614.1|DBIA	LOC111602243|XP_023175040.1|DHYD
OG0009228	LOC108024016|XP_016949265.1|DBIA	LOC111594982|XP_023164250.2|DHYD
OG0009229	LOC108027295|XP_016954176.1|DBIA	LOC111601311|XP_023173602.2|DHYD
OG0009231	LOC108033012|XP_016962628.1|DBIA	LOC111596729|XP_023166829.2|DHYD
OG0009236	LOC108035139|XP_016966070.1|DBIA	LOC111598540|XP_023169597.1|DHYD
OG0009238	LOC108030674|XP_016959191.1|DBIA	LOC111605734|XP_023180201.2|DHYD
OG0009239	LOC108030755|XP_016959295.1|DBIA	LOC111605740|XP_023180210.2|DHYD
OG0009241	LOC108027874|XP_016954978.1|DBIA	LOC111602271|XP_023175034.1|DHYD
OG0009245	LOC108025396|XP_016951365.1|DBIA	LOC111601326|XP_030081627.1|DHYD
OG0009247	LOC108023472|XP_016948482.1|DBIA	LOC111595292|XP_023164718.2|DHYD
OG0009248	LOC108024005|XP_016949236.1|DBIA	LOC111598275|XP_023169223.1|DHYD
OG0009249	LOC108033383|XP_016963191.1|DBIA	LOC111602249|XP_023175012.2|DHYD
OG0009251	LOC108033416|XP_016963230.1|DBIA	LOC111593641|XP_023162287.2|DHYD
OG0009252	LOC108024194|XP_016949529.1|DBIA	LOC111601908|XP_023174524.2|DHYD
OG0009253	LOC108023650|XP_016948758.1|DBIA	LOC111603142|XP_023176385.1|DHYD
OG0009254	LOC108023710|XP_016948829.1|DBIA	LOC111598123|XP_023168949.2|DHYD
OG0009255	LOC108023437|XP_016948416.1|DBIA	LOC111596829|XP_023166967.1|DHYD
OG0009256	LOC108035806|XP_016967042.1|DBIA	LOC111596163|XP_023166023.2|DHYD
OG0009257	LOC108033077|XP_016962735.1|DBIA	LOC111593072|XP_023161419.1|DHYD
OG0009258	LOC108025793|XP_016951917.1|DBIA	LOC111598145|XP_023168984.2|DHYD
OG0009259	LOC108033089|XP_016962773.1|DBIA	LOC111605296|XP_023179518.1|DHYD
OG0009260	LOC108027168|XP_016953939.1|DBIA	LOC111598401|XP_023169393.2|DHYD
OG0009261	LOC108024010|XP_016949246.1|DBIA	LOC111593457|XP_023161986.2|DHYD
OG0009262	LOC108033213|XP_016962957.1|DBIA	LOC111593460|XP_023161988.2|DHYD
OG0009263	LOC108024164|XP_016949467.1|DBIA	LOC111600209|XP_023171997.2|DHYD
OG0009264	LOC108024264|XP_016949640.1|DBIA	LOC111595950|XP_023165688.2|DHYD
OG0009265	LOC108024095|XP_016949358.1|DBIA	LOC111595359|XP_023164804.1|DHYD
OG0009266	LOC108036732|XP_016968519.1|DBIA	LOC111592925|XP_030080339.1|DHYD
OG0009268	LOC108036432|XP_016968060.1|DBIA	LOC111592215|XP_023160055.2|DHYD
OG0009269	LOC108025076|XP_016950850.1|DBIA	LOC111595410|XP_023164894.1|DHYD
OG0009270	LOC108022239|XP_016946587.1|DBIA	LOC111600583|XP_023172538.2|DHYD
OG0009271	LOC108033118|XP_016962813.1|DBIA	LOC111598245|XP_030080084.1|DHYD
OG0009272	LOC108028064|XP_016955193.1|DBIA	LOC111605718|XP_030080809.1|DHYD
OG0009273	LOC108028999|XP_016956533.1|DBIA	LOC111601757|XP_023174268.1|DHYD
OG0009274	LOC108034947|XP_016965716.1|DBIA	LOC111597382|XP_023167808.2|DHYD
OG0009275	LOC108023331|XP_016948141.1|DBIA	LOC111598105|XP_023168924.2|DHYD
OG0009276	LOC108026548|XP_016952987.1|DBIA	LOC111600894|XP_023173002.2|DHYD
OG0009277	LOC108024085|XP_016949348.1|DBIA	LOC111601882|XP_023174492.2|DHYD
OG0009278	LOC108023195|XP_016947940.1|DBIA	LOC111601834|XP_023174431.2|DHYD
OG0009279	LOC108033491|XP_016963318.1|DBIA	LOC111597756|XP_023168379.2|DHYD
OG0009280	LOC108021972|XP_016946298.1|DBIA	LOC111601821|XP_023174410.2|DHYD
OG0009281	LOC108025918|XP_016952094.1|DBIA	LOC111604050|XP_023177675.2|DHYD
OG0009282	LOC108036841|XP_016968695.1|DBIA	LOC111602514|XP_023175365.1|DHYD
OG0009283	LOC108034927|XP_016965675.1|DBIA	LOC111594409|XP_023163454.1|DHYD
OG0009284	LOC108035964|XP_016967270.1|DBIA	LOC111592342|XP_023160239.2|DHYD
OG0009285	LOC108035998|XP_016967366.1|DBIA	LOC111594131|XP_023163058.2|DHYD
OG0009286	LOC108028759|XP_016956221.1|DBIA	LOC111600490|XP_023172385.1|DHYD
OG0009287	LOC108028806|XP_016956280.1|DBIA	LOC111601023|XP_023173198.2|DHYD
OG0009288	LOC108036112|XP_016967580.1|DBIA	LOC111597258|XP_023167630.2|DHYD
OG0009289	LOC108036014|XP_016967422.1|DBIA	LOC111595883|XP_023165578.2|DHYD
OG0009290	LOC108022082|XP_016946415.1|DBIA	LOC111605258|XP_023179464.2|DHYD
OG0009291	LOC108032995|XP_016962606.1|DBIA	LOC111595882|XP_023165576.1|DHYD
OG0009292	LOC108024053|XP_016949324.1|DBIA	LOC111595004|XP_023164271.2|DHYD
OG0009293	LOC108023932|XP_016949106.1|DBIA	LOC111594988|XP_023164256.1|DHYD
OG0009294	LOC108036308|XP_016967806.1|DBIA	LOC111594924|XP_023164189.2|DHYD
OG0009295	LOC108033055|XP_016962674.1|DBIA	LOC111596724|XP_030079424.1|DHYD
OG0009296	LOC108025123|XP_016950878.1|DBIA	LOC111602974|XP_023176131.1|DHYD
OG0009297	LOC108025093|XP_016950844.1|DBIA	LOC111602965|XP_023176112.2|DHYD
OG0009298	LOC108031822|XP_016961041.1|DBIA	LOC111604567|XP_023178436.1|DHYD
OG0009299	LOC108031958|XP_016961235.1|DBIA	LOC111602044|XP_023174723.1|DHYD
OG0009300	LOC108031777|XP_016960975.1|DBIA	LOC111602075|XP_023174770.2|DHYD
OG0009301	LOC108026140|XP_016952358.1|DBIA	LOC111602669|XP_030080822.1|DHYD
OG0009302	LOC108027042|XP_016953730.1|DBIA	LOC111602752|XP_023175772.2|DHYD
OG0009303	LOC108031275|XP_016960005.1|DBIA	LOC111599607|XP_023171063.1|DHYD
OG0009304	LOC108031116|XP_016959816.1|DBIA	LOC111596697|XP_023166783.1|DHYD
OG0009305	LOC108023640|XP_016948749.1|DBIA	LOC111598618|XP_023169720.2|DHYD
OG0009306	LOC108025653|XP_016951681.1|DBIA	LOC111604681|XP_023178617.2|DHYD
OG0009307	LOC108024638|XP_016950173.1|DBIA	LOC111600246|XP_023172053.2|DHYD
OG0009308	LOC108027347|XP_016954253.1|DBIA	LOC111599548|XP_023170980.1|DHYD
OG0009309	LOC108024139|XP_016949413.1|DBIA	LOC111603461|XP_023176817.2|DHYD
OG0009310	LOC108023593|XP_016948690.1|DBIA	LOC111601309|XP_023173598.1|DHYD
OG0009311	LOC108024865|XP_016950496.1|DBIA	LOC111604572|XP_023178442.2|DHYD
OG0009312	LOC108023622|XP_016948725.1|DBIA	LOC111598630|XP_023169739.1|DHYD
OG0009313	LOC108024547|XP_016950016.1|DBIA	LOC111602978|XP_023176136.1|DHYD
OG0009314	LOC108026219|XP_016952529.1|DBIA	LOC111604621|XP_023178516.2|DHYD
OG0009315	LOC108031709|XP_016960863.1|DBIA	LOC111593615|XP_023162251.2|DHYD
OG0009316	LOC108031604|XP_016960673.1|DBIA	LOC111603647|XP_023177094.2|DHYD
OG0009317	LOC108024881|XP_016950515.1|DBIA	LOC111599580|XP_030080796.1|DHYD
OG0009318	LOC108027154|XP_016953872.1|DBIA	LOC111600294|XP_023172116.2|DHYD
OG0009319	LOC108026216|XP_016952522.1|DBIA	LOC111603024|XP_023176222.1|DHYD
OG0009320	LOC108025159|XP_016950925.1|DBIA	LOC111595174|XP_023164522.2|DHYD
OG0009321	LOC108025134|XP_016950895.1|DBIA	LOC111595177|XP_023164525.2|DHYD
OG0009322	LOC108032116|XP_016961437.1|DBIA	LOC111599590|XP_023171036.2|DHYD, LOC115483782|XP_030081896.1|DHYD
OG0009323	LOC108027443|XP_016954384.1|DBIA	LOC111599599|XP_023171052.2|DHYD
OG0009324	LOC108031163|XP_016959870.1|DBIA	LOC111604966|XP_023179013.1|DHYD
OG0009325	LOC108025315|XP_016951218.1|DBIA	LOC111602440|XP_030081588.1|DHYD
OG0009326	LOC108024343|XP_016949734.1|DBIA	LOC111597192|XP_023167534.1|DHYD
OG0009327	LOC108025460|XP_016951450.1|DBIA	LOC111596414|XP_023166394.1|DHYD
OG0009328	LOC108025114|XP_016950868.1|DBIA	LOC111597862|XP_023168554.1|DHYD
OG0009329	LOC108024385|XP_016949778.1|DBIA	LOC111602837|XP_023175921.2|DHYD
OG0009330	LOC108032018|XP_016961313.1|DBIA	LOC111594413|XP_023163465.1|DHYD
OG0009331	LOC108031159|XP_016959864.1|DBIA	LOC111604232|XP_023177977.2|DHYD
OG0009332	LOC108025584|XP_016951605.1|DBIA	LOC111594590|XP_023163718.1|DHYD
OG0009333	LOC108031952|XP_016961227.1|DBIA	LOC111605456|XP_023179743.2|DHYD
OG0009334	LOC108025180|XP_016950977.1|DBIA	LOC111602024|XP_023174692.2|DHYD
OG0009335	LOC108031106|XP_016959805.1|DBIA	LOC111602775|XP_023175808.1|DHYD
OG0009336	LOC108025467|XP_016951460.1|DBIA	LOC111597158|XP_023167482.1|DHYD
OG0009337	LOC108024830|XP_016950450.1|DBIA	LOC111598825|XP_030079333.1|DHYD
OG0009338	LOC108024993|XP_016950738.1|DBIA	LOC111602605|XP_023175533.1|DHYD
OG0009339	LOC108024927|XP_016950614.1|DBIA	LOC111602631|XP_030081689.1|DHYD
OG0009340	LOC108031076|XP_016959770.1|DBIA	LOC111605578|XP_023179950.2|DHYD
OG0009341	LOC108031848|XP_016961089.1|DBIA	LOC111595981|XP_023165734.2|DHYD
OG0009342	LOC108031120|XP_016959821.1|DBIA	LOC111596078|XP_023165907.2|DHYD
OG0009343	LOC108032139|XP_016961464.1|DBIA	LOC111595421|XP_023164930.2|DHYD
OG0009344	LOC108031019|XP_016959708.1|DBIA	LOC111596427|XP_030078657.1|DHYD
OG0009345	LOC108024663|XP_016950218.1|DBIA	LOC111603512|XP_023176896.2|DHYD
OG0009346	LOC108024422|XP_016949828.1|DBIA	LOC111599545|XP_023170972.2|DHYD
OG0009347	LOC108025078|XP_016950825.1|DBIA	LOC111595922|XP_023165647.2|DHYD
OG0009348	LOC108031612|XP_016960692.1|DBIA	LOC111598360|XP_023169341.1|DHYD
OG0009350	LOC108025130|XP_016950887.1|DBIA	LOC111602006|XP_023174661.2|DHYD
OG0009351	LOC108025493|XP_016951497.1|DBIA	LOC111602013|XP_023174675.2|DHYD
OG0009352	LOC108027021|XP_016953705.1|DBIA	LOC111594570|XP_023163695.2|DHYD
OG0009353	LOC108031247|XP_016959972.1|DBIA	LOC111603612|XP_030080718.1|DHYD
OG0009354	LOC108034186|XP_016964497.1|DBIA	LOC111596126|XP_023165964.1|DHYD
OG0009355	LOC108034052|XP_016964295.1|DBIA	LOC111595809|XP_023165469.2|DHYD
OG0009356	LOC108034352|XP_016964731.1|DBIA	LOC111596132|XP_023165973.1|DHYD
OG0009357	LOC108033244|XP_016962998.1|DBIA	LOC111603767|XP_023177269.1|DHYD
OG0009358	LOC108032538|XP_016961900.1|DBIA	LOC111601404|XP_023173726.1|DHYD
OG0009359	LOC108032539|XP_016961901.1|DBIA	LOC111601397|XP_023173712.2|DHYD
OG0009360	LOC108036055|XP_016967486.1|DBIA	LOC111595782|XP_023165434.2|DHYD
OG0009361	LOC108036144|XP_016967621.1|DBIA	LOC111595769|XP_023165419.2|DHYD
OG0009362	LOC108036060|XP_016967492.1|DBIA	LOC111595771|XP_023165421.2|DHYD
OG0009363	LOC108027775|XP_016954826.1|DBIA	LOC111601866|XP_023174475.1|DHYD
OG0009364	LOC108029222|XP_016956905.1|DBIA	LOC111599360|XP_023170760.2|DHYD
OG0009365	LOC108027841|XP_016954918.1|DBIA	LOC111605472|XP_023179759.2|DHYD
OG0009366	LOC108033394|XP_016963201.1|DBIA	LOC111599477|XP_023170915.2|DHYD
OG0009367	LOC108034275|XP_016964623.1|DBIA	LOC111599389|XP_023170793.1|DHYD
OG0009368	LOC108029057|XP_016956613.1|DBIA	LOC111596122|XP_023165959.1|DHYD
OG0009369	LOC108029124|XP_016956731.1|DBIA	LOC111602531|XP_023175424.1|DHYD
OG0009370	LOC108033355|XP_016963154.1|DBIA	LOC111596115|XP_023165948.2|DHYD
OG0009371	LOC108033361|XP_016963161.1|DBIA	LOC111596113|XP_023165946.2|DHYD
OG0009372	LOC108029095|XP_016956674.1|DBIA	LOC111601965|XP_023174607.2|DHYD
OG0009373	LOC108034311|XP_016964670.1|DBIA	LOC111594206|XP_023163172.2|DHYD
OG0009374	LOC108035018|XP_016965854.1|DBIA	LOC111601140|XP_023173376.2|DHYD
OG0009376	LOC108027670|XP_016954704.1|DBIA	LOC111604009|XP_023177634.1|DHYD
OG0009377	LOC108032825|XP_016962329.1|DBIA	LOC111594088|XP_023163003.2|DHYD
OG0009378	LOC108032358|XP_016961659.1|DBIA	LOC111603897|XP_023177483.2|DHYD
OG0009379	LOC108033790|XP_016963887.1|DBIA	LOC111602286|XP_023175055.2|DHYD, LOC111602315|XP_023175086.2|DHYD
OG0009380	LOC108035267|XP_016966317.1|DBIA	LOC111597789|XP_023168432.1|DHYD
OG0009381	LOC108034342|XP_016964714.1|DBIA	LOC111596310|XP_023166239.2|DHYD
OG0009382	LOC108033236|XP_016962989.1|DBIA	LOC111593160|XP_030079165.1|DHYD
OG0009384	LOC108033636|XP_016963544.1|DBIA	LOC111600382|XP_030081052.1|DHYD
OG0009385	LOC108033553|XP_016963388.1|DBIA	LOC111600432|XP_023172293.2|DHYD
OG0009386	LOC108032553|XP_016961920.1|DBIA	LOC111600408|XP_023172257.1|DHYD
OG0009387	LOC108030176|XP_016958407.1|DBIA	LOC111592418|XP_023160362.2|DHYD
OG0009388	LOC108030419|XP_016958795.1|DBIA	LOC111592410|XP_023160353.2|DHYD
OG0009389	LOC108023006|XP_016947728.1|DBIA	LOC111603816|XP_023177342.2|DHYD
OG0009390	LOC108022625|XP_016947158.1|DBIA	LOC111602092|XP_023174794.2|DHYD
OG0009391	LOC108029178|XP_016956830.1|DBIA	LOC111596062|XP_023165879.2|DHYD
OG0009392	LOC108029909|XP_016957889.1|DBIA	LOC111593978|XP_023162839.2|DHYD
OG0009393	LOC108032873|XP_016962362.1|DBIA	LOC111600137|XP_030081249.1|DHYD
OG0009394	LOC108022202|XP_016946543.1|DBIA	LOC111600587|XP_023172545.1|DHYD
OG0009395	LOC108026510|XP_016952945.1|DBIA	LOC111600156|XP_030080938.1|DHYD
OG0009396	LOC108022381|XP_016946752.1|DBIA	LOC111604615|XP_023178497.2|DHYD
OG0009397	LOC108026797|XP_016953446.1|DBIA	LOC111604149|XP_023177841.2|DHYD
OG0009398	LOC108022459|XP_016946855.1|DBIA	LOC111593822|XP_023162621.1|DHYD
OG0009399	LOC108022824|XP_016947456.1|DBIA	LOC111599956|XP_030079784.1|DHYD
OG0009400	LOC108036289|XP_016967790.1|DBIA	LOC111597698|XP_023168301.1|DHYD
OG0009401	LOC108033483|XP_016963311.1|DBIA	LOC111592617|XP_023160720.1|DHYD
OG0009402	LOC108024537|XP_016949994.1|DBIA	LOC111603434|XP_023176787.1|DHYD
OG0009403	LOC108036278|XP_016967778.1|DBIA	LOC111600721|XP_023172762.1|DHYD
OG0009404	LOC108030326|XP_016958672.1|DBIA	LOC111599937|XP_023171554.2|DHYD
OG0009405	LOC108036190|XP_016967670.1|DBIA	LOC111597732|XP_023168345.2|DHYD
OG0009406	LOC108036309|XP_016967807.1|DBIA	LOC111605256|XP_023179461.2|DHYD
OG0009407	LOC108036229|XP_016967729.1|DBIA	LOC111599923|XP_023171533.1|DHYD
OG0009408	LOC108022885|XP_016947572.1|DBIA	LOC111605382|XP_023179639.2|DHYD
OG0009409	LOC108022091|XP_016946423.1|DBIA	LOC111597896|XP_030081374.1|DHYD
OG0009410	LOC108022405|XP_016946780.1|DBIA	LOC111605255|XP_023179460.2|DHYD
OG0009411	LOC108029718|XP_016957683.1|DBIA	LOC111605150|XP_023179304.2|DHYD
OG0009412	LOC108030237|XP_016958519.1|DBIA	LOC111600719|XP_023172744.1|DHYD
OG0009413	LOC108029969|XP_016957964.1|DBIA	LOC111593915|XP_023162756.2|DHYD
OG0009414	LOC108030465|XP_016958849.1|DBIA	LOC111593888|XP_023162723.2|DHYD
OG0009415	LOC108029989|XP_016957988.1|DBIA	LOC111593956|XP_023162815.2|DHYD
OG0009416	LOC108026969|XP_016953674.1|DBIA	LOC111600705|XP_023172730.2|DHYD
OG0009417	LOC108026971|XP_016953676.1|DBIA	LOC111600752|XP_023172798.1|DHYD
OG0009418	LOC108026592|XP_016953053.1|DBIA	LOC111600656|XP_023172648.2|DHYD
OG0009419	LOC108026723|XP_016953322.1|DBIA	LOC111600685|XP_023172707.2|DHYD
OG0009420	LOC108026726|XP_016953326.1|DBIA	LOC111600683|XP_023172705.1|DHYD
OG0009421	LOC108023016|XP_016947739.1|DBIA	LOC111595435|XP_023164927.2|DHYD
OG0009422	LOC108030248|XP_016958544.1|DBIA	LOC111592226|XP_023160073.2|DHYD
OG0009423	LOC108036448|XP_016968083.1|DBIA	LOC111592920|XP_023161144.1|DHYD
OG0009424	LOC108022807|XP_016947430.1|DBIA	LOC111592943|XP_023161182.1|DHYD
OG0009425	LOC108029790|XP_016957790.1|DBIA	LOC111604345|XP_023178177.2|DHYD
OG0009426	LOC108029371|XP_016957088.1|DBIA	LOC111595529|XP_023165079.2|DHYD
OG0009427	LOC108030275|XP_016958590.1|DBIA	LOC111604257|XP_023178020.2|DHYD
OG0009428	LOC108026523|XP_016952958.1|DBIA	LOC111594794|XP_023164032.2|DHYD
OG0009429	LOC108029383|XP_016957100.1|DBIA	LOC111595432|XP_023164923.1|DHYD
OG0009430	LOC108022505|XP_016946960.1|DBIA	LOC111592158|XP_023159978.2|DHYD
OG0009431	LOC108026896|XP_016953594.1|DBIA	LOC111600073|XP_023171778.2|DHYD
OG0009432	LOC108026645|XP_016953157.1|DBIA	LOC111599720|XP_023171231.2|DHYD
OG0009433	LOC108026660|XP_016953188.1|DBIA	LOC111595262|XP_023164676.1|DHYD
OG0009434	LOC108026801|XP_016953452.1|DBIA	LOC111595242|XP_023164648.1|DHYD
OG0009435	LOC108026856|XP_016953524.1|DBIA	LOC111595248|XP_023164658.1|DHYD
OG0009437	LOC108036322|XP_016967824.1|DBIA	LOC111592169|XP_023159991.1|DHYD
OG0009438	LOC108029786|XP_016957785.1|DBIA	LOC111594152|XP_023163098.2|DHYD
OG0009439	LOC108029480|XP_016957233.1|DBIA	LOC111594165|XP_023163117.1|DHYD
OG0009440	LOC108026875|XP_016953555.1|DBIA	LOC111600111|XP_023171841.2|DHYD
OG0009441	LOC108024773|XP_016950375.1|DBIA	LOC111598853|XP_030079335.1|DHYD
OG0009442	LOC108033105|XP_016962794.1|DBIA	LOC111601956|XP_023174588.2|DHYD
OG0009443	LOC108022398|XP_016946772.1|DBIA	LOC111603821|XP_023177350.1|DHYD
