Orthogroup	DBIA.longest_only	BTRY.longest_only
OG0007115	LOC108034177|XP_016964479.1|DBIA	LOC120767951|XP_039950271.1|BTRY
OG0007116	LOC108036738|XP_016968535.1|DBIA	LOC120767433|XP_039949424.1|BTRY
OG0007117	LOC108027892|XP_016954999.1|DBIA	LOC120769247|XP_039952083.1|BTRY
OG0007118	LOC108033337|XP_016963112.1|DBIA	LOC120767681|XP_039949799.1|BTRY
OG0007119	LOC108023798|XP_016948926.1|DBIA	LOC120774715|XP_039960392.1|BTRY
OG0007120	LOC108023512|XP_016948545.1|DBIA	LOC120776092|XP_039962507.1|BTRY
OG0007121	LOC108025994|XP_016952176.1|DBIA	LOC120774892|XP_039960694.1|BTRY
OG0007122	LOC108024209|XP_016949551.1|DBIA	LOC120774321|XP_039959796.1|BTRY
OG0007123	LOC108024089|XP_016949353.1|DBIA	LOC120773852|XP_039958924.1|BTRY
OG0007124	LOC108035938|XP_016967221.1|DBIA	LOC120776842|XP_039963802.1|BTRY
OG0007125	LOC108034497|XP_016964892.1|DBIA	LOC120779031|XP_039967086.1|BTRY
OG0007126	LOC108030673|XP_016959190.1|DBIA	LOC120776460|XP_039963061.1|BTRY
OG0007127	LOC108028735|XP_016956190.1|DBIA	LOC120777861|XP_039965344.1|BTRY
OG0007128	LOC108028062|XP_016955192.1|DBIA	LOC120777358|XP_039964560.1|BTRY
OG0007129	LOC108034483|XP_016964877.1|DBIA	LOC120777761|XP_039965198.1|BTRY
OG0007130	LOC108028058|XP_016955186.1|DBIA	LOC120777224|XP_039964339.1|BTRY
OG0007131	LOC108030849|XP_016959476.1|DBIA	LOC120778210|XP_039965901.1|BTRY
OG0007132	LOC108030903|XP_016959570.1|DBIA	LOC120778128|XP_039965766.1|BTRY
OG0007133	LOC108035133|XP_016966064.1|DBIA	LOC120777070|XP_039964131.1|BTRY
OG0007134	LOC108030662|XP_016959173.1|DBIA	LOC120776662|XP_039963466.1|BTRY
OG0007135	LOC108034656|XP_016965083.1|DBIA	LOC120777739|XP_039965164.1|BTRY
OG0007136	LOC108028013|XP_016955131.1|DBIA	LOC120776611|XP_039963334.1|BTRY
OG0007137	LOC108024147|XP_016949423.1|DBIA	LOC120773910|XP_039959029.1|BTRY
OG0007138	LOC108021952|XP_016946268.1|DBIA	LOC120773739|XP_039958732.1|BTRY
OG0007139	LOC108024167|XP_016949471.1|DBIA	LOC120775539|XP_039961695.1|BTRY
OG0007140	LOC108023609|XP_016948705.1|DBIA	LOC120775377|XP_039961472.1|BTRY
OG0007141	LOC108023688|XP_016948799.1|DBIA	LOC120776024|XP_039962404.1|BTRY
OG0007142	LOC108030854|XP_016959485.1|DBIA	LOC120776762|XP_039963659.1|BTRY
OG0007143	LOC108025337|XP_016951258.1|DBIA	LOC120766937|XP_039948620.1|BTRY
OG0007144	LOC108031949|XP_016961223.1|DBIA	LOC120779398|XP_039967533.1|BTRY
OG0007145	LOC108025973|XP_016952155.1|DBIA	LOC120782574|XP_039970852.1|BTRY
OG0007146	LOC108025549|XP_016951570.1|DBIA	LOC120782602|XP_039970903.1|BTRY
OG0007147	LOC108032085|XP_016961398.1|DBIA	LOC120775294|XP_039961344.1|BTRY
OG0007148	LOC108022014|XP_016946343.1|DBIA	LOC120774364|XP_039959884.1|BTRY
OG0007149	LOC108036479|XP_016968148.1|DBIA	LOC120772447|XP_039957001.1|BTRY
OG0007150	LOC108030902|XP_016959569.1|DBIA	LOC120778564|XP_039966361.1|BTRY
OG0007151	LOC108034596|XP_016965018.1|DBIA	LOC120777058|XP_039964105.1|BTRY
OG0007152	LOC108024011|XP_016949258.1|DBIA	LOC120775579|XP_039961750.1|BTRY
OG0007153	LOC108023925|XP_016949099.1|DBIA	LOC120774157|XP_039959501.1|BTRY
OG0007154	LOC108036568|XP_016968304.1|DBIA	LOC120771658|XP_039955706.1|BTRY
OG0007155	LOC108026972|XP_016953677.1|DBIA	LOC120772392|XP_039956916.1|BTRY
OG0007156	LOC108031809|XP_016961021.1|DBIA	LOC120775235|XP_039961252.1|BTRY
OG0007157	LOC108027320|XP_016954213.1|DBIA	LOC120773185|XP_039958074.1|BTRY
OG0007158	LOC108035052|XP_016965920.1|DBIA	LOC120776834|XP_039963789.1|BTRY
OG0007159	LOC108023401|XP_016948340.1|DBIA	LOC120774244|XP_039959643.1|BTRY
OG0007160	LOC108024754|XP_016950352.1|DBIA	LOC120775053|XP_039960971.1|BTRY
OG0007161	LOC108023463|XP_016948467.1|DBIA	LOC120775807|XP_039962089.1|BTRY
OG0007162	LOC108025691|XP_016951714.1|DBIA	LOC120773979|XP_039959166.1|BTRY
OG0007163	LOC108023852|XP_016948988.1|DBIA	LOC120779843|XP_039968141.1|BTRY
OG0007164	LOC108023866|XP_016949019.1|DBIA	LOC120766534|XP_039948039.1|BTRY
OG0007165	LOC108035996|XP_016967364.1|DBIA	LOC120775889|XP_039962204.1|BTRY
OG0007166	LOC108035430|XP_016966550.1|DBIA	LOC120774831|XP_039960576.1|BTRY
OG0007167	LOC108033140|XP_016962852.1|DBIA	LOC120775594|XP_039961764.1|BTRY
OG0007168	LOC108024036|XP_016949299.1|DBIA	LOC120774156|XP_039959500.1|BTRY
OG0007169	LOC108023448|XP_016948429.1|DBIA	LOC120774420|XP_039959982.1|BTRY
OG0007170	LOC108024943|XP_016950648.1|DBIA	LOC120773506|XP_039958392.1|BTRY
OG0007171	LOC108036192|XP_016967675.1|DBIA	LOC120775056|XP_039960970.1|BTRY
OG0007172	LOC108023522|XP_016948563.1|DBIA	LOC120773609|XP_039958543.1|BTRY
OG0007173	LOC108023486|XP_016948500.1|DBIA	LOC120773608|XP_039958542.1|BTRY
OG0007174	LOC108032133|XP_016961456.1|DBIA	LOC120766460|XP_039947923.1|BTRY
OG0007175	LOC108035963|XP_016967265.1|DBIA	LOC120778605|XP_039966411.1|BTRY
OG0007176	LOC108026454|XP_016952883.1|DBIA	LOC120773201|XP_039958076.1|BTRY
OG0007177	LOC108023817|XP_016948952.1|DBIA	LOC120766173|XP_039947460.1|BTRY
OG0007178	LOC108031703|XP_016960853.1|DBIA	LOC120766614|XP_039948156.1|BTRY
OG0007179	LOC108027316|XP_016954205.1|DBIA	LOC120766175|XP_039947462.1|BTRY
OG0007180	LOC108023821|XP_016948957.1|DBIA	LOC120766958|XP_039948682.1|BTRY
OG0007181	LOC108023556|XP_016948629.1|DBIA	LOC120774890|XP_039960688.1|BTRY
OG0007182	LOC108032182|XP_016961526.1|DBIA	LOC120782283|XP_039970419.1|BTRY
OG0007183	LOC108031476|XP_016960426.1|DBIA	LOC120782428|XP_039970614.1|BTRY
OG0007184	LOC108030961|XP_016959649.1|DBIA	LOC120782693|XP_039971026.1|BTRY
OG0007185	LOC108027928|XP_016955043.1|DBIA	LOC120767926|XP_039950221.1|BTRY
OG0007186	LOC108024624|XP_016950155.1|DBIA	LOC120769965|XP_039952975.1|BTRY
OG0007187	LOC108025258|XP_016951104.1|DBIA	LOC120775465|XP_039961593.1|BTRY
OG0007188	LOC108031832|XP_016961064.1|DBIA	LOC120769391|XP_039952296.1|BTRY
OG0007189	LOC108024748|XP_016950344.1|DBIA	LOC120766529|XP_039948036.1|BTRY
OG0007190	LOC108025075|XP_016950822.1|DBIA	LOC120766227|XP_039947537.1|BTRY
OG0007191	LOC108028634|XP_016956046.1|DBIA	LOC120776458|XP_039963057.1|BTRY
OG0007192	LOC108024000|XP_016949229.1|DBIA	LOC120773934|XP_039959070.1|BTRY
OG0007193	LOC108023999|XP_016949228.1|DBIA	LOC120773933|XP_039959068.1|BTRY
OG0007194	LOC108032531|XP_016961884.1|DBIA	LOC120773954|XP_039959116.1|BTRY
OG0007195	LOC108032872|XP_016962361.1|DBIA	LOC120766457|XP_039947915.1|BTRY
OG0007196	LOC108024591|XP_016950087.1|DBIA	LOC120774760|XP_039960457.1|BTRY
OG0007197	LOC108035222|XP_016966239.1|DBIA	LOC120777790|XP_039965251.1|BTRY
OG0007198	LOC108031155|XP_016959859.1|DBIA	LOC120766398|XP_039947779.1|BTRY
OG0007199	LOC108024251|XP_016949626.1|DBIA	LOC120782598|XP_039970887.1|BTRY
OG0007200	LOC108025243|XP_016951079.1|DBIA	LOC120768610|XP_039951315.1|BTRY
OG0007201	LOC108035680|XP_016966879.1|DBIA	LOC120777634|XP_039965020.1|BTRY
OG0007202	LOC108034867|XP_016965536.1|DBIA	LOC120776409|XP_039962967.1|BTRY
OG0007203	LOC108034863|XP_016965527.1|DBIA	LOC120777079|XP_039964142.1|BTRY
OG0007204	LOC108025788|XP_016951906.1|DBIA	LOC120775119|XP_039961071.1|BTRY
OG0007205	LOC108035639|XP_016966833.1|DBIA	LOC120778315|XP_039966043.1|BTRY
OG0007206	LOC108026220|XP_016952532.1|DBIA	LOC120768256|XP_039950787.1|BTRY
OG0007207	LOC108026255|XP_016952598.1|DBIA	LOC120779108|XP_039967226.1|BTRY
OG0007208	LOC108024604|XP_016950108.1|DBIA	LOC120779098|XP_039967203.1|BTRY
OG0007209	LOC108024606|XP_016950110.1|DBIA	LOC120779115|XP_039967240.1|BTRY
OG0007210	LOC108031985|XP_016961268.1|DBIA	LOC120779383|XP_039967517.1|BTRY
OG0007211	LOC108026334|XP_016952726.1|DBIA	LOC120782757|XP_039971145.1|BTRY
OG0007212	LOC108025463|XP_016951454.1|DBIA	LOC120766827|XP_039948473.1|BTRY
OG0007213	LOC108036542|XP_016968254.1|DBIA	LOC120772791|XP_039957508.1|BTRY
OG0007214	LOC108028491|XP_016955850.1|DBIA	LOC120777204|XP_039964312.1|BTRY
OG0007215	LOC108024353|XP_016949744.1|DBIA	LOC120779567|XP_039967845.1|BTRY
OG0007216	LOC108025070|XP_016950817.1|DBIA	LOC120782884|XP_039971367.1|BTRY
OG0007217	LOC108026782|XP_016953429.1|DBIA	LOC120771083|XP_039954841.1|BTRY
OG0007218	LOC108023882|XP_016949055.1|DBIA	LOC120782436|XP_039970657.1|BTRY
OG0007219	LOC108031710|XP_016960864.1|DBIA	LOC120775486|XP_039961627.1|BTRY
OG0007220	LOC108032201|XP_016961548.1|DBIA	LOC120766527|XP_039948031.1|BTRY
OG0007221	LOC108025023|XP_016950767.1|DBIA	LOC120780234|XP_039968422.1|BTRY
OG0007222	LOC108026162|XP_016952384.1|DBIA	LOC120782795|XP_039971203.1|BTRY
OG0007223	LOC108023870|XP_016949038.1|DBIA	LOC120774939|XP_039960755.1|BTRY
OG0007224	LOC108032086|XP_016961399.1|DBIA	LOC120782847|XP_039971308.1|BTRY
OG0007225	LOC108031992|XP_016961275.1|DBIA	LOC120782173|XP_039970243.1|BTRY
OG0007226	LOC108031500|XP_016960490.1|DBIA	LOC120780061|XP_039968266.1|BTRY
OG0007227	LOC108028821|XP_016956297.1|DBIA	LOC120778209|XP_039965899.1|BTRY
OG0007228	LOC108035626|XP_016966808.1|DBIA	LOC120778580|XP_039966380.1|BTRY
OG0007229	LOC108027257|XP_016954108.1|DBIA	LOC120774807|XP_039960542.1|BTRY
OG0007230	LOC108024858|XP_016950492.1|DBIA	LOC120782713|XP_039971068.1|BTRY
OG0007231	LOC108031861|XP_016961104.1|DBIA	LOC120776410|XP_039962976.1|BTRY
OG0007232	LOC108034833|XP_016965434.1|DBIA	LOC120777201|XP_039964304.1|BTRY
OG0007233	LOC108035445|XP_016966569.1|DBIA	LOC120778049|XP_039965659.1|BTRY
OG0007234	LOC108034568|XP_016964988.1|DBIA	LOC120778673|XP_039966541.1|BTRY
OG0007235	LOC108035417|XP_016966528.1|DBIA	LOC120777998|XP_039965589.1|BTRY
OG0007236	LOC108031221|XP_016959946.1|DBIA	LOC120777951|XP_039965501.1|BTRY
OG0007237	LOC108031502|XP_016960493.1|DBIA	LOC120769030|XP_039951808.1|BTRY
OG0007238	LOC108035891|XP_016967137.1|DBIA	LOC120779566|XP_039967842.1|BTRY
OG0007239	LOC108032939|XP_016962500.1|DBIA	LOC120782012|XP_039970107.1|BTRY
OG0007240	LOC108023729|XP_016948859.1|DBIA	LOC120778095|XP_039965729.1|BTRY, LOC120777161|XP_039964237.1|BTRY
OG0007241	LOC108023350|XP_016948183.1|DBIA	LOC120774466|XP_039960056.1|BTRY
OG0007242	LOC108023347|XP_016948176.1|DBIA	LOC120773480|XP_039958340.1|BTRY
OG0007243	LOC108032962|XP_016962521.1|DBIA	LOC120775652|XP_039961842.1|BTRY
OG0007244	LOC108026068|XP_016952252.1|DBIA	LOC120775909|XP_039962235.1|BTRY
OG0007245	LOC108025342|XP_016951265.1|DBIA	LOC120782640|XP_039970946.1|BTRY
OG0007246	LOC108027184|XP_016953974.1|DBIA	LOC120782564|XP_039970839.1|BTRY
OG0007247	LOC108036608|XP_016968358.1|DBIA	LOC120771613|XP_039955636.1|BTRY
OG0007248	LOC108023276|XP_016948051.1|DBIA	LOC120775809|XP_039962091.1|BTRY
OG0007249	LOC108024567|XP_016950051.1|DBIA	LOC120773424|XP_039958231.1|BTRY
OG0007250	LOC108025794|XP_016951914.1|DBIA	LOC120775317|XP_039961387.1|BTRY
OG0007251	LOC108031601|XP_016960668.1|DBIA	LOC120771610|XP_039955633.1|BTRY
OG0007252	LOC108032122|XP_016961444.1|DBIA	LOC120782849|XP_039971310.1|BTRY
OG0007253	LOC108035314|XP_016966377.1|DBIA	LOC120779143|XP_039967284.1|BTRY
OG0007254	LOC108025246|XP_016951089.1|DBIA	LOC120782066|XP_039970155.1|BTRY
OG0007255	LOC108027530|XP_016954463.1|DBIA	LOC120775391|XP_039961485.1|BTRY
OG0007256	LOC108023818|XP_016948954.1|DBIA	LOC120766174|XP_039947461.1|BTRY
OG0007257	LOC108023824|XP_016948963.1|DBIA	LOC120770085|XP_039953170.1|BTRY
OG0007258	LOC108023842|XP_016948979.1|DBIA	LOC120782369|XP_039970646.1|BTRY
OG0007259	LOC108024173|XP_016949482.1|DBIA	LOC120773456|XP_039958284.1|BTRY
OG0007260	LOC108034548|XP_016964964.1|DBIA	LOC120775536|XP_039961692.1|BTRY
OG0007262	LOC108023280|XP_016948061.1|DBIA	LOC120774080|XP_039959341.1|BTRY
OG0007264	LOC108030876|XP_016959520.1|DBIA	LOC120774161|XP_039959512.1|BTRY
OG0007265	LOC108023484|XP_016948496.1|DBIA	LOC120775882|XP_039962192.1|BTRY
OG0007266	LOC108031566|XP_016960609.1|DBIA	LOC120774317|XP_039959791.1|BTRY
OG0007267	LOC108023915|XP_016949092.1|DBIA	LOC120772473|XP_039957047.1|BTRY
OG0007268	LOC108022682|XP_016947242.1|DBIA	LOC120771305|XP_039955173.1|BTRY
OG0007269	LOC108024258|XP_016949634.1|DBIA	LOC120774685|XP_039960349.1|BTRY
OG0007270	LOC108031434|XP_016960335.1|DBIA	LOC120767050|XP_039948838.1|BTRY
OG0007271	LOC108026358|XP_016952753.1|DBIA	LOC120775599|XP_039961775.1|BTRY
OG0007272	LOC108028460|XP_016955805.1|DBIA	LOC120776868|XP_039963860.1|BTRY
OG0007273	LOC108024822|XP_016950441.1|DBIA	LOC120774820|XP_039960563.1|BTRY
OG0007274	LOC108031063|XP_016959758.1|DBIA	LOC120782228|XP_039970328.1|BTRY
OG0007275	LOC108035573|XP_016966733.1|DBIA	LOC120778157|XP_039965817.1|BTRY
OG0007276	LOC108035493|XP_016966633.1|DBIA	LOC120777919|XP_039965437.1|BTRY
OG0007277	LOC108030891|XP_016959553.1|DBIA	LOC120778081|XP_039965712.1|BTRY
OG0007278	LOC108030464|XP_016958852.1|DBIA	LOC120776699|XP_039963517.1|BTRY
OG0007279	LOC108035194|XP_016966173.1|DBIA	LOC120776988|XP_039964020.1|BTRY
OG0007280	LOC108028492|XP_016955855.1|DBIA	LOC120777444|XP_039964690.1|BTRY
OG0007281	LOC108026270|XP_016952620.1|DBIA	LOC120775187|XP_039961179.1|BTRY
OG0007282	LOC108026269|XP_016952619.1|DBIA	LOC120775149|XP_039961123.1|BTRY
OG0007283	LOC108025083|XP_016950831.1|DBIA	LOC120780241|XP_039968433.1|BTRY
OG0007284	LOC108024613|XP_016950129.1|DBIA	LOC120782794|XP_039971202.1|BTRY
OG0007285	LOC108024231|XP_016949592.1|DBIA	LOC120775343|XP_039961422.1|BTRY
OG0007286	LOC108024184|XP_016949509.1|DBIA	LOC120773678|XP_039958638.1|BTRY
OG0007287	LOC108029234|XP_016956917.1|DBIA	LOC120768090|XP_039950562.1|BTRY
OG0007288	LOC108023528|XP_016948579.1|DBIA	LOC120774200|XP_039959575.1|BTRY
OG0007289	LOC108033079|XP_016962737.1|DBIA	LOC120774333|XP_039959821.1|BTRY
OG0007290	LOC108025415|XP_016951389.1|DBIA	LOC120775163|XP_039961147.1|BTRY
OG0007291	LOC108032486|XP_016961798.1|DBIA	LOC120780322|XP_039968547.1|BTRY
OG0007292	LOC108032982|XP_016962548.1|DBIA	LOC120775445|XP_039961565.1|BTRY
OG0007293	LOC108025393|XP_016951358.1|DBIA	LOC120782696|XP_039971029.1|BTRY
OG0007294	LOC108031831|XP_016961061.1|DBIA	LOC120766315|XP_039947668.1|BTRY
OG0007295	LOC108026072|XP_016952259.1|DBIA	LOC120772449|XP_039957007.1|BTRY
OG0007296	LOC108026281|XP_016952635.1|DBIA	LOC120766191|XP_039947482.1|BTRY
OG0007297	LOC108031343|XP_016960096.1|DBIA	LOC120782465|XP_039970690.1|BTRY
OG0007298	LOC108023823|XP_016948961.1|DBIA	LOC120766552|XP_039948070.1|BTRY
OG0007299	LOC108032065|XP_016961372.1|DBIA	LOC120766967|XP_039948691.1|BTRY
OG0007300	LOC108024670|XP_016950231.1|DBIA	LOC120782435|XP_039970654.1|BTRY
OG0007301	LOC108027207|XP_016954008.1|DBIA	LOC120776630|XP_039963385.1|BTRY
OG0007302	LOC108032909|XP_016962462.1|DBIA	LOC120773350|XP_039958108.1|BTRY
OG0007303	LOC108032203|XP_016961554.1|DBIA	LOC120773761|XP_039958769.1|BTRY
OG0007304	LOC108032789|XP_016962283.1|DBIA	LOC120767853|XP_039950091.1|BTRY
OG0007305	LOC108028734|XP_016956189.1|DBIA	LOC120777911|XP_039965427.1|BTRY
OG0007306	LOC108028733|XP_016956188.1|DBIA	LOC120777910|XP_039965425.1|BTRY
OG0007307	LOC108024676|XP_016950235.1|DBIA	LOC120780237|XP_039968426.1|BTRY
OG0007308	LOC108024493|XP_016949916.1|DBIA	LOC120774586|XP_039960252.1|BTRY
OG0007309	LOC108025438|XP_016951418.1|DBIA	LOC120766789|XP_039948420.1|BTRY
OG0007310	LOC108026383|XP_016952792.1|DBIA	LOC120779209|XP_039967424.1|BTRY
OG0007311	LOC108026246|XP_016952575.1|DBIA	LOC120770688|XP_039954206.1|BTRY
OG0007312	LOC108036616|XP_016968368.1|DBIA	LOC120773770|XP_039958783.1|BTRY
OG0007313	LOC108024021|XP_016949271.1|DBIA	LOC120774222|XP_039959614.1|BTRY
OG0007314	LOC108023466|XP_016948471.1|DBIA	LOC120775145|XP_039961107.1|BTRY, LOC120775146|XP_039961110.1|BTRY
OG0007315	LOC108025695|XP_016951722.1|DBIA	LOC120773712|XP_039958687.1|BTRY
OG0007316	LOC108031539|XP_016960565.1|DBIA	LOC120782279|XP_039970414.1|BTRY
OG0007317	LOC108027170|XP_016953940.1|DBIA	LOC120772542|XP_039957159.1|BTRY
OG0007318	LOC108027167|XP_016953934.1|DBIA	LOC120772532|XP_039957138.1|BTRY
OG0007319	LOC108035523|XP_016966680.1|DBIA	LOC120778501|XP_039966263.1|BTRY
OG0007320	LOC108025397|XP_016951361.1|DBIA	LOC120774835|XP_039960585.1|BTRY
OG0007321	LOC108023690|XP_016948802.1|DBIA	LOC120775861|XP_039962165.1|BTRY
OG0007322	LOC108024236|XP_016949598.1|DBIA	LOC120774154|XP_039959496.1|BTRY
OG0007323	LOC108023765|XP_016948894.1|DBIA	LOC120775420|XP_039961536.1|BTRY
OG0007324	LOC108027249|XP_016954092.1|DBIA	LOC120771705|XP_039955778.1|BTRY
OG0007325	LOC108032243|XP_016961596.1|DBIA	LOC120767039|XP_039948820.1|BTRY
OG0007326	LOC108027248|XP_016954089.1|DBIA	LOC120773680|XP_039958647.1|BTRY
OG0007327	LOC108035685|XP_016966889.1|DBIA	LOC120776926|XP_039963931.1|BTRY
OG0007328	LOC108026407|XP_016952822.1|DBIA	LOC120777838|XP_039965310.1|BTRY
OG0007329	LOC108026378|XP_016952788.1|DBIA	LOC120782356|XP_039970529.1|BTRY
OG0007330	LOC108023629|XP_016948732.1|DBIA	LOC120774980|XP_039960815.1|BTRY
OG0007331	LOC108023433|XP_016948409.1|DBIA	LOC120773626|XP_039958565.1|BTRY
OG0007332	LOC108035786|XP_016967005.1|DBIA	LOC120774100|XP_039959388.1|BTRY
OG0007333	LOC108024083|XP_016949350.1|DBIA	LOC120766637|XP_039948189.1|BTRY
OG0007334	LOC108029302|XP_016956994.1|DBIA	LOC120775851|XP_039962155.1|BTRY
OG0007335	LOC108030266|XP_016958582.1|DBIA	LOC120776749|XP_039963637.1|BTRY
OG0007336	LOC108028526|XP_016955941.1|DBIA	LOC120766500|XP_039947986.1|BTRY
OG0007337	LOC108035580|XP_016966739.1|DBIA	LOC120778029|XP_039965636.1|BTRY
OG0007338	LOC108035690|XP_016966897.1|DBIA	LOC120778967|XP_039966977.1|BTRY
OG0007339	LOC108031744|XP_016960930.1|DBIA	LOC120766813|XP_039948457.1|BTRY
OG0007340	LOC108024313|XP_016949705.1|DBIA	LOC120782591|XP_039970876.1|BTRY
OG0007341	LOC108023812|XP_016948946.1|DBIA	LOC120766957|XP_039948680.1|BTRY
OG0007342	LOC108024828|XP_016950448.1|DBIA	LOC120766480|XP_039947955.1|BTRY
OG0007343	LOC108026103|XP_016952292.1|DBIA	LOC120770681|XP_039954203.1|BTRY
OG0007344	LOC108027640|XP_016954646.1|DBIA	LOC120767629|XP_039949723.1|BTRY, LOC120769589|XP_039952582.1|BTRY
OG0007345	LOC108026101|XP_016952290.1|DBIA	LOC120767067|XP_039948859.1|BTRY
OG0007346	LOC108035652|XP_016966847.1|DBIA	LOC120776574|XP_039963272.1|BTRY
OG0007347	LOC108025906|XP_016952083.1|DBIA	LOC120775016|XP_039960901.1|BTRY
OG0007348	LOC108025855|XP_016952015.1|DBIA	LOC120775363|XP_039961459.1|BTRY, LOC120779403|XP_039967535.1|BTRY
OG0007349	LOC108025806|XP_016951943.1|DBIA	LOC120774645|XP_039960303.1|BTRY
OG0007350	LOC108024096|XP_016949359.1|DBIA	LOC120776191|XP_039962750.1|BTRY
OG0007351	LOC108035198|XP_016966181.1|DBIA	LOC120777369|XP_039964573.1|BTRY
OG0007352	LOC108029388|XP_016957104.1|DBIA	LOC120772794|XP_039957511.1|BTRY
OG0007353	LOC108032893|XP_016962418.1|DBIA	LOC120782817|XP_039971297.1|BTRY
OG0007354	LOC108023209|XP_016947963.1|DBIA	LOC120772158|XP_039956528.1|BTRY
OG0007355	LOC108027210|XP_016954013.1|DBIA	LOC120773768|XP_039958782.1|BTRY
OG0007356	LOC108036623|XP_016968383.1|DBIA	LOC120771571|XP_039955570.1|BTRY
OG0007357	LOC108027192|XP_016953983.1|DBIA	LOC120772068|XP_039956392.1|BTRY
OG0007358	LOC108026308|XP_016952681.1|DBIA	LOC120767221|XP_039948979.1|BTRY
OG0007359	LOC108024562|XP_016950040.1|DBIA	LOC120766203|XP_039947501.1|BTRY
OG0007360	LOC108031681|XP_016960813.1|DBIA	LOC120766287|XP_039947623.1|BTRY
OG0007361	LOC108023414|XP_016948363.1|DBIA	LOC120774185|XP_039959540.1|BTRY
OG0007362	LOC108033907|XP_016964062.1|DBIA	LOC120768063|XP_039950518.1|BTRY
OG0007363	LOC108021900|XP_016946207.1|DBIA	LOC120775879|XP_039962190.1|BTRY
OG0007364	LOC108021892|XP_016946184.1|DBIA	LOC120776153|XP_039962633.1|BTRY
OG0007365	LOC108021977|XP_016946307.1|DBIA	LOC120775113|XP_039961064.1|BTRY
OG0007366	LOC108032186|XP_016961531.1|DBIA	LOC120779375|XP_039967507.1|BTRY
OG0007367	LOC108035160|XP_016966105.1|DBIA	LOC120778998|XP_039967035.1|BTRY
OG0007368	LOC108027388|XP_016954313.1|DBIA	LOC120782599|XP_039970888.1|BTRY
OG0007369	LOC108025276|XP_016951130.1|DBIA	LOC120766810|XP_039948456.1|BTRY
OG0007370	LOC108029685|XP_016957628.1|DBIA	LOC120772347|XP_039956843.1|BTRY
OG0007371	LOC108026320|XP_016952698.1|DBIA	LOC120773488|XP_039958366.1|BTRY
OG0007372	LOC108031753|XP_016960948.1|DBIA	LOC120767032|XP_039948812.1|BTRY
OG0007373	LOC108026495|XP_016952934.1|DBIA	LOC120774472|XP_039960062.1|BTRY
OG0007374	LOC108023230|XP_016947994.1|DBIA	LOC120775887|XP_039962201.1|BTRY
OG0007375	LOC108023391|XP_016948301.1|DBIA	LOC120774072|XP_039959318.1|BTRY
OG0007376	LOC108025897|XP_016952071.1|DBIA	LOC120774346|XP_039959860.1|BTRY
OG0007377	LOC108033030|XP_016962645.1|DBIA	LOC120776109|XP_039962535.1|BTRY
OG0007378	LOC108023996|XP_016949221.1|DBIA	LOC120774777|XP_039960484.1|BTRY
OG0007379	LOC108033119|XP_016962817.1|DBIA	LOC120774029|XP_039959261.1|BTRY
OG0007380	LOC108023197|XP_016947944.1|DBIA	LOC120773627|XP_039958567.1|BTRY
OG0007381	LOC108033139|XP_016962851.1|DBIA	LOC120774949|XP_039960763.1|BTRY
OG0007382	LOC108023447|XP_016948428.1|DBIA	LOC120773505|XP_039958391.1|BTRY
OG0007383	LOC108023327|XP_016948119.1|DBIA	LOC120776117|XP_039962555.1|BTRY
OG0007384	LOC108023645|XP_016948751.1|DBIA	LOC120775921|XP_039962257.1|BTRY
OG0007385	LOC108023358|XP_016948227.1|DBIA	LOC120775002|XP_039960861.1|BTRY
OG0007386	LOC108024255|XP_016949631.1|DBIA	LOC120775316|XP_039961386.1|BTRY
OG0007387	LOC108025624|XP_016951648.1|DBIA	LOC120774965|XP_039960788.1|BTRY
OG0007388	LOC108025701|XP_016951726.1|DBIA	LOC120774405|XP_039959961.1|BTRY
OG0007389	LOC108033785|XP_016963879.1|DBIA	LOC120768350|XP_039950937.1|BTRY
OG0007390	LOC108023545|XP_016948611.1|DBIA	LOC120774986|XP_039960828.1|BTRY
OG0007391	LOC108026312|XP_016952688.1|DBIA	LOC120766801|XP_039948439.1|BTRY
OG0007392	LOC108023464|XP_016948468.1|DBIA	LOC120775041|XP_039960950.1|BTRY
OG0007393	LOC108026265|XP_016952614.1|DBIA	LOC120780248|XP_039968444.1|BTRY
OG0007394	LOC108023278|XP_016948053.1|DBIA	LOC120774077|XP_039959329.1|BTRY
OG0007395	LOC108027540|XP_016954474.1|DBIA	LOC120773932|XP_039959065.1|BTRY
OG0007396	LOC108023810|XP_016948943.1|DBIA	LOC120766955|XP_039948678.1|BTRY
OG0007397	LOC108034982|XP_016965802.1|DBIA	LOC120768504|XP_039951162.1|BTRY
OG0007398	LOC108022989|XP_016947706.1|DBIA	LOC120772121|XP_039956466.1|BTRY
OG0007399	LOC108023648|XP_016948754.1|DBIA	LOC120773840|XP_039958903.1|BTRY
OG0007400	LOC108023248|XP_016948017.1|DBIA	LOC120773790|XP_039958819.1|BTRY
OG0007401	LOC108027560|XP_016954525.1|DBIA	LOC120775174|XP_039961160.1|BTRY
OG0007402	LOC108031761|XP_016960958.1|DBIA	LOC120781020|XP_039969146.1|BTRY
OG0007403	LOC108031520|XP_016960527.1|DBIA	LOC120766243|XP_039947597.1|BTRY
OG0007404	LOC108031497|XP_016960481.1|DBIA	LOC120780863|XP_039969033.1|BTRY
OG0007405	LOC108026254|XP_016952597.1|DBIA	LOC120778396|XP_039966118.1|BTRY
