Orthogroup	DBIA.longest_only	DPSE.longest_only
OG0009944	LOC108024106|XP_016949373.1|DBIA	LOC4815404|XP_001355461.2|DPSE
OG0009945	LOC108025900|XP_016952072.1|DBIA	LOC4815451|XP_001355401.3|DPSE
OG0009946	LOC108025307|XP_016951194.1|DBIA	LOC13036446|XP_003736829.1|DPSE
OG0009947	LOC108028101|XP_016955237.1|DBIA	LOC4811971|XP_001352700.3|DPSE
OG0009948	LOC108024135|XP_016949406.1|DBIA	LOC4815512|XP_001355478.1|DPSE
OG0009949	LOC108032900|XP_016962431.1|DBIA	LOC4802499|XP_015037869.2|DPSE
OG0009950	LOC108025138|XP_016950900.1|DBIA	LOC4802846|XP_001359682.3|DPSE
OG0009951	LOC108031701|XP_016960851.1|DBIA	LOC6897916|XP_002138018.2|DPSE
OG0009953	LOC108026012|XP_016952192.1|DBIA	LOC6897701|XP_002137827.2|DPSE
OG0009954	LOC108031444|XP_016960366.1|DBIA	LOC4802575|XP_001359470.4|DPSE
OG0009955	LOC108030245|XP_016958540.1|DBIA	LOC4804075|XP_015039589.2|DPSE
OG0009956	LOC108024215|XP_016949569.1|DBIA	LOC4814515|XP_001354543.2|DPSE
OG0009957	LOC108025291|XP_016951167.1|DBIA	LOC4800259|XP_001357634.1|DPSE
OG0009958	LOC108025462|XP_016951452.1|DBIA	LOC4801139|XP_001358278.3|DPSE
OG0009960	LOC108024940|XP_016950630.1|DBIA	LOC4802759|XP_001359620.2|DPSE
OG0009961	LOC108024928|XP_016950615.1|DBIA	LOC4802767|XP_001359627.3|DPSE
OG0009962	LOC108031237|XP_016959962.1|DBIA	LOC4801270|XP_001358390.4|DPSE
OG0009963	LOC108031769|XP_016960965.1|DBIA	LOC26532274|XP_015037356.1|DPSE
OG0009964	LOC108024860|XP_016950490.1|DBIA	LOC4800573|XP_001357824.1|DPSE
OG0009965	LOC108025008|XP_016950753.1|DBIA	LOC4800382|XP_001357667.4|DPSE
OG0009966	LOC108033345|XP_016963141.1|DBIA	LOC4817470|XP_015035983.2|DPSE
OG0009967	LOC108034305|XP_016964664.1|DBIA	LOC4817384|XP_001356883.4|DPSE
OG0009968	LOC108029059|XP_016956616.1|DBIA	LOC26533475|XP_015035823.1|DPSE, LOC6902820|XP_033235631.1|DPSE
OG0009969	LOC108033697|XP_016963690.1|DBIA	LOC26534211|XP_015035953.1|DPSE
OG0009970	LOC108034356|XP_016964732.1|DBIA	LOC4817408|XP_001356662.2|DPSE
OG0009971	LOC108033620|XP_016963481.1|DBIA	LOC6903276|XP_002132975.2|DPSE
OG0009972	LOC108033428|XP_016963240.1|DBIA	LOC26532478|XP_015044388.2|DPSE
OG0009973	LOC108029508|XP_016957280.1|DBIA	LOC6903317|XP_002132505.3|DPSE
OG0009974	LOC108033602|XP_016963444.1|DBIA	LOC4816629|XP_001356098.3|DPSE
OG0009975	LOC108034160|XP_016964455.1|DBIA	LOC4816739|XP_001356082.2|DPSE
OG0009976	LOC108034005|XP_016964224.1|DBIA	LOC4816252|XP_001355822.2|DPSE
OG0009977	LOC108035335|XP_016966406.1|DBIA	LOC4816780|XP_015035709.2|DPSE
OG0009978	LOC108034633|XP_016965063.1|DBIA	LOC4817405|XP_001356310.1|DPSE
OG0009979	LOC108032817|XP_016962320.1|DBIA	LOC4816413|XP_001356130.3|DPSE
OG0009980	LOC108022926|XP_016947627.1|DBIA	LOC6900352|XP_002134748.3|DPSE
OG0009981	LOC108023021|XP_016947745.1|DBIA	LOC6898368|XP_002138421.3|DPSE
OG0009983	LOC108026639|XP_016953151.1|DBIA	LOC6898817|XP_002138791.1|DPSE
OG0009984	LOC108022952|XP_016947656.1|DBIA	LOC4805468|XP_001361863.3|DPSE
OG0009985	LOC108022911|XP_016947608.1|DBIA	LOC26532494|XP_015039718.1|DPSE
OG0009986	LOC108030466|XP_016958850.1|DBIA	LOC6903853|XP_033234493.1|DPSE
OG0009987	LOC108026546|XP_016952985.1|DBIA	LOC6898261|XP_002138327.1|DPSE
OG0009988	LOC108026945|XP_016953647.1|DBIA	LOC4803834|XP_001360488.1|DPSE
OG0009989	LOC108022775|XP_016947378.1|DBIA	LOC4803704|XP_001360379.2|DPSE
OG0009990	LOC108029438|XP_016957174.1|DBIA	LOC4804627|XP_001361159.2|DPSE
OG0009991	LOC108022519|XP_016946979.1|DBIA	LOC4803962|XP_001360600.4|DPSE
OG0009992	LOC108026075|XP_016952266.1|DBIA	LOC4815626|XP_001355308.2|DPSE
OG0009993	LOC108025836|XP_016951983.1|DBIA	LOC6901678|XP_015041982.2|DPSE
OG0009994	LOC108021947|XP_016946263.1|DBIA	LOC26533778|XP_015041662.2|DPSE
OG0009995	LOC108024288|XP_016949676.1|DBIA	LOC6901990|XP_002133524.3|DPSE
OG0009996	LOC108033117|XP_016962812.1|DBIA	LOC4814377|XP_033239315.1|DPSE
OG0009997	LOC108023243|XP_016948010.1|DBIA	LOC4815223|XP_001355125.3|DPSE
OG0009998	LOC108029158|XP_016956827.1|DBIA	LOC4815281|XP_001354756.3|DPSE
OG0009999	LOC108022020|XP_016946353.1|DBIA	LOC4814839|XP_033240320.1|DPSE
OG0010000	LOC108023364|XP_016948252.1|DBIA	LOC6901602|XP_002134273.2|DPSE
OG0010001	LOC108024416|XP_016949821.1|DBIA	LOC6901709|XP_002134377.2|DPSE
OG0010002	LOC108028963|XP_016956494.1|DBIA	LOC26533223|XP_015043628.1|DPSE
OG0010003	LOC108033731|XP_016963772.1|DBIA	LOC4811741|XP_001352313.3|DPSE
OG0010004	LOC108023714|XP_016948833.1|DBIA	LOC4815434|XP_001355260.2|DPSE
OG0010005	LOC108023668|XP_016948779.1|DBIA	LOC6901246|XP_002133947.1|DPSE
OG0010006	LOC108033051|XP_016962666.1|DBIA	LOC4814654|XP_001354609.3|DPSE
OG0010007	LOC108036117|XP_016967593.1|DBIA	LOC6901463|XP_033237653.1|DPSE
OG0010008	LOC108035797|XP_016967028.1|DBIA	LOC4814305|XP_001354356.3|DPSE
OG0010009	LOC108032372|XP_016961683.1|DBIA	LOC4816200|XP_001355847.4|DPSE
OG0010010	LOC108027593|XP_016954600.1|DBIA	LOC4814787|XP_001355042.1|DPSE
OG0010011	LOC108021938|XP_016946254.1|DBIA	LOC4815433|XP_033239079.1|DPSE
OG0010012	LOC108023910|XP_016949084.1|DBIA	LOC117184707|XP_033239269.1|DPSE
OG0010013	LOC108025664|XP_016951692.1|DBIA	LOC4814529|XP_001354557.2|DPSE
OG0010014	LOC108027623|XP_016954634.1|DBIA	LOC4811662|XP_001352252.2|DPSE
OG0010015	LOC108025618|XP_016951641.1|DBIA	LOC6901193|XP_033239956.1|DPSE
OG0010016	LOC108025568|XP_016951586.1|DBIA	LOC4814519|XP_001355077.2|DPSE
OG0010017	LOC108025656|XP_016951683.1|DBIA	LOC4815286|XP_001354558.4|DPSE
OG0010018	LOC108023579|XP_016948662.1|DBIA	LOC4815751|XP_001355230.2|DPSE
OG0010019	LOC108025851|XP_016952005.1|DBIA	LOC6901427|XP_002134113.3|DPSE
OG0010020	LOC108023677|XP_016948788.1|DBIA	LOC4815142|XP_015041893.2|DPSE
OG0010021	LOC108023985|XP_016949204.1|DBIA	LOC4815774|XP_001355600.2|DPSE
OG0010022	LOC108027628|XP_016954639.1|DBIA	LOC6902321|XP_002133848.2|DPSE
OG0010023	LOC108023255|XP_016948026.1|DBIA	LOC6901403|XP_002134089.3|DPSE
OG0010024	LOC108023306|XP_016948098.1|DBIA	LOC4815372|XP_001354784.2|DPSE
OG0010025	LOC108023374|XP_016948265.1|DBIA	LOC4816037|XP_001355422.3|DPSE
OG0010026	LOC108023940|XP_016949117.1|DBIA	LOC4814201|XP_001354324.1|DPSE
OG0010027	LOC108024156|XP_016949457.1|DBIA	LOC6901007|XP_002134634.2|DPSE
OG0010028	LOC108023478|XP_016948489.1|DBIA	LOC4814588|XP_001354873.3|DPSE
OG0010029	LOC108024366|XP_016949759.1|DBIA	LOC6901574|XP_002134247.1|DPSE
OG0010030	LOC108033047|XP_016962662.1|DBIA	LOC4814749|XP_001354729.4|DPSE
OG0010031	LOC108033040|XP_016962656.1|DBIA	LOC4814970|XP_001354728.4|DPSE
OG0010032	LOC108032437|XP_016961749.1|DBIA	LOC4816293|XP_001356013.3|DPSE
OG0010033	LOC108025666|XP_016951693.1|DBIA	LOC4814820|XP_001354660.3|DPSE
OG0010034	LOC108025646|XP_016951671.1|DBIA	LOC4815060|XP_033239502.1|DPSE
OG0010035	LOC108025652|XP_016951680.1|DBIA	LOC6901279|XP_033239202.1|DPSE
OG0010036	LOC108025952|XP_016952139.1|DBIA	LOC6901278|XP_002133979.3|DPSE
OG0010037	LOC108025657|XP_016951684.1|DBIA	LOC4814967|XP_001354655.2|DPSE
OG0010038	LOC108032124|XP_016961449.1|DBIA	LOC4816049|XP_033238938.1|DPSE
OG0010039	LOC108022423|XP_016946799.1|DBIA	LOC4803678|XP_001360356.3|DPSE
OG0010040	LOC108034035|XP_016964269.1|DBIA	LOC4818168|XP_001357409.3|DPSE
OG0010041	LOC108034679|XP_016965220.1|DBIA	LOC6901945|XP_002133479.3|DPSE
OG0010042	LOC108027615|XP_016954624.1|DBIA	LOC4814306|XP_001354403.1|DPSE
OG0010043	LOC108027503|XP_016954436.1|DBIA	LOC4814387|XP_001354404.2|DPSE
OG0010044	LOC108023728|XP_016948855.1|DBIA	LOC6901843|XP_002133381.3|DPSE
OG0010045	LOC108025771|XP_016951857.1|DBIA	LOC4816057|XP_001355621.3|DPSE
OG0010046	LOC108025649|XP_016951677.1|DBIA	LOC4815713|XP_001355622.3|DPSE
OG0010047	LOC108023961|XP_016949164.1|DBIA	LOC4814618|XP_001354603.1|DPSE
OG0010048	LOC108026516|XP_016952961.1|DBIA	LOC6901928|XP_015041006.1|DPSE
OG0010049	LOC108033224|XP_016962977.1|DBIA	LOC4815041|XP_001354904.1|DPSE
OG0010050	LOC108033153|XP_016962868.1|DBIA	LOC4815020|XP_001354905.3|DPSE
OG0010051	LOC108021874|XP_016946155.1|DBIA	LOC6901131|XP_002134606.2|DPSE
OG0010052	LOC108033382|XP_016963194.1|DBIA	LOC6901175|XP_002133876.2|DPSE
OG0010053	LOC108025768|XP_016951853.1|DBIA	LOC4815959|XP_001355618.2|DPSE
OG0010054	LOC108024047|XP_016949312.1|DBIA	LOC4815047|XP_001354762.4|DPSE
OG0010055	LOC108023918|XP_016949091.1|DBIA	LOC4815053|XP_001354769.2|DPSE
OG0010056	LOC108032281|XP_016961627.1|DBIA	LOC4815426|XP_001355648.3|DPSE
OG0010057	LOC108024174|XP_016949487.1|DBIA	LOC6902106|XP_002133637.1|DPSE
OG0010058	LOC108033017|XP_016962632.1|DBIA	LOC4814547|XP_001355086.3|DPSE
OG0010059	LOC108025752|XP_016951835.1|DBIA	LOC4816046|XP_001355397.2|DPSE
OG0010060	LOC108024658|XP_016950208.1|DBIA	LOC4815613|XP_001355374.2|DPSE
OG0010061	LOC108034783|XP_016965231.1|DBIA	LOC4812203|XP_001352642.3|DPSE
OG0010062	LOC108028757|XP_016956218.1|DBIA	LOC6900709|XP_002135072.2|DPSE
OG0010063	LOC108034772|XP_016965207.1|DBIA	LOC4813737|XP_033240209.1|DPSE
OG0010064	LOC108035581|XP_016966741.1|DBIA	LOC4813901|XP_001353794.3|DPSE
OG0010065	LOC108034495|XP_016964889.1|DBIA	LOC26532264|XP_015043111.2|DPSE
OG0010066	LOC108034381|XP_016964754.1|DBIA	LOC4813164|XP_001353733.3|DPSE
OG0010067	LOC108034507|XP_016964916.1|DBIA	LOC4813633|XP_033241119.1|DPSE
OG0010068	LOC108028253|XP_016955426.1|DBIA	LOC4812936|XP_033239984.1|DPSE
OG0010069	LOC108035486|XP_016966626.1|DBIA	LOC4812885|XP_001353559.1|DPSE
OG0010070	LOC108028269|XP_016955455.1|DBIA	LOC26532034|XP_015043780.2|DPSE
OG0010071	LOC108028119|XP_016955256.1|DBIA	LOC117184418|XP_033237550.1|DPSE
OG0010072	LOC108034729|XP_016965157.1|DBIA	LOC4814149|XP_001354272.2|DPSE
OG0010073	LOC108034569|XP_016964989.1|DBIA	LOC6900987|XP_002134683.1|DPSE
OG0010074	LOC108032183|XP_016961530.1|DBIA	LOC4815637|XP_001355408.3|DPSE
OG0010075	LOC108034378|XP_016964751.1|DBIA	LOC26533666|XP_015042864.2|DPSE
OG0010076	LOC108030686|XP_016959208.1|DBIA	LOC4813807|XP_001353405.3|DPSE
OG0010077	LOC108034707|XP_016965136.1|DBIA	LOC6900022|XP_002135387.2|DPSE
OG0010078	LOC108034733|XP_016965162.1|DBIA	LOC6900021|XP_015043685.2|DPSE
OG0010079	LOC108035015|XP_016965848.1|DBIA	LOC6900016|XP_002135381.4|DPSE
OG0010080	LOC108034702|XP_016965132.1|DBIA	LOC4814139|XP_001354204.3|DPSE
OG0010081	LOC108029881|XP_016957864.1|DBIA	LOC6900997|XP_002134693.3|DPSE
OG0010082	LOC108034409|XP_016964780.1|DBIA	LOC4812267|XP_001352864.1|DPSE
OG0010083	LOC108035063|XP_016965941.1|DBIA	LOC4813499|XP_001353694.3|DPSE
OG0010084	LOC108035077|XP_016965966.1|DBIA	LOC6900369|XP_033238235.1|DPSE
OG0010085	LOC108030727|XP_016959258.1|DBIA	LOC26533890|XP_033237401.1|DPSE
OG0010086	LOC108035671|XP_016966868.1|DBIA	LOC4813809|XP_001353697.3|DPSE
OG0010087	LOC108034939|XP_016965702.1|DBIA	LOC4813093|XP_033238200.1|DPSE
OG0010088	LOC108030925|XP_016959608.1|DBIA	LOC4813044|XP_001353516.3|DPSE
OG0010089	LOC108028259|XP_016955438.1|DBIA	LOC6900757|XP_015043317.2|DPSE
OG0010090	LOC108036028|XP_016967451.1|DBIA	LOC4811806|XP_033237225.1|DPSE
OG0010091	LOC108022213|XP_016946555.1|DBIA	LOC6897405|XP_002137557.1|DPSE
OG0010092	LOC108027208|XP_016954014.1|DBIA	LOC13036438|XP_003736826.2|DPSE
OG0010093	LOC108026968|XP_016953673.1|DBIA	LOC6903244|XP_015036445.2|DPSE
OG0010094	LOC108031354|XP_016960112.1|DBIA	LOC4800927|XP_001358115.3|DPSE
OG0010095	LOC108026168|XP_016952412.1|DBIA	LOC4801791|XP_003736605.2|DPSE
OG0010096	LOC108033203|XP_016962939.1|DBIA	LOC6901719|XP_002134387.2|DPSE
OG0010097	LOC108024151|XP_016949441.1|DBIA	LOC26533384|XP_015042367.1|DPSE
OG0010098	LOC108021940|XP_016946256.1|DBIA	LOC6903337|XP_002132218.2|DPSE
OG0010099	LOC108033721|XP_016963743.1|DBIA	LOC4816950|XP_001356892.2|DPSE
OG0010100	LOC108028477|XP_016955828.1|DBIA	LOC6900659|XP_002135027.2|DPSE
OG0010101	LOC108030859|XP_016959491.1|DBIA	LOC4812834|XP_001353582.2|DPSE
OG0010102	LOC108030872|XP_016959515.1|DBIA	LOC4812812|XP_001353509.2|DPSE
OG0010103	LOC108030923|XP_016959606.1|DBIA	LOC4813058|XP_001353517.3|DPSE
OG0010104	LOC108035128|XP_016966050.1|DBIA	LOC6900035|XP_002135400.2|DPSE
OG0010105	LOC108036848|XP_016968707.1|DBIA	LOC6903283|XP_033236404.1|DPSE
OG0010106	LOC108023103|XP_016947857.1|DBIA	LOC4803668|XP_001360351.2|DPSE
OG0010107	LOC108022428|XP_016946803.1|DBIA	LOC4804555|XP_001361098.3|DPSE
OG0010108	LOC108022707|XP_016947271.1|DBIA	LOC6898371|XP_002138424.2|DPSE
OG0010110	LOC108028504|XP_016955872.1|DBIA	LOC4813060|XP_001353838.4|DPSE
OG0010111	LOC108024300|XP_016949690.1|DBIA	LOC6897273|XP_002137433.4|DPSE
OG0010112	LOC108023614|XP_016948713.1|DBIA	LOC4801279|XP_001358399.3|DPSE
OG0010113	LOC108036586|XP_016968335.1|DBIA	LOC4814932|XP_001354846.3|DPSE
OG0010114	LOC108023304|XP_016948096.1|DBIA	LOC4814913|XP_001354912.4|DPSE
OG0010115	LOC108032113|XP_016961438.1|DBIA	LOC4815771|XP_001355417.3|DPSE
OG0010116	LOC108023785|XP_016948913.1|DBIA	LOC4815133|XP_001355210.4|DPSE
OG0010117	LOC108025716|XP_016951761.1|DBIA	LOC4815960|XP_001355624.2|DPSE
OG0010118	LOC108025804|XP_016951937.1|DBIA	LOC4814617|XP_033238227.1|DPSE
OG0010119	LOC108027512|XP_016954444.1|DBIA	LOC6903643|XP_002136831.2|DPSE
OG0010120	LOC108023226|XP_016947989.1|DBIA	LOC4815364|XP_001354925.1|DPSE
OG0010121	LOC108033035|XP_016962651.1|DBIA	LOC4814413|XP_001354346.3|DPSE
OG0010122	LOC108023991|XP_016949216.1|DBIA	LOC6901415|XP_002134101.2|DPSE
OG0010123	LOC108023941|XP_016949118.1|DBIA	LOC4814706|XP_001354887.3|DPSE
OG0010125	LOC108027627|XP_016954637.1|DBIA	LOC4814385|XP_001354399.3|DPSE
OG0010126	LOC108029069|XP_016956630.1|DBIA	LOC6903503|XP_002132382.2|DPSE
OG0010127	LOC108032484|XP_016961794.1|DBIA	LOC6902786|XP_033235144.1|DPSE
OG0010128	LOC108032357|XP_016961658.1|DBIA	LOC4816877|XP_015035754.2|DPSE
OG0010129	LOC108032832|XP_016962337.1|DBIA	LOC4816138|XP_033236069.1|DPSE
OG0010130	LOC108032786|XP_016962279.1|DBIA	LOC4816257|XP_001355830.1|DPSE
OG0010131	LOC108032653|XP_016962099.1|DBIA	LOC117184152|XP_033236481.1|DPSE
OG0010132	LOC108032435|XP_016961747.1|DBIA	LOC4816536|XP_001356259.3|DPSE
OG0010133	LOC108032805|XP_016962301.1|DBIA	LOC6902726|XP_002133240.2|DPSE
OG0010134	LOC108032512|XP_016961832.1|DBIA	LOC4817057|XP_001356364.2|DPSE
OG0010135	LOC108033376|XP_016963184.1|DBIA	LOC4816524|XP_001356079.3|DPSE
OG0010136	LOC108033446|XP_016963267.1|DBIA	LOC4816492|XP_001356080.2|DPSE
OG0010137	LOC108032992|XP_016962575.1|DBIA	LOC4816155|XP_001355872.4|DPSE
OG0010138	LOC108032534|XP_016961892.1|DBIA	LOC6902408|XP_002133342.2|DPSE
OG0010139	LOC108033466|XP_016963292.1|DBIA	LOC6903093|XP_033235853.1|DPSE
OG0010140	LOC108028914|XP_016956422.1|DBIA	LOC6902928|XP_002132654.3|DPSE
OG0010141	LOC108033528|XP_016963362.1|DBIA	LOC4811729|XP_015044340.2|DPSE
OG0010142	LOC108027733|XP_016954774.1|DBIA	LOC4817629|XP_001357025.2|DPSE
OG0010143	LOC108034353|XP_016964728.1|DBIA	LOC6902866|XP_002132602.2|DPSE
OG0010144	LOC108033473|XP_016963300.1|DBIA	LOC4817677|XP_001357063.3|DPSE
OG0010145	LOC108033476|XP_016963303.1|DBIA	LOC4817880|XP_001357486.3|DPSE
OG0010146	LOC108033778|XP_016963867.1|DBIA	LOC4818178|XP_001357492.3|DPSE
OG0010147	LOC108029306|XP_016956999.1|DBIA	LOC4817271|XP_001356487.2|DPSE
OG0010148	LOC108034425|XP_016964802.1|DBIA	LOC4817491|XP_015036295.2|DPSE
OG0010149	LOC108032461|XP_016961776.1|DBIA	LOC6903137|XP_002132844.2|DPSE
OG0010150	LOC108033510|XP_016963343.1|DBIA	LOC4816826|XP_001356653.2|DPSE
OG0010151	LOC108033574|XP_016963408.1|DBIA	LOC117184023|XP_033235864.1|DPSE
OG0010152	LOC108033454|XP_016963280.1|DBIA	LOC4816785|XP_001356556.2|DPSE
OG0010153	LOC108028986|XP_016956516.1|DBIA	LOC4816287|XP_033236371.1|DPSE
OG0010154	LOC108029005|XP_016956538.1|DBIA	LOC4816277|XP_001356022.4|DPSE
OG0010155	LOC108033525|XP_016963359.1|DBIA	LOC4816470|XP_001356029.2|DPSE
OG0010156	LOC108028302|XP_016955517.1|DBIA	LOC6897093|XP_015037072.2|DPSE
OG0010157	LOC108034719|XP_016965148.1|DBIA	LOC6900688|XP_002135052.2|DPSE
OG0010158	LOC108035389|XP_016966490.1|DBIA	LOC4813362|XP_001353764.3|DPSE
OG0010159	LOC108035190|XP_016966169.1|DBIA	LOC4812081|XP_001352657.3|DPSE
OG0010160	LOC108034691|XP_016965121.1|DBIA	LOC6902884|XP_002132618.2|DPSE
OG0010161	LOC108034646|XP_016965072.1|DBIA	LOC4811992|XP_001352557.1|DPSE
OG0010162	LOC108035403|XP_016966512.1|DBIA	LOC6901534|XP_002134208.1|DPSE, LOC117184823|XP_033239672.1|DPSE
OG0010163	LOC108028275|XP_016955468.1|DBIA	LOC4813650|XP_001353215.4|DPSE
OG0010164	LOC108028628|XP_016956037.1|DBIA	LOC4813757|XP_001353436.2|DPSE
OG0010165	LOC108028537|XP_016955923.1|DBIA	LOC4814093|XP_001354220.2|DPSE
OG0010166	LOC108035270|XP_016966316.1|DBIA	LOC4812748|XP_001353126.1|DPSE
OG0010167	LOC108034779|XP_016965226.1|DBIA	LOC6900330|XP_033237415.1|DPSE
OG0010168	LOC108030728|XP_016959259.1|DBIA	LOC6899901|XP_033239468.1|DPSE, LOC117184396|XP_033237403.1|DPSE
OG0010169	LOC108030496|XP_016958875.1|DBIA	LOC6900746|XP_002135105.2|DPSE
OG0010170	LOC108028115|XP_016955253.1|DBIA	LOC4813358|XP_001353981.5|DPSE
OG0010171	LOC108028144|XP_016955290.1|DBIA	LOC4813234|XP_001353980.1|DPSE
OG0010172	LOC108030535|XP_016958917.1|DBIA	LOC6900634|XP_002135007.1|DPSE
OG0010173	LOC108029384|XP_016957101.1|DBIA	LOC4805185|XP_001361632.1|DPSE
OG0010174	LOC108022563|XP_016947049.1|DBIA	LOC4805240|XP_001361673.3|DPSE
OG0010175	LOC108022312|XP_016946661.1|DBIA	LOC4805255|XP_001361686.2|DPSE
OG0010176	LOC108022395|XP_016946770.1|DBIA	LOC6898846|XP_002138817.1|DPSE
OG0010177	LOC108030217|XP_016958480.1|DBIA	LOC4804911|XP_001361396.1|DPSE
OG0010178	LOC108036661|XP_016968432.1|DBIA	LOC4803791|XP_001360451.3|DPSE
OG0010179	LOC108028463|XP_016955810.1|DBIA	LOC4813381|XP_001353619.2|DPSE
OG0010180	LOC108035921|XP_016967187.1|DBIA	LOC6900234|XP_002135563.3|DPSE
OG0010181	LOC108030748|XP_016959284.1|DBIA	LOC6900209|XP_002135541.2|DPSE
OG0010182	LOC108022946|XP_016947651.1|DBIA	LOC26533558|XP_015039926.2|DPSE
OG0010183	LOC108022379|XP_016946749.1|DBIA	LOC6898477|XP_002138519.1|DPSE
OG0010184	LOC108022250|XP_016946598.1|DBIA	LOC6898274|XP_002138341.2|DPSE
OG0010185	LOC108022254|XP_016946601.1|DBIA	LOC4803889|XP_001360535.4|DPSE
OG0010186	LOC108034443|XP_016964817.1|DBIA	LOC4812954|XP_001353197.3|DPSE
OG0010187	LOC108023114|XP_016947869.1|DBIA	LOC4805656|XP_001362018.3|DPSE
OG0010188	LOC108036215|XP_016967696.1|DBIA	LOC4803804|XP_001360462.3|DPSE
OG0010189	LOC108029447|XP_016957187.1|DBIA	LOC4804758|XP_001361269.2|DPSE
OG0010190	LOC108023026|XP_016947755.1|DBIA	LOC4804747|XP_001361259.2|DPSE
OG0010191	LOC108022343|XP_016946695.1|DBIA	LOC4804727|XP_001361243.3|DPSE
OG0010192	LOC108030003|XP_016958008.1|DBIA	LOC26532301|XP_015040208.2|DPSE
OG0010193	LOC108030431|XP_016958807.1|DBIA	LOC4804923|XP_001361407.3|DPSE
OG0010194	LOC108028044|XP_016955170.1|DBIA	LOC4813134|XP_015043323.2|DPSE
OG0010195	LOC108028147|XP_016955293.1|DBIA	LOC4813224|XP_001353918.4|DPSE
OG0010196	LOC108022555|XP_016947033.1|DBIA	LOC4805437|XP_001361838.3|DPSE
OG0010197	LOC108030347|XP_016958701.1|DBIA	LOC4804042|XP_015039560.2|DPSE
OG0010198	LOC108022467|XP_016946905.1|DBIA	LOC4803938|XP_001360578.2|DPSE
OG0010199	LOC108022373|XP_016946743.1|DBIA	LOC6898998|XP_004444536.1|DPSE
OG0010200	LOC108023118|XP_016947873.1|DBIA	LOC6898912|XP_033233894.1|DPSE
OG0010201	LOC108023066|XP_016947803.1|DBIA	LOC4805601|XP_001361978.3|DPSE
OG0010202	LOC108029764|XP_016957759.1|DBIA	LOC4804599|XP_001361133.2|DPSE
OG0010203	LOC108026682|XP_016953258.1|DBIA	LOC6898856|XP_002138828.2|DPSE
OG0010204	LOC108026779|XP_016953422.1|DBIA	LOC4804455|XP_001361014.2|DPSE
OG0010205	LOC108036462|XP_016968119.1|DBIA	LOC6899108|XP_002139025.1|DPSE
OG0010206	LOC108036202|XP_016967682.1|DBIA	LOC6899109|XP_033233633.1|DPSE
OG0010207	LOC108022234|XP_016946581.1|DBIA	LOC4803972|XP_001360609.3|DPSE
OG0010208	LOC108036457|XP_016968110.1|DBIA	LOC4804451|XP_033234785.1|DPSE
OG0010209	LOC108036458|XP_016968113.1|DBIA	LOC6898493|XP_002138534.3|DPSE
OG0010210	LOC108036639|XP_016968401.1|DBIA	LOC4804362|XP_001360936.3|DPSE
OG0010211	LOC108036493|XP_016968173.1|DBIA	LOC4804192|XP_001360794.4|DPSE
OG0010212	LOC108022901|XP_016947595.1|DBIA	LOC6898848|XP_002138820.2|DPSE
OG0010213	LOC108022903|XP_016947597.1|DBIA	LOC4805267|XP_001361692.2|DPSE
OG0010214	LOC108022646|XP_016947191.1|DBIA	LOC4805273|XP_001361698.3|DPSE
OG0010215	LOC108026596|XP_016953057.1|DBIA	LOC4804954|XP_001361434.2|DPSE
OG0010216	LOC108022298|XP_016946645.1|DBIA	LOC4803675|XP_001360354.2|DPSE
OG0010217	LOC108022302|XP_016946651.1|DBIA	LOC4803711|XP_001360385.3|DPSE
OG0010218	LOC108022285|XP_016946632.1|DBIA	LOC4803715|XP_001360389.3|DPSE
OG0010219	LOC108022288|XP_016946636.1|DBIA	LOC4803723|XP_001360396.2|DPSE
OG0010220	LOC108036499|XP_016968181.1|DBIA	LOC4804178|XP_001360781.3|DPSE
OG0010221	LOC108036199|XP_016967679.1|DBIA	LOC4804179|XP_001360782.4|DPSE
OG0010222	LOC108036902|XP_016968774.1|DBIA	LOC4804770|XP_001361280.2|DPSE
OG0010223	LOC108036905|XP_016968781.1|DBIA	LOC6898167|XP_002138245.1|DPSE
OG0010224	LOC108029911|XP_016957893.1|DBIA	LOC4804145|XP_001360751.2|DPSE
OG0010225	LOC108031216|XP_016959940.1|DBIA	LOC4802603|XP_001359492.3|DPSE
OG0010226	LOC108027069|XP_016953770.1|DBIA	LOC4802951|XP_001359764.3|DPSE
OG0010227	LOC108032895|XP_016962420.1|DBIA	LOC13036428|XP_003736745.2|DPSE
OG0010228	LOC108031189|XP_016959899.1|DBIA	LOC4803060|XP_001359861.3|DPSE
OG0010229	LOC108031226|XP_016959951.1|DBIA	LOC4803243|XP_001360016.3|DPSE
OG0010230	LOC108031253|XP_016959981.1|DBIA	LOC4803247|XP_001360020.3|DPSE
OG0010231	LOC108025145|XP_016950907.1|DBIA	LOC4800398|XP_001357682.4|DPSE
OG0010232	LOC108024849|XP_016950480.1|DBIA	LOC26533103|XP_015037128.2|DPSE
OG0010233	LOC108031928|XP_016961194.1|DBIA	LOC4801664|XP_001358716.2|DPSE
OG0010234	LOC108032239|XP_016961592.1|DBIA	LOC13036481|XP_003736624.1|DPSE
OG0010235	LOC108026045|XP_016952229.1|DBIA	LOC4800502|XP_001357768.2|DPSE
OG0010236	LOC108025015|XP_016950760.1|DBIA	LOC4800272|XP_001357656.3|DPSE
OG0010237	LOC108036895|XP_016968762.1|DBIA	LOC6897352|XP_015037420.2|DPSE
