Orthogroup	DBIA.longest_only	ASTE.longest_only
OG0006027	LOC108029641|XP_016957538.1|DBIA	LOC118505996|XP_035898467.1|ASTE
OG0006028	LOC108023076|XP_016947816.1|DBIA	LOC118507750|XP_035902649.1|ASTE
OG0006029	LOC108029547|XP_016957352.1|DBIA	LOC118506094|XP_035898671.1|ASTE
OG0006030	LOC108031651|XP_016960771.1|DBIA	LOC118505995|XP_035898466.1|ASTE
OG0006031	LOC108030364|XP_016958722.1|DBIA	LOC118506096|XP_035898673.1|ASTE
OG0006032	LOC108027562|XP_016954527.1|DBIA	LOC118506092|XP_035898665.1|ASTE
OG0006033	LOC108023028|XP_016947757.1|DBIA	LOC118504900|XP_035895859.1|ASTE
OG0006034	LOC108031853|XP_016961095.1|DBIA	LOC118510533|XP_035908381.1|ASTE
OG0006035	LOC108026217|XP_016952523.1|DBIA	LOC118517683|XP_035919987.1|ASTE
OG0006037	LOC108022816|XP_016947442.1|DBIA	LOC118517682|XP_035919985.1|ASTE
OG0006038	LOC108027407|XP_016954335.1|DBIA	LOC118517703|XP_035920027.1|ASTE
OG0006039	LOC108029693|XP_016957644.1|DBIA	LOC118507754|XP_035902657.1|ASTE
OG0006040	LOC108029666|XP_016957583.1|DBIA	LOC118508399|XP_035904054.1|ASTE
OG0006041	LOC108023723|XP_016948848.1|DBIA	LOC118505221|XP_035896638.1|ASTE
OG0006042	LOC108030075|XP_016958169.1|DBIA	LOC118505947|XP_035898364.1|ASTE
OG0006043	LOC108028708|XP_016956147.1|DBIA	LOC118503313|XP_035892333.1|ASTE
OG0006044	LOC108024197|XP_016949535.1|DBIA	LOC118503316|XP_035892339.1|ASTE
OG0006045	LOC108035507|XP_016966660.1|DBIA	LOC118506214|XP_035898928.1|ASTE
OG0006046	LOC108022865|XP_016947532.1|DBIA	LOC118504723|XP_035895456.1|ASTE
OG0006047	LOC108035549|XP_016966707.1|DBIA	LOC118507237|XP_035901380.1|ASTE
OG0006048	LOC108030665|XP_016959180.1|DBIA	LOC118508134|XP_035903533.1|ASTE
OG0006049	LOC108023969|XP_016949179.1|DBIA	LOC118508126|XP_035903527.1|ASTE
OG0006050	LOC108025286|XP_016951156.1|DBIA	LOC118507155|XP_035901092.1|ASTE
OG0006051	LOC108023661|XP_016948770.1|DBIA	LOC118507184|XP_035901149.1|ASTE
OG0006052	LOC108022752|XP_016947339.1|DBIA	LOC118505915|XP_035898271.1|ASTE
OG0006053	LOC108034751|XP_016965189.1|DBIA	LOC118508164|XP_035903604.1|ASTE
OG0006054	LOC108024912|XP_016950593.1|DBIA	LOC118508163|XP_035903598.1|ASTE
OG0006055	LOC108027419|XP_016954350.1|DBIA	LOC118512356|XP_035912558.1|ASTE, LOC118512357|XP_035912563.1|ASTE
OG0006056	LOC108030367|XP_016958725.1|DBIA	LOC118505949|XP_035898368.1|ASTE
OG0006057	LOC108030590|XP_016959055.1|DBIA	LOC118505952|XP_035898373.1|ASTE
OG0006058	LOC108031847|XP_016961088.1|DBIA	LOC118512375|XP_035912621.1|ASTE
OG0006059	LOC108035900|XP_016967148.1|DBIA	LOC118517607|XP_035919797.1|ASTE
OG0006060	LOC108035903|XP_016967153.1|DBIA	LOC118517609|XP_035919798.1|ASTE
OG0006061	LOC108027546|XP_016954488.1|DBIA	LOC118504843|XP_035895744.1|ASTE
OG0006062	LOC108024519|XP_016949959.1|DBIA	LOC118506349|XP_035899231.1|ASTE
OG0006063	LOC108034061|XP_016964308.1|DBIA	LOC118505067|XP_035896243.1|ASTE
OG0006064	LOC108036396|XP_016967999.1|DBIA	LOC118507152|XP_035901080.1|ASTE
OG0006065	LOC108035455|XP_016966583.1|DBIA	LOC118505392|XP_035896996.1|ASTE
OG0006066	LOC108030240|XP_016958533.1|DBIA	LOC118507758|XP_035902662.1|ASTE
OG0006067	LOC108029478|XP_016957221.1|DBIA	LOC118505772|XP_035897920.1|ASTE
OG0006068	LOC108024141|XP_016949412.1|DBIA	LOC118504727|XP_035895461.1|ASTE
OG0006069	LOC108028567|XP_016955963.1|DBIA	LOC118504164|XP_035894192.1|ASTE
OG0006070	LOC108030927|XP_016959610.1|DBIA	LOC118504172|XP_035894213.1|ASTE
OG0006071	LOC108024691|XP_016950257.1|DBIA	LOC118504174|XP_035894216.1|ASTE
OG0006072	LOC108034521|XP_016964934.1|DBIA	LOC118517665|XP_035919936.1|ASTE
OG0006073	LOC108031132|XP_016959838.1|DBIA	LOC118517674|XP_035919960.1|ASTE
OG0006074	LOC108026238|XP_016952566.1|DBIA	LOC118505979|XP_035898427.1|ASTE
OG0006075	LOC108023789|XP_016948916.1|DBIA	LOC118508506|XP_035904241.1|ASTE
OG0006076	LOC108023110|XP_016947865.1|DBIA	LOC118507269|XP_035901461.1|ASTE
OG0006077	LOC108030853|XP_016959484.1|DBIA	LOC118503245|XP_035892159.1|ASTE
OG0006078	LOC108030873|XP_016959517.1|DBIA	LOC118503246|XP_035892161.1|ASTE
OG0006079	LOC108028527|XP_016955907.1|DBIA	LOC118503163|XP_035892018.1|ASTE
OG0006080	LOC108030615|XP_016959098.1|DBIA	LOC118503162|XP_035892016.1|ASTE
OG0006081	LOC108036656|XP_016968424.1|DBIA	LOC118507086|XP_035900966.1|ASTE
OG0006082	LOC108036326|XP_016967828.1|DBIA	LOC118507087|XP_035900968.1|ASTE
OG0006083	LOC108035912|XP_016967172.1|DBIA	LOC118507454|XP_035901830.1|ASTE
OG0006084	LOC108030611|XP_016959092.1|DBIA	LOC118505816|XP_035898054.1|ASTE
OG0006085	LOC108030917|XP_016959600.1|DBIA	LOC118506240|XP_035898995.1|ASTE
OG0006086	LOC108030932|XP_016959616.1|DBIA	LOC118506256|XP_035899033.1|ASTE
OG0006087	LOC108036614|XP_016968366.1|DBIA	LOC118504751|XP_035895560.1|ASTE
OG0006088	LOC108028780|XP_016956248.1|DBIA	LOC118507573|XP_035902110.1|ASTE
OG0006089	LOC108032628|XP_016962061.1|DBIA	LOC118506203|XP_035898904.1|ASTE
OG0006090	LOC108035496|XP_016966638.1|DBIA	LOC118505867|XP_035898175.1|ASTE
OG0006091	LOC108035330|XP_016966397.1|DBIA	LOC118505394|XP_035897004.1|ASTE
OG0006092	LOC108033193|XP_016962926.1|DBIA	LOC118505879|XP_035898201.1|ASTE
OG0006093	LOC108036354|XP_016967919.1|DBIA	LOC118504891|XP_035895842.1|ASTE
OG0006094	LOC108030640|XP_016959140.1|DBIA	LOC118504890|XP_035895841.1|ASTE
OG0006095	LOC108036602|XP_016968353.1|DBIA	LOC118503061|XP_035891821.1|ASTE
OG0006096	LOC108022793|XP_016947411.1|DBIA	LOC118503882|XP_035893530.1|ASTE
OG0006097	LOC108028451|XP_016955778.1|DBIA	LOC118503876|XP_035893513.1|ASTE
OG0006098	LOC108036852|XP_016968713.1|DBIA	LOC118503872|XP_035893507.1|ASTE
OG0006099	LOC108030032|XP_016958079.1|DBIA	LOC118503864|XP_035893487.1|ASTE
OG0006100	LOC108022174|XP_016946507.1|DBIA	LOC118503853|XP_035893460.1|ASTE
OG0006101	LOC108034010|XP_016964229.1|DBIA	LOC118508049|XP_035903395.1|ASTE
OG0006102	LOC108026868|XP_016953542.1|DBIA	LOC118507415|XP_035901771.1|ASTE
OG0006103	LOC108025740|XP_016951817.1|DBIA	LOC118507199|XP_035901171.1|ASTE
OG0006104	LOC108022032|XP_016946366.1|DBIA	LOC118507200|XP_035901172.1|ASTE
OG0006105	LOC108022028|XP_016946363.1|DBIA	LOC118507202|XP_035901178.1|ASTE
OG0006106	LOC108030871|XP_016959513.1|DBIA	LOC118504734|XP_035895495.1|ASTE
OG0006107	LOC108022863|XP_016947529.1|DBIA	LOC118506110|XP_035898696.1|ASTE
OG0006108	LOC108023524|XP_016948566.1|DBIA	LOC118506109|XP_035898695.1|ASTE
OG0006109	LOC108030838|XP_016959456.1|DBIA	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE
OG0006110	LOC108035908|XP_016967164.1|DBIA	LOC118503694|XP_035893137.1|ASTE
OG0006111	LOC108022736|XP_016947314.1|DBIA	LOC118504840|XP_035895737.1|ASTE
OG0006112	LOC108026566|XP_016953006.1|DBIA	LOC118503401|XP_035892497.1|ASTE
OG0006113	LOC108035641|XP_016966835.1|DBIA	LOC118503392|XP_035892487.1|ASTE
OG0006114	LOC108026343|XP_016952737.1|DBIA	LOC118503391|XP_035892486.1|ASTE
OG0006115	LOC108023072|XP_016947812.1|DBIA	LOC118503048|XP_035891776.1|ASTE
OG0006116	LOC108030308|XP_016958633.1|DBIA	LOC118503531|XP_035892810.1|ASTE
OG0006117	LOC108022710|XP_016947273.1|DBIA	LOC118504093|XP_035894068.1|ASTE
OG0006118	LOC108036494|XP_016968174.1|DBIA	LOC118504103|XP_035894079.1|ASTE
OG0006119	LOC108029692|XP_016957642.1|DBIA	LOC118504201|XP_035894273.1|ASTE
OG0006120	LOC108023129|XP_016947888.1|DBIA	LOC118508156|XP_035903589.1|ASTE
OG0006121	LOC108030827|XP_016959434.1|DBIA	LOC118504190|XP_035894258.1|ASTE
OG0006122	LOC108024913|XP_016950597.1|DBIA	LOC118504195|XP_035894263.1|ASTE
OG0006123	LOC108023068|XP_016947805.1|DBIA	LOC118504197|XP_035894269.1|ASTE
OG0006124	LOC108026382|XP_016952791.1|DBIA	LOC118504198|XP_035894270.1|ASTE
OG0006125	LOC108035898|XP_016967145.1|DBIA	LOC118503080|XP_035891855.1|ASTE
OG0006126	LOC108028583|XP_016955981.1|DBIA	LOC118503344|XP_035892406.1|ASTE
OG0006127	LOC108030609|XP_016959090.1|DBIA	LOC118503337|XP_035892395.1|ASTE
OG0006128	LOC108030657|XP_016959168.1|DBIA	LOC118503362|XP_035892448.1|ASTE
OG0006129	LOC108030623|XP_016959115.1|DBIA	LOC118503351|XP_035892427.1|ASTE
OG0006130	LOC108030638|XP_016959137.1|DBIA	LOC118503843|XP_035893445.1|ASTE
OG0006131	LOC108030566|XP_016958955.1|DBIA	LOC118503832|XP_035893431.1|ASTE
OG0006132	LOC108030694|XP_016959219.1|DBIA	LOC118504097|XP_035894073.1|ASTE
OG0006133	LOC108030639|XP_016959138.1|DBIA	LOC118503822|XP_035893416.1|ASTE
OG0006134	LOC108030601|XP_016959074.1|DBIA	LOC118503821|XP_035893415.1|ASTE
OG0006135	LOC108030564|XP_016958951.1|DBIA	LOC118503798|XP_035893384.1|ASTE
OG0006136	LOC108035904|XP_016967158.1|DBIA	LOC118503792|XP_035893365.1|ASTE
OG0006137	LOC108034588|XP_016965010.1|DBIA	LOC118508403|XP_035904057.1|ASTE
OG0006138	LOC108029791|XP_016957791.1|DBIA	LOC118503599|XP_035892945.1|ASTE
OG0006139	LOC108029614|XP_016957488.1|DBIA	LOC118506128|XP_035898755.1|ASTE
OG0006140	LOC108026827|XP_016953487.1|DBIA	LOC118506124|XP_035898743.1|ASTE
OG0006141	LOC108036475|XP_016968145.1|DBIA	LOC118503107|XP_035891938.1|ASTE
OG0006142	LOC108035917|XP_016967182.1|DBIA	LOC118504791|XP_035895653.1|ASTE
OG0006143	LOC108028637|XP_016956050.1|DBIA	LOC118508110|XP_035903497.1|ASTE
OG0006144	LOC108034837|XP_016965446.1|DBIA	LOC118508105|XP_035903491.1|ASTE
OG0006145	LOC108034496|XP_016964891.1|DBIA	LOC118508114|XP_035903500.1|ASTE
OG0006146	LOC108036083|XP_016967521.1|DBIA	LOC118508113|XP_035903499.1|ASTE
OG0006147	LOC108031075|XP_016959769.1|DBIA	LOC118503764|XP_035893321.1|ASTE
OG0006148	LOC108028387|XP_016955688.1|DBIA	LOC118503750|XP_035893294.1|ASTE
OG0006149	LOC108028656|XP_016956071.1|DBIA	LOC118503753|XP_035893297.1|ASTE
OG0006150	LOC108028654|XP_016956069.1|DBIA	LOC118503747|XP_035893290.1|ASTE
OG0006151	LOC108034478|XP_016964864.1|DBIA	LOC118503745|XP_035893280.1|ASTE
OG0006152	LOC108026339|XP_016952732.1|DBIA	LOC118504659|XP_035895334.1|ASTE
OG0006153	LOC108036663|XP_016968434.1|DBIA	LOC118506547|XP_035899732.1|ASTE
OG0006155	LOC108031072|XP_016959767.1|DBIA	LOC118502485|XP_035890610.1|ASTE
OG0006156	LOC108031596|XP_016960663.1|DBIA	LOC118505088|XP_035896272.1|ASTE
OG0006158	LOC108035621|XP_016966799.1|DBIA	LOC118510861|XP_035909093.1|ASTE
OG0006159	LOC108023085|XP_016947827.1|DBIA	LOC118503733|XP_035893241.1|ASTE
OG0006160	LOC108026864|XP_016953539.1|DBIA	LOC118506344|XP_035899221.1|ASTE
OG0006161	LOC108036467|XP_016968131.1|DBIA	LOC118509657|XP_035906510.1|ASTE
OG0006162	LOC108024906|XP_016950566.1|DBIA	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE
OG0006163	LOC108022412|XP_016946788.1|DBIA	LOC118512637|XP_035913226.1|ASTE
OG0006181	LOC108031551|XP_016960582.1|DBIA	LOC118510457|XP_035908181.1|ASTE
OG0006182	LOC108031786|XP_016960988.1|DBIA	LOC118510466|XP_035908215.1|ASTE
OG0006183	LOC108031892|XP_016961149.1|DBIA	LOC118504962|XP_035895981.1|ASTE
OG0006184	LOC108032197|XP_016961542.1|DBIA	LOC118517389|XP_035919336.1|ASTE
OG0006185	LOC108026422|XP_016952840.1|DBIA	LOC118511262|XP_035910026.1|ASTE
OG0006186	LOC108032024|XP_016961323.1|DBIA	LOC118507320|XP_035901604.1|ASTE
OG0006187	LOC108025535|XP_016951553.1|DBIA	LOC118511264|XP_035910028.1|ASTE
OG0006188	LOC108023586|XP_016948673.1|DBIA	LOC118505395|XP_035897012.1|ASTE
OG0006189	LOC108023588|XP_016948680.1|DBIA	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE
OG0006190	LOC108031717|XP_016960875.1|DBIA	LOC118510292|XP_035907810.1|ASTE
OG0006191	LOC108024588|XP_016950085.1|DBIA	LOC118507523|XP_035901981.1|ASTE
OG0006192	LOC108023271|XP_016948045.1|DBIA	LOC118508051|XP_035903401.1|ASTE
OG0006193	LOC108023998|XP_016949227.1|DBIA	LOC118505169|XP_035896478.1|ASTE
OG0006194	LOC108025844|XP_016951998.1|DBIA	LOC118516550|XP_035918392.1|ASTE
OG0006195	LOC108026664|XP_016953197.1|DBIA	LOC118511117|XP_035909738.1|ASTE
OG0006196	LOC108032237|XP_016961589.1|DBIA	LOC118516756|XP_035918568.1|ASTE
OG0006197	LOC108035994|XP_016967346.1|DBIA	LOC118509676|XP_035906592.1|ASTE
OG0006198	LOC108023289|XP_016948070.1|DBIA	LOC118507132|XP_035901061.1|ASTE
OG0006199	LOC108026132|XP_016952335.1|DBIA	LOC118507096|XP_035900984.1|ASTE
OG0006200	LOC108024833|XP_016950456.1|DBIA	LOC118509460|XP_035905977.1|ASTE
OG0006201	LOC108035784|XP_016966994.1|DBIA	LOC118506952|XP_035900668.1|ASTE
OG0006202	LOC108035756|XP_016966943.1|DBIA	LOC118506932|XP_035900645.1|ASTE
OG0006203	LOC108033066|XP_016962716.1|DBIA	LOC118507395|XP_035901745.1|ASTE
OG0006204	LOC108024809|XP_016950421.1|DBIA	LOC118512712|XP_035913441.1|ASTE
OG0006205	LOC108023568|XP_016948649.1|DBIA	LOC118511421|XP_035910399.1|ASTE
OG0006206	LOC108025923|XP_016952102.1|DBIA	LOC118517496|XP_035919586.1|ASTE
OG0006207	LOC108033651|XP_016963575.1|DBIA	LOC118505296|XP_035896800.1|ASTE
OG0006208	LOC108029928|XP_016957915.1|DBIA	LOC118505276|XP_035896742.1|ASTE
OG0006209	LOC108024014|XP_016949262.1|DBIA	LOC118514543|XP_035917423.1|ASTE
OG0006210	LOC108023362|XP_016948234.1|DBIA	LOC118505477|XP_035897187.1|ASTE
OG0006211	LOC108032762|XP_016962247.1|DBIA	LOC118512034|XP_035911724.1|ASTE
OG0006212	LOC108032761|XP_016962245.1|DBIA	LOC118511654|XP_035910891.1|ASTE
OG0006214	LOC108025860|XP_016952017.1|DBIA	LOC118505724|XP_035897801.1|ASTE
OG0006215	LOC108028853|XP_016956326.1|DBIA	LOC118510787|XP_035908987.1|ASTE
OG0006217	LOC108023492|XP_016948509.1|DBIA	LOC118517382|XP_035919315.1|ASTE
OG0006218	LOC108032639|XP_016962074.1|DBIA	LOC118516488|XP_035918314.1|ASTE
OG0006219	LOC108023370|XP_016948263.1|DBIA	LOC118515721|XP_035917946.1|ASTE
OG0006220	LOC108028815|XP_016956291.1|DBIA	LOC118507166|XP_035901123.1|ASTE
OG0006221	LOC108025522|XP_016951533.1|DBIA	LOC118517486|XP_035919574.1|ASTE
OG0006222	LOC108025048|XP_016950793.1|DBIA	LOC118517495|XP_035919585.1|ASTE
OG0006223	LOC108027580|XP_016954583.1|DBIA	LOC118517507|XP_035919622.1|ASTE
OG0006224	LOC108023417|XP_016948379.1|DBIA	LOC118516663|XP_035918521.1|ASTE
OG0006225	LOC108036367|XP_016967943.1|DBIA	LOC118506528|XP_035899684.1|ASTE
OG0006226	LOC108036248|XP_016967746.1|DBIA	LOC118508996|XP_035904892.1|ASTE
OG0006227	LOC108032557|XP_016961930.1|DBIA	LOC118511740|XP_035911126.1|ASTE
OG0006228	LOC108026623|XP_016953124.1|DBIA	LOC118505405|XP_035897049.1|ASTE
OG0006229	LOC108035980|XP_016967296.1|DBIA	LOC118508987|XP_035904878.1|ASTE
OG0006230	LOC108024610|XP_016950118.1|DBIA	LOC118509041|XP_035905010.1|ASTE
OG0006231	LOC108023960|XP_016949155.1|DBIA	LOC118509090|XP_035905128.1|ASTE
OG0006232	LOC108025809|XP_016951941.1|DBIA	LOC118509106|XP_035905169.1|ASTE
OG0006233	LOC108025816|XP_016951956.1|DBIA	LOC118509156|XP_035905285.1|ASTE
OG0006234	LOC108024827|XP_016950447.1|DBIA	LOC118516617|XP_035918485.1|ASTE
OG0006235	LOC108027596|XP_016954603.1|DBIA	LOC118516410|XP_035918169.1|ASTE
OG0006237	LOC108023238|XP_016948003.1|DBIA	LOC118506102|XP_035898680.1|ASTE
OG0006238	LOC108025853|XP_016952009.1|DBIA	LOC118510893|XP_035909174.1|ASTE
OG0006239	LOC108033352|XP_016963155.1|DBIA	LOC118503930|XP_035893669.1|ASTE
OG0006240	LOC108025414|XP_016951385.1|DBIA	LOC118503860|XP_035893483.1|ASTE
OG0006241	LOC108024826|XP_016950446.1|DBIA	LOC118516610|XP_035918480.1|ASTE
OG0006242	LOC108036242|XP_016967743.1|DBIA	LOC118505305|XP_035896829.1|ASTE
OG0006243	LOC108032123|XP_016961445.1|DBIA	LOC118505208|XP_035896612.1|ASTE
OG0006244	LOC108032005|XP_016961292.1|DBIA	LOC118510186|XP_035907604.1|ASTE
OG0006246	LOC108025737|XP_016951814.1|DBIA	LOC118503632|XP_035893025.1|ASTE
OG0006247	LOC108026393|XP_016952843.1|DBIA, LOC108036394|XP_016967995.1|DBIA	LOC118503605|XP_035892978.1|ASTE
OG0006248	LOC108032153|XP_016961488.1|DBIA	LOC118517268|XP_035919138.1|ASTE
OG0006249	LOC108027848|XP_016954929.1|DBIA	LOC118505577|XP_035897429.1|ASTE
OG0006250	LOC108033104|XP_016962793.1|DBIA	LOC118503321|XP_035892359.1|ASTE
OG0006251	LOC108025508|XP_016951519.1|DBIA	LOC118504185|XP_035894241.1|ASTE
OG0006252	LOC108027403|XP_016954330.1|DBIA	LOC118504147|XP_035894158.1|ASTE
OG0006253	LOC108025736|XP_016951813.1|DBIA	LOC118503297|XP_035892294.1|ASTE
OG0006254	LOC108033950|XP_016964130.1|DBIA	LOC118510515|XP_035908331.1|ASTE
OG0006255	LOC108031972|XP_016961255.1|DBIA	LOC118512408|XP_035912696.1|ASTE
OG0006256	LOC108033076|XP_016962734.1|DBIA	LOC118517232|XP_035919105.1|ASTE
OG0006257	LOC108023506|XP_016948534.1|DBIA	LOC118517286|XP_035919160.1|ASTE
OG0006258	LOC108033133|XP_016962845.1|DBIA	LOC118517220|XP_035919101.1|ASTE
OG0006259	LOC108031326|XP_016960065.1|DBIA	LOC118502915|XP_035891538.1|ASTE
OG0006260	LOC108023507|XP_016948536.1|DBIA	LOC118502982|XP_035891660.1|ASTE
OG0006261	LOC108034290|XP_016964639.1|DBIA	LOC118512106|XP_035911971.1|ASTE
OG0006262	LOC108027601|XP_016954611.1|DBIA	LOC118506927|XP_035900619.1|ASTE
OG0006263	LOC108024226|XP_016949587.1|DBIA	LOC118506478|XP_035899551.1|ASTE
OG0006264	LOC108023186|XP_016947917.1|DBIA	LOC118507809|XP_035902765.1|ASTE
OG0006265	LOC108036508|XP_016968200.1|DBIA	LOC118509916|XP_035907106.1|ASTE
OG0006266	LOC108023342|XP_016948172.1|DBIA	LOC118510939|XP_035909269.1|ASTE
OG0006267	LOC108033150|XP_016962864.1|DBIA	LOC118509287|XP_035905587.1|ASTE
OG0006268	LOC108026802|XP_016953453.1|DBIA	LOC118503890|XP_035893558.1|ASTE
OG0006269	LOC108031896|XP_016961152.1|DBIA	LOC118511532|XP_035910618.1|ASTE
OG0006270	LOC108027522|XP_016954454.1|DBIA	LOC118509845|XP_035906939.1|ASTE
OG0006271	LOC108032091|XP_016961406.1|DBIA	LOC118504563|XP_035895065.1|ASTE
OG0006272	LOC108024009|XP_016949243.1|DBIA	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE
OG0006273	LOC108030403|XP_016958777.1|DBIA	LOC118508170|XP_035903612.1|ASTE
OG0006275	LOC108025849|XP_016952001.1|DBIA	LOC118506078|XP_035898648.1|ASTE
OG0006276	LOC108027940|XP_016955061.1|DBIA	LOC118504482|XP_035894892.1|ASTE
OG0006277	LOC108027358|XP_016954269.1|DBIA	LOC118511416|XP_035910387.1|ASTE
OG0006278	LOC108023253|XP_016948023.1|DBIA	LOC118506084|XP_035898660.1|ASTE
OG0006279	LOC108025795|XP_016951919.1|DBIA	LOC118510088|XP_035907398.1|ASTE
OG0006280	LOC108028881|XP_016956378.1|DBIA	LOC118507044|XP_035900897.1|ASTE
OG0006281	LOC108028882|XP_016956382.1|DBIA	LOC118507036|XP_035900883.1|ASTE
OG0006282	LOC108024683|XP_016950249.1|DBIA	LOC118513766|XP_035915835.1|ASTE
OG0006283	LOC108024532|XP_016949987.1|DBIA	LOC118505773|XP_035897939.1|ASTE
OG0006284	LOC108035516|XP_016966668.1|DBIA	LOC118509455|XP_035905968.1|ASTE
OG0006285	LOC108024950|XP_016950673.1|DBIA	LOC118511887|XP_035911411.1|ASTE
OG0006286	LOC108025512|XP_016951534.1|DBIA	LOC118511841|XP_035911281.1|ASTE
OG0006287	LOC108025942|XP_016952129.1|DBIA	LOC118517459|XP_035919514.1|ASTE
OG0006288	LOC108025069|XP_016950816.1|DBIA	LOC118517461|XP_035919516.1|ASTE
OG0006289	LOC108024171|XP_016949485.1|DBIA	LOC118507945|XP_035903163.1|ASTE
OG0006290	LOC108023392|XP_016948302.1|DBIA	LOC118505805|XP_035898042.1|ASTE
OG0006291	LOC108036761|XP_016968582.1|DBIA	LOC118507612|XP_035902647.1|ASTE
OG0006292	LOC108024703|XP_016950273.1|DBIA	LOC118509948|XP_035907176.1|ASTE
OG0006293	LOC108028909|XP_016956420.1|DBIA	LOC118511073|XP_035909628.1|ASTE
OG0006294	LOC108023997|XP_016949226.1|DBIA	LOC118511427|XP_035910413.1|ASTE
OG0006295	LOC108023596|XP_016948691.1|DBIA	LOC118506125|XP_035898752.1|ASTE
OG0006296	LOC108024163|XP_016949465.1|DBIA	LOC118502989|XP_035891688.1|ASTE
OG0006297	LOC108023497|XP_016948518.1|DBIA	LOC118509174|XP_035905367.1|ASTE
OG0006298	LOC108024044|XP_016949309.1|DBIA	LOC118516918|XP_035918676.1|ASTE
OG0006299	LOC108025705|XP_016951736.1|DBIA	LOC118509231|XP_035905435.1|ASTE
OG0006300	LOC108025810|XP_016951946.1|DBIA	LOC118510848|XP_035909076.1|ASTE
OG0006301	LOC108025882|XP_016952046.1|DBIA	LOC118503858|XP_035893468.1|ASTE
OG0006302	LOC108025813|XP_016951950.1|DBIA	LOC118508767|XP_035904404.1|ASTE
OG0006303	LOC108030138|XP_016958342.1|DBIA	LOC118511147|XP_035909768.1|ASTE
OG0006305	LOC108024660|XP_016950211.1|DBIA	LOC118507674|XP_035902361.1|ASTE
OG0006306	LOC108026201|XP_016952488.1|DBIA	LOC118507576|XP_035902125.1|ASTE
OG0006309	LOC108023983|XP_016949200.1|DBIA	LOC118517482|XP_035919556.1|ASTE
OG0006311	LOC108023902|XP_016949077.1|DBIA	LOC118504534|XP_035894989.1|ASTE
OG0006312	LOC108024050|XP_016949316.1|DBIA	LOC118504498|XP_035894918.1|ASTE
OG0006313	LOC108023792|XP_016948920.1|DBIA	LOC118504318|XP_035894541.1|ASTE
OG0006314	LOC108032987|XP_016962554.1|DBIA	LOC118503485|XP_035892684.1|ASTE
OG0006315	LOC108025308|XP_016951195.1|DBIA	LOC118517500|XP_035919604.1|ASTE
OG0006316	LOC108028886|XP_016956391.1|DBIA	LOC118517278|XP_035919147.1|ASTE
OG0006317	LOC108022031|XP_016946365.1|DBIA	LOC118506402|XP_035899360.1|ASTE
OG0006318	LOC108024198|XP_016949536.1|DBIA	LOC118507915|XP_035903151.1|ASTE
OG0006319	LOC108036437|XP_016968066.1|DBIA	LOC118507981|XP_035903234.1|ASTE
OG0006320	LOC108023753|XP_016948879.1|DBIA	LOC118507848|XP_035902877.1|ASTE
OG0006321	LOC108023225|XP_016947987.1|DBIA	LOC118504681|XP_035895387.1|ASTE
OG0006322	LOC108023237|XP_016948002.1|DBIA	LOC118504222|XP_035894330.1|ASTE
OG0006323	LOC108025625|XP_016951649.1|DBIA	LOC118513798|XP_035915882.1|ASTE
OG0006324	LOC108023496|XP_016948516.1|DBIA	LOC118507445|XP_035901827.1|ASTE
OG0006325	LOC108031852|XP_016961094.1|DBIA	LOC118517412|XP_035919406.1|ASTE
OG0006326	LOC108030667|XP_016959183.1|DBIA	LOC118511347|XP_035910194.1|ASTE
OG0006327	LOC108025476|XP_016951477.1|DBIA	LOC118506801|XP_035900327.1|ASTE
OG0006328	LOC108031352|XP_016960106.1|DBIA	LOC118507483|XP_035901893.1|ASTE
OG0006329	LOC108033059|XP_016962693.1|DBIA	LOC118510450|XP_035908151.1|ASTE
OG0006330	LOC108026298|XP_016952668.1|DBIA	LOC118503718|XP_035893188.1|ASTE
OG0006331	LOC108033132|XP_016962844.1|DBIA	LOC118513859|XP_035916053.1|ASTE
OG0006332	LOC108036088|XP_016967531.1|DBIA	LOC118503712|XP_035893172.1|ASTE
OG0006333	LOC108033100|XP_016962786.1|DBIA	LOC118503693|XP_035893136.1|ASTE
OG0006334	LOC108023386|XP_016948282.1|DBIA	LOC118517385|XP_035919323.1|ASTE
OG0006335	LOC108031981|XP_016961265.1|DBIA	LOC118502675|XP_035891063.1|ASTE
OG0006336	LOC108025743|XP_016951820.1|DBIA	LOC118504232|XP_035894349.1|ASTE
OG0006337	LOC108032076|XP_016961389.1|DBIA	LOC118505047|XP_035896206.1|ASTE
OG0006338	LOC108024984|XP_016950721.1|DBIA	LOC118502836|XP_035891410.1|ASTE
OG0006339	LOC108025888|XP_016952054.1|DBIA	LOC118507704|XP_035902474.1|ASTE
OG0006340	LOC108025837|XP_016951984.1|DBIA	LOC118508045|XP_035903356.1|ASTE
OG0006341	LOC108023480|XP_016948490.1|DBIA	LOC118507857|XP_035902911.1|ASTE
OG0006342	LOC108023696|XP_016948809.1|DBIA	LOC118507633|XP_035902254.1|ASTE
OG0006343	LOC108023239|XP_016948006.1|DBIA	LOC118507617|XP_035902230.1|ASTE
