Orthogroup	DBIA.longest_only	CCAP.longest_only
OG0008337	LOC108036544|XP_016968257.1|DBIA	CCAP1982_LOCUS21735|CAD7013694.1|CCAP
OG0008338	LOC108028475|XP_016955825.1|DBIA	CCAP1982_LOCUS11816|CAD7003357.1|CCAP
OG0008340	LOC108022491|XP_016946934.1|DBIA	CCAP1982_LOCUS22350|CAD7014353.1|CCAP
OG0008341	LOC108035658|XP_016966854.1|DBIA	CCAP1982_LOCUS3342|CAD6994604.1|CCAP
OG0008342	LOC108035123|XP_016966043.1|DBIA	CCAP1982_LOCUS13043|CAD7004648.1|CCAP
OG0008343	LOC108025391|XP_016951354.1|DBIA	CCAP1982_LOCUS2994|CAD6994232.1|CCAP, CCAP1982_LOCUS2995|CAD6994233.1|CCAP
OG0008344	LOC108035619|XP_016966797.1|DBIA	CCAP1982_LOCUS11914|CAD7003461.1|CCAP
OG0008345	LOC108034949|XP_016965722.1|DBIA	CCAP1982_LOCUS12323|CAD7003893.1|CCAP
OG0008347	LOC108027727|XP_016954768.1|DBIA	CCAP1982_LOCUS8876|CAD7000401.1|CCAP
OG0008348	LOC108035444|XP_016966568.1|DBIA	CCAP1982_LOCUS12034|CAD7003586.1|CCAP
OG0008349	LOC108028151|XP_016955297.1|DBIA	CCAP1982_LOCUS3526|CAD6994795.1|CCAP
OG0008351	LOC108035378|XP_016966473.1|DBIA	CCAP1982_LOCUS11606|CAD7003145.1|CCAP
OG0008352	LOC108035285|XP_016966341.1|DBIA	CCAP1982_LOCUS14829|CAD7006515.1|CCAP
OG0008353	LOC108028267|XP_016955457.1|DBIA	CCAP1982_LOCUS12045|CAD7003597.1|CCAP
OG0008355	LOC108022766|XP_016947361.1|DBIA	CCAP1982_LOCUS22485|CAD7014483.1|CCAP
OG0008356	LOC108030588|XP_016959049.1|DBIA	CCAP1982_LOCUS10774|CAD7002279.1|CCAP
OG0008357	LOC108031555|XP_016960587.1|DBIA	CCAP1982_LOCUS863|CAD6991976.1|CCAP
OG0008358	LOC108031470|XP_016960409.1|DBIA	CCAP1982_LOCUS5391|CAD6996708.1|CCAP, CCAP1982_LOCUS5392|CAD6996709.1|CCAP
OG0008359	LOC108022444|XP_016946835.1|DBIA	CCAP1982_LOCUS7255|CAD6998698.1|CCAP
OG0008360	LOC108026892|XP_016953590.1|DBIA	CCAP1982_LOCUS7152|CAD6998572.1|CCAP
OG0008361	LOC108033884|XP_016964017.1|DBIA	CCAP1982_LOCUS9119|CAD7000645.1|CCAP
OG0008363	LOC108022632|XP_016947174.1|DBIA	CCAP1982_LOCUS19956|CAD7011847.1|CCAP
OG0008364	LOC108030582|XP_016959039.1|DBIA	CCAP1982_LOCUS14632|CAD7006310.1|CCAP
OG0008365	LOC108029647|XP_016957550.1|DBIA	CCAP1982_LOCUS20151|CAD7012049.1|CCAP
OG0008366	LOC108025474|XP_016951479.1|DBIA	CCAP1982_LOCUS4899|CAD6996210.1|CCAP
OG0008371	LOC108024639|XP_016950174.1|DBIA	CCAP1982_LOCUS4600|CAD6995899.1|CCAP
OG0008372	LOC108027366|XP_016954283.1|DBIA	CCAP1982_LOCUS21458|CAD7013393.1|CCAP
OG0008376	LOC108029090|XP_016956667.1|DBIA	CCAP1982_LOCUS8463|CAD6999956.1|CCAP
OG0008377	LOC108033754|XP_016963814.1|DBIA	CCAP1982_LOCUS5667|CAD6997006.1|CCAP
OG0008379	LOC108034207|XP_016964528.1|DBIA	CCAP1982_LOCUS5779|CAD6997134.1|CCAP
OG0008381	LOC108027852|XP_016954937.1|DBIA	CCAP1982_LOCUS7843|CAD6999316.1|CCAP
OG0008387	LOC108025321|XP_016951222.1|DBIA	CCAP1982_LOCUS2129|CAD6993312.1|CCAP, CCAP1982_LOCUS2128|CAD6993311.1|CCAP
OG0008389	LOC108034362|XP_016964739.1|DBIA	CCAP1982_LOCUS6890|CAD6998281.1|CCAP
OG0008392	LOC108028431|XP_016955749.1|DBIA	CCAP1982_LOCUS13567|CAD7005207.1|CCAP
OG0008393	LOC108028388|XP_016955689.1|DBIA	CCAP1982_LOCUS13966|CAD7005607.1|CCAP
OG0008400	LOC108035564|XP_016966721.1|DBIA	CCAP1982_LOCUS11408|CAD7002943.1|CCAP
OG0008401	LOC108029262|XP_016956947.1|DBIA	CCAP1982_LOCUS8474|CAD6999969.1|CCAP
OG0008402	LOC108027271|XP_016954135.1|DBIA	CCAP1982_LOCUS4270|CAD6995559.1|CCAP
OG0008404	LOC108027298|XP_016954179.1|DBIA	CCAP1982_LOCUS652|CAD6991740.1|CCAP
OG0008407	LOC108025341|XP_016951264.1|DBIA	CCAP1982_LOCUS4426|CAD6995719.1|CCAP
OG0008410	LOC108026248|XP_016952580.1|DBIA	CCAP1982_LOCUS119|CAD6991180.1|CCAP
OG0008423	LOC108022345|XP_016946697.1|DBIA	CCAP1982_LOCUS9595|CAD7001123.1|CCAP
OG0008425	LOC108025271|XP_016951125.1|DBIA	CCAP1982_LOCUS105|CAD6991166.1|CCAP
OG0008431	LOC108030708|XP_016959238.1|DBIA	CCAP1982_LOCUS19670|CAD7011581.1|CCAP
OG0008432	LOC108024622|XP_016950149.1|DBIA	CCAP1982_LOCUS2706|CAD6993915.1|CCAP
OG0008433	LOC108035302|XP_016966360.1|DBIA	CCAP1982_LOCUS13436|CAD7005072.1|CCAP
OG0008438	LOC108031898|XP_016961154.1|DBIA	CCAP1982_LOCUS4252|CAD6995541.1|CCAP
OG0008439	LOC108022819|XP_016947449.1|DBIA	CCAP1982_LOCUS21021|CAD7012923.1|CCAP
OG0008440	LOC108027204|XP_016954002.1|DBIA	CCAP1982_LOCUS773|CAD6991882.1|CCAP
OG0008442	LOC108030397|XP_016958770.1|DBIA	CCAP1982_LOCUS21078|CAD7012987.1|CCAP
OG0008443	LOC108030608|XP_016959088.1|DBIA	CCAP1982_LOCUS13397|CAD7005025.1|CCAP
OG0008444	LOC108028603|XP_016956011.1|DBIA	CCAP1982_LOCUS14132|CAD7005783.1|CCAP
OG0008451	LOC108031702|XP_016960852.1|DBIA	CCAP1982_LOCUS100|CAD6991160.1|CCAP
OG0008455	LOC108034840|XP_016965454.1|DBIA	CCAP1982_LOCUS12726|CAD7004306.1|CCAP
OG0008456	LOC108025244|XP_016951081.1|DBIA	CCAP1982_LOCUS27|CAD6991079.1|CCAP
OG0008457	LOC108031758|XP_016960954.1|DBIA	CCAP1982_LOCUS4532|CAD6995830.1|CCAP
OG0008458	LOC108026815|XP_016953469.1|DBIA	CCAP1982_LOCUS19472|CAD7011371.1|CCAP
OG0008461	LOC108036077|XP_016967513.1|DBIA	CCAP1982_LOCUS6949|CAD6998348.1|CCAP
OG0008462	LOC108036122|XP_016967596.1|DBIA	CCAP1982_LOCUS8775|CAD7000285.1|CCAP
OG0008463	LOC108029094|XP_016956673.1|DBIA	CCAP1982_LOCUS8023|CAD6999499.1|CCAP
OG0008464	LOC108023126|XP_016947884.1|DBIA	CCAP1982_LOCUS22925|CAD7014964.1|CCAP
OG0008466	LOC108022282|XP_016946630.1|DBIA	CCAP1982_LOCUS7231|CAD6998669.1|CCAP
OG0008467	LOC108029776|XP_016957775.1|DBIA	CCAP1982_LOCUS21767|CAD7013736.1|CCAP
OG0008468	LOC108033505|XP_016963338.1|DBIA	CCAP1982_LOCUS7303|CAD6998749.1|CCAP
OG0008469	LOC108035790|XP_016967017.1|DBIA	CCAP1982_LOCUS23118|CAD7015165.1|CCAP
OG0008472	LOC108022740|XP_016947320.1|DBIA	CCAP1982_LOCUS10062|CAD7001568.1|CCAP
OG0008474	LOC108024064|XP_016949326.1|DBIA	CCAP1982_LOCUS5114|CAD6996442.1|CCAP
OG0008475	LOC108032491|XP_016961801.1|DBIA	CCAP1982_LOCUS6517|CAD6997899.1|CCAP, CCAP1982_LOCUS6523|CAD6997905.1|CCAP, CCAP1982_LOCUS6522|CAD6997904.1|CCAP, CCAP1982_LOCUS6524|CAD6997906.1|CCAP, CCAP1982_LOCUS6521|CAD6997903.1|CCAP
OG0008476	LOC108031071|XP_016959766.1|DBIA	CCAP1982_LOCUS391|CAD6991466.1|CCAP
OG0008477	LOC108029756|XP_016957745.1|DBIA	CCAP1982_LOCUS22509|CAD7014508.1|CCAP
OG0008478	LOC108025981|XP_016952163.1|DBIA	CCAP1982_LOCUS3476|CAD6994743.1|CCAP
OG0008478	LOC108025980|XP_016952162.1|DBIA	CCAP1982_LOCUS3477|CAD6994744.1|CCAP
OG0008479	LOC108030447|XP_016958829.1|DBIA	CCAP1982_LOCUS19737|CAD7011651.1|CCAP, CCAP1982_LOCUS6185|CAD6997546.1|CCAP
OG0008480	LOC108030600|XP_016959070.1|DBIA	CCAP1982_LOCUS14695|CAD7006373.1|CCAP, CCAP1982_LOCUS14713|CAD7006393.1|CCAP, CCAP1982_LOCUS14697|CAD7006375.1|CCAP
OG0008481	LOC108023501|XP_016948525.1|DBIA	CCAP1982_LOCUS14544|CAD7006217.1|CCAP
OG0008482	LOC108035337|XP_016966409.1|DBIA	CCAP1982_LOCUS12017|CAD7003568.1|CCAP
OG0008484	LOC108031922|XP_016961183.1|DBIA	CCAP1982_LOCUS436|CAD6991516.1|CCAP
OG0008485	LOC108023602|XP_016948736.1|DBIA, LOC108021868|XP_016946148.1|DBIA	CCAP1982_LOCUS6269|CAD6997634.1|CCAP
OG0008486	LOC108036684|XP_016968454.1|DBIA	CCAP1982_LOCUS9771|CAD7001273.1|CCAP
OG0008487	LOC108025833|XP_016951980.1|DBIA	CCAP1982_LOCUS6502|CAD6997883.1|CCAP
OG0008488	LOC108027263|XP_016954122.1|DBIA	CCAP1982_LOCUS661|CAD6991750.1|CCAP
OG0008489	LOC108027119|XP_016953823.1|DBIA	CCAP1982_LOCUS532|CAD6991617.1|CCAP
OG0008490	LOC108026347|XP_016952741.1|DBIA	CCAP1982_LOCUS653|CAD6991742.1|CCAP
OG0008491	LOC108031188|XP_016959898.1|DBIA	CCAP1982_LOCUS1678|CAD6992842.1|CCAP, CCAP1982_LOCUS1677|CAD6992841.1|CCAP
OG0008492	LOC108033264|XP_016963020.1|DBIA	CCAP1982_LOCUS8811|CAD7000328.1|CCAP
OG0008493	LOC108034083|XP_016964338.1|DBIA	CCAP1982_LOCUS6067|CAD6997420.1|CCAP, CCAP1982_LOCUS6069|CAD6997423.1|CCAP, CCAP1982_LOCUS6068|CAD6997421.1|CCAP
OG0008494	LOC108026545|XP_016952984.1|DBIA	CCAP1982_LOCUS6093|CAD6997447.1|CCAP, CCAP1982_LOCUS23057|CAD7015103.1|CCAP, CCAP1982_LOCUS23056|CAD7015102.1|CCAP, CCAP1982_LOCUS23055|CAD7015101.1|CCAP
OG0008495	LOC108022096|XP_016946428.1|DBIA	CCAP1982_LOCUS19977|CAD7011865.1|CCAP
OG0008497	LOC108029746|XP_016957728.1|DBIA	CCAP1982_LOCUS20095|CAD7011984.1|CCAP
OG0008498	LOC108023075|XP_016947815.1|DBIA	CCAP1982_LOCUS20459|CAD7012365.1|CCAP
OG0008500	LOC108029602|XP_016957464.1|DBIA	CCAP1982_LOCUS21037|CAD7012941.1|CCAP, CCAP1982_LOCUS21038|CAD7012942.1|CCAP
OG0008501	LOC108028200|XP_016955350.1|DBIA	CCAP1982_LOCUS11559|CAD7003096.1|CCAP, CCAP1982_LOCUS11560|CAD7003097.1|CCAP
OG0008504	LOC108034872|XP_016965560.1|DBIA	CCAP1982_LOCUS13100|CAD7004707.1|CCAP
OG0008505	LOC108028255|XP_016955430.1|DBIA	CCAP1982_LOCUS13067|CAD7004672.1|CCAP
OG0008506	LOC108028659|XP_016956076.1|DBIA	CCAP1982_LOCUS11720|CAD7003258.1|CCAP, CCAP1982_LOCUS11722|CAD7003260.1|CCAP, CCAP1982_LOCUS11721|CAD7003259.1|CCAP, CCAP1982_LOCUS11724|CAD7003262.1|CCAP
OG0008507	LOC108028677|XP_016956103.1|DBIA	CCAP1982_LOCUS14104|CAD7005756.1|CCAP, CCAP1982_LOCUS14105|CAD7005757.1|CCAP
OG0008528	LOC108029643|XP_016957546.1|DBIA	CCAP1982_LOCUS12165|CAD7003728.1|CCAP
OG0008537	LOC108024322|XP_016949716.1|DBIA	CCAP1982_LOCUS4050|CAD6995332.1|CCAP, CCAP1982_LOCUS4051|CAD6995333.1|CCAP
OG0008541	LOC108029504|XP_016957277.1|DBIA	CCAP1982_LOCUS22831|CAD7014866.1|CCAP
OG0008542	LOC108035051|XP_016965919.1|DBIA	CCAP1982_LOCUS12353|CAD7003929.1|CCAP
OG0008544	LOC108036340|XP_016967885.1|DBIA	CCAP1982_LOCUS21998|CAD7013989.1|CCAP
OG0008545	LOC108024271|XP_016949651.1|DBIA	CCAP1982_LOCUS21091|CAD7013001.1|CCAP
OG0008546	LOC108034559|XP_016964977.1|DBIA	CCAP1982_LOCUS11185|CAD7002708.1|CCAP
OG0008548	LOC108025366|XP_016951314.1|DBIA	CCAP1982_LOCUS181|CAD6991246.1|CCAP
OG0008551	LOC108034768|XP_016965203.1|DBIA	CCAP1982_LOCUS12997|CAD7004602.1|CCAP
OG0008552	LOC108035591|XP_016966750.1|DBIA	CCAP1982_LOCUS11251|CAD7002778.1|CCAP
OG0008556	LOC108029695|XP_016957646.1|DBIA	CCAP1982_LOCUS19952|CAD7011842.1|CCAP
OG0008557	LOC108025506|XP_016951517.1|DBIA	CCAP1982_LOCUS1669|CAD6992832.1|CCAP
OG0008563	LOC108031757|XP_016960952.1|DBIA	CCAP1982_LOCUS2235|CAD6993420.1|CCAP
OG0008566	LOC108033797|XP_016963895.1|DBIA	CCAP1982_LOCUS6031|CAD6997390.1|CCAP
OG0008567	LOC108034079|XP_016964334.1|DBIA	CCAP1982_LOCUS8257|CAD6999731.1|CCAP
OG0008574	LOC108035274|XP_016966324.1|DBIA	CCAP1982_LOCUS12049|CAD7003602.1|CCAP
OG0008578	LOC108025115|XP_016950873.1|DBIA	CCAP1982_LOCUS12346|CAD7003921.1|CCAP
OG0008587	LOC108031867|XP_016961112.1|DBIA	CCAP1982_LOCUS4937|CAD6996254.1|CCAP
OG0008588	LOC108031498|XP_016960489.1|DBIA	CCAP1982_LOCUS4528|CAD6995825.1|CCAP
OG0008593	LOC108034605|XP_016965027.1|DBIA	CCAP1982_LOCUS12098|CAD7003660.1|CCAP
OG0008594	LOC108032228|XP_016961580.1|DBIA	CCAP1982_LOCUS3117|CAD6994364.1|CCAP
OG0008595	LOC108029943|XP_016957934.1|DBIA	CCAP1982_LOCUS22911|CAD7014948.1|CCAP
OG0008596	LOC108029941|XP_016957931.1|DBIA	CCAP1982_LOCUS22919|CAD7014957.1|CCAP
OG0008597	LOC108026047|XP_016952231.1|DBIA	CCAP1982_LOCUS5059|CAD6996381.1|CCAP
OG0008600	LOC108027409|XP_016954337.1|DBIA	CCAP1982_LOCUS81|CAD6991139.1|CCAP
OG0008601	LOC108034344|XP_016964715.1|DBIA	CCAP1982_LOCUS7418|CAD6998871.1|CCAP
OG0008602	LOC108031118|XP_016959818.1|DBIA	CCAP1982_LOCUS2526|CAD6993728.1|CCAP
OG0008604	LOC108022884|XP_016947571.1|DBIA	CCAP1982_LOCUS22927|CAD7014967.1|CCAP
OG0008605	LOC108033261|XP_016963016.1|DBIA, LOC108033677|XP_016963620.1|DBIA	CCAP1982_LOCUS5784|CAD6997139.1|CCAP
OG0008607	LOC108027305|XP_016954187.1|DBIA	CCAP1982_LOCUS575|CAD6991661.1|CCAP
OG0008609	LOC108024510|XP_016949947.1|DBIA	CCAP1982_LOCUS127|CAD6991189.1|CCAP
OG0008612	LOC108036644|XP_016968409.1|DBIA	CCAP1982_LOCUS21533|CAD7013470.1|CCAP
OG0008613	LOC108027160|XP_016953903.1|DBIA	CCAP1982_LOCUS2818|CAD6994041.1|CCAP
OG0008615	LOC108027375|XP_016954291.1|DBIA	CCAP1982_LOCUS4379|CAD6995672.1|CCAP
OG0008616	LOC108025553|XP_016951574.1|DBIA	CCAP1982_LOCUS1344|CAD6992492.1|CCAP, CCAP1982_LOCUS1343|CAD6992491.1|CCAP
OG0008619	LOC108034350|XP_016964725.1|DBIA	CCAP1982_LOCUS7338|CAD6998784.1|CCAP
OG0008620	LOC108029707|XP_016957670.1|DBIA	CCAP1982_LOCUS22390|CAD7014396.1|CCAP
OG0008621	LOC108031915|XP_016961174.1|DBIA	CCAP1982_LOCUS1356|CAD6992507.1|CCAP
OG0008622	LOC108036286|XP_016967786.1|DBIA	CCAP1982_LOCUS19898|CAD7011787.1|CCAP
OG0008623	LOC108029629|XP_016957512.1|DBIA	CCAP1982_LOCUS1549|CAD6992704.1|CCAP, CCAP1982_LOCUS1540|CAD6992695.1|CCAP
OG0008624	LOC108036223|XP_016967703.1|DBIA, LOC108036915|XP_016968815.1|DBIA	CCAP1982_LOCUS7129|CAD6998541.1|CCAP
OG0008625	LOC108036504|XP_016968196.1|DBIA	CCAP1982_LOCUS22286|CAD7014283.1|CCAP
OG0008626	LOC108035867|XP_016967105.1|DBIA	CCAP1982_LOCUS23012|CAD7015055.1|CCAP
OG0008627	LOC108029072|XP_016956657.1|DBIA	CCAP1982_LOCUS11374|CAD7002905.1|CCAP
OG0008629	LOC108033561|XP_016963395.1|DBIA	CCAP1982_LOCUS23318|CAD7015374.1|CCAP
OG0008630	LOC108036000|XP_016967380.1|DBIA	CCAP1982_LOCUS9903|CAD7001406.1|CCAP, CCAP1982_LOCUS9905|CAD7001408.1|CCAP
OG0008631	LOC108031096|XP_016959794.1|DBIA	CCAP1982_LOCUS3213|CAD6994468.1|CCAP
OG0008632	LOC108036894|XP_016968761.1|DBIA	CCAP1982_LOCUS3689|CAD6994957.1|CCAP
OG0008633	LOC108030028|XP_016958062.1|DBIA	CCAP1982_LOCUS20925|CAD7012825.1|CCAP, CCAP1982_LOCUS20920|CAD7012820.1|CCAP, CCAP1982_LOCUS20923|CAD7012823.1|CCAP
OG0008634	LOC108024369|XP_016949799.1|DBIA	CCAP1982_LOCUS6169|CAD6997530.1|CCAP
OG0008635	LOC108029505|XP_016957278.1|DBIA	CCAP1982_LOCUS22385|CAD7014390.1|CCAP
OG0008636	LOC108031310|XP_016960044.1|DBIA	CCAP1982_LOCUS807|CAD6991918.1|CCAP
OG0008637	LOC108028788|XP_016956257.1|DBIA	CCAP1982_LOCUS11511|CAD7003048.1|CCAP
OG0008638	LOC108024734|XP_016950323.1|DBIA	CCAP1982_LOCUS3053|CAD6994292.1|CCAP
OG0008639	LOC108024753|XP_016950349.1|DBIA	CCAP1982_LOCUS7495|CAD6998948.1|CCAP, CCAP1982_LOCUS9371|CAD7000896.1|CCAP, CCAP1982_LOCUS3397|CAD6994662.1|CCAP
OG0008640	LOC108032933|XP_016962492.1|DBIA, LOC108031477|XP_016960437.1|DBIA	CCAP1982_LOCUS1423|CAD6992575.1|CCAP
OG0008641	LOC108025189|XP_016950987.1|DBIA	CCAP1982_LOCUS1076|CAD6992204.1|CCAP
OG0008642	LOC108024501|XP_016949937.1|DBIA	CCAP1982_LOCUS3079|CAD6994323.1|CCAP
OG0008643	LOC108036892|XP_016968758.1|DBIA	CCAP1982_LOCUS3686|CAD6994953.1|CCAP
OG0008644	LOC108025133|XP_016950894.1|DBIA	CCAP1982_LOCUS1846|CAD6993011.1|CCAP, CCAP1982_LOCUS1845|CAD6993010.1|CCAP
OG0008645	LOC108033691|XP_016963677.1|DBIA	CCAP1982_LOCUS7065|CAD6998468.1|CCAP
OG0008646	LOC108033346|XP_016963144.1|DBIA	CCAP1982_LOCUS7050|CAD6998452.1|CCAP, CCAP1982_LOCUS7051|CAD6998453.1|CCAP
OG0008647	LOC108029265|XP_016956953.1|DBIA	CCAP1982_LOCUS8746|CAD7000256.1|CCAP
OG0008648	LOC108033686|XP_016963647.1|DBIA	CCAP1982_LOCUS8386|CAD6999877.1|CCAP
OG0008649	LOC108022344|XP_016946696.1|DBIA	CCAP1982_LOCUS22995|CAD7015038.1|CCAP, CCAP1982_LOCUS22993|CAD7015036.1|CCAP
OG0008650	LOC108026046|XP_016952230.1|DBIA	CCAP1982_LOCUS22795|CAD7014828.1|CCAP
OG0008651	LOC108023128|XP_016947887.1|DBIA	CCAP1982_LOCUS7105|CAD6998517.1|CCAP
OG0008652	LOC108030450|XP_016958831.1|DBIA	CCAP1982_LOCUS19490|CAD7011390.1|CCAP
OG0008653	LOC108022372|XP_016946742.1|DBIA	CCAP1982_LOCUS19684|CAD7011595.1|CCAP
OG0008654	LOC108026895|XP_016953593.1|DBIA	CCAP1982_LOCUS20501|CAD7012415.1|CCAP
OG0008655	LOC108029364|XP_016957081.1|DBIA	CCAP1982_LOCUS20957|CAD7012858.1|CCAP
OG0008660	LOC108027971|XP_016955085.1|DBIA	CCAP1982_LOCUS12825|CAD7004416.1|CCAP, CCAP1982_LOCUS12826|CAD7004417.1|CCAP, CCAP1982_LOCUS12824|CAD7004414.1|CCAP
OG0008661	LOC108028241|XP_016955399.1|DBIA	CCAP1982_LOCUS14772|CAD7006454.1|CCAP
OG0008662	LOC108031528|XP_016960551.1|DBIA	CCAP1982_LOCUS14653|CAD7006331.1|CCAP, CCAP1982_LOCUS14654|CAD7006332.1|CCAP
OG0008663	LOC108030908|XP_016959581.1|DBIA	CCAP1982_LOCUS14615|CAD7006293.1|CCAP
OG0008664	LOC108030108|XP_016958291.1|DBIA	CCAP1982_LOCUS14399|CAD7006064.1|CCAP
OG0008665	LOC108032795|XP_016962290.1|DBIA	CCAP1982_LOCUS14102|CAD7005754.1|CCAP, CCAP1982_LOCUS14106|CAD7005758.1|CCAP
OG0008666	LOC108030758|XP_016959298.1|DBIA	CCAP1982_LOCUS13516|CAD7005155.1|CCAP, CCAP1982_LOCUS13511|CAD7005150.1|CCAP, CCAP1982_LOCUS13513|CAD7005152.1|CCAP
OG0008667	LOC108035466|XP_016966603.1|DBIA	CCAP1982_LOCUS13449|CAD7005086.1|CCAP, CCAP1982_LOCUS13448|CAD7005085.1|CCAP
OG0008668	LOC108028406|XP_016955714.1|DBIA	CCAP1982_LOCUS2470|CAD6993664.1|CCAP
OG0008669	LOC108032410|XP_016961719.1|DBIA	CCAP1982_LOCUS6213|CAD6997574.1|CCAP, CCAP1982_LOCUS6212|CAD6997573.1|CCAP, CCAP1982_LOCUS6214|CAD6997575.1|CCAP
OG0008686	LOC108031906|XP_016961163.1|DBIA	CCAP1982_LOCUS2227|CAD6993412.1|CCAP
OG0008689	LOC108031623|XP_016960718.1|DBIA	CCAP1982_LOCUS521|CAD6991604.1|CCAP
OG0008691	LOC108028308|XP_016955520.1|DBIA	CCAP1982_LOCUS12637|CAD7004218.1|CCAP
OG0008695	LOC108029431|XP_016957165.1|DBIA	CCAP1982_LOCUS8897|CAD7000421.1|CCAP
OG0008696	LOC108026137|XP_016952348.1|DBIA	CCAP1982_LOCUS4783|CAD6996076.1|CCAP
OG0008697	LOC108034390|XP_016964761.1|DBIA	CCAP1982_LOCUS12730|CAD7004310.1|CCAP
OG0008699	LOC108030846|XP_016959472.1|DBIA	CCAP1982_LOCUS11790|CAD7003330.1|CCAP
OG0008700	LOC108031545|XP_016960570.1|DBIA	CCAP1982_LOCUS639|CAD6991726.1|CCAP
OG0008701	LOC108036428|XP_016968046.1|DBIA	CCAP1982_LOCUS20548|CAD7012468.1|CCAP
OG0008703	LOC108034676|XP_016965107.1|DBIA	CCAP1982_LOCUS12414|CAD7003992.1|CCAP
OG0008704	LOC108032818|XP_016962321.1|DBIA	CCAP1982_LOCUS6717|CAD6998103.1|CCAP
OG0008705	LOC108034108|XP_016964374.1|DBIA	CCAP1982_LOCUS5541|CAD6996868.1|CCAP
OG0008706	LOC108023856|XP_016948992.1|DBIA	CCAP1982_LOCUS152|CAD6991214.1|CCAP
OG0008709	LOC108024592|XP_016950088.1|DBIA	CCAP1982_LOCUS452|CAD6991534.1|CCAP
OG0008710	LOC108025065|XP_016950815.1|DBIA	CCAP1982_LOCUS2383|CAD6993571.1|CCAP
OG0008711	LOC108027272|XP_016954136.1|DBIA	CCAP1982_LOCUS666|CAD6991757.1|CCAP
OG0008712	LOC108029944|XP_016957935.1|DBIA	CCAP1982_LOCUS22119|CAD7014113.1|CCAP
OG0008715	LOC108031797|XP_016961004.1|DBIA	CCAP1982_LOCUS3692|CAD6994960.1|CCAP
OG0008716	LOC108026022|XP_016952203.1|DBIA	CCAP1982_LOCUS4582|CAD6995881.1|CCAP
OG0008717	LOC108034969|XP_016965770.1|DBIA	CCAP1982_LOCUS10957|CAD7002468.1|CCAP
OG0008718	LOC108022643|XP_016947187.1|DBIA	CCAP1982_LOCUS22609|CAD7014618.1|CCAP
OG0008719	LOC108023865|XP_016949015.1|DBIA	CCAP1982_LOCUS147|CAD6991209.1|CCAP
OG0008723	LOC108035307|XP_016966366.1|DBIA	CCAP1982_LOCUS19903|CAD7011793.1|CCAP
OG0008724	LOC108033863|XP_016963995.1|DBIA	CCAP1982_LOCUS5746|CAD6997094.1|CCAP
OG0008725	LOC108022397|XP_016946771.1|DBIA	CCAP1982_LOCUS22054|CAD7014047.1|CCAP
OG0008726	LOC108030283|XP_016958601.1|DBIA	CCAP1982_LOCUS23099|CAD7015150.1|CCAP, CCAP1982_LOCUS23098|CAD7015149.1|CCAP
OG0008727	LOC108023388|XP_016948289.1|DBIA, LOC108027570|XP_016954554.1|DBIA	CCAP1982_LOCUS3998|CAD6995279.1|CCAP
OG0008728	LOC108023363|XP_016948246.1|DBIA	CCAP1982_LOCUS3859|CAD6995136.1|CCAP
OG0008731	LOC108024522|XP_016949966.1|DBIA	CCAP1982_LOCUS4085|CAD6995366.1|CCAP, CCAP1982_LOCUS4086|CAD6995367.1|CCAP
OG0008732	LOC108036778|XP_016968607.1|DBIA	CCAP1982_LOCUS8792|CAD7000304.1|CCAP
OG0008734	LOC108024989|XP_016950733.1|DBIA	CCAP1982_LOCUS1995|CAD6993171.1|CCAP
OG0008736	LOC108022586|XP_016947102.1|DBIA	CCAP1982_LOCUS21754|CAD7013717.1|CCAP
OG0008738	LOC108036141|XP_016967653.1|DBIA	CCAP1982_LOCUS6139|CAD6997498.1|CCAP
OG0008739	LOC108028690|XP_016956123.1|DBIA	CCAP1982_LOCUS13810|CAD7005450.1|CCAP
OG0008740	LOC108036433|XP_016968062.1|DBIA	CCAP1982_LOCUS20281|CAD7012179.1|CCAP
OG0008741	LOC108036332|XP_016967856.1|DBIA	CCAP1982_LOCUS10476|CAD7001989.1|CCAP
OG0008742	LOC108035660|XP_016966857.1|DBIA	CCAP1982_LOCUS11287|CAD7002817.1|CCAP
OG0008743	LOC108022854|XP_016947517.1|DBIA	CCAP1982_LOCUS22592|CAD7014599.1|CCAP, CCAP1982_LOCUS22587|CAD7014593.1|CCAP
OG0008744	LOC108029986|XP_016957984.1|DBIA	CCAP1982_LOCUS21204|CAD7013132.1|CCAP, CCAP1982_LOCUS21207|CAD7013136.1|CCAP
OG0008746	LOC108031921|XP_016961182.1|DBIA	CCAP1982_LOCUS4934|CAD6996251.1|CCAP
OG0008747	LOC108028314|XP_016955526.1|DBIA	CCAP1982_LOCUS13028|CAD7004633.1|CCAP
OG0008748	LOC108027943|XP_016955060.1|DBIA	CCAP1982_LOCUS8870|CAD7000395.1|CCAP
OG0008750	LOC108034644|XP_016965075.1|DBIA	CCAP1982_LOCUS6281|CAD6997649.1|CCAP
OG0008751	LOC108027110|XP_016953817.1|DBIA, LOC108027120|XP_016953825.1|DBIA	CCAP1982_LOCUS4713|CAD6996007.1|CCAP
OG0008752	LOC108031424|XP_016960314.1|DBIA	CCAP1982_LOCUS4966|CAD6996283.1|CCAP
